Orthogroup	SACKO_ok	SCHMD
OG0001090	SACKO_29447	SCHMD00934
OG0001091	SACKO_17088	SCHMD13206, SCHMD15908
OG0001092	SACKO_08155	SCHMD17999
OG0001092	SACKO_08149	SCHMD18945
OG0001096	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878, SACKO_26925, SACKO_33433	SCHMD11467, SCHMD14874
OG0001101	SACKO_12678	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001102	SACKO_03700	SCHMD06311
OG0001103	SACKO_30891, SACKO_22670	SCHMD19689
OG0001103	SACKO_06135	SCHMD10595
OG0001104	SACKO_03224	SCHMD11885, SCHMD14895, SCHMD18516, SCHMD03705
OG0001108	SACKO_04290, SACKO_04715, SACKO_31250	SCHMD08133
OG0001112	SACKO_18503	SCHMD26529, SCHMD08447
OG0001113	SACKO_21432	SCHMD04717
OG0001113	SACKO_05156	SCHMD08665, SCHMD03992
OG0001114	SACKO_08523	SCHMD27710, SCHMD15592, SCHMD14156
OG0001116	SACKO_23852	SCHMD19491
OG0001116	SACKO_20251	SCHMD04023
OG0001117	SACKO_06898	SCHMD18856
OG0001119	SACKO_20836	SCHMD23322, SCHMD22988, SCHMD23323
OG0001121	SACKO_32575	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	SACKO_00205	SCHMD02756
OG0001124	SACKO_10008, SACKO_04873	SCHMD24013
OG0001126	SACKO_28905	SCHMD17193, SCHMD24674
OG0001126	SACKO_15936	SCHMD17192
OG0001128	SACKO_18074	SCHMD12319
OG0001128	SACKO_18055	SCHMD08323
OG0001129	SACKO_22362	SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	SACKO_17247, SACKO_21924, SACKO_08719, SACKO_08682	SCHMD04030
OG0001130	SACKO_19389, SACKO_19419	SCHMD13287, SCHMD04031
OG0001133	SACKO_03939	SCHMD18643
OG0001133	SACKO_03870	SCHMD29299, SCHMD19714
OG0001136	SACKO_08683	SCHMD09640
OG0001137	SACKO_31589	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243
OG0001138	SACKO_06420	SCHMD00170
OG0001139	SACKO_11336, SACKO_08887	SCHMD00334
OG0001141	SACKO_15539	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	SACKO_08495	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	SACKO_27075	SCHMD05178
OG0001146	SACKO_04608, SACKO_10399	SCHMD06189
OG0001149	SACKO_23060	SCHMD16336, SCHMD29633
OG0001155	SACKO_06971, SACKO_29197	SCHMD01897
OG0001156	SACKO_12887	SCHMD11390
OG0001158	SACKO_17293	SCHMD06105
OG0001158	SACKO_17286	SCHMD01514, SCHMD06104, SCHMD00376
OG0001159	SACKO_14618	SCHMD15611, SCHMD21936
OG0001160	SACKO_03583	SCHMD20666
OG0001161	SACKO_27696	SCHMD10427, SCHMD25982, SCHMD11638
OG0001162	SACKO_17543, SACKO_14294	SCHMD04355, SCHMD04356
OG0001164	SACKO_00737	SCHMD22065
OG0001164	SACKO_00736	SCHMD03049
OG0001165	SACKO_18359	SCHMD11819
OG0001165	SACKO_31998	SCHMD12131
OG0001167	SACKO_12026	SCHMD08043, SCHMD04406
OG0001168	SACKO_18942	SCHMD13073
OG0001172	SACKO_07899	SCHMD19335
OG0001172	SACKO_23083	SCHMD00291
OG0001175	SACKO_00167	SCHMD18473
OG0001178	SACKO_03875	SCHMD07684
OG0001178	SACKO_32742, SACKO_08914	SCHMD13713
OG0001179	SACKO_32134	SCHMD26379
OG0001180	SACKO_03980	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396
OG0001181	SACKO_08231, SACKO_27253, SACKO_08232	SCHMD21797
OG0001183	SACKO_22928	SCHMD02325
OG0001184	SACKO_04686	SCHMD12752
OG0001184	SACKO_02594	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	SACKO_25271	SCHMD23236
OG0001186	SACKO_04961	SCHMD20610
OG0001186	SACKO_32087	SCHMD05037
OG0001188	SACKO_25731	SCHMD05963, SCHMD14167
OG0001189	SACKO_26954	SCHMD17573, SCHMD27159, SCHMD05552
OG0001191	SACKO_17114	SCHMD08591
OG0001191	SACKO_28961	SCHMD11387
OG0001197	SACKO_29198, SACKO_32347	SCHMD06230
OG0001197	SACKO_31735	SCHMD16253
OG0001198	SACKO_05861	SCHMD04078
OG0001199	SACKO_31333	SCHMD17507, SCHMD14047
OG0001199	SACKO_03906	SCHMD17830
OG0001201	SACKO_15686	SCHMD18644
OG0001204	SACKO_05436	SCHMD08657, SCHMD22624, SCHMD10325
OG0001207	SACKO_03977, SACKO_25128	SCHMD07731
OG0001208	SACKO_25532	SCHMD11671, SCHMD13440, SCHMD22806
OG0001209	SACKO_17895, SACKO_21794	SCHMD22043, SCHMD28492
OG0001210	SACKO_12027	SCHMD19441
OG0001210	SACKO_22706, SACKO_22711	SCHMD18951
OG0001210	SACKO_22645	SCHMD03204
OG0001213	SACKO_12475	SCHMD01086
OG0001213	SACKO_19088	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001214	SACKO_17861	SCHMD22221
OG0001215	SACKO_19345	SCHMD25774
OG0001216	SACKO_23314	SCHMD13349
OG0001217	SACKO_25190	SCHMD18537
OG0001217	SACKO_25209	SCHMD21187, SCHMD21148
OG0001218	SACKO_09575	SCHMD03255
OG0001219	SACKO_31732	SCHMD09614, SCHMD00713
OG0001221	SACKO_31267, SACKO_31272, SACKO_31273	SCHMD16690
OG0001223	SACKO_16161	SCHMD08671
OG0001226	SACKO_21968, SACKO_20774	SCHMD21222
OG0001230	SACKO_30865	SCHMD18159
OG0001231	SACKO_32360	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182
OG0001234	SACKO_26860	SCHMD01688
OG0001236	SACKO_22328	SCHMD08913, SCHMD03442
OG0001238	SACKO_10255, SACKO_15368, SACKO_15935	SCHMD09688
OG0001239	SACKO_01576	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	SACKO_21518	SCHMD04223
OG0001241	SACKO_25804	SCHMD16327
OG0001245	SACKO_31830, SACKO_17898	SCHMD09398
OG0001245	SACKO_17905	SCHMD24743, SCHMD24744
OG0001247	SACKO_16919	SCHMD01541, SCHMD06119, SCHMD06121
OG0001248	SACKO_03917	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	SACKO_07044	SCHMD01149
OG0001250	SACKO_22060	SCHMD08101, SCHMD04347
OG0001251	SACKO_21043	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	SACKO_17085, SACKO_17104	SCHMD14258, SCHMD09217
OG0001255	SACKO_21405	SCHMD24572, SCHMD15801
OG0001256	SACKO_32561	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	SACKO_02379	SCHMD13436
OG0001262	SACKO_14536, SACKO_14562, SACKO_14419, SACKO_00970, SACKO_00906, SACKO_33160	SCHMD20011
OG0001263	SACKO_18553, SACKO_10674	SCHMD17470
OG0001264	SACKO_25559	SCHMD27230, SCHMD17432
OG0001266	SACKO_21683	SCHMD00016, SCHMD26654
OG0001266	SACKO_34097	SCHMD10438
OG0001267	SACKO_21996	SCHMD05399
OG0001268	SACKO_11197, SACKO_06254	SCHMD01057
OG0001271	SACKO_30312	SCHMD05357
OG0001272	SACKO_25421	SCHMD22716, SCHMD09459
OG0001273	SACKO_29270	SCHMD13838, SCHMD25918, SCHMD21739
OG0001275	SACKO_31416	SCHMD21376
OG0001275	SACKO_31414	SCHMD12521
OG0001279	SACKO_20454	SCHMD06836
OG0001280	SACKO_17298	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884
OG0001282	SACKO_11635	SCHMD08025
OG0001284	SACKO_27293	SCHMD09316
OG0001284	SACKO_16492	SCHMD00434
OG0001286	SACKO_00888	SCHMD05790
OG0001287	SACKO_31693	SCHMD07530
OG0001291	SACKO_21943	SCHMD20641, SCHMD11793
OG0001294	SACKO_03533	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	SACKO_11661	SCHMD20454, SCHMD11060
OG0001297	SACKO_31951, SACKO_31914	SCHMD10762
OG0001300	SACKO_02042	SCHMD00214, SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	SACKO_07352	SCHMD13885
OG0001302	SACKO_13308	SCHMD08617, SCHMD27826
OG0001304	SACKO_19061	SCHMD13840
OG0001306	SACKO_25708	SCHMD04516
OG0001308	SACKO_29701	SCHMD08020
OG0001310	SACKO_11650	SCHMD19422
OG0001310	SACKO_12687	SCHMD09167
OG0001316	SACKO_32180	SCHMD15981
OG0001318	SACKO_20260	SCHMD07054
OG0001318	SACKO_33046	SCHMD16802
OG0001319	SACKO_17261	SCHMD14764
OG0001320	SACKO_15495	SCHMD01321, SCHMD01324, SCHMD01322
OG0001320	SACKO_03528	SCHMD05527
OG0001321	SACKO_00755	SCHMD23818
OG0001322	SACKO_08315, SACKO_00634, SACKO_05223	SCHMD09506
OG0001323	SACKO_09370	SCHMD18380, SCHMD28053
OG0001324	SACKO_04650	SCHMD06767
OG0001325	SACKO_27663	SCHMD05728
OG0001326	SACKO_30260	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423
OG0001327	SACKO_26434	SCHMD08653, SCHMD04846
OG0001328	SACKO_24069	SCHMD23086
OG0001329	SACKO_23438	SCHMD15324
OG0001331	SACKO_23573	SCHMD14545
OG0001332	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770	SCHMD04204
OG0001333	SACKO_02537, SACKO_31933, SACKO_31954	SCHMD15673, SCHMD23155
OG0001335	SACKO_02457	SCHMD26447
OG0001337	SACKO_18014	SCHMD01703
OG0001337	SACKO_02804	SCHMD11229, SCHMD01704, SCHMD14444
OG0001339	SACKO_07781	SCHMD08909
OG0001341	SACKO_06241	SCHMD01188, SCHMD02608
OG0001348	SACKO_28912	SCHMD24331, SCHMD29399
OG0001350	SACKO_01074	SCHMD16735, SCHMD15485
OG0001351	SACKO_20883	SCHMD24241
OG0001353	SACKO_05612	SCHMD10586
OG0001354	SACKO_05972	SCHMD11475, SCHMD26080
OG0001354	SACKO_27003	SCHMD12063
OG0001355	SACKO_12733	SCHMD23781
OG0001356	SACKO_23436	SCHMD21598, SCHMD19916
OG0001357	SACKO_32377	SCHMD16921
OG0001359	SACKO_04493	SCHMD14841
OG0001361	SACKO_06636, SACKO_20244	SCHMD25345
OG0001362	SACKO_31554	SCHMD04122, SCHMD05643, SCHMD13617
OG0001363	SACKO_02886	SCHMD05287, SCHMD16288, SCHMD05291
OG0001367	SACKO_11804	SCHMD04624
OG0001368	SACKO_12370	SCHMD02343
OG0001369	SACKO_30830	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521
OG0001370	SACKO_10513	SCHMD12004
OG0001370	SACKO_00812	SCHMD18225, SCHMD11963
OG0001371	SACKO_17304, SACKO_17312, SACKO_19756	SCHMD02523
OG0001372	SACKO_27587	SCHMD12353, SCHMD23970
OG0001372	SACKO_23028	SCHMD29815
OG0001374	SACKO_07337	SCHMD12937
OG0001375	SACKO_12584, SACKO_12521, SACKO_21495	SCHMD18333
OG0001378	SACKO_21687	SCHMD12504, SCHMD07107
OG0001381	SACKO_25884	SCHMD02869, SCHMD02871, SCHMD02870
OG0001383	SACKO_27457	SCHMD28197, SCHMD18572
OG0001386	SACKO_02115	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663
OG0001388	SACKO_17625	SCHMD08532
OG0001389	SACKO_01374	SCHMD02031, SCHMD17776
OG0001395	SACKO_14815	SCHMD11706, SCHMD08832
OG0001397	SACKO_20543	SCHMD08548, SCHMD08095
OG0001399	SACKO_22119, SACKO_19007	SCHMD20091, SCHMD16432
OG0001400	SACKO_05641	SCHMD26317
OG0001401	SACKO_26685, SACKO_02950, SACKO_02949	SCHMD15712
OG0001402	SACKO_07573	SCHMD06853
OG0001404	SACKO_18033	SCHMD14856
OG0001404	SACKO_05491	SCHMD14853
OG0001405	SACKO_07421	SCHMD16175
OG0001406	SACKO_29996	SCHMD13359, SCHMD19152
OG0001408	SACKO_32306	SCHMD23659, SCHMD15840, SCHMD15841
OG0001409	SACKO_32640	SCHMD04792
OG0001410	SACKO_14471	SCHMD09832
OG0001410	SACKO_00287	SCHMD09687
OG0001411	SACKO_04096	SCHMD13416, SCHMD19137
OG0001412	SACKO_09199, SACKO_13714, SACKO_01410	SCHMD13223
OG0001413	SACKO_13707	SCHMD02827
OG0001413	SACKO_08606	SCHMD02718
OG0001414	SACKO_30191	SCHMD19649
OG0001416	SACKO_14338	SCHMD01722
OG0001417	SACKO_28149	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430
OG0001421	SACKO_11974	SCHMD14208
OG0001422	SACKO_08100	SCHMD18897, SCHMD04981, SCHMD04982
OG0001424	SACKO_16678	SCHMD23260, SCHMD24676
OG0001425	SACKO_32937	SCHMD16287, SCHMD09188, SCHMD09187
OG0001426	SACKO_29415	SCHMD02033
OG0001427	SACKO_25289	SCHMD03939, SCHMD00575
OG0001428	SACKO_29404	SCHMD06125
OG0001429	SACKO_04211	SCHMD14421
OG0001429	SACKO_04222	SCHMD14419
OG0001430	SACKO_12563	SCHMD15108
OG0001430	SACKO_23248	SCHMD00026
OG0001432	SACKO_12685	SCHMD05242, SCHMD02065
OG0001433	SACKO_20980	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242
OG0001434	SACKO_08035	SCHMD11795
OG0001437	SACKO_25064	SCHMD15768, SCHMD19785
OG0001438	SACKO_22113, SACKO_28211	SCHMD03715, SCHMD17114
OG0001439	SACKO_32633	SCHMD07462, SCHMD14352
OG0001440	SACKO_13032	SCHMD08958, SCHMD08957
OG0001445	SACKO_32917	SCHMD04082
OG0001447	SACKO_02819	SCHMD14223
OG0001449	SACKO_30150	SCHMD11900
OG0001450	SACKO_12802	SCHMD06490, SCHMD05057
OG0001451	SACKO_10470, SACKO_05414, SACKO_07824	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340
OG0001453	SACKO_00292, SACKO_12622	SCHMD06884, SCHMD06825
OG0001454	SACKO_25073	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145
OG0001455	SACKO_15116	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110
OG0001458	SACKO_09504	SCHMD07871
OG0001460	SACKO_33477	SCHMD10311, SCHMD23647
OG0001460	SACKO_22427	SCHMD10312, SCHMD23646
OG0001461	SACKO_33755	SCHMD13257
OG0001464	SACKO_17111, SACKO_16693	SCHMD20463
OG0001466	SACKO_06437	SCHMD12996, SCHMD13074
OG0001467	SACKO_17605, SACKO_17589, SACKO_14633	SCHMD12343
OG0001467	SACKO_14405	SCHMD19099
OG0001468	SACKO_04663	SCHMD00390
OG0001469	SACKO_18991, SACKO_06864	SCHMD09394
OG0001469	SACKO_14829	SCHMD24067, SCHMD10449
OG0001470	SACKO_29094, SACKO_26935	SCHMD02321
OG0001472	SACKO_32963	SCHMD12948
OG0001472	SACKO_05324	SCHMD13936, SCHMD13397, SCHMD27432
OG0001474	SACKO_17239	SCHMD07415
OG0001474	SACKO_22047	SCHMD11576, SCHMD26877
OG0001475	SACKO_18688	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348
OG0001478	SACKO_22168	SCHMD22576, SCHMD26017
OG0001479	SACKO_02888	SCHMD12413, SCHMD08686
OG0001480	SACKO_24421, SACKO_24426	SCHMD13493
OG0001482	SACKO_10214	SCHMD02244, SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242
OG0001483	SACKO_22123	SCHMD00397
OG0001484	SACKO_06239	SCHMD14277
OG0001488	SACKO_02044	SCHMD21551
OG0001490	SACKO_31213	SCHMD08286, SCHMD07637
OG0001492	SACKO_03265	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591
OG0001501	SACKO_17924	SCHMD02704
OG0001502	SACKO_22382	SCHMD06697
OG0001503	SACKO_02436	SCHMD25279, SCHMD19928
OG0001503	SACKO_18105	SCHMD25148
OG0001504	SACKO_29597, SACKO_07151, SACKO_19671, SACKO_29627, SACKO_29647	SCHMD05964
OG0001506	SACKO_20284	SCHMD04881
OG0001507	SACKO_07854	SCHMD00476, SCHMD00993
OG0001508	SACKO_27803, SACKO_27807	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374
OG0001510	SACKO_33627	SCHMD18904, SCHMD27815, SCHMD18903
OG0001511	SACKO_25814	SCHMD14385
OG0001512	SACKO_07336	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450
OG0001513	SACKO_31007	SCHMD16029
OG0001514	SACKO_25264	SCHMD13607, SCHMD17180
OG0001515	SACKO_03778	SCHMD18483
OG0001516	SACKO_14946	SCHMD07784
OG0001517	SACKO_25454	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460
OG0001522	SACKO_04762, SACKO_07400	SCHMD06814
OG0001524	SACKO_26996	SCHMD08154
OG0001524	SACKO_12588, SACKO_34156, SACKO_29641	SCHMD06432
OG0001525	SACKO_22296	SCHMD22768, SCHMD18999, SCHMD19000
OG0001526	SACKO_27619	SCHMD16304
OG0001527	SACKO_08580	SCHMD05435
OG0001527	SACKO_08171	SCHMD08837
OG0001530	SACKO_32722	SCHMD09338, SCHMD11853, SCHMD11854, SCHMD11855, SCHMD09337
OG0001531	SACKO_00106	SCHMD25753
OG0001531	SACKO_00104	SCHMD19431, SCHMD25771
OG0001532	SACKO_29501	SCHMD11604
OG0001533	SACKO_04656	SCHMD16757, SCHMD04796
OG0001534	SACKO_22035	SCHMD13063
OG0001536	SACKO_19636, SACKO_06074	SCHMD04145
OG0001538	SACKO_28388, SACKO_28412	SCHMD03674
OG0001538	SACKO_28396, SACKO_28387	SCHMD03672
OG0001546	SACKO_07294	SCHMD23904
OG0001551	SACKO_14902	SCHMD21975
OG0001552	SACKO_08825, SACKO_08817, SACKO_08820, SACKO_08830	SCHMD26668
OG0001553	SACKO_14766	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	SACKO_27914	SCHMD11035
OG0001555	SACKO_18316, SACKO_28913	SCHMD09018, SCHMD10477, SCHMD09019, SCHMD19851, SCHMD25726, SCHMD07148, SCHMD29622, SCHMD10887, SCHMD10886, SCHMD09698, SCHMD28090, SCHMD24412, SCHMD21363, SCHMD25892, SCHMD18696, SCHMD09131, SCHMD01581
OG0001557	SACKO_23724	SCHMD13972
OG0001558	SACKO_25319	SCHMD18412, SCHMD28405
OG0001559	SACKO_09139	SCHMD02521
OG0001560	SACKO_24664	SCHMD19288, SCHMD02478
OG0001561	SACKO_16712	SCHMD21318
OG0001562	SACKO_29425	SCHMD12692
OG0001563	SACKO_29211	SCHMD24756
OG0001563	SACKO_05155, SACKO_05151, SACKO_16979, SACKO_05080, SACKO_05112, SACKO_05074, SACKO_05133	SCHMD18145
OG0001566	SACKO_19775	SCHMD02705
OG0001567	SACKO_01333, SACKO_23984	SCHMD03492, SCHMD11013, SCHMD12195
OG0001568	SACKO_33374	SCHMD04206
OG0001570	SACKO_27622, SACKO_27563	SCHMD04583
OG0001571	SACKO_33079	SCHMD20861, SCHMD22039
OG0001572	SACKO_31302	SCHMD04033
OG0001572	SACKO_30400	SCHMD14275, SCHMD14274
OG0001575	SACKO_16093	SCHMD13351
OG0001576	SACKO_29281	SCHMD23672
OG0001578	SACKO_25675	SCHMD10414
OG0001580	SACKO_00171	SCHMD08361, SCHMD16167, SCHMD15393
OG0001583	SACKO_26995	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001589	SACKO_25593, SACKO_25592	SCHMD27652, SCHMD23084
OG0001590	SACKO_23759	SCHMD09240
OG0001593	SACKO_13940	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687
OG0001594	SACKO_26083, SACKO_31513	SCHMD14548, SCHMD07059
OG0001594	SACKO_18916	SCHMD10235
OG0001597	SACKO_32914	SCHMD15780, SCHMD26075
OG0001602	SACKO_12750	SCHMD05345, SCHMD00022
OG0001603	SACKO_23077	SCHMD29329
OG0001604	SACKO_08859	SCHMD02109
OG0001609	SACKO_20157	SCHMD16467
OG0001609	SACKO_20497	SCHMD16231, SCHMD10959, SCHMD10960
OG0001610	SACKO_05583	SCHMD03213
OG0001611	SACKO_32339	SCHMD04102, SCHMD12631
OG0001612	SACKO_08058	SCHMD14255, SCHMD22594
OG0001613	SACKO_14908	SCHMD05811
OG0001614	SACKO_12210	SCHMD04001
OG0001615	SACKO_32434	SCHMD14018
OG0001617	SACKO_32773	SCHMD05139
OG0001620	SACKO_08656	SCHMD22740, SCHMD18214
OG0001621	SACKO_33548	SCHMD26761, SCHMD18496
OG0001623	SACKO_15065	SCHMD12998, SCHMD29690, SCHMD08483
OG0001625	SACKO_05676	SCHMD28211, SCHMD26150
OG0001627	SACKO_16597, SACKO_16647	SCHMD06117
OG0001630	SACKO_16977, SACKO_21573	SCHMD04044, SCHMD04169, SCHMD01052
OG0001632	SACKO_01195	SCHMD12105, SCHMD26476
OG0001633	SACKO_17436	SCHMD06756
OG0001634	SACKO_16111	SCHMD24659
OG0001634	SACKO_04773	SCHMD04359, SCHMD08780, SCHMD05004
OG0001635	SACKO_16856, SACKO_33549	SCHMD28110
OG0001636	SACKO_16147	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668
OG0001638	SACKO_31247	SCHMD00159, SCHMD00160
OG0001639	SACKO_26028	SCHMD07144
OG0001640	SACKO_01222, SACKO_01197	SCHMD02843
OG0001641	SACKO_24443	SCHMD03047
OG0001642	SACKO_01281	SCHMD20801, SCHMD12647
OG0001644	SACKO_17026, SACKO_03857	SCHMD20924
OG0001646	SACKO_02716	SCHMD00577
OG0001651	SACKO_21460	SCHMD15448
OG0001653	SACKO_07366	SCHMD13946
OG0001655	SACKO_11250	SCHMD06776
OG0001656	SACKO_26228	SCHMD22556
OG0001657	SACKO_20171	SCHMD07705, SCHMD10000
OG0001657	SACKO_20167	SCHMD12957
OG0001658	SACKO_01963	SCHMD03463, SCHMD13530
OG0001660	SACKO_16124	SCHMD01572, SCHMD29332
OG0001662	SACKO_01828	SCHMD19275
OG0001662	SACKO_27332	SCHMD25740
OG0001665	SACKO_05684, SACKO_00376	SCHMD19795
OG0001666	SACKO_01113, SACKO_01109, SACKO_19676, SACKO_01380	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331
OG0001667	SACKO_27275	SCHMD18800, SCHMD13601, SCHMD20100
OG0001668	SACKO_10356	SCHMD04958, SCHMD04844, SCHMD21993, SCHMD13934, SCHMD21994, SCHMD04957, SCHMD04845
OG0001670	SACKO_30814, SACKO_07373	SCHMD00224
OG0001671	SACKO_32767, SACKO_16934, SACKO_16917	SCHMD21324
OG0001672	SACKO_00203	SCHMD11260, SCHMD13294, SCHMD11259
OG0001676	SACKO_27676	SCHMD13666
OG0001677	SACKO_02202, SACKO_32286	SCHMD13425
OG0001682	SACKO_16335	SCHMD04768
OG0001683	SACKO_25195	SCHMD09006, SCHMD12944, SCHMD06427
OG0001685	SACKO_33558	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626
OG0001688	SACKO_29664	SCHMD12122, SCHMD25973, SCHMD11868
OG0001690	SACKO_16084, SACKO_16073	SCHMD02947, SCHMD02948, SCHMD29617
OG0001690	SACKO_24918	SCHMD02946
OG0001691	SACKO_07768	SCHMD00990, SCHMD08142
OG0001693	SACKO_31283, SACKO_31314	SCHMD18507, SCHMD16544
OG0001707	SACKO_27712, SACKO_27719, SACKO_08114	SCHMD28717, SCHMD29464, SCHMD20857
OG0001708	SACKO_22651, SACKO_22657	SCHMD28849, SCHMD14466, SCHMD06180, SCHMD15863, SCHMD27570
OG0001711	SACKO_00222	SCHMD04571
OG0001713	SACKO_10739, SACKO_26830, SACKO_16172	SCHMD11479
OG0001716	SACKO_11923, SACKO_13388	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528
OG0001718	SACKO_06683, SACKO_01615, SACKO_22232	SCHMD15790
OG0001720	SACKO_16473	SCHMD15758, SCHMD22420
OG0001720	SACKO_07137, SACKO_07098	SCHMD15757
OG0001721	SACKO_14258	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001724	SACKO_30787	SCHMD24845, SCHMD14505, SCHMD24846
OG0001726	SACKO_25741	SCHMD06142, SCHMD13209
OG0001726	SACKO_06582	SCHMD14995, SCHMD16386
OG0001727	SACKO_05239	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	SACKO_11865	SCHMD17375
OG0001729	SACKO_16753	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159
OG0001730	SACKO_21513	SCHMD11237, SCHMD15709
OG0001732	SACKO_08518	SCHMD09964
OG0001733	SACKO_19517, SACKO_19883	SCHMD11880
OG0001734	SACKO_26225	SCHMD27529, SCHMD23016
OG0001735	SACKO_00648	SCHMD04334
OG0001736	SACKO_08177	SCHMD13051
OG0001737	SACKO_12586	SCHMD04897
OG0001737	SACKO_31409	SCHMD19940, SCHMD12224
OG0001738	SACKO_08321	SCHMD28176
OG0001739	SACKO_05033	SCHMD04721
OG0001744	SACKO_11153	SCHMD05424
OG0001745	SACKO_08867, SACKO_10224, SACKO_10001	SCHMD03643, SCHMD12507, SCHMD09820, SCHMD13748, SCHMD12508, SCHMD16928, SCHMD20075, SCHMD15679, SCHMD29088
OG0001750	SACKO_27270	SCHMD22591
OG0001751	SACKO_03749	SCHMD05355
OG0001752	SACKO_02923	SCHMD04217
OG0001754	SACKO_08958	SCHMD16498
OG0001755	SACKO_22480	SCHMD00304
OG0001759	SACKO_01076, SACKO_02292	SCHMD15866
OG0001769	SACKO_20080	SCHMD03951
OG0001770	SACKO_19586	SCHMD22893, SCHMD22374
OG0001772	SACKO_04317	SCHMD29811
OG0001774	SACKO_02280	SCHMD06607
OG0001775	SACKO_28398	SCHMD10862
OG0001780	SACKO_02736, SACKO_09942, SACKO_03637	SCHMD19255, SCHMD20118
OG0001780	SACKO_03659	SCHMD28379
OG0001781	SACKO_18083	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	SACKO_04878	SCHMD15033, SCHMD26133
OG0001785	SACKO_33880	SCHMD16367, SCHMD26545
OG0001786	SACKO_08331	SCHMD10589, SCHMD26010, SCHMD14133, SCHMD22280
OG0001787	SACKO_25176	SCHMD15982
OG0001788	SACKO_14730	SCHMD08675
OG0001792	SACKO_11878	SCHMD00384
