Orthogroup	SACKO_ok	NEMVE
OG0000934	SACKO_29528	NEMVE09369
OG0000934	SACKO_28076	NEMVE07036
OG0000935	SACKO_27279	NEMVE24478, NEMVE06639
OG0000936	SACKO_15636	NEMVE04950, NEMVE18876
OG0000936	SACKO_00605	NEMVE05175, NEMVE23075, NEMVE05183
OG0000939	SACKO_06514, SACKO_06153, SACKO_22767, SACKO_24928, SACKO_08217, SACKO_16341, SACKO_29498, SACKO_33083, SACKO_30889, SACKO_17258, SACKO_07764, SACKO_15564, SACKO_33904, SACKO_31642, SACKO_11557, SACKO_33453, SACKO_33411, SACKO_06231, SACKO_28943	NEMVE17859
OG0000942	SACKO_32311, SACKO_01692, SACKO_33657, SACKO_33212, SACKO_26473, SACKO_28748, SACKO_00272, SACKO_09340, SACKO_26498, SACKO_07942, SACKO_24343	NEMVE19243
OG0000943	SACKO_06009	NEMVE14119
OG0000943	SACKO_03278	NEMVE15785, NEMVE08924
OG0000944	SACKO_14532	NEMVE07708
OG0000945	SACKO_29022	NEMVE22316, NEMVE22428
OG0000946	SACKO_05354	NEMVE11477
OG0000946	SACKO_03434	NEMVE07731
OG0000946	SACKO_03421	NEMVE10926
OG0000947	SACKO_03864	NEMVE04758
OG0000947	SACKO_27732	NEMVE07474
OG0000949	SACKO_06979, SACKO_06945, SACKO_03055	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321
OG0000950	SACKO_20117	NEMVE08112
OG0000951	SACKO_12290	NEMVE21998
OG0000951	SACKO_04226	NEMVE02530
OG0000952	SACKO_31709	NEMVE04659
OG0000952	SACKO_31700	NEMVE02164
OG0000953	SACKO_16853, SACKO_33210, SACKO_26487	NEMVE12932
OG0000954	SACKO_09923	NEMVE06460
OG0000954	SACKO_25005	NEMVE05247, NEMVE12295
OG0000955	SACKO_27594	NEMVE14901
OG0000955	SACKO_11876	NEMVE06008
OG0000955	SACKO_14411	NEMVE08350
OG0000957	SACKO_21298	NEMVE00980
OG0000958	SACKO_18683, SACKO_27967, SACKO_01365, SACKO_32047, SACKO_32033	NEMVE24805, NEMVE17902
OG0000960	SACKO_17419	NEMVE02244
OG0000963	SACKO_03897	NEMVE03242
OG0000964	SACKO_21085, SACKO_21082	NEMVE19256
OG0000965	SACKO_31862, SACKO_21944	NEMVE10501
OG0000965	SACKO_29607	NEMVE02072
OG0000966	SACKO_19882	NEMVE06417
OG0000967	SACKO_33567	NEMVE11722, NEMVE10506
OG0000968	SACKO_19126	NEMVE14701
OG0000968	SACKO_20110	NEMVE10433
OG0000969	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920, SACKO_00619	NEMVE14628
OG0000970	SACKO_05435	NEMVE08789
OG0000971	SACKO_31352	NEMVE04764
OG0000972	SACKO_24516	NEMVE04609, NEMVE00954
OG0000972	SACKO_27667	NEMVE10082
OG0000973	SACKO_31648, SACKO_24330, SACKO_06563	NEMVE17915
OG0000974	SACKO_16128	NEMVE13444
OG0000975	SACKO_05651	NEMVE10075
OG0000977	SACKO_07977	NEMVE25192
OG0000977	SACKO_13919	NEMVE06329
OG0000977	SACKO_30692, SACKO_24604, SACKO_12919	NEMVE20685, NEMVE07099
OG0000978	SACKO_05312, SACKO_33844	NEMVE25212
OG0000979	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007	NEMVE17920, NEMVE04790, NEMVE16326
OG0000981	SACKO_03122, SACKO_03119	NEMVE05035, NEMVE14361, NEMVE15417
OG0000981	SACKO_11821, SACKO_29220, SACKO_11825	NEMVE22521
OG0000982	SACKO_10519	NEMVE07619, NEMVE11958
OG0000984	SACKO_22470, SACKO_22468	NEMVE21717
OG0000985	SACKO_21389	NEMVE09786, NEMVE11913
OG0000986	SACKO_22424	NEMVE14512
OG0000986	SACKO_18517	NEMVE04242
OG0000987	SACKO_11731	NEMVE05580
OG0000988	SACKO_00750, SACKO_27571	NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782
OG0000992	SACKO_01033	NEMVE11620
OG0000992	SACKO_27184	NEMVE04858
OG0000993	SACKO_08088	NEMVE12763
OG0000994	SACKO_04389	NEMVE24464
OG0000994	SACKO_17316, SACKO_07113, SACKO_15046	NEMVE05403
OG0000996	SACKO_00027	NEMVE06175
OG0000997	SACKO_14564, SACKO_19635, SACKO_06080, SACKO_06219	NEMVE15784
OG0000998	SACKO_04803	NEMVE18412, NEMVE14793
OG0000998	SACKO_30467	NEMVE20875
OG0000998	SACKO_30447, SACKO_23039	NEMVE17665, NEMVE22066
OG0000999	SACKO_02941	NEMVE24735
OG0000999	SACKO_27886	NEMVE00092
OG0001000	SACKO_14786	NEMVE02448
OG0001001	SACKO_32000	NEMVE20649, NEMVE24599, NEMVE12542
OG0001002	SACKO_17603, SACKO_26493, SACKO_10217, SACKO_22423	NEMVE09531, NEMVE19920
OG0001004	SACKO_12211	NEMVE06123
OG0001005	SACKO_07944	NEMVE10101
OG0001006	SACKO_28465	NEMVE21915
OG0001006	SACKO_25694	NEMVE10239
OG0001007	SACKO_22800, SACKO_22765, SACKO_31051, SACKO_22758	NEMVE00044, NEMVE10735
OG0001008	SACKO_12442	NEMVE24531
OG0001009	SACKO_17660	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111
OG0001009	SACKO_04223	NEMVE22406, NEMVE02505
OG0001013	SACKO_22099, SACKO_33330, SACKO_22104, SACKO_12317	NEMVE02022
OG0001014	SACKO_04136	NEMVE22762, NEMVE19276, NEMVE21298, NEMVE15752
OG0001015	SACKO_22655	NEMVE07976
OG0001016	SACKO_04981	NEMVE14344
OG0001016	SACKO_15992	NEMVE14850
OG0001017	SACKO_02096	NEMVE08837
OG0001017	SACKO_06481	NEMVE08847
OG0001018	SACKO_04566, SACKO_31412	NEMVE25537
OG0001019	SACKO_24259, SACKO_18004, SACKO_19076, SACKO_15691, SACKO_15677, SACKO_28073, SACKO_19934, SACKO_15664	NEMVE06651
OG0001021	SACKO_09105	NEMVE05054
OG0001022	SACKO_05140, SACKO_05128	NEMVE24828
OG0001023	SACKO_01529	NEMVE12107
OG0001024	SACKO_33645, SACKO_33650	NEMVE22572
OG0001027	SACKO_17175, SACKO_22570, SACKO_25824	NEMVE22961
OG0001028	SACKO_16985	NEMVE25953, NEMVE14639
OG0001029	SACKO_14796	NEMVE11449
OG0001030	SACKO_20494, SACKO_29916	NEMVE13370
OG0001030	SACKO_04680	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380
OG0001031	SACKO_14751, SACKO_16200	NEMVE13279
OG0001032	SACKO_17505	NEMVE14168
OG0001033	SACKO_17499	NEMVE24849
OG0001034	SACKO_22921	NEMVE23685
OG0001035	SACKO_30597, SACKO_30021, SACKO_31825, SACKO_21736, SACKO_01434, SACKO_32288, SACKO_03943, SACKO_05205, SACKO_08025	NEMVE25598
OG0001036	SACKO_31534	NEMVE07958
OG0001037	SACKO_25311	NEMVE13835
OG0001039	SACKO_07566	NEMVE05718, NEMVE05729
OG0001039	SACKO_29826	NEMVE14813
OG0001042	SACKO_12664	NEMVE20161, NEMVE25296
OG0001043	SACKO_34099, SACKO_15259	NEMVE16776, NEMVE05556
OG0001045	SACKO_01115	NEMVE10485, NEMVE08539, NEMVE15170
OG0001045	SACKO_28078	NEMVE17384, NEMVE15704, NEMVE18352, NEMVE17386, NEMVE21043
OG0001048	SACKO_21452	NEMVE04666
OG0001049	SACKO_03823	NEMVE24151
OG0001050	SACKO_13547	NEMVE11321
OG0001052	SACKO_17741	NEMVE24748
OG0001053	SACKO_17162, SACKO_10734	NEMVE01408
OG0001055	SACKO_28183, SACKO_10231, SACKO_10246, SACKO_27123, SACKO_20417, SACKO_20398, SACKO_20395, SACKO_20387, SACKO_20415, SACKO_20419, SACKO_20408, SACKO_20396, SACKO_20407, SACKO_20411, SACKO_06883, SACKO_19423, SACKO_06890, SACKO_06897, SACKO_06913, SACKO_11137, SACKO_06896	NEMVE21535
OG0001056	SACKO_30374, SACKO_11428, SACKO_20947, SACKO_15771, SACKO_15745, SACKO_25763, SACKO_11474, SACKO_16790, SACKO_16794, SACKO_30377, SACKO_15898	NEMVE07347
OG0001059	SACKO_34066	NEMVE05294
OG0001060	SACKO_10412	NEMVE02960, NEMVE14652, NEMVE13876
OG0001062	SACKO_29376	NEMVE01533
OG0001063	SACKO_31591, SACKO_17683	NEMVE08862
OG0001064	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160	NEMVE19071
OG0001066	SACKO_07584	NEMVE24583
OG0001067	SACKO_23129, SACKO_23130, SACKO_23138, SACKO_23139, SACKO_23136, SACKO_23131, SACKO_23140, SACKO_11747	NEMVE18870, NEMVE18446, NEMVE25152
OG0001068	SACKO_05518	NEMVE04571
OG0001072	SACKO_03267	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521
OG0001072	SACKO_03307	NEMVE01518
OG0001073	SACKO_21449, SACKO_04327	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	SACKO_11315, SACKO_14262	NEMVE07705, NEMVE15967
OG0001076	SACKO_06837	NEMVE01471
OG0001077	SACKO_10234, SACKO_23172, SACKO_02065, SACKO_02030, SACKO_02068	NEMVE06665
OG0001078	SACKO_03626	NEMVE21841, NEMVE03024
OG0001079	SACKO_30338	NEMVE05363, NEMVE02062, NEMVE19455, NEMVE05874, NEMVE21793, NEMVE05858, NEMVE11085, NEMVE05389
OG0001079	SACKO_30352	NEMVE10902
OG0001080	SACKO_28482	NEMVE25549
OG0001080	SACKO_17655	NEMVE24155
OG0001081	SACKO_20233, SACKO_20239	NEMVE14063
OG0001082	SACKO_05811, SACKO_32916	NEMVE13496
OG0001083	SACKO_03733	NEMVE07865
OG0001084	SACKO_24296, SACKO_24311	NEMVE15577, NEMVE10374, NEMVE06345
OG0001085	SACKO_23475	NEMVE23730
OG0001086	SACKO_01139	NEMVE21870
OG0001088	SACKO_05186	NEMVE19674, NEMVE00424, NEMVE18333, NEMVE11019, NEMVE08315, NEMVE08309
OG0001089	SACKO_12550	NEMVE21830
OG0001091	SACKO_17088	NEMVE05727
OG0001092	SACKO_08155	NEMVE00964, NEMVE07353
OG0001092	SACKO_08149	NEMVE01451
OG0001093	SACKO_20225	NEMVE01792
OG0001095	SACKO_26687	NEMVE24881
OG0001096	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878	NEMVE22598
OG0001096	SACKO_26925, SACKO_33433	NEMVE10292, NEMVE12692
OG0001097	SACKO_11793	NEMVE07237
OG0001101	SACKO_12678	NEMVE14957
OG0001102	SACKO_03700	NEMVE01649
OG0001102	SACKO_27070	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408
OG0001103	SACKO_06135	NEMVE01302
OG0001103	SACKO_18268	NEMVE05814
OG0001104	SACKO_17440, SACKO_10508	NEMVE04017, NEMVE06719
OG0001104	SACKO_03224	NEMVE25846
OG0001105	SACKO_04214	NEMVE13446
OG0001105	SACKO_09999	NEMVE00247
OG0001105	SACKO_18067	NEMVE17686
OG0001106	SACKO_09682	NEMVE10846
OG0001107	SACKO_06919	NEMVE00952
OG0001108	SACKO_04290	NEMVE22820
OG0001108	SACKO_31250	NEMVE03343
OG0001109	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237	NEMVE17631
OG0001110	SACKO_15731, SACKO_08229	NEMVE25055, NEMVE25054
OG0001111	SACKO_20490	NEMVE17909, NEMVE18987
OG0001111	SACKO_03527	NEMVE18142
OG0001112	SACKO_18503	NEMVE18988
OG0001113	SACKO_21432	NEMVE11789, NEMVE13858
OG0001113	SACKO_05156	NEMVE22434
OG0001114	SACKO_08523	NEMVE13059
OG0001116	SACKO_23852	NEMVE14342
OG0001116	SACKO_20251	NEMVE04905, NEMVE14341
OG0001117	SACKO_05727	NEMVE07059
OG0001117	SACKO_06898	NEMVE24913, NEMVE17548
OG0001118	SACKO_04263, SACKO_00345	NEMVE08045
OG0001119	SACKO_20836, SACKO_20847	NEMVE00905, NEMVE12022
OG0001120	SACKO_19029	NEMVE18269, NEMVE18537
OG0001121	SACKO_32575	NEMVE15144
OG0001123	SACKO_00205	NEMVE08367, NEMVE00548
OG0001123	SACKO_33269	NEMVE07298
OG0001124	SACKO_10008	NEMVE14042
OG0001124	SACKO_04873	NEMVE14572
OG0001126	SACKO_28905, SACKO_15936	NEMVE21706
OG0001127	SACKO_04963	NEMVE23507
OG0001128	SACKO_18055	NEMVE07541
OG0001129	SACKO_22362, SACKO_19446	NEMVE22537, NEMVE23490, NEMVE23489
OG0001130	SACKO_21924, SACKO_08719, SACKO_08682	NEMVE21964, NEMVE14047
OG0001131	SACKO_02814	NEMVE02265
OG0001133	SACKO_03939	NEMVE17872
OG0001133	SACKO_03870	NEMVE22361
OG0001134	SACKO_00371	NEMVE10572
OG0001135	SACKO_12991	NEMVE08713, NEMVE13852
OG0001136	SACKO_08700, SACKO_08683	NEMVE14986
OG0001137	SACKO_31589	NEMVE09544, NEMVE24640, NEMVE09543
OG0001138	SACKO_06420	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	SACKO_11336	NEMVE14993
OG0001139	SACKO_08887	NEMVE07868
OG0001140	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499	NEMVE06552
OG0001141	SACKO_15539	NEMVE13888
OG0001142	SACKO_08495	NEMVE20807, NEMVE13380
OG0001143	SACKO_27075	NEMVE07319
OG0001144	SACKO_23855	NEMVE02135
OG0001146	SACKO_04608, SACKO_10399	NEMVE18037, NEMVE07073
OG0001147	SACKO_26881	NEMVE05148
OG0001148	SACKO_05299	NEMVE09889
OG0001155	SACKO_29197	NEMVE18709
OG0001155	SACKO_06972	NEMVE14646
OG0001156	SACKO_12887	NEMVE14927
OG0001158	SACKO_17293, SACKO_22305, SACKO_17286	NEMVE13124
OG0001159	SACKO_14618	NEMVE02254
OG0001161	SACKO_21600, SACKO_15264, SACKO_27696	NEMVE13207
OG0001162	SACKO_17543, SACKO_14294	NEMVE23909, NEMVE23908, NEMVE22577
OG0001163	SACKO_31507	NEMVE01640
OG0001164	SACKO_00737	NEMVE07314
OG0001164	SACKO_00736	NEMVE17008
OG0001165	SACKO_18359	NEMVE15007
OG0001165	SACKO_32002, SACKO_31998	NEMVE15056
OG0001166	SACKO_31708	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900
OG0001167	SACKO_12026	NEMVE01035
OG0001168	SACKO_18942	NEMVE14002
OG0001169	SACKO_01891	NEMVE22495
OG0001170	SACKO_27342	NEMVE01927
OG0001172	SACKO_07899	NEMVE14607
OG0001172	SACKO_23083	NEMVE13977
OG0001174	SACKO_28428, SACKO_28429	NEMVE06466
OG0001175	SACKO_00167	NEMVE18808, NEMVE00944
OG0001177	SACKO_26073, SACKO_10730, SACKO_26943	NEMVE07007
OG0001178	SACKO_03875	NEMVE13445, NEMVE00910
OG0001178	SACKO_32742, SACKO_08914	NEMVE14023
OG0001181	SACKO_08231, SACKO_27253, SACKO_08232	NEMVE04930
OG0001183	SACKO_22928	NEMVE02043
OG0001184	SACKO_04686	NEMVE23775
OG0001184	SACKO_02591, SACKO_02594	NEMVE05038
OG0001185	SACKO_25271	NEMVE15207
OG0001186	SACKO_04961	NEMVE07796
OG0001186	SACKO_32087	NEMVE14205
OG0001188	SACKO_25731	NEMVE04912
OG0001189	SACKO_26954	NEMVE24274
OG0001190	SACKO_33257, SACKO_19736, SACKO_29072	NEMVE07335, NEMVE20942
OG0001191	SACKO_28961	NEMVE02357
OG0001196	SACKO_02477	NEMVE08224, NEMVE12229
OG0001197	SACKO_32347	NEMVE01874
OG0001197	SACKO_31735	NEMVE09865
OG0001198	SACKO_23091	NEMVE24571
OG0001198	SACKO_05861	NEMVE22207, NEMVE25198, NEMVE00766
OG0001199	SACKO_31333	NEMVE23802, NEMVE12602
OG0001200	SACKO_20799	NEMVE09033
OG0001201	SACKO_15686	NEMVE09573
OG0001202	SACKO_21894, SACKO_33694	NEMVE18910, NEMVE19217
OG0001203	SACKO_17678	NEMVE06946
OG0001204	SACKO_05436	NEMVE16401
OG0001205	SACKO_12981	NEMVE12458
OG0001207	SACKO_03977	NEMVE05326
OG0001207	SACKO_25128	NEMVE07504
OG0001208	SACKO_25532	NEMVE13141
OG0001209	SACKO_17895, SACKO_21794	NEMVE13903
OG0001211	SACKO_06728	NEMVE14313
OG0001212	SACKO_14563	NEMVE02933, NEMVE00040
OG0001213	SACKO_12475	NEMVE09096
OG0001213	SACKO_19088	NEMVE14427
OG0001214	SACKO_17861	NEMVE06648
OG0001215	SACKO_19345	NEMVE25378
OG0001216	SACKO_20921	NEMVE13574
OG0001216	SACKO_23314	NEMVE14479
OG0001218	SACKO_09575	NEMVE21894
OG0001219	SACKO_31732	NEMVE22457
OG0001220	SACKO_02206	NEMVE01931
OG0001221	SACKO_31267, SACKO_31272, SACKO_31273	NEMVE10455, NEMVE21175
OG0001224	SACKO_15671	NEMVE18437
OG0001225	SACKO_13197, SACKO_21032	NEMVE24191
OG0001230	SACKO_30865	NEMVE14462
OG0001231	SACKO_32360	NEMVE18418
OG0001232	SACKO_31664, SACKO_31674, SACKO_01123	NEMVE19947, NEMVE16316, NEMVE01186, NEMVE16317
OG0001232	SACKO_31671	NEMVE08692
OG0001234	SACKO_26867, SACKO_26860	NEMVE18230, NEMVE12291
OG0001236	SACKO_22328	NEMVE24358
OG0001238	SACKO_10255	NEMVE14613
OG0001238	SACKO_15368, SACKO_15935	NEMVE05651
OG0001239	SACKO_01576	NEMVE13393
OG0001240	SACKO_21921	NEMVE12044, NEMVE01922
OG0001241	SACKO_21518	NEMVE23698
OG0001241	SACKO_25804	NEMVE22413
OG0001242	SACKO_19062, SACKO_19023	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690
OG0001243	SACKO_00190	NEMVE04580
OG0001244	SACKO_24332, SACKO_33824, SACKO_25187, SACKO_24337	NEMVE18953, NEMVE13181, NEMVE05200, NEMVE06276, NEMVE06601, NEMVE25505, NEMVE07927, NEMVE07933, NEMVE25684, NEMVE03017, NEMVE10603, NEMVE13558, NEMVE14877
OG0001245	SACKO_31830, SACKO_17898	NEMVE23125
OG0001245	SACKO_17917, SACKO_17905	NEMVE23124
OG0001246	SACKO_32897, SACKO_12245, SACKO_12250, SACKO_12249, SACKO_12244, SACKO_20474, SACKO_20488, SACKO_20481, SACKO_06881, SACKO_06909	NEMVE03137
OG0001247	SACKO_16919	NEMVE03420
OG0001248	SACKO_03917	NEMVE14608
OG0001249	SACKO_07046, SACKO_07044	NEMVE08338
OG0001250	SACKO_22060	NEMVE07058
OG0001251	SACKO_21043	NEMVE05777
OG0001252	SACKO_00497	NEMVE05179
OG0001253	SACKO_07955	NEMVE14445
OG0001254	SACKO_17085, SACKO_17104	NEMVE01446, NEMVE14277
OG0001256	SACKO_32561	NEMVE11467, NEMVE20435
OG0001261	SACKO_02379	NEMVE12600, NEMVE24381
OG0001263	SACKO_18553	NEMVE21893, NEMVE01880
OG0001264	SACKO_25559	NEMVE09188
OG0001265	SACKO_20144	NEMVE15204, NEMVE16184, NEMVE09370
OG0001266	SACKO_21683, SACKO_34097	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	SACKO_05778, SACKO_25091	NEMVE25606
OG0001267	SACKO_21996	NEMVE22271
OG0001268	SACKO_06254	NEMVE13796
OG0001268	SACKO_30805	NEMVE10358
OG0001270	SACKO_24994	NEMVE21909, NEMVE12078
OG0001270	SACKO_01019	NEMVE22554
OG0001271	SACKO_30312	NEMVE16016, NEMVE12266
OG0001272	SACKO_25421	NEMVE24865
OG0001273	SACKO_29270	NEMVE06058
OG0001274	SACKO_16020	NEMVE24783
OG0001275	SACKO_31416	NEMVE02957
OG0001275	SACKO_31414	NEMVE14795
OG0001276	SACKO_30635	NEMVE24658
OG0001277	SACKO_17013	NEMVE08949
OG0001278	SACKO_28908, SACKO_12827, SACKO_12823	NEMVE22456
OG0001279	SACKO_20454	NEMVE06730
OG0001280	SACKO_17298	NEMVE15111, NEMVE13261
OG0001282	SACKO_11635	NEMVE13494
OG0001283	SACKO_16823, SACKO_07426, SACKO_18837	NEMVE18885
OG0001283	SACKO_01310, SACKO_15324	NEMVE15140
OG0001284	SACKO_27293	NEMVE15039
OG0001284	SACKO_16492	NEMVE12745, NEMVE19495
OG0001285	SACKO_12735	NEMVE07034
OG0001286	SACKO_00888	NEMVE08364
OG0001287	SACKO_31693	NEMVE13851
OG0001288	SACKO_15962	NEMVE20273
OG0001290	SACKO_09675, SACKO_22471	NEMVE22813, NEMVE07506
OG0001291	SACKO_21943	NEMVE25091
OG0001293	SACKO_21987	NEMVE24929
OG0001294	SACKO_03533	NEMVE10810
OG0001295	SACKO_22899	NEMVE10114
OG0001296	SACKO_11661	NEMVE10339
OG0001297	SACKO_31951, SACKO_31914	NEMVE03104
OG0001300	SACKO_02042	NEMVE13700, NEMVE10660, NEMVE19269
OG0001302	SACKO_07352	NEMVE11902
OG0001302	SACKO_13308	NEMVE17610
OG0001303	SACKO_29789, SACKO_28842, SACKO_17612, SACKO_30492	NEMVE25499, NEMVE25051, NEMVE24313
OG0001304	SACKO_19061	NEMVE01937
OG0001305	SACKO_26780	NEMVE06825
OG0001306	SACKO_25708	NEMVE16218
OG0001306	SACKO_25883, SACKO_10996	NEMVE08625
OG0001307	SACKO_13105	NEMVE17946, NEMVE19270
OG0001308	SACKO_29701	NEMVE06230
OG0001309	SACKO_31608	NEMVE23002, NEMVE18542
OG0001310	SACKO_11650	NEMVE22452
OG0001310	SACKO_12687	NEMVE14637
OG0001311	SACKO_03046, SACKO_14169	NEMVE05964, NEMVE03793
OG0001312	SACKO_03694	NEMVE14791, NEMVE14787
OG0001317	SACKO_20482	NEMVE01591
OG0001317	SACKO_08200	NEMVE13378
OG0001318	SACKO_20260	NEMVE22575
OG0001318	SACKO_33046	NEMVE14651
OG0001319	SACKO_17261	NEMVE01465
OG0001320	SACKO_15495	NEMVE10295
OG0001320	SACKO_03528	NEMVE25688
OG0001321	SACKO_00755	NEMVE21741, NEMVE15029
OG0001322	SACKO_08315	NEMVE14406
OG0001322	SACKO_00634, SACKO_05223	NEMVE05068, NEMVE21787
OG0001323	SACKO_09370	NEMVE17138
OG0001324	SACKO_04648	NEMVE19268, NEMVE11187
OG0001326	SACKO_30260	NEMVE14355
OG0001327	SACKO_11723	NEMVE09298
OG0001327	SACKO_26434	NEMVE15997
OG0001329	SACKO_23438	NEMVE06386
OG0001330	SACKO_00723	NEMVE14535
OG0001331	SACKO_23573	NEMVE23983
OG0001332	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770	NEMVE10338
OG0001335	SACKO_02457	NEMVE06061
OG0001337	SACKO_18014	NEMVE04512, NEMVE11126
OG0001337	SACKO_02804	NEMVE05602
OG0001339	SACKO_01450	NEMVE25120
OG0001341	SACKO_06241	NEMVE00960, NEMVE01284
OG0001343	SACKO_17370	NEMVE25260, NEMVE17073, NEMVE23290, NEMVE24415
OG0001344	SACKO_14763	NEMVE22371
OG0001345	SACKO_23714, SACKO_23639, SACKO_23595, SACKO_23715	NEMVE15150
OG0001348	SACKO_28912	NEMVE25188
OG0001349	SACKO_18964, SACKO_25871, SACKO_31076, SACKO_20920, SACKO_31598, SACKO_31148, SACKO_08026, SACKO_08036, SACKO_08022, SACKO_08043, SACKO_22283, SACKO_22276	NEMVE17568
OG0001350	SACKO_01074	NEMVE14117
OG0001351	SACKO_20883	NEMVE17590
OG0001352	SACKO_25575, SACKO_25587, SACKO_15835, SACKO_13422, SACKO_13435	NEMVE14525, NEMVE21813
OG0001353	SACKO_22195	NEMVE14778
OG0001353	SACKO_05612	NEMVE14645
OG0001354	SACKO_05972	NEMVE15993
OG0001354	SACKO_27003	NEMVE15994, NEMVE05871
OG0001355	SACKO_12733	NEMVE14405
OG0001356	SACKO_23436	NEMVE04630
OG0001357	SACKO_32377	NEMVE07199
OG0001358	SACKO_18923	NEMVE11838
OG0001360	SACKO_06003, SACKO_33651, SACKO_33652	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001361	SACKO_06636, SACKO_20244	NEMVE13054
OG0001362	SACKO_31554	NEMVE13199
OG0001363	SACKO_07065, SACKO_07071, SACKO_02886	NEMVE24406
OG0001364	SACKO_22285	NEMVE25546, NEMVE21006
OG0001366	SACKO_14270	NEMVE15255
OG0001367	SACKO_11804	NEMVE10311
OG0001368	SACKO_12370	NEMVE04773, NEMVE01407
OG0001369	SACKO_30830	NEMVE07342
OG0001370	SACKO_10513	NEMVE16952
OG0001370	SACKO_00812	NEMVE14662
OG0001371	SACKO_17304, SACKO_17312, SACKO_19756	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	SACKO_27587	NEMVE14621, NEMVE12678
OG0001372	SACKO_23028	NEMVE24235
OG0001373	SACKO_09984	NEMVE13198
OG0001375	SACKO_12584, SACKO_12521	NEMVE21718, NEMVE18400
OG0001375	SACKO_21495	NEMVE06380
OG0001376	SACKO_34148	NEMVE14506
OG0001377	SACKO_25288	NEMVE18187
OG0001377	SACKO_10382, SACKO_10375, SACKO_07390, SACKO_16602, SACKO_08556	NEMVE00630, NEMVE23910
OG0001378	SACKO_24430, SACKO_21687	NEMVE14996
OG0001380	SACKO_30081, SACKO_01944, SACKO_30082	NEMVE10957
OG0001381	SACKO_25884	NEMVE08816
OG0001382	SACKO_22264	NEMVE18444
OG0001383	SACKO_27457	NEMVE09447
OG0001384	SACKO_13100	NEMVE03030
OG0001386	SACKO_02115	NEMVE06336, NEMVE11740
OG0001388	SACKO_17625	NEMVE08765
OG0001389	SACKO_01374	NEMVE07341
OG0001395	SACKO_14815	NEMVE10872, NEMVE02945
OG0001397	SACKO_20543	NEMVE22946
OG0001397	SACKO_02267	NEMVE25397
OG0001398	SACKO_14409, SACKO_01986, SACKO_01969, SACKO_01989, SACKO_01970	NEMVE01787
OG0001399	SACKO_19007	NEMVE23382
OG0001401	SACKO_26685, SACKO_02950, SACKO_02949	NEMVE23498
OG0001402	SACKO_07573	NEMVE22752
OG0001404	SACKO_18033	NEMVE25280
OG0001404	SACKO_05491	NEMVE13694
OG0001405	SACKO_26862	NEMVE25349
OG0001405	SACKO_07421	NEMVE08567
OG0001406	SACKO_29996	NEMVE18633, NEMVE16331
OG0001407	SACKO_09925, SACKO_19593, SACKO_01392, SACKO_19588, SACKO_13552	NEMVE23925
OG0001408	SACKO_32306	NEMVE25885
OG0001409	SACKO_32640	NEMVE14897
OG0001410	SACKO_14471	NEMVE03165
OG0001410	SACKO_00287	NEMVE24971
OG0001411	SACKO_04096	NEMVE25920
OG0001412	SACKO_09199, SACKO_13714	NEMVE19652
OG0001413	SACKO_13707	NEMVE06553, NEMVE06540
OG0001413	SACKO_08606	NEMVE20094
OG0001414	SACKO_04758	NEMVE11734
OG0001415	SACKO_02741	NEMVE14658
OG0001416	SACKO_14338	NEMVE10436
OG0001416	SACKO_30742	NEMVE15378
OG0001417	SACKO_19012, SACKO_28149, SACKO_29213, SACKO_19020	NEMVE02519
OG0001418	SACKO_04240	NEMVE12090, NEMVE01985
OG0001419	SACKO_11370	NEMVE05935
OG0001420	SACKO_11942	NEMVE16749
OG0001421	SACKO_11974	NEMVE00612
OG0001422	SACKO_08100	NEMVE07209
OG0001423	SACKO_22783	NEMVE08632
OG0001424	SACKO_10409	NEMVE01171
OG0001424	SACKO_16678	NEMVE19994, NEMVE02440
