Orthogroup	SACKO_ok	PFLAV
OG0000695	SACKO_04664	TCONS_00002894.p1
OG0000696	SACKO_05595	TCONS_00018845.p1
OG0000696	SACKO_15257	TCONS_00011598.p1
OG0000696	SACKO_07580	TCONS_00047236.p1
OG0000697	SACKO_07543	TCONS_00048562.p1
OG0000698	SACKO_33282, SACKO_00937	TCONS_00010307.p1, TCONS_00010310.p1
OG0000698	SACKO_00966	TCONS_00010318.p1
OG0000698	SACKO_00931	TCONS_00010312.p1
OG0000698	SACKO_00996	TCONS_00010306.p1
OG0000698	SACKO_00894	TCONS_00010311.p1
OG0000698	SACKO_26928	TCONS_00042177.p1, TCONS_00042626.p1, TCONS_00055793.p1
OG0000699	SACKO_27167	TCONS_00021274.p1
OG0000699	SACKO_27160	TCONS_00021271.p1
OG0000700	SACKO_00811	TCONS_00055915.p1, TCONS_00055909.p1
OG0000701	SACKO_25617, SACKO_32176	TCONS_00026249.p1, TCONS_00026244.p1
OG0000701	SACKO_03805	TCONS_00026245.p1, TCONS_00026250.p1
OG0000702	SACKO_27079	TCONS_00020216.p1
OG0000703	SACKO_21811	TCONS_00030196.p1
OG0000706	SACKO_24560	TCONS_00047273.p1
OG0000706	SACKO_28453	TCONS_00056928.p1
OG0000706	SACKO_23476	TCONS_00006217.p1
OG0000706	SACKO_19242	TCONS_00001501.p1, TCONS_00031304.p1, TCONS_00031491.p1
OG0000706	SACKO_19227	TCONS_00016124.p1, TCONS_00000375.p1, TCONS_00000372.p1, TCONS_00000373.p1, TCONS_00004946.p1
OG0000706	SACKO_19231, SACKO_19230	TCONS_00000324.p1
OG0000707	SACKO_14078, SACKO_15787, SACKO_33772	TCONS_00032526.p1, TCONS_00032529.p1
OG0000708	SACKO_22452	TCONS_00052744.p1
OG0000708	SACKO_25480	TCONS_00049295.p1
OG0000709	SACKO_18089	TCONS_00003484.p1
OG0000709	SACKO_22198	TCONS_00011621.p1
OG0000710	SACKO_13452	TCONS_00008170.p1
OG0000710	SACKO_13463	TCONS_00008171.p1
OG0000710	SACKO_27149	TCONS_00022432.p1
OG0000711	SACKO_19147	TCONS_00037709.p1
OG0000711	SACKO_19139	TCONS_00036664.p1, TCONS_00036685.p1
OG0000711	SACKO_19149	TCONS_00036548.p1
OG0000712	SACKO_16099	TCONS_00043112.p1
OG0000712	SACKO_30746	TCONS_00051037.p1, TCONS_00052059.p1, TCONS_00050961.p1, TCONS_00050972.p1
OG0000713	SACKO_26669	TCONS_00020883.p1
OG0000714	SACKO_29631, SACKO_22762	TCONS_00046720.p1
OG0000715	SACKO_31209	TCONS_00055218.p1
OG0000716	SACKO_08963	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1
OG0000717	SACKO_00278	TCONS_00016080.p1
OG0000717	SACKO_00279	TCONS_00016081.p1
OG0000718	SACKO_32613	TCONS_00035589.p1
OG0000720	SACKO_00764	TCONS_00019702.p1, TCONS_00019718.p1
OG0000720	SACKO_27801	TCONS_00033144.p1
OG0000721	SACKO_29734	TCONS_00006398.p1
OG0000721	SACKO_13300	TCONS_00000729.p1
OG0000722	SACKO_06070	TCONS_00010249.p1
OG0000722	SACKO_06069	TCONS_00010253.p1
OG0000723	SACKO_19700, SACKO_28805	TCONS_00019859.p1, TCONS_00019858.p1
OG0000723	SACKO_19678	TCONS_00019552.p1
OG0000723	SACKO_19703, SACKO_19709	TCONS_00018925.p1
OG0000724	SACKO_29558	TCONS_00011523.p1
OG0000725	SACKO_27384	TCONS_00015059.p1
OG0000725	SACKO_26579	TCONS_00023276.p1
OG0000725	SACKO_03561	TCONS_00025265.p1
OG0000726	SACKO_17190	TCONS_00016601.p1
OG0000727	SACKO_30641	TCONS_00042789.p1
OG0000727	SACKO_30632	TCONS_00042790.p1
OG0000727	SACKO_30653	TCONS_00042788.p1
OG0000727	SACKO_27287	TCONS_00030588.p1, TCONS_00030587.p1, TCONS_00045733.p1
OG0000727	SACKO_04709	TCONS_00043617.p1
OG0000727	SACKO_11890	TCONS_00018086.p1
OG0000727	SACKO_05957	TCONS_00030493.p1, TCONS_00030646.p1, TCONS_00030644.p1, TCONS_00014032.p1, TCONS_00030340.p1, TCONS_00030333.p1, TCONS_00030331.p1, TCONS_00030332.p1, TCONS_00030341.p1
OG0000727	SACKO_07924, SACKO_07930, SACKO_01893, SACKO_01912, SACKO_11314	TCONS_00014745.p1, TCONS_00014891.p1, TCONS_00014890.p1, TCONS_00015959.p1, TCONS_00015958.p1, TCONS_00017316.p1, TCONS_00017311.p1, TCONS_00017312.p1, TCONS_00017317.p1, TCONS_00018551.p1, TCONS_00018548.p1, TCONS_00018529.p1, TCONS_00016986.p1
OG0000727	SACKO_32770	TCONS_00049519.p1
OG0000727	SACKO_32766	TCONS_00048172.p1
OG0000728	SACKO_22247	TCONS_00044599.p1, TCONS_00023840.p1, TCONS_00056514.p1
OG0000728	SACKO_32396	TCONS_00034355.p1, TCONS_00054792.p1
OG0000728	SACKO_13694, SACKO_32076, SACKO_02810	TCONS_00025732.p1, TCONS_00052328.p1, TCONS_00025731.p1, TCONS_00001561.p1
OG0000730	SACKO_27783	TCONS_00057273.p1
OG0000730	SACKO_32923, SACKO_22828	TCONS_00056912.p1
OG0000730	SACKO_19325	TCONS_00053817.p1
OG0000731	SACKO_26280, SACKO_26277	TCONS_00021358.p1
OG0000732	SACKO_20871	TCONS_00022768.p1
OG0000732	SACKO_06369, SACKO_05389	TCONS_00053142.p1
OG0000733	SACKO_32345	TCONS_00011607.p1
OG0000733	SACKO_17671	TCONS_00010891.p1
OG0000734	SACKO_08224	TCONS_00015907.p1
OG0000735	SACKO_26054	TCONS_00016800.p1
OG0000736	SACKO_27734, SACKO_27737	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1
OG0000736	SACKO_10396	TCONS_00019278.p1
OG0000737	SACKO_25898	TCONS_00041554.p1
OG0000737	SACKO_25903	TCONS_00026738.p1
OG0000738	SACKO_26798	TCONS_00030562.p1
OG0000738	SACKO_10578	TCONS_00050222.p1
OG0000738	SACKO_31112	TCONS_00051768.p1, TCONS_00051787.p1
OG0000739	SACKO_12812	TCONS_00039589.p1, TCONS_00044184.p1
OG0000739	SACKO_18136	TCONS_00044632.p1, TCONS_00022936.p1, TCONS_00040310.p1, TCONS_00016923.p1, TCONS_00029075.p1, TCONS_00031509.p1, TCONS_00033004.p1, TCONS_00052353.p2, TCONS_00003524.p1, TCONS_00002122.p1, TCONS_00041907.p1, TCONS_00049643.p1, TCONS_00007760.p1, TCONS_00025913.p2, TCONS_00038150.p1, TCONS_00038497.p1, TCONS_00009552.p1, TCONS_00022728.p1, TCONS_00046135.p1
OG0000740	SACKO_24861	TCONS_00055839.p1
OG0000740	SACKO_32305	TCONS_00016565.p1
OG0000740	SACKO_02011	TCONS_00030552.p1
OG0000740	SACKO_05182	TCONS_00031055.p1
OG0000741	SACKO_00397	TCONS_00036046.p1, TCONS_00035779.p1, TCONS_00054446.p1, TCONS_00029896.p1
OG0000741	SACKO_16886	TCONS_00028869.p1, TCONS_00020474.p1, TCONS_00035197.p1
OG0000741	SACKO_01091, SACKO_27715	TCONS_00035161.p1
OG0000741	SACKO_17276	TCONS_00043857.p1, TCONS_00040641.p1, TCONS_00019025.p1
OG0000742	SACKO_32083	TCONS_00046716.p1, TCONS_00045385.p1, TCONS_00046005.p1
OG0000742	SACKO_05122	TCONS_00021056.p1
OG0000742	SACKO_17124	TCONS_00022474.p1
OG0000743	SACKO_25573	TCONS_00013173.p1
OG0000743	SACKO_25597	TCONS_00014370.p1
OG0000745	SACKO_22243	TCONS_00011567.p1
OG0000745	SACKO_22171	TCONS_00011565.p1
OG0000745	SACKO_22180	TCONS_00010173.p1
OG0000745	SACKO_02883, SACKO_12160	TCONS_00016076.p1
OG0000748	SACKO_18174	TCONS_00032688.p1
OG0000748	SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549	TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1
OG0000748	SACKO_19984, SACKO_09720	TCONS_00038855.p1, TCONS_00038825.p1
OG0000749	SACKO_07299	TCONS_00010786.p1
OG0000750	SACKO_13299, SACKO_13296	TCONS_00001870.p1
OG0000750	SACKO_01471, SACKO_19590, SACKO_01472	TCONS_00056013.p1, TCONS_00056012.p1
OG0000750	SACKO_19609	TCONS_00056014.p1, TCONS_00056015.p1
OG0000751	SACKO_32463	TCONS_00056206.p1
OG0000751	SACKO_29926	TCONS_00021695.p1
OG0000752	SACKO_10303	TCONS_00027586.p1
OG0000752	SACKO_03640	TCONS_00000980.p1
OG0000752	SACKO_33668	TCONS_00054248.p1
OG0000753	SACKO_33703	TCONS_00033131.p1
OG0000753	SACKO_17800	TCONS_00034978.p1
OG0000753	SACKO_33701	TCONS_00033130.p1
OG0000754	SACKO_26303	TCONS_00007992.p1
OG0000754	SACKO_02693	TCONS_00057184.p1
OG0000754	SACKO_09552	TCONS_00051330.p1
OG0000754	SACKO_27717, SACKO_27718, SACKO_00084, SACKO_27708	TCONS_00018094.p1, TCONS_00018093.p1, TCONS_00018092.p1
OG0000754	SACKO_23813	TCONS_00018099.p1, TCONS_00018095.p1, TCONS_00045092.p1
OG0000755	SACKO_19024	TCONS_00008247.p1
OG0000756	SACKO_09734	TCONS_00012931.p1, TCONS_00012932.p1
OG0000757	SACKO_00716	TCONS_00006887.p1, TCONS_00006876.p1
OG0000757	SACKO_32163	TCONS_00057276.p1
OG0000758	SACKO_05592	TCONS_00016783.p1
OG0000759	SACKO_29477	TCONS_00002581.p1
OG0000760	SACKO_23650	TCONS_00049569.p1
OG0000761	SACKO_04696	TCONS_00014693.p1
OG0000762	SACKO_01422	TCONS_00002922.p1
OG0000763	SACKO_08605	TCONS_00029111.p1
OG0000764	SACKO_20100	TCONS_00015937.p1
OG0000765	SACKO_02329	TCONS_00009967.p1
OG0000765	SACKO_02322	TCONS_00011963.p1
OG0000766	SACKO_22474	TCONS_00028822.p1, TCONS_00032747.p1
OG0000767	SACKO_14609	TCONS_00011537.p1
OG0000768	SACKO_23463	TCONS_00049576.p1
OG0000771	SACKO_01739, SACKO_11665	TCONS_00006102.p1, TCONS_00021982.p1, TCONS_00038948.p1, TCONS_00038950.p1, TCONS_00051251.p1, TCONS_00054763.p1
OG0000772	SACKO_24880	TCONS_00030063.p1
OG0000772	SACKO_18970	TCONS_00008408.p1
OG0000773	SACKO_16027	TCONS_00001528.p1
OG0000773	SACKO_17710	TCONS_00053287.p1
OG0000773	SACKO_17709	TCONS_00052773.p1, TCONS_00053285.p1
OG0000773	SACKO_21567	TCONS_00051393.p1, TCONS_00051394.p1
OG0000773	SACKO_04243	TCONS_00052812.p1
OG0000774	SACKO_04816	TCONS_00052735.p1
OG0000774	SACKO_22074	TCONS_00013141.p1
OG0000774	SACKO_01221, SACKO_01162, SACKO_26595, SACKO_26612	TCONS_00049083.p1
OG0000775	SACKO_02587	TCONS_00045993.p1, TCONS_00044889.p1, TCONS_00045990.p1, TCONS_00045994.p1, TCONS_00004802.p1, TCONS_00044119.p1
OG0000775	SACKO_25832, SACKO_34101, SACKO_18980, SACKO_34030	TCONS_00045737.p1
OG0000776	SACKO_18768	TCONS_00046336.p1, TCONS_00030153.p1, TCONS_00030152.p1, TCONS_00009195.p1, TCONS_00030151.p1
OG0000777	SACKO_28617, SACKO_28786	TCONS_00013796.p1
OG0000778	SACKO_00880	TCONS_00050643.p1
OG0000779	SACKO_09223	TCONS_00015355.p1
OG0000779	SACKO_27144	TCONS_00016604.p1
OG0000780	SACKO_23785	TCONS_00009656.p1
OG0000780	SACKO_27100	TCONS_00031921.p2
OG0000780	SACKO_29107	TCONS_00031946.p1, TCONS_00031922.p1
OG0000780	SACKO_07184	TCONS_00052657.p1
OG0000781	SACKO_06298, SACKO_16031, SACKO_16069, SACKO_16078	TCONS_00014007.p1, TCONS_00014006.p1, TCONS_00014002.p1, TCONS_00014003.p1, TCONS_00014001.p1, TCONS_00013999.p1, TCONS_00012443.p1, TCONS_00012442.p1
OG0000781	SACKO_02767	TCONS_00013498.p1, TCONS_00013497.p1
OG0000781	SACKO_05315	TCONS_00009454.p1
OG0000782	SACKO_02448	TCONS_00028725.p1
OG0000784	SACKO_27906	TCONS_00017272.p1
OG0000786	SACKO_30010	TCONS_00006266.p1
OG0000786	SACKO_19884	TCONS_00006890.p1, TCONS_00006878.p1
OG0000786	SACKO_32889	TCONS_00055057.p1
OG0000787	SACKO_05969	TCONS_00030413.p1
OG0000788	SACKO_23309	TCONS_00037097.p1
OG0000788	SACKO_16503	TCONS_00028163.p1
OG0000789	SACKO_02827, SACKO_02824	TCONS_00023771.p1, TCONS_00023878.p1, TCONS_00023880.p1, TCONS_00025255.p1, TCONS_00025257.p1, TCONS_00025259.p1
OG0000790	SACKO_25520, SACKO_25478, SACKO_25496, SACKO_25524, SACKO_25500, SACKO_25464, SACKO_25512	TCONS_00005603.p1, TCONS_00048390.p1
OG0000790	SACKO_26043	TCONS_00049421.p1
OG0000790	SACKO_26270	TCONS_00053592.p1, TCONS_00053507.p1, TCONS_00033663.p1
OG0000792	SACKO_30915	TCONS_00004019.p1
OG0000792	SACKO_20208	TCONS_00006053.p1, TCONS_00006055.p1
OG0000793	SACKO_32255	TCONS_00027936.p1
OG0000794	SACKO_17237	TCONS_00016640.p1
OG0000795	SACKO_13006	TCONS_00041740.p1
OG0000795	SACKO_12994	TCONS_00043459.p1
OG0000796	SACKO_28893	TCONS_00021074.p1
OG0000797	SACKO_34169	TCONS_00030801.p1
OG0000798	SACKO_10595	TCONS_00044179.p1
OG0000798	SACKO_10604	TCONS_00044180.p1
OG0000799	SACKO_33594	TCONS_00026061.p1
OG0000800	SACKO_26365, SACKO_26362	TCONS_00005527.p1, TCONS_00031622.p1, TCONS_00032650.p1, TCONS_00040715.p1, TCONS_00040709.p1, TCONS_00022234.p1, TCONS_00022235.p1, TCONS_00022236.p1, TCONS_00022113.p1, TCONS_00022115.p1, TCONS_00022114.p1, TCONS_00022116.p1, TCONS_00021049.p1, TCONS_00022034.p1, TCONS_00026387.p1
OG0000801	SACKO_32154	TCONS_00020737.p1
OG0000803	SACKO_08403	TCONS_00025515.p1
OG0000805	SACKO_18326, SACKO_18321, SACKO_23365, SACKO_18329	TCONS_00025682.p1, TCONS_00023737.p1, TCONS_00025681.p1, TCONS_00023738.p1
OG0000805	SACKO_33521	TCONS_00056753.p1, TCONS_00054933.p1
OG0000805	SACKO_09246	TCONS_00023740.p1, TCONS_00023742.p1, TCONS_00025675.p1, TCONS_00029389.p1, TCONS_00023739.p1, TCONS_00023741.p1, TCONS_00025677.p1, TCONS_00051143.p1, TCONS_00023711.p1, TCONS_00025680.p1, TCONS_00025679.p1
OG0000807	SACKO_20337	TCONS_00026725.p1
OG0000807	SACKO_08448, SACKO_34211	TCONS_00011289.p1, TCONS_00011316.p1
OG0000808	SACKO_08432, SACKO_10478, SACKO_06792	TCONS_00024153.p1
OG0000808	SACKO_18374	TCONS_00015995.p1, TCONS_00015667.p1
OG0000808	SACKO_08462	TCONS_00033199.p1, TCONS_00038931.p1, TCONS_00032962.p1, TCONS_00053512.p1
OG0000808	SACKO_19821	TCONS_00004584.p3
OG0000808	SACKO_15761	TCONS_00056232.p1
OG0000809	SACKO_11706	TCONS_00053785.p1
OG0000810	SACKO_25393	TCONS_00052958.p1
OG0000810	SACKO_08781	TCONS_00054964.p1
OG0000811	SACKO_22929	TCONS_00055994.p1, TCONS_00057306.p1
OG0000811	SACKO_27833	TCONS_00011341.p1, TCONS_00011343.p1, TCONS_00011340.p1, TCONS_00011342.p1, TCONS_00011347.p1
OG0000811	SACKO_27832	TCONS_00011338.p1
OG0000811	SACKO_27828	TCONS_00011344.p1, TCONS_00009971.p1, TCONS_00011345.p1, TCONS_00011339.p1
OG0000812	SACKO_09567	TCONS_00004561.p1, TCONS_00033747.p1, TCONS_00002817.p1
OG0000813	SACKO_06455	TCONS_00031270.p1
OG0000814	SACKO_00194	TCONS_00033072.p1
OG0000814	SACKO_27445	TCONS_00016541.p1
OG0000814	SACKO_29758	TCONS_00050568.p1
OG0000815	SACKO_03458	TCONS_00029842.p1
OG0000815	SACKO_17789	TCONS_00021250.p1, TCONS_00054779.p1
OG0000815	SACKO_08338	TCONS_00026072.p1
OG0000815	SACKO_18609	TCONS_00002931.p1
OG0000816	SACKO_07849	TCONS_00010649.p1
OG0000816	SACKO_17944	TCONS_00010999.p1
OG0000816	SACKO_17471	TCONS_00030912.p1
OG0000817	SACKO_10398	TCONS_00019272.p1
OG0000817	SACKO_05841	TCONS_00030970.p1
OG0000817	SACKO_27281	TCONS_00056615.p1
OG0000818	SACKO_13438	TCONS_00012579.p1
OG0000819	SACKO_16820	TCONS_00024907.p1, TCONS_00024899.p1
OG0000819	SACKO_29534	TCONS_00038938.p1, TCONS_00006793.p1
OG0000819	SACKO_06925	TCONS_00006186.p1
OG0000820	SACKO_08030	TCONS_00054905.p1
OG0000822	SACKO_20246	TCONS_00037841.p1
OG0000822	SACKO_23379	TCONS_00023648.p1
OG0000822	SACKO_32177	TCONS_00036983.p1
OG0000824	SACKO_23963	TCONS_00020720.p1
OG0000824	SACKO_19936	TCONS_00019654.p1, TCONS_00021735.p1
OG0000825	SACKO_07264	TCONS_00041619.p1
OG0000825	SACKO_03586	TCONS_00025760.p1, TCONS_00025798.p1
OG0000826	SACKO_11139	TCONS_00026813.p1, TCONS_00026816.p1, TCONS_00052129.p1, TCONS_00051021.p1, TCONS_00051017.p1, TCONS_00051018.p1, TCONS_00051287.p1, TCONS_00051304.p1, TCONS_00050140.p1, TCONS_00026815.p1, TCONS_00026817.p1
OG0000826	SACKO_19966	TCONS_00009120.p1
OG0000827	SACKO_21318	TCONS_00028524.p1
OG0000827	SACKO_01112	TCONS_00020331.p1
OG0000827	SACKO_13653	TCONS_00016643.p1
OG0000827	SACKO_13648	TCONS_00015558.p1, TCONS_00015561.p1
OG0000827	SACKO_21283	TCONS_00028526.p1
OG0000828	SACKO_19680	TCONS_00020647.p1
OG0000828	SACKO_02201	TCONS_00004770.p1
OG0000829	SACKO_03719	TCONS_00026046.p1
OG0000830	SACKO_08420	TCONS_00021159.p2
OG0000830	SACKO_17829	TCONS_00021914.p1, TCONS_00021913.p1
OG0000830	SACKO_17827	TCONS_00002201.p3, TCONS_00002203.p1, TCONS_00002204.p1, TCONS_00001039.p1
OG0000830	SACKO_26129	TCONS_00020885.p1
OG0000830	SACKO_17830	TCONS_00020893.p1, TCONS_00020892.p1, TCONS_00027196.p1, TCONS_00020891.p1
OG0000831	SACKO_33535	TCONS_00052849.p1, TCONS_00053225.p1
OG0000831	SACKO_14918	TCONS_00054130.p1, TCONS_00054168.p1, TCONS_00053079.p1, TCONS_00053037.p1
OG0000831	SACKO_32948, SACKO_09805	TCONS_00055632.p1, TCONS_00054131.p1, TCONS_00053035.p1, TCONS_00044038.p1
OG0000832	SACKO_05219, SACKO_06774, SACKO_06830	TCONS_00021493.p1
OG0000832	SACKO_17964	TCONS_00037670.p1
OG0000832	SACKO_14151	TCONS_00037668.p1
OG0000832	SACKO_03597, SACKO_11020, SACKO_03580	TCONS_00024327.p1, TCONS_00024330.p1
OG0000832	SACKO_16836	TCONS_00025503.p1, TCONS_00024096.p1, TCONS_00024117.p1
OG0000832	SACKO_19385, SACKO_33092, SACKO_33094, SACKO_33078, SACKO_33080	TCONS_00002882.p1, TCONS_00002881.p1, TCONS_00002884.p1
OG0000832	SACKO_31878	TCONS_00023793.p1, TCONS_00027381.p1
OG0000833	SACKO_08623	TCONS_00054301.p1
OG0000834	SACKO_10495	TCONS_00002892.p1
OG0000835	SACKO_29332	TCONS_00036638.p1, TCONS_00037847.p1
OG0000836	SACKO_19694	TCONS_00020643.p1
OG0000836	SACKO_24783, SACKO_24782, SACKO_24773	TCONS_00019427.p1
OG0000836	SACKO_32144	TCONS_00019172.p1
OG0000837	SACKO_15029	TCONS_00017392.p1
OG0000838	SACKO_03577	TCONS_00023335.p1, TCONS_00023205.p1
OG0000841	SACKO_13443	TCONS_00009390.p1
OG0000842	SACKO_18541, SACKO_32072	TCONS_00019047.p1
OG0000844	SACKO_32818	TCONS_00051992.p1
OG0000844	SACKO_32829	TCONS_00051652.p1
OG0000845	SACKO_22544	TCONS_00001245.p1, TCONS_00000121.p1
OG0000845	SACKO_13159	TCONS_00000645.p1
OG0000846	SACKO_14354, SACKO_14351	TCONS_00016877.p1, TCONS_00043625.p1, TCONS_00043651.p1
OG0000846	SACKO_13176	TCONS_00036888.p1
OG0000846	SACKO_13174	TCONS_00038032.p1
OG0000847	SACKO_25423	TCONS_00006742.p1
OG0000847	SACKO_08722	TCONS_00028764.p1
OG0000847	SACKO_21230	TCONS_00006142.p1, TCONS_00006162.p1
OG0000848	SACKO_30123	TCONS_00042417.p1
OG0000848	SACKO_13045	TCONS_00020362.p1
OG0000849	SACKO_13107	TCONS_00039977.p1
OG0000850	SACKO_07519	TCONS_00052504.p1
OG0000850	SACKO_27751	TCONS_00027096.p1
OG0000851	SACKO_14437	TCONS_00044107.p1
OG0000852	SACKO_00856, SACKO_33033	TCONS_00029058.p1
OG0000852	SACKO_16562	TCONS_00008486.p1
OG0000853	SACKO_20301	TCONS_00057114.p1, TCONS_00057101.p1
OG0000853	SACKO_06002	TCONS_00057113.p1
OG0000853	SACKO_20306	TCONS_00057115.p1
OG0000855	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125	TCONS_00005293.p1
OG0000856	SACKO_11418, SACKO_11463	TCONS_00007327.p1, TCONS_00007326.p1, TCONS_00007325.p1, TCONS_00009229.p1, TCONS_00009228.p1, TCONS_00009224.p1, TCONS_00009225.p1, TCONS_00007330.p1
OG0000857	SACKO_29337	TCONS_00038040.p1
OG0000858	SACKO_23749	TCONS_00048629.p1
OG0000859	SACKO_08048	TCONS_00028631.p1
OG0000860	SACKO_16104	TCONS_00014657.p1
OG0000861	SACKO_32762	TCONS_00047891.p1, TCONS_00038576.p1, TCONS_00038563.p1, TCONS_00047889.p1, TCONS_00047894.p1, TCONS_00047890.p1, TCONS_00047892.p1, TCONS_00047893.p1
OG0000861	SACKO_32764	TCONS_00047902.p1, TCONS_00047903.p1, TCONS_00047905.p1, TCONS_00047906.p1, TCONS_00047904.p1, TCONS_00048775.p1
OG0000863	SACKO_28573	TCONS_00045086.p1
OG0000863	SACKO_03735	TCONS_00027522.p1
OG0000863	SACKO_20440, SACKO_20459	TCONS_00026011.p1, TCONS_00044186.p1, TCONS_00043868.p1, TCONS_00026016.p1, TCONS_00026017.p1, TCONS_00026009.p1, TCONS_00026013.p1, TCONS_00026012.p1, TCONS_00027713.p1, TCONS_00027527.p1, TCONS_00027529.p1, TCONS_00027526.p1, TCONS_00027523.p1, TCONS_00027484.p1
OG0000866	SACKO_04884, SACKO_34207	TCONS_00037480.p1, TCONS_00002962.p1, TCONS_00003941.p1, TCONS_00003942.p1, TCONS_00003943.p1, TCONS_00037479.p1, TCONS_00029803.p1, TCONS_00029802.p1, TCONS_00029804.p1
OG0000866	SACKO_23181	TCONS_00003785.p1
OG0000867	SACKO_13729	TCONS_00027005.p1, TCONS_00027464.p1
OG0000868	SACKO_01236	TCONS_00011478.p1
OG0000869	SACKO_06026	TCONS_00050047.p1
OG0000869	SACKO_18157	TCONS_00053553.p1
OG0000870	SACKO_17725	TCONS_00009924.p1
OG0000870	SACKO_04425	TCONS_00005013.p1, TCONS_00025391.p1
OG0000870	SACKO_07032, SACKO_06215	TCONS_00031457.p1, TCONS_00033480.p1, TCONS_00033482.p1, TCONS_00033475.p1, TCONS_00033476.p1, TCONS_00033474.p1, TCONS_00033481.p1, TCONS_00033479.p1, TCONS_00033473.p1
OG0000870	SACKO_17726	TCONS_00009925.p1
OG0000870	SACKO_17728	TCONS_00009928.p1
OG0000870	SACKO_25011, SACKO_10623	TCONS_00013310.p1, TCONS_00013309.p1
OG0000871	SACKO_14055	TCONS_00035384.p1
OG0000871	SACKO_27355	TCONS_00001861.p1
OG0000871	SACKO_19568, SACKO_19567, SACKO_03717	TCONS_00000505.p1, TCONS_00000506.p1, TCONS_00000507.p1, TCONS_00000499.p1, TCONS_00000504.p1
OG0000871	SACKO_18718	TCONS_00026834.p1
OG0000872	SACKO_32165	TCONS_00037055.p1, TCONS_00037051.p1, TCONS_00037037.p1
OG0000873	SACKO_12092	TCONS_00029754.p1
OG0000874	SACKO_19510	TCONS_00042677.p1
OG0000874	SACKO_09706	TCONS_00007186.p1
OG0000875	SACKO_11708	TCONS_00053761.p1
OG0000875	SACKO_01411	TCONS_00056388.p1, TCONS_00041427.p1
OG0000876	SACKO_25954, SACKO_25953	TCONS_00004348.p1
OG0000877	SACKO_32129	TCONS_00007900.p1
OG0000877	SACKO_23960	TCONS_00020514.p1
OG0000878	SACKO_24900	TCONS_00036231.p1
OG0000878	SACKO_24903	TCONS_00036232.p1
OG0000878	SACKO_02892	TCONS_00003745.p1
OG0000879	SACKO_26528	TCONS_00022585.p1
OG0000879	SACKO_28298	TCONS_00056397.p1
OG0000880	SACKO_07949	TCONS_00049616.p1
OG0000881	SACKO_29973	TCONS_00015965.p1
OG0000881	SACKO_18831	TCONS_00006707.p1
OG0000882	SACKO_25246	TCONS_00044892.p1, TCONS_00044893.p1
OG0000883	SACKO_01837	TCONS_00009149.p1, TCONS_00009148.p1, TCONS_00057068.p1
OG0000883	SACKO_29652, SACKO_08467, SACKO_09232, SACKO_08442	TCONS_00023480.p1, TCONS_00023446.p1, TCONS_00041367.p1, TCONS_00041350.p1, TCONS_00045389.p1, TCONS_00045390.p1
OG0000885	SACKO_24387, SACKO_19972, SACKO_15180	TCONS_00034648.p1
OG0000885	SACKO_23828, SACKO_23483, SACKO_03043, SACKO_31456, SACKO_31823, SACKO_28053, SACKO_23632, SACKO_23126	TCONS_00039763.p1, TCONS_00052156.p1, TCONS_00032658.p1, TCONS_00040016.p1, TCONS_00043138.p1, TCONS_00024474.p1, TCONS_00049236.p1, TCONS_00044400.p1, TCONS_00053670.p1, TCONS_00050010.p1, TCONS_00053716.p1, TCONS_00038877.p1, TCONS_00035397.p1, TCONS_00007914.p1, TCONS_00021397.p1, TCONS_00029306.p1, TCONS_00038250.p1, TCONS_00034805.p1, TCONS_00032181.p1, TCONS_00043139.p1, TCONS_00014622.p1, TCONS_00044612.p1
OG0000887	SACKO_29102	TCONS_00017941.p1
OG0000887	SACKO_28481	TCONS_00055887.p1
OG0000888	SACKO_12082	TCONS_00029758.p1
OG0000888	SACKO_28163	TCONS_00030186.p1
OG0000888	SACKO_22687	TCONS_00020224.p1
OG0000889	SACKO_03115	TCONS_00010936.p1
OG0000889	SACKO_15045	TCONS_00004850.p1, TCONS_00004830.p1
OG0000890	SACKO_31309	TCONS_00002374.p1, TCONS_00002381.p1
OG0000891	SACKO_16661	TCONS_00013099.p1
OG0000891	SACKO_16652	TCONS_00013101.p1
OG0000893	SACKO_28812	TCONS_00051111.p1, TCONS_00051112.p1, TCONS_00051078.p1, TCONS_00051076.p1, TCONS_00051110.p1, TCONS_00051075.p1, TCONS_00051077.p1
OG0000894	SACKO_26922	TCONS_00042942.p1
OG0000894	SACKO_02223	TCONS_00014568.p1
OG0000895	SACKO_32155	TCONS_00019170.p1
OG0000895	SACKO_19106, SACKO_32148	TCONS_00019166.p1
OG0000896	SACKO_27525	TCONS_00012437.p1, TCONS_00012438.p1
