Orthogroup	SACKO_ok	LYTVA_ok
OG0001137	SACKO_31589	LYTVA_08712
OG0001138	SACKO_06420	LYTVA_06752
OG0001139	SACKO_08887	LYTVA_17543
OG0001141	SACKO_15539	LYTVA_29978, LYTVA_25914, LYTVA_10307
OG0001142	SACKO_08495	LYTVA_17988
OG0001143	SACKO_27075	LYTVA_01170
OG0001144	SACKO_23855	LYTVA_24625
OG0001146	SACKO_04608, SACKO_10399	LYTVA_06824
OG0001147	SACKO_26881	LYTVA_16424
OG0001149	SACKO_23060	LYTVA_04169, LYTVA_25161
OG0001155	SACKO_06971, SACKO_29197	LYTVA_05140
OG0001155	SACKO_06972	LYTVA_22105
OG0001156	SACKO_12887	LYTVA_22449
OG0001158	SACKO_22305	LYTVA_17437
OG0001159	SACKO_14618	LYTVA_23740
OG0001160	SACKO_03583	LYTVA_26964
OG0001162	SACKO_17543, SACKO_14294	LYTVA_28314, LYTVA_24093
OG0001163	SACKO_31507	LYTVA_24878, LYTVA_28270
OG0001164	SACKO_00737	LYTVA_05648, LYTVA_28276, LYTVA_05650
OG0001165	SACKO_18359	LYTVA_04541, LYTVA_04542
OG0001165	SACKO_31998	LYTVA_17460, LYTVA_14088
OG0001166	SACKO_31708	LYTVA_02438
OG0001167	SACKO_12026	LYTVA_19097
OG0001168	SACKO_18942	LYTVA_03414
OG0001169	SACKO_01891	LYTVA_06902
OG0001170	SACKO_27342	LYTVA_06397, LYTVA_13191
OG0001171	SACKO_20825	LYTVA_23053
OG0001172	SACKO_07899	LYTVA_22652
OG0001172	SACKO_23083	LYTVA_29661
OG0001173	SACKO_12453	LYTVA_24626
OG0001173	SACKO_11271	LYTVA_22071
OG0001174	SACKO_28428, SACKO_28429	LYTVA_22335
OG0001175	SACKO_00167	LYTVA_13142, LYTVA_20054
OG0001177	SACKO_26073	LYTVA_26801
OG0001177	SACKO_10730, SACKO_26943	LYTVA_03786
OG0001178	SACKO_03875	LYTVA_02324
OG0001178	SACKO_08914	LYTVA_25867
OG0001179	SACKO_26771	LYTVA_26628
OG0001179	SACKO_32134	LYTVA_09673
OG0001180	SACKO_03980	LYTVA_29218
OG0001181	SACKO_08231, SACKO_27253, SACKO_08232	LYTVA_10373
OG0001182	SACKO_00852, SACKO_21729, SACKO_06706, SACKO_28390, SACKO_28391, SACKO_19557	LYTVA_26540, LYTVA_26537, LYTVA_12465, LYTVA_26539
OG0001184	SACKO_04686	LYTVA_02863, LYTVA_18281
OG0001184	SACKO_02594	LYTVA_26638, LYTVA_24278
OG0001185	SACKO_25271	LYTVA_09656
OG0001186	SACKO_04961	LYTVA_28926
OG0001186	SACKO_32087	LYTVA_01688
OG0001187	SACKO_27459	LYTVA_15913
OG0001188	SACKO_25731	LYTVA_25404
OG0001190	SACKO_19736, SACKO_29072	LYTVA_06830
OG0001196	SACKO_02477	LYTVA_03677
OG0001197	SACKO_32347	LYTVA_08630
OG0001198	SACKO_05861	LYTVA_09572, LYTVA_09571
OG0001199	SACKO_31333	LYTVA_28061
OG0001199	SACKO_03906	LYTVA_13204
OG0001200	SACKO_20799	LYTVA_14849, LYTVA_18532, LYTVA_26385
OG0001201	SACKO_15686	LYTVA_16866, LYTVA_02039
OG0001202	SACKO_21894	LYTVA_02469
OG0001202	SACKO_33694	LYTVA_09875
OG0001203	SACKO_17678	LYTVA_03972, LYTVA_29946
OG0001204	SACKO_05436	LYTVA_12790
OG0001207	SACKO_03977	LYTVA_05411
OG0001207	SACKO_25128	LYTVA_20519, LYTVA_10763
OG0001208	SACKO_25532	LYTVA_13276
OG0001210	SACKO_12027	LYTVA_19275
OG0001210	SACKO_22645	LYTVA_04311
OG0001211	SACKO_06728	LYTVA_22456, LYTVA_02722
OG0001213	SACKO_12475	LYTVA_07548, LYTVA_11628
OG0001213	SACKO_19088	LYTVA_18522
OG0001215	SACKO_19345	LYTVA_14835
OG0001216	SACKO_20921	LYTVA_09816
OG0001216	SACKO_23314	LYTVA_23706
OG0001217	SACKO_25190	LYTVA_22786
OG0001217	SACKO_25209	LYTVA_21151
OG0001218	SACKO_09575	LYTVA_26113
OG0001219	SACKO_31732	LYTVA_15579
OG0001220	SACKO_02206	LYTVA_16053
OG0001221	SACKO_15128, SACKO_31267, SACKO_31272, SACKO_31273	LYTVA_14047
OG0001222	SACKO_02676	LYTVA_02187
OG0001223	SACKO_16161	LYTVA_21037
OG0001224	SACKO_15671	LYTVA_18212
OG0001225	SACKO_13197, SACKO_21032	LYTVA_24620
OG0001227	SACKO_09407	LYTVA_10499
OG0001230	SACKO_30865	LYTVA_17571, LYTVA_12678
OG0001231	SACKO_32360	LYTVA_07439
OG0001232	SACKO_31671	LYTVA_24297
OG0001233	SACKO_00389, SACKO_00384, SACKO_00398	LYTVA_06716
OG0001235	SACKO_17900	LYTVA_22126
OG0001236	SACKO_22328	LYTVA_24738, LYTVA_21569
OG0001237	SACKO_12973, SACKO_17092	LYTVA_26239, LYTVA_06734
OG0001238	SACKO_15368, SACKO_15935	LYTVA_30061
OG0001239	SACKO_01576	LYTVA_29779
OG0001240	SACKO_21921	LYTVA_24587
OG0001241	SACKO_21518	LYTVA_01648
OG0001242	SACKO_19062, SACKO_19023	LYTVA_24858, LYTVA_25798
OG0001243	SACKO_00190	LYTVA_04835
OG0001245	SACKO_31830, SACKO_17898	LYTVA_16857
OG0001245	SACKO_17917, SACKO_17905	LYTVA_16858
OG0001247	SACKO_16919	LYTVA_23646
OG0001248	SACKO_03917	LYTVA_00986, LYTVA_16637
OG0001249	SACKO_07046, SACKO_07044	LYTVA_03472
OG0001250	SACKO_22060	LYTVA_23037
OG0001251	SACKO_21043	LYTVA_12207
OG0001252	SACKO_00497	LYTVA_28229, LYTVA_04840
OG0001253	SACKO_07955	LYTVA_02267
OG0001254	SACKO_17085, SACKO_17104	LYTVA_26444
OG0001256	SACKO_32561	LYTVA_27563
OG0001261	SACKO_02379	LYTVA_10322
OG0001262	SACKO_14536, SACKO_14562	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076
OG0001262	SACKO_14419	LYTVA_09252
OG0001263	SACKO_18553	LYTVA_17717, LYTVA_22972
OG0001263	SACKO_10674	LYTVA_09084
OG0001264	SACKO_25559	LYTVA_07325
OG0001265	SACKO_20144	LYTVA_01165, LYTVA_10555, LYTVA_21118
OG0001266	SACKO_21683	LYTVA_19415
OG0001267	SACKO_05778, SACKO_25091	LYTVA_08091
OG0001267	SACKO_21996	LYTVA_09343
OG0001268	SACKO_11197, SACKO_06254	LYTVA_20779
OG0001270	SACKO_01019	LYTVA_18319
OG0001271	SACKO_30312	LYTVA_09608
OG0001272	SACKO_25421	LYTVA_27489
OG0001274	SACKO_16020	LYTVA_02869
OG0001275	SACKO_31416	LYTVA_16368
OG0001275	SACKO_31414	LYTVA_15957
OG0001276	SACKO_30635	LYTVA_24445
OG0001277	SACKO_17013	LYTVA_01342, LYTVA_01349, LYTVA_01345, LYTVA_01344, LYTVA_09116, LYTVA_01343, LYTVA_08685
OG0001278	SACKO_28908, SACKO_12827, SACKO_12823	LYTVA_12248, LYTVA_16623
OG0001279	SACKO_20454	LYTVA_22555
OG0001281	SACKO_25721	LYTVA_23356
OG0001283	SACKO_02476	LYTVA_10124
OG0001283	SACKO_16823, SACKO_07426, SACKO_18837, SACKO_01310, SACKO_15324, SACKO_19255, SACKO_14225, SACKO_23183, SACKO_04268, SACKO_18027, SACKO_14741	LYTVA_17951
OG0001284	SACKO_27293	LYTVA_30054, LYTVA_01526
OG0001284	SACKO_16492	LYTVA_15592
OG0001285	SACKO_12735	LYTVA_29345
OG0001286	SACKO_00888	LYTVA_00885
OG0001287	SACKO_31693	LYTVA_06176
OG0001288	SACKO_15962	LYTVA_10306
OG0001289	SACKO_27725	LYTVA_16137, LYTVA_24768, LYTVA_02257
OG0001290	SACKO_09675, SACKO_22471	LYTVA_13603
OG0001291	SACKO_21943	LYTVA_11712
OG0001292	SACKO_15420	LYTVA_22168
OG0001293	SACKO_21987	LYTVA_07691
OG0001294	SACKO_03533	LYTVA_19271
OG0001295	SACKO_22899	LYTVA_15580
OG0001296	SACKO_11661	LYTVA_20224
OG0001297	SACKO_31914	LYTVA_14610
OG0001299	SACKO_09061	LYTVA_26993, LYTVA_10399, LYTVA_11965, LYTVA_12624, LYTVA_28405, LYTVA_07374, LYTVA_14349, LYTVA_14348, LYTVA_07261, LYTVA_02891, LYTVA_22281, LYTVA_23017, LYTVA_29359, LYTVA_27599, LYTVA_28448, LYTVA_01556, LYTVA_08679, LYTVA_09249, LYTVA_11336, LYTVA_27315, LYTVA_29278, LYTVA_04713, LYTVA_03574, LYTVA_07272, LYTVA_13557, LYTVA_25837, LYTVA_08769, LYTVA_17673, LYTVA_11848, LYTVA_26277, LYTVA_02288, LYTVA_01701, LYTVA_01852, LYTVA_00569, LYTVA_13047, LYTVA_24084, LYTVA_21589, LYTVA_27281, LYTVA_00579, LYTVA_18720, LYTVA_28452, LYTVA_04838, LYTVA_09019, LYTVA_00513, LYTVA_27247, LYTVA_11832, LYTVA_16133, LYTVA_07148, LYTVA_06646, LYTVA_03496, LYTVA_29194, LYTVA_05273, LYTVA_14489, LYTVA_14484, LYTVA_14488, LYTVA_14487, LYTVA_20267, LYTVA_09298, LYTVA_11716, LYTVA_24795, LYTVA_18390, LYTVA_09650, LYTVA_18738, LYTVA_11941
OG0001300	SACKO_02042	LYTVA_05607, LYTVA_03792
OG0001302	SACKO_13308	LYTVA_08998
OG0001303	SACKO_29789, SACKO_28842, SACKO_17612, SACKO_30492	LYTVA_13820
OG0001305	SACKO_26780	LYTVA_15520
OG0001306	SACKO_25708	LYTVA_06210
OG0001306	SACKO_10996	LYTVA_04350
OG0001307	SACKO_13105	LYTVA_12802, LYTVA_00330, LYTVA_06773, LYTVA_22753
OG0001307	SACKO_21021, SACKO_27703	LYTVA_05223, LYTVA_06662, LYTVA_06101, LYTVA_19575, LYTVA_05174, LYTVA_18960, LYTVA_29907, LYTVA_18895, LYTVA_28088, LYTVA_28960, LYTVA_07137, LYTVA_25946
OG0001308	SACKO_29701	LYTVA_06427, LYTVA_08159
OG0001309	SACKO_31608	LYTVA_11009, LYTVA_28629, LYTVA_28628
OG0001310	SACKO_11650	LYTVA_08839
OG0001310	SACKO_12687	LYTVA_04185, LYTVA_11415
OG0001311	SACKO_03046	LYTVA_28955
OG0001311	SACKO_14169	LYTVA_10099
OG0001313	SACKO_24118, SACKO_31873, SACKO_02599, SACKO_27800, SACKO_27814, SACKO_02605, SACKO_24088	LYTVA_18781, LYTVA_25650
OG0001314	SACKO_28289, SACKO_25320, SACKO_08201, SACKO_28337, SACKO_23656, SACKO_08222, SACKO_24985	LYTVA_17554, LYTVA_08218, LYTVA_08220
OG0001316	SACKO_32180	LYTVA_13297, LYTVA_13299
OG0001317	SACKO_08200	LYTVA_09521
OG0001318	SACKO_20260	LYTVA_16780
OG0001318	SACKO_33046	LYTVA_28059
OG0001319	SACKO_33893	LYTVA_24409
OG0001319	SACKO_17261	LYTVA_24410
OG0001320	SACKO_15495	LYTVA_21775
OG0001320	SACKO_03528	LYTVA_09922
OG0001322	SACKO_08315	LYTVA_14240, LYTVA_03712
OG0001322	SACKO_00634, SACKO_05223	LYTVA_08843
OG0001323	SACKO_09370	LYTVA_00847
OG0001324	SACKO_04648	LYTVA_00291
OG0001325	SACKO_27663	LYTVA_09407
OG0001326	SACKO_30260	LYTVA_02897
OG0001327	SACKO_26434	LYTVA_12279
OG0001329	SACKO_23438	LYTVA_29340
OG0001330	SACKO_00723	LYTVA_04759
OG0001331	SACKO_23573	LYTVA_16616
OG0001332	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770	LYTVA_11322
OG0001333	SACKO_02537, SACKO_31933, SACKO_31954	LYTVA_22466
OG0001335	SACKO_02457	LYTVA_24585
OG0001337	SACKO_18014	LYTVA_28142
OG0001339	SACKO_01450	LYTVA_25825
OG0001341	SACKO_06241	LYTVA_05973
OG0001343	SACKO_17370	LYTVA_08340, LYTVA_22778, LYTVA_01484, LYTVA_01480, LYTVA_27138
OG0001344	SACKO_14763	LYTVA_02352
OG0001345	SACKO_23714, SACKO_23639, SACKO_23595, SACKO_23715	LYTVA_20477
OG0001348	SACKO_28912	LYTVA_22256
OG0001349	SACKO_31598	LYTVA_22305, LYTVA_27212, LYTVA_15157
OG0001349	SACKO_31148	LYTVA_06041
OG0001351	SACKO_20883	LYTVA_25655
OG0001353	SACKO_22195	LYTVA_10030
OG0001353	SACKO_05612	LYTVA_22573
OG0001354	SACKO_27003	LYTVA_28511
OG0001355	SACKO_12733	LYTVA_11629
OG0001356	SACKO_23436	LYTVA_28992
OG0001357	SACKO_32377	LYTVA_01328
OG0001358	SACKO_18923	LYTVA_28060
OG0001360	SACKO_33652	LYTVA_28373, LYTVA_27643
OG0001361	SACKO_13566	LYTVA_24814
OG0001362	SACKO_31554	LYTVA_28040
OG0001363	SACKO_07065, SACKO_07071, SACKO_02886	LYTVA_09257, LYTVA_18119
OG0001365	SACKO_18744	LYTVA_25618, LYTVA_24140, LYTVA_11701, LYTVA_00097, LYTVA_24131
OG0001366	SACKO_14270	LYTVA_01522
OG0001367	SACKO_11804	LYTVA_20815
OG0001369	SACKO_30830	LYTVA_05062
OG0001370	SACKO_10513	LYTVA_22074
OG0001371	SACKO_17304, SACKO_17312, SACKO_19756	LYTVA_08478, LYTVA_25037
OG0001372	SACKO_27587	LYTVA_11215
OG0001372	SACKO_23028	LYTVA_06840
OG0001373	SACKO_09984	LYTVA_08692
OG0001374	SACKO_07337	LYTVA_02702
OG0001375	SACKO_12584, SACKO_12521	LYTVA_04323
OG0001376	SACKO_34148	LYTVA_29983
OG0001377	SACKO_25288, SACKO_10382, SACKO_10375, SACKO_07390, SACKO_16602, SACKO_08556	LYTVA_21846
OG0001378	SACKO_21687	LYTVA_17384
OG0001380	SACKO_30081, SACKO_01944, SACKO_30082	LYTVA_29108
OG0001381	SACKO_25884	LYTVA_20781
OG0001382	SACKO_22264	LYTVA_23629
OG0001383	SACKO_27457	LYTVA_24693
OG0001386	SACKO_02115	LYTVA_09276, LYTVA_15458
OG0001387	SACKO_07056	LYTVA_23743
OG0001389	SACKO_01374	LYTVA_23428
OG0001395	SACKO_14815	LYTVA_29626
OG0001396	SACKO_26671, SACKO_26674, SACKO_26705, SACKO_08064, SACKO_01315	LYTVA_27817, LYTVA_14678
OG0001397	SACKO_20543	LYTVA_19050
OG0001397	SACKO_02267	LYTVA_23784
OG0001398	SACKO_14409, SACKO_01986, SACKO_01969, SACKO_01989, SACKO_01970	LYTVA_12730, LYTVA_02864, LYTVA_02865, LYTVA_18283, LYTVA_18282, LYTVA_02862
OG0001399	SACKO_22119	LYTVA_11204
OG0001399	SACKO_19007	LYTVA_26875
OG0001400	SACKO_05641	LYTVA_25761
OG0001401	SACKO_02950	LYTVA_02911
OG0001402	SACKO_07573	LYTVA_01375
OG0001404	SACKO_18033	LYTVA_25793
OG0001404	SACKO_05491	LYTVA_03852
OG0001405	SACKO_26862	LYTVA_11923
OG0001405	SACKO_07421	LYTVA_13898
OG0001406	SACKO_29996	LYTVA_02505
OG0001409	SACKO_32640	LYTVA_11490
OG0001410	SACKO_14471	LYTVA_26149
OG0001412	SACKO_09199, SACKO_13714	LYTVA_29467
OG0001413	SACKO_13707	LYTVA_22106
OG0001414	SACKO_04758	LYTVA_18745
OG0001414	SACKO_30191	LYTVA_15413
OG0001415	SACKO_02741	LYTVA_04754
OG0001416	SACKO_30742	LYTVA_28696
OG0001417	SACKO_28149	LYTVA_21364
OG0001417	SACKO_29213, SACKO_19020	LYTVA_15358
OG0001418	SACKO_04240	LYTVA_00553
OG0001419	SACKO_11370	LYTVA_27301
OG0001420	SACKO_11942	LYTVA_11976
OG0001421	SACKO_11974	LYTVA_26131
OG0001422	SACKO_08100	LYTVA_28672
OG0001423	SACKO_22783	LYTVA_12091, LYTVA_28484
OG0001424	SACKO_10409	LYTVA_01086
OG0001424	SACKO_16678	LYTVA_05792
OG0001425	SACKO_32937	LYTVA_20870
OG0001426	SACKO_29415	LYTVA_03466, LYTVA_13737
OG0001427	SACKO_25289	LYTVA_08328
OG0001428	SACKO_29404	LYTVA_04004
OG0001429	SACKO_04202	LYTVA_27578
OG0001430	SACKO_23248	LYTVA_05538
OG0001431	SACKO_19695	LYTVA_23169
OG0001432	SACKO_12685	LYTVA_06530
OG0001434	SACKO_08035, SACKO_22760	LYTVA_11544
OG0001436	SACKO_20014	LYTVA_23400
OG0001437	SACKO_01223	LYTVA_02456
OG0001439	SACKO_32633	LYTVA_23479
OG0001440	SACKO_13032	LYTVA_21865
OG0001440	SACKO_09213	LYTVA_11891
OG0001442	SACKO_19825	LYTVA_10451
OG0001444	SACKO_06786, SACKO_08191, SACKO_01621, SACKO_18940, SACKO_11080, SACKO_18939, SACKO_19251, SACKO_19219, SACKO_01103, SACKO_15494	LYTVA_09770, LYTVA_00095, LYTVA_06686, LYTVA_18469, LYTVA_03928
OG0001445	SACKO_32917	LYTVA_06306
OG0001447	SACKO_02819	LYTVA_08300
OG0001448	SACKO_03904	LYTVA_21434, LYTVA_04273
OG0001448	SACKO_02955	LYTVA_05084
OG0001449	SACKO_30150	LYTVA_26829
OG0001449	SACKO_24439	LYTVA_26490
OG0001451	SACKO_10470	LYTVA_28152
OG0001451	SACKO_05414, SACKO_07824	LYTVA_15293, LYTVA_15292
OG0001452	SACKO_08603	LYTVA_07052
OG0001453	SACKO_00292, SACKO_12622	LYTVA_25332
OG0001454	SACKO_25073	LYTVA_12706
OG0001455	SACKO_15116	LYTVA_29635
OG0001457	SACKO_30564, SACKO_25543	LYTVA_23311
OG0001459	SACKO_12626	LYTVA_03447
OG0001460	SACKO_33477	LYTVA_05188
OG0001460	SACKO_22427	LYTVA_25220
OG0001462	SACKO_17935, SACKO_06073	LYTVA_08776
OG0001462	SACKO_04210	LYTVA_05319
OG0001463	SACKO_31720, SACKO_15166, SACKO_29008, SACKO_29029, SACKO_29002	LYTVA_02407, LYTVA_02045
OG0001464	SACKO_16693	LYTVA_00287
OG0001465	SACKO_28877, SACKO_13637, SACKO_08994	LYTVA_26108
OG0001466	SACKO_06437	LYTVA_06219, LYTVA_06226
OG0001467	SACKO_17605, SACKO_17589, SACKO_14633	LYTVA_13981
OG0001467	SACKO_14405	LYTVA_22531
OG0001468	SACKO_04663	LYTVA_26492
OG0001469	SACKO_18991	LYTVA_18384
OG0001469	SACKO_14829	LYTVA_08369
OG0001470	SACKO_29094, SACKO_26935	LYTVA_05300
OG0001471	SACKO_05249	LYTVA_29023
OG0001471	SACKO_05291	LYTVA_02825, LYTVA_27002
OG0001472	SACKO_05324	LYTVA_00674, LYTVA_18392
OG0001473	SACKO_16082, SACKO_16044, SACKO_16047	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712
OG0001474	SACKO_17239	LYTVA_10100
OG0001474	SACKO_22047	LYTVA_01292
OG0001475	SACKO_18688	LYTVA_29057, LYTVA_24837
OG0001476	SACKO_06016	LYTVA_11849
OG0001477	SACKO_16077	LYTVA_10845
OG0001478	SACKO_22168	LYTVA_27270, LYTVA_05260
OG0001478	SACKO_22673	LYTVA_16139, LYTVA_02086
OG0001479	SACKO_02888	LYTVA_06390
OG0001480	SACKO_24426	LYTVA_01988
OG0001481	SACKO_31627	LYTVA_06316
OG0001482	SACKO_10214	LYTVA_01060
OG0001483	SACKO_08775	LYTVA_17264, LYTVA_12883
OG0001483	SACKO_22123	LYTVA_11203
OG0001484	SACKO_06239	LYTVA_19019, LYTVA_27048
OG0001485	SACKO_29097, SACKO_18011	LYTVA_14466, LYTVA_27906
OG0001486	SACKO_09648	LYTVA_00800
OG0001488	SACKO_02069	LYTVA_03629
OG0001488	SACKO_02044	LYTVA_25849
OG0001489	SACKO_14714, SACKO_26616	LYTVA_29241
OG0001490	SACKO_31213	LYTVA_21998
OG0001491	SACKO_31672	LYTVA_29652
OG0001492	SACKO_03265	LYTVA_23916
OG0001493	SACKO_14767	LYTVA_27653
OG0001493	SACKO_14201	LYTVA_18578
OG0001495	SACKO_09788	LYTVA_19058
OG0001496	SACKO_23322, SACKO_11691	LYTVA_02996, LYTVA_18645, LYTVA_00598
OG0001500	SACKO_17784	LYTVA_09855
OG0001501	SACKO_17924	LYTVA_20209
OG0001502	SACKO_22382	LYTVA_00394
OG0001503	SACKO_02436	LYTVA_26157
OG0001503	SACKO_18105	LYTVA_21678
OG0001504	SACKO_07151, SACKO_19671, SACKO_29627, SACKO_29647	LYTVA_08379, LYTVA_08381
OG0001506	SACKO_20284	LYTVA_24167
OG0001507	SACKO_07854	LYTVA_12072
OG0001508	SACKO_27803, SACKO_27807	LYTVA_06099
OG0001510	SACKO_33627	LYTVA_09042, LYTVA_28716
OG0001511	SACKO_25814	LYTVA_02740
OG0001514	SACKO_25264	LYTVA_16526
OG0001515	SACKO_03778	LYTVA_24782, LYTVA_03977
OG0001516	SACKO_14946	LYTVA_11182, LYTVA_25941
OG0001517	SACKO_25454	LYTVA_12522
OG0001519	SACKO_15841	LYTVA_24034
OG0001521	SACKO_17000	LYTVA_13872
OG0001522	SACKO_04762	LYTVA_27748
OG0001522	SACKO_07400	LYTVA_05588, LYTVA_28109
OG0001523	SACKO_23353	LYTVA_15884
OG0001524	SACKO_26996	LYTVA_17084
OG0001524	SACKO_12588, SACKO_34156, SACKO_29641	LYTVA_25311
OG0001526	SACKO_27619	LYTVA_26761, LYTVA_03589
OG0001527	SACKO_08580	LYTVA_20326
OG0001528	SACKO_09485	LYTVA_29398
OG0001530	SACKO_32722	LYTVA_09311, LYTVA_19256
OG0001531	SACKO_00106	LYTVA_20110
OG0001532	SACKO_18817	LYTVA_28954
OG0001532	SACKO_29500, SACKO_29501	LYTVA_28949
OG0001533	SACKO_04654, SACKO_27500, SACKO_27489	LYTVA_13013
OG0001536	SACKO_19636, SACKO_06074	LYTVA_08488
OG0001538	SACKO_28388, SACKO_28412	LYTVA_03571, LYTVA_23544
OG0001545	SACKO_27960	LYTVA_21798
OG0001548	SACKO_28432	LYTVA_13287, LYTVA_01570, LYTVA_15807, LYTVA_12151, LYTVA_05620, LYTVA_12723, LYTVA_14554, LYTVA_01710, LYTVA_22660, LYTVA_00882, LYTVA_03864, LYTVA_06302
OG0001549	SACKO_15168	LYTVA_03281
OG0001550	SACKO_11380	LYTVA_01107, LYTVA_29943
OG0001551	SACKO_14902	LYTVA_06090
OG0001552	SACKO_08825, SACKO_08817, SACKO_08820, SACKO_08830	LYTVA_02937
OG0001553	SACKO_14766	LYTVA_29518
OG0001554	SACKO_27914	LYTVA_00642
OG0001555	SACKO_18316, SACKO_28913	LYTVA_12326
OG0001556	SACKO_31615	LYTVA_26855
OG0001557	SACKO_08809	LYTVA_30232
OG0001557	SACKO_23724	LYTVA_23103
OG0001558	SACKO_25319	LYTVA_06196
OG0001559	SACKO_09139	LYTVA_27028
OG0001560	SACKO_24664	LYTVA_18843
OG0001561	SACKO_16712	LYTVA_04106, LYTVA_00921
OG0001562	SACKO_29425	LYTVA_19682
OG0001563	SACKO_05155, SACKO_05151, SACKO_16979, SACKO_05080, SACKO_05112, SACKO_05074, SACKO_05133	LYTVA_18255, LYTVA_29179, LYTVA_21711
OG0001564	SACKO_28888	LYTVA_04654, LYTVA_21130
OG0001565	SACKO_32638	LYTVA_00224, LYTVA_00227
OG0001566	SACKO_19775	LYTVA_01152
OG0001567	SACKO_01333, SACKO_23984	LYTVA_26978, LYTVA_26194
OG0001568	SACKO_33374	LYTVA_29892
OG0001569	SACKO_29957, SACKO_29944	LYTVA_20543
OG0001570	SACKO_27622, SACKO_27563	LYTVA_25305
OG0001572	SACKO_31302	LYTVA_17414
OG0001572	SACKO_30400	LYTVA_21491
OG0001574	SACKO_33352	LYTVA_26697
OG0001575	SACKO_16061	LYTVA_02269
OG0001575	SACKO_16093	LYTVA_24682, LYTVA_05900
OG0001576	SACKO_29281	LYTVA_04399
OG0001577	SACKO_25678	LYTVA_07449
OG0001578	SACKO_25675	LYTVA_07447
OG0001581	SACKO_07437, SACKO_04849, SACKO_04823, SACKO_23137	LYTVA_03103
OG0001582	SACKO_18815	LYTVA_05770
OG0001583	SACKO_26995	LYTVA_00600
OG0001584	SACKO_00066	LYTVA_16613
OG0001588	SACKO_13848	LYTVA_10633, LYTVA_20712, LYTVA_23298, LYTVA_29654, LYTVA_06381
OG0001589	SACKO_25592	LYTVA_18831, LYTVA_18102
OG0001590	SACKO_23759	LYTVA_06446
OG0001590	SACKO_21309, SACKO_21282, SACKO_03473	LYTVA_02727
OG0001591	SACKO_27954	LYTVA_07139
OG0001594	SACKO_18916	LYTVA_07802
OG0001595	SACKO_29196, SACKO_27746	LYTVA_06838, LYTVA_25300
OG0001596	SACKO_27541	LYTVA_22375
OG0001599	SACKO_01015	LYTVA_27246
OG0001600	SACKO_01633	LYTVA_19566
OG0001602	SACKO_12750	LYTVA_21752, LYTVA_21749, LYTVA_20714
OG0001603	SACKO_23077	LYTVA_25121, LYTVA_29742
OG0001604	SACKO_22259	LYTVA_15984
OG0001604	SACKO_08859	LYTVA_01583
OG0001605	SACKO_00179	LYTVA_28463, LYTVA_28464, LYTVA_27230
OG0001606	SACKO_11769	LYTVA_00126
OG0001606	SACKO_12732	LYTVA_07392
OG0001608	SACKO_01827, SACKO_24291, SACKO_05318, SACKO_28922, SACKO_05268, SACKO_05333	LYTVA_12204
OG0001609	SACKO_20157	LYTVA_06544
OG0001609	SACKO_20497	LYTVA_09772, LYTVA_05376
OG0001610	SACKO_05583	LYTVA_15773
OG0001611	SACKO_32339	LYTVA_24498
OG0001612	SACKO_08058	LYTVA_09143
OG0001614	SACKO_12210	LYTVA_00842, LYTVA_23993
OG0001614	SACKO_22048	LYTVA_08406
OG0001615	SACKO_32434	LYTVA_29681, LYTVA_02240
OG0001617	SACKO_32773	LYTVA_01260
OG0001621	SACKO_33548	LYTVA_26251
OG0001622	SACKO_24169	LYTVA_08170, LYTVA_12311
OG0001623	SACKO_15065	LYTVA_25555
OG0001626	SACKO_11149, SACKO_33451, SACKO_22391, SACKO_22998, SACKO_29796, SACKO_29660, SACKO_32552, SACKO_14037, SACKO_24977, SACKO_22393, SACKO_11150, SACKO_01821, SACKO_14927, SACKO_28846, SACKO_08837, SACKO_24973, SACKO_32546, SACKO_22989, SACKO_11152, SACKO_08838, SACKO_29104	LYTVA_16212
OG0001627	SACKO_16597	LYTVA_11632
OG0001627	SACKO_16647	LYTVA_28854, LYTVA_17633
OG0001628	SACKO_21663	LYTVA_28742
OG0001628	SACKO_17702	LYTVA_06351
OG0001628	SACKO_33995, SACKO_09129	LYTVA_06949
OG0001630	SACKO_16977, SACKO_21573	LYTVA_23156
OG0001632	SACKO_01144	LYTVA_24677
OG0001633	SACKO_17436	LYTVA_15148
OG0001633	SACKO_31542	LYTVA_21365
OG0001634	SACKO_04773	LYTVA_20717
OG0001635	SACKO_16856, SACKO_33549	LYTVA_01903
OG0001636	SACKO_16147	LYTVA_07956
OG0001638	SACKO_31247	LYTVA_23923, LYTVA_15599, LYTVA_03528
OG0001639	SACKO_26028	LYTVA_12301
OG0001640	SACKO_01222	LYTVA_20285
OG0001640	SACKO_01197	LYTVA_26720
OG0001641	SACKO_24443	LYTVA_15842
OG0001642	SACKO_01281	LYTVA_25401
OG0001643	SACKO_02624	LYTVA_10368
OG0001644	SACKO_17026, SACKO_03857	LYTVA_08193
OG0001653	SACKO_07366	LYTVA_15506
OG0001654	SACKO_11259, SACKO_11277	LYTVA_27565
OG0001655	SACKO_11250	LYTVA_29262
OG0001656	SACKO_26228	LYTVA_20250
OG0001657	SACKO_20171, SACKO_20167	LYTVA_24520
OG0001659	SACKO_30434	LYTVA_27573
