Orthogroup	SACKO_ok	AENJA_ok
OG0000525	SACKO_16659	AENJA_24865
OG0000526	SACKO_25850	AENJA_05234
OG0000526	SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239	AENJA_11511, AENJA_11510
OG0000527	SACKO_06751	AENJA_07523
OG0000528	SACKO_04604	AENJA_10012
OG0000528	SACKO_09093	AENJA_23565
OG0000528	SACKO_23862	AENJA_19659
OG0000530	SACKO_04253	AENJA_14711
OG0000532	SACKO_04033, SACKO_04027	AENJA_16819
OG0000532	SACKO_04015	AENJA_21969
OG0000533	SACKO_10942, SACKO_02806, SACKO_02812	AENJA_15827, AENJA_04858, AENJA_01734, AENJA_23272
OG0000533	SACKO_16139, SACKO_15202, SACKO_31024	AENJA_15823, AENJA_03677, AENJA_15822, AENJA_15826
OG0000534	SACKO_02672, SACKO_02674	AENJA_07190
OG0000535	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484	AENJA_12992, AENJA_12990, AENJA_12989
OG0000536	SACKO_16880	AENJA_23026, AENJA_14903
OG0000537	SACKO_26151	AENJA_17430
OG0000538	SACKO_05534, SACKO_05532	AENJA_23758
OG0000541	SACKO_34149, SACKO_34143, SACKO_34121, SACKO_34138, SACKO_34126, SACKO_34131, SACKO_34113, SACKO_34137, SACKO_34140, SACKO_02528, SACKO_02532, SACKO_13125, SACKO_13548, SACKO_02536, SACKO_01488, SACKO_13122, SACKO_09874, SACKO_19487, SACKO_33223	AENJA_20086, AENJA_20087, AENJA_20085, AENJA_20084, AENJA_14808, AENJA_14291
OG0000541	SACKO_33225	AENJA_06547, AENJA_00763, AENJA_26532
OG0000542	SACKO_04085, SACKO_33246	AENJA_00918
OG0000542	SACKO_31227, SACKO_03340	AENJA_09124
OG0000544	SACKO_01595	AENJA_06261
OG0000544	SACKO_20647	AENJA_25601
OG0000544	SACKO_21942	AENJA_21071
OG0000545	SACKO_31593	AENJA_10948
OG0000545	SACKO_11658	AENJA_15907
OG0000546	SACKO_09949	AENJA_12533
OG0000547	SACKO_07423	AENJA_13465
OG0000547	SACKO_10842, SACKO_10831, SACKO_10812	AENJA_16833
OG0000548	SACKO_21638	AENJA_14730
OG0000548	SACKO_01196	AENJA_19997
OG0000549	SACKO_09189	AENJA_17344
OG0000549	SACKO_27792	AENJA_17318, AENJA_21943
OG0000550	SACKO_24656	AENJA_18271
OG0000550	SACKO_29039	AENJA_25194
OG0000551	SACKO_27987	AENJA_25358
OG0000552	SACKO_16965	AENJA_18702
OG0000553	SACKO_30818	AENJA_20283
OG0000553	SACKO_24378	AENJA_25732
OG0000554	SACKO_04829	AENJA_25501
OG0000560	SACKO_03110	AENJA_26784, AENJA_05002, AENJA_05259, AENJA_05258, AENJA_11328, AENJA_13330, AENJA_03885, AENJA_09501, AENJA_00484, AENJA_09500
OG0000560	SACKO_30877	AENJA_00930
OG0000561	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255	AENJA_01455
OG0000562	SACKO_07813	AENJA_25856
OG0000564	SACKO_32358	AENJA_10935
OG0000564	SACKO_12013	AENJA_18770
OG0000565	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950	AENJA_26555
OG0000566	SACKO_13906	AENJA_14810
OG0000566	SACKO_18189	AENJA_20531, AENJA_16653
OG0000567	SACKO_32703, SACKO_18072	AENJA_23422
OG0000568	SACKO_15842	AENJA_00234
OG0000568	SACKO_14342	AENJA_14560, AENJA_16990
OG0000568	SACKO_02965	AENJA_17733, AENJA_14377, AENJA_13008, AENJA_21541
OG0000569	SACKO_03979	AENJA_00319
OG0000571	SACKO_11190	AENJA_00892
OG0000571	SACKO_00369	AENJA_08037, AENJA_13878, AENJA_05321
OG0000572	SACKO_18077	AENJA_05866
OG0000573	SACKO_21574	AENJA_05835
OG0000573	SACKO_26024	AENJA_03220
OG0000574	SACKO_33381	AENJA_03681, AENJA_21909
OG0000574	SACKO_28187	AENJA_24754
OG0000575	SACKO_27278, SACKO_27258	AENJA_04710
OG0000576	SACKO_23536	AENJA_05569
OG0000577	SACKO_02404	AENJA_08481
OG0000578	SACKO_32404	AENJA_09428
OG0000579	SACKO_30809	AENJA_20737, AENJA_22778
OG0000580	SACKO_19146	AENJA_19255
OG0000581	SACKO_01235	AENJA_15347
OG0000581	SACKO_01269	AENJA_15345
OG0000581	SACKO_01278	AENJA_15344
OG0000582	SACKO_28539	AENJA_17591
OG0000583	SACKO_33042	AENJA_17607
OG0000584	SACKO_22450	AENJA_20506, AENJA_20503, AENJA_24610
OG0000585	SACKO_33151	AENJA_25758
OG0000586	SACKO_01531	AENJA_25809
OG0000588	SACKO_19722	AENJA_02286
OG0000588	SACKO_13333	AENJA_21633
OG0000589	SACKO_03632	AENJA_05016
OG0000590	SACKO_30925	AENJA_19774
OG0000590	SACKO_30919, SACKO_30264	AENJA_07046
OG0000591	SACKO_22613	AENJA_25061
OG0000591	SACKO_32003	AENJA_08335, AENJA_08330
OG0000591	SACKO_32007	AENJA_08329
OG0000592	SACKO_27135	AENJA_12392
OG0000593	SACKO_28197	AENJA_21036
OG0000593	SACKO_29618	AENJA_17174
OG0000594	SACKO_33771	AENJA_13904
OG0000596	SACKO_14397, SACKO_14403, SACKO_15641, SACKO_13334, SACKO_02687	AENJA_10952, AENJA_15114, AENJA_01624, AENJA_05591, AENJA_04526, AENJA_00999, AENJA_06311, AENJA_06310, AENJA_00998, AENJA_00997
OG0000597	SACKO_18453	AENJA_10748
OG0000597	SACKO_13955	AENJA_01626
OG0000598	SACKO_05680	AENJA_10540, AENJA_11371, AENJA_26331, AENJA_03924, AENJA_20160, AENJA_05055, AENJA_23911
OG0000599	SACKO_33840, SACKO_33746, SACKO_33816	AENJA_05850
OG0000599	SACKO_26034, SACKO_33847	AENJA_21227, AENJA_21229, AENJA_17704, AENJA_17705, AENJA_08633
OG0000599	SACKO_29928, SACKO_13810, SACKO_13799, SACKO_13803, SACKO_13818, SACKO_13798, SACKO_13815, SACKO_13813, SACKO_13812	AENJA_17518
OG0000600	SACKO_34109, SACKO_34187	AENJA_07369
OG0000600	SACKO_27569	AENJA_09335
OG0000602	SACKO_18486	AENJA_17434
OG0000602	SACKO_15757, SACKO_11346, SACKO_18509	AENJA_11021
OG0000603	SACKO_31604	AENJA_20949
OG0000604	SACKO_11960	AENJA_26538
OG0000607	SACKO_22583, SACKO_22581	AENJA_06811
OG0000607	SACKO_23896	AENJA_01173
OG0000609	SACKO_07908	AENJA_03157
OG0000610	SACKO_22412	AENJA_25857
OG0000610	SACKO_14590	AENJA_20028
OG0000611	SACKO_14478	AENJA_15613
OG0000611	SACKO_26761	AENJA_13627
OG0000612	SACKO_10524	AENJA_06346
OG0000613	SACKO_12488, SACKO_18352	AENJA_08922
OG0000614	SACKO_19940	AENJA_10824
OG0000615	SACKO_26394	AENJA_18501, AENJA_11134
OG0000617	SACKO_26070	AENJA_11546
OG0000617	SACKO_23685	AENJA_19025
OG0000618	SACKO_05303	AENJA_25954, AENJA_25956
OG0000619	SACKO_18510	AENJA_15723
OG0000620	SACKO_24261	AENJA_23744
OG0000620	SACKO_01158, SACKO_01207, SACKO_01213	AENJA_23743
OG0000621	SACKO_20428	AENJA_00213, AENJA_21564, AENJA_24296, AENJA_05327, AENJA_11355
OG0000622	SACKO_17754, SACKO_17765, SACKO_03091, SACKO_08665, SACKO_17555, SACKO_17602, SACKO_17590, SACKO_17596	AENJA_14042, AENJA_14037, AENJA_14044, AENJA_12400, AENJA_06185, AENJA_22483, AENJA_16429, AENJA_22478, AENJA_15635, AENJA_24634, AENJA_09957, AENJA_04505, AENJA_00676, AENJA_00677
OG0000623	SACKO_21523, SACKO_18029	AENJA_02871
OG0000623	SACKO_10005	AENJA_17960
OG0000624	SACKO_27238	AENJA_13893, AENJA_06380, AENJA_22597
OG0000625	SACKO_11899	AENJA_23811
OG0000625	SACKO_14149, SACKO_14160, SACKO_14150, SACKO_11736	AENJA_07653
OG0000626	SACKO_21363	AENJA_12652
OG0000627	SACKO_02990	AENJA_13466
OG0000628	SACKO_05282	AENJA_25533
OG0000628	SACKO_26977	AENJA_13648
OG0000633	SACKO_05062	AENJA_05498
OG0000634	SACKO_28150, SACKO_28152	AENJA_04829
OG0000635	SACKO_29739, SACKO_14557	AENJA_16658
OG0000636	SACKO_16616	AENJA_07463
OG0000637	SACKO_13417	AENJA_16161
OG0000638	SACKO_07663	AENJA_10628
OG0000638	SACKO_24281	AENJA_09520
OG0000639	SACKO_22469	AENJA_10965
OG0000639	SACKO_30392	AENJA_22126
OG0000642	SACKO_21799	AENJA_02487, AENJA_00389, AENJA_26018
OG0000643	SACKO_00139	AENJA_00652
OG0000644	SACKO_14903	AENJA_21517, AENJA_08620, AENJA_24215
OG0000645	SACKO_19857	AENJA_00673
OG0000645	SACKO_17093	AENJA_22405
OG0000646	SACKO_00864	AENJA_01294, AENJA_21315
OG0000646	SACKO_28271	AENJA_07139
OG0000647	SACKO_00037, SACKO_00065	AENJA_01826
OG0000648	SACKO_12118	AENJA_04823
OG0000648	SACKO_17289	AENJA_04819
OG0000649	SACKO_06908	AENJA_11680
OG0000649	SACKO_27756, SACKO_26807	AENJA_09384, AENJA_14703
OG0000650	SACKO_04649	AENJA_10994
OG0000651	SACKO_14845	AENJA_15937
OG0000652	SACKO_15084	AENJA_18509
OG0000653	SACKO_32959, SACKO_03890, SACKO_18693	AENJA_23630
OG0000654	SACKO_30168	AENJA_23986
OG0000656	SACKO_12022, SACKO_21728, SACKO_27612, SACKO_15205, SACKO_32666, SACKO_20063, SACKO_02835, SACKO_20588, SACKO_15267, SACKO_16250, SACKO_31127, SACKO_07078, SACKO_20002, SACKO_00572, SACKO_06493, SACKO_10501, SACKO_20567, SACKO_27554, SACKO_32433, SACKO_12553, SACKO_21430, SACKO_14525, SACKO_22703, SACKO_18296, SACKO_15986, SACKO_04564, SACKO_15472, SACKO_14498, SACKO_16487	AENJA_01574, AENJA_03228
OG0000656	SACKO_15053, SACKO_13960	AENJA_04198
OG0000657	SACKO_27378	AENJA_06847
OG0000657	SACKO_14254	AENJA_01439
OG0000658	SACKO_23223	AENJA_24472
OG0000659	SACKO_01760, SACKO_22901, SACKO_20511, SACKO_33494, SACKO_27820	AENJA_04377, AENJA_21077
OG0000660	SACKO_33063	AENJA_07533, AENJA_06621
OG0000661	SACKO_28828, SACKO_11788	AENJA_21719, AENJA_08009
OG0000662	SACKO_06148	AENJA_09173
OG0000662	SACKO_28738	AENJA_21495
OG0000663	SACKO_26955	AENJA_10413
OG0000664	SACKO_26065	AENJA_14841
OG0000664	SACKO_23068	AENJA_15036
OG0000665	SACKO_03470	AENJA_18167
OG0000666	SACKO_01360	AENJA_19016
OG0000667	SACKO_09222, SACKO_28350	AENJA_23722
OG0000667	SACKO_09373, SACKO_32782	AENJA_23727
OG0000670	SACKO_21893	AENJA_07203
OG0000671	SACKO_02900	AENJA_01967
OG0000671	SACKO_33234	AENJA_09440
OG0000672	SACKO_21164	AENJA_11032
OG0000672	SACKO_29531	AENJA_02173
OG0000673	SACKO_22644, SACKO_26591, SACKO_21190, SACKO_15811, SACKO_09827, SACKO_08128, SACKO_27182, SACKO_13656, SACKO_27181, SACKO_07412, SACKO_05975, SACKO_20377, SACKO_20392, SACKO_27617, SACKO_21396	AENJA_10719, AENJA_09655, AENJA_10154
OG0000673	SACKO_09351	AENJA_15070
OG0000674	SACKO_29269	AENJA_03705
OG0000676	SACKO_30866	AENJA_15570
OG0000676	SACKO_08481	AENJA_04404
OG0000677	SACKO_15283, SACKO_15284, SACKO_07644, SACKO_15281	AENJA_15059
OG0000677	SACKO_03982, SACKO_27233, SACKO_32417	AENJA_04707
OG0000679	SACKO_08843, SACKO_13251, SACKO_00655, SACKO_24864, SACKO_07868, SACKO_04368, SACKO_15349	AENJA_07392
OG0000680	SACKO_13665	AENJA_14535
OG0000680	SACKO_21650, SACKO_21648, SACKO_21651	AENJA_08373
OG0000681	SACKO_14440	AENJA_12150
OG0000682	SACKO_15215, SACKO_25895	AENJA_14433
OG0000683	SACKO_30847	AENJA_18458
OG0000683	SACKO_25632	AENJA_20329
OG0000685	SACKO_06289, SACKO_06284	AENJA_25532
OG0000688	SACKO_01787, SACKO_03741, SACKO_19808	AENJA_08291, AENJA_20473
OG0000690	SACKO_13982	AENJA_04544
OG0000690	SACKO_00508	AENJA_00603
OG0000691	SACKO_07972	AENJA_08029
OG0000691	SACKO_11293	AENJA_00795
OG0000692	SACKO_04812	AENJA_13840
OG0000692	SACKO_07150, SACKO_07117	AENJA_02403, AENJA_00938
OG0000693	SACKO_25307	AENJA_03923
OG0000694	SACKO_10312	AENJA_02666, AENJA_15805
OG0000695	SACKO_07260	AENJA_05557
OG0000695	SACKO_04664	AENJA_04108
OG0000696	SACKO_05595	AENJA_12321
OG0000696	SACKO_15257	AENJA_10033
OG0000696	SACKO_07580	AENJA_06971
OG0000697	SACKO_07543	AENJA_07893, AENJA_21762
OG0000698	SACKO_00953	AENJA_24097
OG0000698	SACKO_00996	AENJA_10581
OG0000698	SACKO_00894, SACKO_26928	AENJA_24098
OG0000699	SACKO_27167	AENJA_20559
OG0000700	SACKO_00811	AENJA_14030
OG0000701	SACKO_03805	AENJA_18091
OG0000702	SACKO_27079	AENJA_23407
OG0000703	SACKO_21811	AENJA_26449
OG0000707	SACKO_14078, SACKO_15787, SACKO_33772	AENJA_00562
OG0000708	SACKO_22452	AENJA_10491
OG0000708	SACKO_25480	AENJA_04787
OG0000709	SACKO_22198	AENJA_01143
OG0000710	SACKO_13452, SACKO_13463	AENJA_02261
OG0000710	SACKO_27149	AENJA_01828
OG0000711	SACKO_19147	AENJA_12473
OG0000711	SACKO_19139	AENJA_12494
OG0000711	SACKO_19149	AENJA_02057
OG0000712	SACKO_16099	AENJA_04728
OG0000714	SACKO_24621	AENJA_22825, AENJA_25003
OG0000714	SACKO_29631, SACKO_22762	AENJA_10614
OG0000715	SACKO_31209	AENJA_15913
OG0000716	SACKO_08963	AENJA_17206
OG0000717	SACKO_00279	AENJA_19227
OG0000718	SACKO_32613	AENJA_24056, AENJA_24052, AENJA_21088
OG0000720	SACKO_00764	AENJA_14612
OG0000720	SACKO_27801	AENJA_19624
OG0000721	SACKO_29734	AENJA_16007
OG0000721	SACKO_13300	AENJA_01615
OG0000722	SACKO_06070	AENJA_07772
OG0000722	SACKO_06069	AENJA_02846
OG0000723	SACKO_19678, SACKO_19703, SACKO_19709	AENJA_08346
OG0000725	SACKO_03561	AENJA_09106
OG0000726	SACKO_17190	AENJA_14697
OG0000727	SACKO_30641, SACKO_30632, SACKO_30653, SACKO_27287, SACKO_04709, SACKO_32023, SACKO_11890, SACKO_05957, SACKO_07924, SACKO_07930, SACKO_01893, SACKO_01912, SACKO_11314, SACKO_25259, SACKO_03697, SACKO_27463, SACKO_19829, SACKO_19822, SACKO_19823, SACKO_19831, SACKO_33835, SACKO_33841, SACKO_32770, SACKO_32766	AENJA_21432
OG0000730	SACKO_27783, SACKO_32923, SACKO_22828	AENJA_08838
OG0000730	SACKO_19325	AENJA_11200
OG0000731	SACKO_26280, SACKO_26277	AENJA_07204
OG0000732	SACKO_20871	AENJA_23886
OG0000732	SACKO_06369, SACKO_05389	AENJA_12389
OG0000733	SACKO_32345	AENJA_07801
OG0000734	SACKO_08224	AENJA_10770
OG0000735	SACKO_26054	AENJA_15834
OG0000736	SACKO_27734, SACKO_27737	AENJA_24261
OG0000736	SACKO_10396	AENJA_25876
OG0000739	SACKO_18136	AENJA_25642, AENJA_00232
OG0000740	SACKO_24861	AENJA_11591
OG0000740	SACKO_02011	AENJA_00649
OG0000741	SACKO_00397	AENJA_24551, AENJA_18140, AENJA_01425
OG0000741	SACKO_31863	AENJA_04387, AENJA_01344
OG0000741	SACKO_01091, SACKO_27715	AENJA_02069, AENJA_06187
OG0000741	SACKO_32594	AENJA_13225, AENJA_10395
OG0000742	SACKO_32083, SACKO_05122	AENJA_23881
OG0000743	SACKO_25583	AENJA_02218
OG0000743	SACKO_25576	AENJA_03448
OG0000743	SACKO_25573	AENJA_02220, AENJA_13371
OG0000743	SACKO_25597	AENJA_13756, AENJA_04913
OG0000745	SACKO_22243, SACKO_22171	AENJA_16763
OG0000745	SACKO_22180	AENJA_16764
OG0000745	SACKO_02883, SACKO_12160	AENJA_19385
OG0000748	SACKO_18174, SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549, SACKO_19984, SACKO_09720	AENJA_15960
OG0000749	SACKO_07299	AENJA_18432
OG0000750	SACKO_13299, SACKO_13296	AENJA_26108
OG0000750	SACKO_04939	AENJA_20977
OG0000751	SACKO_32463	AENJA_22604
OG0000752	SACKO_03640	AENJA_00591
OG0000752	SACKO_33668	AENJA_26667
OG0000753	SACKO_33703	AENJA_01120
OG0000753	SACKO_17800	AENJA_10740
OG0000753	SACKO_33701	AENJA_09401
OG0000754	SACKO_26303	AENJA_22413, AENJA_09669, AENJA_19942, AENJA_20836, AENJA_08599, AENJA_19495, AENJA_09482, AENJA_17604, AENJA_07628, AENJA_02394, AENJA_12375, AENJA_16394, AENJA_07140, AENJA_19135, AENJA_07428, AENJA_22791, AENJA_05737, AENJA_02457, AENJA_05221, AENJA_14350, AENJA_10367, AENJA_22060, AENJA_24927, AENJA_10555
OG0000755	SACKO_19024	AENJA_02216
OG0000756	SACKO_09734	AENJA_03035
OG0000757	SACKO_00716	AENJA_15686
OG0000757	SACKO_32163	AENJA_08837
OG0000758	SACKO_05592	AENJA_07914
OG0000759	SACKO_29477	AENJA_12039
OG0000760	SACKO_23650	AENJA_12914
OG0000761	SACKO_04696	AENJA_13286
OG0000762	SACKO_01422	AENJA_17187
OG0000763	SACKO_08605	AENJA_17341
OG0000764	SACKO_20100	AENJA_20419
OG0000765	SACKO_02329	AENJA_22260
OG0000765	SACKO_02322	AENJA_22263
OG0000766	SACKO_22474	AENJA_22560
OG0000767	SACKO_14609	AENJA_23872
OG0000768	SACKO_23463	AENJA_24479
OG0000771	SACKO_01739, SACKO_11665	AENJA_14846, AENJA_07589, AENJA_25144
OG0000772	SACKO_24880	AENJA_24869, AENJA_00651
OG0000772	SACKO_18970	AENJA_10656
OG0000773	SACKO_16027	AENJA_01269
OG0000773	SACKO_21567	AENJA_10021, AENJA_10020
OG0000773	SACKO_04243	AENJA_13641
OG0000774	SACKO_04816	AENJA_01594
OG0000774	SACKO_22074	AENJA_14294
OG0000774	SACKO_01221, SACKO_01162, SACKO_26595, SACKO_26612	AENJA_06861
OG0000775	SACKO_02587	AENJA_10969, AENJA_02685
OG0000776	SACKO_18768	AENJA_14162, AENJA_14158
OG0000776	SACKO_20604	AENJA_04150
OG0000777	SACKO_28617, SACKO_28786	AENJA_05898, AENJA_04500
OG0000778	SACKO_00880	AENJA_05940
OG0000779	SACKO_27144	AENJA_08422
OG0000780	SACKO_23785	AENJA_22246
OG0000780	SACKO_29107, SACKO_29108	AENJA_22232
OG0000780	SACKO_07184	AENJA_14707
OG0000781	SACKO_05315	AENJA_20107
OG0000782	SACKO_02448	AENJA_17040
OG0000786	SACKO_30010	AENJA_06215
OG0000786	SACKO_19884	AENJA_00262
OG0000787	SACKO_05969	AENJA_00390
OG0000788	SACKO_23309	AENJA_19776
OG0000788	SACKO_16503	AENJA_01187
OG0000790	SACKO_26270	AENJA_05227, AENJA_22178, AENJA_20968
OG0000791	SACKO_06891	AENJA_05472
OG0000792	SACKO_30915	AENJA_06794
OG0000792	SACKO_20208	AENJA_22407
OG0000793	SACKO_32255	AENJA_10797
OG0000794	SACKO_17237	AENJA_11312
OG0000795	SACKO_13006, SACKO_12994	AENJA_14885, AENJA_12941
OG0000796	SACKO_28893	AENJA_11925
OG0000797	SACKO_34169	AENJA_12225
OG0000798	SACKO_10595, SACKO_10603	AENJA_13993
OG0000799	SACKO_33594	AENJA_16513
OG0000800	SACKO_26365, SACKO_26362	AENJA_25972, AENJA_17652
OG0000801	SACKO_32154	AENJA_25017, AENJA_26418, AENJA_18704
OG0000803	SACKO_08403	AENJA_21679
OG0000807	SACKO_20337, SACKO_08448, SACKO_34211	AENJA_12809, AENJA_24068, AENJA_05948, AENJA_05947, AENJA_18573, AENJA_00468, AENJA_16953
OG0000809	SACKO_11706, SACKO_11703	AENJA_02164
OG0000810	SACKO_25393	AENJA_24609
OG0000810	SACKO_08781	AENJA_02925
OG0000811	SACKO_22929	AENJA_02995, AENJA_03253, AENJA_03247, AENJA_22383, AENJA_03249, AENJA_03248, AENJA_07553, AENJA_03042
OG0000811	SACKO_27833, SACKO_27832, SACKO_27828	AENJA_16213
OG0000812	SACKO_09567	AENJA_20651, AENJA_14625, AENJA_14618, AENJA_17242
OG0000813	SACKO_06455	AENJA_03651, AENJA_14254
OG0000814	SACKO_00194	AENJA_25867
OG0000814	SACKO_29758	AENJA_03765, AENJA_17687, AENJA_08768, AENJA_09662
OG0000815	SACKO_03458	AENJA_11775
OG0000815	SACKO_17789	AENJA_11030
OG0000815	SACKO_08338	AENJA_05553
OG0000816	SACKO_17944	AENJA_21712
OG0000816	SACKO_17471	AENJA_05704
OG0000817	SACKO_10398	AENJA_07214
OG0000817	SACKO_05841	AENJA_18385
OG0000817	SACKO_27281	AENJA_14055
OG0000818	SACKO_13438	AENJA_07677
OG0000819	SACKO_16820	AENJA_23147
OG0000819	SACKO_29534	AENJA_10746
OG0000819	SACKO_06925	AENJA_24188
OG0000820	SACKO_08030	AENJA_23750
OG0000822	SACKO_20246	AENJA_26562
OG0000824	SACKO_23963, SACKO_19936	AENJA_00764
OG0000825	SACKO_03586	AENJA_01783
OG0000826	SACKO_19966	AENJA_02455
OG0000827	SACKO_21283	AENJA_07505
OG0000828	SACKO_17945	AENJA_05318
OG0000828	SACKO_02201	AENJA_14692
OG0000829	SACKO_03719	AENJA_07432, AENJA_18083
OG0000830	SACKO_08420, SACKO_17829, SACKO_17827, SACKO_26129, SACKO_17830	AENJA_07868
OG0000831	SACKO_33535, SACKO_14918	AENJA_09091
OG0000832	SACKO_05219, SACKO_06774, SACKO_06830, SACKO_17964, SACKO_14151, SACKO_03597, SACKO_11020, SACKO_03580, SACKO_16836, SACKO_19385, SACKO_33092, SACKO_33094, SACKO_33078, SACKO_33080, SACKO_31878	AENJA_09731, AENJA_09723
OG0000833	SACKO_08623	AENJA_13518
OG0000834	SACKO_13031	AENJA_26552
OG0000834	SACKO_10495	AENJA_15508
OG0000835	SACKO_29332	AENJA_17324
OG0000836	SACKO_19694	AENJA_24422
OG0000836	SACKO_24783, SACKO_24782, SACKO_24773	AENJA_19604
OG0000836	SACKO_32144	AENJA_19607
OG0000837	SACKO_15029	AENJA_25179
OG0000841	SACKO_13443	AENJA_00152
OG0000842	SACKO_18541, SACKO_32072	AENJA_00962
OG0000844	SACKO_32818	AENJA_02377
OG0000845	SACKO_02794, SACKO_22545	AENJA_22345, AENJA_15396
OG0000845	SACKO_22544	AENJA_15397, AENJA_04163
OG0000845	SACKO_13159	AENJA_11386
OG0000846	SACKO_14354, SACKO_14351	AENJA_26559, AENJA_23518
OG0000846	SACKO_13176	AENJA_23519
OG0000847	SACKO_25423	AENJA_19531
OG0000847	SACKO_21230	AENJA_05909
OG0000848	SACKO_30123	AENJA_06120
OG0000848	SACKO_13045	AENJA_26421
OG0000849	SACKO_13107	AENJA_06598
OG0000850	SACKO_07519	AENJA_06947, AENJA_14500
OG0000850	SACKO_23021, SACKO_27751	AENJA_26527
OG0000851	SACKO_14437	AENJA_07613
OG0000852	SACKO_00856, SACKO_33033	AENJA_20937
OG0000852	SACKO_16562	AENJA_07998
OG0000853	SACKO_20306	AENJA_11433
OG0000855	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521
OG0000856	SACKO_15097	AENJA_15113
OG0000857	SACKO_29337	AENJA_19063
OG0000859	SACKO_02539	AENJA_20729
OG0000860	SACKO_16104	AENJA_22939
OG0000866	SACKO_23181	AENJA_00019
OG0000867	SACKO_13729	AENJA_06630, AENJA_23208, AENJA_23219, AENJA_00664, AENJA_12616, AENJA_23217, AENJA_14316, AENJA_23216, AENJA_23213, AENJA_12617, AENJA_06629
OG0000869	SACKO_06026	AENJA_03586
OG0000869	SACKO_18157	AENJA_23274
OG0000870	SACKO_04425	AENJA_04443
OG0000870	SACKO_17728	AENJA_12705
OG0000871	SACKO_27355, SACKO_19568, SACKO_19567, SACKO_03717	AENJA_15432, AENJA_15433
OG0000871	SACKO_18718	AENJA_06473
OG0000872	SACKO_32165	AENJA_06798
OG0000873	SACKO_12092	AENJA_07645
OG0000874	SACKO_19510	AENJA_07937
OG0000874	SACKO_09706	AENJA_07996
OG0000875	SACKO_11708	AENJA_08703
OG0000875	SACKO_01411	AENJA_14919
OG0000876	SACKO_25954, SACKO_25953	AENJA_08833
OG0000877	SACKO_32129	AENJA_09093
OG0000878	SACKO_24900	AENJA_09436
OG0000878	SACKO_02892	AENJA_13562
OG0000879	SACKO_26528	AENJA_23882
OG0000879	SACKO_28298	AENJA_14015
OG0000880	SACKO_07949	AENJA_17126
OG0000881	SACKO_29973	AENJA_19719
OG0000881	SACKO_18831	AENJA_21849
OG0000882	SACKO_25246	AENJA_23321
OG0000887	SACKO_29102	AENJA_00163
OG0000887	SACKO_28481	AENJA_21693
OG0000888	SACKO_12082	AENJA_02929
OG0000888	SACKO_28163	AENJA_02481
OG0000888	SACKO_22687	AENJA_16255
OG0000889	SACKO_15045	AENJA_05911
OG0000890	SACKO_31309	AENJA_09730
OG0000891	SACKO_16661, SACKO_16652	AENJA_13613
OG0000893	SACKO_28812	AENJA_16180
OG0000894	SACKO_26922	AENJA_18194, AENJA_24655
OG0000894	SACKO_02223	AENJA_16901
OG0000895	SACKO_32148	AENJA_17147
OG0000896	SACKO_27525	AENJA_17963, AENJA_20857
OG0000896	SACKO_25582, SACKO_18087	AENJA_26740
OG0000897	SACKO_27937	AENJA_25522
OG0000897	SACKO_11689	AENJA_19794, AENJA_19793
OG0000898	SACKO_16757, SACKO_27052	AENJA_20658
OG0000899	SACKO_30501	AENJA_23421
OG0000904	SACKO_17479	AENJA_02063
OG0000905	SACKO_20259, SACKO_13565	AENJA_03454, AENJA_12044
OG0000908	SACKO_20582	AENJA_26233
OG0000909	SACKO_13346	AENJA_07565
OG0000910	SACKO_03191	AENJA_18264, AENJA_08194, AENJA_11239
OG0000910	SACKO_06703	AENJA_26790
OG0000910	SACKO_18978	AENJA_13383, AENJA_17057
OG0000910	SACKO_24519	AENJA_18263
OG0000911	SACKO_07709	AENJA_08748
OG0000912	SACKO_25608	AENJA_11633
OG0000912	SACKO_29559	AENJA_09966
OG0000913	SACKO_00547, SACKO_15554, SACKO_15585	AENJA_11700
OG0000914	SACKO_02857	AENJA_16081
OG0000921	SACKO_04977	AENJA_16626
OG0000921	SACKO_13397	AENJA_00754
OG0000923	SACKO_33231, SACKO_02494	AENJA_09851
OG0000923	SACKO_17117	AENJA_01176, AENJA_01177
OG0000924	SACKO_31699	AENJA_17499
OG0000924	SACKO_31698	AENJA_17498
OG0000924	SACKO_29370	AENJA_22989, AENJA_03279, AENJA_10467
OG0000925	SACKO_08031	AENJA_14502
OG0000925	SACKO_26395	AENJA_01829
OG0000926	SACKO_17537	AENJA_15541, AENJA_05944
OG0000926	SACKO_08978	AENJA_07568
OG0000927	SACKO_28368	AENJA_05801
OG0000928	SACKO_11640	AENJA_06210
OG0000929	SACKO_20793	AENJA_06536
OG0000929	SACKO_08944	AENJA_18717, AENJA_24686
OG0000930	SACKO_26170	AENJA_19720
OG0000930	SACKO_21351	AENJA_14448, AENJA_07379
