Orthogroup	SACKO_ok	CAEEL
OG0001083	SACKO_03733	CAEEL06682
OG0001084	SACKO_24296	CAEEL01831
OG0001085	SACKO_23475	CAEEL09995, CAEEL09996
OG0001091	SACKO_17088	CAEEL07358
OG0001092	SACKO_08155, SACKO_08149	CAEEL07387
OG0001093	SACKO_20225	CAEEL00638
OG0001095	SACKO_26687	CAEEL07595
OG0001096	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878, SACKO_26925, SACKO_33433	CAEEL04621, CAEEL17752
OG0001098	SACKO_04770, SACKO_02505, SACKO_06863, SACKO_02500, SACKO_02497, SACKO_06868, SACKO_29188, SACKO_29165, SACKO_11498, SACKO_11506, SACKO_03975, SACKO_17123, SACKO_11216, SACKO_10933, SACKO_29219, SACKO_15213	CAEEL04192
OG0001101	SACKO_12678	CAEEL11585
OG0001102	SACKO_03700, SACKO_27070	CAEEL08853
OG0001103	SACKO_18268	CAEEL18815
OG0001104	SACKO_17440, SACKO_10508	CAEEL09176, CAEEL09177
OG0001104	SACKO_03224	CAEEL20081
OG0001107	SACKO_06919	CAEEL18427
OG0001108	SACKO_04290, SACKO_04715, SACKO_31250	CAEEL09307
OG0001109	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001111	SACKO_03527	CAEEL05876
OG0001112	SACKO_18503	CAEEL19902
OG0001113	SACKO_21432	CAEEL15158
OG0001113	SACKO_05156	CAEEL07385
OG0001114	SACKO_08523, SACKO_08520	CAEEL11582, CAEEL01758, CAEEL01759
OG0001116	SACKO_23852	CAEEL04351
OG0001117	SACKO_06898	CAEEL08762
OG0001119	SACKO_20836	CAEEL14710
OG0001122	SACKO_19597, SACKO_18811	CAEEL18238
OG0001124	SACKO_10008, SACKO_04873	CAEEL08814
OG0001126	SACKO_28905, SACKO_15936	CAEEL04859
OG0001128	SACKO_18074	CAEEL12985
OG0001130	SACKO_21924, SACKO_08719, SACKO_08682	CAEEL00952, CAEEL00232
OG0001130	SACKO_19389, SACKO_19419	CAEEL00767
OG0001131	SACKO_02814	CAEEL14208
OG0001132	SACKO_22464	CAEEL04290
OG0001133	SACKO_03870	CAEEL11294
OG0001136	SACKO_08683	CAEEL02001
OG0001137	SACKO_31589	CAEEL04790
OG0001138	SACKO_06420	CAEEL07800, CAEEL07799
OG0001139	SACKO_11336	CAEEL06928, CAEEL15457
OG0001140	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499	CAEEL14389
OG0001141	SACKO_15539	CAEEL01107, CAEEL01106
OG0001142	SACKO_08495	CAEEL12657
OG0001143	SACKO_27075	CAEEL01013
OG0001155	SACKO_29197	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526
OG0001156	SACKO_12887	CAEEL20728
OG0001158	SACKO_17293, SACKO_22305, SACKO_17286	CAEEL00147
OG0001159	SACKO_14618	CAEEL07987, CAEEL18966
OG0001160	SACKO_03583	CAEEL16381, CAEEL20121
OG0001161	SACKO_27696	CAEEL00221
OG0001162	SACKO_17543, SACKO_14294	CAEEL18096
OG0001163	SACKO_31507	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	SACKO_00737	CAEEL07306
OG0001165	SACKO_18359	CAEEL19696
OG0001167	SACKO_12026	CAEEL04546
OG0001168	SACKO_18942	CAEEL02000
OG0001171	SACKO_20825	CAEEL20677
OG0001172	SACKO_07899	CAEEL13596
OG0001172	SACKO_23083	CAEEL01942
OG0001173	SACKO_12453	CAEEL15708
OG0001175	SACKO_00167	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001177	SACKO_26073, SACKO_10730, SACKO_26943	CAEEL08262, CAEEL18706
OG0001178	SACKO_03875	CAEEL05306
OG0001179	SACKO_26771, SACKO_32134	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	SACKO_03980	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391
OG0001181	SACKO_08231, SACKO_27253, SACKO_08232	CAEEL08327
OG0001184	SACKO_04686	CAEEL20576
OG0001184	SACKO_02591, SACKO_02594	CAEEL19676
OG0001186	SACKO_04961	CAEEL00480
OG0001186	SACKO_32087	CAEEL09703
OG0001188	SACKO_25731	CAEEL14362
OG0001189	SACKO_26954	CAEEL01928
OG0001191	SACKO_28961	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	SACKO_32347	CAEEL11613
OG0001200	SACKO_20799	CAEEL05263
OG0001201	SACKO_15686	CAEEL02666
OG0001204	SACKO_05436	CAEEL09132
OG0001205	SACKO_07248	CAEEL06787
OG0001208	SACKO_25532	CAEEL10574
OG0001209	SACKO_17895, SACKO_21794	CAEEL00442
OG0001210	SACKO_12027	CAEEL06396
OG0001210	SACKO_22645	CAEEL06380
OG0001213	SACKO_12475	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	SACKO_17861	CAEEL08401
OG0001215	SACKO_19345	CAEEL11249
OG0001216	SACKO_20921	CAEEL04644
OG0001217	SACKO_25190	CAEEL08746
OG0001218	SACKO_09575	CAEEL20131, CAEEL14167
OG0001219	SACKO_31732	CAEEL20379
OG0001220	SACKO_02206	CAEEL07890
OG0001221	SACKO_15128, SACKO_31267, SACKO_31272, SACKO_31273	CAEEL13124
OG0001223	SACKO_16161	CAEEL02795
OG0001224	SACKO_15671	CAEEL07196
OG0001225	SACKO_13197, SACKO_21032	CAEEL02873
OG0001226	SACKO_21968, SACKO_20774	CAEEL02848, CAEEL02849
OG0001231	SACKO_32360	CAEEL15401
OG0001234	SACKO_26867, SACKO_26860	CAEEL00806
OG0001236	SACKO_22328	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	SACKO_10255, SACKO_15368, SACKO_15935	CAEEL05166, CAEEL11182
OG0001239	SACKO_01576	CAEEL12011
OG0001241	SACKO_21518	CAEEL01749
OG0001241	SACKO_25804	CAEEL19375
OG0001243	SACKO_00190	CAEEL01806
OG0001244	SACKO_24332, SACKO_33824, SACKO_25187, SACKO_24337	CAEEL12407
OG0001247	SACKO_16919	CAEEL10570
OG0001248	SACKO_03917	CAEEL08830
OG0001249	SACKO_07046, SACKO_07044	CAEEL06406
OG0001250	SACKO_22060	CAEEL18712
OG0001251	SACKO_21043	CAEEL01802
OG0001252	SACKO_00497	CAEEL05030
OG0001253	SACKO_07955	CAEEL10888, CAEEL10887
OG0001254	SACKO_17099, SACKO_17085, SACKO_17104	CAEEL00935
OG0001256	SACKO_32561	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	SACKO_02379	CAEEL07850
OG0001262	SACKO_14536, SACKO_14562, SACKO_14419, SACKO_00970, SACKO_00906, SACKO_33160	CAEEL15249, CAEEL20627
OG0001266	SACKO_21683	CAEEL20839, CAEEL20838
OG0001266	SACKO_34097	CAEEL07143
OG0001267	SACKO_21996	CAEEL14111
OG0001268	SACKO_11197, SACKO_06254, SACKO_30805	CAEEL11342
OG0001270	SACKO_24994, SACKO_01019	CAEEL01959
OG0001271	SACKO_30312	CAEEL08717, CAEEL00634
OG0001272	SACKO_25421	CAEEL07720, CAEEL09293
OG0001274	SACKO_16020	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	SACKO_28908, SACKO_12827, SACKO_12823	CAEEL20013
OG0001279	SACKO_20454	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	SACKO_17298	CAEEL00726
OG0001281	SACKO_27839, SACKO_17699, SACKO_17706, SACKO_27835, SACKO_17701, SACKO_25721	CAEEL05459
OG0001282	SACKO_11635	CAEEL04296
OG0001284	SACKO_27293	CAEEL08223
OG0001284	SACKO_16492	CAEEL01272
OG0001285	SACKO_12735	CAEEL06501
OG0001286	SACKO_00888	CAEEL20246
OG0001287	SACKO_31693	CAEEL16475
OG0001288	SACKO_05048, SACKO_15962	CAEEL18355
OG0001289	SACKO_27725	CAEEL10515
OG0001290	SACKO_09675, SACKO_22471	CAEEL12279
OG0001291	SACKO_21943	CAEEL11483
OG0001292	SACKO_15420	CAEEL07942
OG0001293	SACKO_21987	CAEEL07048
OG0001294	SACKO_03533	CAEEL15893
OG0001296	SACKO_11661	CAEEL00003, CAEEL14758
OG0001300	SACKO_02042	CAEEL09562
OG0001302	SACKO_07352	CAEEL01736
OG0001302	SACKO_13308	CAEEL12633
OG0001304	SACKO_19061	CAEEL00728
OG0001305	SACKO_26780	CAEEL19700
OG0001306	SACKO_25708	CAEEL05042
OG0001306	SACKO_25883, SACKO_10996	CAEEL06741
OG0001310	SACKO_11650	CAEEL16286
OG0001315	SACKO_09990	CAEEL20540
OG0001318	SACKO_20260	CAEEL06153
OG0001318	SACKO_33046	CAEEL02686
OG0001319	SACKO_17261	CAEEL15967
OG0001320	SACKO_15495	CAEEL02958
OG0001320	SACKO_03528	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	SACKO_09370	CAEEL15888
OG0001325	SACKO_27663	CAEEL12980
OG0001326	SACKO_30260	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	SACKO_26434	CAEEL12070
OG0001329	SACKO_23438	CAEEL03625, CAEEL07934
OG0001330	SACKO_00723	CAEEL07772
OG0001333	SACKO_02537, SACKO_31933, SACKO_31954	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001335	SACKO_02457	CAEEL01950
OG0001337	SACKO_02804	CAEEL08858
OG0001339	SACKO_07781	CAEEL01555
OG0001341	SACKO_06241	CAEEL12273
OG0001344	SACKO_14763	CAEEL12166
OG0001348	SACKO_28912	CAEEL20290
OG0001350	SACKO_01074	CAEEL06068
OG0001353	SACKO_05612	CAEEL07231
OG0001354	SACKO_05972	CAEEL18385
OG0001355	SACKO_12733	CAEEL19633
OG0001356	SACKO_23436	CAEEL10619
OG0001357	SACKO_32377	CAEEL15128
OG0001359	SACKO_04493	CAEEL02703
OG0001360	SACKO_06003, SACKO_33651	CAEEL17002, CAEEL19681, CAEEL19680
OG0001361	SACKO_06636, SACKO_20244	CAEEL14779, CAEEL15006, CAEEL05269, CAEEL05268
OG0001363	SACKO_07065, SACKO_07071, SACKO_02886	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	SACKO_22285	CAEEL16269
OG0001366	SACKO_14270, SACKO_14260	CAEEL07140
OG0001367	SACKO_11804	CAEEL16176
OG0001368	SACKO_12370	CAEEL15247
OG0001369	SACKO_30830	CAEEL05836
OG0001370	SACKO_10513	CAEEL19838
OG0001370	SACKO_00812	CAEEL11201
OG0001372	SACKO_27561, SACKO_16399, SACKO_27587	CAEEL04824, CAEEL16917
OG0001372	SACKO_23028	CAEEL01785
OG0001373	SACKO_09984	CAEEL18831
OG0001374	SACKO_07337	CAEEL02048
OG0001375	SACKO_21495	CAEEL01718
OG0001376	SACKO_34148	CAEEL18806
OG0001378	SACKO_24430, SACKO_21687	CAEEL01898
OG0001380	SACKO_30081, SACKO_01944, SACKO_30082	CAEEL07027
OG0001381	SACKO_25884	CAEEL01510
OG0001383	SACKO_27457	CAEEL18479
OG0001387	SACKO_07056	CAEEL01449, CAEEL05040, CAEEL06498
OG0001389	SACKO_01374	CAEEL06582
OG0001395	SACKO_14815	CAEEL01604
OG0001397	SACKO_20543	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	SACKO_02267	CAEEL19290
OG0001398	SACKO_14409, SACKO_01986, SACKO_01969, SACKO_01989, SACKO_01970	CAEEL14339
OG0001399	SACKO_22119, SACKO_19007	CAEEL00972
OG0001402	SACKO_07573	CAEEL04844, CAEEL04850
OG0001404	SACKO_24460, SACKO_18033	CAEEL15778
OG0001405	SACKO_26862	CAEEL00987
OG0001405	SACKO_07421	CAEEL02297
OG0001408	SACKO_32306	CAEEL19513
OG0001409	SACKO_32640	CAEEL02567
OG0001410	SACKO_14471	CAEEL16277
OG0001411	SACKO_04096	CAEEL07405
OG0001412	SACKO_01410	CAEEL09044
OG0001413	SACKO_13707	CAEEL08368
OG0001413	SACKO_08606	CAEEL04716
OG0001414	SACKO_04758, SACKO_30191	CAEEL13823
OG0001416	SACKO_30742	CAEEL04141, CAEEL04142
OG0001417	SACKO_29213, SACKO_19020	CAEEL02921
OG0001418	SACKO_04240	CAEEL11722
OG0001421	SACKO_11974	CAEEL14241
OG0001422	SACKO_08100	CAEEL06778
OG0001423	SACKO_22783	CAEEL18493
OG0001424	SACKO_10409	CAEEL12121
OG0001424	SACKO_16678	CAEEL10850
OG0001425	SACKO_32937	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	SACKO_29415	CAEEL06005, CAEEL06004
OG0001428	SACKO_29404	CAEEL05279
OG0001429	SACKO_04222	CAEEL04279
OG0001430	SACKO_23248	CAEEL14236
OG0001431	SACKO_19695	CAEEL01932, CAEEL07478
OG0001432	SACKO_12685	CAEEL18746
OG0001433	SACKO_20980	CAEEL01226
OG0001436	SACKO_20014	CAEEL01644, CAEEL01645
OG0001437	SACKO_23971, SACKO_01223, SACKO_25064	CAEEL01346, CAEEL01345
OG0001439	SACKO_32633	CAEEL19443
OG0001440	SACKO_13032	CAEEL02919
OG0001445	SACKO_32917	CAEEL10043, CAEEL10044
OG0001446	SACKO_01303, SACKO_29925	CAEEL19040, CAEEL19039
OG0001449	SACKO_30150	CAEEL05216
OG0001450	SACKO_12802	CAEEL12602
OG0001452	SACKO_08603	CAEEL02837
OG0001455	SACKO_15116	CAEEL04493
OG0001458	SACKO_09504	CAEEL04619
OG0001459	SACKO_12626	CAEEL20135, CAEEL17975
OG0001460	SACKO_33477	CAEEL11040, CAEEL11027
OG0001461	SACKO_33755, SACKO_32797	CAEEL09368
OG0001462	SACKO_31580	CAEEL14714
OG0001462	SACKO_04210	CAEEL03309
OG0001464	SACKO_17111, SACKO_16693	CAEEL07180
OG0001465	SACKO_13637	CAEEL06490
OG0001466	SACKO_25244, SACKO_06437	CAEEL00165
OG0001468	SACKO_04663	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	SACKO_18991, SACKO_06864	CAEEL06147
OG0001469	SACKO_14829	CAEEL06502
OG0001472	SACKO_32963	CAEEL07491
OG0001472	SACKO_05324	CAEEL02663
OG0001473	SACKO_16082, SACKO_16044, SACKO_16047	CAEEL15728, CAEEL16017
OG0001474	SACKO_22047	CAEEL07328
OG0001475	SACKO_18688	CAEEL05298
OG0001476	SACKO_06016	CAEEL00667
OG0001478	SACKO_22168, SACKO_22673	CAEEL11433
OG0001479	SACKO_02888	CAEEL19245
OG0001480	SACKO_24421, SACKO_24426	CAEEL01047
OG0001482	SACKO_10214	CAEEL08859
OG0001484	SACKO_06239	CAEEL01076, CAEEL01075
OG0001485	SACKO_29097, SACKO_18011	CAEEL01187
OG0001486	SACKO_09648	CAEEL06199
OG0001489	SACKO_14714, SACKO_26616	CAEEL05101
OG0001490	SACKO_31213	CAEEL16486
OG0001492	SACKO_03265	CAEEL08792
OG0001493	SACKO_14201	CAEEL18338
OG0001500	SACKO_17784	CAEEL11009
OG0001502	SACKO_09265	CAEEL06434, CAEEL06435
OG0001503	SACKO_02436	CAEEL04111
OG0001503	SACKO_18105	CAEEL08520
OG0001504	SACKO_29597, SACKO_07151, SACKO_19671, SACKO_29627, SACKO_29647	CAEEL05392
OG0001505	SACKO_14128, SACKO_28620	CAEEL05185, CAEEL08607
OG0001506	SACKO_20284	CAEEL04371
OG0001508	SACKO_27803, SACKO_27807	CAEEL19670
OG0001510	SACKO_33627	CAEEL19165
OG0001512	SACKO_07336	CAEEL01283
OG0001513	SACKO_31007	CAEEL08114
OG0001514	SACKO_25264	CAEEL18917
OG0001515	SACKO_03778	CAEEL07598, CAEEL07033
OG0001516	SACKO_14946	CAEEL05831
OG0001517	SACKO_25454	CAEEL20700
OG0001522	SACKO_04762, SACKO_07400	CAEEL01881
OG0001523	SACKO_23353	CAEEL20306
OG0001524	SACKO_12588, SACKO_34156, SACKO_29641	CAEEL18987, CAEEL00715
OG0001525	SACKO_22296	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	SACKO_27619	CAEEL19873
OG0001527	SACKO_08580	CAEEL08026
OG0001527	SACKO_08171	CAEEL02029
OG0001528	SACKO_09485	CAEEL20795
OG0001529	SACKO_06915	CAEEL01822, CAEEL20748, CAEEL06896
OG0001530	SACKO_32722	CAEEL11993
OG0001531	SACKO_00106	CAEEL08503
OG0001532	SACKO_29501	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	SACKO_04654, SACKO_27500, SACKO_27489, SACKO_04656	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	SACKO_19636, SACKO_06074	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	SACKO_28388, SACKO_28412	CAEEL15530
OG0001538	SACKO_28396, SACKO_28387	CAEEL14286
OG0001549	SACKO_15171	CAEEL18956
OG0001551	SACKO_14902	CAEEL13359
OG0001552	SACKO_08825, SACKO_08817, SACKO_08820, SACKO_08830	CAEEL09513
OG0001553	SACKO_14766	CAEEL10745
OG0001554	SACKO_27914	CAEEL00812
OG0001555	SACKO_18316, SACKO_28913	CAEEL17420, CAEEL04181
OG0001557	SACKO_08809	CAEEL09005
OG0001557	SACKO_23724	CAEEL09508
OG0001558	SACKO_25319	CAEEL05103, CAEEL08374
OG0001559	SACKO_09139	CAEEL16062
OG0001560	SACKO_24664	CAEEL01011
OG0001561	SACKO_16712	CAEEL11007
OG0001567	SACKO_01333, SACKO_23984	CAEEL04524
OG0001568	SACKO_33374	CAEEL15339
OG0001570	SACKO_27622, SACKO_27563	CAEEL11034
OG0001572	SACKO_31302	CAEEL00311
OG0001575	SACKO_16093	CAEEL09642
OG0001576	SACKO_29281	CAEEL00120
OG0001578	SACKO_25675	CAEEL10814, CAEEL18928
OG0001580	SACKO_00171	CAEEL02579
OG0001581	SACKO_07437, SACKO_04849, SACKO_04823, SACKO_23137	CAEEL09430, CAEEL13347, CAEEL16915
OG0001583	SACKO_26995	CAEEL19802
OG0001589	SACKO_25592	CAEEL18417
OG0001590	SACKO_23759, SACKO_21309, SACKO_21282, SACKO_03473	CAEEL15262, CAEEL15263
OG0001593	SACKO_13940	CAEEL02963, CAEEL13946
OG0001594	SACKO_26083, SACKO_31513	CAEEL08545
OG0001597	SACKO_02083	CAEEL10283
OG0001599	SACKO_01015	CAEEL20479
OG0001602	SACKO_12750	CAEEL18101
OG0001604	SACKO_22259, SACKO_08859	CAEEL04879
OG0001606	SACKO_11769	CAEEL14239
OG0001606	SACKO_12732	CAEEL15795
OG0001608	SACKO_01827, SACKO_24291, SACKO_05318, SACKO_28922, SACKO_05268, SACKO_05333	CAEEL02190, CAEEL02191
OG0001609	SACKO_20157	CAEEL19774
OG0001609	SACKO_20497	CAEEL10790
OG0001610	SACKO_05583	CAEEL02035, CAEEL20252
OG0001611	SACKO_32339	CAEEL15699
OG0001614	SACKO_12210	CAEEL01012
OG0001615	SACKO_32434	CAEEL04670
OG0001620	SACKO_08656	CAEEL18514, CAEEL18862
OG0001621	SACKO_33548	CAEEL08615
OG0001625	SACKO_05676	CAEEL05727
OG0001627	SACKO_16597, SACKO_16647	CAEEL00684
OG0001628	SACKO_21663, SACKO_17702, SACKO_33995, SACKO_09129	CAEEL00193
OG0001630	SACKO_16977, SACKO_21573	CAEEL05563
OG0001632	SACKO_01195	CAEEL16035
OG0001635	SACKO_16856, SACKO_33549	CAEEL08024
OG0001638	SACKO_31247	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	SACKO_01222, SACKO_01197	CAEEL10788
OG0001641	SACKO_24443	CAEEL00743
OG0001642	SACKO_01281	CAEEL15818
OG0001643	SACKO_02624	CAEEL19599
OG0001651	SACKO_21460	CAEEL10611
OG0001653	SACKO_07366	CAEEL03026
OG0001654	SACKO_11259, SACKO_11277	CAEEL20359, CAEEL20360
OG0001655	SACKO_11250	CAEEL05314
OG0001656	SACKO_26228	CAEEL07456
OG0001657	SACKO_20171, SACKO_20167	CAEEL08928, CAEEL08927
OG0001661	SACKO_33933	CAEEL14147
OG0001663	SACKO_23924, SACKO_09786	CAEEL10899, CAEEL10898
OG0001665	SACKO_05684, SACKO_00376	CAEEL07716
OG0001666	SACKO_01113, SACKO_01109, SACKO_19676, SACKO_01380	CAEEL07781
OG0001668	SACKO_10356	CAEEL00277
OG0001671	SACKO_32767, SACKO_16934, SACKO_16917	CAEEL19781
OG0001672	SACKO_00203	CAEEL08375
OG0001673	SACKO_02320	CAEEL17134, CAEEL17133
OG0001675	SACKO_13788, SACKO_12839	CAEEL00808
OG0001676	SACKO_06479	CAEEL01617
OG0001677	SACKO_02202, SACKO_32286	CAEEL07860
OG0001679	SACKO_31963	CAEEL18912
OG0001680	SACKO_14900	CAEEL15664
OG0001682	SACKO_16335	CAEEL17995
OG0001683	SACKO_25195	CAEEL00875
OG0001684	SACKO_17645	CAEEL08513, CAEEL19560
OG0001685	SACKO_33558	CAEEL06629, CAEEL19461
OG0001688	SACKO_29664	CAEEL06653
OG0001690	SACKO_16084, SACKO_16073, SACKO_24918	CAEEL02923
OG0001691	SACKO_07768	CAEEL09136, CAEEL09137
OG0001700	SACKO_05926	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327
OG0001706	SACKO_16140	CAEEL00824
OG0001707	SACKO_27712, SACKO_27719, SACKO_08114	CAEEL18144, CAEEL17802
OG0001709	SACKO_21009, SACKO_14450	CAEEL07646, CAEEL07650
OG0001710	SACKO_07572, SACKO_32793, SACKO_20510	CAEEL11053
OG0001711	SACKO_00222, SACKO_00220	CAEEL15052
OG0001713	SACKO_33794, SACKO_29813	CAEEL04261
OG0001713	SACKO_10739, SACKO_26830, SACKO_16172	CAEEL02704
OG0001714	SACKO_24475	CAEEL12772
OG0001714	SACKO_09358	CAEEL15825
OG0001718	SACKO_06683, SACKO_01615, SACKO_22232	CAEEL12769
OG0001720	SACKO_07137, SACKO_07098	CAEEL07819
OG0001721	SACKO_14258	CAEEL10104, CAEEL11043
OG0001723	SACKO_00445	CAEEL19731
OG0001724	SACKO_30787	CAEEL00188, CAEEL09412
OG0001726	SACKO_25741	CAEEL15546
OG0001727	SACKO_05239	CAEEL15354
OG0001728	SACKO_11865	CAEEL20444
OG0001730	SACKO_21513	CAEEL04519
OG0001731	SACKO_18494	CAEEL19569
OG0001732	SACKO_08518	CAEEL05337
OG0001733	SACKO_19517, SACKO_19883	CAEEL11586
OG0001734	SACKO_02563, SACKO_26225	CAEEL11289
OG0001735	SACKO_00648	CAEEL08598
OG0001736	SACKO_08177	CAEEL20331
OG0001736	SACKO_26229	CAEEL15493
OG0001738	SACKO_08321	CAEEL09745, CAEEL09746
OG0001739	SACKO_05033	CAEEL10953
OG0001743	SACKO_16126	CAEEL18830
OG0001744	SACKO_11153	CAEEL18540
OG0001745	SACKO_10001	CAEEL15294
OG0001746	SACKO_29336	CAEEL09374
OG0001747	SACKO_10019	CAEEL13414, CAEEL14611, CAEEL15557
OG0001750	SACKO_27270	CAEEL08294
OG0001754	SACKO_08958	CAEEL06405
OG0001755	SACKO_23371	CAEEL12716
OG0001755	SACKO_22480	CAEEL16403
OG0001756	SACKO_10270, SACKO_17493	CAEEL02757
OG0001769	SACKO_20080	CAEEL12367
OG0001770	SACKO_19586	CAEEL12180
OG0001774	SACKO_02280	CAEEL20358
OG0001774	SACKO_26050	CAEEL07377, CAEEL01266
OG0001775	SACKO_29841	CAEEL01757
OG0001776	SACKO_24049	CAEEL20827
OG0001777	SACKO_16744	CAEEL07037
OG0001780	SACKO_02736, SACKO_09942, SACKO_03637	CAEEL12979
OG0001781	SACKO_15440	CAEEL04378
OG0001781	SACKO_18083	CAEEL06468
OG0001782	SACKO_00246	CAEEL11605
OG0001783	SACKO_04878	CAEEL18807
OG0001785	SACKO_33880	CAEEL10450, CAEEL07502
OG0001787	SACKO_25176	CAEEL07669
OG0001792	SACKO_31467	CAEEL00159
OG0001793	SACKO_11163	CAEEL07806
OG0001797	SACKO_24953	CAEEL19521, CAEEL11913, CAEEL20460
OG0001798	SACKO_24715, SACKO_24082	CAEEL02504
OG0001799	SACKO_30705	CAEEL07172
OG0001800	SACKO_21970	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	SACKO_31950	CAEEL10422, CAEEL19401
OG0001809	SACKO_20099, SACKO_20097	CAEEL18133
OG0001810	SACKO_23080	CAEEL00534
OG0001811	SACKO_03576	CAEEL12329
OG0001815	SACKO_20439	CAEEL15383
OG0001816	SACKO_27609	CAEEL05710
OG0001818	SACKO_02318	CAEEL16460
OG0001819	SACKO_33357, SACKO_04722	CAEEL08110
OG0001820	SACKO_30132	CAEEL00161
OG0001821	SACKO_18447, SACKO_28189	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
OG0001822	SACKO_04572	CAEEL14275, CAEEL14276
OG0001823	SACKO_14266	CAEEL18465
OG0001824	SACKO_11533, SACKO_20430, SACKO_16267	CAEEL20525
OG0001826	SACKO_26413	CAEEL08005, CAEEL18927
OG0001827	SACKO_20145, SACKO_22796	CAEEL12511
OG0001830	SACKO_21536	CAEEL00742
OG0001831	SACKO_24375	CAEEL10161, CAEEL19257
OG0001832	SACKO_10816	CAEEL05995
OG0001834	SACKO_01750	CAEEL08270
OG0001835	SACKO_08883, SACKO_30526, SACKO_23344	CAEEL15709
OG0001842	SACKO_12040, SACKO_20643, SACKO_31724, SACKO_00317, SACKO_33226, SACKO_12044, SACKO_20646	CAEEL06944
OG0001846	SACKO_34093	CAEEL02581, CAEEL02580
OG0001849	SACKO_11705, SACKO_00014	CAEEL04779
OG0001849	SACKO_22961	CAEEL07132
OG0001850	SACKO_26806, SACKO_17478	CAEEL04901
OG0001852	SACKO_23655, SACKO_00057	CAEEL10571
OG0001853	SACKO_15654, SACKO_15642	CAEEL00334, CAEEL01622
OG0001857	SACKO_13794	CAEEL04635
OG0001858	SACKO_17877	CAEEL11554
OG0001860	SACKO_06288	CAEEL19534
OG0001861	SACKO_08805	CAEEL19043
OG0001862	SACKO_21316, SACKO_00851	CAEEL07094
OG0001863	SACKO_28231	CAEEL11286
OG0001864	SACKO_34085	CAEEL00359
OG0001866	SACKO_27773	CAEEL12131
OG0001867	SACKO_13015	CAEEL18932
OG0001870	SACKO_14244	CAEEL18619
OG0001873	SACKO_07283	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	SACKO_07809, SACKO_15461, SACKO_15462, SACKO_07808	CAEEL00933
OG0001875	SACKO_22430	CAEEL09917
OG0001876	SACKO_24935, SACKO_24943	CAEEL11614
OG0001878	SACKO_20019	CAEEL07138
OG0001879	SACKO_33146	CAEEL07021, CAEEL20524, CAEEL09154
OG0001881	SACKO_12641	CAEEL18890
OG0001883	SACKO_02765	CAEEL19810
