Orthogroup	SACKO_ok	ASTMX
OG0001238	SACKO_10255	ASTMX03666
OG0001238	SACKO_15368, SACKO_15935	ASTMX13748, ASTMX05355
OG0001239	SACKO_01576	ASTMX05182, ASTMX13945, ASTMX09470
OG0001240	SACKO_21921	ASTMX20546, ASTMX04906, ASTMX01860, ASTMX15738, ASTMX18848
OG0001241	SACKO_21518	ASTMX06697
OG0001241	SACKO_25804	ASTMX04159, ASTMX18901
OG0001242	SACKO_19062, SACKO_19023	ASTMX06205, ASTMX18340
OG0001243	SACKO_00190	ASTMX17034, ASTMX02160, ASTMX19994
OG0001245	SACKO_17905	ASTMX04711, ASTMX08255, ASTMX15831, ASTMX03252
OG0001246	SACKO_32855	ASTMX05438
OG0001247	SACKO_16919	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338
OG0001248	SACKO_03917	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178
OG0001249	SACKO_07044	ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928
OG0001250	SACKO_22060	ASTMX15491, ASTMX07689, ASTMX20710
OG0001251	SACKO_21043	ASTMX12740
OG0001252	SACKO_00497	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917
OG0001253	SACKO_07955	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786
OG0001254	SACKO_17085	ASTMX21459
OG0001254	SACKO_17104	ASTMX10576, ASTMX17225
OG0001255	SACKO_21405	ASTMX06824, ASTMX12253, ASTMX12915, ASTMX22403, ASTMX15660, ASTMX11198, ASTMX08567, ASTMX14314, ASTMX05306, ASTMX16297, ASTMX08714, ASTMX09718
OG0001256	SACKO_32561	ASTMX12301, ASTMX04241, ASTMX01544
OG0001261	SACKO_02379	ASTMX19187, ASTMX01634, ASTMX00068
OG0001262	SACKO_14536, SACKO_14562, SACKO_14419, SACKO_00970, SACKO_00906, SACKO_33160	ASTMX21377
OG0001263	SACKO_18553	ASTMX17678, ASTMX07639
OG0001263	SACKO_10674	ASTMX17278
OG0001264	SACKO_25559	ASTMX07471, ASTMX13848, ASTMX00881
OG0001266	SACKO_34097	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967
OG0001267	SACKO_05778, SACKO_25091	ASTMX15901
OG0001267	SACKO_21996	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889
OG0001268	SACKO_30805	ASTMX20034
OG0001270	SACKO_24994	ASTMX19479
OG0001270	SACKO_01019	ASTMX03630
OG0001271	SACKO_30312	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815
OG0001272	SACKO_25421	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726
OG0001273	SACKO_29270	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354
OG0001274	SACKO_16020	ASTMX22021, ASTMX13163, ASTMX06912
OG0001275	SACKO_31414	ASTMX03842
OG0001276	SACKO_30635	ASTMX03010, ASTMX09183
OG0001278	SACKO_28908, SACKO_12827, SACKO_12823	ASTMX04865
OG0001279	SACKO_20454	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584
OG0001280	SACKO_17298	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435
OG0001281	SACKO_27839, SACKO_17699, SACKO_17706, SACKO_27835, SACKO_17701	ASTMX02972, ASTMX13937, ASTMX06587
OG0001282	SACKO_11635	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656
OG0001283	SACKO_01310, SACKO_15324	ASTMX22180, ASTMX22202
OG0001284	SACKO_27293	ASTMX09601
OG0001284	SACKO_16492	ASTMX06818, ASTMX13787, ASTMX17233
OG0001287	SACKO_31693	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804
OG0001288	SACKO_15962	ASTMX00451, ASTMX12396
OG0001290	SACKO_09675, SACKO_22471	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455
OG0001291	SACKO_21943	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302
OG0001292	SACKO_15420	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449
OG0001293	SACKO_21987	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515
OG0001294	SACKO_03533	ASTMX01279
OG0001295	SACKO_22899	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791
OG0001296	SACKO_11661	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113
OG0001297	SACKO_31951, SACKO_31914	ASTMX21540, ASTMX18732, ASTMX17762
OG0001300	SACKO_02042	ASTMX06507, ASTMX16708, ASTMX01169
OG0001302	SACKO_07352	ASTMX00499
OG0001302	SACKO_13308	ASTMX18397
OG0001304	SACKO_19061	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455
OG0001305	SACKO_26780	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148
OG0001306	SACKO_25708	ASTMX15047, ASTMX12449
OG0001306	SACKO_10996	ASTMX07805
OG0001308	SACKO_29701	ASTMX12136, ASTMX14880, ASTMX11270
OG0001309	SACKO_31608	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510
OG0001310	SACKO_11650	ASTMX09500
OG0001310	SACKO_12687	ASTMX19103, ASTMX15228, ASTMX19102
OG0001311	SACKO_03046	ASTMX15821, ASTMX19766
OG0001311	SACKO_14169	ASTMX21056, ASTMX12561
OG0001312	SACKO_03694	ASTMX21632, ASTMX06204
OG0001315	SACKO_09990	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931
OG0001316	SACKO_32180	ASTMX11105, ASTMX06180, ASTMX08793
OG0001317	SACKO_20482	ASTMX07111
OG0001317	SACKO_08200	ASTMX20575
OG0001318	SACKO_20260	ASTMX01432
OG0001318	SACKO_33046	ASTMX07560, ASTMX04187
OG0001319	SACKO_33893	ASTMX21712
OG0001319	SACKO_17261	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136
OG0001320	SACKO_15495	ASTMX02658
OG0001320	SACKO_03528	ASTMX12886, ASTMX12104
OG0001321	SACKO_00755	ASTMX06232, ASTMX07920, ASTMX01880
OG0001322	SACKO_08315	ASTMX01716, ASTMX07256
OG0001322	SACKO_00634, SACKO_05223	ASTMX16188
OG0001324	SACKO_04648	ASTMX04156
OG0001325	SACKO_27663	ASTMX19331
OG0001326	SACKO_30260	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581
OG0001327	SACKO_11723	ASTMX01100
OG0001327	SACKO_26434	ASTMX18676, ASTMX05552
OG0001329	SACKO_23438	ASTMX07142, ASTMX13340, ASTMX03753, ASTMX00036
OG0001330	SACKO_00723	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195
OG0001331	SACKO_23573	ASTMX11613
OG0001332	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770	ASTMX08248, ASTMX16970
OG0001333	SACKO_02537, SACKO_31933, SACKO_31954	ASTMX05919, ASTMX07699
OG0001337	SACKO_02804	ASTMX05953, ASTMX13440, ASTMX17317
OG0001339	SACKO_07781	ASTMX08150, ASTMX03817, ASTMX01194
OG0001341	SACKO_06241	ASTMX04021, ASTMX18606
OG0001344	SACKO_14763	ASTMX12839, ASTMX12838
OG0001345	SACKO_23714, SACKO_23639, SACKO_23595, SACKO_23715	ASTMX17745
OG0001348	SACKO_28912	ASTMX09799, ASTMX08553, ASTMX19294
OG0001350	SACKO_01084, SACKO_01074	ASTMX06475
OG0001351	SACKO_20883	ASTMX00127, ASTMX00552
OG0001352	SACKO_25575, SACKO_25587, SACKO_15835, SACKO_13422, SACKO_13435	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804
OG0001353	SACKO_22195	ASTMX14151
OG0001353	SACKO_05612	ASTMX11924, ASTMX13745
OG0001354	SACKO_05972	ASTMX11901
OG0001354	SACKO_27003	ASTMX15487, ASTMX02827, ASTMX19253
OG0001355	SACKO_12733	ASTMX03894, ASTMX05031, ASTMX05922
OG0001356	SACKO_23436	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357
OG0001357	SACKO_32377	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930
OG0001358	SACKO_18923	ASTMX08140
OG0001358	SACKO_18913	ASTMX02990, ASTMX13721, ASTMX08819, ASTMX08141, ASTMX10244
OG0001359	SACKO_04499	ASTMX02428, ASTMX11942, ASTMX17796, ASTMX09162
OG0001360	SACKO_33652	ASTMX19584
OG0001361	SACKO_13566	ASTMX01071, ASTMX20061, ASTMX16172
OG0001362	SACKO_31554	ASTMX11654
OG0001363	SACKO_02886	ASTMX08285, ASTMX10326, ASTMX03420
OG0001364	SACKO_22285	ASTMX17782, ASTMX06972, ASTMX17850
OG0001365	SACKO_18744	ASTMX00017, ASTMX18825, ASTMX17303
OG0001366	SACKO_14270	ASTMX01928, ASTMX19346
OG0001366	SACKO_14260	ASTMX02673
OG0001367	SACKO_11804	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021
OG0001368	SACKO_12370	ASTMX03257, ASTMX15096, ASTMX16548
OG0001369	SACKO_30830	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417
OG0001370	SACKO_10513	ASTMX09028
OG0001370	SACKO_00812	ASTMX12996
OG0001371	SACKO_17304, SACKO_17312, SACKO_19756	ASTMX10538
OG0001372	SACKO_27587	ASTMX06020
OG0001373	SACKO_09984	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731
OG0001374	SACKO_07337	ASTMX18408, ASTMX04259, ASTMX21457
OG0001375	SACKO_12584, SACKO_12521	ASTMX15348
OG0001375	SACKO_21495	ASTMX12879, ASTMX05755, ASTMX08713
OG0001376	SACKO_34148	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887
OG0001377	SACKO_25288	ASTMX02709, ASTMX03269
OG0001377	SACKO_10382, SACKO_10375, SACKO_07390, SACKO_16602, SACKO_08556	ASTMX20261, ASTMX18913, ASTMX20260, ASTMX20259, ASTMX21994, ASTMX15701
OG0001378	SACKO_21687	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632
OG0001380	SACKO_30081, SACKO_01944, SACKO_30082	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026
OG0001381	SACKO_25884	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370
OG0001384	SACKO_13100	ASTMX02250, ASTMX07280
OG0001386	SACKO_02115	ASTMX10454, ASTMX13567
OG0001387	SACKO_07056	ASTMX07864, ASTMX13262, ASTMX14247, ASTMX08858
OG0001388	SACKO_17625	ASTMX09590, ASTMX20153, ASTMX01154
OG0001389	SACKO_01374	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746
OG0001395	SACKO_14815	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549
OG0001397	SACKO_20543	ASTMX08012, ASTMX19505
OG0001397	SACKO_02267	ASTMX01488
OG0001399	SACKO_22119	ASTMX06124
OG0001399	SACKO_19007	ASTMX11454, ASTMX00428
OG0001400	SACKO_05641	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897
OG0001401	SACKO_26685	ASTMX22162
OG0001402	SACKO_07573	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686
OG0001404	SACKO_05491	ASTMX05687
OG0001405	SACKO_26862	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520
OG0001405	SACKO_07421	ASTMX21998
OG0001406	SACKO_29996	ASTMX11154, ASTMX06992, ASTMX15717
OG0001408	SACKO_32306	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996
OG0001409	SACKO_32640	ASTMX06764, ASTMX08743, ASTMX16438, ASTMX11918
OG0001410	SACKO_14471	ASTMX14683
OG0001410	SACKO_00287	ASTMX11950
OG0001411	SACKO_04096	ASTMX12471
OG0001412	SACKO_09199, SACKO_13714	ASTMX19015, ASTMX19014
OG0001413	SACKO_13707	ASTMX19024
OG0001414	SACKO_30191	ASTMX02756
OG0001416	SACKO_14338	ASTMX16935, ASTMX00724, ASTMX04812
OG0001417	SACKO_19012	ASTMX08035, ASTMX09578
OG0001417	SACKO_28149	ASTMX15359, ASTMX02876
OG0001418	SACKO_04240	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463
OG0001419	SACKO_11370	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003
OG0001420	SACKO_11942	ASTMX04576, ASTMX01772, ASTMX08878, ASTMX08385, ASTMX19032, ASTMX19033
OG0001421	SACKO_11974	ASTMX10787, ASTMX08122, ASTMX03810
OG0001422	SACKO_08100	ASTMX17695, ASTMX01913
OG0001423	SACKO_22783	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608
OG0001424	SACKO_10409	ASTMX17288
OG0001425	SACKO_32937	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948
OG0001426	SACKO_29415	ASTMX11150, ASTMX19183, ASTMX05528, ASTMX15051, ASTMX19182, ASTMX02679, ASTMX19079
OG0001427	SACKO_25289	ASTMX01765, ASTMX17165
OG0001428	SACKO_29404	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746
OG0001429	SACKO_04211	ASTMX07960, ASTMX05781, ASTMX16296
OG0001430	SACKO_23248	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065
OG0001431	SACKO_19695	ASTMX15509, ASTMX15371
OG0001433	SACKO_20980	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945
OG0001434	SACKO_08035	ASTMX09914
OG0001435	SACKO_09568, SACKO_09561, SACKO_09540, SACKO_09588, SACKO_09604, SACKO_09579, SACKO_09550, SACKO_09534	ASTMX16673, ASTMX07968
OG0001436	SACKO_20014	ASTMX01918
OG0001437	SACKO_23971	ASTMX02671
OG0001437	SACKO_01223	ASTMX18553, ASTMX12632
OG0001438	SACKO_22113, SACKO_28211	ASTMX16984
OG0001440	SACKO_13032	ASTMX06448, ASTMX19471, ASTMX02877
OG0001441	SACKO_07486	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800
OG0001445	SACKO_32917	ASTMX04130, ASTMX07057
OG0001447	SACKO_02819	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124
OG0001449	SACKO_30150	ASTMX21017, ASTMX21018
OG0001449	SACKO_24439	ASTMX16238
OG0001451	SACKO_10470	ASTMX19016
OG0001451	SACKO_05414, SACKO_07824	ASTMX00580
OG0001452	SACKO_08603	ASTMX12067, ASTMX20582, ASTMX19197
OG0001453	SACKO_00292, SACKO_12622	ASTMX22407, ASTMX10274, ASTMX00250
OG0001454	SACKO_25073	ASTMX18012, ASTMX21139
OG0001455	SACKO_15116	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167
OG0001456	SACKO_21919, SACKO_00295	ASTMX22915
OG0001457	SACKO_30564, SACKO_25543	ASTMX04194, ASTMX01925, ASTMX22469, ASTMX00888, ASTMX08468, ASTMX19726, ASTMX18878, ASTMX08470
OG0001458	SACKO_09504	ASTMX19929, ASTMX03755, ASTMX18146, ASTMX01176, ASTMX00012, ASTMX13313, ASTMX00013
OG0001459	SACKO_12626	ASTMX20587, ASTMX19737
OG0001460	SACKO_33477	ASTMX05935
OG0001460	SACKO_22427	ASTMX06612
OG0001461	SACKO_33755, SACKO_32797	ASTMX05184
OG0001462	SACKO_04210	ASTMX19123
OG0001463	SACKO_06141, SACKO_31720, SACKO_15166, SACKO_29008, SACKO_29029, SACKO_29002	ASTMX00203, ASTMX01706
OG0001464	SACKO_17111, SACKO_16693	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688
OG0001465	SACKO_13637	ASTMX22228
OG0001465	SACKO_08994	ASTMX20175, ASTMX20176
OG0001466	SACKO_25244	ASTMX10811
OG0001466	SACKO_06437	ASTMX14884
OG0001467	SACKO_17605, SACKO_17589, SACKO_14633	ASTMX14338
OG0001467	SACKO_14405	ASTMX02258
OG0001468	SACKO_04663	ASTMX14778, ASTMX06215, ASTMX18545
OG0001469	SACKO_06864	ASTMX17940
OG0001469	SACKO_14829	ASTMX05748
OG0001470	SACKO_29094, SACKO_26935	ASTMX22480, ASTMX02997, ASTMX02333
OG0001472	SACKO_32963	ASTMX14550
OG0001472	SACKO_05324	ASTMX17138
OG0001473	SACKO_19103, SACKO_16082, SACKO_16044, SACKO_16047	ASTMX15501, ASTMX19877
OG0001474	SACKO_17239	ASTMX12989
OG0001474	SACKO_22047	ASTMX07703
OG0001475	SACKO_18688	ASTMX01033, ASTMX04792
OG0001476	SACKO_06016	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706
OG0001477	SACKO_21777, SACKO_24437, SACKO_24423, SACKO_24422	ASTMX18316
OG0001478	SACKO_22168	ASTMX12885
OG0001478	SACKO_22673	ASTMX07723
OG0001479	SACKO_02888	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077
OG0001480	SACKO_24426	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426
OG0001481	SACKO_31627	ASTMX08128, ASTMX08933, ASTMX13517, ASTMX14788
OG0001482	SACKO_10214	ASTMX17250, ASTMX10958, ASTMX07796, ASTMX13431, ASTMX13296, ASTMX22753, ASTMX17504
OG0001484	SACKO_06239	ASTMX18774
OG0001485	SACKO_29097, SACKO_18011	ASTMX04894, ASTMX10882, ASTMX03334, ASTMX21672
OG0001486	SACKO_09648	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981
OG0001487	SACKO_16382	ASTMX16831, ASTMX00874, ASTMX18578
OG0001488	SACKO_02069	ASTMX18812
OG0001489	SACKO_14714, SACKO_26616	ASTMX12776, ASTMX12086, ASTMX11213
OG0001490	SACKO_31213	ASTMX07604, ASTMX00526, ASTMX03930, ASTMX19516, ASTMX03287, ASTMX16189
OG0001491	SACKO_19740	ASTMX04511, ASTMX09068, ASTMX20207, ASTMX07683
OG0001492	SACKO_03265	ASTMX17077, ASTMX04445
OG0001493	SACKO_14767	ASTMX20989, ASTMX22693
OG0001495	SACKO_09788, SACKO_09799	ASTMX17637
OG0001496	SACKO_00443, SACKO_23322, SACKO_11691	ASTMX09754
OG0001498	SACKO_11396, SACKO_11399, SACKO_30795, SACKO_10260, SACKO_01456, SACKO_23561	ASTMX14816, ASTMX14815, ASTMX17721
OG0001500	SACKO_17784	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006
OG0001501	SACKO_17924	ASTMX09507
OG0001502	SACKO_22382	ASTMX20142, ASTMX07825
OG0001503	SACKO_02436	ASTMX02356
OG0001503	SACKO_18105	ASTMX19525
OG0001504	SACKO_07151, SACKO_19671, SACKO_29627, SACKO_29647	ASTMX13743
OG0001505	SACKO_14128	ASTMX16658, ASTMX10480
OG0001506	SACKO_20284	ASTMX16668, ASTMX02040
OG0001507	SACKO_07854, SACKO_07882	ASTMX04595, ASTMX10941, ASTMX13047
OG0001508	SACKO_27803, SACKO_27807	ASTMX16208, ASTMX16207
OG0001510	SACKO_33627	ASTMX01738, ASTMX20539, ASTMX20538, ASTMX05480
OG0001511	SACKO_25814	ASTMX18393, ASTMX02680
OG0001515	SACKO_03778	ASTMX13055, ASTMX11972, ASTMX03532
OG0001516	SACKO_14946	ASTMX06094, ASTMX22766
OG0001517	SACKO_25454	ASTMX05080, ASTMX07941
OG0001520	SACKO_20861, SACKO_19292	ASTMX04278
OG0001521	SACKO_17000	ASTMX22388, ASTMX03359, ASTMX10387, ASTMX09846, ASTMX06803
OG0001522	SACKO_07400	ASTMX05739
OG0001523	SACKO_23353	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261
OG0001524	SACKO_26996	ASTMX02800
OG0001524	SACKO_12588, SACKO_34156, SACKO_29641	ASTMX10909
OG0001525	SACKO_22296	ASTMX03602
OG0001526	SACKO_27619	ASTMX08595, ASTMX10378, ASTMX13114
OG0001527	SACKO_08580	ASTMX03505
OG0001528	SACKO_09485	ASTMX05668, ASTMX15564, ASTMX07962, ASTMX15565
OG0001529	SACKO_06915	ASTMX09418, ASTMX00938, ASTMX00780
OG0001530	SACKO_32722	ASTMX06648, ASTMX06951
OG0001531	SACKO_00106	ASTMX12093, ASTMX01941, ASTMX07973, ASTMX13493
OG0001532	SACKO_29501	ASTMX04808, ASTMX17443, ASTMX02683, ASTMX09204, ASTMX06449
OG0001533	SACKO_04654, SACKO_27500, SACKO_27489, SACKO_04656	ASTMX12054, ASTMX05383, ASTMX00173
OG0001534	SACKO_22035	ASTMX18082, ASTMX07715, ASTMX20898, ASTMX01419
OG0001536	SACKO_19636, SACKO_06074	ASTMX15808
OG0001538	SACKO_28388, SACKO_28412	ASTMX10517, ASTMX02477, ASTMX03859
OG0001545	SACKO_27960	ASTMX03396, ASTMX18260, ASTMX09148, ASTMX14733
OG0001546	SACKO_07294	ASTMX10973, ASTMX01598
OG0001549	SACKO_15168, SACKO_15171	ASTMX20825, ASTMX02013, ASTMX05521, ASTMX19063, ASTMX09254
OG0001550	SACKO_11380	ASTMX18336, ASTMX06212
OG0001551	SACKO_14902	ASTMX01345, ASTMX03884
OG0001552	SACKO_08825, SACKO_08817, SACKO_08820, SACKO_08830	ASTMX18767
OG0001553	SACKO_14766	ASTMX13473, ASTMX02742, ASTMX20664
OG0001554	SACKO_27914	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008
OG0001556	SACKO_31615	ASTMX06308, ASTMX13006, ASTMX20843, ASTMX01352, ASTMX03951
OG0001557	SACKO_08809	ASTMX20060
OG0001558	SACKO_25319	ASTMX15085, ASTMX15086, ASTMX13703, ASTMX08558
OG0001559	SACKO_32399	ASTMX07506
OG0001559	SACKO_09139	ASTMX04609, ASTMX03837, ASTMX21052
OG0001560	SACKO_24664	ASTMX02440
OG0001561	SACKO_16712	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235
OG0001562	SACKO_29425	ASTMX18908
OG0001563	SACKO_05155, SACKO_05151, SACKO_16979	ASTMX16894
OG0001564	SACKO_28888	ASTMX08775, ASTMX04344, ASTMX08787
OG0001565	SACKO_32638	ASTMX15863, ASTMX02963, ASTMX07043, ASTMX09666
OG0001566	SACKO_19775	ASTMX01234, ASTMX16422
OG0001567	SACKO_01333, SACKO_23984	ASTMX04861, ASTMX05681
OG0001568	SACKO_33374	ASTMX14315
OG0001569	SACKO_29957, SACKO_29944	ASTMX09567, ASTMX00111, ASTMX08814, ASTMX08813
OG0001570	SACKO_25560	ASTMX17213
OG0001572	SACKO_31302	ASTMX10710
OG0001572	SACKO_30400	ASTMX21679
OG0001574	SACKO_33352	ASTMX04955, ASTMX14909, ASTMX14908, ASTMX10114
OG0001576	SACKO_29281	ASTMX04056
OG0001577	SACKO_25678	ASTMX22840
OG0001578	SACKO_25675	ASTMX17269
OG0001580	SACKO_00171	ASTMX17141, ASTMX00422, ASTMX07082
OG0001581	SACKO_07437, SACKO_04849, SACKO_04823, SACKO_23137	ASTMX16532
OG0001582	SACKO_18815	ASTMX05961, ASTMX13814, ASTMX08233, ASTMX17082
OG0001583	SACKO_26995	ASTMX21750, ASTMX01613, ASTMX19566, ASTMX06604, ASTMX04877
OG0001584	SACKO_00066	ASTMX16901
OG0001589	SACKO_25593	ASTMX20087
OG0001589	SACKO_25592	ASTMX19867
OG0001590	SACKO_23759, SACKO_21309, SACKO_21282, SACKO_03473	ASTMX14704
OG0001591	SACKO_13264	ASTMX14736, ASTMX03386, ASTMX12503
OG0001592	SACKO_13065, SACKO_04278, SACKO_13049	ASTMX00643, ASTMX07089, ASTMX03557, ASTMX03556, ASTMX19200, ASTMX12025
OG0001593	SACKO_13940	ASTMX21886, ASTMX18436, ASTMX00248, ASTMX04255
OG0001595	SACKO_29196, SACKO_27746, SACKO_29239, SACKO_29238	ASTMX11941
OG0001596	SACKO_27541	ASTMX17112
OG0001597	SACKO_02083	ASTMX12010
OG0001597	SACKO_32914	ASTMX02205
OG0001599	SACKO_01015	ASTMX14693, ASTMX18782
OG0001600	SACKO_01633	ASTMX00827, ASTMX04589, ASTMX16583, ASTMX11957, ASTMX16357
OG0001603	SACKO_23077	ASTMX06753, ASTMX22513
OG0001604	SACKO_22259	ASTMX20038
OG0001604	SACKO_08859	ASTMX22550, ASTMX05873
OG0001605	SACKO_00179	ASTMX17869, ASTMX10907, ASTMX17438, ASTMX13921
OG0001606	SACKO_11769	ASTMX13363
OG0001606	SACKO_12732	ASTMX19946
OG0001608	SACKO_01827, SACKO_24291, SACKO_05318, SACKO_28922, SACKO_05268, SACKO_05333	ASTMX13914, ASTMX16442, ASTMX00272
OG0001609	SACKO_20157	ASTMX05434
OG0001609	SACKO_20497	ASTMX10748
OG0001610	SACKO_05583	ASTMX11326, ASTMX21155, ASTMX22190, ASTMX15390
OG0001611	SACKO_32339	ASTMX19687, ASTMX14783, ASTMX22329, ASTMX10519, ASTMX17389, ASTMX13933
OG0001612	SACKO_08058	ASTMX08047
OG0001613	SACKO_14908	ASTMX20766, ASTMX17581, ASTMX10928, ASTMX10929, ASTMX08267, ASTMX07053
OG0001614	SACKO_12210	ASTMX11931
OG0001614	SACKO_22048	ASTMX01689
OG0001615	SACKO_32434	ASTMX02210, ASTMX03596, ASTMX14419
OG0001617	SACKO_32773	ASTMX09414, ASTMX08375, ASTMX07272, ASTMX08862
OG0001620	SACKO_08656	ASTMX09139, ASTMX06536, ASTMX11560
OG0001621	SACKO_33548	ASTMX22157, ASTMX01413, ASTMX19883
OG0001622	SACKO_24169	ASTMX12674, ASTMX13967, ASTMX13341, ASTMX13342
OG0001624	SACKO_23228	ASTMX01754, ASTMX01222, ASTMX04277, ASTMX13741
OG0001625	SACKO_05676	ASTMX02826, ASTMX01619, ASTMX01588
OG0001627	SACKO_16597	ASTMX10150
OG0001627	SACKO_16647	ASTMX14956, ASTMX16098, ASTMX14955, ASTMX18107, ASTMX18106
OG0001628	SACKO_17702	ASTMX10611
OG0001628	SACKO_09129	ASTMX13713
OG0001629	SACKO_28536	ASTMX02390, ASTMX13455
OG0001632	SACKO_01195	ASTMX09246, ASTMX19438, ASTMX01979
OG0001633	SACKO_17436	ASTMX13757
OG0001633	SACKO_20042, SACKO_31542, SACKO_20001	ASTMX13758
OG0001634	SACKO_16111	ASTMX20573, ASTMX09757
OG0001634	SACKO_04773	ASTMX05822, ASTMX13820
OG0001635	SACKO_16856, SACKO_33549	ASTMX10717, ASTMX01151, ASTMX11894
OG0001636	SACKO_16147	ASTMX18724, ASTMX18727, ASTMX18726
OG0001637	SACKO_15132, SACKO_20493	ASTMX17324
OG0001638	SACKO_31247	ASTMX17085, ASTMX13300, ASTMX13301
OG0001639	SACKO_26028	ASTMX05202, ASTMX20932, ASTMX02862
OG0001640	SACKO_01197	ASTMX10782, ASTMX15950
OG0001641	SACKO_24443	ASTMX17044, ASTMX12642, ASTMX21552
OG0001642	SACKO_01281	ASTMX03937, ASTMX06995, ASTMX06996, ASTMX06997
OG0001643	SACKO_02624	ASTMX11887, ASTMX17860, ASTMX01841
OG0001644	SACKO_17026, SACKO_03857	ASTMX13408, ASTMX01826
OG0001646	SACKO_02716	ASTMX19486, ASTMX17822, ASTMX18840, ASTMX14949, ASTMX12155, ASTMX13547, ASTMX05095, ASTMX13548
OG0001651	SACKO_21460	ASTMX03971, ASTMX16462, ASTMX06653
