Orthogroup	CAEEL	BRAFL
OG0001102	CAEEL08853	bflo_23676, bflo_01832, bflo_15231
OG0001103	CAEEL18815	bflo_01225
OG0001104	CAEEL09176, CAEEL09177	bflo_00423
OG0001104	CAEEL20081	bflo_01201
OG0001107	CAEEL18427	bflo_22127
OG0001108	CAEEL09307	bflo_00378, bflo_22556, bflo_20433
OG0001109	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118	bflo_14803, bflo_14804
OG0001112	CAEEL19902, CAEEL19901	bflo_22501
OG0001113	CAEEL15158	bflo_14797
OG0001113	CAEEL01128	bflo_22426
OG0001113	CAEEL07385	bflo_26422
OG0001114	CAEEL11582, CAEEL01758, CAEEL01759	bflo_04550
OG0001117	CAEEL08762	bflo_18874
OG0001118	CAEEL18824	bflo_10522
OG0001119	CAEEL14710	bflo_01654
OG0001122	CAEEL18238	bflo_25445, bflo_21345, bflo_22560, bflo_21222, bflo_22488
OG0001124	CAEEL08814	bflo_23639, bflo_10476
OG0001126	CAEEL04859	bflo_21937
OG0001127	CAEEL07664	bflo_19589
OG0001130	CAEEL00952, CAEEL00232	bflo_06407, bflo_04255
OG0001130	CAEEL00767	bflo_05983
OG0001131	CAEEL14208	bflo_25190
OG0001132	CAEEL04290	bflo_06192
OG0001133	CAEEL11294	bflo_25491
OG0001137	CAEEL04790	bflo_23646
OG0001138	CAEEL07800, CAEEL07799	bflo_00349, bflo_14068, bflo_00161
OG0001139	CAEEL06928, CAEEL15457	bflo_22593
OG0001140	CAEEL14389	bflo_06370
OG0001141	CAEEL01107, CAEEL01106	bflo_03254
OG0001142	CAEEL12657	bflo_01437
OG0001143	CAEEL01013	bflo_07319
OG0001148	CAEEL13935, CAEEL13934, CAEEL01993	bflo_18428, bflo_17694, bflo_17724, bflo_27225, bflo_17202, bflo_17203, bflo_12826, bflo_12827
OG0001156	CAEEL20728	bflo_18549
OG0001158	CAEEL00147	bflo_13300, bflo_11159
OG0001159	CAEEL07987, CAEEL18966	bflo_01554, bflo_01553
OG0001160	CAEEL16381, CAEEL20121	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	CAEEL00221	bflo_08066
OG0001162	CAEEL18096	bflo_17404
OG0001163	CAEEL11823, CAEEL14454, CAEEL17374	bflo_06913, bflo_07427
OG0001164	CAEEL07306	bflo_21084
OG0001165	CAEEL19696	bflo_01574
OG0001167	CAEEL04546	bflo_16326
OG0001168	CAEEL02000	bflo_20423, bflo_20474, bflo_13463
OG0001171	CAEEL20677	bflo_05953
OG0001172	CAEEL13596	bflo_02862
OG0001172	CAEEL01942	bflo_02443
OG0001173	CAEEL15708	bflo_06950
OG0001173	CAEEL14248	bflo_04050
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	bflo_00560, bflo_02898
OG0001176	CAEEL11466	bflo_07517
OG0001177	CAEEL08262, CAEEL18706	bflo_20551, bflo_01608
OG0001178	CAEEL05306	bflo_25556
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	bflo_13368, bflo_13513
OG0001180	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391	bflo_06469, bflo_06718, bflo_05047
OG0001180	CAEEL00751	bflo_06736, bflo_00350
OG0001181	CAEEL08327	bflo_18914
OG0001184	CAEEL20576	bflo_15772
OG0001184	CAEEL19676	bflo_09793
OG0001186	CAEEL00480	bflo_12657
OG0001186	CAEEL09703	bflo_12919
OG0001188	CAEEL14362	bflo_05292
OG0001189	CAEEL01928	bflo_06318
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	bflo_10001
OG0001200	CAEEL05263	bflo_21205
OG0001201	CAEEL02666	bflo_12759
OG0001203	CAEEL12408	bflo_18138
OG0001204	CAEEL09132	bflo_20309, bflo_20315
OG0001205	CAEEL06787	bflo_15342, bflo_14334
OG0001208	CAEEL10574	bflo_25733
OG0001209	CAEEL00442	bflo_26894
OG0001210	CAEEL06396	bflo_07894
OG0001210	CAEEL06380	bflo_24464, bflo_04429
OG0001211	CAEEL08708, CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906	bflo_00897
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	bflo_10680
OG0001214	CAEEL08401	bflo_11103
OG0001215	CAEEL11249	bflo_00807
OG0001216	CAEEL04644	bflo_24683
OG0001217	CAEEL08746	bflo_17953
OG0001218	CAEEL20131, CAEEL14167	bflo_24854
OG0001219	CAEEL20379	bflo_01008
OG0001220	CAEEL07890	bflo_20837
OG0001221	CAEEL13124	bflo_13343
OG0001223	CAEEL02795	bflo_12732
OG0001224	CAEEL07196	bflo_04929
OG0001225	CAEEL02873	bflo_08317
OG0001226	CAEEL02848, CAEEL02849	bflo_18009
OG0001230	CAEEL12987, CAEEL17236, CAEEL15243	bflo_16407
OG0001231	CAEEL15401	bflo_03798
OG0001233	CAEEL03755, CAEEL04189	bflo_15064
OG0001234	CAEEL00806	bflo_14036
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	bflo_24082
OG0001238	CAEEL05166, CAEEL11182	bflo_06313, bflo_26480
OG0001239	CAEEL12011	bflo_10959
OG0001241	CAEEL01749	bflo_06240
OG0001241	CAEEL19375	bflo_21597
OG0001243	CAEEL01806	bflo_08723
OG0001244	CAEEL12407	bflo_00021, bflo_08831, bflo_11777, bflo_11002, bflo_06939, bflo_21548, bflo_16495
OG0001247	CAEEL10570	bflo_12136
OG0001248	CAEEL08830	bflo_00177
OG0001249	CAEEL06406	bflo_25407, bflo_25542
OG0001250	CAEEL18712	bflo_23893
OG0001251	CAEEL01802	bflo_13478
OG0001252	CAEEL05030	bflo_25844
OG0001253	CAEEL10888, CAEEL10887	bflo_11668, bflo_06734
OG0001254	CAEEL00935	bflo_16683
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	bflo_27204, bflo_17356
OG0001261	CAEEL07850	bflo_27125, bflo_14339
OG0001262	CAEEL15249, CAEEL20627	bflo_15864
OG0001266	CAEEL20839, CAEEL20838	bflo_05858, bflo_18162
OG0001266	CAEEL07143	bflo_05662
OG0001267	CAEEL14111	bflo_20420
OG0001268	CAEEL11342	bflo_06467, bflo_11029
OG0001270	CAEEL01959	bflo_23365, bflo_11730, bflo_22891
OG0001271	CAEEL08717, CAEEL00634	bflo_11260, bflo_18970
OG0001272	CAEEL07720, CAEEL09293	bflo_20203
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	bflo_15721
OG0001278	CAEEL20013	bflo_02941, bflo_01205
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	bflo_08526
OG0001280	CAEEL00726	bflo_05584
OG0001281	CAEEL05459	bflo_06100
OG0001282	CAEEL04296	bflo_26722, bflo_03069
OG0001284	CAEEL08223	bflo_19270
OG0001284	CAEEL01272	bflo_06254
OG0001285	CAEEL06501	bflo_10129
OG0001286	CAEEL20246	bflo_10170, bflo_26942
OG0001287	CAEEL16475	bflo_14817
OG0001288	CAEEL18355	bflo_05097, bflo_05036, bflo_13536, bflo_05095, bflo_05094, bflo_05652, bflo_15808, bflo_06118
OG0001290	CAEEL12279	bflo_05691
OG0001291	CAEEL11483	bflo_08573
OG0001292	CAEEL07942	bflo_18759
OG0001293	CAEEL07048	bflo_20495
OG0001294	CAEEL15893	bflo_18510
OG0001296	CAEEL00003, CAEEL14758	bflo_12324
OG0001300	CAEEL09562	bflo_05337, bflo_26790, bflo_20405
OG0001302	CAEEL01736	bflo_25165
OG0001302	CAEEL12633	bflo_08709
OG0001304	CAEEL00728	bflo_13694
OG0001305	CAEEL19700	bflo_15741
OG0001306	CAEEL05042	bflo_25980
OG0001306	CAEEL06741	bflo_16344
OG0001310	CAEEL16286	bflo_20260
OG0001315	CAEEL20540	bflo_23287
OG0001318	CAEEL06153	bflo_03324
OG0001318	CAEEL02686	bflo_04124
OG0001319	CAEEL15967	bflo_21304
OG0001320	CAEEL02958	bflo_10273
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	bflo_05629
OG0001323	CAEEL15888	bflo_19666
OG0001325	CAEEL12980	bflo_13293
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	bflo_09218
OG0001327	CAEEL12070	bflo_11384
OG0001329	CAEEL03625, CAEEL07934	bflo_08763, bflo_14333
OG0001330	CAEEL07772	bflo_20123
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	bflo_09852
OG0001335	CAEEL01950	bflo_05620
OG0001337	CAEEL08858	bflo_25577
OG0001339	CAEEL01555	bflo_09453
OG0001341	CAEEL12273	bflo_11107
OG0001344	CAEEL12166	bflo_08238, bflo_05567
OG0001348	CAEEL20290	bflo_21574
OG0001350	CAEEL06068	bflo_25719
OG0001351	CAEEL20071, CAEEL20072	bflo_21262
OG0001353	CAEEL07231	bflo_05764
OG0001354	CAEEL18385	bflo_21871
OG0001355	CAEEL19633	bflo_10179
OG0001356	CAEEL10619	bflo_10948
OG0001357	CAEEL15128	bflo_21298
OG0001360	CAEEL17002, CAEEL19681, CAEEL19680	bflo_08174
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	bflo_16521, bflo_16519
OG0001364	CAEEL16269	bflo_24323
OG0001366	CAEEL07140	bflo_19736, bflo_19732
OG0001367	CAEEL16176	bflo_16121
OG0001368	CAEEL15247	bflo_20314
OG0001369	CAEEL05836	bflo_11602
OG0001370	CAEEL19838	bflo_05809
OG0001370	CAEEL11201	bflo_18847
OG0001372	CAEEL04824, CAEEL16917	bflo_25830
OG0001372	CAEEL01785	bflo_13574
OG0001373	CAEEL18831	bflo_22620
OG0001374	CAEEL02048	bflo_07194
OG0001375	CAEEL01718	bflo_25517
OG0001376	CAEEL18806	bflo_06943
OG0001378	CAEEL01898	bflo_08974
OG0001379	CAEEL20800, CAEEL08440	bflo_05155, bflo_21724
OG0001380	CAEEL07027	bflo_14218
OG0001381	CAEEL01510	bflo_05646, bflo_05543
OG0001383	CAEEL18479	bflo_16647
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	bflo_21652
OG0001389	CAEEL06582	bflo_14302
OG0001394	CAEEL16146	bflo_15041
OG0001395	CAEEL01604	bflo_17427, bflo_09664
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	bflo_10128
OG0001397	CAEEL19290	bflo_09338
OG0001398	CAEEL14339	bflo_15202
OG0001399	CAEEL00972	bflo_21669, bflo_12579
OG0001402	CAEEL04844, CAEEL04850	bflo_19487
OG0001404	CAEEL15778	bflo_23159
OG0001405	CAEEL00987	bflo_13790
OG0001405	CAEEL02297	bflo_23990
OG0001408	CAEEL19513	bflo_17072
OG0001409	CAEEL02567	bflo_11307
OG0001410	CAEEL16277	bflo_14262
OG0001411	CAEEL07405	bflo_14652
OG0001412	CAEEL09044	bflo_00729
OG0001413	CAEEL08368	bflo_20564
OG0001413	CAEEL04716	bflo_06589
OG0001414	CAEEL13823	bflo_22712, bflo_10760, bflo_10406
OG0001415	CAEEL07146	bflo_21227
OG0001418	CAEEL11722	bflo_26213
OG0001421	CAEEL14241	bflo_21002
OG0001422	CAEEL06778	bflo_00253
OG0001423	CAEEL18493	bflo_16047
OG0001424	CAEEL12121	bflo_06976
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	bflo_06116, bflo_05585
OG0001426	CAEEL06005, CAEEL06004	bflo_24890
OG0001428	CAEEL05279	bflo_24663
OG0001429	CAEEL04279	bflo_17955
OG0001430	CAEEL14236	bflo_10599
OG0001431	CAEEL01932, CAEEL07478	bflo_26459
OG0001432	CAEEL18746	bflo_22992
OG0001433	CAEEL01226	bflo_06374
OG0001436	CAEEL01644, CAEEL01645	bflo_02923
OG0001437	CAEEL01346, CAEEL01345	bflo_11365, bflo_13730, bflo_13248
OG0001439	CAEEL14010	bflo_09385
OG0001439	CAEEL19443	bflo_23356
OG0001440	CAEEL02919	bflo_02819
OG0001445	CAEEL10043, CAEEL10044	bflo_08938
OG0001447	CAEEL00798, CAEEL00797	bflo_02252
OG0001449	CAEEL05216	bflo_06102
OG0001452	CAEEL02837	bflo_05982
OG0001454	CAEEL07513	bflo_14303
OG0001455	CAEEL04493	bflo_25643
OG0001459	CAEEL20135, CAEEL17975	bflo_09086
OG0001460	CAEEL11040, CAEEL11027	bflo_22004, bflo_21995
OG0001461	CAEEL09368	bflo_11066, bflo_10892, bflo_11178, bflo_19369, bflo_21910
OG0001462	CAEEL03309	bflo_14890
OG0001464	CAEEL07180	bflo_02860
OG0001465	CAEEL06490	bflo_24992
OG0001466	CAEEL00165	bflo_04036, bflo_07291
OG0001467	CAEEL08160, CAEEL08126	bflo_22950, bflo_11088
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	bflo_02942
OG0001469	CAEEL06147	bflo_09303
OG0001469	CAEEL06502	bflo_14078
OG0001472	CAEEL07491	bflo_19444
OG0001472	CAEEL02663	bflo_09223
OG0001473	CAEEL15728, CAEEL16017	bflo_13907, bflo_23419, bflo_23420
OG0001474	CAEEL07328	bflo_23794
OG0001475	CAEEL05298	bflo_24732, bflo_24910
OG0001476	CAEEL00667	bflo_17228
OG0001478	CAEEL11433	bflo_13944, bflo_23859
OG0001479	CAEEL19246, CAEEL09400, CAEEL19245	bflo_16721
OG0001480	CAEEL01047	bflo_02349
OG0001482	CAEEL08859	bflo_20862
OG0001484	CAEEL01076, CAEEL01075	bflo_12487
OG0001485	CAEEL01187	bflo_03776
OG0001486	CAEEL06199	bflo_03322
OG0001489	CAEEL05101	bflo_26167
OG0001490	CAEEL16486	bflo_06679
OG0001492	CAEEL08792	bflo_20319
OG0001493	CAEEL11731	bflo_07049
OG0001500	CAEEL11009	bflo_21478
OG0001501	CAEEL00103	bflo_17919
OG0001503	CAEEL04111	bflo_06788
OG0001503	CAEEL08520	bflo_23876
OG0001504	CAEEL05392	bflo_12663, bflo_20928, bflo_13456
OG0001505	CAEEL05185, CAEEL08607	bflo_09444, bflo_09445, bflo_09632, bflo_14121, bflo_24098
OG0001506	CAEEL04371	bflo_24347, bflo_24797
OG0001508	CAEEL19670	bflo_10335
OG0001510	CAEEL19165	bflo_25624, bflo_04502
OG0001512	CAEEL01283	bflo_08360
OG0001513	CAEEL08114	bflo_00374
OG0001515	CAEEL07598	bflo_24482
OG0001516	CAEEL05831	bflo_25717
OG0001517	CAEEL20700	bflo_11766, bflo_25356
OG0001522	CAEEL01881	bflo_07703, bflo_06545, bflo_06794
OG0001523	CAEEL20306	bflo_09139
OG0001524	CAEEL18987, CAEEL00715	bflo_13114
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	bflo_20724
OG0001526	CAEEL19873	bflo_16661
OG0001527	CAEEL08026	bflo_21123
OG0001527	CAEEL02029	bflo_12778
OG0001528	CAEEL20795	bflo_24455
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	bflo_18691
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	bflo_24051
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	bflo_02142, bflo_02367, bflo_07087
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	bflo_22446, bflo_16100
OG0001538	CAEEL15530	bflo_01463
OG0001538	CAEEL14286	bflo_13735, bflo_01432, bflo_00761, bflo_01431
OG0001549	CAEEL18956	bflo_01443
OG0001550	CAEEL12391, CAEEL06493	bflo_25532
OG0001551	CAEEL13359	bflo_11722, bflo_27019
OG0001552	CAEEL09513	bflo_12216
OG0001553	CAEEL10745	bflo_07695
OG0001554	CAEEL00812	bflo_18473
OG0001555	CAEEL17420, CAEEL04181	bflo_14150, bflo_22388
OG0001557	CAEEL09005	bflo_10504
OG0001557	CAEEL09508	bflo_11078
OG0001558	CAEEL05103, CAEEL08374	bflo_05037
OG0001559	CAEEL16062	bflo_13140
OG0001560	CAEEL01011	bflo_08072
OG0001561	CAEEL11007	bflo_11585
OG0001562	CAEEL04167	bflo_24650
OG0001565	CAEEL18401	bflo_17393
OG0001567	CAEEL04524	bflo_24470
OG0001568	CAEEL15339	bflo_23295
OG0001569	CAEEL19014, CAEEL18168	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460
OG0001570	CAEEL11034	bflo_25416
OG0001571	CAEEL18118	bflo_12672
OG0001572	CAEEL00311	bflo_21964
OG0001575	CAEEL09642	bflo_11339
OG0001576	CAEEL00120	bflo_02643
OG0001578	CAEEL10814, CAEEL18928	bflo_09036
OG0001580	CAEEL02579	bflo_12800
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	bflo_05146, bflo_18279, bflo_23926, bflo_07277
OG0001583	CAEEL19802	bflo_09911
OG0001589	CAEEL18417	bflo_22654
OG0001590	CAEEL15262, CAEEL15263	bflo_17658, bflo_06753, bflo_25342, bflo_06809
OG0001593	CAEEL02963, CAEEL13946	bflo_07353
OG0001594	CAEEL08545	bflo_17592, bflo_12242
OG0001596	CAEEL10536	bflo_11748
OG0001597	CAEEL10283	bflo_19431
OG0001599	CAEEL20479	bflo_22926, bflo_23581
OG0001602	CAEEL18101	bflo_09147
OG0001604	CAEEL04879	bflo_23568, bflo_20603
OG0001605	CAEEL09382	bflo_13484, bflo_14059
OG0001606	CAEEL14239	bflo_07349, bflo_07813
OG0001606	CAEEL15795	bflo_10362
OG0001608	CAEEL02190, CAEEL02191	bflo_13828
OG0001609	CAEEL19774	bflo_21761
OG0001609	CAEEL10790	bflo_10966
OG0001610	CAEEL02035, CAEEL20252	bflo_01194
OG0001611	CAEEL15699	bflo_16854
OG0001614	CAEEL01012	bflo_05850
OG0001615	CAEEL04670	bflo_04085
OG0001621	CAEEL08615	bflo_14954
OG0001625	CAEEL05727	bflo_19760
OG0001627	CAEEL00684	bflo_10613, bflo_10609
OG0001628	CAEEL00193	bflo_24987, bflo_07205
OG0001630	CAEEL05563	bflo_24506
OG0001632	CAEEL16035	bflo_11892
OG0001635	CAEEL08024	bflo_14263
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	bflo_20506
OG0001640	CAEEL10788	bflo_11220
OG0001641	CAEEL00743	bflo_02353
OG0001642	CAEEL15818	bflo_20407
OG0001643	CAEEL19599	bflo_14182
OG0001651	CAEEL10611	bflo_07530
OG0001652	CAEEL15806	bflo_16056
OG0001653	CAEEL03026	bflo_25718
OG0001655	CAEEL05314	bflo_15013
OG0001656	CAEEL07456	bflo_02447
OG0001657	CAEEL08928, CAEEL08927	bflo_20602
OG0001659	CAEEL00855	bflo_17623
OG0001661	CAEEL14147	bflo_20556
OG0001663	CAEEL10899, CAEEL10898	bflo_11604
OG0001664	CAEEL04260	bflo_26299
OG0001665	CAEEL07716	bflo_23160, bflo_22668
OG0001666	CAEEL07781	bflo_00429
OG0001668	CAEEL00277	bflo_17191
OG0001671	CAEEL19781	bflo_11632, bflo_11637
OG0001672	CAEEL08375	bflo_00223
OG0001673	CAEEL17134, CAEEL17133	bflo_18854
OG0001675	CAEEL00808	bflo_06103
OG0001676	CAEEL01617	bflo_08246
OG0001677	CAEEL07860	bflo_20838
OG0001679	CAEEL18912	bflo_10339
OG0001680	CAEEL15664	bflo_13497
OG0001682	CAEEL17995	bflo_04551
OG0001683	CAEEL00875	bflo_17547
OG0001684	CAEEL08513, CAEEL19560	bflo_16609, bflo_07060
OG0001685	CAEEL06629, CAEEL19461	bflo_14264
OG0001688	CAEEL06653	bflo_14161
OG0001690	CAEEL02923	bflo_16304
OG0001691	CAEEL09136, CAEEL09137	bflo_19887
OG0001700	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327	bflo_27519, bflo_20013
OG0001706	CAEEL00824	bflo_20030
OG0001707	CAEEL18144, CAEEL17802	bflo_01901, bflo_01997, bflo_01998
OG0001709	CAEEL07646, CAEEL07650	bflo_25854, bflo_14697
OG0001710	CAEEL11053	bflo_11983
OG0001711	CAEEL15052	bflo_07326
OG0001713	CAEEL04261	bflo_24618
OG0001713	CAEEL02704	bflo_01714
OG0001714	CAEEL12772	bflo_23316
OG0001714	CAEEL15825	bflo_20708
OG0001718	CAEEL12769	bflo_16668
OG0001720	CAEEL07819	bflo_20056
OG0001721	CAEEL10104, CAEEL11043	bflo_17395
OG0001724	CAEEL00188, CAEEL09412	bflo_17956
OG0001726	CAEEL15546	bflo_09335
OG0001727	CAEEL15354	bflo_24508
OG0001728	CAEEL20444	bflo_06838
OG0001730	CAEEL04519	bflo_09904
OG0001731	CAEEL19569	bflo_10453
OG0001732	CAEEL05337	bflo_21629
OG0001733	CAEEL11586	bflo_09429
OG0001734	CAEEL11289	bflo_22510
OG0001735	CAEEL08598	bflo_18755
OG0001736	CAEEL20331	bflo_13056
OG0001738	CAEEL09745, CAEEL09746	bflo_09831
OG0001739	CAEEL10953	bflo_09231
OG0001743	CAEEL18830	bflo_16404
OG0001744	CAEEL18540	bflo_08796, bflo_09593
OG0001745	CAEEL15294	bflo_06373
OG0001746	CAEEL09374	bflo_04112
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	bflo_11303, bflo_00673, bflo_12158
OG0001748	CAEEL12231, CAEEL12232	bflo_08202
OG0001749	CAEEL07118	bflo_14757, bflo_14765
OG0001750	CAEEL08294	bflo_19223
OG0001752	CAEEL02282	bflo_06937
OG0001754	CAEEL06405	bflo_17742
OG0001755	CAEEL12716	bflo_09237
OG0001755	CAEEL16403	bflo_01568
OG0001756	CAEEL02757	bflo_08900, bflo_07604
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	bflo_15004
OG0001769	CAEEL12367	bflo_07667
OG0001770	CAEEL12180	bflo_14858
OG0001774	CAEEL20358	bflo_09728
OG0001774	CAEEL07377, CAEEL01266	bflo_11693, bflo_12263
OG0001775	CAEEL01757	bflo_06692
OG0001776	CAEEL20827	bflo_09329, bflo_10089, bflo_09337, bflo_19248, bflo_23621
OG0001777	CAEEL07037	bflo_14658
OG0001779	CAEEL00025, CAEEL00024	bflo_02061
OG0001780	CAEEL12979	bflo_20503, bflo_18701
OG0001781	CAEEL04378	bflo_18622
OG0001781	CAEEL06468	bflo_16431
OG0001782	CAEEL11605	bflo_07274
OG0001783	CAEEL18807	bflo_22073, bflo_22072, bflo_22396
OG0001785	CAEEL10450, CAEEL07502	bflo_03664
OG0001786	CAEEL15765	bflo_14955
OG0001786	CAEEL18388	bflo_09810
OG0001787	CAEEL07669	bflo_17783
OG0001790	CAEEL19999	bflo_10666
OG0001792	CAEEL00159	bflo_06166
OG0001793	CAEEL07806	bflo_00631
OG0001798	CAEEL02504	bflo_10312
OG0001799	CAEEL07172	bflo_19970
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	bflo_12187
OG0001805	CAEEL10422, CAEEL19401	bflo_10340
OG0001809	CAEEL18133	bflo_16365
OG0001810	CAEEL00534	bflo_04445
OG0001811	CAEEL12329	bflo_00322
OG0001814	CAEEL07743, CAEEL12567, CAEEL07744	bflo_24498, bflo_08521
OG0001815	CAEEL15383	bflo_07119
OG0001816	CAEEL05710	bflo_25650
OG0001818	CAEEL16460	bflo_13837, bflo_20690
OG0001819	CAEEL08110	bflo_00271
OG0001820	CAEEL00161	bflo_26893, bflo_08538
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	bflo_23759
OG0001822	CAEEL14275, CAEEL14276	bflo_12611
OG0001823	CAEEL18465	bflo_07323, bflo_07199
OG0001824	CAEEL20525	bflo_16526, bflo_12159, bflo_09602
OG0001826	CAEEL08005, CAEEL18927	bflo_21842
OG0001827	CAEEL12511	bflo_16284
OG0001828	CAEEL07411	bflo_18689
OG0001830	CAEEL00742	bflo_06356
OG0001831	CAEEL10161, CAEEL19257	bflo_22941
OG0001832	CAEEL05995	bflo_11401
OG0001834	CAEEL08270	bflo_18626
OG0001835	CAEEL15709	bflo_02552
OG0001842	CAEEL06944	bflo_12366, bflo_12367, bflo_11791, bflo_11792, bflo_12363, bflo_12362, bflo_12492, bflo_11938, bflo_11939, bflo_18048, bflo_17943, bflo_09060
OG0001846	CAEEL02581, CAEEL02580	bflo_05774
OG0001849	CAEEL04779	bflo_25586
OG0001849	CAEEL07132	bflo_18793
OG0001850	CAEEL04901	bflo_13727
OG0001852	CAEEL10571	bflo_05001, bflo_15363
OG0001853	CAEEL00334, CAEEL01622	bflo_00293, bflo_06716, bflo_13461, bflo_13232
OG0001857	CAEEL04635	bflo_02847
OG0001860	CAEEL19534	bflo_09180
OG0001863	CAEEL11286	bflo_07582
OG0001864	CAEEL00359	bflo_14529
OG0001866	CAEEL12131	bflo_17287
OG0001867	CAEEL18932	bflo_23811
OG0001870	CAEEL18619	bflo_01522
OG0001872	CAEEL20718	bflo_13155
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	bflo_05374
OG0001874	CAEEL00933	bflo_12062
OG0001875	CAEEL09917	bflo_08517
OG0001876	CAEEL11614	bflo_14517, bflo_14189
OG0001878	CAEEL07138	bflo_14287
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	bflo_20454
OG0001881	CAEEL18890	bflo_09091
OG0001883	CAEEL19810	bflo_23357
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	bflo_13086
OG0001886	CAEEL20566, CAEEL20351	bflo_15916
OG0001887	CAEEL05740	bflo_14999
OG0001888	CAEEL18672, CAEEL11639	bflo_25627
OG0001889	CAEEL11129, CAEEL11128	bflo_22676
OG0001890	CAEEL18655	bflo_09921
OG0001895	CAEEL00352, CAEEL16104	bflo_13160
OG0001897	CAEEL00130	bflo_05573
OG0001898	CAEEL15099	bflo_13244
OG0001899	CAEEL14131	bflo_07751
OG0001900	CAEEL16160	bflo_11006
OG0001903	CAEEL12995	bflo_18870
OG0001905	CAEEL18799	bflo_21875, bflo_00026, bflo_08739
OG0001913	CAEEL00139	bflo_09229
OG0001914	CAEEL15938	bflo_16891, bflo_16307
OG0001915	CAEEL10189	bflo_17895
OG0001916	CAEEL14482	bflo_10960, bflo_10963
OG0001916	CAEEL07131	bflo_10951
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	bflo_25567
OG0001918	CAEEL07844	bflo_18624, bflo_21566
OG0001919	CAEEL18092	bflo_07415
OG0001920	CAEEL03600	bflo_25845
OG0001923	CAEEL00866, CAEEL02499	bflo_25894
OG0001926	CAEEL05295	bflo_26209
OG0001928	CAEEL19148	bflo_01203
OG0001930	CAEEL01812	bflo_05664, bflo_05709
OG0001932	CAEEL18548, CAEEL17132	bflo_21308
OG0001934	CAEEL04980, CAEEL04981	bflo_23095
OG0001935	CAEEL01455	bflo_01494
OG0001940	CAEEL08846	bflo_20907
OG0001945	CAEEL05071	bflo_18022
OG0001946	CAEEL11023	bflo_08444
OG0001947	CAEEL20697	bflo_11420
OG0001948	CAEEL15692	bflo_11056
