Orthogroup	CAEEL	AMPFI_ok
OG0001281	CAEEL05459	AMPFI_16027
OG0001284	CAEEL08223	AMPFI_11093
OG0001284	CAEEL01272	AMPFI_06659
OG0001285	CAEEL06501	AMPFI_25522
OG0001287	CAEEL16475	AMPFI_14082
OG0001288	CAEEL18355	AMPFI_19759, AMPFI_00778
OG0001289	CAEEL10515	AMPFI_00215
OG0001290	CAEEL12280	AMPFI_22521
OG0001290	CAEEL12279	AMPFI_18904
OG0001291	CAEEL11483	AMPFI_17861
OG0001292	CAEEL07942	AMPFI_10776
OG0001293	CAEEL07048	AMPFI_14701
OG0001294	CAEEL15893	AMPFI_20455, AMPFI_01514
OG0001296	CAEEL00003, CAEEL14758	AMPFI_12346
OG0001300	CAEEL09562	AMPFI_08329
OG0001302	CAEEL01736	AMPFI_16649, AMPFI_15529
OG0001302	CAEEL12633	AMPFI_08047
OG0001304	CAEEL00728	AMPFI_08298, AMPFI_10342
OG0001305	CAEEL19700	AMPFI_00755
OG0001306	CAEEL05042	AMPFI_19010
OG0001306	CAEEL06741	AMPFI_08010, AMPFI_21641
OG0001310	CAEEL16286	AMPFI_22226, AMPFI_04482, AMPFI_16368
OG0001315	CAEEL20540	AMPFI_19734, AMPFI_21563, AMPFI_03331
OG0001318	CAEEL06153	AMPFI_07561
OG0001318	CAEEL02686	AMPFI_11299
OG0001319	CAEEL15967	AMPFI_11777
OG0001320	CAEEL02958	AMPFI_25009, AMPFI_10016
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	AMPFI_00452
OG0001323	CAEEL15888	AMPFI_21599
OG0001324	CAEEL11902	AMPFI_04915
OG0001325	CAEEL12980	AMPFI_10346
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	AMPFI_12886
OG0001327	CAEEL12070	AMPFI_15522
OG0001329	CAEEL03625, CAEEL07934	AMPFI_21747
OG0001330	CAEEL07772	AMPFI_05140
OG0001332	CAEEL00462, CAEEL09523, CAEEL04986, CAEEL04987	AMPFI_20259
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	AMPFI_00843, AMPFI_13930
OG0001335	CAEEL01950	AMPFI_02356, AMPFI_10205
OG0001339	CAEEL01555	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490
OG0001341	CAEEL12273	AMPFI_18936, AMPFI_14355, AMPFI_06570, AMPFI_10755, AMPFI_01027
OG0001344	CAEEL12166	AMPFI_22417
OG0001348	CAEEL20290	AMPFI_00159
OG0001350	CAEEL06068	AMPFI_25832
OG0001353	CAEEL07231	AMPFI_10664
OG0001355	CAEEL19633	AMPFI_14446
OG0001356	CAEEL10619	AMPFI_01615
OG0001357	CAEEL15128	AMPFI_24417
OG0001360	CAEEL17002, CAEEL19681, CAEEL19680	AMPFI_21614
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	AMPFI_00070, AMPFI_09800, AMPFI_08365, AMPFI_02799, AMPFI_04841, AMPFI_18618
OG0001364	CAEEL16269	AMPFI_02281, AMPFI_19179, AMPFI_14823, AMPFI_11134
OG0001366	CAEEL07140	AMPFI_17877, AMPFI_02545
OG0001367	CAEEL16176	AMPFI_02161, AMPFI_22268
OG0001368	CAEEL15247	AMPFI_11158
OG0001369	CAEEL05836	AMPFI_22208
OG0001370	CAEEL19838	AMPFI_06706
OG0001370	CAEEL11201	AMPFI_09461
OG0001372	CAEEL04824, CAEEL16917	AMPFI_21335
OG0001372	CAEEL01785	AMPFI_18921
OG0001373	CAEEL18831	AMPFI_00190
OG0001374	CAEEL02048	AMPFI_17974
OG0001375	CAEEL01718	AMPFI_06104
OG0001376	CAEEL18806	AMPFI_21697
OG0001378	CAEEL01898	AMPFI_15247
OG0001379	CAEEL20800, CAEEL08440	AMPFI_14320
OG0001380	CAEEL07027	AMPFI_08147
OG0001381	CAEEL01510	AMPFI_12006
OG0001383	CAEEL18479	AMPFI_07068, AMPFI_11555
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	AMPFI_00234, AMPFI_22448
OG0001388	CAEEL06695	AMPFI_11567, AMPFI_07764, AMPFI_16897
OG0001389	CAEEL06582	AMPFI_05693, AMPFI_24952
OG0001394	CAEEL16146	AMPFI_09024
OG0001395	CAEEL01604	AMPFI_24070
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	AMPFI_21706
OG0001397	CAEEL19290	AMPFI_17878, AMPFI_10775
OG0001398	CAEEL14339	AMPFI_06855
OG0001399	CAEEL00972	AMPFI_07188, AMPFI_21935
OG0001402	CAEEL04844, CAEEL04850	AMPFI_26005
OG0001404	CAEEL15778	AMPFI_17704, AMPFI_18013
OG0001405	CAEEL00987	AMPFI_15743
OG0001405	CAEEL02297	AMPFI_16561
OG0001408	CAEEL19513	AMPFI_21365
OG0001409	CAEEL02567	AMPFI_10191
OG0001410	CAEEL16277	AMPFI_02616
OG0001411	CAEEL07405	AMPFI_10031
OG0001413	CAEEL08368	AMPFI_15619
OG0001413	CAEEL04716	AMPFI_20583, AMPFI_22440
OG0001414	CAEEL15043	AMPFI_02896
OG0001414	CAEEL13823	AMPFI_24645, AMPFI_20423
OG0001415	CAEEL07146	AMPFI_17043
OG0001416	CAEEL04141, CAEEL04142	AMPFI_14850
OG0001417	CAEEL02921	AMPFI_02655
OG0001418	CAEEL11722	AMPFI_15591
OG0001421	CAEEL14241	AMPFI_22931
OG0001422	CAEEL06778	AMPFI_23699
OG0001423	CAEEL18493	AMPFI_19050, AMPFI_22796
OG0001424	CAEEL12121	AMPFI_01906
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	AMPFI_13079
OG0001426	CAEEL06005, CAEEL06004	AMPFI_07973
OG0001427	CAEEL17428, CAEEL17430, CAEEL05861	AMPFI_07391
OG0001428	CAEEL05279	AMPFI_11938
OG0001430	CAEEL14236	AMPFI_07622
OG0001431	CAEEL01932, CAEEL07478	AMPFI_11117
OG0001432	CAEEL18746	AMPFI_20982, AMPFI_07409
OG0001433	CAEEL01226	AMPFI_00657
OG0001437	CAEEL01346, CAEEL01345	AMPFI_07780, AMPFI_13432, AMPFI_20020
OG0001445	CAEEL10043, CAEEL10044	AMPFI_06828
OG0001446	CAEEL19040, CAEEL19039	AMPFI_19480, AMPFI_18957
OG0001449	CAEEL05216	AMPFI_17066
OG0001452	CAEEL02837	AMPFI_17582
OG0001454	CAEEL07513	AMPFI_18370
OG0001455	CAEEL04493	AMPFI_16555
OG0001459	CAEEL20135, CAEEL17975	AMPFI_19783
OG0001460	CAEEL11040, CAEEL11027	AMPFI_01461
OG0001461	CAEEL09368	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344
OG0001464	CAEEL07180	AMPFI_22525, AMPFI_17212
OG0001466	CAEEL00165	AMPFI_23243, AMPFI_06839
OG0001467	CAEEL08160, CAEEL08126	AMPFI_21779
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	AMPFI_19331
OG0001469	CAEEL06147	AMPFI_05229
OG0001469	CAEEL06502	AMPFI_24846, AMPFI_02483
OG0001472	CAEEL07491	AMPFI_01053
OG0001472	CAEEL02663	AMPFI_03075, AMPFI_01967
OG0001473	CAEEL15728, CAEEL16017	AMPFI_01823
OG0001474	CAEEL07328	AMPFI_25092, AMPFI_21316
OG0001475	CAEEL05298	AMPFI_15659
OG0001476	CAEEL00667	AMPFI_07443, AMPFI_07837
OG0001478	CAEEL11433	AMPFI_01874, AMPFI_18015, AMPFI_17948
OG0001479	CAEEL19245	AMPFI_06247
OG0001480	CAEEL01047	AMPFI_00476, AMPFI_21537
OG0001482	CAEEL08859	AMPFI_20329
OG0001484	CAEEL01076, CAEEL01075	AMPFI_09544, AMPFI_10813
OG0001486	CAEEL06199	AMPFI_03189
OG0001489	CAEEL05101	AMPFI_21994
OG0001490	CAEEL16486	AMPFI_13984
OG0001492	CAEEL08792	AMPFI_14495
OG0001493	CAEEL18137, CAEEL03082, CAEEL11731	AMPFI_21759
OG0001500	CAEEL11009	AMPFI_22915, AMPFI_03212
OG0001501	CAEEL00103	AMPFI_02881, AMPFI_04091, AMPFI_20063, AMPFI_19980
OG0001502	CAEEL06434, CAEEL06435	AMPFI_02061
OG0001503	CAEEL04111	AMPFI_03346
OG0001503	CAEEL08520	AMPFI_06513
OG0001504	CAEEL05392	AMPFI_14749
OG0001505	CAEEL05185, CAEEL08607	AMPFI_04877, AMPFI_09677
OG0001506	CAEEL04371	AMPFI_22691
OG0001507	CAEEL02101	AMPFI_03792
OG0001508	CAEEL19670	AMPFI_01605
OG0001510	CAEEL19165	AMPFI_24135
OG0001512	CAEEL01283	AMPFI_20643
OG0001513	CAEEL08114	AMPFI_05082
OG0001514	CAEEL18917	AMPFI_07458
OG0001515	CAEEL07598	AMPFI_22558
OG0001516	CAEEL05831	AMPFI_17534, AMPFI_22070, AMPFI_04046
OG0001517	CAEEL20700	AMPFI_19672
OG0001522	CAEEL01881	AMPFI_05516, AMPFI_18320, AMPFI_13603
OG0001523	CAEEL20306	AMPFI_21945
OG0001524	CAEEL18987, CAEEL00715	AMPFI_24831
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	AMPFI_18416
OG0001527	CAEEL08026	AMPFI_06183
OG0001527	CAEEL02029	AMPFI_10281
OG0001528	CAEEL20795	AMPFI_20250
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	AMPFI_24259
OG0001531	CAEEL08503	AMPFI_13148
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	AMPFI_06472
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	AMPFI_11865
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	AMPFI_24601
OG0001538	CAEEL15530	AMPFI_06922
OG0001546	CAEEL14468	AMPFI_24267
OG0001549	CAEEL18956	AMPFI_04433
OG0001551	CAEEL13359	AMPFI_18500
OG0001552	CAEEL09513	AMPFI_21436
OG0001553	CAEEL10745	AMPFI_24765
OG0001554	CAEEL00812	AMPFI_06413
OG0001555	CAEEL17420, CAEEL04181	AMPFI_20766, AMPFI_04413, AMPFI_22141
OG0001557	CAEEL09005	AMPFI_09537
OG0001558	CAEEL05103, CAEEL08374	AMPFI_15140
OG0001559	CAEEL16062	AMPFI_05445
OG0001560	CAEEL01011	AMPFI_08835
OG0001561	CAEEL11007	AMPFI_06589
OG0001567	CAEEL04524	AMPFI_05324
OG0001568	CAEEL15339	AMPFI_05220
OG0001570	CAEEL11034	AMPFI_12961
OG0001572	CAEEL00311	AMPFI_12157
OG0001575	CAEEL09642	AMPFI_15706
OG0001576	CAEEL00120	AMPFI_22659, AMPFI_16525
OG0001578	CAEEL10814, CAEEL18928	AMPFI_11954
OG0001580	CAEEL02579	AMPFI_13898
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	AMPFI_14541, AMPFI_22362
OG0001582	CAEEL07031, CAEEL00211	AMPFI_01796, AMPFI_13928
OG0001583	CAEEL19802	AMPFI_20716
OG0001584	CAEEL09032	AMPFI_15798
OG0001589	CAEEL18417	AMPFI_11604
OG0001590	CAEEL15262, CAEEL15263	AMPFI_24468
OG0001593	CAEEL02963, CAEEL13946	AMPFI_15712
OG0001594	CAEEL08545	AMPFI_13904
OG0001594	CAEEL04807, CAEEL04125	AMPFI_18261, AMPFI_11597
OG0001596	CAEEL10536	AMPFI_14311, AMPFI_21924
OG0001597	CAEEL10283	AMPFI_13604
OG0001599	CAEEL20479	AMPFI_03121
OG0001602	CAEEL18101	AMPFI_16253, AMPFI_00833, AMPFI_23527
OG0001604	CAEEL04879	AMPFI_07862, AMPFI_04179, AMPFI_13911
OG0001605	CAEEL09382	AMPFI_24911
OG0001606	CAEEL15795	AMPFI_03478
OG0001608	CAEEL02190, CAEEL02191	AMPFI_07127
OG0001609	CAEEL19774	AMPFI_10765
OG0001609	CAEEL10790	AMPFI_06902
OG0001610	CAEEL02035, CAEEL20252	AMPFI_05189
OG0001611	CAEEL15699	AMPFI_12536
OG0001614	CAEEL01012	AMPFI_14043
OG0001620	CAEEL18514, CAEEL18862	AMPFI_12324
OG0001621	CAEEL08615	AMPFI_09527
OG0001627	CAEEL00684	AMPFI_13242, AMPFI_22299
OG0001628	CAEEL00193	AMPFI_23293, AMPFI_19870, AMPFI_15107, AMPFI_14676, AMPFI_12805
OG0001629	CAEEL19941	AMPFI_05227
OG0001630	CAEEL05563	AMPFI_09150
OG0001632	CAEEL16035	AMPFI_15399
OG0001635	CAEEL08024	AMPFI_19476
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	AMPFI_08503
OG0001640	CAEEL10788	AMPFI_16472, AMPFI_03375, AMPFI_17177
OG0001641	CAEEL00743	AMPFI_08722
OG0001642	CAEEL15818	AMPFI_15628
OG0001651	CAEEL10611	AMPFI_03860
OG0001652	CAEEL15806	AMPFI_17438, AMPFI_03475
OG0001653	CAEEL03026	AMPFI_18635
OG0001654	CAEEL20359, CAEEL20360	AMPFI_05689
OG0001655	CAEEL05314	AMPFI_21729, AMPFI_16010
OG0001656	CAEEL07456	AMPFI_09616
OG0001657	CAEEL08928, CAEEL08927	AMPFI_11506
OG0001659	CAEEL00855	AMPFI_10173
OG0001661	CAEEL14147	AMPFI_03268, AMPFI_17995, AMPFI_16309
OG0001663	CAEEL10899, CAEEL10898	AMPFI_19928, AMPFI_14386
OG0001665	CAEEL07716	AMPFI_22180, AMPFI_01269, AMPFI_18705, AMPFI_12597
OG0001666	CAEEL07781	AMPFI_24481, AMPFI_12799, AMPFI_14898
OG0001668	CAEEL00277	AMPFI_06781
OG0001671	CAEEL19781	AMPFI_08592, AMPFI_08591, AMPFI_15852, AMPFI_16125, AMPFI_09893
OG0001672	CAEEL08375	AMPFI_19341
OG0001673	CAEEL17134, CAEEL17133	AMPFI_18848
OG0001673	CAEEL02728	AMPFI_05431
OG0001675	CAEEL00808	AMPFI_04125
OG0001676	CAEEL01617	AMPFI_10805
OG0001677	CAEEL07860	AMPFI_23211
OG0001679	CAEEL18912	AMPFI_09908, AMPFI_15820, AMPFI_01883
OG0001680	CAEEL15664	AMPFI_18352
OG0001682	CAEEL17995	AMPFI_12014
OG0001683	CAEEL00875	AMPFI_22061
OG0001684	CAEEL08266	AMPFI_22117
OG0001684	CAEEL08513, CAEEL19560	AMPFI_24253
OG0001685	CAEEL06629, CAEEL19461	AMPFI_05011
OG0001688	CAEEL06653	AMPFI_10724
OG0001689	CAEEL08769	AMPFI_23147
OG0001690	CAEEL02923	AMPFI_25400, AMPFI_12711, AMPFI_20974, AMPFI_20761
OG0001691	CAEEL09136, CAEEL09137	AMPFI_08102, AMPFI_00359
OG0001706	CAEEL00824	AMPFI_00734
OG0001707	CAEEL18144, CAEEL17802	AMPFI_01640, AMPFI_02566, AMPFI_19827, AMPFI_04732, AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071
OG0001709	CAEEL07646, CAEEL07650	AMPFI_24047
OG0001710	CAEEL11053	AMPFI_18639, AMPFI_00172
OG0001711	CAEEL15052	AMPFI_23859, AMPFI_17093
OG0001713	CAEEL02704	AMPFI_07986
OG0001714	CAEEL12772	AMPFI_05879
OG0001714	CAEEL15825	AMPFI_12759
OG0001718	CAEEL12769	AMPFI_26075, AMPFI_15984
OG0001720	CAEEL07819	AMPFI_01920
OG0001721	CAEEL10104, CAEEL11043	AMPFI_11273
OG0001724	CAEEL00188, CAEEL09412	AMPFI_12909, AMPFI_21586
OG0001726	CAEEL15546	AMPFI_23403
OG0001727	CAEEL15354	AMPFI_09267
OG0001728	CAEEL20444	AMPFI_01049
OG0001730	CAEEL04519	AMPFI_09157
OG0001731	CAEEL19569	AMPFI_24445
OG0001732	CAEEL05337	AMPFI_05707, AMPFI_19074
OG0001733	CAEEL11586	AMPFI_08124
OG0001734	CAEEL11289	AMPFI_02431, AMPFI_02529
OG0001735	CAEEL08598	AMPFI_02680
OG0001736	CAEEL20331	AMPFI_04077
OG0001736	CAEEL15724, CAEEL15493	AMPFI_10858
OG0001738	CAEEL09745, CAEEL09746	AMPFI_08169
OG0001739	CAEEL10953	AMPFI_18533
OG0001743	CAEEL18830	AMPFI_21237
OG0001744	CAEEL18540	AMPFI_19292
OG0001746	CAEEL09374	AMPFI_09609
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	AMPFI_21460, AMPFI_03962
OG0001749	CAEEL07118	AMPFI_19296
OG0001750	CAEEL08294	AMPFI_12484
OG0001755	CAEEL12716	AMPFI_19529
OG0001756	CAEEL02757	AMPFI_19308, AMPFI_09088
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	AMPFI_22682, AMPFI_05121, AMPFI_08230, AMPFI_04712, AMPFI_10363, AMPFI_04809
OG0001768	CAEEL10363	AMPFI_02419
OG0001769	CAEEL12367	AMPFI_17583
OG0001770	CAEEL12180	AMPFI_16335
OG0001774	CAEEL07377, CAEEL01266	AMPFI_10680
OG0001775	CAEEL01757	AMPFI_09788
OG0001776	CAEEL20827	AMPFI_14879
OG0001777	CAEEL07037	AMPFI_14080
OG0001778	CAEEL00649	AMPFI_05245
OG0001780	CAEEL12979	AMPFI_07742
OG0001781	CAEEL04378	AMPFI_23560
OG0001781	CAEEL06468	AMPFI_08314
OG0001782	CAEEL11605	AMPFI_12965
OG0001783	CAEEL18807	AMPFI_01182
OG0001785	CAEEL10450, CAEEL07502	AMPFI_16195, AMPFI_02986, AMPFI_16358
OG0001785	CAEEL07424	AMPFI_11500
OG0001787	CAEEL07669	AMPFI_25681
OG0001792	CAEEL00159	AMPFI_07829
OG0001793	CAEEL07806	AMPFI_08492
OG0001797	CAEEL19521, CAEEL11913, CAEEL20460	AMPFI_22232, AMPFI_16217, AMPFI_16614
OG0001798	CAEEL02504	AMPFI_13433
OG0001799	CAEEL07172	AMPFI_22445
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	AMPFI_11453
OG0001805	CAEEL10422, CAEEL19401	AMPFI_11465
OG0001808	CAEEL18904	AMPFI_01463
OG0001808	CAEEL17962	AMPFI_10214
OG0001809	CAEEL18133	AMPFI_15697
OG0001810	CAEEL00534	AMPFI_19617
OG0001816	CAEEL05710	AMPFI_15030
OG0001818	CAEEL16460	AMPFI_13689
OG0001819	CAEEL08110	AMPFI_01254
OG0001820	CAEEL00161	AMPFI_19349
OG0001822	CAEEL14275, CAEEL14276	AMPFI_12887
OG0001823	CAEEL18465	AMPFI_19202
OG0001824	CAEEL20525	AMPFI_19143, AMPFI_18005, AMPFI_02433
OG0001825	CAEEL00895	AMPFI_16509
OG0001827	CAEEL12511	AMPFI_12500
OG0001828	CAEEL07411	AMPFI_14487
OG0001830	CAEEL00742	AMPFI_00628
OG0001831	CAEEL10161, CAEEL19257	AMPFI_22534, AMPFI_24544
OG0001832	CAEEL05995	AMPFI_01169
OG0001834	CAEEL08270	AMPFI_07413
OG0001835	CAEEL15709	AMPFI_23564
OG0001846	CAEEL02581, CAEEL02580	AMPFI_05493
OG0001849	CAEEL04779	AMPFI_09620
OG0001849	CAEEL07132	AMPFI_25919, AMPFI_01435
OG0001850	CAEEL04901	AMPFI_19567, AMPFI_02254, AMPFI_21066
OG0001852	CAEEL10571	AMPFI_09915
OG0001853	CAEEL00334, CAEEL01622	AMPFI_25436
OG0001854	CAEEL12618	AMPFI_15993, AMPFI_13024
OG0001857	CAEEL04635	AMPFI_05151
OG0001860	CAEEL19534	AMPFI_06272
OG0001861	CAEEL19043	AMPFI_02118
OG0001862	CAEEL07094	AMPFI_00240
OG0001863	CAEEL11286	AMPFI_13121
OG0001864	CAEEL00359	AMPFI_00388
OG0001865	CAEEL08319	AMPFI_08697
OG0001867	CAEEL18932	AMPFI_05628
OG0001869	CAEEL04506	AMPFI_03173
OG0001870	CAEEL18619	AMPFI_13982
OG0001872	CAEEL20718	AMPFI_00865
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	AMPFI_03890
OG0001874	CAEEL00933	AMPFI_11538
OG0001875	CAEEL09917	AMPFI_06025
OG0001876	CAEEL11614	AMPFI_19823, AMPFI_19536, AMPFI_16540
OG0001878	CAEEL07138	AMPFI_00022
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	AMPFI_09991
OG0001881	CAEEL18890	AMPFI_23664
OG0001883	CAEEL19810	AMPFI_12079
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	AMPFI_08790
OG0001886	CAEEL20566, CAEEL20351	AMPFI_21596
OG0001888	CAEEL18672, CAEEL11639	AMPFI_13172, AMPFI_06802
OG0001889	CAEEL11129, CAEEL11128	AMPFI_19720
OG0001890	CAEEL18655	AMPFI_12534
OG0001895	CAEEL00352, CAEEL16104	AMPFI_06234
OG0001897	CAEEL00130	AMPFI_11385
OG0001898	CAEEL15099	AMPFI_24797, AMPFI_19357, AMPFI_23331
OG0001899	CAEEL14131	AMPFI_14699
OG0001900	CAEEL16160	AMPFI_14979, AMPFI_14680, AMPFI_22311, AMPFI_02765, AMPFI_06753
OG0001903	CAEEL12995	AMPFI_22480
OG0001913	CAEEL00139	AMPFI_20028
OG0001914	CAEEL15938	AMPFI_03280, AMPFI_16420
OG0001915	CAEEL10189	AMPFI_24256
OG0001916	CAEEL14482	AMPFI_05143
OG0001916	CAEEL07131	AMPFI_00220
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	AMPFI_25940
OG0001918	CAEEL07844	AMPFI_18720, AMPFI_24620
OG0001919	CAEEL18092	AMPFI_20817
OG0001920	CAEEL03600	AMPFI_08261
OG0001923	CAEEL00866, CAEEL02499	AMPFI_05606
OG0001926	CAEEL05295	AMPFI_12255
OG0001928	CAEEL19148	AMPFI_03201
OG0001930	CAEEL01812	AMPFI_11064
OG0001932	CAEEL18548, CAEEL17132	AMPFI_22509
OG0001934	CAEEL04980, CAEEL04981	AMPFI_10308
OG0001935	CAEEL01455	AMPFI_16321
OG0001939	CAEEL05317	AMPFI_25514
OG0001940	CAEEL08846	AMPFI_23874
OG0001945	CAEEL05071	AMPFI_00770, AMPFI_12531
OG0001946	CAEEL11023	AMPFI_08294
OG0001947	CAEEL20697	AMPFI_19758
OG0001948	CAEEL15692	AMPFI_02982
OG0001949	CAEEL19721	AMPFI_14432
OG0001950	CAEEL05818	AMPFI_03608
OG0001951	CAEEL08644, CAEEL02798	AMPFI_06568
OG0001952	CAEEL00959	AMPFI_12492
OG0001953	CAEEL01457	AMPFI_16409
OG0001956	CAEEL07023	AMPFI_00676
OG0001958	CAEEL19146	AMPFI_00496
OG0001961	CAEEL11703	AMPFI_18694
OG0001963	CAEEL09651	AMPFI_06610
OG0001964	CAEEL12015, CAEEL18880	AMPFI_15416
OG0001965	CAEEL15340	AMPFI_25846
OG0001966	CAEEL15352, CAEEL06723	AMPFI_23585, AMPFI_04379
OG0001968	CAEEL10639	AMPFI_02828
OG0001969	CAEEL09244, CAEEL09472, CAEEL00361	AMPFI_20288
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	AMPFI_13714
OG0001974	CAEEL10261	AMPFI_21573
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	AMPFI_00548
OG0001987	CAEEL06766	AMPFI_15909
OG0001988	CAEEL02095	AMPFI_17891
OG0001989	CAEEL20436	AMPFI_13109
OG0001990	CAEEL18486	AMPFI_22626, AMPFI_02181
OG0001992	CAEEL00543	AMPFI_09449
OG0001994	CAEEL19344, CAEEL02372	AMPFI_17060
OG0001998	CAEEL08296	AMPFI_11941
OG0002000	CAEEL08459	AMPFI_07619, AMPFI_12151
OG0002001	CAEEL07856	AMPFI_02709
OG0002002	CAEEL05495, CAEEL09310, CAEEL01852	AMPFI_00081
OG0002003	CAEEL18663	AMPFI_24835
OG0002004	CAEEL08821, CAEEL14586, CAEEL09383, CAEEL11550	AMPFI_00749
OG0002005	CAEEL10504	AMPFI_08128
OG0002006	CAEEL16051, CAEEL18232	AMPFI_06516
OG0002008	CAEEL11706	AMPFI_22453, AMPFI_06546
OG0002009	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207	AMPFI_08474, AMPFI_11951, AMPFI_13652
OG0002011	CAEEL06587, CAEEL01459	AMPFI_05538
OG0002013	CAEEL00803, CAEEL01317	AMPFI_00191, AMPFI_10559, AMPFI_10560
OG0002015	CAEEL07232	AMPFI_07020
OG0002016	CAEEL10751	AMPFI_07033
OG0002017	CAEEL04551	AMPFI_20559
OG0002018	CAEEL08242	AMPFI_23650
OG0002020	CAEEL20282	AMPFI_07498, AMPFI_07314
OG0002023	CAEEL12418	AMPFI_10310, AMPFI_25831
OG0002025	CAEEL01720	AMPFI_05377
OG0002026	CAEEL09267	AMPFI_00510, AMPFI_07639
OG0002027	CAEEL19841	AMPFI_12845
OG0002031	CAEEL07288	AMPFI_08223
OG0002032	CAEEL15092	AMPFI_07992
OG0002035	CAEEL04843, CAEEL04846	AMPFI_01549
OG0002036	CAEEL17432	AMPFI_17675
OG0002042	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817	AMPFI_06985
OG0002043	CAEEL01497	AMPFI_11574
OG0002057	CAEEL04582, CAEEL04584	AMPFI_07261, AMPFI_19509
OG0002058	CAEEL19167, CAEEL04214, CAEEL05165, CAEEL05708, CAEEL12727, CAEEL05570	AMPFI_08457, AMPFI_00532, AMPFI_12631
OG0002059	CAEEL20695	AMPFI_12396
OG0002062	CAEEL01567	AMPFI_20199
OG0002063	CAEEL01336	AMPFI_24725
OG0002064	CAEEL17790	AMPFI_02057, AMPFI_04113
OG0002067	CAEEL08430	AMPFI_16394
OG0002068	CAEEL15280	AMPFI_21310
OG0002073	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593	AMPFI_25365
OG0002074	CAEEL18383	AMPFI_01458
OG0002075	CAEEL15213	AMPFI_02738
OG0002076	CAEEL17850	AMPFI_24244
OG0002077	CAEEL08392	AMPFI_10995
OG0002079	CAEEL07901	AMPFI_23455
OG0002080	CAEEL03246, CAEEL12691	AMPFI_00131, AMPFI_15363
OG0002081	CAEEL14941, CAEEL14928	AMPFI_19669, AMPFI_25653
OG0002085	CAEEL11230, CAEEL11229	AMPFI_25343
OG0002086	CAEEL01985	AMPFI_07571
OG0002087	CAEEL07742	AMPFI_07836
OG0002089	CAEEL13352	AMPFI_25949
OG0002089	CAEEL00011, CAEEL11035, CAEEL17973	AMPFI_01974
OG0002090	CAEEL00790	AMPFI_10383
OG0002094	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823	AMPFI_06144
OG0002097	CAEEL03161, CAEEL00098, CAEEL19231	AMPFI_09945
OG0002099	CAEEL05221	AMPFI_19251, AMPFI_11854
OG0002101	CAEEL04990	AMPFI_12592, AMPFI_10537
OG0002102	CAEEL20714	AMPFI_10163
OG0002103	CAEEL16392, CAEEL16394	AMPFI_02167, AMPFI_02166
OG0002104	CAEEL08654	AMPFI_09366, AMPFI_09367
OG0002105	CAEEL18772	AMPFI_11643
OG0002106	CAEEL18235, CAEEL08825	AMPFI_23682
OG0002107	CAEEL07845	AMPFI_02795
OG0002108	CAEEL05450, CAEEL05957, CAEEL15378	AMPFI_14729
OG0002122	CAEEL09431	AMPFI_14982, AMPFI_20626
OG0002123	CAEEL05315	AMPFI_13795
OG0002124	CAEEL05107	AMPFI_19622, AMPFI_11396, AMPFI_17930
OG0002125	CAEEL10327	AMPFI_14988
OG0002125	CAEEL06344	AMPFI_19443, AMPFI_19550
OG0002131	CAEEL00336	AMPFI_11577
