Orthogroup	CAEEL	APOSJ_ok
OG0000484	CAEEL04965, CAEEL04966	APOSJ_38276, APOSJ_38275
OG0000485	CAEEL19088, CAEEL15576	APOSJ_62319, APOSJ_28628, APOSJ_62322, APOSJ_62321, APOSJ_62320, APOSJ_04739, APOSJ_62318, APOSJ_46115, APOSJ_46113, APOSJ_46122, APOSJ_31593, APOSJ_05098
OG0000486	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738	APOSJ_50215, APOSJ_50216
OG0000487	CAEEL16728, CAEEL12342	APOSJ_11299, APOSJ_11296, APOSJ_11297, APOSJ_11295, APOSJ_56190, APOSJ_23621
OG0000489	CAEEL19170	APOSJ_21604
OG0000490	CAEEL00687, CAEEL19730	APOSJ_43135, APOSJ_43142, APOSJ_53127, APOSJ_43136, APOSJ_43137, APOSJ_61499, APOSJ_43139, APOSJ_04379, APOSJ_43140, APOSJ_43141, APOSJ_43138, APOSJ_53126
OG0000491	CAEEL06407	APOSJ_59154
OG0000491	CAEEL07820	APOSJ_48921
OG0000495	CAEEL07186	APOSJ_28743, APOSJ_36602, APOSJ_25896, APOSJ_25899, APOSJ_60071, APOSJ_25897, APOSJ_25900
OG0000496	CAEEL01836	APOSJ_43800
OG0000497	CAEEL11475, CAEEL02002	APOSJ_02507, APOSJ_15320
OG0000497	CAEEL19219	APOSJ_46502, APOSJ_46508, APOSJ_05403, APOSJ_05405, APOSJ_00427, APOSJ_46505, APOSJ_00421, APOSJ_00424, APOSJ_59967, APOSJ_00423, APOSJ_46504, APOSJ_59485, APOSJ_46500, APOSJ_05402, APOSJ_46503, APOSJ_05404, APOSJ_60000, APOSJ_46507, APOSJ_59483, APOSJ_00422, APOSJ_46506, APOSJ_59484, APOSJ_33612, APOSJ_00425
OG0000503	CAEEL18781, CAEEL18780	APOSJ_47356, APOSJ_03773
OG0000506	CAEEL18864	APOSJ_28246, APOSJ_45838, APOSJ_28243, APOSJ_28245, APOSJ_28244
OG0000508	CAEEL07260	APOSJ_58113
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	APOSJ_27942, APOSJ_43444, APOSJ_39953, APOSJ_39957, APOSJ_29828, APOSJ_39955, APOSJ_39952, APOSJ_39954, APOSJ_37391, APOSJ_59529, APOSJ_37385, APOSJ_37388, APOSJ_37390, APOSJ_37389, APOSJ_37386, APOSJ_37387, APOSJ_33951
OG0000513	CAEEL00380	APOSJ_21900
OG0000514	CAEEL14359	APOSJ_17643, APOSJ_43874, APOSJ_37824, APOSJ_43871, APOSJ_37829, APOSJ_37828, APOSJ_17647, APOSJ_17644, APOSJ_36987, APOSJ_50032, APOSJ_17645, APOSJ_37823, APOSJ_37827, APOSJ_50055, APOSJ_17640, APOSJ_43875, APOSJ_37826, APOSJ_17639, APOSJ_43872, APOSJ_43873
OG0000519	CAEEL01270	APOSJ_33924, APOSJ_33925, APOSJ_24998, APOSJ_24997, APOSJ_26148, APOSJ_56974, APOSJ_56975, APOSJ_28639, APOSJ_28637, APOSJ_63544, APOSJ_28638, APOSJ_56973, APOSJ_28327
OG0000520	CAEEL07490	APOSJ_18649, APOSJ_18648, APOSJ_31467, APOSJ_32287, APOSJ_11887, APOSJ_11888
OG0000521	CAEEL11532	APOSJ_24270, APOSJ_24269
OG0000521	CAEEL14050	APOSJ_42057, APOSJ_42056, APOSJ_42055, APOSJ_42054
OG0000523	CAEEL07536, CAEEL13092	APOSJ_39879, APOSJ_11167, APOSJ_11168, APOSJ_11170, APOSJ_11169
OG0000524	CAEEL17529	APOSJ_32896, APOSJ_32901, APOSJ_32898, APOSJ_32899, APOSJ_32897, APOSJ_32900
OG0000525	CAEEL19149	APOSJ_34776, APOSJ_34777
OG0000525	CAEEL19113	APOSJ_41806, APOSJ_62376, APOSJ_65303, APOSJ_62370, APOSJ_41808, APOSJ_41807
OG0000527	CAEEL20771	APOSJ_00812, APOSJ_05084, APOSJ_47034, APOSJ_26263, APOSJ_47035, APOSJ_26260
OG0000528	CAEEL17966	APOSJ_26270, APOSJ_26272, APOSJ_26269, APOSJ_26271, APOSJ_26268
OG0000529	CAEEL14327	APOSJ_14572, APOSJ_14573
OG0000530	CAEEL05713, CAEEL05714	APOSJ_52891, APOSJ_34280, APOSJ_52887, APOSJ_43675, APOSJ_34277, APOSJ_34281, APOSJ_52888, APOSJ_52890, APOSJ_34278, APOSJ_43673, APOSJ_52885, APOSJ_52892, APOSJ_49382, APOSJ_34282, APOSJ_43676, APOSJ_60893, APOSJ_54657, APOSJ_34284, APOSJ_52886, APOSJ_60898, APOSJ_07364, APOSJ_34283, APOSJ_52889, APOSJ_43674, APOSJ_34279, APOSJ_07357, APOSJ_54659
OG0000534	CAEEL06960	APOSJ_24358, APOSJ_24359, APOSJ_46707, APOSJ_46706, APOSJ_24360, APOSJ_04673, APOSJ_46710, APOSJ_04674, APOSJ_46705, APOSJ_04675, APOSJ_09123, APOSJ_46704
OG0000535	CAEEL18521	APOSJ_20895, APOSJ_18218, APOSJ_18219, APOSJ_17517
OG0000537	CAEEL20692	APOSJ_25970
OG0000537	CAEEL08509	APOSJ_39064
OG0000538	CAEEL07439	APOSJ_25908, APOSJ_25903, APOSJ_48367, APOSJ_41994, APOSJ_03027, APOSJ_25907, APOSJ_48188, APOSJ_41996, APOSJ_54797, APOSJ_48192, APOSJ_54801, APOSJ_33167, APOSJ_25910, APOSJ_48191, APOSJ_33180, APOSJ_41995, APOSJ_54800, APOSJ_48190, APOSJ_25906, APOSJ_54798, APOSJ_40998, APOSJ_05035, APOSJ_25905, APOSJ_25904, APOSJ_48187, APOSJ_25909, APOSJ_05036, APOSJ_41998, APOSJ_15711, APOSJ_48189, APOSJ_41997, APOSJ_25911, APOSJ_05056
OG0000542	CAEEL09055	APOSJ_08026, APOSJ_50186, APOSJ_08025, APOSJ_08028, APOSJ_08027
OG0000542	CAEEL15478	APOSJ_05217
OG0000545	CAEEL15746	APOSJ_11134
OG0000545	CAEEL14386	APOSJ_61169
OG0000548	CAEEL10591, CAEEL10590	APOSJ_02482, APOSJ_30566, APOSJ_30567, APOSJ_30568, APOSJ_60326
OG0000549	CAEEL05133, CAEEL12072	APOSJ_52777
OG0000549	CAEEL18719, CAEEL18720	APOSJ_61526, APOSJ_02907, APOSJ_29612, APOSJ_29613, APOSJ_09557, APOSJ_29609, APOSJ_29608, APOSJ_09556, APOSJ_29607, APOSJ_29606, APOSJ_29611, APOSJ_29610
OG0000550	CAEEL11841	APOSJ_63307, APOSJ_63306
OG0000551	CAEEL05226	APOSJ_20535, APOSJ_20534
OG0000560	CAEEL00689	APOSJ_42593, APOSJ_08220, APOSJ_08218
OG0000561	CAEEL16454	APOSJ_14177, APOSJ_46591, APOSJ_14179, APOSJ_14178, APOSJ_55675
OG0000562	CAEEL12354	APOSJ_05019, APOSJ_05018
OG0000563	CAEEL11870, CAEEL10514, CAEEL07864	APOSJ_47173
OG0000565	CAEEL03314, CAEEL00611, CAEEL00610, CAEEL01204	APOSJ_16911, APOSJ_46831, APOSJ_42362, APOSJ_52606, APOSJ_01300, APOSJ_17008, APOSJ_17007, APOSJ_34667, APOSJ_34668, APOSJ_34666, APOSJ_34672, APOSJ_34670
OG0000566	CAEEL15091	APOSJ_56114, APOSJ_08789, APOSJ_08632, APOSJ_08631
OG0000567	CAEEL02967	APOSJ_28174
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491	APOSJ_40875
OG0000569	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675	APOSJ_46780, APOSJ_59120, APOSJ_59115, APOSJ_46063, APOSJ_61562, APOSJ_61563, APOSJ_61564, APOSJ_61566, APOSJ_41724, APOSJ_62395, APOSJ_24002, APOSJ_15817
OG0000572	CAEEL13663	APOSJ_39780, APOSJ_39781
OG0000572	CAEEL04776	APOSJ_20204
OG0000573	CAEEL05940	APOSJ_25331, APOSJ_24862
OG0000574	CAEEL19269	APOSJ_35049
OG0000574	CAEEL18789, CAEEL19638, CAEEL19639	APOSJ_02665
OG0000574	CAEEL19209, CAEEL18848	APOSJ_07768
OG0000575	CAEEL12522	APOSJ_19463, APOSJ_41628, APOSJ_41627
OG0000576	CAEEL06802	APOSJ_37886, APOSJ_57885, APOSJ_37889, APOSJ_19418, APOSJ_13718, APOSJ_37885, APOSJ_60114, APOSJ_37891, APOSJ_37887, APOSJ_60113, APOSJ_57887, APOSJ_37890, APOSJ_19419, APOSJ_37888
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	APOSJ_37736, APOSJ_36341
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	APOSJ_42746, APOSJ_42747, APOSJ_42749, APOSJ_42748
OG0000580	CAEEL19061	APOSJ_19379, APOSJ_19380, APOSJ_57471, APOSJ_19381, APOSJ_19378, APOSJ_24045
OG0000580	CAEEL06306	APOSJ_16960
OG0000581	CAEEL15703	APOSJ_08673, APOSJ_32969
OG0000581	CAEEL14055, CAEEL14054	APOSJ_36499
OG0000582	CAEEL19553, CAEEL19552	APOSJ_53689, APOSJ_53692, APOSJ_53688, APOSJ_53690, APOSJ_53691, APOSJ_16083, APOSJ_53686, APOSJ_53687
OG0000583	CAEEL01762, CAEEL01763	APOSJ_25494, APOSJ_14454
OG0000584	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443	APOSJ_59539, APOSJ_59533, APOSJ_59534, APOSJ_59536, APOSJ_59535, APOSJ_59540, APOSJ_59537, APOSJ_59538, APOSJ_58274, APOSJ_10240, APOSJ_52593, APOSJ_52594, APOSJ_20354, APOSJ_39320, APOSJ_57528, APOSJ_39319, APOSJ_57530, APOSJ_39321, APOSJ_57529, APOSJ_39318, APOSJ_57531, APOSJ_46004, APOSJ_16630
OG0000585	CAEEL11782, CAEEL11783	APOSJ_15080, APOSJ_15081, APOSJ_15079
OG0000586	CAEEL05852	APOSJ_09381, APOSJ_58586, APOSJ_39621, APOSJ_09383, APOSJ_58587, APOSJ_39620, APOSJ_47664, APOSJ_39624, APOSJ_39622, APOSJ_58592, APOSJ_58591, APOSJ_58584, APOSJ_58590, APOSJ_09384, APOSJ_09375, APOSJ_09379, APOSJ_39625, APOSJ_58589, APOSJ_39617, APOSJ_39619, APOSJ_09378, APOSJ_09376, APOSJ_39618, APOSJ_09382, APOSJ_09380, APOSJ_39623
OG0000587	CAEEL14207	APOSJ_00369, APOSJ_16879, APOSJ_16876, APOSJ_16875, APOSJ_10738, APOSJ_16880, APOSJ_53960, APOSJ_40785, APOSJ_53959, APOSJ_16878, APOSJ_40787, APOSJ_53961, APOSJ_16877, APOSJ_53958
OG0000587	CAEEL18702	APOSJ_63799, APOSJ_63803
OG0000588	CAEEL05897	APOSJ_23279, APOSJ_53706, APOSJ_58179, APOSJ_53698, APOSJ_53701, APOSJ_53704, APOSJ_58178, APOSJ_58181, APOSJ_58176, APOSJ_58180, APOSJ_53703, APOSJ_58177, APOSJ_53700, APOSJ_53705, APOSJ_53702, APOSJ_53699, APOSJ_51544, APOSJ_51543
OG0000589	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281	APOSJ_48412, APOSJ_48413, APOSJ_34674, APOSJ_34676
OG0000590	CAEEL01780	APOSJ_20507, APOSJ_20506
OG0000591	CAEEL19878	APOSJ_27883, APOSJ_27882
OG0000591	CAEEL18367	APOSJ_28460
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	APOSJ_22050, APOSJ_22053, APOSJ_63364
OG0000593	CAEEL02027	APOSJ_14731, APOSJ_14730, APOSJ_13767, APOSJ_46951, APOSJ_28632, APOSJ_28630, APOSJ_25347, APOSJ_28392, APOSJ_13802, APOSJ_28393, APOSJ_28390, APOSJ_28394, APOSJ_28391, APOSJ_25346, APOSJ_28631, APOSJ_28389
OG0000594	CAEEL11331	APOSJ_44042, APOSJ_05859, APOSJ_05860, APOSJ_05861
OG0000597	CAEEL08741	APOSJ_21422, APOSJ_21418, APOSJ_04909, APOSJ_57316, APOSJ_21420, APOSJ_21421
OG0000600	CAEEL02285, CAEEL02284	APOSJ_39498, APOSJ_39903, APOSJ_47007
OG0000602	CAEEL20599	APOSJ_36709, APOSJ_36710, APOSJ_64995, APOSJ_64996, APOSJ_53746
OG0000603	CAEEL15474	APOSJ_36984, APOSJ_36983, APOSJ_03111, APOSJ_03109, APOSJ_03112, APOSJ_36982, APOSJ_45011, APOSJ_03108, APOSJ_03110, APOSJ_36985, APOSJ_19038, APOSJ_19039, APOSJ_03113, APOSJ_31540
OG0000604	CAEEL14390	APOSJ_43779, APOSJ_43778, APOSJ_39570, APOSJ_27200, APOSJ_27202, APOSJ_27201
OG0000608	CAEEL06882	APOSJ_31338, APOSJ_25747, APOSJ_25749, APOSJ_25748, APOSJ_50494, APOSJ_11343
OG0000609	CAEEL11904	APOSJ_36177, APOSJ_36178, APOSJ_36176, APOSJ_35277, APOSJ_35274, APOSJ_35275, APOSJ_21281, APOSJ_35276, APOSJ_35273, APOSJ_35280, APOSJ_35278, APOSJ_35279, APOSJ_65014
OG0000611	CAEEL08225	APOSJ_56757, APOSJ_19264, APOSJ_19262, APOSJ_19265
OG0000611	CAEEL09831	APOSJ_58652
OG0000612	CAEEL07651	APOSJ_36472, APOSJ_36473, APOSJ_36471, APOSJ_27937, APOSJ_36474
OG0000612	CAEEL06875	APOSJ_22169, APOSJ_22170, APOSJ_22168, APOSJ_03034
OG0000614	CAEEL16724	APOSJ_23957, APOSJ_23954, APOSJ_23956, APOSJ_23952, APOSJ_15769, APOSJ_23953, APOSJ_15768, APOSJ_23958, APOSJ_23955, APOSJ_50604, APOSJ_46891, APOSJ_50612, APOSJ_50608, APOSJ_01965, APOSJ_01969, APOSJ_50607, APOSJ_46896, APOSJ_50613, APOSJ_50611, APOSJ_50609, APOSJ_01967, APOSJ_01968, APOSJ_01966, APOSJ_50610, APOSJ_01964
OG0000615	CAEEL19705	APOSJ_22324, APOSJ_22321, APOSJ_22323, APOSJ_22322
OG0000617	CAEEL12168	APOSJ_64370
OG0000618	CAEEL00836	APOSJ_04430, APOSJ_10120, APOSJ_36423, APOSJ_21713, APOSJ_59397, APOSJ_04434, APOSJ_27687, APOSJ_29571, APOSJ_15979, APOSJ_59398, APOSJ_29546, APOSJ_33897, APOSJ_33898, APOSJ_10115, APOSJ_15986, APOSJ_30076, APOSJ_59394, APOSJ_27640, APOSJ_21714, APOSJ_10122, APOSJ_59395, APOSJ_24764, APOSJ_42420, APOSJ_21716, APOSJ_10116, APOSJ_27684, APOSJ_21719, APOSJ_27681, APOSJ_04433, APOSJ_40167, APOSJ_42415, APOSJ_15984, APOSJ_21715, APOSJ_27682, APOSJ_10123, APOSJ_15983, APOSJ_21718, APOSJ_10117, APOSJ_27685, APOSJ_10119, APOSJ_15989, APOSJ_10121
OG0000619	CAEEL02635	APOSJ_15651, APOSJ_15650, APOSJ_43449, APOSJ_43448, APOSJ_43453, APOSJ_06007, APOSJ_43454, APOSJ_06010, APOSJ_40834, APOSJ_43451, APOSJ_43455, APOSJ_49747, APOSJ_41928, APOSJ_49744, APOSJ_49011, APOSJ_49040, APOSJ_49748, APOSJ_59158, APOSJ_59185
OG0000623	CAEEL16178, CAEEL06411	APOSJ_58237, APOSJ_58239
OG0000623	CAEEL16276	APOSJ_54571, APOSJ_53585, APOSJ_53583, APOSJ_64252
OG0000624	CAEEL08547	APOSJ_38044, APOSJ_11261, APOSJ_38250, APOSJ_38042, APOSJ_06061, APOSJ_38043, APOSJ_38046, APOSJ_06064, APOSJ_14652, APOSJ_14653, APOSJ_47525, APOSJ_14646, APOSJ_26556, APOSJ_47513, APOSJ_23669, APOSJ_53610, APOSJ_05320, APOSJ_05319, APOSJ_58963, APOSJ_09193
OG0000626	CAEEL19740	APOSJ_59167, APOSJ_59170, APOSJ_59171, APOSJ_31132, APOSJ_59172, APOSJ_59166, APOSJ_59174, APOSJ_31133, APOSJ_31131, APOSJ_59168, APOSJ_59169, APOSJ_59173
OG0000627	CAEEL01126	APOSJ_30106, APOSJ_30105, APOSJ_01394, APOSJ_25542, APOSJ_27448, APOSJ_25540, APOSJ_25541, APOSJ_29842, APOSJ_27449
OG0000636	CAEEL19659	APOSJ_03510, APOSJ_03511, APOSJ_03509, APOSJ_03508
OG0000637	CAEEL18181	APOSJ_58608, APOSJ_58607, APOSJ_58605, APOSJ_58606
OG0000639	CAEEL00195	APOSJ_22789, APOSJ_22790
OG0000639	CAEEL00077	APOSJ_29300
OG0000645	CAEEL14093	APOSJ_23119, APOSJ_01409
OG0000645	CAEEL02916	APOSJ_07674, APOSJ_07676, APOSJ_37086, APOSJ_37082, APOSJ_36166, APOSJ_27854, APOSJ_27848, APOSJ_27852, APOSJ_21898, APOSJ_07673, APOSJ_16115, APOSJ_10266, APOSJ_21892, APOSJ_16114, APOSJ_21894, APOSJ_21895, APOSJ_12075, APOSJ_16113, APOSJ_10265, APOSJ_16116, APOSJ_16118, APOSJ_16117, APOSJ_27849, APOSJ_27851, APOSJ_27853, APOSJ_36167, APOSJ_43353, APOSJ_37083, APOSJ_37077, APOSJ_37085, APOSJ_32060, APOSJ_27855, APOSJ_58477
OG0000646	CAEEL06213, CAEEL06212	APOSJ_13193, APOSJ_13194
OG0000647	CAEEL14095, CAEEL17996	APOSJ_64340, APOSJ_64336, APOSJ_56838, APOSJ_13497, APOSJ_64335, APOSJ_13605, APOSJ_56265, APOSJ_56212, APOSJ_56264, APOSJ_64339, APOSJ_56266, APOSJ_64338, APOSJ_58434, APOSJ_64334, APOSJ_64337
OG0000648	CAEEL05737	APOSJ_31281, APOSJ_31280, APOSJ_62481
OG0000648	CAEEL19541	APOSJ_46573, APOSJ_60586, APOSJ_60595, APOSJ_46574, APOSJ_46572, APOSJ_60599, APOSJ_19249
OG0000649	CAEEL08770	APOSJ_14876, APOSJ_62950, APOSJ_09077, APOSJ_14871, APOSJ_09074, APOSJ_62949, APOSJ_62948, APOSJ_62952, APOSJ_57618
OG0000651	CAEEL08479	APOSJ_12716, APOSJ_60503, APOSJ_60497, APOSJ_57665, APOSJ_12709, APOSJ_14754, APOSJ_57659, APOSJ_57666, APOSJ_01259, APOSJ_01261, APOSJ_07867, APOSJ_01263, APOSJ_60499, APOSJ_12711, APOSJ_12713, APOSJ_60504, APOSJ_30332, APOSJ_60498, APOSJ_60502, APOSJ_57662, APOSJ_57660, APOSJ_57664, APOSJ_57663, APOSJ_60501, APOSJ_57667, APOSJ_01260, APOSJ_12715, APOSJ_01264, APOSJ_01258, APOSJ_07865, APOSJ_12710, APOSJ_12712, APOSJ_36313, APOSJ_57661, APOSJ_14753, APOSJ_60500, APOSJ_01262, APOSJ_12714
OG0000652	CAEEL09392, CAEEL09393	APOSJ_46934, APOSJ_46935, APOSJ_46936, APOSJ_61783, APOSJ_34548
OG0000654	CAEEL00509	APOSJ_38864, APOSJ_38862, APOSJ_43370, APOSJ_38861, APOSJ_38865, APOSJ_43371, APOSJ_38863
OG0000657	CAEEL01693	APOSJ_24584, APOSJ_24582, APOSJ_24583, APOSJ_21913, APOSJ_21912, APOSJ_21911, APOSJ_21909, APOSJ_07790, APOSJ_21910, APOSJ_21914, APOSJ_21908
OG0000660	CAEEL06994	APOSJ_10365, APOSJ_10364
OG0000660	CAEEL01886	APOSJ_47606, APOSJ_47612
OG0000662	CAEEL07265	APOSJ_09177, APOSJ_39439
OG0000662	CAEEL20546	APOSJ_54892, APOSJ_18946
OG0000663	CAEEL07269	APOSJ_32858, APOSJ_32857, APOSJ_32856, APOSJ_32855, APOSJ_37492, APOSJ_32854, APOSJ_32852, APOSJ_32853, APOSJ_46894, APOSJ_46893
OG0000664	CAEEL10897, CAEEL10896	APOSJ_22892, APOSJ_22894, APOSJ_46796, APOSJ_46853, APOSJ_22893, APOSJ_39846, APOSJ_22895, APOSJ_39847
OG0000664	CAEEL00118, CAEEL00117	APOSJ_17044, APOSJ_17042, APOSJ_17038, APOSJ_17041, APOSJ_17040, APOSJ_17039, APOSJ_17043, APOSJ_17045
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	APOSJ_64512, APOSJ_64513, APOSJ_64514, APOSJ_40902, APOSJ_53510, APOSJ_40899, APOSJ_40898, APOSJ_40897, APOSJ_53511, APOSJ_53514, APOSJ_18733, APOSJ_40900, APOSJ_41544, APOSJ_40901, APOSJ_08228, APOSJ_08229
OG0000666	CAEEL11143	APOSJ_38350, APOSJ_40155
OG0000670	CAEEL01804, CAEEL20294	APOSJ_25532, APOSJ_25531
OG0000671	CAEEL20492, CAEEL02522	APOSJ_30071, APOSJ_59393, APOSJ_22422, APOSJ_22425, APOSJ_22424, APOSJ_22421, APOSJ_22423, APOSJ_22420
OG0000672	CAEEL07948, CAEEL07943	APOSJ_20026, APOSJ_09344, APOSJ_09340, APOSJ_09345, APOSJ_09342, APOSJ_09343, APOSJ_09341
OG0000672	CAEEL00089, CAEEL00988	APOSJ_50679, APOSJ_50678
OG0000674	CAEEL01995	APOSJ_37872, APOSJ_37277
OG0000676	CAEEL18677, CAEEL18678	APOSJ_02079, APOSJ_02078
OG0000678	CAEEL19275	APOSJ_10061, APOSJ_21916, APOSJ_10060, APOSJ_10058, APOSJ_10055, APOSJ_10062, APOSJ_10056, APOSJ_10059, APOSJ_10057, APOSJ_37849
OG0000680	CAEEL01896	APOSJ_26267
OG0000681	CAEEL06701, CAEEL06700	APOSJ_46254, APOSJ_46255, APOSJ_46257
OG0000681	CAEEL20557	APOSJ_36480, APOSJ_36481
OG0000682	CAEEL18765	APOSJ_13468, APOSJ_13474
OG0000683	CAEEL18608	APOSJ_64634, APOSJ_64631
OG0000683	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944	APOSJ_15131, APOSJ_02497, APOSJ_56346, APOSJ_15132, APOSJ_02496
OG0000684	CAEEL11185	APOSJ_20767, APOSJ_20765, APOSJ_20764, APOSJ_20766, APOSJ_01354, APOSJ_20768, APOSJ_20770, APOSJ_20769
OG0000685	CAEEL19728	APOSJ_22693, APOSJ_64882, APOSJ_65317
OG0000690	CAEEL02355, CAEEL16430	APOSJ_22137, APOSJ_22147, APOSJ_22140
OG0000690	CAEEL05043	APOSJ_11058, APOSJ_06557, APOSJ_11059, APOSJ_06556
OG0000691	CAEEL17188	APOSJ_08695
OG0000692	CAEEL05111, CAEEL03292	APOSJ_41742, APOSJ_41741, APOSJ_41740
OG0000693	CAEEL03253, CAEEL03254	APOSJ_58900
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	APOSJ_04109, APOSJ_43101
OG0000696	CAEEL19612	APOSJ_01864, APOSJ_37186, APOSJ_37185, APOSJ_37184
OG0000697	CAEEL10883	APOSJ_51766, APOSJ_51767, APOSJ_61682, APOSJ_64946, APOSJ_64535, APOSJ_41504, APOSJ_53618, APOSJ_64536, APOSJ_53614, APOSJ_41510, APOSJ_51765, APOSJ_53615, APOSJ_06578, APOSJ_53617, APOSJ_51762, APOSJ_53616, APOSJ_06580, APOSJ_51763, APOSJ_51761, APOSJ_53613, APOSJ_53892, APOSJ_41512, APOSJ_06583, APOSJ_06581
OG0000702	CAEEL01313	APOSJ_54550, APOSJ_52824, APOSJ_54553, APOSJ_54549, APOSJ_03633, APOSJ_44971, APOSJ_03640, APOSJ_44969, APOSJ_54551, APOSJ_44973, APOSJ_44968, APOSJ_44970, APOSJ_44972, APOSJ_54555, APOSJ_54552, APOSJ_54554
OG0000703	CAEEL12761	APOSJ_58534, APOSJ_58532, APOSJ_58535, APOSJ_58533, APOSJ_58531, APOSJ_19107, APOSJ_58530
OG0000708	CAEEL04786, CAEEL04785	APOSJ_45434, APOSJ_53914, APOSJ_45436, APOSJ_62756, APOSJ_53912, APOSJ_45435, APOSJ_53916, APOSJ_53910, APOSJ_15345, APOSJ_45433, APOSJ_53915, APOSJ_53911, APOSJ_53913, APOSJ_53917, APOSJ_26993, APOSJ_45438
OG0000708	CAEEL12722	APOSJ_60449
OG0000709	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767	APOSJ_16835, APOSJ_16834
OG0000711	CAEEL03027	APOSJ_48094
OG0000712	CAEEL07921	APOSJ_28649, APOSJ_40940, APOSJ_28648, APOSJ_61191, APOSJ_28645, APOSJ_39987, APOSJ_61194, APOSJ_28650, APOSJ_39981, APOSJ_61193
OG0000713	CAEEL15727	APOSJ_58098, APOSJ_58097, APOSJ_38731, APOSJ_61007, APOSJ_38740, APOSJ_03584
OG0000715	CAEEL07311	APOSJ_43532
OG0000715	CAEEL07310, CAEEL07309	APOSJ_39071, APOSJ_43533, APOSJ_39067, APOSJ_39068, APOSJ_39070, APOSJ_39073, APOSJ_39069, APOSJ_43529, APOSJ_43531, APOSJ_43530, APOSJ_43528, APOSJ_39074, APOSJ_39066, APOSJ_06586, APOSJ_39072
OG0000716	CAEEL00463	APOSJ_51263, APOSJ_64313, APOSJ_30671, APOSJ_58360, APOSJ_04541, APOSJ_64317, APOSJ_28316, APOSJ_04539, APOSJ_28321, APOSJ_64315, APOSJ_58359, APOSJ_51255, APOSJ_04542, APOSJ_51259, APOSJ_64318, APOSJ_51262, APOSJ_64316, APOSJ_51264, APOSJ_04540, APOSJ_51261, APOSJ_04543, APOSJ_05409, APOSJ_64314, APOSJ_51260, APOSJ_54870, APOSJ_54869, APOSJ_61592, APOSJ_04538, APOSJ_03939
OG0000717	CAEEL20044, CAEEL07958	APOSJ_10066, APOSJ_10065, APOSJ_10067, APOSJ_10068
OG0000718	CAEEL16052	APOSJ_33271, APOSJ_33274, APOSJ_33273, APOSJ_33272
OG0000720	CAEEL02341	APOSJ_61454, APOSJ_61453, APOSJ_00132, APOSJ_00807, APOSJ_50387, APOSJ_62988, APOSJ_39677, APOSJ_62989, APOSJ_62990, APOSJ_25918, APOSJ_56405, APOSJ_54917, APOSJ_62994, APOSJ_14156, APOSJ_44554, APOSJ_62992, APOSJ_62993, APOSJ_62991, APOSJ_54743, APOSJ_39693, APOSJ_56404, APOSJ_52494, APOSJ_44555
OG0000721	CAEEL07780	APOSJ_59489, APOSJ_59488, APOSJ_59487
OG0000721	CAEEL00853	APOSJ_54963, APOSJ_40791, APOSJ_40790
OG0000722	CAEEL16439	APOSJ_37621, APOSJ_37620
OG0000724	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753	APOSJ_53192, APOSJ_51336, APOSJ_53188, APOSJ_53190
OG0000725	CAEEL01386	APOSJ_22494
OG0000726	CAEEL08988, CAEEL08987	APOSJ_58267, APOSJ_08434, APOSJ_08433, APOSJ_08439
OG0000730	CAEEL06720	APOSJ_06440
OG0000730	CAEEL06574	APOSJ_04248
OG0000731	CAEEL18982	APOSJ_34927, APOSJ_08522, APOSJ_19285, APOSJ_34925, APOSJ_34929, APOSJ_08523, APOSJ_34930, APOSJ_08524, APOSJ_34924, APOSJ_34926, APOSJ_34928, APOSJ_08525
OG0000732	CAEEL02711	APOSJ_29012, APOSJ_59223
OG0000732	CAEEL11771	APOSJ_42660, APOSJ_63289, APOSJ_63290
OG0000733	CAEEL17006	APOSJ_25718
OG0000733	CAEEL15524	APOSJ_21693, APOSJ_28672
OG0000734	CAEEL18835	APOSJ_05774, APOSJ_05773
