Orthogroup	CAEEL	LYTVA_ok
OG0000373	CAEEL15442, CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659	LYTVA_11109
OG0000374	CAEEL04637	LYTVA_17909
OG0000375	CAEEL04597, CAEEL18446	LYTVA_07238
OG0000378	CAEEL01589	LYTVA_03257
OG0000378	CAEEL18606	LYTVA_02110
OG0000382	CAEEL10275	LYTVA_02944
OG0000385	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992	LYTVA_24174, LYTVA_28777, LYTVA_02510, LYTVA_20464, LYTVA_23283, LYTVA_21446
OG0000389	CAEEL08944, CAEEL11888	LYTVA_09557
OG0000391	CAEEL03981, CAEEL10348, CAEEL18760	LYTVA_06760
OG0000391	CAEEL07480, CAEEL01186	LYTVA_14419, LYTVA_18771
OG0000393	CAEEL11594	LYTVA_18987
OG0000393	CAEEL00138	LYTVA_29904
OG0000395	CAEEL11086	LYTVA_12387
OG0000399	CAEEL12746	LYTVA_10214
OG0000399	CAEEL18399	LYTVA_23258
OG0000399	CAEEL01136	LYTVA_10216
OG0000400	CAEEL01024	LYTVA_00063
OG0000401	CAEEL07254	LYTVA_03050, LYTVA_06551, LYTVA_17743, LYTVA_12806
OG0000402	CAEEL09914, CAEEL09915	LYTVA_17451, LYTVA_17450
OG0000404	CAEEL04503	LYTVA_11246
OG0000404	CAEEL20480	LYTVA_12143
OG0000405	CAEEL01740	LYTVA_02873
OG0000409	CAEEL09896	LYTVA_04867, LYTVA_17260, LYTVA_24503
OG0000409	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710	LYTVA_29459
OG0000411	CAEEL02373	LYTVA_28501
OG0000412	CAEEL11655	LYTVA_01548, LYTVA_08305
OG0000412	CAEEL20650	LYTVA_13235
OG0000413	CAEEL15525	LYTVA_30013
OG0000413	CAEEL18945	LYTVA_27164
OG0000417	CAEEL09343, CAEEL20198, CAEEL19199, CAEEL11109	LYTVA_29032
OG0000424	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478	LYTVA_23549, LYTVA_05964, LYTVA_25545, LYTVA_03567
OG0000425	CAEEL13865, CAEEL13864	LYTVA_08575, LYTVA_01661, LYTVA_16295
OG0000426	CAEEL19943	LYTVA_06898
OG0000426	CAEEL20473	LYTVA_28523, LYTVA_10466
OG0000427	CAEEL05100	LYTVA_16595, LYTVA_19896
OG0000429	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624	LYTVA_08351, LYTVA_05078
OG0000430	CAEEL14592, CAEEL00514	LYTVA_27077, LYTVA_02945, LYTVA_20340
OG0000431	CAEEL07320	LYTVA_04640
OG0000432	CAEEL05840, CAEEL08239	LYTVA_08315
OG0000433	CAEEL18122	LYTVA_26219
OG0000433	CAEEL00915, CAEEL00914	LYTVA_06955
OG0000436	CAEEL08451, CAEEL08483, CAEEL08086	LYTVA_24029, LYTVA_21248
OG0000442	CAEEL10760	LYTVA_03518
OG0000443	CAEEL07750	LYTVA_07561
OG0000444	CAEEL18555	LYTVA_22417, LYTVA_07815
OG0000444	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670	LYTVA_19323
OG0000446	CAEEL08845	LYTVA_21122
OG0000447	CAEEL07754, CAEEL07753	LYTVA_12231
OG0000450	CAEEL09221	LYTVA_17101
OG0000452	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373	LYTVA_06720, LYTVA_26610
OG0000456	CAEEL11325	LYTVA_12080, LYTVA_14366, LYTVA_04748, LYTVA_04742, LYTVA_17006, LYTVA_27347
OG0000461	CAEEL06628	LYTVA_27812
OG0000463	CAEEL00961	LYTVA_20402, LYTVA_25915, LYTVA_18875, LYTVA_06079
OG0000466	CAEEL16090	LYTVA_24394
OG0000467	CAEEL10426, CAEEL00823	LYTVA_22913
OG0000468	CAEEL05744	LYTVA_29019, LYTVA_11992, LYTVA_25362, LYTVA_17846, LYTVA_25959, LYTVA_07913, LYTVA_09600
OG0000469	CAEEL09645	LYTVA_00030
OG0000470	CAEEL01892	LYTVA_08829
OG0000470	CAEEL15886	LYTVA_28529
OG0000475	CAEEL00594, CAEEL00593	LYTVA_01549
OG0000476	CAEEL20693, CAEEL00887	LYTVA_25122
OG0000476	CAEEL13996, CAEEL04770	LYTVA_13391
OG0000477	CAEEL19743	LYTVA_20782
OG0000478	CAEEL16147	LYTVA_03492
OG0000478	CAEEL11281	LYTVA_19338
OG0000479	CAEEL02339	LYTVA_06137, LYTVA_28172
OG0000479	CAEEL09202	LYTVA_05897
OG0000480	CAEEL10994, CAEEL19312, CAEEL11292	LYTVA_20914, LYTVA_03386, LYTVA_28708, LYTVA_06044, LYTVA_27796, LYTVA_11906, LYTVA_02506, LYTVA_19363
OG0000481	CAEEL09089, CAEEL09097	LYTVA_09160
OG0000481	CAEEL07158	LYTVA_03656
OG0000482	CAEEL12763	LYTVA_19516
OG0000482	CAEEL16609	LYTVA_27236, LYTVA_29735
OG0000484	CAEEL04965, CAEEL04966	LYTVA_07250
OG0000485	CAEEL19088, CAEEL15576	LYTVA_18258
OG0000486	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738	LYTVA_11725, LYTVA_25120, LYTVA_29743, LYTVA_02899
OG0000487	CAEEL16728, CAEEL12342	LYTVA_10942
OG0000488	CAEEL04678, CAEEL04681, CAEEL04679	LYTVA_08628
OG0000490	CAEEL00687, CAEEL19730	LYTVA_11400
OG0000491	CAEEL07820	LYTVA_10685, LYTVA_06011
OG0000495	CAEEL07186	LYTVA_25605, LYTVA_24473, LYTVA_18087
OG0000496	CAEEL01836	LYTVA_09688
OG0000497	CAEEL11475, CAEEL02002	LYTVA_10382
OG0000497	CAEEL19219	LYTVA_04632
OG0000503	CAEEL18781, CAEEL18780	LYTVA_17922, LYTVA_19324
OG0000503	CAEEL01216	LYTVA_12188
OG0000504	CAEEL11210	LYTVA_02960
OG0000506	CAEEL18864	LYTVA_28601
OG0000508	CAEEL07260	LYTVA_12099
OG0000510	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413	LYTVA_19046, LYTVA_02807, LYTVA_16080
OG0000513	CAEEL00380	LYTVA_03566
OG0000514	CAEEL07294, CAEEL18391	LYTVA_15398
OG0000519	CAEEL01270	LYTVA_06076, LYTVA_05363, LYTVA_05364, LYTVA_13323
OG0000520	CAEEL07490	LYTVA_00781, LYTVA_18628
OG0000521	CAEEL11532	LYTVA_05276
OG0000521	CAEEL14050	LYTVA_03547
OG0000523	CAEEL07536, CAEEL13092	LYTVA_00966
OG0000524	CAEEL17529	LYTVA_27652
OG0000525	CAEEL19149	LYTVA_27355
OG0000525	CAEEL19113	LYTVA_20949
OG0000528	CAEEL17966	LYTVA_22002
OG0000529	CAEEL14327	LYTVA_23159
OG0000530	CAEEL05713, CAEEL05714	LYTVA_01074
OG0000534	CAEEL06960	LYTVA_09901, LYTVA_21092
OG0000535	CAEEL18521	LYTVA_16804
OG0000537	CAEEL20692	LYTVA_04641
OG0000538	CAEEL07439	LYTVA_19552
OG0000542	CAEEL15478	LYTVA_16634
OG0000545	CAEEL14386	LYTVA_08840
OG0000548	CAEEL10591, CAEEL10590	LYTVA_06015
OG0000549	CAEEL05133, CAEEL12072	LYTVA_22278
OG0000549	CAEEL18719, CAEEL18720	LYTVA_02950, LYTVA_20710, LYTVA_27983
OG0000550	CAEEL11841	LYTVA_10848, LYTVA_27069
OG0000551	CAEEL05226	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909
OG0000560	CAEEL00689	LYTVA_26084, LYTVA_16607, LYTVA_16609, LYTVA_20278, LYTVA_28476, LYTVA_01495
OG0000562	CAEEL12354	LYTVA_01419
OG0000563	CAEEL10514	LYTVA_08446, LYTVA_08447, LYTVA_00186
OG0000563	CAEEL07864	LYTVA_03052, LYTVA_07652, LYTVA_11594, LYTVA_14329, LYTVA_18410, LYTVA_14185, LYTVA_14184, LYTVA_03057, LYTVA_03056, LYTVA_01124, LYTVA_21200
OG0000565	CAEEL03314, CAEEL00611, CAEEL00610, CAEEL01204	LYTVA_01862, LYTVA_07046, LYTVA_01851
OG0000566	CAEEL15091	LYTVA_16321, LYTVA_16285
OG0000567	CAEEL02967	LYTVA_12299
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491	LYTVA_13542, LYTVA_02323
OG0000569	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675	LYTVA_23831, LYTVA_08037, LYTVA_27627, LYTVA_09118, LYTVA_20786, LYTVA_21040, LYTVA_01796
OG0000573	CAEEL05940	LYTVA_17570
OG0000574	CAEEL19269	LYTVA_26701
OG0000574	CAEEL18789, CAEEL19638, CAEEL19639	LYTVA_10809
OG0000575	CAEEL12522	LYTVA_27938
OG0000576	CAEEL06802	LYTVA_26208
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	LYTVA_22088
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	LYTVA_05380
OG0000580	CAEEL19061	LYTVA_27127, LYTVA_01329, LYTVA_15310
OG0000580	CAEEL06306	LYTVA_17855, LYTVA_06002
OG0000581	CAEEL15703	LYTVA_01246
OG0000581	CAEEL14055, CAEEL14054	LYTVA_20217, LYTVA_20223
OG0000582	CAEEL19553, CAEEL19552	LYTVA_16729
OG0000583	CAEEL01762, CAEEL01763	LYTVA_02410
OG0000584	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443	LYTVA_24718
OG0000586	CAEEL05852	LYTVA_28319
OG0000587	CAEEL14207	LYTVA_14343, LYTVA_26577
OG0000587	CAEEL18702	LYTVA_09394
OG0000588	CAEEL05897	LYTVA_02313
OG0000589	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281	LYTVA_27829
OG0000590	CAEEL01780	LYTVA_12360
OG0000591	CAEEL19878	LYTVA_18700
OG0000591	CAEEL18367	LYTVA_26896
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	LYTVA_06892
OG0000594	CAEEL11331	LYTVA_12514
OG0000597	CAEEL08741	LYTVA_08995, LYTVA_09001
OG0000600	CAEEL02285, CAEEL02284	LYTVA_30191
OG0000602	CAEEL20599	LYTVA_06542, LYTVA_02334, LYTVA_28424
OG0000603	CAEEL15474	LYTVA_12055
OG0000604	CAEEL14390	LYTVA_15560
OG0000609	CAEEL11904	LYTVA_12338, LYTVA_28306, LYTVA_08875
OG0000611	CAEEL08225	LYTVA_07188
OG0000611	CAEEL09831	LYTVA_21486
OG0000612	CAEEL07651	LYTVA_17035
OG0000612	CAEEL06875	LYTVA_18667
OG0000613	CAEEL14429, CAEEL16442	LYTVA_03903
OG0000614	CAEEL16724	LYTVA_08490
OG0000615	CAEEL19705	LYTVA_29719
OG0000616	CAEEL19744	LYTVA_14032
OG0000619	CAEEL02635	LYTVA_00565
OG0000623	CAEEL16178, CAEEL06411	LYTVA_05482
OG0000623	CAEEL16276	LYTVA_02662
OG0000624	CAEEL08547	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747
OG0000625	CAEEL18539	LYTVA_10178
OG0000627	CAEEL01126	LYTVA_13220
OG0000636	CAEEL19659	LYTVA_29351
OG0000637	CAEEL18181	LYTVA_16274, LYTVA_17765, LYTVA_13438, LYTVA_07736
OG0000639	CAEEL00195	LYTVA_07276
OG0000639	CAEEL00077	LYTVA_20363, LYTVA_03919
OG0000642	CAEEL04693	LYTVA_04785
OG0000645	CAEEL02916	LYTVA_28374
OG0000646	CAEEL06213, CAEEL06212	LYTVA_01801, LYTVA_17076
OG0000647	CAEEL14095, CAEEL17996	LYTVA_09133, LYTVA_17054, LYTVA_07018, LYTVA_08785
OG0000648	CAEEL05737	LYTVA_04746
OG0000649	CAEEL08770	LYTVA_10245
OG0000651	CAEEL08479	LYTVA_21211
OG0000652	CAEEL09392, CAEEL09393	LYTVA_09743
OG0000653	CAEEL20136	LYTVA_17085
OG0000654	CAEEL00509	LYTVA_28826
OG0000657	CAEEL01693	LYTVA_09519, LYTVA_08984, LYTVA_11565, LYTVA_11564, LYTVA_09513
OG0000660	CAEEL06994	LYTVA_18194
OG0000660	CAEEL01886	LYTVA_29081
OG0000662	CAEEL07265	LYTVA_10468, LYTVA_18798
OG0000662	CAEEL20546	LYTVA_15423
OG0000663	CAEEL07269	LYTVA_05261, LYTVA_03273
OG0000664	CAEEL10897, CAEEL10896	LYTVA_13239
OG0000664	CAEEL00118, CAEEL00117	LYTVA_20056
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	LYTVA_06571, LYTVA_07973, LYTVA_29574
OG0000666	CAEEL11143	LYTVA_07805
OG0000670	CAEEL01804, CAEEL20294	LYTVA_25988
OG0000671	CAEEL20492, CAEEL02522	LYTVA_27723, LYTVA_27726, LYTVA_01396
OG0000672	CAEEL07948, CAEEL07943	LYTVA_02177
OG0000672	CAEEL00089, CAEEL00988	LYTVA_03099
OG0000674	CAEEL01995	LYTVA_07878
OG0000676	CAEEL18677, CAEEL18678	LYTVA_14394, LYTVA_22046
OG0000678	CAEEL19275	LYTVA_00388
OG0000680	CAEEL01896	LYTVA_10018, LYTVA_10016, LYTVA_20352
OG0000681	CAEEL20557	LYTVA_24742, LYTVA_06870
OG0000682	CAEEL18765	LYTVA_10303
OG0000683	CAEEL18608	LYTVA_03132
OG0000683	CAEEL02948, CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944	LYTVA_12146
OG0000684	CAEEL11185	LYTVA_20362
OG0000688	CAEEL04340	LYTVA_06802
OG0000690	CAEEL02355, CAEEL16430	LYTVA_01411, LYTVA_23445
OG0000690	CAEEL05043	LYTVA_06618, LYTVA_16355
OG0000691	CAEEL17188	LYTVA_25156
OG0000692	CAEEL05111, CAEEL03292	LYTVA_10854
OG0000692	CAEEL01603	LYTVA_29544
OG0000693	CAEEL03253, CAEEL03254	LYTVA_30080
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	LYTVA_26928
OG0000696	CAEEL19612	LYTVA_10486, LYTVA_16853
OG0000697	CAEEL10883	LYTVA_14530
OG0000702	CAEEL01313	LYTVA_26549
OG0000709	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767	LYTVA_04267, LYTVA_11324
OG0000709	CAEEL01769	LYTVA_29562
OG0000711	CAEEL04946	LYTVA_01208
OG0000711	CAEEL03027	LYTVA_21399
OG0000712	CAEEL07921	LYTVA_18517
OG0000713	CAEEL15727	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172
OG0000715	CAEEL07310, CAEEL07309	LYTVA_20155
OG0000716	CAEEL00463	LYTVA_00845, LYTVA_04024
OG0000717	CAEEL20044, CAEEL07958	LYTVA_13980, LYTVA_12572
OG0000718	CAEEL16052	LYTVA_29448
OG0000721	CAEEL07780	LYTVA_10906
OG0000721	CAEEL00853	LYTVA_26688
OG0000722	CAEEL16439	LYTVA_26452
OG0000724	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753	LYTVA_01400
OG0000726	CAEEL08988, CAEEL08987	LYTVA_10101
OG0000730	CAEEL06720	LYTVA_01756
OG0000730	CAEEL06574	LYTVA_26781, LYTVA_01238
OG0000731	CAEEL18982	LYTVA_25013
OG0000732	CAEEL02711	LYTVA_19768
OG0000733	CAEEL17006	LYTVA_09286
OG0000733	CAEEL15524	LYTVA_18704
OG0000734	CAEEL18835	LYTVA_02652
OG0000735	CAEEL14834, CAEEL14835	LYTVA_27173
OG0000736	CAEEL09174	LYTVA_27996
OG0000737	CAEEL06154, CAEEL04487, CAEEL04486	LYTVA_18640
OG0000740	CAEEL18076	LYTVA_20629
OG0000740	CAEEL18356	LYTVA_24783, LYTVA_24786
OG0000744	CAEEL01254	LYTVA_11555, LYTVA_11561, LYTVA_20158
OG0000745	CAEEL12683, CAEEL06489	LYTVA_17679
OG0000747	CAEEL02279	LYTVA_10977, LYTVA_24505, LYTVA_11278
OG0000749	CAEEL11624, CAEEL14107	LYTVA_19774
OG0000751	CAEEL09020	LYTVA_23339
OG0000752	CAEEL07346	LYTVA_18382
OG0000752	CAEEL04370	LYTVA_07800
OG0000753	CAEEL17415	LYTVA_08519, LYTVA_11275
OG0000755	CAEEL01302	LYTVA_15623, LYTVA_07352
OG0000757	CAEEL20030	LYTVA_25030
OG0000759	CAEEL20475, CAEEL16710	LYTVA_17588
OG0000761	CAEEL19698	LYTVA_21617
OG0000762	CAEEL02671	LYTVA_23402
OG0000763	CAEEL01521, CAEEL01520, CAEEL01519	LYTVA_06804
OG0000765	CAEEL08924, CAEEL20292	LYTVA_14871
OG0000766	CAEEL01660	LYTVA_09454, LYTVA_03504
OG0000767	CAEEL15327, CAEEL15326	LYTVA_25551
OG0000774	CAEEL08377	LYTVA_03484
OG0000774	CAEEL12020, CAEEL14163, CAEEL12021	LYTVA_13838
OG0000775	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550	LYTVA_27239, LYTVA_10620
OG0000776	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206	LYTVA_24103, LYTVA_22432, LYTVA_27701
OG0000777	CAEEL19291	LYTVA_13243, LYTVA_28245
OG0000778	CAEEL04054	LYTVA_14479
OG0000779	CAEEL01706	LYTVA_16614, LYTVA_13236
OG0000780	CAEEL00305	LYTVA_22148, LYTVA_16079
OG0000782	CAEEL01741	LYTVA_07281
OG0000783	CAEEL08524	LYTVA_22569
OG0000784	CAEEL19472	LYTVA_25520
OG0000786	CAEEL06097	LYTVA_01139, LYTVA_01143
OG0000787	CAEEL10362	LYTVA_15690
OG0000788	CAEEL04328, CAEEL04329, CAEEL04327	LYTVA_13146
OG0000791	CAEEL09121	LYTVA_30188
OG0000792	CAEEL06858, CAEEL06859	LYTVA_19622
OG0000793	CAEEL00246	LYTVA_16504
OG0000794	CAEEL14272, CAEEL13170	LYTVA_18203
OG0000796	CAEEL18138	LYTVA_09458
OG0000797	CAEEL11404	LYTVA_21230
OG0000798	CAEEL08562, CAEEL08561	LYTVA_20461, LYTVA_26245
OG0000800	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396	LYTVA_29348, LYTVA_28470
OG0000801	CAEEL00950	LYTVA_25443
OG0000803	CAEEL18447	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598
OG0000810	CAEEL00977	LYTVA_24721, LYTVA_23360
OG0000814	CAEEL07659, CAEEL07658	LYTVA_14186, LYTVA_14182
OG0000814	CAEEL11834, CAEEL05113	LYTVA_21141
OG0000817	CAEEL08608	LYTVA_09679
OG0000817	CAEEL09272	LYTVA_10096
OG0000818	CAEEL08212	LYTVA_05278
OG0000819	CAEEL09262	LYTVA_27608
OG0000826	CAEEL04414	LYTVA_22022, LYTVA_18010
OG0000828	CAEEL01170	LYTVA_04924
OG0000828	CAEEL14806	LYTVA_16052
OG0000833	CAEEL05439	LYTVA_23899
OG0000836	CAEEL01665	LYTVA_01338
OG0000837	CAEEL19270, CAEEL07955	LYTVA_06689, LYTVA_07593, LYTVA_20841, LYTVA_20846
OG0000838	CAEEL12737	LYTVA_01535, LYTVA_02107
OG0000842	CAEEL11884	LYTVA_06739
OG0000844	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848	LYTVA_20301
OG0000847	CAEEL07299	LYTVA_21656
OG0000848	CAEEL07927	LYTVA_08342
OG0000848	CAEEL08378	LYTVA_05722, LYTVA_29062
OG0000849	CAEEL04333	LYTVA_12639, LYTVA_10091
OG0000850	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935	LYTVA_06441, LYTVA_26189, LYTVA_27854
OG0000851	CAEEL08745	LYTVA_23092
OG0000852	CAEEL08255	LYTVA_26709, LYTVA_24264, LYTVA_29382, LYTVA_07531
OG0000857	CAEEL04547	LYTVA_21736
OG0000860	CAEEL09321, CAEEL18240	LYTVA_09223
OG0000867	CAEEL18894, CAEEL20247	LYTVA_11626
OG0000869	CAEEL04762	LYTVA_01155
OG0000869	CAEEL04725	LYTVA_03148
OG0000870	CAEEL05330	LYTVA_16272, LYTVA_16273, LYTVA_22784
OG0000874	CAEEL03105	LYTVA_06181
OG0000875	CAEEL08184, CAEEL12416	LYTVA_01072, LYTVA_12521
OG0000876	CAEEL00773, CAEEL00774	LYTVA_02114
OG0000877	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717	LYTVA_15271
OG0000879	CAEEL07550	LYTVA_08681
OG0000888	CAEEL00418	LYTVA_24269
OG0000889	CAEEL09857, CAEEL09856	LYTVA_27694, LYTVA_27693
OG0000893	CAEEL05208	LYTVA_27628
OG0000894	CAEEL20455	LYTVA_19786
OG0000896	CAEEL17889	LYTVA_29831
OG0000899	CAEEL06745	LYTVA_16229
OG0000904	CAEEL10501	LYTVA_15877, LYTVA_15876
OG0000905	CAEEL09890	LYTVA_15702, LYTVA_23197
OG0000908	CAEEL09910	LYTVA_03069
OG0000909	CAEEL00966	LYTVA_20165, LYTVA_23767
OG0000913	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435	LYTVA_02832
OG0000914	CAEEL08534, CAEEL08535	LYTVA_26358
OG0000915	CAEEL11744	LYTVA_03342
OG0000921	CAEEL05986	LYTVA_14375
OG0000923	CAEEL00580	LYTVA_21547
OG0000925	CAEEL01239, CAEEL01153, CAEEL00968, CAEEL00439, CAEEL07058	LYTVA_00188
OG0000927	CAEEL20274	LYTVA_21471
OG0000928	CAEEL00085	LYTVA_01217, LYTVA_23596
OG0000929	CAEEL02357	LYTVA_25470, LYTVA_01755
OG0000931	CAEEL20467	LYTVA_16224
OG0000933	CAEEL13637	LYTVA_06950, LYTVA_06948, LYTVA_13372
OG0000934	CAEEL18567	LYTVA_20397
OG0000937	CAEEL03545, CAEEL08180, CAEEL18220, CAEEL02758	LYTVA_07293, LYTVA_16904, LYTVA_20761, LYTVA_20760, LYTVA_05601, LYTVA_17661
OG0000944	CAEEL08647, CAEEL08646	LYTVA_08967
OG0000945	CAEEL00537	LYTVA_24430
OG0000946	CAEEL05453	LYTVA_25241, LYTVA_27130, LYTVA_17441
OG0000947	CAEEL07660	LYTVA_21967, LYTVA_02610
OG0000949	CAEEL02872, CAEEL06438	LYTVA_25907
OG0000951	CAEEL00056	LYTVA_06560
OG0000954	CAEEL05990	LYTVA_18195, LYTVA_05025
OG0000957	CAEEL00119	LYTVA_29537
OG0000963	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906	LYTVA_11219
OG0000965	CAEEL09524	LYTVA_08512, LYTVA_30143, LYTVA_17394
OG0000965	CAEEL02685	LYTVA_12319
OG0000967	CAEEL09409	LYTVA_23088, LYTVA_06230, LYTVA_06235
OG0000969	CAEEL17140, CAEEL19686	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065
OG0000970	CAEEL12249	LYTVA_26609
OG0000974	CAEEL05136, CAEEL05137	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617
OG0000976	CAEEL12118	LYTVA_04443
OG0000977	CAEEL07521	LYTVA_12206, LYTVA_10438, LYTVA_22167
OG0000979	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649	LYTVA_01203, LYTVA_09230
OG0000982	CAEEL00871	LYTVA_01090
OG0000984	CAEEL00142	LYTVA_20605
OG0000985	CAEEL11989	LYTVA_22922
OG0000987	CAEEL18448	LYTVA_29210
OG0000988	CAEEL12259, CAEEL12260, CAEEL05294	LYTVA_10317, LYTVA_11083
OG0000989	CAEEL18561, CAEEL20721	LYTVA_08033, LYTVA_23587, LYTVA_09009
OG0000992	CAEEL04373	LYTVA_01840
OG0000994	CAEEL01877	LYTVA_00968
OG0000994	CAEEL05339, CAEEL08529	LYTVA_25056
OG0000995	CAEEL01961	LYTVA_15991
OG0000997	CAEEL06202	LYTVA_29274, LYTVA_12640
OG0000998	CAEEL11817	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803
OG0000999	CAEEL12779, CAEEL06159	LYTVA_18147, LYTVA_26377, LYTVA_17675, LYTVA_00175
OG0001001	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403	LYTVA_02181
OG0001002	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732	LYTVA_01211
OG0001002	CAEEL18911	LYTVA_05551
OG0001004	CAEEL04943	LYTVA_04638, LYTVA_04637
OG0001005	CAEEL01384	LYTVA_12001, LYTVA_29339
OG0001006	CAEEL08218, CAEEL00364, CAEEL10732	LYTVA_30116
OG0001009	CAEEL20001	LYTVA_20690, LYTVA_03437, LYTVA_22507, LYTVA_22506
OG0001016	CAEEL09313	LYTVA_27385, LYTVA_23205
OG0001016	CAEEL08789, CAEEL11986	LYTVA_10008
OG0001018	CAEEL00183	LYTVA_08364
OG0001018	CAEEL07047	LYTVA_04534
OG0001022	CAEEL06254, CAEEL20075, CAEEL20775	LYTVA_29702, LYTVA_07313
OG0001023	CAEEL05078	LYTVA_29811
OG0001028	CAEEL01212	LYTVA_02453
OG0001029	CAEEL01262	LYTVA_00344
OG0001030	CAEEL11812	LYTVA_13104
OG0001031	CAEEL12448	LYTVA_13786
OG0001032	CAEEL20070, CAEEL15717	LYTVA_23396
OG0001034	CAEEL07054, CAEEL07055	LYTVA_22671, LYTVA_06987, LYTVA_06988, LYTVA_22670
OG0001035	CAEEL07768	LYTVA_04095, LYTVA_11486, LYTVA_01341
OG0001036	CAEEL18611	LYTVA_01189
OG0001037	CAEEL18600	LYTVA_07115
OG0001038	CAEEL20450	LYTVA_22592
OG0001039	CAEEL08415	LYTVA_28151
OG0001039	CAEEL10624	LYTVA_04517, LYTVA_01352
OG0001042	CAEEL09943	LYTVA_13445
OG0001050	CAEEL14076, CAEEL15706	LYTVA_04036, LYTVA_16457
OG0001053	CAEEL09742	LYTVA_05734
OG0001058	CAEEL19015	LYTVA_02007
OG0001059	CAEEL00192	LYTVA_00483
OG0001062	CAEEL08101	LYTVA_17131, LYTVA_15828
OG0001063	CAEEL15713, CAEEL15714	LYTVA_19095
OG0001063	CAEEL08167	LYTVA_07378, LYTVA_27583
OG0001065	CAEEL00960, CAEEL15059	LYTVA_14105
OG0001072	CAEEL08406	LYTVA_21778
OG0001075	CAEEL11648, CAEEL18873	LYTVA_24384
OG0001076	CAEEL07541	LYTVA_12589
OG0001078	CAEEL19295	LYTVA_23690, LYTVA_03209
OG0001079	CAEEL10503	LYTVA_13000
OG0001080	CAEEL08359	LYTVA_00946
OG0001082	CAEEL19080, CAEEL19079, CAEEL09741	LYTVA_06685
OG0001083	CAEEL06682	LYTVA_15288
