Orthogroup	CAEEL	STRPU_ok
OG0001116	CAEEL04351	STRPU_22022
OG0001117	CAEEL08762	STRPU_13251
OG0001118	CAEEL18824	STRPU_12815
OG0001122	CAEEL18238	STRPU_00958, STRPU_08863
OG0001124	CAEEL08814	STRPU_08314, STRPU_19131
OG0001126	CAEEL04859	STRPU_06496
OG0001130	CAEEL00952, CAEEL00232	STRPU_26378
OG0001130	CAEEL00767	STRPU_26876
OG0001131	CAEEL14208	STRPU_21509
OG0001132	CAEEL04290	STRPU_27222
OG0001133	CAEEL11294	STRPU_18983
OG0001135	CAEEL02069	STRPU_12730, STRPU_05675
OG0001137	CAEEL04790	STRPU_21237
OG0001138	CAEEL07800, CAEEL07799	STRPU_22267
OG0001140	CAEEL14389	STRPU_08005, STRPU_07640
OG0001141	CAEEL01107, CAEEL01106	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335
OG0001142	CAEEL12657	STRPU_24402
OG0001143	CAEEL01013	STRPU_23389
OG0001156	CAEEL20728	STRPU_14120
OG0001158	CAEEL00147	STRPU_25921, STRPU_10745
OG0001159	CAEEL07987, CAEEL18966	STRPU_24359
OG0001160	CAEEL16381, CAEEL20121	STRPU_12451
OG0001162	CAEEL18096	STRPU_03142, STRPU_02971
OG0001163	CAEEL11823, CAEEL14454, CAEEL17374	STRPU_04187
OG0001164	CAEEL07306	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248
OG0001165	CAEEL19696	STRPU_24458
OG0001167	CAEEL04546	STRPU_21389
OG0001168	CAEEL02000	STRPU_25599
OG0001171	CAEEL20677	STRPU_07714, STRPU_07717
OG0001172	CAEEL13596	STRPU_24079
OG0001172	CAEEL01942	STRPU_24935
OG0001173	CAEEL15708	STRPU_23770
OG0001173	CAEEL14248	STRPU_14225
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	STRPU_01697, STRPU_02668, STRPU_24799, STRPU_24557
OG0001176	CAEEL11466	STRPU_04761
OG0001177	CAEEL08262, CAEEL18706	STRPU_25237, STRPU_24518, STRPU_25236
OG0001178	CAEEL05306	STRPU_01155, STRPU_18301
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	STRPU_26217, STRPU_26015, STRPU_25325
OG0001180	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391	STRPU_26856
OG0001180	CAEEL00751	STRPU_27263, STRPU_27280, STRPU_27282, STRPU_27267, STRPU_27266, STRPU_27281
OG0001181	CAEEL08327	STRPU_02570, STRPU_13125
OG0001184	CAEEL20576	STRPU_19999
OG0001184	CAEEL19676	STRPU_09552
OG0001185	CAEEL01778	STRPU_07407
OG0001186	CAEEL00480	STRPU_26002
OG0001186	CAEEL09703	STRPU_25391
OG0001188	CAEEL14362	STRPU_21827
OG0001189	CAEEL01928	STRPU_07209
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	STRPU_09337
OG0001197	CAEEL11613	STRPU_21581
OG0001201	CAEEL02666	STRPU_26014
OG0001203	CAEEL12408	STRPU_03219, STRPU_06188, STRPU_20473
OG0001204	CAEEL09132	STRPU_14562
OG0001208	CAEEL10574	STRPU_21909
OG0001209	CAEEL00442	STRPU_22073
OG0001210	CAEEL06396	STRPU_21013
OG0001210	CAEEL06380	STRPU_11288
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	STRPU_09878
OG0001215	CAEEL11249	STRPU_22254
OG0001216	CAEEL04644	STRPU_10937
OG0001217	CAEEL08746	STRPU_16981
OG0001218	CAEEL20131, CAEEL14167	STRPU_10657
OG0001219	CAEEL20379	STRPU_24669
OG0001220	CAEEL07890	STRPU_15587, STRPU_02219
OG0001221	CAEEL13124	STRPU_25669
OG0001223	CAEEL02795	STRPU_26010
OG0001224	CAEEL07196	STRPU_10670
OG0001225	CAEEL02873	STRPU_23772
OG0001231	CAEEL15401	STRPU_21203
OG0001233	CAEEL03755, CAEEL04189	STRPU_05206, STRPU_05204, STRPU_23981
OG0001234	CAEEL00806	STRPU_26230
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	STRPU_10838, STRPU_10857
OG0001238	CAEEL05166, CAEEL11182	STRPU_09768, STRPU_09725, STRPU_01032
OG0001239	CAEEL12011	STRPU_23628
OG0001241	CAEEL01749	STRPU_07496
OG0001241	CAEEL19375	STRPU_06648, STRPU_06647
OG0001243	CAEEL01806	STRPU_22072
OG0001247	CAEEL10570	STRPU_22721
OG0001248	CAEEL08830	STRPU_21972
OG0001249	CAEEL06406	STRPU_18988
OG0001250	CAEEL18712	STRPU_08807
OG0001251	CAEEL10205	STRPU_23397
OG0001251	CAEEL01802	STRPU_25431
OG0001252	CAEEL05030	STRPU_19076
OG0001253	CAEEL10888, CAEEL10887	STRPU_23835, STRPU_23873
OG0001254	CAEEL00935	STRPU_22240
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	STRPU_18001
OG0001261	CAEEL07850	STRPU_05296
OG0001262	CAEEL15249, CAEEL20627	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298
OG0001266	CAEEL20839, CAEEL20838	STRPU_09623
OG0001266	CAEEL07143	STRPU_07064, STRPU_07068
OG0001267	CAEEL14111	STRPU_14642
OG0001268	CAEEL11342	STRPU_26888, STRPU_23502
OG0001270	CAEEL01959	STRPU_08488, STRPU_23322, STRPU_08385
OG0001271	CAEEL08717, CAEEL00634	STRPU_13643, STRPU_02421
OG0001272	CAEEL07720, CAEEL09293	STRPU_15049
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	STRPU_20009
OG0001278	CAEEL20013	STRPU_00086, STRPU_24452, STRPU_24453
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	STRPU_20599, STRPU_20598, STRPU_20627
OG0001280	CAEEL00726	STRPU_26559
OG0001281	CAEEL05459	STRPU_12491, STRPU_21186, STRPU_21018
OG0001282	CAEEL04296	STRPU_11958, STRPU_01619
OG0001284	CAEEL08223	STRPU_00110, STRPU_13473
OG0001284	CAEEL01272	STRPU_26961
OG0001285	CAEEL06501	STRPU_09952, STRPU_09975
OG0001286	CAEEL20246	STRPU_12903
OG0001287	CAEEL16475	STRPU_05909
OG0001288	CAEEL18355	STRPU_26804
OG0001289	CAEEL10515	STRPU_24491, STRPU_11656
OG0001290	CAEEL12279	STRPU_26728
OG0001291	CAEEL11483	STRPU_04348
OG0001292	CAEEL07942	STRPU_13209
OG0001293	CAEEL07048	STRPU_14547
OG0001294	CAEEL15893	STRPU_21633
OG0001296	CAEEL00003, CAEEL14758	STRPU_21312, STRPU_00052
OG0001300	CAEEL09562	STRPU_00543, STRPU_15986
OG0001302	CAEEL01736	STRPU_18961, STRPU_18975
OG0001302	CAEEL12633	STRPU_14524
OG0001304	CAEEL00728	STRPU_26082
OG0001305	CAEEL19700	STRPU_20309
OG0001306	CAEEL05042	STRPU_19063
OG0001306	CAEEL06741	STRPU_20137
OG0001310	CAEEL16286	STRPU_21314
OG0001315	CAEEL20540	STRPU_10273, STRPU_08079
OG0001318	CAEEL06153	STRPU_12148, STRPU_12116
OG0001318	CAEEL02686	STRPU_17591
OG0001319	CAEEL15967	STRPU_06818
OG0001320	CAEEL02958	STRPU_26137, STRPU_26135
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	STRPU_21063
OG0001323	CAEEL15888	STRPU_20541
OG0001325	CAEEL12980	STRPU_04898
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	STRPU_10219
OG0001327	CAEEL12070	STRPU_23965, STRPU_23941
OG0001329	CAEEL03625, CAEEL07934	STRPU_23801
OG0001330	CAEEL07772	STRPU_14416, STRPU_14419, STRPU_14445
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	STRPU_12708
OG0001335	CAEEL01950	STRPU_26922
OG0001337	CAEEL08858	STRPU_19080
OG0001341	CAEEL12273	STRPU_22449
OG0001344	CAEEL12166	STRPU_04822, STRPU_00738
OG0001348	CAEEL20290	STRPU_06494
OG0001350	CAEEL05555	STRPU_18539
OG0001351	CAEEL20071, CAEEL20072	STRPU_05960
OG0001353	CAEEL07231	STRPU_00577, STRPU_07545
OG0001354	CAEEL18385	STRPU_03356
OG0001355	CAEEL19633	STRPU_09877
OG0001356	CAEEL10619	STRPU_23614
OG0001357	CAEEL15128	STRPU_20969
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	STRPU_20296
OG0001364	CAEEL16269	STRPU_10674, STRPU_00565
OG0001366	CAEEL07140	STRPU_13885
OG0001367	CAEEL16176	STRPU_24795
OG0001368	CAEEL15247	STRPU_21464
OG0001369	CAEEL05836	STRPU_23738
OG0001370	CAEEL19838	STRPU_22194
OG0001370	CAEEL11201	STRPU_15723
OG0001372	CAEEL04824, CAEEL16917	STRPU_19138
OG0001372	CAEEL01785	STRPU_25409, STRPU_25404
OG0001373	CAEEL18831	STRPU_08670
OG0001374	CAEEL02048	STRPU_22804, STRPU_01963
OG0001375	CAEEL01718	STRPU_07355
OG0001376	CAEEL18806	STRPU_03703
OG0001378	CAEEL01898	STRPU_09539
OG0001379	CAEEL20800, CAEEL08440	STRPU_06776, STRPU_06758
OG0001380	CAEEL07027	STRPU_05457
OG0001381	CAEEL01510	STRPU_27173, STRPU_27171
OG0001383	CAEEL18479	STRPU_19391
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	STRPU_24358
OG0001389	CAEEL06582	STRPU_05345
OG0001394	CAEEL16146	STRPU_05211
OG0001395	CAEEL01604	STRPU_17938
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	STRPU_09545
OG0001397	CAEEL19290	STRPU_10313
OG0001398	CAEEL14339	STRPU_20006, STRPU_20005, STRPU_20002, STRPU_20003
OG0001399	CAEEL00972	STRPU_06787, STRPU_26081
OG0001402	CAEEL04844, CAEEL04850	STRPU_02223, STRPU_15580
OG0001404	CAEEL15778	STRPU_09258
OG0001405	CAEEL00987	STRPU_25512
OG0001405	CAEEL02297	STRPU_02778
OG0001408	CAEEL19513	STRPU_00756, STRPU_19811
OG0001409	CAEEL02567	STRPU_03382
OG0001410	CAEEL16277	STRPU_05515
OG0001411	CAEEL07405	STRPU_05251, STRPU_05267
OG0001413	CAEEL08368	STRPU_14983, STRPU_14952
OG0001413	CAEEL04716	STRPU_26501
OG0001414	CAEEL13823	STRPU_21522, STRPU_10366
OG0001417	CAEEL02921	STRPU_26260
OG0001418	CAEEL11722	STRPU_01132, STRPU_01131, STRPU_18315
OG0001421	CAEEL14241	STRPU_20976
OG0001422	CAEEL06778	STRPU_17021
OG0001423	CAEEL18493	STRPU_20339
OG0001424	CAEEL12121	STRPU_22200
OG0001424	CAEEL10850	STRPU_24308
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	STRPU_15993
OG0001426	CAEEL06005, CAEEL06004	STRPU_10439
OG0001428	CAEEL05279	STRPU_11278, STRPU_11240
OG0001430	CAEEL14236	STRPU_21288
OG0001431	CAEEL01932, CAEEL07478	STRPU_22263
OG0001432	CAEEL18746	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413
OG0001433	CAEEL01226	STRPU_07230, STRPU_07255
OG0001437	CAEEL01346, CAEEL01345	STRPU_25775, STRPU_25792
OG0001439	CAEEL14010	STRPU_03360, STRPU_03364
OG0001439	CAEEL19443	STRPU_03366, STRPU_03358, STRPU_03361, STRPU_03367
OG0001440	CAEEL02919	STRPU_25215
OG0001445	CAEEL10043, CAEEL10044	STRPU_16668, STRPU_16697
OG0001449	CAEEL05216	STRPU_07648
OG0001452	CAEEL02837	STRPU_26368
OG0001454	CAEEL07513	STRPU_05151
OG0001455	CAEEL04493	STRPU_18159
OG0001459	CAEEL20135, CAEEL17975	STRPU_12776, STRPU_02363
OG0001460	CAEEL11040, CAEEL11027	STRPU_04119, STRPU_06222, STRPU_06201
OG0001461	CAEEL09368	STRPU_23343
OG0001464	CAEEL07180	STRPU_25177
OG0001465	CAEEL06490	STRPU_11188
OG0001466	CAEEL00165	STRPU_07749, STRPU_04674
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	STRPU_25091
OG0001469	CAEEL06147	STRPU_10391
OG0001469	CAEEL06502	STRPU_17509, STRPU_17361, STRPU_17345
OG0001472	CAEEL07491	STRPU_27210, STRPU_27194
OG0001472	CAEEL02663	STRPU_25563, STRPU_00832
OG0001473	CAEEL15728, CAEEL16017	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879
OG0001474	CAEEL07328	STRPU_08774
OG0001475	CAEEL05298	STRPU_11303, STRPU_11319, STRPU_11092
OG0001476	CAEEL00667	STRPU_17798
OG0001478	CAEEL11433	STRPU_21182, STRPU_09284
OG0001479	CAEEL19245	STRPU_19441
OG0001480	CAEEL01047	STRPU_24164
OG0001482	CAEEL08859	STRPU_14389
OG0001484	CAEEL01076, CAEEL01075	STRPU_13892, STRPU_23212, STRPU_23225
OG0001485	CAEEL01187	STRPU_26365
OG0001486	CAEEL06199	STRPU_11997, STRPU_01663
OG0001489	CAEEL05101	STRPU_18782
OG0001490	CAEEL16486	STRPU_20507
OG0001492	CAEEL08792	STRPU_14187
OG0001493	CAEEL18338	STRPU_11257, STRPU_12294
OG0001500	CAEEL11009	STRPU_06633
OG0001502	CAEEL06434, CAEEL06435	STRPU_12987
OG0001503	CAEEL04111	STRPU_26383
OG0001503	CAEEL08520	STRPU_08277
OG0001504	CAEEL05392	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973
OG0001505	CAEEL05185, CAEEL08607	STRPU_11360
OG0001506	CAEEL04371	STRPU_11331
OG0001508	CAEEL19670	STRPU_12972
OG0001510	CAEEL19165	STRPU_19269
OG0001512	CAEEL01283	STRPU_23091
OG0001514	CAEEL18917	STRPU_10431
OG0001515	CAEEL07598	STRPU_15320
OG0001516	CAEEL05831	STRPU_18551
OG0001517	CAEEL20700	STRPU_19850, STRPU_23529
OG0001522	CAEEL01881	STRPU_20946, STRPU_03073
OG0001523	CAEEL20306	STRPU_12314
OG0001524	CAEEL18987, CAEEL00715	STRPU_25252
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	STRPU_15038, STRPU_15039, STRPU_15040, STRPU_15037
OG0001526	CAEEL19873	STRPU_20380
OG0001527	CAEEL08026	STRPU_14392
OG0001527	CAEEL02029	STRPU_25264
OG0001528	CAEEL20795	STRPU_10769
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	STRPU_13250, STRPU_00143
OG0001530	CAEEL11993	STRPU_04902
OG0001531	CAEEL08503	STRPU_10272
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	STRPU_10950
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	STRPU_24952
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	STRPU_21047
OG0001538	CAEEL15530	STRPU_12441, STRPU_12432
OG0001551	CAEEL13359	STRPU_21860, STRPU_21899, STRPU_21891
OG0001553	CAEEL10745	STRPU_04052
OG0001554	CAEEL00812	STRPU_02015, STRPU_16951
OG0001555	CAEEL17420, CAEEL04181	STRPU_06430, STRPU_06393, STRPU_06683
OG0001557	CAEEL09005	STRPU_12321
OG0001557	CAEEL09508	STRPU_23129
OG0001558	CAEEL05103, CAEEL08374	STRPU_20040
OG0001559	CAEEL16062	STRPU_21439
OG0001560	CAEEL01011	STRPU_22041
OG0001561	CAEEL11007	STRPU_22097
OG0001567	CAEEL04524	STRPU_14545, STRPU_14538
OG0001568	CAEEL15339	STRPU_08839, STRPU_00977
OG0001569	CAEEL18168	STRPU_06672
OG0001570	CAEEL11034	STRPU_18190
OG0001571	CAEEL18118	STRPU_03649, STRPU_03634
OG0001572	CAEEL00311	STRPU_17033, STRPU_01799
OG0001575	CAEEL09642	STRPU_23849, STRPU_23815
OG0001576	CAEEL00120	STRPU_26967
OG0001578	CAEEL10814, CAEEL18928	STRPU_09755, STRPU_09711
OG0001580	CAEEL02579	STRPU_25493
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	STRPU_21852, STRPU_21108
OG0001583	CAEEL19802	STRPU_09827
OG0001589	CAEEL18417	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159
OG0001590	CAEEL15262, CAEEL15263	STRPU_17388, STRPU_26879
OG0001593	CAEEL02963, CAEEL13946	STRPU_22521
OG0001594	CAEEL08545	STRPU_23743
OG0001597	CAEEL10283	STRPU_14448, STRPU_14431
OG0001599	CAEEL20479	STRPU_08993
OG0001602	CAEEL18101	STRPU_12465
OG0001604	CAEEL04879	STRPU_20664, STRPU_14571
OG0001606	CAEEL14239	STRPU_00806, STRPU_25539
OG0001606	CAEEL15795	STRPU_09537
OG0001608	CAEEL02190, CAEEL02191	STRPU_25716, STRPU_25698
OG0001609	CAEEL19774	STRPU_06891
OG0001609	CAEEL10790	STRPU_23497
OG0001610	CAEEL02035, CAEEL20252	STRPU_24471
OG0001611	CAEEL15699	STRPU_20967
OG0001614	CAEEL01012	STRPU_27003
OG0001615	CAEEL04670	STRPU_12203
OG0001620	CAEEL18514, CAEEL18862	STRPU_19915
OG0001621	CAEEL08615	STRPU_05699
OG0001627	CAEEL00684	STRPU_10394, STRPU_09510
OG0001628	CAEEL00193	STRPU_20435, STRPU_21204
OG0001629	CAEEL19941	STRPU_20028, STRPU_20029
OG0001630	CAEEL05563	STRPU_00341, STRPU_11002
OG0001632	CAEEL16035	STRPU_23809, STRPU_23843
OG0001635	CAEEL08024	STRPU_05304
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	STRPU_14215
OG0001640	CAEEL10788	STRPU_00702, STRPU_22718, STRPU_22717, STRPU_00700
OG0001641	CAEEL00743	STRPU_24984
OG0001642	CAEEL15818	STRPU_21824
OG0001643	CAEEL19599	STRPU_03592, STRPU_03527
OG0001651	CAEEL10611	STRPU_04788
OG0001652	CAEEL15806	STRPU_21641, STRPU_00295, STRPU_00191
OG0001653	CAEEL03026	STRPU_18928, STRPU_18930, STRPU_18865
OG0001654	CAEEL20359, CAEEL20360	STRPU_24101, STRPU_24566
OG0001655	CAEEL05314	STRPU_05327
OG0001656	CAEEL07456	STRPU_02552, STRPU_14771
OG0001657	CAEEL08928, CAEEL08927	STRPU_14732
OG0001661	CAEEL14147	STRPU_15061
OG0001663	CAEEL10899, CAEEL10898	STRPU_22095
OG0001665	CAEEL07716	STRPU_01425, STRPU_08744, STRPU_01424, STRPU_08745
OG0001666	CAEEL07781	STRPU_23274, STRPU_05068, STRPU_05143, STRPU_25003
OG0001668	CAEEL00277	STRPU_17265
OG0001671	CAEEL19781	STRPU_23838, STRPU_23876, STRPU_23839, STRPU_23579
OG0001672	CAEEL08375	STRPU_23272
OG0001673	CAEEL17134, CAEEL17133	STRPU_21686, STRPU_21751
OG0001675	CAEEL00808	STRPU_07480
OG0001676	CAEEL01617	STRPU_22887
OG0001677	CAEEL07860	STRPU_14147, STRPU_14173, STRPU_16258, STRPU_12978, STRPU_10003
OG0001679	CAEEL18912	STRPU_06814, STRPU_17392, STRPU_17100, STRPU_17115
OG0001680	CAEEL15664	STRPU_20436
OG0001682	CAEEL17995	STRPU_06239
OG0001683	CAEEL00875	STRPU_17458, STRPU_17475
OG0001684	CAEEL08266	STRPU_14377
OG0001684	CAEEL08513, CAEEL19560	STRPU_14381
OG0001685	CAEEL06629, CAEEL19461	STRPU_05303
OG0001688	CAEEL06653	STRPU_05297
OG0001690	CAEEL02923	STRPU_21406, STRPU_07013, STRPU_07014, STRPU_06107, STRPU_06079
OG0001691	CAEEL09136, CAEEL09137	STRPU_15006
OG0001700	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327	STRPU_08174
OG0001706	CAEEL00824	STRPU_05229
OG0001707	CAEEL18144, CAEEL17802	STRPU_24819
OG0001709	CAEEL07646, CAEEL07650	STRPU_05233
OG0001710	CAEEL11053	STRPU_23701
OG0001711	CAEEL15052	STRPU_21095, STRPU_21094
OG0001713	CAEEL04261	STRPU_10631
OG0001713	CAEEL02704	STRPU_25915
OG0001714	CAEEL12772	STRPU_08986
OG0001714	CAEEL15825	STRPU_20557
OG0001718	CAEEL12769	STRPU_20683
OG0001720	CAEEL07819	STRPU_14657
OG0001721	CAEEL10104, CAEEL11043	STRPU_14647
OG0001723	CAEEL19731	STRPU_06356
OG0001724	CAEEL00188, CAEEL09412	STRPU_18093, STRPU_01781
OG0001726	CAEEL15546	STRPU_20634
OG0001727	CAEEL15354	STRPU_21219
OG0001728	CAEEL20444	STRPU_26695
OG0001730	CAEEL04519	STRPU_18631, STRPU_18614
OG0001732	CAEEL05337	STRPU_06110
OG0001733	CAEEL11586	STRPU_09898
OG0001734	CAEEL11289	STRPU_04186, STRPU_22772, STRPU_01931, STRPU_24587, STRPU_24599
OG0001735	CAEEL08598	STRPU_02435, STRPU_13629
OG0001736	CAEEL20331	STRPU_25297
OG0001736	CAEEL15724, CAEEL15493	STRPU_25454
OG0001738	CAEEL09745, CAEEL09746	STRPU_12582
OG0001739	CAEEL10953	STRPU_12635
OG0001743	CAEEL18830	STRPU_19741
OG0001744	CAEEL18540	STRPU_22012
OG0001746	CAEEL09374	STRPU_01643, STRPU_11979
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	STRPU_06888
OG0001749	CAEEL07118	STRPU_05824
OG0001750	CAEEL08294	STRPU_13411
OG0001754	CAEEL06405	STRPU_17742
OG0001755	CAEEL12716	STRPU_12732
OG0001755	CAEEL16403	STRPU_24786
OG0001756	CAEEL02757	STRPU_09620, STRPU_09617, STRPU_04685
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	STRPU_24810
OG0001769	CAEEL12367	STRPU_04596, STRPU_14107
OG0001770	CAEEL12180	STRPU_17113, STRPU_16408
OG0001774	CAEEL20358	STRPU_09937
OG0001774	CAEEL07377, CAEEL01266	STRPU_23744
OG0001775	CAEEL01757	STRPU_26768
OG0001776	CAEEL20827	STRPU_09786
OG0001777	CAEEL07037	STRPU_08485
OG0001780	CAEEL12979	STRPU_14799
OG0001781	CAEEL04378	STRPU_13577, STRPU_01597
OG0001781	CAEEL06468	STRPU_20058
OG0001782	CAEEL11605	STRPU_04678
OG0001783	CAEEL18807	STRPU_06159
OG0001785	CAEEL10450, CAEEL07502	STRPU_06427
OG0001786	CAEEL18388	STRPU_12611
OG0001787	CAEEL07669	STRPU_17941
OG0001790	CAEEL19999	STRPU_03304
OG0001792	CAEEL00159	STRPU_27220
OG0001793	CAEEL07806	STRPU_23388
OG0001797	CAEEL19521, CAEEL11913, CAEEL20460	STRPU_09943, STRPU_09876
OG0001798	CAEEL02504	STRPU_09683
OG0001799	CAEEL07172	STRPU_14816
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	STRPU_22920
OG0001805	CAEEL10422, CAEEL19401	STRPU_12761, STRPU_02348
OG0001809	CAEEL18133	STRPU_19392, STRPU_19394
OG0001810	CAEEL00534	STRPU_01878, STRPU_25193
OG0001815	CAEEL15383	STRPU_20605
OG0001816	CAEEL05710	STRPU_18814, STRPU_00243
OG0001818	CAEEL16460	STRPU_00061
OG0001819	CAEEL08110	STRPU_01919, STRPU_22763
OG0001820	CAEEL00161	STRPU_04399, STRPU_04054
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	STRPU_09182, STRPU_02150
OG0001822	CAEEL14275, CAEEL14276	STRPU_12353
OG0001823	CAEEL18465	STRPU_02648, STRPU_16170
OG0001824	CAEEL20525	STRPU_20190, STRPU_20760
OG0001825	CAEEL00895	STRPU_02037, STRPU_08032
OG0001826	CAEEL08005, CAEEL18927	STRPU_07008
OG0001827	CAEEL12511	STRPU_20293, STRPU_20294, STRPU_20292
OG0001830	CAEEL00742	STRPU_07804
OG0001831	CAEEL10161, CAEEL19257	STRPU_09256
OG0001832	CAEEL05995	STRPU_23928
OG0001834	CAEEL08270	STRPU_13381, STRPU_13361
OG0001835	CAEEL15709	STRPU_19886, STRPU_19859, STRPU_19884, STRPU_19858, STRPU_10311, STRPU_19885, STRPU_12375, STRPU_12316
OG0001846	CAEEL02581, CAEEL02580	STRPU_07479, STRPU_07116, STRPU_07129, STRPU_07361
OG0001849	CAEEL04779	STRPU_18500
OG0001849	CAEEL07132	STRPU_13261
OG0001850	CAEEL04901	STRPU_25933, STRPU_04723
OG0001852	CAEEL10571	STRPU_23919
OG0001853	CAEEL00334, CAEEL01622	STRPU_26165, STRPU_25636
OG0001857	CAEEL04635	STRPU_08062
OG0001860	CAEEL19534	STRPU_12706
OG0001862	CAEEL07094	STRPU_27298
OG0001863	CAEEL11286	STRPU_16802
OG0001864	CAEEL00359	STRPU_07954, STRPU_07964, STRPU_07955
OG0001866	CAEEL12131	STRPU_16646
OG0001867	CAEEL18932	STRPU_02073, STRPU_09102
OG0001870	CAEEL18619	STRPU_24888
OG0001872	CAEEL20718	STRPU_06488
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	STRPU_21706, STRPU_21642, STRPU_05848, STRPU_21114
OG0001874	CAEEL00933	STRPU_23282
OG0001875	CAEEL09917	STRPU_04899
OG0001876	CAEEL11614	STRPU_05423
OG0001878	CAEEL07138	STRPU_05520
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	STRPU_14847, STRPU_14863
OG0001881	CAEEL18890	STRPU_12633
OG0001883	CAEEL19810	STRPU_08144
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	STRPU_25533
OG0001886	CAEEL20566, CAEEL20351	STRPU_19685, STRPU_19631
OG0001887	CAEEL05740	STRPU_05761
OG0001888	CAEEL18672, CAEEL11639	STRPU_18384
OG0001890	CAEEL18655	STRPU_12794
OG0001895	CAEEL00352, CAEEL16104	STRPU_26056, STRPU_22586, STRPU_22577
OG0001897	CAEEL00130	STRPU_27268, STRPU_27283
OG0001898	CAEEL15099	STRPU_20689
OG0001899	CAEEL14131	STRPU_21547
OG0001900	CAEEL16160	STRPU_20504
OG0001903	CAEEL12995	STRPU_18003, STRPU_18004, STRPU_18006, STRPU_18005, STRPU_18002, STRPU_17168, STRPU_21061, STRPU_21026
OG0001913	CAEEL00139	STRPU_10199
OG0001914	CAEEL15938	STRPU_14735
OG0001915	CAEEL10189	STRPU_17939
OG0001916	CAEEL14482	STRPU_21260
OG0001916	CAEEL07131	STRPU_20551
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	STRPU_18955, STRPU_00671
OG0001918	CAEEL07844	STRPU_13246
OG0001919	CAEEL18092	STRPU_04340
OG0001920	CAEEL03600	STRPU_18501
OG0001923	CAEEL00866, CAEEL02499	STRPU_18625, STRPU_18584
OG0001926	CAEEL05295	STRPU_18373
OG0001928	CAEEL19148	STRPU_24330
OG0001930	CAEEL01812	STRPU_07044, STRPU_07042
