Orthogroup	CAEEL	HELIO_ok
OG0000549	CAEEL18719, CAEEL18720	HELIO_05772
OG0000550	CAEEL11841	HELIO_06574
OG0000551	CAEEL05226	HELIO_05085
OG0000560	CAEEL00689	HELIO_06436, HELIO_09240, HELIO_05887
OG0000566	CAEEL15091	HELIO_06134, HELIO_05991, HELIO_09539
OG0000567	CAEEL02967	HELIO_10335
OG0000567	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491	HELIO_10328
OG0000569	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675	HELIO_07652, HELIO_07414, HELIO_03504, HELIO_07223, HELIO_04797
OG0000572	CAEEL13663	HELIO_10250, HELIO_10251
OG0000573	CAEEL05940	HELIO_11819
OG0000573	CAEEL01355	HELIO_09237
OG0000574	CAEEL19209, CAEEL18848	HELIO_05765
OG0000575	CAEEL12522	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888
OG0000576	CAEEL06802	HELIO_04420
OG0000578	CAEEL16491, CAEEL16492, CAEEL16490	HELIO_04018
OG0000579	CAEEL11246, CAEEL09670, CAEEL09822	HELIO_08075
OG0000580	CAEEL19061	HELIO_08390, HELIO_08391
OG0000580	CAEEL06306	HELIO_00767
OG0000581	CAEEL15703	HELIO_07650
OG0000581	CAEEL14055, CAEEL14054	HELIO_00377
OG0000582	CAEEL19553, CAEEL19552	HELIO_05267
OG0000583	CAEEL01762, CAEEL01763	HELIO_06801
OG0000584	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443	HELIO_06413, HELIO_12134
OG0000586	CAEEL05852	HELIO_10402
OG0000587	CAEEL14207	HELIO_08335
OG0000587	CAEEL18702	HELIO_02916
OG0000588	CAEEL05897	HELIO_06031, HELIO_08850
OG0000589	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281	HELIO_05352
OG0000590	CAEEL01780	HELIO_04845
OG0000591	CAEEL19878	HELIO_00717
OG0000591	CAEEL18367	HELIO_09984
OG0000592	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244	HELIO_11966, HELIO_10886
OG0000593	CAEEL02027	HELIO_01727
OG0000594	CAEEL11331	HELIO_09059
OG0000597	CAEEL08741	HELIO_02513
OG0000602	CAEEL20599	HELIO_08958, HELIO_03692
OG0000603	CAEEL15474	HELIO_08442
OG0000604	CAEEL14390	HELIO_10843, HELIO_10844
OG0000609	CAEEL11904	HELIO_02166, HELIO_01095
OG0000611	CAEEL08225	HELIO_03068, HELIO_03069
OG0000611	CAEEL09831	HELIO_06952
OG0000612	CAEEL07651	HELIO_12611
OG0000612	CAEEL06875	HELIO_07229, HELIO_04425
OG0000614	CAEEL16724	HELIO_11672
OG0000615	CAEEL19705	HELIO_02362
OG0000616	CAEEL19744	HELIO_12592
OG0000618	CAEEL00836	HELIO_09707
OG0000619	CAEEL02635	HELIO_07452, HELIO_07453
OG0000623	CAEEL16178, CAEEL06411	HELIO_01153
OG0000623	CAEEL16276	HELIO_01575
OG0000624	CAEEL08547	HELIO_12110, HELIO_04396, HELIO_02075
OG0000625	CAEEL18539	HELIO_10043, HELIO_12510
OG0000626	CAEEL19740	HELIO_03382, HELIO_08657, HELIO_08658
OG0000627	CAEEL01126	HELIO_01431
OG0000636	CAEEL19659	HELIO_06623, HELIO_05388
OG0000637	CAEEL18181	HELIO_11151
OG0000639	CAEEL00195	HELIO_03049, HELIO_03048
OG0000639	CAEEL00077	HELIO_09484
OG0000645	CAEEL14093	HELIO_03716
OG0000645	CAEEL02916	HELIO_08748
OG0000646	CAEEL06213, CAEEL06212	HELIO_00539
OG0000647	CAEEL14095, CAEEL17996	HELIO_01252, HELIO_01414
OG0000648	CAEEL05737	HELIO_05483
OG0000649	CAEEL08770	HELIO_06593
OG0000651	CAEEL08479	HELIO_06636
OG0000652	CAEEL09392, CAEEL09393	HELIO_05827
OG0000654	CAEEL00509	HELIO_03848
OG0000657	CAEEL01693	HELIO_00368, HELIO_07143, HELIO_10387
OG0000660	CAEEL06994	HELIO_01158
OG0000660	CAEEL01886	HELIO_12701
OG0000662	CAEEL07265	HELIO_03239, HELIO_05920
OG0000663	CAEEL07269	HELIO_00575, HELIO_09383, HELIO_07980
OG0000664	CAEEL10897, CAEEL10896	HELIO_01686
OG0000664	CAEEL00118, CAEEL00117	HELIO_03266
OG0000665	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744	HELIO_07542
OG0000670	CAEEL01804, CAEEL20294	HELIO_05028
OG0000671	CAEEL20492, CAEEL02522	HELIO_10697
OG0000672	CAEEL07948, CAEEL07943	HELIO_01185
OG0000672	CAEEL00089, CAEEL00988	HELIO_02468
OG0000674	CAEEL01995	HELIO_04125
OG0000676	CAEEL18677, CAEEL18678	HELIO_11959
OG0000678	CAEEL19275	HELIO_03849, HELIO_07287
OG0000680	CAEEL01896	HELIO_06924, HELIO_00172, HELIO_00682
OG0000681	CAEEL06701, CAEEL06700	HELIO_09932
OG0000681	CAEEL20557	HELIO_01469, HELIO_03320
OG0000682	CAEEL18765	HELIO_03672
OG0000683	CAEEL18608	HELIO_12315
OG0000683	CAEEL02948, CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944	HELIO_10017
OG0000684	CAEEL11185	HELIO_08779
OG0000685	CAEEL19728	HELIO_04662
OG0000690	CAEEL02355, CAEEL16430	HELIO_00922
OG0000690	CAEEL05043	HELIO_02624
OG0000691	CAEEL17188	HELIO_08803
OG0000692	CAEEL05111, CAEEL03292	HELIO_12014
OG0000693	CAEEL03253, CAEEL03254	HELIO_09915
OG0000694	CAEEL18784, CAEEL02081, CAEEL02961	HELIO_05625
OG0000696	CAEEL19612	HELIO_06426, HELIO_08090
OG0000702	CAEEL01313	HELIO_09403
OG0000703	CAEEL12761	HELIO_02836
OG0000708	CAEEL04786, CAEEL04785	HELIO_04126
OG0000708	CAEEL12722	HELIO_01919
OG0000709	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767	HELIO_05292
OG0000711	CAEEL04946	HELIO_01631
OG0000711	CAEEL03027	HELIO_03110
OG0000712	CAEEL07921	HELIO_10286
OG0000713	CAEEL15727	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508
OG0000715	CAEEL07310, CAEEL07309	HELIO_06043
OG0000716	CAEEL00463	HELIO_06181, HELIO_07464
OG0000717	CAEEL20044, CAEEL07958	HELIO_06882
OG0000718	CAEEL16052	HELIO_08422
OG0000720	CAEEL02341	HELIO_02774
OG0000721	CAEEL07780	HELIO_03399
OG0000721	CAEEL00853	HELIO_06261
OG0000722	CAEEL16439, CAEEL19041, CAEEL07826	HELIO_05630
OG0000724	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753	HELIO_09105
OG0000725	CAEEL01386	HELIO_00657
OG0000726	CAEEL08988, CAEEL08987	HELIO_04091
OG0000731	CAEEL18982	HELIO_11029
OG0000732	CAEEL02711	HELIO_08995
OG0000732	CAEEL11771	HELIO_10738
OG0000733	CAEEL17006	HELIO_03055
OG0000733	CAEEL15524	HELIO_00314
OG0000734	CAEEL18835	HELIO_05137
OG0000735	CAEEL14834, CAEEL14835	HELIO_11007
OG0000737	CAEEL06154, CAEEL04487, CAEEL04486	HELIO_05852
OG0000742	CAEEL01786	HELIO_02434
OG0000744	CAEEL01254	HELIO_12402, HELIO_04178
OG0000747	CAEEL02279	HELIO_08407, HELIO_11171, HELIO_00507
OG0000749	CAEEL11624, CAEEL14107	HELIO_00765, HELIO_00764
OG0000751	CAEEL09020	HELIO_11590
OG0000752	CAEEL07346	HELIO_01912
OG0000752	CAEEL04370	HELIO_05368
OG0000753	CAEEL17415	HELIO_08985, HELIO_08986, HELIO_11488
OG0000755	CAEEL01302	HELIO_04915, HELIO_07851
OG0000757	CAEEL20030	HELIO_03294
OG0000759	CAEEL20475, CAEEL16710	HELIO_08744
OG0000761	CAEEL19698	HELIO_06744, HELIO_05323
OG0000762	CAEEL02671	HELIO_04358
OG0000763	CAEEL01521, CAEEL01520, CAEEL01519	HELIO_12574
OG0000765	CAEEL08924, CAEEL20292	HELIO_01379
OG0000766	CAEEL01660	HELIO_09234, HELIO_02323, HELIO_06179
OG0000774	CAEEL03062	HELIO_08849
OG0000774	CAEEL08377	HELIO_04009
OG0000774	CAEEL12020, CAEEL14163, CAEEL12021	HELIO_08272
OG0000775	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550	HELIO_06059, HELIO_08032, HELIO_04698
OG0000776	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206	HELIO_04225, HELIO_09018
OG0000777	CAEEL19291	HELIO_06142
OG0000778	CAEEL04054	HELIO_07926
OG0000779	CAEEL01706	HELIO_11967
OG0000780	CAEEL00305	HELIO_08617, HELIO_08643
OG0000780	CAEEL01193	HELIO_08333
OG0000782	CAEEL01741	HELIO_03195
OG0000787	CAEEL10362	HELIO_09002
OG0000788	CAEEL04328, CAEEL04329, CAEEL04327	HELIO_09954
OG0000788	CAEEL01175	HELIO_02295
OG0000791	CAEEL09121	HELIO_07748
OG0000792	CAEEL06858, CAEEL06859	HELIO_03909
OG0000793	CAEEL00246	HELIO_04742
OG0000794	CAEEL14272, CAEEL13170	HELIO_08580, HELIO_07646
OG0000796	CAEEL18138	HELIO_06590
OG0000797	CAEEL11404	HELIO_10217
OG0000798	CAEEL08562, CAEEL08561	HELIO_09953
OG0000800	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396	HELIO_11766, HELIO_01323
OG0000801	CAEEL00950	HELIO_05282
OG0000803	CAEEL18447	HELIO_01765
OG0000809	CAEEL06250	HELIO_01972
OG0000810	CAEEL00977	HELIO_02012
OG0000814	CAEEL07659, CAEEL07658	HELIO_12586, HELIO_06788
OG0000814	CAEEL11834, CAEEL05113	HELIO_00245, HELIO_05814
OG0000817	CAEEL08608	HELIO_10156, HELIO_06308
OG0000817	CAEEL09272	HELIO_02523
OG0000818	CAEEL08212	HELIO_09790
OG0000819	CAEEL09262	HELIO_09273
OG0000820	CAEEL08726	HELIO_08795
OG0000826	CAEEL04414	HELIO_04619
OG0000828	CAEEL01170	HELIO_02812
OG0000828	CAEEL14806	HELIO_08756
OG0000833	CAEEL05439	HELIO_03677, HELIO_04782
OG0000834	CAEEL00925	HELIO_05184
OG0000834	CAEEL00924	HELIO_06529
OG0000836	CAEEL01665	HELIO_03410
OG0000837	CAEEL19270, CAEEL07955	HELIO_06103
OG0000838	CAEEL12737	HELIO_02719
OG0000842	CAEEL11884	HELIO_07760
OG0000844	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848	HELIO_12719
OG0000847	CAEEL07299	HELIO_07547
OG0000848	CAEEL08378	HELIO_01690
OG0000849	CAEEL04333	HELIO_02567
OG0000850	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935	HELIO_09938, HELIO_06017
OG0000851	CAEEL08745	HELIO_11326
OG0000852	CAEEL08255	HELIO_03095, HELIO_01058
OG0000857	CAEEL04547	HELIO_09917
OG0000858	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558	HELIO_11496
OG0000860	CAEEL09321, CAEEL18240	HELIO_06728, HELIO_10827, HELIO_04489
OG0000867	CAEEL18894, CAEEL20247	HELIO_12607
OG0000869	CAEEL04762	HELIO_09192
OG0000869	CAEEL04725	HELIO_12015
OG0000870	CAEEL05330	HELIO_07670
OG0000871	CAEEL00781, CAEEL13789	HELIO_09841
OG0000874	CAEEL03105	HELIO_10498
OG0000875	CAEEL08184, CAEEL12416	HELIO_11887
OG0000876	CAEEL00773, CAEEL00774	HELIO_09814
OG0000877	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717	HELIO_03881
OG0000879	CAEEL07550	HELIO_12212, HELIO_12213
OG0000887	CAEEL20268, CAEEL06748	HELIO_10045
OG0000888	CAEEL00418	HELIO_05889
OG0000889	CAEEL09857, CAEEL09856	HELIO_04264, HELIO_00210
OG0000893	CAEEL05208	HELIO_04931, HELIO_07627
OG0000894	CAEEL20455	HELIO_06932
OG0000896	CAEEL17889	HELIO_12759
OG0000899	CAEEL06745	HELIO_09464
OG0000904	CAEEL10501	HELIO_11725, HELIO_04556
OG0000905	CAEEL09890	HELIO_07570
OG0000908	CAEEL18895	HELIO_00145
OG0000908	CAEEL09910	HELIO_11059
OG0000909	CAEEL00966	HELIO_00246
OG0000912	CAEEL19084	HELIO_10841
OG0000913	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435	HELIO_06048
OG0000914	CAEEL08534, CAEEL08535	HELIO_08250
OG0000915	CAEEL11744	HELIO_03730
OG0000921	CAEEL05986	HELIO_03668
OG0000923	CAEEL00580	HELIO_12673
OG0000925	CAEEL01239, CAEEL01153, CAEEL00968, CAEEL00439, CAEEL07058	HELIO_09608
OG0000928	CAEEL00085	HELIO_10500, HELIO_10501, HELIO_01658
OG0000929	CAEEL02357	HELIO_11222, HELIO_11603, HELIO_11221
OG0000931	CAEEL20467	HELIO_09729
OG0000932	CAEEL07026, CAEEL07025	HELIO_12492
OG0000933	CAEEL13637	HELIO_10228
OG0000934	CAEEL20095, CAEEL02005	HELIO_01254
OG0000934	CAEEL18567	HELIO_02606
OG0000935	CAEEL10988, CAEEL18743	HELIO_05900
OG0000944	CAEEL08647, CAEEL08646	HELIO_00838, HELIO_00839
OG0000945	CAEEL00537	HELIO_09173
OG0000947	CAEEL07660	HELIO_05356, HELIO_05079
OG0000949	CAEEL02872, CAEEL06438	HELIO_03725
OG0000951	CAEEL00056	HELIO_12483
OG0000954	CAEEL05990	HELIO_08553, HELIO_10186
OG0000955	CAEEL05680, CAEEL05073	HELIO_03286
OG0000957	CAEEL00119	HELIO_09500
OG0000963	CAEEL02132	HELIO_01247
OG0000963	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906	HELIO_02112
OG0000965	CAEEL09524	HELIO_02433, HELIO_01613
OG0000965	CAEEL02685	HELIO_02543
OG0000967	CAEEL09409	HELIO_05380, HELIO_03536, HELIO_01717
OG0000969	CAEEL17140, CAEEL19686	HELIO_04198, HELIO_02734
OG0000970	CAEEL12249	HELIO_01898
OG0000974	CAEEL05136, CAEEL05137	HELIO_11927, HELIO_03653, HELIO_04736
OG0000977	CAEEL07521	HELIO_05595, HELIO_02469, HELIO_10196
OG0000979	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649	HELIO_10893, HELIO_10640, HELIO_04188
OG0000982	CAEEL00871	HELIO_07584
OG0000985	CAEEL11989	HELIO_01102
OG0000987	CAEEL18448	HELIO_01520
OG0000988	CAEEL12259, CAEEL12260, CAEEL05294	HELIO_06322
OG0000992	CAEEL04373	HELIO_10125
OG0000994	CAEEL01877	HELIO_02373
OG0000994	CAEEL05339, CAEEL08529	HELIO_07661
OG0000995	CAEEL01961	HELIO_03487, HELIO_06963
OG0000998	CAEEL11817	HELIO_06252, HELIO_05043, HELIO_04979, HELIO_03944, HELIO_08834, HELIO_03576
OG0000999	CAEEL12779, CAEEL06159	HELIO_01942, HELIO_05906
OG0001001	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403	HELIO_03180, HELIO_03179
OG0001002	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732	HELIO_11589
OG0001002	CAEEL18911	HELIO_11592
OG0001004	CAEEL04943	HELIO_01908, HELIO_01907
OG0001005	CAEEL01384	HELIO_11378
OG0001006	CAEEL08218, CAEEL00364, CAEEL10732	HELIO_12602
OG0001008	CAEEL05786	HELIO_10518
OG0001009	CAEEL20001	HELIO_00710, HELIO_05419, HELIO_05966
OG0001016	CAEEL09313	HELIO_06921
OG0001016	CAEEL08789, CAEEL11986	HELIO_03156
OG0001017	CAEEL09308	HELIO_05638
OG0001018	CAEEL00183	HELIO_02325
OG0001018	CAEEL07047	HELIO_10601
OG0001022	CAEEL06254, CAEEL20075, CAEEL20775	HELIO_07003
OG0001023	CAEEL05078	HELIO_03660
OG0001029	CAEEL01262	HELIO_12058
OG0001030	CAEEL11812	HELIO_02439, HELIO_10962
OG0001031	CAEEL12448	HELIO_05592
OG0001032	CAEEL20070, CAEEL15717	HELIO_01696
OG0001033	CAEEL10717	HELIO_06818
OG0001034	CAEEL07054, CAEEL07055	HELIO_08529, HELIO_10699
OG0001036	CAEEL18611	HELIO_01681
OG0001037	CAEEL18600	HELIO_10784
OG0001038	CAEEL20450	HELIO_09434
OG0001039	CAEEL08415	HELIO_06687
OG0001039	CAEEL10624	HELIO_03051
OG0001042	CAEEL09943	HELIO_08977
OG0001046	CAEEL19183	HELIO_07188
OG0001050	CAEEL14076, CAEEL15706	HELIO_07822
OG0001052	CAEEL09647	HELIO_06284, HELIO_08117
OG0001053	CAEEL07572	HELIO_00232
OG0001053	CAEEL09742	HELIO_06586, HELIO_06885
OG0001058	CAEEL19015	HELIO_10312
OG0001059	CAEEL00192	HELIO_11528
OG0001060	CAEEL15786	HELIO_04663
OG0001062	CAEEL08101	HELIO_10831
OG0001063	CAEEL15713, CAEEL15714	HELIO_12546
OG0001063	CAEEL08167	HELIO_01134
OG0001072	CAEEL08406	HELIO_02051
OG0001075	CAEEL11648, CAEEL18873	HELIO_03042
OG0001076	CAEEL07541	HELIO_10241
OG0001078	CAEEL19295	HELIO_05283
OG0001079	CAEEL10503	HELIO_01927
OG0001080	CAEEL08359	HELIO_05367
OG0001082	CAEEL19080, CAEEL19079, CAEEL09741	HELIO_11176
OG0001084	CAEEL01831	HELIO_02656
OG0001085	CAEEL09995, CAEEL09996	HELIO_07664
OG0001086	CAEEL07731	HELIO_03188
OG0001091	CAEEL07358	HELIO_12660, HELIO_12659
OG0001092	CAEEL07387	HELIO_09889, HELIO_09890
OG0001095	CAEEL07595	HELIO_04642, HELIO_03581, HELIO_00438
OG0001096	CAEEL04621, CAEEL17752	HELIO_10964, HELIO_06053, HELIO_11485
OG0001101	CAEEL11585	HELIO_11659
OG0001102	CAEEL08853	HELIO_10839
OG0001103	CAEEL18815	HELIO_03297
OG0001104	CAEEL09176, CAEEL09177	HELIO_02923
OG0001107	CAEEL18427	HELIO_04866
OG0001108	CAEEL09307	HELIO_00460, HELIO_08728
OG0001109	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118	HELIO_04286
OG0001112	CAEEL19902	HELIO_11241
OG0001113	CAEEL15158	HELIO_11363
OG0001114	CAEEL11582, CAEEL01758, CAEEL01759	HELIO_01619
OG0001115	CAEEL02607	HELIO_03889
OG0001116	CAEEL08324	HELIO_04473
OG0001116	CAEEL04351	HELIO_11648
OG0001118	CAEEL18824	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000
OG0001124	CAEEL08814	HELIO_05892, HELIO_11497
OG0001126	CAEEL04859	HELIO_07432, HELIO_08150
OG0001130	CAEEL00952, CAEEL00232	HELIO_05662
OG0001130	CAEEL00767	HELIO_00771
OG0001131	CAEEL14208	HELIO_11533
OG0001132	CAEEL04290	HELIO_09410
OG0001133	CAEEL11641	HELIO_03341
OG0001133	CAEEL11294	HELIO_10368
OG0001135	CAEEL02069	HELIO_07754
OG0001137	CAEEL04790	HELIO_03163
OG0001138	CAEEL07800, CAEEL07799	HELIO_09443
OG0001140	CAEEL14389	HELIO_11252, HELIO_00781
OG0001141	CAEEL01107, CAEEL01106	HELIO_08701, HELIO_05429, HELIO_04831
OG0001142	CAEEL12657	HELIO_04691, HELIO_05081
OG0001143	CAEEL01013	HELIO_02868
OG0001156	CAEEL20728	HELIO_05032
OG0001158	CAEEL00147	HELIO_03567, HELIO_07771
OG0001159	CAEEL07987, CAEEL18966	HELIO_09181
OG0001160	CAEEL16381, CAEEL20121	HELIO_10702
OG0001162	CAEEL18096	HELIO_09342, HELIO_11797
OG0001163	CAEEL11823, CAEEL14454, CAEEL17374	HELIO_12002
OG0001164	CAEEL07306	HELIO_09308, HELIO_08913
OG0001165	CAEEL19696	HELIO_08812
OG0001167	CAEEL04546	HELIO_08270
OG0001168	CAEEL02000	HELIO_00913
OG0001171	CAEEL20677	HELIO_07445
OG0001172	CAEEL13596	HELIO_12376
OG0001172	CAEEL01942	HELIO_03682
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	HELIO_05555, HELIO_11278
OG0001176	CAEEL11466	HELIO_06263
OG0001177	CAEEL08262, CAEEL18706	HELIO_06526, HELIO_10848
OG0001178	CAEEL05306	HELIO_07560, HELIO_03485
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	HELIO_04085, HELIO_04405, HELIO_06718
OG0001181	CAEEL08327	HELIO_05206
OG0001184	CAEEL20576	HELIO_12185
OG0001184	CAEEL19676	HELIO_02728
OG0001185	CAEEL01778	HELIO_12657
OG0001186	CAEEL00480	HELIO_09188
OG0001186	CAEEL09703	HELIO_01928
OG0001188	CAEEL14362	HELIO_03558
OG0001189	CAEEL01928	HELIO_02935, HELIO_12493
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	HELIO_06301
OG0001197	CAEEL11613	HELIO_04520
OG0001201	CAEEL02666	HELIO_08628
OG0001204	CAEEL09132	HELIO_07269
OG0001208	CAEEL10574	HELIO_05489
OG0001209	CAEEL00442	HELIO_05535
OG0001210	CAEEL06396	HELIO_01552
OG0001210	CAEEL06380	HELIO_03776
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	HELIO_11611
OG0001215	CAEEL11249	HELIO_00251
OG0001216	CAEEL04644	HELIO_01588
OG0001217	CAEEL08746	HELIO_09665
OG0001218	CAEEL20131, CAEEL14167	HELIO_10349
OG0001219	CAEEL20379	HELIO_07847
OG0001220	CAEEL07890	HELIO_12730
OG0001221	CAEEL13124	HELIO_07645
OG0001223	CAEEL02795	HELIO_08053
OG0001224	CAEEL07196	HELIO_01823
OG0001225	CAEEL02873	HELIO_09303
OG0001231	CAEEL15401	HELIO_02150
OG0001233	CAEEL03755, CAEEL04189	HELIO_05738
OG0001234	CAEEL00806	HELIO_07394
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	HELIO_09754
OG0001238	CAEEL05166, CAEEL11182	HELIO_06977
OG0001239	CAEEL12011	HELIO_10768
OG0001241	CAEEL01749	HELIO_03226
OG0001241	CAEEL19375	HELIO_12192
OG0001243	CAEEL01806	HELIO_09478
OG0001247	CAEEL10570	HELIO_00879
OG0001248	CAEEL08830	HELIO_05974
OG0001250	CAEEL18712	HELIO_01985
OG0001251	CAEEL01802	HELIO_03697
OG0001252	CAEEL05030	HELIO_06077
OG0001253	CAEEL10888, CAEEL10887	HELIO_12144
OG0001254	CAEEL00935	HELIO_05460
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	HELIO_03181
OG0001261	CAEEL07850	HELIO_03943
OG0001262	CAEEL15249, CAEEL20627	HELIO_07069, HELIO_09573, HELIO_00924
OG0001266	CAEEL20839, CAEEL20838	HELIO_03369
OG0001266	CAEEL07143	HELIO_12361
OG0001267	CAEEL14111	HELIO_09471
OG0001268	CAEEL11342	HELIO_07801, HELIO_12028
OG0001270	CAEEL01959	HELIO_02110, HELIO_09609, HELIO_02804
OG0001271	CAEEL08717, CAEEL00634	HELIO_11242
OG0001272	CAEEL07720, CAEEL09293	HELIO_01808
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	HELIO_06326
OG0001278	CAEEL20013	HELIO_10541, HELIO_03037
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	HELIO_12791
OG0001281	CAEEL05459	HELIO_06990
OG0001282	CAEEL04296	HELIO_03746
OG0001284	CAEEL08223	HELIO_06649
OG0001284	CAEEL01272	HELIO_03045
OG0001285	CAEEL06501	HELIO_05581
OG0001286	CAEEL20246	HELIO_12601
OG0001288	CAEEL18355	HELIO_10795
OG0001289	CAEEL10515	HELIO_12067, HELIO_10917
OG0001290	CAEEL12279	HELIO_11508
OG0001291	CAEEL11483	HELIO_10055
OG0001292	CAEEL07942	HELIO_11499
OG0001293	CAEEL07048	HELIO_07956
OG0001294	CAEEL15893	HELIO_08951
OG0001296	CAEEL00003, CAEEL14758	HELIO_12075
OG0001300	CAEEL09562	HELIO_09555
OG0001302	CAEEL01736	HELIO_02616
OG0001302	CAEEL12633	HELIO_08651
OG0001304	CAEEL00728	HELIO_08289, HELIO_08290
OG0001305	CAEEL19700	HELIO_07982
OG0001306	CAEEL05042	HELIO_11276
OG0001306	CAEEL06741	HELIO_04068, HELIO_02369
OG0001310	CAEEL16286	HELIO_02438
OG0001315	CAEEL20540	HELIO_06768, HELIO_00584
OG0001318	CAEEL06153	HELIO_01897
OG0001318	CAEEL02686	HELIO_00651
OG0001319	CAEEL15967	HELIO_09125
OG0001320	CAEEL02958	HELIO_07097
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	HELIO_01606
OG0001323	CAEEL15888	HELIO_04274
OG0001325	CAEEL12980	HELIO_02148
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	HELIO_01722
OG0001327	CAEEL12070	HELIO_03453
OG0001329	CAEEL03625, CAEEL07934	HELIO_12348
OG0001330	CAEEL07772	HELIO_07773
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	HELIO_07137
OG0001335	CAEEL01950	HELIO_09999
OG0001337	CAEEL08858	HELIO_11060
OG0001341	CAEEL12273	HELIO_06656
OG0001344	CAEEL12166	HELIO_02566
OG0001348	CAEEL20290	HELIO_05226
OG0001353	CAEEL07231	HELIO_07889
OG0001355	CAEEL19633	HELIO_05179
OG0001356	CAEEL10619	HELIO_09355
OG0001357	CAEEL15128	HELIO_07642
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	HELIO_03084
OG0001364	CAEEL04735	HELIO_01883
OG0001364	CAEEL16269	HELIO_04728, HELIO_01882, HELIO_01884
OG0001366	CAEEL07140	HELIO_09509
OG0001367	CAEEL16176	HELIO_12197
OG0001368	CAEEL15247	HELIO_02045
OG0001369	CAEEL05836	HELIO_00430
OG0001370	CAEEL19838	HELIO_08459
OG0001370	CAEEL11201	HELIO_09154
OG0001372	CAEEL04824, CAEEL16917	HELIO_07415
OG0001372	CAEEL01785	HELIO_09833, HELIO_00197
OG0001373	CAEEL18831	HELIO_06748
OG0001374	CAEEL02048	HELIO_10870
OG0001375	CAEEL01718	HELIO_01574
OG0001376	CAEEL18806	HELIO_12299
OG0001378	CAEEL01898	HELIO_02964
OG0001379	CAEEL20800, CAEEL08440	HELIO_04200
OG0001380	CAEEL07027	HELIO_01850
OG0001381	CAEEL01510	HELIO_03557
OG0001383	CAEEL18479	HELIO_10404, HELIO_09985
OG0001386	CAEEL08301	HELIO_02822
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	HELIO_07037
OG0001389	CAEEL06582	HELIO_06611
OG0001394	CAEEL16146	HELIO_10885
OG0001395	CAEEL01604	HELIO_02673
