Orthogroup	CAEEL	SACKO_ok
OG0001039	CAEEL08415	SACKO_07566
OG0001039	CAEEL10624	SACKO_29826
OG0001042	CAEEL09943	SACKO_12664
OG0001044	CAEEL20285	SACKO_00729, SACKO_00722, SACKO_00706, SACKO_01307, SACKO_07099, SACKO_07110, SACKO_01299, SACKO_11091, SACKO_11109
OG0001046	CAEEL19183	SACKO_19301
OG0001050	CAEEL14076, CAEEL15706	SACKO_13547
OG0001052	CAEEL10987	SACKO_29699
OG0001053	CAEEL07572	SACKO_17162
OG0001053	CAEEL09742	SACKO_10734
OG0001054	CAEEL05567	SACKO_03197
OG0001058	CAEEL19015	SACKO_30744
OG0001059	CAEEL00192	SACKO_34066
OG0001060	CAEEL15786	SACKO_10412
OG0001062	CAEEL08101	SACKO_29376
OG0001063	CAEEL15713, CAEEL15714	SACKO_31591
OG0001063	CAEEL08167	SACKO_17683
OG0001066	CAEEL12576	SACKO_07584
OG0001072	CAEEL08406	SACKO_03267
OG0001075	CAEEL11648, CAEEL18873	SACKO_11315, SACKO_14262
OG0001076	CAEEL07541	SACKO_06837
OG0001077	CAEEL18659	SACKO_02068
OG0001078	CAEEL19295	SACKO_03626
OG0001079	CAEEL10503	SACKO_30352
OG0001080	CAEEL08359	SACKO_28482
OG0001082	CAEEL19080, CAEEL19079, CAEEL09741	SACKO_05811, SACKO_32916
OG0001083	CAEEL06682	SACKO_03733
OG0001084	CAEEL01831	SACKO_24296
OG0001085	CAEEL09995, CAEEL09996	SACKO_23475
OG0001091	CAEEL07358	SACKO_17088
OG0001092	CAEEL07387	SACKO_08155, SACKO_08149
OG0001093	CAEEL00638	SACKO_20225
OG0001095	CAEEL07595	SACKO_26687
OG0001096	CAEEL04621, CAEEL17752	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878, SACKO_26925, SACKO_33433
OG0001098	CAEEL04192	SACKO_04770, SACKO_02505, SACKO_06863, SACKO_02500, SACKO_02497, SACKO_06868, SACKO_29188, SACKO_29165, SACKO_11498, SACKO_11506, SACKO_03975, SACKO_17123, SACKO_11216, SACKO_10933, SACKO_29219, SACKO_15213
OG0001101	CAEEL11585	SACKO_12678
OG0001102	CAEEL08853	SACKO_03700, SACKO_27070
OG0001103	CAEEL18815	SACKO_18268
OG0001104	CAEEL09176, CAEEL09177	SACKO_17440, SACKO_10508
OG0001104	CAEEL20081	SACKO_03224
OG0001107	CAEEL18427	SACKO_06919
OG0001108	CAEEL09307	SACKO_04290, SACKO_04715, SACKO_31250
OG0001109	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237
OG0001111	CAEEL05876	SACKO_03527
OG0001112	CAEEL19902	SACKO_18503
OG0001113	CAEEL15158	SACKO_21432
OG0001113	CAEEL07385	SACKO_05156
OG0001114	CAEEL11582, CAEEL01758, CAEEL01759	SACKO_08523, SACKO_08520
OG0001116	CAEEL04351	SACKO_23852
OG0001117	CAEEL08762	SACKO_06898
OG0001119	CAEEL14710	SACKO_20836
OG0001122	CAEEL18238	SACKO_19597, SACKO_18811
OG0001124	CAEEL08814	SACKO_10008, SACKO_04873
OG0001126	CAEEL04859	SACKO_28905, SACKO_15936
OG0001128	CAEEL12985	SACKO_18074
OG0001130	CAEEL00952, CAEEL00232	SACKO_21924, SACKO_08719, SACKO_08682
OG0001130	CAEEL00767	SACKO_19389, SACKO_19419
OG0001131	CAEEL14208	SACKO_02814
OG0001132	CAEEL04290	SACKO_22464
OG0001133	CAEEL11294	SACKO_03870
OG0001136	CAEEL02001	SACKO_08683
OG0001137	CAEEL04790	SACKO_31589
OG0001138	CAEEL07800, CAEEL07799	SACKO_06420
OG0001139	CAEEL06928, CAEEL15457	SACKO_11336
OG0001140	CAEEL14389	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499
OG0001141	CAEEL01107, CAEEL01106	SACKO_15539
OG0001142	CAEEL12657	SACKO_08495
OG0001143	CAEEL01013	SACKO_27075
OG0001155	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526	SACKO_29197
OG0001156	CAEEL20728	SACKO_12887
OG0001158	CAEEL00147	SACKO_17293, SACKO_22305, SACKO_17286
OG0001159	CAEEL07987, CAEEL18966	SACKO_14618
OG0001160	CAEEL16381, CAEEL20121	SACKO_03583
OG0001161	CAEEL00221	SACKO_27696
OG0001162	CAEEL18096	SACKO_17543, SACKO_14294
OG0001163	CAEEL11823, CAEEL14454, CAEEL17374	SACKO_31507
OG0001164	CAEEL07306	SACKO_00737
OG0001165	CAEEL19696	SACKO_18359
OG0001167	CAEEL04546	SACKO_12026
OG0001168	CAEEL02000	SACKO_18942
OG0001171	CAEEL20677	SACKO_20825
OG0001172	CAEEL13596	SACKO_07899
OG0001172	CAEEL01942	SACKO_23083
OG0001173	CAEEL15708	SACKO_12453
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	SACKO_00167
OG0001177	CAEEL08262, CAEEL18706	SACKO_26073, SACKO_10730, SACKO_26943
OG0001178	CAEEL05306	SACKO_03875
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	SACKO_26771, SACKO_32134
OG0001180	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391	SACKO_03980
OG0001181	CAEEL08327	SACKO_08231, SACKO_27253, SACKO_08232
OG0001184	CAEEL20576	SACKO_04686
OG0001184	CAEEL19676	SACKO_02591, SACKO_02594
OG0001186	CAEEL00480	SACKO_04961
OG0001186	CAEEL09703	SACKO_32087
OG0001188	CAEEL14362	SACKO_25731
OG0001189	CAEEL01928	SACKO_26954
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	SACKO_28961
OG0001197	CAEEL11613	SACKO_32347
OG0001200	CAEEL05263	SACKO_20799
OG0001201	CAEEL02666	SACKO_15686
OG0001204	CAEEL09132	SACKO_05436
OG0001205	CAEEL06787	SACKO_07248
OG0001208	CAEEL10574	SACKO_25532
OG0001209	CAEEL00442	SACKO_17895, SACKO_21794
OG0001210	CAEEL06396	SACKO_12027
OG0001210	CAEEL06380	SACKO_22645
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	SACKO_12475
OG0001214	CAEEL08401	SACKO_17861
OG0001215	CAEEL11249	SACKO_19345
OG0001216	CAEEL04644	SACKO_20921
OG0001217	CAEEL08746	SACKO_25190
OG0001218	CAEEL20131, CAEEL14167	SACKO_09575
OG0001219	CAEEL20379	SACKO_31732
OG0001220	CAEEL07890	SACKO_02206
OG0001221	CAEEL13124	SACKO_15128, SACKO_31267, SACKO_31272, SACKO_31273
OG0001223	CAEEL02795	SACKO_16161
OG0001224	CAEEL07196	SACKO_15671
OG0001225	CAEEL02873	SACKO_13197, SACKO_21032
OG0001226	CAEEL02848, CAEEL02849	SACKO_21968, SACKO_20774
OG0001231	CAEEL15401	SACKO_32360
OG0001234	CAEEL00806	SACKO_26867, SACKO_26860
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	SACKO_22328
OG0001238	CAEEL05166, CAEEL11182	SACKO_10255, SACKO_15368, SACKO_15935
OG0001239	CAEEL12011	SACKO_01576
OG0001241	CAEEL01749	SACKO_21518
OG0001241	CAEEL19375	SACKO_25804
OG0001243	CAEEL01806	SACKO_00190
OG0001244	CAEEL12407	SACKO_24332, SACKO_33824, SACKO_25187, SACKO_24337
OG0001247	CAEEL10570	SACKO_16919
OG0001248	CAEEL08830	SACKO_03917
OG0001249	CAEEL06406	SACKO_07046, SACKO_07044
OG0001250	CAEEL18712	SACKO_22060
OG0001251	CAEEL01802	SACKO_21043
OG0001252	CAEEL05030	SACKO_00497
OG0001253	CAEEL10888, CAEEL10887	SACKO_07955
OG0001254	CAEEL00935	SACKO_17099, SACKO_17085, SACKO_17104
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	SACKO_32561
OG0001261	CAEEL07850	SACKO_02379
OG0001262	CAEEL15249, CAEEL20627	SACKO_14536, SACKO_14562, SACKO_14419, SACKO_00970, SACKO_00906, SACKO_33160
OG0001266	CAEEL20839, CAEEL20838	SACKO_21683
OG0001266	CAEEL07143	SACKO_34097
OG0001267	CAEEL14111	SACKO_21996
OG0001268	CAEEL11342	SACKO_11197, SACKO_06254, SACKO_30805
OG0001270	CAEEL01959	SACKO_24994, SACKO_01019
OG0001271	CAEEL08717, CAEEL00634	SACKO_30312
OG0001272	CAEEL07720, CAEEL09293	SACKO_25421
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	SACKO_16020
OG0001278	CAEEL20013	SACKO_28908, SACKO_12827, SACKO_12823
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	SACKO_20454
OG0001280	CAEEL00726	SACKO_17298
OG0001281	CAEEL05459	SACKO_27839, SACKO_17699, SACKO_17706, SACKO_27835, SACKO_17701, SACKO_25721
OG0001282	CAEEL04296	SACKO_11635
OG0001284	CAEEL08223	SACKO_27293
OG0001284	CAEEL01272	SACKO_16492
OG0001285	CAEEL06501	SACKO_12735
OG0001286	CAEEL20246	SACKO_00888
OG0001287	CAEEL16475	SACKO_31693
OG0001288	CAEEL18355	SACKO_05048, SACKO_15962
OG0001289	CAEEL10515	SACKO_27725
OG0001290	CAEEL12279	SACKO_09675, SACKO_22471
OG0001291	CAEEL11483	SACKO_21943
OG0001292	CAEEL07942	SACKO_15420
OG0001293	CAEEL07048	SACKO_21987
OG0001294	CAEEL15893	SACKO_03533
OG0001296	CAEEL00003, CAEEL14758	SACKO_11661
OG0001300	CAEEL09562	SACKO_02042
OG0001302	CAEEL01736	SACKO_07352
OG0001302	CAEEL12633	SACKO_13308
OG0001304	CAEEL00728	SACKO_19061
OG0001305	CAEEL19700	SACKO_26780
OG0001306	CAEEL05042	SACKO_25708
OG0001306	CAEEL06741	SACKO_25883, SACKO_10996
OG0001310	CAEEL16286	SACKO_11650
OG0001315	CAEEL20540	SACKO_09990
OG0001318	CAEEL06153	SACKO_20260
OG0001318	CAEEL02686	SACKO_33046
OG0001319	CAEEL15967	SACKO_17261
OG0001320	CAEEL02958	SACKO_15495
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	SACKO_03528
OG0001323	CAEEL15888	SACKO_09370
OG0001325	CAEEL12980	SACKO_27663
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	SACKO_30260
OG0001327	CAEEL12070	SACKO_26434
OG0001329	CAEEL03625, CAEEL07934	SACKO_23438
OG0001330	CAEEL07772	SACKO_00723
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	SACKO_02537, SACKO_31933, SACKO_31954
OG0001335	CAEEL01950	SACKO_02457
OG0001337	CAEEL08858	SACKO_02804
OG0001339	CAEEL01555	SACKO_07781
OG0001341	CAEEL12273	SACKO_06241
OG0001344	CAEEL12166	SACKO_14763
OG0001348	CAEEL20290	SACKO_28912
OG0001350	CAEEL06068	SACKO_01074
OG0001353	CAEEL07231	SACKO_05612
OG0001354	CAEEL18385	SACKO_05972
OG0001355	CAEEL19633	SACKO_12733
OG0001356	CAEEL10619	SACKO_23436
OG0001357	CAEEL15128	SACKO_32377
OG0001359	CAEEL02703	SACKO_04493
OG0001360	CAEEL17002, CAEEL19681, CAEEL19680	SACKO_06003, SACKO_33651
OG0001361	CAEEL14779, CAEEL15006, CAEEL05269, CAEEL05268	SACKO_06636, SACKO_20244
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	SACKO_07065, SACKO_07071, SACKO_02886
OG0001364	CAEEL16269	SACKO_22285
OG0001366	CAEEL07140	SACKO_14270, SACKO_14260
OG0001367	CAEEL16176	SACKO_11804
OG0001368	CAEEL15247	SACKO_12370
OG0001369	CAEEL05836	SACKO_30830
OG0001370	CAEEL19838	SACKO_10513
OG0001370	CAEEL11201	SACKO_00812
OG0001372	CAEEL04824, CAEEL16917	SACKO_27561, SACKO_16399, SACKO_27587
OG0001372	CAEEL01785	SACKO_23028
OG0001373	CAEEL18831	SACKO_09984
OG0001374	CAEEL02048	SACKO_07337
OG0001375	CAEEL01718	SACKO_21495
OG0001376	CAEEL18806	SACKO_34148
OG0001378	CAEEL01898	SACKO_24430, SACKO_21687
OG0001380	CAEEL07027	SACKO_30081, SACKO_01944, SACKO_30082
OG0001381	CAEEL01510	SACKO_25884
OG0001383	CAEEL18479	SACKO_27457
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	SACKO_07056
OG0001389	CAEEL06582	SACKO_01374
OG0001395	CAEEL01604	SACKO_14815
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	SACKO_20543
OG0001397	CAEEL19290	SACKO_02267
OG0001398	CAEEL14339	SACKO_14409, SACKO_01986, SACKO_01969, SACKO_01989, SACKO_01970
OG0001399	CAEEL00972	SACKO_22119, SACKO_19007
OG0001402	CAEEL04844, CAEEL04850	SACKO_07573
OG0001404	CAEEL15778	SACKO_24460, SACKO_18033
OG0001405	CAEEL00987	SACKO_26862
OG0001405	CAEEL02297	SACKO_07421
OG0001408	CAEEL19513	SACKO_32306
OG0001409	CAEEL02567	SACKO_32640
OG0001410	CAEEL16277	SACKO_14471
OG0001411	CAEEL07405	SACKO_04096
OG0001412	CAEEL09044	SACKO_01410
OG0001413	CAEEL08368	SACKO_13707
OG0001413	CAEEL04716	SACKO_08606
OG0001414	CAEEL13823	SACKO_04758, SACKO_30191
OG0001416	CAEEL04141, CAEEL04142	SACKO_30742
OG0001417	CAEEL02921	SACKO_29213, SACKO_19020
OG0001418	CAEEL11722	SACKO_04240
OG0001421	CAEEL14241	SACKO_11974
OG0001422	CAEEL06778	SACKO_08100
OG0001423	CAEEL18493	SACKO_22783
OG0001424	CAEEL12121	SACKO_10409
OG0001424	CAEEL10850	SACKO_16678
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	SACKO_32937
OG0001426	CAEEL06005, CAEEL06004	SACKO_29415
OG0001428	CAEEL05279	SACKO_29404
OG0001429	CAEEL04279	SACKO_04222
OG0001430	CAEEL14236	SACKO_23248
OG0001431	CAEEL01932, CAEEL07478	SACKO_19695
OG0001432	CAEEL18746	SACKO_12685
OG0001433	CAEEL01226	SACKO_20980
OG0001436	CAEEL01644, CAEEL01645	SACKO_20014
OG0001437	CAEEL01346, CAEEL01345	SACKO_23971, SACKO_01223, SACKO_25064
OG0001439	CAEEL19443	SACKO_32633
OG0001440	CAEEL02919	SACKO_13032
OG0001445	CAEEL10043, CAEEL10044	SACKO_32917
OG0001446	CAEEL19040, CAEEL19039	SACKO_01303, SACKO_29925
OG0001449	CAEEL05216	SACKO_30150
OG0001450	CAEEL12602	SACKO_12802
OG0001452	CAEEL02837	SACKO_08603
OG0001455	CAEEL04493	SACKO_15116
OG0001458	CAEEL04619	SACKO_09504
OG0001459	CAEEL20135, CAEEL17975	SACKO_12626
OG0001460	CAEEL11040, CAEEL11027	SACKO_33477
OG0001461	CAEEL09368	SACKO_33755, SACKO_32797
OG0001462	CAEEL14714	SACKO_31580
OG0001462	CAEEL03309	SACKO_04210
OG0001464	CAEEL07180	SACKO_17111, SACKO_16693
OG0001465	CAEEL06490	SACKO_13637
OG0001466	CAEEL00165	SACKO_25244, SACKO_06437
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	SACKO_04663
OG0001469	CAEEL06147	SACKO_18991, SACKO_06864
OG0001469	CAEEL06502	SACKO_14829
OG0001472	CAEEL07491	SACKO_32963
OG0001472	CAEEL02663	SACKO_05324
OG0001473	CAEEL15728, CAEEL16017	SACKO_16082, SACKO_16044, SACKO_16047
OG0001474	CAEEL07328	SACKO_22047
OG0001475	CAEEL05298	SACKO_18688
OG0001476	CAEEL00667	SACKO_06016
OG0001478	CAEEL11433	SACKO_22168, SACKO_22673
OG0001479	CAEEL19245	SACKO_02888
OG0001480	CAEEL01047	SACKO_24421, SACKO_24426
OG0001482	CAEEL08859	SACKO_10214
OG0001484	CAEEL01076, CAEEL01075	SACKO_06239
OG0001485	CAEEL01187	SACKO_29097, SACKO_18011
OG0001486	CAEEL06199	SACKO_09648
OG0001489	CAEEL05101	SACKO_14714, SACKO_26616
OG0001490	CAEEL16486	SACKO_31213
OG0001492	CAEEL08792	SACKO_03265
OG0001493	CAEEL18338	SACKO_14201
OG0001500	CAEEL11009	SACKO_17784
OG0001502	CAEEL06434, CAEEL06435	SACKO_09265
OG0001503	CAEEL04111	SACKO_02436
OG0001503	CAEEL08520	SACKO_18105
OG0001504	CAEEL05392	SACKO_29597, SACKO_07151, SACKO_19671, SACKO_29627, SACKO_29647
OG0001505	CAEEL05185, CAEEL08607	SACKO_14128, SACKO_28620
OG0001506	CAEEL04371	SACKO_20284
OG0001508	CAEEL19670	SACKO_27803, SACKO_27807
OG0001510	CAEEL19165	SACKO_33627
OG0001512	CAEEL01283	SACKO_07336
OG0001513	CAEEL08114	SACKO_31007
OG0001514	CAEEL18917	SACKO_25264
OG0001515	CAEEL07598, CAEEL07033	SACKO_03778
OG0001516	CAEEL05831	SACKO_14946
OG0001517	CAEEL20700	SACKO_25454
OG0001522	CAEEL01881	SACKO_04762, SACKO_07400
OG0001523	CAEEL20306	SACKO_23353
OG0001524	CAEEL18987, CAEEL00715	SACKO_12588, SACKO_34156, SACKO_29641
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	SACKO_22296
OG0001526	CAEEL19873	SACKO_27619
OG0001527	CAEEL08026	SACKO_08580
OG0001527	CAEEL02029	SACKO_08171
OG0001528	CAEEL20795	SACKO_09485
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	SACKO_06915
OG0001530	CAEEL11993	SACKO_32722
OG0001531	CAEEL08503	SACKO_00106
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	SACKO_29501
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	SACKO_04654, SACKO_27500, SACKO_27489, SACKO_04656
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	SACKO_19636, SACKO_06074
OG0001538	CAEEL15530	SACKO_28388, SACKO_28412
OG0001538	CAEEL14286	SACKO_28396, SACKO_28387
OG0001549	CAEEL18956	SACKO_15171
OG0001551	CAEEL13359	SACKO_14902
OG0001552	CAEEL09513	SACKO_08825, SACKO_08817, SACKO_08820, SACKO_08830
OG0001553	CAEEL10745	SACKO_14766
OG0001554	CAEEL00812	SACKO_27914
OG0001555	CAEEL17420, CAEEL04181	SACKO_18316, SACKO_28913
OG0001557	CAEEL09005	SACKO_08809
OG0001557	CAEEL09508	SACKO_23724
OG0001558	CAEEL05103, CAEEL08374	SACKO_25319
OG0001559	CAEEL16062	SACKO_09139
OG0001560	CAEEL01011	SACKO_24664
OG0001561	CAEEL11007	SACKO_16712
OG0001567	CAEEL04524	SACKO_01333, SACKO_23984
OG0001568	CAEEL15339	SACKO_33374
OG0001570	CAEEL11034	SACKO_27622, SACKO_27563
OG0001572	CAEEL00311	SACKO_31302
OG0001575	CAEEL09642	SACKO_16093
OG0001576	CAEEL00120	SACKO_29281
OG0001578	CAEEL10814, CAEEL18928	SACKO_25675
OG0001580	CAEEL02579	SACKO_00171
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	SACKO_07437, SACKO_04849, SACKO_04823, SACKO_23137
OG0001583	CAEEL19802	SACKO_26995
OG0001589	CAEEL18417	SACKO_25592
OG0001590	CAEEL15262, CAEEL15263	SACKO_23759, SACKO_21309, SACKO_21282, SACKO_03473
OG0001593	CAEEL02963, CAEEL13946	SACKO_13940
OG0001594	CAEEL08545	SACKO_26083, SACKO_31513
OG0001597	CAEEL10283	SACKO_02083
OG0001599	CAEEL20479	SACKO_01015
OG0001602	CAEEL18101	SACKO_12750
OG0001604	CAEEL04879	SACKO_22259, SACKO_08859
OG0001606	CAEEL14239	SACKO_11769
OG0001606	CAEEL15795	SACKO_12732
OG0001608	CAEEL02190, CAEEL02191	SACKO_01827, SACKO_24291, SACKO_05318, SACKO_28922, SACKO_05268, SACKO_05333
OG0001609	CAEEL19774	SACKO_20157
OG0001609	CAEEL10790	SACKO_20497
OG0001610	CAEEL02035, CAEEL20252	SACKO_05583
OG0001611	CAEEL15699	SACKO_32339
OG0001614	CAEEL01012	SACKO_12210
OG0001615	CAEEL04670	SACKO_32434
OG0001620	CAEEL18514, CAEEL18862	SACKO_08656
OG0001621	CAEEL08615	SACKO_33548
OG0001625	CAEEL05727	SACKO_05676
OG0001627	CAEEL00684	SACKO_16597, SACKO_16647
OG0001628	CAEEL00193	SACKO_21663, SACKO_17702, SACKO_33995, SACKO_09129
OG0001630	CAEEL05563	SACKO_16977, SACKO_21573
OG0001632	CAEEL16035	SACKO_01195
OG0001635	CAEEL08024	SACKO_16856, SACKO_33549
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	SACKO_31247
OG0001640	CAEEL10788	SACKO_01222, SACKO_01197
OG0001641	CAEEL00743	SACKO_24443
OG0001642	CAEEL15818	SACKO_01281
OG0001643	CAEEL19599	SACKO_02624
OG0001651	CAEEL10611	SACKO_21460
OG0001653	CAEEL03026	SACKO_07366
OG0001654	CAEEL20359, CAEEL20360	SACKO_11259, SACKO_11277
OG0001655	CAEEL05314	SACKO_11250
OG0001656	CAEEL07456	SACKO_26228
OG0001657	CAEEL08928, CAEEL08927	SACKO_20171, SACKO_20167
OG0001661	CAEEL14147	SACKO_33933
OG0001663	CAEEL10899, CAEEL10898	SACKO_23924, SACKO_09786
OG0001665	CAEEL07716	SACKO_05684, SACKO_00376
OG0001666	CAEEL07781	SACKO_01113, SACKO_01109, SACKO_19676, SACKO_01380
OG0001668	CAEEL00277	SACKO_10356
OG0001671	CAEEL19781	SACKO_32767, SACKO_16934, SACKO_16917
OG0001672	CAEEL08375	SACKO_00203
OG0001673	CAEEL17134, CAEEL17133	SACKO_02320
OG0001675	CAEEL00808	SACKO_13788, SACKO_12839
OG0001676	CAEEL01617	SACKO_06479
OG0001677	CAEEL07860	SACKO_02202, SACKO_32286
OG0001679	CAEEL18912	SACKO_31963
OG0001680	CAEEL15664	SACKO_14900
OG0001682	CAEEL17995	SACKO_16335
OG0001683	CAEEL00875	SACKO_25195
OG0001684	CAEEL08513, CAEEL19560	SACKO_17645
OG0001685	CAEEL06629, CAEEL19461	SACKO_33558
OG0001688	CAEEL06653	SACKO_29664
OG0001690	CAEEL02923	SACKO_16084, SACKO_16073, SACKO_24918
OG0001691	CAEEL09136, CAEEL09137	SACKO_07768
OG0001700	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327	SACKO_05926
OG0001706	CAEEL00824	SACKO_16140
OG0001707	CAEEL18144, CAEEL17802	SACKO_27712, SACKO_27719, SACKO_08114
OG0001709	CAEEL07646, CAEEL07650	SACKO_21009, SACKO_14450
OG0001710	CAEEL11053	SACKO_07572, SACKO_32793, SACKO_20510
OG0001711	CAEEL15052	SACKO_00222, SACKO_00220
OG0001713	CAEEL04261	SACKO_33794, SACKO_29813
OG0001713	CAEEL02704	SACKO_10739, SACKO_26830, SACKO_16172
OG0001714	CAEEL12772	SACKO_24475
OG0001714	CAEEL15825	SACKO_09358
OG0001718	CAEEL12769	SACKO_06683, SACKO_01615, SACKO_22232
OG0001720	CAEEL07819	SACKO_07137, SACKO_07098
OG0001721	CAEEL10104, CAEEL11043	SACKO_14258
OG0001723	CAEEL19731	SACKO_00445
OG0001724	CAEEL00188, CAEEL09412	SACKO_30787
OG0001726	CAEEL15546	SACKO_25741
OG0001727	CAEEL15354	SACKO_05239
OG0001728	CAEEL20444	SACKO_11865
OG0001730	CAEEL04519	SACKO_21513
OG0001731	CAEEL19569	SACKO_18494
OG0001732	CAEEL05337	SACKO_08518
OG0001733	CAEEL11586	SACKO_19517, SACKO_19883
OG0001734	CAEEL11289	SACKO_02563, SACKO_26225
OG0001735	CAEEL08598	SACKO_00648
OG0001736	CAEEL20331	SACKO_08177
OG0001736	CAEEL15493	SACKO_26229
OG0001738	CAEEL09745, CAEEL09746	SACKO_08321
OG0001739	CAEEL10953	SACKO_05033
OG0001743	CAEEL18830	SACKO_16126
OG0001744	CAEEL18540	SACKO_11153
OG0001745	CAEEL15294	SACKO_10001
OG0001746	CAEEL09374	SACKO_29336
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	SACKO_10019
OG0001750	CAEEL08294	SACKO_27270
OG0001754	CAEEL06405	SACKO_08958
OG0001755	CAEEL12716	SACKO_23371
OG0001755	CAEEL16403	SACKO_22480
OG0001756	CAEEL02757	SACKO_10270, SACKO_17493
OG0001769	CAEEL12367	SACKO_20080
OG0001770	CAEEL12180	SACKO_19586
OG0001774	CAEEL20358	SACKO_02280
OG0001774	CAEEL07377, CAEEL01266	SACKO_26050
OG0001775	CAEEL01757	SACKO_29841
OG0001776	CAEEL20827	SACKO_24049
OG0001777	CAEEL07037	SACKO_16744
OG0001780	CAEEL12979	SACKO_02736, SACKO_09942, SACKO_03637
OG0001781	CAEEL04378	SACKO_15440
OG0001781	CAEEL06468	SACKO_18083
OG0001782	CAEEL11605	SACKO_00246
OG0001783	CAEEL18807	SACKO_04878
OG0001785	CAEEL10450, CAEEL07502	SACKO_33880
OG0001787	CAEEL07669	SACKO_25176
OG0001792	CAEEL00159	SACKO_31467
OG0001793	CAEEL07806	SACKO_11163
OG0001797	CAEEL19521, CAEEL11913, CAEEL20460	SACKO_24953
OG0001798	CAEEL02504	SACKO_24715, SACKO_24082
OG0001799	CAEEL07172	SACKO_30705
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	SACKO_21970
OG0001805	CAEEL10422, CAEEL19401	SACKO_31950
OG0001809	CAEEL18133	SACKO_20099, SACKO_20097
OG0001810	CAEEL00534	SACKO_23080
OG0001811	CAEEL12329	SACKO_03576
OG0001815	CAEEL15383	SACKO_20439
OG0001816	CAEEL05710	SACKO_27609
OG0001818	CAEEL16460	SACKO_02318
OG0001819	CAEEL08110	SACKO_33357, SACKO_04722
OG0001820	CAEEL00161	SACKO_30132
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	SACKO_18447, SACKO_28189
OG0001822	CAEEL14275, CAEEL14276	SACKO_04572
OG0001823	CAEEL18465	SACKO_14266
OG0001824	CAEEL20525	SACKO_11533, SACKO_20430, SACKO_16267
OG0001826	CAEEL08005, CAEEL18927	SACKO_26413
OG0001827	CAEEL12511	SACKO_20145, SACKO_22796
OG0001830	CAEEL00742	SACKO_21536
OG0001831	CAEEL10161, CAEEL19257	SACKO_24375
OG0001832	CAEEL05995	SACKO_10816
OG0001834	CAEEL08270	SACKO_01750
OG0001835	CAEEL15709	SACKO_08883, SACKO_30526, SACKO_23344
