Orthogroup	CAEEL	XENTR
OG0001005	CAEEL01384	XENTR17351
OG0001006	CAEEL08218, CAEEL00364, CAEEL10732	XENTR01787
OG0001007	CAEEL19587	XENTR03922, XENTR07754
OG0001009	CAEEL20001	XENTR09611, XENTR19086, XENTR04072
OG0001013	CAEEL16541	XENTR01268, XENTR12519, XENTR05681, XENTR13123
OG0001015	CAEEL16067, CAEEL20263	XENTR03903, XENTR02699, XENTR16275
OG0001016	CAEEL09313	XENTR06361
OG0001016	CAEEL08789, CAEEL11986	XENTR11007
OG0001017	CAEEL09308	XENTR01882, XENTR06219
OG0001018	CAEEL00183	XENTR12838
OG0001018	CAEEL07047	XENTR13405
OG0001019	CAEEL13859, CAEEL13858	XENTR19055, XENTR18997
OG0001022	CAEEL06254, CAEEL20075, CAEEL20775	XENTR18242, XENTR09212, XENTR08786, XENTR08785
OG0001023	CAEEL05078	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481
OG0001024	CAEEL11623	XENTR05573, XENTR09290, XENTR01956
OG0001026	CAEEL04538	XENTR15606
OG0001028	CAEEL01212	XENTR08088, XENTR09574, XENTR09575
OG0001029	CAEEL01262	XENTR00509, XENTR04608
OG0001030	CAEEL11812	XENTR10641, XENTR13221, XENTR11652, XENTR00593
OG0001031	CAEEL12448	XENTR08916
OG0001032	CAEEL20070, CAEEL15717	XENTR01314, XENTR15209, XENTR06823
OG0001033	CAEEL10717	XENTR00028, XENTR04288, XENTR04289, XENTR10639
OG0001034	CAEEL07054, CAEEL07055	XENTR13970, XENTR02918
OG0001036	CAEEL18611	XENTR15810, XENTR02160
OG0001037	CAEEL18600	XENTR06792, XENTR04702
OG0001038	CAEEL20450	XENTR08755, XENTR10905, XENTR13375
OG0001039	CAEEL08415	XENTR00807
OG0001039	CAEEL10624	XENTR10799, XENTR11115
OG0001042	CAEEL09943	XENTR15139, XENTR17123, XENTR16376
OG0001044	CAEEL20285	XENTR18041
OG0001046	CAEEL19183	XENTR01853, XENTR03892, XENTR03891, XENTR10518
OG0001050	CAEEL14076, CAEEL15706	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902
OG0001052	CAEEL10987	XENTR04326, XENTR07297
OG0001053	CAEEL07572	XENTR14072, XENTR07099, XENTR01123
OG0001053	CAEEL09742	XENTR07525, XENTR04868, XENTR07295
OG0001058	CAEEL19015	XENTR09698, XENTR10813
OG0001060	CAEEL15786	XENTR15320
OG0001062	CAEEL08101	XENTR02358, XENTR00517, XENTR00439
OG0001063	CAEEL15713, CAEEL15714	XENTR01633
OG0001066	CAEEL12576	XENTR08375, XENTR18939, XENTR01227
OG0001072	CAEEL08406	XENTR01131
OG0001075	CAEEL11648, CAEEL18873	XENTR05482, XENTR14239, XENTR06059
OG0001076	CAEEL07541	XENTR04369, XENTR03450
OG0001078	CAEEL19295	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	CAEEL10503	XENTR02342, XENTR18570
OG0001080	CAEEL08359	XENTR17306
OG0001082	CAEEL19080, CAEEL19079, CAEEL09741	XENTR04166, XENTR03787
OG0001083	CAEEL06682	XENTR14939, XENTR08964, XENTR02202, XENTR09760
OG0001084	CAEEL01831	XENTR03176
OG0001085	CAEEL09995, CAEEL09996	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001091	CAEEL07358	XENTR11804
OG0001092	CAEEL07387	XENTR04356, XENTR03567, XENTR04358
OG0001093	CAEEL00638, CAEEL00637	XENTR14801, XENTR06916, XENTR05391
OG0001094	CAEEL13053, CAEEL13054	XENTR06671, XENTR12802, XENTR09938
OG0001095	CAEEL07595	XENTR12897, XENTR04215
OG0001096	CAEEL04621, CAEEL17752	XENTR04979, XENTR04980, XENTR10593
OG0001101	CAEEL11585	XENTR16380
OG0001102	CAEEL08853	XENTR00597, XENTR08075, XENTR09517
OG0001103	CAEEL18815	XENTR08189
OG0001104	CAEEL09176, CAEEL09177	XENTR13239
OG0001104	CAEEL20081	XENTR13771, XENTR13900, XENTR18117
OG0001107	CAEEL18427	XENTR10533, XENTR02061, XENTR02717
OG0001108	CAEEL09307	XENTR08568, XENTR01519
OG0001109	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458
OG0001112	CAEEL19902	XENTR08598, XENTR07078
OG0001112	CAEEL19901	XENTR02026, XENTR02027
OG0001113	CAEEL01128	XENTR03194
OG0001114	CAEEL11582, CAEEL01758, CAEEL01759	XENTR05283, XENTR05282, XENTR18949
OG0001124	CAEEL08814	XENTR16582, XENTR06212
OG0001126	CAEEL04859	XENTR18698
OG0001127	CAEEL07664	XENTR08217
OG0001130	CAEEL00952, CAEEL00232	XENTR03434
OG0001131	CAEEL14208	XENTR08901, XENTR13407
OG0001132	CAEEL04290	XENTR06989
OG0001133	CAEEL11294	XENTR15362
OG0001135	CAEEL02069	XENTR01797, XENTR01779
OG0001136	CAEEL02001	XENTR10642, XENTR00557, XENTR12118
OG0001137	CAEEL04790	XENTR12668, XENTR04145
OG0001138	CAEEL07800, CAEEL07799	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640
OG0001139	CAEEL06928, CAEEL15457	XENTR12289
OG0001140	CAEEL14389	XENTR00230, XENTR13675, XENTR13933
OG0001141	CAEEL01107, CAEEL01106	XENTR05715
OG0001142	CAEEL12657	XENTR06629
OG0001143	CAEEL01013	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685
OG0001155	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526	XENTR09180
OG0001156	CAEEL20728	XENTR07093, XENTR06912, XENTR01092
OG0001158	CAEEL00147	XENTR16126, XENTR16127, XENTR07686, XENTR07685
OG0001159	CAEEL07987, CAEEL18966	XENTR05163, XENTR05113
OG0001160	CAEEL16381, CAEEL20121	XENTR08948, XENTR07949
OG0001162	CAEEL18096	XENTR10454, XENTR14933
OG0001163	CAEEL11823, CAEEL14454, CAEEL17374	XENTR08141
OG0001164	CAEEL07306	XENTR00877
OG0001165	CAEEL19696	XENTR03624
OG0001167	CAEEL04546	XENTR07709, XENTR06636, XENTR08900
OG0001168	CAEEL02000	XENTR06904
OG0001171	CAEEL20677	XENTR19114, XENTR06589, XENTR07471, XENTR02457
OG0001172	CAEEL13596	XENTR06358, XENTR09420
OG0001173	CAEEL15708	XENTR06425, XENTR01039
OG0001173	CAEEL14248	XENTR06289, XENTR03346, XENTR03345
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	XENTR04334, XENTR01937
OG0001176	CAEEL11466	XENTR04321
OG0001177	CAEEL08262, CAEEL18706	XENTR04520, XENTR01947
OG0001178	CAEEL05306	XENTR00333
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	XENTR01714
OG0001180	CAEEL00751	XENTR11241, XENTR01431, XENTR19021
OG0001181	CAEEL08327	XENTR02917, XENTR13969
OG0001184	CAEEL20576	XENTR11761
OG0001184	CAEEL19676	XENTR16633
OG0001185	CAEEL01778	XENTR05474
OG0001186	CAEEL00480	XENTR07680, XENTR03745
OG0001186	CAEEL09703	XENTR03736
OG0001188	CAEEL14362	XENTR12660, XENTR10956, XENTR04124
OG0001189	CAEEL01928	XENTR16871, XENTR08031, XENTR04626
OG0001191	CAEEL09751, CAEEL20476, CAEEL09505	XENTR02213, XENTR13144, XENTR08963
OG0001197	CAEEL11613	XENTR14109
OG0001201	CAEEL02666	XENTR05955, XENTR17812, XENTR17811
OG0001203	CAEEL09769	XENTR16211, XENTR10957, XENTR14354
OG0001204	CAEEL09132	XENTR01197, XENTR13340
OG0001208	CAEEL10574	XENTR05399, XENTR14797
OG0001209	CAEEL00442	XENTR17550
OG0001210	CAEEL06396	XENTR12983
OG0001210	CAEEL06380	XENTR09378
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	XENTR10507
OG0001214	CAEEL08401	XENTR02921
OG0001215	CAEEL11249	XENTR12954, XENTR16550, XENTR16549
OG0001216	CAEEL04644	XENTR13109
OG0001217	CAEEL08746	XENTR07688, XENTR11580, XENTR00148
OG0001218	CAEEL20131, CAEEL14167	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396
OG0001219	CAEEL20379	XENTR03647, XENTR18228, XENTR12113
OG0001220	CAEEL07890	XENTR06344, XENTR06343
OG0001221	CAEEL13124	XENTR15915
OG0001223	CAEEL02795	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495
OG0001224	CAEEL07196	XENTR18588
OG0001225	CAEEL02873	XENTR09310, XENTR06994, XENTR15732
OG0001226	CAEEL02848, CAEEL02849	XENTR11877, XENTR07881
OG0001230	CAEEL12987, CAEEL17236, CAEEL15243, CAEEL01949	XENTR07940
OG0001233	CAEEL03755, CAEEL04189	XENTR15515
OG0001234	CAEEL00806	XENTR15695, XENTR00503
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	XENTR16068
OG0001238	CAEEL05166, CAEEL11182	XENTR08981, XENTR12621, XENTR06928, XENTR03786
OG0001239	CAEEL12011	XENTR05992, XENTR11309
OG0001241	CAEEL01749	XENTR12971
OG0001241	CAEEL19375	XENTR07087, XENTR02055
OG0001243	CAEEL01806	XENTR17516, XENTR17517
OG0001247	CAEEL10570	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001248	CAEEL08830	XENTR01078, XENTR18804, XENTR03776
OG0001249	CAEEL06406	XENTR10238, XENTR10239, XENTR04710, XENTR00318
OG0001250	CAEEL18712	XENTR10529, XENTR04777, XENTR07316
OG0001251	CAEEL01802	XENTR03730, XENTR12411
OG0001252	CAEEL05030	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	CAEEL10888, CAEEL10887	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001254	CAEEL00935	XENTR03435, XENTR01471
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	XENTR12356
OG0001261	CAEEL07850	XENTR03563, XENTR16999
OG0001262	CAEEL15249, CAEEL20627	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001266	CAEEL07143	XENTR10900, XENTR02450
OG0001267	CAEEL14111	XENTR06333
OG0001268	CAEEL11342	XENTR08282, XENTR18855
OG0001270	CAEEL01959	XENTR01782, XENTR12521, XENTR12522
OG0001271	CAEEL08717, CAEEL00634	XENTR17754, XENTR02751, XENTR07226
OG0001272	CAEEL07720, CAEEL09293	XENTR18340, XENTR09464, XENTR00960
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001278	CAEEL20013	XENTR09813
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	XENTR11976, XENTR14916
OG0001280	CAEEL00726	XENTR13872, XENTR04350, XENTR07156
OG0001281	CAEEL05459	XENTR10819, XENTR07891, XENTR08370, XENTR12911, XENTR17643
OG0001282	CAEEL04296	XENTR16436, XENTR00274
OG0001284	CAEEL08223	XENTR15697
OG0001284	CAEEL01272	XENTR01467, XENTR01466
OG0001285	CAEEL06501	XENTR08874, XENTR13103
OG0001287	CAEEL16475	XENTR06418, XENTR10568, XENTR10975, XENTR14177
OG0001288	CAEEL18355	XENTR05832, XENTR05833
OG0001290	CAEEL12279	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	CAEEL11483	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	CAEEL07942	XENTR03404, XENTR01086
OG0001293	CAEEL07048	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	CAEEL15893	XENTR08985, XENTR08984
OG0001296	CAEEL00003, CAEEL14758	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001300	CAEEL09562	XENTR09380, XENTR15087, XENTR13396
OG0001302	CAEEL01736	XENTR00019
OG0001302	CAEEL12633	XENTR05127, XENTR05128
OG0001304	CAEEL00728	XENTR13603, XENTR09891, XENTR07804, XENTR02497
OG0001305	CAEEL19700	XENTR06508, XENTR06784, XENTR15394
OG0001306	CAEEL05042	XENTR00068
OG0001306	CAEEL06741	XENTR06783
OG0001310	CAEEL16286	XENTR02393
OG0001311	CAEEL07271, CAEEL18160	XENTR11767
OG0001315	CAEEL20540	XENTR18202, XENTR00932, XENTR03902
OG0001318	CAEEL06153	XENTR10187
OG0001318	CAEEL02686	XENTR00640
OG0001319	CAEEL15967	XENTR00669, XENTR10926, XENTR09062
OG0001320	CAEEL02958	XENTR12547
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	XENTR13078, XENTR04130
OG0001321	CAEEL02303, CAEEL00016	XENTR12156
OG0001325	CAEEL12980	XENTR05586, XENTR05589, XENTR05579, XENTR05585, XENTR05588, XENTR08671, XENTR05587, XENTR05590, XENTR05591, XENTR05592
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848
OG0001327	CAEEL12070	XENTR10101, XENTR14547
OG0001329	CAEEL03625, CAEEL07934	XENTR00757
OG0001330	CAEEL07772	XENTR14976, XENTR11097, XENTR10939
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	XENTR01835
OG0001337	CAEEL08858	XENTR04761, XENTR09361
OG0001339	CAEEL01555	XENTR10662, XENTR05180
OG0001341	CAEEL12273	XENTR17450
OG0001344	CAEEL12166	XENTR06464
OG0001348	CAEEL20290	XENTR02721, XENTR02053
OG0001350	CAEEL06068	XENTR00070
OG0001351	CAEEL20071, CAEEL20072	XENTR06632
OG0001353	CAEEL07231	XENTR09957, XENTR02518
OG0001354	CAEEL18385	XENTR09675
OG0001355	CAEEL19633	XENTR08752, XENTR12634, XENTR02287, XENTR14204
OG0001356	CAEEL10619	XENTR11301, XENTR02362
OG0001357	CAEEL15128	XENTR05091, XENTR02425, XENTR12657
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	XENTR09917, XENTR06150
OG0001364	CAEEL16269	XENTR17966, XENTR03257
OG0001366	CAEEL07140	XENTR03370, XENTR13631
OG0001367	CAEEL16176	XENTR02449, XENTR12179, XENTR12890
OG0001368	CAEEL15247	XENTR09946, XENTR11688
OG0001369	CAEEL05836	XENTR07049, XENTR14549, XENTR14550, XENTR10107
OG0001370	CAEEL19838	XENTR01446
OG0001370	CAEEL11201	XENTR09409
OG0001372	CAEEL04824, CAEEL16917	XENTR17215
OG0001375	CAEEL01718	XENTR07997, XENTR12997
OG0001376	CAEEL18806	XENTR13691, XENTR14498, XENTR07143
OG0001378	CAEEL01898	XENTR01985, XENTR01998, XENTR11085, XENTR12484
OG0001379	CAEEL20800, CAEEL08440	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100
OG0001380	CAEEL07027	XENTR13793, XENTR03477, XENTR03478
OG0001381	CAEEL01510	XENTR15731, XENTR09312, XENTR06992
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	XENTR00111, XENTR05202
OG0001389	CAEEL06582	XENTR05255, XENTR05190, XENTR01018, XENTR09739
OG0001394	CAEEL16146	XENTR16874
OG0001395	CAEEL01604	XENTR05456, XENTR16923, XENTR11578, XENTR07687
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	XENTR17141, XENTR17665
OG0001397	CAEEL19290	XENTR11843
OG0001399	CAEEL00972	XENTR06193, XENTR06192, XENTR02498, XENTR09890
OG0001404	CAEEL15778	XENTR15166, XENTR15165
OG0001405	CAEEL00987	XENTR07643, XENTR11005
OG0001405	CAEEL02297	XENTR16937, XENTR16938
OG0001408	CAEEL19513	XENTR06160, XENTR13671, XENTR01315
OG0001409	CAEEL02567	XENTR08239, XENTR15156
OG0001410	CAEEL16277	XENTR04211, XENTR11331
OG0001411	CAEEL07405	XENTR05513
OG0001413	CAEEL08368	XENTR10327
OG0001413	CAEEL04716	XENTR01450
OG0001414	CAEEL13823	XENTR16760, XENTR03396
OG0001417	CAEEL02921	XENTR05604
OG0001418	CAEEL11722	XENTR11447, XENTR00014, XENTR05877, XENTR04739
OG0001421	CAEEL14241	XENTR11642, XENTR10761, XENTR11862
OG0001422	CAEEL06778	XENTR07180, XENTR03319
OG0001423	CAEEL18493	XENTR11753, XENTR07724, XENTR12211
OG0001424	CAEEL12121	XENTR09472
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	XENTR00165, XENTR10054, XENTR15292
OG0001426	CAEEL06005, CAEEL06004	XENTR10547, XENTR11607, XENTR18289
OG0001427	CAEEL17428, CAEEL17430	XENTR19013
OG0001428	CAEEL05279	XENTR08058
OG0001430	CAEEL14236	XENTR11865, XENTR09506, XENTR03841, XENTR12647
OG0001432	CAEEL18746	XENTR14704, XENTR18322, XENTR18323
OG0001433	CAEEL01226	XENTR12757, XENTR01397, XENTR08074
OG0001437	CAEEL01346, CAEEL01345	XENTR07683, XENTR08203
OG0001440	CAEEL02919	XENTR02912, XENTR02913, XENTR13967
OG0001445	CAEEL10043, CAEEL10044	XENTR00603, XENTR11995
OG0001446	CAEEL19040, CAEEL19039	XENTR11107
OG0001447	CAEEL00798, CAEEL00797	XENTR09505
OG0001449	CAEEL05216	XENTR18530
OG0001452	CAEEL02837	XENTR05846, XENTR01476, XENTR12152
OG0001458	CAEEL04619	XENTR03285, XENTR14377, XENTR03961, XENTR03960
OG0001459	CAEEL20135, CAEEL17975	XENTR19263, XENTR05668
OG0001461	CAEEL09368	XENTR05990
OG0001462	CAEEL03309	XENTR15395
OG0001464	CAEEL07180	XENTR03158, XENTR17134, XENTR06200
OG0001466	CAEEL00165	XENTR16300, XENTR03641
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	XENTR04167, XENTR10607, XENTR03785
OG0001469	CAEEL06147	XENTR01908
OG0001469	CAEEL06502	XENTR01260
OG0001472	CAEEL07491	XENTR12389
OG0001472	CAEEL02663	XENTR13330
OG0001473	CAEEL15728, CAEEL16017	XENTR16670, XENTR04818, XENTR04817
OG0001474	CAEEL07328	XENTR01827
OG0001475	CAEEL04851, CAEEL05298	XENTR12916
OG0001476	CAEEL00667	XENTR11401
OG0001478	CAEEL11433	XENTR14390
OG0001479	CAEEL19245	XENTR01295, XENTR15874, XENTR09664
OG0001480	CAEEL01047	XENTR08394, XENTR12252, XENTR14932
OG0001482	CAEEL08859	XENTR16187, XENTR10305, XENTR01513
OG0001484	CAEEL01076, CAEEL01075	XENTR07065
OG0001485	CAEEL01187	XENTR03119, XENTR03410
OG0001486	CAEEL06199	XENTR14269, XENTR05434, XENTR04448, XENTR04449
OG0001489	CAEEL05101	XENTR00338, XENTR12149
OG0001493	CAEEL11731	XENTR14218, XENTR06696
OG0001500	CAEEL11009	XENTR08590, XENTR12582, XENTR10830
OG0001503	CAEEL04111	XENTR14751
OG0001503	CAEEL08520	XENTR05638
OG0001504	CAEEL05392	XENTR02517
OG0001505	CAEEL05185, CAEEL08607	XENTR00271
OG0001506	CAEEL04371	XENTR00266, XENTR08441, XENTR08440
OG0001508	CAEEL19670	XENTR15984, XENTR15983, XENTR11480, XENTR11479
OG0001510	CAEEL19165	XENTR07005, XENTR12209, XENTR00355
OG0001515	CAEEL07598	XENTR04041, XENTR04537
OG0001516	CAEEL05831	XENTR11018
OG0001517	CAEEL20700	XENTR13941, XENTR13905, XENTR09064
OG0001522	CAEEL01881	XENTR15230, XENTR06664, XENTR16658
OG0001523	CAEEL20306	XENTR10881, XENTR17742
OG0001524	CAEEL18987, CAEEL00715	XENTR00484
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	XENTR12515, XENTR12514
OG0001526	CAEEL19873	XENTR01289, XENTR17681, XENTR16198
OG0001527	CAEEL08026	XENTR01509
OG0001527	CAEEL02029	XENTR15735
OG0001528	CAEEL20795	XENTR17324, XENTR04419
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	XENTR02811, XENTR02810, XENTR08383
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	XENTR07080, XENTR17861
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	XENTR00181, XENTR02934
OG0001538	CAEEL15530	XENTR15405
OG0001546	CAEEL14468	XENTR02403, XENTR05092
OG0001549	CAEEL18956	XENTR06613, XENTR07982, XENTR02588
OG0001550	CAEEL12391, CAEEL06493	XENTR05520
OG0001551	CAEEL13359	XENTR05545, XENTR05547
OG0001552	CAEEL09513	XENTR07028
OG0001553	CAEEL10745	XENTR02229, XENTR09430, XENTR09742
OG0001554	CAEEL00812	XENTR08488, XENTR05924
OG0001557	CAEEL09005	XENTR11819
OG0001558	CAEEL05103, CAEEL08374	XENTR16416, XENTR06488
OG0001559	CAEEL16062	XENTR09039, XENTR06623
OG0001560	CAEEL01011	XENTR12473, XENTR04353, XENTR13870, XENTR12299
OG0001561	CAEEL11007	XENTR16133, XENTR07954, XENTR01341
OG0001562	CAEEL04167	XENTR16910
OG0001567	CAEEL04524	XENTR10094, XENTR00289
OG0001568	CAEEL15339	XENTR05615
OG0001569	CAEEL19014, CAEEL18168	XENTR02711, XENTR00703, XENTR00702
OG0001572	CAEEL00311	XENTR14408
OG0001575	CAEEL09642	XENTR14038, XENTR14037
OG0001576	CAEEL00120	XENTR15048, XENTR13227
OG0001578	CAEEL10814, CAEEL18928	XENTR01969, XENTR09544
OG0001580	CAEEL02579	XENTR13327, XENTR07267
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	XENTR07619, XENTR15249
OG0001583	CAEEL19802	XENTR11561, XENTR14641
OG0001589	CAEEL18417	XENTR11338
OG0001590	CAEEL15262, CAEEL15263	XENTR10428
OG0001593	CAEEL02963, CAEEL13946	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433
OG0001594	CAEEL04807, CAEEL04125	XENTR11402
OG0001596	CAEEL10536	XENTR18374, XENTR16155
OG0001597	CAEEL10283	XENTR05372
OG0001599	CAEEL20479	XENTR07390, XENTR07367
OG0001602	CAEEL18101	XENTR04428
OG0001603	CAEEL14729	XENTR15113
OG0001604	CAEEL04879	XENTR11091, XENTR13341
OG0001605	CAEEL09382	XENTR04606
OG0001606	CAEEL14239	XENTR08318
OG0001606	CAEEL15795	XENTR10494
OG0001608	CAEEL02190, CAEEL02191	XENTR00220, XENTR05052
OG0001609	CAEEL19774	XENTR06189
OG0001609	CAEEL10790	XENTR11285
OG0001610	CAEEL02035, CAEEL20252	XENTR16107, XENTR10867, XENTR00221
OG0001611	CAEEL15699	XENTR13532, XENTR13440, XENTR02083
OG0001612	CAEEL02577	XENTR12835
OG0001614	CAEEL01012	XENTR03364
OG0001615	CAEEL04670	XENTR04468, XENTR16398
OG0001617	CAEEL10780	XENTR13009, XENTR13010
OG0001620	CAEEL18514, CAEEL18862	XENTR12935, XENTR17480, XENTR03941
OG0001621	CAEEL08615	XENTR01806, XENTR05633
OG0001625	CAEEL05727	XENTR00351, XENTR00352, XENTR13943
OG0001627	CAEEL00684	XENTR11789, XENTR13175, XENTR07907
OG0001628	CAEEL00193	XENTR01654
OG0001632	CAEEL16035	XENTR02813, XENTR01250, XENTR01348
OG0001635	CAEEL08024	XENTR14373, XENTR03970
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	XENTR17765, XENTR01518
OG0001640	CAEEL10788	XENTR02367, XENTR10463, XENTR11286
OG0001641	CAEEL00743	XENTR14307
OG0001642	CAEEL15818	XENTR09499, XENTR14534, XENTR14535
OG0001643	CAEEL19599	XENTR18601, XENTR05703, XENTR05702, XENTR14501
OG0001651	CAEEL10611	XENTR14299, XENTR16608
OG0001652	CAEEL15806	XENTR13535
OG0001653	CAEEL03026	XENTR11019
OG0001654	CAEEL20359, CAEEL20360	XENTR09616
OG0001655	CAEEL05314	XENTR03302, XENTR02328, XENTR08790, XENTR08791
OG0001657	CAEEL08928, CAEEL08927	XENTR00532, XENTR17851
OG0001659	CAEEL00855	XENTR00170
OG0001661	CAEEL14147	XENTR10294
OG0001662	CAEEL00357	XENTR03671, XENTR14025
OG0001663	CAEEL10899, CAEEL10898	XENTR04832, XENTR16289, XENTR18540, XENTR18541
OG0001664	CAEEL04260	XENTR11452
OG0001665	CAEEL07716	XENTR01674, XENTR10394
OG0001666	CAEEL07781	XENTR09349
OG0001668	CAEEL00277	XENTR00151
OG0001671	CAEEL19781	XENTR08372
OG0001672	CAEEL08375	XENTR03686, XENTR05392, XENTR14798
OG0001673	CAEEL17134, CAEEL17133	XENTR02411
OG0001675	CAEEL00808	XENTR05024, XENTR15538
OG0001676	CAEEL01617	XENTR08096
OG0001677	CAEEL07860	XENTR06345
OG0001680	CAEEL15664	XENTR01655, XENTR07200, XENTR11670, XENTR09484, XENTR09485
OG0001680	CAEEL09102	XENTR11671
OG0001682	CAEEL17995	XENTR18099
OG0001683	CAEEL00875	XENTR14409, XENTR18194, XENTR05463, XENTR11397
OG0001684	CAEEL08513, CAEEL19560	XENTR12235, XENTR00429
OG0001685	CAEEL06629, CAEEL19461	XENTR03486, XENTR03485
OG0001688	CAEEL06653	XENTR12165, XENTR12164, XENTR17332
OG0001690	CAEEL02923	XENTR07789
OG0001691	CAEEL09136, CAEEL09137	XENTR19286, XENTR00789, XENTR14685
OG0001706	CAEEL00824	XENTR05262, XENTR06974, XENTR05263
OG0001707	CAEEL18144, CAEEL17802	XENTR18222, XENTR18221, XENTR18924, XENTR04513
OG0001709	CAEEL07646, CAEEL07650	XENTR06407, XENTR13040, XENTR18243, XENTR18244, XENTR13039, XENTR06408
OG0001710	CAEEL11053	XENTR16784, XENTR13163, XENTR16154
OG0001711	CAEEL15052	XENTR06620, XENTR13096
OG0001713	CAEEL02704	XENTR06081
OG0001714	CAEEL12772	XENTR03907
OG0001714	CAEEL15825	XENTR16567
OG0001718	CAEEL12769	XENTR03869
OG0001720	CAEEL07819	XENTR17421, XENTR17422, XENTR01149
OG0001721	CAEEL10104, CAEEL11043	XENTR13555, XENTR07868, XENTR08455
OG0001723	CAEEL19731	XENTR11325, XENTR02045, XENTR09068
OG0001724	CAEEL00188, CAEEL09412	XENTR07871
OG0001726	CAEEL15546	XENTR10952
OG0001727	CAEEL15354	XENTR02406, XENTR00200, XENTR00201
OG0001728	CAEEL20444	XENTR08116, XENTR00572
OG0001730	CAEEL04519	XENTR00053, XENTR16791
OG0001731	CAEEL19569	XENTR15747
OG0001732	CAEEL05337	XENTR09057, XENTR03190
OG0001733	CAEEL11586	XENTR07919
OG0001734	CAEEL11289	XENTR17630, XENTR17863, XENTR17864, XENTR17631
OG0001735	CAEEL08598	XENTR05402, XENTR16930
OG0001736	CAEEL20331	XENTR10208, XENTR16350
OG0001738	CAEEL09745, CAEEL09746	XENTR14124, XENTR16771
OG0001739	CAEEL10953	XENTR13668, XENTR18284
OG0001743	CAEEL18830	XENTR07739
OG0001745	CAEEL15294	XENTR12852
OG0001746	CAEEL09374	XENTR17013, XENTR17012
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	XENTR01108, XENTR03213, XENTR03209, XENTR03208, XENTR03210, XENTR03212, XENTR03211, XENTR03203, XENTR03204, XENTR07433
OG0001750	CAEEL08294	XENTR13062, XENTR03762, XENTR06525
OG0001754	CAEEL06405	XENTR11387, XENTR08474, XENTR05086
OG0001755	CAEEL12716	XENTR09873
OG0001755	CAEEL16403	XENTR02652
OG0001756	CAEEL02757	XENTR08856, XENTR02230
OG0001769	CAEEL12367	XENTR12819
