Orthogroup	DROME	BRAFL
OG0001036	DROME21959	bflo_01100
OG0001038	DROME06346, DROME06343, DROME06345, DROME06344	bflo_10779
OG0001039	DROME19717, DROME19715, DROME19716, DROME12713	bflo_08311
OG0001042	DROME12465, DROME12464, DROME12463, DROME12462	bflo_11460, bflo_27000
OG0001046	DROME05889	bflo_23288
OG0001049	DROME15991	bflo_24363
OG0001050	DROME09499, DROME09500	bflo_23753, bflo_21612
OG0001052	DROME00663, DROME00661, DROME00662	bflo_08592
OG0001052	DROME00167, DROME01922	bflo_07579, bflo_08590
OG0001053	DROME11830	bflo_19733, bflo_08662
OG0001056	DROME10790	bflo_13893, bflo_17997, bflo_18003, bflo_18327, bflo_17999, bflo_17717, bflo_22012, bflo_22005, bflo_24389, bflo_24431, bflo_01319, bflo_01670
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	bflo_10254
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	bflo_04773
OG0001060	DROME06478, DROME01930	bflo_14877
OG0001062	DROME12175, DROME12172	bflo_26106
OG0001063	DROME16034, DROME16033	bflo_10992
OG0001063	DROME14111	bflo_20437, bflo_20436, bflo_09032
OG0001064	DROME16728	bflo_16843, bflo_27227, bflo_17908, bflo_17446, bflo_17801, bflo_10560, bflo_10566
OG0001065	DROME13255	bflo_24302
OG0001066	DROME06399	bflo_07352
OG0001072	DROME08170	bflo_20583
OG0001073	DROME03543, DROME03544, DROME03542	bflo_14186
OG0001075	DROME05007, DROME05008	bflo_01789
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	bflo_14398
OG0001077	DROME13463, DROME13462	bflo_19161, bflo_19130
OG0001077	DROME14374	bflo_15522
OG0001077	DROME15216, DROME15217, DROME15215, DROME15218	bflo_09727
OG0001078	DROME16039, DROME16040	bflo_10417
OG0001079	DROME12134, DROME12135, DROME12136	bflo_11561
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	bflo_15729, bflo_03684
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	bflo_19096
OG0001083	DROME07895, DROME07890, DROME07893, DROME07892, DROME07896, DROME07887, DROME07888, DROME07889, DROME07891, DROME07885, DROME07886, DROME07894	bflo_10562
OG0001084	DROME15262, DROME15263	bflo_04559
OG0001085	DROME18407, DROME18408, DROME18409	bflo_11120
OG0001086	DROME03964, DROME03962, DROME03963, DROME03961	bflo_05720
OG0001091	DROME08376, DROME08378, DROME08377	bflo_26460
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	bflo_15467
OG0001093	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008	bflo_02494
OG0001094	DROME08185, DROME21556	bflo_10325
OG0001096	DROME20588, DROME20589, DROME02389	bflo_20939, bflo_07578, bflo_24946, bflo_25111
OG0001097	DROME12546, DROME12547	bflo_05062, bflo_05061, bflo_19755, bflo_16070, bflo_16075, bflo_25888, bflo_16071, bflo_16097, bflo_16086, bflo_16099, bflo_16936, bflo_16088, bflo_16934, bflo_16933, bflo_00056, bflo_00057, bflo_00052, bflo_16929, bflo_16098, bflo_16069, bflo_16087, bflo_16073, bflo_16178, bflo_16167, bflo_16177, bflo_16179, bflo_15612, bflo_27163, bflo_16160, bflo_15632, bflo_15619, bflo_15630, bflo_16090, bflo_16114, bflo_16094, bflo_16939, bflo_16932, bflo_16944, bflo_16931, bflo_16089, bflo_16930, bflo_21274, bflo_16092, bflo_16093, bflo_16938, bflo_21537, bflo_16928, bflo_16622, bflo_16041, bflo_03601
OG0001102	DROME11539	bflo_23676
OG0001102	DROME20883	bflo_01832, bflo_15231
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	bflo_13190
OG0001104	DROME04004	bflo_00423
OG0001104	DROME02777, DROME02778, DROME02350, DROME02351	bflo_01201
OG0001105	DROME22092, DROME02326	bflo_23443, bflo_02480
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	bflo_00378
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	bflo_20433
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	bflo_14803, bflo_14804
OG0001111	DROME01145	bflo_13059
OG0001111	DROME15662	bflo_21070, bflo_22350
OG0001112	DROME13039, DROME13038, DROME13037, DROME13036	bflo_22501
OG0001113	DROME18531, DROME18532	bflo_14797
OG0001113	DROME05388	bflo_22426
OG0001113	DROME01680	bflo_26422
OG0001114	DROME00496, DROME16340, DROME16339	bflo_04550
OG0001118	DROME14402, DROME14401	bflo_10522
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	bflo_01654
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	bflo_24945, bflo_17622, bflo_24293, bflo_04825
OG0001124	DROME13810	bflo_23639
OG0001126	DROME07144	bflo_21937
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	bflo_19588, bflo_19589
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	bflo_09982
OG0001129	DROME06610	bflo_12819
OG0001130	DROME08159	bflo_06407, bflo_04255
OG0001130	DROME08055, DROME04983, DROME04982	bflo_05983
OG0001131	DROME00544	bflo_25190
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	bflo_06192
OG0001133	DROME02832	bflo_25491
OG0001135	DROME18153, DROME18152	bflo_14080
OG0001136	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237	bflo_06069
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	bflo_23646
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	bflo_00349, bflo_14068, bflo_00161
OG0001139	DROME11285, DROME11284, DROME20784	bflo_22593, bflo_09826
OG0001140	DROME04492, DROME04491	bflo_06370
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	bflo_03254
OG0001142	DROME15460, DROME15458, DROME15459	bflo_01437
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	bflo_07319
OG0001144	DROME08380	bflo_00201
OG0001148	DROME04431, DROME04432	bflo_18428, bflo_17694, bflo_17724, bflo_27225, bflo_17202, bflo_17203, bflo_12826, bflo_12827
OG0001149	DROME20514	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	bflo_18549
OG0001158	DROME08138, DROME08137	bflo_13300, bflo_11159
OG0001159	DROME00704, DROME00657	bflo_01554
OG0001159	DROME00658	bflo_01553
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	DROME10169, DROME10171, DROME10167, DROME10168, DROME10170	bflo_08066
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	bflo_17404
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	bflo_06913, bflo_07427
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	bflo_21084
OG0001165	DROME20938, DROME07288	bflo_01574, bflo_22236
OG0001167	DROME17311	bflo_16326
OG0001168	DROME02336	bflo_13463
OG0001170	DROME16781	bflo_11360
OG0001172	DROME12074, DROME12075	bflo_02862
OG0001172	DROME11227, DROME11226	bflo_02443
OG0001173	DROME08477, DROME08476, DROME08478, DROME08741	bflo_06950
OG0001173	DROME11068	bflo_04048
OG0001174	DROME01257, DROME01258	bflo_11141
OG0001175	DROME10674	bflo_00560, bflo_02898
OG0001177	DROME01933, DROME01934, DROME21906	bflo_20551, bflo_01608
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	bflo_22453
OG0001180	DROME10923, DROME10922	bflo_06469, bflo_06718, bflo_05047
OG0001180	DROME01245, DROME01246	bflo_06736, bflo_00350
OG0001184	DROME03279	bflo_15772
OG0001184	DROME17805	bflo_09793
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	bflo_06562
OG0001186	DROME11811, DROME11812	bflo_12657
OG0001186	DROME18932	bflo_12919
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	bflo_05292
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	bflo_25067
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	bflo_10001
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	bflo_12759
OG0001203	DROME16841	bflo_18138
OG0001204	DROME15252	bflo_20309, bflo_20315
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	bflo_25733
OG0001209	DROME03307	bflo_26894
OG0001210	DROME01292	bflo_07894
OG0001210	DROME21654, DROME21653	bflo_04429
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	bflo_00897
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	bflo_15260
OG0001213	DROME12028	bflo_10680
OG0001213	DROME15857	bflo_20590
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	bflo_11103
OG0001215	DROME05613, DROME05611, DROME05612	bflo_00807
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	bflo_24683
OG0001217	DROME06701	bflo_17953
OG0001218	DROME12211, DROME12213, DROME12212	bflo_24854
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	bflo_01008
OG0001220	DROME02744, DROME20493, DROME20492	bflo_20837, bflo_21723
OG0001221	DROME09514	bflo_13343
OG0001223	DROME08781, DROME08780	bflo_12732
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	bflo_08317
OG0001226	DROME09885, DROME09884, DROME09883, DROME09882	bflo_18009
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	bflo_17418
OG0001230	DROME05921, DROME05920	bflo_01521, bflo_04046
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	bflo_03798
OG0001232	DROME01876, DROME01877, DROME01878	bflo_23877, bflo_23005, bflo_23685
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	bflo_14036
OG0001236	DROME06609, DROME04424, DROME20964	bflo_24082
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	bflo_08453, bflo_07801
OG0001238	DROME21058	bflo_06313
OG0001238	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	bflo_26480
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	bflo_10959
OG0001241	DROME02596	bflo_06240
OG0001241	DROME03537	bflo_21597
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	bflo_08723
OG0001244	DROME15047	bflo_00021, bflo_08831, bflo_11777, bflo_11002, bflo_06939, bflo_21548, bflo_16495
OG0001247	DROME18852	bflo_12136
OG0001248	DROME02625, DROME02624, DROME02623	bflo_00177
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	bflo_25407, bflo_25542
OG0001250	DROME10391, DROME10390, DROME10392	bflo_23893
OG0001251	DROME04532	bflo_13478
OG0001253	DROME16727, DROME02601	bflo_11668, bflo_06734
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	bflo_16683
OG0001255	DROME11892	bflo_16332
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	bflo_27204, bflo_17356
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	bflo_27125, bflo_14339
OG0001262	DROME20437	bflo_15864
OG0001263	DROME01386, DROME01387	bflo_10303
OG0001264	DROME08249, DROME08250, DROME08248	bflo_13401
OG0001266	DROME19377	bflo_05662
OG0001267	DROME13068	bflo_20420
OG0001268	DROME04920, DROME04921	bflo_11029
OG0001270	DROME12379	bflo_23365
OG0001270	DROME02961	bflo_22891
OG0001271	DROME20484	bflo_11260, bflo_18970
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	bflo_20203
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	bflo_00724, bflo_03191
OG0001274	DROME06585, DROME06586, DROME06584	bflo_15721
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	bflo_14135
OG0001279	DROME15211, DROME15210	bflo_08526
OG0001280	DROME15706	bflo_05584
OG0001281	DROME19100	bflo_06100
OG0001282	DROME04060, DROME04059, DROME04058	bflo_26722, bflo_03069
OG0001284	DROME05418	bflo_06254
OG0001286	DROME11490, DROME11489, DROME11491	bflo_10170, bflo_26942
OG0001287	DROME15976, DROME15975, DROME04476	bflo_14817
OG0001288	DROME19787, DROME09388, DROME09389	bflo_05097, bflo_05036, bflo_13536, bflo_05095, bflo_05094, bflo_05652, bflo_15808, bflo_06118
OG0001289	DROME16010, DROME16008, DROME16009	bflo_21364
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	bflo_05691
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	bflo_08573
OG0001292	DROME20956	bflo_18759
OG0001293	DROME19380, DROME19378, DROME19379	bflo_20495
OG0001294	DROME19278	bflo_18510
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	bflo_00207
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	bflo_12324
OG0001300	DROME21326, DROME21325, DROME21324	bflo_05337, bflo_26790, bflo_20405
OG0001302	DROME00539	bflo_25165
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	bflo_13694
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	bflo_15741
OG0001306	DROME08751, DROME08752	bflo_16344
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	bflo_08681
OG0001310	DROME15600	bflo_20260
OG0001311	DROME06164	bflo_18844
OG0001315	DROME16592	bflo_23287
OG0001318	DROME17213	bflo_03324
OG0001318	DROME09513	bflo_04124
OG0001319	DROME01307	bflo_21304
OG0001321	DROME16103	bflo_08721
OG0001322	DROME15932	bflo_23924
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	bflo_19666
OG0001325	DROME14232	bflo_13293
OG0001327	DROME02674, DROME02673, DROME02675	bflo_01466
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	bflo_20123
OG0001331	DROME17517, DROME17519, DROME17518	bflo_08815
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	bflo_05620
OG0001337	DROME07933, DROME07937	bflo_05523
OG0001337	DROME20158	bflo_25577
OG0001339	DROME19223, DROME16443, DROME14812, DROME07497, DROME07496	bflo_09453
OG0001341	DROME19896, DROME19897, DROME19895	bflo_11107
OG0001344	DROME04657, DROME04656	bflo_08238, bflo_05567
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	bflo_21574
OG0001350	DROME03240, DROME03239	bflo_25719
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	bflo_21262
OG0001352	DROME11579, DROME11580	bflo_23166, bflo_23187
OG0001353	DROME12504, DROME12505	bflo_05764
OG0001354	DROME19155, DROME19156	bflo_21871
OG0001354	DROME18928	bflo_13887
OG0001355	DROME18115	bflo_10179
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	bflo_10948
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	bflo_25944
OG0001360	DROME16475, DROME16474, DROME01288, DROME01289	bflo_08174
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	bflo_16521, bflo_16519
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	bflo_19736, bflo_19732
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	bflo_16121
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	bflo_20314
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	bflo_18847
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	bflo_23286, bflo_22936, bflo_22937, bflo_22938
OG0001372	DROME06987	bflo_25830
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	bflo_22620
OG0001375	DROME11058	bflo_05780
OG0001375	DROME12544	bflo_25517
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	bflo_06943
OG0001378	DROME14090, DROME14089	bflo_08974
OG0001379	DROME02340	bflo_05155, bflo_21724
OG0001381	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084	bflo_05543
OG0001382	DROME16755, DROME15883	bflo_25739, bflo_10341
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	bflo_16647
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	bflo_21652
OG0001388	DROME05046	bflo_12129
OG0001389	DROME08448, DROME08449, DROME08447	bflo_14302
OG0001390	DROME06967, DROME06966	bflo_04726, bflo_04724
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	bflo_15041
OG0001395	DROME22042	bflo_17427, bflo_09664
OG0001397	DROME12938	bflo_10128
OG0001397	DROME12061	bflo_09338
OG0001398	DROME00533	bflo_15202, bflo_23447, bflo_22754
OG0001399	DROME18551, DROME15177	bflo_21669, bflo_12579
OG0001401	DROME07715	bflo_27383, bflo_21885, bflo_16741, bflo_02833, bflo_06418, bflo_21239, bflo_00707, bflo_03742, bflo_03741, bflo_07794, bflo_00181
OG0001402	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037	bflo_19487
OG0001404	DROME05603	bflo_23159
OG0001405	DROME06373	bflo_13790
OG0001405	DROME02126	bflo_23990
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	bflo_21284
OG0001408	DROME21635, DROME21636, DROME21634	bflo_17072
OG0001409	DROME18107	bflo_11307
OG0001410	DROME00626	bflo_14262
OG0001411	DROME13591, DROME09768, DROME09769	bflo_14652
OG0001413	DROME21681, DROME21682	bflo_20564
OG0001413	DROME17078	bflo_06589
OG0001414	DROME16698, DROME16697	bflo_22712, bflo_10760
OG0001414	DROME00599	bflo_10406
OG0001416	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876	bflo_24922
OG0001417	DROME21398, DROME21399	bflo_02373
OG0001418	DROME11411	bflo_26213
OG0001419	DROME00719	bflo_18205, bflo_13490
OG0001421	DROME08210	bflo_21002
OG0001422	DROME19262, DROME19263	bflo_00253
OG0001423	DROME11161, DROME11163, DROME11162	bflo_16047
OG0001424	DROME10397	bflo_06976
OG0001425	DROME10455	bflo_06116, bflo_05585
OG0001426	DROME16504, DROME16505	bflo_24890
OG0001427	DROME04112, DROME04111, DROME04110	bflo_04082, bflo_04073
OG0001428	DROME00299, DROME00300	bflo_24663
OG0001429	DROME15859, DROME15858	bflo_17955
OG0001430	DROME14607, DROME14606	bflo_10599
OG0001431	DROME08311, DROME08313, DROME08312	bflo_26459
OG0001432	DROME12684, DROME12683, DROME12682, DROME12685	bflo_22992
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	bflo_06374
OG0001435	DROME05738	bflo_18813
OG0001435	DROME00261, DROME00262	bflo_22609, bflo_12397, bflo_23053, bflo_23051, bflo_19135, bflo_18506, bflo_00662, bflo_11758
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	bflo_02923
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	bflo_11365, bflo_13730, bflo_13248
OG0001438	DROME02079, DROME08565	bflo_24637
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	bflo_02819
OG0001440	DROME07996	bflo_14002
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	bflo_05732
OG0001442	DROME14822, DROME14823, DROME14821	bflo_17388
OG0001445	DROME19218	bflo_08938
OG0001447	DROME20519, DROME20520, DROME20518	bflo_24721
OG0001447	DROME01853, DROME01852	bflo_02252
OG0001449	DROME21187	bflo_06102
OG0001454	DROME17550, DROME17549, DROME17548	bflo_14303
OG0001455	DROME05198	bflo_25643
OG0001456	DROME21079	bflo_02658, bflo_03856
OG0001459	DROME20534	bflo_09086
OG0001460	DROME19034	bflo_06898
OG0001461	DROME01468	bflo_11066, bflo_10892, bflo_11178, bflo_19369, bflo_21910
OG0001462	DROME07618, DROME07619	bflo_14890, bflo_20537
OG0001463	DROME17238, DROME10819	bflo_15529, bflo_08852, bflo_24681, bflo_24477, bflo_24476
OG0001464	DROME03533, DROME03534	bflo_02860
OG0001465	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895	bflo_24992
OG0001466	DROME20715	bflo_04036, bflo_07291
OG0001467	DROME03510	bflo_22950, bflo_11088
OG0001468	DROME11512, DROME11513	bflo_02942
OG0001469	DROME11498	bflo_09303
OG0001469	DROME15100	bflo_14078
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	bflo_21111
OG0001472	DROME03418	bflo_19444
OG0001472	DROME01627	bflo_09223
OG0001474	DROME02835, DROME02834	bflo_23794
OG0001475	DROME11371, DROME08104, DROME08103	bflo_24732, bflo_24910
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	bflo_17228
OG0001478	DROME17873, DROME17872	bflo_13944, bflo_23859
OG0001479	DROME09340	bflo_16721
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	bflo_02349
OG0001482	DROME08131, DROME08132, DROME08133	bflo_20862
OG0001484	DROME00233, DROME00235, DROME00237	bflo_12487
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	bflo_03776
OG0001486	DROME20978	bflo_03322
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	bflo_06679
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	bflo_23728
OG0001492	DROME03966	bflo_20319
OG0001495	DROME13469	bflo_12191
OG0001496	DROME19745	bflo_24592
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	bflo_21478
OG0001501	DROME17335, DROME17336	bflo_17919, bflo_09946
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	bflo_23826
OG0001503	DROME04749	bflo_06788
OG0001503	DROME03622	bflo_23876
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	bflo_12663, bflo_20928, bflo_13456
OG0001505	DROME08192	bflo_09444, bflo_09445, bflo_09632, bflo_14121, bflo_24098
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	bflo_24347
OG0001508	DROME11905	bflo_10335
OG0001509	DROME10512, DROME10511	bflo_21309
OG0001510	DROME00025	bflo_25624, bflo_04502
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	bflo_21400
OG0001512	DROME19876, DROME13867, DROME13866	bflo_08360
OG0001513	DROME05379	bflo_00374
OG0001516	DROME13883	bflo_25717
OG0001517	DROME03470	bflo_11766, bflo_25356
OG0001518	DROME10968	bflo_11551, bflo_05396
OG0001519	DROME20785, DROME20788, DROME20786, DROME20787	bflo_06207
OG0001520	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838	bflo_01540
OG0001521	DROME01243, DROME01242	bflo_03323, bflo_03140, bflo_08951, bflo_09609
OG0001522	DROME02905, DROME02904	bflo_07703, bflo_06545, bflo_06794
OG0001523	DROME11130	bflo_09139
OG0001524	DROME06417, DROME06418	bflo_09720
OG0001524	DROME00342, DROME00343	bflo_13114
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	bflo_20724
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	bflo_16661
OG0001527	DROME15289	bflo_21123
OG0001527	DROME00338	bflo_12778
OG0001529	DROME07602, DROME07601	bflo_18691
OG0001532	DROME20201	bflo_24051
OG0001533	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969	bflo_07087
OG0001534	DROME09046, DROME09047	bflo_22738
OG0001538	DROME07056, DROME07054, DROME07055	bflo_13735, bflo_01432, bflo_00761, bflo_01431
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	bflo_21713
OG0001549	DROME13343, DROME13345, DROME13344	bflo_01443
OG0001550	DROME09122	bflo_25532
OG0001551	DROME08057	bflo_11722, bflo_27019
OG0001553	DROME02123, DROME02122	bflo_07695
OG0001554	DROME16741	bflo_18473
OG0001556	DROME10072, DROME10071	bflo_20729
OG0001557	DROME20902, DROME20901	bflo_10504
OG0001557	DROME07367	bflo_11078
OG0001558	DROME19656, DROME19657	bflo_05037
OG0001559	DROME00558	bflo_07493
OG0001559	DROME02902	bflo_13140
OG0001561	DROME04222	bflo_11585
OG0001562	DROME16718	bflo_24650
OG0001563	DROME03209	bflo_06090, bflo_10722, bflo_05442, bflo_26270
OG0001565	DROME18953, DROME18978	bflo_14977, bflo_17393
OG0001567	DROME19417, DROME19416	bflo_24470
OG0001569	DROME03783	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460
OG0001570	DROME13692	bflo_25416
OG0001572	DROME11998	bflo_21964, bflo_07216, bflo_08570
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	bflo_23111
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	bflo_11339
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	bflo_02643
OG0001579	DROME17796	bflo_07047, bflo_26864, bflo_07673
