Orthogroup	DROME	HELIO_ok
OG0000994	DROME20689	HELIO_02373
OG0000994	DROME05396	HELIO_07661
OG0000999	DROME05157, DROME05156	HELIO_01942, HELIO_05906
OG0001000	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941	HELIO_11748
OG0001001	DROME01963, DROME01964, DROME01966, DROME01965	HELIO_03180, HELIO_03179
OG0001003	DROME20428, DROME20429	HELIO_03157, HELIO_03158
OG0001004	DROME18265, DROME18264	HELIO_01908, HELIO_01907
OG0001005	DROME16898	HELIO_11378
OG0001006	DROME12303	HELIO_12602
OG0001008	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438	HELIO_10518
OG0001016	DROME03793	HELIO_06921
OG0001016	DROME04453	HELIO_03156
OG0001017	DROME18747, DROME18746	HELIO_05638
OG0001017	DROME08120, DROME08121	HELIO_05629
OG0001018	DROME08789	HELIO_02325
OG0001018	DROME19524	HELIO_10601
OG0001022	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390	HELIO_07003
OG0001023	DROME07472, DROME07471	HELIO_03660
OG0001027	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919	HELIO_03833, HELIO_00869
OG0001028	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208	HELIO_12036
OG0001029	DROME08324	HELIO_12058
OG0001030	DROME15420, DROME15421, DROME15419	HELIO_10962
OG0001031	DROME02372	HELIO_05592
OG0001032	DROME10930, DROME10931, DROME10932	HELIO_01696
OG0001033	DROME16359	HELIO_09215
OG0001033	DROME01958	HELIO_06818
OG0001034	DROME18698, DROME18697, DROME18692, DROME18699, DROME18696, DROME18690, DROME18691, DROME18695, DROME18700, DROME18694, DROME18693	HELIO_10699
OG0001036	DROME21959	HELIO_01681
OG0001037	DROME07145, DROME07148, DROME07147, DROME07146	HELIO_10784
OG0001038	DROME06346, DROME06343, DROME06345, DROME06344	HELIO_09434
OG0001039	DROME19717, DROME19715, DROME19716, DROME12713	HELIO_06687
OG0001042	DROME12465, DROME12464, DROME12463, DROME12462	HELIO_08977
OG0001046	DROME05889	HELIO_07188
OG0001049	DROME15991	HELIO_12069
OG0001050	DROME09499, DROME09500	HELIO_07822
OG0001052	DROME00663, DROME00661, DROME00662	HELIO_07737
OG0001052	DROME00167	HELIO_06284, HELIO_08117
OG0001053	DROME11830	HELIO_00232, HELIO_06586, HELIO_06885
OG0001056	DROME10790	HELIO_03441, HELIO_00262
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	HELIO_10312
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	HELIO_11528
OG0001060	DROME06478, DROME01930	HELIO_04663
OG0001062	DROME12175, DROME12172	HELIO_10831
OG0001063	DROME16034, DROME16033	HELIO_12546
OG0001063	DROME14111	HELIO_01134
OG0001064	DROME16728	HELIO_06789
OG0001065	DROME13255	HELIO_04289
OG0001072	DROME08170	HELIO_02051
OG0001073	DROME03543, DROME03544, DROME03542	HELIO_10163
OG0001075	DROME05007, DROME05008	HELIO_03042
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	HELIO_10241
OG0001077	DROME13463, DROME13462	HELIO_00459
OG0001078	DROME16039, DROME16040	HELIO_05283
OG0001079	DROME12134, DROME12135, DROME12136	HELIO_01927
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	HELIO_11176
OG0001084	DROME15262, DROME15263	HELIO_02656
OG0001085	DROME18407, DROME18408, DROME18409	HELIO_07664
OG0001086	DROME20573	HELIO_00354
OG0001086	DROME03964, DROME03962, DROME03963, DROME03961	HELIO_03188
OG0001091	DROME08376, DROME08378, DROME08377	HELIO_12660, HELIO_12659
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	HELIO_09889, HELIO_09890
OG0001095	DROME09258, DROME09254, DROME09255, DROME09256, DROME09257, DROME09253	HELIO_03581
OG0001096	DROME20588, DROME20589, DROME02389	HELIO_10964, HELIO_06053, HELIO_11485
OG0001097	DROME12546, DROME12547	HELIO_06592
OG0001101	DROME01099	HELIO_11659
OG0001102	DROME11539	HELIO_10839
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	HELIO_09522
OG0001104	DROME04004	HELIO_02923
OG0001105	DROME22092, DROME02326	HELIO_10656
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	HELIO_00460
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	HELIO_08728
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	HELIO_04286
OG0001113	DROME18531, DROME18532	HELIO_11363
OG0001114	DROME00496, DROME16340, DROME16339	HELIO_01619
OG0001116	DROME11717, DROME11714, DROME11715, DROME11716	HELIO_04473
OG0001118	DROME14402, DROME14401	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	HELIO_02833, HELIO_04338
OG0001124	DROME13810	HELIO_05892
OG0001126	DROME07144	HELIO_07432, HELIO_08150
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	HELIO_07919
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	HELIO_07418
OG0001129	DROME06610	HELIO_05218
OG0001130	DROME08159	HELIO_05662
OG0001130	DROME08055, DROME04983, DROME04982	HELIO_00771
OG0001131	DROME00544	HELIO_11533
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	HELIO_09410
OG0001133	DROME16631	HELIO_03341
OG0001133	DROME02832	HELIO_10368
OG0001135	DROME18153, DROME18152	HELIO_07754
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	HELIO_03163
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	HELIO_09443
OG0001139	DROME11285, DROME11284, DROME20784	HELIO_04488
OG0001140	DROME04492, DROME04491	HELIO_11252, HELIO_00781
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	HELIO_04831
OG0001142	DROME15460, DROME15458, DROME15459	HELIO_05081
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	HELIO_02868
OG0001144	DROME08380	HELIO_08158
OG0001148	DROME04431, DROME04432	HELIO_12317
OG0001149	DROME20514	HELIO_07596
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	HELIO_05032
OG0001158	DROME08138, DROME08137	HELIO_03567, HELIO_07771
OG0001159	DROME00704, DROME00657, DROME00658	HELIO_09181
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	HELIO_10702
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	HELIO_09342, HELIO_11797
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	HELIO_12002
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	HELIO_09308, HELIO_08913
OG0001165	DROME20938, DROME07288	HELIO_08812, HELIO_00728
OG0001167	DROME17311	HELIO_08270
OG0001168	DROME02336	HELIO_00913
OG0001170	DROME16781	HELIO_06339
OG0001172	DROME12074, DROME12075	HELIO_12376
OG0001172	DROME11227, DROME11226	HELIO_03682
OG0001174	DROME01257, DROME01258	HELIO_03977
OG0001175	DROME10674	HELIO_05555, HELIO_11278
OG0001177	DROME01933, DROME01934, DROME21906	HELIO_06526, HELIO_10848
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	HELIO_05752
OG0001184	DROME03279	HELIO_12185
OG0001184	DROME17805	HELIO_02728
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	HELIO_12657
OG0001186	DROME11811, DROME11812	HELIO_09188
OG0001186	DROME18932	HELIO_01928
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	HELIO_03558
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	HELIO_03395
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	HELIO_06301
OG0001197	DROME14364	HELIO_04520
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	HELIO_08628
OG0001203	DROME16841	HELIO_05203
OG0001204	DROME15252	HELIO_07269
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	HELIO_05489
OG0001209	DROME03307	HELIO_05535
OG0001210	DROME01292	HELIO_01552
OG0001210	DROME21654, DROME21653	HELIO_03776
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	HELIO_12099
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	HELIO_03454, HELIO_05237
OG0001213	DROME12028	HELIO_11611
OG0001213	DROME15857	HELIO_01934
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	HELIO_04580
OG0001215	DROME05613, DROME05611, DROME05612	HELIO_00251
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	HELIO_01588
OG0001217	DROME06701	HELIO_09665
OG0001218	DROME12211, DROME12213, DROME12212	HELIO_10349
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	HELIO_07847
OG0001220	DROME02744, DROME20493, DROME20492	HELIO_12730, HELIO_10065
OG0001221	DROME09514	HELIO_07645
OG0001223	DROME08781, DROME08780	HELIO_08053
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	HELIO_09303
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	HELIO_03789
OG0001230	DROME05921, DROME05920	HELIO_06157
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	HELIO_02150
OG0001232	DROME01876, DROME01877, DROME01878	HELIO_07324
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	HELIO_07394
OG0001236	DROME06609, DROME04424, DROME20964	HELIO_09754
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	HELIO_09190, HELIO_06015
OG0001238	DROME21058	HELIO_06977
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	HELIO_10768
OG0001241	DROME02596	HELIO_03226
OG0001241	DROME03537	HELIO_12192
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	HELIO_09478
OG0001247	DROME18852	HELIO_00879
OG0001248	DROME02625, DROME02624, DROME02623	HELIO_05974
OG0001250	DROME10391, DROME10390, DROME10392	HELIO_01985
OG0001251	DROME04532	HELIO_03697
OG0001253	DROME16727, DROME02601	HELIO_12144
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	HELIO_05460
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	HELIO_03181
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	HELIO_03943
OG0001262	DROME20437	HELIO_00924
OG0001263	DROME01386, DROME01387	HELIO_04331
OG0001264	DROME08249, DROME08250, DROME08248	HELIO_12570
OG0001266	DROME19377	HELIO_12361
OG0001267	DROME13068	HELIO_09471
OG0001268	DROME04920, DROME04921	HELIO_12028
OG0001270	DROME12379	HELIO_02110
OG0001270	DROME02961	HELIO_02804
OG0001271	DROME20484	HELIO_11242
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	HELIO_01808
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	HELIO_12680
OG0001274	DROME06585, DROME06586, DROME06584	HELIO_06326
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	HELIO_11104
OG0001278	DROME15455, DROME15454, DROME15456	HELIO_09526
OG0001279	DROME15211, DROME15210	HELIO_12791
OG0001281	DROME19100	HELIO_06990
OG0001282	DROME04060, DROME04059, DROME04058	HELIO_03746
OG0001284	DROME05418	HELIO_03045
OG0001286	DROME11490, DROME11489, DROME11491	HELIO_12601
OG0001288	DROME19787, DROME09388, DROME09389	HELIO_10795
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	HELIO_11508
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	HELIO_10055
OG0001292	DROME20956	HELIO_11499
OG0001293	DROME19380, DROME19378, DROME19379	HELIO_07956
OG0001294	DROME19278	HELIO_08951
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	HELIO_12648
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	HELIO_12075
OG0001300	DROME21326, DROME21325, DROME21324	HELIO_09555
OG0001302	DROME00539	HELIO_02616
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	HELIO_08289, HELIO_08290
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	HELIO_07982
OG0001306	DROME08751, DROME08752	HELIO_04068, HELIO_02369
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	HELIO_12210
OG0001310	DROME15600	HELIO_02438
OG0001311	DROME06164	HELIO_00805
OG0001315	DROME16592	HELIO_06768, HELIO_00584
OG0001318	DROME17213	HELIO_01897
OG0001318	DROME09513	HELIO_00651
OG0001319	DROME01307	HELIO_09125
OG0001321	DROME16103	HELIO_11153
OG0001322	DROME15932	HELIO_07391
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	HELIO_04274
OG0001325	DROME14232	HELIO_02148
OG0001326	DROME03927	HELIO_01722
OG0001327	DROME02674, DROME02673, DROME02675	HELIO_06372
OG0001328	DROME20058	HELIO_02341
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	HELIO_07773
OG0001331	DROME17517, DROME17519, DROME17518	HELIO_10456, HELIO_10455
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	HELIO_09999
OG0001337	DROME07933, DROME07937	HELIO_12764
OG0001337	DROME20158	HELIO_11060
OG0001341	DROME00588	HELIO_06656
OG0001344	DROME04657, DROME04656	HELIO_02566
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	HELIO_05226
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	HELIO_09749
OG0001352	DROME11579, DROME11580	HELIO_06067
OG0001353	DROME12504, DROME12505	HELIO_07889
OG0001354	DROME18928	HELIO_01003
OG0001355	DROME18115	HELIO_05179
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	HELIO_09355
OG0001358	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319	HELIO_05651, HELIO_04483
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	HELIO_00338
OG0001360	DROME16475, DROME16474, DROME01288, DROME01289	HELIO_11152
OG0001362	DROME17431, DROME22085	HELIO_09857
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	HELIO_03084
OG0001364	DROME18347, DROME18348	HELIO_01884
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	HELIO_09509
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	HELIO_12197
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	HELIO_02045
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	HELIO_09154
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	HELIO_02393, HELIO_07671
OG0001372	DROME06987	HELIO_07415
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	HELIO_06748
OG0001375	DROME11058	HELIO_04841
OG0001375	DROME12544	HELIO_01574
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	HELIO_12299
OG0001378	DROME14090, DROME14089	HELIO_02964
OG0001379	DROME02340	HELIO_04200
OG0001381	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084	HELIO_03557
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	HELIO_10404, HELIO_09985
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	HELIO_07037
OG0001389	DROME08448, DROME08449, DROME08447	HELIO_06611
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	HELIO_10885
OG0001395	DROME22042	HELIO_02673
OG0001397	DROME12938	HELIO_01273
OG0001397	DROME12061	HELIO_04122
OG0001398	DROME00533	HELIO_00222
OG0001399	DROME18551, DROME15177	HELIO_05014, HELIO_08757
OG0001401	DROME07715	HELIO_05514, HELIO_00801, HELIO_10489
OG0001402	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037	HELIO_06192
OG0001403	DROME02115, DROME02116, DROME02114	HELIO_07385
OG0001405	DROME06373	HELIO_01612
OG0001405	DROME02126	HELIO_02155
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	HELIO_05795
OG0001408	DROME21635, DROME21636, DROME21634	HELIO_02887
OG0001409	DROME18107	HELIO_05260
OG0001410	DROME00626	HELIO_07114
OG0001411	DROME13591, DROME09768, DROME09769	HELIO_03361
OG0001413	DROME21681, DROME21682	HELIO_11436
OG0001413	DROME17078	HELIO_10258
OG0001414	DROME16698, DROME16697	HELIO_00902
OG0001414	DROME00599	HELIO_00745
OG0001415	DROME17030, DROME17031	HELIO_06445
OG0001417	DROME21398, DROME21399	HELIO_07751
OG0001417	DROME04528	HELIO_00311
OG0001418	DROME11411	HELIO_09143
OG0001421	DROME08210	HELIO_02587
OG0001422	DROME19262, DROME19263	HELIO_00344
OG0001423	DROME11161, DROME11163, DROME11162	HELIO_03132
OG0001424	DROME10397	HELIO_00747
OG0001424	DROME21291	HELIO_01935
OG0001425	DROME10455	HELIO_01653
OG0001426	DROME16504, DROME16505	HELIO_02149
OG0001428	DROME00299, DROME00300	HELIO_11579
OG0001430	DROME14607, DROME14606	HELIO_08384
OG0001431	DROME08311, DROME08313, DROME08312	HELIO_00600
OG0001435	DROME05738	HELIO_11808, HELIO_11809
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	HELIO_09777
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	HELIO_04743
OG0001438	DROME02079, DROME08565	HELIO_08091
OG0001440	DROME02347, DROME02348, DROME00857, DROME00860, DROME00861, DROME00859, DROME00858, DROME07996	HELIO_03196
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	HELIO_03652
OG0001442	DROME14822, DROME14823, DROME14821	HELIO_02245
OG0001445	DROME19218	HELIO_12183
OG0001447	DROME20519, DROME20520, DROME20518	HELIO_04829
OG0001449	DROME21187	HELIO_03720
OG0001455	DROME05198	HELIO_05822
OG0001456	DROME21079	HELIO_09922
OG0001459	DROME20534	HELIO_08961
OG0001460	DROME19034	HELIO_12669
OG0001461	DROME01468	HELIO_04207
OG0001462	DROME07618, DROME07619	HELIO_04040, HELIO_04329, HELIO_03160
OG0001463	DROME17238, DROME10819	HELIO_02919, HELIO_06206
OG0001464	DROME03533, DROME03534	HELIO_00437
OG0001465	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895	HELIO_09508
OG0001466	DROME20715	HELIO_09852, HELIO_00231
OG0001467	DROME03510	HELIO_06233
OG0001468	DROME11512, DROME11513	HELIO_09103
OG0001469	DROME11498	HELIO_10093
OG0001469	DROME15100	HELIO_12462
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	HELIO_04948
OG0001472	DROME03418	HELIO_05084
OG0001472	DROME01627	HELIO_09162
OG0001474	DROME02835, DROME02834	HELIO_05046
OG0001475	DROME11371, DROME08104, DROME08103	HELIO_12116, HELIO_06079
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	HELIO_08408
OG0001478	DROME17873, DROME17872	HELIO_10243
OG0001479	DROME09340	HELIO_00677
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	HELIO_03092
OG0001482	DROME08131, DROME08132, DROME08133	HELIO_08972
OG0001484	DROME00233, DROME00235, DROME00237	HELIO_03855
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	HELIO_08845
OG0001486	DROME20978	HELIO_11744
OG0001487	DROME03483, DROME03486, DROME03489, DROME03481, DROME03482, DROME03484, DROME03485, DROME03488, DROME03487	HELIO_05287
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	HELIO_10701
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	HELIO_08105, HELIO_08104
OG0001492	DROME03966	HELIO_09966
OG0001495	DROME13469	HELIO_09225
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	HELIO_03279
OG0001501	DROME17335, DROME17336	HELIO_09204
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	HELIO_00925
OG0001503	DROME04749	HELIO_00871
OG0001503	DROME03622	HELIO_00967
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	HELIO_02828, HELIO_12551
OG0001505	DROME08192	HELIO_01480
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	HELIO_05280
OG0001508	DROME11905	HELIO_05840
OG0001509	DROME10512, DROME10511	HELIO_11798
OG0001510	DROME00025	HELIO_10061
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	HELIO_10472
OG0001512	DROME19876, DROME13867, DROME13866	HELIO_06404
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	HELIO_10777
OG0001516	DROME13883	HELIO_05144
OG0001517	DROME03470	HELIO_02409
OG0001518	DROME10968	HELIO_03202
OG0001521	DROME01243, DROME01242	HELIO_00931
OG0001522	DROME02905, DROME02904	HELIO_00391, HELIO_11736
OG0001523	DROME11130	HELIO_04060
OG0001524	DROME06417, DROME06418	HELIO_05163
OG0001524	DROME00342, DROME00343	HELIO_01459
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	HELIO_07734
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	HELIO_03062
OG0001527	DROME15289	HELIO_04544
OG0001527	DROME00338	HELIO_10434
OG0001528	DROME09325	HELIO_02093
OG0001529	DROME07602, DROME07601	HELIO_08747
OG0001530	DROME01073	HELIO_09208
OG0001531	DROME10267, DROME10266	HELIO_03563
OG0001532	DROME20201	HELIO_07182
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	HELIO_10092
OG0001549	DROME13343, DROME13345, DROME13344	HELIO_10410
OG0001551	DROME08057	HELIO_02886
OG0001553	DROME02123, DROME02122	HELIO_04975
OG0001554	DROME16741	HELIO_02815
OG0001556	DROME10072, DROME10071	HELIO_02204
OG0001557	DROME20902, DROME20901	HELIO_05083
OG0001557	DROME07367	HELIO_06596
OG0001558	DROME19656, DROME19657	HELIO_02760
OG0001559	DROME02902	HELIO_06123
OG0001561	DROME04222	HELIO_08393
OG0001563	DROME03209	HELIO_06290, HELIO_06516
OG0001565	DROME18953, DROME18978	HELIO_12328
OG0001567	DROME19417, DROME19416	HELIO_06880
OG0001568	DROME19219	HELIO_05132
OG0001569	DROME03783	HELIO_09196
OG0001570	DROME13692	HELIO_02540
OG0001572	DROME11998	HELIO_04693
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	HELIO_05607
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	HELIO_03584, HELIO_05293
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	HELIO_11858
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	HELIO_11365
OG0001582	DROME15756, DROME15757	HELIO_04387
OG0001583	DROME08180, DROME08179	HELIO_12114
OG0001584	DROME19782	HELIO_10513, HELIO_05589
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	HELIO_12278
OG0001590	DROME14234, DROME13421	HELIO_11606, HELIO_02516
OG0001593	DROME06841, DROME06840	HELIO_04977
OG0001594	DROME05350, DROME05351, DROME05349	HELIO_11160
OG0001597	DROME12080	HELIO_04679
OG0001599	DROME14559	HELIO_02009
OG0001600	DROME19005	HELIO_00399
OG0001602	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749
OG0001603	DROME05748, DROME05749	HELIO_02249
OG0001604	DROME15595, DROME15593, DROME15592, DROME15594	HELIO_12168
OG0001606	DROME01628	HELIO_11612
OG0001608	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455	HELIO_09014, HELIO_09013
OG0001609	DROME13801, DROME13802, DROME13800	HELIO_04479
OG0001609	DROME09555	HELIO_00769
OG0001610	DROME06881	HELIO_06066
OG0001611	DROME07510, DROME07509, DROME07511	HELIO_10992
OG0001612	DROME07050, DROME07049	HELIO_09022
OG0001614	DROME14120	HELIO_09695
OG0001614	DROME17646	HELIO_09277
OG0001615	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809	HELIO_04146
OG0001617	DROME13150, DROME13151	HELIO_03713
OG0001620	DROME01154, DROME01153, DROME01150, DROME01151	HELIO_04031
OG0001621	DROME19943, DROME19942, DROME19944	HELIO_05621, HELIO_05048
OG0001623	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251	HELIO_12088
OG0001624	DROME08385, DROME08387, DROME08386, DROME08384	HELIO_06828
OG0001625	DROME08855	HELIO_03741
OG0001627	DROME17716, DROME17715	HELIO_03358
OG0001628	DROME21766	HELIO_11311
OG0001628	DROME21765	HELIO_03654
OG0001629	DROME03998, DROME03999, DROME03997	HELIO_11337
OG0001630	DROME10692	HELIO_11857
