Orthogroup	DROME	LYTVA_ok
OG0000914	DROME06233, DROME06234, DROME06235	LYTVA_26358
OG0000921	DROME21958	LYTVA_14375
OG0000923	DROME04554, DROME04553	LYTVA_21547
OG0000925	DROME02762, DROME02761	LYTVA_00188
OG0000925	DROME13733, DROME13734	LYTVA_25795
OG0000926	DROME13962, DROME13964, DROME13963, DROME13961	LYTVA_04398
OG0000927	DROME15912, DROME15911, DROME13544, DROME01290	LYTVA_21471
OG0000929	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143	LYTVA_25470, LYTVA_01755
OG0000931	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104	LYTVA_16224
OG0000933	DROME00363	LYTVA_06950, LYTVA_06948, LYTVA_13372
OG0000934	DROME12197, DROME12198	LYTVA_20397
OG0000944	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000	LYTVA_08967
OG0000945	DROME11635, DROME10522	LYTVA_24430
OG0000946	DROME18472, DROME18473, DROME18474, DROME18476	LYTVA_21339, LYTVA_18138
OG0000947	DROME14910, DROME14909	LYTVA_21967
OG0000949	DROME20631	LYTVA_25907
OG0000950	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079	LYTVA_05291
OG0000953	DROME12838, DROME10330	LYTVA_04277, LYTVA_28070, LYTVA_09640, LYTVA_21901, LYTVA_27482
OG0000954	DROME12405, DROME12406, DROME12407	LYTVA_05025
OG0000957	DROME11550, DROME11548, DROME11549	LYTVA_29537
OG0000958	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027	LYTVA_24230
OG0000960	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159	LYTVA_21462
OG0000963	DROME09182, DROME09184, DROME09183, DROME07082	LYTVA_11219
OG0000965	DROME10303	LYTVA_08512, LYTVA_30143, LYTVA_17394
OG0000965	DROME10622	LYTVA_12319
OG0000967	DROME01950, DROME01951, DROME01952	LYTVA_06230, LYTVA_06235
OG0000968	DROME19457	LYTVA_05135
OG0000969	DROME17496	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065
OG0000972	DROME12808, DROME12809	LYTVA_02986, LYTVA_11435
OG0000974	DROME20587, DROME20537, DROME20538	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617
OG0000976	DROME15676	LYTVA_04443
OG0000979	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164	LYTVA_01203, LYTVA_09230
OG0000984	DROME12019, DROME07638	LYTVA_20605, LYTVA_23816, LYTVA_17983
OG0000985	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402	LYTVA_22922
OG0000987	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036	LYTVA_29210
OG0000988	DROME19158	LYTVA_10317, LYTVA_11083
OG0000992	DROME02382, DROME02383	LYTVA_26659, LYTVA_01840
OG0000994	DROME20689	LYTVA_00968
OG0000994	DROME05396	LYTVA_25056
OG0000997	DROME00173	LYTVA_29274, LYTVA_12640
OG0000999	DROME05157, DROME05156	LYTVA_18147, LYTVA_26377, LYTVA_17675, LYTVA_00175
OG0001000	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941	LYTVA_27555
OG0001001	DROME01963, DROME01964, DROME01966, DROME01965	LYTVA_02181
OG0001003	DROME20428, DROME20429	LYTVA_24521
OG0001004	DROME18265, DROME18264	LYTVA_04638, LYTVA_04637
OG0001005	DROME16898	LYTVA_12001, LYTVA_29339
OG0001006	DROME12303	LYTVA_30116
OG0001008	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438	LYTVA_24732, LYTVA_23589, LYTVA_14143
OG0001016	DROME03793	LYTVA_27385, LYTVA_23205
OG0001016	DROME04453	LYTVA_10008
OG0001018	DROME08789	LYTVA_08364
OG0001018	DROME19524	LYTVA_04534
OG0001022	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390	LYTVA_29702, LYTVA_07313
OG0001023	DROME07472, DROME07471	LYTVA_29811
OG0001027	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919	LYTVA_06336, LYTVA_06330, LYTVA_23368, LYTVA_07523, LYTVA_03025
OG0001028	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208	LYTVA_02453
OG0001029	DROME08324	LYTVA_00344
OG0001031	DROME02372	LYTVA_13786
OG0001032	DROME10930, DROME10931, DROME10932	LYTVA_23396
OG0001033	DROME16359	LYTVA_27425
OG0001034	DROME18698, DROME18697, DROME18692, DROME18699, DROME18696, DROME18690, DROME18691, DROME18695, DROME18700, DROME18694, DROME18693	LYTVA_06988, LYTVA_22670
OG0001036	DROME21959	LYTVA_01189
OG0001037	DROME07145, DROME07148, DROME07147, DROME07146	LYTVA_07115
OG0001038	DROME06346, DROME06343, DROME06345, DROME06344	LYTVA_22592
OG0001039	DROME19717, DROME19715, DROME19716, DROME12713	LYTVA_28151
OG0001042	DROME12465, DROME12464, DROME12463, DROME12462	LYTVA_13445
OG0001049	DROME15991	LYTVA_09888
OG0001050	DROME09499, DROME09500	LYTVA_04036, LYTVA_16457
OG0001052	DROME00663, DROME00661, DROME00662	LYTVA_03660
OG0001053	DROME11830	LYTVA_05734
OG0001056	DROME10790	LYTVA_01786, LYTVA_29573, LYTVA_10190
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	LYTVA_02007
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	LYTVA_00483
OG0001062	DROME12175, DROME12172	LYTVA_17131, LYTVA_15828
OG0001063	DROME16034, DROME16033	LYTVA_19095
OG0001063	DROME14111	LYTVA_07378, LYTVA_27583
OG0001064	DROME16728	LYTVA_11261
OG0001065	DROME13255	LYTVA_23523
OG0001072	DROME08170	LYTVA_21778
OG0001073	DROME03543, DROME03544, DROME03542	LYTVA_18221
OG0001075	DROME05007, DROME05008	LYTVA_24384
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	LYTVA_12589
OG0001077	DROME13463, DROME13462	LYTVA_07624
OG0001077	DROME14374	LYTVA_20896
OG0001078	DROME16039, DROME16040	LYTVA_23690, LYTVA_03209
OG0001079	DROME12134, DROME12135, DROME12136	LYTVA_13000
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	LYTVA_06685
OG0001083	DROME07895	LYTVA_15288
OG0001085	DROME18407, DROME18408, DROME18409	LYTVA_28264
OG0001086	DROME20573	LYTVA_27406
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	LYTVA_01908, LYTVA_21143
OG0001093	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008	LYTVA_15549
OG0001094	DROME08185, DROME21556	LYTVA_15558, LYTVA_15559
OG0001096	DROME20588, DROME20589, DROME02389	LYTVA_03888, LYTVA_04358, LYTVA_24651
OG0001101	DROME01099	LYTVA_28690
OG0001102	DROME11539	LYTVA_04384
OG0001102	DROME20883	LYTVA_27846, LYTVA_04692
OG0001104	DROME04004	LYTVA_25180
OG0001105	DROME22092, DROME02326	LYTVA_17997, LYTVA_09940, LYTVA_09939, LYTVA_05998, LYTVA_00852
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	LYTVA_12879
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	LYTVA_21949
OG0001111	DROME01145	LYTVA_21492
OG0001111	DROME15662	LYTVA_13217
OG0001113	DROME18531, DROME18532	LYTVA_28836
OG0001114	DROME00496, DROME16340, DROME16339	LYTVA_21386
OG0001116	DROME11717, DROME11714, DROME11715, DROME11716	LYTVA_16823
OG0001118	DROME14402, DROME14401	LYTVA_14256, LYTVA_14341
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	LYTVA_18092
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	LYTVA_15718
OG0001123	DROME20601	LYTVA_15011
OG0001124	DROME13810	LYTVA_16535
OG0001126	DROME07144	LYTVA_20544
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	LYTVA_20907
OG0001129	DROME06610	LYTVA_14702
OG0001130	DROME08055, DROME04983, DROME04982	LYTVA_08958
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	LYTVA_01795, LYTVA_30153
OG0001133	DROME02832	LYTVA_13505, LYTVA_08035
OG0001135	DROME18153, DROME18152	LYTVA_26249
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	LYTVA_08712
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	LYTVA_06752
OG0001139	DROME11285, DROME11284, DROME20784	LYTVA_17543
OG0001142	DROME15460, DROME15458, DROME15459	LYTVA_17988
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	LYTVA_01170
OG0001144	DROME08380	LYTVA_24625
OG0001149	DROME20514	LYTVA_04169, LYTVA_25161
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	LYTVA_22449
OG0001158	DROME08138, DROME08137	LYTVA_13180, LYTVA_17437
OG0001159	DROME00704, DROME00657, DROME00658	LYTVA_23740
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	LYTVA_26964
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	LYTVA_28314, LYTVA_24093
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	LYTVA_24878, LYTVA_28270
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	LYTVA_05648, LYTVA_28276, LYTVA_05650
OG0001165	DROME20938, DROME07288	LYTVA_04541, LYTVA_04542, LYTVA_17460, LYTVA_14088
OG0001167	DROME17311	LYTVA_19097
OG0001168	DROME02336	LYTVA_03414
OG0001170	DROME16781	LYTVA_06397, LYTVA_13191
OG0001172	DROME12074, DROME12075	LYTVA_22652
OG0001172	DROME11227, DROME11226	LYTVA_29661
OG0001173	DROME08477, DROME08476, DROME08478, DROME08741	LYTVA_24626
OG0001173	DROME11068	LYTVA_22071
OG0001174	DROME01257, DROME01258	LYTVA_22335
OG0001175	DROME10674	LYTVA_12386, LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054
OG0001177	DROME01933, DROME01934, DROME21906	LYTVA_07494, LYTVA_26801, LYTVA_03786
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	LYTVA_25867
OG0001180	DROME10923, DROME10922	LYTVA_29218
OG0001180	DROME01245, DROME01246	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852
OG0001184	DROME03279	LYTVA_02863, LYTVA_18281
OG0001184	DROME17805	LYTVA_26638, LYTVA_24278
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	LYTVA_09656
OG0001186	DROME11811, DROME11812	LYTVA_28926
OG0001186	DROME18932	LYTVA_01688
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	LYTVA_25404
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	LYTVA_06830
OG0001197	DROME14364	LYTVA_08630
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	LYTVA_16866, LYTVA_02039
OG0001203	DROME16841	LYTVA_28240, LYTVA_03972, LYTVA_29946
OG0001204	DROME15252	LYTVA_12790
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	LYTVA_13276
OG0001210	DROME01292	LYTVA_19275
OG0001210	DROME21654, DROME21653	LYTVA_04311
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	LYTVA_22456, LYTVA_02722
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	LYTVA_03375, LYTVA_21023
OG0001213	DROME12028	LYTVA_07548, LYTVA_11628
OG0001213	DROME15857	LYTVA_18522
OG0001215	DROME05613, DROME05611, DROME05612	LYTVA_14835
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	LYTVA_09816
OG0001217	DROME06701	LYTVA_22786
OG0001218	DROME12211, DROME12213, DROME12212	LYTVA_26113
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	LYTVA_15579
OG0001220	DROME02744, DROME20493, DROME20492	LYTVA_16053, LYTVA_16343
OG0001221	DROME09514	LYTVA_14047
OG0001223	DROME08781, DROME08780	LYTVA_21037
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	LYTVA_24620
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	LYTVA_10499
OG0001230	DROME05921, DROME05920	LYTVA_17571, LYTVA_12678
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	LYTVA_07439
OG0001232	DROME01876, DROME01877, DROME01878	LYTVA_24297
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	LYTVA_27375
OG0001236	DROME06609, DROME04424, DROME20964	LYTVA_24738, LYTVA_21569
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	LYTVA_26239, LYTVA_06734
OG0001238	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	LYTVA_30061
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	LYTVA_29779
OG0001241	DROME02596	LYTVA_01648
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	LYTVA_04835
OG0001245	DROME06795	LYTVA_16858
OG0001247	DROME18852	LYTVA_23646
OG0001248	DROME02625, DROME02624, DROME02623	LYTVA_00986, LYTVA_16637
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	LYTVA_03472
OG0001250	DROME10391, DROME10390, DROME10392	LYTVA_23037
OG0001251	DROME04532	LYTVA_12207
OG0001253	DROME16727, DROME02601	LYTVA_02267
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	LYTVA_26444
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	LYTVA_27563
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	LYTVA_10322
OG0001262	DROME20437	LYTVA_09252
OG0001262	DROME01661	LYTVA_27431
OG0001263	DROME01386, DROME01387	LYTVA_09084
OG0001264	DROME08249, DROME08250, DROME08248	LYTVA_07325
OG0001267	DROME13068	LYTVA_09343
OG0001270	DROME02961	LYTVA_18319
OG0001271	DROME20484	LYTVA_09608
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	LYTVA_27489
OG0001274	DROME06585, DROME06586, DROME06584	LYTVA_02869
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	LYTVA_24445
OG0001278	DROME15455, DROME15454, DROME15456	LYTVA_15868
OG0001279	DROME15211, DROME15210	LYTVA_22555
OG0001281	DROME19100	LYTVA_23356
OG0001284	DROME05418	LYTVA_15592
OG0001286	DROME11490, DROME11489, DROME11491	LYTVA_00885
OG0001287	DROME15976, DROME15975, DROME04476	LYTVA_06176
OG0001288	DROME19787, DROME09388, DROME09389	LYTVA_10306
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	LYTVA_13603
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	LYTVA_11712
OG0001292	DROME20956	LYTVA_22168
OG0001293	DROME19380, DROME19378, DROME19379	LYTVA_07691
OG0001294	DROME19278	LYTVA_19271
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	LYTVA_15580
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	LYTVA_20224
OG0001297	DROME13456, DROME08203, DROME08204	LYTVA_24047
OG0001300	DROME21326, DROME21325, DROME21324	LYTVA_05607, LYTVA_03792
OG0001302	DROME00539	LYTVA_01979, LYTVA_15833
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	LYTVA_26874
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	LYTVA_00811, LYTVA_15520
OG0001306	DROME08751, DROME08752	LYTVA_04350
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	LYTVA_06427, LYTVA_08159
OG0001310	DROME15600	LYTVA_08839
OG0001311	DROME06164	LYTVA_10099
OG0001315	DROME16592	LYTVA_20106, LYTVA_24055
OG0001318	DROME17213	LYTVA_16780
OG0001318	DROME09513	LYTVA_28059
OG0001319	DROME01307	LYTVA_24410
OG0001322	DROME15932	LYTVA_08843
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	LYTVA_00847
OG0001325	DROME14232	LYTVA_09407
OG0001326	DROME03927	LYTVA_02897
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	LYTVA_04759
OG0001331	DROME17517, DROME17519, DROME17518	LYTVA_16616
OG0001333	DROME11916, DROME20312, DROME20313, DROME18937	LYTVA_12467
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	LYTVA_24585
OG0001337	DROME07933, DROME07937	LYTVA_28142
OG0001341	DROME19896, DROME19897, DROME19895	LYTVA_05973
OG0001344	DROME04657, DROME04656	LYTVA_02352
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	LYTVA_22256
OG0001350	DROME20607	LYTVA_25134
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	LYTVA_25655
OG0001353	DROME12504, DROME12505	LYTVA_22573
OG0001354	DROME18928	LYTVA_28511
OG0001355	DROME18115	LYTVA_11629
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	LYTVA_28992
OG0001358	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319	LYTVA_28060
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	LYTVA_09257, LYTVA_18119
OG0001364	DROME18347, DROME18348	LYTVA_09892
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	LYTVA_01522
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	LYTVA_20815
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	LYTVA_08478, LYTVA_25037
OG0001372	DROME06987	LYTVA_11215
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	LYTVA_08692
OG0001375	DROME11058	LYTVA_04323
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	LYTVA_29983
OG0001378	DROME14090, DROME14089	LYTVA_17384
OG0001379	DROME02340	LYTVA_28884
OG0001381	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084	LYTVA_20781
OG0001382	DROME16755, DROME15883	LYTVA_23629
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	LYTVA_24693
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	LYTVA_23743, LYTVA_03895
OG0001389	DROME08448, DROME08449, DROME08447	LYTVA_23428
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	LYTVA_27588
OG0001395	DROME22042	LYTVA_29626
OG0001397	DROME12938	LYTVA_19050
OG0001397	DROME12061	LYTVA_23784
OG0001398	DROME00533	LYTVA_12730, LYTVA_02864, LYTVA_02865, LYTVA_18283, LYTVA_18282, LYTVA_02862
OG0001399	DROME18551, DROME15177	LYTVA_11204, LYTVA_26875
OG0001401	DROME07715	LYTVA_02911
OG0001402	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037	LYTVA_01375
OG0001403	DROME02115, DROME02116, DROME02114	LYTVA_16669, LYTVA_07690
OG0001405	DROME06373	LYTVA_11923
OG0001405	DROME02126	LYTVA_13898
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	LYTVA_02505
OG0001409	DROME18107	LYTVA_11490
OG0001410	DROME00626	LYTVA_26149
OG0001413	DROME21681, DROME21682	LYTVA_11550, LYTVA_08728, LYTVA_22106
OG0001414	DROME16698, DROME16697	LYTVA_18745
OG0001414	DROME00599	LYTVA_15413
OG0001415	DROME17030, DROME17031	LYTVA_19006, LYTVA_27686
OG0001417	DROME21398, DROME21399	LYTVA_21364
OG0001417	DROME04528	LYTVA_15358
OG0001418	DROME11411	LYTVA_00553
OG0001419	DROME00719	LYTVA_27301
OG0001421	DROME08210	LYTVA_26131
OG0001422	DROME19262, DROME19263	LYTVA_28672
OG0001423	DROME11161, DROME11163, DROME11162	LYTVA_12091, LYTVA_28484
OG0001424	DROME10397	LYTVA_01086
OG0001424	DROME21291	LYTVA_05792
OG0001425	DROME10455	LYTVA_20870
OG0001426	DROME16504, DROME16505	LYTVA_03466, LYTVA_13737
OG0001427	DROME04112, DROME04111, DROME04110	LYTVA_08328
OG0001428	DROME00299, DROME00300	LYTVA_04004
OG0001430	DROME14607, DROME14606	LYTVA_05538
OG0001431	DROME08311, DROME08313, DROME08312	LYTVA_23169
OG0001434	DROME05416	LYTVA_19139
OG0001435	DROME05738	LYTVA_03335, LYTVA_03334, LYTVA_02236, LYTVA_03333
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	LYTVA_23400
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	LYTVA_02456
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	LYTVA_21865
OG0001440	DROME07996	LYTVA_17468
OG0001442	DROME14822, DROME14823, DROME14821	LYTVA_10451
OG0001445	DROME19218	LYTVA_06306
OG0001447	DROME20519, DROME20520, DROME20518	LYTVA_08300
OG0001449	DROME21187	LYTVA_26829
OG0001455	DROME05198	LYTVA_29635
OG0001456	DROME21079	LYTVA_29753
OG0001459	DROME20534	LYTVA_03447
OG0001460	DROME19034	LYTVA_25220
OG0001461	DROME01468	LYTVA_20044
OG0001462	DROME07618, DROME07619	LYTVA_08777, LYTVA_08776, LYTVA_05319
OG0001463	DROME17238, DROME10819	LYTVA_02407, LYTVA_02045
OG0001464	DROME03533, DROME03534	LYTVA_00287
OG0001465	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895	LYTVA_26108
OG0001466	DROME20715	LYTVA_06219, LYTVA_06226
OG0001467	DROME03510	LYTVA_22531
OG0001468	DROME11512, DROME11513	LYTVA_26492
OG0001469	DROME11498	LYTVA_18384
OG0001469	DROME15100	LYTVA_08369
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	LYTVA_05300
OG0001472	DROME01627	LYTVA_00674, LYTVA_18392
OG0001474	DROME02835, DROME02834	LYTVA_01292
OG0001475	DROME11371, DROME08104, DROME08103	LYTVA_29057, LYTVA_24837
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	LYTVA_11849
OG0001478	DROME17873, DROME17872	LYTVA_27270, LYTVA_05260, LYTVA_16139, LYTVA_02086
OG0001479	DROME09340	LYTVA_06390
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	LYTVA_01988
OG0001482	DROME08131, DROME08132, DROME08133	LYTVA_01060
OG0001484	DROME00233, DROME00235, DROME00237	LYTVA_19019, LYTVA_27048
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	LYTVA_14466, LYTVA_27906
OG0001486	DROME20978	LYTVA_00800
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	LYTVA_21998
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	LYTVA_29652
OG0001492	DROME03966	LYTVA_23916
OG0001495	DROME13469	LYTVA_19058
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	LYTVA_09855
OG0001501	DROME17335, DROME17336	LYTVA_20209
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	LYTVA_00394
OG0001503	DROME04749	LYTVA_26157
OG0001503	DROME03622	LYTVA_21678
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	LYTVA_08379, LYTVA_08381
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	LYTVA_24167
OG0001508	DROME11905	LYTVA_06099
OG0001509	DROME10512, DROME10511	LYTVA_07640
OG0001510	DROME00025	LYTVA_09042, LYTVA_28716
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	LYTVA_02740
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	LYTVA_16526
OG0001516	DROME13883	LYTVA_11182, LYTVA_25941
OG0001517	DROME03470	LYTVA_12522
OG0001518	DROME10968	LYTVA_16808
OG0001522	DROME02905, DROME02904	LYTVA_27748, LYTVA_05588, LYTVA_28109
OG0001523	DROME11130	LYTVA_15884
OG0001524	DROME06417, DROME06418	LYTVA_17084, LYTVA_14262
OG0001524	DROME00342, DROME00343	LYTVA_25311
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	LYTVA_27481
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	LYTVA_26761, LYTVA_03589
OG0001527	DROME15289	LYTVA_20326
OG0001528	DROME09325	LYTVA_29398
OG0001529	DROME07602, DROME07601	LYTVA_05701
OG0001530	DROME01073	LYTVA_19256
OG0001531	DROME10267, DROME10266	LYTVA_20110
OG0001532	DROME20201	LYTVA_28949
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	LYTVA_27645, LYTVA_19517
