Orthogroup	DROME	STRPU_ok
OG0000888	DROME13818	STRPU_27059
OG0000888	DROME15657	STRPU_04199, STRPU_04237
OG0000889	DROME20531, DROME20532	STRPU_21634, STRPU_21635
OG0000889	DROME20008	STRPU_14204, STRPU_00423
OG0000890	DROME03618, DROME03621, DROME03619, DROME03616, DROME03617, DROME03620	STRPU_17571
OG0000894	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897	STRPU_00073, STRPU_05725
OG0000894	DROME08778, DROME08777	STRPU_08351
OG0000896	DROME07637, DROME07636	STRPU_21363
OG0000897	DROME09205, DROME09206	STRPU_22622
OG0000904	DROME14411, DROME14410	STRPU_04732, STRPU_04725, STRPU_04724
OG0000905	DROME11749	STRPU_01236, STRPU_12062, STRPU_12061
OG0000906	DROME09411	STRPU_20167, STRPU_15997
OG0000907	DROME01472, DROME01473, DROME01474, DROME01471	STRPU_19282, STRPU_00404
OG0000908	DROME05842, DROME05841	STRPU_10409
OG0000908	DROME15683	STRPU_04140
OG0000908	DROME16604	STRPU_15367
OG0000909	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875	STRPU_17078, STRPU_17082
OG0000913	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275	STRPU_05760
OG0000914	DROME06233, DROME06234, DROME06235	STRPU_23164
OG0000921	DROME01540	STRPU_01492, STRPU_13755
OG0000921	DROME21958	STRPU_02601, STRPU_19926
OG0000923	DROME19914	STRPU_24165
OG0000923	DROME04554, DROME04553	STRPU_25213
OG0000925	DROME02762, DROME02761	STRPU_18396
OG0000925	DROME13733, DROME13734	STRPU_06765, STRPU_06773
OG0000926	DROME13962, DROME13964, DROME13963, DROME13961	STRPU_26971
OG0000927	DROME15912, DROME15911, DROME13544, DROME01290	STRPU_06645
OG0000929	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143	STRPU_17708, STRPU_13746, STRPU_01503
OG0000931	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104	STRPU_10318
OG0000933	DROME00363	STRPU_21205
OG0000934	DROME18021	STRPU_17512
OG0000934	DROME12197, DROME12198	STRPU_12472
OG0000935	DROME19387	STRPU_00845, STRPU_14076
OG0000944	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000	STRPU_04925
OG0000945	DROME11635, DROME10522	STRPU_26122
OG0000946	DROME18472, DROME18473, DROME18474, DROME18476	STRPU_12293
OG0000947	DROME14910, DROME14909	STRPU_23678, STRPU_23653
OG0000949	DROME20631	STRPU_17047, STRPU_01811
OG0000950	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079	STRPU_14496
OG0000952	DROME18132	STRPU_05317
OG0000953	DROME12838, DROME10330	STRPU_11350, STRPU_10566, STRPU_23631, STRPU_15034
OG0000954	DROME12405, DROME12406, DROME12407	STRPU_08333
OG0000955	DROME04991, DROME04992, DROME04993, DROME04990	STRPU_19275, STRPU_00412
OG0000957	DROME11550, DROME11548, DROME11549	STRPU_26358
OG0000958	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027	STRPU_01979, STRPU_22820
OG0000960	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159	STRPU_25824, STRPU_25823
OG0000963	DROME09182, DROME09184, DROME09183, DROME07082	STRPU_01836
OG0000965	DROME10303	STRPU_04296, STRPU_04326, STRPU_04357
OG0000965	DROME10622	STRPU_25366
OG0000967	DROME01950, DROME01951, DROME01952	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306
OG0000968	DROME19457	STRPU_15550, STRPU_02249
OG0000969	DROME17496	STRPU_04503, STRPU_13343, STRPU_13345
OG0000972	DROME12808, DROME12809	STRPU_04339, STRPU_04312
OG0000974	DROME20587, DROME20537, DROME20538	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223
OG0000979	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248
OG0000984	DROME12019, DROME07638	STRPU_27147, STRPU_05828, STRPU_16245, STRPU_16206
OG0000985	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402	STRPU_04359
OG0000987	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036	STRPU_24310
OG0000988	DROME19158	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149
OG0000992	DROME02382, DROME02383	STRPU_08115, STRPU_08101, STRPU_00060, STRPU_09680
OG0000994	DROME20689	STRPU_24886
OG0000994	DROME05396	STRPU_10294
OG0000999	DROME05157, DROME05156	STRPU_22531, STRPU_11511
OG0001000	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941	STRPU_17978
OG0001001	DROME01963, DROME01964, DROME01966, DROME01965	STRPU_06920, STRPU_06897, STRPU_06919
OG0001003	DROME20428, DROME20429	STRPU_14729
OG0001004	DROME18265, DROME18264	STRPU_19334
OG0001005	DROME16898	STRPU_22006
OG0001006	DROME12303	STRPU_16623
OG0001008	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438	STRPU_12298
OG0001016	DROME03793	STRPU_13418
OG0001016	DROME04453	STRPU_22033
OG0001017	DROME18747, DROME18746	STRPU_22555
OG0001018	DROME08789	STRPU_17343, STRPU_17363
OG0001018	DROME19524	STRPU_20600
OG0001022	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390	STRPU_06174, STRPU_06175
OG0001023	DROME07472, DROME07471	STRPU_11672
OG0001024	DROME14925	STRPU_04414
OG0001027	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919	STRPU_19450, STRPU_19451, STRPU_19445, STRPU_19447, STRPU_21612, STRPU_21611, STRPU_21613, STRPU_19955, STRPU_01186
OG0001028	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208	STRPU_26808
OG0001029	DROME08324	STRPU_25961, STRPU_00221
OG0001030	DROME15420, DROME15421, DROME15419	STRPU_20834, STRPU_20871
OG0001031	DROME02372	STRPU_04858
OG0001032	DROME10930, DROME10931, DROME10932	STRPU_20417
OG0001033	DROME16359	STRPU_04287, STRPU_04317
OG0001033	DROME01958	STRPU_01715, STRPU_16742
OG0001036	DROME21959	STRPU_24843
OG0001037	DROME07145, DROME07148, DROME07147, DROME07146	STRPU_19516
OG0001038	DROME06346, DROME06343, DROME06345, DROME06344	STRPU_10126, STRPU_10125, STRPU_10052
OG0001039	DROME19717, DROME19715, DROME19716, DROME12713	STRPU_14369
OG0001042	DROME12465, DROME12464, DROME12463, DROME12462	STRPU_23315
OG0001046	DROME05889	STRPU_08450
OG0001049	DROME15991	STRPU_10627
OG0001050	DROME09499, DROME09500	STRPU_02998
OG0001052	DROME00663, DROME00661, DROME00662	STRPU_04346
OG0001052	DROME00167	STRPU_04136
OG0001053	DROME11830	STRPU_13953, STRPU_04183
OG0001056	DROME10790	STRPU_25561, STRPU_00830, STRPU_27240
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	STRPU_03447
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	STRPU_08067
OG0001060	DROME06478, DROME01930	STRPU_04924
OG0001062	DROME12175, DROME12172	STRPU_18503
OG0001063	DROME16034, DROME16033	STRPU_21392
OG0001063	DROME14111	STRPU_20790
OG0001064	DROME16728	STRPU_07076, STRPU_07075
OG0001065	DROME13255	STRPU_20677
OG0001072	DROME08170	STRPU_15409
OG0001073	DROME03543, DROME03544, DROME03542	STRPU_05291
OG0001075	DROME05007, DROME05008	STRPU_24305
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	STRPU_05726
OG0001077	DROME13463, DROME13462	STRPU_13910, STRPU_13926
OG0001077	DROME14374	STRPU_13772
OG0001078	DROME16039, DROME16040	STRPU_12443
OG0001079	DROME12134, DROME12135, DROME12136	STRPU_23714
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	STRPU_13255
OG0001083	DROME07895	STRPU_10283
OG0001084	DROME15262, DROME15263	STRPU_17793
OG0001085	DROME18407, DROME18408, DROME18409	STRPU_23261
OG0001086	DROME20573	STRPU_21213
OG0001091	DROME08376, DROME08378, DROME08377	STRPU_23757
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	STRPU_05311, STRPU_05313
OG0001093	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008	STRPU_24028
OG0001094	DROME08185, DROME21556	STRPU_20715
OG0001096	DROME20588, DROME20589, DROME02389	STRPU_19489, STRPU_20335, STRPU_15056
OG0001097	DROME12546, DROME12547	STRPU_02865, STRPU_02866, STRPU_17096, STRPU_13549
OG0001101	DROME01099	STRPU_22666
OG0001102	DROME11539	STRPU_20723
OG0001102	DROME20883	STRPU_21599
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	STRPU_21539
OG0001104	DROME04004	STRPU_22549
OG0001105	DROME22092, DROME02326	STRPU_08648, STRPU_20538
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	STRPU_22947
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	STRPU_14644
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	STRPU_24971
OG0001111	DROME01145	STRPU_25873
OG0001111	DROME15662	STRPU_21367
OG0001113	DROME18531, DROME18532	STRPU_05723, STRPU_05716
OG0001113	DROME05388	STRPU_06421
OG0001113	DROME01680	STRPU_26700
OG0001114	DROME00496, DROME16340, DROME16339	STRPU_22227
OG0001116	DROME11717, DROME11714, DROME11715, DROME11716	STRPU_22023
OG0001118	DROME14402, DROME14401	STRPU_12815
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317
OG0001124	DROME13810	STRPU_08314
OG0001126	DROME07144	STRPU_06496
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	STRPU_13636, STRPU_02427
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	STRPU_21281
OG0001129	DROME06610	STRPU_25428
OG0001130	DROME08159	STRPU_26378
OG0001130	DROME08055, DROME04983, DROME04982	STRPU_26876
OG0001131	DROME00544	STRPU_21509
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	STRPU_27222
OG0001133	DROME02832	STRPU_18983
OG0001135	DROME18153, DROME18152	STRPU_12730, STRPU_05675
OG0001136	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237	STRPU_27024
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	STRPU_21237
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	STRPU_22267
OG0001139	DROME11285, DROME11284, DROME20784	STRPU_12820
OG0001140	DROME04492, DROME04491	STRPU_08005, STRPU_07640
OG0001142	DROME15460, DROME15458, DROME15459	STRPU_24402
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	STRPU_23389
OG0001144	DROME08380	STRPU_23771
OG0001148	DROME04431, DROME04432	STRPU_25456
OG0001149	DROME20514	STRPU_19355, STRPU_19354
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	STRPU_14120
OG0001158	DROME08138, DROME08137	STRPU_10745
OG0001159	DROME00704, DROME00657, DROME00658	STRPU_24359
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	STRPU_12451
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	STRPU_03142, STRPU_02971
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	STRPU_04187
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248
OG0001165	DROME20938, DROME07288	STRPU_24458, STRPU_06392
OG0001167	DROME17311	STRPU_21389
OG0001168	DROME02336	STRPU_25599
OG0001170	DROME16781	STRPU_17744
OG0001172	DROME12074, DROME12075	STRPU_24079
OG0001172	DROME11227, DROME11226	STRPU_24935
OG0001173	DROME08477, DROME08476, DROME08478, DROME08741	STRPU_23770
OG0001174	DROME01257, DROME01258	STRPU_00196, STRPU_23083
OG0001175	DROME10674	STRPU_01697, STRPU_02668, STRPU_24799, STRPU_24557
OG0001177	DROME01933, DROME01934, DROME21906	STRPU_25237, STRPU_24518, STRPU_25236
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	STRPU_06875
OG0001180	DROME10923, DROME10922	STRPU_26856
OG0001180	DROME01245, DROME01246	STRPU_27263, STRPU_27280, STRPU_27282, STRPU_27267, STRPU_27266, STRPU_27281
OG0001184	DROME03279	STRPU_19999
OG0001184	DROME17805	STRPU_09552
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	STRPU_07407
OG0001186	DROME11811, DROME11812	STRPU_26002
OG0001186	DROME18932	STRPU_25391
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	STRPU_21827
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	STRPU_10662
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	STRPU_09337
OG0001197	DROME14364	STRPU_21581
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	STRPU_26014
OG0001203	DROME16841	STRPU_03219, STRPU_06188, STRPU_20473, STRPU_20472, STRPU_06213, STRPU_06187, STRPU_06183, STRPU_20471
OG0001204	DROME15252	STRPU_14562
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	STRPU_21909
OG0001209	DROME03307	STRPU_22073
OG0001210	DROME01292	STRPU_21013
OG0001210	DROME21654, DROME21653	STRPU_11288
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	STRPU_22086
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	STRPU_05194, STRPU_05195
OG0001213	DROME12028	STRPU_09878
OG0001213	DROME15857	STRPU_15274
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	STRPU_22695
OG0001215	DROME05613, DROME05611, DROME05612	STRPU_22254
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	STRPU_10937
OG0001217	DROME06701	STRPU_16981
OG0001218	DROME12211, DROME12213, DROME12212	STRPU_10657
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	STRPU_24669
OG0001220	DROME02744, DROME20493, DROME20492	STRPU_15587, STRPU_02219, STRPU_06468
OG0001221	DROME09514	STRPU_25669
OG0001223	DROME08781, DROME08780	STRPU_26010
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	STRPU_23772
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	STRPU_17535
OG0001230	DROME05921, DROME05920	STRPU_24478, STRPU_24480
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	STRPU_21203
OG0001232	DROME01876, DROME01877, DROME01878	STRPU_08583, STRPU_00299
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	STRPU_26230
OG0001236	DROME06609, DROME04424, DROME20964	STRPU_10838, STRPU_10857
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	STRPU_12648, STRPU_22266
OG0001238	DROME21058	STRPU_09768, STRPU_09725
OG0001238	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	STRPU_01032
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	STRPU_23628
OG0001241	DROME02596	STRPU_07496
OG0001241	DROME03537	STRPU_06648, STRPU_06647
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	STRPU_22072
OG0001247	DROME18852	STRPU_22721
OG0001248	DROME02625, DROME02624, DROME02623	STRPU_21972
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	STRPU_18988
OG0001250	DROME10391, DROME10390, DROME10392	STRPU_08807
OG0001251	DROME08364	STRPU_23397
OG0001251	DROME04532	STRPU_25431
OG0001253	DROME16727, DROME02601	STRPU_23835, STRPU_23873
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	STRPU_22240
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	STRPU_18001
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	STRPU_05296
OG0001262	DROME20437	STRPU_20298
OG0001263	DROME01386, DROME01387	STRPU_03468
OG0001264	DROME08249, DROME08250, DROME08248	STRPU_25388
OG0001266	DROME19377	STRPU_07064, STRPU_07068
OG0001267	DROME13068	STRPU_14642
OG0001268	DROME04920, DROME04921	STRPU_23502
OG0001270	DROME12379	STRPU_08488
OG0001270	DROME02961	STRPU_08385
OG0001271	DROME20484	STRPU_13643, STRPU_02421
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	STRPU_15049
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	STRPU_26636
OG0001274	DROME06585, DROME06586, DROME06584	STRPU_20009
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	STRPU_05244
OG0001278	DROME15455, DROME15454, DROME15456	STRPU_24861
OG0001279	DROME15211, DROME15210	STRPU_20599, STRPU_20598, STRPU_20627
OG0001280	DROME15706	STRPU_26559
OG0001281	DROME19100	STRPU_12491, STRPU_21186, STRPU_21018
OG0001282	DROME04060, DROME04059, DROME04058	STRPU_11958, STRPU_01619
OG0001284	DROME05418	STRPU_26961
OG0001286	DROME11490, DROME11489, DROME11491	STRPU_12903
OG0001287	DROME15976, DROME15975, DROME04476	STRPU_05909
OG0001288	DROME19787, DROME09388, DROME09389	STRPU_26804
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	STRPU_26728
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	STRPU_04348
OG0001292	DROME20956	STRPU_13209
OG0001293	DROME19380, DROME19378, DROME19379	STRPU_14547
OG0001294	DROME19278	STRPU_21633
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	STRPU_21991
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	STRPU_21312, STRPU_00052
OG0001300	DROME21326, DROME21325, DROME21324	STRPU_00543, STRPU_15986
OG0001302	DROME00539	STRPU_18961, STRPU_18975
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	STRPU_26082
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	STRPU_20309
OG0001306	DROME08751, DROME08752	STRPU_20137
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	STRPU_04711
OG0001310	DROME15600	STRPU_21314
OG0001311	DROME06164	STRPU_00838, STRPU_14082
OG0001315	DROME16592	STRPU_10273, STRPU_08079
OG0001318	DROME17213	STRPU_12148, STRPU_12116
OG0001318	DROME09513	STRPU_17591
OG0001319	DROME01307	STRPU_06818
OG0001321	DROME16103	STRPU_22556
OG0001322	DROME15932	STRPU_21322
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	STRPU_20541
OG0001325	DROME14232	STRPU_04898
OG0001326	DROME03927	STRPU_10219
OG0001327	DROME02674, DROME02673, DROME02675	STRPU_24460
OG0001328	DROME20058, DROME14994	STRPU_03483
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	STRPU_14416, STRPU_14419, STRPU_14445
OG0001331	DROME17517, DROME17519, DROME17518	STRPU_10147, STRPU_10085, STRPU_10148
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	STRPU_26922
OG0001337	DROME07933, DROME07937	STRPU_26821
OG0001337	DROME20158	STRPU_19080
OG0001341	DROME00588	STRPU_22449
OG0001344	DROME04657, DROME04656	STRPU_04822, STRPU_00738
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	STRPU_06494
OG0001350	DROME20607	STRPU_18539
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	STRPU_05960, STRPU_05959
OG0001352	DROME11579, DROME11580	STRPU_08735, STRPU_01435
OG0001353	DROME12504, DROME12505	STRPU_00577, STRPU_07545
OG0001354	DROME19155, DROME19156	STRPU_03356
OG0001354	DROME18928	STRPU_18322, STRPU_01125
OG0001355	DROME18115	STRPU_09877
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	STRPU_23614
OG0001358	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319	STRPU_17593, STRPU_17592
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	STRPU_26859
OG0001360	DROME16475, DROME16474, DROME01288, DROME01289	STRPU_04824, STRPU_00740
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	STRPU_20296
OG0001364	DROME18347, DROME18348	STRPU_10674, STRPU_00565
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	STRPU_13885
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	STRPU_24795
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	STRPU_21464
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	STRPU_15723
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	STRPU_08143, STRPU_02082, STRPU_09113
OG0001372	DROME06987	STRPU_19138
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	STRPU_08670
OG0001375	DROME11058	STRPU_07312
OG0001375	DROME12544	STRPU_07355
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	STRPU_03703
OG0001378	DROME14090, DROME14089	STRPU_09539
OG0001379	DROME02340	STRPU_06776, STRPU_06758
OG0001381	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084	STRPU_27173, STRPU_27171
OG0001382	DROME16755, DROME15883	STRPU_12913, STRPU_12914
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	STRPU_19391
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	STRPU_24358
OG0001389	DROME08448, DROME08449, DROME08447	STRPU_05345
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	STRPU_05211
OG0001395	DROME22042	STRPU_17938
OG0001397	DROME12938	STRPU_09545
OG0001397	DROME12061	STRPU_10313
OG0001398	DROME00533	STRPU_20006, STRPU_20005, STRPU_20002, STRPU_20003
OG0001399	DROME18551, DROME15177	STRPU_06787, STRPU_26081
OG0001401	DROME07715	STRPU_05958, STRPU_23021, STRPU_00894
OG0001402	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037	STRPU_02223, STRPU_15580
OG0001403	DROME02115, DROME02116, DROME02114	STRPU_14258
OG0001405	DROME06373	STRPU_25512
OG0001405	DROME02126	STRPU_02778
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	STRPU_06123
OG0001408	DROME21635, DROME21636, DROME21634	STRPU_00756, STRPU_19811
OG0001409	DROME18107	STRPU_03382
OG0001410	DROME00626	STRPU_05515
OG0001411	DROME13591, DROME09768, DROME09769	STRPU_05251, STRPU_05267
OG0001413	DROME21681, DROME21682	STRPU_14983, STRPU_14952
OG0001413	DROME17078	STRPU_26501
OG0001414	DROME16698, DROME16697	STRPU_21522
OG0001414	DROME00599	STRPU_10366
OG0001415	DROME17030, DROME17031	STRPU_06370, STRPU_06372, STRPU_06371, STRPU_06373
OG0001417	DROME21398, DROME21399	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122
OG0001417	DROME04528	STRPU_26260
OG0001418	DROME11411	STRPU_01132, STRPU_01131, STRPU_18315
OG0001419	DROME00719	STRPU_21660, STRPU_21725
OG0001421	DROME08210	STRPU_20976
OG0001422	DROME19262, DROME19263	STRPU_17021
OG0001423	DROME11161, DROME11163, DROME11162	STRPU_20339
OG0001424	DROME10397	STRPU_22200
OG0001424	DROME21291	STRPU_24308
OG0001425	DROME10455	STRPU_15993
OG0001426	DROME16504, DROME16505	STRPU_10439
OG0001427	DROME04112, DROME04111, DROME04110	STRPU_07408
OG0001428	DROME00299, DROME00300	STRPU_11278, STRPU_11240
OG0001430	DROME14607, DROME14606	STRPU_21288
OG0001431	DROME08311, DROME08313, DROME08312	STRPU_22263
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	STRPU_07230, STRPU_07255
OG0001435	DROME05738	STRPU_11334, STRPU_11181, STRPU_11332, STRPU_11333
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	STRPU_24142
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	STRPU_25775, STRPU_25792
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	STRPU_25215
OG0001440	DROME07996	STRPU_25888
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	STRPU_07157
OG0001442	DROME14822, DROME14823, DROME14821	STRPU_17892
OG0001445	DROME19218	STRPU_16668, STRPU_16697
OG0001447	DROME20519, DROME20520, DROME20518	STRPU_20657, STRPU_20658
OG0001449	DROME21187	STRPU_07648
OG0001454	DROME17550, DROME17549, DROME17548	STRPU_05151
OG0001455	DROME05198	STRPU_18159
OG0001456	DROME21079	STRPU_27191, STRPU_27192, STRPU_27208
OG0001459	DROME20534	STRPU_12776, STRPU_02363
OG0001460	DROME19034	STRPU_04118
OG0001461	DROME01468	STRPU_23343
OG0001462	DROME07618, DROME07619	STRPU_21227, STRPU_21226, STRPU_21225
OG0001463	DROME17238, DROME10819	STRPU_25835, STRPU_25655, STRPU_25656
OG0001464	DROME03533, DROME03534	STRPU_25177
