Orthogroup	DROME	ORYLA
OG0000875	DROME06587	ORYLA03514, ORYLA19061
OG0000876	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525	ORYLA18338
OG0000878	DROME07549	ORYLA15008, ORYLA06030
OG0000879	DROME00001, DROME21621, DROME11009	ORYLA06599, ORYLA15760, ORYLA10296
OG0000880	DROME13991, DROME13992	ORYLA13809, ORYLA14403, ORYLA10902, ORYLA16001, ORYLA16002
OG0000881	DROME06288, DROME06289	ORYLA01916, ORYLA05888
OG0000881	DROME20749, DROME20746, DROME20750, DROME20748, DROME20747, DROME20751, DROME20752, DROME20753	ORYLA04374, ORYLA03100
OG0000888	DROME13818	ORYLA05760, ORYLA12980, ORYLA06869
OG0000888	DROME15657	ORYLA17907
OG0000889	DROME20531, DROME20532	ORYLA11414, ORYLA10267
OG0000889	DROME20008	ORYLA16878
OG0000894	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897	ORYLA07232, ORYLA00467
OG0000894	DROME08778, DROME08777	ORYLA07753, ORYLA17007, ORYLA16512
OG0000896	DROME07637, DROME07636	ORYLA18744
OG0000897	DROME09205, DROME09206	ORYLA14707
OG0000904	DROME14411, DROME14410	ORYLA01297, ORYLA12510, ORYLA19815
OG0000906	DROME09411	ORYLA02426, ORYLA02787
OG0000907	DROME01472, DROME01473, DROME01474, DROME01471	ORYLA13394, ORYLA17435
OG0000908	DROME05842, DROME05841	ORYLA04724, ORYLA18118
OG0000908	DROME15683	ORYLA08105
OG0000909	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875	ORYLA11368, ORYLA19848, ORYLA10623
OG0000909	DROME19901, DROME19900	ORYLA19127
OG0000911	DROME15954, DROME15951, DROME15953, DROME15956, DROME15955, DROME15952, DROME15957	ORYLA09695, ORYLA13753
OG0000913	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275	ORYLA01511
OG0000914	DROME06233, DROME06234, DROME06235	ORYLA15437, ORYLA14317, ORYLA20258, ORYLA15690, ORYLA14429, ORYLA14695
OG0000921	DROME09822, DROME10234, DROME09821, DROME09823	ORYLA05705
OG0000921	DROME01540	ORYLA19667
OG0000921	DROME21958	ORYLA13652
OG0000923	DROME19914	ORYLA07886, ORYLA09846
OG0000923	DROME04554, DROME04553	ORYLA15757, ORYLA14372, ORYLA10056
OG0000925	DROME02761	ORYLA19836
OG0000925	DROME13733, DROME13734	ORYLA09614
OG0000927	DROME15912, DROME15911, DROME13544, DROME01290	ORYLA13440, ORYLA04252, ORYLA01277, ORYLA04322, ORYLA07282, ORYLA09767
OG0000929	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109
OG0000933	DROME00363	ORYLA04779, ORYLA04142, ORYLA07694, ORYLA10078, ORYLA07695
OG0000934	DROME18021	ORYLA09601, ORYLA11859
OG0000934	DROME12197, DROME12198	ORYLA16233, ORYLA10870
OG0000935	DROME19387	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839
OG0000944	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000	ORYLA09043, ORYLA04158, ORYLA01246
OG0000945	DROME11635, DROME10522	ORYLA12060, ORYLA00813, ORYLA05640
OG0000946	DROME18472, DROME18473, DROME18474, DROME18476	ORYLA15133, ORYLA11209
OG0000947	DROME14910, DROME14909	ORYLA08406, ORYLA19529, ORYLA08874
OG0000949	DROME20631	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705
OG0000950	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079	ORYLA04399, ORYLA03233, ORYLA04359, ORYLA02766, ORYLA17857
OG0000953	DROME12838, DROME10330	ORYLA02556, ORYLA18188, ORYLA05667, ORYLA13885
OG0000954	DROME12405, DROME12406, DROME12407	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	DROME04991, DROME04992, DROME04993, DROME04990	ORYLA17644
OG0000955	DROME02414	ORYLA12176
OG0000957	DROME11550, DROME11548, DROME11549	ORYLA17099, ORYLA00858, ORYLA02737, ORYLA13659, ORYLA18079
OG0000958	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027	ORYLA13781, ORYLA11059, ORYLA11060
OG0000960	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	DROME09182, DROME09184, DROME09183, DROME07082	ORYLA13485, ORYLA06840, ORYLA06839, ORYLA17317, ORYLA13364
OG0000964	DROME14012	ORYLA03089
OG0000965	DROME10303	ORYLA20470
OG0000965	DROME10622	ORYLA07478
OG0000967	DROME01950, DROME01951, DROME01952	ORYLA19755, ORYLA04962
OG0000968	DROME19457	ORYLA17573
OG0000969	DROME17496	ORYLA05704
OG0000972	DROME02149, DROME02155, DROME02156	ORYLA17856
OG0000972	DROME12808, DROME12809	ORYLA03686, ORYLA18142
OG0000974	DROME20587, DROME20537, DROME20538	ORYLA03871
OG0000978	DROME08128, DROME08129, DROME08130, DROME08127, DROME08125, DROME08126	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000979	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164	ORYLA04958, ORYLA04959
OG0000984	DROME12019, DROME07638	ORYLA14092, ORYLA13312
OG0000985	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425
OG0000986	DROME00031, DROME00030, DROME00032	ORYLA02693, ORYLA17557
OG0000987	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000988	DROME19158	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645
OG0000992	DROME02382, DROME02383	ORYLA16313, ORYLA19691, ORYLA01948
OG0000994	DROME20689	ORYLA11419
OG0000994	DROME05396	ORYLA18398
OG0000997	DROME00174	ORYLA03206, ORYLA04500
OG0000999	DROME05157, DROME05156	ORYLA17143, ORYLA07960, ORYLA15047
OG0001000	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941	ORYLA09416, ORYLA00982, ORYLA11450, ORYLA02107, ORYLA04112, ORYLA03296
OG0001001	DROME01963, DROME01964, DROME01966, DROME01965	ORYLA04326, ORYLA07294
OG0001003	DROME20428, DROME20429	ORYLA17863, ORYLA04404
OG0001004	DROME18265, DROME18264	ORYLA12912, ORYLA07357, ORYLA12944, ORYLA17121, ORYLA00260, ORYLA17120
OG0001005	DROME16898	ORYLA19246, ORYLA18530, ORYLA18997, ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	DROME12303	ORYLA00587
OG0001008	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438	ORYLA14021, ORYLA15795, ORYLA10968, ORYLA12088
OG0001013	DROME18675, DROME18672, DROME18676, DROME18674, DROME18673	ORYLA17033, ORYLA00289, ORYLA00568, ORYLA16911, ORYLA05815, ORYLA01878, ORYLA08175, ORYLA16273
OG0001015	DROME02246, DROME04125	ORYLA16717, ORYLA08292
OG0001016	DROME03793	ORYLA08912
OG0001016	DROME04453	ORYLA08838
OG0001017	DROME18747, DROME18746	ORYLA15745
OG0001017	DROME08120, DROME08121	ORYLA06969, ORYLA08875
OG0001018	DROME08789	ORYLA04621
OG0001019	DROME18178	ORYLA01968, ORYLA01969, ORYLA20371, ORYLA16086
OG0001022	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093
OG0001023	DROME07472, DROME07471	ORYLA11181, ORYLA12354, ORYLA13986
OG0001024	DROME14925	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767
OG0001027	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919	ORYLA02447, ORYLA10175
OG0001028	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310
OG0001029	DROME08324	ORYLA15182, ORYLA07577
OG0001030	DROME15420, DROME15421, DROME15419	ORYLA11995, ORYLA10701, ORYLA05220
OG0001031	DROME02372	ORYLA05281
OG0001032	DROME10930, DROME10931, DROME10932	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152
OG0001033	DROME16359	ORYLA02412, ORYLA17551
OG0001033	DROME01958	ORYLA13566, ORYLA13207
OG0001034	DROME18698, DROME18697, DROME18692, DROME18699, DROME18696, DROME18690, DROME18691, DROME18695, DROME18700, DROME18694, DROME18693	ORYLA16497, ORYLA08333, ORYLA09185
OG0001036	DROME21959	ORYLA15963, ORYLA02163, ORYLA05632, ORYLA14277
OG0001037	DROME07145, DROME07148, DROME07147, DROME07146	ORYLA18034, ORYLA02947, ORYLA08956
OG0001038	DROME06346, DROME06343, DROME06345, DROME06344	ORYLA00365, ORYLA00910, ORYLA05052, ORYLA00017
OG0001039	DROME19717, DROME19715, DROME19716, DROME12713	ORYLA17932
OG0001042	DROME12465, DROME12464, DROME12463, DROME12462	ORYLA11092, ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	DROME05889	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001049	DROME15991	ORYLA03790, ORYLA15642
OG0001050	DROME09499, DROME09500	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001052	DROME00663, DROME00661, DROME00662	ORYLA04967, ORYLA04966, ORYLA02277
OG0001052	DROME01922	ORYLA18159, ORYLA04669
OG0001053	DROME11830	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475, ORYLA20458
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823
OG0001060	DROME06478, DROME01930	ORYLA11754
OG0001062	DROME12175, DROME12172	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001063	DROME16034, DROME16033	ORYLA04692
OG0001065	DROME13255	ORYLA10407, ORYLA11700
OG0001066	DROME06399	ORYLA20216, ORYLA18727, ORYLA15524, ORYLA20141, ORYLA15783
OG0001072	DROME08170	ORYLA17591
OG0001073	DROME03543, DROME03544, DROME03542	ORYLA01147, ORYLA12256
OG0001075	DROME05007, DROME05008	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	ORYLA04025, ORYLA03193, ORYLA12782
OG0001077	DROME13463, DROME13462	ORYLA06555
OG0001077	DROME14374	ORYLA01775
OG0001077	DROME15216, DROME15217, DROME15215, DROME15218	ORYLA10005
OG0001078	DROME16039, DROME16040	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001079	DROME12134, DROME12135, DROME12136	ORYLA13958, ORYLA14764, ORYLA20201
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	ORYLA12631, ORYLA12630
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	ORYLA16190, ORYLA14374
OG0001083	DROME07895, DROME07890, DROME07893, DROME07892, DROME07896, DROME07887, DROME07888, DROME07889, DROME07891, DROME07885, DROME07886, DROME07894	ORYLA08355, ORYLA01216, ORYLA10438
OG0001084	DROME15262, DROME15263	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417
OG0001085	DROME18407, DROME18408, DROME18409	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405
OG0001086	DROME20573	ORYLA10518, ORYLA10517
OG0001089	DROME21284, DROME21282, DROME21280, DROME21281, DROME21283	ORYLA03773, ORYLA04210, ORYLA08992, ORYLA04156
OG0001091	DROME08376, DROME08378, DROME08377	ORYLA09872, ORYLA07822, ORYLA01798, ORYLA07821, ORYLA01797, ORYLA09871
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	ORYLA00474, ORYLA04030, ORYLA03185, ORYLA00476
OG0001093	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876
OG0001094	DROME08185, DROME21556	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201
OG0001096	DROME20588, DROME20589, DROME02389	ORYLA08777, ORYLA09557
OG0001101	DROME01099	ORYLA10929
OG0001102	DROME11539	ORYLA05217
OG0001102	DROME20883	ORYLA05138, ORYLA20024
OG0001104	DROME04004	ORYLA12177
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	ORYLA14450
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	ORYLA18375
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	ORYLA16661, ORYLA14078
OG0001112	DROME13039, DROME13038, DROME13037, DROME13036	ORYLA07255
OG0001113	DROME18531, DROME18532	ORYLA16987
OG0001113	DROME05388	ORYLA03611
OG0001113	DROME01680	ORYLA00138
OG0001114	DROME00496, DROME16340, DROME16339	ORYLA12632, ORYLA12633, ORYLA14795, ORYLA05778
OG0001118	DROME14402, DROME14401	ORYLA12368, ORYLA18722, ORYLA18723, ORYLA10960
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	ORYLA05124
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	ORYLA05153, ORYLA20092
OG0001123	DROME20601	ORYLA17704
OG0001124	DROME13810	ORYLA08277
OG0001126	DROME07144	ORYLA07447
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	ORYLA06210, ORYLA08911, ORYLA20099
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	ORYLA04096, ORYLA11339, ORYLA10410, ORYLA03669
OG0001129	DROME06610	ORYLA15169, ORYLA12442
OG0001131	DROME00544	ORYLA00774, ORYLA11383
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	ORYLA15693
OG0001133	DROME02832	ORYLA02500
OG0001135	DROME18153, DROME18152	ORYLA18988, ORYLA08362, ORYLA16838, ORYLA16856
OG0001136	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237	ORYLA13203, ORYLA06530, ORYLA12133
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	ORYLA03842
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997
OG0001139	DROME11285, DROME11284, DROME20784	ORYLA15805, ORYLA14857, ORYLA11008
OG0001140	DROME04492, DROME04491	ORYLA05368, ORYLA02157, ORYLA10675
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	ORYLA02472, ORYLA17498
OG0001142	DROME15460, DROME15458, DROME15459	ORYLA07693
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	ORYLA11035, ORYLA12195, ORYLA06058
OG0001144	DROME08380	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835
OG0001148	DROME04431, DROME04432	ORYLA01854, ORYLA05396
OG0001149	DROME20514	ORYLA01670, ORYLA13258
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003
OG0001158	DROME08138, DROME08137	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120
OG0001159	DROME00658	ORYLA10160, ORYLA05356
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	ORYLA11144, ORYLA18207
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	ORYLA03278, ORYLA04547, ORYLA08795
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	ORYLA08093, ORYLA04995
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	ORYLA06374
OG0001165	DROME20938, DROME07288	ORYLA11504, ORYLA09619
OG0001167	DROME17311	ORYLA10169, ORYLA12428, ORYLA04713
OG0001168	DROME02336	ORYLA01742, ORYLA14387, ORYLA15300
OG0001170	DROME16781	ORYLA03658
OG0001172	DROME12074, DROME12075	ORYLA08914, ORYLA06213, ORYLA09461
OG0001175	DROME10674	ORYLA17323, ORYLA17834, ORYLA02704
OG0001177	DROME01933, DROME01934, DROME21906	ORYLA07071, ORYLA17818
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	ORYLA09479
OG0001180	DROME01245, DROME01246	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603
OG0001184	DROME03279	ORYLA01867
OG0001184	DROME17805	ORYLA12325
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	ORYLA04885
OG0001186	DROME11811, DROME11812	ORYLA06474, ORYLA12462, ORYLA14584
OG0001186	DROME18932	ORYLA12305
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	ORYLA10580, ORYLA14507, ORYLA10859
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	ORYLA00416, ORYLA17734, ORYLA04735, ORYLA08358, ORYLA01217, ORYLA03865
OG0001197	DROME14364	ORYLA13277
OG0001197	DROME07563	ORYLA01817, ORYLA05607, ORYLA09693
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	ORYLA15842, ORYLA14298, ORYLA15310
OG0001203	DROME16841	ORYLA01043, ORYLA10082, ORYLA00091
OG0001204	DROME15252	ORYLA04102, ORYLA03247
OG0001205	DROME09818, DROME09817	ORYLA01265
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	ORYLA06825, ORYLA09868, ORYLA01795
OG0001209	DROME03307	ORYLA07316, ORYLA00319
OG0001210	DROME01292	ORYLA11799
OG0001210	DROME21654, DROME21653	ORYLA06775
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	ORYLA20079, ORYLA07900
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	ORYLA10644
OG0001213	DROME12028	ORYLA08112
OG0001213	DROME15857	ORYLA02321
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	ORYLA09019, ORYLA10993
OG0001215	DROME05613, DROME05611, DROME05612	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	ORYLA07420
OG0001217	DROME06701	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595
OG0001218	DROME12211, DROME12213, DROME12212	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777
OG0001220	DROME02744, DROME20493, DROME20492	ORYLA02345, ORYLA12823
OG0001221	DROME09514	ORYLA07491
OG0001223	DROME08781, DROME08780	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488
OG0001226	DROME09885, DROME09884, DROME09883, DROME09882	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656, ORYLA01461, ORYLA01460, ORYLA11722
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	ORYLA13792, ORYLA15900, ORYLA10672, ORYLA01936, ORYLA01935, ORYLA09591
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	ORYLA10425, ORYLA04865, ORYLA08146, ORYLA03393, ORYLA04275
OG0001232	DROME01876, DROME01877, DROME01878	ORYLA17130
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	ORYLA05594, ORYLA02233, ORYLA19956
OG0001236	DROME06609, DROME04424, DROME20964	ORYLA05535, ORYLA05857
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	ORYLA12698, ORYLA15237, ORYLA01731, ORYLA06118, ORYLA17671, ORYLA02367, ORYLA14669
OG0001238	DROME21058	ORYLA01295
OG0001238	DROME14293, DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	ORYLA07056
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	ORYLA14159, ORYLA20197
OG0001241	DROME02596	ORYLA15497
OG0001241	DROME03537	ORYLA01008
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	ORYLA07317, ORYLA07318, ORYLA12130
OG0001245	DROME06795	ORYLA00901, ORYLA00456, ORYLA04906
OG0001247	DROME18852	ORYLA10879, ORYLA15933, ORYLA18030
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	ORYLA13090, ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089
OG0001250	DROME10391, DROME10390, DROME10392	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768
OG0001251	DROME04532	ORYLA12301, ORYLA08970
OG0001253	DROME16727, DROME02601	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	ORYLA12036, ORYLA14643
OG0001255	DROME11892	ORYLA01752, ORYLA11946, ORYLA11945, ORYLA13259, ORYLA00050, ORYLA16171, ORYLA16170, ORYLA11960
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	ORYLA10228
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	ORYLA07239, ORYLA00479, ORYLA09455
OG0001262	DROME20437	ORYLA02427
OG0001263	DROME01386, DROME01387	ORYLA07820, ORYLA17132
OG0001264	DROME08249, DROME08250, DROME08248	ORYLA13965, ORYLA12302, ORYLA02150
OG0001266	DROME19377	ORYLA09233, ORYLA07109, ORYLA14460
OG0001267	DROME13068	ORYLA17985, ORYLA00677
OG0001268	DROME04920, DROME04921	ORYLA15813
OG0001270	DROME12379	ORYLA07988
OG0001270	DROME02961	ORYLA18804
OG0001271	DROME20484	ORYLA09251, ORYLA07889, ORYLA14013
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660
OG0001274	DROME06585, DROME06586, DROME06584	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	ORYLA03566, ORYLA18522, ORYLA01477
OG0001278	DROME15730	ORYLA13327
OG0001279	DROME15211, DROME15210	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122
OG0001280	DROME15706	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452
OG0001281	DROME19100	ORYLA03725, ORYLA20463, ORYLA18306, ORYLA20026, ORYLA07382
OG0001282	DROME04060, DROME04059, DROME04058	ORYLA04230, ORYLA10205, ORYLA08831
OG0001284	DROME05418	ORYLA01634, ORYLA14635
OG0001287	DROME15976, DROME15975, DROME04476	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961
OG0001288	DROME19787, DROME09388, DROME09389	ORYLA02421, ORYLA14902, ORYLA02420
OG0001289	DROME16010, DROME16008, DROME16009	ORYLA10464, ORYLA05150
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147
OG0001292	DROME20956	ORYLA09364, ORYLA10046
OG0001293	DROME19380, DROME19378, DROME19379	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584
OG0001294	DROME19278	ORYLA10122
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	ORYLA09900
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	ORYLA07385, ORYLA00095, ORYLA19357, ORYLA19356
OG0001300	DROME21326, DROME21325, DROME21324	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280
OG0001302	DROME00539	ORYLA12923
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	ORYLA18154, ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817
OG0001310	DROME15600	ORYLA10760
OG0001311	DROME20740, DROME20738, DROME20739, DROME20741	ORYLA02079, ORYLA06081
OG0001311	DROME06164	ORYLA06033, ORYLA01860
OG0001315	DROME16592	ORYLA16949, ORYLA07817, ORYLA07784, ORYLA16771, ORYLA00635, ORYLA16948, ORYLA00636
OG0001318	DROME17213	ORYLA08255
OG0001318	DROME09513	ORYLA09731
OG0001319	DROME01307	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481
OG0001321	DROME16103	ORYLA19802, ORYLA06811, ORYLA13481, ORYLA13483, ORYLA06093
OG0001322	DROME15932	ORYLA03496
OG0001325	DROME14232	ORYLA18675, ORYLA10649, ORYLA08927
