Orthogroup	DROME	APOSJ_ok
OG0001046	DROME05889	APOSJ_24766, APOSJ_55065, APOSJ_05953, APOSJ_57514, APOSJ_05952, APOSJ_09219, APOSJ_37743, APOSJ_24765, APOSJ_05951
OG0001049	DROME15991	APOSJ_46323
OG0001050	DROME09499, DROME09500	APOSJ_46949
OG0001052	DROME00663, DROME00661, DROME00662	APOSJ_09889, APOSJ_09886, APOSJ_09888, APOSJ_09887
OG0001052	DROME00167	APOSJ_62429, APOSJ_62427, APOSJ_46754, APOSJ_62428, APOSJ_62426, APOSJ_62430, APOSJ_38662, APOSJ_38661
OG0001053	DROME11830	APOSJ_02413
OG0001056	DROME10790	APOSJ_20146, APOSJ_20145
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	APOSJ_48611, APOSJ_53333, APOSJ_34828, APOSJ_34832, APOSJ_53285, APOSJ_48612, APOSJ_34827, APOSJ_18802, APOSJ_63702, APOSJ_63616, APOSJ_34833, APOSJ_34829, APOSJ_18801, APOSJ_53339, APOSJ_48613, APOSJ_48614, APOSJ_48615, APOSJ_48610, APOSJ_18800, APOSJ_34830
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755
OG0001060	DROME06478, DROME01930	APOSJ_20350, APOSJ_20347, APOSJ_20348
OG0001062	DROME12175, DROME12172	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162
OG0001063	DROME16034, DROME16033	APOSJ_03180, APOSJ_03179, APOSJ_14499, APOSJ_25664
OG0001063	DROME14111	APOSJ_35068, APOSJ_08878, APOSJ_08877, APOSJ_08879
OG0001065	DROME13255	APOSJ_34370, APOSJ_34369
OG0001066	DROME06399	APOSJ_40782, APOSJ_48950
OG0001072	DROME08170	APOSJ_31299
OG0001073	DROME03543, DROME03544, DROME03542	APOSJ_44600, APOSJ_44598, APOSJ_02115, APOSJ_44601, APOSJ_44603, APOSJ_44596, APOSJ_44604, APOSJ_44599, APOSJ_44602, APOSJ_10539, APOSJ_44597, APOSJ_02114, APOSJ_15120, APOSJ_15122
OG0001075	DROME05007, DROME05008	APOSJ_43886, APOSJ_55214
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	APOSJ_20280
OG0001077	DROME13463, DROME13462	APOSJ_32144, APOSJ_05175, APOSJ_05176
OG0001078	DROME16039, DROME16040	APOSJ_01341
OG0001079	DROME12134, DROME12135, DROME12136	APOSJ_48407
OG0001080	DROME21548, DROME21547	APOSJ_02976
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	APOSJ_50344, APOSJ_55101, APOSJ_30098, APOSJ_55093, APOSJ_08785, APOSJ_55094, APOSJ_32224, APOSJ_55097, APOSJ_06626, APOSJ_06627
OG0001083	DROME07895	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873
OG0001084	DROME15262, DROME15263	APOSJ_54407, APOSJ_03690, APOSJ_54409, APOSJ_45657, APOSJ_53106, APOSJ_54408, APOSJ_63134, APOSJ_63135, APOSJ_61049, APOSJ_07255, APOSJ_03689, APOSJ_45666, APOSJ_07254, APOSJ_07256, APOSJ_54406, APOSJ_07252, APOSJ_63118, APOSJ_45669, APOSJ_03688, APOSJ_45660, APOSJ_45661, APOSJ_63130, APOSJ_07253
OG0001085	DROME18407, DROME18408, DROME18409	APOSJ_60767, APOSJ_60764, APOSJ_63024
OG0001086	DROME03964, DROME03962, DROME03963, DROME03961	APOSJ_30188
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	APOSJ_34458, APOSJ_16950, APOSJ_34460, APOSJ_34459
OG0001094	DROME08185, DROME21556	APOSJ_43517
OG0001096	DROME20588, DROME20589, DROME02389	APOSJ_64408
OG0001101	DROME01099	APOSJ_14916
OG0001102	DROME11539	APOSJ_20394, APOSJ_20392, APOSJ_20393
OG0001102	DROME20883	APOSJ_62424, APOSJ_01923, APOSJ_09690, APOSJ_07244, APOSJ_07245, APOSJ_07246, APOSJ_07247, APOSJ_45302, APOSJ_45636
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	APOSJ_18790, APOSJ_53872, APOSJ_18791
OG0001104	DROME04004	APOSJ_63115
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	APOSJ_02969, APOSJ_02970
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	APOSJ_19593
OG0001111	DROME15662	APOSJ_02457
OG0001113	DROME18531, DROME18532	APOSJ_62872, APOSJ_49690, APOSJ_62875, APOSJ_62876
OG0001113	DROME05388	APOSJ_49287
OG0001114	DROME00496, DROME16340, DROME16339	APOSJ_15885, APOSJ_20381, APOSJ_20380
OG0001114	DROME14934, DROME16341	APOSJ_55137
OG0001118	DROME14402, DROME14401	APOSJ_00995, APOSJ_55077, APOSJ_06498, APOSJ_06499, APOSJ_55078
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	APOSJ_32181, APOSJ_51004, APOSJ_32180, APOSJ_34465, APOSJ_32179, APOSJ_50971, APOSJ_34466, APOSJ_34463, APOSJ_17002, APOSJ_32178, APOSJ_32177
OG0001124	DROME13810	APOSJ_50119, APOSJ_64959, APOSJ_50120
OG0001126	DROME07144	APOSJ_30661, APOSJ_61227, APOSJ_30660, APOSJ_34351, APOSJ_30658, APOSJ_34352, APOSJ_61230, APOSJ_30659, APOSJ_34349, APOSJ_30655, APOSJ_34350
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	APOSJ_37145, APOSJ_37142, APOSJ_37143, APOSJ_37141
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	APOSJ_57260, APOSJ_18952
OG0001129	DROME06610	APOSJ_25816, APOSJ_25817, APOSJ_25818
OG0001130	DROME08159	APOSJ_45980, APOSJ_45981
OG0001130	DROME08055, DROME04983, DROME04982	APOSJ_13404
OG0001131	DROME00544	APOSJ_45169, APOSJ_59509, APOSJ_59504, APOSJ_59505, APOSJ_59507, APOSJ_52861, APOSJ_34886, APOSJ_46529, APOSJ_40439, APOSJ_46532, APOSJ_46530, APOSJ_40442, APOSJ_34889, APOSJ_46527, APOSJ_46535, APOSJ_28173, APOSJ_29139, APOSJ_34885, APOSJ_40441, APOSJ_46534, APOSJ_45168, APOSJ_47747, APOSJ_59506, APOSJ_59501, APOSJ_59508, APOSJ_47746, APOSJ_34891, APOSJ_46528, APOSJ_34890, APOSJ_34887
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	APOSJ_17244, APOSJ_11493, APOSJ_11488, APOSJ_11495, APOSJ_11496, APOSJ_17243, APOSJ_11490, APOSJ_11492, APOSJ_59966, APOSJ_47442, APOSJ_28964, APOSJ_28968, APOSJ_47445, APOSJ_28966, APOSJ_47446, APOSJ_59964, APOSJ_47441, APOSJ_59963, APOSJ_32987, APOSJ_28965, APOSJ_47439, APOSJ_59961, APOSJ_17245, APOSJ_17242, APOSJ_11489, APOSJ_11494, APOSJ_17241, APOSJ_00742, APOSJ_17247, APOSJ_11491, APOSJ_47443, APOSJ_17246, APOSJ_28967, APOSJ_59962, APOSJ_47444, APOSJ_28969, APOSJ_28963, APOSJ_59965, APOSJ_47440
OG0001133	DROME02832	APOSJ_30572, APOSJ_30571, APOSJ_30570
OG0001135	DROME18153, DROME18152	APOSJ_28576, APOSJ_45469, APOSJ_18187
OG0001136	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237	APOSJ_60014, APOSJ_58081, APOSJ_60019, APOSJ_60022
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	APOSJ_07767, APOSJ_07766
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	APOSJ_48351
OG0001139	DROME11285, DROME11284, DROME20784	APOSJ_39764, APOSJ_06912, APOSJ_06911, APOSJ_12993
OG0001140	DROME04492, DROME04491	APOSJ_35608, APOSJ_23309
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	APOSJ_64480, APOSJ_64479
OG0001142	DROME15460, DROME15458, DROME15459	APOSJ_21965, APOSJ_61915, APOSJ_51026, APOSJ_39756, APOSJ_48881, APOSJ_48879, APOSJ_16159, APOSJ_21967, APOSJ_48880, APOSJ_45036, APOSJ_41992, APOSJ_45034, APOSJ_12989, APOSJ_45038, APOSJ_45037, APOSJ_45032, APOSJ_21973, APOSJ_51022, APOSJ_51024, APOSJ_51347, APOSJ_45033, APOSJ_16163, APOSJ_01149, APOSJ_45035, APOSJ_48882, APOSJ_01134, APOSJ_48877
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	APOSJ_50743, APOSJ_50744, APOSJ_53351, APOSJ_47727, APOSJ_50745, APOSJ_47725
OG0001144	DROME08380	APOSJ_14988, APOSJ_12514, APOSJ_14987, APOSJ_14986, APOSJ_14989
OG0001148	DROME04431, DROME04432	APOSJ_36458, APOSJ_27843, APOSJ_36457, APOSJ_36456
OG0001149	DROME20514	APOSJ_33950, APOSJ_33949
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	APOSJ_18425
OG0001158	DROME08138, DROME08137	APOSJ_62821, APOSJ_10981, APOSJ_10980, APOSJ_04235
OG0001159	DROME00704, DROME00657, DROME00658	APOSJ_51472, APOSJ_51719
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	APOSJ_45582, APOSJ_28225, APOSJ_28221, APOSJ_28222, APOSJ_28223
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	APOSJ_60627, APOSJ_64538, APOSJ_64537
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	APOSJ_07955, APOSJ_07957, APOSJ_49878, APOSJ_07956, APOSJ_07959, APOSJ_07958, APOSJ_46878, APOSJ_11189, APOSJ_63692, APOSJ_44713, APOSJ_44711, APOSJ_33342, APOSJ_13133
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	APOSJ_01946
OG0001165	DROME20938, DROME07288	APOSJ_07921, APOSJ_28147, APOSJ_28137, APOSJ_04506, APOSJ_04505, APOSJ_47651, APOSJ_28149, APOSJ_07922, APOSJ_28148, APOSJ_28150, APOSJ_28146, APOSJ_62646, APOSJ_62647, APOSJ_62643, APOSJ_62645
OG0001167	DROME17311	APOSJ_55239, APOSJ_63932, APOSJ_48587, APOSJ_55240, APOSJ_48606, APOSJ_63850, APOSJ_55243, APOSJ_48588, APOSJ_48591, APOSJ_48609, APOSJ_48593, APOSJ_48590, APOSJ_55238, APOSJ_55241, APOSJ_48592, APOSJ_48594, APOSJ_55242, APOSJ_48899, APOSJ_42628, APOSJ_48608, APOSJ_55237, APOSJ_48589, APOSJ_48595
OG0001168	DROME02336	APOSJ_28988, APOSJ_36650, APOSJ_29205, APOSJ_28989, APOSJ_24017, APOSJ_22126
OG0001170	DROME16781	APOSJ_58947, APOSJ_53815, APOSJ_65389, APOSJ_65390, APOSJ_53814, APOSJ_65388, APOSJ_65384
OG0001172	DROME12074, DROME12075	APOSJ_56461
OG0001172	DROME11227, DROME11226	APOSJ_60424
OG0001173	DROME11068	APOSJ_00189, APOSJ_61633
OG0001174	DROME01257, DROME01258	APOSJ_37059, APOSJ_31995, APOSJ_37055, APOSJ_31992, APOSJ_37057, APOSJ_37060, APOSJ_37056, APOSJ_31947, APOSJ_37053, APOSJ_37058, APOSJ_37054, APOSJ_31999, APOSJ_31998, APOSJ_31996, APOSJ_31997, APOSJ_31994
OG0001175	DROME10674	APOSJ_02450, APOSJ_11124, APOSJ_15781, APOSJ_15780
OG0001177	DROME01933, DROME01934, DROME21906	APOSJ_52104, APOSJ_44813, APOSJ_29427, APOSJ_53427, APOSJ_29429, APOSJ_51390, APOSJ_29921, APOSJ_29919, APOSJ_29920
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	APOSJ_53354, APOSJ_62824
OG0001180	DROME10923, DROME10922	APOSJ_34257, APOSJ_34256
OG0001180	DROME01245, DROME01246	APOSJ_60339
OG0001184	DROME03279	APOSJ_14036, APOSJ_14034, APOSJ_14037, APOSJ_14035
OG0001184	DROME17805	APOSJ_33065, APOSJ_09294, APOSJ_33062, APOSJ_33061
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	APOSJ_55269, APOSJ_55273, APOSJ_55270, APOSJ_55272, APOSJ_55274, APOSJ_55271, APOSJ_55268, APOSJ_07581
OG0001186	DROME18932	APOSJ_65059, APOSJ_49100, APOSJ_61207, APOSJ_61209, APOSJ_49105, APOSJ_49101, APOSJ_49102, APOSJ_40051, APOSJ_61206
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	APOSJ_02458, APOSJ_02460, APOSJ_02459
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	APOSJ_25935, APOSJ_25929, APOSJ_32431, APOSJ_32429, APOSJ_25932, APOSJ_25931, APOSJ_52256, APOSJ_25930, APOSJ_56333, APOSJ_52255, APOSJ_52257, APOSJ_48161, APOSJ_60883, APOSJ_25934, APOSJ_52259, APOSJ_56323, APOSJ_48157
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	APOSJ_42790, APOSJ_42793, APOSJ_14790, APOSJ_42792, APOSJ_14832, APOSJ_38916, APOSJ_42794
OG0001197	DROME14364	APOSJ_02421, APOSJ_14617, APOSJ_14615, APOSJ_35771
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	APOSJ_61343, APOSJ_61344, APOSJ_52026, APOSJ_49436, APOSJ_36541
OG0001203	DROME16841	APOSJ_41014, APOSJ_46802, APOSJ_53052
OG0001204	DROME15252	APOSJ_07019, APOSJ_07070, APOSJ_21696, APOSJ_35408, APOSJ_41668, APOSJ_39539, APOSJ_53773, APOSJ_46990, APOSJ_53249, APOSJ_30340, APOSJ_30345, APOSJ_30338, APOSJ_30339, APOSJ_30343, APOSJ_30342, APOSJ_30344, APOSJ_30341
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	APOSJ_02833, APOSJ_02834, APOSJ_02831, APOSJ_02832
OG0001209	DROME03307	APOSJ_25666, APOSJ_37223, APOSJ_55938, APOSJ_43203, APOSJ_24877, APOSJ_25116, APOSJ_34642, APOSJ_34645, APOSJ_34646, APOSJ_32868, APOSJ_34643, APOSJ_43208, APOSJ_43209, APOSJ_37218, APOSJ_55934, APOSJ_04702, APOSJ_24875, APOSJ_24876, APOSJ_34641, APOSJ_37217, APOSJ_34647, APOSJ_34644, APOSJ_24873, APOSJ_37222, APOSJ_43210, APOSJ_55936, APOSJ_60923, APOSJ_43204, APOSJ_37220, APOSJ_43202, APOSJ_55937, APOSJ_60975, APOSJ_43206, APOSJ_55935, APOSJ_37219, APOSJ_43205, APOSJ_37221, APOSJ_43207, APOSJ_32871, APOSJ_24874
OG0001210	DROME01292	APOSJ_37932
OG0001210	DROME21654, DROME21653	APOSJ_23203, APOSJ_23202
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	APOSJ_18069, APOSJ_18071
OG0001213	DROME12028	APOSJ_24043
OG0001213	DROME15857	APOSJ_46848, APOSJ_65395, APOSJ_53817, APOSJ_65397
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	APOSJ_27393, APOSJ_29473, APOSJ_47896, APOSJ_53677, APOSJ_53667, APOSJ_29474, APOSJ_27388, APOSJ_27390, APOSJ_27394, APOSJ_29472, APOSJ_27392, APOSJ_27391, APOSJ_22336, APOSJ_53665, APOSJ_29475, APOSJ_53673
OG0001215	DROME05613, DROME05611, DROME05612	APOSJ_25502, APOSJ_21308, APOSJ_21316, APOSJ_24195, APOSJ_24199, APOSJ_24193, APOSJ_24194, APOSJ_21312
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	APOSJ_27698, APOSJ_57845
OG0001217	DROME06701	APOSJ_49876, APOSJ_49877
OG0001218	DROME12211, DROME12213, DROME12212	APOSJ_12838, APOSJ_12839, APOSJ_12837
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	APOSJ_05496, APOSJ_31063, APOSJ_00885, APOSJ_51184
OG0001220	DROME02744, DROME20493, DROME20492	APOSJ_49207, APOSJ_49206, APOSJ_30068, APOSJ_26636, APOSJ_26635
OG0001221	DROME09514	APOSJ_23575
OG0001223	DROME08781, DROME08780	APOSJ_33776, APOSJ_42058, APOSJ_42065, APOSJ_42066, APOSJ_42061, APOSJ_42060, APOSJ_64592, APOSJ_42059, APOSJ_42062, APOSJ_63265, APOSJ_42064, APOSJ_51893, APOSJ_42063
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	APOSJ_26355, APOSJ_26353, APOSJ_26354
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	APOSJ_42967, APOSJ_35503, APOSJ_58893, APOSJ_27276, APOSJ_53195, APOSJ_53194
OG0001230	DROME05921, DROME05920	APOSJ_03240, APOSJ_03235
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	APOSJ_31108, APOSJ_63515, APOSJ_63517, APOSJ_17578, APOSJ_63521, APOSJ_31111, APOSJ_29042, APOSJ_17638
OG0001232	DROME01876, DROME01877, DROME01878	APOSJ_19086, APOSJ_19085, APOSJ_41937, APOSJ_63122, APOSJ_25755, APOSJ_26775, APOSJ_26779, APOSJ_26778, APOSJ_26777, APOSJ_37428, APOSJ_26773, APOSJ_26774, APOSJ_26776
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	APOSJ_53744, APOSJ_64981, APOSJ_01119, APOSJ_64982, APOSJ_23879, APOSJ_35714, APOSJ_25662, APOSJ_35713
OG0001236	DROME06609, DROME04424, DROME20964	APOSJ_47426
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	APOSJ_49562
OG0001238	DROME21058	APOSJ_10931, APOSJ_10930, APOSJ_10927, APOSJ_10928, APOSJ_10925, APOSJ_10926, APOSJ_10929, APOSJ_10932
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	APOSJ_35111, APOSJ_35115, APOSJ_35117, APOSJ_35116, APOSJ_35110, APOSJ_35114, APOSJ_35113, APOSJ_35112
OG0001241	DROME02596	APOSJ_31880, APOSJ_31879
OG0001241	DROME03537	APOSJ_14702, APOSJ_26894, APOSJ_26895, APOSJ_14704, APOSJ_14703, APOSJ_26899, APOSJ_14705
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	APOSJ_62434, APOSJ_33719, APOSJ_08856, APOSJ_08854, APOSJ_15749, APOSJ_33720, APOSJ_15751, APOSJ_15750, APOSJ_13102, APOSJ_33724, APOSJ_56492, APOSJ_33723
OG0001247	DROME18852	APOSJ_24401, APOSJ_46726
OG0001248	DROME02625, DROME02624, DROME02623	APOSJ_01452
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	APOSJ_49684, APOSJ_49687, APOSJ_49685, APOSJ_49681, APOSJ_49683, APOSJ_49686, APOSJ_49682
OG0001250	DROME10391, DROME10390, DROME10392	APOSJ_45773, APOSJ_45772
OG0001251	DROME04532	APOSJ_26930, APOSJ_53060
OG0001253	DROME16727, DROME02601	APOSJ_63481
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	APOSJ_20082, APOSJ_20079, APOSJ_20080, APOSJ_20081, APOSJ_20083
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	APOSJ_22662, APOSJ_16855, APOSJ_16856, APOSJ_08655, APOSJ_16851, APOSJ_41118, APOSJ_12081, APOSJ_08656, APOSJ_40675, APOSJ_16853, APOSJ_08669, APOSJ_08664, APOSJ_16852, APOSJ_55433, APOSJ_55436, APOSJ_18496, APOSJ_55435, APOSJ_16854, APOSJ_16857
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	APOSJ_27066, APOSJ_38946, APOSJ_27062, APOSJ_27063, APOSJ_27071, APOSJ_27067, APOSJ_27065, APOSJ_27064
OG0001263	DROME01386, DROME01387	APOSJ_27866, APOSJ_27867
OG0001264	DROME08249, DROME08250, DROME08248	APOSJ_45943, APOSJ_45939, APOSJ_45942, APOSJ_45944, APOSJ_06798, APOSJ_45941, APOSJ_59790, APOSJ_06799, APOSJ_45940
OG0001266	DROME19377	APOSJ_03810
OG0001267	DROME13068	APOSJ_40387, APOSJ_40388
OG0001268	DROME04920, DROME04921	APOSJ_31771
OG0001270	DROME12379	APOSJ_00845, APOSJ_10264
OG0001270	DROME02961	APOSJ_39650, APOSJ_52054, APOSJ_52055, APOSJ_52049, APOSJ_52052
OG0001271	DROME20484	APOSJ_42324, APOSJ_42325, APOSJ_42323, APOSJ_42327, APOSJ_42326, APOSJ_42322
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	APOSJ_63437, APOSJ_56345, APOSJ_64374, APOSJ_14803, APOSJ_14802
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	APOSJ_07726, APOSJ_19500, APOSJ_19498
OG0001274	DROME06585, DROME06586, DROME06584	APOSJ_63498, APOSJ_63499, APOSJ_63500, APOSJ_63501
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	APOSJ_00033, APOSJ_37707, APOSJ_47385, APOSJ_00028, APOSJ_17176, APOSJ_00034, APOSJ_06801, APOSJ_21732, APOSJ_00032, APOSJ_40492, APOSJ_00029, APOSJ_00030, APOSJ_42710, APOSJ_17171, APOSJ_21731, APOSJ_21730, APOSJ_47368, APOSJ_21729, APOSJ_21728, APOSJ_17170, APOSJ_00027, APOSJ_00031
OG0001279	DROME15211, DROME15210	APOSJ_00366, APOSJ_00367
OG0001280	DROME15706	APOSJ_38817, APOSJ_38818, APOSJ_38816
OG0001281	DROME19100	APOSJ_13341, APOSJ_38314, APOSJ_13340, APOSJ_13334
OG0001282	DROME04060, DROME04059, DROME04058	APOSJ_53381, APOSJ_53380, APOSJ_53382, APOSJ_53379, APOSJ_53383, APOSJ_62917, APOSJ_63341, APOSJ_62919
OG0001284	DROME05418	APOSJ_38180, APOSJ_38179, APOSJ_38178, APOSJ_39124
OG0001286	DROME11490, DROME11489, DROME11491	APOSJ_21405
OG0001287	DROME15976, DROME15975, DROME04476	APOSJ_30564, APOSJ_02347, APOSJ_31786, APOSJ_62177
OG0001288	DROME19787, DROME09388, DROME09389	APOSJ_22796
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	APOSJ_34219, APOSJ_34220
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	APOSJ_13944, APOSJ_61515, APOSJ_61517, APOSJ_61511, APOSJ_61514, APOSJ_61513, APOSJ_61512, APOSJ_61516
OG0001292	DROME20956	APOSJ_35425, APOSJ_55180, APOSJ_35427, APOSJ_35424
OG0001293	DROME19380, DROME19378, DROME19379	APOSJ_46121, APOSJ_46120, APOSJ_46118, APOSJ_46119
OG0001294	DROME19278	APOSJ_33881, APOSJ_12351, APOSJ_55521, APOSJ_60130, APOSJ_60133, APOSJ_55523, APOSJ_60129, APOSJ_55517, APOSJ_33889, APOSJ_12353, APOSJ_12350, APOSJ_55520, APOSJ_12352, APOSJ_55516, APOSJ_55525, APOSJ_12355, APOSJ_12354, APOSJ_12349, APOSJ_55519, APOSJ_55524, APOSJ_60131, APOSJ_60128, APOSJ_55522
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	APOSJ_42068, APOSJ_42067
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	APOSJ_05820
OG0001300	DROME21326, DROME21325, DROME21324	APOSJ_00778
OG0001302	DROME00539	APOSJ_50423, APOSJ_14148, APOSJ_45734, APOSJ_14151, APOSJ_50422, APOSJ_50421, APOSJ_38024
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	APOSJ_49344
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	APOSJ_09587, APOSJ_09588
OG0001306	DROME08751, DROME08752	APOSJ_11291
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	APOSJ_62820, APOSJ_49337, APOSJ_62822
OG0001310	DROME15600	APOSJ_62169
OG0001311	DROME20740, DROME20738, DROME20739, DROME20741	APOSJ_36807
OG0001311	DROME06164	APOSJ_22226, APOSJ_22227, APOSJ_48297
OG0001315	DROME16592	APOSJ_51469, APOSJ_13986, APOSJ_48674, APOSJ_06707, APOSJ_25709
OG0001318	DROME17213	APOSJ_38930, APOSJ_26105, APOSJ_12648, APOSJ_38928, APOSJ_38929, APOSJ_43686, APOSJ_38925, APOSJ_26107
OG0001318	DROME09513	APOSJ_58195, APOSJ_58196, APOSJ_25774
OG0001319	DROME01307	APOSJ_49796
OG0001321	DROME16103	APOSJ_00883, APOSJ_05483, APOSJ_00884
OG0001322	DROME15932	APOSJ_25010, APOSJ_25009
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	APOSJ_62064
OG0001325	DROME14232	APOSJ_07903, APOSJ_07905
OG0001326	DROME03927	APOSJ_44084, APOSJ_48298
OG0001327	DROME02674, DROME02673, DROME02675	APOSJ_43125
OG0001328	DROME20058	APOSJ_09302, APOSJ_09297, APOSJ_52598, APOSJ_09296, APOSJ_52596, APOSJ_59045, APOSJ_59781, APOSJ_52600, APOSJ_59046, APOSJ_52599, APOSJ_01427, APOSJ_09295, APOSJ_09298, APOSJ_09299, APOSJ_11661, APOSJ_32443, APOSJ_52597, APOSJ_59043, APOSJ_59044, APOSJ_59047, APOSJ_09301
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	APOSJ_55342, APOSJ_55345, APOSJ_47110, APOSJ_55344
OG0001333	DROME11917, DROME07724, DROME09080, DROME09081	APOSJ_21097, APOSJ_21098, APOSJ_64098
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	APOSJ_37030
OG0001337	DROME07933, DROME07937	APOSJ_29722
OG0001337	DROME20158	APOSJ_00699, APOSJ_25641, APOSJ_62000, APOSJ_00714, APOSJ_08080, APOSJ_61995, APOSJ_30806, APOSJ_00711
