Orthogroup	DROME	SACKO_ok
OG0000967	DROME01950, DROME01951, DROME01952	SACKO_33567
OG0000968	DROME19457	SACKO_20110
OG0000969	DROME17496	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920
OG0000972	DROME12808, DROME12809	SACKO_27667
OG0000974	DROME20587, DROME20537, DROME20538	SACKO_16128, SACKO_16106, SACKO_16116, SACKO_16100, SACKO_26926, SACKO_23081, SACKO_16105, SACKO_23031, SACKO_26929
OG0000976	DROME15676	SACKO_26354, SACKO_06538
OG0000978	DROME08128, DROME08129, DROME08130, DROME08127, DROME08125, DROME08126	SACKO_33844
OG0000979	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007
OG0000984	DROME12019, DROME07638	SACKO_22470, SACKO_22468, SACKO_28472
OG0000985	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402	SACKO_21389
OG0000987	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036	SACKO_11731
OG0000988	DROME19158	SACKO_00750, SACKO_27571
OG0000992	DROME02382, DROME02383	SACKO_27180, SACKO_01033, SACKO_27184
OG0000994	DROME20689	SACKO_04389
OG0000994	DROME05396	SACKO_17316, SACKO_07113, SACKO_15046
OG0000997	DROME00173	SACKO_06219
OG0000999	DROME05157, DROME05156	SACKO_02941, SACKO_27886
OG0001000	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941	SACKO_14786
OG0001001	DROME01963, DROME01964, DROME01966, DROME01965	SACKO_32000
OG0001003	DROME20428, DROME20429	SACKO_29333
OG0001004	DROME18265, DROME18264	SACKO_12211
OG0001005	DROME16898	SACKO_13230, SACKO_07944
OG0001006	DROME12303	SACKO_28465
OG0001008	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438	SACKO_12442
OG0001009	DROME10731	SACKO_04223
OG0001013	DROME18675, DROME18672, DROME18676, DROME18674, DROME18673	SACKO_22099, SACKO_33330, SACKO_22104, SACKO_12317
OG0001016	DROME03793	SACKO_04981
OG0001016	DROME04453	SACKO_21664, SACKO_15992
OG0001017	DROME18747, DROME18746	SACKO_02096
OG0001017	DROME08120, DROME08121	SACKO_06481
OG0001018	DROME08789	SACKO_04566, SACKO_31412
OG0001022	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390	SACKO_05140
OG0001023	DROME07472, DROME07471	SACKO_01529
OG0001024	DROME14925	SACKO_33645, SACKO_33650
OG0001027	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919	SACKO_17175, SACKO_22570, SACKO_25824
OG0001028	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208	SACKO_16985
OG0001030	DROME15420, DROME15421, DROME15419	SACKO_04680
OG0001031	DROME02372	SACKO_14751, SACKO_16200
OG0001032	DROME10930, DROME10931, DROME10932	SACKO_17505
OG0001033	DROME16359	SACKO_17499
OG0001036	DROME21959	SACKO_31534
OG0001037	DROME07145, DROME07148, DROME07147, DROME07146	SACKO_25311
OG0001038	DROME06346, DROME06343, DROME06345, DROME06344	SACKO_14108, SACKO_14106
OG0001039	DROME19717, DROME19715, DROME19716, DROME12713	SACKO_07566
OG0001042	DROME12465, DROME12464, DROME12463, DROME12462	SACKO_12664
OG0001046	DROME05889	SACKO_19301
OG0001049	DROME15991	SACKO_03823
OG0001050	DROME09499, DROME09500	SACKO_13547
OG0001052	DROME00663, DROME00661, DROME00662	SACKO_17741
OG0001052	DROME01922	SACKO_29699
OG0001053	DROME11830	SACKO_17162, SACKO_10734
OG0001054	DROME21929	SACKO_03197
OG0001056	DROME10790	SACKO_30374, SACKO_11428, SACKO_20947, SACKO_15771, SACKO_15745, SACKO_25763, SACKO_11474, SACKO_16790, SACKO_16794, SACKO_30377, SACKO_15898
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	SACKO_30744
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	SACKO_34066
OG0001060	DROME06478, DROME01930	SACKO_10412
OG0001062	DROME12175, DROME12172	SACKO_29376
OG0001063	DROME16034, DROME16033	SACKO_31591
OG0001063	DROME14111	SACKO_17683
OG0001064	DROME16728	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160
OG0001065	DROME13255	SACKO_06065
OG0001066	DROME06399	SACKO_07584
OG0001072	DROME08170	SACKO_03267
OG0001073	DROME03543, DROME03544, DROME03542	SACKO_21449, SACKO_04327
OG0001075	DROME05007, DROME05008	SACKO_11315, SACKO_14262
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	SACKO_06837
OG0001077	DROME13463, DROME13462	SACKO_10234
OG0001077	DROME14374	SACKO_23172, SACKO_02065, SACKO_02030
OG0001077	DROME15216, DROME15217, DROME15215, DROME15218	SACKO_02068
OG0001078	DROME16039, DROME16040	SACKO_03626
OG0001079	DROME12134, DROME12135, DROME12136	SACKO_30352
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	SACKO_20233, SACKO_20239
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	SACKO_05811, SACKO_32916
OG0001083	DROME07895	SACKO_03733
OG0001084	DROME15262, DROME15263	SACKO_24296
OG0001085	DROME18407, DROME18408, DROME18409	SACKO_23475
OG0001086	DROME20573	SACKO_01139
OG0001091	DROME08376, DROME08378, DROME08377	SACKO_17088
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	SACKO_08155, SACKO_08149
OG0001096	DROME20588, DROME20589, DROME02389	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878, SACKO_26925, SACKO_33433
OG0001097	DROME12546, DROME12547	SACKO_11793
OG0001101	DROME01099	SACKO_12678
OG0001102	DROME11539	SACKO_03700
OG0001102	DROME20883	SACKO_27070
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	SACKO_06135
OG0001104	DROME04004	SACKO_17440, SACKO_10508
OG0001104	DROME02777, DROME02778, DROME02350, DROME02351	SACKO_03224
OG0001105	DROME22092, DROME02326	SACKO_09999, SACKO_18067
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	SACKO_04290
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	SACKO_31250
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237
OG0001111	DROME01145	SACKO_20490
OG0001111	DROME15662	SACKO_03526
OG0001113	DROME18531, DROME18532	SACKO_21432
OG0001113	DROME01680	SACKO_05156
OG0001114	DROME00496, DROME16340, DROME16339	SACKO_08523
OG0001118	DROME14402, DROME14401	SACKO_04263, SACKO_00345
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	SACKO_20836
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	SACKO_32575
OG0001124	DROME13810	SACKO_10008
OG0001126	DROME07144	SACKO_28905, SACKO_15936
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	SACKO_04963
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	SACKO_18055
OG0001129	DROME06610	SACKO_22362
OG0001130	DROME08159	SACKO_21924, SACKO_08719, SACKO_08682
OG0001130	DROME08055, DROME04983, DROME04982	SACKO_19389, SACKO_19419
OG0001131	DROME00544	SACKO_02814
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	SACKO_22464
OG0001133	DROME02832	SACKO_03870
OG0001135	DROME18153, DROME18152	SACKO_12991
OG0001136	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237	SACKO_08700
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	SACKO_31589
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	SACKO_06420
OG0001139	DROME11285, DROME11284, DROME20784	SACKO_11336, SACKO_08887
OG0001140	DROME04492, DROME04491	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	SACKO_15539
OG0001142	DROME15460, DROME15458, DROME15459	SACKO_08495
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	SACKO_27075
OG0001144	DROME08380	SACKO_23855
OG0001148	DROME04431, DROME04432	SACKO_05323, SACKO_05299
OG0001149	DROME20514	SACKO_23060
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	SACKO_12887
OG0001158	DROME08138, DROME08137	SACKO_22305, SACKO_17286
OG0001159	DROME00704, DROME00657, DROME00658	SACKO_14618
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	SACKO_03583
OG0001161	DROME10169, DROME10171, DROME10167, DROME10168, DROME10170	SACKO_27696
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	SACKO_17543, SACKO_14294
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	SACKO_31507
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	SACKO_00737
OG0001165	DROME20938, DROME07288	SACKO_18359, SACKO_32002, SACKO_31998
OG0001167	DROME17311	SACKO_12026
OG0001168	DROME02336	SACKO_18942
OG0001170	DROME16781	SACKO_27342
OG0001172	DROME12074, DROME12075	SACKO_07899
OG0001172	DROME11227, DROME11226	SACKO_23083
OG0001173	DROME08477, DROME08476, DROME08478, DROME08741	SACKO_12453
OG0001173	DROME11068	SACKO_11271
OG0001174	DROME01257, DROME01258	SACKO_28428, SACKO_28429
OG0001175	DROME10674	SACKO_00167
OG0001177	DROME01933, DROME01934, DROME21906	SACKO_26073, SACKO_10730, SACKO_26943
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	SACKO_32742, SACKO_08914
OG0001180	DROME10923, DROME10922	SACKO_03980
OG0001184	DROME03279	SACKO_04686
OG0001184	DROME17805	SACKO_02591, SACKO_02594
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	SACKO_25271
OG0001186	DROME11811, DROME11812	SACKO_04961
OG0001186	DROME18932	SACKO_32087
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	SACKO_25731
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	SACKO_19736, SACKO_29072
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	SACKO_28961
OG0001197	DROME14364	SACKO_32347
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	SACKO_15686
OG0001203	DROME16841	SACKO_17678
OG0001204	DROME15252	SACKO_05436
OG0001205	DROME09818, DROME09817	SACKO_12981
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	SACKO_25532
OG0001209	DROME03307	SACKO_17895, SACKO_21794
OG0001210	DROME01292	SACKO_12027
OG0001210	DROME21654, DROME21653	SACKO_22645
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	SACKO_06728
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	SACKO_14563
OG0001213	DROME12028	SACKO_12475
OG0001213	DROME15857	SACKO_19088
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	SACKO_17861
OG0001215	DROME05613, DROME05611, DROME05612	SACKO_19345
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	SACKO_20921
OG0001217	DROME06701	SACKO_25190
OG0001218	DROME12211, DROME12213, DROME12212	SACKO_09575
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	SACKO_31732
OG0001220	DROME02744, DROME20493, DROME20492	SACKO_02206
OG0001221	DROME09514	SACKO_15128, SACKO_31267, SACKO_31272, SACKO_31273
OG0001223	DROME08781, DROME08780	SACKO_16161
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	SACKO_13197, SACKO_21032
OG0001226	DROME09885, DROME09884, DROME09883, DROME09882	SACKO_21968, SACKO_20774
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	SACKO_09407, SACKO_09406
OG0001230	DROME05921, DROME05920	SACKO_30865
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	SACKO_32360
OG0001232	DROME01876, DROME01877, DROME01878	SACKO_31664, SACKO_31674, SACKO_01123, SACKO_31671
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	SACKO_26867, SACKO_26860
OG0001236	DROME06609, DROME04424, DROME20964	SACKO_22328
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	SACKO_16321, SACKO_16315, SACKO_30993, SACKO_12973, SACKO_17092
OG0001238	DROME21058	SACKO_10255
OG0001238	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	SACKO_15368, SACKO_15935
OG0001239	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414	SACKO_01576
OG0001241	DROME02596	SACKO_21518
OG0001241	DROME03537	SACKO_25804
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	SACKO_00190
OG0001244	DROME15047	SACKO_24332, SACKO_33824, SACKO_25187, SACKO_24337
OG0001245	DROME06795	SACKO_17905
OG0001247	DROME18852	SACKO_16919
OG0001248	DROME02625, DROME02624, DROME02623	SACKO_03917
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	SACKO_07046, SACKO_07044
OG0001250	DROME10391, DROME10390, DROME10392	SACKO_22060
OG0001251	DROME04532	SACKO_21043
OG0001253	DROME16727, DROME02601	SACKO_07955
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	SACKO_17085, SACKO_17104
OG0001255	DROME11892	SACKO_21405
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	SACKO_32561
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	SACKO_02379
OG0001262	DROME20437	SACKO_14419
OG0001263	DROME01386, DROME01387	SACKO_10674
OG0001264	DROME08249, DROME08250, DROME08248	SACKO_25559
OG0001266	DROME19377	SACKO_34097
OG0001267	DROME13068	SACKO_21996
OG0001268	DROME04920, DROME04921	SACKO_30805
OG0001270	DROME12379	SACKO_24994
OG0001270	DROME02961	SACKO_01019
OG0001271	DROME20484	SACKO_30312
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	SACKO_25421
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	SACKO_29270
OG0001274	DROME06585, DROME06586, DROME06584	SACKO_16020
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	SACKO_30635
OG0001279	DROME15211, DROME15210	SACKO_20454
OG0001280	DROME15706	SACKO_17298
OG0001281	DROME19100	SACKO_27839, SACKO_17699, SACKO_17706, SACKO_27835, SACKO_17701, SACKO_25721
OG0001282	DROME04060, DROME04059, DROME04058	SACKO_11635
OG0001284	DROME05418	SACKO_16492
OG0001286	DROME11490, DROME11489, DROME11491	SACKO_00888
OG0001287	DROME15976, DROME15975, DROME04476	SACKO_31693
OG0001288	DROME19787, DROME09388, DROME09389	SACKO_05048, SACKO_15962
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	SACKO_09675, SACKO_22471
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	SACKO_21943
OG0001292	DROME20956	SACKO_15420
OG0001293	DROME19380, DROME19378, DROME19379	SACKO_21987
OG0001294	DROME19278	SACKO_03533
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	SACKO_22899
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	SACKO_11661
OG0001300	DROME21326, DROME21325, DROME21324	SACKO_02042
OG0001302	DROME00539	SACKO_07352
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	SACKO_19061
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	SACKO_26780
OG0001306	DROME08751, DROME08752	SACKO_10996
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	SACKO_29701
OG0001310	DROME15600	SACKO_11650
OG0001311	DROME06164	SACKO_14169
OG0001315	DROME16592	SACKO_09990
OG0001318	DROME17213	SACKO_20260
OG0001318	DROME09513	SACKO_33046
OG0001319	DROME01307	SACKO_17261
OG0001321	DROME16103	SACKO_00755
OG0001322	DROME15932	SACKO_00634, SACKO_05223
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	SACKO_09370
OG0001325	DROME14232	SACKO_27663
OG0001326	DROME03927	SACKO_30260
OG0001327	DROME02674, DROME02673, DROME02675	SACKO_11723
OG0001328	DROME20058	SACKO_24069
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	SACKO_00723
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	SACKO_02457
OG0001337	DROME07933, DROME07937	SACKO_18014
OG0001337	DROME20158	SACKO_02804
OG0001339	DROME19223, DROME16443, DROME14812, DROME07497, DROME07496	SACKO_07781
OG0001341	DROME19896, DROME19897, DROME19895	SACKO_06241
OG0001344	DROME04657, DROME04656	SACKO_14763
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	SACKO_28912
OG0001350	DROME03240, DROME03239	SACKO_01074
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	SACKO_20883
OG0001352	DROME11579, DROME11580	SACKO_25575, SACKO_25587, SACKO_15835, SACKO_13422, SACKO_13435
OG0001353	DROME12504, DROME12505	SACKO_05612
OG0001354	DROME19155, DROME19156	SACKO_05972
OG0001354	DROME18928	SACKO_27003
OG0001355	DROME18115	SACKO_12733
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	SACKO_23436
OG0001358	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319	SACKO_18923
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	SACKO_04493, SACKO_04499
OG0001360	DROME16475, DROME16474, DROME01288, DROME01289	SACKO_06003, SACKO_33651
OG0001361	DROME10441	SACKO_06636, SACKO_20244
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	SACKO_07065, SACKO_07071, SACKO_02886
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	SACKO_14270, SACKO_14260
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	SACKO_11804
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	SACKO_12370
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	SACKO_00812
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	SACKO_17304, SACKO_17312, SACKO_19756
OG0001372	DROME06987	SACKO_27561, SACKO_16399, SACKO_27587
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	SACKO_09984
OG0001375	DROME11058	SACKO_12584, SACKO_12521
OG0001375	DROME12544	SACKO_21495
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	SACKO_34148
OG0001378	DROME14090, DROME14089	SACKO_24430, SACKO_21687
OG0001381	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084	SACKO_25884
OG0001382	DROME16755, DROME15883	SACKO_22264
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	SACKO_27457
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	SACKO_07056
OG0001389	DROME08448, DROME08449, DROME08447	SACKO_01374
OG0001395	DROME22042	SACKO_14815
OG0001397	DROME12938	SACKO_20543
OG0001397	DROME12061	SACKO_02267
OG0001398	DROME00533	SACKO_14409, SACKO_01986, SACKO_01969, SACKO_01989, SACKO_01970
OG0001399	DROME18551, DROME15177	SACKO_22119, SACKO_19007
OG0001401	DROME07715	SACKO_26685, SACKO_02950, SACKO_02949
OG0001402	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037	SACKO_07573
OG0001405	DROME06373	SACKO_26862
OG0001405	DROME02126	SACKO_07421
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	SACKO_29996
OG0001408	DROME21635, DROME21636, DROME21634	SACKO_32306
OG0001409	DROME18107	SACKO_32640
OG0001410	DROME00626	SACKO_14471
OG0001411	DROME13591, DROME09768, DROME09769	SACKO_04096
OG0001413	DROME21681, DROME21682	SACKO_13707
OG0001413	DROME17078	SACKO_08606
OG0001414	DROME16698, DROME16697	SACKO_04758
OG0001414	DROME00599	SACKO_30191
OG0001416	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876	SACKO_14338
OG0001417	DROME21398, DROME21399	SACKO_28149
OG0001417	DROME04528	SACKO_29213, SACKO_19020
OG0001418	DROME11411	SACKO_04240
OG0001419	DROME00719	SACKO_11370
OG0001421	DROME08210	SACKO_11974
OG0001422	DROME19262, DROME19263	SACKO_08100
OG0001423	DROME11161, DROME11163, DROME11162	SACKO_22783
OG0001424	DROME10397	SACKO_10409
OG0001424	DROME21291	SACKO_16678
OG0001425	DROME10455	SACKO_32937
OG0001426	DROME16504, DROME16505	SACKO_29415
OG0001427	DROME04112, DROME04111, DROME04110	SACKO_25289
OG0001428	DROME00299, DROME00300	SACKO_29404
OG0001429	DROME15859, DROME15858	SACKO_04222
OG0001430	DROME14607, DROME14606	SACKO_23248
OG0001431	DROME08311, DROME08313, DROME08312	SACKO_19695
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	SACKO_20980
OG0001435	DROME00261, DROME00262	SACKO_09568, SACKO_09561, SACKO_09540, SACKO_09588, SACKO_09604, SACKO_09579, SACKO_09550, SACKO_09534
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	SACKO_20014
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	SACKO_23971, SACKO_01223, SACKO_25064
OG0001438	DROME02079, DROME08565	SACKO_22113, SACKO_28211
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	SACKO_13032
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	SACKO_07486
OG0001442	DROME14822, DROME14823, DROME14821	SACKO_19825
OG0001445	DROME19218	SACKO_32917
OG0001447	DROME20519, DROME20520, DROME20518	SACKO_02819
OG0001449	DROME21187	SACKO_30150
OG0001455	DROME05198	SACKO_15116
OG0001458	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556	SACKO_09504
OG0001459	DROME20534	SACKO_12626
OG0001460	DROME19034	SACKO_22427
OG0001461	DROME01468	SACKO_33755, SACKO_32797
OG0001462	DROME07618, DROME07619	SACKO_31580, SACKO_05180, SACKO_17935, SACKO_06073, SACKO_29076, SACKO_04210
OG0001463	DROME17238, DROME10819	SACKO_06141, SACKO_31720, SACKO_15166, SACKO_29008, SACKO_29029, SACKO_29002
OG0001464	DROME03533, DROME03534	SACKO_17111, SACKO_16693
OG0001465	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895	SACKO_13637
OG0001466	DROME20715	SACKO_25244, SACKO_06437
OG0001467	DROME03510	SACKO_14405
OG0001468	DROME11512, DROME11513	SACKO_04663
OG0001469	DROME11498	SACKO_18991, SACKO_06864
OG0001469	DROME15100	SACKO_14829
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	SACKO_29094, SACKO_26935
OG0001472	DROME03418	SACKO_32963
OG0001472	DROME01627	SACKO_05324
OG0001474	DROME02835, DROME02834	SACKO_22047
OG0001475	DROME11371, DROME08104, DROME08103	SACKO_18688
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	SACKO_06016
OG0001478	DROME17873, DROME17872	SACKO_22168, SACKO_22673
OG0001479	DROME09340	SACKO_02888
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	SACKO_24421, SACKO_24426
OG0001482	DROME08131, DROME08132, DROME08133	SACKO_10214
OG0001484	DROME00233, DROME00235, DROME00237	SACKO_06239
OG0001485	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031	SACKO_29097, SACKO_18011
OG0001486	DROME20978	SACKO_09648
OG0001487	DROME03483, DROME03486, DROME03489, DROME03481, DROME03482, DROME03484, DROME03485, DROME03488, DROME03487	SACKO_16382
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	SACKO_31213
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	SACKO_31672, SACKO_19740
OG0001492	DROME03966	SACKO_03265
OG0001495	DROME13469	SACKO_09788, SACKO_09799
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	SACKO_17784
OG0001501	DROME17335, DROME17336	SACKO_17924
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	SACKO_22382
OG0001503	DROME04749	SACKO_02436
OG0001503	DROME03622	SACKO_18105
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	SACKO_29597, SACKO_07151, SACKO_19671, SACKO_29627, SACKO_29647
OG0001505	DROME08192	SACKO_14128, SACKO_28620
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	SACKO_20284
OG0001508	DROME11905	SACKO_27803, SACKO_27807
OG0001510	DROME00025	SACKO_33627
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	SACKO_25814
OG0001512	DROME19876, DROME13867, DROME13866	SACKO_07336
OG0001513	DROME05379	SACKO_31007
