Orthogroup	DROME	AMPFI_ok
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	AMPFI_25578
OG0001209	DROME03307	AMPFI_10000
OG0001210	DROME01292	AMPFI_13828
OG0001210	DROME21654, DROME21653	AMPFI_05417
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	AMPFI_10364
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	AMPFI_04206, AMPFI_11836, AMPFI_24007
OG0001213	DROME12028	AMPFI_07381
OG0001213	DROME15857	AMPFI_18186
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	AMPFI_05265
OG0001215	DROME05613, DROME05611, DROME05612	AMPFI_10063
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	AMPFI_06120
OG0001217	DROME06701	AMPFI_07018
OG0001218	DROME12211, DROME12213, DROME12212	AMPFI_18506
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	AMPFI_23839
OG0001220	DROME02744, DROME20493, DROME20492	AMPFI_12004, AMPFI_03787, AMPFI_14887, AMPFI_03086, AMPFI_17325
OG0001221	DROME09514	AMPFI_09440
OG0001223	DROME08781, DROME08780	AMPFI_23890
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	AMPFI_05889
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	AMPFI_12556
OG0001230	DROME05921, DROME05920	AMPFI_11806
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	AMPFI_23517
OG0001232	DROME01876, DROME01877, DROME01878	AMPFI_03432, AMPFI_18743, AMPFI_08459, AMPFI_09206, AMPFI_03213
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	AMPFI_10815, AMPFI_24580
OG0001236	DROME06609, DROME04424, DROME20964	AMPFI_04390
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	AMPFI_09608
OG0001238	DROME21058	AMPFI_08671
OG0001238	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	AMPFI_08263
OG0001241	DROME02596	AMPFI_10474
OG0001241	DROME03537	AMPFI_05156
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	AMPFI_09177
OG0001247	DROME18852	AMPFI_24091
OG0001248	DROME02625, DROME02624, DROME02623	AMPFI_15716
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	AMPFI_23310
OG0001250	DROME10391, DROME10390, DROME10392	AMPFI_07433
OG0001251	DROME04532	AMPFI_15272
OG0001253	DROME16727, DROME02601	AMPFI_05658
OG0001254	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033	AMPFI_10158
OG0001255	DROME11892	AMPFI_10235
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	AMPFI_15458
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	AMPFI_21898
OG0001262	DROME20437	AMPFI_14619
OG0001263	DROME01386, DROME01387	AMPFI_11017
OG0001264	DROME08249, DROME08250, DROME08248	AMPFI_05271
OG0001267	DROME13068	AMPFI_03197
OG0001268	DROME04920, DROME04921	AMPFI_17603
OG0001270	DROME12379	AMPFI_10234
OG0001270	DROME02961	AMPFI_15423
OG0001271	DROME20484	AMPFI_12722
OG0001272	DROME17237, DROME17236, DROME17235, DROME17243	AMPFI_10847
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	AMPFI_08982
OG0001274	DROME06585, DROME06586, DROME06584	AMPFI_01753
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	AMPFI_14910
OG0001278	DROME15730	AMPFI_19943
OG0001279	DROME15211, DROME15210	AMPFI_05903
OG0001280	DROME15706	AMPFI_23298
OG0001281	DROME19100	AMPFI_16027
OG0001284	DROME05418	AMPFI_06659
OG0001287	DROME15976, DROME15975, DROME04476	AMPFI_14082
OG0001288	DROME19787, DROME09388, DROME09389	AMPFI_19759, AMPFI_00778
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	AMPFI_18904
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	AMPFI_17861
OG0001292	DROME20956	AMPFI_10776
OG0001293	DROME19380, DROME19378, DROME19379	AMPFI_14701
OG0001294	DROME19278	AMPFI_01514
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	AMPFI_06419
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	AMPFI_12346
OG0001300	DROME21326, DROME21325, DROME21324	AMPFI_08329
OG0001302	DROME00539	AMPFI_16649, AMPFI_15529
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	AMPFI_08298, AMPFI_10342
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	AMPFI_00755
OG0001306	DROME08751, DROME08752	AMPFI_21641
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	AMPFI_00605, AMPFI_01794, AMPFI_03456
OG0001310	DROME15600	AMPFI_22226, AMPFI_04482, AMPFI_16368
OG0001315	DROME16592	AMPFI_19734, AMPFI_21563, AMPFI_03331
OG0001318	DROME17213	AMPFI_07561
OG0001318	DROME09513	AMPFI_11299
OG0001319	DROME01307	AMPFI_11777
OG0001321	DROME16103	AMPFI_00079
OG0001322	DROME15932	AMPFI_23671
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	AMPFI_21599
OG0001324	DROME09728	AMPFI_26008
OG0001325	DROME14232	AMPFI_10346
OG0001326	DROME03927	AMPFI_12886
OG0001327	DROME02674, DROME02673, DROME02675	AMPFI_08065
OG0001328	DROME20058	AMPFI_16031, AMPFI_07538, AMPFI_22821, AMPFI_14375, AMPFI_25363, AMPFI_10406
OG0001328	DROME14994	AMPFI_20082
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	AMPFI_05140
OG0001332	DROME01823, DROME19220, DROME11272	AMPFI_20259
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	AMPFI_02356, AMPFI_10205
OG0001339	DROME19223, DROME16443, DROME14812, DROME07497, DROME07496	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490
OG0001341	DROME00588	AMPFI_14355, AMPFI_06570
OG0001341	DROME19896, DROME19897, DROME19895	AMPFI_01027
OG0001344	DROME04657, DROME04656	AMPFI_22417
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	AMPFI_00159
OG0001350	DROME03240, DROME03239	AMPFI_25832
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	AMPFI_22361
OG0001352	DROME11579, DROME11580	AMPFI_15694, AMPFI_18452, AMPFI_22485
OG0001353	DROME12504, DROME12505	AMPFI_10664
OG0001354	DROME18928	AMPFI_24004
OG0001355	DROME18115	AMPFI_14446
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	AMPFI_01615
OG0001358	DROME16422	AMPFI_22238
OG0001360	DROME16475, DROME16474, DROME01288, DROME01289	AMPFI_21614
OG0001362	DROME17431, DROME22085	AMPFI_13811
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	AMPFI_00070, AMPFI_09800, AMPFI_08365, AMPFI_02799, AMPFI_04841, AMPFI_18618
OG0001364	DROME18347, DROME18348	AMPFI_11134
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	AMPFI_17877, AMPFI_02545
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	AMPFI_02161
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	AMPFI_11158
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	AMPFI_09461
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	AMPFI_10372, AMPFI_15938, AMPFI_12819
OG0001372	DROME06987	AMPFI_21335
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	AMPFI_00190
OG0001375	DROME11058	AMPFI_00915
OG0001375	DROME12544	AMPFI_06104
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	AMPFI_21697
OG0001378	DROME14090, DROME14089	AMPFI_15247
OG0001379	DROME02340	AMPFI_14320
OG0001381	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084	AMPFI_12006
OG0001383	DROME08849, DROME08848, DROME08850, DROME08851	AMPFI_07068, AMPFI_11555
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	AMPFI_00234, AMPFI_22448
OG0001388	DROME15512	AMPFI_12817, AMPFI_11142
OG0001388	DROME19691	AMPFI_11567, AMPFI_07764, AMPFI_16897
OG0001388	DROME08323, DROME06473, DROME06382	AMPFI_02883
OG0001389	DROME08448, DROME08449, DROME08447	AMPFI_05693, AMPFI_24952
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	AMPFI_09024
OG0001395	DROME22042	AMPFI_24070
OG0001397	DROME12938	AMPFI_21706
OG0001397	DROME12061	AMPFI_17878, AMPFI_10775
OG0001398	DROME00533	AMPFI_06855
OG0001399	DROME18551, DROME15177	AMPFI_07188, AMPFI_21935
OG0001401	DROME07715	AMPFI_16893, AMPFI_02014
OG0001402	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037	AMPFI_26005
OG0001404	DROME05603	AMPFI_18013
OG0001405	DROME06373	AMPFI_15743
OG0001405	DROME02126	AMPFI_16561
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	AMPFI_09333
OG0001408	DROME21635, DROME21636, DROME21634	AMPFI_21365
OG0001409	DROME18923, DROME18920, DROME18919, DROME18918, DROME18921, DROME18927, DROME18922, DROME18926, DROME18925, DROME18924	AMPFI_10191
OG0001410	DROME00626	AMPFI_02616
OG0001411	DROME13591, DROME09768, DROME09769	AMPFI_10031
OG0001413	DROME21681, DROME21682	AMPFI_15619
OG0001413	DROME17078	AMPFI_22440
OG0001414	DROME16698, DROME16697	AMPFI_24645
OG0001414	DROME00599	AMPFI_20423
OG0001415	DROME17030, DROME17031	AMPFI_08129
OG0001417	DROME21398, DROME21399	AMPFI_09940
OG0001417	DROME04528	AMPFI_02655
OG0001418	DROME11411	AMPFI_15591
OG0001419	DROME00719	AMPFI_25243, AMPFI_17376
OG0001421	DROME08210	AMPFI_22931
OG0001422	DROME19262, DROME19263	AMPFI_23699
OG0001423	DROME11161, DROME11163, DROME11162	AMPFI_19050, AMPFI_22796
OG0001424	DROME10397	AMPFI_01906
OG0001425	DROME10455	AMPFI_13079
OG0001426	DROME16504, DROME16505	AMPFI_07973
OG0001427	DROME09989, DROME07053, DROME04112, DROME04111, DROME04110	AMPFI_07391
OG0001428	DROME00299, DROME00300	AMPFI_11938
OG0001430	DROME14607, DROME14606	AMPFI_07622
OG0001431	DROME08311, DROME08313, DROME08312	AMPFI_11117
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	AMPFI_00657
OG0001435	DROME05738	AMPFI_15537, AMPFI_05263
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	AMPFI_07709
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	AMPFI_07780, AMPFI_13432, AMPFI_20020
OG0001438	DROME02079, DROME08565	AMPFI_17699
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	AMPFI_01278
OG0001442	DROME14822, DROME14823, DROME14821	AMPFI_09777
OG0001445	DROME19218	AMPFI_06828
OG0001447	DROME20519, DROME20520, DROME20518	AMPFI_14165
OG0001449	DROME21187	AMPFI_17066
OG0001454	DROME17550, DROME17549, DROME17548	AMPFI_18370
OG0001455	DROME05198	AMPFI_16555
OG0001456	DROME21079	AMPFI_13598, AMPFI_00318
OG0001459	DROME20534	AMPFI_19783
OG0001460	DROME19034	AMPFI_23946
OG0001461	DROME01468	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344
OG0001462	DROME07618, DROME07619	AMPFI_17739
OG0001464	DROME03533, DROME03534	AMPFI_22525, AMPFI_17212
OG0001466	DROME20715	AMPFI_23243, AMPFI_06839
OG0001467	DROME03510	AMPFI_23736
OG0001468	DROME11512, DROME11513	AMPFI_19331
OG0001469	DROME11498	AMPFI_05229
OG0001469	DROME15100	AMPFI_02483
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	AMPFI_01501
OG0001472	DROME03418	AMPFI_01053
OG0001472	DROME01627	AMPFI_03075, AMPFI_01967
OG0001474	DROME02835, DROME02834	AMPFI_25092, AMPFI_21316
OG0001475	DROME11371, DROME08104, DROME08103	AMPFI_15659
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	AMPFI_07443, AMPFI_07837
OG0001478	DROME17873, DROME17872	AMPFI_01874, AMPFI_18015, AMPFI_17948
OG0001479	DROME09340	AMPFI_06247
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	AMPFI_00476, AMPFI_21537
OG0001482	DROME08131, DROME08132, DROME08133	AMPFI_20329
OG0001483	DROME17221	AMPFI_08005
OG0001484	DROME00233, DROME00235, DROME00237	AMPFI_09544, AMPFI_10813
OG0001486	DROME20978	AMPFI_03189
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	AMPFI_13984
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	AMPFI_18001, AMPFI_23928
OG0001492	DROME03966	AMPFI_14495
OG0001493	DROME09887	AMPFI_21759
OG0001495	DROME13469	AMPFI_01445
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	AMPFI_03212
OG0001501	DROME17335, DROME17336	AMPFI_16389, AMPFI_02881, AMPFI_04091, AMPFI_20063, AMPFI_19980, AMPFI_21405
OG0001503	DROME04749	AMPFI_03346
OG0001503	DROME03622	AMPFI_06513
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	AMPFI_14749
OG0001505	DROME08192	AMPFI_04877, AMPFI_09677
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	AMPFI_22691
OG0001507	DROME18836, DROME18837	AMPFI_00506
OG0001508	DROME11905	AMPFI_01605
OG0001509	DROME10512, DROME10511	AMPFI_24011
OG0001510	DROME00025	AMPFI_24135
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	AMPFI_24393
OG0001512	DROME19876, DROME13867, DROME13866	AMPFI_20643
OG0001513	DROME05379	AMPFI_05082
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	AMPFI_07458, AMPFI_05173, AMPFI_12325
OG0001516	DROME13883	AMPFI_17534, AMPFI_22070, AMPFI_04046
OG0001517	DROME03470	AMPFI_19672
OG0001518	DROME10968	AMPFI_20936
OG0001520	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838	AMPFI_06123
OG0001522	DROME02905, DROME02904	AMPFI_05516, AMPFI_18320, AMPFI_13603
OG0001523	DROME11130	AMPFI_21945
OG0001524	DROME06417, DROME06418	AMPFI_12143
OG0001524	DROME00342, DROME00343	AMPFI_24831
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	AMPFI_18416
OG0001527	DROME15289	AMPFI_06183
OG0001527	DROME00338	AMPFI_10281
OG0001529	DROME07602, DROME07601	AMPFI_24259
OG0001531	DROME10267, DROME10266	AMPFI_13148
OG0001532	DROME20201	AMPFI_06472
OG0001545	DROME06182	AMPFI_00526
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267
OG0001549	DROME13343, DROME13345, DROME13344	AMPFI_01171, AMPFI_04433
OG0001551	DROME08057	AMPFI_18500
OG0001553	DROME02123, DROME02122	AMPFI_24765
OG0001554	DROME16741	AMPFI_06413
OG0001557	DROME20902, DROME20901	AMPFI_09537
OG0001558	DROME19656, DROME19657	AMPFI_15140
OG0001559	DROME02902	AMPFI_05445
OG0001561	DROME04222	AMPFI_06589
OG0001563	DROME03209	AMPFI_13947, AMPFI_22270
OG0001567	DROME19417, DROME19416	AMPFI_05324
OG0001568	DROME08963, DROME07259, DROME19219, DROME18645	AMPFI_05220
OG0001569	DROME03783	AMPFI_09953
OG0001570	DROME13692	AMPFI_12961
OG0001572	DROME11998	AMPFI_12157
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	AMPFI_09279
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	AMPFI_15706
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	AMPFI_22659, AMPFI_16525
OG0001577	DROME17515, DROME17516	AMPFI_25892
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	AMPFI_13898
OG0001582	DROME15756, DROME15757	AMPFI_01796, AMPFI_13928
OG0001583	DROME08180, DROME08179	AMPFI_20716
OG0001584	DROME19782	AMPFI_22734
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	AMPFI_11604
OG0001590	DROME14234, DROME13421	AMPFI_24468
OG0001593	DROME06841, DROME06840	AMPFI_15712
OG0001594	DROME05350, DROME05351, DROME05349	AMPFI_13904
OG0001594	DROME10666, DROME10665	AMPFI_18261, AMPFI_11597
OG0001596	DROME03082, DROME03081, DROME03080	AMPFI_14311, AMPFI_21924
OG0001597	DROME12080	AMPFI_13604
OG0001599	DROME14559	AMPFI_03121
OG0001600	DROME19005	AMPFI_10540
OG0001602	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796	AMPFI_16253, AMPFI_00833, AMPFI_23527
OG0001603	DROME05748, DROME05749	AMPFI_09370, AMPFI_09372
OG0001604	DROME13655, DROME13654	AMPFI_07862, AMPFI_04179
OG0001604	DROME15595, DROME15593, DROME15592, DROME15594	AMPFI_13911
OG0001605	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001	AMPFI_24911
OG0001606	DROME01628	AMPFI_03478
OG0001608	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455	AMPFI_07127
OG0001609	DROME13801, DROME13802, DROME13800	AMPFI_10765
OG0001609	DROME09555	AMPFI_06902
OG0001610	DROME06881	AMPFI_05189
OG0001611	DROME07510, DROME07509, DROME07511	AMPFI_12536
OG0001612	DROME07050, DROME07049	AMPFI_24849
OG0001614	DROME14120	AMPFI_14043
OG0001614	DROME17646	AMPFI_09076
OG0001620	DROME01154, DROME01153, DROME01150, DROME01151	AMPFI_12324
OG0001621	DROME19943, DROME19942, DROME19944	AMPFI_09527
OG0001623	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251	AMPFI_21345
OG0001624	DROME08385, DROME08387, DROME08386, DROME08384	AMPFI_12384
OG0001627	DROME17716, DROME17715	AMPFI_13242
OG0001628	DROME21766	AMPFI_23293, AMPFI_19870, AMPFI_15107, AMPFI_14676
OG0001628	DROME21765	AMPFI_12805
OG0001629	DROME03998, DROME03999, DROME03997	AMPFI_05227
OG0001630	DROME10692	AMPFI_09150
OG0001632	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193	AMPFI_15399
OG0001634	DROME02691, DROME02692	AMPFI_21874
OG0001634	DROME06767	AMPFI_22894
OG0001635	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443	AMPFI_19476
OG0001636	DROME21027, DROME21028	AMPFI_05825
OG0001638	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415	AMPFI_08503
OG0001639	DROME01523, DROME01525, DROME01524	AMPFI_08162
OG0001641	DROME08987, DROME08990, DROME08991	AMPFI_08722
OG0001642	DROME09872	AMPFI_15628
OG0001644	DROME05204	AMPFI_12516
OG0001651	DROME01946	AMPFI_03860
OG0001652	DROME14027, DROME14026, DROME19080	AMPFI_17438, AMPFI_03475
OG0001653	DROME03945, DROME03944, DROME03946	AMPFI_18635
OG0001654	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085	AMPFI_05689
OG0001655	DROME11541, DROME11542	AMPFI_16010
OG0001656	DROME12672	AMPFI_21429, AMPFI_09616
OG0001657	DROME16951	AMPFI_11506
OG0001658	DROME02670	AMPFI_21118
OG0001659	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494	AMPFI_20084, AMPFI_10173
OG0001660	DROME01600, DROME01597, DROME01598, DROME01599	AMPFI_15599
OG0001663	DROME17604, DROME17603	AMPFI_14386
OG0001664	DROME03276	AMPFI_06252
OG0001665	DROME21335, DROME21336	AMPFI_22180
OG0001665	DROME03860, DROME03861, DROME03859	AMPFI_12597
OG0001666	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414	AMPFI_24481, AMPFI_12799, AMPFI_14898
OG0001668	DROME13057, DROME13061, DROME13059, DROME13058, DROME13056, DROME13060, DROME13055	AMPFI_25005
OG0001670	DROME15734, DROME15735	AMPFI_03662, AMPFI_00129
OG0001671	DROME06393, DROME06394, DROME06396, DROME06395	AMPFI_16125, AMPFI_09893
OG0001672	DROME04869, DROME04868, DROME04867	AMPFI_19341
OG0001673	DROME15611, DROME15610	AMPFI_18848
OG0001675	DROME07179, DROME07181, DROME07180	AMPFI_04125
OG0001676	DROME15959, DROME15958, DROME15960	AMPFI_10805
OG0001677	DROME14874	AMPFI_23211
OG0001680	DROME20427	AMPFI_18352
OG0001682	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477	AMPFI_12014
OG0001683	DROME04416, DROME04417, DROME04415	AMPFI_22061
OG0001684	DROME15541	AMPFI_24253
OG0001685	DROME10450	AMPFI_05011
OG0001686	DROME15719	AMPFI_25112
OG0001688	DROME20991, DROME20989	AMPFI_10724
OG0001689	DROME21861, DROME21859	AMPFI_23147, AMPFI_19247
OG0001691	DROME07542, DROME07543, DROME07544, DROME07545	AMPFI_08102
OG0001692	DROME00090, DROME00091	AMPFI_02593
OG0001703	DROME06470, DROME06469	AMPFI_03974, AMPFI_10306, AMPFI_20867, AMPFI_22896
OG0001706	DROME01112	AMPFI_00734
OG0001707	DROME04786, DROME04787	AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071
OG0001708	DROME10362, DROME14608, DROME16704	AMPFI_10288, AMPFI_03554
OG0001711	DROME16692, DROME16691, DROME16690	AMPFI_23859
OG0001712	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059	AMPFI_03150, AMPFI_01037, AMPFI_08833
OG0001714	DROME06892	AMPFI_05879
OG0001714	DROME13258, DROME13259	AMPFI_12759
OG0001715	DROME06093, DROME06092	AMPFI_25034
OG0001718	DROME18626, DROME18625, DROME18627	AMPFI_15984
OG0001720	DROME07093, DROME07094, DROME07095	AMPFI_01920
OG0001721	DROME21093, DROME21094	AMPFI_11273
OG0001724	DROME16764, DROME16765, DROME16766, DROME16767	AMPFI_12909, AMPFI_21586
OG0001726	DROME01038, DROME01035, DROME01037, DROME01036	AMPFI_23403
OG0001727	DROME01511, DROME01510, DROME01513, DROME01512	AMPFI_09267
OG0001728	DROME19385	AMPFI_01049
OG0001729	DROME04994, DROME04995, DROME04996	AMPFI_05820
OG0001730	DROME08359, DROME08358, DROME08360, DROME08361	AMPFI_09157
OG0001731	DROME16558	AMPFI_18090, AMPFI_24445
OG0001732	DROME05765, DROME05764, DROME05766	AMPFI_05707, AMPFI_19074
OG0001733	DROME12129, DROME11165	AMPFI_08124
OG0001735	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045	AMPFI_02680
OG0001736	DROME04354, DROME04355	AMPFI_04077
OG0001736	DROME03103	AMPFI_10858
OG0001737	DROME03102	AMPFI_20661
OG0001738	DROME19892	AMPFI_08169
OG0001739	DROME17504, DROME18573, DROME08124	AMPFI_18533
OG0001744	DROME16508	AMPFI_00412
OG0001746	DROME21748	AMPFI_09609
OG0001747	DROME14222, DROME14221, DROME02413	AMPFI_21460, AMPFI_03962
OG0001749	DROME14967, DROME14968	AMPFI_19296, AMPFI_24575, AMPFI_18873
OG0001750	DROME06453	AMPFI_12484
OG0001751	DROME13918	AMPFI_25042, AMPFI_24009
OG0001752	DROME16905, DROME16904, DROME16907, DROME16906	AMPFI_05645
OG0001760	DROME19343, DROME19342	AMPFI_13517
OG0001768	DROME07376, DROME07377	AMPFI_03119
OG0001768	DROME14966	AMPFI_14756, AMPFI_14757
OG0001769	DROME08613	AMPFI_17583
OG0001769	DROME15632, DROME15631	AMPFI_24487
OG0001770	DROME12526, DROME12525	AMPFI_16335
OG0001774	DROME17117, DROME17119, DROME17118	AMPFI_10680
OG0001775	DROME03798	AMPFI_09788
OG0001776	DROME13827, DROME13826, DROME13825, DROME13824	AMPFI_14879
OG0001778	DROME03281	AMPFI_14017
OG0001779	DROME15364	AMPFI_12678
OG0001780	DROME12052	AMPFI_07742
OG0001781	DROME05960	AMPFI_23560
OG0001781	DROME03304	AMPFI_08314
OG0001783	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578	AMPFI_01182
OG0001785	DROME20701, DROME20700	AMPFI_02986, AMPFI_16358
OG0001787	DROME15226	AMPFI_25681
OG0001789	DROME15206, DROME15202, DROME15200, DROME15204	AMPFI_24598, AMPFI_14245
OG0001792	DROME20324	AMPFI_07829
OG0001793	DROME16987	AMPFI_08492
OG0001793	DROME21922	AMPFI_17091
OG0001794	DROME06075, DROME11897, DROME11898, DROME11899, DROME11900, DROME14777, DROME14776	AMPFI_09033
OG0001798	DROME07480	AMPFI_13433
OG0001799	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613	AMPFI_22445
OG0001800	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757	AMPFI_11453
OG0001804	DROME18434, DROME18435, DROME18433, DROME18432	AMPFI_10708
OG0001805	DROME11510, DROME11511	AMPFI_11465
OG0001806	DROME09050, DROME15347, DROME15346	AMPFI_11361
OG0001807	DROME02930, DROME02931, DROME02932	AMPFI_13156
OG0001808	DROME12890, DROME12888, DROME12889	AMPFI_01463
OG0001809	DROME10117, DROME10116	AMPFI_15697
OG0001810	DROME12471	AMPFI_19617
OG0001816	DROME01873	AMPFI_15030
OG0001818	DROME09141	AMPFI_13689
