Orthogroup	DROME	PFLAV
OG0000503	DROME08711, DROME08712	TCONS_00023137.p1
OG0000503	DROME00919, DROME00918	TCONS_00016415.p1
OG0000504	DROME06010, DROME06008, DROME06009, DROME06004, DROME06006, DROME06005, DROME06007, DROME06011	TCONS_00028051.p1
OG0000505	DROME09303	TCONS_00048589.p1, TCONS_00031917.p1, TCONS_00031941.p1
OG0000505	DROME18823	TCONS_00031914.p1
OG0000506	DROME20212, DROME20211, DROME20206, DROME20208, DROME20209, DROME20213, DROME20215, DROME20219, DROME20218, DROME20214, DROME20216, DROME20217	TCONS_00020995.p1
OG0000508	DROME02055	TCONS_00056880.p1, TCONS_00056893.p1
OG0000508	DROME08723, DROME08722, DROME08721	TCONS_00019601.p1
OG0000510	DROME17661, DROME17660, DROME17663, DROME17662, DROME17659, DROME15630, DROME15629, DROME02254	TCONS_00019767.p1, TCONS_00020826.p1
OG0000513	DROME18217, DROME18219, DROME18220, DROME18218, DROME18215, DROME18216	TCONS_00030624.p1, TCONS_00030622.p1
OG0000514	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571	TCONS_00013334.p1
OG0000515	DROME14318	TCONS_00037550.p1
OG0000519	DROME08599	TCONS_00022791.p1, TCONS_00005374.p1, TCONS_00005130.p1
OG0000520	DROME12834	TCONS_00004595.p1
OG0000520	DROME14866, DROME14865	TCONS_00035177.p1, TCONS_00035175.p1
OG0000521	DROME16066, DROME16068, DROME16065, DROME16069, DROME16070, DROME16071, DROME16067	TCONS_00011900.p1, TCONS_00040878.p1
OG0000524	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858	TCONS_00030250.p1
OG0000525	DROME10425	TCONS_00016658.p1
OG0000525	DROME20723, DROME20724, DROME20720, DROME20721	TCONS_00013078.p1
OG0000528	DROME11293, DROME11294, DROME11295, DROME11296	TCONS_00050473.p1
OG0000529	DROME08794, DROME08796, DROME08798, DROME08797, DROME08795, DROME05074, DROME05075, DROME05072, DROME05073	TCONS_00051513.p1
OG0000530	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197	TCONS_00054317.p1
OG0000531	DROME14834, DROME14835, DROME14836	TCONS_00019301.p1
OG0000534	DROME11197, DROME11196, DROME11195, DROME11194	TCONS_00056562.p1
OG0000537	DROME00914	TCONS_00021934.p1
OG0000537	DROME00913	TCONS_00020895.p1
OG0000542	DROME03950	TCONS_00031701.p1
OG0000545	DROME09189, DROME09193, DROME09192, DROME09190, DROME09191	TCONS_00011122.p1
OG0000545	DROME21375, DROME21376, DROME21377	TCONS_00010058.p1
OG0000548	DROME12062, DROME12064, DROME12063	TCONS_00026418.p1, TCONS_00026417.p1, TCONS_00011838.p1, TCONS_00049725.p1
OG0000549	DROME15009	TCONS_00028444.p1, TCONS_00028445.p1, TCONS_00028447.p1, TCONS_00029499.p1, TCONS_00029502.p1
OG0000550	DROME18341, DROME18338, DROME18340, DROME18339, DROME18337	TCONS_00018437.p1
OG0000551	DROME20755, DROME20754, DROME20757, DROME20756, DROME17228, DROME20767, DROME20760, DROME20758, DROME20761, DROME20765, DROME13495, DROME20763, DROME20762, DROME20766	TCONS_00027546.p1, TCONS_00027551.p1, TCONS_00027552.p1, TCONS_00027557.p1, TCONS_00027553.p1, TCONS_00020122.p1, TCONS_00019555.p1, TCONS_00020125.p1, TCONS_00020116.p1, TCONS_00020126.p1, TCONS_00027550.p1, TCONS_00027544.p1, TCONS_00020232.p1, TCONS_00046148.p1, TCONS_00027545.p1
OG0000552	DROME03162, DROME03867	TCONS_00051707.p1, TCONS_00043405.p1, TCONS_00045211.p1, TCONS_00021406.p1, TCONS_00011748.p1, TCONS_00021413.p1
OG0000553	DROME21018, DROME21017, DROME21019	TCONS_00013171.p1
OG0000554	DROME13166, DROME13165, DROME13164	TCONS_00054892.p1
OG0000560	DROME17254	TCONS_00050536.p1, TCONS_00050533.p1, TCONS_00010531.p1, TCONS_00012199.p1, TCONS_00010924.p1, TCONS_00003272.p1, TCONS_00051476.p1
OG0000561	DROME17453	TCONS_00005060.p1, TCONS_00006305.p1
OG0000564	DROME15769	TCONS_00010212.p1
OG0000564	DROME17396	TCONS_00009806.p1
OG0000566	DROME04343, DROME04344, DROME04345	TCONS_00032759.p1, TCONS_00032760.p1, TCONS_00020313.p1
OG0000567	DROME15246, DROME04098, DROME04097, DROME15019	TCONS_00053726.p1, TCONS_00052633.p1, TCONS_00002536.p1, TCONS_00029665.p1, TCONS_00028027.p1
OG0000572	DROME13193, DROME13191, DROME13190, DROME13192	TCONS_00003540.p1
OG0000573	DROME20963	TCONS_00051396.p1
OG0000573	DROME19690	TCONS_00028054.p1
OG0000574	DROME20472	TCONS_00014265.p1
OG0000574	DROME13727	TCONS_00014282.p1
OG0000574	DROME20471	TCONS_00015177.p1
OG0000575	DROME03938	TCONS_00056676.p1, TCONS_00056668.p1
OG0000576	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656	TCONS_00020537.p1
OG0000578	DROME00903, DROME00906, DROME00904, DROME00909, DROME00905, DROME00907, DROME00908	TCONS_00011983.p1
OG0000579	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277	TCONS_00047924.p1, TCONS_00047936.p1
OG0000580	DROME05049, DROME05053, DROME05052, DROME05051, DROME05054, DROME05047, DROME05050, DROME05048, DROME05055	TCONS_00017332.p1
OG0000581	DROME04316	TCONS_00010067.p1
OG0000581	DROME12403	TCONS_00011411.p1
OG0000582	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393	TCONS_00015865.p1
OG0000583	DROME11759, DROME11760, DROME11761, DROME11765, DROME11762, DROME11766	TCONS_00000895.p1
OG0000584	DROME06387, DROME06386	TCONS_00053742.p1, TCONS_00053894.p1, TCONS_00052779.p1, TCONS_00053893.p1, TCONS_00052780.p1, TCONS_00052781.p1, TCONS_00053892.p1, TCONS_00053891.p1, TCONS_00016434.p1, TCONS_00016431.p1, TCONS_00016445.p1
OG0000587	DROME16670, DROME16671, DROME16672	TCONS_00022545.p1
OG0000587	DROME16137	TCONS_00010544.p1
OG0000588	DROME00241, DROME00240, DROME20059, DROME09587	TCONS_00053411.p1
OG0000589	DROME21469, DROME21464, DROME21466, DROME21463, DROME21468, DROME21471, DROME21470, DROME21465, DROME21467	TCONS_00023963.p1
OG0000590	DROME00417	TCONS_00002842.p1, TCONS_00002855.p1
OG0000591	DROME20132, DROME20133, DROME20134	TCONS_00012323.p1
OG0000591	DROME02758	TCONS_00022884.p1, TCONS_00022888.p1
OG0000593	DROME07365, DROME07366	TCONS_00014283.p1
OG0000594	DROME15095, DROME15096, DROME15094	TCONS_00048592.p1
OG0000597	DROME04131, DROME04129, DROME04130	TCONS_00005133.p1
OG0000600	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796	TCONS_00000259.p1
OG0000602	DROME10244	TCONS_00020864.p1
OG0000602	DROME11259, DROME11258	TCONS_00021886.p1
OG0000603	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374	TCONS_00010667.p1
OG0000604	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679	TCONS_00009810.p1
OG0000607	DROME11536, DROME11535	TCONS_00036408.p1
OG0000608	DROME19052, DROME19054	TCONS_00041690.p1
OG0000610	DROME02040, DROME02039, DROME02041	TCONS_00029610.p1
OG0000611	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841	TCONS_00043712.p1
OG0000611	DROME01553, DROME01552, DROME01554	TCONS_00008633.p1
OG0000612	DROME04304	TCONS_00026134.p1
OG0000612	DROME00841	TCONS_00008817.p1
OG0000614	DROME20120, DROME20121, DROME20122, DROME20119	TCONS_00010741.p1
OG0000615	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019	TCONS_00021814.p1
OG0000616	DROME06628, DROME06631, DROME06630, DROME06629	TCONS_00052324.p1, TCONS_00034261.p1
OG0000617	DROME17414	TCONS_00047987.p1
OG0000619	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410	TCONS_00020865.p1
OG0000622	DROME02917	TCONS_00016634.p1, TCONS_00037246.p1, TCONS_00016642.p1, TCONS_00015900.p1, TCONS_00037127.p1, TCONS_00037126.p1, TCONS_00037819.p1, TCONS_00035960.p1, TCONS_00036051.p1, TCONS_00016488.p1, TCONS_00025408.p1, TCONS_00025416.p1, TCONS_00025413.p1, TCONS_00025414.p1, TCONS_00025412.p1, TCONS_00003001.p1, TCONS_00037282.p1, TCONS_00004059.p1, TCONS_00004122.p1
OG0000623	DROME13642	TCONS_00045077.p1
OG0000623	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776	TCONS_00014399.p1
OG0000624	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945	TCONS_00056401.p1
OG0000625	DROME07819, DROME00264, DROME00265, DROME00249	TCONS_00040416.p1
OG0000628	DROME13958	TCONS_00000408.p1
OG0000628	DROME17423	TCONS_00046680.p1
OG0000629	DROME03521	TCONS_00015400.p1
OG0000629	DROME15755	TCONS_00037355.p1
OG0000635	DROME14325, DROME14327, DROME14326	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1
OG0000635	DROME04651, DROME04649, DROME04652	TCONS_00005140.p1, TCONS_00005141.p1, TCONS_00005139.p1
OG0000636	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983	TCONS_00026316.p1
OG0000639	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865	TCONS_00028238.p1
OG0000639	DROME00355	TCONS_00009320.p1
OG0000643	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055	TCONS_00054014.p1, TCONS_00005337.p1
OG0000645	DROME14720	TCONS_00020836.p1
OG0000646	DROME20633, DROME20634, DROME20635	TCONS_00008685.p1
OG0000647	DROME13736	TCONS_00023134.p1
OG0000648	DROME08636	TCONS_00009291.p1, TCONS_00009289.p1, TCONS_00008067.p1
OG0000649	DROME08643, DROME00503	TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1
OG0000651	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447	TCONS_00019574.p1
OG0000654	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202	TCONS_00003642.p1
OG0000657	DROME04361	TCONS_00000969.p1, TCONS_00019776.p1, TCONS_00019777.p1, TCONS_00019778.p1
OG0000660	DROME08489	TCONS_00056935.p1
OG0000660	DROME17870	TCONS_00001169.p1
OG0000662	DROME13127, DROME03101, DROME20426	TCONS_00026788.p1, TCONS_00025890.p1
OG0000662	DROME18061	TCONS_00012593.p1
OG0000663	DROME05436	TCONS_00046671.p1
OG0000664	DROME09223, DROME09224, DROME09222, DROME09220, DROME09221, DROME09219	TCONS_00003405.p1, TCONS_00004385.p1
OG0000666	DROME12576, DROME12575	TCONS_00049104.p1
OG0000670	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670	TCONS_00022803.p1, TCONS_00022414.p1
OG0000671	DROME17183	TCONS_00003740.p1
OG0000672	DROME01096, DROME01095	TCONS_00021249.p1, TCONS_00022408.p1
OG0000672	DROME13682	TCONS_00009740.p1
OG0000674	DROME13823	TCONS_00028994.p1
OG0000674	DROME12190	TCONS_00024122.p1
OG0000676	DROME07205	TCONS_00018626.p1
OG0000676	DROME15377	TCONS_00022372.p1
OG0000680	DROME15155, DROME20131	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1
OG0000681	DROME11874, DROME11876, DROME11877, DROME11875	TCONS_00042950.p1
OG0000682	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175	TCONS_00026219.p1
OG0000683	DROME11493, DROME11492	TCONS_00022902.p1
OG0000683	DROME01831	TCONS_00052646.p1
OG0000685	DROME01255, DROME01256, DROME01253, DROME01254	TCONS_00023333.p1, TCONS_00023203.p1
OG0000690	DROME09460	TCONS_00046093.p1
OG0000690	DROME13136	TCONS_00053238.p1
OG0000692	DROME13871, DROME13870	TCONS_00052734.p1
OG0000694	DROME18910	TCONS_00014772.p1
OG0000695	DROME02480	TCONS_00025130.p1
OG0000696	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808	TCONS_00018845.p1
OG0000699	DROME04408, DROME04407, DROME04406	TCONS_00021271.p1
OG0000700	DROME00190, DROME00191, DROME15357, DROME15356	TCONS_00036206.p1
OG0000701	DROME19925, DROME19926, DROME06204, DROME17248	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1
OG0000702	DROME02010	TCONS_00020216.p1
OG0000703	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633	TCONS_00030196.p1
OG0000708	DROME21751, DROME21752	TCONS_00052744.p1
OG0000708	DROME18239	TCONS_00049295.p1
OG0000709	DROME01206	TCONS_00011621.p1
OG0000711	DROME08678	TCONS_00036664.p1, TCONS_00036685.p1
OG0000711	DROME09749, DROME09750	TCONS_00036548.p1
OG0000712	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697	TCONS_00043112.p1, TCONS_00051037.p1, TCONS_00052059.p1, TCONS_00050961.p1, TCONS_00050972.p1, TCONS_00043106.p1
OG0000713	DROME14995	TCONS_00020883.p1
OG0000715	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524	TCONS_00055218.p1
OG0000717	DROME21009	TCONS_00016080.p1, TCONS_00016081.p1
OG0000720	DROME08828	TCONS_00019702.p1, TCONS_00019718.p1
OG0000721	DROME21732	TCONS_00006398.p1
OG0000722	DROME08261, DROME08260	TCONS_00010253.p1
OG0000724	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298	TCONS_00011523.p1
OG0000725	DROME01937	TCONS_00015059.p1
OG0000725	DROME21529, DROME21530, DROME21531, DROME21532	TCONS_00023276.p1
OG0000726	DROME21495, DROME21494, DROME21492, DROME21493	TCONS_00016601.p1
OG0000730	DROME18332	TCONS_00057273.p1, TCONS_00056912.p1
OG0000730	DROME00495	TCONS_00053817.p1
OG0000731	DROME03051, DROME03053, DROME03052	TCONS_00021358.p1
OG0000732	DROME00208, DROME00209	TCONS_00022768.p1
OG0000732	DROME15061	TCONS_00053142.p1
OG0000733	DROME17454	TCONS_00011607.p1
OG0000733	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559	TCONS_00010891.p1
OG0000734	DROME17455	TCONS_00015907.p1
OG0000735	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093	TCONS_00016800.p1
OG0000736	DROME02615, DROME02614	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1
OG0000736	DROME09313	TCONS_00019278.p1
OG0000737	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533	TCONS_00026738.p1, TCONS_00041553.p1, TCONS_00026739.p1
OG0000740	DROME19981	TCONS_00055839.p1
OG0000740	DROME17246	TCONS_00030552.p1
OG0000740	DROME13667	TCONS_00031055.p1
OG0000744	DROME09899	TCONS_00008825.p1
OG0000745	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291	TCONS_00016076.p1
OG0000749	DROME10988, DROME10987	TCONS_00010786.p1
OG0000751	DROME06060, DROME06059, DROME06061, DROME06062	TCONS_00056206.p1
OG0000752	DROME15461	TCONS_00027586.p1
OG0000752	DROME09086	TCONS_00000980.p1
OG0000752	DROME20521, DROME11363	TCONS_00054248.p1
OG0000753	DROME16114, DROME16113	TCONS_00033131.p1
OG0000753	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021	TCONS_00034978.p1
OG0000753	DROME22020	TCONS_00033130.p1
OG0000755	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399	TCONS_00008247.p1
OG0000757	DROME07057	TCONS_00041747.p1, TCONS_00006887.p1, TCONS_00006876.p1
OG0000758	DROME04523, DROME04522, DROME04521	TCONS_00016783.p1
OG0000759	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208	TCONS_00002581.p1
OG0000761	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783	TCONS_00014693.p1
OG0000762	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273	TCONS_00002922.p1
OG0000763	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235	TCONS_00029111.p1
OG0000765	DROME04789, DROME04788	TCONS_00009967.p1
OG0000766	DROME06054, DROME06055, DROME01015	TCONS_00028822.p1, TCONS_00032747.p1
OG0000767	DROME14005, DROME12823, DROME12824	TCONS_00011537.p1
OG0000772	DROME13216	TCONS_00030063.p1
OG0000772	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563	TCONS_00008408.p1
OG0000774	DROME18935, DROME18934	TCONS_00049083.p1
OG0000775	DROME05200	TCONS_00045993.p1, TCONS_00044889.p1, TCONS_00045990.p1, TCONS_00045994.p1, TCONS_00004802.p1, TCONS_00044119.p1, TCONS_00045737.p1
OG0000776	DROME20100, DROME20102, DROME20101	TCONS_00046336.p1, TCONS_00030153.p1, TCONS_00030152.p1, TCONS_00009195.p1, TCONS_00030151.p1
OG0000777	DROME05836	TCONS_00013796.p1
OG0000779	DROME13622	TCONS_00015355.p1
OG0000779	DROME20961	TCONS_00016604.p1
OG0000780	DROME16908	TCONS_00009656.p1, TCONS_00031921.p2, TCONS_00031946.p1, TCONS_00031922.p1, TCONS_00052657.p1
OG0000782	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777	TCONS_00028725.p1
OG0000784	DROME16135, DROME14707, DROME14708, DROME14827	TCONS_00017272.p1
OG0000786	DROME17888, DROME17889	TCONS_00006890.p1, TCONS_00006878.p1
OG0000787	DROME06230	TCONS_00030413.p1
OG0000788	DROME11403	TCONS_00037097.p1
OG0000792	DROME20865	TCONS_00006053.p1, TCONS_00006055.p1
OG0000793	DROME20859, DROME20860	TCONS_00027936.p1
OG0000794	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332	TCONS_00016640.p1
OG0000795	DROME09200	TCONS_00041740.p1, TCONS_00043459.p1
OG0000796	DROME18203	TCONS_00021074.p1
OG0000797	DROME01160, DROME01161, DROME01159	TCONS_00030801.p1
OG0000798	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013	TCONS_00044179.p1
OG0000799	DROME17162	TCONS_00026061.p1
OG0000800	DROME19714	TCONS_00005527.p1, TCONS_00031622.p1, TCONS_00032650.p1, TCONS_00040715.p1, TCONS_00040709.p1, TCONS_00022234.p1, TCONS_00022235.p1, TCONS_00022236.p1, TCONS_00022113.p1, TCONS_00022115.p1, TCONS_00022114.p1, TCONS_00022116.p1, TCONS_00021049.p1, TCONS_00022034.p1, TCONS_00026387.p1
OG0000801	DROME05596, DROME05595, DROME05594	TCONS_00020737.p1
OG0000809	DROME15572, DROME15573	TCONS_00053785.p1
OG0000810	DROME04963, DROME04962, DROME04964	TCONS_00052958.p1
OG0000810	DROME08670	TCONS_00054964.p1
OG0000813	DROME18040, DROME18039	TCONS_00031270.p1
OG0000814	DROME05066, DROME05065	TCONS_00033072.p1
OG0000814	DROME04088, DROME04090	TCONS_00050568.p1
OG0000815	DROME01377, DROME01376	TCONS_00002931.p1
OG0000816	DROME03072, DROME03071, DROME03076, DROME03075	TCONS_00010999.p1
OG0000817	DROME16006	TCONS_00019272.p1
OG0000817	DROME02008	TCONS_00030970.p1
OG0000817	DROME06292	TCONS_00056615.p1
OG0000818	DROME03806, DROME03805	TCONS_00012579.p1
OG0000819	DROME19692	TCONS_00024907.p1, TCONS_00024899.p1
OG0000819	DROME00768, DROME00769	TCONS_00006186.p1
OG0000822	DROME01380	TCONS_00037841.p1
OG0000822	DROME09748, DROME09747	TCONS_00036983.p1
OG0000825	DROME11281	TCONS_00041619.p1
OG0000826	DROME12091	TCONS_00026813.p1, TCONS_00026816.p1, TCONS_00052129.p1, TCONS_00051021.p1, TCONS_00051017.p1, TCONS_00051018.p1, TCONS_00051287.p1, TCONS_00051304.p1, TCONS_00050140.p1, TCONS_00026815.p1, TCONS_00026817.p1, TCONS_00009120.p1
OG0000827	DROME19293, DROME19294, DROME19292	TCONS_00028524.p1
OG0000828	DROME20305	TCONS_00020647.p1
OG0000828	DROME19137	TCONS_00004770.p1
OG0000829	DROME18116, DROME07642	TCONS_00026046.p1
OG0000833	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498	TCONS_00054301.p1
OG0000834	DROME13922	TCONS_00002892.p1
OG0000835	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058	TCONS_00036638.p1, TCONS_00037847.p1
OG0000836	DROME02582, DROME02579, DROME02580, DROME02581	TCONS_00019427.p1
OG0000836	DROME17758, DROME17759	TCONS_00020767.p1
OG0000837	DROME05419, DROME18149	TCONS_00017392.p1
OG0000841	DROME06878, DROME06876, DROME06877, DROME06879	TCONS_00009390.p1
OG0000842	DROME10888, DROME10889	TCONS_00019047.p1
OG0000844	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409	TCONS_00051992.p1, TCONS_00051652.p1
OG0000847	DROME16726	TCONS_00006742.p1
OG0000847	DROME03898, DROME03895, DROME03896, DROME03897	TCONS_00006142.p1, TCONS_00006162.p1
OG0000848	DROME00579, DROME00580	TCONS_00042417.p1
OG0000848	DROME19683	TCONS_00020362.p1
OG0000849	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639	TCONS_00039977.p1
OG0000850	DROME12440, DROME20308	TCONS_00052504.p1
OG0000850	DROME12322	TCONS_00027096.p1
OG0000851	DROME20685, DROME20686	TCONS_00044107.p1
OG0000852	DROME03192, DROME03193, DROME03191	TCONS_00029058.p1
OG0000852	DROME08938, DROME08937	TCONS_00008486.p1
OG0000853	DROME21372, DROME21371, DROME21369, DROME21373, DROME21370	TCONS_00057114.p1, TCONS_00057101.p1
OG0000855	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331	TCONS_00005293.p1, TCONS_00030725.p1, TCONS_00029886.p1, TCONS_00005298.p1, TCONS_00005301.p1, TCONS_00005299.p1, TCONS_00005291.p1, TCONS_00005295.p1, TCONS_00005297.p1
OG0000857	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951	TCONS_00038040.p1
OG0000858	DROME07517, DROME07518	TCONS_00035617.p1, TCONS_00035720.p1
OG0000859	DROME03370, DROME03371	TCONS_00028631.p1
OG0000860	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398	TCONS_00014657.p1
OG0000867	DROME14166, DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088	TCONS_00027005.p1, TCONS_00027464.p1
OG0000869	DROME06391	TCONS_00052865.p1
OG0000870	DROME20283	TCONS_00009925.p1
OG0000871	DROME14585	TCONS_00035384.p1, TCONS_00001861.p1, TCONS_00000505.p1, TCONS_00000506.p1, TCONS_00000507.p1, TCONS_00000499.p1, TCONS_00000504.p1
OG0000871	DROME03028	TCONS_00026834.p1
OG0000872	DROME09696, DROME09697, DROME09695	TCONS_00037055.p1, TCONS_00037051.p1, TCONS_00037037.p1
OG0000873	DROME18351, DROME18349, DROME18350, DROME18353, DROME18354, DROME18352	TCONS_00029754.p1
OG0000874	DROME04338	TCONS_00043298.p1, TCONS_00042677.p1, TCONS_00007186.p1
OG0000875	DROME06587	TCONS_00056388.p1, TCONS_00041427.p1
OG0000876	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525	TCONS_00004348.p1
OG0000878	DROME07549	TCONS_00041708.p1, TCONS_00036230.p1, TCONS_00036231.p1, TCONS_00036232.p1, TCONS_00003745.p1
OG0000879	DROME00001, DROME21621, DROME11009	TCONS_00042409.p1, TCONS_00022585.p1, TCONS_00056397.p1
OG0000880	DROME13991, DROME13992	TCONS_00049616.p1
OG0000881	DROME06288, DROME06289	TCONS_00015965.p1
OG0000881	DROME20749, DROME20746, DROME20750, DROME20748, DROME20747, DROME20751, DROME20752, DROME20753	TCONS_00006707.p1
OG0000888	DROME13818	TCONS_00029758.p1
OG0000888	DROME15657	TCONS_00030186.p1
OG0000889	DROME20531, DROME20532	TCONS_00010936.p1
OG0000889	DROME20008	TCONS_00004850.p1, TCONS_00004830.p1
OG0000894	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897	TCONS_00042942.p1
OG0000894	DROME08778, DROME08777	TCONS_00014568.p1
OG0000896	DROME07637, DROME07636	TCONS_00023440.p1, TCONS_00023471.p1, TCONS_00023178.p1, TCONS_00003493.p1
OG0000897	DROME09205, DROME09206	TCONS_00047825.p1, TCONS_00047836.p1
OG0000904	DROME14411, DROME14410	TCONS_00030904.p1
OG0000905	DROME11749	TCONS_00036217.p1, TCONS_00037367.p1
OG0000906	DROME09411	TCONS_00015084.p1, TCONS_00003432.p1, TCONS_00003428.p1, TCONS_00002829.p2, TCONS_00004398.p1, TCONS_00051332.p1, TCONS_00003168.p1, TCONS_00002041.p1, TCONS_00000544.p1, TCONS_00004226.p1, TCONS_00004224.p1, TCONS_00004229.p1, TCONS_00003177.p1, TCONS_00003025.p1, TCONS_00003029.p1, TCONS_00003418.p1, TCONS_00004395.p1, TCONS_00003388.p1, TCONS_00004396.p1, TCONS_00003393.p1, TCONS_00003346.p1
OG0000907	DROME01472, DROME01473, DROME01474, DROME01471	TCONS_00053291.p1
OG0000908	DROME05842, DROME05841	TCONS_00027161.p1
OG0000908	DROME15683	TCONS_00031386.p1
OG0000909	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875	TCONS_00001186.p1, TCONS_00001174.p1
