Orthogroup	DROME	BRALA
OG0001056	DROME10790	BRALA03777, BRALA26581, BRALA28085, BRALA28084, BRALA16899, BRALA28083, BRALA12389, BRALA13609, BRALA13612, BRALA09672
OG0001058	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763	BRALA18889
OG0001059	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570	BRALA16690
OG0001060	DROME06478, DROME01930	BRALA22460
OG0001062	DROME12175, DROME12172	BRALA01158
OG0001063	DROME16034, DROME16033	BRALA22627
OG0001063	DROME14111	BRALA22196, BRALA22195, BRALA22198, BRALA22197, BRALA22194, BRALA22631
OG0001064	DROME16728	BRALA27120, BRALA30714, BRALA30301, BRALA26163
OG0001064	DROME20769	BRALA29488
OG0001065	DROME13255	BRALA12034, BRALA12035
OG0001066	DROME06399	BRALA03613
OG0001072	DROME08170	BRALA23228, BRALA23227
OG0001073	DROME03543, DROME03544, DROME03542	BRALA12664
OG0001075	DROME05007, DROME05008	BRALA09682
OG0001076	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432	BRALA20184
OG0001077	DROME13463, DROME13462	BRALA28759, BRALA28760
OG0001077	DROME14374	BRALA08290
OG0001077	DROME15216, DROME15217, DROME15215, DROME15218	BRALA31456
OG0001078	DROME16039, DROME16040	BRALA13847
OG0001079	DROME12134, DROME12135, DROME12136	BRALA12769
OG0001080	DROME21548, DROME21547	BRALA13314
OG0001081	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997	BRALA20186, BRALA18322, BRALA02329, BRALA02330
OG0001082	DROME16087, DROME16088, DROME16090, DROME16089	BRALA21015
OG0001083	DROME07895, DROME07890, DROME07893, DROME07892, DROME07896, DROME07887, DROME07888, DROME07889, DROME07891, DROME07885, DROME07886, DROME07894	BRALA22369
OG0001085	DROME18407, DROME18408, DROME18409	BRALA18590, BRALA17350
OG0001086	DROME03964, DROME03962, DROME03963, DROME03961	BRALA26119
OG0001091	DROME08376, DROME08378, DROME08377	BRALA18566
OG0001092	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203	BRALA08314
OG0001093	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008	BRALA07018
OG0001094	DROME08185, DROME21556	BRALA21202
OG0001096	DROME20588, DROME20589, DROME02389	BRALA02429, BRALA20860, BRALA19151, BRALA33488, BRALA29289, BRALA09978, BRALA29288
OG0001097	DROME12546, DROME12547	BRALA11714
OG0001102	DROME11539	BRALA06483
OG0001102	DROME20883	BRALA01705
OG0001103	DROME13242, DROME13241, DROME13243, DROME13244	BRALA23451
OG0001104	DROME04004	BRALA00254
OG0001104	DROME02777, DROME02778, DROME02350, DROME02351	BRALA14774
OG0001105	DROME22092, DROME02326	BRALA35235, BRALA17080
OG0001107	DROME03977	BRALA04956
OG0001108	DROME12857, DROME12858, DROME12856, DROME12855	BRALA10695
OG0001108	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011	BRALA14990
OG0001109	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274	BRALA30580, BRALA30582
OG0001111	DROME01145	BRALA28901
OG0001111	DROME15662	BRALA29371, BRALA06020
OG0001112	DROME13039, DROME13038, DROME13037, DROME13036	BRALA13668
OG0001113	DROME18531, DROME18532	BRALA08129
OG0001113	DROME01680	BRALA16554
OG0001114	DROME00496, DROME16340, DROME16339	BRALA27031
OG0001118	DROME14402, DROME14401	BRALA07680
OG0001119	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269	BRALA13802
OG0001121	DROME11643, DROME11644, DROME11645, DROME11642	BRALA32292, BRALA13901, BRALA27511, BRALA08946
OG0001124	DROME13810	BRALA23017
OG0001126	DROME07144	BRALA16208
OG0001127	DROME21295, DROME21293, DROME21294, DROME21292	BRALA09084, BRALA34184
OG0001128	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100	BRALA22493
OG0001129	DROME06610	BRALA12498
OG0001130	DROME08159	BRALA01930, BRALA15598
OG0001130	DROME08055, DROME04983, DROME04982	BRALA16826
OG0001131	DROME00544	BRALA13327
OG0001132	DROME12585, DROME12584, DROME12583, DROME12582	BRALA13540
OG0001133	DROME16631	BRALA03023
OG0001133	DROME02832	BRALA00752
OG0001135	DROME18153, DROME18152	BRALA11818
OG0001137	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225	BRALA13309
OG0001138	DROME16831, DROME16832, DROME16830, DROME16829	BRALA00020, BRALA11821
OG0001139	DROME11285, DROME11284, DROME20784	BRALA06120, BRALA32868, BRALA35077
OG0001140	DROME04492, DROME04491	BRALA16639
OG0001141	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356	BRALA09514
OG0001142	DROME15460, DROME15458, DROME15459	BRALA14735
OG0001143	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977	BRALA04133
OG0001144	DROME08380	BRALA10734
OG0001148	DROME04431, DROME04432	BRALA32277, BRALA19677, BRALA32275, BRALA34454, BRALA32276, BRALA12465, BRALA12466
OG0001149	DROME20514	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801
OG0001156	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510	BRALA24884
OG0001158	DROME08138, DROME08137	BRALA34638
OG0001159	DROME00704, DROME00657	BRALA12859
OG0001159	DROME00658	BRALA12862
OG0001160	DROME05833, DROME05832, DROME05835, DROME05834	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606
OG0001162	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107	BRALA29065
OG0001163	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378
OG0001164	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759	BRALA14948
OG0001165	DROME20938, DROME07288	BRALA14768, BRALA05900
OG0001167	DROME17311	BRALA30313
OG0001168	DROME02336	BRALA20565
OG0001170	DROME16781	BRALA19296
OG0001172	DROME12074, DROME12075	BRALA06911
OG0001172	DROME11227, DROME11226	BRALA04692
OG0001173	DROME08477, DROME08476, DROME08478, DROME08741	BRALA04333
OG0001173	DROME11068	BRALA04332
OG0001174	DROME01257, DROME01258	BRALA15302
OG0001175	DROME10674	BRALA00132, BRALA00133, BRALA17481
OG0001177	DROME01933, DROME01934, DROME21906	BRALA12880
OG0001178	DROME18168, DROME18169, DROME18170, DROME18167	BRALA06035
OG0001180	DROME10923, DROME10922	BRALA14580, BRALA22836
OG0001180	DROME01245, DROME01246	BRALA14556, BRALA34405
OG0001184	DROME03279	BRALA10129
OG0001184	DROME17805	BRALA21684
OG0001185	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238	BRALA27214
OG0001186	DROME11811, DROME11812	BRALA19974
OG0001186	DROME18932	BRALA16139
OG0001188	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118	BRALA31774, BRALA10757
OG0001190	DROME21340, DROME21342, DROME21339, DROME21341	BRALA25890
OG0001191	DROME15546, DROME15547, DROME15549, DROME15548	BRALA27930
OG0001197	DROME14364	BRALA24133
OG0001197	DROME07563	BRALA01046
OG0001201	DROME20824, DROME20825, DROME20823, DROME20822	BRALA03561, BRALA28095
OG0001203	DROME16841	BRALA13355
OG0001204	DROME15252	BRALA24154, BRALA24153
OG0001208	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816	BRALA01086
OG0001209	DROME03307	BRALA26756
OG0001210	DROME01292	BRALA17839
OG0001211	DROME14817, DROME14816, DROME14814, DROME14815	BRALA26659
OG0001212	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021	BRALA15930
OG0001213	DROME12028	BRALA28371
OG0001213	DROME15857	BRALA34460
OG0001214	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226	BRALA28235
OG0001215	DROME05613, DROME05611, DROME05612	BRALA00597
OG0001216	DROME20096, DROME20097, DROME20095, DROME15498	BRALA05650
OG0001217	DROME06701	BRALA28081
OG0001219	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628	BRALA10294
OG0001220	DROME02744, DROME20493, DROME20492	BRALA31139, BRALA34263, BRALA27150, BRALA35332
OG0001221	DROME09514	BRALA22011
OG0001223	DROME08781, DROME08780	BRALA03165
OG0001225	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794	BRALA04168
OG0001226	DROME09885, DROME09884, DROME09883, DROME09882	BRALA29243
OG0001227	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419	BRALA29362, BRALA33981, BRALA34078
OG0001230	DROME05921, DROME05920	BRALA09760
OG0001231	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724	BRALA31220
OG0001232	DROME01876, DROME01877, DROME01878	BRALA13090, BRALA16719, BRALA06486
OG0001234	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231	BRALA12494
OG0001236	DROME06609, DROME04424, DROME20964	BRALA27296, BRALA03699
OG0001237	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481	BRALA07915, BRALA04360
OG0001238	DROME21058	BRALA16537
OG0001238	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292	BRALA10747
OG0001241	DROME02596	BRALA15125
OG0001241	DROME03537	BRALA14260
OG0001243	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535	BRALA07764
OG0001244	DROME15047	BRALA14601, BRALA11415, BRALA16821, BRALA15289, BRALA18332
OG0001247	DROME18852	BRALA17334
OG0001248	DROME02625, DROME02624, DROME02623	BRALA00477
OG0001249	DROME05745, DROME05744, DROME04456, DROME04455	BRALA00961
OG0001250	DROME10391, DROME10390, DROME10392	BRALA25027
OG0001251	DROME04532	BRALA03569
OG0001253	DROME16727, DROME02601	BRALA09366
OG0001255	DROME11892	BRALA02813
OG0001256	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301	BRALA27869
OG0001261	DROME00542, DROME00543, DROME00540, DROME00541	BRALA16992, BRALA16993, BRALA34932
OG0001262	DROME20437	BRALA35145
OG0001262	DROME01661	BRALA34134
OG0001263	DROME01386, DROME01387	BRALA10859
OG0001264	DROME08249, DROME08250, DROME08248	BRALA03222
OG0001267	DROME13068	BRALA24251
OG0001270	DROME12379	BRALA25030
OG0001270	DROME02961	BRALA13955
OG0001271	DROME20484	BRALA17017
OG0001273	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251	BRALA23210
OG0001274	DROME06585, DROME06586, DROME06584	BRALA10091
OG0001276	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322	BRALA19427
OG0001279	DROME15211, DROME15210	BRALA24710
OG0001280	DROME15706	BRALA09515
OG0001281	DROME19100	BRALA30159
OG0001282	DROME04060, DROME04059, DROME04058	BRALA02372
OG0001284	DROME05418	BRALA09529
OG0001286	DROME11490, DROME11489, DROME11491	BRALA27842
OG0001287	DROME15976, DROME15975, DROME04476	BRALA08199
OG0001288	DROME19787, DROME09388, DROME09389	BRALA01436, BRALA01437, BRALA20905, BRALA01391
OG0001289	DROME16010, DROME16008, DROME16009	BRALA12193
OG0001290	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924	BRALA17572
OG0001291	DROME21166, DROME21165, DROME18055, DROME18056	BRALA17947
OG0001292	DROME20956	BRALA14445
OG0001293	DROME19380, DROME19378, DROME19379	BRALA33561, BRALA26881
OG0001294	DROME19278	BRALA29575
OG0001295	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521	BRALA00094
OG0001296	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669	BRALA22582
OG0001300	DROME21326, DROME21325, DROME21324	BRALA05943, BRALA27824
OG0001302	DROME00539	BRALA01346
OG0001304	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068	BRALA22379
OG0001305	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831	BRALA10194, BRALA10193
OG0001306	DROME08751, DROME08752	BRALA19534
OG0001308	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399	BRALA03706
OG0001310	DROME15600	BRALA22585
OG0001311	DROME20740, DROME20738, DROME20739, DROME20741	BRALA14115
OG0001311	DROME06164	BRALA14116
OG0001315	DROME16592	BRALA13047
OG0001318	DROME17213	BRALA08906
OG0001318	DROME09513	BRALA01956
OG0001319	DROME01307	BRALA24213
OG0001321	DROME16103	BRALA08021
OG0001322	DROME15932	BRALA13321
OG0001323	DROME18781, DROME18779, DROME18782, DROME18780	BRALA31053
OG0001325	DROME14232	BRALA04015
OG0001326	DROME03927	BRALA24570
OG0001327	DROME02674, DROME02673, DROME02675	BRALA10354
OG0001330	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683	BRALA23942
OG0001331	DROME17517, DROME17519, DROME17518	BRALA34572, BRALA33928
OG0001335	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042	BRALA21645
OG0001337	DROME07933, DROME07937	BRALA09464
OG0001337	DROME20158	BRALA01268
OG0001339	DROME19223, DROME16443, DROME14812, DROME07497, DROME07496	BRALA35366, BRALA34173, BRALA33697
OG0001341	DROME19896, DROME19897, DROME19895	BRALA12816
OG0001344	DROME04657, DROME04656	BRALA03869
OG0001348	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496	BRALA16187
OG0001350	DROME03240, DROME03239	BRALA27720
OG0001351	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249	BRALA24199
OG0001352	DROME11579, DROME11580	BRALA06260
OG0001353	DROME12504, DROME12505	BRALA23222, BRALA23221
OG0001354	DROME19155, DROME19156	BRALA17798
OG0001354	DROME18928	BRALA25624
OG0001355	DROME18115	BRALA32786
OG0001356	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202	BRALA19061
OG0001359	DROME20396, DROME20399, DROME20398, DROME20397	BRALA16599
OG0001360	DROME16475, DROME16474, DROME01288, DROME01289	BRALA24912
OG0001363	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044	BRALA22242, BRALA22243
OG0001366	DROME19931, DROME19932, DROME19933, DROME19934	BRALA16997
OG0001367	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536	BRALA15242
OG0001368	DROME00518, DROME00521, DROME00519, DROME00520	BRALA10834
OG0001370	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126	BRALA14045
OG0001371	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809	BRALA26374, BRALA06219, BRALA06218, BRALA06220
OG0001372	DROME06987	BRALA00784
OG0001373	DROME15869, DROME15867, DROME15866, DROME15868	BRALA10384
OG0001375	DROME11058	BRALA16842
OG0001375	DROME12544	BRALA15116
OG0001376	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506	BRALA20906
OG0001378	DROME14090, DROME14089	BRALA16333
OG0001379	DROME02340	BRALA23817
OG0001382	DROME16755, DROME15883	BRALA35389, BRALA34041
OG0001387	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640	BRALA12192
OG0001389	DROME08448, DROME08449, DROME08447	BRALA22941
OG0001390	DROME06967, DROME06966	BRALA02262
OG0001394	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848	BRALA31862
OG0001395	DROME22042	BRALA15754
OG0001397	DROME12938	BRALA25855
OG0001397	DROME12061	BRALA09927
OG0001398	DROME00533	BRALA10918, BRALA10792, BRALA27489, BRALA34891
OG0001399	DROME18551, DROME15177	BRALA06146, BRALA22380
OG0001401	DROME07715	BRALA23825, BRALA10783, BRALA04608, BRALA01709, BRALA02298, BRALA01710, BRALA23784, BRALA04269, BRALA10752
OG0001402	DROME14376, DROME21039	BRALA26708
OG0001404	DROME05603	BRALA06453
OG0001405	DROME06373	BRALA22383
OG0001405	DROME02126	BRALA05583
OG0001406	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083	BRALA14289
OG0001408	DROME21635, DROME21636, DROME21634	BRALA20622
OG0001409	DROME18923, DROME18920, DROME18919, DROME18918, DROME18921, DROME18927, DROME18922, DROME18926, DROME18925, DROME18924	BRALA33418
OG0001409	DROME18107	BRALA30797
OG0001410	DROME00626	BRALA31201
OG0001411	DROME13591, DROME09768, DROME09769	BRALA11764
OG0001413	DROME21681, DROME21682	BRALA29483
OG0001413	DROME17078	BRALA13507
OG0001414	DROME16698, DROME16697	BRALA32132
OG0001414	DROME00599	BRALA13859
OG0001416	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876	BRALA05590
OG0001417	DROME21398, DROME21399	BRALA04649
OG0001418	DROME11411	BRALA01078
OG0001419	DROME00719	BRALA10891, BRALA30622
OG0001421	DROME08210	BRALA21204
OG0001422	DROME19262, DROME19263	BRALA00576
OG0001423	DROME11161, DROME11163, DROME11162	BRALA27549
OG0001424	DROME10397	BRALA07796
OG0001424	DROME21291	BRALA01936
OG0001425	DROME10455	BRALA01395, BRALA23464
OG0001426	DROME16504, DROME16505	BRALA05645
OG0001427	DROME04112, DROME04111, DROME04110	BRALA18499, BRALA18498
OG0001428	DROME00299, DROME00300	BRALA05407
OG0001429	DROME15859, DROME15858	BRALA31269
OG0001430	DROME14607, DROME14606	BRALA24398
OG0001431	DROME08311, DROME08313, DROME08312	BRALA18565
OG0001432	DROME12684, DROME12683, DROME12682, DROME12685	BRALA35861
OG0001433	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764	BRALA16638
OG0001435	DROME05738	BRALA14463
OG0001435	DROME00261, DROME00262	BRALA12155, BRALA20436, BRALA11184, BRALA11185, BRALA11186, BRALA22252, BRALA22250
OG0001436	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804	BRALA04579
OG0001437	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502	BRALA17173, BRALA21217
OG0001438	DROME02079, DROME08565	BRALA08586
OG0001440	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858	BRALA04659
OG0001440	DROME07996	BRALA20555
OG0001441	DROME01135, DROME01136, DROME01138, DROME01137	BRALA01822
OG0001442	DROME14822, DROME14823, DROME14821	BRALA19667, BRALA19668
OG0001445	DROME19218	BRALA11531
OG0001447	DROME20519, DROME20520, DROME20518	BRALA13329
OG0001447	DROME01853, DROME01852	BRALA06941, BRALA06898
OG0001449	DROME21187	BRALA16673
OG0001454	DROME17550, DROME17549, DROME17548	BRALA22945
OG0001455	DROME05198	BRALA05122
OG0001456	DROME21079	BRALA15559, BRALA15558
OG0001459	DROME20534	BRALA19924
OG0001460	DROME19034	BRALA23956
OG0001461	DROME01468	BRALA27194, BRALA06116, BRALA30847
OG0001462	DROME07618, DROME07619	BRALA13313, BRALA13310
OG0001463	DROME17238, DROME10819	BRALA20798, BRALA11798, BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618
OG0001464	DROME03533, DROME03534	BRALA06889
OG0001465	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895	BRALA08552
OG0001466	DROME20715	BRALA02000, BRALA06618
OG0001467	DROME03510	BRALA11204, BRALA15279
OG0001468	DROME11512, DROME11513	BRALA04572
OG0001469	DROME11498	BRALA25074
OG0001469	DROME15100	BRALA11811
OG0001470	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191	BRALA29321
OG0001472	DROME03418	BRALA14063
OG0001472	DROME01627	BRALA22363
OG0001474	DROME02835, DROME02834	BRALA10385
OG0001475	DROME11371, DROME08104, DROME08103	BRALA05604
OG0001476	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575	BRALA24804
OG0001478	DROME17873, DROME17872	BRALA15252, BRALA21973
OG0001479	DROME09340	BRALA03008
OG0001480	DROME01335, DROME01336, DROME01334, DROME01333	BRALA11374
OG0001482	DROME08131, DROME08132, DROME08133	BRALA29699
OG0001484	DROME00233, DROME00235, DROME00237	BRALA22671
OG0001486	DROME20978	BRALA08931
OG0001490	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065	BRALA26116
OG0001491	DROME10680, DROME10681, DROME10678, DROME10679	BRALA10451
OG0001492	DROME03966	BRALA14954
OG0001493	DROME09887	BRALA03741
OG0001495	DROME13469	BRALA09380
OG0001496	DROME19745	BRALA05423
OG0001500	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570	BRALA11705
OG0001501	DROME17335, DROME17336	BRALA26158
OG0001502	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520	BRALA06307
OG0001503	DROME04749	BRALA13476
OG0001503	DROME03622	BRALA11114
OG0001504	DROME21429, DROME21424, DROME21428, DROME21422	BRALA03543, BRALA27268, BRALA26326, BRALA17671, BRALA28116, BRALA35187
OG0001505	DROME08192	BRALA04433, BRALA27762, BRALA26671, BRALA17368
OG0001506	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156	BRALA05725
OG0001508	DROME11905	BRALA28941
OG0001509	DROME10512, DROME10511	BRALA12089
OG0001510	DROME00025	BRALA34652, BRALA01122
OG0001511	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184	BRALA33918, BRALA33917, BRALA35622
OG0001512	DROME19876, DROME13867, DROME13866	BRALA04162
OG0001513	DROME05379	BRALA10671
OG0001514	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650	BRALA29845
OG0001515	DROME21741	BRALA14332
OG0001516	DROME13883	BRALA05014
OG0001517	DROME03470	BRALA15345, BRALA01055, BRALA01054
OG0001518	DROME10968	BRALA12776
OG0001519	DROME20785, DROME20788, DROME20786, DROME20787	BRALA13551
OG0001520	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838	BRALA14767
OG0001521	DROME01243, DROME01242	BRALA08916, BRALA27260
OG0001522	DROME02905, DROME02904	BRALA29452, BRALA29451, BRALA01706, BRALA15136
OG0001523	DROME11130	BRALA25534
OG0001524	DROME06417, DROME06418	BRALA33381
OG0001524	DROME00342, DROME00343	BRALA27325
OG0001525	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288	BRALA14939
OG0001526	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110	BRALA10086
OG0001527	DROME15289	BRALA23937
OG0001527	DROME00338	BRALA19992
OG0001529	DROME07602, DROME07601	BRALA15428
OG0001530	DROME01073	BRALA33210
OG0001531	DROME10267, DROME10266	BRALA21412
OG0001532	DROME20201	BRALA15767
OG0001533	DROME19066, DROME19064, DROME19065, DROME19063, DROME19062, DROME19060, DROME19061, DROME13969	BRALA03658
OG0001534	DROME09046, DROME09047	BRALA06233
OG0001538	DROME07056, DROME07054, DROME07055	BRALA04991, BRALA10213, BRALA10214, BRALA19182, BRALA29463
OG0001546	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623	BRALA34422, BRALA33843, BRALA32104, BRALA35704
OG0001549	DROME13343, DROME13345, DROME13344	BRALA09715
OG0001550	DROME09122	BRALA00672, BRALA22087
OG0001551	DROME08057	BRALA31004
OG0001553	DROME02123, DROME02122	BRALA03739
OG0001554	DROME16741	BRALA27979
OG0001556	DROME10072, DROME10071	BRALA21601
OG0001557	DROME20902, DROME20901	BRALA07630
OG0001557	DROME07367	BRALA18983
OG0001558	DROME19656, DROME19657	BRALA21818
OG0001559	DROME00558	BRALA10909, BRALA10784
OG0001559	DROME02902	BRALA30365
OG0001561	DROME04222	BRALA27873, BRALA35814, BRALA27872
OG0001562	DROME16718	BRALA08590
OG0001563	DROME03209	BRALA16659, BRALA25832, BRALA18213, BRALA15065
OG0001565	DROME18953, DROME18978	BRALA25777, BRALA28970, BRALA18811
OG0001567	DROME19417, DROME19416	BRALA05651
OG0001569	DROME03783	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769
OG0001570	DROME13692	BRALA00935
OG0001572	DROME11998	BRALA16186
OG0001574	DROME21965, DROME21966, DROME21964, DROME21967	BRALA10408
OG0001575	DROME14105, DROME14107, DROME14106, DROME14108	BRALA12711
OG0001576	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049	BRALA09477
OG0001579	DROME17796	BRALA03709
OG0001580	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958	BRALA20586
OG0001582	DROME15756, DROME15757	BRALA28423
OG0001583	DROME08180, DROME08179	BRALA27471
OG0001584	DROME19782	BRALA28222
OG0001589	DROME16983, DROME16982, DROME16981, DROME09858	BRALA16725
OG0001590	DROME14234, DROME13421	BRALA12314, BRALA01640, BRALA01639, BRALA01637
OG0001593	DROME06841, DROME06840	BRALA07984
OG0001594	DROME05350, DROME05351, DROME05349	BRALA08965, BRALA24791
OG0001596	DROME03082, DROME03081, DROME03080	BRALA09229
OG0001597	DROME12080	BRALA14157
OG0001599	DROME14559	BRALA13133
OG0001600	DROME19005	BRALA18552
OG0001602	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796	BRALA13844
OG0001603	DROME05748, DROME05749	BRALA02777
OG0001604	DROME13655, DROME13654	BRALA34521
OG0001604	DROME15595, DROME15593, DROME15592, DROME15594	BRALA35748, BRALA35294
OG0001605	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001	BRALA16476, BRALA16475
OG0001606	DROME01628	BRALA04341, BRALA25595
OG0001609	DROME13801, DROME13802, DROME13800	BRALA06092
OG0001609	DROME09555	BRALA12725
OG0001610	DROME06881	BRALA09621
OG0001611	DROME07510, DROME07509, DROME07511	BRALA15161
OG0001612	DROME07050, DROME07049	BRALA19004
OG0001614	DROME14120	BRALA18528
OG0001614	DROME17646	BRALA10392
