Orthogroup	MOUSE	DANRE
OG0000693	MOUSE25877, MOUSE25875, MOUSE25876	DANRE34293, DANRE34292
OG0000694	MOUSE24535, MOUSE24536, MOUSE24534	DANRE10951
OG0000694	MOUSE24752	DANRE11638
OG0000694	MOUSE40204, MOUSE40205, MOUSE40203	DANRE35394, DANRE35396, DANRE35395, DANRE39558, DANRE39557
OG0000695	MOUSE07158, MOUSE07159	DANRE18969, DANRE11017
OG0000695	MOUSE43466	DANRE13442, DANRE07833
OG0000695	MOUSE43286, MOUSE43285, MOUSE43287	DANRE08911, DANRE08912
OG0000695	MOUSE20065	DANRE19963, DANRE39251
OG0000695	MOUSE18346	DANRE11766
OG0000696	MOUSE00120	DANRE18175, DANRE18174
OG0000696	MOUSE23457	DANRE10818
OG0000696	MOUSE00121	DANRE08858
OG0000696	MOUSE44991	DANRE00819, DANRE00820
OG0000697	MOUSE06912, MOUSE06911	DANRE30740
OG0000697	MOUSE53511, MOUSE53512	DANRE41127, DANRE41126, DANRE41128, DANRE41129, DANRE40289
OG0000697	MOUSE10904, MOUSE10901, MOUSE10903, MOUSE10902	DANRE02263, DANRE02262, DANRE36692
OG0000698	MOUSE24778	DANRE18736, DANRE18408
OG0000698	MOUSE20138	DANRE06827
OG0000698	MOUSE07687	DANRE18733, DANRE18732, DANRE18731, DANRE12022, DANRE12021, DANRE18729
OG0000699	MOUSE45156	DANRE01006, DANRE01007
OG0000699	MOUSE45160	DANRE23685, DANRE01009, DANRE01010, DANRE01008
OG0000700	MOUSE31170, MOUSE31169	DANRE20685, DANRE20684
OG0000700	MOUSE41842, MOUSE41843, MOUSE41841, MOUSE41840	DANRE30585, DANRE30583, DANRE30586, DANRE30584
OG0000700	MOUSE47055	DANRE25086, DANRE25085
OG0000700	MOUSE42208, MOUSE42206	DANRE12610, DANRE29000, DANRE28999, DANRE28998, DANRE24802, DANRE24801
OG0000701	MOUSE00837, MOUSE00838, MOUSE00839	DANRE05122, DANRE05121
OG0000701	MOUSE00845	DANRE05123
OG0000701	MOUSE40359, MOUSE40360	DANRE33566
OG0000701	MOUSE02828, MOUSE02827	DANRE40860, DANRE40861
OG0000702	MOUSE51901, MOUSE51899, MOUSE51898, MOUSE51903, MOUSE51905, MOUSE51902, MOUSE51897	DANRE39048, DANRE39049, DANRE39053, DANRE39051, DANRE39055, DANRE39050, DANRE39054, DANRE39047, DANRE39044, DANRE39052, DANRE39045, DANRE39046
OG0000703	MOUSE31673	DANRE04985
OG0000703	MOUSE09475, MOUSE09482, MOUSE09477, MOUSE09474, MOUSE09481, MOUSE09478, MOUSE09480	DANRE35267
OG0000705	MOUSE35338, MOUSE35339	DANRE12447, DANRE12446
OG0000705	MOUSE52676, MOUSE52677	DANRE40495
OG0000705	MOUSE35342, MOUSE35340	DANRE31053, DANRE12448
OG0000705	MOUSE35345	DANRE12449
OG0000705	MOUSE11353	DANRE40493, DANRE40494
OG0000705	MOUSE35373	DANRE31494, DANRE31495
OG0000705	MOUSE52696, MOUSE52695	DANRE36729, DANRE02668
OG0000705	MOUSE52698	DANRE40441
OG0000705	MOUSE44776	DANRE12896, DANRE12898, DANRE12897, DANRE38360, DANRE38359
OG0000705	MOUSE09410	DANRE21769, DANRE21770, DANRE19078
OG0000706	MOUSE00499, MOUSE00494, MOUSE00493, MOUSE00502, MOUSE00496, MOUSE00495	DANRE17407
OG0000706	MOUSE23468, MOUSE23467, MOUSE23472, MOUSE23471, MOUSE23466, MOUSE23470, MOUSE23469	DANRE22750, DANRE02764
OG0000707	MOUSE47917, MOUSE47916	DANRE33251, DANRE33252
OG0000707	MOUSE34930, MOUSE34931	DANRE23234
OG0000707	MOUSE02188	DANRE29542, DANRE29543, DANRE08868, DANRE14637, DANRE14639
OG0000707	MOUSE15244, MOUSE15243	DANRE14489
OG0000708	MOUSE31390, MOUSE31389	DANRE26713, DANRE26712, DANRE24571, DANRE24572
OG0000708	MOUSE14490	DANRE09020
OG0000708	MOUSE54269, MOUSE54268	DANRE39758, DANRE39759
OG0000709	MOUSE20103	DANRE19979, DANRE39457
OG0000709	MOUSE00780, MOUSE00781, MOUSE00782	DANRE04592
OG0000710	MOUSE10038, MOUSE10039, MOUSE10037	DANRE14086, DANRE14087, DANRE14088
OG0000710	MOUSE49353	DANRE38549
OG0000710	MOUSE21988, MOUSE21987	DANRE41549, DANRE41548
OG0000710	MOUSE34237	DANRE10548, DANRE10547
OG0000711	MOUSE01833, MOUSE01830	DANRE31324
OG0000711	MOUSE44352	DANRE38476, DANRE25230
OG0000711	MOUSE02178	DANRE12636, DANRE12637, DANRE12638
OG0000711	MOUSE47225, MOUSE47226	DANRE25772
OG0000712	MOUSE03200, MOUSE03199	DANRE20132, DANRE20131, DANRE06778, DANRE06776, DANRE06777
OG0000712	MOUSE53971, MOUSE53972	DANRE33734, DANRE33735, DANRE33736
OG0000712	MOUSE45072, MOUSE45069, MOUSE45071	DANRE07797, DANRE07796, DANRE07795, DANRE07798
OG0000712	MOUSE48221, MOUSE48220, MOUSE48222	DANRE16293, DANRE16292, DANRE16291, DANRE16290, DANRE07104, DANRE07105
OG0000713	MOUSE04057	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878
OG0000713	MOUSE55213	DANRE33352
OG0000713	MOUSE55214, MOUSE55212	DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354
OG0000715	MOUSE02473, MOUSE02472	DANRE01695, DANRE01696, DANRE23041
OG0000715	MOUSE53172, MOUSE53167	DANRE10216, DANRE10217
OG0000715	MOUSE53173	DANRE10219
OG0000716	MOUSE55256, MOUSE55255, MOUSE55258, MOUSE55260, MOUSE55261, MOUSE55262, MOUSE55257, MOUSE55259	DANRE24425, DANRE24426
OG0000716	MOUSE18073	DANRE18357
OG0000717	MOUSE24202, MOUSE24200	DANRE26800
OG0000717	MOUSE24201	DANRE35508, DANRE26799
OG0000717	MOUSE17620, MOUSE17618, MOUSE17619	DANRE33372, DANRE33371, DANRE33373
OG0000717	MOUSE25897	DANRE40682, DANRE40681, DANRE40679, DANRE40680
OG0000717	MOUSE48390	DANRE10487, DANRE10489, DANRE10488, DANRE10486
OG0000718	MOUSE30953	DANRE42521, DANRE15304, DANRE15307, DANRE15308, DANRE15303, DANRE15306, DANRE15305, DANRE15302
OG0000718	MOUSE43056, MOUSE43055, MOUSE43054	DANRE13827, DANRE09237
OG0000718	MOUSE24376, MOUSE24375	DANRE27971
OG0000720	MOUSE19535, MOUSE19536	DANRE00520, DANRE00519
OG0000720	MOUSE51696, MOUSE51698, MOUSE51695, MOUSE51697	DANRE12730, DANRE12729
OG0000721	MOUSE02765, MOUSE02764	DANRE33496
OG0000721	MOUSE54553	DANRE06311, DANRE33754
OG0000721	MOUSE16557	DANRE17612
OG0000722	MOUSE27353	DANRE10668, DANRE18082
OG0000722	MOUSE08639	DANRE11168, DANRE11167
OG0000722	MOUSE20386	DANRE04318, DANRE04319
OG0000722	MOUSE27055	DANRE38701
OG0000722	MOUSE39386	DANRE30658
OG0000723	MOUSE14963, MOUSE14962, MOUSE14965, MOUSE14964	DANRE29419
OG0000724	MOUSE18210, MOUSE18209	DANRE11255, DANRE02587
OG0000724	MOUSE27554, MOUSE27553, MOUSE27552, MOUSE27551	DANRE17945, DANRE11885, DANRE11884
OG0000725	MOUSE31730	DANRE36228
OG0000725	MOUSE31732	DANRE26924, DANRE26923
OG0000725	MOUSE41865	DANRE31122
OG0000725	MOUSE41868	DANRE31121
OG0000725	MOUSE45804, MOUSE45803	DANRE38257
OG0000725	MOUSE45805	DANRE38258
OG0000725	MOUSE27201, MOUSE27205, MOUSE27203, MOUSE27202, MOUSE27206, MOUSE27207, MOUSE27204	DANRE13190
OG0000726	MOUSE18851, MOUSE18868, MOUSE18854, MOUSE18855, MOUSE18870, MOUSE18857, MOUSE18848	DANRE27925
OG0000726	MOUSE22343, MOUSE22340, MOUSE22341, MOUSE22342	DANRE42213, DANRE42212, DANRE42211
OG0000726	MOUSE14710	DANRE36569
OG0000729	MOUSE08355, MOUSE08356, MOUSE08359, MOUSE08346, MOUSE08348, MOUSE08349, MOUSE08338, MOUSE08340, MOUSE08335, MOUSE08336, MOUSE08343, MOUSE08350, MOUSE08358, MOUSE08357, MOUSE08365	DANRE29769, DANRE29762, DANRE29754
OG0000730	MOUSE02569	DANRE02163, DANRE02164
OG0000730	MOUSE22100, MOUSE22099	DANRE42622
OG0000730	MOUSE08715	DANRE26899, DANRE23833
OG0000730	MOUSE23276	DANRE42527
OG0000730	MOUSE02405, MOUSE02406	DANRE37104
OG0000731	MOUSE15688, MOUSE15689, MOUSE15687, MOUSE15694, MOUSE15693, MOUSE15695, MOUSE15691, MOUSE15692	DANRE12265, DANRE12262, DANRE12263, DANRE12264
OG0000731	MOUSE55085, MOUSE55084, MOUSE55086, MOUSE55083	DANRE34422, DANRE34420
OG0000731	MOUSE12888, MOUSE12887	DANRE42140, DANRE42139
OG0000731	MOUSE38373, MOUSE38370, MOUSE38371, MOUSE38367	DANRE39260, DANRE39261
OG0000732	MOUSE31018, MOUSE55029	DANRE20486, DANRE20487
OG0000732	MOUSE23136, MOUSE23139	DANRE36244
OG0000732	MOUSE23138, MOUSE23137, MOUSE23135	DANRE36245
OG0000732	MOUSE50346	DANRE16727
OG0000732	MOUSE33183	DANRE36379
OG0000733	MOUSE07355, MOUSE07356	DANRE05680
OG0000733	MOUSE20245	DANRE38134
OG0000733	MOUSE24781	DANRE17606
OG0000733	MOUSE08117	DANRE18931
OG0000733	MOUSE08121, MOUSE08120, MOUSE08119, MOUSE08118	DANRE10693
OG0000733	MOUSE18227	DANRE04553, DANRE04552
OG0000734	MOUSE25399, MOUSE25398, MOUSE25401, MOUSE25403, MOUSE25402, MOUSE25400	DANRE35377, DANRE35376, DANRE35375
OG0000734	MOUSE31239	DANRE28044, DANRE28043, DANRE28040, DANRE28041, DANRE28039, DANRE28038, DANRE28042, DANRE23533
OG0000735	MOUSE00416, MOUSE00415, MOUSE00410	DANRE18911
OG0000735	MOUSE00414, MOUSE00409, MOUSE00411, MOUSE00413, MOUSE00412	DANRE10653
OG0000735	MOUSE13496, MOUSE13495, MOUSE13497, MOUSE13498	DANRE13894, DANRE10302
OG0000735	MOUSE13499	DANRE13895
OG0000736	MOUSE14814	DANRE23449
OG0000736	MOUSE26390	DANRE41494, DANRE41495, DANRE35537, DANRE35536
OG0000736	MOUSE25145	DANRE23899
OG0000737	MOUSE46613, MOUSE46612, MOUSE46617, MOUSE46614, MOUSE40553, MOUSE46611	DANRE05234
OG0000737	MOUSE40552, MOUSE40548, MOUSE40546, MOUSE40545	DANRE34954, DANRE33897
OG0000738	MOUSE28756, MOUSE28757, MOUSE28760, MOUSE28758, MOUSE28759, MOUSE23200	DANRE09978
OG0000738	MOUSE34711	DANRE02809, DANRE02810
OG0000738	MOUSE35045, MOUSE35043, MOUSE35044, MOUSE35042, MOUSE35046	DANRE40273, DANRE40272, DANRE40267, DANRE40271, DANRE40270, DANRE40268, DANRE40266, DANRE40269, DANRE40264, DANRE40265, DANRE40263, DANRE40262, DANRE40261
OG0000738	MOUSE28755	DANRE09444, DANRE09445
OG0000740	MOUSE28205	DANRE40542
OG0000740	MOUSE13925	DANRE09958, DANRE13643
OG0000740	MOUSE39996	DANRE03411, DANRE03412, DANRE43134, DANRE40552
OG0000740	MOUSE00896	DANRE05230
OG0000743	MOUSE42136, MOUSE42134	DANRE10003, DANRE10004
OG0000743	MOUSE06280, MOUSE06282, MOUSE06283, MOUSE06281	DANRE02974, DANRE02975
OG0000743	MOUSE46007, MOUSE46009	DANRE29387
OG0000743	MOUSE06274	DANRE02979
OG0000744	MOUSE11975, MOUSE11971, MOUSE11972, MOUSE11974, MOUSE11973	DANRE27730, DANRE27734, DANRE27731, DANRE27729, DANRE27732, DANRE27733, DANRE37286, DANRE37288, DANRE37287, DANRE37289
OG0000744	MOUSE29331, MOUSE29330, MOUSE29334, MOUSE29333, MOUSE29335	DANRE27304
OG0000744	MOUSE28348, MOUSE28346, MOUSE28345, MOUSE28349, MOUSE28347	DANRE36882, DANRE36881
OG0000745	MOUSE18764	DANRE04783
OG0000746	MOUSE00209	DANRE18138, DANRE18139
OG0000748	MOUSE05204	DANRE29232
OG0000749	MOUSE18217, MOUSE20120, MOUSE20122, MOUSE20121	DANRE43022
OG0000749	MOUSE08204, MOUSE08206, MOUSE08207, MOUSE08203, MOUSE08205	DANRE22234, DANRE22233, DANRE04932, DANRE04931
OG0000749	MOUSE42798, MOUSE42797	DANRE08190
OG0000750	MOUSE52785, MOUSE52786, MOUSE52784	DANRE36719, DANRE02676, DANRE02677
OG0000750	MOUSE08786, MOUSE08787, MOUSE03569, MOUSE03570, MOUSE03568	DANRE07367
OG0000751	MOUSE39754, MOUSE39752	DANRE14353, DANRE14354, DANRE14356
OG0000751	MOUSE15496, MOUSE15495	DANRE41712
OG0000751	MOUSE53607, MOUSE53605, MOUSE53606, MOUSE01445, MOUSE01444, MOUSE01443	DANRE28400, DANRE28399, DANRE21594, DANRE21595, DANRE21593, DANRE21596
OG0000752	MOUSE21464	DANRE04759, DANRE04760
OG0000752	MOUSE55217, MOUSE55218	DANRE33350
OG0000752	MOUSE33600, MOUSE33598, MOUSE33597	DANRE26482, DANRE26483
OG0000752	MOUSE48905, MOUSE48904	DANRE16748
OG0000753	MOUSE27739, MOUSE27738	DANRE12159
OG0000753	MOUSE24295, MOUSE24293, MOUSE24296, MOUSE24294	DANRE22875
OG0000753	MOUSE50919, MOUSE50920, MOUSE50917	DANRE08092, DANRE08093, DANRE35099
OG0000755	MOUSE12361	DANRE27783, DANRE27782
OG0000755	MOUSE12362	DANRE27784
OG0000757	MOUSE06110	DANRE28665
OG0000757	MOUSE01204, MOUSE01202, MOUSE01200	DANRE41715, DANRE35775
OG0000757	MOUSE46249, MOUSE46248	DANRE28939
OG0000757	MOUSE22247, MOUSE22248	DANRE35703
OG0000758	MOUSE34388	DANRE11468
OG0000758	MOUSE13666, MOUSE13663, MOUSE13662, MOUSE13667, MOUSE13664, MOUSE13661, MOUSE13658, MOUSE13659, MOUSE13668, MOUSE13665, MOUSE13660	DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345
OG0000758	MOUSE06777, MOUSE06779, MOUSE06780, MOUSE06778	DANRE18105, DANRE11683, DANRE11685, DANRE11684
OG0000759	MOUSE26272, MOUSE26275, MOUSE26277, MOUSE26279, MOUSE26278	DANRE42810, DANRE21337
OG0000759	MOUSE35556, MOUSE35553, MOUSE35552, MOUSE35554	DANRE23917, DANRE23918, DANRE26676
OG0000760	MOUSE41207	DANRE30936, DANRE30935
OG0000760	MOUSE11238	DANRE02736
OG0000760	MOUSE41211	DANRE30934, DANRE30932, DANRE30933
OG0000760	MOUSE41208, MOUSE41206, MOUSE41210, MOUSE41204, MOUSE41203, MOUSE41205, MOUSE41209	DANRE25704, DANRE25702, DANRE25703
OG0000760	MOUSE11235, MOUSE11234, MOUSE11233, MOUSE11232, MOUSE11236	DANRE02738, DANRE02737
OG0000761	MOUSE26055, MOUSE26056	DANRE19286, DANRE19287
OG0000761	MOUSE18487	DANRE16971, DANRE16972, DANRE16973
OG0000761	MOUSE23696, MOUSE23693	DANRE21789
OG0000762	MOUSE26582, MOUSE26581, MOUSE26580, MOUSE26579, MOUSE26583	DANRE42699
OG0000762	MOUSE39898, MOUSE39901, MOUSE39903, MOUSE39902, MOUSE39899, MOUSE39896, MOUSE39897	DANRE28185
OG0000763	MOUSE19448, MOUSE19447	DANRE00567, DANRE00568, DANRE00569
OG0000763	MOUSE48537, MOUSE48539, MOUSE48536, MOUSE48535	DANRE27052, DANRE27054, DANRE27053, DANRE39891, DANRE39892
OG0000763	MOUSE19449	DANRE39890
OG0000763	MOUSE42999, MOUSE42998	DANRE09704, DANRE09705
OG0000764	MOUSE31889, MOUSE18475, MOUSE25826, MOUSE25823	DANRE35374
OG0000764	MOUSE31888	DANRE26556, DANRE35133
OG0000765	MOUSE30890, MOUSE30889	DANRE28403
OG0000765	MOUSE37512, MOUSE37513	DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579
OG0000766	MOUSE30247, MOUSE30246, MOUSE30245	DANRE09934
OG0000766	MOUSE01575, MOUSE01574, MOUSE01576	DANRE20922
OG0000766	MOUSE19531	DANRE00517, DANRE00514, DANRE00516, DANRE00515
OG0000767	MOUSE27533, MOUSE27537, MOUSE27534	DANRE11659, DANRE11660, DANRE11658, DANRE11661
OG0000767	MOUSE28011, MOUSE28012	DANRE10974, DANRE18316, DANRE18317, DANRE18318
OG0000767	MOUSE27536, MOUSE27535	DANRE08380
OG0000768	MOUSE08553, MOUSE08555	DANRE31068, DANRE31072, DANRE31070, DANRE31069
OG0000768	MOUSE11226, MOUSE11225, MOUSE11227	DANRE22256, DANRE22257
OG0000769	MOUSE03686, MOUSE45426, MOUSE45427, MOUSE03657, MOUSE45418, MOUSE17915, MOUSE17916, MOUSE08785, MOUSE08784, MOUSE08782, MOUSE08783	DANRE39479, DANRE38066, DANRE38085, DANRE13692, DANRE38087, DANRE23761, DANRE07997, DANRE07998, DANRE07996, DANRE07994, DANRE07995, DANRE13736, DANRE13729, DANRE13727, DANRE13728, DANRE13737, DANRE13730, DANRE13735, DANRE13732, DANRE13733, DANRE13734, DANRE13731, DANRE13738, DANRE13725, DANRE13726, DANRE13689, DANRE13573, DANRE13574, DANRE13686, DANRE13687, DANRE13688, DANRE13683, DANRE13682, DANRE13680, DANRE13681, DANRE13684, DANRE13685, DANRE23763
OG0000772	MOUSE32505, MOUSE32506, MOUSE32503	DANRE07203
OG0000774	MOUSE31336, MOUSE31335, MOUSE31334	DANRE26601, DANRE26600, DANRE26599, DANRE40140
OG0000774	MOUSE32223, MOUSE32222	DANRE17370, DANRE17371
OG0000774	MOUSE53571, MOUSE53570, MOUSE53576, MOUSE53579	DANRE39793, DANRE39792
OG0000775	MOUSE00528, MOUSE00529, MOUSE00525, MOUSE00526, MOUSE00527, MOUSE00524	DANRE10814, DANRE10813
OG0000775	MOUSE37373, MOUSE37372, MOUSE37371	DANRE33689, DANRE33688, DANRE33690, DANRE33691
OG0000776	MOUSE48168	DANRE15732
OG0000776	MOUSE53845	DANRE06939
OG0000777	MOUSE14181	DANRE35455, DANRE35454, DANRE29451, DANRE29452
OG0000777	MOUSE03839	DANRE29983, DANRE15427
OG0000777	MOUSE06130, MOUSE06129, MOUSE06128	DANRE29329, DANRE29328, DANRE36168, DANRE36169
OG0000778	MOUSE22907, MOUSE22908, MOUSE22909	DANRE08764, DANRE08763
OG0000778	MOUSE03991	DANRE03712, DANRE34882, DANRE34883
OG0000778	MOUSE39634, MOUSE39635	DANRE09472
OG0000778	MOUSE35020	DANRE41043, DANRE41041, DANRE41042
OG0000779	MOUSE25408, MOUSE25407, MOUSE25406	DANRE34815, DANRE34816, DANRE34817
OG0000779	MOUSE28614, MOUSE28615	DANRE01681, DANRE01682
OG0000779	MOUSE00255, MOUSE00256	DANRE23289, DANRE23290
OG0000779	MOUSE21544, MOUSE21543	DANRE24330, DANRE24331
OG0000780	MOUSE07684	DANRE12112, DANRE12111
OG0000780	MOUSE04663, MOUSE04662	DANRE07895, DANRE07896, DANRE07897
OG0000782	MOUSE01601	DANRE28363, DANRE28364, DANRE21701
OG0000782	MOUSE19835, MOUSE19834, MOUSE19833	DANRE34593, DANRE34592, DANRE34595, DANRE34594
OG0000782	MOUSE30860, MOUSE30856, MOUSE30859, MOUSE30857, MOUSE51653, MOUSE51654, MOUSE51651	DANRE12747, DANRE12748, DANRE38505, DANRE38506
OG0000784	MOUSE22854, MOUSE22853, MOUSE22852	DANRE26685, DANRE22147
OG0000784	MOUSE03597	DANRE02507, DANRE02508
OG0000784	MOUSE29436	DANRE24466
OG0000784	MOUSE29124	DANRE22664, DANRE22665
OG0000786	MOUSE23571, MOUSE23570	DANRE40366, DANRE02142
OG0000786	MOUSE31093, MOUSE31089, MOUSE31090	DANRE36994
OG0000786	MOUSE01056, MOUSE01055	DANRE40590, DANRE19428
OG0000786	MOUSE03857	DANRE35094
OG0000787	MOUSE47961, MOUSE47965, MOUSE47964, MOUSE47963, MOUSE47962	DANRE19518, DANRE34015
OG0000787	MOUSE09494, MOUSE09492, MOUSE09493, MOUSE09491	DANRE42974
OG0000787	MOUSE00783, MOUSE00784	DANRE05326, DANRE05325, DANRE05327
OG0000787	MOUSE31692, MOUSE31693, MOUSE31691	DANRE00057, DANRE33402
OG0000788	MOUSE27064	DANRE38685, DANRE38687, DANRE38686
OG0000788	MOUSE39394	DANRE30771, DANRE30772
OG0000788	MOUSE32425, MOUSE32424, MOUSE32423	DANRE40624, DANRE40626, DANRE40623, DANRE40625
OG0000788	MOUSE01590	DANRE28277, DANRE21678
OG0000791	MOUSE35519, MOUSE35517, MOUSE35518, MOUSE35520, MOUSE35521	DANRE26678, DANRE24509, DANRE24508, DANRE24505, DANRE24506
OG0000791	MOUSE14635	DANRE35507
OG0000791	MOUSE22542, MOUSE22544, MOUSE22543	DANRE15367, DANRE15368, DANRE41773
OG0000792	MOUSE39860, MOUSE39859	DANRE09524
OG0000792	MOUSE26527	DANRE02533
OG0000792	MOUSE37419, MOUSE37420, MOUSE37418	DANRE33671, DANRE33670, DANRE01288, DANRE01289, DANRE01287
OG0000793	MOUSE30326, MOUSE30328, MOUSE30327	DANRE13974
OG0000793	MOUSE10274, MOUSE10275, MOUSE10273	DANRE19092
OG0000793	MOUSE51447, MOUSE51446	DANRE39166, DANRE39164, DANRE39165, DANRE25017, DANRE25016, DANRE25015
OG0000793	MOUSE01511	DANRE21768
OG0000793	MOUSE51436	DANRE25958, DANRE13450
OG0000794	MOUSE03809, MOUSE03810, MOUSE03812, MOUSE03813	DANRE08088, DANRE20295, DANRE08087
OG0000794	MOUSE19985, MOUSE19991, MOUSE19988	DANRE33664, DANRE29799, DANRE29798, DANRE29797
OG0000794	MOUSE03808, MOUSE19989	DANRE08089, DANRE08090
OG0000795	MOUSE54169, MOUSE54168	DANRE06535
OG0000796	MOUSE45181, MOUSE45182, MOUSE45183	DANRE07698
OG0000796	MOUSE04218, MOUSE04215, MOUSE04216, MOUSE04217	DANRE38167, DANRE00746, DANRE00745
OG0000796	MOUSE22927, MOUSE22928	DANRE08907, DANRE08906, DANRE08908, DANRE08905, DANRE26448
OG0000796	MOUSE54591	DANRE06931, DANRE06932, DANRE06933, DANRE00879
OG0000797	MOUSE03559, MOUSE03560, MOUSE03554, MOUSE03557, MOUSE03556, MOUSE03555, MOUSE03558	DANRE20533
OG0000797	MOUSE30031, MOUSE30030, MOUSE30029	DANRE07326, DANRE07327, DANRE07328
OG0000798	MOUSE05107, MOUSE05104, MOUSE05105, MOUSE05101, MOUSE05102, MOUSE05103, MOUSE05106, MOUSE05100	DANRE03069
OG0000798	MOUSE17009, MOUSE17008, MOUSE17015, MOUSE17007, MOUSE17010, MOUSE17012, MOUSE17013, MOUSE17011, MOUSE17016, MOUSE17014	DANRE28964, DANRE28965, DANRE28966
OG0000799	MOUSE21207, MOUSE21210, MOUSE21211, MOUSE21206, MOUSE21208, MOUSE21205	DANRE22127, DANRE22128
OG0000799	MOUSE03180, MOUSE03181, MOUSE03179	DANRE00706, DANRE00705
OG0000799	MOUSE36189, MOUSE36192, MOUSE36191, MOUSE36190, MOUSE36188	DANRE39398
OG0000799	MOUSE27783	DANRE00648, DANRE00645, DANRE00647
OG0000799	MOUSE27782, MOUSE27784	DANRE43147, DANRE00646
OG0000801	MOUSE51551, MOUSE51550, MOUSE51549	DANRE39090, DANRE39091, DANRE39092, DANRE25011, DANRE25012
OG0000801	MOUSE19777, MOUSE19776	DANRE33247
OG0000802	MOUSE31955, MOUSE31954	DANRE36485
OG0000802	MOUSE48794	DANRE28869, DANRE35651
OG0000802	MOUSE31846	DANRE02087
OG0000802	MOUSE01638	DANRE20938
OG0000802	MOUSE42681, MOUSE42680	DANRE07777
OG0000802	MOUSE11667, MOUSE11668	DANRE17566, DANRE11046, DANRE11047
OG0000802	MOUSE13170, MOUSE13169	DANRE26779, DANRE39552, DANRE34339
OG0000803	MOUSE45919, MOUSE45921	DANRE25475
OG0000803	MOUSE45920, MOUSE45918	DANRE25471, DANRE25473, DANRE25474, DANRE25472
OG0000803	MOUSE42044, MOUSE42045	DANRE30693
OG0000805	MOUSE32863, MOUSE17768, MOUSE17767, MOUSE17769	DANRE14573, DANRE08599
OG0000805	MOUSE24026, MOUSE24025	DANRE30219, DANRE17673
OG0000805	MOUSE29435, MOUSE29434	DANRE24472
OG0000809	MOUSE48492, MOUSE48491, MOUSE48490, MOUSE10214, MOUSE33311	DANRE40060, DANRE40059, DANRE40058
OG0000809	MOUSE48489, MOUSE48488	DANRE27835, DANRE27833, DANRE27834, DANRE27836, DANRE21723, DANRE21722
OG0000809	MOUSE10212, MOUSE10213	DANRE34758, DANRE01481
OG0000810	MOUSE33432, MOUSE33426, MOUSE33428, MOUSE33433, MOUSE33429, MOUSE33431, MOUSE33427	DANRE40004
OG0000810	MOUSE15700	DANRE42578
OG0000810	MOUSE53153, MOUSE53154, MOUSE53158	DANRE10213, DANRE10212, DANRE13584
OG0000811	MOUSE14467, MOUSE14466	DANRE12416
OG0000813	MOUSE00769, MOUSE00766, MOUSE00768, MOUSE00767, MOUSE00765, MOUSE35999	DANRE04584, DANRE04587, DANRE04586, DANRE04588, DANRE04585
OG0000814	MOUSE27730	DANRE12157, DANRE12158
OG0000814	MOUSE02913, MOUSE02912	DANRE09168
OG0000815	MOUSE47502, MOUSE47501, MOUSE47499	DANRE41592, DANRE41590
OG0000815	MOUSE47498, MOUSE47500	DANRE41591
OG0000815	MOUSE26383, MOUSE26382	DANRE41498, DANRE41497, DANRE41499
OG0000815	MOUSE25143, MOUSE25142	DANRE23900, DANRE23901
OG0000816	MOUSE20168	DANRE37152, DANRE37153
OG0000816	MOUSE03037	DANRE05255
OG0000816	MOUSE42824, MOUSE42825, MOUSE42827, MOUSE42826, MOUSE42822, MOUSE42823	DANRE07950, DANRE07951
OG0000816	MOUSE31618, MOUSE31619	DANRE07371, DANRE07372
OG0000816	MOUSE21240	DANRE05100, DANRE05101
OG0000817	MOUSE06193, MOUSE02547, MOUSE02548	DANRE01758
OG0000817	MOUSE00951, MOUSE00950	DANRE11205
OG0000817	MOUSE35479, MOUSE35480	DANRE24618, DANRE24619
OG0000818	MOUSE14046	DANRE29456, DANRE29455, DANRE35449, DANRE35450
OG0000818	MOUSE38656	DANRE30363
OG0000818	MOUSE38652	DANRE03542, DANRE30362
OG0000818	MOUSE06308, MOUSE06309, MOUSE06306, MOUSE06307	DANRE30382, DANRE30381, DANRE30383, DANRE04067
OG0000818	MOUSE38654	DANRE30364
OG0000818	MOUSE44295	DANRE04066, DANRE04068
OG0000819	MOUSE27150	DANRE38928
OG0000819	MOUSE04661	DANRE07898, DANRE20294
OG0000820	MOUSE05392	DANRE29220, DANRE29219
OG0000820	MOUSE08521, MOUSE08520, MOUSE08518	DANRE13637, DANRE09499
OG0000820	MOUSE26435, MOUSE26436, MOUSE26434	DANRE35584, DANRE35583, DANRE41464, DANRE41463, DANRE41462
OG0000820	MOUSE14548, MOUSE14550, MOUSE14549, MOUSE14551	DANRE23344, DANRE23345
OG0000822	MOUSE41834, MOUSE41832, MOUSE41833	DANRE30577
OG0000822	MOUSE41870	DANRE31114, DANRE38261
OG0000824	MOUSE03815, MOUSE03814, MOUSE03816, MOUSE03818, MOUSE03817	DANRE08292, DANRE43285, DANRE20331, DANRE20334, DANRE20330, DANRE20333, DANRE20332, DANRE20337, DANRE20335, DANRE20336, DANRE08291
OG0000825	MOUSE21894, MOUSE21892, MOUSE21893	DANRE41557, DANRE41558, DANRE41559
