Orthogroup	MOUSE	HELIO_ok
OG0000575	MOUSE15329, MOUSE15327, MOUSE15326, MOUSE26633, MOUSE26640, MOUSE26630, MOUSE26631, MOUSE26628, MOUSE26625, MOUSE26635, MOUSE26629, MOUSE26626, MOUSE26638, MOUSE26639, MOUSE26636, MOUSE26642, MOUSE26641, MOUSE26624, MOUSE26634, MOUSE26637, MOUSE26627, MOUSE26632, MOUSE13339, MOUSE13341, MOUSE26235, MOUSE26230, MOUSE26233, MOUSE26232, MOUSE26229, MOUSE15328	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888
OG0000576	MOUSE01166, MOUSE14852, MOUSE14850, MOUSE14851, MOUSE40559, MOUSE01164, MOUSE01163, MOUSE01165, MOUSE52581, MOUSE52578, MOUSE52574, MOUSE52580, MOUSE52576, MOUSE52579, MOUSE52577, MOUSE52575, MOUSE52582, MOUSE52584, MOUSE52587, MOUSE52586, MOUSE52585, MOUSE52583	HELIO_04420
OG0000578	MOUSE20360, MOUSE20359, MOUSE20362, MOUSE20361, MOUSE03091, MOUSE03087, MOUSE03090, MOUSE03088, MOUSE03089, MOUSE07290, MOUSE07291, MOUSE07292	HELIO_04018
OG0000579	MOUSE02041, MOUSE23552, MOUSE23553, MOUSE23554, MOUSE23550, MOUSE02042, MOUSE41019, MOUSE41020, MOUSE41018, MOUSE41021, MOUSE54255, MOUSE54257, MOUSE54256	HELIO_08075
OG0000580	MOUSE47258, MOUSE47257	HELIO_00767
OG0000581	MOUSE07319	HELIO_07650
OG0000581	MOUSE18770, MOUSE07320	HELIO_00377
OG0000582	MOUSE23948	HELIO_05267
OG0000583	MOUSE01784, MOUSE54088, MOUSE54086, MOUSE54089, MOUSE54090, MOUSE54092, MOUSE54087, MOUSE22001, MOUSE32168, MOUSE33890, MOUSE33889, MOUSE33888	HELIO_06801
OG0000584	MOUSE31345	HELIO_06413, HELIO_12134
OG0000587	MOUSE22685, MOUSE38303, MOUSE38305, MOUSE38304, MOUSE55325, MOUSE55324, MOUSE55322, MOUSE55323	HELIO_08335
OG0000587	MOUSE42666, MOUSE42665, MOUSE42667	HELIO_02916
OG0000588	MOUSE48786, MOUSE48787, MOUSE31848, MOUSE32353, MOUSE32352	HELIO_06031
OG0000588	MOUSE45239, MOUSE45240	HELIO_08850
OG0000589	MOUSE42228, MOUSE42229, MOUSE42227, MOUSE42226, MOUSE47183, MOUSE47184, MOUSE47181, MOUSE47182, MOUSE23629, MOUSE23630, MOUSE23628, MOUSE23627	HELIO_05352
OG0000590	MOUSE05523, MOUSE18372, MOUSE05521, MOUSE05522, MOUSE02546	HELIO_04845
OG0000590	MOUSE18529, MOUSE28939, MOUSE28941	HELIO_05331
OG0000591	MOUSE03776, MOUSE03774, MOUSE03773, MOUSE03775	HELIO_00717
OG0000592	MOUSE49687, MOUSE49686, MOUSE49685	HELIO_11966
OG0000592	MOUSE27133	HELIO_10886
OG0000593	MOUSE38540, MOUSE14106, MOUSE06441	HELIO_01727
OG0000594	MOUSE40778, MOUSE40777, MOUSE14517, MOUSE14516	HELIO_09059
OG0000596	MOUSE45708	HELIO_01408, HELIO_01409
OG0000597	MOUSE46308, MOUSE46307, MOUSE04601, MOUSE04603, MOUSE04605, MOUSE04604, MOUSE20021, MOUSE46309, MOUSE37363	HELIO_02513
OG0000597	MOUSE51636, MOUSE51634, MOUSE51635, MOUSE32567, MOUSE32568	HELIO_06072
OG0000600	MOUSE54466, MOUSE54465, MOUSE00132, MOUSE00135, MOUSE00136, MOUSE54464, MOUSE00134, MOUSE00133, MOUSE54880, MOUSE54879	HELIO_06427
OG0000601	MOUSE05651, MOUSE05647, MOUSE05648, MOUSE05646, MOUSE05649, MOUSE11094, MOUSE05650, MOUSE11093, MOUSE11086, MOUSE11085, MOUSE11088, MOUSE11087, MOUSE11083, MOUSE11084, MOUSE11090, MOUSE47966	HELIO_00228, HELIO_06365
OG0000602	MOUSE54043, MOUSE54042, MOUSE13065, MOUSE13066, MOUSE13067	HELIO_08958
OG0000602	MOUSE23060, MOUSE38461, MOUSE38463, MOUSE38462, MOUSE38460, MOUSE54041, MOUSE13068, MOUSE13069	HELIO_03692
OG0000603	MOUSE18832, MOUSE18831, MOUSE20286, MOUSE20285, MOUSE20287, MOUSE20288, MOUSE07810, MOUSE07809, MOUSE07808, MOUSE07811, MOUSE18833, MOUSE18834, MOUSE18818, MOUSE18827, MOUSE18819, MOUSE18825, MOUSE18821, MOUSE20289, MOUSE20290, MOUSE18829	HELIO_08442
OG0000604	MOUSE27357, MOUSE27359, MOUSE27358, MOUSE27356, MOUSE27360, MOUSE08641, MOUSE08640, MOUSE08644, MOUSE43346, MOUSE43345, MOUSE43344, MOUSE08642	HELIO_10843, HELIO_10844
OG0000609	MOUSE07218	HELIO_02166
OG0000609	MOUSE22345	HELIO_01095
OG0000610	MOUSE30757, MOUSE51594, MOUSE51593	HELIO_08233
OG0000610	MOUSE25477	HELIO_08205
OG0000611	MOUSE55274, MOUSE55275, MOUSE55273, MOUSE54663, MOUSE54662, MOUSE54660, MOUSE54658, MOUSE54661, MOUSE54659, MOUSE55276	HELIO_03069
OG0000611	MOUSE48953, MOUSE48957	HELIO_06952
OG0000612	MOUSE28578, MOUSE28580, MOUSE28579	HELIO_04425
OG0000613	MOUSE10241	HELIO_12531
OG0000614	MOUSE43293	HELIO_11672
OG0000615	MOUSE29445, MOUSE21962, MOUSE21967, MOUSE21964, MOUSE21961, MOUSE21965, MOUSE21966, MOUSE21963, MOUSE21970, MOUSE21960, MOUSE04243, MOUSE04245, MOUSE04242, MOUSE04244, MOUSE04241, MOUSE04246, MOUSE29446, MOUSE29449, MOUSE29450, MOUSE29452, MOUSE29453, MOUSE29451, MOUSE29448, MOUSE29447	HELIO_02362
OG0000616	MOUSE43042, MOUSE43044, MOUSE43043, MOUSE43041, MOUSE43050	HELIO_12592
OG0000618	MOUSE16598, MOUSE16595, MOUSE16593, MOUSE16600, MOUSE16599, MOUSE16596	HELIO_09707
OG0000619	MOUSE53833, MOUSE53832, MOUSE13100, MOUSE13101, MOUSE13102, MOUSE13104, MOUSE22715, MOUSE22714, MOUSE22713, MOUSE22711, MOUSE22709, MOUSE22710	HELIO_07452, HELIO_07453
OG0000623	MOUSE52068	HELIO_01153
OG0000623	MOUSE05906, MOUSE05905, MOUSE14117	HELIO_01575
OG0000624	MOUSE05834, MOUSE05836, MOUSE05833, MOUSE05837, MOUSE05835, MOUSE05832, MOUSE20490, MOUSE26414	HELIO_12110, HELIO_04396, HELIO_02075
OG0000625	MOUSE16138, MOUSE16137, MOUSE16139, MOUSE16140, MOUSE16141, MOUSE16136, MOUSE50690, MOUSE50689, MOUSE50691	HELIO_10043, HELIO_12510
OG0000626	MOUSE29299, MOUSE29292, MOUSE29296, MOUSE29291, MOUSE29297, MOUSE29295, MOUSE29294, MOUSE29293, MOUSE29298, MOUSE00426, MOUSE00422, MOUSE00425, MOUSE00423, MOUSE00424, MOUSE20854, MOUSE29219, MOUSE29218, MOUSE29213, MOUSE29216, MOUSE29217, MOUSE29214, MOUSE29215, MOUSE29300	HELIO_08657, HELIO_08658
OG0000627	MOUSE50870, MOUSE50872, MOUSE50871, MOUSE50873, MOUSE50869, MOUSE50874, MOUSE50868, MOUSE43635, MOUSE43636, MOUSE43634, MOUSE43633, MOUSE43628, MOUSE43630, MOUSE43629, MOUSE43627, MOUSE43631, MOUSE15878	HELIO_01431
OG0000628	MOUSE28607, MOUSE00366, MOUSE00365, MOUSE18571, MOUSE18570, MOUSE18572	HELIO_07284
OG0000634	MOUSE29180, MOUSE29181, MOUSE29179	HELIO_04856
OG0000635	MOUSE17432	HELIO_12781
OG0000636	MOUSE35989, MOUSE35990, MOUSE35986, MOUSE35987, MOUSE35980, MOUSE35985, MOUSE35979, MOUSE35984, MOUSE35991, MOUSE35982, MOUSE35983, MOUSE35981, MOUSE19615, MOUSE21409, MOUSE21405, MOUSE21413, MOUSE21412, MOUSE21406, MOUSE21410, MOUSE21402, MOUSE21407, MOUSE21403, MOUSE21408, MOUSE21404, MOUSE21411, MOUSE21415, MOUSE21414	HELIO_06623, HELIO_05388
OG0000637	MOUSE25268	HELIO_11151
OG0000639	MOUSE51940, MOUSE19650, MOUSE19651, MOUSE19647	HELIO_03049, HELIO_03048
OG0000639	MOUSE49493, MOUSE49495, MOUSE49496, MOUSE32122, MOUSE28358	HELIO_09484
OG0000642	MOUSE37031, MOUSE37030, MOUSE39970, MOUSE39974, MOUSE39972	HELIO_06112, HELIO_06155
OG0000643	MOUSE37838, MOUSE37839, MOUSE37831, MOUSE37832, MOUSE37834, MOUSE37836, MOUSE37833, MOUSE37837, MOUSE37835, MOUSE38119, MOUSE38118	HELIO_10380
OG0000645	MOUSE48947	HELIO_03716
OG0000646	MOUSE15544, MOUSE15545, MOUSE38327	HELIO_00539
OG0000646	MOUSE12275, MOUSE43672, MOUSE53413, MOUSE53412	HELIO_03107
OG0000648	MOUSE09133, MOUSE09132, MOUSE09134, MOUSE09135, MOUSE09136, MOUSE09138, MOUSE09137, MOUSE09139, MOUSE09140, MOUSE09131, MOUSE09130	HELIO_05483
OG0000648	MOUSE09143, MOUSE09141, MOUSE49647	HELIO_02387
OG0000649	MOUSE38973	HELIO_06593
OG0000651	MOUSE02552, MOUSE06974, MOUSE15502, MOUSE15503, MOUSE15504, MOUSE06972, MOUSE02553, MOUSE06973	HELIO_06636
OG0000654	MOUSE14618, MOUSE14619, MOUSE25060, MOUSE25062, MOUSE25061, MOUSE25064, MOUSE05334, MOUSE05333, MOUSE05332, MOUSE05331, MOUSE05330, MOUSE26181, MOUSE26182, MOUSE26180, MOUSE26183	HELIO_03848
OG0000657	MOUSE20685, MOUSE20684, MOUSE20683, MOUSE51829, MOUSE51831	HELIO_10387
OG0000660	MOUSE26589	HELIO_01158
OG0000660	MOUSE53726, MOUSE02723, MOUSE04889, MOUSE04890	HELIO_12701
OG0000662	MOUSE19603, MOUSE19601, MOUSE19604, MOUSE19602, MOUSE19605, MOUSE19607, MOUSE19606	HELIO_05920
OG0000663	MOUSE13441	HELIO_00575
OG0000664	MOUSE53752, MOUSE53753, MOUSE01965, MOUSE01962, MOUSE23474	HELIO_01686
OG0000664	MOUSE22241, MOUSE22240, MOUSE35216, MOUSE35218, MOUSE35217	HELIO_03266
OG0000665	MOUSE51882, MOUSE51880, MOUSE51881, MOUSE32269, MOUSE32268	HELIO_07542
OG0000667	MOUSE32539, MOUSE32538	HELIO_04498, HELIO_09789, HELIO_07844, HELIO_00177
OG0000670	MOUSE04054, MOUSE04055, MOUSE53933, MOUSE53934, MOUSE47619, MOUSE52285, MOUSE24104, MOUSE24105	HELIO_05028
OG0000671	MOUSE50487, MOUSE50486, MOUSE50485	HELIO_10697
OG0000672	MOUSE15523, MOUSE15520, MOUSE15524, MOUSE04067, MOUSE15521	HELIO_01185
OG0000672	MOUSE41797, MOUSE41126, MOUSE06352, MOUSE41798, MOUSE06353	HELIO_02468
OG0000674	MOUSE44926, MOUSE44927, MOUSE30738, MOUSE30735, MOUSE30734, MOUSE30736, MOUSE30739, MOUSE44929	HELIO_04125
OG0000675	MOUSE46728	HELIO_05909, HELIO_04780, HELIO_02721, HELIO_12589, HELIO_04711
OG0000676	MOUSE13398, MOUSE13397, MOUSE13396, MOUSE28654	HELIO_11959
OG0000676	MOUSE23124, MOUSE54030, MOUSE54029, MOUSE13098	HELIO_04321
OG0000680	MOUSE14546, MOUSE14547	HELIO_06924, HELIO_00172, HELIO_00682
OG0000681	MOUSE29729, MOUSE29731, MOUSE29732, MOUSE29734, MOUSE29733, MOUSE53999, MOUSE53998, MOUSE12966, MOUSE12967	HELIO_09932
OG0000681	MOUSE23608, MOUSE23607, MOUSE27190, MOUSE27189, MOUSE27185, MOUSE27186, MOUSE27187, MOUSE27188, MOUSE27184	HELIO_01469, HELIO_03320
OG0000682	MOUSE40533, MOUSE40532, MOUSE40535, MOUSE40534, MOUSE21319, MOUSE21318, MOUSE35907, MOUSE35915, MOUSE35914, MOUSE35910, MOUSE35911, MOUSE35909, MOUSE35912, MOUSE35913	HELIO_03672
OG0000683	MOUSE54444, MOUSE54443	HELIO_12315
OG0000683	MOUSE48812, MOUSE48811, MOUSE31819, MOUSE31816, MOUSE31818, MOUSE31817, MOUSE31821	HELIO_10017
OG0000684	MOUSE19631, MOUSE19633, MOUSE19634, MOUSE19635, MOUSE19636, MOUSE49799, MOUSE49800, MOUSE49801, MOUSE49802	HELIO_08779
OG0000685	MOUSE47324	HELIO_03080, HELIO_03079
OG0000690	MOUSE18670, MOUSE34065, MOUSE00474	HELIO_00922
OG0000690	MOUSE54656	HELIO_02624
OG0000690	MOUSE19350	HELIO_05919
OG0000691	MOUSE29347, MOUSE29346, MOUSE49341	HELIO_08803
OG0000691	MOUSE06742, MOUSE34387, MOUSE09040, MOUSE09041, MOUSE09042, MOUSE28336, MOUSE28335	HELIO_03421
OG0000692	MOUSE04478, MOUSE04479, MOUSE04480, MOUSE04477, MOUSE04476	HELIO_02500
OG0000693	MOUSE34445, MOUSE34447, MOUSE34448, MOUSE34449, MOUSE34450, MOUSE04455, MOUSE04456	HELIO_09915
OG0000693	MOUSE25877, MOUSE25875, MOUSE25876	HELIO_07892
OG0000694	MOUSE24535, MOUSE24536, MOUSE24534, MOUSE24752, MOUSE40204, MOUSE40205, MOUSE40203	HELIO_05625
OG0000696	MOUSE00120	HELIO_04265
OG0000696	MOUSE23457	HELIO_08090
OG0000698	MOUSE24778	HELIO_09681
OG0000698	MOUSE20138, MOUSE07687	HELIO_12417
OG0000700	MOUSE41842, MOUSE41843, MOUSE41841, MOUSE41840, MOUSE47055	HELIO_10301
OG0000701	MOUSE09498, MOUSE09495, MOUSE09496, MOUSE00837, MOUSE00838, MOUSE00839, MOUSE00845, MOUSE40359, MOUSE40360, MOUSE02828, MOUSE02827	HELIO_11804, HELIO_02160
OG0000702	MOUSE19754, MOUSE19750, MOUSE19745, MOUSE19735, MOUSE19738, MOUSE19742, MOUSE19747, MOUSE19732, MOUSE19728, MOUSE19724, MOUSE19720, MOUSE19719, MOUSE19726, MOUSE19722, MOUSE19721, MOUSE19717, MOUSE19716, MOUSE51901, MOUSE51899, MOUSE51898, MOUSE51903, MOUSE51905, MOUSE51902, MOUSE51897	HELIO_09403
OG0000703	MOUSE09475, MOUSE09482, MOUSE09477, MOUSE09474, MOUSE09481, MOUSE09478, MOUSE09480, MOUSE31672, MOUSE31674, MOUSE31671, MOUSE31670	HELIO_02836
OG0000706	MOUSE23468, MOUSE23467, MOUSE23472, MOUSE23471, MOUSE23466, MOUSE23470, MOUSE23469	HELIO_02299
OG0000707	MOUSE02188	HELIO_04545
OG0000708	MOUSE31390, MOUSE31389	HELIO_04126
OG0000708	MOUSE14490, MOUSE54269, MOUSE54268	HELIO_01919
OG0000709	MOUSE20103, MOUSE18127, MOUSE18128, MOUSE18129, MOUSE18130, MOUSE18131, MOUSE18132, MOUSE18134, MOUSE18135, MOUSE18136, MOUSE18133, MOUSE18137, MOUSE18138, MOUSE18140, MOUSE18141	HELIO_07079
OG0000710	MOUSE21986, MOUSE21988, MOUSE21987, MOUSE34237	HELIO_04299
OG0000711	MOUSE44352, MOUSE02178	HELIO_01631
OG0000711	MOUSE47225, MOUSE47226	HELIO_03110
OG0000712	MOUSE03200, MOUSE03199, MOUSE53971, MOUSE53972, MOUSE45072, MOUSE45069, MOUSE45071, MOUSE48221, MOUSE48220, MOUSE48222	HELIO_10286
OG0000713	MOUSE04057, MOUSE54792, MOUSE54791, MOUSE55213, MOUSE55214, MOUSE55212	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508
OG0000715	MOUSE26260, MOUSE26259, MOUSE26258, MOUSE02473, MOUSE02472, MOUSE53172, MOUSE53167, MOUSE53171, MOUSE53168, MOUSE53170, MOUSE53165, MOUSE53166, MOUSE53169, MOUSE53173	HELIO_06043
OG0000716	MOUSE55256, MOUSE55255, MOUSE55258, MOUSE55260, MOUSE55261, MOUSE55262, MOUSE55257, MOUSE55259, MOUSE18073	HELIO_06181, HELIO_07464
OG0000717	MOUSE48391, MOUSE48394, MOUSE48392, MOUSE48393, MOUSE25899	HELIO_06882
OG0000718	MOUSE30953, MOUSE43056, MOUSE43055, MOUSE43054, MOUSE24376, MOUSE24375, MOUSE24369, MOUSE43537, MOUSE43538, MOUSE12486	HELIO_08422
OG0000720	MOUSE19535, MOUSE19536, MOUSE51696, MOUSE51698, MOUSE51695, MOUSE51697	HELIO_02774
OG0000721	MOUSE02762, MOUSE02761, MOUSE02760, MOUSE02765, MOUSE02764	HELIO_03399
OG0000721	MOUSE02763	HELIO_06261
OG0000722	MOUSE27353, MOUSE08639, MOUSE20386, MOUSE27055, MOUSE39386	HELIO_05630
OG0000724	MOUSE18210, MOUSE18209, MOUSE27554, MOUSE27553, MOUSE27552, MOUSE27551	HELIO_09105
OG0000725	MOUSE31731, MOUSE31730, MOUSE31732	HELIO_00657
OG0000725	MOUSE27201, MOUSE27205, MOUSE27203, MOUSE27202, MOUSE27206, MOUSE27207, MOUSE27204	HELIO_12643
OG0000726	MOUSE18851, MOUSE18868, MOUSE18854, MOUSE18855, MOUSE18870, MOUSE18857, MOUSE18848, MOUSE18866, MOUSE18865, MOUSE18850, MOUSE18841, MOUSE18847, MOUSE18859, MOUSE18852, MOUSE18846, MOUSE18849, MOUSE18862, MOUSE18844, MOUSE18861, MOUSE18867, MOUSE18853, MOUSE18864, MOUSE18860, MOUSE18845, MOUSE18858, MOUSE18842, MOUSE18856, MOUSE18871, MOUSE18872, MOUSE18843, MOUSE22343, MOUSE22340, MOUSE22341, MOUSE22342, MOUSE14710	HELIO_04091
OG0000731	MOUSE15688, MOUSE15689, MOUSE15687, MOUSE15694, MOUSE15693, MOUSE15695, MOUSE15691, MOUSE15692, MOUSE55085, MOUSE55084, MOUSE55086, MOUSE55083, MOUSE12888, MOUSE12887, MOUSE38373, MOUSE38370, MOUSE38371, MOUSE38367	HELIO_11029
OG0000732	MOUSE31018, MOUSE55029, MOUSE23136, MOUSE23139, MOUSE23138, MOUSE23137, MOUSE23135	HELIO_08995
OG0000733	MOUSE07355, MOUSE07356, MOUSE20245, MOUSE24781	HELIO_03055
OG0000733	MOUSE08117, MOUSE08121, MOUSE08120, MOUSE08119, MOUSE08118, MOUSE18227	HELIO_00314
OG0000734	MOUSE25399, MOUSE25398, MOUSE25401, MOUSE25403, MOUSE25402, MOUSE25400, MOUSE31239, MOUSE31240	HELIO_05137
OG0000735	MOUSE00416, MOUSE00415, MOUSE00410, MOUSE00414, MOUSE00409, MOUSE00411, MOUSE00413, MOUSE00412, MOUSE28517, MOUSE28516, MOUSE13496, MOUSE13495, MOUSE13497, MOUSE13498, MOUSE13499	HELIO_11007
OG0000736	MOUSE53161, MOUSE53162, MOUSE14814	HELIO_10996, HELIO_10609
OG0000737	MOUSE46613, MOUSE46612, MOUSE46617, MOUSE46614, MOUSE40553, MOUSE46611, MOUSE40552, MOUSE40548, MOUSE40546, MOUSE40545, MOUSE40549, MOUSE40551, MOUSE40547, MOUSE46619, MOUSE46616, MOUSE46615, MOUSE40550	HELIO_05852
OG0000743	MOUSE46006, MOUSE42136, MOUSE42134, MOUSE06280, MOUSE06282, MOUSE06283, MOUSE06281	HELIO_11272
OG0000743	MOUSE46007, MOUSE46009, MOUSE06274	HELIO_06669
OG0000744	MOUSE11975, MOUSE11971, MOUSE11972, MOUSE11974, MOUSE11973, MOUSE11976, MOUSE29332, MOUSE29329, MOUSE29331, MOUSE29330, MOUSE29334, MOUSE29333, MOUSE29335, MOUSE28348, MOUSE28346, MOUSE28345, MOUSE28349, MOUSE28347, MOUSE11977	HELIO_12402, HELIO_04178
OG0000746	MOUSE00209	HELIO_07396, HELIO_03637
OG0000748	MOUSE05204	HELIO_03440
OG0000749	MOUSE18217, MOUSE20120, MOUSE20122, MOUSE20121, MOUSE08204, MOUSE08206, MOUSE08207, MOUSE08203, MOUSE08205	HELIO_00765, HELIO_00764
OG0000750	MOUSE08786, MOUSE08787, MOUSE03569, MOUSE03570, MOUSE03568	HELIO_00373
OG0000751	MOUSE39754, MOUSE39752, MOUSE15496, MOUSE15495	HELIO_11590
OG0000752	MOUSE21464	HELIO_01912
OG0000752	MOUSE55217, MOUSE55218	HELIO_05368
OG0000752	MOUSE33600, MOUSE33598, MOUSE33597, MOUSE48905, MOUSE48904	HELIO_02501
OG0000753	MOUSE27739, MOUSE27738	HELIO_08985, HELIO_08986
OG0000753	MOUSE24295, MOUSE24293, MOUSE24296, MOUSE24294, MOUSE50919, MOUSE50920, MOUSE50917	HELIO_11488
OG0000755	MOUSE12361, MOUSE08954, MOUSE08955, MOUSE08952	HELIO_04915
OG0000755	MOUSE12362	HELIO_07851
OG0000757	MOUSE46249, MOUSE46248	HELIO_03294
OG0000758	MOUSE34388, MOUSE13666, MOUSE13663, MOUSE13662, MOUSE13667, MOUSE13664, MOUSE13661, MOUSE13658, MOUSE13659, MOUSE13668, MOUSE13665, MOUSE13660, MOUSE13669, MOUSE06777, MOUSE06779, MOUSE06780, MOUSE06778	HELIO_08482, HELIO_08479
OG0000759	MOUSE26272, MOUSE26275, MOUSE26277, MOUSE26279, MOUSE26278, MOUSE35556, MOUSE35553, MOUSE35552, MOUSE35554, MOUSE23327, MOUSE23328	HELIO_08744
OG0000760	MOUSE41207, MOUSE11238, MOUSE41211, MOUSE41208, MOUSE41206, MOUSE41210, MOUSE41204, MOUSE41203, MOUSE41205, MOUSE41209, MOUSE11235, MOUSE11234, MOUSE11233, MOUSE11232, MOUSE11236	HELIO_03123
OG0000761	MOUSE26055, MOUSE26056, MOUSE18487, MOUSE23696, MOUSE23693, MOUSE23695, MOUSE23694, MOUSE23692	HELIO_06744, HELIO_05323
OG0000762	MOUSE14916, MOUSE14919, MOUSE14917, MOUSE26582, MOUSE26581, MOUSE26580, MOUSE26579, MOUSE26583, MOUSE39898, MOUSE39901, MOUSE39903, MOUSE39902, MOUSE39899, MOUSE39896, MOUSE39897	HELIO_04358
OG0000763	MOUSE30407, MOUSE19448, MOUSE19447, MOUSE48537, MOUSE48539, MOUSE48536, MOUSE48535, MOUSE48538, MOUSE19449, MOUSE48540, MOUSE42999, MOUSE42998	HELIO_12574
OG0000764	MOUSE31888	HELIO_05877
OG0000765	MOUSE30890, MOUSE30889, MOUSE37512, MOUSE37513	HELIO_01379
OG0000766	MOUSE30247, MOUSE30246, MOUSE30245, MOUSE01575, MOUSE01574, MOUSE01576, MOUSE19531	HELIO_09234, HELIO_02323, HELIO_06179
OG0000768	MOUSE08553, MOUSE08555, MOUSE11226, MOUSE11225, MOUSE11227	HELIO_00359
OG0000772	MOUSE32505, MOUSE32506, MOUSE32503	HELIO_08462
OG0000774	MOUSE31336, MOUSE31335, MOUSE31334	HELIO_08849
OG0000774	MOUSE32223, MOUSE32222	HELIO_04009
OG0000774	MOUSE53571, MOUSE53570, MOUSE53576, MOUSE53579	HELIO_08272
OG0000775	MOUSE00528, MOUSE00529, MOUSE00525, MOUSE00526, MOUSE00527, MOUSE00524, MOUSE37373, MOUSE37372, MOUSE37371	HELIO_06059, HELIO_08032, HELIO_04698
OG0000777	MOUSE06130, MOUSE06129, MOUSE06128	HELIO_06142
OG0000778	MOUSE29903, MOUSE29902, MOUSE35020	HELIO_07926
OG0000779	MOUSE25408, MOUSE25407, MOUSE25406	HELIO_11967
OG0000779	MOUSE28614, MOUSE28615, MOUSE00255, MOUSE00256, MOUSE21545, MOUSE21544, MOUSE21543	HELIO_02465
OG0000780	MOUSE07684	HELIO_08617
OG0000780	MOUSE04663, MOUSE04662	HELIO_08333
OG0000781	MOUSE32206, MOUSE32205	HELIO_04968, HELIO_03850, HELIO_03059
OG0000782	MOUSE01601, MOUSE19835, MOUSE19834, MOUSE19833, MOUSE30860, MOUSE30856, MOUSE30859, MOUSE30857, MOUSE51653, MOUSE51654, MOUSE51651	HELIO_03195
OG0000786	MOUSE23571, MOUSE23570, MOUSE31093, MOUSE31089, MOUSE31090, MOUSE01056, MOUSE01055, MOUSE03857	HELIO_02925
OG0000787	MOUSE47961, MOUSE47965, MOUSE47964, MOUSE47963, MOUSE47962, MOUSE09494, MOUSE09492, MOUSE09493, MOUSE09491, MOUSE00783, MOUSE00784, MOUSE31692, MOUSE31693, MOUSE31691	HELIO_09002
OG0000788	MOUSE27064, MOUSE39394	HELIO_09954
OG0000788	MOUSE32425, MOUSE32424, MOUSE32423, MOUSE30472, MOUSE01590	HELIO_02295
OG0000790	MOUSE24841, MOUSE24842, MOUSE24843, MOUSE24844	HELIO_01517
OG0000791	MOUSE35519, MOUSE35517, MOUSE35518, MOUSE35520, MOUSE35521, MOUSE14635, MOUSE22542, MOUSE22544, MOUSE22543	HELIO_07748
OG0000792	MOUSE39860, MOUSE39859	HELIO_05838
OG0000792	MOUSE37419, MOUSE37420, MOUSE37418	HELIO_03909
OG0000793	MOUSE30326, MOUSE30328, MOUSE30327, MOUSE10274, MOUSE10275, MOUSE10273, MOUSE51447, MOUSE51446, MOUSE01511, MOUSE51436	HELIO_04742
OG0000794	MOUSE19985, MOUSE19991, MOUSE19988	HELIO_08580, HELIO_07646
OG0000797	MOUSE03559, MOUSE03560, MOUSE03554, MOUSE03557, MOUSE03556, MOUSE03555, MOUSE03558, MOUSE30031, MOUSE30030, MOUSE30029	HELIO_10217
OG0000798	MOUSE05107, MOUSE05104, MOUSE05105, MOUSE05101, MOUSE05102, MOUSE05103, MOUSE05106, MOUSE05100, MOUSE17009, MOUSE17008, MOUSE17015, MOUSE17007, MOUSE17010, MOUSE17012, MOUSE17013, MOUSE17011, MOUSE17016, MOUSE17014	HELIO_09953
OG0000799	MOUSE21207, MOUSE21210, MOUSE21211, MOUSE21206, MOUSE21208, MOUSE21205, MOUSE03180, MOUSE03181, MOUSE03179, MOUSE36189, MOUSE36192, MOUSE36191, MOUSE36190, MOUSE36188, MOUSE27783, MOUSE27782, MOUSE27784	HELIO_12010
OG0000801	MOUSE51551, MOUSE51550, MOUSE51549, MOUSE19777, MOUSE19776	HELIO_05282
OG0000802	MOUSE31955, MOUSE31954, MOUSE48794, MOUSE31846, MOUSE01638, MOUSE42681, MOUSE42680, MOUSE11667, MOUSE11668, MOUSE13170, MOUSE13169	HELIO_00036
OG0000803	MOUSE45920, MOUSE45918, MOUSE42044, MOUSE42045	HELIO_01765
OG0000809	MOUSE33312, MOUSE33313, MOUSE33310, MOUSE48492, MOUSE48491, MOUSE48490, MOUSE10214, MOUSE33311, MOUSE48489, MOUSE48488, MOUSE10212, MOUSE10213	HELIO_01972
OG0000810	MOUSE33430, MOUSE33432, MOUSE33426, MOUSE33428, MOUSE33433, MOUSE33429, MOUSE33431, MOUSE33427	HELIO_02012
OG0000810	MOUSE15700, MOUSE53153, MOUSE53154, MOUSE53158	HELIO_12250
OG0000811	MOUSE14467, MOUSE14466	HELIO_10537, HELIO_06569, HELIO_08177, HELIO_04124
OG0000813	MOUSE00769, MOUSE00766, MOUSE00768, MOUSE00767, MOUSE00765, MOUSE35999	HELIO_06105, HELIO_05174
OG0000814	MOUSE27730	HELIO_12587
OG0000814	MOUSE02913, MOUSE02912	HELIO_06788
OG0000815	MOUSE26383, MOUSE26382, MOUSE25143, MOUSE25142	HELIO_00716
OG0000816	MOUSE20168, MOUSE03037, MOUSE42824, MOUSE42825, MOUSE42827, MOUSE42826, MOUSE42822, MOUSE42823	HELIO_09415
OG0000816	MOUSE31618, MOUSE31619, MOUSE21240	HELIO_05766
OG0000817	MOUSE06193, MOUSE02547, MOUSE02548	HELIO_10156
OG0000817	MOUSE00951, MOUSE00950	HELIO_06308
