Orthogroup	MOUSE	AMPFI_ok
OG0001518	MOUSE52417, MOUSE52416, MOUSE52422, MOUSE52424, MOUSE52423, MOUSE52425, MOUSE53077, MOUSE52419, MOUSE52418	AMPFI_20936
OG0001520	MOUSE34134, MOUSE34139, MOUSE34135, MOUSE34137, MOUSE34136, MOUSE34138, MOUSE06660, MOUSE06662, MOUSE06661, MOUSE06668, MOUSE06664, MOUSE06666, MOUSE06667, MOUSE06665, MOUSE06669	AMPFI_11649, AMPFI_06123
OG0001522	MOUSE31620	AMPFI_05516
OG0001523	MOUSE45739, MOUSE45741, MOUSE42024, MOUSE42028, MOUSE42026	AMPFI_21945
OG0001524	MOUSE21121	AMPFI_12143
OG0001524	MOUSE49229	AMPFI_24831
OG0001525	MOUSE37570, MOUSE37574, MOUSE37572, MOUSE37575, MOUSE37571	AMPFI_18416
OG0001527	MOUSE04311, MOUSE04310, MOUSE04313	AMPFI_06183
OG0001527	MOUSE13589	AMPFI_10281
OG0001528	MOUSE15669	AMPFI_20250
OG0001529	MOUSE52864, MOUSE52868, MOUSE52867, MOUSE52865, MOUSE52866, MOUSE52863, MOUSE52869, MOUSE52870, MOUSE52747, MOUSE52748, MOUSE52746, MOUSE52745, MOUSE52750, MOUSE17230	AMPFI_24259
OG0001530	MOUSE11450	AMPFI_04325
OG0001531	MOUSE20949, MOUSE20950, MOUSE20946, MOUSE20948, MOUSE20947, MOUSE36117, MOUSE36116, MOUSE36114, MOUSE36115, MOUSE03120, MOUSE03119, MOUSE03118	AMPFI_13148
OG0001532	MOUSE35123, MOUSE04155, MOUSE15421, MOUSE15419, MOUSE15420	AMPFI_06472
OG0001533	MOUSE13099, MOUSE15783, MOUSE15785	AMPFI_11865
OG0001534	MOUSE14201, MOUSE14198, MOUSE14200, MOUSE14199, MOUSE15122, MOUSE15124	AMPFI_24532, AMPFI_01303, AMPFI_12321
OG0001536	MOUSE18639, MOUSE09966	AMPFI_24601
OG0001538	MOUSE24613, MOUSE24610, MOUSE24611, MOUSE24612	AMPFI_06922
OG0001545	MOUSE19663, MOUSE19660, MOUSE19656, MOUSE19665, MOUSE44861, MOUSE30685, MOUSE30687, MOUSE30686, MOUSE30688, MOUSE30684, MOUSE19667, MOUSE19666, MOUSE19664, MOUSE19658, MOUSE19661, MOUSE19657	AMPFI_07768
OG0001545	MOUSE19662	AMPFI_00526
OG0001546	MOUSE07046, MOUSE18675	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267
OG0001546	MOUSE07047	AMPFI_03026
OG0001549	MOUSE02003, MOUSE02005, MOUSE02006, MOUSE02007, MOUSE02004, MOUSE41092, MOUSE41090, MOUSE41094, MOUSE41089, MOUSE41091, MOUSE23486, MOUSE23487, MOUSE23485	AMPFI_01171, AMPFI_04433
OG0001550	MOUSE53327	AMPFI_12309, AMPFI_21451
OG0001551	MOUSE07720, MOUSE24761, MOUSE24759, MOUSE24760	AMPFI_18500
OG0001552	MOUSE52571, MOUSE52573, MOUSE52569, MOUSE52570, MOUSE52567, MOUSE52568, MOUSE52572	AMPFI_21436, AMPFI_14762, AMPFI_14933, AMPFI_14932, AMPFI_20376, AMPFI_20377
OG0001553	MOUSE47772, MOUSE47771, MOUSE11102, MOUSE11100, MOUSE11099, MOUSE11101, MOUSE03464, MOUSE03466, MOUSE03465	AMPFI_24765
OG0001554	MOUSE50204, MOUSE50203, MOUSE50206, MOUSE50205, MOUSE50202, MOUSE54632	AMPFI_06413
OG0001557	MOUSE27258	AMPFI_09537
OG0001558	MOUSE25248, MOUSE25247, MOUSE25246, MOUSE25245, MOUSE25249, MOUSE47376, MOUSE47379, MOUSE47373	AMPFI_15140
OG0001559	MOUSE11720, MOUSE11719, MOUSE24626, MOUSE24627, MOUSE24624, MOUSE24625, MOUSE20118	AMPFI_05445
OG0001560	MOUSE32973, MOUSE32971, MOUSE32972, MOUSE32969, MOUSE18411, MOUSE18412, MOUSE18410, MOUSE44892, MOUSE44893, MOUSE08985, MOUSE30177, MOUSE30176, MOUSE30175	AMPFI_08835
OG0001561	MOUSE40948, MOUSE40947, MOUSE40953, MOUSE40950, MOUSE40951, MOUSE40952, MOUSE40949, MOUSE17306, MOUSE14396, MOUSE14395, MOUSE14394	AMPFI_06589
OG0001563	MOUSE51339	AMPFI_13947, AMPFI_22270
OG0001564	MOUSE22917, MOUSE22921, MOUSE22922, MOUSE22916, MOUSE22915, MOUSE22918, MOUSE45322, MOUSE45323, MOUSE45324, MOUSE45325	AMPFI_01949, AMPFI_20454
OG0001566	MOUSE00193, MOUSE00192, MOUSE00189, MOUSE00187, MOUSE00188, MOUSE00191, MOUSE00190, MOUSE00194, MOUSE55303, MOUSE55302, MOUSE55304	AMPFI_23598
OG0001567	MOUSE29523, MOUSE29524, MOUSE34755, MOUSE34756, MOUSE34757, MOUSE34758, MOUSE29522, MOUSE29525	AMPFI_05324
OG0001568	MOUSE14020, MOUSE14021, MOUSE14017, MOUSE14016, MOUSE14018, MOUSE14019	AMPFI_05220
OG0001569	MOUSE47594, MOUSE53937, MOUSE53936, MOUSE53935	AMPFI_09953
OG0001570	MOUSE44024, MOUSE44023	AMPFI_12961
OG0001570	MOUSE44020, MOUSE44021, MOUSE44017, MOUSE44014	AMPFI_12059
OG0001571	MOUSE50711, MOUSE50712	AMPFI_18530
OG0001572	MOUSE54749, MOUSE19684	AMPFI_12157
OG0001572	MOUSE49841	AMPFI_15021
OG0001573	MOUSE31358, MOUSE31355, MOUSE31356, MOUSE31357, MOUSE32755	AMPFI_05942
OG0001574	MOUSE38567, MOUSE38566, MOUSE38568, MOUSE06039, MOUSE42184, MOUSE42179, MOUSE42180	AMPFI_09279
OG0001576	MOUSE10290, MOUSE10287, MOUSE10291, MOUSE10292, MOUSE10289, MOUSE10294, MOUSE10293, MOUSE44864, MOUSE10296, MOUSE10295	AMPFI_16525
OG0001577	MOUSE09517, MOUSE35874	AMPFI_25892
OG0001577	MOUSE35875	AMPFI_07336
OG0001578	MOUSE12774, MOUSE12766, MOUSE21125	AMPFI_11954
OG0001580	MOUSE29104, MOUSE29103, MOUSE43692, MOUSE43694, MOUSE43691, MOUSE43695, MOUSE43696	AMPFI_13898
OG0001581	MOUSE24698, MOUSE24697, MOUSE24695, MOUSE24694, MOUSE24696	AMPFI_14541, AMPFI_22362
OG0001582	MOUSE04520, MOUSE04519, MOUSE04518, MOUSE04517, MOUSE37288, MOUSE37287	AMPFI_01796, AMPFI_13928
OG0001583	MOUSE36151, MOUSE36153, MOUSE36152, MOUSE36154, MOUSE21218, MOUSE21217, MOUSE21216, MOUSE21215	AMPFI_20716
OG0001584	MOUSE12889	AMPFI_15798
OG0001584	MOUSE15680, MOUSE15682, MOUSE15683, MOUSE15681	AMPFI_22734
OG0001589	MOUSE17048, MOUSE17047, MOUSE17051, MOUSE17050	AMPFI_11604
OG0001590	MOUSE27654	AMPFI_24468
OG0001592	MOUSE51945, MOUSE51716, MOUSE51715, MOUSE51713, MOUSE51714, MOUSE51718, MOUSE51717	AMPFI_20340, AMPFI_22753
OG0001593	MOUSE32562, MOUSE51632, MOUSE51631, MOUSE51633, MOUSE51630, MOUSE30807, MOUSE30806, MOUSE30799, MOUSE30803, MOUSE30800	AMPFI_15712
OG0001594	MOUSE16260	AMPFI_18261, AMPFI_11597
OG0001596	MOUSE42091, MOUSE42094, MOUSE42092, MOUSE42093, MOUSE09368, MOUSE09370, MOUSE09369	AMPFI_14311, AMPFI_21924
OG0001597	MOUSE38913	AMPFI_13604
OG0001597	MOUSE46941, MOUSE46949, MOUSE46952, MOUSE46950	AMPFI_12341
OG0001599	MOUSE06257, MOUSE06255	AMPFI_03121
OG0001600	MOUSE33841, MOUSE33842, MOUSE53481, MOUSE06720, MOUSE25359, MOUSE13644, MOUSE13647, MOUSE13646, MOUSE13645, MOUSE13643	AMPFI_10540
OG0001603	MOUSE17811	AMPFI_09372
OG0001604	MOUSE36002, MOUSE36001	AMPFI_04179
OG0001604	MOUSE04891, MOUSE04892	AMPFI_13911
OG0001605	MOUSE11891, MOUSE11892, MOUSE11890	AMPFI_24911, AMPFI_18083
OG0001606	MOUSE46734, MOUSE46733	AMPFI_03478
OG0001609	MOUSE12876	AMPFI_10765
OG0001609	MOUSE40801, MOUSE40800, MOUSE40802	AMPFI_06902
OG0001610	MOUSE29718, MOUSE33856, MOUSE33852, MOUSE33853, MOUSE33855, MOUSE28650, MOUSE16605, MOUSE19397, MOUSE13421	AMPFI_05189
OG0001611	MOUSE08216, MOUSE08215, MOUSE24657, MOUSE24656	AMPFI_12536
OG0001612	MOUSE52149, MOUSE52147, MOUSE52146, MOUSE52145, MOUSE52148	AMPFI_24849
OG0001614	MOUSE01693, MOUSE01692	AMPFI_14043
OG0001614	MOUSE06439, MOUSE06438	AMPFI_09076
OG0001617	MOUSE40895, MOUSE40896, MOUSE42003, MOUSE42000, MOUSE42001, MOUSE17226	AMPFI_25615
OG0001620	MOUSE17818, MOUSE17820, MOUSE17821, MOUSE17822, MOUSE17823, MOUSE17824, MOUSE17819, MOUSE17825, MOUSE17817, MOUSE24214, MOUSE24215	AMPFI_12324
OG0001621	MOUSE14973, MOUSE14972, MOUSE14969, MOUSE14970, MOUSE14971, MOUSE14215	AMPFI_09527
OG0001622	MOUSE46681, MOUSE46686, MOUSE46682, MOUSE46683, MOUSE46685, MOUSE46684, MOUSE47843, MOUSE47842, MOUSE47844	AMPFI_23787
OG0001623	MOUSE25872, MOUSE25874	AMPFI_21345
OG0001624	MOUSE29146, MOUSE00431, MOUSE34132, MOUSE00430, MOUSE00429, MOUSE00428, MOUSE34133, MOUSE29144, MOUSE29145, MOUSE29143, MOUSE29142, MOUSE32131, MOUSE32132	AMPFI_12384
OG0001627	MOUSE13617	AMPFI_13242
OG0001627	MOUSE03246, MOUSE03247	AMPFI_22299
OG0001628	MOUSE18750	AMPFI_14676
OG0001630	MOUSE34759, MOUSE34760, MOUSE38300, MOUSE38299, MOUSE52246, MOUSE52245, MOUSE34761	AMPFI_09150
OG0001632	MOUSE52878, MOUSE52877, MOUSE52876, MOUSE14383, MOUSE14385, MOUSE14384, MOUSE31221, MOUSE31220	AMPFI_15399
OG0001634	MOUSE25957	AMPFI_21874
OG0001634	MOUSE49895, MOUSE43171	AMPFI_22894
OG0001635	MOUSE55017, MOUSE07118, MOUSE06936, MOUSE55390	AMPFI_19476
OG0001636	MOUSE49161, MOUSE49160	AMPFI_05825
OG0001638	MOUSE46244, MOUSE46242, MOUSE46245, MOUSE46247, MOUSE46241, MOUSE04362, MOUSE04361, MOUSE04360, MOUSE04359	AMPFI_08503
OG0001639	MOUSE51540, MOUSE51538, MOUSE51543, MOUSE51541, MOUSE51539, MOUSE51537, MOUSE51542, MOUSE51544, MOUSE51536, MOUSE01343, MOUSE01345, MOUSE01346, MOUSE01344	AMPFI_08162
OG0001640	MOUSE40866	AMPFI_17177
OG0001641	MOUSE18894, MOUSE18890, MOUSE18892, MOUSE18893, MOUSE18887, MOUSE18891, MOUSE18888	AMPFI_08722
OG0001642	MOUSE20087, MOUSE20088, MOUSE20076, MOUSE20079, MOUSE20077, MOUSE20082, MOUSE20080, MOUSE20084, MOUSE20085, MOUSE20083, MOUSE20081	AMPFI_15628
OG0001644	MOUSE09334	AMPFI_12516
OG0001645	MOUSE14811, MOUSE02884, MOUSE22465, MOUSE22464, MOUSE22463, MOUSE05403, MOUSE05404, MOUSE05402, MOUSE02883	AMPFI_06481
OG0001651	MOUSE36990, MOUSE03355, MOUSE03357, MOUSE03356, MOUSE03358, MOUSE11461, MOUSE11465, MOUSE11464, MOUSE11462, MOUSE11463, MOUSE36987, MOUSE36986, MOUSE36988, MOUSE36991, MOUSE36989, MOUSE36984, MOUSE36985	AMPFI_03860
OG0001652	MOUSE08227, MOUSE08226, MOUSE08229, MOUSE08225	AMPFI_03475
OG0001653	MOUSE13203	AMPFI_18635
OG0001654	MOUSE09237, MOUSE09239, MOUSE09236, MOUSE09238, MOUSE09235, MOUSE09234, MOUSE00164, MOUSE00163, MOUSE00165	AMPFI_05689
OG0001655	MOUSE48280, MOUSE48281, MOUSE48284, MOUSE48282, MOUSE48283, MOUSE42419, MOUSE42418, MOUSE42417, MOUSE53496, MOUSE53498, MOUSE53497	AMPFI_16010
OG0001656	MOUSE05507	AMPFI_09616
OG0001657	MOUSE02718, MOUSE02719, MOUSE02717, MOUSE02720, MOUSE02721, MOUSE20575	AMPFI_11506
OG0001658	MOUSE28285, MOUSE28284	AMPFI_21118
OG0001659	MOUSE34255, MOUSE34254, MOUSE34253, MOUSE16516, MOUSE16514, MOUSE16515	AMPFI_20084
OG0001659	MOUSE34256	AMPFI_10173
OG0001660	MOUSE03264, MOUSE03266, MOUSE03265, MOUSE36438, MOUSE36441, MOUSE55337, MOUSE55338, MOUSE54884, MOUSE54885, MOUSE36437, MOUSE36434, MOUSE36435, MOUSE36436	AMPFI_15599
OG0001661	MOUSE37661, MOUSE37657, MOUSE37659, MOUSE37660	AMPFI_03268
OG0001661	MOUSE52451, MOUSE52452, MOUSE52450	AMPFI_24993, AMPFI_21610
OG0001662	MOUSE44996	AMPFI_25752
OG0001662	MOUSE38184, MOUSE37980	AMPFI_08109
OG0001663	MOUSE39143, MOUSE39142, MOUSE53600	AMPFI_14386
OG0001665	MOUSE06325, MOUSE06329	AMPFI_22180
OG0001665	MOUSE15151	AMPFI_12597
OG0001666	MOUSE13127, MOUSE13129, MOUSE13130, MOUSE13128, MOUSE13126	AMPFI_24481, AMPFI_12799, AMPFI_14898
OG0001667	MOUSE05631, MOUSE05632, MOUSE05633, MOUSE39013, MOUSE39010, MOUSE39011, MOUSE39012, MOUSE14576	AMPFI_09938
OG0001668	MOUSE16661, MOUSE16662, MOUSE16665, MOUSE16668, MOUSE16663, MOUSE16667, MOUSE16664, MOUSE16666	AMPFI_06781
OG0001669	MOUSE34306, MOUSE34303, MOUSE34304, MOUSE34305, MOUSE27836, MOUSE27837	AMPFI_22930, AMPFI_17544
OG0001671	MOUSE52773	AMPFI_16125, AMPFI_09893
OG0001672	MOUSE54501, MOUSE26433, MOUSE05164, MOUSE38951, MOUSE38950	AMPFI_19341
OG0001673	MOUSE07032, MOUSE42677, MOUSE18686, MOUSE18685, MOUSE18687, MOUSE18688	AMPFI_18848
OG0001674	MOUSE51374, MOUSE19853	AMPFI_20075, AMPFI_01079
OG0001675	MOUSE13729, MOUSE13728, MOUSE13730, MOUSE12716, MOUSE12713, MOUSE12715, MOUSE12714	AMPFI_04125
OG0001676	MOUSE48433	AMPFI_10805
OG0001677	MOUSE37911, MOUSE37910, MOUSE37908	AMPFI_23211
OG0001680	MOUSE54064	AMPFI_18352
OG0001682	MOUSE22395	AMPFI_17672, AMPFI_18771
OG0001682	MOUSE22394, MOUSE22396	AMPFI_12014
OG0001682	MOUSE22397	AMPFI_22545
OG0001683	MOUSE54750, MOUSE30937, MOUSE34238, MOUSE52139, MOUSE52138	AMPFI_22061
OG0001684	MOUSE48893, MOUSE48892, MOUSE48890, MOUSE48891, MOUSE31811	AMPFI_24253
OG0001685	MOUSE36317, MOUSE36311, MOUSE36315, MOUSE36312, MOUSE36313, MOUSE36316, MOUSE36314	AMPFI_05011
OG0001687	MOUSE00821, MOUSE00820	AMPFI_24429, AMPFI_09173, AMPFI_17336
OG0001688	MOUSE36240, MOUSE36242, MOUSE36241, MOUSE45407, MOUSE45406, MOUSE45404, MOUSE45405	AMPFI_10724
OG0001689	MOUSE37338	AMPFI_23147
OG0001689	MOUSE04470, MOUSE04471, MOUSE37336, MOUSE37337, MOUSE37335, MOUSE37334	AMPFI_19247
OG0001690	MOUSE31930	AMPFI_25400, AMPFI_12711
OG0001690	MOUSE31928, MOUSE31934, MOUSE31926, MOUSE31933, MOUSE31932, MOUSE31929, MOUSE31931, MOUSE31927	AMPFI_20974, AMPFI_20761
OG0001691	MOUSE46475, MOUSE46476, MOUSE46478, MOUSE46479, MOUSE46480, MOUSE46477	AMPFI_08102
OG0001691	MOUSE37263, MOUSE37264, MOUSE37262	AMPFI_00359
OG0001692	MOUSE10444, MOUSE10445, MOUSE33578, MOUSE33580, MOUSE33581, MOUSE33579, MOUSE10443, MOUSE48519, MOUSE48518, MOUSE10442	AMPFI_02593
OG0001693	MOUSE33987, MOUSE33986	AMPFI_08682
OG0001694	MOUSE02012, MOUSE02013, MOUSE52634, MOUSE52632	AMPFI_10870
OG0001704	MOUSE14721, MOUSE14720, MOUSE14723, MOUSE14719, MOUSE14722, MOUSE14718, MOUSE02583	AMPFI_22958, AMPFI_17780
OG0001706	MOUSE54183, MOUSE54182, MOUSE50117, MOUSE50116, MOUSE54176, MOUSE54178, MOUSE54179, MOUSE54180	AMPFI_00734
OG0001707	MOUSE18955, MOUSE18956, MOUSE18954, MOUSE18957	AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071
OG0001708	MOUSE32138, MOUSE24320	AMPFI_10288, AMPFI_03554
OG0001709	MOUSE19372, MOUSE19373	AMPFI_24047
OG0001710	MOUSE15190, MOUSE15191, MOUSE15192, MOUSE15193, MOUSE17332, MOUSE17333, MOUSE55136, MOUSE55137, MOUSE09366, MOUSE09367	AMPFI_18639
OG0001711	MOUSE20123, MOUSE08275, MOUSE08276, MOUSE08277	AMPFI_23859, AMPFI_17093
OG0001712	MOUSE31591, MOUSE31590, MOUSE31592, MOUSE40437, MOUSE40436, MOUSE00876, MOUSE31593, MOUSE40438, MOUSE00874, MOUSE00875, MOUSE00873, MOUSE00871, MOUSE00872	AMPFI_01037, AMPFI_08833
OG0001713	MOUSE49631, MOUSE49633, MOUSE49632, MOUSE49634, MOUSE49635	AMPFI_07986
OG0001714	MOUSE14126	AMPFI_05879
OG0001714	MOUSE18169, MOUSE18168	AMPFI_12759
OG0001715	MOUSE24892	AMPFI_25034
OG0001716	MOUSE28213, MOUSE28212	AMPFI_13866
OG0001718	MOUSE18354, MOUSE18355	AMPFI_15984
OG0001720	MOUSE04608, MOUSE04609, MOUSE04606, MOUSE04607, MOUSE20041, MOUSE20038, MOUSE20037, MOUSE37434, MOUSE37433	AMPFI_01920
OG0001721	MOUSE16043, MOUSE16042, MOUSE52086, MOUSE52087, MOUSE07334	AMPFI_11273
OG0001722	MOUSE06577	AMPFI_17549
OG0001723	MOUSE54082	AMPFI_21807
OG0001724	MOUSE52103, MOUSE52104, MOUSE52099, MOUSE52101, MOUSE52102, MOUSE52100	AMPFI_12909
OG0001726	MOUSE18723, MOUSE07228	AMPFI_23403
OG0001726	MOUSE03445, MOUSE03448, MOUSE36746, MOUSE36745	AMPFI_15123
OG0001727	MOUSE42676, MOUSE42672, MOUSE42671, MOUSE07041, MOUSE07040, MOUSE18673, MOUSE18674, MOUSE18672	AMPFI_09267
OG0001728	MOUSE51318, MOUSE51319, MOUSE51320, MOUSE51317, MOUSE19476, MOUSE19477	AMPFI_01049
OG0001729	MOUSE06905, MOUSE06904, MOUSE52860, MOUSE52861, MOUSE52862	AMPFI_05820
OG0001730	MOUSE33438, MOUSE33440, MOUSE33439, MOUSE33441, MOUSE33442, MOUSE33436, MOUSE33437, MOUSE48659, MOUSE48658, MOUSE48657	AMPFI_09157
OG0001731	MOUSE17256, MOUSE17255, MOUSE17254, MOUSE01923, MOUSE01922, MOUSE01937, MOUSE01935, MOUSE01936, MOUSE01920, MOUSE01925, MOUSE01924, MOUSE01926, MOUSE01932, MOUSE01918, MOUSE01919, MOUSE01916, MOUSE01913, MOUSE01930, MOUSE01929, MOUSE01921, MOUSE01931	AMPFI_18090, AMPFI_24445
OG0001732	MOUSE52279, MOUSE47617, MOUSE47618, MOUSE47614, MOUSE47613, MOUSE52281, MOUSE52276, MOUSE52275, MOUSE52283, MOUSE52277, MOUSE52274, MOUSE52282	AMPFI_05707, AMPFI_19074
OG0001733	MOUSE40420, MOUSE40422, MOUSE40416, MOUSE40419, MOUSE40417	AMPFI_08124
OG0001734	MOUSE20467	AMPFI_02529
OG0001735	MOUSE26398, MOUSE05814, MOUSE05817, MOUSE05816, MOUSE05820, MOUSE05815	AMPFI_02680
OG0001736	MOUSE49479, MOUSE19922, MOUSE19924, MOUSE19923	AMPFI_04077
OG0001737	MOUSE29376, MOUSE29136	AMPFI_20661
OG0001738	MOUSE46957, MOUSE46955, MOUSE46956, MOUSE01783, MOUSE01781, MOUSE01782	AMPFI_08169
OG0001739	MOUSE02157, MOUSE02158, MOUSE02159, MOUSE02156, MOUSE47272, MOUSE47271, MOUSE47270	AMPFI_18533
OG0001740	MOUSE17262, MOUSE17261, MOUSE45832, MOUSE45831, MOUSE45833, MOUSE14323, MOUSE14320, MOUSE14322, MOUSE14321	AMPFI_08487
OG0001743	MOUSE25554, MOUSE25555, MOUSE25557, MOUSE25556, MOUSE25558	AMPFI_21237
OG0001746	MOUSE45899, MOUSE45897, MOUSE14340	AMPFI_09609
OG0001747	MOUSE22754, MOUSE24096, MOUSE24098, MOUSE24097	AMPFI_21460, AMPFI_03962
OG0001749	MOUSE32519, MOUSE32520, MOUSE55392, MOUSE55391, MOUSE55393, MOUSE55014, MOUSE55015, MOUSE55016, MOUSE13733	AMPFI_24575, AMPFI_18873
OG0001752	MOUSE18451, MOUSE18449, MOUSE18452, MOUSE18448, MOUSE18444, MOUSE51870, MOUSE51869, MOUSE51867, MOUSE51868	AMPFI_05645
OG0001755	MOUSE27182, MOUSE27181, MOUSE27180	AMPFI_19529
OG0001756	MOUSE21187	AMPFI_19308
OG0001756	MOUSE47775, MOUSE47774	AMPFI_09088
OG0001757	MOUSE24680, MOUSE24681, MOUSE24679, MOUSE24682, MOUSE07139, MOUSE07138, MOUSE07153, MOUSE07152, MOUSE07145, MOUSE07146, MOUSE07151, MOUSE07142, MOUSE07140, MOUSE07149, MOUSE07141, MOUSE07150, MOUSE07148, MOUSE07154, MOUSE07147, MOUSE07143, MOUSE07144	AMPFI_11105
OG0001758	MOUSE04665, MOUSE04666, MOUSE04668, MOUSE04664, MOUSE04667	AMPFI_22682, AMPFI_05121, AMPFI_08230, AMPFI_04712, AMPFI_10363, AMPFI_04809, AMPFI_03239, AMPFI_22191
OG0001759	MOUSE32537, MOUSE36569, MOUSE36568	AMPFI_25203
OG0001760	MOUSE02270, MOUSE02276, MOUSE02272, MOUSE02273, MOUSE02275, MOUSE02271, MOUSE02269, MOUSE02268, MOUSE02274, MOUSE02279, MOUSE02277, MOUSE02280, MOUSE02278	AMPFI_13517
OG0001768	MOUSE51640	AMPFI_03119
OG0001768	MOUSE19454, MOUSE03095, MOUSE18421	AMPFI_14756, AMPFI_14757
OG0001769	MOUSE21351, MOUSE21353, MOUSE21352	AMPFI_17583
OG0001769	MOUSE07446, MOUSE07447, MOUSE07444	AMPFI_24487
OG0001770	MOUSE21951, MOUSE21948, MOUSE54992, MOUSE03364, MOUSE03365, MOUSE48766, MOUSE48765	AMPFI_16335
OG0001772	MOUSE24688, MOUSE24687, MOUSE08074	AMPFI_24282, AMPFI_16628, AMPFI_22476, AMPFI_21430
OG0001774	MOUSE54272, MOUSE44450	AMPFI_10680
OG0001775	MOUSE01603	AMPFI_09788
OG0001778	MOUSE12294, MOUSE12291, MOUSE12290, MOUSE12287, MOUSE12285, MOUSE12286, MOUSE12289, MOUSE12288, MOUSE12292, MOUSE12295	AMPFI_14017, AMPFI_10692
OG0001780	MOUSE15319, MOUSE15316, MOUSE15317, MOUSE15318	AMPFI_07742
OG0001781	MOUSE05639, MOUSE05640	AMPFI_23560
OG0001781	MOUSE17844	AMPFI_08314
OG0001782	MOUSE18513, MOUSE18512	AMPFI_24297
OG0001782	MOUSE10999, MOUSE10996, MOUSE10997, MOUSE10998, MOUSE10995	AMPFI_12965
OG0001783	MOUSE16905, MOUSE16907, MOUSE16901, MOUSE16906, MOUSE16908	AMPFI_24257, AMPFI_01182
OG0001785	MOUSE13134	AMPFI_02986, AMPFI_16358
OG0001787	MOUSE16363, MOUSE16364, MOUSE18093, MOUSE18092, MOUSE34354, MOUSE34355, MOUSE34353	AMPFI_25681
OG0001788	MOUSE06638, MOUSE06640, MOUSE06641, MOUSE06639	AMPFI_09753
OG0001789	MOUSE37319, MOUSE04625, MOUSE04624, MOUSE04626, MOUSE04627, MOUSE04628, MOUSE04622, MOUSE04629, MOUSE04632, MOUSE04633, MOUSE04634, MOUSE04636, MOUSE04630, MOUSE04635	AMPFI_24598, AMPFI_14245
OG0001792	MOUSE25540, MOUSE25539	AMPFI_21133
OG0001792	MOUSE25538	AMPFI_02745
OG0001792	MOUSE48452, MOUSE48453	AMPFI_07829
OG0001793	MOUSE53160	AMPFI_08492
OG0001793	MOUSE50653	AMPFI_17091
OG0001796	MOUSE28626, MOUSE28627, MOUSE28625, MOUSE21653	AMPFI_24328, AMPFI_10392
OG0001798	MOUSE01640, MOUSE01643, MOUSE01641, MOUSE01642, MOUSE51381, MOUSE51383, MOUSE51384	AMPFI_13433, AMPFI_09922
OG0001800	MOUSE40725, MOUSE40724, MOUSE23456, MOUSE01755	AMPFI_11453
OG0001801	MOUSE31116, MOUSE31118, MOUSE45815, MOUSE45814, MOUSE39454, MOUSE39455, MOUSE31002, MOUSE31001, MOUSE31117	AMPFI_12578
OG0001803	MOUSE40588, MOUSE40590, MOUSE40589, MOUSE40587, MOUSE36891, MOUSE36892, MOUSE11476, MOUSE11483	AMPFI_13781
OG0001804	MOUSE04574, MOUSE04572, MOUSE04571, MOUSE04570, MOUSE04575, MOUSE04573, MOUSE01050, MOUSE01051, MOUSE01049	AMPFI_10708
OG0001805	MOUSE02149, MOUSE44430, MOUSE44431, MOUSE02150	AMPFI_11465
OG0001806	MOUSE39241, MOUSE39238, MOUSE39239, MOUSE39237, MOUSE39246, MOUSE39242, MOUSE31161, MOUSE39240, MOUSE28357, MOUSE39247, MOUSE39248, MOUSE39245, MOUSE31163, MOUSE31162	AMPFI_11361
OG0001807	MOUSE05508	AMPFI_13156
OG0001808	MOUSE37155, MOUSE37154, MOUSE37157, MOUSE37153, MOUSE37152, MOUSE37156, MOUSE33210, MOUSE33212, MOUSE33214, MOUSE33211, MOUSE33213	AMPFI_01463
OG0001808	MOUSE37158	AMPFI_10697, AMPFI_10214
OG0001809	MOUSE23989, MOUSE23990, MOUSE23988, MOUSE23992	AMPFI_15697
OG0001810	MOUSE38994, MOUSE38992, MOUSE38989, MOUSE38997, MOUSE38996, MOUSE38991, MOUSE38990, MOUSE22263, MOUSE22262	AMPFI_19617
OG0001812	MOUSE50710, MOUSE50707, MOUSE50709, MOUSE50706, MOUSE50708	AMPFI_01183, AMPFI_00507, AMPFI_00810
OG0001814	MOUSE05495, MOUSE05496, MOUSE05498, MOUSE05497, MOUSE39915, MOUSE39914, MOUSE39918	AMPFI_09086
OG0001816	MOUSE10461, MOUSE10460, MOUSE10462, MOUSE10463	AMPFI_15030
OG0001818	MOUSE08126, MOUSE18122	AMPFI_13689
OG0001819	MOUSE02896, MOUSE02893, MOUSE02895, MOUSE02894, MOUSE02892, MOUSE26225, MOUSE26224, MOUSE26223	AMPFI_01254
OG0001820	MOUSE39944, MOUSE39979, MOUSE39980, MOUSE00899, MOUSE00900	AMPFI_19349
OG0001822	MOUSE14303, MOUSE14304, MOUSE14305	AMPFI_12887
OG0001823	MOUSE32903, MOUSE32902, MOUSE32901	AMPFI_19202
OG0001824	MOUSE07734	AMPFI_18005
OG0001825	MOUSE21706, MOUSE13716, MOUSE21707, MOUSE21713, MOUSE21708, MOUSE21710, MOUSE21712, MOUSE21709, MOUSE21711	AMPFI_16509
OG0001827	MOUSE25615, MOUSE25620, MOUSE25619, MOUSE25616, MOUSE25617, MOUSE25618, MOUSE25622, MOUSE25621, MOUSE25623	AMPFI_12500
OG0001828	MOUSE11364, MOUSE11363	AMPFI_14487
