Orthogroup	MOUSE	APOSC_ok
OG0001452	MOUSE10305, MOUSE44844, MOUSE30200, MOUSE30198	APOSC_06149
OG0001453	MOUSE30224, MOUSE30225, MOUSE51626, MOUSE51625	APOSC_02976
OG0001454	MOUSE03612, MOUSE03611, MOUSE29689, MOUSE29692, MOUSE29690	APOSC_10077
OG0001455	MOUSE50422, MOUSE50423, MOUSE10543, MOUSE33421, MOUSE33420, MOUSE10542, MOUSE10541, MOUSE48514, MOUSE50421	APOSC_20486
OG0001456	MOUSE52266, MOUSE52265	APOSC_10360, APOSC_00503
OG0001457	MOUSE21714, MOUSE13575, MOUSE21717, MOUSE21716, MOUSE13717, MOUSE21715	APOSC_00612
OG0001459	MOUSE41970, MOUSE44251, MOUSE44247, MOUSE44248, MOUSE44249, MOUSE41971, MOUSE41967, MOUSE41968, MOUSE41969	APOSC_03007, APOSC_19515
OG0001459	MOUSE41972, MOUSE41973, MOUSE44250	APOSC_11819
OG0001460	MOUSE11425	APOSC_17898
OG0001460	MOUSE11426, MOUSE11423, MOUSE11422, MOUSE11424	APOSC_12171
OG0001461	MOUSE39120	APOSC_22593, APOSC_22594
OG0001462	MOUSE24583, MOUSE24582, MOUSE24584	APOSC_13848
OG0001463	MOUSE49422, MOUSE49423, MOUSE49421, MOUSE49420, MOUSE49419, MOUSE49839, MOUSE49840, MOUSE49838	APOSC_16275
OG0001464	MOUSE26209, MOUSE26208, MOUSE26207, MOUSE32593, MOUSE32592, MOUSE14773	APOSC_00690
OG0001465	MOUSE34430, MOUSE34429	APOSC_28148, APOSC_09134
OG0001466	MOUSE52956, MOUSE52958, MOUSE52960, MOUSE52959, MOUSE52957	APOSC_10971
OG0001466	MOUSE19162	APOSC_14104
OG0001467	MOUSE25310	APOSC_21011
OG0001467	MOUSE45067, MOUSE45066	APOSC_12095
OG0001468	MOUSE22505, MOUSE53195, MOUSE53196, MOUSE02343	APOSC_26571
OG0001469	MOUSE00629	APOSC_12521
OG0001470	MOUSE04730, MOUSE04729, MOUSE04728, MOUSE04727	APOSC_15496
OG0001472	MOUSE35226, MOUSE35228, MOUSE35227	APOSC_03478
OG0001472	MOUSE29107, MOUSE29108	APOSC_26882
OG0001473	MOUSE14033, MOUSE14034	APOSC_25378, APOSC_24554
OG0001474	MOUSE27568, MOUSE27567	APOSC_00391
OG0001474	MOUSE46193, MOUSE46194	APOSC_28339
OG0001475	MOUSE34824, MOUSE34826, MOUSE34825, MOUSE34819, MOUSE34808, MOUSE34809, MOUSE34810, MOUSE34817, MOUSE34807, MOUSE34814, MOUSE34815, MOUSE34816, MOUSE34818, MOUSE34820, MOUSE34823	APOSC_19285, APOSC_00671
OG0001476	MOUSE16510, MOUSE16508, MOUSE16509, MOUSE16255, MOUSE16258, MOUSE16256	APOSC_20045
OG0001477	MOUSE46047	APOSC_14113
OG0001478	MOUSE27453, MOUSE27451, MOUSE27450, MOUSE27452	APOSC_12978
OG0001478	MOUSE14118	APOSC_11937
OG0001479	MOUSE31243, MOUSE31244, MOUSE47409, MOUSE47405, MOUSE25855, MOUSE25856	APOSC_29168
OG0001480	MOUSE22219, MOUSE22220, MOUSE53290, MOUSE53289, MOUSE53288, MOUSE53296, MOUSE53297, MOUSE53293, MOUSE53291, MOUSE53295	APOSC_05352
OG0001481	MOUSE00030, MOUSE00028, MOUSE00029, MOUSE07371, MOUSE07370, MOUSE07373, MOUSE07368, MOUSE07369, MOUSE07364, MOUSE07363	APOSC_24916
OG0001482	MOUSE46256, MOUSE37740, MOUSE37739, MOUSE04374, MOUSE04372, MOUSE04376, MOUSE04375, MOUSE04373	APOSC_19050
OG0001483	MOUSE05652, MOUSE05654	APOSC_20800
OG0001484	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705	APOSC_25021, APOSC_13556
OG0001485	MOUSE44648, MOUSE10100, MOUSE10098, MOUSE10097, MOUSE10099	APOSC_23085, APOSC_23084, APOSC_23083
OG0001486	MOUSE18259, MOUSE18260, MOUSE18262, MOUSE18256, MOUSE18261, MOUSE18257, MOUSE18263, MOUSE18264, MOUSE41536, MOUSE41537, MOUSE41535, MOUSE47343	APOSC_27432
OG0001487	MOUSE49867, MOUSE49866, MOUSE19692, MOUSE19693, MOUSE19694, MOUSE19691	APOSC_08783
OG0001488	MOUSE45678, MOUSE45677	APOSC_25402, APOSC_03875
OG0001489	MOUSE33270, MOUSE33272, MOUSE33273, MOUSE33269, MOUSE33271, MOUSE33268, MOUSE13178, MOUSE13179, MOUSE13173, MOUSE13177, MOUSE13176, MOUSE13171, MOUSE13174, MOUSE13180, MOUSE13175	APOSC_17497, APOSC_17496
OG0001490	MOUSE20108, MOUSE28079, MOUSE28081, MOUSE20112, MOUSE20106, MOUSE07918, MOUSE07919, MOUSE07917, MOUSE07920	APOSC_22165
OG0001492	MOUSE46376, MOUSE04701, MOUSE37398, MOUSE37399, MOUSE37397	APOSC_14714
OG0001493	MOUSE11096, MOUSE11098	APOSC_12580
OG0001495	MOUSE54495, MOUSE54479, MOUSE54485, MOUSE54461, MOUSE54123, MOUSE54206, MOUSE54142, MOUSE44521, MOUSE20162, MOUSE44563, MOUSE54696, MOUSE55120, MOUSE55122, MOUSE55123, MOUSE55126, MOUSE55121, MOUSE55124, MOUSE54519, MOUSE44520	APOSC_01292
OG0001496	MOUSE40491, MOUSE40492, MOUSE40490	APOSC_09640, APOSC_09641, APOSC_02129, APOSC_24932, APOSC_13192, APOSC_06926
OG0001500	MOUSE22932, MOUSE22931, MOUSE22929, MOUSE53492, MOUSE53491, MOUSE12949, MOUSE12952, MOUSE12951, MOUSE12950	APOSC_10163, APOSC_10164
OG0001501	MOUSE07106, MOUSE07104, MOUSE07103, MOUSE07108, MOUSE07102, MOUSE28103, MOUSE28101, MOUSE28100, MOUSE28102, MOUSE28104	APOSC_12106, APOSC_12104, APOSC_12107
OG0001502	MOUSE05923, MOUSE05925, MOUSE05924	APOSC_05753, APOSC_21241
OG0001503	MOUSE48444	APOSC_07503
OG0001503	MOUSE41776, MOUSE41774, MOUSE41777, MOUSE41772	APOSC_29093
OG0001504	MOUSE28382, MOUSE28383, MOUSE28380, MOUSE28381, MOUSE28379	APOSC_05548
OG0001505	MOUSE29456, MOUSE04126, MOUSE04125, MOUSE04124	APOSC_21083, APOSC_06533
OG0001506	MOUSE29500, MOUSE35074, MOUSE35075	APOSC_17974, APOSC_17975
OG0001506	MOUSE29501	APOSC_17976
OG0001507	MOUSE07522, MOUSE07519, MOUSE07520, MOUSE49949, MOUSE49948, MOUSE20173, MOUSE20174, MOUSE20171, MOUSE20170	APOSC_20414
OG0001508	MOUSE45983, MOUSE45981, MOUSE45982, MOUSE44231, MOUSE44230, MOUSE44229, MOUSE44234, MOUSE44233, MOUSE44232	APOSC_21339, APOSC_21338
OG0001509	MOUSE47629, MOUSE52289	APOSC_27811
OG0001510	MOUSE20754, MOUSE50417, MOUSE50418, MOUSE50419, MOUSE50416, MOUSE33181, MOUSE33174, MOUSE33173, MOUSE33176, MOUSE33177	APOSC_12053, APOSC_12055
OG0001511	MOUSE22746, MOUSE22740, MOUSE22739, MOUSE22744, MOUSE22742, MOUSE22745, MOUSE22741, MOUSE22743, MOUSE38379, MOUSE38378, MOUSE38380	APOSC_07488, APOSC_26249
OG0001513	MOUSE26247, MOUSE26246, MOUSE26245, MOUSE02468, MOUSE02470, MOUSE02469, MOUSE02471	APOSC_13909
OG0001515	MOUSE04853, MOUSE04849, MOUSE04850, MOUSE04851, MOUSE02775, MOUSE02777, MOUSE02776	APOSC_23285
OG0001516	MOUSE13217, MOUSE13218	APOSC_04613, APOSC_04614
OG0001517	MOUSE13154, MOUSE15948	APOSC_10273
OG0001518	MOUSE52417, MOUSE52416, MOUSE52422, MOUSE52424, MOUSE52423, MOUSE52425, MOUSE53077, MOUSE52419, MOUSE52418	APOSC_04576, APOSC_19442, APOSC_19441
OG0001520	MOUSE34134, MOUSE34139, MOUSE34135, MOUSE34137, MOUSE34136, MOUSE34138, MOUSE06660, MOUSE06662, MOUSE06661, MOUSE06668, MOUSE06664, MOUSE06666, MOUSE06667, MOUSE06665, MOUSE06669	APOSC_18603
OG0001521	MOUSE48454, MOUSE10242, MOUSE30348, MOUSE30350, MOUSE30349	APOSC_26269
OG0001522	MOUSE31620	APOSC_05577
OG0001522	MOUSE42847, MOUSE42848	APOSC_16037
OG0001523	MOUSE45739, MOUSE45741, MOUSE42024, MOUSE42028, MOUSE42026	APOSC_03544, APOSC_08741
OG0001524	MOUSE21121	APOSC_18612
OG0001524	MOUSE49229	APOSC_18631
OG0001525	MOUSE37570, MOUSE37574, MOUSE37572, MOUSE37575, MOUSE37571	APOSC_11644
OG0001526	MOUSE23723, MOUSE23721, MOUSE23722, MOUSE25375, MOUSE25372, MOUSE25373, MOUSE25371, MOUSE25370, MOUSE25369, MOUSE25367, MOUSE25368	APOSC_21222, APOSC_12286
OG0001527	MOUSE04311, MOUSE04310, MOUSE04313	APOSC_26650
OG0001527	MOUSE13589	APOSC_04022
OG0001528	MOUSE04103, MOUSE04104, MOUSE04100, MOUSE04102, MOUSE04101, MOUSE15666, MOUSE15668, MOUSE15667, MOUSE15670, MOUSE15672, MOUSE15671, MOUSE15673, MOUSE15665, MOUSE15669	APOSC_14510
OG0001529	MOUSE52864, MOUSE52868, MOUSE52867, MOUSE52865, MOUSE52866, MOUSE52863, MOUSE52869, MOUSE52870, MOUSE52747, MOUSE52748, MOUSE52746, MOUSE52745, MOUSE52750, MOUSE17230	APOSC_03920
OG0001531	MOUSE20949, MOUSE20950, MOUSE20946, MOUSE20948, MOUSE20947, MOUSE36117, MOUSE36116, MOUSE36114, MOUSE36115, MOUSE03120, MOUSE03119, MOUSE03118	APOSC_14320
OG0001532	MOUSE35123, MOUSE04155, MOUSE15421, MOUSE15419, MOUSE15420	APOSC_13448
OG0001533	MOUSE13099, MOUSE15783, MOUSE15785	APOSC_28817, APOSC_28816
OG0001534	MOUSE14201, MOUSE14198, MOUSE14200, MOUSE14199, MOUSE15122, MOUSE15124	APOSC_07636
OG0001536	MOUSE18639, MOUSE09966	APOSC_15383
OG0001538	MOUSE24613, MOUSE24610, MOUSE24611, MOUSE24612	APOSC_23666, APOSC_28290, APOSC_04002, APOSC_24317
OG0001545	MOUSE19663, MOUSE19660, MOUSE19656, MOUSE19665, MOUSE44861, MOUSE30685, MOUSE30687, MOUSE30686, MOUSE30688, MOUSE30684, MOUSE19667, MOUSE19666, MOUSE19664, MOUSE19658, MOUSE19661, MOUSE19657	APOSC_17565
OG0001546	MOUSE07046, MOUSE18675	APOSC_12494
OG0001549	MOUSE02003, MOUSE02005, MOUSE02006, MOUSE02007, MOUSE02004, MOUSE41092, MOUSE41090, MOUSE41094, MOUSE41089, MOUSE41091, MOUSE23486, MOUSE23487, MOUSE23485	APOSC_07982, APOSC_07983
OG0001550	MOUSE53327	APOSC_09615, APOSC_26524
OG0001551	MOUSE07720, MOUSE24761, MOUSE24759, MOUSE24760	APOSC_25143
OG0001552	MOUSE52571, MOUSE52573, MOUSE52569, MOUSE52570, MOUSE52567, MOUSE52568, MOUSE52572	APOSC_04223, APOSC_20203
OG0001553	MOUSE47772, MOUSE47771, MOUSE11102, MOUSE11100, MOUSE11099, MOUSE11101, MOUSE03464, MOUSE03466, MOUSE03465	APOSC_17818, APOSC_17817, APOSC_17816
OG0001554	MOUSE50204, MOUSE50203, MOUSE50206, MOUSE50205, MOUSE50202, MOUSE54632	APOSC_12359
OG0001557	MOUSE27258	APOSC_10213
OG0001557	MOUSE07001, MOUSE07002	APOSC_21247
OG0001558	MOUSE25248, MOUSE25247, MOUSE25246, MOUSE25245, MOUSE25249, MOUSE47376, MOUSE47379, MOUSE47373	APOSC_12692
OG0001559	MOUSE11720, MOUSE11719, MOUSE24626, MOUSE24627, MOUSE24624, MOUSE24625, MOUSE20118	APOSC_06915
OG0001560	MOUSE32973, MOUSE32971, MOUSE32972, MOUSE32969, MOUSE18411, MOUSE18412, MOUSE18410, MOUSE44892, MOUSE44893, MOUSE08985, MOUSE30177, MOUSE30176, MOUSE30175	APOSC_19389
OG0001561	MOUSE40948, MOUSE40947, MOUSE40953, MOUSE40950, MOUSE40951, MOUSE40952, MOUSE40949, MOUSE17306, MOUSE14396, MOUSE14395, MOUSE14394	APOSC_03964
OG0001563	MOUSE51339	APOSC_15535, APOSC_15427, APOSC_27127, APOSC_21984
OG0001564	MOUSE22917, MOUSE22921, MOUSE22922, MOUSE22916, MOUSE22915, MOUSE22918, MOUSE45322, MOUSE45323, MOUSE45324, MOUSE45325	APOSC_06037, APOSC_06038
OG0001565	MOUSE43477, MOUSE43476, MOUSE43475, MOUSE50584, MOUSE50581, MOUSE50583, MOUSE50582, MOUSE50580, MOUSE50579, MOUSE30141, MOUSE30140	APOSC_04430
OG0001566	MOUSE00195	APOSC_18245
OG0001566	MOUSE00193, MOUSE00192, MOUSE00189, MOUSE00187, MOUSE00188, MOUSE00191, MOUSE00190, MOUSE00194, MOUSE55303, MOUSE55302, MOUSE55304	APOSC_18241, APOSC_18242, APOSC_18244, APOSC_18243
OG0001567	MOUSE29523, MOUSE29524, MOUSE34755, MOUSE34756, MOUSE34757, MOUSE34758, MOUSE29522, MOUSE29525	APOSC_14453
OG0001568	MOUSE14020, MOUSE14021, MOUSE14017, MOUSE14016, MOUSE14018, MOUSE14019	APOSC_28643
OG0001570	MOUSE44024, MOUSE44023	APOSC_29138
OG0001570	MOUSE44020, MOUSE44021, MOUSE44017, MOUSE44014	APOSC_24457
OG0001571	MOUSE50705	APOSC_08835
OG0001571	MOUSE50711, MOUSE50712	APOSC_26437, APOSC_26436, APOSC_26438
OG0001572	MOUSE54749, MOUSE19684	APOSC_16015, APOSC_16016
OG0001572	MOUSE49841	APOSC_02447
OG0001573	MOUSE31358, MOUSE31355, MOUSE31356, MOUSE31357, MOUSE32755	APOSC_24147, APOSC_24146
OG0001574	MOUSE38567, MOUSE38566, MOUSE38568, MOUSE06039, MOUSE42184, MOUSE42179, MOUSE42180	APOSC_16952, APOSC_16951
OG0001576	MOUSE10290, MOUSE10287, MOUSE10291, MOUSE10292, MOUSE10289, MOUSE10294, MOUSE10293, MOUSE44864, MOUSE10296, MOUSE10295	APOSC_19353, APOSC_19354
OG0001577	MOUSE09517, MOUSE35874	APOSC_27543
OG0001578	MOUSE12774, MOUSE12766, MOUSE21125	APOSC_25871
OG0001579	MOUSE01028, MOUSE01021, MOUSE01038, MOUSE01031, MOUSE01032, MOUSE01037, MOUSE01030, MOUSE01010, MOUSE01024, MOUSE01036, MOUSE01035, MOUSE01034, MOUSE01018, MOUSE01022, MOUSE01033, MOUSE01026, MOUSE01027, MOUSE01025, MOUSE01023, MOUSE01039, MOUSE01015, MOUSE01013, MOUSE01014, MOUSE01017, MOUSE01011, MOUSE01019, MOUSE01012, MOUSE01016, MOUSE01020	APOSC_00205
OG0001580	MOUSE29104, MOUSE29103, MOUSE43692, MOUSE43694, MOUSE43691, MOUSE43695, MOUSE43696	APOSC_04582, APOSC_04583
OG0001581	MOUSE24698, MOUSE24697, MOUSE24695, MOUSE24694, MOUSE24696	APOSC_12012
OG0001582	MOUSE04520, MOUSE04519, MOUSE04518, MOUSE04517, MOUSE37288, MOUSE37287	APOSC_09174
OG0001583	MOUSE36151, MOUSE36153, MOUSE36152, MOUSE36154, MOUSE21218, MOUSE21217, MOUSE21216, MOUSE21215	APOSC_05042, APOSC_05043, APOSC_05041
OG0001584	MOUSE15680, MOUSE15682, MOUSE15683, MOUSE15681	APOSC_24188
OG0001589	MOUSE17048, MOUSE17047, MOUSE17051, MOUSE17050	APOSC_14644
OG0001590	MOUSE27654	APOSC_05334, APOSC_06008, APOSC_06664
OG0001592	MOUSE51945, MOUSE51716, MOUSE51715, MOUSE51713, MOUSE51714, MOUSE51718, MOUSE51717	APOSC_24168, APOSC_27291
OG0001593	MOUSE32562, MOUSE51632, MOUSE51631, MOUSE51633, MOUSE51630, MOUSE30807, MOUSE30806, MOUSE30799, MOUSE30803, MOUSE30800	APOSC_01201, APOSC_17370
OG0001594	MOUSE16260	APOSC_20977
OG0001597	MOUSE38913	APOSC_09081
OG0001597	MOUSE46941, MOUSE46949, MOUSE46952, MOUSE46950	APOSC_18499
OG0001599	MOUSE06257, MOUSE06255	APOSC_03974
OG0001603	MOUSE17811	APOSC_08042
OG0001604	MOUSE36002, MOUSE36001	APOSC_20538
OG0001604	MOUSE04891, MOUSE04892	APOSC_08984
OG0001605	MOUSE11891, MOUSE11892, MOUSE11890	APOSC_08927, APOSC_24537
OG0001606	MOUSE19819, MOUSE19823, MOUSE19822, MOUSE19820, MOUSE19821	APOSC_09729
OG0001606	MOUSE46734, MOUSE46733	APOSC_24157
OG0001609	MOUSE12876	APOSC_15382
OG0001609	MOUSE40801, MOUSE40800, MOUSE40802	APOSC_18863
OG0001610	MOUSE29718, MOUSE33856, MOUSE33852, MOUSE33853, MOUSE33855, MOUSE28650, MOUSE16605, MOUSE19397, MOUSE13421	APOSC_11669, APOSC_11668, APOSC_17468
OG0001611	MOUSE08216, MOUSE08215, MOUSE24657, MOUSE24656	APOSC_16863
OG0001612	MOUSE52149, MOUSE52147, MOUSE52146, MOUSE52145, MOUSE52148	APOSC_20257
OG0001613	MOUSE17708, MOUSE17709	APOSC_06867
OG0001614	MOUSE01693, MOUSE01692	APOSC_25539
OG0001614	MOUSE06439, MOUSE06438	APOSC_17721
OG0001615	MOUSE27059, MOUSE27057, MOUSE27061, MOUSE39391, MOUSE39390, MOUSE39392, MOUSE39389, MOUSE39393	APOSC_22981, APOSC_22982
OG0001617	MOUSE40895, MOUSE40896, MOUSE42003, MOUSE42000, MOUSE42001, MOUSE17226	APOSC_17358, APOSC_17357
OG0001620	MOUSE17818, MOUSE17820, MOUSE17821, MOUSE17822, MOUSE17823, MOUSE17824, MOUSE17819, MOUSE17825, MOUSE17817, MOUSE24214, MOUSE24215	APOSC_25992
OG0001621	MOUSE14973, MOUSE14972, MOUSE14969, MOUSE14970, MOUSE14971, MOUSE14215	APOSC_06290, APOSC_06292, APOSC_06291
OG0001622	MOUSE46681, MOUSE46686, MOUSE46682, MOUSE46683, MOUSE46685, MOUSE46684, MOUSE47843, MOUSE47842, MOUSE47844	APOSC_24336
OG0001623	MOUSE25872, MOUSE25874	APOSC_26623
OG0001624	MOUSE29146, MOUSE00431, MOUSE34132, MOUSE00430, MOUSE00429, MOUSE00428, MOUSE34133, MOUSE29144, MOUSE29145, MOUSE29143, MOUSE29142, MOUSE32131, MOUSE32132	APOSC_18447
OG0001625	MOUSE33159	APOSC_05825, APOSC_05827
OG0001627	MOUSE13617	APOSC_09790
OG0001627	MOUSE03246, MOUSE03247	APOSC_14367
OG0001628	MOUSE18750	APOSC_13343
OG0001630	MOUSE34761	APOSC_00298
OG0001633	MOUSE13913	APOSC_23714, APOSC_22234, APOSC_12879
OG0001634	MOUSE25957	APOSC_06560
OG0001634	MOUSE49895, MOUSE43171	APOSC_05598
OG0001635	MOUSE55017, MOUSE07118, MOUSE06936, MOUSE55390	APOSC_00598
OG0001636	MOUSE49161, MOUSE49160	APOSC_20219
OG0001638	MOUSE46244, MOUSE46242, MOUSE46245, MOUSE46247, MOUSE46241, MOUSE04362, MOUSE04361, MOUSE04360, MOUSE04359	APOSC_28340
OG0001639	MOUSE51540, MOUSE51538, MOUSE51543, MOUSE51541, MOUSE51539, MOUSE51537, MOUSE51542, MOUSE51544, MOUSE51536, MOUSE01343, MOUSE01345, MOUSE01346, MOUSE01344	APOSC_07448, APOSC_07449
OG0001641	MOUSE18894, MOUSE18890, MOUSE18892, MOUSE18893, MOUSE18887, MOUSE18891, MOUSE18888	APOSC_16997
OG0001642	MOUSE20087, MOUSE20088, MOUSE20076, MOUSE20079, MOUSE20077, MOUSE20082, MOUSE20080, MOUSE20084, MOUSE20085, MOUSE20083, MOUSE20081	APOSC_01391, APOSC_01390
OG0001643	MOUSE50565, MOUSE50564, MOUSE50566, MOUSE43488, MOUSE43487	APOSC_19563
OG0001644	MOUSE09334	APOSC_08859
OG0001646	MOUSE46428, MOUSE46429	APOSC_08803
OG0001651	MOUSE36990, MOUSE03355, MOUSE03357, MOUSE03356, MOUSE03358, MOUSE11461, MOUSE11465, MOUSE11464, MOUSE11462, MOUSE11463, MOUSE36987, MOUSE36986, MOUSE36988, MOUSE36991, MOUSE36989, MOUSE36984, MOUSE36985	APOSC_18928, APOSC_18929
OG0001652	MOUSE08227, MOUSE08226, MOUSE08229, MOUSE08225	APOSC_28560
OG0001653	MOUSE13203	APOSC_08321
OG0001654	MOUSE09237, MOUSE09239, MOUSE09236, MOUSE09238, MOUSE09235, MOUSE09234, MOUSE00164, MOUSE00163, MOUSE00165	APOSC_10444, APOSC_10443, APOSC_10445, APOSC_10446, APOSC_10447
OG0001655	MOUSE48280, MOUSE48281, MOUSE48284, MOUSE48282, MOUSE48283, MOUSE42419, MOUSE42418, MOUSE42417, MOUSE53496, MOUSE53498, MOUSE53497	APOSC_19955
OG0001656	MOUSE38876, MOUSE38877	APOSC_13800
OG0001656	MOUSE05507	APOSC_15673
OG0001657	MOUSE02718, MOUSE02719, MOUSE02717, MOUSE02720, MOUSE02721, MOUSE20575	APOSC_20037
OG0001659	MOUSE34255, MOUSE34254, MOUSE34253, MOUSE16516, MOUSE16514, MOUSE16515	APOSC_04193, APOSC_04192
OG0001660	MOUSE03264, MOUSE03266, MOUSE03265, MOUSE36438, MOUSE36441, MOUSE55337, MOUSE55338, MOUSE54884, MOUSE54885, MOUSE36437, MOUSE36434, MOUSE36435, MOUSE36436	APOSC_25851
OG0001661	MOUSE37661, MOUSE37657, MOUSE37659, MOUSE37660	APOSC_05078
OG0001661	MOUSE52451, MOUSE52452, MOUSE52450	APOSC_19581
OG0001662	MOUSE44996	APOSC_03197
OG0001662	MOUSE38184, MOUSE37980	APOSC_24638
OG0001663	MOUSE39143, MOUSE39142, MOUSE53600	APOSC_14512, APOSC_14513, APOSC_19966, APOSC_00664
OG0001665	MOUSE06325, MOUSE06329	APOSC_03053
OG0001665	MOUSE15151	APOSC_26736
OG0001666	MOUSE13127, MOUSE13129, MOUSE13130, MOUSE13128, MOUSE13126	APOSC_19309, APOSC_18453, APOSC_20901
OG0001667	MOUSE05631, MOUSE05632, MOUSE05633, MOUSE39013, MOUSE39010, MOUSE39011, MOUSE39012, MOUSE14576	APOSC_19485
OG0001668	MOUSE16661, MOUSE16662, MOUSE16665, MOUSE16668, MOUSE16663, MOUSE16667, MOUSE16664, MOUSE16666	APOSC_25820
OG0001671	MOUSE52773	APOSC_20652
OG0001672	MOUSE54501, MOUSE26433, MOUSE05164, MOUSE38951, MOUSE38950	APOSC_09103, APOSC_09104
OG0001673	MOUSE07032, MOUSE42677, MOUSE18686, MOUSE18685, MOUSE18687, MOUSE18688	APOSC_21746
OG0001674	MOUSE51374, MOUSE19853	APOSC_13291
OG0001675	MOUSE13729, MOUSE13728, MOUSE13730, MOUSE12716, MOUSE12713, MOUSE12715, MOUSE12714	APOSC_00269, APOSC_15910
OG0001676	MOUSE00877, MOUSE00878	APOSC_11977
OG0001676	MOUSE48433	APOSC_18551
OG0001677	MOUSE37911, MOUSE37910, MOUSE37908	APOSC_19672
OG0001678	MOUSE39008, MOUSE39009, MOUSE23382, MOUSE23383, MOUSE23381	APOSC_15018
OG0001680	MOUSE54064	APOSC_05052
OG0001682	MOUSE22395	APOSC_27126, APOSC_27124, APOSC_27125
OG0001683	MOUSE54750, MOUSE30937, MOUSE34238, MOUSE52139, MOUSE52138	APOSC_24984
OG0001684	MOUSE48893, MOUSE48892, MOUSE48890, MOUSE48891, MOUSE31811	APOSC_05984, APOSC_05985
OG0001685	MOUSE36317, MOUSE36311, MOUSE36315, MOUSE36312, MOUSE36313, MOUSE36316, MOUSE36314	APOSC_03873
OG0001687	MOUSE00821, MOUSE00820	APOSC_25333, APOSC_09970, APOSC_10763
OG0001688	MOUSE36240, MOUSE36242, MOUSE36241, MOUSE45407, MOUSE45406, MOUSE45404, MOUSE45405	APOSC_10916
OG0001689	MOUSE04470, MOUSE04471, MOUSE37336, MOUSE37337, MOUSE37335, MOUSE37334	APOSC_15449
OG0001690	MOUSE31930	APOSC_11666
OG0001691	MOUSE46475, MOUSE46476, MOUSE46478, MOUSE46479, MOUSE46480, MOUSE46477	APOSC_09746
OG0001691	MOUSE37263, MOUSE37264, MOUSE37262	APOSC_09745, APOSC_09749, APOSC_09748
OG0001692	MOUSE10444, MOUSE10445, MOUSE33578, MOUSE33580, MOUSE33581, MOUSE33579, MOUSE10443, MOUSE48519, MOUSE48518, MOUSE10442	APOSC_14941
OG0001693	MOUSE33987, MOUSE33986	APOSC_17934, APOSC_21564, APOSC_03466
OG0001694	MOUSE02012, MOUSE02013, MOUSE52634, MOUSE52632	APOSC_00545
OG0001696	MOUSE01839, MOUSE01837, MOUSE01838, MOUSE01835, MOUSE01836, MOUSE01834, MOUSE47218, MOUSE47217, MOUSE47215, MOUSE47216, MOUSE21313, MOUSE47221, MOUSE47224, MOUSE47222, MOUSE47220, MOUSE47223	APOSC_26728, APOSC_11197
OG0001704	MOUSE14721, MOUSE14720, MOUSE14723, MOUSE14719, MOUSE14722, MOUSE14718, MOUSE02583	APOSC_20746, APOSC_00421
OG0001706	MOUSE54183, MOUSE54182, MOUSE50117, MOUSE50116, MOUSE54176, MOUSE54178, MOUSE54179, MOUSE54180	APOSC_11809, APOSC_11808
OG0001707	MOUSE18955, MOUSE18956, MOUSE18954, MOUSE18957	APOSC_26684
OG0001708	MOUSE32138, MOUSE24320	APOSC_07420
OG0001709	MOUSE19372, MOUSE19373	APOSC_04296, APOSC_04297, APOSC_04295, APOSC_19317
OG0001710	MOUSE15190, MOUSE15191, MOUSE15192, MOUSE15193, MOUSE17332, MOUSE17333, MOUSE55136, MOUSE55137, MOUSE09366, MOUSE09367	APOSC_13811
OG0001711	MOUSE20123, MOUSE08275, MOUSE08276, MOUSE08277	APOSC_08529
OG0001712	MOUSE31591, MOUSE31590, MOUSE31592, MOUSE40437, MOUSE40436, MOUSE00876, MOUSE31593, MOUSE40438, MOUSE00874, MOUSE00875, MOUSE00873, MOUSE00871, MOUSE00872	APOSC_02404
OG0001713	MOUSE19994, MOUSE19995	APOSC_19043
OG0001713	MOUSE49631, MOUSE49633, MOUSE49632, MOUSE49634, MOUSE49635	APOSC_26360
OG0001714	MOUSE14126	APOSC_05609
OG0001714	MOUSE18169, MOUSE18168	APOSC_27772
OG0001715	MOUSE24892	APOSC_17363
OG0001718	MOUSE18354, MOUSE18355	APOSC_01586
OG0001720	MOUSE04608, MOUSE04609, MOUSE04606, MOUSE04607, MOUSE20041, MOUSE20038, MOUSE20037, MOUSE37434, MOUSE37433	APOSC_02735
OG0001721	MOUSE16043, MOUSE16042, MOUSE52086, MOUSE52087, MOUSE07334	APOSC_23771
OG0001722	MOUSE06577	APOSC_07259
OG0001723	MOUSE52248, MOUSE54084, MOUSE54083, MOUSE53738, MOUSE53736, MOUSE53737	APOSC_21374
OG0001724	MOUSE52103, MOUSE52104, MOUSE52099, MOUSE52101, MOUSE52102, MOUSE52100	APOSC_17946
OG0001725	MOUSE03387, MOUSE00803, MOUSE00802, MOUSE36700, MOUSE36701	APOSC_21122, APOSC_21121
OG0001726	MOUSE18723, MOUSE07228	APOSC_03226
OG0001726	MOUSE03445, MOUSE03448, MOUSE36746, MOUSE36745	APOSC_14481
OG0001727	MOUSE42676, MOUSE42672, MOUSE42671, MOUSE07041, MOUSE07040, MOUSE18673, MOUSE18674, MOUSE18672	APOSC_18118
