Orthogroup	MOUSE	LYTVA_ok
OG0000525	MOUSE23827, MOUSE23825, MOUSE25729, MOUSE25730	LYTVA_27355
OG0000525	MOUSE44263, MOUSE16909, MOUSE03969, MOUSE03968	LYTVA_20949
OG0000526	MOUSE27970, MOUSE40599, MOUSE27968, MOUSE40598, MOUSE27969, MOUSE27967	LYTVA_10683, LYTVA_07835, LYTVA_10678, LYTVA_25363, LYTVA_25370
OG0000527	MOUSE23663, MOUSE23664, MOUSE23665, MOUSE23666, MOUSE47392, MOUSE47388, MOUSE47386, MOUSE47389, MOUSE47391, MOUSE47385, MOUSE47384, MOUSE47387, MOUSE47390	LYTVA_20562
OG0000528	MOUSE08078, MOUSE08077, MOUSE08080, MOUSE08079, MOUSE42764, MOUSE42765, MOUSE42767, MOUSE42766, MOUSE20445, MOUSE20444, MOUSE20446, MOUSE18735, MOUSE18737, MOUSE18736	LYTVA_22002
OG0000529	MOUSE24044, MOUSE24042, MOUSE24043	LYTVA_23566
OG0000529	MOUSE41488, MOUSE41489, MOUSE41487, MOUSE41486, MOUSE04006, MOUSE04007, MOUSE34925	LYTVA_23159
OG0000530	MOUSE01368, MOUSE01373, MOUSE01369, MOUSE01370, MOUSE32745, MOUSE01376, MOUSE32738, MOUSE32739, MOUSE32737, MOUSE32741, MOUSE32742, MOUSE32740, MOUSE31361, MOUSE31363, MOUSE31366, MOUSE31362	LYTVA_01074
OG0000535	MOUSE25279, MOUSE09525, MOUSE09526, MOUSE36224, MOUSE36223	LYTVA_16804, LYTVA_27505
OG0000537	MOUSE55030, MOUSE47509, MOUSE22723	LYTVA_04641
OG0000538	MOUSE26109, MOUSE26108, MOUSE26107, MOUSE02402, MOUSE02401, MOUSE18904, MOUSE18906, MOUSE18901, MOUSE18905, MOUSE18907, MOUSE18908, MOUSE18902, MOUSE18903	LYTVA_19552
OG0000542	MOUSE53102	LYTVA_16634
OG0000544	MOUSE29764	LYTVA_27738
OG0000544	MOUSE36878	LYTVA_05338
OG0000545	MOUSE03097, MOUSE03098, MOUSE03096, MOUSE20075, MOUSE07401, MOUSE07400, MOUSE43196, MOUSE43195, MOUSE43197	LYTVA_08840
OG0000548	MOUSE02054, MOUSE02055, MOUSE52547, MOUSE52548, MOUSE54258	LYTVA_06015
OG0000551	MOUSE11257	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909
OG0000552	MOUSE10142, MOUSE10140, MOUSE10139, MOUSE10143, MOUSE10138, MOUSE10141	LYTVA_03254
OG0000552	MOUSE54213	LYTVA_15858
OG0000553	MOUSE23561, MOUSE53922, MOUSE53921, MOUSE02032, MOUSE02031	LYTVA_23265
OG0000553	MOUSE14233, MOUSE05108	LYTVA_09391
OG0000554	MOUSE36045, MOUSE36047, MOUSE46841	LYTVA_09845
OG0000560	MOUSE00939	LYTVA_26084, LYTVA_16607, LYTVA_16609, LYTVA_20278, LYTVA_28476, LYTVA_01495
OG0000561	MOUSE08091	LYTVA_29146
OG0000562	MOUSE48585, MOUSE48586	LYTVA_01419
OG0000563	MOUSE05023	LYTVA_07652, LYTVA_11594
OG0000564	MOUSE08263, MOUSE28020	LYTVA_23030, LYTVA_26193
OG0000565	MOUSE38941, MOUSE38943, MOUSE38942, MOUSE38947, MOUSE38945, MOUSE38946	LYTVA_24437, LYTVA_01567
OG0000566	MOUSE51989	LYTVA_16321
OG0000566	MOUSE04915	LYTVA_16285
OG0000567	MOUSE11935, MOUSE30473	LYTVA_12299
OG0000567	MOUSE01584	LYTVA_13542, LYTVA_02323
OG0000570	MOUSE01815, MOUSE53762, MOUSE01814, MOUSE06313, MOUSE06314, MOUSE41047, MOUSE41048	LYTVA_13446, LYTVA_13448, LYTVA_13447, LYTVA_13452, LYTVA_24675
OG0000573	MOUSE38345, MOUSE38346, MOUSE35087, MOUSE35088, MOUSE38344, MOUSE38343, MOUSE38342, MOUSE38341, MOUSE29526, MOUSE35086	LYTVA_17570
OG0000574	MOUSE03800, MOUSE03927	LYTVA_26701
OG0000574	MOUSE03923, MOUSE03922	LYTVA_10809
OG0000575	MOUSE15329, MOUSE15327, MOUSE15326, MOUSE26633, MOUSE26640, MOUSE26630, MOUSE26631, MOUSE26628, MOUSE26625, MOUSE26635, MOUSE26629, MOUSE26626, MOUSE26638, MOUSE26639, MOUSE26636, MOUSE26642, MOUSE26641, MOUSE26624, MOUSE26634, MOUSE26637, MOUSE26627, MOUSE26632, MOUSE13339, MOUSE13341, MOUSE26235, MOUSE26230, MOUSE26233, MOUSE26232, MOUSE26229, MOUSE15328	LYTVA_27938
OG0000576	MOUSE01166, MOUSE14852, MOUSE14850, MOUSE14851, MOUSE40559, MOUSE01164, MOUSE01163, MOUSE01165, MOUSE52581, MOUSE52578, MOUSE52574, MOUSE52580, MOUSE52576, MOUSE52579, MOUSE52577, MOUSE52575, MOUSE52582, MOUSE52584, MOUSE52587, MOUSE52586, MOUSE52585, MOUSE52583	LYTVA_26208
OG0000578	MOUSE20360, MOUSE20359, MOUSE20362, MOUSE20361, MOUSE03091, MOUSE03087, MOUSE03090, MOUSE03088, MOUSE03089, MOUSE07290, MOUSE07291, MOUSE07292	LYTVA_22088
OG0000579	MOUSE02041, MOUSE23552, MOUSE23553, MOUSE23554, MOUSE23550, MOUSE02042, MOUSE41019, MOUSE41020, MOUSE41018, MOUSE41021, MOUSE54255, MOUSE54257, MOUSE54256	LYTVA_05380
OG0000580	MOUSE47258, MOUSE47257	LYTVA_17855, LYTVA_06002
OG0000581	MOUSE07319	LYTVA_01246
OG0000581	MOUSE18770, MOUSE07320	LYTVA_20217
OG0000581	MOUSE07322	LYTVA_20223
OG0000582	MOUSE23948	LYTVA_16729
OG0000583	MOUSE01784, MOUSE54088, MOUSE54086, MOUSE54089, MOUSE54090, MOUSE54092, MOUSE54087, MOUSE22001, MOUSE32168, MOUSE33890, MOUSE33889, MOUSE33888	LYTVA_02410
OG0000584	MOUSE31345	LYTVA_24718
OG0000587	MOUSE22685, MOUSE38303, MOUSE38305, MOUSE38304, MOUSE55325, MOUSE55324, MOUSE55322, MOUSE55323	LYTVA_14343, LYTVA_26577
OG0000587	MOUSE42666, MOUSE42665, MOUSE42667	LYTVA_09394
OG0000588	MOUSE48786, MOUSE48787, MOUSE31848, MOUSE32353, MOUSE32352	LYTVA_02313
OG0000589	MOUSE42228, MOUSE42229, MOUSE42227, MOUSE42226, MOUSE47183, MOUSE47184, MOUSE47181, MOUSE47182, MOUSE23629, MOUSE23630, MOUSE23628, MOUSE23627	LYTVA_27829
OG0000590	MOUSE18529, MOUSE28939, MOUSE28941	LYTVA_14114
OG0000591	MOUSE03776, MOUSE03774, MOUSE03773, MOUSE03775	LYTVA_18700
OG0000592	MOUSE49687, MOUSE49686, MOUSE49685	LYTVA_06892
OG0000594	MOUSE40778, MOUSE40777, MOUSE14517, MOUSE14516	LYTVA_12514
OG0000596	MOUSE45708	LYTVA_07299, LYTVA_06614, LYTVA_17975, LYTVA_17406, LYTVA_17908, LYTVA_11282, LYTVA_24761, LYTVA_22752, LYTVA_14015, LYTVA_13352, LYTVA_09861, LYTVA_09377, LYTVA_23465, LYTVA_27051
OG0000597	MOUSE46308, MOUSE46307, MOUSE04601, MOUSE04603, MOUSE04605, MOUSE04604, MOUSE20021, MOUSE46309, MOUSE37363	LYTVA_08995, LYTVA_09001
OG0000598	MOUSE41698, MOUSE41699	LYTVA_23418, LYTVA_28334, LYTVA_25665
OG0000600	MOUSE54466, MOUSE54465, MOUSE00132, MOUSE00135, MOUSE00136, MOUSE54464, MOUSE00134, MOUSE00133, MOUSE54880, MOUSE54879	LYTVA_06939
OG0000600	MOUSE22333	LYTVA_30191
OG0000601	MOUSE05651, MOUSE05647, MOUSE05648, MOUSE05646, MOUSE05649, MOUSE11094, MOUSE05650, MOUSE11093, MOUSE11086, MOUSE11085, MOUSE11088, MOUSE11087, MOUSE11083, MOUSE11084, MOUSE11090, MOUSE47966	LYTVA_25885, LYTVA_09449, LYTVA_06884
OG0000602	MOUSE54043, MOUSE54042, MOUSE13065, MOUSE13066, MOUSE13067	LYTVA_06542
OG0000602	MOUSE23060, MOUSE38461, MOUSE38463, MOUSE38462, MOUSE38460, MOUSE54041, MOUSE13068, MOUSE13069	LYTVA_02334, LYTVA_28424
OG0000603	MOUSE18832, MOUSE18831, MOUSE20286, MOUSE20285, MOUSE20287, MOUSE20288, MOUSE07810, MOUSE07809, MOUSE07808, MOUSE07811, MOUSE18833, MOUSE18834, MOUSE18818, MOUSE18827, MOUSE18819, MOUSE18825, MOUSE18821, MOUSE20289, MOUSE20290, MOUSE18829	LYTVA_12055
OG0000609	MOUSE07218	LYTVA_12338
OG0000609	MOUSE22345	LYTVA_28306, LYTVA_08875
OG0000610	MOUSE30757, MOUSE51594, MOUSE51593	LYTVA_17940
OG0000611	MOUSE55274, MOUSE55275, MOUSE55273, MOUSE54663, MOUSE54662, MOUSE54660, MOUSE54658, MOUSE54661, MOUSE54659, MOUSE55276	LYTVA_07188
OG0000611	MOUSE48953, MOUSE48957	LYTVA_21486
OG0000612	MOUSE36202	LYTVA_17504
OG0000613	MOUSE00704, MOUSE00705, MOUSE00703, MOUSE28638, MOUSE34125, MOUSE34127, MOUSE34126, MOUSE34123, MOUSE34124	LYTVA_03903
OG0000613	MOUSE10241	LYTVA_25492
OG0000614	MOUSE43293	LYTVA_08490
OG0000616	MOUSE43042, MOUSE43044, MOUSE43043, MOUSE43041, MOUSE43050	LYTVA_14032
OG0000616	MOUSE50900, MOUSE50901, MOUSE50902, MOUSE30157, MOUSE30158, MOUSE30156, MOUSE30155	LYTVA_22938
OG0000617	MOUSE14520, MOUSE14521	LYTVA_12604
OG0000619	MOUSE53833, MOUSE53832, MOUSE13100, MOUSE13101, MOUSE13102, MOUSE13104, MOUSE22715, MOUSE22714, MOUSE22713, MOUSE22711, MOUSE22709, MOUSE22710	LYTVA_00565
OG0000623	MOUSE52068	LYTVA_05482
OG0000623	MOUSE05906, MOUSE05905, MOUSE14117	LYTVA_02662
OG0000624	MOUSE05834, MOUSE05836, MOUSE05833, MOUSE05837, MOUSE05835, MOUSE05832, MOUSE20490, MOUSE26414	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747
OG0000625	MOUSE16138, MOUSE16137, MOUSE16139, MOUSE16140, MOUSE16141, MOUSE16136, MOUSE50690, MOUSE50689, MOUSE50691	LYTVA_10178
OG0000627	MOUSE50870, MOUSE50872, MOUSE50871, MOUSE50873, MOUSE50869, MOUSE50874, MOUSE50868, MOUSE43635, MOUSE43636, MOUSE43634, MOUSE43633, MOUSE43628, MOUSE43630, MOUSE43629, MOUSE43627, MOUSE43631, MOUSE15878	LYTVA_13220
OG0000628	MOUSE33803, MOUSE33805, MOUSE33806, MOUSE55288, MOUSE55287, MOUSE55289, MOUSE55291, MOUSE55290, MOUSE55292	LYTVA_13954
OG0000628	MOUSE28607, MOUSE00366, MOUSE00365, MOUSE18571, MOUSE18570, MOUSE18572	LYTVA_03881
OG0000635	MOUSE42730	LYTVA_07426
OG0000636	MOUSE35989, MOUSE35990, MOUSE35986, MOUSE35987, MOUSE35980, MOUSE35985, MOUSE35979, MOUSE35984, MOUSE35991, MOUSE35982, MOUSE35983, MOUSE35981, MOUSE19615, MOUSE21409, MOUSE21405, MOUSE21413, MOUSE21412, MOUSE21406, MOUSE21410, MOUSE21402, MOUSE21407, MOUSE21403, MOUSE21408, MOUSE21404, MOUSE21411, MOUSE21415, MOUSE21414	LYTVA_29351
OG0000637	MOUSE06427	LYTVA_13438
OG0000639	MOUSE51940, MOUSE19650, MOUSE19651, MOUSE19647	LYTVA_07276
OG0000639	MOUSE49493, MOUSE49495, MOUSE49496, MOUSE32122, MOUSE28358	LYTVA_20363, LYTVA_03919
OG0000642	MOUSE37031, MOUSE37030, MOUSE39970, MOUSE39974, MOUSE39972	LYTVA_03860, LYTVA_03859, LYTVA_07734
OG0000642	MOUSE18753, MOUSE18754	LYTVA_04785
OG0000643	MOUSE37838, MOUSE37839, MOUSE37831, MOUSE37832, MOUSE37834, MOUSE37836, MOUSE37833, MOUSE37837, MOUSE37835, MOUSE38119, MOUSE38118	LYTVA_12786
OG0000646	MOUSE15544, MOUSE15545, MOUSE38327	LYTVA_01801, LYTVA_17076
OG0000648	MOUSE09133, MOUSE09132, MOUSE09134, MOUSE09135, MOUSE09136, MOUSE09138, MOUSE09137, MOUSE09139, MOUSE09140, MOUSE09131, MOUSE09130	LYTVA_04746
OG0000648	MOUSE09143, MOUSE09141, MOUSE49647	LYTVA_13183
OG0000649	MOUSE38973	LYTVA_10245
OG0000651	MOUSE02552, MOUSE06974, MOUSE15502, MOUSE15503, MOUSE15504, MOUSE06972, MOUSE02553, MOUSE06973	LYTVA_21211
OG0000653	MOUSE01581	LYTVA_23124, LYTVA_03397
OG0000653	MOUSE48918, MOUSE01579, MOUSE01580, MOUSE40031, MOUSE40032, MOUSE40033, MOUSE10990, MOUSE20427, MOUSE08675, MOUSE42679, MOUSE32732, MOUSE31803, MOUSE31802	LYTVA_17085
OG0000654	MOUSE14618, MOUSE14619, MOUSE25060, MOUSE25062, MOUSE25061, MOUSE25064, MOUSE05334, MOUSE05333, MOUSE05332, MOUSE05331, MOUSE05330, MOUSE26181, MOUSE26182, MOUSE26180, MOUSE26183	LYTVA_28826
OG0000657	MOUSE51830	LYTVA_11565
OG0000657	MOUSE20685, MOUSE20684, MOUSE20683, MOUSE51829, MOUSE51831	LYTVA_09513
OG0000660	MOUSE26589	LYTVA_18194
OG0000660	MOUSE53726, MOUSE02723, MOUSE04889, MOUSE04890	LYTVA_29081
OG0000662	MOUSE19603, MOUSE19601, MOUSE19604, MOUSE19602, MOUSE19605, MOUSE19607, MOUSE19606	LYTVA_18798
OG0000662	MOUSE14111, MOUSE06500, MOUSE06499, MOUSE14110	LYTVA_15423
OG0000664	MOUSE53752, MOUSE53753, MOUSE01965, MOUSE01962, MOUSE23474	LYTVA_13239
OG0000664	MOUSE22241, MOUSE22240, MOUSE35216, MOUSE35218, MOUSE35217	LYTVA_20056
OG0000665	MOUSE51882, MOUSE51880, MOUSE51881, MOUSE32269, MOUSE32268	LYTVA_06571, LYTVA_07973, LYTVA_29574
OG0000666	MOUSE55143, MOUSE55144, MOUSE55142, MOUSE55141	LYTVA_07805
OG0000667	MOUSE32539, MOUSE32538	LYTVA_26735, LYTVA_08534, LYTVA_06085, LYTVA_22221
OG0000670	MOUSE04054, MOUSE04055, MOUSE53933, MOUSE53934, MOUSE47619, MOUSE52285, MOUSE24104, MOUSE24105	LYTVA_25988
OG0000671	MOUSE50487, MOUSE50486, MOUSE50485	LYTVA_27723
OG0000671	MOUSE54296, MOUSE54294, MOUSE54295, MOUSE40916, MOUSE23443, MOUSE02325	LYTVA_27726
OG0000671	MOUSE40917, MOUSE23444	LYTVA_01396
OG0000672	MOUSE41797, MOUSE41126, MOUSE06352, MOUSE41798, MOUSE06353	LYTVA_03099
OG0000674	MOUSE44926, MOUSE44927, MOUSE30738, MOUSE30735, MOUSE30734, MOUSE30736, MOUSE30739, MOUSE44929	LYTVA_07878
OG0000675	MOUSE46728	LYTVA_19260, LYTVA_19252, LYTVA_28356, LYTVA_30111, LYTVA_12674, LYTVA_00152, LYTVA_00074, LYTVA_11140, LYTVA_14374
OG0000676	MOUSE13398, MOUSE13397, MOUSE13396, MOUSE28654	LYTVA_14394
OG0000676	MOUSE28653	LYTVA_22046
OG0000676	MOUSE23124, MOUSE54030, MOUSE54029, MOUSE13098	LYTVA_18544
OG0000680	MOUSE14546, MOUSE14547	LYTVA_10018, LYTVA_10016, LYTVA_20352
OG0000681	MOUSE23608, MOUSE23607, MOUSE27190, MOUSE27189, MOUSE27185, MOUSE27186, MOUSE27187, MOUSE27188, MOUSE27184	LYTVA_24742, LYTVA_06870
OG0000682	MOUSE40533, MOUSE40532, MOUSE40535, MOUSE40534, MOUSE21319, MOUSE21318, MOUSE35907, MOUSE35915, MOUSE35914, MOUSE35910, MOUSE35911, MOUSE35909, MOUSE35912, MOUSE35913	LYTVA_10303
OG0000683	MOUSE54444, MOUSE54443	LYTVA_03132
OG0000683	MOUSE48812, MOUSE48811, MOUSE31819, MOUSE31816, MOUSE31818, MOUSE31817, MOUSE31821	LYTVA_12146
OG0000684	MOUSE19631, MOUSE19633, MOUSE19634, MOUSE19635, MOUSE19636, MOUSE49799, MOUSE49800, MOUSE49801, MOUSE49802	LYTVA_20362
OG0000685	MOUSE47324	LYTVA_15881
OG0000690	MOUSE00475	LYTVA_01411
OG0000690	MOUSE18670, MOUSE34065, MOUSE00474	LYTVA_23445
OG0000690	MOUSE54656	LYTVA_06618, LYTVA_16355
OG0000690	MOUSE19350	LYTVA_03145
OG0000691	MOUSE29347, MOUSE29346, MOUSE49341	LYTVA_25156
OG0000691	MOUSE06742, MOUSE34387, MOUSE09040, MOUSE09041, MOUSE09042, MOUSE28336, MOUSE28335	LYTVA_24386, LYTVA_24385
OG0000692	MOUSE04478, MOUSE04479, MOUSE04480, MOUSE04477, MOUSE04476	LYTVA_29544, LYTVA_23315
OG0000693	MOUSE34445, MOUSE34447, MOUSE34448, MOUSE34449, MOUSE34450, MOUSE04455, MOUSE04456	LYTVA_30080
OG0000693	MOUSE25877, MOUSE25875, MOUSE25876	LYTVA_23568
OG0000694	MOUSE24535, MOUSE24536, MOUSE24534, MOUSE24752, MOUSE40204, MOUSE40205, MOUSE40203	LYTVA_26928
OG0000696	MOUSE00120	LYTVA_27060
OG0000696	MOUSE23457	LYTVA_16853
OG0000697	MOUSE06912, MOUSE06911, MOUSE31212, MOUSE53511, MOUSE53512, MOUSE10904, MOUSE10901, MOUSE10903, MOUSE10902	LYTVA_14530
OG0000698	MOUSE24778	LYTVA_27842
OG0000698	MOUSE20138, MOUSE07687	LYTVA_27841
OG0000700	MOUSE41842, MOUSE41843, MOUSE41841, MOUSE41840, MOUSE47055	LYTVA_17157
OG0000701	MOUSE09498, MOUSE09495, MOUSE09496, MOUSE00837, MOUSE00838, MOUSE00839, MOUSE00845, MOUSE40359, MOUSE40360, MOUSE02828, MOUSE02827	LYTVA_09841
OG0000702	MOUSE19754, MOUSE19750, MOUSE19745, MOUSE19735, MOUSE19738, MOUSE19742, MOUSE19747, MOUSE19732, MOUSE19728, MOUSE19724, MOUSE19720, MOUSE19719, MOUSE19726, MOUSE19722, MOUSE19721, MOUSE19717, MOUSE19716, MOUSE51901, MOUSE51899, MOUSE51898, MOUSE51903, MOUSE51905, MOUSE51902, MOUSE51897	LYTVA_26549
OG0000706	MOUSE23468, MOUSE23467, MOUSE23472, MOUSE23471, MOUSE23466, MOUSE23470, MOUSE23469	LYTVA_22908
OG0000707	MOUSE02188	LYTVA_16227, LYTVA_05498, LYTVA_07776
OG0000707	MOUSE15244, MOUSE15243	LYTVA_28879, LYTVA_07704
OG0000709	MOUSE20103, MOUSE18127, MOUSE18128, MOUSE18129, MOUSE18130, MOUSE18131, MOUSE18132, MOUSE18134, MOUSE18135, MOUSE18136, MOUSE18133, MOUSE18137, MOUSE18138, MOUSE18140, MOUSE18141	LYTVA_00851
OG0000709	MOUSE18139	LYTVA_29562
OG0000710	MOUSE21986, MOUSE21988, MOUSE21987, MOUSE34237	LYTVA_15658
OG0000711	MOUSE44352, MOUSE02178	LYTVA_01208
OG0000711	MOUSE47225, MOUSE47226	LYTVA_21399
OG0000712	MOUSE03200, MOUSE03199, MOUSE53971, MOUSE53972, MOUSE45072, MOUSE45069, MOUSE45071, MOUSE48221, MOUSE48220, MOUSE48222	LYTVA_18517
OG0000713	MOUSE04057, MOUSE54792, MOUSE54791, MOUSE55213, MOUSE55214, MOUSE55212	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172
OG0000715	MOUSE26260, MOUSE26259, MOUSE26258, MOUSE02473, MOUSE02472, MOUSE53172, MOUSE53167, MOUSE53171, MOUSE53168, MOUSE53170, MOUSE53165, MOUSE53166, MOUSE53169, MOUSE53173	LYTVA_20155
OG0000716	MOUSE55256, MOUSE55255, MOUSE55258, MOUSE55260, MOUSE55261, MOUSE55262, MOUSE55257, MOUSE55259, MOUSE18073	LYTVA_00845, LYTVA_04024
OG0000717	MOUSE48391, MOUSE48394, MOUSE48392, MOUSE48393, MOUSE25899	LYTVA_12572
OG0000718	MOUSE30953, MOUSE43056, MOUSE43055, MOUSE43054, MOUSE24376, MOUSE24375, MOUSE24369, MOUSE43537, MOUSE43538, MOUSE12486	LYTVA_29448
OG0000721	MOUSE02762, MOUSE02761, MOUSE02760, MOUSE02765, MOUSE02764	LYTVA_10906
OG0000721	MOUSE02763	LYTVA_26688
OG0000722	MOUSE27353, MOUSE08639, MOUSE20386, MOUSE27055, MOUSE39386	LYTVA_26452
OG0000724	MOUSE18210, MOUSE18209, MOUSE27554, MOUSE27553, MOUSE27552, MOUSE27551	LYTVA_01400
OG0000725	MOUSE27201, MOUSE27205, MOUSE27203, MOUSE27202, MOUSE27206, MOUSE27207, MOUSE27204	LYTVA_12066
OG0000726	MOUSE18851, MOUSE18868, MOUSE18854, MOUSE18855, MOUSE18870, MOUSE18857, MOUSE18848, MOUSE18866, MOUSE18865, MOUSE18850, MOUSE18841, MOUSE18847, MOUSE18859, MOUSE18852, MOUSE18846, MOUSE18849, MOUSE18862, MOUSE18844, MOUSE18861, MOUSE18867, MOUSE18853, MOUSE18864, MOUSE18860, MOUSE18845, MOUSE18858, MOUSE18842, MOUSE18856, MOUSE18871, MOUSE18872, MOUSE18843, MOUSE22343, MOUSE22340, MOUSE22341, MOUSE22342, MOUSE14710	LYTVA_10101
OG0000730	MOUSE08715, MOUSE23276, MOUSE02405, MOUSE02406	LYTVA_26781, LYTVA_01238
OG0000731	MOUSE15688, MOUSE15689, MOUSE15687, MOUSE15694, MOUSE15693, MOUSE15695, MOUSE15691, MOUSE15692, MOUSE55085, MOUSE55084, MOUSE55086, MOUSE55083, MOUSE12888, MOUSE12887, MOUSE38373, MOUSE38370, MOUSE38371, MOUSE38367	LYTVA_25013
OG0000732	MOUSE31018, MOUSE55029, MOUSE23136, MOUSE23139, MOUSE23138, MOUSE23137, MOUSE23135	LYTVA_19768
OG0000733	MOUSE07355, MOUSE07356, MOUSE20245, MOUSE24781	LYTVA_09286
OG0000733	MOUSE08117, MOUSE08121, MOUSE08120, MOUSE08119, MOUSE08118, MOUSE18227	LYTVA_18704
OG0000734	MOUSE25399, MOUSE25398, MOUSE25401, MOUSE25403, MOUSE25402, MOUSE25400, MOUSE31239, MOUSE31240	LYTVA_02652
OG0000735	MOUSE00416, MOUSE00415, MOUSE00410, MOUSE00414, MOUSE00409, MOUSE00411, MOUSE00413, MOUSE00412, MOUSE28517, MOUSE28516, MOUSE13496, MOUSE13495, MOUSE13497, MOUSE13498, MOUSE13499	LYTVA_27173
OG0000736	MOUSE53161, MOUSE53162, MOUSE14814	LYTVA_18375, LYTVA_16120
OG0000736	MOUSE26390, MOUSE25145	LYTVA_27996
OG0000737	MOUSE46613, MOUSE46612, MOUSE46617, MOUSE46614, MOUSE40553, MOUSE46611, MOUSE40552, MOUSE40548, MOUSE40546, MOUSE40545, MOUSE40549, MOUSE40551, MOUSE40547, MOUSE46619, MOUSE46616, MOUSE46615, MOUSE40550	LYTVA_18640
OG0000740	MOUSE28205, MOUSE13925	LYTVA_20629
OG0000740	MOUSE39996, MOUSE00896	LYTVA_24783, LYTVA_24786
OG0000743	MOUSE46006, MOUSE42136, MOUSE42134, MOUSE06280, MOUSE06282, MOUSE06283, MOUSE06281	LYTVA_16362
OG0000743	MOUSE46007, MOUSE46009, MOUSE06274	LYTVA_16365
OG0000744	MOUSE11975, MOUSE11971, MOUSE11972, MOUSE11974, MOUSE11973, MOUSE11976, MOUSE29332, MOUSE29329, MOUSE29331, MOUSE29330, MOUSE29334, MOUSE29333, MOUSE29335, MOUSE28348, MOUSE28346, MOUSE28345, MOUSE28349, MOUSE28347, MOUSE11977	LYTVA_11555, LYTVA_11561, LYTVA_20158
OG0000745	MOUSE18764	LYTVA_19578
OG0000746	MOUSE00209	LYTVA_30201, LYTVA_13755
OG0000748	MOUSE05204	LYTVA_10009
OG0000749	MOUSE18217, MOUSE20120, MOUSE20122, MOUSE20121, MOUSE08204, MOUSE08206, MOUSE08207, MOUSE08203, MOUSE08205	LYTVA_19774
OG0000750	MOUSE08786, MOUSE08787, MOUSE03569, MOUSE03570, MOUSE03568	LYTVA_18076
OG0000751	MOUSE39754, MOUSE39752, MOUSE15496, MOUSE15495	LYTVA_23339
OG0000752	MOUSE21464	LYTVA_18382
OG0000752	MOUSE55217, MOUSE55218	LYTVA_07800
OG0000753	MOUSE27739, MOUSE27738	LYTVA_08519
OG0000753	MOUSE24295, MOUSE24293, MOUSE24296, MOUSE24294, MOUSE50919, MOUSE50920, MOUSE50917	LYTVA_11275
OG0000755	MOUSE12361, MOUSE08954, MOUSE08955, MOUSE08952	LYTVA_15623, LYTVA_07352
OG0000757	MOUSE46249, MOUSE46248	LYTVA_25030
OG0000758	MOUSE34388, MOUSE13666, MOUSE13663, MOUSE13662, MOUSE13667, MOUSE13664, MOUSE13661, MOUSE13658, MOUSE13659, MOUSE13668, MOUSE13665, MOUSE13660, MOUSE13669, MOUSE06777, MOUSE06779, MOUSE06780, MOUSE06778	LYTVA_17208
OG0000759	MOUSE26272, MOUSE26275, MOUSE26277, MOUSE26279, MOUSE26278, MOUSE35556, MOUSE35553, MOUSE35552, MOUSE35554, MOUSE23327, MOUSE23328	LYTVA_17588
OG0000760	MOUSE41207, MOUSE11238, MOUSE41211, MOUSE41208, MOUSE41206, MOUSE41210, MOUSE41204, MOUSE41203, MOUSE41205, MOUSE41209, MOUSE11235, MOUSE11234, MOUSE11233, MOUSE11232, MOUSE11236	LYTVA_03938, LYTVA_24373
OG0000761	MOUSE26055, MOUSE26056, MOUSE18487, MOUSE23696, MOUSE23693, MOUSE23695, MOUSE23694, MOUSE23692	LYTVA_21617
OG0000762	MOUSE14916, MOUSE14919, MOUSE14917, MOUSE26582, MOUSE26581, MOUSE26580, MOUSE26579, MOUSE26583, MOUSE39898, MOUSE39901, MOUSE39903, MOUSE39902, MOUSE39899, MOUSE39896, MOUSE39897	LYTVA_23402
OG0000763	MOUSE30407, MOUSE19448, MOUSE19447, MOUSE48537, MOUSE48539, MOUSE48536, MOUSE48535, MOUSE48538, MOUSE19449, MOUSE48540, MOUSE42999, MOUSE42998	LYTVA_06804
OG0000764	MOUSE31888	LYTVA_12373
OG0000765	MOUSE30890, MOUSE30889, MOUSE37512, MOUSE37513	LYTVA_14871
OG0000766	MOUSE30247, MOUSE30246, MOUSE30245, MOUSE01575, MOUSE01574, MOUSE01576, MOUSE19531	LYTVA_09454, LYTVA_03504
OG0000767	MOUSE27533, MOUSE27537, MOUSE27534, MOUSE28011, MOUSE28012	LYTVA_25551
OG0000768	MOUSE08553, MOUSE08555, MOUSE11226, MOUSE11225, MOUSE11227	LYTVA_13832
OG0000774	MOUSE32223, MOUSE32222	LYTVA_03484
OG0000774	MOUSE53571, MOUSE53570, MOUSE53576, MOUSE53579	LYTVA_13838
OG0000775	MOUSE00528, MOUSE00529, MOUSE00525, MOUSE00526, MOUSE00527, MOUSE00524, MOUSE37373, MOUSE37372, MOUSE37371	LYTVA_27239, LYTVA_10620
OG0000777	MOUSE06130, MOUSE06129, MOUSE06128	LYTVA_13243, LYTVA_28245
OG0000778	MOUSE29903, MOUSE29902, MOUSE35020	LYTVA_14479
OG0000779	MOUSE25408, MOUSE25407, MOUSE25406	LYTVA_16614, LYTVA_13236
OG0000779	MOUSE28614, MOUSE28615, MOUSE00255, MOUSE00256, MOUSE21545, MOUSE21544, MOUSE21543	LYTVA_13810
