Orthogroup	MOUSE	AENJA_ok
OG0000284	MOUSE31385, MOUSE32647, MOUSE32649, MOUSE32646, MOUSE32648, MOUSE32650	AENJA_03142, AENJA_20326
OG0000286	MOUSE39436	AENJA_03756, AENJA_24545, AENJA_09758
OG0000286	MOUSE41538, MOUSE41541, MOUSE41539	AENJA_07015, AENJA_05640
OG0000286	MOUSE13888, MOUSE13889	AENJA_10869
OG0000286	MOUSE41540	AENJA_07300, AENJA_07298, AENJA_18333, AENJA_05085
OG0000288	MOUSE44721, MOUSE00440, MOUSE00441, MOUSE00442, MOUSE32028	AENJA_14604
OG0000289	MOUSE33710, MOUSE33709, MOUSE10526, MOUSE10525	AENJA_13824
OG0000289	MOUSE52131, MOUSE52130	AENJA_15870
OG0000295	MOUSE06347, MOUSE06349, MOUSE06351	AENJA_07578
OG0000296	MOUSE07567, MOUSE07566	AENJA_22255
OG0000296	MOUSE10487, MOUSE10488, MOUSE17485, MOUSE17482	AENJA_23739
OG0000296	MOUSE13260, MOUSE52225, MOUSE52224, MOUSE52221, MOUSE52222	AENJA_15217
OG0000296	MOUSE09978, MOUSE09979, MOUSE09980, MOUSE49628	AENJA_25508
OG0000297	MOUSE10335, MOUSE51857, MOUSE20691, MOUSE09209, MOUSE09208, MOUSE09211, MOUSE09210, MOUSE28914, MOUSE28913	AENJA_24317
OG0000298	MOUSE23153, MOUSE23152, MOUSE23155, MOUSE23154, MOUSE23156, MOUSE02730, MOUSE20125	AENJA_06788, AENJA_16948, AENJA_16940, AENJA_16949, AENJA_06790
OG0000299	MOUSE18580, MOUSE18583, MOUSE18582, MOUSE18581, MOUSE18578, MOUSE18579, MOUSE18576, MOUSE18577, MOUSE28485, MOUSE28484, MOUSE28483, MOUSE28486	AENJA_07480
OG0000300	MOUSE52037	AENJA_20707, AENJA_25104
OG0000301	MOUSE06410	AENJA_06178, AENJA_06182
OG0000301	MOUSE11549, MOUSE09483, MOUSE09484, MOUSE09490, MOUSE09485, MOUSE09486, MOUSE09487, MOUSE09488, MOUSE09489, MOUSE31680, MOUSE31678, MOUSE31676, MOUSE31679, MOUSE31681, MOUSE31682, MOUSE31675	AENJA_26747
OG0000301	MOUSE39233, MOUSE39234	AENJA_18604
OG0000302	MOUSE22090, MOUSE22089, MOUSE22091	AENJA_15683
OG0000303	MOUSE42816	AENJA_23416
OG0000305	MOUSE02286, MOUSE02288, MOUSE02287	AENJA_01524
OG0000305	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194	AENJA_23458
OG0000306	MOUSE31462, MOUSE31461	AENJA_01416
OG0000307	MOUSE08192, MOUSE42799, MOUSE42800, MOUSE27602	AENJA_02524
OG0000307	MOUSE10218, MOUSE27600	AENJA_01646
OG0000308	MOUSE35252, MOUSE35253, MOUSE26283	AENJA_23339
OG0000308	MOUSE10045, MOUSE10046	AENJA_18481
OG0000309	MOUSE24980	AENJA_22214, AENJA_22215, AENJA_09002, AENJA_08385
OG0000310	MOUSE53718, MOUSE53719	AENJA_19334
OG0000310	MOUSE53716, MOUSE53717	AENJA_10979, AENJA_16718
OG0000312	MOUSE51863, MOUSE10438, MOUSE10436, MOUSE10437	AENJA_11345
OG0000312	MOUSE53493	AENJA_19966
OG0000312	MOUSE29611, MOUSE29612, MOUSE29610, MOUSE29795, MOUSE29796	AENJA_05337
OG0000313	MOUSE23145, MOUSE23143, MOUSE41458, MOUSE41457, MOUSE41459	AENJA_16057
OG0000313	MOUSE23144	AENJA_23096, AENJA_17234, AENJA_00680
OG0000313	MOUSE39099, MOUSE39102, MOUSE39101, MOUSE39100, MOUSE39098, MOUSE39103	AENJA_01313
OG0000314	MOUSE09421	AENJA_16012
OG0000314	MOUSE14231, MOUSE14229, MOUSE14228, MOUSE14230, MOUSE05069, MOUSE05070, MOUSE44270, MOUSE44271, MOUSE44269	AENJA_19100
OG0000315	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600	AENJA_08118
OG0000315	MOUSE07004, MOUSE07005, MOUSE45241	AENJA_20619
OG0000316	MOUSE41114, MOUSE41110, MOUSE41112, MOUSE41116, MOUSE41118, MOUSE41111, MOUSE48331, MOUSE48332, MOUSE48333, MOUSE48330, MOUSE48328, MOUSE48329	AENJA_23705
OG0000316	MOUSE41117	AENJA_08472
OG0000317	MOUSE06771, MOUSE34034, MOUSE34033, MOUSE13434, MOUSE13435	AENJA_18053
OG0000319	MOUSE21479	AENJA_02024
OG0000319	MOUSE19841, MOUSE19840, MOUSE19839, MOUSE19842, MOUSE19843	AENJA_15257
OG0000321	MOUSE33356, MOUSE33355, MOUSE20802, MOUSE20804, MOUSE20805	AENJA_07424
OG0000321	MOUSE14981, MOUSE14980	AENJA_02624
OG0000321	MOUSE13117, MOUSE52229, MOUSE54119, MOUSE54122, MOUSE54120, MOUSE54121, MOUSE13116, MOUSE52234, MOUSE52233, MOUSE52230, MOUSE52231, MOUSE52232	AENJA_23362
OG0000321	MOUSE20803	AENJA_07423
OG0000322	MOUSE37956, MOUSE37955, MOUSE37954	AENJA_04218
OG0000323	MOUSE30410, MOUSE30411, MOUSE30408, MOUSE30409, MOUSE30412	AENJA_22664
OG0000323	MOUSE08592, MOUSE08593, MOUSE01184, MOUSE01183	AENJA_20126
OG0000324	MOUSE27049, MOUSE27048, MOUSE27050, MOUSE27047	AENJA_18522
OG0000324	MOUSE27046	AENJA_21616, AENJA_08042, AENJA_09654, AENJA_25335, AENJA_08880, AENJA_06411, AENJA_05114
OG0000325	MOUSE32242, MOUSE32243	AENJA_07184, AENJA_19461
OG0000326	MOUSE34983, MOUSE34981, MOUSE29939, MOUSE04029	AENJA_25612
OG0000326	MOUSE34523	AENJA_25861
OG0000327	MOUSE31111, MOUSE31110, MOUSE31114, MOUSE31112, MOUSE31109, MOUSE31107, MOUSE31115, MOUSE23563, MOUSE23562, MOUSE23566, MOUSE23567, MOUSE23568, MOUSE23564, MOUSE23565	AENJA_13471
OG0000327	MOUSE31104, MOUSE31103	AENJA_26486
OG0000327	MOUSE31113	AENJA_12542
OG0000328	MOUSE49209, MOUSE11936, MOUSE11939, MOUSE11941, MOUSE11942, MOUSE11940, MOUSE11938, MOUSE11937, MOUSE49211, MOUSE49212, MOUSE49208, MOUSE49214, MOUSE49210, MOUSE13699, MOUSE13700, MOUSE28510, MOUSE49207, MOUSE13703, MOUSE13708, MOUSE13707, MOUSE13704, MOUSE28509, MOUSE28508	AENJA_09097
OG0000333	MOUSE25479	AENJA_06410, AENJA_00632
OG0000333	MOUSE00317	AENJA_22838, AENJA_15685
OG0000334	MOUSE13160, MOUSE02815, MOUSE02813, MOUSE02814	AENJA_18674, AENJA_08078, AENJA_20172, AENJA_19540, AENJA_16534, AENJA_18675, AENJA_11653, AENJA_06892, AENJA_10669, AENJA_22797, AENJA_22796, AENJA_24850, AENJA_10667, AENJA_10668
OG0000338	MOUSE04991, MOUSE04988, MOUSE04987, MOUSE04990, MOUSE04992, MOUSE04989, MOUSE15354, MOUSE46432, MOUSE46431, MOUSE46433	AENJA_13192
OG0000338	MOUSE50497, MOUSE50498	AENJA_22299
OG0000339	MOUSE28827, MOUSE28828, MOUSE28825, MOUSE28826	AENJA_00382, AENJA_19984, AENJA_00140, AENJA_14078, AENJA_02225
OG0000341	MOUSE21611, MOUSE21612, MOUSE21613, MOUSE00287, MOUSE00285, MOUSE00286, MOUSE28788, MOUSE34208, MOUSE34209, MOUSE34207, MOUSE34206, MOUSE21614	AENJA_00431
OG0000342	MOUSE04876	AENJA_20608, AENJA_17275, AENJA_11176, AENJA_24894, AENJA_01253, AENJA_15158
OG0000342	MOUSE04874, MOUSE04875, MOUSE04873	AENJA_08112, AENJA_22678, AENJA_00924
OG0000342	MOUSE28691, MOUSE28689, MOUSE28692, MOUSE28690	AENJA_15159, AENJA_01255, AENJA_15156, AENJA_24902, AENJA_24901, AENJA_22518
OG0000343	MOUSE52159, MOUSE52158, MOUSE52157, MOUSE52156, MOUSE52160, MOUSE45023, MOUSE45020, MOUSE45019, MOUSE45017, MOUSE45022, MOUSE45018, MOUSE45025, MOUSE45024, MOUSE45021	AENJA_04274
OG0000344	MOUSE38238, MOUSE38234, MOUSE38236, MOUSE38237, MOUSE38235, MOUSE20601, MOUSE37587	AENJA_20305
OG0000344	MOUSE02383, MOUSE15744, MOUSE15745	AENJA_05493
OG0000345	MOUSE21345	AENJA_12976
OG0000346	MOUSE50407, MOUSE50408, MOUSE33363, MOUSE33364, MOUSE33362, MOUSE33361, MOUSE33359, MOUSE33360, MOUSE20795, MOUSE20792, MOUSE20791, MOUSE20793	AENJA_22586, AENJA_15929
OG0000349	MOUSE29109, MOUSE29111, MOUSE29112, MOUSE29110, MOUSE29113, MOUSE29114, MOUSE29115, MOUSE18995	AENJA_19583, AENJA_23589, AENJA_19611, AENJA_06662, AENJA_21917, AENJA_01710, AENJA_00976, AENJA_17896, AENJA_06002, AENJA_15646, AENJA_15647
OG0000350	MOUSE28919, MOUSE09183, MOUSE09184, MOUSE52010, MOUSE33857, MOUSE33858, MOUSE33844	AENJA_19835
OG0000350	MOUSE41328	AENJA_06140
OG0000350	MOUSE11716, MOUSE27993	AENJA_03065
OG0000352	MOUSE20799, MOUSE20798, MOUSE20800, MOUSE18465, MOUSE18464, MOUSE48828, MOUSE48827	AENJA_13697
OG0000352	MOUSE00653, MOUSE00652, MOUSE00651, MOUSE00650	AENJA_25500
OG0000352	MOUSE01779, MOUSE01780, MOUSE01778	AENJA_11315
OG0000356	MOUSE18708	AENJA_04669, AENJA_04670
OG0000356	MOUSE05368, MOUSE17318, MOUSE17317	AENJA_05708, AENJA_10568
OG0000357	MOUSE20055, MOUSE20054, MOUSE20050, MOUSE37778, MOUSE37783, MOUSE37784, MOUSE37779, MOUSE37781, MOUSE37782, MOUSE37777, MOUSE37776, MOUSE20051, MOUSE46513, MOUSE46514, MOUSE46515, MOUSE46511	AENJA_16412
OG0000357	MOUSE39437, MOUSE55151, MOUSE09345, MOUSE17463, MOUSE55149, MOUSE55148, MOUSE55147, MOUSE55152, MOUSE55150, MOUSE55146	AENJA_04794
OG0000358	MOUSE02067, MOUSE02068	AENJA_15177
OG0000358	MOUSE02117	AENJA_10717
OG0000358	MOUSE42054, MOUSE42056, MOUSE42055, MOUSE42053	AENJA_12192
OG0000358	MOUSE13132, MOUSE13131	AENJA_25711
OG0000359	MOUSE49669, MOUSE49668, MOUSE46110	AENJA_14005
OG0000359	MOUSE30916, MOUSE30917, MOUSE30918, MOUSE30920, MOUSE30921, MOUSE30914, MOUSE30913, MOUSE30911, MOUSE30915, MOUSE30919, MOUSE30912, MOUSE46527, MOUSE46525	AENJA_07464
OG0000360	MOUSE47751, MOUSE47752, MOUSE47753, MOUSE48287, MOUSE48286, MOUSE48288, MOUSE48285	AENJA_08623
OG0000360	MOUSE11300, MOUSE11299, MOUSE11301, MOUSE11297, MOUSE11298	AENJA_22734
OG0000362	MOUSE15679	AENJA_07663, AENJA_20039
OG0000362	MOUSE46036, MOUSE46037, MOUSE46038	AENJA_00852, AENJA_07660, AENJA_12849
OG0000363	MOUSE17584, MOUSE17582, MOUSE17583, MOUSE37872	AENJA_12906, AENJA_18208
OG0000364	MOUSE00293, MOUSE00294, MOUSE00296, MOUSE00295	AENJA_08616, AENJA_07293, AENJA_05680
OG0000365	MOUSE51118, MOUSE51117, MOUSE24387, MOUSE24386, MOUSE15939, MOUSE01411, MOUSE01410, MOUSE31382, MOUSE31380, MOUSE31381, MOUSE50452, MOUSE50454, MOUSE50451, MOUSE50453	AENJA_22716
OG0000367	MOUSE24961, MOUSE24960, MOUSE40629	AENJA_21567
OG0000367	MOUSE29122, MOUSE18961, MOUSE12636, MOUSE12635, MOUSE12634	AENJA_15749
OG0000371	MOUSE05840, MOUSE05841	AENJA_04971
OG0000372	MOUSE31597	AENJA_14610
OG0000372	MOUSE34480, MOUSE34479, MOUSE34478	AENJA_10537
OG0000372	MOUSE03497, MOUSE03494, MOUSE03493, MOUSE03495, MOUSE03496	AENJA_22918
OG0000372	MOUSE28281, MOUSE06545, MOUSE06546	AENJA_10254
OG0000373	MOUSE37700	AENJA_10744
OG0000373	MOUSE35785	AENJA_18516
OG0000374	MOUSE32586, MOUSE32585, MOUSE32584, MOUSE32583, MOUSE26217, MOUSE26218, MOUSE26216, MOUSE26215, MOUSE14771	AENJA_24763
OG0000374	MOUSE11504, MOUSE11505, MOUSE31694	AENJA_15704
OG0000374	MOUSE14767, MOUSE26220	AENJA_10989
OG0000375	MOUSE46135, MOUSE46200, MOUSE16985, MOUSE03908, MOUSE03905	AENJA_21822
OG0000375	MOUSE36106, MOUSE36105, MOUSE36104	AENJA_14683
OG0000375	MOUSE00473	AENJA_14684
OG0000378	MOUSE33886, MOUSE32153, MOUSE21992, MOUSE54764	AENJA_09892
OG0000378	MOUSE50906, MOUSE50905, MOUSE24152, MOUSE24147, MOUSE24153, MOUSE24148, MOUSE24157, MOUSE24150, MOUSE24156, MOUSE24151, MOUSE24149, MOUSE43067, MOUSE43064, MOUSE43066, MOUSE43061, MOUSE43068, MOUSE43062, MOUSE43065, MOUSE43063	AENJA_03823
OG0000379	MOUSE04352	AENJA_25316
OG0000379	MOUSE15062, MOUSE15063, MOUSE03903	AENJA_13204
OG0000379	MOUSE17074	AENJA_16703
OG0000379	MOUSE33956, MOUSE33955	AENJA_14680
OG0000380	MOUSE30109	AENJA_00574, AENJA_17802
OG0000380	MOUSE20196, MOUSE27917	AENJA_08753, AENJA_20573, AENJA_13328, AENJA_08875
OG0000382	MOUSE06878	AENJA_01299
OG0000382	MOUSE06877, MOUSE06876, MOUSE52801	AENJA_05991
OG0000384	MOUSE31413, MOUSE31414	AENJA_22347
OG0000384	MOUSE26514, MOUSE26513	AENJA_22698
OG0000385	MOUSE26354, MOUSE26353, MOUSE35288, MOUSE35289, MOUSE35284, MOUSE35286, MOUSE08532	AENJA_16346
OG0000386	MOUSE48104, MOUSE50199, MOUSE54194, MOUSE48105	AENJA_18774
OG0000389	MOUSE03530, MOUSE03531, MOUSE00739, MOUSE00738, MOUSE00737	AENJA_06388
OG0000391	MOUSE46712, MOUSE46713, MOUSE46711, MOUSE46710, MOUSE46709	AENJA_11069
OG0000391	MOUSE05361, MOUSE02543, MOUSE02540, MOUSE02541, MOUSE02909, MOUSE02908, MOUSE02907, MOUSE02906, MOUSE22423, MOUSE22420, MOUSE22422, MOUSE22421, MOUSE22418, MOUSE22419	AENJA_09442
OG0000392	MOUSE33244, MOUSE33239, MOUSE33238, MOUSE33243, MOUSE33241	AENJA_11266
OG0000393	MOUSE37529, MOUSE37530, MOUSE37528, MOUSE41790	AENJA_20824
OG0000393	MOUSE06185	AENJA_11660
OG0000395	MOUSE16481, MOUSE51097, MOUSE51095	AENJA_17521
OG0000396	MOUSE51316	AENJA_23793
OG0000397	MOUSE40376, MOUSE40377, MOUSE40374, MOUSE40371, MOUSE40373, MOUSE40372	AENJA_26085
OG0000399	MOUSE07411, MOUSE07410, MOUSE07412, MOUSE07413, MOUSE07409	AENJA_25908
OG0000399	MOUSE06544	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668
OG0000399	MOUSE30469, MOUSE51796, MOUSE48644	AENJA_14143
OG0000401	MOUSE05326, MOUSE05325, MOUSE25077, MOUSE25075, MOUSE25076	AENJA_10211, AENJA_22375
OG0000402	MOUSE48026, MOUSE20939	AENJA_01108
OG0000402	MOUSE29094, MOUSE12311	AENJA_20115
OG0000403	MOUSE50086, MOUSE50085, MOUSE50089, MOUSE50088, MOUSE50087, MOUSE50083	AENJA_09961, AENJA_06241
OG0000403	MOUSE53960	AENJA_04017, AENJA_04018, AENJA_10837, AENJA_13145, AENJA_22049, AENJA_05868
OG0000404	MOUSE33081, MOUSE33455	AENJA_26390
OG0000404	MOUSE20760	AENJA_17116
OG0000405	MOUSE30202, MOUSE30201, MOUSE30203, MOUSE30204, MOUSE44618, MOUSE44617, MOUSE44620, MOUSE44616, MOUSE44621, MOUSE10163, MOUSE10157, MOUSE10159, MOUSE10167, MOUSE10169, MOUSE10166, MOUSE10165, MOUSE10144, MOUSE10148, MOUSE10161, MOUSE10149, MOUSE10145, MOUSE10152, MOUSE10153, MOUSE10155, MOUSE10156, MOUSE10168, MOUSE10162, MOUSE10164, MOUSE10151, MOUSE10158, MOUSE10150	AENJA_21234
OG0000411	MOUSE34395, MOUSE34396, MOUSE52176, MOUSE52182, MOUSE52175, MOUSE52179, MOUSE52178, MOUSE52177, MOUSE52183, MOUSE34399, MOUSE52181	AENJA_11832
OG0000411	MOUSE19258	AENJA_10888
OG0000412	MOUSE33377, MOUSE33375	AENJA_21404
OG0000412	MOUSE11433, MOUSE11432	AENJA_26231
OG0000412	MOUSE25648, MOUSE25646	AENJA_11362
OG0000413	MOUSE27417, MOUSE28007, MOUSE43292	AENJA_18235
OG0000415	MOUSE53394, MOUSE53393, MOUSE53392, MOUSE12435, MOUSE09158, MOUSE28551, MOUSE28550, MOUSE27839, MOUSE27838	AENJA_07725, AENJA_26662, AENJA_26660, AENJA_23952
OG0000416	MOUSE31718, MOUSE31715, MOUSE31714, MOUSE31712, MOUSE37041, MOUSE37038, MOUSE37034, MOUSE31708, MOUSE31709, MOUSE31710, MOUSE31716, MOUSE31717, MOUSE37035, MOUSE37036, MOUSE37037, MOUSE37043, MOUSE37044, MOUSE37033, MOUSE37032, MOUSE37042, MOUSE37039, MOUSE37040, MOUSE31711, MOUSE31713	AENJA_13956
OG0000419	MOUSE20494, MOUSE31143, MOUSE23445, MOUSE23446	AENJA_25245, AENJA_25372, AENJA_25244
OG0000421	MOUSE30192, MOUSE48414, MOUSE48413, MOUSE10189, MOUSE44715, MOUSE44716, MOUSE44714, MOUSE30191, MOUSE44712, MOUSE10197, MOUSE10194, MOUSE10196, MOUSE30189, MOUSE30190	AENJA_06994
OG0000424	MOUSE20885, MOUSE20880, MOUSE20881, MOUSE20883, MOUSE20884, MOUSE20882, MOUSE20886, MOUSE20893, MOUSE20892, MOUSE20890, MOUSE20889, MOUSE20888, MOUSE20895, MOUSE20903	AENJA_15205, AENJA_15202, AENJA_26752
OG0000425	MOUSE42633, MOUSE42630, MOUSE42631, MOUSE42632, MOUSE42634, MOUSE02954, MOUSE02952, MOUSE02951, MOUSE02956, MOUSE02955, MOUSE02953, MOUSE27386, MOUSE27388, MOUSE27385, MOUSE27387, MOUSE27384, MOUSE27383	AENJA_24235
OG0000425	MOUSE17393, MOUSE50668	AENJA_17525
OG0000426	MOUSE03252, MOUSE03251	AENJA_16516
OG0000426	MOUSE03838	AENJA_15653
OG0000426	MOUSE42322, MOUSE03837, MOUSE14180, MOUSE42323, MOUSE05136, MOUSE42324, MOUSE42321, MOUSE03830, MOUSE03832, MOUSE03833, MOUSE03834, MOUSE03835, MOUSE03836, MOUSE03831	AENJA_15654
OG0000427	MOUSE45881, MOUSE45880, MOUSE45878, MOUSE45877, MOUSE45879	AENJA_16219
OG0000427	MOUSE34466, MOUSE34463, MOUSE34462, MOUSE34461, MOUSE34464, MOUSE15450, MOUSE15454, MOUSE15446, MOUSE15449, MOUSE15457, MOUSE15447, MOUSE15451, MOUSE15452, MOUSE15448	AENJA_26175
OG0000429	MOUSE10868, MOUSE10869	AENJA_21410
OG0000429	MOUSE06190, MOUSE06189, MOUSE06191	AENJA_01381
OG0000430	MOUSE44209, MOUSE10057, MOUSE44211, MOUSE53642, MOUSE53643, MOUSE53644, MOUSE53641, MOUSE53640, MOUSE19493, MOUSE20457	AENJA_01511
OG0000431	MOUSE46075, MOUSE46076, MOUSE46077	AENJA_03019
OG0000431	MOUSE36473, MOUSE36474, MOUSE36472, MOUSE50061, MOUSE50060, MOUSE50062	AENJA_19097
OG0000431	MOUSE29578, MOUSE29583, MOUSE29582, MOUSE29579, MOUSE09376, MOUSE47610, MOUSE47606, MOUSE47605, MOUSE47607, MOUSE29585, MOUSE29586, MOUSE29581, MOUSE29580, MOUSE47609, MOUSE47608	AENJA_17426
OG0000432	MOUSE41192, MOUSE41193, MOUSE11245, MOUSE11244, MOUSE11241	AENJA_08549
OG0000432	MOUSE35363, MOUSE35366, MOUSE35364, MOUSE35362, MOUSE35365, MOUSE35361, MOUSE52639, MOUSE52640, MOUSE52642, MOUSE52643, MOUSE52638, MOUSE52641	AENJA_14844
OG0000433	MOUSE06145, MOUSE06147, MOUSE03778, MOUSE03779	AENJA_24860
OG0000433	MOUSE00110, MOUSE00111, MOUSE00113, MOUSE00112, MOUSE15808, MOUSE15805, MOUSE15807, MOUSE15806, MOUSE15804	AENJA_10323
OG0000435	MOUSE11750, MOUSE11753, MOUSE11749, MOUSE11751, MOUSE11752	AENJA_25030
OG0000435	MOUSE28494, MOUSE18591, MOUSE18593, MOUSE18592, MOUSE18590, MOUSE18589, MOUSE18588, MOUSE18587, MOUSE18586, MOUSE33988, MOUSE33989, MOUSE47650, MOUSE47651, MOUSE47649, MOUSE28492, MOUSE28490, MOUSE28491, MOUSE28500, MOUSE28495, MOUSE28498, MOUSE28499	AENJA_23148
OG0000436	MOUSE23265, MOUSE23253, MOUSE23262, MOUSE23258, MOUSE23256, MOUSE23257, MOUSE23252, MOUSE23260, MOUSE23259, MOUSE23261, MOUSE23267, MOUSE23264, MOUSE23255, MOUSE23251, MOUSE23250, MOUSE53124, MOUSE53120, MOUSE53121, MOUSE53123, MOUSE23263, MOUSE53119, MOUSE53118, MOUSE53122	AENJA_24307
OG0000442	MOUSE29994, MOUSE29993, MOUSE29995, MOUSE12602	AENJA_21364
OG0000442	MOUSE15757	AENJA_20819
OG0000442	MOUSE38695, MOUSE05918, MOUSE18817, MOUSE05916	AENJA_08940
OG0000443	MOUSE32686, MOUSE32684, MOUSE23283, MOUSE23282, MOUSE23280, MOUSE23281	AENJA_15885
OG0000443	MOUSE32685, MOUSE19147	AENJA_23556
OG0000444	MOUSE41959, MOUSE41957, MOUSE41958, MOUSE23532, MOUSE23533	AENJA_22469
OG0000446	MOUSE12677	AENJA_17227
OG0000446	MOUSE27113, MOUSE27119, MOUSE27118, MOUSE27115, MOUSE27114	AENJA_16673
OG0000447	MOUSE48709, MOUSE48707, MOUSE48708, MOUSE54566, MOUSE50106, MOUSE50107, MOUSE54565, MOUSE54564, MOUSE50105, MOUSE19382, MOUSE19381, MOUSE19380, MOUSE19378	AENJA_07978
OG0000448	MOUSE12972, MOUSE12971	AENJA_08190, AENJA_08395
OG0000449	MOUSE15853	AENJA_24406
OG0000450	MOUSE46533, MOUSE38152, MOUSE38153, MOUSE38154	AENJA_10311
OG0000458	MOUSE47677, MOUSE47674, MOUSE47675	AENJA_11770
OG0000458	MOUSE12649, MOUSE12648, MOUSE12647, MOUSE12650, MOUSE21478, MOUSE28265	AENJA_03312
OG0000459	MOUSE16376, MOUSE16375, MOUSE16374	AENJA_04182, AENJA_20455, AENJA_09946, AENJA_05581
OG0000460	MOUSE05528	AENJA_05733
OG0000461	MOUSE05548, MOUSE05549, MOUSE05551, MOUSE05550	AENJA_22982
OG0000461	MOUSE38172, MOUSE38173	AENJA_10288
OG0000462	MOUSE49237, MOUSE49235, MOUSE23189, MOUSE23232, MOUSE49233, MOUSE49232, MOUSE49231, MOUSE49230, MOUSE49234, MOUSE49236, MOUSE13292, MOUSE13288, MOUSE13289, MOUSE13291, MOUSE13290, MOUSE13294, MOUSE13296, MOUSE13297, MOUSE13298, MOUSE13295, MOUSE28763, MOUSE28762, MOUSE23236, MOUSE12282, MOUSE12283, MOUSE49238	AENJA_21336
OG0000463	MOUSE39352, MOUSE39351, MOUSE26967, MOUSE26966, MOUSE26965, MOUSE26968	AENJA_15755
OG0000463	MOUSE09650, MOUSE09646, MOUSE09649, MOUSE09648, MOUSE09653, MOUSE09651, MOUSE44686, MOUSE44687, MOUSE44688	AENJA_07031
OG0000465	MOUSE18958, MOUSE18959, MOUSE18960	AENJA_23068
OG0000465	MOUSE35100, MOUSE35099	AENJA_20709
OG0000466	MOUSE31283, MOUSE31285, MOUSE31286	AENJA_17370
OG0000467	MOUSE55119, MOUSE55118, MOUSE52896, MOUSE52893, MOUSE52894, MOUSE23397, MOUSE23398, MOUSE23396, MOUSE23399, MOUSE23395, MOUSE23394, MOUSE24991, MOUSE24990, MOUSE24992, MOUSE24995, MOUSE24993, MOUSE24987, MOUSE24986, MOUSE24989, MOUSE24996, MOUSE24994, MOUSE24988, MOUSE55117, MOUSE23401	AENJA_24285
OG0000468	MOUSE07604, MOUSE07603, MOUSE07605, MOUSE07602	AENJA_08672
OG0000469	MOUSE40958, MOUSE52727, MOUSE52724, MOUSE24846, MOUSE24848, MOUSE24847, MOUSE40957, MOUSE24924, MOUSE24923, MOUSE54260, MOUSE54259	AENJA_19006
OG0000469	MOUSE19141	AENJA_05512
OG0000470	MOUSE17175, MOUSE17176, MOUSE05969, MOUSE05967, MOUSE05968	AENJA_05899
OG0000470	MOUSE07539, MOUSE07538, MOUSE07537, MOUSE07532, MOUSE07534, MOUSE07530, MOUSE07541, MOUSE07540, MOUSE07533, MOUSE07542, MOUSE07531, MOUSE07529, MOUSE24458, MOUSE24459, MOUSE24460	AENJA_25964
OG0000471	MOUSE12794	AENJA_08857
OG0000471	MOUSE48142, MOUSE48143, MOUSE03527, MOUSE03528, MOUSE03526, MOUSE21015, MOUSE21016	AENJA_26141
OG0000472	MOUSE49661, MOUSE49662	AENJA_19704
OG0000473	MOUSE05546, MOUSE50309	AENJA_18952, AENJA_13249
OG0000474	MOUSE05804	AENJA_20251
OG0000474	MOUSE22407, MOUSE02524, MOUSE02522, MOUSE02526, MOUSE02525, MOUSE02523, MOUSE02529, MOUSE05803, MOUSE05802, MOUSE53048, MOUSE53047, MOUSE53046, MOUSE22409, MOUSE22410, MOUSE22411, MOUSE22408	AENJA_17737
OG0000475	MOUSE13336, MOUSE13334, MOUSE13331, MOUSE13333, MOUSE13335, MOUSE15725, MOUSE15723, MOUSE15727, MOUSE15722, MOUSE15724, MOUSE15726, MOUSE15721, MOUSE15718, MOUSE15716	AENJA_22558
OG0000476	MOUSE32804, MOUSE32803	AENJA_25489
OG0000476	MOUSE32798, MOUSE32797	AENJA_24295, AENJA_10203
OG0000478	MOUSE39046, MOUSE39045	AENJA_24353
OG0000479	MOUSE26651, MOUSE15313	AENJA_20878
OG0000480	MOUSE15596, MOUSE15597, MOUSE15577, MOUSE15578, MOUSE15576, MOUSE15585, MOUSE15580, MOUSE15582, MOUSE15581	AENJA_23584, AENJA_25610
OG0000480	MOUSE34567, MOUSE34569, MOUSE34568	AENJA_14480
OG0000481	MOUSE46325, MOUSE46326, MOUSE46327	AENJA_16592
OG0000481	MOUSE26095	AENJA_22951
OG0000481	MOUSE03456, MOUSE47997	AENJA_11417
OG0000482	MOUSE20316, MOUSE27998, MOUSE27999, MOUSE27419, MOUSE27420	AENJA_18772
OG0000482	MOUSE28001, MOUSE28002, MOUSE28003, MOUSE28004	AENJA_18773
OG0000485	MOUSE53133, MOUSE53132	AENJA_01157, AENJA_13767
OG0000485	MOUSE50507, MOUSE50508, MOUSE50506, MOUSE50503, MOUSE50502, MOUSE50504, MOUSE50505, MOUSE50509	AENJA_15714, AENJA_15716, AENJA_24876, AENJA_15715
OG0000485	MOUSE22582	AENJA_14513
OG0000486	MOUSE31514, MOUSE31513, MOUSE31511, MOUSE21232	AENJA_24911, AENJA_01412, AENJA_01364, AENJA_22874
OG0000487	MOUSE06228	AENJA_02732
OG0000488	MOUSE34152, MOUSE28605	AENJA_10931
