Orthogroup	MOUSE	XENTR
OG0000447	MOUSE54565, MOUSE54564	XENTR16310
OG0000447	MOUSE50105	XENTR06964
OG0000447	MOUSE19382, MOUSE19381, MOUSE19380	XENTR06423
OG0000448	MOUSE12972, MOUSE12971	XENTR10820
OG0000448	MOUSE12990, MOUSE12987, MOUSE12988, MOUSE12986, MOUSE12985	XENTR00924
OG0000448	MOUSE54818, MOUSE54817, MOUSE54819, MOUSE54820, MOUSE54821	XENTR07862
OG0000448	MOUSE19366, MOUSE19365	XENTR03653
OG0000448	MOUSE36245, MOUSE36243, MOUSE36247, MOUSE36248, MOUSE36246, MOUSE36244	XENTR12770
OG0000449	MOUSE43846, MOUSE43845	XENTR11061
OG0000449	MOUSE50532, MOUSE50528, MOUSE50530, MOUSE50531, MOUSE50529, MOUSE50526, MOUSE50527	XENTR11430, XENTR11429
OG0000449	MOUSE15854, MOUSE15855, MOUSE15848, MOUSE15852, MOUSE15851	XENTR15332, XENTR15333
OG0000449	MOUSE31944, MOUSE31946, MOUSE31947, MOUSE31945	XENTR07792
OG0000450	MOUSE16109	XENTR00652
OG0000450	MOUSE00139	XENTR05100
OG0000450	MOUSE20568, MOUSE20569, MOUSE20565, MOUSE20567	XENTR18185
OG0000450	MOUSE37990, MOUSE37989	XENTR14021, XENTR14020
OG0000450	MOUSE46533	XENTR14894
OG0000450	MOUSE38152, MOUSE38153, MOUSE38154	XENTR03676
OG0000452	MOUSE32609, MOUSE32608, MOUSE32612, MOUSE32611, MOUSE32610, MOUSE32614	XENTR18629, XENTR05081, XENTR05083, XENTR05082, XENTR05084, XENTR05080
OG0000452	MOUSE07592, MOUSE07584, MOUSE07581, MOUSE07582, MOUSE07588, MOUSE07586, MOUSE07587, MOUSE07590, MOUSE07591, MOUSE07585, MOUSE07589, MOUSE07593	XENTR03838, XENTR03829
OG0000454	MOUSE30460	XENTR15860
OG0000454	MOUSE51815, MOUSE51820, MOUSE51813, MOUSE51809, MOUSE51818, MOUSE51805, MOUSE51811, MOUSE51810, MOUSE51816	XENTR05292
OG0000454	MOUSE30456, MOUSE30455	XENTR15861
OG0000458	MOUSE47677, MOUSE47674, MOUSE47675	XENTR03626, XENTR03627, XENTR03628
OG0000458	MOUSE12649, MOUSE12648, MOUSE12647	XENTR03637
OG0000458	MOUSE21478	XENTR04639
OG0000458	MOUSE28265	XENTR17840
OG0000458	MOUSE34210	XENTR12853
OG0000458	MOUSE21610	XENTR09327
OG0000459	MOUSE16376, MOUSE16375, MOUSE16374	XENTR07204, XENTR12836, XENTR12837
OG0000460	MOUSE05528	XENTR16884
OG0000461	MOUSE05548, MOUSE05549, MOUSE05551, MOUSE05550	XENTR16800
OG0000461	MOUSE38168, MOUSE38169, MOUSE38170, MOUSE38167, MOUSE38171, MOUSE38166	XENTR03673
OG0000461	MOUSE37814, MOUSE37812, MOUSE37813	XENTR10322, XENTR10323
OG0000462	MOUSE49237	XENTR03712
OG0000462	MOUSE23189	XENTR04966
OG0000462	MOUSE23232	XENTR07668
OG0000462	MOUSE49233, MOUSE49232, MOUSE49231, MOUSE49230, MOUSE49234	XENTR06079
OG0000462	MOUSE49236	XENTR03710
OG0000462	MOUSE13292	XENTR02952
OG0000462	MOUSE13288	XENTR06838
OG0000462	MOUSE13289	XENTR06839
OG0000462	MOUSE13291, MOUSE13290	XENTR06840
OG0000462	MOUSE13294, MOUSE13296, MOUSE13297, MOUSE13298, MOUSE13295	XENTR02950
OG0000462	MOUSE28763, MOUSE28762	XENTR01704
OG0000462	MOUSE23236	XENTR13240
OG0000462	MOUSE12282, MOUSE12283	XENTR15927
OG0000463	MOUSE39352, MOUSE39351	XENTR15683
OG0000463	MOUSE26967, MOUSE26966, MOUSE26965, MOUSE26968	XENTR18055
OG0000463	MOUSE09646, MOUSE09649, MOUSE09648, MOUSE09653, MOUSE09651	XENTR05720
OG0000463	MOUSE44686, MOUSE44687, MOUSE44688	XENTR03129
OG0000464	MOUSE38076	XENTR11180, XENTR15189, XENTR12071
OG0000465	MOUSE18958, MOUSE18959, MOUSE18960	XENTR04514
OG0000465	MOUSE35100, MOUSE35099	XENTR12030
OG0000466	MOUSE31280, MOUSE31282, MOUSE31281, MOUSE31279, MOUSE31284	XENTR12080, XENTR12081
OG0000467	MOUSE55119, MOUSE55118	XENTR13171
OG0000467	MOUSE52896, MOUSE52893, MOUSE52894	XENTR04831
OG0000467	MOUSE23397, MOUSE23398, MOUSE23396, MOUSE23399, MOUSE23395, MOUSE23394	XENTR01243
OG0000467	MOUSE24991, MOUSE24990, MOUSE24992, MOUSE24995, MOUSE24993, MOUSE24987, MOUSE24986, MOUSE24989, MOUSE24996, MOUSE24994, MOUSE24988	XENTR00763
OG0000468	MOUSE32725	XENTR14149, XENTR14150, XENTR14148, XENTR14151
OG0000468	MOUSE07604, MOUSE07603, MOUSE07605, MOUSE07602	XENTR15317
OG0000469	MOUSE52727, MOUSE52724	XENTR07061
OG0000469	MOUSE24846, MOUSE24848, MOUSE24847	XENTR03510
OG0000469	MOUSE40957	XENTR16136
OG0000469	MOUSE24924	XENTR06384
OG0000469	MOUSE54260, MOUSE54259	XENTR06808
OG0000469	MOUSE19141	XENTR18040
OG0000470	MOUSE17175, MOUSE17176	XENTR07308
OG0000470	MOUSE05969, MOUSE05967, MOUSE05968	XENTR18456
OG0000470	MOUSE07539, MOUSE07538, MOUSE07537, MOUSE07532, MOUSE07534, MOUSE07530, MOUSE07541, MOUSE07540, MOUSE07533, MOUSE07542, MOUSE07531, MOUSE07529	XENTR08990
OG0000471	MOUSE48142, MOUSE48143	XENTR04918
OG0000471	MOUSE03527, MOUSE03528, MOUSE03526	XENTR05004
OG0000471	MOUSE21015, MOUSE21016	XENTR08938
OG0000471	MOUSE11514, MOUSE11515	XENTR10122
OG0000471	MOUSE09544, MOUSE09545, MOUSE31704, MOUSE31706, MOUSE31707, MOUSE31703, MOUSE31705, MOUSE09543, MOUSE09542, MOUSE09546	XENTR08750
OG0000472	MOUSE31980	XENTR12363
OG0000472	MOUSE51216	XENTR17375, XENTR17373
OG0000473	MOUSE05546	XENTR07541
OG0000473	MOUSE50309	XENTR04001, XENTR14187, XENTR04930
OG0000474	MOUSE02524, MOUSE02522, MOUSE02526, MOUSE02525, MOUSE02523	XENTR05228
OG0000474	MOUSE05803, MOUSE05802	XENTR06948
OG0000474	MOUSE22409, MOUSE22410, MOUSE22411, MOUSE22408	XENTR17592
OG0000475	MOUSE15715, MOUSE15717, MOUSE15719, MOUSE15720	XENTR16166
OG0000475	MOUSE02375, MOUSE02376, MOUSE02374, MOUSE02373	XENTR03765
OG0000475	MOUSE13336, MOUSE13334, MOUSE13331, MOUSE13333	XENTR00403
OG0000475	MOUSE15722, MOUSE15724, MOUSE15726	XENTR16167
OG0000476	MOUSE32804, MOUSE32803	XENTR14517
OG0000476	MOUSE32798, MOUSE32797	XENTR09662
OG0000477	MOUSE33283	XENTR00334
OG0000477	MOUSE01316, MOUSE01315, MOUSE01314	XENTR08089
OG0000477	MOUSE10580, MOUSE10579	XENTR15364, XENTR15363
OG0000478	MOUSE39046, MOUSE39045	XENTR05970
OG0000478	MOUSE39053, MOUSE39051, MOUSE39052, MOUSE39049, MOUSE39048	XENTR05971
OG0000479	MOUSE16521	XENTR00167
OG0000479	MOUSE53992	XENTR14181
OG0000479	MOUSE26651	XENTR15349
OG0000479	MOUSE15313	XENTR00798
OG0000480	MOUSE15596, MOUSE15597	XENTR10551
OG0000480	MOUSE15577, MOUSE15578, MOUSE15576	XENTR10531, XENTR04392, XENTR10532, XENTR01398, XENTR09020, XENTR09018
OG0000480	MOUSE15585, MOUSE15580, MOUSE15582, MOUSE15581	XENTR09017
OG0000480	MOUSE34567, MOUSE34569, MOUSE34568	XENTR16905
OG0000481	MOUSE46325	XENTR18341
OG0000481	MOUSE26094	XENTR16095
OG0000481	MOUSE03456	XENTR07539
OG0000481	MOUSE47997	XENTR12694
OG0000482	MOUSE20316	XENTR14111
OG0000482	MOUSE27998, MOUSE27999	XENTR12532
OG0000482	MOUSE27419, MOUSE27420	XENTR14401
OG0000482	MOUSE28001, MOUSE28002, MOUSE28003, MOUSE28004	XENTR00585
OG0000484	MOUSE50341, MOUSE50342, MOUSE50340	XENTR13210
OG0000484	MOUSE33234, MOUSE33236, MOUSE33235, MOUSE33237, MOUSE33227, MOUSE33232, MOUSE33230	XENTR00371
OG0000484	MOUSE10533, MOUSE10534, MOUSE10535, MOUSE10532, MOUSE10529, MOUSE10531, MOUSE10530	XENTR11014
OG0000484	MOUSE48510, MOUSE48511, MOUSE48512, MOUSE48513	XENTR05882
OG0000485	MOUSE53133, MOUSE53132	XENTR04208, XENTR03378
OG0000485	MOUSE50507, MOUSE50508, MOUSE50506, MOUSE50503, MOUSE50502, MOUSE50504, MOUSE50505, MOUSE50509	XENTR10818
OG0000486	MOUSE31513, MOUSE31511	XENTR04857
OG0000487	MOUSE07740, MOUSE07738, MOUSE07739	XENTR12096
OG0000487	MOUSE06228	XENTR15492
OG0000488	MOUSE28605	XENTR02455
OG0000488	MOUSE07485, MOUSE07486	XENTR09002
OG0000489	MOUSE13477, MOUSE13481, MOUSE13480, MOUSE13479, MOUSE13478	XENTR00237
OG0000489	MOUSE21691, MOUSE21690, MOUSE21696, MOUSE21695, MOUSE21688, MOUSE21689, MOUSE21692	XENTR09516
OG0000489	MOUSE13482	XENTR00238
OG0000489	MOUSE33816	XENTR11465
OG0000490	MOUSE37078, MOUSE37079	XENTR04016
OG0000490	MOUSE17415, MOUSE17414, MOUSE17416, MOUSE17412, MOUSE17413	XENTR06481
OG0000490	MOUSE17574, MOUSE17571, MOUSE17572, MOUSE17569	XENTR16561
OG0000490	MOUSE25487, MOUSE25489, MOUSE25488	XENTR06162, XENTR06161
OG0000491	MOUSE54193, MOUSE54192	XENTR05260
OG0000491	MOUSE38834, MOUSE38833, MOUSE38832, MOUSE38835, MOUSE38836, MOUSE48261	XENTR04378
OG0000491	MOUSE48260	XENTR03295
OG0000492	MOUSE47199, MOUSE47194, MOUSE47191, MOUSE47195, MOUSE47196, MOUSE47211, MOUSE47206, MOUSE47209, MOUSE47210, MOUSE47198, MOUSE47202, MOUSE47207, MOUSE47208, MOUSE47205, MOUSE47197, MOUSE47203, MOUSE47193, MOUSE47200, MOUSE47192, MOUSE47201	XENTR12070, XENTR12069
OG0000492	MOUSE23635, MOUSE23639, MOUSE23636, MOUSE23637, MOUSE23634, MOUSE23633, MOUSE23638, MOUSE23640, MOUSE23632	XENTR01257
OG0000494	MOUSE04386, MOUSE04387, MOUSE04385	XENTR11154
OG0000494	MOUSE37244, MOUSE37245, MOUSE37243, MOUSE37241, MOUSE37242	XENTR04560
OG0000494	MOUSE04377, MOUSE04378	XENTR01512
OG0000494	MOUSE37754, MOUSE37753, MOUSE37752, MOUSE37750	XENTR10308
OG0000495	MOUSE16569, MOUSE16650	XENTR00150, XENTR00149
OG0000496	MOUSE09984, MOUSE09983, MOUSE09982	XENTR06269
OG0000496	MOUSE49029, MOUSE49030	XENTR06649
OG0000496	MOUSE09985	XENTR06268
OG0000496	MOUSE49032, MOUSE49031	XENTR12644
OG0000496	MOUSE18918	XENTR02898
OG0000496	MOUSE09988	XENTR16261
OG0000497	MOUSE37564	XENTR12510
OG0000497	MOUSE04901, MOUSE04902	XENTR13344
OG0000497	MOUSE25391, MOUSE25392	XENTR06183
OG0000497	MOUSE23883	XENTR09162
OG0000498	MOUSE49431, MOUSE49430, MOUSE49429	XENTR06646
OG0000498	MOUSE12456, MOUSE12455, MOUSE12454, MOUSE12453	XENTR04610
OG0000498	MOUSE19882, MOUSE19881, MOUSE19879, MOUSE19880	XENTR08348
OG0000498	MOUSE28863, MOUSE28862, MOUSE28861, MOUSE28860, MOUSE28859	XENTR02958
OG0000498	MOUSE49487, MOUSE49483, MOUSE49482, MOUSE49484, MOUSE49485, MOUSE49486, MOUSE49488	XENTR10209
OG0000499	MOUSE04713, MOUSE04714, MOUSE04712	XENTR08886
OG0000499	MOUSE43327, MOUSE43326, MOUSE43325	XENTR12665, XENTR12670
OG0000499	MOUSE08653, MOUSE08654, MOUSE08655	XENTR04148
OG0000503	MOUSE27250	XENTR11822
OG0000503	MOUSE39196, MOUSE39199, MOUSE39195	XENTR11424, XENTR11425
OG0000503	MOUSE39197, MOUSE39198	XENTR12881, XENTR12882
OG0000503	MOUSE51373	XENTR10022
OG0000504	MOUSE30319	XENTR18610
OG0000504	MOUSE10633	XENTR02766
OG0000504	MOUSE01347	XENTR13287
OG0000504	MOUSE51548	XENTR05277
OG0000505	MOUSE01611	XENTR15726
OG0000505	MOUSE20688, MOUSE20689, MOUSE20690, MOUSE20687	XENTR09584, XENTR09585
OG0000505	MOUSE51848, MOUSE51847, MOUSE51846	XENTR10436
OG0000505	MOUSE30718, MOUSE30720, MOUSE30717, MOUSE30719	XENTR09693, XENTR09694
OG0000505	MOUSE30721	XENTR09695
OG0000506	MOUSE04167	XENTR17321, XENTR17322
OG0000506	MOUSE15618, MOUSE15614, MOUSE15613, MOUSE15617, MOUSE15616	XENTR10543
OG0000506	MOUSE15615, MOUSE04165	XENTR09706
OG0000506	MOUSE54597, MOUSE54596, MOUSE54598	XENTR05906
OG0000508	MOUSE04787, MOUSE04786	XENTR06935
OG0000508	MOUSE02442, MOUSE22065, MOUSE22066, MOUSE22067, MOUSE22064, MOUSE22068	XENTR13428
OG0000508	MOUSE37391, MOUSE37393, MOUSE37392	XENTR01138
OG0000508	MOUSE04524, MOUSE04525, MOUSE04526	XENTR16721
OG0000510	MOUSE05540, MOUSE05542, MOUSE05544, MOUSE05541	XENTR16454
OG0000510	MOUSE39401	XENTR14055
OG0000510	MOUSE37932	XENTR06353
OG0000510	MOUSE19983, MOUSE19980	XENTR15990
OG0000511	MOUSE21668	XENTR03618
OG0000511	MOUSE13518, MOUSE13519, MOUSE13517	XENTR16875
OG0000512	MOUSE35515	XENTR01879
OG0000512	MOUSE22362, MOUSE22359, MOUSE22360, MOUSE22380, MOUSE22358, MOUSE22355, MOUSE22379, MOUSE22357, MOUSE22361	XENTR19023, XENTR09415, XENTR09416, XENTR09410
OG0000513	MOUSE21367, MOUSE21366, MOUSE21360, MOUSE21356, MOUSE21355, MOUSE21358, MOUSE21364, MOUSE21359, MOUSE21362, MOUSE21361, MOUSE21363	XENTR12820
OG0000513	MOUSE21369, MOUSE21370, MOUSE21368	XENTR12821
OG0000513	MOUSE40310, MOUSE40309, MOUSE40308	XENTR01957
OG0000513	MOUSE31553, MOUSE31554, MOUSE31552, MOUSE31555	XENTR12745
OG0000513	MOUSE03463	XENTR07542
OG0000514	MOUSE13991, MOUSE13994, MOUSE13990, MOUSE13989, MOUSE13986, MOUSE13995, MOUSE13996, MOUSE13987, MOUSE13992, MOUSE13997, MOUSE13988	XENTR05611
OG0000514	MOUSE15035, MOUSE15034	XENTR01673
OG0000515	MOUSE20985	XENTR09527
OG0000516	MOUSE32111, MOUSE32110	XENTR12542
OG0000516	MOUSE12451	XENTR10354
OG0000516	MOUSE16494, MOUSE16495	XENTR15576
OG0000516	MOUSE51201, MOUSE51202	XENTR10452
OG0000516	MOUSE09107, MOUSE09108	XENTR08167
OG0000517	MOUSE14806	XENTR07207
OG0000517	MOUSE05476, MOUSE05477, MOUSE05478, MOUSE05479	XENTR12247
OG0000517	MOUSE05474	XENTR12246
OG0000517	MOUSE05473, MOUSE05472, MOUSE05475	XENTR12245, XENTR12244
OG0000517	MOUSE05410	XENTR14728
OG0000517	MOUSE05415, MOUSE05412, MOUSE05413, MOUSE05411, MOUSE05414	XENTR14724, XENTR14725, XENTR14727, XENTR14726
OG0000517	MOUSE05417	XENTR14718, XENTR14721, XENTR14722, XENTR14723
OG0000517	MOUSE05418	XENTR14717
OG0000519	MOUSE02734, MOUSE02732, MOUSE02731	XENTR04553
OG0000520	MOUSE37796, MOUSE37797	XENTR10317
OG0000520	MOUSE46520, MOUSE46521, MOUSE46522, MOUSE46523, MOUSE46519	XENTR14896
OG0000520	MOUSE43524, MOUSE43523, MOUSE43522	XENTR14507, XENTR14506
OG0000520	MOUSE51047, MOUSE51050, MOUSE51049, MOUSE51046, MOUSE51048	XENTR02607
OG0000521	MOUSE42629, MOUSE42628	XENTR12652
OG0000521	MOUSE07495, MOUSE07494, MOUSE07496	XENTR09000
OG0000521	MOUSE18729, MOUSE18728, MOUSE18730	XENTR04152
OG0000522	MOUSE36138, MOUSE36141, MOUSE36142, MOUSE36146, MOUSE36140, MOUSE36143, MOUSE36147, MOUSE36145, MOUSE36144	XENTR11563
OG0000522	MOUSE27785, MOUSE27786	XENTR01899, XENTR14640
OG0000523	MOUSE37655, MOUSE37652	XENTR10295
OG0000523	MOUSE32535	XENTR14142
OG0000523	MOUSE20709, MOUSE20708	XENTR06979
OG0000523	MOUSE51883	XENTR10287
OG0000523	MOUSE44593	XENTR12571
OG0000524	MOUSE11124, MOUSE11115, MOUSE11123, MOUSE11120, MOUSE11117, MOUSE11116, MOUSE11122, MOUSE11121, MOUSE11126, MOUSE11137, MOUSE11135, MOUSE11114, MOUSE11125, MOUSE11136, MOUSE11141, MOUSE11140, MOUSE11139, MOUSE11130, MOUSE11133, MOUSE11119, MOUSE11112, MOUSE11113, MOUSE11128, MOUSE11138, MOUSE11131, MOUSE11132, MOUSE11134, MOUSE11118	XENTR09435
OG0000525	MOUSE23825	XENTR09923
OG0000525	MOUSE44263	XENTR10927
OG0000525	MOUSE03969, MOUSE03968	XENTR09125
OG0000526	MOUSE27968, MOUSE40598, MOUSE27969	XENTR14537, XENTR00608
OG0000527	MOUSE23663, MOUSE23664, MOUSE23665, MOUSE23666	XENTR01298
OG0000527	MOUSE47392, MOUSE47388, MOUSE47386, MOUSE47389, MOUSE47391, MOUSE47385, MOUSE47384, MOUSE47387, MOUSE47390	XENTR15872
OG0000527	MOUSE25378, MOUSE25385, MOUSE25383, MOUSE25381, MOUSE25382, MOUSE25380, MOUSE25379, MOUSE25377, MOUSE25376	XENTR17958
OG0000528	MOUSE08078, MOUSE08077, MOUSE08080, MOUSE08079	XENTR08509
OG0000528	MOUSE42764, MOUSE42765, MOUSE42767, MOUSE42766	XENTR02076
OG0000528	MOUSE20445, MOUSE20444, MOUSE20446	XENTR15793
OG0000528	MOUSE18735, MOUSE18737, MOUSE18736	XENTR01661
OG0000529	MOUSE24044, MOUSE24042, MOUSE24043	XENTR04688
OG0000529	MOUSE41488, MOUSE41489, MOUSE41487, MOUSE41486, MOUSE04006, MOUSE04007	XENTR16534, XENTR03224
OG0000529	MOUSE34925	XENTR04094
OG0000530	MOUSE01368, MOUSE01373, MOUSE01369, MOUSE01370, MOUSE32745, MOUSE01376	XENTR09841
OG0000530	MOUSE32738, MOUSE32739, MOUSE32737, MOUSE32741, MOUSE32742, MOUSE32740	XENTR08688
OG0000530	MOUSE31361, MOUSE31363, MOUSE31366, MOUSE31362	XENTR03985
OG0000531	MOUSE05197, MOUSE05196	XENTR06858
OG0000531	MOUSE25152, MOUSE25153, MOUSE25162, MOUSE25156, MOUSE25155, MOUSE25157, MOUSE25159, MOUSE25158, MOUSE25160, MOUSE25161, MOUSE25154	XENTR02904
OG0000531	MOUSE22281, MOUSE22280, MOUSE22285, MOUSE22286, MOUSE22288, MOUSE22287, MOUSE22282, MOUSE22279, MOUSE22284	XENTR08406, XENTR08407
OG0000532	MOUSE35783, MOUSE35784	XENTR11367, XENTR18190
OG0000533	MOUSE12597	XENTR11660
OG0000533	MOUSE12594, MOUSE12596, MOUSE12598, MOUSE12595	XENTR13660, XENTR11200
OG0000534	MOUSE26188, MOUSE26191, MOUSE26190, MOUSE26192, MOUSE26189	XENTR08607
OG0000534	MOUSE14667, MOUSE14669, MOUSE14668	XENTR06202
OG0000534	MOUSE05757, MOUSE05755, MOUSE05754, MOUSE05756	XENTR06939
OG0000535	MOUSE25279	XENTR14528
OG0000535	MOUSE09525, MOUSE09526, MOUSE36224, MOUSE36223	XENTR12170
OG0000537	MOUSE55030	XENTR00659
OG0000537	MOUSE47509	XENTR02728
OG0000537	MOUSE55032, MOUSE55031	XENTR00658
OG0000537	MOUSE47504	XENTR02729
OG0000538	MOUSE02402, MOUSE02401	XENTR12900
OG0000538	MOUSE18904, MOUSE18906, MOUSE18901, MOUSE18905, MOUSE18907, MOUSE18908, MOUSE18902, MOUSE18903	XENTR13063
OG0000538	MOUSE05766, MOUSE05767, MOUSE05765, MOUSE05764	XENTR02989, XENTR02990
OG0000539	MOUSE05354	XENTR14195
OG0000539	MOUSE39879, MOUSE51182, MOUSE51181	XENTR00186, XENTR17569, XENTR17568, XENTR17566, XENTR17565, XENTR18965, XENTR17563, XENTR17561, XENTR17562, XENTR17564, XENTR10440, XENTR18473, XENTR17567, XENTR14472
OG0000540	MOUSE12751, MOUSE12752	XENTR01978
OG0000540	MOUSE21275	XENTR06456, XENTR08645
OG0000540	MOUSE12753	XENTR01979
OG0000540	MOUSE25045, MOUSE25047, MOUSE25046	XENTR12381
OG0000540	MOUSE22622	XENTR04201
OG0000540	MOUSE14648, MOUSE14649	XENTR06226
OG0000542	MOUSE30131, MOUSE30132, MOUSE30133, MOUSE30129, MOUSE30134, MOUSE30130	XENTR03568
OG0000542	MOUSE29812, MOUSE29810	XENTR04355
OG0000542	MOUSE29811, MOUSE55060, MOUSE55059, MOUSE55061	XENTR11922
OG0000542	MOUSE53102	XENTR03401
OG0000544	MOUSE29764	XENTR08814
OG0000544	MOUSE36878	XENTR06733
OG0000544	MOUSE32959, MOUSE32958, MOUSE32957, MOUSE32960	XENTR12470
OG0000545	MOUSE27509	XENTR03840
OG0000545	MOUSE03097, MOUSE03098, MOUSE03096	XENTR09092
OG0000545	MOUSE20075	XENTR14538
OG0000545	MOUSE07401, MOUSE07400	XENTR09005
OG0000545	MOUSE43196, MOUSE43195, MOUSE43197	XENTR11985
OG0000546	MOUSE48910	XENTR11453
OG0000546	MOUSE02219	XENTR11507
OG0000546	MOUSE20458	XENTR10138
OG0000547	MOUSE40914	XENTR07965, XENTR07966
OG0000548	MOUSE17190	XENTR15842
OG0000548	MOUSE48022	XENTR12691
OG0000548	MOUSE21325	XENTR12827
OG0000548	MOUSE24689, MOUSE24690	XENTR14858
OG0000548	MOUSE02054, MOUSE02055	XENTR09279
OG0000548	MOUSE52548	XENTR16463
OG0000548	MOUSE54258	XENTR06806
OG0000550	MOUSE26528, MOUSE26529, MOUSE26530, MOUSE26531	XENTR07186
OG0000552	MOUSE10141	XENTR04244
OG0000552	MOUSE18940	XENTR09263
OG0000552	MOUSE54213	XENTR15303
OG0000553	MOUSE23561	XENTR02530
OG0000553	MOUSE53922, MOUSE53921, MOUSE02032, MOUSE02031	XENTR06601
OG0000553	MOUSE16157, MOUSE18362, MOUSE16156	XENTR15181
OG0000553	MOUSE51274, MOUSE51273	XENTR02641
OG0000553	MOUSE14233, MOUSE05108	XENTR07370
OG0000554	MOUSE13488	XENTR00240
OG0000554	MOUSE19420, MOUSE19421, MOUSE36046, MOUSE36044	XENTR12469
OG0000554	MOUSE12728	XENTR01987
OG0000554	MOUSE46842, MOUSE46840	XENTR01995
OG0000554	MOUSE19419, MOUSE19418, MOUSE19417	XENTR08716
OG0000554	MOUSE35643	XENTR16835
OG0000557	MOUSE03148, MOUSE03150, MOUSE03149, MOUSE03151	XENTR11072
OG0000557	MOUSE03147, MOUSE03146	XENTR11081, XENTR11076, XENTR11077, XENTR11075, XENTR11078, XENTR11073, XENTR11074
OG0000557	MOUSE45517, MOUSE45516, MOUSE45514, MOUSE45512, MOUSE45513	XENTR11071, XENTR15490, XENTR15489, XENTR15491, XENTR15488, XENTR15487, XENTR15486
OG0000557	MOUSE45515	XENTR07397
OG0000558	MOUSE18002, MOUSE18003	XENTR17447, XENTR12565, XENTR12566, XENTR12564, XENTR12563
OG0000558	MOUSE26021, MOUSE26024	XENTR17448
OG0000558	MOUSE26032, MOUSE48642	XENTR11474
OG0000558	MOUSE45718, MOUSE45717	XENTR10687
OG0000558	MOUSE50799, MOUSE50798, MOUSE50797, MOUSE50801, MOUSE50796, MOUSE50844, MOUSE50780, MOUSE50781, MOUSE50837, MOUSE50836, MOUSE50823, MOUSE50802, MOUSE50842, MOUSE50787, MOUSE50761, MOUSE50760, MOUSE50858, MOUSE50717, MOUSE50718, MOUSE50792, MOUSE50845, MOUSE50790, MOUSE50794, MOUSE50791, MOUSE50793	XENTR02290, XENTR02291, XENTR02258
OG0000558	MOUSE20626, MOUSE20631, MOUSE20632, MOUSE20630, MOUSE20641, MOUSE20620, MOUSE20640, MOUSE20645, MOUSE20643, MOUSE20642, MOUSE20639, MOUSE20636, MOUSE20623, MOUSE20618, MOUSE20624, MOUSE20650, MOUSE20625, MOUSE20617	XENTR03815, XENTR03814
OG0000558	MOUSE26700, MOUSE26696, MOUSE26697, MOUSE26781, MOUSE26819, MOUSE26820, MOUSE26833	XENTR04585
OG0000558	MOUSE30886	XENTR04581, XENTR04582
OG0000560	MOUSE00939	XENTR09304
OG0000561	MOUSE08091	XENTR08505
OG0000561	MOUSE08092, MOUSE08093	XENTR08504
OG0000561	MOUSE20194, MOUSE20195, MOUSE20193, MOUSE20192, MOUSE20191	XENTR11638
OG0000561	MOUSE09576	XENTR07523
OG0000562	MOUSE48585, MOUSE48586	XENTR08112
OG0000562	MOUSE53359, MOUSE53357, MOUSE53360, MOUSE53355, MOUSE53354, MOUSE53358	XENTR00450, XENTR10477
OG0000563	MOUSE05022	XENTR13310
OG0000563	MOUSE37472, MOUSE09944	XENTR01198
OG0000564	MOUSE16694	XENTR00195
OG0000564	MOUSE27468	XENTR13086
OG0000564	MOUSE08263	XENTR11650
OG0000564	MOUSE28020	XENTR00592
OG0000565	MOUSE38941, MOUSE38943, MOUSE38942, MOUSE38947, MOUSE38945, MOUSE38946	XENTR14800
OG0000566	MOUSE19799, MOUSE51988, MOUSE51987, MOUSE19797, MOUSE19798	XENTR08330
OG0000566	MOUSE51983, MOUSE51982, MOUSE51985	XENTR08129
OG0000566	MOUSE51989	XENTR08128
OG0000566	MOUSE04915	XENTR02577
OG0000567	MOUSE11935	XENTR01468, XENTR04575
OG0000567	MOUSE30473	XENTR17225
OG0000567	MOUSE01584	XENTR15381
OG0000570	MOUSE53762	XENTR18916, XENTR18917
OG0000570	MOUSE01814	XENTR14036
OG0000570	MOUSE06313, MOUSE06314	XENTR01676
OG0000572	MOUSE08285, MOUSE08283, MOUSE08284, MOUSE08282, MOUSE08281	XENTR13098
OG0000572	MOUSE20447	XENTR15792
OG0000572	MOUSE41405, MOUSE41406	XENTR15287
OG0000572	MOUSE34901	XENTR08060
OG0000572	MOUSE34898	XENTR08059
OG0000573	MOUSE41431	XENTR11849
OG0000573	MOUSE38345, MOUSE38346, MOUSE35087, MOUSE35088	XENTR00290
OG0000573	MOUSE35086	XENTR12035, XENTR12034
OG0000573	MOUSE51991	XENTR08127
OG0000574	MOUSE06002, MOUSE06003	XENTR07582
OG0000574	MOUSE03922	XENTR07361
OG0000574	MOUSE47456, MOUSE47457, MOUSE47458, MOUSE47452, MOUSE47455, MOUSE47454, MOUSE47460, MOUSE47453	XENTR06500
OG0000575	MOUSE15329, MOUSE15327, MOUSE15326	XENTR00803
OG0000575	MOUSE26633, MOUSE26640, MOUSE26630, MOUSE26631, MOUSE26628, MOUSE26625, MOUSE26635, MOUSE26629, MOUSE26626, MOUSE26638, MOUSE26639, MOUSE26636, MOUSE26642, MOUSE26641, MOUSE26624, MOUSE26634, MOUSE26637, MOUSE26627, MOUSE26632	XENTR15351
OG0000575	MOUSE13339, MOUSE13341	XENTR11211
OG0000575	MOUSE26235, MOUSE26230, MOUSE26233, MOUSE26232, MOUSE26229	XENTR03152
