Orthogroup	MOUSE	SACKO_ok
OG0000250	MOUSE41924	SACKO_18012, SACKO_18008, SACKO_18019
OG0000250	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160	SACKO_06222
OG0000250	MOUSE47989, MOUSE47988	SACKO_19847
OG0000250	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922	SACKO_08487
OG0000251	MOUSE15436, MOUSE15435, MOUSE15434, MOUSE15438, MOUSE15439, MOUSE15441, MOUSE15440, MOUSE34455	SACKO_16959
OG0000251	MOUSE22875	SACKO_31103
OG0000251	MOUSE55223, MOUSE55224, MOUSE35036, MOUSE35038, MOUSE35037, MOUSE35034, MOUSE35035, MOUSE29909	SACKO_18952
OG0000252	MOUSE51276	SACKO_06396
OG0000254	MOUSE16806	SACKO_10939, SACKO_12298, SACKO_05603, SACKO_22013
OG0000255	MOUSE55667	SACKO_00039
OG0000255	MOUSE27280, MOUSE27279	SACKO_02560, SACKO_04653, SACKO_21059, SACKO_27247
OG0000256	MOUSE25569, MOUSE48599	SACKO_19804
OG0000256	MOUSE19546, MOUSE27729, MOUSE27728, MOUSE30485, MOUSE30484	SACKO_31234, SACKO_11114, SACKO_10962, SACKO_00717, SACKO_10964, SACKO_29212, SACKO_18022, SACKO_00855, SACKO_17003, SACKO_05084
OG0000257	MOUSE07914, MOUSE07916, MOUSE07915, MOUSE28077, MOUSE28076	SACKO_15321
OG0000258	MOUSE42103	SACKO_00377
OG0000258	MOUSE11272, MOUSE11273, MOUSE11274, MOUSE11276, MOUSE11275, MOUSE11271, MOUSE24985, MOUSE24984	SACKO_10833
OG0000258	MOUSE07336, MOUSE18772	SACKO_32411
OG0000259	MOUSE15777, MOUSE15776, MOUSE38896, MOUSE18506	SACKO_22682, SACKO_26999, SACKO_00545, SACKO_00544
OG0000260	MOUSE07000, MOUSE06999, MOUSE52627, MOUSE52624, MOUSE52625	SACKO_23657
OG0000260	MOUSE46802	SACKO_18171
OG0000261	MOUSE29892, MOUSE29886, MOUSE29895, MOUSE29890, MOUSE29893, MOUSE29894, MOUSE29889, MOUSE29897, MOUSE29896, MOUSE29898, MOUSE29891, MOUSE29887, MOUSE13090, MOUSE13092, MOUSE13091, MOUSE13093, MOUSE54035, MOUSE54034, MOUSE54036	SACKO_30848
OG0000263	MOUSE21739	SACKO_11637
OG0000265	MOUSE50385, MOUSE50384, MOUSE50383, MOUSE50386, MOUSE50379, MOUSE50380, MOUSE50381, MOUSE25766, MOUSE25769, MOUSE25767, MOUSE25771, MOUSE25773, MOUSE25770, MOUSE25768, MOUSE24034, MOUSE24037, MOUSE25772, MOUSE50387	SACKO_17354
OG0000265	MOUSE15187, MOUSE15189, MOUSE15188	SACKO_17458, SACKO_06245
OG0000268	MOUSE26212	SACKO_19607
OG0000268	MOUSE26202, MOUSE26203, MOUSE19072	SACKO_20817, SACKO_19604
OG0000270	MOUSE18775, MOUSE07338, MOUSE07339, MOUSE07337, MOUSE42694, MOUSE42691, MOUSE42692	SACKO_22265
OG0000270	MOUSE16390, MOUSE00633	SACKO_10346
OG0000270	MOUSE42660	SACKO_13731
OG0000272	MOUSE04533	SACKO_29715
OG0000272	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249, MOUSE13424, MOUSE28648	SACKO_18346
OG0000273	MOUSE48516	SACKO_25860, SACKO_18590
OG0000273	MOUSE15144, MOUSE15143, MOUSE15142, MOUSE15139, MOUSE15141, MOUSE15140, MOUSE15145	SACKO_19268, SACKO_19256, SACKO_19271, SACKO_19295, SACKO_19266, SACKO_19252, SACKO_19263
OG0000273	MOUSE48517	SACKO_18588
OG0000273	MOUSE37237, MOUSE37236	SACKO_00732
OG0000273	MOUSE35701, MOUSE35704, MOUSE35700, MOUSE35702, MOUSE35699, MOUSE35703	SACKO_11419
OG0000275	MOUSE28112, MOUSE28111, MOUSE07115	SACKO_11935
OG0000275	MOUSE21166, MOUSE21164, MOUSE21165, MOUSE32485, MOUSE32486, MOUSE32492, MOUSE32482, MOUSE32484, MOUSE32489, MOUSE32488, MOUSE32490, MOUSE32483, MOUSE32487, MOUSE32493, MOUSE32481, MOUSE32494, MOUSE32491, MOUSE32495, MOUSE25205, MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201	SACKO_21462
OG0000276	MOUSE48674, MOUSE48673, MOUSE48675, MOUSE48676	SACKO_25211
OG0000276	MOUSE36254, MOUSE36256	SACKO_00244
OG0000277	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591, MOUSE20616, MOUSE37493, MOUSE37488, MOUSE37489	SACKO_10207
OG0000277	MOUSE11509, MOUSE11511, MOUSE11512, MOUSE11510, MOUSE11513, MOUSE31700, MOUSE31698, MOUSE31701, MOUSE31702, MOUSE31699, MOUSE31697, MOUSE31696, MOUSE09541	SACKO_13321
OG0000278	MOUSE03880, MOUSE03879, MOUSE37958	SACKO_15807
OG0000278	MOUSE37959	SACKO_13664
OG0000278	MOUSE48469, MOUSE32002, MOUSE19188	SACKO_06388
OG0000278	MOUSE03084	SACKO_11366
OG0000278	MOUSE12425	SACKO_13514
OG0000280	MOUSE48573, MOUSE48572, MOUSE48571, MOUSE10116, MOUSE44644, MOUSE10117, MOUSE10118, MOUSE44645, MOUSE10119, MOUSE44646	SACKO_05086
OG0000280	MOUSE00580, MOUSE00579	SACKO_21917
OG0000280	MOUSE51592	SACKO_08611
OG0000281	MOUSE24827, MOUSE39225, MOUSE39226, MOUSE39228, MOUSE39227, MOUSE12403, MOUSE12400, MOUSE12402, MOUSE12401, MOUSE09056, MOUSE49738, MOUSE49736, MOUSE49737, MOUSE09055, MOUSE09054	SACKO_15665, SACKO_15682
OG0000281	MOUSE03511, MOUSE03513, MOUSE03508, MOUSE03512, MOUSE03509, MOUSE03507, MOUSE48194, MOUSE48190, MOUSE48193, MOUSE48191, MOUSE48192, MOUSE48189	SACKO_28155
OG0000282	MOUSE25102, MOUSE25103, MOUSE25101, MOUSE05300, MOUSE05299	SACKO_12850, SACKO_12863
OG0000282	MOUSE40389, MOUSE40390, MOUSE40391, MOUSE40388, MOUSE40387	SACKO_29302
OG0000282	MOUSE21276	SACKO_07792
OG0000282	MOUSE37148, MOUSE37147	SACKO_07779
OG0000282	MOUSE20932, MOUSE20929, MOUSE20933, MOUSE20930, MOUSE20931	SACKO_07698
OG0000284	MOUSE31918, MOUSE17694, MOUSE17693, MOUSE50359, MOUSE50358, MOUSE50357, MOUSE50360, MOUSE50361	SACKO_27406, SACKO_27401
OG0000284	MOUSE31385, MOUSE32647, MOUSE32649, MOUSE32646, MOUSE32648, MOUSE32650	SACKO_05744, SACKO_27435
OG0000286	MOUSE39436	SACKO_20288, SACKO_17631
OG0000286	MOUSE29942, MOUSE29943	SACKO_18102, SACKO_24666
OG0000286	MOUSE41538, MOUSE41541, MOUSE41539	SACKO_14873, SACKO_28861, SACKO_28860, SACKO_14870
OG0000288	MOUSE28634, MOUSE28637, MOUSE28636	SACKO_00022
OG0000288	MOUSE00440, MOUSE00441, MOUSE00442, MOUSE32028	SACKO_00017
OG0000289	MOUSE33710, MOUSE33709, MOUSE10526, MOUSE10525	SACKO_25627
OG0000289	MOUSE52131, MOUSE52130	SACKO_25538
OG0000290	MOUSE25181	SACKO_22064
OG0000295	MOUSE06347, MOUSE06349, MOUSE06351	SACKO_29580, SACKO_29578, SACKO_28240, SACKO_29581
OG0000296	MOUSE07567, MOUSE07566	SACKO_20594
OG0000296	MOUSE10487, MOUSE10488, MOUSE17485, MOUSE17482	SACKO_03886
OG0000296	MOUSE13260, MOUSE52225, MOUSE52224, MOUSE52221, MOUSE52222	SACKO_01856
OG0000296	MOUSE09978, MOUSE09979, MOUSE09980, MOUSE49628	SACKO_13390
OG0000297	MOUSE10335, MOUSE51857, MOUSE20691, MOUSE09209, MOUSE09208, MOUSE09211, MOUSE09210, MOUSE28914, MOUSE28913	SACKO_25277
OG0000299	MOUSE18580, MOUSE18583, MOUSE18582, MOUSE18581, MOUSE18578, MOUSE18579, MOUSE18576, MOUSE18577, MOUSE28485, MOUSE28484, MOUSE28483, MOUSE28486	SACKO_16759
OG0000300	MOUSE52037	SACKO_12404
OG0000300	MOUSE49702	SACKO_30124
OG0000301	MOUSE06410	SACKO_16617, SACKO_29682
OG0000301	MOUSE11549, MOUSE09483, MOUSE09484, MOUSE09490, MOUSE09485, MOUSE09486, MOUSE09487, MOUSE09488, MOUSE09489, MOUSE31680, MOUSE31678, MOUSE31676, MOUSE31679, MOUSE31681, MOUSE31682, MOUSE31675	SACKO_06456, SACKO_17860
OG0000301	MOUSE39233, MOUSE39234	SACKO_00105
OG0000301	MOUSE00835	SACKO_17869
OG0000302	MOUSE22090, MOUSE22089, MOUSE22091	SACKO_14674
OG0000305	MOUSE13890, MOUSE22497, MOUSE22496, MOUSE14678	SACKO_13147, SACKO_15287
OG0000306	MOUSE31459	SACKO_05951
OG0000306	MOUSE31462, MOUSE31461	SACKO_05913
OG0000307	MOUSE08192, MOUSE42799, MOUSE42800, MOUSE27602	SACKO_02179
OG0000307	MOUSE10218, MOUSE27600	SACKO_13262, SACKO_06407
OG0000308	MOUSE35252, MOUSE35253, MOUSE26283	SACKO_05538, SACKO_27953
OG0000308	MOUSE10045, MOUSE10046	SACKO_28262
OG0000309	MOUSE24980	SACKO_02717
OG0000309	MOUSE11287, MOUSE11288, MOUSE11290, MOUSE11289, MOUSE24977, MOUSE24978, MOUSE11296, MOUSE11295, MOUSE11291, MOUSE11292	SACKO_01715
OG0000310	MOUSE53716, MOUSE53717	SACKO_33497
OG0000312	MOUSE51863, MOUSE10438, MOUSE10436, MOUSE10437	SACKO_12716
OG0000312	MOUSE53493	SACKO_29942
OG0000312	MOUSE29611, MOUSE29612, MOUSE29610, MOUSE29795, MOUSE29796	SACKO_09512
OG0000313	MOUSE48211, MOUSE47522, MOUSE47523, MOUSE47520, MOUSE47521	SACKO_25102
OG0000313	MOUSE23145, MOUSE23143, MOUSE41458, MOUSE41457, MOUSE41459	SACKO_12413
OG0000313	MOUSE23144	SACKO_01992, SACKO_18918
OG0000313	MOUSE39099, MOUSE39102, MOUSE39101, MOUSE39100, MOUSE39098, MOUSE39103	SACKO_03803
OG0000314	MOUSE09421	SACKO_20267
OG0000315	MOUSE38163	SACKO_21990
OG0000315	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600	SACKO_05539
OG0000315	MOUSE07004, MOUSE07005, MOUSE45241	SACKO_02387
OG0000316	MOUSE41114, MOUSE41110, MOUSE41112, MOUSE41116, MOUSE41118, MOUSE41111, MOUSE48331, MOUSE48332, MOUSE48333, MOUSE48330, MOUSE48328, MOUSE48329	SACKO_21373
OG0000316	MOUSE19532, MOUSE19533, MOUSE17505, MOUSE17506, MOUSE17507, MOUSE17503, MOUSE17508, MOUSE17501, MOUSE17502, MOUSE17504	SACKO_22473
OG0000316	MOUSE41117	SACKO_23643
OG0000317	MOUSE06771, MOUSE34034, MOUSE34033, MOUSE13434, MOUSE13435	SACKO_13987
OG0000319	MOUSE21479	SACKO_08516, SACKO_11140, SACKO_31044, SACKO_30308, SACKO_04054, SACKO_08909, SACKO_21180, SACKO_31045, SACKO_31043
OG0000319	MOUSE19841, MOUSE19840, MOUSE19839, MOUSE19842, MOUSE19843	SACKO_32883
OG0000321	MOUSE33356, MOUSE33355, MOUSE20802, MOUSE20804, MOUSE20805	SACKO_18163
OG0000321	MOUSE14981, MOUSE14980	SACKO_06201
OG0000321	MOUSE13117, MOUSE52229, MOUSE54119, MOUSE54122, MOUSE54120, MOUSE54121, MOUSE13116, MOUSE52234, MOUSE52233, MOUSE52230, MOUSE52231, MOUSE52232	SACKO_25342
OG0000322	MOUSE37956, MOUSE37955, MOUSE37954	SACKO_25809
OG0000323	MOUSE30410, MOUSE30411, MOUSE30408, MOUSE30409, MOUSE30412	SACKO_31194
OG0000323	MOUSE08592, MOUSE08593, MOUSE01184, MOUSE01183	SACKO_18533
OG0000325	MOUSE32242, MOUSE32243	SACKO_20591, SACKO_15633
OG0000325	MOUSE26281, MOUSE26282, MOUSE05516	SACKO_02602
OG0000326	MOUSE34983, MOUSE34981, MOUSE29939, MOUSE04029	SACKO_09487
OG0000326	MOUSE34523	SACKO_00052, SACKO_00067, SACKO_08423, SACKO_24590
OG0000329	MOUSE02538, MOUSE22417, MOUSE22415, MOUSE22416, MOUSE02938, MOUSE02936, MOUSE02937, MOUSE05357	SACKO_22665, SACKO_26706
OG0000331	MOUSE38681, MOUSE06368, MOUSE14138, MOUSE14137, MOUSE14135, MOUSE14136	SACKO_00783, SACKO_00534
OG0000332	MOUSE36699, MOUSE00809	SACKO_14215
OG0000333	MOUSE25479	SACKO_00584
OG0000333	MOUSE00317	SACKO_15818, SACKO_04636, SACKO_18597
OG0000338	MOUSE04991, MOUSE04988, MOUSE04987, MOUSE04990, MOUSE04992, MOUSE04989, MOUSE15354, MOUSE46432, MOUSE46431, MOUSE46433	SACKO_20111
OG0000338	MOUSE23117, MOUSE23120, MOUSE23116, MOUSE23114, MOUSE23113, MOUSE23111	SACKO_31237
OG0000338	MOUSE50497, MOUSE50498	SACKO_13513
OG0000339	MOUSE28827, MOUSE28828, MOUSE28825, MOUSE28826	SACKO_04937, SACKO_04891
OG0000341	MOUSE21611, MOUSE21612, MOUSE21613, MOUSE00287, MOUSE00285, MOUSE00286, MOUSE28788, MOUSE34208, MOUSE34209, MOUSE34207, MOUSE34206, MOUSE21614	SACKO_34065
OG0000342	MOUSE04876	SACKO_27221, SACKO_26562, SACKO_30513, SACKO_30516, SACKO_12892, SACKO_18490, SACKO_12914, SACKO_26051
OG0000342	MOUSE04874, MOUSE04875, MOUSE04873	SACKO_24849, SACKO_21786, SACKO_22714, SACKO_09386
OG0000343	MOUSE52159, MOUSE52158, MOUSE52157, MOUSE52156, MOUSE52160, MOUSE45023, MOUSE45020, MOUSE45019, MOUSE45017, MOUSE45022, MOUSE45018, MOUSE45025, MOUSE45024, MOUSE45021	SACKO_01767
OG0000344	MOUSE38238, MOUSE38234, MOUSE38236, MOUSE38237, MOUSE38235, MOUSE20601, MOUSE37587	SACKO_24527
OG0000344	MOUSE02382, MOUSE02380, MOUSE02381	SACKO_16635, SACKO_16639, SACKO_02039, SACKO_11488, SACKO_11480, SACKO_11492, SACKO_11497, SACKO_16581
OG0000345	MOUSE03544, MOUSE03543, MOUSE03545, MOUSE03542, MOUSE03547, MOUSE03549, MOUSE03548, MOUSE03546, MOUSE03540, MOUSE03541, MOUSE48175, MOUSE48171, MOUSE21343	SACKO_19848
OG0000346	MOUSE50407, MOUSE50408, MOUSE33363, MOUSE33364, MOUSE33362, MOUSE33361, MOUSE33359, MOUSE33360, MOUSE20795, MOUSE20792, MOUSE20791, MOUSE20793	SACKO_27501
OG0000349	MOUSE29109, MOUSE29111, MOUSE29112, MOUSE29110, MOUSE29113, MOUSE29114, MOUSE29115, MOUSE18995	SACKO_02869
OG0000350	MOUSE28919, MOUSE09183, MOUSE09184, MOUSE52010, MOUSE33857, MOUSE33858, MOUSE33844	SACKO_31750
OG0000350	MOUSE41328	SACKO_31584
OG0000350	MOUSE11716, MOUSE27993	SACKO_31595
OG0000351	MOUSE23560	SACKO_07538
OG0000352	MOUSE20799, MOUSE20798, MOUSE20800, MOUSE18465, MOUSE18464, MOUSE48828, MOUSE48827	SACKO_34178
OG0000352	MOUSE00653, MOUSE00652, MOUSE00651, MOUSE00650	SACKO_00810
OG0000352	MOUSE01779, MOUSE01780, MOUSE01778	SACKO_22008, SACKO_07999
OG0000353	MOUSE00978, MOUSE00979, MOUSE47795, MOUSE47786, MOUSE47788, MOUSE47789, MOUSE47787, MOUSE47792, MOUSE47785, MOUSE47793, MOUSE47791, MOUSE47784, MOUSE00980, MOUSE00976, MOUSE00966, MOUSE00962, MOUSE00952, MOUSE00954, MOUSE00958, MOUSE00973, MOUSE00955, MOUSE00969, MOUSE00975, MOUSE00974, MOUSE00967, MOUSE00965, MOUSE00961, MOUSE00959, MOUSE00953, MOUSE00960, MOUSE00972, MOUSE00968, MOUSE00956, MOUSE00971, MOUSE00970, MOUSE31477, MOUSE31476, MOUSE31471, MOUSE31470, MOUSE31469	SACKO_06444
OG0000356	MOUSE18708	SACKO_08290, SACKO_08335, SACKO_08330
OG0000356	MOUSE05368, MOUSE17318, MOUSE17317	SACKO_19855, SACKO_00337
OG0000357	MOUSE37778, MOUSE37783, MOUSE37784, MOUSE37779, MOUSE37781, MOUSE37782, MOUSE37777, MOUSE37776, MOUSE20051, MOUSE46513, MOUSE46514, MOUSE46515, MOUSE46511	SACKO_02742
OG0000357	MOUSE39437, MOUSE55151, MOUSE09345, MOUSE17463, MOUSE55149, MOUSE55148, MOUSE55147, MOUSE55152, MOUSE55150, MOUSE55146	SACKO_14095
OG0000358	MOUSE02067, MOUSE02068	SACKO_01547
OG0000358	MOUSE02117	SACKO_13758
OG0000358	MOUSE42054, MOUSE42056, MOUSE42055, MOUSE42053	SACKO_22456
OG0000358	MOUSE13132, MOUSE13131	SACKO_27158, SACKO_05158
OG0000359	MOUSE49669, MOUSE49668, MOUSE46110	SACKO_17662
OG0000359	MOUSE30916, MOUSE30917, MOUSE30918, MOUSE30920, MOUSE30921, MOUSE30914, MOUSE30913, MOUSE30911, MOUSE30915, MOUSE30919, MOUSE30912, MOUSE46527, MOUSE46525	SACKO_33693, SACKO_21762, SACKO_26778
OG0000359	MOUSE54214	SACKO_21197
OG0000360	MOUSE47751, MOUSE47752, MOUSE47753, MOUSE48287, MOUSE48286, MOUSE48288, MOUSE48285	SACKO_01907
OG0000360	MOUSE11300, MOUSE11299, MOUSE11301, MOUSE11297, MOUSE11298	SACKO_11056
OG0000363	MOUSE17584, MOUSE17582, MOUSE17583, MOUSE37872, MOUSE17587	SACKO_20204
OG0000364	MOUSE00293, MOUSE00294, MOUSE00296, MOUSE00295	SACKO_08428, SACKO_08491
OG0000365	MOUSE51118, MOUSE51117, MOUSE24387, MOUSE24386, MOUSE15939, MOUSE01411, MOUSE01410, MOUSE31382, MOUSE31380, MOUSE31381, MOUSE50452, MOUSE50454, MOUSE50451, MOUSE50453	SACKO_00527
OG0000367	MOUSE24961, MOUSE24960, MOUSE40629	SACKO_26443
OG0000367	MOUSE29122, MOUSE18961, MOUSE12636, MOUSE12635, MOUSE12634	SACKO_11424
OG0000371	MOUSE55335, MOUSE55336	SACKO_19490, SACKO_27434
OG0000371	MOUSE05839, MOUSE05838	SACKO_00209
OG0000372	MOUSE31597	SACKO_07164
OG0000372	MOUSE34480, MOUSE34479, MOUSE34478	SACKO_32909
OG0000372	MOUSE03497, MOUSE03494, MOUSE03493, MOUSE03495, MOUSE03496	SACKO_01910
OG0000372	MOUSE28281, MOUSE06545, MOUSE06546	SACKO_24569, SACKO_24546
OG0000373	MOUSE37699, MOUSE37702, MOUSE37701, MOUSE20030	SACKO_05445
OG0000373	MOUSE35785	SACKO_09368
OG0000374	MOUSE32586, MOUSE32585, MOUSE32584, MOUSE32583, MOUSE26217, MOUSE26218, MOUSE26216, MOUSE26215, MOUSE14771	SACKO_03090
OG0000374	MOUSE11504, MOUSE11505, MOUSE31694	SACKO_31860
OG0000374	MOUSE14767, MOUSE26220	SACKO_03086
OG0000375	MOUSE46135, MOUSE46200, MOUSE16985, MOUSE03908, MOUSE03905	SACKO_30463
OG0000375	MOUSE00473	SACKO_19877
OG0000377	MOUSE29992, MOUSE29991	SACKO_05307
OG0000378	MOUSE33886, MOUSE32153, MOUSE21992, MOUSE54764	SACKO_09446
OG0000378	MOUSE50906, MOUSE50905, MOUSE24152, MOUSE24147, MOUSE24153, MOUSE24148, MOUSE24157, MOUSE24150, MOUSE24156, MOUSE24151, MOUSE24149, MOUSE43067, MOUSE43064, MOUSE43066, MOUSE43061, MOUSE43068, MOUSE43062, MOUSE43065, MOUSE43063	SACKO_10039
OG0000379	MOUSE04352	SACKO_05446
OG0000379	MOUSE15062, MOUSE15063, MOUSE03903	SACKO_01024
OG0000379	MOUSE17074	SACKO_24470
OG0000379	MOUSE33956, MOUSE33955	SACKO_23824
OG0000380	MOUSE20196, MOUSE27917	SACKO_16398, SACKO_31681, SACKO_30689
OG0000382	MOUSE06878	SACKO_08216
OG0000382	MOUSE01977, MOUSE01978	SACKO_06165
OG0000382	MOUSE06877, MOUSE06876, MOUSE52801	SACKO_14094
OG0000384	MOUSE31413, MOUSE31414	SACKO_13737, SACKO_13722
OG0000384	MOUSE26514, MOUSE26513	SACKO_27089
OG0000385	MOUSE26354, MOUSE26353, MOUSE35288, MOUSE35289, MOUSE35284, MOUSE35286, MOUSE08532	SACKO_20574, SACKO_20579, SACKO_25649, SACKO_25651
OG0000386	MOUSE48104, MOUSE50199, MOUSE54194, MOUSE48105	SACKO_11246, SACKO_30840, SACKO_05054, SACKO_30525, SACKO_06363, SACKO_06362, SACKO_06354, SACKO_06364, SACKO_06047
OG0000389	MOUSE45224, MOUSE45222	SACKO_01916, SACKO_01929
OG0000389	MOUSE03530, MOUSE03531, MOUSE00739, MOUSE00738, MOUSE00737	SACKO_05192
OG0000391	MOUSE46712, MOUSE46713, MOUSE46711, MOUSE46710, MOUSE46709	SACKO_03376
OG0000391	MOUSE05361, MOUSE02543, MOUSE02540, MOUSE02541, MOUSE02909, MOUSE02908, MOUSE02907, MOUSE02906, MOUSE22423, MOUSE22420, MOUSE22422, MOUSE22421, MOUSE22418, MOUSE22419	SACKO_21842
OG0000391	MOUSE46714	SACKO_32174, SACKO_16331, SACKO_07700
OG0000392	MOUSE48622, MOUSE48620, MOUSE48623, MOUSE10378, MOUSE10373, MOUSE10376, MOUSE10377, MOUSE10375, MOUSE10374, MOUSE48618, MOUSE48619, MOUSE33244, MOUSE33239, MOUSE33238, MOUSE33243, MOUSE33241	SACKO_27590
OG0000393	MOUSE37529, MOUSE37530, MOUSE37528, MOUSE41790	SACKO_24305
OG0000393	MOUSE06185	SACKO_34206
OG0000395	MOUSE16481, MOUSE51097, MOUSE51095	SACKO_07419
OG0000396	MOUSE51316	SACKO_11830
OG0000397	MOUSE40376, MOUSE40377, MOUSE40374, MOUSE40371, MOUSE40373, MOUSE40372	SACKO_06461
OG0000399	MOUSE07411, MOUSE07410, MOUSE07412, MOUSE07413, MOUSE07409	SACKO_31626
OG0000399	MOUSE30468, MOUSE06544	SACKO_26961
OG0000399	MOUSE30469, MOUSE51796, MOUSE48644	SACKO_24326
OG0000400	MOUSE32133, MOUSE32134	SACKO_04072
OG0000401	MOUSE05326, MOUSE05325, MOUSE25077, MOUSE25075, MOUSE25076	SACKO_22556, SACKO_22554, SACKO_09922
OG0000402	MOUSE48026, MOUSE20939	SACKO_12739
OG0000402	MOUSE29094, MOUSE12311	SACKO_05257, SACKO_05263, SACKO_05292, SACKO_17632, SACKO_17651, SACKO_17642, SACKO_17652, SACKO_15505, SACKO_18949, SACKO_05251, SACKO_05260, SACKO_18973
OG0000403	MOUSE53960	SACKO_31259, SACKO_14239
OG0000404	MOUSE33081, MOUSE33455	SACKO_23210
OG0000404	MOUSE20759	SACKO_32719
OG0000405	MOUSE30202, MOUSE30201, MOUSE30203, MOUSE30204, MOUSE44618, MOUSE44617, MOUSE44620, MOUSE44616, MOUSE44621, MOUSE10163, MOUSE10157, MOUSE10159, MOUSE10167, MOUSE10169, MOUSE10166, MOUSE10165, MOUSE10144, MOUSE10148, MOUSE10161, MOUSE10149, MOUSE10145, MOUSE10152, MOUSE10153, MOUSE10155, MOUSE10156, MOUSE10168, MOUSE10162, MOUSE10164, MOUSE10151, MOUSE10158, MOUSE10150, MOUSE10160	SACKO_03471
OG0000409	MOUSE39561, MOUSE39562, MOUSE39559, MOUSE39560	SACKO_31828
OG0000410	MOUSE43091, MOUSE43092, MOUSE19406, MOUSE36951	SACKO_33944
OG0000411	MOUSE34395, MOUSE34396, MOUSE52176, MOUSE52182, MOUSE52175, MOUSE52179, MOUSE52178, MOUSE52177, MOUSE52183, MOUSE34399, MOUSE52181	SACKO_05252
OG0000411	MOUSE20866, MOUSE20865, MOUSE20867, MOUSE20864	SACKO_04974
OG0000412	MOUSE33377, MOUSE33375	SACKO_28880, SACKO_04784
OG0000412	MOUSE11433, MOUSE11432	SACKO_20586
OG0000412	MOUSE25648, MOUSE25646	SACKO_09277
OG0000413	MOUSE27417, MOUSE28007, MOUSE43292	SACKO_11939
OG0000413	MOUSE15629, MOUSE45112, MOUSE55054, MOUSE55052, MOUSE55053, MOUSE55057, MOUSE55056, MOUSE45114, MOUSE45113	SACKO_26133
OG0000415	MOUSE53394, MOUSE53393, MOUSE53392, MOUSE12435, MOUSE09158, MOUSE28551, MOUSE28550, MOUSE27839, MOUSE27838	SACKO_15332, SACKO_04092, SACKO_26103, SACKO_11472
OG0000416	MOUSE31718, MOUSE31715, MOUSE31714, MOUSE31712, MOUSE37041, MOUSE37038, MOUSE37034, MOUSE31708, MOUSE31709, MOUSE31710, MOUSE31716, MOUSE31717, MOUSE37035, MOUSE37036, MOUSE37037, MOUSE37043, MOUSE37044, MOUSE37033, MOUSE37032, MOUSE37042, MOUSE37039, MOUSE37040, MOUSE31711, MOUSE31713	SACKO_27496
OG0000419	MOUSE20494, MOUSE31143, MOUSE23445, MOUSE23446, MOUSE23531	SACKO_13227
OG0000422	MOUSE33839, MOUSE33840, MOUSE06628, MOUSE06631, MOUSE06630, MOUSE06629	SACKO_01649, SACKO_01631
OG0000424	MOUSE20885, MOUSE20880, MOUSE20881, MOUSE20883, MOUSE20884, MOUSE20882, MOUSE20886, MOUSE20893, MOUSE20892, MOUSE20890, MOUSE20889, MOUSE20888, MOUSE20895, MOUSE20903	SACKO_03765, SACKO_31497
OG0000425	MOUSE42633, MOUSE42630, MOUSE42631, MOUSE42632, MOUSE42634, MOUSE02954, MOUSE02952, MOUSE02951, MOUSE02956, MOUSE02955, MOUSE02953, MOUSE27386, MOUSE27388, MOUSE27385, MOUSE27387, MOUSE27384, MOUSE27383	SACKO_06112
OG0000425	MOUSE17393, MOUSE50668	SACKO_09919
OG0000426	MOUSE03252, MOUSE03251	SACKO_26352, SACKO_06534
OG0000426	MOUSE42322, MOUSE03837, MOUSE14180, MOUSE42323, MOUSE05136, MOUSE42324, MOUSE42321, MOUSE03830, MOUSE03832, MOUSE03833, MOUSE03834, MOUSE03835, MOUSE03836, MOUSE03831	SACKO_02762
OG0000427	MOUSE45881, MOUSE45880, MOUSE45878, MOUSE45877, MOUSE45879	SACKO_23359
OG0000427	MOUSE34466, MOUSE34463, MOUSE34462, MOUSE34461, MOUSE34464, MOUSE15450, MOUSE15454, MOUSE15446, MOUSE15449, MOUSE15457, MOUSE15447, MOUSE15451, MOUSE15452, MOUSE15448	SACKO_09178
OG0000429	MOUSE06190, MOUSE06189, MOUSE06191	SACKO_05554, SACKO_03161, SACKO_25615, SACKO_11011, SACKO_33365, SACKO_29691, SACKO_29695
OG0000430	MOUSE44209, MOUSE10057, MOUSE44211, MOUSE53642, MOUSE53643, MOUSE53644, MOUSE53641, MOUSE53640, MOUSE19493, MOUSE20457	SACKO_23364
OG0000431	MOUSE46075, MOUSE46076, MOUSE46077	SACKO_22052
OG0000431	MOUSE36473, MOUSE36474, MOUSE36472, MOUSE50061, MOUSE50060, MOUSE50062	SACKO_06822
OG0000431	MOUSE29578, MOUSE29583, MOUSE29582, MOUSE29579, MOUSE09376, MOUSE47610, MOUSE47606, MOUSE47605, MOUSE47607, MOUSE29585, MOUSE29586, MOUSE29581, MOUSE29580, MOUSE47609, MOUSE47608	SACKO_26117
