Orthogroup	MOUSE	ORYLA
OG0001107	MOUSE54131, MOUSE54133, MOUSE54132, MOUSE54134	ORYLA03943, ORYLA01001
OG0001107	MOUSE47567, MOUSE47571, MOUSE47570, MOUSE47568, MOUSE47573, MOUSE47572, MOUSE47564, MOUSE47565, MOUSE47569, MOUSE47562, MOUSE47563, MOUSE47566	ORYLA08767, ORYLA09544
OG0001108	MOUSE14807	ORYLA14450
OG0001108	MOUSE38129, MOUSE38128	ORYLA18375
OG0001109	MOUSE06082	ORYLA16661
OG0001109	MOUSE36088, MOUSE36087	ORYLA14078
OG0001110	MOUSE31269, MOUSE31270, MOUSE31274, MOUSE31267, MOUSE31276, MOUSE31268, MOUSE31272, MOUSE31273, MOUSE31271, MOUSE31275	ORYLA08952
OG0001110	MOUSE25541, MOUSE25546, MOUSE25545, MOUSE25543, MOUSE25544, MOUSE25542	ORYLA02458, ORYLA08953, ORYLA18020
OG0001112	MOUSE23123, MOUSE23122	ORYLA12894
OG0001112	MOUSE13097	ORYLA09914, ORYLA08799
OG0001112	MOUSE54032	ORYLA07255
OG0001113	MOUSE14213	ORYLA16987
OG0001113	MOUSE00908, MOUSE52286	ORYLA03611
OG0001113	MOUSE06432	ORYLA00138
OG0001114	MOUSE51574, MOUSE51573	ORYLA12632, ORYLA12633, ORYLA14795
OG0001114	MOUSE30316, MOUSE30317	ORYLA05778
OG0001115	MOUSE41049, MOUSE41052	ORYLA13897
OG0001115	MOUSE14373	ORYLA14688, ORYLA10923
OG0001116	MOUSE26174, MOUSE05315	ORYLA08841
OG0001116	MOUSE05311, MOUSE05316, MOUSE05318, MOUSE05312, MOUSE05314, MOUSE05321, MOUSE05317, MOUSE05313, MOUSE05320, MOUSE05310	ORYLA16423, ORYLA08216
OG0001117	MOUSE23208, MOUSE23207	ORYLA06972, ORYLA06971
OG0001117	MOUSE28243, MOUSE28244, MOUSE28247, MOUSE28248, MOUSE28246, MOUSE28245	ORYLA14305
OG0001118	MOUSE45852, MOUSE45851, MOUSE45853, MOUSE45850, MOUSE45849, MOUSE45848	ORYLA12368
OG0001118	MOUSE14438	ORYLA18723
OG0001118	MOUSE45854, MOUSE45855, MOUSE14440, MOUSE14437	ORYLA10960
OG0001119	MOUSE52034, MOUSE52033	ORYLA05124
OG0001119	MOUSE13851, MOUSE13853, MOUSE13852, MOUSE13854	ORYLA09259
OG0001120	MOUSE03485	ORYLA03903, ORYLA01234
OG0001121	MOUSE16615	ORYLA05153
OG0001121	MOUSE01274, MOUSE01275, MOUSE16614, MOUSE16616, MOUSE01272	ORYLA20092
OG0001123	MOUSE52428, MOUSE52427, MOUSE52429	ORYLA09262
OG0001123	MOUSE52430	ORYLA17704
OG0001123	MOUSE10104, MOUSE10103, MOUSE10102, MOUSE10101	ORYLA17703
OG0001124	MOUSE06528, MOUSE06527, MOUSE06526	ORYLA08277
OG0001124	MOUSE53543, MOUSE53521, MOUSE53533, MOUSE53525, MOUSE53529, MOUSE53532, MOUSE53519, MOUSE53542, MOUSE53524, MOUSE53530, MOUSE53536, MOUSE53535, MOUSE53523, MOUSE53527, MOUSE53528, MOUSE53534, MOUSE53522, MOUSE53544, MOUSE53545, MOUSE53546	ORYLA02278
OG0001126	MOUSE04156, MOUSE04157	ORYLA07447
OG0001126	MOUSE29593, MOUSE29594	ORYLA14267
OG0001127	MOUSE49977, MOUSE49964, MOUSE49979, MOUSE49972, MOUSE49973, MOUSE49971, MOUSE49980, MOUSE49963, MOUSE49976, MOUSE49975, MOUSE49974, MOUSE49968, MOUSE49962, MOUSE49961, MOUSE49970, MOUSE49965, MOUSE49969	ORYLA06210
OG0001127	MOUSE49978	ORYLA08911
OG0001127	MOUSE49981	ORYLA20099
OG0001128	MOUSE08081, MOUSE08083, MOUSE08084, MOUSE08085, MOUSE08082	ORYLA11339
OG0001128	MOUSE42773	ORYLA03669
OG0001129	MOUSE49537, MOUSE49538	ORYLA15169, ORYLA12442
OG0001129	MOUSE08951, MOUSE08950	ORYLA05461
OG0001131	MOUSE03057, MOUSE03058, MOUSE03056, MOUSE03059, MOUSE03060, MOUSE03061	ORYLA00774
OG0001131	MOUSE08073, MOUSE08072	ORYLA11383
OG0001132	MOUSE20734, MOUSE20732, MOUSE20733	ORYLA15693
OG0001133	MOUSE17666, MOUSE17665	ORYLA01655
OG0001133	MOUSE10581	ORYLA02500
OG0001134	MOUSE06312, MOUSE06311	ORYLA16671
OG0001135	MOUSE05096	ORYLA18988
OG0001135	MOUSE05095, MOUSE05097, MOUSE05098	ORYLA08362
OG0001135	MOUSE17160	ORYLA16838
OG0001135	MOUSE17018	ORYLA16856
OG0001136	MOUSE01519, MOUSE01518	ORYLA13203, ORYLA06530
OG0001136	MOUSE19515, MOUSE51766, MOUSE51761, MOUSE51768, MOUSE51767, MOUSE51763, MOUSE51762	ORYLA12133
OG0001137	MOUSE43319, MOUSE43318, MOUSE43321	ORYLA03035
OG0001137	MOUSE18704, MOUSE18705, MOUSE18703	ORYLA00090
OG0001138	MOUSE02531, MOUSE02530	ORYLA14334, ORYLA15755
OG0001138	MOUSE08511, MOUSE08510, MOUSE08509	ORYLA09204, ORYLA06399
OG0001138	MOUSE52336, MOUSE52335	ORYLA09997
OG0001139	MOUSE17307, MOUSE17308	ORYLA15805
OG0001139	MOUSE47081, MOUSE47084, MOUSE47083	ORYLA14857
OG0001139	MOUSE47085	ORYLA11008
OG0001140	MOUSE13457	ORYLA05368, ORYLA02157
OG0001140	MOUSE06768, MOUSE06770	ORYLA10675
OG0001141	MOUSE09631, MOUSE09629, MOUSE09627, MOUSE09626, MOUSE09630, MOUSE09633, MOUSE09632, MOUSE09634, MOUSE09635, MOUSE09628, MOUSE09625, MOUSE09623, MOUSE09621, MOUSE09619, MOUSE09620, MOUSE09624, MOUSE09622	ORYLA17498
OG0001142	MOUSE20269, MOUSE20265, MOUSE20263, MOUSE20266, MOUSE20264	ORYLA07693
OG0001143	MOUSE39141	ORYLA11035
OG0001143	MOUSE51998, MOUSE51999, MOUSE52002, MOUSE52001, MOUSE52000, MOUSE51997	ORYLA12195
OG0001143	MOUSE30698, MOUSE30699	ORYLA06058
OG0001144	MOUSE14867, MOUSE14868, MOUSE14873, MOUSE14874, MOUSE14871, MOUSE14869	ORYLA15705
OG0001144	MOUSE14872	ORYLA20146
OG0001144	MOUSE26472, MOUSE26474, MOUSE26475, MOUSE26469, MOUSE26468, MOUSE26470	ORYLA09889
OG0001144	MOUSE39831, MOUSE39830, MOUSE39832	ORYLA05611
OG0001146	MOUSE15550, MOUSE15549, MOUSE15547, MOUSE15548, MOUSE15551, MOUSE15552	ORYLA13499
OG0001146	MOUSE15553, MOUSE15554	ORYLA13500
OG0001146	MOUSE35010, MOUSE35009, MOUSE35008, MOUSE35006, MOUSE35007, MOUSE35012	ORYLA15595
OG0001146	MOUSE04052, MOUSE04050, MOUSE04051, MOUSE04053	ORYLA07425
OG0001148	MOUSE53363, MOUSE53361	ORYLA01854, ORYLA05396
OG0001148	MOUSE12240, MOUSE12242, MOUSE12238	ORYLA06750
OG0001149	MOUSE17721, MOUSE17720, MOUSE17719	ORYLA01670
OG0001149	MOUSE31773, MOUSE31774	ORYLA13258
OG0001155	MOUSE09402	ORYLA02504, ORYLA02505
OG0001155	MOUSE04565	ORYLA03252
OG0001156	MOUSE14565, MOUSE14566, MOUSE14560, MOUSE14564, MOUSE14562, MOUSE14568, MOUSE14567, MOUSE14561, MOUSE14563	ORYLA14447, ORYLA15424
OG0001156	MOUSE05676, MOUSE05671, MOUSE05675, MOUSE05672	ORYLA17150
OG0001156	MOUSE23040	ORYLA10003
OG0001158	MOUSE28961, MOUSE28960, MOUSE28959	ORYLA13950, ORYLA15560
OG0001158	MOUSE19682, MOUSE19683	ORYLA06290, ORYLA20120
OG0001159	MOUSE06681, MOUSE06680	ORYLA10160
OG0001159	MOUSE13400, MOUSE13401	ORYLA05356
OG0001160	MOUSE01861, MOUSE01864, MOUSE01863, MOUSE01866, MOUSE01865, MOUSE01862	ORYLA11144
OG0001160	MOUSE01860	ORYLA18207
OG0001161	MOUSE32420, MOUSE32421	ORYLA12582
OG0001161	MOUSE32419	ORYLA02883
OG0001162	MOUSE16164, MOUSE16165	ORYLA08795
OG0001163	MOUSE21151	ORYLA08093, ORYLA04995
OG0001164	MOUSE35809, MOUSE35808, MOUSE35802, MOUSE35803, MOUSE35806, MOUSE35805, MOUSE35815, MOUSE35813, MOUSE35814, MOUSE35807, MOUSE35811	ORYLA06374
OG0001165	MOUSE21674	ORYLA11504
OG0001165	MOUSE53722	ORYLA09619
OG0001166	MOUSE18158, MOUSE18154, MOUSE18157, MOUSE18161, MOUSE18155, MOUSE18159, MOUSE18160, MOUSE18156	ORYLA11757, ORYLA11756, ORYLA11755
OG0001166	MOUSE07672, MOUSE07673	ORYLA10465
OG0001167	MOUSE08062, MOUSE08061, MOUSE08060, MOUSE08059, MOUSE08058	ORYLA10169
OG0001167	MOUSE03052	ORYLA12428, ORYLA04713
OG0001168	MOUSE08773, MOUSE08775, MOUSE08772	ORYLA01742
OG0001168	MOUSE28772, MOUSE28774, MOUSE28776, MOUSE28778, MOUSE28777, MOUSE49342, MOUSE28775, MOUSE28773	ORYLA14387
OG0001168	MOUSE49343, MOUSE49344	ORYLA15300
OG0001169	MOUSE45327, MOUSE45328, MOUSE45326, MOUSE45332, MOUSE45333, MOUSE45331, MOUSE45330, MOUSE45329, MOUSE50165, MOUSE50167, MOUSE50164, MOUSE50163, MOUSE50166	ORYLA03593
OG0001170	MOUSE54756	ORYLA04285
OG0001170	MOUSE52117, MOUSE52115, MOUSE52114	ORYLA11372
OG0001170	MOUSE16455	ORYLA03658
OG0001171	MOUSE21547, MOUSE21549, MOUSE21548	ORYLA09088
OG0001171	MOUSE00265, MOUSE00271, MOUSE00268, MOUSE00270, MOUSE00272	ORYLA11731
OG0001171	MOUSE28610, MOUSE28611	ORYLA15553
OG0001172	MOUSE18937	ORYLA08914, ORYLA06213
OG0001172	MOUSE22349	ORYLA09461
OG0001172	MOUSE22242	ORYLA09708
OG0001172	MOUSE05716	ORYLA16481
OG0001175	MOUSE47768	ORYLA17323
OG0001175	MOUSE27822	ORYLA17834, ORYLA02704
OG0001176	MOUSE51321	ORYLA14922
OG0001177	MOUSE18974	ORYLA07071
OG0001177	MOUSE02843	ORYLA17818
OG0001178	MOUSE33286, MOUSE33287	ORYLA12858
OG0001178	MOUSE55434, MOUSE53697, MOUSE53698, MOUSE53696, MOUSE53699	ORYLA09479
OG0001179	MOUSE28734, MOUSE28732, MOUSE28733, MOUSE28729, MOUSE28730	ORYLA14131
OG0001180	MOUSE36605, MOUSE36606, MOUSE36604	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603
OG0001181	MOUSE25133, MOUSE25132, MOUSE25129, MOUSE25130, MOUSE25131	ORYLA09302, ORYLA06967
OG0001181	MOUSE05285, MOUSE05284, MOUSE05286, MOUSE05283	ORYLA16422
OG0001182	MOUSE18698	ORYLA04656
OG0001182	MOUSE51460, MOUSE51461	ORYLA12681
OG0001183	MOUSE05711, MOUSE05710, MOUSE05708, MOUSE05709	ORYLA01780, ORYLA16340, ORYLA08337
OG0001184	MOUSE17556, MOUSE17557	ORYLA01867
OG0001184	MOUSE26991, MOUSE26992, MOUSE26989, MOUSE26990	ORYLA12325
OG0001185	MOUSE34188, MOUSE34187, MOUSE34189, MOUSE34190, MOUSE34186	ORYLA01991, ORYLA19744
OG0001185	MOUSE00151, MOUSE00154, MOUSE00152, MOUSE00153	ORYLA04885
OG0001186	MOUSE19689	ORYLA06474
OG0001186	MOUSE49888, MOUSE49887	ORYLA12462, ORYLA14584
OG0001186	MOUSE49824, MOUSE49829, MOUSE49825, MOUSE49826, MOUSE49828	ORYLA12305
OG0001187	MOUSE40796, MOUSE40797, MOUSE40798	ORYLA14064
OG0001188	MOUSE20261, MOUSE20259	ORYLA07684
OG0001188	MOUSE43342, MOUSE43341, MOUSE43343	ORYLA03103
OG0001188	MOUSE18724, MOUSE18725	ORYLA04742
OG0001189	MOUSE29265, MOUSE29266, MOUSE29261, MOUSE29264, MOUSE29262	ORYLA20265
OG0001189	MOUSE06856, MOUSE06854, MOUSE06855	ORYLA10691, ORYLA11979
OG0001189	MOUSE21523	ORYLA07034
OG0001190	MOUSE47657, MOUSE47658, MOUSE47659, MOUSE47660	ORYLA10580
OG0001190	MOUSE34550, MOUSE34553, MOUSE34551, MOUSE34549, MOUSE34547, MOUSE34546, MOUSE34548, MOUSE34552	ORYLA14507, ORYLA10859
OG0001191	MOUSE12783, MOUSE12784	ORYLA17734
OG0001191	MOUSE00924, MOUSE00927	ORYLA04735, ORYLA08358
OG0001191	MOUSE19181	ORYLA01217
OG0001196	MOUSE43590, MOUSE43587, MOUSE43586, MOUSE43588, MOUSE43591	ORYLA06003, ORYLA06002, ORYLA02011
OG0001196	MOUSE24318, MOUSE24319, MOUSE24316	ORYLA03783
OG0001197	MOUSE20318	ORYLA13277
OG0001197	MOUSE39856, MOUSE39857, MOUSE39858	ORYLA01817, ORYLA05607
OG0001197	MOUSE26526, MOUSE26525	ORYLA09693
OG0001198	MOUSE01331	ORYLA10310
OG0001198	MOUSE51388, MOUSE51389	ORYLA13600
OG0001198	MOUSE14451, MOUSE14452	ORYLA15126
OG0001198	MOUSE46948, MOUSE46947	ORYLA15038
OG0001199	MOUSE12680, MOUSE12681, MOUSE12679	ORYLA11679
OG0001200	MOUSE07973, MOUSE07972, MOUSE07970, MOUSE07971	ORYLA12001
OG0001201	MOUSE28584	ORYLA15842, ORYLA14298
OG0001202	MOUSE36133, MOUSE36134	ORYLA09275
OG0001203	MOUSE07234	ORYLA10082
OG0001203	MOUSE18700, MOUSE18702, MOUSE18699	ORYLA00091
OG0001204	MOUSE05024, MOUSE05026	ORYLA03247
OG0001205	MOUSE08235, MOUSE08237	ORYLA11970, ORYLA10540
OG0001205	MOUSE30103, MOUSE30104	ORYLA01265
OG0001207	MOUSE23357, MOUSE23358	ORYLA10023
OG0001207	MOUSE05847	ORYLA16388
OG0001207	MOUSE19129	ORYLA08504
OG0001208	MOUSE26418, MOUSE26416, MOUSE26415, MOUSE26419, MOUSE26417	ORYLA06825, ORYLA09868
OG0001208	MOUSE38954, MOUSE38955, MOUSE38952, MOUSE38953	ORYLA01795
OG0001209	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014	ORYLA07316, ORYLA00319
OG0001210	MOUSE28107	ORYLA11799
OG0001210	MOUSE52270, MOUSE52268, MOUSE52267	ORYLA06775
OG0001211	MOUSE25177	ORYLA20079
OG0001211	MOUSE05182	ORYLA07900
OG0001212	MOUSE29618, MOUSE29620	ORYLA10644
OG0001213	MOUSE46717, MOUSE46716, MOUSE46715	ORYLA08112
OG0001213	MOUSE37458	ORYLA02321
OG0001214	MOUSE25114	ORYLA09019
OG0001214	MOUSE02294, MOUSE02293	ORYLA10993
OG0001215	MOUSE08734, MOUSE08735	ORYLA06541
OG0001215	MOUSE19131, MOUSE19132	ORYLA08559, ORYLA09761, ORYLA09762
OG0001215	MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744	ORYLA16114, ORYLA14222
OG0001216	MOUSE04150	ORYLA07420
OG0001216	MOUSE49613	ORYLA12067, ORYLA15267
OG0001217	MOUSE55237, MOUSE55236	ORYLA04237
OG0001217	MOUSE00073, MOUSE00072	ORYLA10596, ORYLA10595
OG0001217	MOUSE34298	ORYLA10337
OG0001218	MOUSE41470, MOUSE41466, MOUSE41467, MOUSE41468	ORYLA05869, ORYLA01891
OG0001218	MOUSE34978, MOUSE34980, MOUSE34979	ORYLA14508
OG0001218	MOUSE04035, MOUSE04034, MOUSE04033	ORYLA07468
OG0001219	MOUSE03413, MOUSE22192, MOUSE22191, MOUSE03411	ORYLA01206, ORYLA04598
OG0001219	MOUSE30324, MOUSE30320, MOUSE30322	ORYLA01690
OG0001219	MOUSE51467, MOUSE51466, MOUSE51465	ORYLA05777
OG0001220	MOUSE37898, MOUSE37899	ORYLA02345
OG0001220	MOUSE01421, MOUSE01422, MOUSE01423	ORYLA12823
OG0001221	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353	ORYLA07491
OG0001223	MOUSE32020	ORYLA06793
OG0001223	MOUSE11999	ORYLA07569, ORYLA06727
OG0001223	MOUSE28618, MOUSE28617, MOUSE28619, MOUSE28620, MOUSE28621	ORYLA15616, ORYLA13963
OG0001224	MOUSE43304, MOUSE43303, MOUSE43301, MOUSE43300, MOUSE43298, MOUSE43299	ORYLA16020
OG0001224	MOUSE34794	ORYLA14224
OG0001225	MOUSE44565, MOUSE44564	ORYLA14806, ORYLA12335
OG0001225	MOUSE20743	ORYLA02910
OG0001225	MOUSE01626	ORYLA13489, ORYLA13488
OG0001226	MOUSE16467, MOUSE16468, MOUSE16465, MOUSE16466	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656
OG0001226	MOUSE54761	ORYLA01461, ORYLA01460
OG0001226	MOUSE52127, MOUSE52129, MOUSE52128	ORYLA11722
OG0001226	MOUSE34289	ORYLA02207
OG0001227	MOUSE52832, MOUSE52833	ORYLA13792, ORYLA15900
OG0001227	MOUSE33979, MOUSE33978	ORYLA01936, ORYLA01935
OG0001227	MOUSE12499	ORYLA09591
OG0001230	MOUSE13727	ORYLA01799
OG0001230	MOUSE33959	ORYLA05998
OG0001230	MOUSE33964	ORYLA02055
OG0001230	MOUSE33960, MOUSE33958, MOUSE33963, MOUSE33961	ORYLA05997
OG0001231	MOUSE07311, MOUSE07310	ORYLA10425
OG0001231	MOUSE18761, MOUSE18760, MOUSE18763, MOUSE18762	ORYLA04865
OG0001232	MOUSE16918	ORYLA17130
OG0001234	MOUSE19084	ORYLA05594, ORYLA02233
OG0001234	MOUSE49352	ORYLA19956
OG0001236	MOUSE43548, MOUSE43547	ORYLA05535
OG0001236	MOUSE41478, MOUSE10880, MOUSE48699, MOUSE41477, MOUSE41479	ORYLA05857
OG0001237	MOUSE44675	ORYLA12698, ORYLA15237
OG0001237	MOUSE30819	ORYLA01731, ORYLA06118
OG0001237	MOUSE10307, MOUSE10308	ORYLA17671, ORYLA02367
OG0001238	MOUSE09449	ORYLA01295
OG0001238	MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335	ORYLA07056
OG0001239	MOUSE10899, MOUSE10897, MOUSE10896, MOUSE10898	ORYLA14159, ORYLA20197
OG0001240	MOUSE44694, MOUSE44691, MOUSE44692, MOUSE44689	ORYLA12695, ORYLA20300
OG0001240	MOUSE30170	ORYLA06113
OG0001240	MOUSE09640, MOUSE09641, MOUSE09643, MOUSE09642, MOUSE09644	ORYLA02471, ORYLA17502
OG0001241	MOUSE28271	ORYLA15497
OG0001241	MOUSE54117	ORYLA01008
OG0001243	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012	ORYLA07317, ORYLA07318
OG0001243	MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748	ORYLA12130
OG0001245	MOUSE19159	ORYLA00901
OG0001245	MOUSE39984, MOUSE39985	ORYLA00456
OG0001245	MOUSE00988, MOUSE00989, MOUSE00990	ORYLA04906
OG0001246	MOUSE22278, MOUSE22277	ORYLA08383
OG0001247	MOUSE39462, MOUSE39463	ORYLA10879
OG0001247	MOUSE41058	ORYLA15933
OG0001247	MOUSE53757, MOUSE53755, MOUSE53758, MOUSE53756	ORYLA18030
OG0001248	MOUSE22966, MOUSE22967, MOUSE22968	ORYLA08537
OG0001248	MOUSE35498, MOUSE35495	ORYLA07036
OG0001248	MOUSE02365, MOUSE02364	ORYLA14359, ORYLA16193
OG0001249	MOUSE18428	ORYLA13090
OG0001249	MOUSE32916, MOUSE32917	ORYLA00311
OG0001249	MOUSE33692, MOUSE33693	ORYLA06571, ORYLA12934
OG0001249	MOUSE18429, MOUSE18431, MOUSE18430	ORYLA13089
OG0001250	MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693	ORYLA17061, ORYLA00854
OG0001250	MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764	ORYLA07782, ORYLA16768
OG0001251	MOUSE49810, MOUSE49811	ORYLA12301
OG0001251	MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316	ORYLA08970
OG0001252	MOUSE31394, MOUSE31395, MOUSE31396, MOUSE31397, MOUSE31393	ORYLA19528, ORYLA08946
OG0001252	MOUSE01415, MOUSE01416, MOUSE01414	ORYLA13487
OG0001253	MOUSE14428	ORYLA10839, ORYLA15354
OG0001253	MOUSE17305, MOUSE17304	ORYLA15393
OG0001253	MOUSE14429	ORYLA10838
OG0001253	MOUSE17301, MOUSE17300, MOUSE17302	ORYLA14430
OG0001254	MOUSE27590, MOUSE27591, MOUSE27592	ORYLA12036, ORYLA14643
OG0001255	MOUSE13698, MOUSE13696	ORYLA01752
OG0001255	MOUSE00483	ORYLA11946, ORYLA11945
OG0001255	MOUSE31772	ORYLA13259
OG0001255	MOUSE28644	ORYLA16171, ORYLA16170
OG0001255	MOUSE00320, MOUSE00319, MOUSE00318	ORYLA11960
OG0001261	MOUSE30117	ORYLA07239, ORYLA00479
OG0001261	MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625	ORYLA09455
OG0001262	MOUSE25437	ORYLA02427
OG0001263	MOUSE47783	ORYLA17939
OG0001263	MOUSE11081, MOUSE11080	ORYLA08064
OG0001263	MOUSE05175, MOUSE05174, MOUSE05173, MOUSE05176, MOUSE05172	ORYLA07820, ORYLA17132
OG0001264	MOUSE28325, MOUSE28323, MOUSE28324, MOUSE28327, MOUSE28322	ORYLA13965
OG0001264	MOUSE49812, MOUSE49814, MOUSE49813	ORYLA12302
OG0001266	MOUSE18603, MOUSE18604	ORYLA09233, ORYLA07109
OG0001266	MOUSE28501	ORYLA14460
OG0001267	MOUSE48061	ORYLA18685
OG0001267	MOUSE37871	ORYLA17985
OG0001267	MOUSE20495	ORYLA00677
OG0001268	MOUSE52730	ORYLA13833
OG0001268	MOUSE36602, MOUSE36603	ORYLA00335
OG0001268	MOUSE55418, MOUSE53751	ORYLA15813
OG0001270	MOUSE16996	ORYLA07988
OG0001270	MOUSE15064	ORYLA18804
OG0001271	MOUSE35510, MOUSE35509	ORYLA09251
OG0001271	MOUSE05864, MOUSE05862, MOUSE05863	ORYLA07889
OG0001271	MOUSE14691	ORYLA14013
OG0001272	MOUSE07100, MOUSE46331, MOUSE32891, MOUSE32892, MOUSE46332	ORYLA07941
OG0001272	MOUSE04684	ORYLA03248, ORYLA04104
OG0001272	MOUSE32617	ORYLA01178
OG0001273	MOUSE44880, MOUSE44879, MOUSE44878, MOUSE44882, MOUSE44881	ORYLA12209
OG0001273	MOUSE48442, MOUSE48441	ORYLA13178, ORYLA06380
OG0001273	MOUSE10261, MOUSE10257, MOUSE10254	ORYLA02385
OG0001273	MOUSE10251, MOUSE10258, MOUSE10252, MOUSE10260, MOUSE10253	ORYLA17660
OG0001274	MOUSE31851, MOUSE31850, MOUSE31857, MOUSE31856, MOUSE31852, MOUSE31854, MOUSE31853, MOUSE31858	ORYLA06279
OG0001274	MOUSE18476	ORYLA00711
OG0001274	MOUSE25711, MOUSE25713, MOUSE25714, MOUSE25708	ORYLA02589, ORYLA18123
OG0001275	MOUSE00535	ORYLA11543
OG0001276	MOUSE45279, MOUSE45280, MOUSE45278	ORYLA03566
OG0001276	MOUSE19359	ORYLA01477
OG0001278	MOUSE06444, MOUSE06445, MOUSE06443, MOUSE06442, MOUSE24602	ORYLA16678, ORYLA00727
OG0001278	MOUSE13838	ORYLA13327
OG0001279	MOUSE43221, MOUSE43228, MOUSE43223, MOUSE43226, MOUSE43225, MOUSE08244, MOUSE08245, MOUSE43227, MOUSE43224, MOUSE43222	ORYLA04097, ORYLA03712
OG0001279	MOUSE08243, MOUSE08242	ORYLA10544
OG0001279	MOUSE24506, MOUSE24507	ORYLA04878, ORYLA00122
OG0001280	MOUSE18406	ORYLA06847, ORYLA12954
OG0001280	MOUSE33002, MOUSE32998, MOUSE32999	ORYLA19875, ORYLA00452
OG0001281	MOUSE50500, MOUSE50501	ORYLA03725
OG0001281	MOUSE21702, MOUSE21700, MOUSE21701	ORYLA20026
OG0001281	MOUSE20442	ORYLA07382
OG0001282	MOUSE04236, MOUSE04239, MOUSE04238, MOUSE04237	ORYLA04230
OG0001282	MOUSE29443, MOUSE29440, MOUSE29442	ORYLA10205, ORYLA08831
OG0001284	MOUSE39659	ORYLA09027
OG0001284	MOUSE27610	ORYLA01634, ORYLA14635
OG0001285	MOUSE35854, MOUSE35849, MOUSE35850, MOUSE35853	ORYLA10432
OG0001285	MOUSE46667, MOUSE46670, MOUSE46673, MOUSE46669, MOUSE46674, MOUSE46675, MOUSE46676, MOUSE46671, MOUSE46672, MOUSE46677	ORYLA05192
OG0001285	MOUSE47845, MOUSE47848, MOUSE47846	ORYLA17636, ORYLA14476
OG0001286	MOUSE42248, MOUSE42249	ORYLA07959, ORYLA17144
OG0001287	MOUSE03490, MOUSE03492, MOUSE03491, MOUSE03488, MOUSE03489	ORYLA03902
OG0001287	MOUSE36811, MOUSE00735, MOUSE00733, MOUSE00734, MOUSE38003, MOUSE38002	ORYLA09735
OG0001287	MOUSE36810, MOUSE36815, MOUSE36813, MOUSE36812, MOUSE36809, MOUSE53856, MOUSE53855, MOUSE53857	ORYLA00961
OG0001288	MOUSE51561	ORYLA14902
OG0001288	MOUSE10349	ORYLA02420
OG0001289	MOUSE11820, MOUSE11822, MOUSE11823, MOUSE11821	ORYLA10464
OG0001289	MOUSE49953	ORYLA05150
OG0001290	MOUSE19544	ORYLA18055, ORYLA19128
OG0001290	MOUSE27700, MOUSE27699, MOUSE27698	ORYLA12183
OG0001290	MOUSE49084, MOUSE49085	ORYLA14552
OG0001291	MOUSE12798, MOUSE12799	ORYLA17986
OG0001291	MOUSE31626, MOUSE31627	ORYLA07358
OG0001291	MOUSE11027, MOUSE11026, MOUSE11025, MOUSE11024	ORYLA01427, ORYLA04147
OG0001292	MOUSE22996, MOUSE23000, MOUSE22997, MOUSE23001, MOUSE22995, MOUSE22994, MOUSE22998	ORYLA09364
OG0001293	MOUSE37968	ORYLA17295
OG0001293	MOUSE37979, MOUSE37969	ORYLA17851, ORYLA02768
OG0001293	MOUSE20502, MOUSE20501, MOUSE04801, MOUSE04802	ORYLA04584
OG0001294	MOUSE07556, MOUSE07561, MOUSE07558	ORYLA10122
OG0001295	MOUSE26503	ORYLA09900
OG0001295	MOUSE05234, MOUSE05238, MOUSE05235, MOUSE05236, MOUSE05237	ORYLA08242
OG0001295	MOUSE39784, MOUSE39783	ORYLA01819
OG0001296	MOUSE20336, MOUSE20335	ORYLA07385
OG0001296	MOUSE24806	ORYLA00095, ORYLA19357
OG0001297	MOUSE23625	ORYLA14020
OG0001297	MOUSE44432	ORYLA12085
OG0001300	MOUSE52263	ORYLA10216
OG0001300	MOUSE12894	ORYLA09658
OG0001300	MOUSE54438, MOUSE54437, MOUSE54436	ORYLA04280
OG0001302	MOUSE33570	ORYLA12923
OG0001302	MOUSE32071, MOUSE32070	ORYLA05687
OG0001304	MOUSE11990, MOUSE11992	ORYLA06728, ORYLA06729
OG0001304	MOUSE49007, MOUSE49008, MOUSE49004, MOUSE49005	ORYLA12651
OG0001304	MOUSE32024, MOUSE32027	ORYLA06796
OG0001304	MOUSE28599, MOUSE28598	ORYLA13823
OG0001305	MOUSE48792, MOUSE48793, MOUSE48791	ORYLA00057, ORYLA17092
OG0001305	MOUSE25601	ORYLA02873
