Orthogroup	MOUSE	HUMAN
OG0001718	MOUSE18355	HUMAN25014
OG0001720	MOUSE04608, MOUSE04609, MOUSE04606, MOUSE04607	HUMAN12316
OG0001720	MOUSE20041, MOUSE20038	HUMAN04993
OG0001720	MOUSE37434, MOUSE37433	HUMAN07123
OG0001721	MOUSE52086, MOUSE52087	HUMAN25291
OG0001721	MOUSE07334	HUMAN08491
OG0001722	MOUSE28294, MOUSE28290, MOUSE28289, MOUSE28291, MOUSE28292, MOUSE28293	HUMAN18844
OG0001722	MOUSE06570	HUMAN16701
OG0001723	MOUSE54082	HUMAN30388
OG0001723	MOUSE52248	HUMAN21619
OG0001723	MOUSE54084, MOUSE54083	HUMAN30386
OG0001723	MOUSE53736, MOUSE53737	HUMAN29777
OG0001724	MOUSE52103, MOUSE52104, MOUSE52099, MOUSE52101, MOUSE52102, MOUSE52100	HUMAN25295
OG0001725	MOUSE03387	HUMAN24357
OG0001725	MOUSE00803, MOUSE00802	HUMAN03245
OG0001725	MOUSE36700, MOUSE36701	HUMAN22506
OG0001726	MOUSE18723	HUMAN16877
OG0001726	MOUSE07228	HUMAN08380
OG0001726	MOUSE36746, MOUSE36745	HUMAN22539
OG0001727	MOUSE42676, MOUSE42672, MOUSE42671	HUMAN15860, HUMAN15859
OG0001727	MOUSE07041, MOUSE07040	HUMAN08259
OG0001727	MOUSE18673, MOUSE18674, MOUSE18672	HUMAN16842
OG0001728	MOUSE51318, MOUSE51319, MOUSE51320, MOUSE51317	HUMAN09496
OG0001728	MOUSE19476, MOUSE19477	HUMAN23695
OG0001729	MOUSE06905, MOUSE06904	HUMAN26808
OG0001729	MOUSE52860, MOUSE52861	HUMAN20869
OG0001729	MOUSE52862	HUMAN20870
OG0001730	MOUSE33438	HUMAN14924
OG0001730	MOUSE33440, MOUSE33439, MOUSE33441, MOUSE33442, MOUSE33436, MOUSE33437	HUMAN00990
OG0001730	MOUSE48659, MOUSE48658, MOUSE48657	HUMAN14923
OG0001731	MOUSE17256, MOUSE17255, MOUSE17254	HUMAN24935
OG0001731	MOUSE01932, MOUSE01918, MOUSE01919, MOUSE01916, MOUSE01913	HUMAN06976
OG0001731	MOUSE01929, MOUSE01921, MOUSE01931	HUMAN06977
OG0001732	MOUSE47614	HUMAN30348
OG0001732	MOUSE47613	HUMAN07896
OG0001732	MOUSE52277	HUMAN21599, HUMAN21598
OG0001732	MOUSE52274	HUMAN21600
OG0001733	MOUSE40420, MOUSE40422, MOUSE40416, MOUSE40419, MOUSE40417	HUMAN17168
OG0001734	MOUSE26691, MOUSE20465	HUMAN04690
OG0001734	MOUSE20466	HUMAN04685, HUMAN04687
OG0001734	MOUSE20467	HUMAN04688
OG0001735	MOUSE26398	HUMAN17857
OG0001735	MOUSE05814, MOUSE05817, MOUSE05816, MOUSE05820, MOUSE05815	HUMAN13129
OG0001736	MOUSE49479	HUMAN11325
OG0001736	MOUSE19922, MOUSE19924	HUMAN14071
OG0001737	MOUSE29376	HUMAN27862
OG0001737	MOUSE29136	HUMAN19270
OG0001737	MOUSE16290	HUMAN19449
OG0001737	MOUSE00219	HUMAN25649
OG0001738	MOUSE46955, MOUSE46956	HUMAN03837
OG0001738	MOUSE01783, MOUSE01781	HUMAN07063
OG0001738	MOUSE01782	HUMAN07065
OG0001739	MOUSE54680	HUMAN30049
OG0001739	MOUSE47273	HUMAN30048
OG0001739	MOUSE02157, MOUSE02158, MOUSE02159, MOUSE02156	HUMAN06840, HUMAN06841, HUMAN06839
OG0001739	MOUSE47272, MOUSE47271, MOUSE47270	HUMAN03964
OG0001740	MOUSE17262, MOUSE17261	HUMAN24941
OG0001740	MOUSE45832, MOUSE45831, MOUSE45833	HUMAN20293, HUMAN20292, HUMAN04152
OG0001740	MOUSE14323, MOUSE14320, MOUSE14322, MOUSE14321	HUMAN20291
OG0001742	MOUSE02011	HUMAN06932, HUMAN06929, HUMAN06931, HUMAN06930
OG0001743	MOUSE25554, MOUSE25555, MOUSE25557	HUMAN29328
OG0001743	MOUSE25556	HUMAN29326
OG0001744	MOUSE35574	HUMAN27314
OG0001744	MOUSE22555	HUMAN18242
OG0001744	MOUSE14641	HUMAN06338
OG0001745	MOUSE34211	HUMAN00586, HUMAN00585, HUMAN00587, HUMAN00584
OG0001745	MOUSE00712, MOUSE00711	HUMAN25534
OG0001746	MOUSE14345, MOUSE14342	HUMAN20303
OG0001746	MOUSE45899, MOUSE45897	HUMAN04189
OG0001746	MOUSE14340	HUMAN20301, HUMAN20300, HUMAN20302
OG0001747	MOUSE22754	HUMAN18323, HUMAN18324
OG0001747	MOUSE24096, MOUSE24098, MOUSE24097	HUMAN02105
OG0001748	MOUSE21019	HUMAN03464
OG0001748	MOUSE21026	HUMAN03465
OG0001748	MOUSE21023, MOUSE21024, MOUSE21022, MOUSE21018, MOUSE21017, MOUSE21020	HUMAN03463
OG0001748	MOUSE12796, MOUSE12797, MOUSE12795	HUMAN27544
OG0001749	MOUSE32519, MOUSE32520	HUMAN28713
OG0001749	MOUSE55392, MOUSE55391, MOUSE55393	HUMAN29594
OG0001749	MOUSE55014	HUMAN30202
OG0001750	MOUSE18910, MOUSE18909	HUMAN03005
OG0001750	MOUSE02386	HUMAN06675
OG0001750	MOUSE26149	HUMAN17719
OG0001751	MOUSE40222, MOUSE40223	HUMAN17259
OG0001751	MOUSE19178, MOUSE19179, MOUSE19177	HUMAN23864
OG0001752	MOUSE18451, MOUSE18449, MOUSE18452	HUMAN14402
OG0001752	MOUSE18448, MOUSE18444	HUMAN14401
OG0001752	MOUSE51870, MOUSE51869, MOUSE51867	HUMAN09557
OG0001754	MOUSE52153, MOUSE52154	HUMAN25325
OG0001754	MOUSE45003	HUMAN05304, HUMAN05305, HUMAN05303
OG0001754	MOUSE19781	HUMAN13962
OG0001755	MOUSE27182, MOUSE27181, MOUSE27180	HUMAN04349
OG0001755	MOUSE51232	HUMAN05480
OG0001756	MOUSE21187	HUMAN03565, HUMAN03566
OG0001756	MOUSE47775	HUMAN27756
OG0001756	MOUSE47774	HUMAN27755
OG0001757	MOUSE24680, MOUSE24681, MOUSE24679	HUMAN02531
OG0001757	MOUSE07139	HUMAN08337
OG0001757	MOUSE07138	HUMAN08338
OG0001757	MOUSE07153, MOUSE07152, MOUSE07145, MOUSE07146, MOUSE07151, MOUSE07142, MOUSE07140, MOUSE07149, MOUSE07141, MOUSE07150, MOUSE07148, MOUSE07154	HUMAN27193, HUMAN25593, HUMAN27189, HUMAN27178, HUMAN27173, HUMAN13781
OG0001757	MOUSE07147, MOUSE07143, MOUSE07144	HUMAN08339
OG0001758	MOUSE04665, MOUSE04666, MOUSE04668, MOUSE04664, MOUSE04667	HUMAN12281
OG0001758	MOUSE04505, MOUSE04506	HUMAN11719
OG0001759	MOUSE32537	HUMAN28722
OG0001759	MOUSE36569, MOUSE36568	HUMAN22444
OG0001759	MOUSE21176	HUMAN03559
OG0001760	MOUSE02270, MOUSE02276, MOUSE02272, MOUSE02273, MOUSE02275, MOUSE02271, MOUSE02269, MOUSE02268, MOUSE02274, MOUSE02279, MOUSE02277, MOUSE02280, MOUSE02278	HUMAN06762
OG0001760	MOUSE40755, MOUSE40754, MOUSE40756	HUMAN20540
OG0001760	MOUSE40757, MOUSE40758	HUMAN06763, HUMAN20541
OG0001764	MOUSE24324, MOUSE24323	HUMAN01992, HUMAN01991
OG0001768	MOUSE51640	HUMAN09704
OG0001768	MOUSE19454	HUMAN23681
OG0001768	MOUSE03095, MOUSE18421	HUMAN14390
OG0001769	MOUSE21351, MOUSE21353, MOUSE21352	HUMAN03651
OG0001769	MOUSE07446	HUMAN08557
OG0001769	MOUSE07447, MOUSE07444	HUMAN08556
OG0001770	MOUSE21951, MOUSE21948	HUMAN17425
OG0001770	MOUSE54992	HUMAN30193
OG0001770	MOUSE03364, MOUSE03365	HUMAN24381
OG0001770	MOUSE48766, MOUSE48765	HUMAN22894
OG0001772	MOUSE24688, MOUSE24687	HUMAN02529
OG0001772	MOUSE08074	HUMAN08892
OG0001774	MOUSE27852	HUMAN18619
OG0001774	MOUSE54272	HUMAN30515
OG0001774	MOUSE44450	HUMAN30516
OG0001775	MOUSE01603	HUMAN14353
OG0001776	MOUSE17188, MOUSE17189, MOUSE17187	HUMAN24230
OG0001776	MOUSE21286, MOUSE21285	HUMAN03618
OG0001776	MOUSE21810, MOUSE21809	HUMAN17360
OG0001778	MOUSE12294, MOUSE12291, MOUSE12290, MOUSE12287, MOUSE12285, MOUSE12286, MOUSE12289, MOUSE12288, MOUSE12292, MOUSE12295	HUMAN08146
OG0001779	MOUSE27662	HUMAN09430
OG0001779	MOUSE27655	HUMAN09426
OG0001780	MOUSE15319, MOUSE15316, MOUSE15317, MOUSE15318	HUMAN19749
OG0001780	MOUSE54875, MOUSE54873, MOUSE54874	HUMAN30120
OG0001781	MOUSE05639, MOUSE05640	HUMAN12739
OG0001781	MOUSE17844	HUMAN24740
OG0001782	MOUSE18513, MOUSE18512	HUMAN23640
OG0001782	MOUSE10999, MOUSE10996, MOUSE10997, MOUSE10998, MOUSE10995	HUMAN03280
OG0001783	MOUSE16905, MOUSE16907, MOUSE16901	HUMAN10327
OG0001783	MOUSE16906	HUMAN10326
OG0001785	MOUSE13134	HUMAN07812
OG0001787	MOUSE16363	HUMAN19491, HUMAN19493
OG0001787	MOUSE16364	HUMAN19494, HUMAN19492
OG0001787	MOUSE18093	HUMAN25152
OG0001787	MOUSE18092	HUMAN25151
OG0001787	MOUSE34354, MOUSE34355, MOUSE34353	HUMAN00492
OG0001788	MOUSE06638, MOUSE06640, MOUSE06641, MOUSE06639	HUMAN16667
OG0001789	MOUSE37319	HUMAN19923
OG0001789	MOUSE04625, MOUSE04624, MOUSE04626, MOUSE04627, MOUSE04628, MOUSE04622, MOUSE04629, MOUSE04632, MOUSE04633, MOUSE04634, MOUSE04636, MOUSE04630, MOUSE04635	HUMAN12300
OG0001790	MOUSE43088	HUMAN15656
OG0001790	MOUSE43089	HUMAN15657
OG0001792	MOUSE25540, MOUSE25539	HUMAN29333
OG0001792	MOUSE48452, MOUSE48453	HUMAN15054
OG0001793	MOUSE53160	HUMAN20623
OG0001793	MOUSE50653	HUMAN05697
OG0001796	MOUSE28627	HUMAN19024
OG0001796	MOUSE28625	HUMAN19023
OG0001796	MOUSE21653	HUMAN27928
OG0001797	MOUSE37146	HUMAN22063
OG0001798	MOUSE01640, MOUSE01643	HUMAN14327
OG0001798	MOUSE01641	HUMAN14328
OG0001798	MOUSE51381, MOUSE51383, MOUSE51384	HUMAN09868
OG0001799	MOUSE04333, MOUSE04334	HUMAN11851
OG0001799	MOUSE37887, MOUSE37886, MOUSE37885	HUMAN07342
OG0001799	MOUSE20014	HUMAN05015
OG0001799	MOUSE20015, MOUSE37888	HUMAN07343
OG0001800	MOUSE40725, MOUSE40724	HUMAN21427, HUMAN21429, HUMAN21428
OG0001800	MOUSE23456	HUMAN02409
OG0001800	MOUSE01755	HUMAN07046
OG0001801	MOUSE31116, MOUSE31118	HUMAN01406
OG0001801	MOUSE45815, MOUSE45814	HUMAN04138
OG0001801	MOUSE39454, MOUSE39455	HUMAN27053
OG0001801	MOUSE31002, MOUSE31001	HUMAN01453
OG0001801	MOUSE31117	HUMAN04141, HUMAN04140
OG0001802	MOUSE14990, MOUSE14992, MOUSE14991, MOUSE14993	HUMAN10430, HUMAN10427, HUMAN10426
OG0001803	MOUSE40588, MOUSE40590, MOUSE40589, MOUSE40587	HUMAN17083
OG0001803	MOUSE36891, MOUSE36892	HUMAN22587, HUMAN22586
OG0001803	MOUSE11476, MOUSE11483	HUMAN03075
OG0001804	MOUSE04571, MOUSE04570	HUMAN11697
OG0001804	MOUSE04575	HUMAN11700
OG0001804	MOUSE01051	HUMAN11696, HUMAN11695, HUMAN11698
OG0001804	MOUSE01049	HUMAN19866
OG0001805	MOUSE02151	HUMAN06846
OG0001805	MOUSE02149	HUMAN06844
OG0001805	MOUSE44430, MOUSE44431	HUMAN04264
OG0001805	MOUSE02150	HUMAN06848
OG0001806	MOUSE39238, MOUSE39239, MOUSE39237	HUMAN26954
OG0001806	MOUSE39247, MOUSE39248, MOUSE39245	HUMAN26956
OG0001806	MOUSE31162	HUMAN01386
OG0001807	MOUSE05508	HUMAN12665
OG0001807	MOUSE05509	HUMAN12666
OG0001808	MOUSE37157, MOUSE37153, MOUSE37152, MOUSE37156	HUMAN22068
OG0001808	MOUSE33210, MOUSE33212, MOUSE33214	HUMAN01110
OG0001809	MOUSE26043, MOUSE26045, MOUSE26046, MOUSE26044	HUMAN29140
OG0001809	MOUSE23993, MOUSE23994, MOUSE23995	HUMAN02152, HUMAN02151, HUMAN02153
OG0001809	MOUSE23989	HUMAN02158
OG0001809	MOUSE23990	HUMAN02157
OG0001809	MOUSE23988	HUMAN02156
OG0001809	MOUSE23992	HUMAN02154
OG0001810	MOUSE38994	HUMAN25995
OG0001810	MOUSE38992, MOUSE38989, MOUSE38997, MOUSE38996, MOUSE38991, MOUSE38990	HUMAN25994
OG0001810	MOUSE22263, MOUSE22262	HUMAN18086
OG0001811	MOUSE05848	HUMAN13153
OG0001811	MOUSE14701, MOUSE14702	HUMAN06398
OG0001812	MOUSE50710, MOUSE50707, MOUSE50709, MOUSE50706, MOUSE50708	HUMAN05677
OG0001813	MOUSE48555, MOUSE48552	HUMAN14989
OG0001813	MOUSE48556	HUMAN14988
OG0001813	MOUSE10387	HUMAN23475
OG0001813	MOUSE27588, MOUSE27589	HUMAN09379
OG0001814	MOUSE05495, MOUSE05496, MOUSE05498, MOUSE05497	HUMAN12655, HUMAN12657
OG0001814	MOUSE39915	HUMAN26160
OG0001814	MOUSE39914, MOUSE39918	HUMAN26161
OG0001815	MOUSE43170	HUMAN15582
OG0001815	MOUSE49932	HUMAN02646
OG0001815	MOUSE07061	HUMAN08284, HUMAN08283
OG0001816	MOUSE31966	HUMAN01145
OG0001816	MOUSE31963	HUMAN23425
OG0001816	MOUSE31962	HUMAN01146
OG0001816	MOUSE31960	HUMAN01144
OG0001816	MOUSE10461, MOUSE10460, MOUSE10462, MOUSE10463	HUMAN23424
OG0001817	MOUSE46237, MOUSE46235	HUMAN10762
OG0001817	MOUSE42290, MOUSE42292, MOUSE42291	HUMAN16372
OG0001817	MOUSE42293, MOUSE42294	HUMAN16373
OG0001818	MOUSE08126	HUMAN08932
OG0001818	MOUSE18122	HUMAN25133
OG0001819	MOUSE02896, MOUSE02893, MOUSE02895, MOUSE02894	HUMAN26303
OG0001819	MOUSE02892	HUMAN26302
OG0001819	MOUSE26225, MOUSE26224, MOUSE26223	HUMAN17758
OG0001820	MOUSE39944	HUMAN22655, HUMAN22654
OG0001820	MOUSE39979, MOUSE39980	HUMAN22657
OG0001820	MOUSE00899, MOUSE00900	HUMAN03192
OG0001821	MOUSE14101, MOUSE14102	HUMAN20150
OG0001822	MOUSE14303	HUMAN20278
OG0001822	MOUSE14304, MOUSE14305	HUMAN04122
OG0001822	MOUSE23581	HUMAN02352
OG0001822	MOUSE23582	HUMAN02353
OG0001822	MOUSE45745, MOUSE45744	HUMAN04121
OG0001823	MOUSE32903, MOUSE32902, MOUSE32901	HUMAN28818
OG0001824	MOUSE07734	HUMAN08709
OG0001824	MOUSE20093	HUMAN04962, HUMAN04963
OG0001825	MOUSE13716	HUMAN28268
OG0001825	MOUSE21713, MOUSE21708, MOUSE21710, MOUSE21712, MOUSE21709, MOUSE21711	HUMAN25258
OG0001826	MOUSE22679, MOUSE22677	HUMAN18296
OG0001826	MOUSE55040, MOUSE55041	HUMAN30222
OG0001827	MOUSE25615, MOUSE25620, MOUSE25619, MOUSE25616, MOUSE25617, MOUSE25618, MOUSE25622, MOUSE25621, MOUSE25623	HUMAN29268
OG0001828	MOUSE11364, MOUSE11363	HUMAN20552
OG0001829	MOUSE49227, MOUSE49228	HUMAN11147
OG0001829	MOUSE49681, MOUSE49682, MOUSE49683	HUMAN11495
OG0001830	MOUSE18946	HUMAN13769
OG0001830	MOUSE06746, MOUSE06745	HUMAN16621
OG0001831	MOUSE17110	HUMAN10191
OG0001831	MOUSE17114	HUMAN10190
OG0001831	MOUSE04757	HUMAN12366
OG0001831	MOUSE04758, MOUSE04761	HUMAN12368
OG0001832	MOUSE25462, MOUSE25464, MOUSE25463	HUMAN29361
OG0001832	MOUSE44709, MOUSE44711, MOUSE44710	HUMAN10008, HUMAN10007
OG0001832	MOUSE30185	HUMAN01888
OG0001832	MOUSE44708, MOUSE44705, MOUSE44706, MOUSE44704	HUMAN10006
OG0001834	MOUSE22293, MOUSE22291, MOUSE22292, MOUSE22289	HUMAN18097
OG0001834	MOUSE25146	HUMAN02973
OG0001835	MOUSE27125, MOUSE27124	HUMAN04377
OG0001835	MOUSE27122, MOUSE27123, MOUSE27120, MOUSE27121	HUMAN04378
OG0001840	MOUSE20905	HUMAN03411
OG0001840	MOUSE20906, MOUSE20909	HUMAN03412
OG0001840	MOUSE20908, MOUSE20907, MOUSE20910, MOUSE20911	HUMAN03415, HUMAN03413, HUMAN03414
OG0001841	MOUSE13155, MOUSE13156, MOUSE13157	HUMAN23302
OG0001841	MOUSE13159	HUMAN23300
OG0001841	MOUSE13183, MOUSE13181	HUMAN23288
OG0001841	MOUSE33277, MOUSE33278, MOUSE33276	HUMAN01071
OG0001841	MOUSE33275, MOUSE33274	HUMAN01072
OG0001846	MOUSE28184	HUMAN25244, HUMAN18589
OG0001846	MOUSE06622	HUMAN16677
OG0001846	MOUSE06623	HUMAN18592, HUMAN16676
OG0001848	MOUSE18885	HUMAN02996
OG0001848	MOUSE20448	HUMAN04716
OG0001849	MOUSE02565, MOUSE02564, MOUSE20738, MOUSE02566	HUMAN06578
OG0001850	MOUSE12662, MOUSE12664, MOUSE12663	HUMAN27412, HUMAN27410, HUMAN27411
OG0001851	MOUSE52487, MOUSE52484, MOUSE52485, MOUSE52489	HUMAN21496
OG0001852	MOUSE53754	HUMAN29789
OG0001852	MOUSE02334, MOUSE02333	HUMAN06720
OG0001852	MOUSE52787, MOUSE52789, MOUSE52790, MOUSE52791, MOUSE52788	HUMAN20898
OG0001853	MOUSE13937	HUMAN28392
OG0001853	MOUSE28203	HUMAN18575
OG0001854	MOUSE14913, MOUSE14910, MOUSE14911, MOUSE14909, MOUSE14912	HUMAN06535
OG0001855	MOUSE05058	HUMAN13026
OG0001856	MOUSE38674	HUMAN26595
OG0001856	MOUSE06385, MOUSE06384	HUMAN13519
OG0001857	MOUSE06586, MOUSE06585	HUMAN16699
OG0001857	MOUSE13679, MOUSE13680, MOUSE13676, MOUSE13675	HUMAN28241
OG0001858	MOUSE02854, MOUSE02853, MOUSE02855	HUMAN26275
OG0001858	MOUSE11161, MOUSE11160	HUMAN03334, HUMAN03336
OG0001859	MOUSE24195	HUMAN02067, HUMAN02068
OG0001860	MOUSE47109	HUMAN03905, HUMAN03906
OG0001860	MOUSE47108	HUMAN03904
OG0001860	MOUSE44053, MOUSE44055, MOUSE44052, MOUSE44054	HUMAN16040
OG0001861	MOUSE24714	HUMAN02516
OG0001861	MOUSE24794, MOUSE24795	HUMAN02475
OG0001862	MOUSE47356, MOUSE47355	HUMAN14487
OG0001862	MOUSE30171	HUMAN01898
OG0001862	MOUSE44636	HUMAN10090
OG0001863	MOUSE35559	HUMAN27302
OG0001863	MOUSE35560	HUMAN27303
OG0001863	MOUSE17835	HUMAN24744
OG0001864	MOUSE18964, MOUSE18963	HUMAN13784, HUMAN13785
OG0001864	MOUSE29120	HUMAN19255
OG0001865	MOUSE03470	HUMAN23790
OG0001865	MOUSE29668, MOUSE29666, MOUSE29669, MOUSE29667	HUMAN22856
OG0001865	MOUSE38857, MOUSE38859, MOUSE38858	HUMAN07532
OG0001866	MOUSE16525	HUMAN25781
OG0001866	MOUSE16527, MOUSE16533, MOUSE16523, MOUSE16528, MOUSE16524, MOUSE16526, MOUSE16529, MOUSE16532, MOUSE16536, MOUSE16537, MOUSE16534, MOUSE16531, MOUSE16535, MOUSE16530	HUMAN25780
OG0001866	MOUSE16283, MOUSE16278, MOUSE16280, MOUSE16277	HUMAN19444
OG0001867	MOUSE38487	HUMAN13231, HUMAN25879
OG0001867	MOUSE38486	HUMAN25878
OG0001867	MOUSE38488, MOUSE05986, MOUSE05985	HUMAN13230
OG0001868	MOUSE12397, MOUSE12398	HUMAN08197
OG0001869	MOUSE34831, MOUSE34829, MOUSE34830, MOUSE34828	HUMAN00227
OG0001870	MOUSE13748, MOUSE13747	HUMAN28292
OG0001870	MOUSE34101	HUMAN00640
OG0001870	MOUSE21733	HUMAN25247
OG0001871	MOUSE38817, MOUSE38818, MOUSE38820, MOUSE38815	HUMAN07522
OG0001871	MOUSE48077	HUMAN27482
OG0001872	MOUSE52381	HUMAN21535
OG0001872	MOUSE52382	HUMAN21536
OG0001873	MOUSE18632	HUMAN16807, HUMAN16808
OG0001873	MOUSE18633	HUMAN16809
OG0001874	MOUSE16013	HUMAN21243
OG0001875	MOUSE26424	HUMAN17871
OG0001875	MOUSE31667	HUMAN22698
OG0001876	MOUSE06826, MOUSE06823, MOUSE06825, MOUSE06824	HUMAN16595
OG0001877	MOUSE07736	HUMAN08708
OG0001877	MOUSE18147, MOUSE18149, MOUSE18148, MOUSE18150, MOUSE18146	HUMAN25127
OG0001877	MOUSE24606	HUMAN02567
OG0001878	MOUSE38891, MOUSE38890, MOUSE38892	HUMAN07553
OG0001878	MOUSE54571	HUMAN29985
OG0001878	MOUSE48040, MOUSE48041, MOUSE48042	HUMAN27457
OG0001879	MOUSE37569	HUMAN07208
OG0001879	MOUSE41809	HUMAN06063
OG0001880	MOUSE48030, MOUSE48031	HUMAN27404
OG0001881	MOUSE41966, MOUSE41965, MOUSE41963, MOUSE41961, MOUSE41964, MOUSE41962, MOUSE41960	HUMAN06131
OG0001881	MOUSE45950, MOUSE45948, MOUSE45951, MOUSE45949, MOUSE45952	HUMAN04212
OG0001881	MOUSE23534, MOUSE23535	HUMAN02372
OG0001882	MOUSE05194, MOUSE05195	HUMAN12928
OG0001882	MOUSE26369, MOUSE26370	HUMAN17839
OG0001883	MOUSE46143	HUMAN10705, HUMAN10706, HUMAN10704
OG0001883	MOUSE14053	HUMAN20116
OG0001883	MOUSE06114, MOUSE06116, MOUSE06115	HUMAN13322
OG0001884	MOUSE29275, MOUSE29274	HUMAN27931
OG0001884	MOUSE28631, MOUSE28632	HUMAN19032
OG0001884	MOUSE28630	HUMAN19030
OG0001884	MOUSE28633	HUMAN19029
OG0001886	MOUSE25611, MOUSE25612, MOUSE25613	HUMAN29265
OG0001886	MOUSE31720, MOUSE31721, MOUSE31719	HUMAN01236
OG0001887	MOUSE19400	HUMAN24008
OG0001887	MOUSE13026	HUMAN07736
OG0001887	MOUSE36387	HUMAN22363, HUMAN22362
OG0001888	MOUSE50406, MOUSE50404, MOUSE50405, MOUSE50403	HUMAN14663
OG0001888	MOUSE20763, MOUSE20761, MOUSE20765, MOUSE20764	HUMAN28454
OG0001889	MOUSE06075	HUMAN13282
OG0001889	MOUSE16966	HUMAN10294, HUMAN10295
OG0001889	MOUSE16965	HUMAN10296
OG0001890	MOUSE39429, MOUSE39430, MOUSE39432, MOUSE39431	HUMAN27039
OG0001890	MOUSE31023, MOUSE31022	HUMAN01447
OG0001890	MOUSE27225, MOUSE27226	HUMAN04331
OG0001892	MOUSE00617	HUMAN25413
OG0001892	MOUSE15825, MOUSE15826	HUMAN21354
OG0001892	MOUSE00616, MOUSE00614, MOUSE00615	HUMAN25414
OG0001893	MOUSE17637, MOUSE17638, MOUSE17639	HUMAN24851
OG0001893	MOUSE17635	HUMAN24850
OG0001894	MOUSE03152	HUMAN24229
OG0001894	MOUSE21288, MOUSE21287	HUMAN03619
OG0001895	MOUSE28966	HUMAN19223
OG0001896	MOUSE17561, MOUSE17562, MOUSE17559, MOUSE17558	HUMAN24890
OG0001896	MOUSE25495, MOUSE25494	HUMAN29380
OG0001896	MOUSE24198, MOUSE24197	HUMAN02065
OG0001897	MOUSE30394	HUMAN01785
OG0001897	MOUSE30395	HUMAN01784
OG0001897	MOUSE01330	HUMAN14131
OG0001897	MOUSE09404, MOUSE09405	HUMAN28852
OG0001897	MOUSE27707, MOUSE27706	HUMAN09463
OG0001898	MOUSE43447, MOUSE43446, MOUSE43448	HUMAN15350
OG0001898	MOUSE27498	HUMAN09326
OG0001899	MOUSE07168	HUMAN08346
OG0001900	MOUSE40421, MOUSE40418	HUMAN17169
OG0001900	MOUSE43440	HUMAN15353
OG0001901	MOUSE30108, MOUSE30107, MOUSE30106, MOUSE30105	HUMAN22953
OG0001901	MOUSE45661	HUMAN04090
OG0001901	MOUSE45664	HUMAN04089
OG0001903	MOUSE16576, MOUSE16560	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840
OG0001905	MOUSE20018	HUMAN05009
OG0001905	MOUSE42568, MOUSE42567	HUMAN15902
OG0001905	MOUSE20007, MOUSE20008	HUMAN05019
OG0001905	MOUSE20009, MOUSE20010	HUMAN05018
OG0001905	MOUSE37463, MOUSE37462	HUMAN07274
OG0001905	MOUSE37461, MOUSE37464	HUMAN07275
OG0001906	MOUSE30618	HUMAN01662
OG0001906	MOUSE51387, MOUSE51386	HUMAN09869
OG0001906	MOUSE32239	HUMAN28584
OG0001906	MOUSE01561	HUMAN14273
OG0001907	MOUSE28602, MOUSE28604, MOUSE28601, MOUSE28603	HUMAN19009
OG0001907	MOUSE18559, MOUSE18558, MOUSE18560, MOUSE18562	HUMAN13694
OG0001907	MOUSE00377, MOUSE00374, MOUSE00373, MOUSE00375	HUMAN25568
OG0001907	MOUSE34147, MOUSE34149, MOUSE34148	HUMAN00618
OG0001913	MOUSE44799, MOUSE44801, MOUSE44800	HUMAN10068
OG0001913	MOUSE44797	HUMAN10067
OG0001914	MOUSE16633	HUMAN25808
OG0001914	MOUSE15125	HUMAN10542
OG0001915	MOUSE19458, MOUSE55245	HUMAN30648, HUMAN29662
OG0001916	MOUSE07224, MOUSE07226	HUMAN08379, HUMAN08376, HUMAN08378
OG0001916	MOUSE43113, MOUSE43112	HUMAN15612
OG0001917	MOUSE33111	HUMAN01077
OG0001917	MOUSE48906	HUMAN14777
OG0001917	MOUSE48506	HUMAN15018
OG0001918	MOUSE22456	HUMAN18185, HUMAN18184
OG0001918	MOUSE23363	HUMAN17680
OG0001919	MOUSE11109, MOUSE11110, MOUSE11108, MOUSE11107	HUMAN03322
OG0001920	MOUSE50413, MOUSE50414	HUMAN14671
OG0001920	MOUSE33168	HUMAN01090
OG0001920	MOUSE50415	HUMAN14537
OG0001920	MOUSE17518, MOUSE17517, MOUSE17516, MOUSE17515	HUMAN14536
OG0001923	MOUSE50355, MOUSE50356, MOUSE50353, MOUSE48653, MOUSE48650, MOUSE48654	HUMAN14644
OG0001923	MOUSE50354	HUMAN14642
OG0001923	MOUSE48649	HUMAN14920
OG0001925	MOUSE23269	HUMAN17583
OG0001925	MOUSE08712, MOUSE08714	HUMAN26221
OG0001925	MOUSE02404, MOUSE02403	HUMAN06665
OG0001926	MOUSE31804, MOUSE31806	HUMAN01202
OG0001927	MOUSE19170	HUMAN23857
OG0001927	MOUSE20917, MOUSE20921, MOUSE20915, MOUSE20916, MOUSE20920	HUMAN03418
OG0001928	MOUSE00263	HUMAN25622
OG0001929	MOUSE17383, MOUSE17378, MOUSE17375	HUMAN19567
OG0001930	MOUSE35630	HUMAN16720
OG0001930	MOUSE44781, MOUSE44780, MOUSE44779, MOUSE44777, MOUSE44778	HUMAN10045
OG0001930	MOUSE51322	HUMAN09875, HUMAN09876, HUMAN09873
OG0001930	MOUSE48646	HUMAN14916
OG0001932	MOUSE29406, MOUSE29408, MOUSE29407	HUMAN21635
OG0001933	MOUSE11984	HUMAN07983, HUMAN07982
