Orthogroup	AENJA_ok	ORYLA
OG0000759	AENJA_12039	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358
OG0000760	AENJA_12914	ORYLA11056, ORYLA11057, ORYLA15061, ORYLA13778, ORYLA15825
OG0000761	AENJA_13286	ORYLA02885, ORYLA00688, ORYLA13190
OG0000762	AENJA_17187	ORYLA13918, ORYLA09624, ORYLA07099
OG0000763	AENJA_17341	ORYLA05751, ORYLA02707, ORYLA06579, ORYLA13087, ORYLA01548, ORYLA05555
OG0000764	AENJA_20419	ORYLA06275
OG0000765	AENJA_22260	ORYLA06881, ORYLA17894, ORYLA19781
OG0000766	AENJA_22560	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914
OG0000767	AENJA_23872	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686
OG0000768	AENJA_24479	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814
OG0000772	AENJA_24869, AENJA_00651	ORYLA01171, ORYLA00334
OG0000772	AENJA_10656	ORYLA10027, ORYLA01723
OG0000774	AENJA_01594	ORYLA06329, ORYLA12975
OG0000774	AENJA_14294	ORYLA11415
OG0000774	AENJA_06861	ORYLA20208
OG0000776	AENJA_16571	ORYLA01033, ORYLA19610, ORYLA04178
OG0000777	AENJA_05898, AENJA_04500	ORYLA17057
OG0000778	AENJA_05940	ORYLA03327, ORYLA15584
OG0000779	AENJA_08422	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089
OG0000780	AENJA_22246	ORYLA10485
OG0000780	AENJA_14707	ORYLA03240
OG0000781	AENJA_15224, AENJA_20107	ORYLA16212, ORYLA10368
OG0000782	AENJA_17040	ORYLA13009, ORYLA18096, ORYLA14883, ORYLA12161
OG0000783	AENJA_21563	ORYLA08572
OG0000786	AENJA_06215	ORYLA11530, ORYLA15686, ORYLA14423, ORYLA13987, ORYLA17965, ORYLA02761, ORYLA04402
OG0000787	AENJA_00390	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629
OG0000788	AENJA_19776	ORYLA11231, ORYLA08781
OG0000788	AENJA_01187	ORYLA19625, ORYLA13001
OG0000790	AENJA_05227, AENJA_22178, AENJA_20968	ORYLA12997, ORYLA12995
OG0000791	AENJA_05472	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037
OG0000792	AENJA_06794	ORYLA05606
OG0000792	AENJA_22407	ORYLA19740, ORYLA17605, ORYLA17606, ORYLA02640
OG0000793	AENJA_10797	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617
OG0000795	AENJA_14885, AENJA_12941	ORYLA01400
OG0000797	AENJA_12225	ORYLA03892, ORYLA20421
OG0000798	AENJA_13993	ORYLA16812, ORYLA19766, ORYLA16855
OG0000799	AENJA_16513	ORYLA05059, ORYLA05058, ORYLA00741, ORYLA04318, ORYLA01142, ORYLA07333, ORYLA17377, ORYLA02682, ORYLA17378
OG0000800	AENJA_17652	ORYLA15170, ORYLA20297
OG0000801	AENJA_25017, AENJA_26418, AENJA_18704	ORYLA12136, ORYLA02996
OG0000802	AENJA_19187	ORYLA13155, ORYLA17098, ORYLA00847, ORYLA16603, ORYLA13093, ORYLA03391, ORYLA03390, ORYLA08678, ORYLA06569, ORYLA13144, ORYLA17423, ORYLA02443
OG0000803	AENJA_21679	ORYLA11169
OG0000809	AENJA_02164	ORYLA12960, ORYLA12961, ORYLA10307, ORYLA13020, ORYLA17678
OG0000810	AENJA_24609	ORYLA13646
OG0000810	AENJA_24929, AENJA_02925	ORYLA08587, ORYLA01680
OG0000811	AENJA_02995, AENJA_03253, AENJA_03247, AENJA_22383, AENJA_03249, AENJA_03248, AENJA_07553, AENJA_03042, AENJA_04170, AENJA_16213	ORYLA15042
OG0000812	AENJA_20651, AENJA_14625, AENJA_14618, AENJA_17242	ORYLA14679
OG0000813	AENJA_03651, AENJA_14254	ORYLA05187
OG0000813	AENJA_23135	ORYLA17560, ORYLA02694, ORYLA17561
OG0000814	AENJA_25867	ORYLA12200
OG0000815	AENJA_11030	ORYLA09986
OG0000816	AENJA_21712	ORYLA07660, ORYLA04702, ORYLA03384
OG0000816	AENJA_05704	ORYLA04785, ORYLA04786
OG0000817	AENJA_07214	ORYLA14347
OG0000817	AENJA_18385	ORYLA19483
OG0000817	AENJA_14055	ORYLA07042
OG0000818	AENJA_07677	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788
OG0000819	AENJA_24188	ORYLA03241
OG0000820	AENJA_23750	ORYLA06830, ORYLA09877
OG0000824	AENJA_00764	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258
OG0000825	AENJA_01783	ORYLA15482, ORYLA14599, ORYLA19869
OG0000826	AENJA_02455	ORYLA15838
OG0000828	AENJA_14692	ORYLA02288
OG0000829	AENJA_07432	ORYLA12618, ORYLA07149, ORYLA18066, ORYLA02697
OG0000829	AENJA_18083	ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790
OG0000830	AENJA_15149	ORYLA00649, ORYLA19799
OG0000831	AENJA_09091	ORYLA06570
OG0000832	AENJA_09731, AENJA_09723	ORYLA11840, ORYLA10353, ORYLA10166, ORYLA12959
OG0000833	AENJA_13518	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637
OG0000834	AENJA_15508	ORYLA00202
OG0000835	AENJA_17324	ORYLA16157
OG0000835	AENJA_22772	ORYLA12380, ORYLA15340
OG0000836	AENJA_19604	ORYLA14809, ORYLA12408, ORYLA13624
OG0000837	AENJA_25179	ORYLA01945, ORYLA01944, ORYLA04744
OG0000841	AENJA_00152	ORYLA01641, ORYLA15191, ORYLA11622
OG0000842	AENJA_00962	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014
OG0000844	AENJA_02377	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955
OG0000845	AENJA_11386	ORYLA03586
OG0000846	AENJA_25187, AENJA_04744, AENJA_21051, AENJA_24758	ORYLA03361, ORYLA02305, ORYLA04183
OG0000847	AENJA_19531	ORYLA07949
OG0000847	AENJA_05909	ORYLA16880
OG0000848	AENJA_06120	ORYLA04036, ORYLA00460, ORYLA01410
OG0000848	AENJA_26421	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814
OG0000849	AENJA_06598	ORYLA15667, ORYLA13688
OG0000850	AENJA_06947, AENJA_14500	ORYLA10312, ORYLA12941
OG0000850	AENJA_26527	ORYLA04650, ORYLA04651
OG0000851	AENJA_07613	ORYLA09558, ORYLA08388
OG0000852	AENJA_20937	ORYLA01694, ORYLA05767, ORYLA05768
OG0000852	AENJA_07998	ORYLA15572, ORYLA02133, ORYLA02134
OG0000855	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521	ORYLA04372, ORYLA03234
OG0000857	AENJA_19063	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378
OG0000858	AENJA_19600	ORYLA04524
OG0000860	AENJA_22939	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306
OG0000866	AENJA_00019	ORYLA08411, ORYLA06158, ORYLA08410
OG0000869	AENJA_03586	ORYLA15399
OG0000869	AENJA_21120	ORYLA17511
OG0000871	AENJA_15432, AENJA_15433	ORYLA00978
OG0000871	AENJA_06473	ORYLA00890
OG0000872	AENJA_06798	ORYLA20287
OG0000874	AENJA_07937	ORYLA00532, ORYLA03179, ORYLA04048, ORYLA07204
OG0000874	AENJA_07996	ORYLA01855
OG0000875	AENJA_08703	ORYLA13326, ORYLA07093
OG0000875	AENJA_14919	ORYLA03514, ORYLA19061
OG0000876	AENJA_08833	ORYLA18338
OG0000877	AENJA_09093	ORYLA15563
OG0000878	AENJA_13562	ORYLA06030
OG0000879	AENJA_23882	ORYLA06599
OG0000879	AENJA_14015	ORYLA15760, ORYLA10296
OG0000880	AENJA_17126	ORYLA13809, ORYLA14403, ORYLA10902, ORYLA16001, ORYLA16002
OG0000881	AENJA_19719	ORYLA01916, ORYLA05888
OG0000881	AENJA_21849	ORYLA04374, ORYLA03100
OG0000882	AENJA_23321	ORYLA08988, ORYLA13972, ORYLA11874
OG0000887	AENJA_00163	ORYLA14286, ORYLA15959
OG0000887	AENJA_21693	ORYLA06407
OG0000888	AENJA_02929	ORYLA05760, ORYLA12980, ORYLA06869
OG0000888	AENJA_02481	ORYLA17907
OG0000889	AENJA_05911	ORYLA16878
OG0000890	AENJA_09730	ORYLA12538, ORYLA11745
OG0000892	AENJA_15266	ORYLA05534, ORYLA07623, ORYLA05592, ORYLA07610, ORYLA07615, ORYLA07614, ORYLA07613, ORYLA07612, ORYLA07616, ORYLA14194, ORYLA06134, ORYLA06135, ORYLA06136, ORYLA06138, ORYLA06137, ORYLA06182, ORYLA20013, ORYLA20011, ORYLA07306, ORYLA07305, ORYLA07309, ORYLA07308, ORYLA07303, ORYLA19415, ORYLA02249, ORYLA07567
OG0000893	AENJA_16180	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848
OG0000894	AENJA_18194, AENJA_24655	ORYLA07232, ORYLA00467
OG0000894	AENJA_16901	ORYLA07753, ORYLA17007, ORYLA16512
OG0000896	AENJA_17963, AENJA_20857	ORYLA12742
OG0000896	AENJA_26740	ORYLA18744, ORYLA04344
OG0000897	AENJA_25522	ORYLA14707
OG0000897	AENJA_19794, AENJA_19793	ORYLA15784
OG0000898	AENJA_20658	ORYLA08993
OG0000899	AENJA_23421	ORYLA03598, ORYLA20446
OG0000904	AENJA_02063	ORYLA01297, ORYLA12510
OG0000905	AENJA_03454, AENJA_12044	ORYLA19283, ORYLA19282
OG0000906	AENJA_16891, AENJA_05473, AENJA_17075	ORYLA02787
OG0000907	AENJA_06223	ORYLA17435
OG0000908	AENJA_26233	ORYLA08105
OG0000909	AENJA_07565	ORYLA11368, ORYLA19848, ORYLA10623
OG0000911	AENJA_08748	ORYLA16469, ORYLA08345
OG0000912	AENJA_11633	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420
OG0000912	AENJA_09966	ORYLA03978, ORYLA03457
OG0000913	AENJA_11700	ORYLA01511
OG0000915	AENJA_20431	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346
OG0000921	AENJA_16626	ORYLA19667
OG0000921	AENJA_00754	ORYLA13652
OG0000923	AENJA_09851	ORYLA07886, ORYLA09846
OG0000925	AENJA_14502	ORYLA19836
OG0000925	AENJA_01829	ORYLA09614
OG0000928	AENJA_06210	ORYLA07148, ORYLA14647, ORYLA12139
OG0000929	AENJA_18717, AENJA_24686	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109
OG0000930	AENJA_07380	ORYLA03801, ORYLA04130, ORYLA04129
OG0000932	AENJA_10313	ORYLA17977
OG0000932	AENJA_10314	ORYLA03357
OG0000933	AENJA_25029	ORYLA07695
OG0000934	AENJA_23792	ORYLA09601, ORYLA11859
OG0000934	AENJA_12733	ORYLA16233, ORYLA10870
OG0000935	AENJA_14023	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839
OG0000936	AENJA_22898, AENJA_26348, AENJA_22899	ORYLA15832, ORYLA13766
OG0000938	AENJA_21758	ORYLA11986, ORYLA13059, ORYLA01073, ORYLA01074, ORYLA00524, ORYLA07193, ORYLA00523
OG0000943	AENJA_00401	ORYLA17852
OG0000944	AENJA_00580	ORYLA09043, ORYLA04158, ORYLA01246
OG0000945	AENJA_04250, AENJA_01600, AENJA_21590	ORYLA12060, ORYLA00813, ORYLA05640
OG0000946	AENJA_01969	ORYLA14183, ORYLA10918
OG0000946	AENJA_16618	ORYLA15133, ORYLA11209
OG0000947	AENJA_22086	ORYLA08406, ORYLA19529, ORYLA08874
OG0000947	AENJA_02339	ORYLA15837, ORYLA09649
OG0000949	AENJA_04000	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705
OG0000951	AENJA_21157	ORYLA06116, ORYLA14933
OG0000952	AENJA_05461	ORYLA03901, ORYLA02988
OG0000952	AENJA_05453	ORYLA01232, ORYLA17229, ORYLA02987
OG0000954	AENJA_24386	ORYLA20086
OG0000954	AENJA_08232	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	AENJA_09334, AENJA_19306	ORYLA17644
OG0000955	AENJA_22675	ORYLA12176
OG0000955	AENJA_26657	ORYLA19752
OG0000957	AENJA_17037, AENJA_17036	ORYLA13659, ORYLA18079
OG0000958	AENJA_19017	ORYLA13781, ORYLA11059, ORYLA11060
OG0000960	AENJA_23956	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	AENJA_01165	ORYLA13485, ORYLA06840, ORYLA06839
OG0000963	AENJA_06323	ORYLA17317, ORYLA13364
OG0000964	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848	ORYLA17226
OG0000965	AENJA_05586, AENJA_05584	ORYLA20470
OG0000965	AENJA_02282	ORYLA07478
OG0000966	AENJA_02547	ORYLA19569, ORYLA17821, ORYLA02666
OG0000967	AENJA_02972	ORYLA04076
OG0000967	AENJA_22529	ORYLA19755, ORYLA04962
OG0000968	AENJA_03154	ORYLA12327, ORYLA10874, ORYLA14830
OG0000968	AENJA_10751	ORYLA17573
OG0000969	AENJA_03216	ORYLA05704
OG0000970	AENJA_03395	ORYLA17254, ORYLA02643
OG0000972	AENJA_03845	ORYLA17856
OG0000972	AENJA_26036	ORYLA03686, ORYLA18142
OG0000973	AENJA_19754, AENJA_10901	ORYLA01659
OG0000974	AENJA_05735, AENJA_05736	ORYLA03871
OG0000978	AENJA_08414	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000979	AENJA_08501	ORYLA04958, ORYLA04959
OG0000981	AENJA_08762	ORYLA02383, ORYLA17398
OG0000982	AENJA_09037	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909
OG0000985	AENJA_14891	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425
OG0000986	AENJA_19041	ORYLA02693, ORYLA17557
OG0000987	AENJA_23574	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000988	AENJA_25125	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645
OG0000992	AENJA_01350	ORYLA16313, ORYLA19691
OG0000992	AENJA_08136	ORYLA01948
OG0000994	AENJA_20560	ORYLA11419
OG0000994	AENJA_02296	ORYLA18398
OG0000996	AENJA_26096	ORYLA01364, ORYLA09102, ORYLA20110
OG0000997	AENJA_06940, AENJA_16738	ORYLA12756
OG0000999	AENJA_10712	ORYLA17143, ORYLA07960, ORYLA15047
OG0001000	AENJA_07118	ORYLA09416, ORYLA00982, ORYLA11450
OG0001001	AENJA_07866	ORYLA04326, ORYLA07294, ORYLA08735, ORYLA09611
OG0001002	AENJA_11066	ORYLA07974, ORYLA08682
OG0001003	AENJA_13424	ORYLA17863, ORYLA04404
OG0001005	AENJA_17128	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	AENJA_21663	ORYLA00587
OG0001006	AENJA_25248	ORYLA17469, ORYLA06935
OG0001007	AENJA_23659	ORYLA17844
OG0001008	AENJA_24757	ORYLA10968, ORYLA12088
OG0001009	AENJA_24783	ORYLA02205
OG0001015	AENJA_05530	ORYLA16717, ORYLA08292
OG0001016	AENJA_26608	ORYLA08912
OG0001018	AENJA_02393	ORYLA04621
OG0001021	AENJA_25578	ORYLA19735
OG0001022	AENJA_03120	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093
OG0001023	AENJA_03151	ORYLA11181, ORYLA12354, ORYLA13986
OG0001024	AENJA_11445	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767
OG0001024	AENJA_03556	ORYLA18366
OG0001026	AENJA_04437	ORYLA08000, ORYLA00251, ORYLA17169
OG0001027	AENJA_06667, AENJA_06665, AENJA_06666	ORYLA10175
OG0001028	AENJA_07594	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310
OG0001029	AENJA_24200	ORYLA15182, ORYLA07577
OG0001029	AENJA_07743	ORYLA04296, ORYLA09423, ORYLA11605, ORYLA05963, ORYLA02036
OG0001030	AENJA_12462	ORYLA06855, ORYLA12212
OG0001031	AENJA_12602	ORYLA05281
OG0001032	AENJA_13410	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152
OG0001033	AENJA_13779	ORYLA02412, ORYLA17551
OG0001034	AENJA_14415	ORYLA16497, ORYLA08333, ORYLA09185
OG0001036	AENJA_19830	ORYLA15963, ORYLA02163, ORYLA05632
OG0001037	AENJA_20909	ORYLA18034, ORYLA02947, ORYLA08956
OG0001039	AENJA_24765	ORYLA14221
OG0001042	AENJA_00375	ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	AENJA_01047	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001047	AENJA_13898, AENJA_01886	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025
OG0001048	AENJA_02250, AENJA_17677	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597
OG0001049	AENJA_02745	ORYLA13294, ORYLA06586
OG0001049	AENJA_16062	ORYLA03790, ORYLA15642
OG0001050	AENJA_03323	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001052	AENJA_06392	ORYLA04967, ORYLA04966, ORYLA02277
OG0001052	AENJA_03703	ORYLA18159, ORYLA04669
OG0001053	AENJA_05825	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475
OG0001053	AENJA_03704	ORYLA20458
OG0001054	AENJA_06350, AENJA_04202	ORYLA05817, ORYLA00804, ORYLA00542, ORYLA16915, ORYLA16783, ORYLA01880, ORYLA05818
OG0001058	AENJA_07821	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823
OG0001059	AENJA_08095	ORYLA07025, ORYLA11863
OG0001060	AENJA_25128	ORYLA00952
OG0001062	AENJA_10657	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001063	AENJA_15475	ORYLA04692
OG0001065	AENJA_19195	ORYLA10407, ORYLA11700
OG0001066	AENJA_19790	ORYLA20216, ORYLA18727, ORYLA15524, ORYLA20141, ORYLA15783
OG0001067	AENJA_20835	ORYLA09765, ORYLA19474
OG0001068	AENJA_21475	ORYLA08837, ORYLA01885, ORYLA05843
OG0001072	AENJA_00305, AENJA_03396	ORYLA17591
OG0001072	AENJA_18929	ORYLA18588
OG0001073	AENJA_00575	ORYLA01147, ORYLA12256
OG0001075	AENJA_00807	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387
OG0001076	AENJA_01569	ORYLA04025, ORYLA03193, ORYLA12782
OG0001077	AENJA_01679	ORYLA06555
OG0001077	AENJA_05855	ORYLA01775
OG0001077	AENJA_02550	ORYLA10005
OG0001078	AENJA_10264	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001079	AENJA_03947	ORYLA13958, ORYLA14764, ORYLA20201
OG0001080	AENJA_04073	ORYLA06070
OG0001080	AENJA_09896	ORYLA01954, ORYLA12745
OG0001081	AENJA_16503, AENJA_04238	ORYLA12631, ORYLA12630
OG0001082	AENJA_06872, AENJA_21482	ORYLA16190, ORYLA14374
OG0001083	AENJA_07171	ORYLA08355, ORYLA01216, ORYLA10438
OG0001084	AENJA_07749	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417
OG0001085	AENJA_09145, AENJA_21401	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405
OG0001086	AENJA_12710	ORYLA03507, ORYLA10518, ORYLA10517, ORYLA01082, ORYLA04201
OG0001089	AENJA_16474	ORYLA06013, ORYLA06012
OG0001090	AENJA_16877	ORYLA18206
OG0001091	AENJA_17138	ORYLA09872, ORYLA07822, ORYLA01798, ORYLA07821, ORYLA01797, ORYLA09871
OG0001092	AENJA_18221	ORYLA00476
OG0001093	AENJA_19251	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876
OG0001094	AENJA_23025	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201
OG0001095	AENJA_25247	ORYLA13938, ORYLA08700, ORYLA02122
OG0001101	AENJA_00373	ORYLA10929
OG0001102	AENJA_00718	ORYLA05217
OG0001102	AENJA_03278, AENJA_21711	ORYLA05138
OG0001103	AENJA_01387	ORYLA08995
OG0001104	AENJA_02199	ORYLA12177
OG0001105	AENJA_15729	ORYLA03632
OG0001106	AENJA_23681, AENJA_03788	ORYLA20354
OG0001107	AENJA_04030	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544
OG0001108	AENJA_04372, AENJA_04373	ORYLA14450
OG0001109	AENJA_05558	ORYLA16661, ORYLA14078
OG0001110	AENJA_06070	ORYLA02459, ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020
OG0001112	AENJA_06304	ORYLA12894, ORYLA09914, ORYLA08799
OG0001113	AENJA_06313	ORYLA16987
OG0001113	AENJA_23050	ORYLA03611, ORYLA00138
OG0001115	AENJA_18256, AENJA_09261	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923
OG0001116	AENJA_25869, AENJA_12085	ORYLA08841
OG0001118	AENJA_12961	ORYLA10960
OG0001119	AENJA_13579	ORYLA09259
OG0001120	AENJA_13747	ORYLA03903, ORYLA01234
OG0001121	AENJA_14865	ORYLA05153, ORYLA20092
OG0001123	AENJA_20117	ORYLA09262
OG0001123	AENJA_15687	ORYLA17703
OG0001124	AENJA_16308	ORYLA02278
OG0001126	AENJA_22248	ORYLA14267
OG0001127	AENJA_26609	ORYLA06210, ORYLA08911
OG0001128	AENJA_26741	ORYLA03669
OG0001129	AENJA_00009	ORYLA15169, ORYLA12442
OG0001129	AENJA_00007	ORYLA05461
OG0001131	AENJA_00720	ORYLA00774, ORYLA11383
OG0001132	AENJA_02927	ORYLA15693
OG0001133	AENJA_14482	ORYLA01655
OG0001133	AENJA_07797	ORYLA02500
OG0001134	AENJA_06301	ORYLA16671
OG0001135	AENJA_06307	ORYLA18988, ORYLA08362
OG0001136	AENJA_06348	ORYLA13203, ORYLA06530, ORYLA12133
OG0001137	AENJA_06755	ORYLA03035, ORYLA00090, ORYLA03842
OG0001138	AENJA_08339	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997
OG0001139	AENJA_20595, AENJA_19443	ORYLA15805
OG0001139	AENJA_08828	ORYLA14857, ORYLA11008
OG0001141	AENJA_11192	ORYLA02472, ORYLA17498
OG0001142	AENJA_13577	ORYLA07693
OG0001143	AENJA_25253, AENJA_15506	ORYLA11035, ORYLA12195, ORYLA06058
OG0001144	AENJA_15840	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835
OG0001146	AENJA_19404	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425
OG0001148	AENJA_25511	ORYLA01854, ORYLA05396
OG0001149	AENJA_26319, AENJA_26318	ORYLA01670, ORYLA13258
OG0001155	AENJA_01168	ORYLA02504, ORYLA02505
OG0001155	AENJA_24946	ORYLA03252
OG0001156	AENJA_01685	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003
OG0001158	AENJA_02265, AENJA_16983	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120
OG0001159	AENJA_02590	ORYLA10160, ORYLA05356
OG0001160	AENJA_03496, AENJA_15940	ORYLA11144, ORYLA18207
OG0001161	AENJA_03513, AENJA_15958	ORYLA14942, ORYLA12582, ORYLA02883
OG0001162	AENJA_09881, AENJA_03826	ORYLA03278, ORYLA04547, ORYLA08795
OG0001163	AENJA_23044, AENJA_20499, AENJA_04071, AENJA_23045	ORYLA08093, ORYLA04995
OG0001164	AENJA_04659	ORYLA06374
OG0001165	AENJA_18566	ORYLA11504
OG0001165	AENJA_05192	ORYLA09619
OG0001166	AENJA_05454	ORYLA11757, ORYLA11756, ORYLA11755, ORYLA10465
OG0001167	AENJA_06024	ORYLA10169, ORYLA12428, ORYLA04713
OG0001168	AENJA_26059, AENJA_06080, AENJA_26060	ORYLA01742, ORYLA14387, ORYLA15300
OG0001169	AENJA_06689	ORYLA03593
OG0001170	AENJA_14574	ORYLA03658
OG0001171	AENJA_07498	ORYLA09088
OG0001172	AENJA_08737	ORYLA08914, ORYLA06213, ORYLA09461
OG0001172	AENJA_15031	ORYLA09708, ORYLA16481
OG0001175	AENJA_10616	ORYLA17323, ORYLA17834, ORYLA02704
OG0001177	AENJA_12717	ORYLA07071
OG0001177	AENJA_23960, AENJA_22118	ORYLA17818
OG0001178	AENJA_12752	ORYLA12858
OG0001178	AENJA_14989	ORYLA09479
OG0001179	AENJA_13625, AENJA_13628	ORYLA12445
OG0001179	AENJA_26058	ORYLA14131
OG0001180	AENJA_13732	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603
OG0001181	AENJA_14047	ORYLA09302, ORYLA06967, ORYLA16422
OG0001182	AENJA_14313	ORYLA04656, ORYLA10537, ORYLA17798, ORYLA12681
OG0001183	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024	ORYLA16340, ORYLA08337
OG0001184	AENJA_17799	ORYLA01867
OG0001184	AENJA_15086	ORYLA12325
OG0001185	AENJA_17542	ORYLA01991, ORYLA19744, ORYLA04885
OG0001186	AENJA_21307	ORYLA06474, ORYLA12462, ORYLA14584
OG0001186	AENJA_18825	ORYLA12305
OG0001187	AENJA_19216, AENJA_19215	ORYLA14064
OG0001188	AENJA_22812	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742
OG0001190	AENJA_24531	ORYLA10580, ORYLA14507, ORYLA10859
OG0001196	AENJA_00058	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783
OG0001197	AENJA_00493	ORYLA13277
OG0001198	AENJA_01200	ORYLA10310, ORYLA13600
OG0001198	AENJA_21857	ORYLA15038
OG0001199	AENJA_24392	ORYLA11679
OG0001201	AENJA_02210	ORYLA15310
OG0001202	AENJA_03117	ORYLA09275
OG0001204	AENJA_20148	ORYLA04102, ORYLA03247
OG0001205	AENJA_04101	ORYLA11970, ORYLA10540
OG0001205	AENJA_26398	ORYLA01265
OG0001207	AENJA_18056	ORYLA10023
OG0001207	AENJA_07276	ORYLA09156, ORYLA16388, ORYLA08504
OG0001208	AENJA_09031	ORYLA06825, ORYLA09868, ORYLA01795
OG0001209	AENJA_09041	ORYLA07316, ORYLA00319
OG0001210	AENJA_18956	ORYLA11799
OG0001210	AENJA_09591	ORYLA06775
OG0001211	AENJA_09699	ORYLA20079, ORYLA07900
OG0001212	AENJA_14546, AENJA_09958	ORYLA10644
OG0001213	AENJA_11717	ORYLA08112
OG0001214	AENJA_24301	ORYLA09019
OG0001214	AENJA_11388	ORYLA10993
OG0001215	AENJA_15953	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222
OG0001216	AENJA_16979	ORYLA07420
