Orthogroup	AENJA_ok	BRALA
OG0000503	AENJA_02664	BRALA20618
OG0000504	AENJA_09834	BRALA21735
OG0000505	AENJA_11465	BRALA07980
OG0000506	AENJA_21734	BRALA05807
OG0000508	AENJA_05447	BRALA17016
OG0000508	AENJA_18700	BRALA24846
OG0000508	AENJA_18701	BRALA31119
OG0000509	AENJA_22245	BRALA04568
OG0000510	AENJA_13229, AENJA_13230	BRALA00432
OG0000511	AENJA_16863, AENJA_16866	BRALA09344, BRALA12399, BRALA34156, BRALA34761, BRALA12397, BRALA34096, BRALA29693, BRALA34946, BRALA32479
OG0000511	AENJA_25207	BRALA33387, BRALA34529
OG0000512	AENJA_19003	BRALA04179
OG0000513	AENJA_22025, AENJA_22031	BRALA06842
OG0000514	AENJA_24585	BRALA19477
OG0000519	AENJA_13197, AENJA_00264	BRALA25441, BRALA22160
OG0000521	AENJA_05432, AENJA_18426	BRALA18650
OG0000522	AENJA_22612	BRALA25053
OG0000523	AENJA_23211	BRALA23223
OG0000523	AENJA_01429	BRALA26109, BRALA09495, BRALA26107
OG0000525	AENJA_05189	BRALA20630
OG0000525	AENJA_24865	BRALA13036, BRALA13035
OG0000526	AENJA_05234, AENJA_11511, AENJA_11510	BRALA18190, BRALA08755, BRALA18192, BRALA16238, BRALA16318, BRALA23607, BRALA30521, BRALA08217, BRALA12537, BRALA00644, BRALA18595, BRALA00628, BRALA00629, BRALA00489, BRALA12135, BRALA08760, BRALA16233, BRALA27381, BRALA01561, BRALA18594, BRALA23606, BRALA34347
OG0000528	AENJA_10012	BRALA08668
OG0000528	AENJA_23565	BRALA13353
OG0000529	AENJA_13079	BRALA21823
OG0000530	AENJA_14711	BRALA27713
OG0000532	AENJA_06922	BRALA23832
OG0000532	AENJA_16819, AENJA_21969	BRALA13752
OG0000533	AENJA_15827, AENJA_04858, AENJA_01734, AENJA_23272	BRALA29896, BRALA29895
OG0000533	AENJA_15823, AENJA_03677, AENJA_15822, AENJA_15826	BRALA08489
OG0000534	AENJA_07190	BRALA17057, BRALA15529
OG0000535	AENJA_12925, AENJA_12992, AENJA_12990, AENJA_12989	BRALA25267
OG0000536	AENJA_23026, AENJA_14903	BRALA20347, BRALA20349, BRALA20350
OG0000537	AENJA_17430	BRALA13681
OG0000541	AENJA_24298, AENJA_07662, AENJA_00762, AENJA_20984, AENJA_20983, AENJA_07700, AENJA_10079, AENJA_26409, AENJA_12832, AENJA_20086, AENJA_20087, AENJA_20085, AENJA_20084, AENJA_14808, AENJA_14291, AENJA_06547, AENJA_00763, AENJA_26532	BRALA08736, BRALA08734, BRALA08735, BRALA02104, BRALA08740
OG0000542	AENJA_00918, AENJA_03212	BRALA22764
OG0000542	AENJA_09124	BRALA00596
OG0000543	AENJA_26484, AENJA_18041, AENJA_19756	BRALA26759
OG0000543	AENJA_08698	BRALA28840, BRALA06661, BRALA20718
OG0000543	AENJA_08676	BRALA26714, BRALA28735, BRALA08180, BRALA10892, BRALA16682, BRALA32520
OG0000543	AENJA_03916	BRALA27225, BRALA03261
OG0000544	AENJA_06261	BRALA19421
OG0000544	AENJA_25601	BRALA34642
OG0000544	AENJA_21071	BRALA03994
OG0000545	AENJA_10948	BRALA24399
OG0000545	AENJA_15907	BRALA22583
OG0000547	AENJA_16833	BRALA04398, BRALA15378
OG0000548	AENJA_14730	BRALA21474
OG0000548	AENJA_19997	BRALA22718
OG0000549	AENJA_17344, AENJA_17342	BRALA01654
OG0000549	AENJA_17318, AENJA_21943	BRALA11510, BRALA16788, BRALA33866, BRALA19896, BRALA24295, BRALA03880
OG0000550	AENJA_25194	BRALA04930, BRALA04919
OG0000551	AENJA_25358	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089
OG0000552	AENJA_23603	BRALA31577
OG0000553	AENJA_25732	BRALA16722, BRALA35015
OG0000560	AENJA_03885, AENJA_09501, AENJA_00484	BRALA21205
OG0000560	AENJA_00930, AENJA_00927	BRALA19574
OG0000561	AENJA_01455	BRALA17425
OG0000562	AENJA_25856	BRALA15030
OG0000562	AENJA_02716	BRALA19937
OG0000564	AENJA_10935	BRALA07152, BRALA24130, BRALA33441
OG0000564	AENJA_18770	BRALA33010
OG0000565	AENJA_26555	BRALA22484, BRALA12049, BRALA05112, BRALA08442, BRALA04573, BRALA04975
OG0000566	AENJA_20531, AENJA_16653	BRALA26624
OG0000568	AENJA_13271, AENJA_03014, AENJA_04920, AENJA_05775, AENJA_24283, AENJA_16364, AENJA_25469, AENJA_07152, AENJA_24773, AENJA_12974, AENJA_07364, AENJA_22531, AENJA_09548, AENJA_23571, AENJA_07363, AENJA_19463	BRALA29552
OG0000568	AENJA_17733, AENJA_14377, AENJA_13008, AENJA_21541	BRALA28281, BRALA30413, BRALA26780, BRALA30414, BRALA26220, BRALA26316, BRALA32086
OG0000569	AENJA_24688, AENJA_22569, AENJA_16744, AENJA_00319	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656
OG0000571	AENJA_08037, AENJA_13878, AENJA_05321	BRALA26064
OG0000572	AENJA_05866	BRALA30970
OG0000572	AENJA_02750	BRALA24438
OG0000573	AENJA_05835	BRALA33118
OG0000573	AENJA_03220	BRALA01402
OG0000574	AENJA_03681	BRALA35830
OG0000574	AENJA_24754	BRALA10469
OG0000575	AENJA_04710	BRALA17689
OG0000576	AENJA_05569	BRALA00313, BRALA00312
OG0000577	AENJA_08481	BRALA09153, BRALA09151, BRALA09152
OG0000578	AENJA_09428	BRALA30383
OG0000580	AENJA_13580	BRALA26260
OG0000580	AENJA_19255	BRALA02419
OG0000581	AENJA_15347	BRALA25966
OG0000581	AENJA_15345	BRALA25968
OG0000581	AENJA_15344	BRALA25970
OG0000582	AENJA_17591	BRALA24843
OG0000585	AENJA_25758	BRALA20335
OG0000588	AENJA_02286	BRALA00972
OG0000588	AENJA_21633	BRALA24520
OG0000589	AENJA_05016	BRALA33101, BRALA29679
OG0000590	AENJA_19774	BRALA07082
OG0000590	AENJA_07046	BRALA16075, BRALA31942
OG0000591	AENJA_25061	BRALA25344
OG0000591	AENJA_08329	BRALA13642
OG0000592	AENJA_12392	BRALA22980
OG0000593	AENJA_21036	BRALA10467
OG0000593	AENJA_17174	BRALA03529
OG0000594	AENJA_15216	BRALA10983
OG0000595	AENJA_21288	BRALA24011
OG0000595	AENJA_00557, AENJA_14351	BRALA02530, BRALA02519
OG0000595	AENJA_14766	BRALA02522, BRALA02526, BRALA29630, BRALA02525, BRALA02521, BRALA17829, BRALA02529, BRALA24009
OG0000597	AENJA_10748	BRALA07224
OG0000597	AENJA_01626	BRALA07985
OG0000598	AENJA_10540, AENJA_11371, AENJA_26331, AENJA_03924, AENJA_20160, AENJA_05055, AENJA_23911	BRALA11320, BRALA23299, BRALA25765, BRALA03034, BRALA02990, BRALA09389, BRALA08426, BRALA17485, BRALA05896, BRALA05863, BRALA15652, BRALA09868, BRALA33289, BRALA08360
OG0000600	AENJA_07369	BRALA16892
OG0000601	AENJA_07534	BRALA06469, BRALA04622, BRALA04621
OG0000602	AENJA_17434	BRALA13634
OG0000602	AENJA_11021	BRALA13638, BRALA13637
OG0000603	AENJA_20949	BRALA11986
OG0000604	AENJA_24197, AENJA_26538	BRALA23058
OG0000607	AENJA_06811, AENJA_01173	BRALA02171
OG0000608	AENJA_01735	BRALA08057
OG0000609	AENJA_03157	BRALA04542
OG0000610	AENJA_04760	BRALA08395, BRALA06657, BRALA26836
OG0000610	AENJA_20028	BRALA02697
OG0000611	AENJA_15613	BRALA20389
OG0000611	AENJA_13627	BRALA27313
OG0000612	AENJA_06346	BRALA24582
OG0000613	AENJA_20929	BRALA30072
OG0000614	AENJA_10824	BRALA03493
OG0000617	AENJA_11546	BRALA28136
OG0000617	AENJA_19025	BRALA18939
OG0000618	AENJA_11959	BRALA17090
OG0000620	AENJA_23744	BRALA28439, BRALA08655, BRALA19965, BRALA05789, BRALA29470, BRALA08694, BRALA13924, BRALA10352, BRALA24000, BRALA28135, BRALA10351, BRALA10349, BRALA13217, BRALA27492, BRALA32077, BRALA19836, BRALA32855, BRALA18317, BRALA01472, BRALA06169, BRALA06167, BRALA14095, BRALA25014, BRALA25015, BRALA25016, BRALA12503
OG0000620	AENJA_23743	BRALA14226
OG0000622	AENJA_14042, AENJA_14037, AENJA_14044, AENJA_12400, AENJA_06185, AENJA_22483, AENJA_16429, AENJA_22478, AENJA_15635, AENJA_24634, AENJA_09957, AENJA_04505, AENJA_00676, AENJA_00677	BRALA32870, BRALA09468, BRALA23957, BRALA12252, BRALA12281, BRALA25713, BRALA07948, BRALA12253, BRALA12387, BRALA15589, BRALA35785, BRALA25714, BRALA10975, BRALA01868, BRALA31167, BRALA14477, BRALA28989, BRALA05169, BRALA15825, BRALA11272, BRALA05168
OG0000623	AENJA_02871	BRALA01906
OG0000623	AENJA_17960	BRALA33185
OG0000624	AENJA_13893, AENJA_06380, AENJA_22597	BRALA09192
OG0000625	AENJA_23811	BRALA19634
OG0000625	AENJA_07653	BRALA04967, BRALA05373
OG0000626	AENJA_12652	BRALA09669
OG0000627	AENJA_13466	BRALA29835
OG0000628	AENJA_25533	BRALA28627
OG0000628	AENJA_13648	BRALA16689
OG0000629	AENJA_26558	BRALA35417, BRALA24722
OG0000632	AENJA_19569	BRALA32637, BRALA22850
OG0000633	AENJA_05498, AENJA_21962, AENJA_21535, AENJA_18151, AENJA_01137	BRALA02705, BRALA27123, BRALA17864, BRALA05091, BRALA02704, BRALA32439, BRALA03616, BRALA10872, BRALA03615, BRALA03617, BRALA17937, BRALA03610, BRALA03611, BRALA33444, BRALA17938, BRALA12295, BRALA16604, BRALA17940, BRALA17941, BRALA33978, BRALA15799
OG0000634	AENJA_04829	BRALA18632
OG0000634	AENJA_15030, AENJA_04831, AENJA_11956, AENJA_02531, AENJA_15029	BRALA11661
OG0000635	AENJA_16658	BRALA22165, BRALA20517, BRALA05536, BRALA17413, BRALA17024
OG0000637	AENJA_16161	BRALA35665
OG0000637	AENJA_07771	BRALA25973
OG0000638	AENJA_26655	BRALA19229, BRALA19227
OG0000639	AENJA_10965	BRALA16533
OG0000639	AENJA_22126	BRALA20016
OG0000642	AENJA_02487, AENJA_00389, AENJA_26018	BRALA06680
OG0000643	AENJA_00652	BRALA01193
OG0000644	AENJA_03047, AENJA_00667	BRALA17601
OG0000644	AENJA_21517, AENJA_08620, AENJA_24215	BRALA25114, BRALA25115, BRALA25116, BRALA35218
OG0000645	AENJA_00673	BRALA20003
OG0000645	AENJA_22405	BRALA04294
OG0000646	AENJA_01294, AENJA_21315	BRALA05656
OG0000646	AENJA_07139	BRALA20004
OG0000648	AENJA_04823	BRALA03156
OG0000648	AENJA_04819	BRALA03157
OG0000649	AENJA_09384, AENJA_14703	BRALA20887
OG0000650	AENJA_10994	BRALA06632, BRALA04575
OG0000651	AENJA_15937	BRALA33518
OG0000653	AENJA_23630	BRALA33623, BRALA16963, BRALA22618
OG0000654	AENJA_23986	BRALA04554
OG0000656	AENJA_17515	BRALA11096, BRALA23327
OG0000656	AENJA_04198	BRALA33635
OG0000656	AENJA_22018, AENJA_23841, AENJA_14127	BRALA32418
OG0000657	AENJA_06847	BRALA10474
OG0000657	AENJA_01439	BRALA04158
OG0000658	AENJA_24472	BRALA13305
OG0000658	AENJA_02362, AENJA_02363	BRALA28406, BRALA14135, BRALA08887, BRALA12509
OG0000659	AENJA_04377, AENJA_21077	BRALA28643, BRALA30021, BRALA28962, BRALA33238
OG0000659	AENJA_18900	BRALA17255, BRALA26218
OG0000660	AENJA_07533, AENJA_06621	BRALA15697
OG0000661	AENJA_21719, AENJA_08009	BRALA34508, BRALA12951
OG0000662	AENJA_08142, AENJA_09173	BRALA23622
OG0000662	AENJA_21495	BRALA06276
OG0000663	AENJA_10413	BRALA25579
OG0000664	AENJA_14841	BRALA17169
OG0000665	AENJA_18167	BRALA23202
OG0000666	AENJA_19016	BRALA28214
OG0000670	AENJA_07203	BRALA11703
OG0000671	AENJA_01967	BRALA04719, BRALA04720
OG0000671	AENJA_09440	BRALA07010, BRALA11273
OG0000672	AENJA_11032	BRALA06149
OG0000672	AENJA_02173	BRALA24117
OG0000674	AENJA_03705	BRALA23211
OG0000675	AENJA_15560, AENJA_09004, AENJA_04399	BRALA15687, BRALA11516
OG0000676	AENJA_15570	BRALA13759
OG0000676	AENJA_04404	BRALA25556
OG0000677	AENJA_15059	BRALA24332, BRALA24330, BRALA26229, BRALA04101, BRALA04100, BRALA17451, BRALA10505, BRALA10499, BRALA25676, BRALA12854, BRALA12853, BRALA12852, BRALA12856
OG0000678	AENJA_05842	BRALA35612
OG0000679	AENJA_07461	BRALA17512, BRALA31122, BRALA32163, BRALA13018, BRALA02729, BRALA17581, BRALA08418, BRALA01745, BRALA18687, BRALA15120, BRALA15167, BRALA06269, BRALA22711, BRALA19723, BRALA07323, BRALA18016, BRALA29924, BRALA20806, BRALA17475, BRALA05886, BRALA20146, BRALA24078
OG0000679	AENJA_08984	BRALA10565
OG0000680	AENJA_14535	BRALA12807, BRALA12803, BRALA12804, BRALA26957, BRALA11805, BRALA18023, BRALA18021, BRALA18014, BRALA18033, BRALA18022, BRALA01752
OG0000680	AENJA_08373	BRALA01527, BRALA18950
OG0000681	AENJA_12150	BRALA08295
OG0000682	AENJA_14433	BRALA25456, BRALA25454, BRALA35283, BRALA25455, BRALA21676
OG0000683	AENJA_18458	BRALA33661
OG0000683	AENJA_20329	BRALA00898
OG0000684	AENJA_20633	BRALA35184, BRALA35989
OG0000688	AENJA_08291, AENJA_20473	BRALA33579, BRALA33343, BRALA33864, BRALA34945
OG0000689	AENJA_00257	BRALA35927
OG0000689	AENJA_02948	BRALA12486, BRALA18494
OG0000690	AENJA_00603	BRALA05018
OG0000691	AENJA_08029	BRALA03301
OG0000691	AENJA_00795	BRALA09683
OG0000692	AENJA_13840	BRALA01186
OG0000692	AENJA_00938	BRALA10172
OG0000693	AENJA_01709	BRALA18789
OG0000693	AENJA_03923	BRALA02763
OG0000694	AENJA_02666, AENJA_15805	BRALA10162
OG0000696	AENJA_12321	BRALA16043
OG0000696	AENJA_10033	BRALA15238
OG0000696	AENJA_06971	BRALA19739
OG0000697	AENJA_07893, AENJA_21762	BRALA30467
OG0000698	AENJA_10581	BRALA26139
OG0000698	AENJA_24098	BRALA35545, BRALA35190, BRALA26143, BRALA22553
OG0000700	AENJA_14030	BRALA08858
OG0000700	AENJA_23946	BRALA02401
OG0000701	AENJA_18091	BRALA21677
OG0000702	AENJA_23407	BRALA28498
OG0000703	AENJA_26449	BRALA03871
OG0000708	AENJA_10491	BRALA05296
OG0000708	AENJA_04787	BRALA10976
OG0000711	AENJA_12473	BRALA20784
OG0000711	AENJA_12494	BRALA02434
OG0000711	AENJA_02057	BRALA02091
OG0000715	AENJA_15913	BRALA17045
OG0000716	AENJA_17206	BRALA32595, BRALA32592
OG0000717	AENJA_19227	BRALA10082
OG0000718	AENJA_24056, AENJA_24052, AENJA_21088	BRALA29518
OG0000720	AENJA_14612	BRALA08022
OG0000721	AENJA_16007	BRALA14964
OG0000722	AENJA_02846	BRALA24668, BRALA24667
OG0000723	AENJA_08346	BRALA06643
OG0000724	AENJA_08671	BRALA28984, BRALA28985
OG0000725	AENJA_09106	BRALA34432
OG0000726	AENJA_14697	BRALA09055
OG0000727	AENJA_21432	BRALA25698
OG0000730	AENJA_08838	BRALA23680
OG0000730	AENJA_11200	BRALA01178
OG0000730	AENJA_04711	BRALA23679
OG0000731	AENJA_07204	BRALA12194
OG0000732	AENJA_23886	BRALA05974
OG0000732	AENJA_12389	BRALA01121
OG0000733	AENJA_07801	BRALA13293
OG0000734	AENJA_10770	BRALA10056
OG0000735	AENJA_15834	BRALA12877
OG0000736	AENJA_24261	BRALA00292
OG0000739	AENJA_25642	BRALA34140
OG0000739	AENJA_00232	BRALA19169, BRALA21299, BRALA16156, BRALA25772, BRALA30984, BRALA33426, BRALA11608, BRALA07810, BRALA31626, BRALA07887, BRALA06841, BRALA14312, BRALA05588, BRALA31275, BRALA18175, BRALA11192, BRALA34375, BRALA04127, BRALA21544, BRALA10965, BRALA32230, BRALA19778, BRALA02618, BRALA27014, BRALA02146, BRALA19170, BRALA28651, BRALA31066, BRALA21394, BRALA27920, BRALA05587, BRALA23333, BRALA21251, BRALA20934, BRALA16036, BRALA25975, BRALA02145, BRALA16155, BRALA25164, BRALA30474, BRALA29925, BRALA28769, BRALA16753, BRALA21356, BRALA29604
OG0000740	AENJA_11591	BRALA07389
OG0000740	AENJA_00649	BRALA21585
OG0000742	AENJA_23881	BRALA00941, BRALA00779, BRALA34671, BRALA00781, BRALA00894, BRALA01300, BRALA00780, BRALA04865, BRALA04866, BRALA17048, BRALA01585, BRALA24217, BRALA10593, BRALA01301, BRALA07187, BRALA11034, BRALA00944, BRALA17047, BRALA01299, BRALA01296, BRALA00942, BRALA00939, BRALA00940, BRALA00943, BRALA00938, BRALA17039, BRALA07567, BRALA01586, BRALA10119, BRALA11388
OG0000743	AENJA_02220, AENJA_13371	BRALA06285
OG0000743	AENJA_13756, AENJA_04913	BRALA06284
OG0000744	AENJA_07063, AENJA_07064	BRALA03822, BRALA06789, BRALA03324
OG0000745	AENJA_16763	BRALA10823
OG0000745	AENJA_16764, AENJA_19385	BRALA06045
OG0000748	AENJA_15960	BRALA10606
OG0000749	AENJA_18432	BRALA28914
OG0000750	AENJA_26108	BRALA14527
OG0000750	AENJA_20977	BRALA08581, BRALA21234
OG0000751	AENJA_22604	BRALA07411
OG0000752	AENJA_00591	BRALA28831
OG0000752	AENJA_26667	BRALA05171
OG0000753	AENJA_01120	BRALA27046
OG0000753	AENJA_10740	BRALA21594
OG0000755	AENJA_02216	BRALA12515
OG0000756	AENJA_22300	BRALA00348
OG0000756	AENJA_09068	BRALA12917
OG0000757	AENJA_15686	BRALA34310
OG0000757	AENJA_08837	BRALA14460
OG0000758	AENJA_07914	BRALA13715
OG0000759	AENJA_12039	BRALA30577, BRALA11347
OG0000760	AENJA_12914	BRALA20315
OG0000760	AENJA_12920	BRALA20314
OG0000761	AENJA_13286	BRALA23656
OG0000762	AENJA_17187	BRALA04595, BRALA07093
OG0000763	AENJA_17341	BRALA13502
OG0000764	AENJA_20419	BRALA20638
OG0000765	AENJA_22260	BRALA25961
OG0000765	AENJA_22263	BRALA10305
OG0000766	AENJA_22560	BRALA15635
OG0000767	AENJA_23872	BRALA12056, BRALA12057
OG0000768	AENJA_24479	BRALA25731
OG0000771	AENJA_22543, AENJA_00252, AENJA_13928, AENJA_06668, AENJA_24319, AENJA_22837, AENJA_11746, AENJA_18899	BRALA30477, BRALA32857, BRALA33587
OG0000772	AENJA_24869, AENJA_00651	BRALA03708
OG0000772	AENJA_10656	BRALA03331
OG0000773	AENJA_01269	BRALA03780, BRALA03779, BRALA03666
OG0000773	AENJA_13641	BRALA22192
OG0000774	AENJA_01594	BRALA01367
OG0000774	AENJA_06861	BRALA12795
OG0000776	AENJA_04150	BRALA29299
OG0000776	AENJA_16571	BRALA29300
OG0000777	AENJA_05898, AENJA_04500	BRALA06536
OG0000778	AENJA_05940	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259
OG0000779	AENJA_08422	BRALA01807
OG0000780	AENJA_22232	BRALA21364
OG0000780	AENJA_14707	BRALA00744
OG0000781	AENJA_20107	BRALA05140
OG0000782	AENJA_17040	BRALA18203
OG0000783	AENJA_21563	BRALA05327, BRALA21547, BRALA20580, BRALA07693, BRALA12297, BRALA21197, BRALA01926, BRALA32173, BRALA06677, BRALA01540, BRALA23271, BRALA10462, BRALA16786, BRALA11601, BRALA24574, BRALA30779, BRALA32529, BRALA00159, BRALA27843, BRALA01925, BRALA30778, BRALA18854, BRALA32528, BRALA16000, BRALA06287, BRALA14344, BRALA19146, BRALA26050, BRALA16001, BRALA26049, BRALA27740, BRALA34940
OG0000786	AENJA_06215	BRALA12027
OG0000787	AENJA_00390	BRALA03891
OG0000788	AENJA_19776	BRALA02413
OG0000788	AENJA_01187	BRALA32315
OG0000789	AENJA_24251, AENJA_26106, AENJA_23572, AENJA_23579, AENJA_11672, AENJA_24252, AENJA_26099, AENJA_04524	BRALA01664, BRALA11923, BRALA25951, BRALA01665
OG0000790	AENJA_05227, AENJA_22178, AENJA_20968	BRALA12652, BRALA25569, BRALA28594
OG0000791	AENJA_05472	BRALA14451
OG0000792	AENJA_06794	BRALA04034, BRALA04682
OG0000792	AENJA_22407	BRALA33683, BRALA32297
OG0000793	AENJA_10797	BRALA17595
OG0000794	AENJA_11312	BRALA27101, BRALA27102
OG0000795	AENJA_14885, AENJA_12941	BRALA22731
OG0000796	AENJA_11925	BRALA13626
OG0000798	AENJA_13993	BRALA22751
OG0000799	AENJA_16513	BRALA07756
OG0000802	AENJA_19187	BRALA01136, BRALA01137, BRALA01138
OG0000803	AENJA_21679	BRALA35038, BRALA35572, BRALA32962
OG0000807	AENJA_12809, AENJA_24068, AENJA_05948, AENJA_05947, AENJA_18573, AENJA_00468, AENJA_16953	BRALA17262, BRALA26360, BRALA05460
OG0000807	AENJA_05314	BRALA19832, BRALA18148, BRALA30632, BRALA26302, BRALA02258, BRALA16079, BRALA18149, BRALA27710, BRALA24602, BRALA33079
OG0000809	AENJA_02164	BRALA05348
OG0000810	AENJA_24609	BRALA00801
OG0000810	AENJA_02925	BRALA10599
OG0000812	AENJA_03473, AENJA_17185, AENJA_09109	BRALA12455
OG0000812	AENJA_20651, AENJA_14625, AENJA_14618, AENJA_17242	BRALA34233, BRALA02243, BRALA29914, BRALA34685, BRALA13930, BRALA29641, BRALA03892, BRALA27114, BRALA31846, BRALA29017, BRALA35871, BRALA26285, BRALA28307, BRALA03896, BRALA15535, BRALA35348
OG0000813	AENJA_03651, AENJA_14254	BRALA03660
OG0000813	AENJA_23135	BRALA03695
OG0000814	AENJA_25867	BRALA04143
OG0000815	AENJA_11030	BRALA11706
OG0000816	AENJA_21712	BRALA20882
OG0000816	AENJA_05704	BRALA03932
OG0000817	AENJA_07214	BRALA00540
OG0000817	AENJA_18385	BRALA03663
OG0000817	AENJA_14055	BRALA17018
OG0000818	AENJA_07677	BRALA13068
OG0000819	AENJA_23147	BRALA07697
OG0000819	AENJA_10746	BRALA14959
OG0000819	AENJA_24188	BRALA34137
OG0000822	AENJA_26562	BRALA08819, BRALA08822, BRALA08830
OG0000824	AENJA_00764	BRALA12514
OG0000825	AENJA_01783	BRALA13834, BRALA13833
OG0000826	AENJA_02455	BRALA19087
OG0000828	AENJA_05318	BRALA13294, BRALA17812
OG0000828	AENJA_21604	BRALA31135
OG0000828	AENJA_14692	BRALA34346
OG0000829	AENJA_07432	BRALA16337, BRALA16336
OG0000829	AENJA_18083	BRALA16335
OG0000830	AENJA_07868	BRALA01157, BRALA20794
OG0000830	AENJA_15149	BRALA06400, BRALA34995
OG0000831	AENJA_09091	BRALA05105
OG0000832	AENJA_09731, AENJA_09723	BRALA24388, BRALA08098, BRALA08100, BRALA04511, BRALA15197, BRALA18694
OG0000833	AENJA_13518	BRALA05134
OG0000834	AENJA_26552, AENJA_15508	BRALA06902
OG0000836	AENJA_24422	BRALA04434
OG0000836	AENJA_19604	BRALA01673, BRALA04302, BRALA08044, BRALA08045
OG0000841	AENJA_00152	BRALA03274
OG0000842	AENJA_00962	BRALA00081
OG0000845	AENJA_08427, AENJA_15398, AENJA_14681, AENJA_15397, AENJA_04163	BRALA12426
OG0000845	AENJA_11386	BRALA12338
OG0000846	AENJA_26559, AENJA_23518, AENJA_23519	BRALA08828
OG0000847	AENJA_19531	BRALA27576
OG0000847	AENJA_05909	BRALA19376
OG0000848	AENJA_06120	BRALA26804
OG0000849	AENJA_06598	BRALA35105
OG0000849	AENJA_17459	BRALA28673
OG0000850	AENJA_06947, AENJA_14500	BRALA22071, BRALA00654
OG0000850	AENJA_26527	BRALA25841
OG0000851	AENJA_07613	BRALA11776
OG0000852	AENJA_20937	BRALA26844
OG0000852	AENJA_07998	BRALA03113
OG0000854	AENJA_12138	BRALA18605, BRALA04070, BRALA04062, BRALA05362, BRALA04082, BRALA04079, BRALA04080, BRALA04077, BRALA31873, BRALA04085, BRALA04078, BRALA04081, BRALA04086, BRALA32502, BRALA30946, BRALA02693, BRALA04072, BRALA24084, BRALA32243, BRALA02692, BRALA02694, BRALA32242, BRALA18948
OG0000855	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521	BRALA11989
OG0000856	AENJA_15113	BRALA04525
OG0000857	AENJA_19063	BRALA08900
OG0000858	AENJA_19600	BRALA08811
OG0000860	AENJA_22939	BRALA18427
OG0000866	AENJA_00019	BRALA04845
OG0000867	AENJA_06630, AENJA_23208, AENJA_23219, AENJA_00664, AENJA_12616, AENJA_23217, AENJA_14316, AENJA_23216, AENJA_23213, AENJA_12617, AENJA_06629	BRALA24411, BRALA11145
OG0000868	AENJA_20580	BRALA19162
OG0000868	AENJA_01456	BRALA35115
OG0000869	AENJA_03586	BRALA33856
OG0000869	AENJA_21120	BRALA00814, BRALA00815
OG0000870	AENJA_04443	BRALA21180, BRALA21179
OG0000870	AENJA_12705	BRALA21177
OG0000871	AENJA_06473	BRALA16416
OG0000872	AENJA_06798	BRALA02222
OG0000873	AENJA_07645	BRALA17119
OG0000874	AENJA_07937	BRALA11822
OG0000874	AENJA_07996	BRALA03146
OG0000875	AENJA_08703	BRALA10301
OG0000875	AENJA_14919	BRALA09033
OG0000876	AENJA_08833	BRALA11284
OG0000877	AENJA_09093	BRALA03177, BRALA03178
OG0000878	AENJA_09436	BRALA02339, BRALA02338, BRALA02340
OG0000878	AENJA_13562	BRALA04723
OG0000879	AENJA_23882	BRALA05982
OG0000879	AENJA_14015	BRALA20286, BRALA33717, BRALA33372, BRALA20287
OG0000881	AENJA_19719	BRALA10038
OG0000881	AENJA_21849	BRALA27657
OG0000882	AENJA_23321	BRALA21924
OG0000887	AENJA_00163	BRALA10243
OG0000887	AENJA_21693	BRALA09188
OG0000888	AENJA_02929	BRALA15051
OG0000888	AENJA_02481	BRALA24377
OG0000889	AENJA_05911	BRALA07192
OG0000893	AENJA_16180	BRALA25869, BRALA17380, BRALA24437
OG0000894	AENJA_18194, AENJA_24655	BRALA16945
OG0000894	AENJA_16901	BRALA06371
OG0000896	AENJA_17963, AENJA_20857	BRALA17653
OG0000896	AENJA_26740	BRALA22494
OG0000897	AENJA_25522	BRALA28132
OG0000897	AENJA_19794, AENJA_19793	BRALA21067, BRALA20480, BRALA17997, BRALA21102
OG0000897	AENJA_18001	BRALA15321
OG0000898	AENJA_20658	BRALA12928, BRALA12925, BRALA12927, BRALA12926, BRALA02810, BRALA02808, BRALA02809, BRALA02811, BRALA20259, BRALA20261, BRALA08306, BRALA07124, BRALA08956, BRALA08957, BRALA09009, BRALA12898, BRALA17164, BRALA06037, BRALA00253, BRALA22439, BRALA06598, BRALA22391, BRALA22392, BRALA05142
OG0000903	AENJA_16167	BRALA21068
OG0000904	AENJA_02063	BRALA03360
OG0000905	AENJA_03454, AENJA_12044	BRALA02403
OG0000906	AENJA_05473	BRALA34042
OG0000906	AENJA_17075	BRALA25104
OG0000908	AENJA_06962, AENJA_10955	BRALA30545, BRALA13144
OG0000909	AENJA_07565	BRALA24516
OG0000910	AENJA_26790	BRALA32043
OG0000911	AENJA_08748	BRALA24856
OG0000912	AENJA_11633	BRALA21702
OG0000912	AENJA_09966	BRALA14998
OG0000913	AENJA_11700	BRALA19448
OG0000915	AENJA_20431	BRALA15366
OG0000921	AENJA_16626	BRALA09094
OG0000921	AENJA_00754	BRALA21805
OG0000923	AENJA_09851	BRALA04563
OG0000923	AENJA_01176, AENJA_01177	BRALA07148
OG0000924	AENJA_01733	BRALA18657
OG0000924	AENJA_17498	BRALA13147
