Orthogroup	AENJA_ok	CAEEL
OG0000412	AENJA_26231	CAEEL09909
OG0000412	AENJA_11362	CAEEL20650
OG0000413	AENJA_18235	CAEEL15525
OG0000413	AENJA_12102	CAEEL06206, CAEEL06205
OG0000419	AENJA_02942, AENJA_25245, AENJA_25372, AENJA_25244	CAEEL19090
OG0000424	AENJA_15205, AENJA_15202, AENJA_26752	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	AENJA_24235, AENJA_24238, AENJA_17525	CAEEL13865, CAEEL13864
OG0000426	AENJA_16516	CAEEL19943
OG0000426	AENJA_15654	CAEEL20473
OG0000427	AENJA_16219, AENJA_26175	CAEEL05100
OG0000429	AENJA_21410, AENJA_01381	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000430	AENJA_25178	CAEEL14592, CAEEL00514
OG0000431	AENJA_03019, AENJA_19097, AENJA_17426	CAEEL07320
OG0000432	AENJA_08549	CAEEL05840, CAEEL08239
OG0000433	AENJA_24860	CAEEL18122
OG0000433	AENJA_10323	CAEEL00915, CAEEL00914
OG0000435	AENJA_25030	CAEEL07610
OG0000436	AENJA_24307	CAEEL08451, CAEEL08483, CAEEL08086
OG0000441	AENJA_03374, AENJA_20191	CAEEL04949
OG0000442	AENJA_21364	CAEEL10760
OG0000443	AENJA_15885	CAEEL07750
OG0000444	AENJA_22469	CAEEL18555
OG0000446	AENJA_17227	CAEEL08845
OG0000446	AENJA_15743	CAEEL11745
OG0000447	AENJA_07978	CAEEL07754, CAEEL07753
OG0000449	AENJA_24406, AENJA_08516	CAEEL19368, CAEEL19369
OG0000450	AENJA_18743, AENJA_10311	CAEEL09221
OG0000456	AENJA_08005, AENJA_22512, AENJA_16637, AENJA_24362, AENJA_25638, AENJA_09375, AENJA_22513, AENJA_12549, AENJA_06840	CAEEL11325
OG0000461	AENJA_22982	CAEEL06628
OG0000461	AENJA_10288	CAEEL08066
OG0000463	AENJA_15755, AENJA_15574, AENJA_07031	CAEEL00961
OG0000467	AENJA_24285	CAEEL10426, CAEEL00823
OG0000468	AENJA_06943, AENJA_02883, AENJA_02878, AENJA_08672, AENJA_12636	CAEEL05744
OG0000469	AENJA_19006	CAEEL09645
OG0000470	AENJA_05899	CAEEL01892
OG0000470	AENJA_25964	CAEEL15886
OG0000472	AENJA_19704	CAEEL04041, CAEEL06168
OG0000474	AENJA_20251	CAEEL07643, CAEEL07642
OG0000476	AENJA_25489, AENJA_12956, AENJA_25847, AENJA_03795	CAEEL20693, CAEEL00887
OG0000476	AENJA_24295, AENJA_10203	CAEEL13996, CAEEL04770
OG0000476	AENJA_21455, AENJA_20022, AENJA_00742	CAEEL11253, CAEEL00175
OG0000477	AENJA_02796	CAEEL19743
OG0000478	AENJA_24353	CAEEL11281
OG0000479	AENJA_09588	CAEEL02339
OG0000479	AENJA_20878	CAEEL09202
OG0000480	AENJA_10027, AENJA_23584, AENJA_25610, AENJA_14480, AENJA_23244	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	AENJA_16592	CAEEL09089, CAEEL09097
OG0000481	AENJA_22951	CAEEL07158
OG0000481	AENJA_11417	CAEEL11815
OG0000482	AENJA_18772	CAEEL12763
OG0000482	AENJA_18773	CAEEL16609
OG0000485	AENJA_01157, AENJA_13767	CAEEL19088, CAEEL15576
OG0000486	AENJA_24911, AENJA_01412	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	AENJA_02732	CAEEL16728, CAEEL12342
OG0000488	AENJA_10931	CAEEL05865, CAEEL05866
OG0000490	AENJA_13962	CAEEL00687, CAEEL19730
OG0000495	AENJA_11256	CAEEL07186
OG0000497	AENJA_14446	CAEEL11475, CAEEL02002
OG0000497	AENJA_20917	CAEEL19219
OG0000503	AENJA_26692	CAEEL18781, CAEEL18780
OG0000503	AENJA_02664	CAEEL01216
OG0000506	AENJA_21734	CAEEL18864
OG0000508	AENJA_05447	CAEEL07260
OG0000510	AENJA_13229, AENJA_13230	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000513	AENJA_22025, AENJA_22031	CAEEL00380
OG0000514	AENJA_24585	CAEEL07294, CAEEL18391
OG0000519	AENJA_13197, AENJA_00264	CAEEL01270
OG0000520	AENJA_19532, AENJA_00693	CAEEL07490
OG0000521	AENJA_05432, AENJA_18426	CAEEL11532
OG0000521	AENJA_00888	CAEEL14050
OG0000523	AENJA_23211	CAEEL07536, CAEEL13092
OG0000524	AENJA_03124	CAEEL17529
OG0000525	AENJA_05189	CAEEL19149
OG0000525	AENJA_24865	CAEEL19113
OG0000528	AENJA_23565	CAEEL17966
OG0000530	AENJA_14711	CAEEL05713, CAEEL05714
OG0000532	AENJA_06922	CAEEL05864, CAEEL10521, CAEEL00080, CAEEL20665, CAEEL04618
OG0000534	AENJA_07190	CAEEL06960
OG0000535	AENJA_12925	CAEEL18521
OG0000537	AENJA_17430	CAEEL08509
OG0000538	AENJA_23758	CAEEL07439
OG0000542	AENJA_00918, AENJA_03212	CAEEL09055
OG0000542	AENJA_09124	CAEEL15478
OG0000545	AENJA_10948	CAEEL15746
OG0000545	AENJA_15907	CAEEL14386
OG0000548	AENJA_14730, AENJA_19997	CAEEL10591, CAEEL10590
OG0000549	AENJA_17344, AENJA_17342	CAEEL05133, CAEEL12072
OG0000549	AENJA_17318, AENJA_21943	CAEEL18719, CAEEL18720
OG0000550	AENJA_25194	CAEEL11841
OG0000551	AENJA_25358	CAEEL05226
OG0000560	AENJA_26784, AENJA_05002, AENJA_05259, AENJA_05258, AENJA_11328, AENJA_13330, AENJA_03885, AENJA_09501, AENJA_00484, AENJA_09500, AENJA_00930, AENJA_00927, AENJA_04993	CAEEL00689
OG0000561	AENJA_18412	CAEEL16454
OG0000562	AENJA_25856	CAEEL12354
OG0000563	AENJA_03438	CAEEL07864
OG0000566	AENJA_14810, AENJA_20531, AENJA_16653	CAEEL15091
OG0000569	AENJA_24688, AENJA_22569, AENJA_16744, AENJA_00319	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675
OG0000572	AENJA_05866	CAEEL13663
OG0000572	AENJA_02750	CAEEL04776
OG0000573	AENJA_05835	CAEEL05940
OG0000573	AENJA_03220	CAEEL01355
OG0000574	AENJA_03681, AENJA_21909	CAEEL19269
OG0000574	AENJA_24754	CAEEL18789, CAEEL19638, CAEEL19639
OG0000575	AENJA_04710	CAEEL12522
OG0000576	AENJA_05569	CAEEL06802
OG0000578	AENJA_09428	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	AENJA_18819, AENJA_12593, AENJA_20737, AENJA_22778	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	AENJA_13580	CAEEL19061
OG0000580	AENJA_19255	CAEEL06306
OG0000581	AENJA_15347	CAEEL15703
OG0000581	AENJA_15345, AENJA_15344	CAEEL14055, CAEEL14054
OG0000582	AENJA_17591	CAEEL19553, CAEEL19552
OG0000583	AENJA_17607	CAEEL01762, CAEEL01763
OG0000584	AENJA_20506, AENJA_20503, AENJA_24610	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443
OG0000586	AENJA_25809	CAEEL05852
OG0000588	AENJA_02286, AENJA_21633	CAEEL05897
OG0000589	AENJA_05016	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	AENJA_19774	CAEEL01780
OG0000591	AENJA_25061	CAEEL19878
OG0000591	AENJA_08335, AENJA_08330, AENJA_08329	CAEEL18367
OG0000592	AENJA_12392	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000592	AENJA_13611	CAEEL18530, CAEEL04398
OG0000593	AENJA_21036, AENJA_17174	CAEEL02027
OG0000594	AENJA_15216, AENJA_13904	CAEEL11331
OG0000597	AENJA_10748	CAEEL08741
OG0000602	AENJA_17434, AENJA_11021	CAEEL20599
OG0000603	AENJA_20949	CAEEL15474
OG0000604	AENJA_26538	CAEEL14390
OG0000608	AENJA_01735	CAEEL06882
OG0000609	AENJA_03157	CAEEL11904
OG0000611	AENJA_15613	CAEEL08225
OG0000611	AENJA_13627	CAEEL09831
OG0000612	AENJA_06346	CAEEL07651
OG0000614	AENJA_17421	CAEEL16724
OG0000615	AENJA_18501, AENJA_11134	CAEEL19705
OG0000617	AENJA_19025	CAEEL12168
OG0000618	AENJA_11959	CAEEL00836
OG0000619	AENJA_15723	CAEEL02635
OG0000623	AENJA_02871	CAEEL16178, CAEEL06411
OG0000623	AENJA_17960	CAEEL16276
OG0000624	AENJA_13893, AENJA_06380, AENJA_22597	CAEEL08547
OG0000625	AENJA_23811	CAEEL18539
OG0000626	AENJA_12652	CAEEL19740
OG0000627	AENJA_13466	CAEEL01126
OG0000636	AENJA_07463	CAEEL19659
OG0000637	AENJA_11572, AENJA_16161, AENJA_07771	CAEEL18181
OG0000639	AENJA_10965	CAEEL00195
OG0000639	AENJA_22126	CAEEL00077
OG0000645	AENJA_00673	CAEEL14093
OG0000645	AENJA_22405	CAEEL02916
OG0000646	AENJA_01294, AENJA_21315	CAEEL06213, CAEEL06212
OG0000647	AENJA_07172, AENJA_01826	CAEEL14095, CAEEL17996
OG0000648	AENJA_04823	CAEEL05737
OG0000649	AENJA_11680, AENJA_09384, AENJA_14703	CAEEL08770
OG0000651	AENJA_15937	CAEEL08479
OG0000652	AENJA_18507, AENJA_18509	CAEEL09392, CAEEL09393
OG0000653	AENJA_23630	CAEEL20136
OG0000654	AENJA_23986	CAEEL00509
OG0000656	AENJA_01575	CAEEL17700
OG0000657	AENJA_06847, AENJA_01439, AENJA_14948, AENJA_01442	CAEEL01693
OG0000660	AENJA_07533, AENJA_06621	CAEEL01886
OG0000662	AENJA_08142, AENJA_09173	CAEEL07265
OG0000662	AENJA_21495	CAEEL20546
OG0000663	AENJA_26290, AENJA_19588, AENJA_10413	CAEEL07269
OG0000664	AENJA_14841	CAEEL10897, CAEEL10896
OG0000664	AENJA_15036	CAEEL00118, CAEEL00117
OG0000665	AENJA_18167	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000666	AENJA_19016	CAEEL11143
OG0000670	AENJA_07203	CAEEL01804, CAEEL20294
OG0000671	AENJA_01967, AENJA_09440	CAEEL20492, CAEEL02522
OG0000672	AENJA_11032	CAEEL07948, CAEEL07943
OG0000672	AENJA_02173	CAEEL00089, CAEEL00988
OG0000674	AENJA_03705	CAEEL01995
OG0000676	AENJA_15570	CAEEL18677, CAEEL18678
OG0000678	AENJA_05842	CAEEL19275
OG0000680	AENJA_08373	CAEEL01896
OG0000681	AENJA_12150	CAEEL06701, CAEEL06700
OG0000682	AENJA_14433	CAEEL18765
OG0000683	AENJA_18458	CAEEL18608
OG0000683	AENJA_20329	CAEEL02948, CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944
OG0000684	AENJA_20633	CAEEL11185
OG0000690	AENJA_04544	CAEEL02355, CAEEL16430
OG0000691	AENJA_08029	CAEEL17188
OG0000692	AENJA_13840	CAEEL05111, CAEEL03292
OG0000692	AENJA_02403	CAEEL01603
OG0000693	AENJA_01709	CAEEL03253, CAEEL03254
OG0000694	AENJA_02666, AENJA_15805	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	AENJA_10033, AENJA_06971	CAEEL19612
OG0000697	AENJA_07893, AENJA_21762	CAEEL10883
OG0000700	AENJA_14030	CAEEL12398
OG0000702	AENJA_23407	CAEEL01313
OG0000703	AENJA_26449	CAEEL12761, CAEEL18049, CAEEL09236, CAEEL06037
OG0000708	AENJA_10491	CAEEL04786, CAEEL04785
OG0000708	AENJA_04787	CAEEL12722
OG0000709	AENJA_11142, AENJA_19288, AENJA_01143	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767
OG0000710	AENJA_01828	CAEEL20648, CAEEL19117, CAEEL19785
OG0000711	AENJA_12494	CAEEL04946
OG0000711	AENJA_02057	CAEEL03027
OG0000712	AENJA_04728	CAEEL07921
OG0000713	AENJA_08677, AENJA_06149, AENJA_06146	CAEEL15727
OG0000715	AENJA_15913	CAEEL07310, CAEEL07309
OG0000717	AENJA_19227	CAEEL20044, CAEEL07958
OG0000718	AENJA_24056, AENJA_24052, AENJA_21088	CAEEL16052
OG0000720	AENJA_14612	CAEEL02341
OG0000721	AENJA_16007	CAEEL07780
OG0000722	AENJA_02846	CAEEL16439
OG0000724	AENJA_08671	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753
OG0000726	AENJA_14697	CAEEL08988, CAEEL08987
OG0000730	AENJA_08838	CAEEL06720
OG0000730	AENJA_04711	CAEEL06574
OG0000731	AENJA_07204	CAEEL18982
OG0000732	AENJA_23886	CAEEL02711
OG0000732	AENJA_07798, AENJA_12389	CAEEL11771
OG0000733	AENJA_07801	CAEEL17006
OG0000734	AENJA_10770	CAEEL18835
OG0000735	AENJA_15834	CAEEL14834, CAEEL14835
OG0000736	AENJA_25876	CAEEL09174
OG0000740	AENJA_11591	CAEEL18076
OG0000740	AENJA_08856	CAEEL18356
OG0000742	AENJA_01899, AENJA_06055	CAEEL01786
OG0000744	AENJA_07063, AENJA_07064	CAEEL01254
OG0000745	AENJA_25526	CAEEL12683, CAEEL06489
OG0000747	AENJA_11144, AENJA_11146, AENJA_17531	CAEEL02279
OG0000749	AENJA_18432	CAEEL11624, CAEEL14107
OG0000751	AENJA_22604	CAEEL09020
OG0000752	AENJA_00591	CAEEL04370
OG0000753	AENJA_01120, AENJA_10740, AENJA_09401	CAEEL17415
OG0000755	AENJA_02216	CAEEL01302
OG0000757	AENJA_15686	CAEEL20030
OG0000757	AENJA_08837	CAEEL00176
OG0000759	AENJA_12039	CAEEL20475, CAEEL16710
OG0000760	AENJA_12920	CAEEL09851
OG0000761	AENJA_13286	CAEEL19698
OG0000762	AENJA_17187	CAEEL02671
OG0000763	AENJA_17341	CAEEL01521, CAEEL01520, CAEEL01519
OG0000765	AENJA_22260	CAEEL08924, CAEEL20292
OG0000765	AENJA_22263	CAEEL19163
OG0000766	AENJA_22560	CAEEL01660
OG0000767	AENJA_23872	CAEEL15327, CAEEL15326
OG0000774	AENJA_01594	CAEEL03062
OG0000774	AENJA_14294	CAEEL08377
OG0000774	AENJA_06861	CAEEL12020, CAEEL14163, CAEEL12021
OG0000775	AENJA_10969, AENJA_02685	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550
OG0000775	AENJA_06104	CAEEL09740
OG0000776	AENJA_14162, AENJA_14158, AENJA_04150, AENJA_16571	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206
OG0000777	AENJA_05898, AENJA_04500	CAEEL19291
OG0000778	AENJA_05941, AENJA_05940	CAEEL04054
OG0000780	AENJA_22246, AENJA_22232	CAEEL00305
OG0000780	AENJA_14707	CAEEL01193
OG0000782	AENJA_17040	CAEEL01741
OG0000783	AENJA_21563	CAEEL08524
OG0000786	AENJA_00262	CAEEL06097
OG0000787	AENJA_00390	CAEEL10362
OG0000788	AENJA_19776	CAEEL04328, CAEEL04329, CAEEL04327
OG0000788	AENJA_01187	CAEEL01175
OG0000791	AENJA_05472	CAEEL09121
OG0000792	AENJA_22407	CAEEL06858, CAEEL06859
OG0000793	AENJA_10797	CAEEL00246
OG0000794	AENJA_11312	CAEEL14272, CAEEL13170
OG0000796	AENJA_11925	CAEEL18138
OG0000797	AENJA_12225	CAEEL11404
OG0000798	AENJA_13993	CAEEL08562, CAEEL08561
OG0000800	AENJA_25972, AENJA_17652	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396
OG0000801	AENJA_25017, AENJA_26418, AENJA_18704	CAEEL00950
OG0000803	AENJA_21679	CAEEL18447
OG0000809	AENJA_02164	CAEEL06250
OG0000810	AENJA_24609	CAEEL00977
OG0000813	AENJA_23135	CAEEL10975, CAEEL10973, CAEEL01084
OG0000814	AENJA_03765, AENJA_17687, AENJA_08768, AENJA_09662	CAEEL11834, CAEEL05113
OG0000817	AENJA_07214, AENJA_18385	CAEEL08608
OG0000817	AENJA_14055	CAEEL09272
OG0000818	AENJA_07677	CAEEL08212
OG0000819	AENJA_10746	CAEEL09262
OG0000826	AENJA_02454, AENJA_02453, AENJA_09226, AENJA_02455	CAEEL04414
OG0000828	AENJA_21604, AENJA_14692	CAEEL14806
OG0000833	AENJA_13518	CAEEL05439
OG0000834	AENJA_26552	CAEEL00925
OG0000834	AENJA_15508	CAEEL00924
OG0000836	AENJA_19604	CAEEL01665
OG0000837	AENJA_25179	CAEEL19270, CAEEL07955
OG0000842	AENJA_00962	CAEEL11884
OG0000844	AENJA_02377	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848
OG0000847	AENJA_05909	CAEEL07299
OG0000848	AENJA_26421	CAEEL08378
OG0000849	AENJA_06598, AENJA_17459	CAEEL04333
OG0000850	AENJA_06947, AENJA_14500, AENJA_26527	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935
OG0000851	AENJA_07613	CAEEL08745
OG0000852	AENJA_20937, AENJA_07998	CAEEL08255
OG0000854	AENJA_12138	CAEEL01395, CAEEL03021
OG0000856	AENJA_15113	CAEEL00189, CAEEL08452, CAEEL13523
OG0000857	AENJA_19063	CAEEL04547
OG0000860	AENJA_22939	CAEEL09321, CAEEL18240
OG0000867	AENJA_06630, AENJA_23208, AENJA_23219, AENJA_00664, AENJA_12616, AENJA_23217	CAEEL18894, CAEEL20247
OG0000869	AENJA_03586	CAEEL04762
OG0000869	AENJA_21120	CAEEL04725
OG0000870	AENJA_04443, AENJA_12705	CAEEL05330
OG0000871	AENJA_06473	CAEEL00781, CAEEL13789
OG0000874	AENJA_07937	CAEEL03105
OG0000875	AENJA_08703, AENJA_14919	CAEEL08184, CAEEL12416
OG0000876	AENJA_08833	CAEEL00773, CAEEL00774
OG0000877	AENJA_09093	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717
OG0000879	AENJA_14015	CAEEL07550
OG0000888	AENJA_02929	CAEEL00418
OG0000889	AENJA_05911	CAEEL07245
OG0000893	AENJA_16180	CAEEL05208
OG0000894	AENJA_16901	CAEEL20455
OG0000896	AENJA_17963, AENJA_20857	CAEEL17889
OG0000899	AENJA_23421	CAEEL06745
OG0000904	AENJA_02063	CAEEL10501
OG0000905	AENJA_03454, AENJA_12044	CAEEL09890
OG0000907	AENJA_06223	CAEEL04446, CAEEL04445
OG0000908	AENJA_26233	CAEEL09910
OG0000909	AENJA_07565	CAEEL00966
OG0000912	AENJA_11633	CAEEL19084
OG0000913	AENJA_11700	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435
OG0000914	AENJA_16081	CAEEL08534, CAEEL08535
OG0000915	AENJA_20431	CAEEL11744
OG0000921	AENJA_00754	CAEEL05986
OG0000923	AENJA_09851	CAEEL01410
OG0000923	AENJA_01176	CAEEL00580
OG0000925	AENJA_14502	CAEEL01239, CAEEL01153, CAEEL00968, CAEEL00439, CAEEL07058
OG0000927	AENJA_05801	CAEEL20274
OG0000928	AENJA_06210	CAEEL00085
OG0000929	AENJA_06536, AENJA_18717, AENJA_24686	CAEEL02357
OG0000931	AENJA_08166	CAEEL20467
OG0000932	AENJA_10313	CAEEL07026, CAEEL07025
OG0000933	AENJA_12056, AENJA_25029	CAEEL13637
OG0000934	AENJA_23792	CAEEL20095, CAEEL02005
OG0000934	AENJA_12733	CAEEL18567
OG0000935	AENJA_14023	CAEEL10988, CAEEL18743
OG0000937	AENJA_19941	CAEEL03545, CAEEL08180, CAEEL18220, CAEEL02758
OG0000944	AENJA_00580	CAEEL08647, CAEEL08646
OG0000945	AENJA_21590	CAEEL00537
OG0000946	AENJA_01969	CAEEL05453
OG0000946	AENJA_09824, AENJA_13564	CAEEL04496, CAEEL05312, CAEEL10974
OG0000947	AENJA_22086, AENJA_02339	CAEEL07660
OG0000949	AENJA_04000	CAEEL02872, CAEEL06438
OG0000951	AENJA_21157	CAEEL00056
OG0000954	AENJA_24386, AENJA_08232	CAEEL05990
OG0000955	AENJA_09334, AENJA_19306	CAEEL05680, CAEEL05073
OG0000955	AENJA_22675	CAEEL01495
OG0000957	AENJA_17036	CAEEL00119
OG0000963	AENJA_01165	CAEEL02132
OG0000963	AENJA_06323	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906
OG0000965	AENJA_05586, AENJA_05584	CAEEL09524
OG0000965	AENJA_02282	CAEEL02685
OG0000967	AENJA_02972, AENJA_22529	CAEEL09409
OG0000969	AENJA_03216	CAEEL17140, CAEEL19686
OG0000970	AENJA_03395	CAEEL12249
OG0000974	AENJA_05735, AENJA_05736	CAEEL05136, CAEEL05137
OG0000976	AENJA_07785, AENJA_07786, AENJA_07780, AENJA_07163	CAEEL12118
OG0000977	AENJA_08030, AENJA_16263, AENJA_11682	CAEEL07521
OG0000978	AENJA_08414	CAEEL10436, CAEEL10678, CAEEL04915
OG0000979	AENJA_08501	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649
OG0000982	AENJA_09037	CAEEL00871
OG0000985	AENJA_14891	CAEEL11989
OG0000987	AENJA_23574	CAEEL18448
OG0000988	AENJA_25125	CAEEL12259, CAEEL12260, CAEEL05294
OG0000992	AENJA_01350	CAEEL04373
OG0000994	AENJA_20560	CAEEL01877
OG0000994	AENJA_02296	CAEEL05339, CAEEL08529
OG0000995	AENJA_04072, AENJA_08863	CAEEL01961
OG0000997	AENJA_06940, AENJA_16738	CAEEL06202
OG0000998	AENJA_06143	CAEEL11817
OG0000999	AENJA_06760, AENJA_09403, AENJA_26585, AENJA_10712	CAEEL12779, CAEEL06159
OG0001001	AENJA_07866	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403
OG0001002	AENJA_11066	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732
OG0001002	AENJA_21965	CAEEL18911
OG0001004	AENJA_16016	CAEEL04943
OG0001005	AENJA_17128	CAEEL01384
OG0001006	AENJA_21663	CAEEL08218, CAEEL00364, CAEEL10732
OG0001009	AENJA_24783	CAEEL20001
OG0001015	AENJA_05530	CAEEL16067
OG0001016	AENJA_26608	CAEEL09313
OG0001016	AENJA_01521, AENJA_14403, AENJA_15956	CAEEL08789, CAEEL11986
OG0001018	AENJA_02393	CAEEL00183
OG0001018	AENJA_12182	CAEEL07047
OG0001022	AENJA_03120	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	AENJA_03151	CAEEL05078
OG0001024	AENJA_11445	CAEEL11623
OG0001026	AENJA_16704	CAEEL04538
OG0001029	AENJA_24200	CAEEL01262
OG0001030	AENJA_12462	CAEEL11812
OG0001031	AENJA_12602	CAEEL12448
OG0001032	AENJA_13410	CAEEL20070, CAEEL15717
OG0001034	AENJA_14415	CAEEL07054, CAEEL07055
OG0001036	AENJA_19830	CAEEL18611
OG0001037	AENJA_20909	CAEEL18600
OG0001038	AENJA_24181	CAEEL20450
OG0001039	AENJA_24765	CAEEL10624
OG0001042	AENJA_00375	CAEEL09943
OG0001044	AENJA_13241, AENJA_00477	CAEEL20285
OG0001046	AENJA_01047	CAEEL19183
OG0001049	AENJA_02746	CAEEL05889
OG0001050	AENJA_03323	CAEEL14076, CAEEL15706
OG0001052	AENJA_03703	CAEEL10987
OG0001053	AENJA_05825	CAEEL07572
OG0001053	AENJA_03704	CAEEL09742
OG0001054	AENJA_04203	CAEEL05567
OG0001058	AENJA_07821	CAEEL19015
OG0001059	AENJA_08095	CAEEL00192
OG0001062	AENJA_10657	CAEEL08101
OG0001063	AENJA_15475	CAEEL15713, CAEEL15714
OG0001063	AENJA_15321, AENJA_15322	CAEEL08167
OG0001065	AENJA_26769	CAEEL00960, CAEEL15059
OG0001066	AENJA_19790	CAEEL12576
OG0001072	AENJA_00305, AENJA_03396	CAEEL08406
OG0001075	AENJA_00807	CAEEL11648, CAEEL18873
OG0001076	AENJA_01569	CAEEL07541
OG0001077	AENJA_02550	CAEEL18659
OG0001078	AENJA_10264	CAEEL19295
OG0001079	AENJA_03947	CAEEL10503
OG0001080	AENJA_04073	CAEEL08359
OG0001082	AENJA_06872, AENJA_21482	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	AENJA_07171	CAEEL06682
OG0001084	AENJA_07749	CAEEL01831
OG0001085	AENJA_09145, AENJA_21401	CAEEL09995, CAEEL09996
OG0001091	AENJA_17138	CAEEL07358
OG0001092	AENJA_18221	CAEEL07387
OG0001093	AENJA_19251	CAEEL00638
OG0001094	AENJA_23025	CAEEL13053, CAEEL13054
OG0001095	AENJA_25247	CAEEL07595
OG0001101	AENJA_00373	CAEEL11585
OG0001102	AENJA_00718, AENJA_03278, AENJA_21711	CAEEL08853
OG0001103	AENJA_01387	CAEEL18815
OG0001104	AENJA_02199	CAEEL09176, CAEEL09177
OG0001104	AENJA_18229	CAEEL20081
OG0001107	AENJA_04030	CAEEL18427
OG0001108	AENJA_12290, AENJA_04372, AENJA_04373	CAEEL09307
OG0001109	AENJA_05558	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001111	AENJA_26838	CAEEL13201
OG0001111	AENJA_22201	CAEEL05876
OG0001111	AENJA_21728	CAEEL00313, CAEEL02097, CAEEL12177, CAEEL04319
OG0001112	AENJA_06304	CAEEL19902
OG0001113	AENJA_06313	CAEEL15158
OG0001113	AENJA_23050	CAEEL01128, CAEEL07385
OG0001114	AENJA_07133, AENJA_13675	CAEEL11582, CAEEL01758, CAEEL01759
OG0001115	AENJA_18602	CAEEL02607
OG0001116	AENJA_25869, AENJA_12085	CAEEL04351
OG0001117	AENJA_24744, AENJA_23285, AENJA_19626, AENJA_12822	CAEEL08762
OG0001118	AENJA_12960	CAEEL18824
OG0001122	AENJA_15150	CAEEL18238
OG0001124	AENJA_16308	CAEEL08814
OG0001126	AENJA_21731, AENJA_21732	CAEEL04859
OG0001130	AENJA_00712	CAEEL00952, CAEEL00232
OG0001130	AENJA_24701	CAEEL00767
OG0001131	AENJA_00720	CAEEL14208
OG0001132	AENJA_02927	CAEEL04290
OG0001133	AENJA_13174	CAEEL11641
OG0001133	AENJA_07797	CAEEL11294
OG0001137	AENJA_06755	CAEEL04790
OG0001138	AENJA_08339	CAEEL07800, CAEEL07799
OG0001139	AENJA_20595, AENJA_19443	CAEEL06928, CAEEL15457
OG0001140	AENJA_10711	CAEEL14389
OG0001141	AENJA_11192	CAEEL01107, CAEEL01106
OG0001142	AENJA_13577	CAEEL12657
OG0001143	AENJA_25253, AENJA_15506	CAEEL01013
OG0001155	AENJA_01168	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526
OG0001156	AENJA_01685	CAEEL20728
OG0001158	AENJA_02265, AENJA_16983	CAEEL00147
OG0001159	AENJA_02590	CAEEL07987, CAEEL18966
OG0001160	AENJA_03496, AENJA_15940	CAEEL16381, CAEEL20121
OG0001162	AENJA_09881, AENJA_03826	CAEEL18096
OG0001163	AENJA_23044, AENJA_20499, AENJA_04071, AENJA_23045	CAEEL11823, CAEEL14454, CAEEL17374
