Orthogroup	AENJA_ok	APOSC_ok
OG0000490	AENJA_13962	APOSC_08204
OG0000494	AENJA_16419	APOSC_11332, APOSC_16566
OG0000495	AENJA_11256	APOSC_18778
OG0000496	AENJA_13741	APOSC_13732, APOSC_13731
OG0000497	AENJA_14446	APOSC_11785
OG0000497	AENJA_20917	APOSC_24966
OG0000498	AENJA_19515	APOSC_08647
OG0000499	AENJA_19712	APOSC_13003
OG0000502	AENJA_14526, AENJA_14527	APOSC_13737
OG0000502	AENJA_24244	APOSC_19306
OG0000503	AENJA_26692	APOSC_20182, APOSC_01067, APOSC_11052
OG0000505	AENJA_11465	APOSC_03312, APOSC_13727, APOSC_13726
OG0000506	AENJA_21734	APOSC_08968, APOSC_08970
OG0000508	AENJA_05447	APOSC_05722
OG0000508	AENJA_18701	APOSC_10035, APOSC_10034, APOSC_01187
OG0000509	AENJA_10730, AENJA_17083	APOSC_20805, APOSC_04560, APOSC_05509, APOSC_00507
OG0000510	AENJA_13229, AENJA_13230	APOSC_08521
OG0000511	AENJA_16863, AENJA_16866, AENJA_25207	APOSC_04210
OG0000513	AENJA_22025, AENJA_22031	APOSC_21188
OG0000519	AENJA_13197	APOSC_08070, APOSC_07952, APOSC_07867, APOSC_26169, APOSC_12522
OG0000519	AENJA_00264	APOSC_03973
OG0000520	AENJA_19532	APOSC_12204
OG0000521	AENJA_05432, AENJA_18426	APOSC_15611
OG0000521	AENJA_00888	APOSC_09518
OG0000522	AENJA_04937	APOSC_19448
OG0000522	AENJA_01107	APOSC_02708, APOSC_02709
OG0000523	AENJA_23211	APOSC_17136, APOSC_11385
OG0000524	AENJA_03124	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187
OG0000525	AENJA_05189	APOSC_12074
OG0000525	AENJA_24865	APOSC_07308
OG0000526	AENJA_05234	APOSC_02116, APOSC_19965
OG0000526	AENJA_11511, AENJA_11510	APOSC_12282, APOSC_14973
OG0000528	AENJA_23565	APOSC_27896, APOSC_27895, APOSC_27894
OG0000528	AENJA_19659	APOSC_10006
OG0000530	AENJA_14711	APOSC_02543, APOSC_02542, APOSC_23277
OG0000532	AENJA_16819	APOSC_22447, APOSC_22554, APOSC_21968, APOSC_00030, APOSC_23439
OG0000532	AENJA_21969	APOSC_03161, APOSC_27092
OG0000532	AENJA_19889	APOSC_13775
OG0000533	AENJA_15827, AENJA_04858, AENJA_01734, AENJA_23272	APOSC_09993, APOSC_09995, APOSC_16249, APOSC_21983
OG0000534	AENJA_07190	APOSC_19109, APOSC_19108, APOSC_19110
OG0000535	AENJA_12925	APOSC_21669, APOSC_19864, APOSC_19863
OG0000535	AENJA_12992, AENJA_12990, AENJA_12989	APOSC_26268, APOSC_12179
OG0000536	AENJA_23026, AENJA_14903	APOSC_04844
OG0000537	AENJA_17430	APOSC_14690
OG0000538	AENJA_23758	APOSC_00020, APOSC_00021, APOSC_00019
OG0000541	AENJA_20086, AENJA_20087, AENJA_20085, AENJA_20084, AENJA_14808, AENJA_14291	APOSC_12217
OG0000542	AENJA_00918, AENJA_03212	APOSC_25376
OG0000543	AENJA_26484, AENJA_18041, AENJA_19756	APOSC_25818, APOSC_20674
OG0000543	AENJA_08698	APOSC_20212
OG0000544	AENJA_06261	APOSC_22312
OG0000544	AENJA_21071	APOSC_15455
OG0000545	AENJA_10948	APOSC_27316
OG0000545	AENJA_15907	APOSC_23063
OG0000546	AENJA_12533	APOSC_12517
OG0000547	AENJA_16833	APOSC_18803, APOSC_18802
OG0000548	AENJA_14730	APOSC_15990
OG0000548	AENJA_19997	APOSC_28441
OG0000549	AENJA_17344	APOSC_12322
OG0000549	AENJA_17342	APOSC_09908
OG0000549	AENJA_17318, AENJA_21943	APOSC_27494, APOSC_06706, APOSC_02592, APOSC_02591, APOSC_11384
OG0000550	AENJA_18271	APOSC_04523
OG0000550	AENJA_25194	APOSC_26613
OG0000551	AENJA_25358	APOSC_25334
OG0000552	AENJA_18702	APOSC_17802
OG0000552	AENJA_23603	APOSC_24689
OG0000553	AENJA_25732	APOSC_24201
OG0000554	AENJA_25501	APOSC_16563
OG0000560	AENJA_03885	APOSC_21581
OG0000560	AENJA_09501	APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686
OG0000560	AENJA_09500	APOSC_27748, APOSC_11056
OG0000560	AENJA_00930	APOSC_22346
OG0000561	AENJA_01455	APOSC_03200, APOSC_16141
OG0000561	AENJA_18412	APOSC_11810, APOSC_07680
OG0000562	AENJA_25856	APOSC_06195
OG0000562	AENJA_02716	APOSC_20626
OG0000563	AENJA_03438	APOSC_16157
OG0000564	AENJA_10935	APOSC_03259
OG0000564	AENJA_18770	APOSC_19514
OG0000565	AENJA_26555	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361
OG0000566	AENJA_14810	APOSC_11934, APOSC_11935
OG0000566	AENJA_20531, AENJA_16653	APOSC_15450
OG0000567	AENJA_23422	APOSC_14517
OG0000568	AENJA_10188	APOSC_07637, APOSC_07638
OG0000568	AENJA_14036, AENJA_24675	APOSC_14162
OG0000568	AENJA_07364, AENJA_22531, AENJA_09548, AENJA_23571, AENJA_07363, AENJA_19463	APOSC_02674
OG0000568	AENJA_00234, AENJA_14560, AENJA_16990	APOSC_04033, APOSC_04828
OG0000569	AENJA_24688, AENJA_22569, AENJA_16744	APOSC_19992, APOSC_19991
OG0000569	AENJA_00319	APOSC_15256
OG0000571	AENJA_00892	APOSC_17119
OG0000571	AENJA_17686	APOSC_01216
OG0000571	AENJA_01077	APOSC_14277
OG0000571	AENJA_08037	APOSC_05422
OG0000571	AENJA_13878	APOSC_12702
OG0000571	AENJA_15318	APOSC_07161
OG0000571	AENJA_03686, AENJA_14440	APOSC_02395
OG0000571	AENJA_04288	APOSC_13412
OG0000572	AENJA_05866	APOSC_00810
OG0000572	AENJA_02750	APOSC_09082
OG0000573	AENJA_05835	APOSC_00916
OG0000573	AENJA_03220	APOSC_06381
OG0000574	AENJA_03681, AENJA_21909	APOSC_08284
OG0000574	AENJA_24754	APOSC_25605
OG0000575	AENJA_04710	APOSC_04878, APOSC_04901, APOSC_04877
OG0000576	AENJA_05569	APOSC_14912, APOSC_14911
OG0000577	AENJA_08481	APOSC_05295, APOSC_10169, APOSC_05294, APOSC_21965, APOSC_21734, APOSC_15305, APOSC_01945, APOSC_01944
OG0000578	AENJA_09428	APOSC_19019
OG0000579	AENJA_22778	APOSC_16538
OG0000580	AENJA_13580	APOSC_27393
OG0000581	AENJA_15347	APOSC_25720
OG0000581	AENJA_15345	APOSC_28928
OG0000582	AENJA_17591	APOSC_19006
OG0000583	AENJA_17607	APOSC_07446, APOSC_07447
OG0000584	AENJA_20506, AENJA_20503, AENJA_24610	APOSC_13816, APOSC_28295, APOSC_10155, APOSC_26093, APOSC_26092
OG0000586	AENJA_25809	APOSC_22177, APOSC_09041, APOSC_22806
OG0000588	AENJA_02286	APOSC_14978
OG0000588	AENJA_21633	APOSC_23369
OG0000589	AENJA_05016	APOSC_07116, APOSC_07115
OG0000590	AENJA_19774	APOSC_14417
OG0000590	AENJA_07046	APOSC_05832
OG0000591	AENJA_25061	APOSC_29125, APOSC_25553
OG0000591	AENJA_08335, AENJA_08330	APOSC_18730
OG0000592	AENJA_12392	APOSC_07367
OG0000593	AENJA_21036	APOSC_19192
OG0000593	AENJA_17174	APOSC_02138
OG0000594	AENJA_13904	APOSC_27194
OG0000596	AENJA_17523	APOSC_15470
OG0000596	AENJA_05591	APOSC_15531, APOSC_16391, APOSC_18786
OG0000596	AENJA_04526, AENJA_00999, AENJA_06311, AENJA_06310, AENJA_00998, AENJA_00997	APOSC_07967
OG0000597	AENJA_10748	APOSC_09238
OG0000597	AENJA_01626	APOSC_11831
OG0000598	AENJA_10540	APOSC_08053, APOSC_20877, APOSC_20878, APOSC_15439, APOSC_00786
OG0000598	AENJA_11371, AENJA_26331, AENJA_03924, AENJA_20160	APOSC_28327, APOSC_10283, APOSC_07121, APOSC_07120, APOSC_23297
OG0000598	AENJA_23911	APOSC_22878, APOSC_08206
OG0000599	AENJA_05850	APOSC_02121
OG0000599	AENJA_16837, AENJA_16843, AENJA_16844, AENJA_16838	APOSC_04308
OG0000599	AENJA_17481	APOSC_15171
OG0000599	AENJA_25496	APOSC_27203
OG0000599	AENJA_21227, AENJA_21229, AENJA_17704, AENJA_17705, AENJA_08633	APOSC_00956
OG0000599	AENJA_17518	APOSC_29075
OG0000600	AENJA_07369	APOSC_25418, APOSC_09338
OG0000601	AENJA_07534	APOSC_28030, APOSC_28031
OG0000602	AENJA_17434	APOSC_07302
OG0000602	AENJA_11021	APOSC_16886
OG0000603	AENJA_20949	APOSC_11168
OG0000604	AENJA_26538	APOSC_28930, APOSC_08014, APOSC_08012
OG0000607	AENJA_06811	APOSC_06777, APOSC_06776, APOSC_06774, APOSC_06778, APOSC_06775
OG0000608	AENJA_01735	APOSC_28336, APOSC_00407
OG0000609	AENJA_03157	APOSC_15758
OG0000610	AENJA_25857	APOSC_23349, APOSC_23350
OG0000611	AENJA_15613	APOSC_10183
OG0000611	AENJA_13627	APOSC_21101
OG0000612	AENJA_06346	APOSC_01590
OG0000613	AENJA_08922	APOSC_03778
OG0000613	AENJA_20929	APOSC_26003
OG0000614	AENJA_10824	APOSC_01606, APOSC_01607
OG0000615	AENJA_18501, AENJA_11134	APOSC_25509, APOSC_25510, APOSC_25508
OG0000616	AENJA_11411	APOSC_12590, APOSC_12592, APOSC_12591
OG0000617	AENJA_11546	APOSC_07631
OG0000617	AENJA_19025	APOSC_04030
OG0000619	AENJA_15723	APOSC_06768
OG0000620	AENJA_23743	APOSC_21800, APOSC_17833, APOSC_04120, APOSC_17659, APOSC_12726, APOSC_20629
OG0000621	AENJA_16729	APOSC_25916
OG0000623	AENJA_02871	APOSC_11408, APOSC_11407
OG0000623	AENJA_17960	APOSC_25178, APOSC_25179, APOSC_28396
OG0000624	AENJA_13893	APOSC_27695
OG0000624	AENJA_06380, AENJA_22597	APOSC_23239, APOSC_12046
OG0000625	AENJA_07653	APOSC_08081, APOSC_09202, APOSC_09203, APOSC_09204
OG0000626	AENJA_12652	APOSC_04996, APOSC_04997
OG0000627	AENJA_13466	APOSC_21489
OG0000628	AENJA_25533	APOSC_24447
OG0000628	AENJA_13648	APOSC_27023, APOSC_27022
OG0000629	AENJA_26558	APOSC_17613
OG0000633	AENJA_05498	APOSC_15409
OG0000633	AENJA_18151	APOSC_13368
OG0000634	AENJA_04829	APOSC_11286, APOSC_19203
OG0000634	AENJA_15030, AENJA_04831, AENJA_11956, AENJA_02531, AENJA_15029	APOSC_15603, APOSC_28004, APOSC_28003, APOSC_15604, APOSC_15606, APOSC_12030, APOSC_15602, APOSC_15605, APOSC_05420
OG0000635	AENJA_16658	APOSC_15936, APOSC_06479, APOSC_28121
OG0000636	AENJA_07463	APOSC_09371
OG0000637	AENJA_07771	APOSC_04395
OG0000638	AENJA_10628, AENJA_09520	APOSC_28236, APOSC_03520, APOSC_16392, APOSC_23933, APOSC_00784
OG0000639	AENJA_10965	APOSC_28763
OG0000639	AENJA_22126	APOSC_01472
OG0000642	AENJA_02487	APOSC_28101, APOSC_19716
OG0000642	AENJA_00389, AENJA_26018	APOSC_19520, APOSC_21780, APOSC_15545
OG0000643	AENJA_10745	APOSC_16933
OG0000644	AENJA_00667	APOSC_10834
OG0000645	AENJA_00673	APOSC_03352
OG0000645	AENJA_22405	APOSC_00638, APOSC_09352
OG0000646	AENJA_01294, AENJA_21315	APOSC_25529
OG0000646	AENJA_07139	APOSC_19310
OG0000647	AENJA_07172, AENJA_01826	APOSC_09611
OG0000648	AENJA_04823	APOSC_03595, APOSC_17710, APOSC_17709
OG0000648	AENJA_04819	APOSC_08045
OG0000649	AENJA_11680	APOSC_02642
OG0000649	AENJA_14703	APOSC_23750, APOSC_19161
OG0000650	AENJA_10994	APOSC_03429
OG0000651	AENJA_15937	APOSC_26297
OG0000652	AENJA_18509	APOSC_19589, APOSC_04833, APOSC_19592
OG0000654	AENJA_23986	APOSC_25621
OG0000656	AENJA_17515	APOSC_07008
OG0000656	AENJA_11353, AENJA_01287	APOSC_07009
OG0000656	AENJA_02922	APOSC_28981
OG0000656	AENJA_22018, AENJA_23841, AENJA_14127	APOSC_18137
OG0000657	AENJA_06847	APOSC_07236
OG0000657	AENJA_01442	APOSC_28772, APOSC_17511, APOSC_28771
OG0000659	AENJA_04377, AENJA_21077	APOSC_00264
OG0000660	AENJA_07533, AENJA_06621	APOSC_25408
OG0000662	AENJA_08142	APOSC_10023
OG0000662	AENJA_09173	APOSC_20576
OG0000662	AENJA_21495	APOSC_08470, APOSC_08472
OG0000663	AENJA_26290, AENJA_19588, AENJA_10413	APOSC_03380
OG0000664	AENJA_14841	APOSC_19666
OG0000664	AENJA_15036	APOSC_04413
OG0000666	AENJA_19016	APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813
OG0000667	AENJA_23727	APOSC_10536
OG0000670	AENJA_07203	APOSC_25403, APOSC_25404
OG0000671	AENJA_01967	APOSC_09469
OG0000671	AENJA_09440	APOSC_15536, APOSC_24637
OG0000672	AENJA_11032	APOSC_13094
OG0000672	AENJA_02173	APOSC_05056
OG0000673	AENJA_11805, AENJA_15067	APOSC_06487
OG0000673	AENJA_10719, AENJA_09655, AENJA_10154	APOSC_17614, APOSC_08370, APOSC_17189
OG0000673	AENJA_23017, AENJA_02239, AENJA_15066, AENJA_04838, AENJA_07319	APOSC_17270
OG0000673	AENJA_18402, AENJA_17362, AENJA_03628	APOSC_06876
OG0000673	AENJA_15070	APOSC_26903, APOSC_26669, APOSC_07936, APOSC_21582, APOSC_10385
OG0000674	AENJA_03705	APOSC_02855, APOSC_02854
OG0000675	AENJA_15560	APOSC_16152, APOSC_17252
OG0000675	AENJA_09004	APOSC_23052, APOSC_13598, APOSC_13599, APOSC_20865, APOSC_20866, APOSC_20864, APOSC_10999, APOSC_09656, APOSC_09655
OG0000676	AENJA_15570	APOSC_12565
OG0000676	AENJA_04404	APOSC_24592
OG0000678	AENJA_05842	APOSC_17592, APOSC_03701
OG0000680	AENJA_14535	APOSC_16418
OG0000680	AENJA_08373	APOSC_19829
OG0000681	AENJA_12150	APOSC_08978
OG0000682	AENJA_14433	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468
OG0000683	AENJA_18458	APOSC_06085
OG0000683	AENJA_20329	APOSC_22743
OG0000684	AENJA_20633	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619
OG0000685	AENJA_25532	APOSC_25082, APOSC_25081, APOSC_11457, APOSC_25080, APOSC_11346
OG0000688	AENJA_08291, AENJA_20473, AENJA_22256, AENJA_15454, AENJA_06765, AENJA_19639, AENJA_07112, AENJA_00093	APOSC_24546
OG0000689	AENJA_00257, AENJA_05612	APOSC_26909
OG0000690	AENJA_04544	APOSC_12924
OG0000690	AENJA_00603	APOSC_28021
OG0000691	AENJA_08029	APOSC_06057
OG0000691	AENJA_00795	APOSC_01959
OG0000692	AENJA_13840	APOSC_26279
OG0000692	AENJA_02403	APOSC_09929
OG0000693	AENJA_01709	APOSC_14532, APOSC_14531
OG0000693	AENJA_03923	APOSC_27726
OG0000694	AENJA_02666, AENJA_15805	APOSC_21845
OG0000696	AENJA_12321	APOSC_00235
OG0000696	AENJA_10033	APOSC_09390
OG0000696	AENJA_06971	APOSC_19415
OG0000697	AENJA_07893, AENJA_21762	APOSC_04170
OG0000698	AENJA_10581	APOSC_22767
OG0000699	AENJA_12576	APOSC_18614, APOSC_12142
OG0000700	AENJA_14030	APOSC_07841, APOSC_16314
OG0000700	AENJA_23946	APOSC_09158
OG0000701	AENJA_18091	APOSC_29144
OG0000702	AENJA_23407	APOSC_28891, APOSC_28892
OG0000703	AENJA_26449	APOSC_08255
OG0000706	AENJA_16301, AENJA_02924, AENJA_00418	APOSC_01285
OG0000708	AENJA_10491	APOSC_22565
OG0000708	AENJA_00725	APOSC_22564
OG0000708	AENJA_04787	APOSC_04164
OG0000709	AENJA_01143	APOSC_01261
OG0000710	AENJA_02261	APOSC_13944, APOSC_13945
OG0000711	AENJA_12494	APOSC_16041
OG0000711	AENJA_02057	APOSC_24576
OG0000712	AENJA_04728	APOSC_01997
OG0000714	AENJA_10614	APOSC_11476
OG0000715	AENJA_15913	APOSC_24729
OG0000716	AENJA_17206	APOSC_15187, APOSC_15188, APOSC_05187
OG0000717	AENJA_19227	APOSC_08974, APOSC_08975
OG0000718	AENJA_24056, AENJA_24052, AENJA_21088	APOSC_06058
OG0000720	AENJA_14612	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908
OG0000720	AENJA_19624	APOSC_17643
OG0000721	AENJA_16007	APOSC_27562
OG0000721	AENJA_01615	APOSC_25361
OG0000722	AENJA_07772	APOSC_23981
OG0000722	AENJA_02846	APOSC_27863
OG0000724	AENJA_08671	APOSC_04422, APOSC_04423
OG0000725	AENJA_09106	APOSC_10898
OG0000726	AENJA_14697	APOSC_20907
OG0000730	AENJA_08838	APOSC_16492, APOSC_28131
OG0000730	AENJA_11200	APOSC_24312
OG0000730	AENJA_04711	APOSC_22249
OG0000731	AENJA_07204	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253
OG0000732	AENJA_23886	APOSC_01005
OG0000732	AENJA_07798	APOSC_22697
OG0000732	AENJA_12389	APOSC_22696
OG0000733	AENJA_07801	APOSC_15598
OG0000734	AENJA_10770	APOSC_27033
OG0000735	AENJA_15834	APOSC_08541, APOSC_08542
OG0000736	AENJA_24261	APOSC_24942, APOSC_27355
OG0000740	AENJA_11591	APOSC_20786
OG0000740	AENJA_00649	APOSC_14263
OG0000741	AENJA_17132	APOSC_05408
OG0000742	AENJA_23881	APOSC_21417
OG0000743	AENJA_02220, AENJA_13371	APOSC_09120, APOSC_09119
OG0000743	AENJA_13756, AENJA_04913	APOSC_12908
OG0000744	AENJA_07063, AENJA_07064	APOSC_21453, APOSC_21454, APOSC_22851
OG0000745	AENJA_16763	APOSC_07957, APOSC_07956, APOSC_27337, APOSC_27338
OG0000745	AENJA_16764	APOSC_10295
OG0000745	AENJA_19385	APOSC_02392
OG0000747	AENJA_11144, AENJA_11146, AENJA_17531	APOSC_10377
OG0000748	AENJA_15960	APOSC_01384, APOSC_01385
OG0000749	AENJA_18432	APOSC_09299, APOSC_09298
OG0000750	AENJA_26108	APOSC_27901
OG0000750	AENJA_20977	APOSC_14193
OG0000751	AENJA_22604	APOSC_10279
OG0000752	AENJA_00591	APOSC_11897
OG0000752	AENJA_26667	APOSC_20705
OG0000753	AENJA_01120	APOSC_17933
OG0000753	AENJA_10740	APOSC_23432
OG0000754	AENJA_22413, AENJA_09669, AENJA_19942, AENJA_20836, AENJA_08599, AENJA_19495, AENJA_09482, AENJA_17604, AENJA_07628, AENJA_02394, AENJA_12375, AENJA_16394, AENJA_07140, AENJA_19135, AENJA_07428, AENJA_22791, AENJA_05737, AENJA_02457, AENJA_05221, AENJA_14350, AENJA_10367, AENJA_22060, AENJA_24927, AENJA_10555	APOSC_10620
OG0000755	AENJA_02216	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838
OG0000756	AENJA_09068	APOSC_00440
OG0000757	AENJA_15686	APOSC_21066
OG0000757	AENJA_08837	APOSC_13824
OG0000758	AENJA_07914	APOSC_04627, APOSC_04628, APOSC_04626
OG0000759	AENJA_12039	APOSC_10203
OG0000760	AENJA_12914	APOSC_23163, APOSC_23162, APOSC_23164
OG0000761	AENJA_13286	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182
OG0000762	AENJA_17187	APOSC_27690
OG0000763	AENJA_17341	APOSC_11369
OG0000765	AENJA_22260	APOSC_08832
OG0000765	AENJA_22263	APOSC_08175, APOSC_25772, APOSC_04654
OG0000766	AENJA_22560	APOSC_02629, APOSC_02626, APOSC_02627
OG0000767	AENJA_23872	APOSC_19311, APOSC_22136, APOSC_22137
OG0000768	AENJA_24479	APOSC_11098, APOSC_11096, APOSC_11097
OG0000771	AENJA_26531	APOSC_22874, APOSC_29058, APOSC_13686
OG0000772	AENJA_24869, AENJA_00651	APOSC_24323
OG0000772	AENJA_10655	APOSC_04766
OG0000772	AENJA_10656	APOSC_17782
OG0000773	AENJA_10021, AENJA_10020	APOSC_21137
OG0000773	AENJA_13664	APOSC_11971
OG0000774	AENJA_01594	APOSC_18361
OG0000774	AENJA_14294	APOSC_14291
OG0000774	AENJA_06861	APOSC_14965
OG0000776	AENJA_14162, AENJA_14158	APOSC_14658, APOSC_04219, APOSC_04218
OG0000776	AENJA_04150	APOSC_26884, APOSC_23547, APOSC_14259
OG0000776	AENJA_16571	APOSC_25314, APOSC_15172
OG0000777	AENJA_04497	APOSC_00730
OG0000777	AENJA_05898, AENJA_04500	APOSC_16029, APOSC_06075
OG0000779	AENJA_08422	APOSC_15142
OG0000780	AENJA_22246	APOSC_06109, APOSC_07773
OG0000780	AENJA_22232	APOSC_00388
OG0000780	AENJA_14707	APOSC_21503
OG0000781	AENJA_15224	APOSC_24857
OG0000782	AENJA_17040	APOSC_02046, APOSC_02045
OG0000783	AENJA_21563	APOSC_09332, APOSC_27599
OG0000786	AENJA_06215	APOSC_12334
OG0000787	AENJA_00390	APOSC_24396
OG0000788	AENJA_19776	APOSC_18949
OG0000788	AENJA_01187	APOSC_21919, APOSC_21918
OG0000789	AENJA_26106, AENJA_23572, AENJA_23579, AENJA_11672, AENJA_24252, AENJA_26099	APOSC_20002, APOSC_24492
OG0000789	AENJA_04524	APOSC_28139, APOSC_14175, APOSC_23687, APOSC_15281, APOSC_26967
OG0000790	AENJA_05227, AENJA_22178, AENJA_20968	APOSC_17258
OG0000791	AENJA_05472	APOSC_26179, APOSC_26180
OG0000792	AENJA_06794	APOSC_14959
OG0000792	AENJA_22407	APOSC_04163
OG0000793	AENJA_10797	APOSC_28727
OG0000794	AENJA_11312	APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932
OG0000795	AENJA_14885, AENJA_12941	APOSC_03415
OG0000795	AENJA_11455, AENJA_13539, AENJA_18437	APOSC_09195
OG0000796	AENJA_11925	APOSC_17748
OG0000797	AENJA_12225	APOSC_05552, APOSC_02654
OG0000798	AENJA_13993	APOSC_20553
OG0000799	AENJA_16513	APOSC_20835
OG0000800	AENJA_17652	APOSC_27669
OG0000801	AENJA_25017	APOSC_13410, APOSC_22125
OG0000802	AENJA_19187	APOSC_16253
OG0000803	AENJA_21679	APOSC_18801, APOSC_00365
OG0000809	AENJA_02164	APOSC_01373, APOSC_01372
OG0000810	AENJA_24609	APOSC_15514
OG0000810	AENJA_24929, AENJA_02925	APOSC_02955, APOSC_02954, APOSC_02956
OG0000811	AENJA_02995, AENJA_03253, AENJA_03247, AENJA_22383, AENJA_03249, AENJA_03248, AENJA_07553, AENJA_03042	APOSC_00986
OG0000811	AENJA_04170	APOSC_10153
OG0000811	AENJA_16213	APOSC_10516
OG0000813	AENJA_03651, AENJA_14254	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680
OG0000813	AENJA_23135	APOSC_10674, APOSC_03337
OG0000814	AENJA_25867	APOSC_19527
OG0000815	AENJA_11775	APOSC_21255
OG0000815	AENJA_11030	APOSC_22617
OG0000815	AENJA_11031	APOSC_22055
OG0000815	AENJA_05553	APOSC_20294
OG0000816	AENJA_21712	APOSC_05809
OG0000816	AENJA_05704	APOSC_10643, APOSC_15680
OG0000817	AENJA_07214	APOSC_13738
OG0000817	AENJA_18385	APOSC_22901
OG0000817	AENJA_14055	APOSC_07767
OG0000818	AENJA_07677	APOSC_14407, APOSC_14408, APOSC_14409
OG0000819	AENJA_23147	APOSC_17700
OG0000819	AENJA_10746	APOSC_09083
OG0000819	AENJA_24188	APOSC_05516
OG0000820	AENJA_23750	APOSC_11841
OG0000822	AENJA_26562	APOSC_20678
OG0000824	AENJA_00764	APOSC_26516
OG0000825	AENJA_01783	APOSC_03303
OG0000826	AENJA_02455	APOSC_26704
OG0000827	AENJA_05092	APOSC_10934
OG0000827	AENJA_07505	APOSC_06325
OG0000828	AENJA_14692	APOSC_22977, APOSC_11571
OG0000829	AENJA_18083	APOSC_25803, APOSC_25804
OG0000830	AENJA_07868	APOSC_18116
OG0000830	AENJA_15146	APOSC_02444
OG0000830	AENJA_15149	APOSC_14730, APOSC_02445
OG0000831	AENJA_09091	APOSC_01145
OG0000832	AENJA_09731, AENJA_09723	APOSC_10469, APOSC_10470
OG0000833	AENJA_13518	APOSC_26082, APOSC_26081
OG0000834	AENJA_15508	APOSC_04739, APOSC_27269
OG0000835	AENJA_17324	APOSC_04775, APOSC_05126, APOSC_22110
OG0000835	AENJA_22772	APOSC_18417
OG0000836	AENJA_19604	APOSC_15778
OG0000836	AENJA_19607	APOSC_06642
OG0000837	AENJA_25179	APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308
OG0000841	AENJA_00152	APOSC_23985, APOSC_23987, APOSC_23986
OG0000842	AENJA_00962	APOSC_09796
OG0000843	AENJA_02747, AENJA_14271, AENJA_24948, AENJA_24949, AENJA_12199, AENJA_05702, AENJA_14424, AENJA_13496, AENJA_13501, AENJA_13502, AENJA_21264, AENJA_13497, AENJA_21262, AENJA_10445, AENJA_10446, AENJA_18645, AENJA_22372, AENJA_19051, AENJA_23616, AENJA_12680, AENJA_09531, AENJA_23613, AENJA_19343, AENJA_23612, AENJA_23615, AENJA_23614, AENJA_09523, AENJA_09530, AENJA_24947, AENJA_26256, AENJA_01640, AENJA_12679, AENJA_18642, AENJA_01644, AENJA_18638, AENJA_18639, AENJA_18641, AENJA_18640, AENJA_18643, AENJA_11148	APOSC_15224, APOSC_12714
OG0000844	AENJA_02377	APOSC_10362
OG0000845	AENJA_08427	APOSC_21723, APOSC_21724
OG0000845	AENJA_15398, AENJA_14681, AENJA_15397, AENJA_04163	APOSC_15428
OG0000845	AENJA_11386	APOSC_11449
OG0000846	AENJA_26559, AENJA_23518	APOSC_25695
OG0000846	AENJA_25187, AENJA_04744, AENJA_21051, AENJA_24758	APOSC_12791, APOSC_12790
OG0000847	AENJA_19531	APOSC_10143
OG0000847	AENJA_05909	APOSC_11562
OG0000848	AENJA_06120	APOSC_20382
OG0000848	AENJA_26421	APOSC_18151, APOSC_18150
OG0000849	AENJA_06598	APOSC_27634, APOSC_09266
OG0000849	AENJA_17459	APOSC_03689
OG0000850	AENJA_06947, AENJA_14500	APOSC_08264
OG0000850	AENJA_26527	APOSC_23927
OG0000851	AENJA_07613	APOSC_19702, APOSC_19703, APOSC_19701
OG0000852	AENJA_20937	APOSC_20285, APOSC_20286
OG0000852	AENJA_07998	APOSC_02824
OG0000853	AENJA_11433	APOSC_14872, APOSC_14873, APOSC_14871, APOSC_04190
OG0000855	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521	APOSC_08922, APOSC_08923, APOSC_26256
OG0000856	AENJA_15113	APOSC_22616
OG0000857	AENJA_19063	APOSC_24744
OG0000858	AENJA_19600	APOSC_23576
OG0000859	AENJA_20729	APOSC_20756, APOSC_20755, APOSC_20757
OG0000860	AENJA_22939	APOSC_17954
OG0000869	AENJA_03586	APOSC_14843
OG0000869	AENJA_21120	APOSC_18698
OG0000869	AENJA_23274	APOSC_10798
OG0000870	AENJA_12705	APOSC_06340
OG0000871	AENJA_15432	APOSC_16796
OG0000871	AENJA_15433	APOSC_20272, APOSC_28302, APOSC_27777
OG0000871	AENJA_06473	APOSC_14488
OG0000872	AENJA_06798	APOSC_01621, APOSC_01620
OG0000873	AENJA_07645	APOSC_27618
OG0000874	AENJA_07937	APOSC_24109
OG0000874	AENJA_07996	APOSC_09520
