Orthogroup	AENJA_ok	STRPU_ok
OG0000584	AENJA_20506, AENJA_20503, AENJA_24610	STRPU_19344, STRPU_19222
OG0000585	AENJA_25758	STRPU_22740, STRPU_01894
OG0000586	AENJA_25809	STRPU_11843
OG0000588	AENJA_02286	STRPU_00676, STRPU_18950
OG0000588	AENJA_21633	STRPU_17075
OG0000589	AENJA_05016	STRPU_13052
OG0000590	AENJA_19774	STRPU_25115
OG0000590	AENJA_07046	STRPU_25616
OG0000591	AENJA_25061	STRPU_08932
OG0000591	AENJA_08335, AENJA_08330	STRPU_06603
OG0000592	AENJA_12392	STRPU_16888
OG0000593	AENJA_21036	STRPU_09183, STRPU_02152
OG0000594	AENJA_15216	STRPU_26491
OG0000594	AENJA_13904	STRPU_23518
OG0000596	AENJA_17523	STRPU_00019
OG0000596	AENJA_01624	STRPU_25747, STRPU_05818
OG0000596	AENJA_05591	STRPU_05681, STRPU_05680, STRPU_03711, STRPU_05445, STRPU_05525
OG0000596	AENJA_04526, AENJA_00999, AENJA_06311, AENJA_06310, AENJA_00998, AENJA_00997	STRPU_05516
OG0000597	AENJA_10748	STRPU_14406
OG0000597	AENJA_01626	STRPU_22530
OG0000598	AENJA_11371, AENJA_26331, AENJA_03924, AENJA_20160	STRPU_26530
OG0000598	AENJA_23911	STRPU_26404, STRPU_26772
OG0000599	AENJA_16837, AENJA_16843, AENJA_16844, AENJA_16838	STRPU_17887
OG0000599	AENJA_17481	STRPU_26397
OG0000599	AENJA_17486	STRPU_26870
OG0000599	AENJA_21227, AENJA_21229, AENJA_17704, AENJA_17705, AENJA_08633	STRPU_26871
OG0000599	AENJA_17518	STRPU_01860, STRPU_03970
OG0000600	AENJA_07369	STRPU_18065, STRPU_18063
OG0000600	AENJA_09335	STRPU_00672, STRPU_18954
OG0000601	AENJA_07534	STRPU_16081, STRPU_16088, STRPU_16087
OG0000602	AENJA_17434	STRPU_06890, STRPU_06914
OG0000602	AENJA_11021	STRPU_06715
OG0000603	AENJA_20949	STRPU_00284, STRPU_21569
OG0000604	AENJA_24197	STRPU_20714
OG0000604	AENJA_26538	STRPU_20713
OG0000607	AENJA_01173	STRPU_01642, STRPU_11978
OG0000609	AENJA_03157	STRPU_24616
OG0000610	AENJA_25857	STRPU_27140, STRPU_27141
OG0000610	AENJA_20028	STRPU_19602
OG0000611	AENJA_15613	STRPU_05045, STRPU_05119
OG0000611	AENJA_13627	STRPU_26016
OG0000612	AENJA_06346	STRPU_09717, STRPU_09761
OG0000613	AENJA_08922	STRPU_24692, STRPU_24700
OG0000613	AENJA_20929	STRPU_26787
OG0000614	AENJA_10824	STRPU_25312
OG0000615	AENJA_18501, AENJA_11134	STRPU_06171
OG0000616	AENJA_11411	STRPU_03575, STRPU_03497
OG0000617	AENJA_11546	STRPU_22373
OG0000619	AENJA_15723	STRPU_06659
OG0000621	AENJA_16729	STRPU_21491, STRPU_21501
OG0000622	AENJA_14042, AENJA_14037, AENJA_14044, AENJA_12400, AENJA_06185, AENJA_22483, AENJA_16429, AENJA_22478, AENJA_15635, AENJA_24634, AENJA_09957, AENJA_04505, AENJA_00676, AENJA_00677	STRPU_17169, STRPU_04373
OG0000623	AENJA_02871	STRPU_07960, STRPU_07951
OG0000623	AENJA_17960	STRPU_00318
OG0000624	AENJA_13893	STRPU_14119, STRPU_13328
OG0000624	AENJA_06380, AENJA_22597	STRPU_26382
OG0000625	AENJA_23811	STRPU_03700
OG0000625	AENJA_07653	STRPU_03702
OG0000626	AENJA_12652	STRPU_24334
OG0000627	AENJA_13466	STRPU_03283, STRPU_03246
OG0000628	AENJA_25533	STRPU_17753
OG0000628	AENJA_13648	STRPU_07211
OG0000629	AENJA_26558	STRPU_11562
OG0000633	AENJA_05498	STRPU_21010
OG0000633	AENJA_21962, AENJA_21535	STRPU_15058
OG0000633	AENJA_18151	STRPU_25151, STRPU_25150
OG0000633	AENJA_01137	STRPU_18495, STRPU_11416
OG0000634	AENJA_04829	STRPU_00599
OG0000634	AENJA_15030, AENJA_04831, AENJA_11956, AENJA_02531, AENJA_15029	STRPU_04517, STRPU_05655, STRPU_05658, STRPU_05659, STRPU_00600, STRPU_24951, STRPU_24950
OG0000635	AENJA_16658	STRPU_17828
OG0000636	AENJA_07463	STRPU_09946
OG0000637	AENJA_16161	STRPU_20362
OG0000638	AENJA_10628, AENJA_09520	STRPU_17473, STRPU_17456, STRPU_16890, STRPU_23957, STRPU_17471, STRPU_17454, STRPU_17472, STRPU_17455, STRPU_23958, STRPU_23932, STRPU_14026, STRPU_17232
OG0000639	AENJA_10965	STRPU_27017
OG0000639	AENJA_22126	STRPU_25405
OG0000642	AENJA_02487	STRPU_04607, STRPU_04606
OG0000642	AENJA_00389, AENJA_26018	STRPU_04846
OG0000645	AENJA_00673	STRPU_25221
OG0000645	AENJA_22405	STRPU_22046
OG0000646	AENJA_01294, AENJA_21315	STRPU_11448
OG0000646	AENJA_07139	STRPU_25760
OG0000647	AENJA_07172	STRPU_09897
OG0000647	AENJA_01826	STRPU_06712
OG0000648	AENJA_04823	STRPU_00211
OG0000648	AENJA_04819	STRPU_25924
OG0000649	AENJA_11680	STRPU_02393, STRPU_13680, STRPU_13650, STRPU_02415
OG0000649	AENJA_09384	STRPU_00020
OG0000649	AENJA_14703	STRPU_13871, STRPU_13879
OG0000650	AENJA_10994	STRPU_24960
OG0000651	AENJA_15937	STRPU_22117
OG0000652	AENJA_18509	STRPU_21926
OG0000654	AENJA_23986	STRPU_25001
OG0000656	AENJA_11353, AENJA_01287	STRPU_09024, STRPU_22306, STRPU_23486
OG0000656	AENJA_04198	STRPU_14279
OG0000657	AENJA_06847	STRPU_17299, STRPU_17301
OG0000657	AENJA_01439	STRPU_22434
OG0000657	AENJA_14948	STRPU_00184, STRPU_17300
OG0000658	AENJA_24472	STRPU_18794
OG0000658	AENJA_05246, AENJA_14317, AENJA_14438, AENJA_16525, AENJA_16524, AENJA_24157, AENJA_09452, AENJA_02467, AENJA_16481, AENJA_08740, AENJA_21280	STRPU_00253, STRPU_00251, STRPU_13056, STRPU_13058, STRPU_25438, STRPU_13017, STRPU_13827, STRPU_15682, STRPU_12629, STRPU_03579, STRPU_15684, STRPU_13020, STRPU_17803, STRPU_13054, STRPU_12354, STRPU_12626, STRPU_15687, STRPU_15685, STRPU_13069, STRPU_13080, STRPU_13021, STRPU_03578, STRPU_15662, STRPU_15664, STRPU_12628
OG0000659	AENJA_04377, AENJA_21077	STRPU_00752, STRPU_20000, STRPU_23016
OG0000660	AENJA_07533, AENJA_06621	STRPU_02267, STRPU_17655
OG0000662	AENJA_08142	STRPU_09621
OG0000662	AENJA_09173	STRPU_09696, STRPU_09739
OG0000662	AENJA_21495	STRPU_08344
OG0000664	AENJA_14841	STRPU_23931
OG0000664	AENJA_15036	STRPU_24936
OG0000665	AENJA_18167	STRPU_26452
OG0000666	AENJA_19016	STRPU_22324
OG0000667	AENJA_23727	STRPU_26587, STRPU_26584, STRPU_26582, STRPU_26453, STRPU_26589, STRPU_27308
OG0000670	AENJA_07203	STRPU_06883
OG0000671	AENJA_01967	STRPU_24917
OG0000671	AENJA_09440	STRPU_24916
OG0000672	AENJA_11032	STRPU_06933
OG0000672	AENJA_02173	STRPU_20779
OG0000673	AENJA_11805, AENJA_15067	STRPU_23610, STRPU_18424
OG0000673	AENJA_20834	STRPU_23552
OG0000673	AENJA_18402, AENJA_17362, AENJA_03628	STRPU_22162, STRPU_02541
OG0000673	AENJA_15070	STRPU_02717
OG0000674	AENJA_03705	STRPU_26356
OG0000675	AENJA_15560	STRPU_10541, STRPU_04200, STRPU_04240
OG0000675	AENJA_09004	STRPU_06740
OG0000675	AENJA_04399	STRPU_16651
OG0000676	AENJA_15570	STRPU_24012
OG0000676	AENJA_04404	STRPU_06999
OG0000679	AENJA_07461	STRPU_26838
OG0000680	AENJA_14535	STRPU_08041
OG0000680	AENJA_08373	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476
OG0000681	AENJA_12150	STRPU_05744
OG0000682	AENJA_14433	STRPU_09978, STRPU_09955
OG0000683	AENJA_18458	STRPU_06350
OG0000683	AENJA_20329	STRPU_18850
OG0000684	AENJA_20633	STRPU_25416
OG0000685	AENJA_25532	STRPU_08752, STRPU_01415, STRPU_12322
OG0000689	AENJA_00257	STRPU_07940, STRPU_19567, STRPU_15739, STRPU_11347, STRPU_03589
OG0000689	AENJA_05612	STRPU_14957, STRPU_02908, STRPU_17465, STRPU_04655
OG0000690	AENJA_04544	STRPU_08035
OG0000690	AENJA_00603	STRPU_18294, STRPU_01161
OG0000691	AENJA_08029	STRPU_25430
OG0000691	AENJA_00795	STRPU_24302
OG0000692	AENJA_13840	STRPU_19316, STRPU_01823
OG0000692	AENJA_02403	STRPU_20690
OG0000692	AENJA_00938	STRPU_15312
OG0000693	AENJA_01709	STRPU_11407
OG0000693	AENJA_03923	STRPU_19430, STRPU_19438
OG0000694	AENJA_02666, AENJA_15805	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822
OG0000695	AENJA_05557	STRPU_11403
OG0000696	AENJA_12321	STRPU_24482
OG0000696	AENJA_10033	STRPU_21259
OG0000696	AENJA_06971	STRPU_10267, STRPU_23135
OG0000697	AENJA_07893, AENJA_21762	STRPU_22408
OG0000698	AENJA_10581	STRPU_21594
OG0000699	AENJA_20559	STRPU_06143, STRPU_06144
OG0000699	AENJA_12576	STRPU_06710
OG0000700	AENJA_14030	STRPU_16384, STRPU_16362
OG0000701	AENJA_18091	STRPU_09920, STRPU_09919
OG0000702	AENJA_23407	STRPU_23036, STRPU_00912
OG0000703	AENJA_26449	STRPU_04784
OG0000708	AENJA_10491	STRPU_18963, STRPU_18977
OG0000708	AENJA_04787	STRPU_00882, STRPU_23008
OG0000709	AENJA_11142, AENJA_19288	STRPU_20711
OG0000709	AENJA_01143	STRPU_21274, STRPU_21845
OG0000710	AENJA_02261	STRPU_25484
OG0000711	AENJA_12494	STRPU_00066, STRPU_12186
OG0000711	AENJA_02057	STRPU_11659
OG0000712	AENJA_04728	STRPU_05053, STRPU_05129
OG0000713	AENJA_08677	STRPU_00026
OG0000715	AENJA_15913	STRPU_13461
OG0000716	AENJA_17206	STRPU_17012
OG0000717	AENJA_19227	STRPU_19581
OG0000718	AENJA_24056, AENJA_24052, AENJA_21088	STRPU_04006, STRPU_04005
OG0000720	AENJA_14612	STRPU_22043
OG0000720	AENJA_19624	STRPU_22492, STRPU_22468
OG0000720	AENJA_01444	STRPU_22503, STRPU_22500, STRPU_22475, STRPU_22501
OG0000721	AENJA_16007	STRPU_14994, STRPU_14964
OG0000722	AENJA_07772	STRPU_21044
OG0000722	AENJA_02846	STRPU_20560
OG0000725	AENJA_09106	STRPU_12601
OG0000726	AENJA_14697	STRPU_13494
OG0000730	AENJA_08838	STRPU_13747, STRPU_01502
OG0000730	AENJA_11200	STRPU_18715
OG0000730	AENJA_04711	STRPU_18716
OG0000731	AENJA_07204	STRPU_06695
OG0000732	AENJA_23886	STRPU_06871
OG0000732	AENJA_07798	STRPU_18394
OG0000733	AENJA_07801	STRPU_21566
OG0000734	AENJA_10770	STRPU_20020
OG0000735	AENJA_15834	STRPU_24284
OG0000736	AENJA_24261	STRPU_21933, STRPU_07453, STRPU_07445
OG0000736	AENJA_25876	STRPU_22089
OG0000739	AENJA_25642, AENJA_00232	STRPU_24946
OG0000740	AENJA_11591	STRPU_13396, STRPU_13375
OG0000740	AENJA_00649	STRPU_04815
OG0000742	AENJA_23881	STRPU_06432
OG0000743	AENJA_13371	STRPU_08228
OG0000743	AENJA_13756, AENJA_04913	STRPU_08229
OG0000744	AENJA_07063, AENJA_07064	STRPU_25504, STRPU_25505, STRPU_25506
OG0000745	AENJA_16763	STRPU_20528
OG0000745	AENJA_16764	STRPU_20529
OG0000745	AENJA_19385	STRPU_19598
OG0000747	AENJA_11144, AENJA_11146, AENJA_17531	STRPU_01792, STRPU_18103
OG0000748	AENJA_15960	STRPU_22034
OG0000749	AENJA_18432	STRPU_21644, STRPU_21708
OG0000750	AENJA_26108	STRPU_21563
OG0000751	AENJA_22604	STRPU_13591, STRPU_01611
OG0000752	AENJA_00591	STRPU_17910
OG0000752	AENJA_26667	STRPU_19015
OG0000753	AENJA_01120	STRPU_23569
OG0000753	AENJA_10740	STRPU_03838
OG0000753	AENJA_09401	STRPU_23562
OG0000754	AENJA_22413, AENJA_09669, AENJA_19942, AENJA_20836, AENJA_08599, AENJA_19495, AENJA_09482, AENJA_17604, AENJA_07628, AENJA_02394, AENJA_12375, AENJA_16394, AENJA_07140, AENJA_19135, AENJA_07428, AENJA_22791, AENJA_05737, AENJA_02457, AENJA_05221, AENJA_14350, AENJA_10367, AENJA_22060, AENJA_24927, AENJA_10555	STRPU_25589
OG0000755	AENJA_02216	STRPU_26250
OG0000757	AENJA_15686	STRPU_14828
OG0000758	AENJA_07914	STRPU_24891
OG0000759	AENJA_12039	STRPU_25007
OG0000760	AENJA_12914	STRPU_01895, STRPU_22741
OG0000761	AENJA_13286	STRPU_19482
OG0000762	AENJA_17187	STRPU_24145
OG0000763	AENJA_17341	STRPU_26640
OG0000764	AENJA_20419	STRPU_19433, STRPU_19427
OG0000765	AENJA_22260	STRPU_20844, STRPU_20882
OG0000765	AENJA_22263	STRPU_20883, STRPU_20845
OG0000766	AENJA_22560	STRPU_26502, STRPU_12701
OG0000767	AENJA_23872	STRPU_20571
OG0000768	AENJA_24479	STRPU_23593
OG0000772	AENJA_24869, AENJA_00651	STRPU_04727, STRPU_04734, STRPU_04728
OG0000773	AENJA_10021, AENJA_10020	STRPU_19947, STRPU_02579, STRPU_11217, STRPU_11254
OG0000773	AENJA_13664	STRPU_18826
OG0000773	AENJA_13641	STRPU_25654
OG0000774	AENJA_01594	STRPU_01825, STRPU_19314
OG0000774	AENJA_14294	STRPU_09065, STRPU_02041
OG0000774	AENJA_06861	STRPU_23589
OG0000776	AENJA_14162, AENJA_14158	STRPU_25591
OG0000777	AENJA_05898, AENJA_04500	STRPU_26898, STRPU_26897, STRPU_08984
OG0000779	AENJA_08422	STRPU_15696
OG0000780	AENJA_22246	STRPU_21536
OG0000780	AENJA_22232	STRPU_23123
OG0000780	AENJA_14707	STRPU_18748
OG0000781	AENJA_15224	STRPU_08929, STRPU_00630, STRPU_00629, STRPU_08928, STRPU_00628, STRPU_08927, STRPU_17724, STRPU_17701
OG0000781	AENJA_20107	STRPU_25935
OG0000782	AENJA_17040	STRPU_27022
OG0000786	AENJA_06215	STRPU_15453
OG0000786	AENJA_00262	STRPU_15092
OG0000787	AENJA_00390	STRPU_04197, STRPU_04234
OG0000788	AENJA_19776	STRPU_11964, STRPU_01625
OG0000788	AENJA_01187	STRPU_26569
OG0000789	AENJA_04524	STRPU_05122, STRPU_05047
OG0000790	AENJA_05227, AENJA_22178, AENJA_20968	STRPU_22128
OG0000791	AENJA_05472	STRPU_13705, STRPU_00440
OG0000792	AENJA_06794	STRPU_25047
OG0000792	AENJA_22407	STRPU_14909
OG0000793	AENJA_10797	STRPU_26762, STRPU_26748
OG0000794	AENJA_11312	STRPU_16063
OG0000795	AENJA_11455, AENJA_13539, AENJA_18437	STRPU_05667, STRPU_05863, STRPU_03826, STRPU_03807, STRPU_05860, STRPU_05862, STRPU_05668, STRPU_05669, STRPU_05670
OG0000796	AENJA_11925	STRPU_06080
OG0000797	AENJA_12225	STRPU_04347
OG0000798	AENJA_13993	STRPU_05696
OG0000799	AENJA_16513	STRPU_09727, STRPU_09770
OG0000801	AENJA_25017	STRPU_23079, STRPU_00663
OG0000802	AENJA_19187	STRPU_18369
OG0000803	AENJA_21679	STRPU_12487, STRPU_12512
OG0000808	AENJA_01583, AENJA_20475	STRPU_00425, STRPU_23126
OG0000809	AENJA_02164	STRPU_18374
OG0000810	AENJA_24609	STRPU_19223
OG0000810	AENJA_02925	STRPU_16445
OG0000811	AENJA_04170	STRPU_14640
OG0000812	AENJA_20651, AENJA_14625, AENJA_14618, AENJA_17242	STRPU_12749, STRPU_03038
OG0000813	AENJA_03651, AENJA_14254	STRPU_04740, STRPU_04739
OG0000814	AENJA_25867	STRPU_21983
OG0000814	AENJA_03765, AENJA_17687, AENJA_08768, AENJA_09662	STRPU_10972
OG0000815	AENJA_11775	STRPU_26905
OG0000815	AENJA_11031	STRPU_06613
OG0000815	AENJA_05553	STRPU_24245, STRPU_01059
OG0000816	AENJA_21712	STRPU_21113
OG0000816	AENJA_05704	STRPU_04037, STRPU_00076
OG0000817	AENJA_07214	STRPU_22107
OG0000817	AENJA_18385	STRPU_04676
OG0000817	AENJA_14055	STRPU_14081, STRPU_00839
OG0000818	AENJA_07677	STRPU_08499
OG0000819	AENJA_23147	STRPU_13106, STRPU_13090
OG0000819	AENJA_10746	STRPU_15366
OG0000819	AENJA_24188	STRPU_02243, STRPU_15556
OG0000822	AENJA_26562	STRPU_11821
OG0000824	AENJA_00764	STRPU_25265
OG0000825	AENJA_01783	STRPU_12931
OG0000827	AENJA_05092	STRPU_26359
OG0000827	AENJA_07505	STRPU_26513
OG0000828	AENJA_14692	STRPU_15585, STRPU_02220
OG0000829	AENJA_07432	STRPU_03315
OG0000829	AENJA_18083	STRPU_10209
OG0000830	AENJA_07868	STRPU_06656, STRPU_06577, STRPU_06522
OG0000830	AENJA_15149	STRPU_26494
OG0000831	AENJA_09091	STRPU_25894, STRPU_25422, STRPU_25896
OG0000832	AENJA_09731, AENJA_09723	STRPU_17567, STRPU_17584, STRPU_24442, STRPU_17065, STRPU_17067
OG0000833	AENJA_13518	STRPU_18167, STRPU_18151
OG0000834	AENJA_26552	STRPU_24585, STRPU_24596
OG0000834	AENJA_15508	STRPU_24584, STRPU_24595
OG0000835	AENJA_22772	STRPU_11532
OG0000836	AENJA_19604	STRPU_22902, STRPU_22889
OG0000836	AENJA_19607	STRPU_22890, STRPU_22905
OG0000837	AENJA_25179	STRPU_24375
OG0000841	AENJA_00152	STRPU_25231
OG0000842	AENJA_00962	STRPU_22935
OG0000843	AENJA_02747, AENJA_14271, AENJA_24948, AENJA_24949, AENJA_12199, AENJA_05702, AENJA_14424, AENJA_13496, AENJA_13501, AENJA_13502, AENJA_21264, AENJA_13497, AENJA_21262, AENJA_10445, AENJA_10446, AENJA_18645, AENJA_22372, AENJA_19051, AENJA_23616, AENJA_12680, AENJA_09531, AENJA_23613, AENJA_19343, AENJA_23612, AENJA_23615, AENJA_23614, AENJA_09523, AENJA_09530, AENJA_24947, AENJA_26256, AENJA_01640, AENJA_12679, AENJA_18642, AENJA_01644, AENJA_18638, AENJA_18639, AENJA_18641, AENJA_18640, AENJA_18643, AENJA_11148	STRPU_14670
OG0000844	AENJA_02377	STRPU_10513
OG0000845	AENJA_08427	STRPU_17166, STRPU_17173
OG0000845	AENJA_15398, AENJA_14681, AENJA_15397, AENJA_04163	STRPU_16991
OG0000845	AENJA_11386	STRPU_17391
OG0000846	AENJA_26559	STRPU_11905, STRPU_11945
OG0000846	AENJA_23518	STRPU_11815
OG0000847	AENJA_05909	STRPU_14471
OG0000848	AENJA_06120	STRPU_04979
OG0000848	AENJA_26421	STRPU_21912
OG0000849	AENJA_06598	STRPU_02904
OG0000850	AENJA_06947, AENJA_14500	STRPU_01821, STRPU_19318
OG0000850	AENJA_26527	STRPU_01567, STRPU_09392
OG0000851	AENJA_07613	STRPU_04950
OG0000852	AENJA_20937	STRPU_27397
OG0000852	AENJA_07998	STRPU_26323
OG0000853	AENJA_11433	STRPU_16201, STRPU_16240
OG0000855	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521	STRPU_14665
OG0000857	AENJA_19063	STRPU_01644, STRPU_11981
OG0000858	AENJA_19600	STRPU_03252, STRPU_03287
OG0000859	AENJA_20729	STRPU_26362
OG0000860	AENJA_22939	STRPU_19409
OG0000866	AENJA_00019	STRPU_25209, STRPU_01892
OG0000867	AENJA_06630, AENJA_23208, AENJA_23219	STRPU_09886
OG0000867	AENJA_00664	STRPU_09668
OG0000867	AENJA_12616, AENJA_23217	STRPU_22473
OG0000867	AENJA_14316, AENJA_23216, AENJA_23213, AENJA_12617, AENJA_06629	STRPU_10432
OG0000869	AENJA_03586	STRPU_11325
OG0000869	AENJA_21120	STRPU_18300, STRPU_01157
OG0000869	AENJA_23274	STRPU_19045
OG0000870	AENJA_12705	STRPU_21877
OG0000871	AENJA_15433	STRPU_17837, STRPU_17836, STRPU_17284, STRPU_17286
OG0000871	AENJA_06473	STRPU_09793, STRPU_09788, STRPU_09787
OG0000872	AENJA_06798	STRPU_11965, STRPU_01626
OG0000873	AENJA_07645	STRPU_27121
OG0000874	AENJA_07937	STRPU_05906
OG0000874	AENJA_07996	STRPU_25374
OG0000875	AENJA_08703	STRPU_19189
OG0000875	AENJA_14919	STRPU_13557
OG0000876	AENJA_08833	STRPU_24157
OG0000877	AENJA_09093	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110
OG0000878	AENJA_09436	STRPU_12243
OG0000878	AENJA_13562	STRPU_24918
OG0000879	AENJA_14015	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863
OG0000880	AENJA_17126	STRPU_21962
OG0000881	AENJA_19719	STRPU_19362
OG0000881	AENJA_21849	STRPU_14886
OG0000882	AENJA_23321	STRPU_07358, STRPU_07357
OG0000887	AENJA_21693	STRPU_13716
OG0000888	AENJA_02929	STRPU_27059
OG0000888	AENJA_02481	STRPU_04199, STRPU_04237
OG0000889	AENJA_05911	STRPU_14204, STRPU_00423
OG0000890	AENJA_09730	STRPU_17572
OG0000891	AENJA_13613	STRPU_08642, STRPU_08643
OG0000893	AENJA_16180	STRPU_11138, STRPU_11115, STRPU_17260
OG0000894	AENJA_24655	STRPU_00073, STRPU_05725
OG0000894	AENJA_16901	STRPU_08351
OG0000895	AENJA_17147	STRPU_22560
OG0000896	AENJA_17963, AENJA_20857	STRPU_02181, STRPU_09218
OG0000896	AENJA_26740	STRPU_21363
OG0000897	AENJA_25522	STRPU_22622
OG0000897	AENJA_19794, AENJA_19793	STRPU_22853, STRPU_22852, STRPU_22851
OG0000898	AENJA_20658	STRPU_18627, STRPU_18582
OG0000899	AENJA_23421	STRPU_05178
OG0000904	AENJA_02063	STRPU_04732, STRPU_04725, STRPU_04724
OG0000905	AENJA_03454, AENJA_12044	STRPU_01236, STRPU_12062, STRPU_12061
OG0000906	AENJA_16891	STRPU_15997
OG0000908	AENJA_26233	STRPU_04140
OG0000908	AENJA_06962, AENJA_10955, AENJA_14737, AENJA_14738	STRPU_15367
OG0000909	AENJA_07565	STRPU_17078, STRPU_17082
OG0000910	AENJA_26790	STRPU_06749, STRPU_00701
OG0000910	AENJA_23046	STRPU_09033
OG0000911	AENJA_08748	STRPU_22245
OG0000912	AENJA_11633	STRPU_09304
OG0000912	AENJA_09966	STRPU_14305
OG0000913	AENJA_11700	STRPU_05760
OG0000914	AENJA_16081	STRPU_23164
OG0000915	AENJA_20431	STRPU_23266
OG0000921	AENJA_16626	STRPU_01492, STRPU_13755
OG0000921	AENJA_00754	STRPU_02601, STRPU_19926
OG0000922	AENJA_22296, AENJA_01118, AENJA_20381, AENJA_02240, AENJA_01031, AENJA_07393, AENJA_11100, AENJA_08125, AENJA_02314, AENJA_19564, AENJA_03908	STRPU_25216
OG0000923	AENJA_09851	STRPU_24165
OG0000923	AENJA_01177	STRPU_25213
OG0000924	AENJA_17499	STRPU_05778
OG0000924	AENJA_01733	STRPU_05548
OG0000924	AENJA_17498	STRPU_05777
OG0000924	AENJA_10467	STRPU_22629
OG0000925	AENJA_14502	STRPU_18396
OG0000925	AENJA_01829	STRPU_06765, STRPU_06773
OG0000926	AENJA_05944	STRPU_26971
OG0000926	AENJA_07568	STRPU_16992
OG0000927	AENJA_05801	STRPU_06645
OG0000928	AENJA_06210	STRPU_26844
OG0000929	AENJA_24686	STRPU_17708, STRPU_13746, STRPU_01503
OG0000930	AENJA_19720	STRPU_20011
OG0000930	AENJA_14448, AENJA_07379	STRPU_01207, STRPU_19978, STRPU_01206, STRPU_19977, STRPU_19992
OG0000931	AENJA_08166	STRPU_10318
OG0000932	AENJA_10313	STRPU_14600
OG0000932	AENJA_10314	STRPU_14601
OG0000933	AENJA_12056	STRPU_21205
OG0000934	AENJA_23792	STRPU_17512
OG0000934	AENJA_12733	STRPU_12472
OG0000935	AENJA_14023	STRPU_00845, STRPU_14076
OG0000936	AENJA_22898	STRPU_17259, STRPU_17297, STRPU_17313, STRPU_17304, STRPU_17314, STRPU_17305
OG0000936	AENJA_26348	STRPU_09371, STRPU_09370, STRPU_18688
OG0000936	AENJA_14048	STRPU_19010
OG0000942	AENJA_19311, AENJA_08215, AENJA_25662, AENJA_09547, AENJA_00177, AENJA_15507, AENJA_15626, AENJA_24314, AENJA_25006	STRPU_20563
OG0000943	AENJA_02078	STRPU_04161
OG0000943	AENJA_00401	STRPU_15088
OG0000944	AENJA_00580	STRPU_04925
OG0000945	AENJA_21590	STRPU_26122
OG0000946	AENJA_01969	STRPU_11548
OG0000946	AENJA_16618	STRPU_12293
OG0000946	AENJA_16617	STRPU_12288
OG0000947	AENJA_22086	STRPU_23678, STRPU_23653
OG0000947	AENJA_02339	STRPU_23988
OG0000949	AENJA_04000	STRPU_17047, STRPU_01811
OG0000950	AENJA_04588	STRPU_14496
OG0000951	AENJA_21157	STRPU_26714
OG0000951	AENJA_04673	STRPU_17422
OG0000952	AENJA_05461	STRPU_05319
OG0000952	AENJA_05453	STRPU_05320
OG0000953	AENJA_06554	STRPU_15034
OG0000954	AENJA_24386	STRPU_14000
OG0000954	AENJA_08232	STRPU_08333
OG0000955	AENJA_09334, AENJA_19306	STRPU_19275, STRPU_00412
OG0000955	AENJA_26657	STRPU_05708
OG0000956	AENJA_23169	STRPU_08405, STRPU_12402, STRPU_24282
OG0000957	AENJA_17037, AENJA_17036	STRPU_26358
OG0000958	AENJA_19017	STRPU_01979, STRPU_22820
OG0000959	AENJA_19897	STRPU_02523, STRPU_15331, STRPU_01783, STRPU_08378, STRPU_03571, STRPU_11693, STRPU_00870, STRPU_15029, STRPU_14028, STRPU_14030, STRPU_15014, STRPU_15026, STRPU_15337, STRPU_15335, STRPU_03982, STRPU_13795, STRPU_15276, STRPU_14832
OG0000960	AENJA_23956	STRPU_25823
OG0000963	AENJA_06323	STRPU_01836
OG0000964	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848	STRPU_17480, STRPU_17483, STRPU_17484
OG0000965	AENJA_05586	STRPU_04296, STRPU_04326
OG0000965	AENJA_05584	STRPU_04357
OG0000965	AENJA_02282	STRPU_25366
OG0000966	AENJA_02547	STRPU_14353
OG0000967	AENJA_02972	STRPU_04947
OG0000967	AENJA_22529	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306
OG0000968	AENJA_03154	STRPU_12147, STRPU_12115
OG0000968	AENJA_10751	STRPU_15550, STRPU_02249
OG0000969	AENJA_03216	STRPU_04503, STRPU_13343, STRPU_13345
OG0000970	AENJA_09659	STRPU_15449
OG0000970	AENJA_03395	STRPU_15417
OG0000972	AENJA_03845	STRPU_15045
OG0000972	AENJA_26036	STRPU_04339, STRPU_04312
OG0000973	AENJA_21959, AENJA_04060, AENJA_04066, AENJA_21958	STRPU_06911, STRPU_06928, STRPU_06929, STRPU_06912, STRPU_06930
OG0000973	AENJA_19754, AENJA_10901	STRPU_20263
OG0000974	AENJA_05735, AENJA_05736	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223
