Orthogroup	AENJA_ok	BRAFL
OG0001310	AENJA_06272	bflo_20260
OG0001310	AENJA_10879	bflo_17144
OG0001311	AENJA_06702	bflo_00386
OG0001311	AENJA_15801	bflo_18844
OG0001312	AENJA_19595, AENJA_24384, AENJA_06846	bflo_17709
OG0001313	AENJA_13129, AENJA_20249, AENJA_13484, AENJA_07345	bflo_08797, bflo_24288, bflo_09898, bflo_10384, bflo_14942
OG0001314	AENJA_15162	bflo_18178
OG0001314	AENJA_11562, AENJA_07754	bflo_15272, bflo_13793
OG0001315	AENJA_08369, AENJA_13343, AENJA_08368, AENJA_26453	bflo_23287
OG0001316	AENJA_08714	bflo_15475
OG0001317	AENJA_08900	bflo_10965
OG0001317	AENJA_20026	bflo_16409
OG0001318	AENJA_09435	bflo_03324
OG0001319	AENJA_09605	bflo_21304
OG0001320	AENJA_12368	bflo_10273
OG0001320	AENJA_16608	bflo_05629
OG0001321	AENJA_14609	bflo_08721
OG0001322	AENJA_15110	bflo_09889
OG0001322	AENJA_16813	bflo_23924
OG0001323	AENJA_15789	bflo_19666
OG0001324	AENJA_15995	bflo_02826
OG0001325	AENJA_16492	bflo_13293
OG0001326	AENJA_16742	bflo_09218
OG0001327	AENJA_18352	bflo_01466
OG0001327	AENJA_26627	bflo_11384
OG0001329	AENJA_19033	bflo_08763, bflo_14333
OG0001330	AENJA_20881	bflo_20123
OG0001332	AENJA_23263	bflo_06611, bflo_06610, bflo_25803
OG0001333	AENJA_23772	bflo_09852
OG0001334	AENJA_25606	bflo_11343, bflo_11345, bflo_04435, bflo_22826, bflo_23599, bflo_13032, bflo_09630, bflo_22824
OG0001339	AENJA_00104	bflo_09453
OG0001339	AENJA_18051	bflo_06139
OG0001341	AENJA_21191	bflo_11107
OG0001343	AENJA_19784, AENJA_14364, AENJA_24249, AENJA_19571, AENJA_04196, AENJA_01558, AENJA_15572, AENJA_17314, AENJA_22381	bflo_18851, bflo_17959
OG0001344	AENJA_01361	bflo_08238, bflo_05567
OG0001345	AENJA_17713	bflo_12252, bflo_11238, bflo_11249
OG0001345	AENJA_01500	bflo_10218, bflo_13505, bflo_09618, bflo_09615
OG0001345	AENJA_25364	bflo_12953, bflo_12952
OG0001348	AENJA_01884	bflo_21574
OG0001349	AENJA_16365, AENJA_04454, AENJA_04452, AENJA_16650, AENJA_26153, AENJA_16987, AENJA_16986, AENJA_18181	bflo_24225, bflo_10708, bflo_09331, bflo_08005
OG0001350	AENJA_05873	bflo_25719
OG0001351	AENJA_17428, AENJA_06682	bflo_21262
OG0001352	AENJA_06720, AENJA_06721, AENJA_06723	bflo_23166, bflo_23187
OG0001353	AENJA_06742	bflo_05764
OG0001354	AENJA_09573	bflo_21871
OG0001354	AENJA_07753	bflo_13887
OG0001355	AENJA_08188	bflo_10179
OG0001356	AENJA_08269	bflo_10948
OG0001357	AENJA_08567	bflo_21298
OG0001359	AENJA_11211	bflo_25944
OG0001360	AENJA_11441	bflo_08197
OG0001361	AENJA_11584	bflo_03320
OG0001362	AENJA_11906	bflo_23593, bflo_22855, bflo_10725
OG0001363	AENJA_12332	bflo_16521, bflo_16519
OG0001364	AENJA_13074	bflo_24323
OG0001365	AENJA_13131	bflo_14935
OG0001366	AENJA_14917	bflo_19732
OG0001367	AENJA_16641	bflo_16121
OG0001368	AENJA_16737	bflo_01730, bflo_01015
OG0001369	AENJA_17277	bflo_11602
OG0001370	AENJA_17284	bflo_05809
OG0001371	AENJA_17844, AENJA_24112	bflo_23286, bflo_22936, bflo_22937, bflo_22938
OG0001372	AENJA_17922	bflo_13574
OG0001373	AENJA_17959	bflo_22620
OG0001374	AENJA_18703	bflo_07194
OG0001375	AENJA_25362	bflo_05780
OG0001375	AENJA_20082	bflo_25517
OG0001376	AENJA_21276, AENJA_20852, AENJA_20854	bflo_06943
OG0001377	AENJA_21043	bflo_10365, bflo_12976, bflo_13209, bflo_13069, bflo_19364, bflo_09576, bflo_09577
OG0001378	AENJA_22766	bflo_08974
OG0001379	AENJA_23248	bflo_05155, bflo_21724
OG0001380	AENJA_23604	bflo_14218
OG0001381	AENJA_23800	bflo_05646, bflo_05543
OG0001382	AENJA_23994	bflo_25739, bflo_10341
OG0001383	AENJA_25087	bflo_16647
OG0001384	AENJA_25726	bflo_21717
OG0001386	AENJA_26718	bflo_02159
OG0001394	AENJA_00558	bflo_15041
OG0001395	AENJA_00590	bflo_17427, bflo_09664
OG0001396	AENJA_00954, AENJA_00955	bflo_23574, bflo_08795, bflo_00153, bflo_00810, bflo_25762, bflo_00278, bflo_00133
OG0001396	AENJA_08736	bflo_25573
OG0001397	AENJA_05269	bflo_10128
OG0001397	AENJA_01101	bflo_09338
OG0001398	AENJA_22956, AENJA_26825, AENJA_08355, AENJA_21022, AENJA_16268, AENJA_09931, AENJA_03237, AENJA_19325, AENJA_12622, AENJA_18995, AENJA_07161, AENJA_01337, AENJA_06194, AENJA_20766, AENJA_03767, AENJA_01339, AENJA_09353, AENJA_12621	bflo_15202
OG0001399	AENJA_19357	bflo_21669
OG0001399	AENJA_02205	bflo_12579
OG0001400	AENJA_02507	bflo_02687
OG0001401	AENJA_12112	bflo_16741, bflo_02833, bflo_06418, bflo_21239, bflo_00707, bflo_03742, bflo_03741, bflo_07794
OG0001402	AENJA_02809	bflo_19487
OG0001403	AENJA_03318	bflo_20986, bflo_01674, bflo_09800
OG0001404	AENJA_05828	bflo_24535
OG0001405	AENJA_03978	bflo_13790
OG0001405	AENJA_13814	bflo_23990
OG0001406	AENJA_04091	bflo_21284
OG0001407	AENJA_05232	bflo_16959, bflo_16123, bflo_16958, bflo_16132, bflo_16960, bflo_16961
OG0001408	AENJA_10000, AENJA_05533	bflo_17072
OG0001409	AENJA_06247	bflo_11307
OG0001410	AENJA_18215	bflo_14262
OG0001410	AENJA_06436	bflo_13741
OG0001411	AENJA_06963, AENJA_10958	bflo_14652
OG0001412	AENJA_07170	bflo_09295
OG0001413	AENJA_07474	bflo_20564
OG0001413	AENJA_17343	bflo_06589
OG0001414	AENJA_08160	bflo_10406
OG0001415	AENJA_09149, AENJA_15367	bflo_14008, bflo_20533
OG0001416	AENJA_09757	bflo_24922
OG0001417	AENJA_10714	bflo_02373
OG0001418	AENJA_10983	bflo_26213
OG0001419	AENJA_12607, AENJA_12606	bflo_18205
OG0001420	AENJA_13248	bflo_11291
OG0001421	AENJA_13339	bflo_21002
OG0001422	AENJA_14173	bflo_00253
OG0001423	AENJA_14934	bflo_16047
OG0001424	AENJA_15682	bflo_06976
OG0001425	AENJA_15774	bflo_06116, bflo_05585
OG0001426	AENJA_16043	bflo_24890
OG0001427	AENJA_17543	bflo_04082, bflo_04073
OG0001428	AENJA_18858	bflo_24663
OG0001429	AENJA_19059	bflo_17955
OG0001430	AENJA_19108	bflo_10599
OG0001431	AENJA_23459	bflo_26459
OG0001433	AENJA_26002	bflo_06374
OG0001434	AENJA_26114	bflo_03898
OG0001439	AENJA_00145	bflo_23356
OG0001440	AENJA_03160	bflo_02819
OG0001440	AENJA_00153	bflo_14002
OG0001441	AENJA_00362	bflo_05732
OG0001442	AENJA_00506	bflo_17388
OG0001443	AENJA_03500, AENJA_23205, AENJA_19926, AENJA_00906, AENJA_05307, AENJA_07210, AENJA_11153, AENJA_16133, AENJA_18397	bflo_02916
OG0001444	AENJA_22585, AENJA_03690, AENJA_16654, AENJA_14273, AENJA_25429, AENJA_16655, AENJA_01986, AENJA_26468, AENJA_08146, AENJA_13977, AENJA_26071, AENJA_04850, AENJA_08943, AENJA_04960	bflo_01969, bflo_03209, bflo_14239
OG0001445	AENJA_02385	bflo_08938
OG0001446	AENJA_02687, AENJA_10576	bflo_20858
OG0001447	AENJA_03127	bflo_24721
OG0001448	AENJA_19963	bflo_20958
OG0001449	AENJA_04181	bflo_06102
OG0001449	AENJA_05517	bflo_02343
OG0001451	AENJA_04889	bflo_06520
OG0001451	AENJA_16142	bflo_04723
OG0001452	AENJA_05087	bflo_05982
OG0001453	AENJA_05598, AENJA_07667	bflo_07649
OG0001455	AENJA_06571	bflo_25643
OG0001456	AENJA_07027	bflo_02658
OG0001458	AENJA_08456	bflo_15346, bflo_14891
OG0001459	AENJA_18303, AENJA_08470	bflo_09086
OG0001460	AENJA_20570	bflo_22004
OG0001460	AENJA_09064	bflo_06898
OG0001461	AENJA_09214	bflo_10892, bflo_11178, bflo_19369, bflo_21910
OG0001462	AENJA_09362	bflo_14890
OG0001463	AENJA_09831	bflo_08852, bflo_24681, bflo_24477, bflo_24476
OG0001464	AENJA_09857	bflo_02860
OG0001466	AENJA_17986	bflo_04036
OG0001466	AENJA_10074	bflo_07291
OG0001467	AENJA_26730	bflo_06650, bflo_15911
OG0001467	AENJA_10772	bflo_22950, bflo_11088
OG0001468	AENJA_10995	bflo_02942
OG0001469	AENJA_11151	bflo_14078
OG0001470	AENJA_11625	bflo_21111
OG0001471	AENJA_21653, AENJA_11958	bflo_21230
OG0001472	AENJA_12236	bflo_19444
OG0001472	AENJA_13235	bflo_09223
OG0001473	AENJA_13618	bflo_13907, bflo_23419, bflo_23420
OG0001474	AENJA_14700	bflo_19387
OG0001474	AENJA_24781	bflo_23794
OG0001475	AENJA_14793	bflo_24732, bflo_24910
OG0001476	AENJA_14828	bflo_17228
OG0001477	AENJA_15225	bflo_23776
OG0001478	AENJA_19708	bflo_13944
OG0001478	AENJA_15450	bflo_23859
OG0001479	AENJA_16158	bflo_16721
OG0001480	AENJA_16776	bflo_02349
OG0001481	AENJA_17029	bflo_07408
OG0001483	AENJA_19356	bflo_22427
OG0001484	AENJA_21194	bflo_12487
OG0001485	AENJA_21469	bflo_03776
OG0001486	AENJA_21858	bflo_03322
OG0001487	AENJA_23840	bflo_12930
OG0001488	AENJA_24153	bflo_19632
OG0001490	AENJA_25216	bflo_06679
OG0001491	AENJA_25283	bflo_23728
OG0001492	AENJA_25544	bflo_20319
OG0001493	AENJA_26227	bflo_07693
OG0001498	AENJA_22536, AENJA_25822, AENJA_01053	bflo_10159, bflo_15380, bflo_09760
OG0001499	AENJA_01737	bflo_15457
OG0001500	AENJA_01887	bflo_21478
OG0001501	AENJA_02988	bflo_09946
OG0001502	AENJA_03421	bflo_23826
OG0001503	AENJA_23557	bflo_06788
OG0001503	AENJA_03755	bflo_23876
OG0001504	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039	bflo_13456
OG0001505	AENJA_04619	bflo_24098
OG0001506	AENJA_05938	bflo_24347
OG0001507	AENJA_06136	bflo_09479
OG0001508	AENJA_06316	bflo_10335
OG0001509	AENJA_07590	bflo_21309
OG0001510	AENJA_08660	bflo_25624
OG0001511	AENJA_08942	bflo_21400
OG0001512	AENJA_09698	bflo_08360
OG0001513	AENJA_09714	bflo_00374
OG0001515	AENJA_10215	bflo_24482
OG0001516	AENJA_10243	bflo_25717
OG0001517	AENJA_10361	bflo_11766, bflo_25356
OG0001518	AENJA_11024	bflo_11551, bflo_05396
OG0001519	AENJA_11205	bflo_05680
OG0001520	AENJA_12318	bflo_01540
OG0001521	AENJA_13001	bflo_03540, bflo_19567
OG0001522	AENJA_14026	bflo_07703
OG0001523	AENJA_14135	bflo_09139
OG0001524	AENJA_19275	bflo_09720
OG0001524	AENJA_15536	bflo_13114
OG0001525	AENJA_16414	bflo_20724
OG0001526	AENJA_16663	bflo_16661
OG0001527	AENJA_16808	bflo_12778
OG0001528	AENJA_17449	bflo_24455
OG0001529	AENJA_18632	bflo_18691
OG0001532	AENJA_20708	bflo_24051
OG0001533	AENJA_20965	bflo_02142, bflo_02367
OG0001534	AENJA_21491, AENJA_21490	bflo_22738
OG0001536	AENJA_25332, AENJA_25327	bflo_16100
OG0001537	AENJA_25566	bflo_23337, bflo_10427, bflo_09547, bflo_10294, bflo_00406, bflo_00656, bflo_15216, bflo_10257, bflo_08812
OG0001545	AENJA_00995	bflo_06766
OG0001549	AENJA_04459	bflo_01443
OG0001550	AENJA_05034, AENJA_05035	bflo_20670, bflo_20647
OG0001551	AENJA_05503	bflo_11722, bflo_27019
OG0001552	AENJA_06118	bflo_12216
OG0001553	AENJA_06179	bflo_07695
OG0001554	AENJA_07567	bflo_18473
OG0001555	AENJA_12105	bflo_14150, bflo_22388
OG0001557	AENJA_13295	bflo_10504
OG0001558	AENJA_08311	bflo_05037
OG0001559	AENJA_08667	bflo_13140
OG0001560	AENJA_09404	bflo_08072
OG0001561	AENJA_09420	bflo_11585
OG0001563	AENJA_12465	bflo_06090, bflo_10722, bflo_05442, bflo_26270
OG0001564	AENJA_11930	bflo_21764
OG0001565	AENJA_12372	bflo_14977
OG0001566	AENJA_12513	bflo_17501
OG0001567	AENJA_13019	bflo_24470
OG0001568	AENJA_13880	bflo_23295
OG0001569	AENJA_14238	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460
OG0001570	AENJA_19842	bflo_25416
OG0001570	AENJA_24461	bflo_13444
OG0001571	AENJA_17758	bflo_19458
OG0001572	AENJA_22665	bflo_21964
OG0001572	AENJA_18250	bflo_12786
OG0001573	AENJA_19183	bflo_26307
OG0001574	AENJA_21910	bflo_23111
OG0001575	AENJA_21919	bflo_11339
OG0001576	AENJA_23479	bflo_02643
OG0001577	AENJA_24178	bflo_09161
OG0001578	AENJA_24180	bflo_09036
OG0001579	AENJA_24228	bflo_07047, bflo_26864, bflo_07673
OG0001580	AENJA_25168	bflo_12800
OG0001581	AENJA_26171	bflo_05146, bflo_18279, bflo_23926, bflo_07277
OG0001582	AENJA_26338	bflo_20280
OG0001583	AENJA_26528	bflo_09911
OG0001584	AENJA_26828	bflo_10874
OG0001588	AENJA_15642, AENJA_24457, AENJA_10082, AENJA_00109, AENJA_10785	bflo_19714, bflo_19156, bflo_13434
OG0001589	AENJA_25068	bflo_22654
OG0001590	AENJA_00406	bflo_17658
OG0001590	AENJA_14823	bflo_06753, bflo_25342, bflo_06809
OG0001592	AENJA_17749, AENJA_01022, AENJA_25249	bflo_07991
OG0001593	AENJA_01627	bflo_07353
OG0001594	AENJA_16970, AENJA_01665, AENJA_04700	bflo_17592, bflo_12242
OG0001594	AENJA_09891	bflo_17591
OG0001595	AENJA_01996, AENJA_07444	bflo_25346, bflo_26163, bflo_14732
OG0001596	AENJA_08460	bflo_11000
OG0001597	AENJA_17835, AENJA_03457	bflo_19431
OG0001599	AENJA_04501	bflo_22926, bflo_23581
OG0001600	AENJA_04862	bflo_05648
OG0001603	AENJA_25082, AENJA_05289	bflo_15819
OG0001604	AENJA_06276	bflo_23568
OG0001604	AENJA_11253	bflo_20603
OG0001605	AENJA_06440	bflo_13484, bflo_14059
OG0001606	AENJA_06477	bflo_07349, bflo_07813
OG0001607	AENJA_06874	bflo_01734
OG0001608	AENJA_08413, AENJA_07328	bflo_13828
OG0001609	AENJA_08323	bflo_21761
OG0001609	AENJA_19787	bflo_10966
OG0001610	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532	bflo_01194
OG0001611	AENJA_08569	bflo_16854
OG0001612	AENJA_09589	bflo_17732
OG0001613	AENJA_09920	bflo_21289, bflo_18287
OG0001613	AENJA_23085, AENJA_23061	bflo_01217, bflo_01218, bflo_19879, bflo_19881, bflo_11308, bflo_18901, bflo_18997
OG0001614	AENJA_17703	bflo_05850
OG0001614	AENJA_10096	bflo_23076
OG0001615	AENJA_10716	bflo_04085
OG0001617	AENJA_12188	bflo_11629
OG0001619	AENJA_13002, AENJA_12999	bflo_05806
OG0001621	AENJA_13994, AENJA_13992	bflo_14954
OG0001622	AENJA_14211	bflo_10214
OG0001623	AENJA_18499, AENJA_25583, AENJA_14562	bflo_14242
OG0001624	AENJA_14605	bflo_01118
OG0001625	AENJA_14706	bflo_25460, bflo_19760
OG0001626	AENJA_14807	bflo_08451
OG0001627	AENJA_19284	bflo_10613
OG0001628	AENJA_16821, AENJA_21898, AENJA_21897	bflo_24987
OG0001628	AENJA_25488	bflo_07205
OG0001630	AENJA_17020	bflo_24506
OG0001631	AENJA_17295	bflo_18058, bflo_07753, bflo_07756, bflo_07754, bflo_14452, bflo_14451, bflo_07755, bflo_19578, bflo_19310, bflo_07757, bflo_14193, bflo_25388, bflo_17257, bflo_20279, bflo_24196, bflo_09912, bflo_08343, bflo_08345, bflo_17210, bflo_07793, bflo_16315, bflo_19915, bflo_20070, bflo_17200, bflo_24694, bflo_24118, bflo_25198, bflo_07609
OG0001632	AENJA_18126	bflo_11892
OG0001633	AENJA_21539	bflo_13089
OG0001633	AENJA_18234	bflo_11217
OG0001634	AENJA_18695	bflo_15784
OG0001634	AENJA_18896	bflo_11774
OG0001635	AENJA_18913	bflo_14263
OG0001636	AENJA_19487	bflo_12513
OG0001637	AENJA_19510	bflo_20340
OG0001638	AENJA_20882	bflo_20506
OG0001639	AENJA_22054	bflo_06123
OG0001640	AENJA_23181	bflo_11220
OG0001641	AENJA_23210	bflo_02353
OG0001642	AENJA_23879	bflo_20407
OG0001644	AENJA_26289	bflo_06394
OG0001651	AENJA_00391	bflo_07530
OG0001652	AENJA_22805, AENJA_00850	bflo_16056
OG0001653	AENJA_01256	bflo_25718
OG0001654	AENJA_02592	bflo_01253, bflo_01087
OG0001655	AENJA_03001	bflo_15013
OG0001656	AENJA_03159	bflo_02447
OG0001657	AENJA_03268	bflo_20602
OG0001658	AENJA_05073	bflo_06441
OG0001660	AENJA_04731	bflo_15018
OG0001661	AENJA_05905	bflo_20556
OG0001661	AENJA_05238	bflo_02558
OG0001662	AENJA_07124	bflo_18110
OG0001662	AENJA_05672	bflo_17483
OG0001663	AENJA_06086	bflo_11604
OG0001664	AENJA_22480, AENJA_06183	bflo_26299
OG0001665	AENJA_11003	bflo_23160
OG0001665	AENJA_06300	bflo_22668
OG0001666	AENJA_07102	bflo_00429
OG0001667	AENJA_07191	bflo_19445
OG0001668	AENJA_07885	bflo_17191
OG0001669	AENJA_09112	bflo_06010, bflo_05293, bflo_06931, bflo_12396, bflo_11323, bflo_11320, bflo_16527, bflo_16769, bflo_06378
OG0001671	AENJA_09175	bflo_11637
OG0001672	AENJA_09939	bflo_00223
OG0001673	AENJA_11329	bflo_18854
OG0001674	AENJA_11464	bflo_08347
OG0001676	AENJA_26746	bflo_08180
OG0001676	AENJA_11724	bflo_08246
OG0001677	AENJA_11807	bflo_20838
OG0001678	AENJA_18698	bflo_26508
OG0001678	AENJA_11849	bflo_03114
OG0001679	AENJA_16799, AENJA_17425	bflo_10339
OG0001680	AENJA_16822	bflo_13497
OG0001682	AENJA_17431	bflo_04551
OG0001683	AENJA_18304	bflo_17547
OG0001684	AENJA_18312	bflo_16609
OG0001685	AENJA_18914	bflo_14264
OG0001686	AENJA_19766, AENJA_19761	bflo_24461
OG0001687	AENJA_21090, AENJA_20311	bflo_21798, bflo_21375, bflo_21796, bflo_21373
OG0001688	AENJA_20867, AENJA_20868	bflo_14161
OG0001689	AENJA_21847	bflo_20561
OG0001691	AENJA_24035	bflo_19887
OG0001692	AENJA_24257	bflo_26337
OG0001703	AENJA_00606	bflo_26234, bflo_08744
OG0001704	AENJA_00857	bflo_15432, bflo_14401, bflo_14402, bflo_14619
OG0001706	AENJA_00912	bflo_20030
OG0001707	AENJA_00981, AENJA_25581	bflo_01901, bflo_01997, bflo_01998
OG0001708	AENJA_01039	bflo_19700
OG0001709	AENJA_01136	bflo_25854
OG0001710	AENJA_24366, AENJA_01527	bflo_11983
OG0001711	AENJA_11819, AENJA_01555	bflo_07326
OG0001712	AENJA_02081	bflo_07157
OG0001713	AENJA_02209	bflo_01714
OG0001714	AENJA_02224	bflo_23316
OG0001714	AENJA_13337	bflo_20708
OG0001716	AENJA_02720	bflo_12929
OG0001717	AENJA_26644	bflo_27091
OG0001718	AENJA_02907	bflo_16668
OG0001719	AENJA_03256	bflo_21535, bflo_21536, bflo_21531
OG0001720	AENJA_03434	bflo_20056
OG0001721	AENJA_03497	bflo_17395
OG0001723	AENJA_04029	bflo_22206
OG0001724	AENJA_04715, AENJA_04714	bflo_17956
OG0001725	AENJA_21341, AENJA_05653, AENJA_21489, AENJA_08894, AENJA_08893	bflo_07086
OG0001726	AENJA_06017	bflo_09335
OG0001726	AENJA_11860	bflo_07477
OG0001727	AENJA_06020	bflo_24508
OG0001728	AENJA_08879	bflo_06838
OG0001729	AENJA_08928	bflo_10997
OG0001730	AENJA_09007	bflo_09904
OG0001731	AENJA_09521	bflo_10453
OG0001732	AENJA_11224	bflo_21629
OG0001733	AENJA_11585	bflo_09429
OG0001734	AENJA_19799, AENJA_13245	bflo_22510
OG0001735	AENJA_13640, AENJA_13638	bflo_18755
OG0001736	AENJA_14070	bflo_13056
OG0001737	AENJA_14224	bflo_17520, bflo_17739
OG0001738	AENJA_15108	bflo_09831
OG0001739	AENJA_15111	bflo_09231
OG0001740	AENJA_15168	bflo_08908
OG0001741	AENJA_15790	bflo_17713, bflo_17737
OG0001742	AENJA_16080	bflo_10088
OG0001742	AENJA_22249	bflo_09571
OG0001742	AENJA_25787	bflo_02057, bflo_11102, bflo_12499, bflo_11689, bflo_22348
OG0001743	AENJA_16159	bflo_16404
OG0001745	AENJA_18802	bflo_23814
OG0001746	AENJA_19060	bflo_04112
OG0001747	AENJA_20575	bflo_11303, bflo_00673, bflo_12158
OG0001748	AENJA_22163	bflo_08202
OG0001749	AENJA_22441	bflo_14757, bflo_14765
OG0001750	AENJA_22826	bflo_19223
OG0001751	AENJA_23225	bflo_10092
OG0001752	AENJA_23699	bflo_06937
OG0001754	AENJA_24677	bflo_17742
OG0001755	AENJA_24912	bflo_09237
OG0001756	AENJA_25749	bflo_08900
OG0001756	AENJA_25480	bflo_07604
OG0001757	AENJA_25965	bflo_08786
OG0001768	AENJA_00276	bflo_05479
OG0001768	AENJA_00711, AENJA_26065	bflo_03382
OG0001769	AENJA_00392	bflo_07667
OG0001769	AENJA_14833	bflo_19246
OG0001770	AENJA_00514	bflo_14858
OG0001772	AENJA_00723	bflo_08296, bflo_08112
OG0001773	AENJA_25839, AENJA_11643	bflo_09065
OG0001773	AENJA_16314, AENJA_14101	bflo_13459, bflo_04570, bflo_12632, bflo_13030, bflo_06119, bflo_06115, bflo_00491, bflo_01245
OG0001774	AENJA_01099	bflo_09728
OG0001774	AENJA_09499	bflo_11693, bflo_12263
OG0001775	AENJA_01192	bflo_06692
OG0001776	AENJA_01582	bflo_09329, bflo_10089, bflo_09337
OG0001777	AENJA_06312	bflo_14658
OG0001777	AENJA_26326, AENJA_01630, AENJA_02190	bflo_07717
OG0001778	AENJA_03170	bflo_13440
OG0001779	AENJA_05068, AENJA_03226	bflo_06322, bflo_06871
OG0001780	AENJA_03267	bflo_20503
OG0001780	AENJA_06530	bflo_18701
OG0001781	AENJA_25405	bflo_18622
OG0001781	AENJA_03406	bflo_16431
OG0001782	AENJA_04195	bflo_05868
OG0001782	AENJA_22157	bflo_07274
OG0001783	AENJA_04445	bflo_22073, bflo_22072, bflo_22396
OG0001786	AENJA_09558	bflo_14955
OG0001786	AENJA_15473	bflo_08898, bflo_08897, bflo_09890
OG0001786	AENJA_11303, AENJA_15773, AENJA_09559, AENJA_05017	bflo_09810
OG0001787	AENJA_05662	bflo_17783
OG0001788	AENJA_05784	bflo_25158
OG0001789	AENJA_06214	bflo_20646
OG0001790	AENJA_06251	bflo_10666
OG0001791	AENJA_07751, AENJA_06278	bflo_01660
OG0001791	AENJA_07750	bflo_01878, bflo_01873, bflo_01874, bflo_16646
OG0001792	AENJA_21975, AENJA_24891, AENJA_21976, AENJA_21971	bflo_17375
OG0001792	AENJA_06373	bflo_06166
OG0001793	AENJA_07131	bflo_00631
OG0001796	AENJA_24046, AENJA_08003	bflo_25305, bflo_25304, bflo_14007
OG0001798	AENJA_08367	bflo_10312
OG0001798	AENJA_24416	bflo_08172
OG0001800	AENJA_09181	bflo_12187
OG0001802	AENJA_09560, AENJA_23064	bflo_23636
OG0001803	AENJA_09994	bflo_08151
OG0001804	AENJA_10202	bflo_20294
OG0001805	AENJA_10542	bflo_10340
OG0001806	AENJA_10903	bflo_12137
OG0001807	AENJA_12201	bflo_05428, bflo_05429, bflo_09269, bflo_02527
OG0001808	AENJA_13026	bflo_26290
OG0001809	AENJA_13412	bflo_16365
OG0001810	AENJA_13786	bflo_04445
OG0001811	AENJA_14089	bflo_00322
OG0001813	AENJA_14824	bflo_25883
OG0001814	AENJA_26556	bflo_02460
OG0001814	AENJA_23859, AENJA_15166	bflo_24498, bflo_08521
OG0001816	AENJA_15931	bflo_25650
OG0001817	AENJA_17964	bflo_23346
OG0001818	AENJA_18459	bflo_13837, bflo_20690
OG0001819	AENJA_19342	bflo_00271
OG0001820	AENJA_19468, AENJA_19465, AENJA_19466	bflo_26893, bflo_08538
OG0001821	AENJA_21035	bflo_23759
OG0001822	AENJA_21678	bflo_12611
OG0001823	AENJA_22880	bflo_07323, bflo_07199
OG0001824	AENJA_22935	bflo_16526
OG0001825	AENJA_23001	bflo_05431
OG0001826	AENJA_23249	bflo_21842
OG0001827	AENJA_23535	bflo_16284
OG0001828	AENJA_23757	bflo_18689
OG0001829	AENJA_24206	bflo_24896
OG0001830	AENJA_25556	bflo_06356
OG0001831	AENJA_25733	bflo_22941
OG0001846	AENJA_23250, AENJA_00173	bflo_05774
OG0001848	AENJA_12672	bflo_00383
OG0001849	AENJA_00715	bflo_25586
OG0001850	AENJA_00766	bflo_13727
OG0001851	AENJA_18108	bflo_13107
OG0001852	AENJA_01522	bflo_05001
OG0001852	AENJA_13282, AENJA_18334	bflo_15363
OG0001853	AENJA_13354	bflo_13232
OG0001854	AENJA_20502, AENJA_08051	bflo_22878
OG0001856	AENJA_04493	bflo_22829, bflo_22828
OG0001857	AENJA_04553	bflo_02847
OG0001858	AENJA_04702	bflo_07097
OG0001859	AENJA_08247	bflo_18129
OG0001860	AENJA_05152	bflo_09180
OG0001861	AENJA_25398, AENJA_11706, AENJA_05340	bflo_09384, bflo_09386, bflo_09200
OG0001863	AENJA_14971	bflo_07582
OG0001863	AENJA_06983	bflo_25890
OG0001864	AENJA_07207	bflo_14529
OG0001865	AENJA_07271	bflo_14342
OG0001867	AENJA_07397	bflo_23811
OG0001868	AENJA_07733	bflo_13516
OG0001869	AENJA_07813	bflo_24331
OG0001870	AENJA_07921	bflo_01522
OG0001871	AENJA_07935, AENJA_18281	bflo_14768
OG0001872	AENJA_08322	bflo_13155
OG0001873	AENJA_24095	bflo_05374
OG0001874	AENJA_08461	bflo_12062
OG0001875	AENJA_09123	bflo_00268
OG0001875	AENJA_16491	bflo_08517
OG0001876	AENJA_09312	bflo_14517, bflo_14189
OG0001877	AENJA_09356	bflo_00391
OG0001878	AENJA_09652	bflo_14287
OG0001879	AENJA_10214	bflo_20454
OG0001880	AENJA_10684	bflo_24076
OG0001881	AENJA_11391	bflo_09091
OG0001882	AENJA_13635	bflo_19689, bflo_19803, bflo_21200, bflo_18174, bflo_19087
OG0001883	AENJA_14004	bflo_23357
OG0001884	AENJA_14156	bflo_13086
OG0001885	AENJA_16785, AENJA_26761, AENJA_14717	bflo_16536, bflo_08500
OG0001886	AENJA_14779	bflo_15916
OG0001887	AENJA_15098	bflo_14999
OG0001888	AENJA_15918	bflo_25627
OG0001889	AENJA_16220	bflo_22676
OG0001890	AENJA_16222	bflo_09921
OG0001891	AENJA_17266	bflo_02804, bflo_05314, bflo_02693
OG0001892	AENJA_17692	bflo_17823
OG0001893	AENJA_19715	bflo_15985
OG0001894	AENJA_21040	bflo_09288
OG0001895	AENJA_22777	bflo_13160
OG0001896	AENJA_22934	bflo_15756
OG0001897	AENJA_24823	bflo_05573
OG0001899	AENJA_25912	bflo_07751
OG0001913	AENJA_00224	bflo_09229
OG0001914	AENJA_20687	bflo_16891
OG0001914	AENJA_20686	bflo_16307
