Orthogroup	AENJA_ok	HELIO_ok
OG0001048	AENJA_02250	HELIO_00893
OG0001048	AENJA_17677	HELIO_12024
OG0001049	AENJA_02745	HELIO_09140
OG0001049	AENJA_16062	HELIO_12069
OG0001050	AENJA_03323	HELIO_07822
OG0001052	AENJA_06392	HELIO_07737
OG0001053	AENJA_05825	HELIO_00232
OG0001053	AENJA_03704	HELIO_06885
OG0001055	AENJA_17939	HELIO_11495, HELIO_06295
OG0001056	AENJA_05377	HELIO_03441
OG0001057	AENJA_07435	HELIO_02463
OG0001058	AENJA_07821	HELIO_10312
OG0001059	AENJA_08095	HELIO_11528
OG0001060	AENJA_25129, AENJA_22672, AENJA_08454	HELIO_01609
OG0001061	AENJA_10234, AENJA_12054, AENJA_12047, AENJA_21829, AENJA_21830, AENJA_23517	HELIO_04768, HELIO_11228
OG0001062	AENJA_10657	HELIO_10831
OG0001063	AENJA_15475	HELIO_12546
OG0001063	AENJA_15321, AENJA_15322	HELIO_01134
OG0001064	AENJA_16034	HELIO_06789
OG0001065	AENJA_19195	HELIO_04289
OG0001065	AENJA_26769	HELIO_05198, HELIO_05792, HELIO_04038, HELIO_02275
OG0001067	AENJA_20835	HELIO_08543
OG0001068	AENJA_21475	HELIO_11318
OG0001072	AENJA_03396	HELIO_02051
OG0001072	AENJA_18929	HELIO_11812
OG0001073	AENJA_00575	HELIO_10163
OG0001075	AENJA_00807	HELIO_03042
OG0001076	AENJA_01569	HELIO_10241
OG0001077	AENJA_01679	HELIO_00459
OG0001078	AENJA_10264	HELIO_05283
OG0001079	AENJA_03947	HELIO_01927
OG0001080	AENJA_04073	HELIO_05367
OG0001080	AENJA_09896	HELIO_07062
OG0001081	AENJA_16503, AENJA_04238	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737
OG0001082	AENJA_06872, AENJA_21482	HELIO_11176
OG0001082	AENJA_09332	HELIO_04668
OG0001084	AENJA_07749	HELIO_02656
OG0001085	AENJA_21401	HELIO_07664
OG0001086	AENJA_12710	HELIO_00354
OG0001087	AENJA_12759	HELIO_00979
OG0001088	AENJA_13196	HELIO_00164
OG0001088	AENJA_22489	HELIO_06971
OG0001089	AENJA_16474	HELIO_12254
OG0001090	AENJA_16877	HELIO_04216
OG0001091	AENJA_17138	HELIO_12660, HELIO_12659
OG0001092	AENJA_18221	HELIO_09890
OG0001095	AENJA_25247	HELIO_00438
OG0001101	AENJA_00373	HELIO_11659
OG0001102	AENJA_00718	HELIO_10839
OG0001103	AENJA_19577	HELIO_09466
OG0001103	AENJA_01387	HELIO_03297
OG0001104	AENJA_02199	HELIO_02923
OG0001105	AENJA_15729	HELIO_08271
OG0001105	AENJA_25097	HELIO_10656
OG0001106	AENJA_23681, AENJA_03788	HELIO_08971
OG0001107	AENJA_04030	HELIO_04866
OG0001108	AENJA_04372, AENJA_04373	HELIO_00460
OG0001109	AENJA_05558	HELIO_04286
OG0001110	AENJA_06070	HELIO_10394
OG0001112	AENJA_06304	HELIO_11241
OG0001113	AENJA_06313	HELIO_11363
OG0001115	AENJA_18602	HELIO_03889
OG0001115	AENJA_18256	HELIO_08018
OG0001115	AENJA_09261	HELIO_01170
OG0001116	AENJA_25869, AENJA_12085	HELIO_11648
OG0001118	AENJA_12960	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000
OG0001119	AENJA_13579	HELIO_04951
OG0001121	AENJA_14865	HELIO_02833, HELIO_04338
OG0001123	AENJA_20117	HELIO_05833
OG0001123	AENJA_15687	HELIO_11888
OG0001124	AENJA_16308	HELIO_11497
OG0001125	AENJA_19655	HELIO_10314
OG0001126	AENJA_21731	HELIO_07432
OG0001126	AENJA_21732	HELIO_08150
OG0001126	AENJA_22248	HELIO_09972
OG0001127	AENJA_26609	HELIO_07919
OG0001128	AENJA_26741	HELIO_07418
OG0001129	AENJA_00009	HELIO_05218
OG0001129	AENJA_00007	HELIO_02379
OG0001130	AENJA_08024	HELIO_08960
OG0001130	AENJA_00712	HELIO_05662
OG0001130	AENJA_24701	HELIO_00771
OG0001131	AENJA_00720	HELIO_11533
OG0001132	AENJA_02927	HELIO_09410
OG0001133	AENJA_13174	HELIO_03341
OG0001133	AENJA_07797	HELIO_10368
OG0001134	AENJA_06301	HELIO_12460
OG0001135	AENJA_06307	HELIO_07754
OG0001137	AENJA_06755	HELIO_03163
OG0001138	AENJA_08339	HELIO_09443
OG0001139	AENJA_08828	HELIO_04488
OG0001140	AENJA_10711	HELIO_11252
OG0001141	AENJA_11192	HELIO_08701, HELIO_05429
OG0001142	AENJA_13577	HELIO_05081
OG0001143	AENJA_25253, AENJA_15506	HELIO_02868
OG0001144	AENJA_15840	HELIO_08158
OG0001146	AENJA_19404	HELIO_04581
OG0001147	AENJA_21747, AENJA_21745, AENJA_21753	HELIO_06369
OG0001148	AENJA_25511	HELIO_12317
OG0001149	AENJA_26319, AENJA_26318	HELIO_07596
OG0001155	AENJA_24946	HELIO_01105
OG0001156	AENJA_01685	HELIO_05032
OG0001157	AENJA_02080	HELIO_11854, HELIO_11231
OG0001158	AENJA_02265	HELIO_03567
OG0001158	AENJA_16983	HELIO_07771
OG0001159	AENJA_02590	HELIO_09181
OG0001160	AENJA_03496, AENJA_15940	HELIO_10702
OG0001161	AENJA_15958	HELIO_01628
OG0001162	AENJA_09881, AENJA_03826	HELIO_09342, HELIO_11797
OG0001163	AENJA_23044	HELIO_12002
OG0001164	AENJA_14441	HELIO_09308
OG0001165	AENJA_18566	HELIO_08812
OG0001165	AENJA_05192	HELIO_00728
OG0001166	AENJA_05454	HELIO_00329
OG0001167	AENJA_06024	HELIO_08270
OG0001168	AENJA_26059, AENJA_06080, AENJA_26060	HELIO_00913
OG0001169	AENJA_06689	HELIO_01933
OG0001170	AENJA_14574, AENJA_07116	HELIO_06339
OG0001171	AENJA_07498	HELIO_07445
OG0001172	AENJA_08737	HELIO_12376
OG0001172	AENJA_15031	HELIO_03682
OG0001173	AENJA_16896	HELIO_09432, HELIO_09438
OG0001174	AENJA_10268	HELIO_03977
OG0001175	AENJA_19603	HELIO_05555
OG0001176	AENJA_11857	HELIO_06263
OG0001177	AENJA_12717	HELIO_06526
OG0001177	AENJA_23960, AENJA_22118	HELIO_10848
OG0001178	AENJA_12752	HELIO_07560, HELIO_03485
OG0001178	AENJA_14989	HELIO_05752
OG0001179	AENJA_13625	HELIO_04085
OG0001179	AENJA_13628	HELIO_04405
OG0001179	AENJA_26058	HELIO_06718
OG0001181	AENJA_14047	HELIO_05206
OG0001182	AENJA_14313	HELIO_05272, HELIO_04697
OG0001183	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024	HELIO_08524
OG0001184	AENJA_17799	HELIO_12185
OG0001184	AENJA_15086	HELIO_02728
OG0001185	AENJA_17542	HELIO_12657
OG0001186	AENJA_21307	HELIO_09188
OG0001186	AENJA_18825	HELIO_01928
OG0001187	AENJA_19216, AENJA_19215	HELIO_05364
OG0001188	AENJA_22812	HELIO_03558
OG0001189	AENJA_23358	HELIO_02935, HELIO_12493
OG0001190	AENJA_24531	HELIO_03395
OG0001196	AENJA_00058	HELIO_04183
OG0001197	AENJA_00493	HELIO_04520
OG0001198	AENJA_01200	HELIO_03508
OG0001198	AENJA_21857	HELIO_05572
OG0001199	AENJA_01327	HELIO_10405
OG0001199	AENJA_24392	HELIO_01130
OG0001200	AENJA_01547	HELIO_10259
OG0001201	AENJA_02210	HELIO_08628
OG0001202	AENJA_03117	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869
OG0001204	AENJA_20148	HELIO_07269
OG0001205	AENJA_04101	HELIO_04532, HELIO_09648
OG0001205	AENJA_26398	HELIO_09513
OG0001206	AENJA_25058, AENJA_08783, AENJA_18881	HELIO_03823
OG0001207	AENJA_18056	HELIO_10416
OG0001207	AENJA_07276	HELIO_09377
OG0001208	AENJA_09031	HELIO_05489
OG0001209	AENJA_09041	HELIO_05535
OG0001210	AENJA_18956	HELIO_01552
OG0001210	AENJA_09591	HELIO_03776
OG0001211	AENJA_09699	HELIO_12099
OG0001212	AENJA_14546, AENJA_09958	HELIO_03454, HELIO_05237
OG0001213	AENJA_11717	HELIO_11611
OG0001213	AENJA_11254	HELIO_01934
OG0001214	AENJA_11388	HELIO_04580
OG0001215	AENJA_15953	HELIO_00251
OG0001216	AENJA_16979	HELIO_01588
OG0001217	AENJA_17612	HELIO_09665
OG0001218	AENJA_18179	HELIO_10349
OG0001219	AENJA_18562	HELIO_07847
OG0001220	AENJA_21603	HELIO_12730
OG0001220	AENJA_19416	HELIO_10065
OG0001221	AENJA_19765	HELIO_07645
OG0001223	AENJA_21588	HELIO_08053
OG0001224	AENJA_22625	HELIO_01823
OG0001225	AENJA_23700	HELIO_09303
OG0001229	AENJA_01479	HELIO_05930
OG0001229	AENJA_14357, AENJA_08430	HELIO_04145
OG0001230	AENJA_02568, AENJA_08528	HELIO_06157
OG0001231	AENJA_02177	HELIO_02150
OG0001232	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091	HELIO_07324
OG0001233	AENJA_02446	HELIO_01721, HELIO_05738
OG0001235	AENJA_23880, AENJA_09381, AENJA_13870, AENJA_07973, AENJA_12250	HELIO_04539
OG0001237	AENJA_19599	HELIO_09190, HELIO_06015
OG0001238	AENJA_07960	HELIO_06977
OG0001239	AENJA_08544, AENJA_12406, AENJA_24743, AENJA_06569	HELIO_10768
OG0001240	AENJA_07030	HELIO_05508
OG0001241	AENJA_21346	HELIO_03226
OG0001241	AENJA_07588	HELIO_12192
OG0001242	AENJA_07671, AENJA_07672, AENJA_07670, AENJA_07673, AENJA_07669, AENJA_07675	HELIO_06262
OG0001243	AENJA_09040	HELIO_09478
OG0001245	AENJA_11242	HELIO_09453
OG0001246	AENJA_11976	HELIO_03726, HELIO_03727
OG0001247	AENJA_24053	HELIO_00879
OG0001248	AENJA_17279	HELIO_05974
OG0001250	AENJA_18393	HELIO_01985
OG0001252	AENJA_20096	HELIO_06077
OG0001253	AENJA_21103	HELIO_12144
OG0001254	AENJA_25593	HELIO_05460
OG0001261	AENJA_00856	HELIO_03943
OG0001263	AENJA_02283	HELIO_01885
OG0001263	AENJA_25444	HELIO_04331
OG0001264	AENJA_02714	HELIO_12570
OG0001265	AENJA_02852	HELIO_04752
OG0001265	AENJA_13872	HELIO_09251
OG0001266	AENJA_02853	HELIO_03369
OG0001266	AENJA_06321	HELIO_12361
OG0001267	AENJA_03493	HELIO_05562
OG0001267	AENJA_10310	HELIO_09471
OG0001268	AENJA_03712	HELIO_07801
OG0001270	AENJA_04208	HELIO_02110
OG0001270	AENJA_17726	HELIO_09609
OG0001270	AENJA_21003	HELIO_02804
OG0001271	AENJA_04651	HELIO_11242
OG0001273	AENJA_05090	HELIO_12680
OG0001274	AENJA_06074	HELIO_06326
OG0001275	AENJA_09059	HELIO_04684, HELIO_02615
OG0001275	AENJA_07370	HELIO_03038
OG0001276	AENJA_07718, AENJA_07717	HELIO_11104
OG0001277	AENJA_26086	HELIO_05345
OG0001277	AENJA_17983, AENJA_08016	HELIO_05307, HELIO_05801, HELIO_03274, HELIO_02113
OG0001278	AENJA_09367	HELIO_10541, HELIO_03037
OG0001279	AENJA_09382	HELIO_12791
OG0001281	AENJA_11305	HELIO_06990
OG0001282	AENJA_12223	HELIO_03746
OG0001284	AENJA_14056	HELIO_06649
OG0001284	AENJA_21135	HELIO_03045
OG0001285	AENJA_14208	HELIO_05581
OG0001286	AENJA_16309	HELIO_12601
OG0001288	AENJA_22039	HELIO_10795
OG0001289	AENJA_19878	HELIO_12067, HELIO_10917
OG0001290	AENJA_21150	HELIO_11508
OG0001291	AENJA_21434	HELIO_10055
OG0001292	AENJA_21781	HELIO_11499
OG0001293	AENJA_23236	HELIO_07956
OG0001294	AENJA_25092	HELIO_08951
OG0001295	AENJA_25589	HELIO_12648
OG0001296	AENJA_26215	HELIO_12075
OG0001300	AENJA_00411	HELIO_09555
OG0001302	AENJA_13024	HELIO_02616
OG0001302	AENJA_01840	HELIO_08651
OG0001303	AENJA_10030, AENJA_02307, AENJA_18292, AENJA_15069	HELIO_05449
OG0001304	AENJA_02458	HELIO_08289
OG0001304	AENJA_14579	HELIO_08290
OG0001305	AENJA_03926	HELIO_07982
OG0001306	AENJA_13028	HELIO_11276
OG0001306	AENJA_24214	HELIO_04068, HELIO_02369
OG0001308	AENJA_05647	HELIO_12210
OG0001309	AENJA_07716	HELIO_06983
OG0001310	AENJA_06272	HELIO_02438
OG0001310	AENJA_10879	HELIO_09331
OG0001311	AENJA_06702	HELIO_02223
OG0001311	AENJA_15801	HELIO_00805
OG0001313	AENJA_13129	HELIO_11988
OG0001314	AENJA_15162	HELIO_05745
OG0001314	AENJA_11562, AENJA_07754	HELIO_06186
OG0001315	AENJA_08369, AENJA_13343	HELIO_06768
OG0001315	AENJA_26453	HELIO_00584
OG0001316	AENJA_08714	HELIO_08864
OG0001317	AENJA_08900	HELIO_08857
OG0001317	AENJA_20026	HELIO_08319
OG0001318	AENJA_09435	HELIO_01897
OG0001319	AENJA_09605	HELIO_09125
OG0001320	AENJA_12368	HELIO_07097
OG0001320	AENJA_16608	HELIO_01606
OG0001321	AENJA_14609	HELIO_11153
OG0001322	AENJA_15110	HELIO_12344
OG0001322	AENJA_16813	HELIO_07391
OG0001323	AENJA_15789	HELIO_04274
OG0001324	AENJA_15995	HELIO_11046
OG0001325	AENJA_16492	HELIO_02148
OG0001326	AENJA_18964	HELIO_01722
OG0001327	AENJA_18352	HELIO_06372
OG0001327	AENJA_26627	HELIO_03453
OG0001328	AENJA_18594	HELIO_02341
OG0001329	AENJA_19033	HELIO_12348
OG0001330	AENJA_20881	HELIO_07773
OG0001333	AENJA_23772	HELIO_07137
OG0001334	AENJA_25606	HELIO_08981, HELIO_10039, HELIO_08980
OG0001339	AENJA_18051	HELIO_08381
OG0001343	AENJA_01193, AENJA_19784, AENJA_14364, AENJA_24249, AENJA_19571, AENJA_04196, AENJA_01558, AENJA_15572, AENJA_17314, AENJA_22381	HELIO_10099
OG0001343	AENJA_09376	HELIO_04553
OG0001344	AENJA_01361	HELIO_02566
OG0001345	AENJA_17713	HELIO_00586
OG0001348	AENJA_01884	HELIO_05226
OG0001349	AENJA_16365, AENJA_04454, AENJA_04452, AENJA_16650, AENJA_26153	HELIO_05986
OG0001351	AENJA_06682	HELIO_09749
OG0001352	AENJA_06720, AENJA_06721, AENJA_06723	HELIO_06067
OG0001353	AENJA_06742	HELIO_07889
OG0001354	AENJA_07753	HELIO_01003
OG0001355	AENJA_08188	HELIO_05179
OG0001356	AENJA_08269	HELIO_09355
OG0001357	AENJA_08567	HELIO_07642
OG0001358	AENJA_09138	HELIO_05651, HELIO_04483
OG0001359	AENJA_11211	HELIO_00338
OG0001360	AENJA_25001	HELIO_11152
OG0001360	AENJA_11441	HELIO_12349
OG0001361	AENJA_11584	HELIO_12234
OG0001363	AENJA_12332	HELIO_03084
OG0001364	AENJA_13074	HELIO_01882
OG0001365	AENJA_13131	HELIO_08493
OG0001366	AENJA_14917	HELIO_09509
OG0001367	AENJA_16641	HELIO_12197
OG0001368	AENJA_16737	HELIO_02045
OG0001369	AENJA_17277	HELIO_00430
OG0001370	AENJA_17284	HELIO_08459
OG0001371	AENJA_17844	HELIO_02393
OG0001371	AENJA_24112	HELIO_07671
OG0001372	AENJA_25899	HELIO_07415
OG0001372	AENJA_17922	HELIO_09833, HELIO_00197
OG0001373	AENJA_17959	HELIO_06748
OG0001374	AENJA_18703	HELIO_10870
OG0001375	AENJA_25362	HELIO_04841
OG0001375	AENJA_20082	HELIO_01574
OG0001376	AENJA_20854	HELIO_12299
OG0001377	AENJA_21043	HELIO_10836
OG0001378	AENJA_22766	HELIO_02964
OG0001379	AENJA_23248	HELIO_04200
OG0001380	AENJA_23604	HELIO_01850
OG0001381	AENJA_23800	HELIO_03557
OG0001382	AENJA_23995	HELIO_05363
OG0001383	AENJA_25087	HELIO_10404, HELIO_09985
OG0001384	AENJA_25726	HELIO_01654
OG0001386	AENJA_26718	HELIO_05642, HELIO_02823, HELIO_05955
OG0001394	AENJA_00558	HELIO_10885
OG0001395	AENJA_00590	HELIO_02673
OG0001396	AENJA_00954, AENJA_00955, AENJA_08736	HELIO_00889
OG0001397	AENJA_05269	HELIO_01273
OG0001397	AENJA_01101	HELIO_04122
OG0001398	AENJA_22956, AENJA_26825, AENJA_08355, AENJA_21022, AENJA_16268, AENJA_09931, AENJA_03237, AENJA_19325, AENJA_12622, AENJA_18995, AENJA_07161, AENJA_01337, AENJA_06194, AENJA_20766, AENJA_03767, AENJA_01339, AENJA_09353, AENJA_12621	HELIO_00222
OG0001399	AENJA_19357	HELIO_05014
OG0001399	AENJA_02205	HELIO_08757
OG0001400	AENJA_02507	HELIO_09621
OG0001401	AENJA_02695	HELIO_05514, HELIO_00801
OG0001401	AENJA_12112	HELIO_10489
OG0001402	AENJA_02809	HELIO_06192
OG0001403	AENJA_03318	HELIO_08199
OG0001403	AENJA_22706, AENJA_22705, AENJA_03342	HELIO_07385
OG0001404	AENJA_03877	HELIO_08622
OG0001404	AENJA_05828	HELIO_06483
OG0001405	AENJA_03978	HELIO_01612
OG0001405	AENJA_13814	HELIO_02155
OG0001406	AENJA_04091	HELIO_05795
OG0001408	AENJA_05533	HELIO_02887
OG0001409	AENJA_06247	HELIO_05260
OG0001410	AENJA_18215	HELIO_07114
OG0001410	AENJA_06436	HELIO_01417
OG0001411	AENJA_06963, AENJA_10958	HELIO_03361
OG0001412	AENJA_07170	HELIO_06209
OG0001413	AENJA_07474	HELIO_11436
OG0001413	AENJA_17343	HELIO_10258
OG0001414	AENJA_08160	HELIO_00745
OG0001415	AENJA_09149, AENJA_15367	HELIO_07046
OG0001415	AENJA_17665	HELIO_06445
OG0001417	AENJA_10714	HELIO_07751
OG0001417	AENJA_11502	HELIO_00311
OG0001418	AENJA_10983	HELIO_09143
OG0001420	AENJA_13248	HELIO_10002
OG0001421	AENJA_13339	HELIO_02587
OG0001422	AENJA_14173	HELIO_00344
OG0001423	AENJA_14934	HELIO_03132
OG0001424	AENJA_15682	HELIO_00747
OG0001424	AENJA_17237	HELIO_01935
OG0001425	AENJA_15774	HELIO_01653
OG0001426	AENJA_16043	HELIO_02149
OG0001428	AENJA_18858	HELIO_11579
OG0001429	AENJA_19059	HELIO_04397
OG0001430	AENJA_19108	HELIO_08384
OG0001431	AENJA_23459	HELIO_00600
OG0001432	AENJA_25391	HELIO_11010, HELIO_11878
OG0001439	AENJA_00145	HELIO_02716
OG0001440	AENJA_03160, AENJA_00153	HELIO_03196
OG0001441	AENJA_00362	HELIO_03652
OG0001442	AENJA_00506	HELIO_02245
OG0001445	AENJA_02385	HELIO_12183
OG0001446	AENJA_02687, AENJA_10576	HELIO_05230
OG0001447	AENJA_03127	HELIO_04829
OG0001448	AENJA_19963	HELIO_02926
OG0001449	AENJA_04181	HELIO_03720
OG0001449	AENJA_05517	HELIO_09662
OG0001450	AENJA_12377, AENJA_13317	HELIO_10816
OG0001451	AENJA_16142	HELIO_05972
OG0001452	AENJA_05087	HELIO_09077, HELIO_09076
OG0001453	AENJA_05598, AENJA_07667	HELIO_11229, HELIO_03802, HELIO_09980
OG0001454	AENJA_06306	HELIO_04552
OG0001455	AENJA_06571	HELIO_05822
OG0001456	AENJA_07027	HELIO_09922
OG0001457	AENJA_07426	HELIO_08835
OG0001459	AENJA_18303, AENJA_08470	HELIO_08961
OG0001460	AENJA_09064	HELIO_12669
OG0001461	AENJA_09214	HELIO_04207
OG0001462	AENJA_23566	HELIO_04040, HELIO_04329
OG0001462	AENJA_09362	HELIO_03160
OG0001463	AENJA_09831	HELIO_02919, HELIO_06206
OG0001464	AENJA_09857	HELIO_00437
OG0001465	AENJA_10007	HELIO_09508
OG0001466	AENJA_17986	HELIO_09852
OG0001466	AENJA_10074	HELIO_00231
OG0001467	AENJA_26730	HELIO_11527
OG0001468	AENJA_10995	HELIO_09103
OG0001469	AENJA_20582	HELIO_10093
OG0001469	AENJA_11151	HELIO_12462
OG0001470	AENJA_11625	HELIO_04948
OG0001472	AENJA_12236	HELIO_05084
OG0001472	AENJA_13235	HELIO_09162
OG0001473	AENJA_13618	HELIO_01497, HELIO_06355, HELIO_01429
OG0001474	AENJA_14700	HELIO_08603
OG0001474	AENJA_24781	HELIO_05046
OG0001475	AENJA_14793	HELIO_12116, HELIO_06079
OG0001476	AENJA_14828	HELIO_08408
OG0001477	AENJA_15225	HELIO_11351
OG0001478	AENJA_19708	HELIO_10243
OG0001479	AENJA_16158	HELIO_00677
OG0001480	AENJA_16776	HELIO_03092
OG0001481	AENJA_17029	HELIO_00125, HELIO_06832
OG0001482	AENJA_18749	HELIO_08972
OG0001483	AENJA_19356	HELIO_02368
OG0001484	AENJA_21194	HELIO_03855
OG0001485	AENJA_21469	HELIO_08845
OG0001486	AENJA_21858	HELIO_11744
OG0001487	AENJA_23839, AENJA_23840	HELIO_05287
OG0001488	AENJA_24153	HELIO_06877, HELIO_00238
OG0001489	AENJA_24467	HELIO_12039
OG0001490	AENJA_25216	HELIO_10701
OG0001491	AENJA_25283	HELIO_08105, HELIO_08104
OG0001492	AENJA_25544	HELIO_09966
OG0001493	AENJA_26227	HELIO_12365
OG0001500	AENJA_01887	HELIO_03279
OG0001501	AENJA_02988	HELIO_09204
OG0001502	AENJA_03421	HELIO_00925
OG0001503	AENJA_23557	HELIO_00871
OG0001503	AENJA_03755	HELIO_00967
OG0001504	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039	HELIO_02828, HELIO_12551
OG0001505	AENJA_04619	HELIO_01480
OG0001506	AENJA_05938	HELIO_05280
OG0001507	AENJA_06136	HELIO_11605
OG0001508	AENJA_06316	HELIO_05840
OG0001509	AENJA_07590	HELIO_11798
OG0001510	AENJA_08660	HELIO_10061
OG0001511	AENJA_08942	HELIO_10472
OG0001512	AENJA_09698	HELIO_06404
OG0001514	AENJA_10133	HELIO_10777
OG0001515	AENJA_10215	HELIO_11317
OG0001516	AENJA_10243	HELIO_05144
OG0001517	AENJA_10361	HELIO_02409
OG0001518	AENJA_11024	HELIO_03202
OG0001519	AENJA_11205	HELIO_09436
OG0001521	AENJA_13001	HELIO_00932
OG0001522	AENJA_14026	HELIO_00391
OG0001523	AENJA_14135	HELIO_04060
OG0001524	AENJA_19275	HELIO_05163
OG0001524	AENJA_15536	HELIO_01459
OG0001526	AENJA_16663	HELIO_03062
OG0001527	AENJA_16808	HELIO_10434
OG0001528	AENJA_17449	HELIO_02093
OG0001530	AENJA_19473	HELIO_09208
OG0001531	AENJA_20341	HELIO_03563
OG0001532	AENJA_20708	HELIO_07182
OG0001533	AENJA_20965	HELIO_12019
OG0001534	AENJA_21491	HELIO_02863
OG0001535	AENJA_22631	HELIO_00025, HELIO_00763
OG0001536	AENJA_25332, AENJA_25327	HELIO_00034
OG0001545	AENJA_00995	HELIO_02222
OG0001546	AENJA_02497	HELIO_10092
OG0001549	AENJA_04459	HELIO_10410
OG0001550	AENJA_05035	HELIO_08048
OG0001551	AENJA_05503	HELIO_02886
OG0001552	AENJA_06118	HELIO_00983
OG0001553	AENJA_06179	HELIO_04975
OG0001554	AENJA_07567	HELIO_02815
OG0001555	AENJA_07655	HELIO_06994
OG0001556	AENJA_07803	HELIO_02204
OG0001557	AENJA_13295	HELIO_05083
OG0001557	AENJA_23342, AENJA_08073	HELIO_06596
OG0001558	AENJA_08311	HELIO_02760
OG0001559	AENJA_08667	HELIO_06123
OG0001561	AENJA_09420	HELIO_08393
OG0001562	AENJA_25099	HELIO_06572
OG0001563	AENJA_12465, AENJA_21948, AENJA_11347	HELIO_06290, HELIO_06516
OG0001564	AENJA_11930	HELIO_01962
OG0001565	AENJA_12372	HELIO_12328
OG0001566	AENJA_12513	HELIO_11200, HELIO_02258
OG0001568	AENJA_13880	HELIO_05132
OG0001569	AENJA_14238	HELIO_09196
OG0001570	AENJA_19842	HELIO_02540
OG0001570	AENJA_24461	HELIO_05222
OG0001571	AENJA_17758	HELIO_11750
OG0001572	AENJA_22665	HELIO_04693
OG0001573	AENJA_19183	HELIO_02265
OG0001574	AENJA_21910	HELIO_05607
OG0001575	AENJA_21919	HELIO_05293
OG0001576	AENJA_23479	HELIO_11858
OG0001577	AENJA_24178	HELIO_03678
OG0001578	AENJA_24180	HELIO_08790, HELIO_08789
OG0001580	AENJA_25168	HELIO_11365
OG0001581	AENJA_26171	HELIO_05221, HELIO_07860
OG0001582	AENJA_26338	HELIO_04387
OG0001583	AENJA_26528	HELIO_12114
OG0001584	AENJA_26828	HELIO_10513, HELIO_05589
OG0001588	AENJA_10785	HELIO_09335, HELIO_07886, HELIO_06202, HELIO_00024
OG0001589	AENJA_25068	HELIO_12278
OG0001590	AENJA_00406	HELIO_11606
OG0001590	AENJA_14826, AENJA_14823	HELIO_02516
OG0001591	AENJA_00990	HELIO_11360
OG0001592	AENJA_17749	HELIO_10882
OG0001592	AENJA_01022, AENJA_25249	HELIO_11034
OG0001593	AENJA_01627	HELIO_04977
OG0001594	AENJA_16970, AENJA_01665, AENJA_04700	HELIO_11160
OG0001595	AENJA_07444	HELIO_03439
OG0001596	AENJA_08460	HELIO_12698
OG0001597	AENJA_17835, AENJA_03457	HELIO_04679, HELIO_01769
OG0001599	AENJA_04501	HELIO_02009
OG0001600	AENJA_04862	HELIO_00399
OG0001602	AENJA_05150	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749
OG0001603	AENJA_05288	HELIO_02249
OG0001604	AENJA_11253	HELIO_12168
OG0001605	AENJA_06440	HELIO_09701, HELIO_00110
OG0001606	AENJA_06477	HELIO_11612
OG0001608	AENJA_08413, AENJA_07328	HELIO_09014, HELIO_09013
OG0001609	AENJA_08323	HELIO_04479
OG0001609	AENJA_19787	HELIO_00769
OG0001610	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532	HELIO_06066
OG0001611	AENJA_08569	HELIO_10992
OG0001612	AENJA_09589	HELIO_09022
OG0001614	AENJA_17703	HELIO_09695
OG0001614	AENJA_10096	HELIO_09277
OG0001615	AENJA_10716	HELIO_04146
OG0001617	AENJA_12188	HELIO_06430
OG0001618	AENJA_12993, AENJA_12996	HELIO_07548
OG0001620	AENJA_13924	HELIO_04031
OG0001621	AENJA_13994, AENJA_13992	HELIO_05621, HELIO_05048
OG0001622	AENJA_14211	HELIO_02684
OG0001623	AENJA_18499, AENJA_25583, AENJA_14562	HELIO_12088
OG0001624	AENJA_14605	HELIO_06828
OG0001625	AENJA_14706	HELIO_03741
OG0001626	AENJA_14807	HELIO_03887
OG0001627	AENJA_16344, AENJA_16341, AENJA_20173, AENJA_19284	HELIO_03358
OG0001628	AENJA_16821, AENJA_21898, AENJA_21897	HELIO_11311
OG0001628	AENJA_25488	HELIO_03654
OG0001629	AENJA_16897	HELIO_11337
OG0001630	AENJA_17020	HELIO_11857
OG0001632	AENJA_18126	HELIO_03908
OG0001633	AENJA_21539	HELIO_09239
OG0001635	AENJA_18913	HELIO_00639
OG0001636	AENJA_19487	HELIO_06373
OG0001637	AENJA_19510	HELIO_00689
OG0001638	AENJA_20882	HELIO_10751
OG0001639	AENJA_22054	HELIO_03546
OG0001642	AENJA_23879	HELIO_00859, HELIO_00858
OG0001643	AENJA_24340	HELIO_03459
OG0001644	AENJA_26289	HELIO_10610
OG0001651	AENJA_00391	HELIO_08544
OG0001652	AENJA_22805, AENJA_00850	HELIO_06903
OG0001653	AENJA_21125	HELIO_02536
OG0001654	AENJA_02592	HELIO_00734, HELIO_02525
OG0001655	AENJA_03001	HELIO_08331
OG0001656	AENJA_03159	HELIO_09773
OG0001657	AENJA_03268	HELIO_09713
OG0001658	AENJA_05073	HELIO_10076
