Orthogroup	AENJA_ok	APOSJ_ok
OG0000344	AENJA_20305	APOSJ_39994, APOSJ_39996
OG0000345	AENJA_23748	APOSJ_19596, APOSJ_08322, APOSJ_34998, APOSJ_35002, APOSJ_35001, APOSJ_22348, APOSJ_26848
OG0000346	AENJA_22586, AENJA_15929	APOSJ_29531, APOSJ_61448
OG0000347	AENJA_06108	APOSJ_14005
OG0000349	AENJA_15646, AENJA_15647	APOSJ_14427
OG0000350	AENJA_19835	APOSJ_06886
OG0000350	AENJA_05645	APOSJ_52021
OG0000350	AENJA_06140	APOSJ_08696
OG0000350	AENJA_03065	APOSJ_04665
OG0000351	AENJA_04428	APOSJ_36516
OG0000352	AENJA_13697	APOSJ_48080, APOSJ_28130, APOSJ_28131, APOSJ_48097, APOSJ_37856, APOSJ_28133, APOSJ_48091, APOSJ_28132
OG0000353	AENJA_12968	APOSJ_16942, APOSJ_16939, APOSJ_16941, APOSJ_16946, APOSJ_16944, APOSJ_16943, APOSJ_16945, APOSJ_37595, APOSJ_45893
OG0000355	AENJA_25513, AENJA_10158, AENJA_00519	APOSJ_32639, APOSJ_32638, APOSJ_32635, APOSJ_32641, APOSJ_32640, APOSJ_33829, APOSJ_50142, APOSJ_33831, APOSJ_50131, APOSJ_50138, APOSJ_33830
OG0000355	AENJA_14100	APOSJ_50175
OG0000356	AENJA_04669	APOSJ_01506, APOSJ_01505, APOSJ_01507
OG0000356	AENJA_05708	APOSJ_15953, APOSJ_15952, APOSJ_59299, APOSJ_59298, APOSJ_59296, APOSJ_59297
OG0000356	AENJA_10568	APOSJ_64937, APOSJ_05950, APOSJ_05947, APOSJ_37726, APOSJ_37725, APOSJ_05945, APOSJ_05949, APOSJ_05948
OG0000357	AENJA_16412	APOSJ_63907, APOSJ_38025, APOSJ_38027
OG0000357	AENJA_04794	APOSJ_00277, APOSJ_00279
OG0000358	AENJA_15177	APOSJ_19806, APOSJ_19805, APOSJ_03259, APOSJ_42533
OG0000358	AENJA_10717	APOSJ_64121
OG0000358	AENJA_12192	APOSJ_18215
OG0000358	AENJA_25711	APOSJ_01731, APOSJ_01730, APOSJ_61732, APOSJ_01733, APOSJ_01729, APOSJ_01732
OG0000359	AENJA_14005	APOSJ_62175
OG0000359	AENJA_07464	APOSJ_16379, APOSJ_02526, APOSJ_54329, APOSJ_47705, APOSJ_47709, APOSJ_41566, APOSJ_47712, APOSJ_41559, APOSJ_41565, APOSJ_41561, APOSJ_47707
OG0000360	AENJA_08623	APOSJ_56046, APOSJ_52191, APOSJ_41408, APOSJ_41409, APOSJ_52190, APOSJ_52198, APOSJ_59273, APOSJ_52196, APOSJ_52193, APOSJ_64539, APOSJ_41407, APOSJ_56060, APOSJ_59279, APOSJ_52194, APOSJ_52195, APOSJ_05406, APOSJ_41412, APOSJ_56043, APOSJ_41410, APOSJ_41411
OG0000360	AENJA_22734	APOSJ_26618, APOSJ_26619
OG0000363	AENJA_12906, AENJA_18208	APOSJ_20403, APOSJ_64756
OG0000363	AENJA_03399	APOSJ_61102, APOSJ_61101
OG0000364	AENJA_08616, AENJA_07293, AENJA_05680	APOSJ_63688, APOSJ_37253, APOSJ_10300, APOSJ_10302, APOSJ_63689, APOSJ_10303, APOSJ_10301, APOSJ_10306, APOSJ_10305, APOSJ_10304, APOSJ_36232, APOSJ_17201
OG0000365	AENJA_22716	APOSJ_13509, APOSJ_13508
OG0000365	AENJA_08243, AENJA_08242	APOSJ_08104
OG0000366	AENJA_18332	APOSJ_01188
OG0000367	AENJA_21567	APOSJ_19974, APOSJ_19975, APOSJ_33317, APOSJ_33318, APOSJ_33310, APOSJ_33311, APOSJ_33314, APOSJ_03230, APOSJ_33313, APOSJ_33316, APOSJ_33312, APOSJ_33315
OG0000367	AENJA_15749	APOSJ_03162, APOSJ_03161, APOSJ_19437
OG0000369	AENJA_03007	APOSJ_51916, APOSJ_55297, APOSJ_51919, APOSJ_18537
OG0000369	AENJA_21890	APOSJ_18534
OG0000369	AENJA_04287, AENJA_25666, AENJA_01718, AENJA_15634, AENJA_24954, AENJA_20487, AENJA_20742	APOSJ_04289
OG0000369	AENJA_23060	APOSJ_62261, APOSJ_62262
OG0000369	AENJA_00689	APOSJ_24078
OG0000369	AENJA_09811	APOSJ_61704, APOSJ_02288, APOSJ_02926, APOSJ_63516, APOSJ_13859, APOSJ_02930, APOSJ_02289, APOSJ_02290, APOSJ_18683, APOSJ_18663, APOSJ_02929, APOSJ_13861, APOSJ_02927
OG0000371	AENJA_14528	APOSJ_46362, APOSJ_46363
OG0000371	AENJA_04971	APOSJ_04892, APOSJ_30478
OG0000371	AENJA_19657, AENJA_18838	APOSJ_28320, APOSJ_41776
OG0000372	AENJA_10537	APOSJ_32309, APOSJ_49281
OG0000372	AENJA_22918	APOSJ_64678, APOSJ_60619, APOSJ_64680, APOSJ_64679
OG0000372	AENJA_10254	APOSJ_37509
OG0000373	AENJA_10744	APOSJ_12633, APOSJ_12635, APOSJ_12632, APOSJ_12631, APOSJ_12634
OG0000373	AENJA_18516	APOSJ_52214
OG0000373	AENJA_11897	APOSJ_21920
OG0000374	AENJA_24763	APOSJ_38286, APOSJ_38287
OG0000374	AENJA_15704	APOSJ_05003
OG0000374	AENJA_10989	APOSJ_63316, APOSJ_52272, APOSJ_63313, APOSJ_63315
OG0000378	AENJA_09892	APOSJ_08015
OG0000378	AENJA_03823	APOSJ_40349, APOSJ_40350, APOSJ_52129, APOSJ_40351
OG0000379	AENJA_25316	APOSJ_26427
OG0000379	AENJA_13204	APOSJ_05425
OG0000379	AENJA_16703	APOSJ_24725
OG0000379	AENJA_14680	APOSJ_43636, APOSJ_43638, APOSJ_43637
OG0000381	AENJA_17142, AENJA_17141	APOSJ_46002
OG0000381	AENJA_26433, AENJA_17701, AENJA_12504, AENJA_09535	APOSJ_29453
OG0000381	AENJA_16332, AENJA_06287, AENJA_06288, AENJA_05974, AENJA_22250, AENJA_00636	APOSJ_06669
OG0000382	AENJA_01299	APOSJ_02981
OG0000382	AENJA_05991	APOSJ_29505, APOSJ_29504, APOSJ_29502, APOSJ_45387, APOSJ_45384, APOSJ_45389, APOSJ_53898, APOSJ_53891, APOSJ_45388, APOSJ_45386, APOSJ_29506, APOSJ_53890, APOSJ_51706, APOSJ_45391, APOSJ_45390, APOSJ_45383, APOSJ_45385, APOSJ_29503
OG0000383	AENJA_12641, AENJA_07222	APOSJ_28439
OG0000383	AENJA_02358, AENJA_22482	APOSJ_52469, APOSJ_18607
OG0000383	AENJA_12782, AENJA_06449, AENJA_09653	APOSJ_24668, APOSJ_24667
OG0000383	AENJA_18398, AENJA_21797	APOSJ_54646
OG0000384	AENJA_22698	APOSJ_45785
OG0000384	AENJA_12143	APOSJ_10804, APOSJ_10802, APOSJ_10803, APOSJ_08321, APOSJ_10805, APOSJ_03385, APOSJ_10801, APOSJ_10799, APOSJ_10807, APOSJ_10800
OG0000385	AENJA_16346	APOSJ_11730, APOSJ_04859
OG0000389	AENJA_06388	APOSJ_45091
OG0000390	AENJA_23187, AENJA_21850, AENJA_23186	APOSJ_60702
OG0000390	AENJA_23482	APOSJ_42396
OG0000390	AENJA_23492, AENJA_06399	APOSJ_59050
OG0000391	AENJA_11069	APOSJ_43862, APOSJ_43863
OG0000392	AENJA_11266	APOSJ_29331, APOSJ_52981, APOSJ_60654, APOSJ_51981, APOSJ_09465, APOSJ_18547, APOSJ_59471, APOSJ_23355, APOSJ_05996, APOSJ_23352, APOSJ_05994, APOSJ_53347, APOSJ_53353, APOSJ_59477, APOSJ_59475, APOSJ_63008, APOSJ_51743, APOSJ_52984, APOSJ_62977, APOSJ_05992, APOSJ_62996, APOSJ_53296, APOSJ_59474, APOSJ_05993, APOSJ_23356, APOSJ_59476, APOSJ_23353, APOSJ_26329, APOSJ_51728, APOSJ_05995, APOSJ_59472, APOSJ_53398, APOSJ_51734, APOSJ_51725, APOSJ_47184, APOSJ_52979, APOSJ_23354, APOSJ_61754, APOSJ_51987, APOSJ_51991, APOSJ_23351, APOSJ_59473, APOSJ_60668, APOSJ_33055, APOSJ_23350
OG0000393	AENJA_20824	APOSJ_12639, APOSJ_51170, APOSJ_44607, APOSJ_10349, APOSJ_01148, APOSJ_10350, APOSJ_50984, APOSJ_44606, APOSJ_44608, APOSJ_58562, APOSJ_51175, APOSJ_12636, APOSJ_10345, APOSJ_10346, APOSJ_44609, APOSJ_01537, APOSJ_37401
OG0000393	AENJA_11660	APOSJ_58923, APOSJ_27432
OG0000394	AENJA_08820	APOSJ_00235, APOSJ_53875, APOSJ_53873, APOSJ_00233, APOSJ_38608, APOSJ_34582, APOSJ_34580, APOSJ_20170, APOSJ_34585, APOSJ_38610, APOSJ_57498, APOSJ_57495, APOSJ_20166, APOSJ_57496, APOSJ_19684, APOSJ_19671, APOSJ_34584, APOSJ_57494, APOSJ_57499, APOSJ_34583, APOSJ_34581, APOSJ_19686, APOSJ_29937, APOSJ_19675
OG0000395	AENJA_17521	APOSJ_29258, APOSJ_16627
OG0000397	AENJA_26085	APOSJ_27317, APOSJ_35633
OG0000399	AENJA_09258	APOSJ_62878
OG0000399	AENJA_25908	APOSJ_16843
OG0000399	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668	APOSJ_47890
OG0000399	AENJA_14143	APOSJ_26614
OG0000401	AENJA_22375	APOSJ_53113, APOSJ_53111, APOSJ_53114, APOSJ_53112, APOSJ_57402, APOSJ_03891, APOSJ_53115, APOSJ_03904
OG0000402	AENJA_01108	APOSJ_39111, APOSJ_39113, APOSJ_39112, APOSJ_39115, APOSJ_39114
OG0000403	AENJA_04017, AENJA_04018, AENJA_10837, AENJA_13145, AENJA_22049, AENJA_05868	APOSJ_35999, APOSJ_35995, APOSJ_35997, APOSJ_35998, APOSJ_61714, APOSJ_61713, APOSJ_43150, APOSJ_08755, APOSJ_08759, APOSJ_08761, APOSJ_08757, APOSJ_08760, APOSJ_08756
OG0000404	AENJA_26390	APOSJ_45960
OG0000404	AENJA_17116	APOSJ_32095
OG0000404	AENJA_13309	APOSJ_53262, APOSJ_53263, APOSJ_53266, APOSJ_62349, APOSJ_53267, APOSJ_34637, APOSJ_53264, APOSJ_30197
OG0000405	AENJA_21234	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529
OG0000409	AENJA_11040	APOSJ_35378
OG0000409	AENJA_00845, AENJA_01104	APOSJ_13202, APOSJ_08547
OG0000410	AENJA_08908	APOSJ_08054, APOSJ_31190, APOSJ_29704, APOSJ_29705, APOSJ_29708, APOSJ_31192, APOSJ_29706, APOSJ_29709, APOSJ_31193, APOSJ_63811, APOSJ_29707, APOSJ_31191
OG0000411	AENJA_11832	APOSJ_58040, APOSJ_61992, APOSJ_60239
OG0000412	AENJA_21404	APOSJ_24517, APOSJ_58404
OG0000412	AENJA_26231	APOSJ_14599, APOSJ_34090
OG0000412	AENJA_11362	APOSJ_36086, APOSJ_37442, APOSJ_11743, APOSJ_11744, APOSJ_11745
OG0000413	AENJA_18235	APOSJ_24595, APOSJ_24593, APOSJ_24594
OG0000414	AENJA_10648, AENJA_01923, AENJA_19101, AENJA_12973, AENJA_11943, AENJA_05235, AENJA_01318, AENJA_19309, AENJA_11487	APOSJ_27236
OG0000414	AENJA_03443, AENJA_12966	APOSJ_34837, APOSJ_34838, APOSJ_34836, APOSJ_30334, APOSJ_04652, APOSJ_18822, APOSJ_04052, APOSJ_13114, APOSJ_18816, APOSJ_57936, APOSJ_13121, APOSJ_13117, APOSJ_13115, APOSJ_18823, APOSJ_54073, APOSJ_49217, APOSJ_49219
OG0000414	AENJA_20458	APOSJ_25341
OG0000415	AENJA_07725	APOSJ_39680, APOSJ_39681
OG0000415	AENJA_23952	APOSJ_33768
OG0000416	AENJA_13956	APOSJ_59565, APOSJ_59569, APOSJ_59564, APOSJ_59567, APOSJ_59566, APOSJ_59568, APOSJ_55801
OG0000418	AENJA_05869	APOSJ_27846
OG0000418	AENJA_25431, AENJA_15211, AENJA_14274, AENJA_08949	APOSJ_30544, APOSJ_18291, APOSJ_06755, APOSJ_06756
OG0000420	AENJA_25418, AENJA_12757, AENJA_24304	APOSJ_55411, APOSJ_39760, APOSJ_10986, APOSJ_39762, APOSJ_10985, APOSJ_10984, APOSJ_39761, APOSJ_48430, APOSJ_10987, APOSJ_39763, APOSJ_21508, APOSJ_04266
OG0000424	AENJA_15205, AENJA_15202	APOSJ_08867, APOSJ_08868
OG0000424	AENJA_26752	APOSJ_16377
OG0000425	AENJA_24235	APOSJ_09919, APOSJ_09922, APOSJ_09924, APOSJ_09925, APOSJ_63999, APOSJ_09923, APOSJ_12531, APOSJ_09920
OG0000425	AENJA_24238, AENJA_17525	APOSJ_41338, APOSJ_41337
OG0000426	AENJA_16516	APOSJ_63344, APOSJ_52406
OG0000426	AENJA_15654	APOSJ_32498, APOSJ_32501, APOSJ_32500, APOSJ_06316, APOSJ_32499
OG0000427	AENJA_16219	APOSJ_24669
OG0000427	AENJA_26175	APOSJ_23730
OG0000429	AENJA_21410	APOSJ_24652
OG0000429	AENJA_01381	APOSJ_10072, APOSJ_10073, APOSJ_10074, APOSJ_08808, APOSJ_10071, APOSJ_08809, APOSJ_08814, APOSJ_08812, APOSJ_10075, APOSJ_26164, APOSJ_26166, APOSJ_26167, APOSJ_26169, APOSJ_26172, APOSJ_26173, APOSJ_65072, APOSJ_26170, APOSJ_26168, APOSJ_26165, APOSJ_10076, APOSJ_26163, APOSJ_08811, APOSJ_08810, APOSJ_08813, APOSJ_10070, APOSJ_19456, APOSJ_19458
OG0000430	AENJA_25178	APOSJ_54163
OG0000431	AENJA_03019	APOSJ_41257, APOSJ_17141
OG0000431	AENJA_19097	APOSJ_13875, APOSJ_56344, APOSJ_13873
OG0000431	AENJA_17426	APOSJ_03912
OG0000432	AENJA_08549	APOSJ_11780, APOSJ_11779
OG0000432	AENJA_14844	APOSJ_38231, APOSJ_38230, APOSJ_38235, APOSJ_38233, APOSJ_38237, APOSJ_53243, APOSJ_38234, APOSJ_53244, APOSJ_62180, APOSJ_39360, APOSJ_38232, APOSJ_38236
OG0000433	AENJA_24860	APOSJ_13437, APOSJ_13435, APOSJ_19052, APOSJ_13436, APOSJ_13439, APOSJ_13438
OG0000433	AENJA_10323	APOSJ_34783, APOSJ_26320
OG0000434	AENJA_23323	APOSJ_40414
OG0000434	AENJA_21939, AENJA_18428, AENJA_12178	APOSJ_37312, APOSJ_00867, APOSJ_00868, APOSJ_29247, APOSJ_29245, APOSJ_29243, APOSJ_29248, APOSJ_29244, APOSJ_29246
OG0000435	AENJA_25030	APOSJ_06348, APOSJ_40171, APOSJ_63487, APOSJ_34346
OG0000435	AENJA_23148	APOSJ_39390, APOSJ_62293
OG0000436	AENJA_24307	APOSJ_28155, APOSJ_20785, APOSJ_28151, APOSJ_46522, APOSJ_62168, APOSJ_20013, APOSJ_28156, APOSJ_26846, APOSJ_20011, APOSJ_20014, APOSJ_23211, APOSJ_20012, APOSJ_23209, APOSJ_28157, APOSJ_28158, APOSJ_62167, APOSJ_62176, APOSJ_28160, APOSJ_28154, APOSJ_23207, APOSJ_23208, APOSJ_28159, APOSJ_23213, APOSJ_28152, APOSJ_20010, APOSJ_20009, APOSJ_28153
OG0000442	AENJA_21364	APOSJ_60316, APOSJ_56306, APOSJ_56308, APOSJ_56305, APOSJ_58037, APOSJ_56304, APOSJ_56307, APOSJ_52970, APOSJ_56309
OG0000442	AENJA_20819	APOSJ_40499
OG0000442	AENJA_08940	APOSJ_17649
OG0000443	AENJA_15885	APOSJ_20976, APOSJ_34695, APOSJ_20975, APOSJ_34697, APOSJ_20973, APOSJ_18085, APOSJ_20974, APOSJ_49106, APOSJ_18082, APOSJ_34694, APOSJ_20977, APOSJ_18091, APOSJ_34693, APOSJ_34698
OG0000443	AENJA_23556	APOSJ_42353, APOSJ_06689, APOSJ_18261, APOSJ_42350, APOSJ_37858, APOSJ_01066, APOSJ_01068, APOSJ_01064, APOSJ_42349, APOSJ_42347, APOSJ_42163, APOSJ_42352, APOSJ_36425, APOSJ_37859, APOSJ_06687, APOSJ_01065, APOSJ_06688, APOSJ_49738, APOSJ_01067, APOSJ_18260, APOSJ_42346, APOSJ_36427, APOSJ_36426, APOSJ_36424, APOSJ_42348, APOSJ_18262, APOSJ_37857, APOSJ_36428, APOSJ_42351, APOSJ_49745, APOSJ_54309, APOSJ_49740, APOSJ_49737
OG0000444	AENJA_22469	APOSJ_53476, APOSJ_63475, APOSJ_63471
OG0000445	AENJA_08087	APOSJ_33341
OG0000445	AENJA_03365	APOSJ_29067, APOSJ_29066
OG0000446	AENJA_17227	APOSJ_65177, APOSJ_65176
OG0000446	AENJA_16673	APOSJ_65246, APOSJ_65243
OG0000446	AENJA_15743	APOSJ_03580
OG0000447	AENJA_07978	APOSJ_33423, APOSJ_39549, APOSJ_21344, APOSJ_37832, APOSJ_33416, APOSJ_39548, APOSJ_21347, APOSJ_46524, APOSJ_40055, APOSJ_33417, APOSJ_37049, APOSJ_33419, APOSJ_33422, APOSJ_38407, APOSJ_21348, APOSJ_21349, APOSJ_37833, APOSJ_00588, APOSJ_33420, APOSJ_63648, APOSJ_39551, APOSJ_63640, APOSJ_04484, APOSJ_46381, APOSJ_33418, APOSJ_27284, APOSJ_21346, APOSJ_21345, APOSJ_27283, APOSJ_27286, APOSJ_33421, APOSJ_39552, APOSJ_37045, APOSJ_27291, APOSJ_21343, APOSJ_37834, APOSJ_46509, APOSJ_33424, APOSJ_37046, APOSJ_27290
OG0000448	AENJA_08190, AENJA_08395	APOSJ_16275
OG0000449	AENJA_24406, AENJA_08516	APOSJ_19859
OG0000450	AENJA_10311	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393
OG0000451	AENJA_24500, AENJA_11523	APOSJ_50791
OG0000456	AENJA_22512, AENJA_16637	APOSJ_05419, APOSJ_32195
OG0000456	AENJA_24362, AENJA_25638	APOSJ_33240
OG0000456	AENJA_09375, AENJA_22513	APOSJ_03884, APOSJ_33942, APOSJ_03886, APOSJ_03885
OG0000456	AENJA_17109	APOSJ_32967, APOSJ_08164, APOSJ_42120, APOSJ_42119
OG0000457	AENJA_20848, AENJA_02223, AENJA_25624, AENJA_13034, AENJA_05287, AENJA_19573	APOSJ_46915, APOSJ_11630, APOSJ_06566, APOSJ_06563, APOSJ_00759, APOSJ_00756, APOSJ_64330, APOSJ_00757, APOSJ_12194, APOSJ_25376, APOSJ_64321, APOSJ_32844, APOSJ_41440, APOSJ_06561, APOSJ_41439, APOSJ_46917, APOSJ_06565, APOSJ_00761, APOSJ_46916, APOSJ_46913, APOSJ_10541, APOSJ_46912, APOSJ_32841, APOSJ_12195, APOSJ_59927, APOSJ_53412, APOSJ_46918, APOSJ_00762, APOSJ_59926, APOSJ_00758, APOSJ_00760, APOSJ_53410, APOSJ_06564, APOSJ_00755
OG0000457	AENJA_13031, AENJA_10583	APOSJ_51075, APOSJ_42921, APOSJ_42917, APOSJ_49680, APOSJ_43623, APOSJ_42919, APOSJ_51077, APOSJ_51079, APOSJ_51073, APOSJ_33116, APOSJ_42920, APOSJ_49675, APOSJ_42016, APOSJ_50720
OG0000458	AENJA_11770	APOSJ_07623, APOSJ_07621, APOSJ_31447, APOSJ_24898, APOSJ_01226, APOSJ_31429, APOSJ_26015, APOSJ_07616
OG0000458	AENJA_03312	APOSJ_52933, APOSJ_19824
OG0000459	AENJA_04182	APOSJ_09113, APOSJ_09116, APOSJ_08276
OG0000460	AENJA_05733	APOSJ_23650, APOSJ_23649, APOSJ_23652, APOSJ_23651
OG0000460	AENJA_25575	APOSJ_53797, APOSJ_53798, APOSJ_48262, APOSJ_53796, APOSJ_48261, APOSJ_53795, APOSJ_48108, APOSJ_22139, APOSJ_34528, APOSJ_04714, APOSJ_29435, APOSJ_15404, APOSJ_23181, APOSJ_23177, APOSJ_15405, APOSJ_23176, APOSJ_23849, APOSJ_23883
OG0000461	AENJA_22982	APOSJ_15333, APOSJ_24916, APOSJ_24919, APOSJ_21047, APOSJ_21049, APOSJ_21051, APOSJ_15336, APOSJ_02773, APOSJ_21052, APOSJ_15335, APOSJ_63710, APOSJ_21048, APOSJ_02772, APOSJ_21050, APOSJ_24918, APOSJ_30700, APOSJ_15334, APOSJ_15332, APOSJ_25654, APOSJ_24920, APOSJ_21053, APOSJ_24917
OG0000461	AENJA_10288	APOSJ_54487
OG0000463	AENJA_15755	APOSJ_18621, APOSJ_18619, APOSJ_18622
OG0000463	AENJA_15574	APOSJ_38796, APOSJ_43105, APOSJ_38791, APOSJ_43108
OG0000463	AENJA_07031	APOSJ_21797, APOSJ_21796
OG0000465	AENJA_23068	APOSJ_47214, APOSJ_47212, APOSJ_27264
OG0000465	AENJA_20709	APOSJ_19682, APOSJ_19683
OG0000466	AENJA_17370	APOSJ_40609, APOSJ_40610, APOSJ_40608, APOSJ_40607, APOSJ_59356, APOSJ_07051
OG0000467	AENJA_24285	APOSJ_42240, APOSJ_06699, APOSJ_06698, APOSJ_06700, APOSJ_06701, APOSJ_06697, APOSJ_39334, APOSJ_42237, APOSJ_06696
OG0000468	AENJA_08672	APOSJ_51584
OG0000469	AENJA_19006	APOSJ_22310
OG0000469	AENJA_05512	APOSJ_01924, APOSJ_65240
OG0000470	AENJA_05899	APOSJ_06395, APOSJ_06396, APOSJ_06398
OG0000470	AENJA_25964	APOSJ_59730, APOSJ_59732, APOSJ_40627, APOSJ_20003, APOSJ_40628, APOSJ_59735, APOSJ_62149, APOSJ_40619, APOSJ_20008, APOSJ_20006, APOSJ_20004, APOSJ_40626, APOSJ_40622, APOSJ_59731, APOSJ_40621, APOSJ_20007, APOSJ_20005, APOSJ_40620, APOSJ_40625, APOSJ_59729, APOSJ_59734, APOSJ_59736, APOSJ_54133, APOSJ_40624, APOSJ_59733
OG0000472	AENJA_19704	APOSJ_36484
OG0000472	AENJA_09019	APOSJ_27886, APOSJ_27884, APOSJ_27885
OG0000473	AENJA_18952, AENJA_13249	APOSJ_38187, APOSJ_38188, APOSJ_38186, APOSJ_38189, APOSJ_39768, APOSJ_38292, APOSJ_05202, APOSJ_37622
OG0000474	AENJA_17737	APOSJ_09793
OG0000475	AENJA_22558	APOSJ_60939, APOSJ_60934, APOSJ_60932, APOSJ_60935, APOSJ_60933, APOSJ_60936, APOSJ_61466, APOSJ_60937
OG0000476	AENJA_25489	APOSJ_09240, APOSJ_14371, APOSJ_24922, APOSJ_14372
OG0000476	AENJA_24295	APOSJ_23487
OG0000477	AENJA_11250	APOSJ_42858, APOSJ_42860
OG0000477	AENJA_02796	APOSJ_51558, APOSJ_51557
OG0000478	AENJA_21574	APOSJ_29839, APOSJ_54588, APOSJ_13277, APOSJ_04799, APOSJ_51899, APOSJ_51897, APOSJ_31186, APOSJ_04798, APOSJ_29838, APOSJ_29833, APOSJ_45534, APOSJ_04796, APOSJ_45533, APOSJ_45535, APOSJ_51896, APOSJ_45537, APOSJ_51900, APOSJ_51901, APOSJ_54591, APOSJ_51894, APOSJ_45536, APOSJ_51895, APOSJ_04797, APOSJ_29835
OG0000479	AENJA_09588	APOSJ_50477
OG0000479	AENJA_20878	APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820
OG0000480	AENJA_10027	APOSJ_08851, APOSJ_08847, APOSJ_08846, APOSJ_08848, APOSJ_08852, APOSJ_08855, APOSJ_08850, APOSJ_08849
OG0000480	AENJA_23584, AENJA_25610	APOSJ_33958, APOSJ_33957
OG0000481	AENJA_16592	APOSJ_04459, APOSJ_04458, APOSJ_27767, APOSJ_04460
OG0000481	AENJA_22951	APOSJ_52806, APOSJ_58199
OG0000481	AENJA_11417	APOSJ_64885
OG0000482	AENJA_18772	APOSJ_62451, APOSJ_62450, APOSJ_46921, APOSJ_62452
OG0000482	AENJA_18773	APOSJ_10909, APOSJ_10907, APOSJ_10903, APOSJ_10905, APOSJ_10906
OG0000483	AENJA_22114	APOSJ_24844, APOSJ_04010
OG0000483	AENJA_06577	APOSJ_58838, APOSJ_58839, APOSJ_58837, APOSJ_58836
OG0000483	AENJA_00053, AENJA_23987	APOSJ_04011, APOSJ_04012
OG0000485	AENJA_01157, AENJA_13767	APOSJ_31593, APOSJ_05098
OG0000485	AENJA_15714, AENJA_15716, AENJA_24876, AENJA_15715	APOSJ_03974
OG0000486	AENJA_24911, AENJA_01412	APOSJ_50215, APOSJ_50216
OG0000486	AENJA_01364	APOSJ_34514, APOSJ_34513
OG0000486	AENJA_22874	APOSJ_22647, APOSJ_24406
OG0000487	AENJA_02732	APOSJ_11299, APOSJ_11296, APOSJ_11297, APOSJ_11295, APOSJ_56190
OG0000488	AENJA_10931	APOSJ_12282, APOSJ_12283, APOSJ_20775, APOSJ_20781, APOSJ_06079, APOSJ_06081, APOSJ_20777, APOSJ_20778, APOSJ_39152, APOSJ_20783, APOSJ_20776, APOSJ_20779, APOSJ_20782, APOSJ_20780, APOSJ_06078, APOSJ_06084, APOSJ_06083, APOSJ_06082, APOSJ_06080
OG0000489	AENJA_12937	APOSJ_25864, APOSJ_25865, APOSJ_25861, APOSJ_25866, APOSJ_25863, APOSJ_25862
OG0000490	AENJA_13962	APOSJ_43135, APOSJ_43142, APOSJ_53127, APOSJ_43136, APOSJ_43137, APOSJ_61499, APOSJ_43139, APOSJ_04379, APOSJ_43140, APOSJ_43141, APOSJ_43138, APOSJ_53126
OG0000494	AENJA_16419	APOSJ_27996, APOSJ_22729, APOSJ_22730, APOSJ_27994, APOSJ_44324, APOSJ_22733, APOSJ_44326, APOSJ_22734, APOSJ_22732, APOSJ_27997, APOSJ_27998, APOSJ_44328, APOSJ_27995, APOSJ_22731, APOSJ_44322
OG0000495	AENJA_11256	APOSJ_25896, APOSJ_25899, APOSJ_60071, APOSJ_25897, APOSJ_25900
OG0000496	AENJA_13741	APOSJ_60355
OG0000497	AENJA_14446	APOSJ_02507, APOSJ_15320
OG0000497	AENJA_20917	APOSJ_46502, APOSJ_46508, APOSJ_05403, APOSJ_05405, APOSJ_00427, APOSJ_46505, APOSJ_00421, APOSJ_00424, APOSJ_59967, APOSJ_00423, APOSJ_46504, APOSJ_59485, APOSJ_46500, APOSJ_05402, APOSJ_46503, APOSJ_05404, APOSJ_60000, APOSJ_46507, APOSJ_59483, APOSJ_00422, APOSJ_46506, APOSJ_59484, APOSJ_33612, APOSJ_00425
OG0000498	AENJA_19515	APOSJ_07208, APOSJ_36210, APOSJ_32783, APOSJ_26557, APOSJ_04619, APOSJ_32790, APOSJ_64427, APOSJ_64424, APOSJ_26551, APOSJ_03203, APOSJ_14657, APOSJ_32784, APOSJ_45008, APOSJ_04621, APOSJ_64422, APOSJ_64419, APOSJ_46085, APOSJ_07771, APOSJ_58848, APOSJ_45007, APOSJ_45002, APOSJ_04618, APOSJ_46082, APOSJ_20789, APOSJ_20806
OG0000499	AENJA_19712	APOSJ_18558, APOSJ_18553, APOSJ_18559, APOSJ_18555, APOSJ_18557, APOSJ_54078, APOSJ_18560, APOSJ_18556
OG0000502	AENJA_24244	APOSJ_39769
OG0000503	AENJA_26692	APOSJ_47356, APOSJ_03773
OG0000504	AENJA_09834	APOSJ_01528
OG0000505	AENJA_11465	APOSJ_10376, APOSJ_64358, APOSJ_64359, APOSJ_64363, APOSJ_16097, APOSJ_64367, APOSJ_64364, APOSJ_64362, APOSJ_10375, APOSJ_10373, APOSJ_10371, APOSJ_64360, APOSJ_10372, APOSJ_16096, APOSJ_10374, APOSJ_64368
