Orthogroup	AENJA_ok	SACKO_ok
OG0000480	AENJA_14480	SACKO_31389
OG0000481	AENJA_16592	SACKO_18810
OG0000481	AENJA_22951	SACKO_02151, SACKO_09218
OG0000481	AENJA_11417	SACKO_17872
OG0000482	AENJA_18773	SACKO_25747
OG0000483	AENJA_22114	SACKO_10313, SACKO_02472
OG0000483	AENJA_06577	SACKO_06301, SACKO_18786
OG0000483	AENJA_00053, AENJA_23987	SACKO_13873
OG0000485	AENJA_01157, AENJA_13767	SACKO_12872
OG0000485	AENJA_15714, AENJA_15716, AENJA_24876, AENJA_15715	SACKO_32346
OG0000486	AENJA_24911, AENJA_01412	SACKO_03067, SACKO_03069, SACKO_29945
OG0000486	AENJA_01364	SACKO_21708
OG0000487	AENJA_25094, AENJA_24881, AENJA_24880	SACKO_33051, SACKO_15021, SACKO_04845, SACKO_06932, SACKO_06952
OG0000487	AENJA_02732	SACKO_08406, SACKO_08473, SACKO_34025, SACKO_08477, SACKO_08456
OG0000488	AENJA_10931	SACKO_32393
OG0000489	AENJA_12938	SACKO_02948, SACKO_20823
OG0000489	AENJA_12937	SACKO_11413
OG0000490	AENJA_13962	SACKO_25826
OG0000494	AENJA_16419	SACKO_09661, SACKO_20661, SACKO_20676
OG0000494	AENJA_21639	SACKO_20667, SACKO_20670, SACKO_29545
OG0000495	AENJA_11256	SACKO_02191, SACKO_02199
OG0000496	AENJA_13741	SACKO_19033
OG0000497	AENJA_14446	SACKO_07766
OG0000497	AENJA_20917	SACKO_21404
OG0000498	AENJA_19515	SACKO_16151
OG0000499	AENJA_19712	SACKO_07869, SACKO_25714, SACKO_13488, SACKO_07888, SACKO_07856, SACKO_07885
OG0000501	AENJA_00530, AENJA_00529, AENJA_07419, AENJA_06738	SACKO_02655, SACKO_04583, SACKO_04590, SACKO_28718, SACKO_28744, SACKO_31552, SACKO_31557, SACKO_28634, SACKO_29583, SACKO_33267, SACKO_29576, SACKO_22573, SACKO_04851, SACKO_22575, SACKO_32214
OG0000502	AENJA_14526, AENJA_14527	SACKO_31957, SACKO_31944, SACKO_31935, SACKO_31929, SACKO_31956
OG0000503	AENJA_26692	SACKO_26118
OG0000504	AENJA_07620, AENJA_09834	SACKO_26022
OG0000505	AENJA_11465	SACKO_33776
OG0000506	AENJA_21734	SACKO_28370
OG0000508	AENJA_05447	SACKO_04141
OG0000508	AENJA_18701	SACKO_03535
OG0000509	AENJA_10730, AENJA_17083	SACKO_09685
OG0000510	AENJA_13229, AENJA_13230	SACKO_08802
OG0000511	AENJA_25207	SACKO_16608, SACKO_16632, SACKO_17075
OG0000513	AENJA_22031	SACKO_20073
OG0000514	AENJA_24585	SACKO_06731
OG0000519	AENJA_00264	SACKO_32736
OG0000520	AENJA_00693	SACKO_09249
OG0000521	AENJA_05432, AENJA_18426	SACKO_19264, SACKO_19258, SACKO_30251
OG0000521	AENJA_00888	SACKO_05637
OG0000522	AENJA_22612	SACKO_08798
OG0000522	AENJA_04937	SACKO_03537, SACKO_08795
OG0000522	AENJA_01107	SACKO_03413
OG0000523	AENJA_23211	SACKO_25122
OG0000523	AENJA_01429	SACKO_22414, SACKO_18696, SACKO_04917, SACKO_04936, SACKO_14510, SACKO_21286, SACKO_32496, SACKO_11858
OG0000524	AENJA_03124	SACKO_11508
OG0000525	AENJA_05189	SACKO_14070
OG0000525	AENJA_24865	SACKO_16659
OG0000526	AENJA_05234	SACKO_25850
OG0000526	AENJA_11511, AENJA_11510	SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239
OG0000527	AENJA_07523	SACKO_06751
OG0000528	AENJA_10012	SACKO_04604
OG0000528	AENJA_23565	SACKO_09093
OG0000528	AENJA_19659	SACKO_23862
OG0000530	AENJA_14711	SACKO_04253
OG0000532	AENJA_16819	SACKO_04033, SACKO_04027
OG0000532	AENJA_21969	SACKO_04015
OG0000533	AENJA_15827, AENJA_04858, AENJA_01734, AENJA_23272	SACKO_10942, SACKO_02806, SACKO_02812
OG0000533	AENJA_15823, AENJA_03677, AENJA_15822, AENJA_15826	SACKO_16139, SACKO_15202, SACKO_31024
OG0000534	AENJA_07190	SACKO_02672, SACKO_02674
OG0000535	AENJA_12992, AENJA_12990, AENJA_12989	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484
OG0000536	AENJA_23026, AENJA_14903	SACKO_16880
OG0000537	AENJA_17430	SACKO_26151
OG0000538	AENJA_23758	SACKO_05534, SACKO_05532
OG0000541	AENJA_20086, AENJA_20087, AENJA_20085, AENJA_20084, AENJA_14808, AENJA_14291	SACKO_34149, SACKO_34143, SACKO_34121, SACKO_34138, SACKO_34126, SACKO_34131, SACKO_34113, SACKO_34137, SACKO_34140, SACKO_02528, SACKO_02532, SACKO_13125, SACKO_13548, SACKO_02536, SACKO_01488, SACKO_13122, SACKO_09874, SACKO_19487, SACKO_33223
OG0000541	AENJA_06547, AENJA_00763, AENJA_26532	SACKO_33225
OG0000542	AENJA_00918	SACKO_04085, SACKO_33246
OG0000542	AENJA_09124	SACKO_31227, SACKO_03340
OG0000544	AENJA_06261	SACKO_01595
OG0000544	AENJA_25601	SACKO_20647
OG0000544	AENJA_21071	SACKO_21942
OG0000545	AENJA_10948	SACKO_31593
OG0000545	AENJA_15907	SACKO_11658
OG0000546	AENJA_12533	SACKO_09949
OG0000547	AENJA_13465	SACKO_07423
OG0000547	AENJA_16833	SACKO_10842, SACKO_10831, SACKO_10812
OG0000548	AENJA_14730	SACKO_21638
OG0000548	AENJA_19997	SACKO_01196
OG0000549	AENJA_17344	SACKO_09189
OG0000549	AENJA_17318, AENJA_21943	SACKO_27792
OG0000550	AENJA_18271	SACKO_24656
OG0000550	AENJA_25194	SACKO_29039
OG0000551	AENJA_25358	SACKO_27987
OG0000552	AENJA_18702	SACKO_16965
OG0000553	AENJA_20283	SACKO_30818
OG0000553	AENJA_25732	SACKO_24378
OG0000554	AENJA_25501	SACKO_04829
OG0000560	AENJA_26784, AENJA_05002, AENJA_05259, AENJA_05258, AENJA_11328, AENJA_13330, AENJA_03885, AENJA_09501, AENJA_00484, AENJA_09500	SACKO_03110
OG0000560	AENJA_00930	SACKO_30877
OG0000561	AENJA_01455	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255
OG0000562	AENJA_25856	SACKO_07813
OG0000564	AENJA_10935	SACKO_32358
OG0000564	AENJA_18770	SACKO_12013
OG0000565	AENJA_26555	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950
OG0000566	AENJA_14810	SACKO_13906
OG0000566	AENJA_20531, AENJA_16653	SACKO_18189
OG0000567	AENJA_23422	SACKO_32703, SACKO_18072
OG0000568	AENJA_00234	SACKO_15842
OG0000568	AENJA_14560, AENJA_16990	SACKO_14342
OG0000568	AENJA_17733, AENJA_14377, AENJA_13008, AENJA_21541	SACKO_02965
OG0000569	AENJA_00319	SACKO_03979
OG0000571	AENJA_00892	SACKO_11190
OG0000571	AENJA_08037, AENJA_13878, AENJA_05321	SACKO_00369
OG0000572	AENJA_05866	SACKO_18077
OG0000573	AENJA_05835	SACKO_21574
OG0000573	AENJA_03220	SACKO_26024
OG0000574	AENJA_03681, AENJA_21909	SACKO_33381
OG0000574	AENJA_24754	SACKO_28187
OG0000575	AENJA_04710	SACKO_27278, SACKO_27258
OG0000576	AENJA_05569	SACKO_23536
OG0000577	AENJA_08481	SACKO_02404
OG0000578	AENJA_09428	SACKO_32404
OG0000579	AENJA_20737, AENJA_22778	SACKO_30809
OG0000580	AENJA_19255	SACKO_19146
OG0000581	AENJA_15347	SACKO_01235
OG0000581	AENJA_15345	SACKO_01269
OG0000581	AENJA_15344	SACKO_01278
OG0000582	AENJA_17591	SACKO_28539
OG0000583	AENJA_17607	SACKO_33042
OG0000584	AENJA_20506, AENJA_20503, AENJA_24610	SACKO_22450
OG0000585	AENJA_25758	SACKO_33151
OG0000586	AENJA_25809	SACKO_01531
OG0000588	AENJA_02286	SACKO_19722
OG0000588	AENJA_21633	SACKO_13333
OG0000589	AENJA_05016	SACKO_03632
OG0000590	AENJA_19774	SACKO_30925
OG0000590	AENJA_07046	SACKO_30919, SACKO_30264
OG0000591	AENJA_25061	SACKO_22613
OG0000591	AENJA_08335, AENJA_08330	SACKO_32003
OG0000591	AENJA_08329	SACKO_32007
OG0000592	AENJA_12392	SACKO_27135
OG0000593	AENJA_21036	SACKO_28197
OG0000593	AENJA_17174	SACKO_29618
OG0000594	AENJA_13904	SACKO_33771
OG0000596	AENJA_10952, AENJA_15114, AENJA_01624, AENJA_05591, AENJA_04526, AENJA_00999, AENJA_06311, AENJA_06310, AENJA_00998, AENJA_00997	SACKO_14397, SACKO_14403, SACKO_15641, SACKO_13334, SACKO_02687
OG0000597	AENJA_10748	SACKO_18453
OG0000597	AENJA_01626	SACKO_13955
OG0000598	AENJA_10540, AENJA_11371, AENJA_26331, AENJA_03924, AENJA_20160, AENJA_05055, AENJA_23911	SACKO_05680
OG0000599	AENJA_05850	SACKO_33840, SACKO_33746, SACKO_33816
OG0000599	AENJA_21227, AENJA_21229, AENJA_17704, AENJA_17705, AENJA_08633	SACKO_26034, SACKO_33847
OG0000599	AENJA_17518	SACKO_29928, SACKO_13810, SACKO_13799, SACKO_13803, SACKO_13818, SACKO_13798, SACKO_13815, SACKO_13813, SACKO_13812
OG0000600	AENJA_07369	SACKO_34109, SACKO_34187
OG0000600	AENJA_09335	SACKO_27569
OG0000602	AENJA_17434	SACKO_18486
OG0000602	AENJA_11021	SACKO_15757, SACKO_11346, SACKO_18509
OG0000603	AENJA_20949	SACKO_31604
OG0000604	AENJA_26538	SACKO_11960
OG0000607	AENJA_06811	SACKO_22583, SACKO_22581
OG0000607	AENJA_01173	SACKO_23896
OG0000609	AENJA_03157	SACKO_07908
OG0000610	AENJA_25857	SACKO_22412
OG0000610	AENJA_20028	SACKO_14590
OG0000611	AENJA_15613	SACKO_14478
OG0000611	AENJA_13627	SACKO_26761
OG0000612	AENJA_06346	SACKO_10524
OG0000613	AENJA_08922	SACKO_12488, SACKO_18352
OG0000614	AENJA_10824	SACKO_19940
OG0000615	AENJA_18501, AENJA_11134	SACKO_26394
OG0000617	AENJA_11546	SACKO_26070
OG0000617	AENJA_19025	SACKO_23685
OG0000618	AENJA_25954, AENJA_25956	SACKO_05303
OG0000619	AENJA_15723	SACKO_18510
OG0000620	AENJA_23744	SACKO_24261
OG0000620	AENJA_23743	SACKO_01158, SACKO_01207, SACKO_01213
OG0000621	AENJA_00213, AENJA_21564, AENJA_24296, AENJA_05327, AENJA_11355	SACKO_20428
OG0000622	AENJA_14042, AENJA_14037, AENJA_14044, AENJA_12400, AENJA_06185, AENJA_22483, AENJA_16429, AENJA_22478, AENJA_15635, AENJA_24634, AENJA_09957, AENJA_04505, AENJA_00676, AENJA_00677	SACKO_17754, SACKO_17765, SACKO_03091, SACKO_08665, SACKO_17555, SACKO_17602, SACKO_17590, SACKO_17596
OG0000623	AENJA_02871	SACKO_21523, SACKO_18029
OG0000623	AENJA_17960	SACKO_10005
OG0000624	AENJA_13893, AENJA_06380, AENJA_22597	SACKO_27238
OG0000625	AENJA_23811	SACKO_11899
OG0000625	AENJA_07653	SACKO_14149, SACKO_14160, SACKO_14150, SACKO_11736
OG0000626	AENJA_12652	SACKO_21363
OG0000627	AENJA_13466	SACKO_02990
OG0000628	AENJA_25533	SACKO_05282
OG0000628	AENJA_13648	SACKO_26977
OG0000633	AENJA_05498	SACKO_05062
OG0000634	AENJA_04829	SACKO_28150, SACKO_28152
OG0000635	AENJA_16658	SACKO_29739, SACKO_14557
OG0000636	AENJA_07463	SACKO_16616
OG0000637	AENJA_16161	SACKO_13417
OG0000638	AENJA_10628	SACKO_07663
OG0000638	AENJA_09520	SACKO_24281
OG0000639	AENJA_10965	SACKO_22469
OG0000639	AENJA_22126	SACKO_30392
OG0000642	AENJA_02487, AENJA_00389, AENJA_26018	SACKO_21799
OG0000643	AENJA_00652	SACKO_00139
OG0000644	AENJA_21517, AENJA_08620, AENJA_24215	SACKO_14903
OG0000645	AENJA_00673	SACKO_19857
OG0000645	AENJA_22405	SACKO_17093
OG0000646	AENJA_01294, AENJA_21315	SACKO_00864
OG0000646	AENJA_07139	SACKO_28271
OG0000647	AENJA_01826	SACKO_00037, SACKO_00065
OG0000648	AENJA_04823	SACKO_12118
OG0000648	AENJA_04819	SACKO_17289
OG0000649	AENJA_11680	SACKO_06908
OG0000649	AENJA_09384, AENJA_14703	SACKO_27756, SACKO_26807
OG0000650	AENJA_10994	SACKO_04649
OG0000651	AENJA_15937	SACKO_14845
OG0000652	AENJA_18509	SACKO_15084
OG0000653	AENJA_23630	SACKO_32959, SACKO_03890, SACKO_18693
OG0000654	AENJA_23986	SACKO_30168
OG0000656	AENJA_01574, AENJA_03228	SACKO_12022, SACKO_21728, SACKO_27612, SACKO_15205, SACKO_32666, SACKO_20063, SACKO_02835, SACKO_20588, SACKO_15267, SACKO_16250, SACKO_31127, SACKO_07078, SACKO_20002, SACKO_00572, SACKO_06493, SACKO_10501, SACKO_20567, SACKO_27554, SACKO_32433, SACKO_12553, SACKO_21430, SACKO_14525, SACKO_22703, SACKO_18296, SACKO_15986, SACKO_04564, SACKO_15472, SACKO_14498, SACKO_16487
OG0000656	AENJA_04198	SACKO_15053, SACKO_13960
OG0000657	AENJA_06847	SACKO_27378
OG0000657	AENJA_01439	SACKO_14254
OG0000658	AENJA_24472	SACKO_23223
OG0000659	AENJA_04377, AENJA_21077	SACKO_01760, SACKO_22901, SACKO_20511, SACKO_33494, SACKO_27820
OG0000660	AENJA_07533, AENJA_06621	SACKO_33063
OG0000661	AENJA_21719, AENJA_08009	SACKO_28828, SACKO_11788
OG0000662	AENJA_09173	SACKO_06148
OG0000662	AENJA_21495	SACKO_28738
OG0000663	AENJA_10413	SACKO_26955
OG0000664	AENJA_14841	SACKO_26065
OG0000664	AENJA_15036	SACKO_23068
OG0000665	AENJA_18167	SACKO_03470
OG0000666	AENJA_19016	SACKO_01360
OG0000667	AENJA_23722	SACKO_09222, SACKO_28350
OG0000667	AENJA_23727	SACKO_09373, SACKO_32782
OG0000670	AENJA_07203	SACKO_21893
OG0000671	AENJA_01967	SACKO_02900
OG0000671	AENJA_09440	SACKO_33234
OG0000672	AENJA_11032	SACKO_21164
OG0000672	AENJA_02173	SACKO_29531
OG0000673	AENJA_10719, AENJA_09655, AENJA_10154	SACKO_22644, SACKO_26591, SACKO_21190, SACKO_15811, SACKO_09827, SACKO_08128, SACKO_27182, SACKO_13656, SACKO_27181, SACKO_07412, SACKO_05975, SACKO_20377, SACKO_20392, SACKO_27617, SACKO_21396
OG0000673	AENJA_15070	SACKO_09351
OG0000674	AENJA_03705	SACKO_29269
OG0000676	AENJA_15570	SACKO_30866
OG0000676	AENJA_04404	SACKO_08481
OG0000677	AENJA_15059	SACKO_15283, SACKO_15284, SACKO_07644, SACKO_15281
OG0000677	AENJA_04707	SACKO_03982, SACKO_27233, SACKO_32417
OG0000679	AENJA_07392	SACKO_08843, SACKO_13251, SACKO_00655, SACKO_24864, SACKO_07868, SACKO_04368, SACKO_15349
OG0000680	AENJA_14535	SACKO_13665
OG0000680	AENJA_08373	SACKO_21650, SACKO_21648, SACKO_21651
OG0000681	AENJA_12150	SACKO_14440
OG0000682	AENJA_14433	SACKO_15215, SACKO_25895
OG0000683	AENJA_18458	SACKO_30847
OG0000683	AENJA_20329	SACKO_25632
OG0000685	AENJA_25532	SACKO_06289, SACKO_06284
OG0000688	AENJA_08291, AENJA_20473	SACKO_01787, SACKO_03741, SACKO_19808
OG0000690	AENJA_04544	SACKO_13982
OG0000690	AENJA_00603	SACKO_00508
OG0000691	AENJA_08029	SACKO_07972
OG0000691	AENJA_00795	SACKO_11293
OG0000692	AENJA_13840	SACKO_04812
OG0000692	AENJA_02403, AENJA_00938	SACKO_07150, SACKO_07117
OG0000693	AENJA_03923	SACKO_25307
OG0000694	AENJA_02666, AENJA_15805	SACKO_10312
OG0000695	AENJA_05557	SACKO_07260
OG0000695	AENJA_04108	SACKO_04664
OG0000696	AENJA_12321	SACKO_05595
OG0000696	AENJA_10033	SACKO_15257
OG0000696	AENJA_06971	SACKO_07580
OG0000697	AENJA_07893, AENJA_21762	SACKO_07543
OG0000698	AENJA_24097	SACKO_00953
OG0000698	AENJA_10581	SACKO_00996
OG0000698	AENJA_24098	SACKO_00894, SACKO_26928
OG0000699	AENJA_20559	SACKO_27167
OG0000700	AENJA_14030	SACKO_00811
OG0000701	AENJA_18091	SACKO_03805
OG0000702	AENJA_23407	SACKO_27079
OG0000703	AENJA_26449	SACKO_21811
OG0000707	AENJA_00562	SACKO_14078, SACKO_15787, SACKO_33772
OG0000708	AENJA_10491	SACKO_22452
OG0000708	AENJA_04787	SACKO_25480
OG0000709	AENJA_01143	SACKO_22198
OG0000710	AENJA_02261	SACKO_13452, SACKO_13463
OG0000710	AENJA_01828	SACKO_27149
OG0000711	AENJA_12473	SACKO_19147
OG0000711	AENJA_12494	SACKO_19139
OG0000711	AENJA_02057	SACKO_19149
OG0000712	AENJA_04728	SACKO_16099
OG0000714	AENJA_22825, AENJA_25003	SACKO_24621
OG0000714	AENJA_10614	SACKO_29631, SACKO_22762
OG0000715	AENJA_15913	SACKO_31209
OG0000716	AENJA_17206	SACKO_08963
OG0000717	AENJA_19227	SACKO_00279
OG0000718	AENJA_24056, AENJA_24052, AENJA_21088	SACKO_32613
OG0000720	AENJA_14612	SACKO_00764
OG0000720	AENJA_19624	SACKO_27801
OG0000721	AENJA_16007	SACKO_29734
OG0000721	AENJA_01615	SACKO_13300
OG0000722	AENJA_07772	SACKO_06070
OG0000722	AENJA_02846	SACKO_06069
OG0000723	AENJA_08346	SACKO_19678, SACKO_19703, SACKO_19709
OG0000725	AENJA_09106	SACKO_03561
OG0000726	AENJA_14697	SACKO_17190
OG0000727	AENJA_21432	SACKO_30641, SACKO_30632, SACKO_30653, SACKO_27287, SACKO_04709, SACKO_32023, SACKO_11890, SACKO_05957, SACKO_07924, SACKO_07930, SACKO_01893, SACKO_01912, SACKO_11314, SACKO_25259, SACKO_03697, SACKO_27463, SACKO_19829, SACKO_19822, SACKO_19823, SACKO_19831, SACKO_33835, SACKO_33841, SACKO_32770, SACKO_32766
OG0000730	AENJA_08838	SACKO_27783, SACKO_32923, SACKO_22828
OG0000730	AENJA_11200	SACKO_19325
OG0000731	AENJA_07204	SACKO_26280, SACKO_26277
OG0000732	AENJA_23886	SACKO_20871
OG0000732	AENJA_12389	SACKO_06369, SACKO_05389
OG0000733	AENJA_07801	SACKO_32345
OG0000734	AENJA_10770	SACKO_08224
OG0000735	AENJA_15834	SACKO_26054
OG0000736	AENJA_24261	SACKO_27734, SACKO_27737
OG0000736	AENJA_25876	SACKO_10396
OG0000739	AENJA_25642, AENJA_00232	SACKO_18136
OG0000740	AENJA_11591	SACKO_24861
OG0000740	AENJA_00649	SACKO_02011
OG0000741	AENJA_24551, AENJA_18140, AENJA_01425	SACKO_00397
OG0000741	AENJA_04387, AENJA_01344	SACKO_31863
OG0000741	AENJA_02069, AENJA_06187	SACKO_01091, SACKO_27715
OG0000741	AENJA_13225, AENJA_10395	SACKO_32594
OG0000742	AENJA_23881	SACKO_32083, SACKO_05122
OG0000743	AENJA_02218	SACKO_25583
OG0000743	AENJA_03448	SACKO_25576
OG0000743	AENJA_02220, AENJA_13371	SACKO_25573
OG0000743	AENJA_13756, AENJA_04913	SACKO_25597
OG0000745	AENJA_16763	SACKO_22243, SACKO_22171
OG0000745	AENJA_16764	SACKO_22180
OG0000745	AENJA_19385	SACKO_02883, SACKO_12160
OG0000748	AENJA_15960	SACKO_18174, SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549, SACKO_19984, SACKO_09720
OG0000749	AENJA_18432	SACKO_07299
OG0000750	AENJA_26108	SACKO_13299, SACKO_13296
OG0000750	AENJA_20977	SACKO_04939
OG0000751	AENJA_22604	SACKO_32463
OG0000752	AENJA_00591	SACKO_03640
OG0000752	AENJA_26667	SACKO_33668
OG0000753	AENJA_01120	SACKO_33703
OG0000753	AENJA_10740	SACKO_17800
OG0000753	AENJA_09401	SACKO_33701
OG0000754	AENJA_22413, AENJA_09669, AENJA_19942, AENJA_20836, AENJA_08599, AENJA_19495, AENJA_09482, AENJA_17604, AENJA_07628, AENJA_02394, AENJA_12375, AENJA_16394, AENJA_07140, AENJA_19135, AENJA_07428, AENJA_22791, AENJA_05737, AENJA_02457, AENJA_05221, AENJA_14350, AENJA_10367, AENJA_22060, AENJA_24927, AENJA_10555	SACKO_26303
OG0000755	AENJA_02216	SACKO_19024
OG0000756	AENJA_03035	SACKO_09734
OG0000757	AENJA_15686	SACKO_00716
OG0000757	AENJA_08837	SACKO_32163
OG0000758	AENJA_07914	SACKO_05592
OG0000759	AENJA_12039	SACKO_29477
OG0000760	AENJA_12914	SACKO_23650
OG0000761	AENJA_13286	SACKO_04696
OG0000762	AENJA_17187	SACKO_01422
OG0000763	AENJA_17341	SACKO_08605
OG0000764	AENJA_20419	SACKO_20100
OG0000765	AENJA_22260	SACKO_02329
OG0000765	AENJA_22263	SACKO_02322
OG0000766	AENJA_22560	SACKO_22474
OG0000767	AENJA_23872	SACKO_14609
OG0000768	AENJA_24479	SACKO_23463
OG0000771	AENJA_14846, AENJA_07589, AENJA_25144	SACKO_01739, SACKO_11665
OG0000772	AENJA_24869, AENJA_00651	SACKO_24880
OG0000772	AENJA_10656	SACKO_18970
OG0000773	AENJA_01269	SACKO_16027
OG0000773	AENJA_10021, AENJA_10020	SACKO_21567
OG0000773	AENJA_13641	SACKO_04243
OG0000774	AENJA_01594	SACKO_04816
OG0000774	AENJA_14294	SACKO_22074
OG0000774	AENJA_06861	SACKO_01221, SACKO_01162, SACKO_26595, SACKO_26612
OG0000775	AENJA_10969, AENJA_02685	SACKO_02587
OG0000776	AENJA_14162, AENJA_14158	SACKO_18768
OG0000776	AENJA_04150	SACKO_20604
OG0000777	AENJA_05898, AENJA_04500	SACKO_28617, SACKO_28786
OG0000778	AENJA_05940	SACKO_00880
OG0000779	AENJA_08422	SACKO_27144
OG0000780	AENJA_22246	SACKO_23785
OG0000780	AENJA_22232	SACKO_29107, SACKO_29108
OG0000780	AENJA_14707	SACKO_07184
OG0000781	AENJA_20107	SACKO_05315
OG0000782	AENJA_17040	SACKO_02448
OG0000786	AENJA_06215	SACKO_30010
OG0000786	AENJA_00262	SACKO_19884
OG0000787	AENJA_00390	SACKO_05969
OG0000788	AENJA_19776	SACKO_23309
OG0000788	AENJA_01187	SACKO_16503
OG0000790	AENJA_05227, AENJA_22178, AENJA_20968	SACKO_26270
OG0000791	AENJA_05472	SACKO_06891
OG0000792	AENJA_06794	SACKO_30915
OG0000792	AENJA_22407	SACKO_20208
OG0000793	AENJA_10797	SACKO_32255
OG0000794	AENJA_11312	SACKO_17237
OG0000795	AENJA_14885, AENJA_12941	SACKO_13006, SACKO_12994
OG0000796	AENJA_11925	SACKO_28893
OG0000797	AENJA_12225	SACKO_34169
OG0000798	AENJA_13993	SACKO_10595, SACKO_10603
OG0000799	AENJA_16513	SACKO_33594
OG0000800	AENJA_25972, AENJA_17652	SACKO_26365, SACKO_26362
OG0000801	AENJA_25017, AENJA_26418, AENJA_18704	SACKO_32154
OG0000803	AENJA_21679	SACKO_08403
OG0000807	AENJA_12809, AENJA_24068, AENJA_05948, AENJA_05947, AENJA_18573, AENJA_00468, AENJA_16953	SACKO_20337, SACKO_08448, SACKO_34211
OG0000809	AENJA_02164	SACKO_11706, SACKO_11703
OG0000810	AENJA_24609	SACKO_25393
OG0000810	AENJA_02925	SACKO_08781
OG0000811	AENJA_02995, AENJA_03253, AENJA_03247, AENJA_22383, AENJA_03249, AENJA_03248, AENJA_07553, AENJA_03042	SACKO_22929
OG0000811	AENJA_16213	SACKO_27833, SACKO_27832, SACKO_27828
OG0000812	AENJA_20651, AENJA_14625, AENJA_14618, AENJA_17242	SACKO_09567
OG0000813	AENJA_03651, AENJA_14254	SACKO_06455
OG0000814	AENJA_25867	SACKO_00194
OG0000814	AENJA_03765, AENJA_17687, AENJA_08768, AENJA_09662	SACKO_29758
OG0000815	AENJA_11775	SACKO_03458
OG0000815	AENJA_11030	SACKO_17789
OG0000815	AENJA_05553	SACKO_08338
OG0000816	AENJA_21712	SACKO_17944
OG0000816	AENJA_05704	SACKO_17471
OG0000817	AENJA_07214	SACKO_10398
OG0000817	AENJA_18385	SACKO_05841
OG0000817	AENJA_14055	SACKO_27281
OG0000818	AENJA_07677	SACKO_13438
OG0000819	AENJA_23147	SACKO_16820
OG0000819	AENJA_10746	SACKO_29534
OG0000819	AENJA_24188	SACKO_06925
OG0000820	AENJA_23750	SACKO_08030
OG0000822	AENJA_26562	SACKO_20246
OG0000824	AENJA_00764	SACKO_23963, SACKO_19936
OG0000825	AENJA_01783	SACKO_03586
OG0000826	AENJA_02455	SACKO_19966
OG0000827	AENJA_07505	SACKO_21283
OG0000828	AENJA_05318	SACKO_17945
OG0000828	AENJA_14692	SACKO_02201
OG0000829	AENJA_07432, AENJA_18083	SACKO_03719
OG0000830	AENJA_07868	SACKO_08420, SACKO_17829, SACKO_17827, SACKO_26129, SACKO_17830
OG0000831	AENJA_09091	SACKO_33535, SACKO_14918
OG0000832	AENJA_09731, AENJA_09723	SACKO_05219, SACKO_06774, SACKO_06830, SACKO_17964, SACKO_14151, SACKO_03597, SACKO_11020, SACKO_03580, SACKO_16836, SACKO_19385, SACKO_33092, SACKO_33094, SACKO_33078, SACKO_33080, SACKO_31878
OG0000833	AENJA_13518	SACKO_08623
OG0000834	AENJA_26552	SACKO_13031
OG0000834	AENJA_15508	SACKO_10495
OG0000835	AENJA_17324	SACKO_29332
OG0000836	AENJA_24422	SACKO_19694
OG0000836	AENJA_19604	SACKO_24783, SACKO_24782, SACKO_24773
OG0000836	AENJA_19607	SACKO_32144
OG0000837	AENJA_25179	SACKO_15029
OG0000841	AENJA_00152	SACKO_13443
OG0000842	AENJA_00962	SACKO_18541, SACKO_32072
OG0000844	AENJA_02377	SACKO_32818
OG0000845	AENJA_22345, AENJA_15396	SACKO_02794, SACKO_22545
OG0000845	AENJA_15397, AENJA_04163	SACKO_22544
OG0000845	AENJA_11386	SACKO_13159
OG0000846	AENJA_26559, AENJA_23518	SACKO_14354, SACKO_14351
OG0000846	AENJA_23519	SACKO_13176
OG0000847	AENJA_19531	SACKO_25423
OG0000847	AENJA_05909	SACKO_21230
OG0000848	AENJA_06120	SACKO_30123
OG0000848	AENJA_26421	SACKO_13045
OG0000849	AENJA_06598	SACKO_13107
OG0000850	AENJA_06947, AENJA_14500	SACKO_07519
OG0000850	AENJA_26527	SACKO_23021, SACKO_27751
OG0000851	AENJA_07613	SACKO_14437
OG0000852	AENJA_20937	SACKO_00856, SACKO_33033
OG0000852	AENJA_07998	SACKO_16562
OG0000853	AENJA_11433	SACKO_20306
OG0000855	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125
OG0000856	AENJA_15113	SACKO_15097
OG0000857	AENJA_19063	SACKO_29337
OG0000859	AENJA_20729	SACKO_02539
OG0000860	AENJA_22939	SACKO_16104
OG0000866	AENJA_00019	SACKO_23181
OG0000867	AENJA_06630, AENJA_23208, AENJA_23219, AENJA_00664, AENJA_12616, AENJA_23217, AENJA_14316, AENJA_23216, AENJA_23213, AENJA_12617, AENJA_06629	SACKO_13729
OG0000869	AENJA_03586	SACKO_06026
OG0000869	AENJA_23274	SACKO_18157
OG0000870	AENJA_04443	SACKO_04425
