Orthogroup	AENJA_ok	XENTR
OG0000847	AENJA_19531	XENTR18143, XENTR18591
OG0000847	AENJA_05909	XENTR00819
OG0000848	AENJA_06120	XENTR13197, XENTR13196, XENTR12202
OG0000848	AENJA_26421	XENTR08322, XENTR02654
OG0000849	AENJA_06598	XENTR02560
OG0000850	AENJA_06947, AENJA_14500	XENTR00057
OG0000850	AENJA_26527	XENTR12447
OG0000851	AENJA_07613	XENTR10592, XENTR01014
OG0000852	AENJA_20937	XENTR17178
OG0000852	AENJA_07998	XENTR02441, XENTR15626
OG0000855	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521	XENTR02574, XENTR02573
OG0000856	AENJA_15113	XENTR16440, XENTR16441, XENTR14487
OG0000857	AENJA_19063	XENTR11492
OG0000858	AENJA_19600	XENTR10077, XENTR10078
OG0000860	AENJA_22939	XENTR06781, XENTR03999
OG0000866	AENJA_00019	XENTR12438
OG0000869	AENJA_03586	XENTR08068
OG0000869	AENJA_21120	XENTR11026
OG0000871	AENJA_15432, AENJA_15433	XENTR14179
OG0000872	AENJA_06798	XENTR10169
OG0000874	AENJA_07937	XENTR03555, XENTR18666
OG0000874	AENJA_07996	XENTR10470
OG0000875	AENJA_08703	XENTR15432
OG0000875	AENJA_14919	XENTR08213
OG0000878	AENJA_09436	XENTR10168
OG0000878	AENJA_13562	XENTR09205
OG0000879	AENJA_23882	XENTR10540, XENTR18110
OG0000879	AENJA_14015	XENTR03813
OG0000880	AENJA_17126	XENTR11909, XENTR11908, XENTR02551, XENTR02382
OG0000881	AENJA_19719	XENTR12933, XENTR12934
OG0000881	AENJA_21849	XENTR11112, XENTR11328
OG0000882	AENJA_23321	XENTR02130, XENTR16807, XENTR03617, XENTR03616, XENTR12051
OG0000887	AENJA_00163	XENTR02978
OG0000887	AENJA_21693	XENTR06287
OG0000888	AENJA_02929	XENTR12831, XENTR13292, XENTR13291
OG0000888	AENJA_02481	XENTR01928
OG0000889	AENJA_05911	XENTR16104, XENTR00818
OG0000890	AENJA_09730	XENTR18941, XENTR07606, XENTR07605, XENTR12846
OG0000893	AENJA_16180	XENTR01359, XENTR16287, XENTR07052, XENTR07051
OG0000894	AENJA_18194, AENJA_24655	XENTR12194
OG0000894	AENJA_16901	XENTR04788, XENTR16604
OG0000896	AENJA_17963, AENJA_20857	XENTR18869
OG0000896	AENJA_26740	XENTR13448, XENTR09474
OG0000897	AENJA_25522	XENTR01334, XENTR01333
OG0000897	AENJA_19794, AENJA_19793	XENTR01226, XENTR03509
OG0000898	AENJA_20658	XENTR03982, XENTR12217
OG0000899	AENJA_23421	XENTR11770, XENTR11769, XENTR03655
OG0000904	AENJA_02063	XENTR10340, XENTR08923
OG0000905	AENJA_03454, AENJA_12044	XENTR07482, XENTR18937
OG0000907	AENJA_06223	XENTR05742
OG0000908	AENJA_26233	XENTR04273
OG0000909	AENJA_07565	XENTR10672, XENTR12839, XENTR08443
OG0000911	AENJA_08748	XENTR18175
OG0000912	AENJA_11633	XENTR06455, XENTR12826, XENTR08744, XENTR17481
OG0000912	AENJA_09966	XENTR06537
OG0000913	AENJA_11700	XENTR01593, XENTR13952
OG0000915	AENJA_20431	XENTR06376, XENTR07971, XENTR14552, XENTR15550
OG0000921	AENJA_00754	XENTR09161
OG0000923	AENJA_09851	XENTR08773
OG0000923	AENJA_01177	XENTR09913
OG0000925	AENJA_14502	XENTR13985
OG0000925	AENJA_01829	XENTR02311
OG0000926	AENJA_07568	XENTR06553
OG0000928	AENJA_06210	XENTR05033, XENTR05285
OG0000929	AENJA_18717, AENJA_24686	XENTR00682, XENTR15957, XENTR09138, XENTR05468, XENTR05469
OG0000932	AENJA_10313	XENTR13910, XENTR16709
OG0000934	AENJA_23792	XENTR14739, XENTR18207
OG0000934	AENJA_12733	XENTR11383, XENTR18032
OG0000935	AENJA_14023	XENTR12574, XENTR06757, XENTR07228, XENTR08768
OG0000936	AENJA_22898, AENJA_26348, AENJA_22899	XENTR02806
OG0000938	AENJA_21758	XENTR09019, XENTR09487, XENTR03541, XENTR03542
OG0000943	AENJA_00401	XENTR06447
OG0000944	AENJA_00580	XENTR10992, XENTR07595, XENTR10654, XENTR10653, XENTR03094, XENTR03561, XENTR14742, XENTR14462, XENTR00679
OG0000945	AENJA_04250, AENJA_01600, AENJA_21590	XENTR09889
OG0000946	AENJA_16618	XENTR14125
OG0000947	AENJA_22086	XENTR08808, XENTR01875
OG0000947	AENJA_02339	XENTR15993
OG0000949	AENJA_04000	XENTR16409, XENTR12925, XENTR16343, XENTR13690, XENTR10671
OG0000951	AENJA_21157	XENTR11436, XENTR10439
OG0000952	AENJA_05461	XENTR06419, XENTR10974
OG0000952	AENJA_05453	XENTR07516, XENTR10972, XENTR10973
OG0000954	AENJA_24386	XENTR04163
OG0000954	AENJA_08232	XENTR07349, XENTR07350
OG0000955	AENJA_09334, AENJA_19306	XENTR15251
OG0000955	AENJA_26657	XENTR15299
OG0000957	AENJA_17037, AENJA_17036	XENTR08642
OG0000958	AENJA_19017	XENTR16151
OG0000960	AENJA_23956	XENTR00488, XENTR11786, XENTR16830, XENTR19097
OG0000963	AENJA_01165	XENTR09828
OG0000963	AENJA_06323	XENTR00065
OG0000964	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848	XENTR15845
OG0000965	AENJA_05586, AENJA_05584	XENTR14312
OG0000965	AENJA_02282	XENTR16944
OG0000966	AENJA_02547	XENTR04933, XENTR10311
OG0000967	AENJA_02972	XENTR08823
OG0000967	AENJA_22529	XENTR06702
OG0000968	AENJA_03154	XENTR08955, XENTR17733
OG0000968	AENJA_10751	XENTR04038, XENTR04039, XENTR04535
OG0000969	AENJA_03216	XENTR08014
OG0000970	AENJA_03395	XENTR01182
OG0000972	AENJA_03845	XENTR13483, XENTR14024
OG0000972	AENJA_26036	XENTR02207
OG0000973	AENJA_19754, AENJA_10901	XENTR15593
OG0000974	AENJA_05735, AENJA_05736	XENTR01619
OG0000978	AENJA_08414	XENTR01707, XENTR17274, XENTR04595
OG0000979	AENJA_08501	XENTR08662, XENTR08663, XENTR16278
OG0000981	AENJA_08762	XENTR14084
OG0000982	AENJA_09037	XENTR15733, XENTR18658, XENTR06997
OG0000985	AENJA_14891	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319
OG0000986	AENJA_19041	XENTR01926
OG0000987	AENJA_23574	XENTR06356, XENTR03812
OG0000988	AENJA_25125	XENTR12762, XENTR06777, XENTR06778, XENTR09929
OG0000992	AENJA_01350	XENTR07391
OG0000992	AENJA_08136	XENTR15056, XENTR11894
OG0000994	AENJA_20560	XENTR15055
OG0000994	AENJA_02296	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701
OG0000996	AENJA_26096	XENTR00689, XENTR11665, XENTR03250
OG0000999	AENJA_10712	XENTR05421, XENTR17674, XENTR18093, XENTR05336
OG0001000	AENJA_07118	XENTR02326, XENTR14403
OG0001001	AENJA_07866	XENTR17916, XENTR02303
OG0001002	AENJA_11066	XENTR05426, XENTR04429
OG0001003	AENJA_13424	XENTR06440, XENTR12183
OG0001005	AENJA_17128	XENTR17351
OG0001006	AENJA_21663	XENTR01787
OG0001006	AENJA_25248	XENTR11011, XENTR15378, XENTR09358
OG0001008	AENJA_24757	XENTR07071, XENTR13709
OG0001009	AENJA_24783	XENTR19086, XENTR04072
OG0001015	AENJA_05530	XENTR03903, XENTR02699, XENTR16275
OG0001016	AENJA_26608	XENTR06361
OG0001018	AENJA_02393	XENTR12838
OG0001018	AENJA_12182	XENTR13405
OG0001021	AENJA_25578	XENTR03042
OG0001022	AENJA_03120	XENTR18242, XENTR09212, XENTR08786, XENTR08785
OG0001023	AENJA_03151	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481
OG0001024	AENJA_11445	XENTR05573, XENTR09290, XENTR01956
OG0001026	AENJA_16704	XENTR15606
OG0001026	AENJA_04437	XENTR01794
OG0001027	AENJA_06667, AENJA_06665, AENJA_06666	XENTR18376
OG0001028	AENJA_07594	XENTR08088, XENTR09574, XENTR09575
OG0001029	AENJA_24200	XENTR00509, XENTR04608
OG0001029	AENJA_07743	XENTR00697, XENTR10786, XENTR11720
OG0001030	AENJA_12462	XENTR10641, XENTR13221
OG0001031	AENJA_12602	XENTR08916
OG0001032	AENJA_13410	XENTR01314, XENTR15209, XENTR06823
OG0001033	AENJA_13779	XENTR11737, XENTR02706
OG0001034	AENJA_14415	XENTR13970, XENTR02918
OG0001036	AENJA_19830	XENTR15810, XENTR02160
OG0001037	AENJA_20909	XENTR06792, XENTR04702
OG0001039	AENJA_24765	XENTR10799, XENTR11115
OG0001042	AENJA_00375	XENTR15139, XENTR17123, XENTR16376
OG0001044	AENJA_01430, AENJA_04864	XENTR05073, XENTR01479
OG0001044	AENJA_13241, AENJA_00477	XENTR18041
OG0001046	AENJA_01047	XENTR01853, XENTR03892, XENTR03891, XENTR10518
OG0001047	AENJA_13898, AENJA_01886	XENTR15460, XENTR09715, XENTR19101, XENTR05905
OG0001048	AENJA_02250, AENJA_17677	XENTR06473, XENTR14297, XENTR16609
OG0001049	AENJA_02745	XENTR00286
OG0001049	AENJA_16062	XENTR03223
OG0001050	AENJA_03323	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902
OG0001051	AENJA_03449	XENTR08792
OG0001052	AENJA_06392	XENTR06692
OG0001052	AENJA_03703	XENTR04326, XENTR07297
OG0001053	AENJA_05825	XENTR14072, XENTR07099, XENTR01123
OG0001053	AENJA_03704	XENTR07525, XENTR04868, XENTR07295
OG0001054	AENJA_06350, AENJA_04202	XENTR05688, XENTR01830, XENTR04823, XENTR17976, XENTR05689
OG0001058	AENJA_07821	XENTR09698, XENTR10813
OG0001059	AENJA_08095	XENTR16833
OG0001060	AENJA_25128	XENTR14378
OG0001062	AENJA_10657	XENTR02358, XENTR00517, XENTR00439
OG0001063	AENJA_15475	XENTR01633
OG0001065	AENJA_19195	XENTR14400, XENTR14851
OG0001066	AENJA_19790	XENTR08375, XENTR18939, XENTR01227
OG0001067	AENJA_20835	XENTR15131, XENTR06306, XENTR12290
OG0001072	AENJA_00305, AENJA_03396	XENTR01131
OG0001072	AENJA_18929	XENTR14054
OG0001073	AENJA_00575	XENTR13757, XENTR03448, XENTR09013
OG0001075	AENJA_00807	XENTR05482, XENTR14239, XENTR06059
OG0001076	AENJA_01569	XENTR04369, XENTR03450
OG0001077	AENJA_01679	XENTR02919
OG0001077	AENJA_05855	XENTR03172
OG0001078	AENJA_10264	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	AENJA_03947	XENTR02342, XENTR18570
OG0001080	AENJA_04073	XENTR17306
OG0001080	AENJA_09896	XENTR00219, XENTR05053
OG0001081	AENJA_16503, AENJA_04238	XENTR11483, XENTR11482
OG0001082	AENJA_06872, AENJA_21482	XENTR04166, XENTR03787
OG0001083	AENJA_07171	XENTR14939, XENTR08964, XENTR02202, XENTR09760
OG0001084	AENJA_07749	XENTR03176
OG0001085	AENJA_09145, AENJA_21401	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001086	AENJA_12710	XENTR14767, XENTR08988, XENTR08989, XENTR09494
OG0001089	AENJA_16474	XENTR12503
OG0001091	AENJA_17138	XENTR05394, XENTR06870, XENTR11806, XENTR06869, XENTR11805, XENTR05395, XENTR11804
OG0001092	AENJA_18221	XENTR04358
OG0001093	AENJA_19251	XENTR14801, XENTR06916, XENTR05391
OG0001094	AENJA_23025	XENTR06671, XENTR12802, XENTR09938
OG0001095	AENJA_25247	XENTR12897, XENTR04215
OG0001101	AENJA_00373	XENTR16380
OG0001102	AENJA_00718	XENTR00597
OG0001102	AENJA_03278, AENJA_21711	XENTR08075
OG0001103	AENJA_01387	XENTR08189
OG0001104	AENJA_02199	XENTR13239
OG0001105	AENJA_15729	XENTR00250
OG0001105	AENJA_02419	XENTR09104
OG0001106	AENJA_23681, AENJA_03788	XENTR12570
OG0001107	AENJA_04030	XENTR10533, XENTR02061, XENTR02717
OG0001108	AENJA_04372, AENJA_04373	XENTR08568
OG0001109	AENJA_05558	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458
OG0001110	AENJA_06070	XENTR01316, XENTR07736
OG0001112	AENJA_06304	XENTR08598, XENTR07078
OG0001113	AENJA_23050	XENTR03194
OG0001115	AENJA_18256, AENJA_09261	XENTR18977, XENTR15749, XENTR18459, XENTR14532
OG0001119	AENJA_13579	XENTR18158
OG0001120	AENJA_13747	XENTR06417, XENTR10567, XENTR10976
OG0001121	AENJA_14865	XENTR00146, XENTR15147
OG0001123	AENJA_20117	XENTR10415
OG0001123	AENJA_15687	XENTR03409
OG0001124	AENJA_16308	XENTR06212
OG0001126	AENJA_21732	XENTR18698
OG0001126	AENJA_22248	XENTR17124
OG0001127	AENJA_26609	XENTR08219, XENTR08218, XENTR06362
OG0001128	AENJA_26741	XENTR02079, XENTR13449, XENTR13450
OG0001129	AENJA_00009	XENTR05147
OG0001129	AENJA_00007	XENTR08362
OG0001130	AENJA_08024, AENJA_00712	XENTR03434
OG0001131	AENJA_00720	XENTR08901, XENTR13407
OG0001132	AENJA_02927	XENTR06989
OG0001133	AENJA_14482	XENTR17678
OG0001133	AENJA_07797	XENTR15362
OG0001134	AENJA_06301	XENTR10250, XENTR00965, XENTR03216, XENTR03221
OG0001135	AENJA_06307	XENTR14974
OG0001136	AENJA_06348	XENTR10642, XENTR00557, XENTR12118
OG0001137	AENJA_06755	XENTR12668, XENTR04145
OG0001138	AENJA_08339	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640
OG0001139	AENJA_20595, AENJA_19443	XENTR12289
OG0001139	AENJA_08828	XENTR07646, XENTR17010
OG0001141	AENJA_11192	XENTR05715
OG0001142	AENJA_13577	XENTR06629
OG0001143	AENJA_25253, AENJA_15506	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685
OG0001144	AENJA_15840	XENTR08544, XENTR07178, XENTR03323, XENTR03322
OG0001145	AENJA_16323, AENJA_18476	XENTR16059
OG0001146	AENJA_19404	XENTR04404, XENTR04096, XENTR12242
OG0001148	AENJA_25511	XENTR10476
OG0001149	AENJA_26319, AENJA_26318	XENTR12926, XENTR00444
OG0001154	AENJA_12572, AENJA_17436, AENJA_25572, AENJA_14931, AENJA_26447, AENJA_16329, AENJA_15711, AENJA_11056, AENJA_07414, AENJA_12524, AENJA_14590, AENJA_24328, AENJA_26448, AENJA_02952, AENJA_13066, AENJA_21226, AENJA_13364, AENJA_13871, AENJA_25116, AENJA_11567, AENJA_07597, AENJA_14409, AENJA_11910, AENJA_02184, AENJA_00900, AENJA_11905, AENJA_20009, AENJA_18579, AENJA_24590, AENJA_14399, AENJA_24957, AENJA_08662, AENJA_13278, AENJA_10637, AENJA_21275, AENJA_13068, AENJA_26052, AENJA_24533, AENJA_23832, AENJA_04161, AENJA_19415	XENTR13800, XENTR19207
OG0001155	AENJA_01168	XENTR09180
OG0001155	AENJA_24946	XENTR04938
OG0001156	AENJA_01685	XENTR07093, XENTR06912, XENTR01092
OG0001157	AENJA_02080	XENTR04127
OG0001158	AENJA_02265, AENJA_16983	XENTR16126, XENTR16127, XENTR07686, XENTR07685
OG0001159	AENJA_02590	XENTR05163, XENTR05113
OG0001160	AENJA_03496, AENJA_15940	XENTR08948, XENTR07949
OG0001161	AENJA_03513, AENJA_15958	XENTR05290, XENTR17947
OG0001162	AENJA_09881, AENJA_03826	XENTR10454, XENTR14933
OG0001163	AENJA_23044, AENJA_20499, AENJA_04071, AENJA_23045	XENTR08141
OG0001164	AENJA_04659	XENTR00877
OG0001165	AENJA_18566	XENTR03624
OG0001165	AENJA_05192	XENTR02305
OG0001166	AENJA_05454	XENTR18013, XENTR18012, XENTR14106
OG0001167	AENJA_06024	XENTR07709, XENTR06636, XENTR08900
OG0001168	AENJA_26059, AENJA_06080, AENJA_26060	XENTR12949, XENTR06904, XENTR00455
OG0001169	AENJA_06689	XENTR18438
OG0001170	AENJA_14574	XENTR14411
OG0001171	AENJA_07498	XENTR06589
OG0001172	AENJA_08737	XENTR06358, XENTR09420
OG0001172	AENJA_15031	XENTR08224, XENTR15936
OG0001173	AENJA_10142	XENTR06425, XENTR01039
OG0001173	AENJA_26334, AENJA_10143, AENJA_26329, AENJA_16896	XENTR06289, XENTR03346, XENTR03345
OG0001174	AENJA_10268	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963
OG0001175	AENJA_10616	XENTR04334, XENTR01937
OG0001176	AENJA_11857	XENTR04321
OG0001177	AENJA_12717	XENTR04520
OG0001177	AENJA_23960, AENJA_22118	XENTR01947
OG0001178	AENJA_12752	XENTR00333
OG0001178	AENJA_14989	XENTR02313
OG0001179	AENJA_26058	XENTR01714
OG0001180	AENJA_13732	XENTR11241, XENTR01431, XENTR19021
OG0001181	AENJA_14047	XENTR02917, XENTR13969
OG0001182	AENJA_14313	XENTR04131, XENTR14389, XENTR06978, XENTR10070
OG0001183	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024	XENTR15931, XENTR15930
OG0001184	AENJA_17799	XENTR11761
OG0001184	AENJA_15086	XENTR16633
OG0001185	AENJA_17542	XENTR05474, XENTR09610, XENTR09609
OG0001186	AENJA_21307	XENTR07680, XENTR03745
OG0001186	AENJA_18825	XENTR03736
OG0001187	AENJA_19216, AENJA_19215	XENTR11283
OG0001188	AENJA_22812	XENTR12660, XENTR10956, XENTR04124
OG0001190	AENJA_24531	XENTR06259, XENTR16660, XENTR16659
OG0001196	AENJA_00058	XENTR18694, XENTR11054, XENTR19094
OG0001197	AENJA_00493	XENTR14109
OG0001198	AENJA_01200	XENTR13281
OG0001198	AENJA_21857	XENTR16301
OG0001199	AENJA_24392	XENTR12723
OG0001201	AENJA_02210	XENTR17811
OG0001202	AENJA_03117	XENTR11567, XENTR11566
OG0001203	AENJA_17348	XENTR16211
OG0001204	AENJA_20148	XENTR13340
OG0001205	AENJA_04101	XENTR14919
OG0001205	AENJA_26398	XENTR03556
OG0001207	AENJA_07276	XENTR10602, XENTR06956, XENTR16548
OG0001208	AENJA_09031	XENTR05399, XENTR14797
OG0001209	AENJA_09041	XENTR17550
OG0001210	AENJA_18956	XENTR12983
OG0001210	AENJA_09591	XENTR09378
OG0001211	AENJA_09699	XENTR04154, XENTR06866
OG0001212	AENJA_14546, AENJA_09958	XENTR16369, XENTR16368, XENTR17241, XENTR17240
OG0001213	AENJA_11717	XENTR10507
OG0001213	AENJA_11254	XENTR01205
OG0001214	AENJA_24301	XENTR02921
OG0001215	AENJA_15953	XENTR12954, XENTR16550, XENTR16549
OG0001216	AENJA_16979	XENTR13109
OG0001217	AENJA_17612	XENTR07688, XENTR11580, XENTR00148
OG0001218	AENJA_18179	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396
OG0001219	AENJA_18562	XENTR03647, XENTR18228, XENTR12113
OG0001220	AENJA_21603	XENTR06344, XENTR06343
OG0001220	AENJA_21600	XENTR09829
OG0001221	AENJA_19765	XENTR15915
OG0001223	AENJA_21588	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495
OG0001224	AENJA_22625	XENTR18588
OG0001225	AENJA_23700	XENTR09310, XENTR06994, XENTR15732
OG0001230	AENJA_02087	XENTR07940
OG0001231	AENJA_02177	XENTR03878, XENTR01648
OG0001232	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091	XENTR01820
OG0001233	AENJA_02446	XENTR15515
OG0001238	AENJA_07960	XENTR08981
OG0001238	AENJA_05667	XENTR12621, XENTR06928, XENTR03786
OG0001239	AENJA_12406, AENJA_24743, AENJA_06569	XENTR05992
OG0001240	AENJA_07030	XENTR01403, XENTR05719, XENTR12304, XENTR05718
OG0001241	AENJA_21346	XENTR12971
OG0001241	AENJA_07588	XENTR07087, XENTR02055
OG0001243	AENJA_09040	XENTR17516, XENTR17517
OG0001245	AENJA_11242	XENTR09296
OG0001245	AENJA_11241	XENTR03643, XENTR11740, XENTR09295
OG0001247	AENJA_24053	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001248	AENJA_17279	XENTR01078, XENTR18804, XENTR03776
OG0001249	AENJA_17683	XENTR04710, XENTR00318
OG0001250	AENJA_18393	XENTR10529, XENTR04777, XENTR07316
OG0001252	AENJA_20096	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	AENJA_21103	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001254	AENJA_25593	XENTR03435, XENTR01471
OG0001261	AENJA_00856	XENTR03563, XENTR16999
OG0001262	AENJA_25759	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001263	AENJA_25444	XENTR06868
OG0001264	AENJA_02714	XENTR02490, XENTR03731, XENTR05140
OG0001266	AENJA_06321	XENTR10900, XENTR02450
OG0001267	AENJA_03493	XENTR14460
OG0001267	AENJA_10310	XENTR06333
OG0001268	AENJA_03712	XENTR08282
OG0001270	AENJA_04208	XENTR01782
OG0001270	AENJA_21003	XENTR12521, XENTR12522
OG0001271	AENJA_04651	XENTR17754, XENTR02751, XENTR07226
OG0001273	AENJA_05090	XENTR13224, XENTR14752, XENTR14082
OG0001274	AENJA_06074	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001275	AENJA_09059	XENTR14625
OG0001275	AENJA_07370	XENTR14624
OG0001276	AENJA_07718, AENJA_07717	XENTR09721, XENTR13760
OG0001278	AENJA_09367	XENTR09813
OG0001279	AENJA_09382	XENTR11976, XENTR14916
OG0001280	AENJA_11194	XENTR13872, XENTR04350, XENTR07156
OG0001282	AENJA_12223	XENTR16436, XENTR00274
OG0001284	AENJA_14056	XENTR15697
OG0001284	AENJA_21135	XENTR01467, XENTR01466
OG0001287	AENJA_18219	XENTR06418, XENTR10568, XENTR10975, XENTR14177
OG0001288	AENJA_22039	XENTR05832, XENTR05833
OG0001290	AENJA_21150	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	AENJA_21434	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	AENJA_21781	XENTR03404, XENTR01086
OG0001293	AENJA_23236	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	AENJA_25092	XENTR08985, XENTR08984
OG0001295	AENJA_25589	XENTR07162, XENTR07111
OG0001296	AENJA_26215	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001300	AENJA_00411	XENTR09380, XENTR15087, XENTR13396
OG0001302	AENJA_13024	XENTR00019
OG0001302	AENJA_01840	XENTR05127, XENTR05128
OG0001304	AENJA_14579	XENTR13603, XENTR09891, XENTR07804, XENTR02497
OG0001305	AENJA_03926	XENTR06508, XENTR06784, XENTR15394
OG0001306	AENJA_13028	XENTR00068
OG0001306	AENJA_24214	XENTR06783
OG0001308	AENJA_05647	XENTR08924, XENTR10339, XENTR11736
OG0001309	AENJA_07716	XENTR12950
OG0001310	AENJA_06272	XENTR02393
OG0001310	AENJA_10879	XENTR15418
OG0001311	AENJA_06702	XENTR11767
OG0001311	AENJA_15801	XENTR16951
OG0001313	AENJA_13129, AENJA_20249, AENJA_13484, AENJA_07345	XENTR06253
OG0001315	AENJA_26453	XENTR18202, XENTR00932, XENTR03902
OG0001316	AENJA_08714	XENTR05492, XENTR15964, XENTR00686
OG0001317	AENJA_08900	XENTR06399
OG0001318	AENJA_09435	XENTR10187
OG0001319	AENJA_09605	XENTR00669, XENTR10926, XENTR09062
OG0001320	AENJA_12368	XENTR12547
OG0001320	AENJA_16608	XENTR13078, XENTR04130
OG0001321	AENJA_14609	XENTR11250, XENTR11532, XENTR11534
OG0001322	AENJA_15110	XENTR10160, XENTR16770
OG0001322	AENJA_16813	XENTR07426
OG0001324	AENJA_15995	XENTR08414
OG0001326	AENJA_18964	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848
OG0001327	AENJA_26627	XENTR10101, XENTR14547
OG0001329	AENJA_19033	XENTR00757
OG0001330	AENJA_20881	XENTR14976, XENTR11097, XENTR10939
OG0001333	AENJA_23772	XENTR01835
OG0001339	AENJA_00104	XENTR10662, XENTR05180
OG0001341	AENJA_21191	XENTR17450
OG0001344	AENJA_01361	XENTR06464
OG0001345	AENJA_17713	XENTR02832
OG0001348	AENJA_01884	XENTR02721, XENTR02053
OG0001350	AENJA_05873	XENTR00070
OG0001351	AENJA_17428, AENJA_06682	XENTR02308
OG0001352	AENJA_06720, AENJA_06721, AENJA_06723	XENTR02276, XENTR07810
OG0001353	AENJA_06742	XENTR09957, XENTR02518
OG0001354	AENJA_09573	XENTR09675
OG0001354	AENJA_07753	XENTR12221, XENTR00037, XENTR04304
OG0001355	AENJA_08188	XENTR08752, XENTR12634, XENTR02287, XENTR14204
OG0001356	AENJA_08269	XENTR11301, XENTR02362, XENTR06819
OG0001357	AENJA_08567	XENTR05091, XENTR02425, XENTR12657
OG0001358	AENJA_22577	XENTR12813, XENTR14180, XENTR08002
OG0001359	AENJA_11211	XENTR04346, XENTR10433, XENTR08085, XENTR18085
OG0001360	AENJA_11441	XENTR05571
OG0001361	AENJA_11584	XENTR11816, XENTR11817, XENTR17007
OG0001362	AENJA_11906	XENTR09103
OG0001363	AENJA_12332	XENTR09917, XENTR06150
OG0001364	AENJA_13074	XENTR17966, XENTR03257
OG0001365	AENJA_13131	XENTR03966, XENTR05559
OG0001367	AENJA_16641	XENTR02449, XENTR12179, XENTR12890
OG0001369	AENJA_17277	XENTR07049, XENTR14549, XENTR14550, XENTR10107
OG0001370	AENJA_17284	XENTR01446
OG0001371	AENJA_17844, AENJA_24112	XENTR09788
OG0001372	AENJA_25899	XENTR17215
OG0001373	AENJA_17959	XENTR01826, XENTR09130, XENTR04806
OG0001374	AENJA_18703	XENTR15855, XENTR14140
OG0001375	AENJA_25362	XENTR05015
OG0001375	AENJA_20082	XENTR07997, XENTR12997
OG0001376	AENJA_21276, AENJA_20852, AENJA_20854	XENTR13691, XENTR14498, XENTR07143
OG0001377	AENJA_21043	XENTR07904, XENTR16306
OG0001378	AENJA_22766	XENTR01985, XENTR01998, XENTR11085, XENTR12484
OG0001379	AENJA_23248	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100
OG0001380	AENJA_23604	XENTR13793, XENTR03477, XENTR03478
OG0001381	AENJA_23800	XENTR15731, XENTR09312, XENTR06992
OG0001382	AENJA_23995	XENTR05428
OG0001384	AENJA_25726	XENTR06196, XENTR07238
OG0001385	AENJA_26212	XENTR05861
OG0001386	AENJA_26718	XENTR17191, XENTR01734
OG0001394	AENJA_00558	XENTR16874
OG0001395	AENJA_00590	XENTR05456, XENTR16923, XENTR11578, XENTR07687
OG0001397	AENJA_05269	XENTR17141, XENTR17665
OG0001397	AENJA_01101	XENTR11843
OG0001399	AENJA_19357	XENTR06193, XENTR06192
OG0001399	AENJA_02205	XENTR02498, XENTR09890
OG0001400	AENJA_02507	XENTR07182, XENTR03349, XENTR03348
OG0001403	AENJA_03318, AENJA_22706, AENJA_22705, AENJA_03342	XENTR06529, XENTR17701, XENTR10933
OG0001404	AENJA_05828	XENTR10088
OG0001405	AENJA_03978	XENTR07643, XENTR11005
OG0001405	AENJA_13814	XENTR16937, XENTR16938
OG0001406	AENJA_04091	XENTR09026, XENTR05268
OG0001408	AENJA_05533	XENTR06160, XENTR13671, XENTR01315
OG0001409	AENJA_06247	XENTR08239, XENTR15156
OG0001410	AENJA_18215	XENTR04211, XENTR11331
OG0001410	AENJA_06436	XENTR08205
