Orthogroup	SCHMD	HELIO_ok
OG0001397	SCHMD08548, SCHMD08095	HELIO_01273
OG0001399	SCHMD20091, SCHMD16432	HELIO_05014, HELIO_08757
OG0001400	SCHMD26317	HELIO_09621
OG0001401	SCHMD15712	HELIO_05514, HELIO_00801, HELIO_10489
OG0001402	SCHMD06853	HELIO_06192
OG0001404	SCHMD14856	HELIO_08622
OG0001404	SCHMD14853	HELIO_06483
OG0001405	SCHMD16175	HELIO_02155
OG0001406	SCHMD13359, SCHMD19152	HELIO_05795
OG0001408	SCHMD23659, SCHMD15840, SCHMD15841	HELIO_02887
OG0001409	SCHMD04792	HELIO_05260
OG0001410	SCHMD09832	HELIO_07114
OG0001410	SCHMD09687	HELIO_01417
OG0001411	SCHMD13416, SCHMD19137	HELIO_03361
OG0001412	SCHMD13223	HELIO_06209
OG0001413	SCHMD02827	HELIO_11436
OG0001413	SCHMD02718	HELIO_10258
OG0001414	SCHMD19649	HELIO_00745
OG0001415	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947	HELIO_06445
OG0001417	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430	HELIO_07751
OG0001421	SCHMD14208	HELIO_02587
OG0001422	SCHMD18897, SCHMD04981, SCHMD04982	HELIO_00344
OG0001424	SCHMD23260, SCHMD24676	HELIO_01935
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	HELIO_01653
OG0001426	SCHMD02033	HELIO_02149
OG0001428	SCHMD06125	HELIO_11579
OG0001430	SCHMD00026	HELIO_08384
OG0001432	SCHMD22173	HELIO_11010, HELIO_11878
OG0001434	SCHMD11795	HELIO_10029, HELIO_10027
OG0001439	SCHMD07462, SCHMD14352	HELIO_02716
OG0001440	SCHMD08958, SCHMD08957	HELIO_03196
OG0001445	SCHMD04082	HELIO_12183
OG0001447	SCHMD14223	HELIO_04829
OG0001449	SCHMD11900	HELIO_03720
OG0001449	SCHMD21822	HELIO_09662
OG0001450	SCHMD11712, SCHMD07895, SCHMD05056, SCHMD20237, SCHMD06489, SCHMD06487, SCHMD13375, SCHMD10521	HELIO_10816
OG0001451	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340	HELIO_05972
OG0001453	SCHMD06884, SCHMD06825	HELIO_11229, HELIO_03802, HELIO_09980
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	HELIO_04552
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	HELIO_05822
OG0001456	SCHMD22269, SCHMD26154	HELIO_09922
OG0001460	SCHMD10311, SCHMD23647	HELIO_01716
OG0001460	SCHMD10312, SCHMD23646	HELIO_12669
OG0001464	SCHMD20463	HELIO_00437
OG0001466	SCHMD12996, SCHMD13074	HELIO_00231
OG0001467	SCHMD12343	HELIO_11527
OG0001467	SCHMD19099	HELIO_06233
OG0001468	SCHMD00390	HELIO_09103
OG0001469	SCHMD09394	HELIO_10093
OG0001469	SCHMD24067, SCHMD10449	HELIO_12462
OG0001470	SCHMD02321, SCHMD02318	HELIO_04948
OG0001470	SCHMD02316, SCHMD02317	HELIO_03568
OG0001472	SCHMD12948	HELIO_05084
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	HELIO_09162
OG0001474	SCHMD07415	HELIO_08603
OG0001474	SCHMD11576, SCHMD26877	HELIO_05046
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	HELIO_12116, HELIO_06079
OG0001478	SCHMD22576, SCHMD26017	HELIO_10243
OG0001479	SCHMD12413, SCHMD08686	HELIO_00677
OG0001480	SCHMD13493	HELIO_03092
OG0001481	SCHMD19667	HELIO_00125
OG0001482	SCHMD02244	HELIO_08972
OG0001483	SCHMD00397	HELIO_02368
OG0001484	SCHMD14277	HELIO_03855
OG0001488	SCHMD21551	HELIO_06877, HELIO_00238
OG0001490	SCHMD08286, SCHMD07637	HELIO_10701
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	HELIO_09966
OG0001501	SCHMD02704	HELIO_09204
OG0001502	SCHMD06697	HELIO_00925
OG0001503	SCHMD25279, SCHMD19928	HELIO_00871
OG0001503	SCHMD25148	HELIO_00967
OG0001504	SCHMD05964	HELIO_02828, HELIO_12551
OG0001506	SCHMD04881	HELIO_05280
OG0001508	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374	HELIO_05840
OG0001510	SCHMD18904, SCHMD27815, SCHMD18903	HELIO_10061
OG0001511	SCHMD14385	HELIO_10472
OG0001512	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450	HELIO_06404
OG0001514	SCHMD13607, SCHMD17180	HELIO_10777
OG0001515	SCHMD18483	HELIO_11317
OG0001516	SCHMD07784	HELIO_05144
OG0001517	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460	HELIO_02409
OG0001522	SCHMD06814	HELIO_00391, HELIO_11736
OG0001524	SCHMD08154	HELIO_05163
OG0001524	SCHMD06432	HELIO_01459
OG0001525	SCHMD08330	HELIO_07734
OG0001526	SCHMD16304	HELIO_03062
OG0001527	SCHMD05435	HELIO_04544
OG0001527	SCHMD08837	HELIO_10434
OG0001530	SCHMD09337	HELIO_09208
OG0001531	SCHMD25753	HELIO_03563
OG0001531	SCHMD19431, SCHMD25771	HELIO_03562
OG0001532	SCHMD11603, SCHMD11604	HELIO_07182
OG0001534	SCHMD13063	HELIO_02863
OG0001536	SCHMD04145	HELIO_00034
OG0001538	SCHMD03674	HELIO_05127
OG0001551	SCHMD21975	HELIO_02886
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	HELIO_04975
OG0001554	SCHMD11035	HELIO_02815
OG0001555	SCHMD28090, SCHMD24412, SCHMD21363, SCHMD25892, SCHMD18696, SCHMD09131, SCHMD01581	HELIO_06994
OG0001557	SCHMD13972	HELIO_06596
OG0001558	SCHMD18412, SCHMD28405	HELIO_02760
OG0001559	SCHMD02521	HELIO_06123
OG0001561	SCHMD21318	HELIO_08393
OG0001562	SCHMD12692	HELIO_06572
OG0001563	SCHMD18145	HELIO_06516
OG0001566	SCHMD02705	HELIO_11200, HELIO_02258
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	HELIO_06880
OG0001568	SCHMD04206	HELIO_05132
OG0001570	SCHMD04583	HELIO_02540
OG0001571	SCHMD26358	HELIO_00290
OG0001571	SCHMD20861, SCHMD22039	HELIO_11750
OG0001572	SCHMD04033	HELIO_04693
OG0001575	SCHMD13351	HELIO_05293
OG0001576	SCHMD23672	HELIO_11858
OG0001578	SCHMD10414	HELIO_08790, HELIO_08789
OG0001580	SCHMD08361, SCHMD16167, SCHMD15393	HELIO_11365
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	HELIO_12114
OG0001589	SCHMD27652, SCHMD23084	HELIO_12278
OG0001590	SCHMD09240	HELIO_11606
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	HELIO_04977
OG0001594	SCHMD14548, SCHMD07059	HELIO_11160
OG0001597	SCHMD15780, SCHMD26075	HELIO_01769
OG0001602	SCHMD05345, SCHMD00022	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749
OG0001603	SCHMD29423	HELIO_09786
OG0001604	SCHMD02109	HELIO_12168
OG0001609	SCHMD16467	HELIO_04479
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	HELIO_00769
OG0001611	SCHMD04102, SCHMD12631	HELIO_10992
OG0001612	SCHMD18636, SCHMD18391	HELIO_03470
OG0001612	SCHMD14255, SCHMD22594	HELIO_09022
OG0001614	SCHMD04001	HELIO_09695
OG0001615	SCHMD14018	HELIO_04146
OG0001617	SCHMD05139	HELIO_06430
OG0001617	SCHMD05141	HELIO_03713
OG0001620	SCHMD22740, SCHMD18214	HELIO_04031
OG0001621	SCHMD26761, SCHMD18496	HELIO_05621, HELIO_05048
OG0001623	SCHMD12998, SCHMD29690, SCHMD08483	HELIO_12088
OG0001625	SCHMD22149	HELIO_03741
OG0001627	SCHMD06117	HELIO_03358, HELIO_11162
OG0001629	SCHMD24158, SCHMD07179, SCHMD15006, SCHMD06466, SCHMD05240, SCHMD17637, SCHMD25524	HELIO_11337
OG0001630	SCHMD04044, SCHMD04169, SCHMD01052	HELIO_11857
OG0001633	SCHMD06756	HELIO_09239
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	HELIO_00787
OG0001635	SCHMD28110	HELIO_00639
OG0001636	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668	HELIO_06373
OG0001638	SCHMD00159, SCHMD00160	HELIO_10751
OG0001639	SCHMD07144	HELIO_03546
OG0001640	SCHMD02843	HELIO_12233
OG0001642	SCHMD20801, SCHMD12647	HELIO_00859, HELIO_00858
OG0001644	SCHMD20924	HELIO_10610
OG0001651	SCHMD15448	HELIO_08544
OG0001653	SCHMD13946	HELIO_02536
OG0001655	SCHMD06776	HELIO_08331
OG0001656	SCHMD22556	HELIO_09773
OG0001657	SCHMD07705, SCHMD10000, SCHMD12957	HELIO_09713
OG0001659	SCHMD19168	HELIO_01990
OG0001660	SCHMD01572, SCHMD29332	HELIO_04664
OG0001662	SCHMD19275	HELIO_07941
OG0001662	SCHMD25740	HELIO_12598
OG0001665	SCHMD19795	HELIO_08876, HELIO_01144
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	HELIO_07524, HELIO_03742
OG0001667	SCHMD18800, SCHMD13601, SCHMD20100	HELIO_04686, HELIO_06712
OG0001668	SCHMD04958	HELIO_03082
OG0001670	SCHMD00224	HELIO_10177, HELIO_03065
OG0001671	SCHMD21324	HELIO_08248, HELIO_08266
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	HELIO_11405
OG0001676	SCHMD13666	HELIO_09572
OG0001677	SCHMD13425	HELIO_10400
OG0001682	SCHMD04767	HELIO_05143, HELIO_05018, HELIO_05865, HELIO_05905
OG0001682	SCHMD04768	HELIO_04037
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	HELIO_10892
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	HELIO_02127
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	HELIO_04799
OG0001689	SCHMD23267, SCHMD11416	HELIO_03264
OG0001690	SCHMD02947, SCHMD02948, SCHMD29617	HELIO_12652
OG0001691	SCHMD00990, SCHMD08142	HELIO_03141
OG0001693	SCHMD18507, SCHMD16544	HELIO_01536, HELIO_01082, HELIO_05406, HELIO_00833
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	HELIO_04517
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180	HELIO_01586
OG0001711	SCHMD04571	HELIO_09636
OG0001716	SCHMD03299	HELIO_07127
OG0001718	SCHMD15790	HELIO_08374
OG0001720	SCHMD15757	HELIO_01666
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	HELIO_04710
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846	HELIO_09512
OG0001726	SCHMD06142, SCHMD13209	HELIO_12477
OG0001726	SCHMD14995, SCHMD16386	HELIO_10937
OG0001727	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474	HELIO_00379
OG0001728	SCHMD17375	HELIO_06859, HELIO_02961
OG0001729	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159	HELIO_07800
OG0001730	SCHMD11237, SCHMD15709	HELIO_09660
OG0001732	SCHMD09964	HELIO_08312
OG0001733	SCHMD11880	HELIO_06708, HELIO_05078
OG0001735	SCHMD04334	HELIO_08576
OG0001736	SCHMD13051	HELIO_04175
OG0001738	SCHMD28176	HELIO_00898
OG0001739	SCHMD04721	HELIO_08138
OG0001744	SCHMD05424	HELIO_00852
OG0001750	SCHMD22591	HELIO_09724
OG0001751	SCHMD05355	HELIO_11274
OG0001752	SCHMD04217	HELIO_07873
OG0001754	SCHMD16498	HELIO_12416
OG0001755	SCHMD00304	HELIO_03611
OG0001758	SCHMD21919	HELIO_11236, HELIO_11503, HELIO_11718
OG0001769	SCHMD03951	HELIO_00478
OG0001770	SCHMD22893, SCHMD22374	HELIO_10082
OG0001774	SCHMD06607	HELIO_11501
OG0001775	SCHMD11489, SCHMD03765, SCHMD10862	HELIO_07189
OG0001777	SCHMD28966, SCHMD22772	HELIO_09392
OG0001777	SCHMD18771, SCHMD10802, SCHMD22773	HELIO_09391
OG0001780	SCHMD19255, SCHMD20118	HELIO_10081
OG0001781	SCHMD11700, SCHMD23557, SCHMD23630	HELIO_01738
OG0001783	SCHMD15033, SCHMD26133	HELIO_02058
OG0001785	SCHMD16367, SCHMD26545	HELIO_10072
OG0001785	SCHMD16368	HELIO_04363
OG0001786	SCHMD10589, SCHMD26010, SCHMD14133, SCHMD22280	HELIO_06139
OG0001786	SCHMD28589	HELIO_11267
OG0001787	SCHMD15982	HELIO_11607
OG0001788	SCHMD08885	HELIO_03507
OG0001797	SCHMD12550	HELIO_04449, HELIO_00752
OG0001798	SCHMD06352, SCHMD07989	HELIO_12260
OG0001805	SCHMD01576	HELIO_06016
OG0001807	SCHMD01495	HELIO_02837
OG0001808	SCHMD04780	HELIO_02461
OG0001809	SCHMD03279	HELIO_10155
OG0001810	SCHMD28471, SCHMD25400	HELIO_10709
OG0001813	SCHMD18416, SCHMD08786	HELIO_03146
OG0001818	SCHMD13473, SCHMD29528, SCHMD15135	HELIO_10184
OG0001819	SCHMD06459	HELIO_03116
OG0001820	SCHMD14228, SCHMD02398	HELIO_08557, HELIO_09627
OG0001821	SCHMD28800, SCHMD18321	HELIO_08607
OG0001822	SCHMD21605, SCHMD12240	HELIO_05027
OG0001823	SCHMD00776, SCHMD09499	HELIO_12209
OG0001824	SCHMD14996, SCHMD09508	HELIO_09735
OG0001825	SCHMD06748	HELIO_02386
OG0001826	SCHMD25796, SCHMD02997	HELIO_08793
OG0001827	SCHMD17765, SCHMD19189	HELIO_08093
OG0001828	SCHMD18304, SCHMD22290	HELIO_08349
OG0001829	SCHMD09587	HELIO_08800
OG0001832	SCHMD09061	HELIO_12779, HELIO_12753
OG0001834	SCHMD04020, SCHMD20048	HELIO_07484
OG0001844	SCHMD18062	HELIO_10574
OG0001846	SCHMD09924	HELIO_07000
OG0001849	SCHMD05416	HELIO_03244
OG0001852	SCHMD01397	HELIO_00847
OG0001853	SCHMD00353	HELIO_01954, HELIO_07750
OG0001857	SCHMD00486	HELIO_11313
OG0001860	SCHMD14531, SCHMD12432	HELIO_02411
OG0001863	SCHMD26126	HELIO_05463
OG0001863	SCHMD14322, SCHMD28681	HELIO_10538
OG0001866	SCHMD17047	HELIO_08400
OG0001867	SCHMD06149	HELIO_02515
OG0001868	SCHMD21478, SCHMD10606, SCHMD18490	HELIO_06158
OG0001869	SCHMD19852	HELIO_04326
OG0001870	SCHMD08001, SCHMD03109	HELIO_11367
OG0001872	SCHMD20627	HELIO_12105
OG0001873	SCHMD09003	HELIO_07677, HELIO_06086
OG0001874	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032	HELIO_01670
OG0001875	SCHMD29147, SCHMD28237	HELIO_10950
OG0001877	SCHMD14827	HELIO_09122
OG0001878	SCHMD18520	HELIO_05924
OG0001881	SCHMD18117	HELIO_11210
OG0001883	SCHMD08058, SCHMD14396, SCHMD14395	HELIO_04758
OG0001884	SCHMD09575	HELIO_09046
OG0001886	SCHMD00538	HELIO_07679
OG0001887	SCHMD22103, SCHMD03399, SCHMD24336	HELIO_12128
OG0001888	SCHMD15696, SCHMD08492	HELIO_08194
OG0001889	SCHMD03474	HELIO_09642
OG0001890	SCHMD07009	HELIO_02855
OG0001894	SCHMD11512	HELIO_04194
OG0001897	SCHMD10904, SCHMD14627	HELIO_10470, HELIO_10469
OG0001898	SCHMD21587, SCHMD18283	HELIO_04077, HELIO_12763
OG0001900	SCHMD02044	HELIO_03722
OG0001903	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188	HELIO_08222
OG0001906	SCHMD06594	HELIO_01042
OG0001913	SCHMD08198, SCHMD01162	HELIO_10845
OG0001914	SCHMD04908	HELIO_12364
OG0001914	SCHMD07662	HELIO_08172
OG0001915	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004	HELIO_02308
OG0001916	SCHMD10605	HELIO_08357
OG0001917	SCHMD07933	HELIO_00213
OG0001918	SCHMD11138, SCHMD23731	HELIO_07821
OG0001919	SCHMD23775, SCHMD20085	HELIO_06163
OG0001920	SCHMD25326	HELIO_09697
OG0001923	SCHMD05921	HELIO_01788
OG0001925	SCHMD03004, SCHMD23545, SCHMD17243	HELIO_10825
OG0001926	SCHMD20309, SCHMD16846	HELIO_02998
OG0001927	SCHMD08910	HELIO_04718
OG0001928	SCHMD26836	HELIO_00908
OG0001929	SCHMD19346, SCHMD06936	HELIO_05265
OG0001932	SCHMD17903	HELIO_03169
OG0001932	SCHMD00368	HELIO_03170
OG0001933	SCHMD01181	HELIO_09564
OG0001935	SCHMD23048	HELIO_09449, HELIO_05458
OG0001937	SCHMD08104, SCHMD08105	HELIO_04900, HELIO_06992
OG0001938	SCHMD19401	HELIO_02477
OG0001942	SCHMD16279, SCHMD09808	HELIO_07609, HELIO_06576
OG0001943	SCHMD03979	HELIO_10645
OG0001946	SCHMD08506	HELIO_08201
OG0001947	SCHMD00740	HELIO_03774
OG0001949	SCHMD16576	HELIO_12106
OG0001950	SCHMD07266	HELIO_09752
OG0001951	SCHMD10937, SCHMD17652, SCHMD16242	HELIO_04565
OG0001952	SCHMD08803, SCHMD19932	HELIO_06639, HELIO_02821
OG0001953	SCHMD03889	HELIO_05793
OG0001956	SCHMD16218	HELIO_08427
OG0001957	SCHMD03964	HELIO_11767
OG0001958	SCHMD10594	HELIO_07906
OG0001961	SCHMD03837	HELIO_03253
OG0001963	SCHMD24660	HELIO_02883
OG0001964	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356	HELIO_02293
OG0001965	SCHMD15198	HELIO_01378
OG0001966	SCHMD10097	HELIO_12247, HELIO_05868
OG0001968	SCHMD12918	HELIO_11042, HELIO_10670
OG0001971	SCHMD02201, SCHMD22610, SCHMD17361, SCHMD12554, SCHMD24973, SCHMD18252	HELIO_09862
OG0001972	SCHMD07972, SCHMD26110	HELIO_04798
OG0001974	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138	HELIO_09499
OG0001975	SCHMD05235, SCHMD17920, SCHMD14286, SCHMD10863, SCHMD10861, SCHMD17692, SCHMD21511, SCHMD16018, SCHMD18913	HELIO_08246, HELIO_10907
OG0001985	SCHMD04898	HELIO_03642
OG0001987	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073	HELIO_11331, HELIO_11332
OG0001988	SCHMD17373	HELIO_07776
OG0001989	SCHMD11266	HELIO_03695
OG0001992	SCHMD10680	HELIO_10036
OG0001993	SCHMD04073	HELIO_10948
OG0001994	SCHMD12538	HELIO_02654, HELIO_02655
OG0001996	SCHMD23397, SCHMD13355, SCHMD14732, SCHMD10995, SCHMD04576	HELIO_03603
OG0001998	SCHMD19391	HELIO_01282
OG0001999	SCHMD10953	HELIO_06267
OG0002000	SCHMD09206	HELIO_07944
OG0002001	SCHMD04245	HELIO_11853, HELIO_12151
OG0002003	SCHMD25539	HELIO_03803
OG0002005	SCHMD01316, SCHMD27910, SCHMD18360	HELIO_12220
OG0002006	SCHMD01886, SCHMD11267, SCHMD12678	HELIO_12425
OG0002006	SCHMD06801	HELIO_07537
OG0002008	SCHMD06021	HELIO_10242, HELIO_04821
OG0002011	SCHMD13609, SCHMD07842	HELIO_09289
OG0002013	SCHMD05928, SCHMD05926	HELIO_06898
OG0002015	SCHMD07213, SCHMD12123	HELIO_05227
OG0002017	SCHMD02967	HELIO_02990
OG0002018	SCHMD24155, SCHMD22495	HELIO_08541
OG0002024	SCHMD06250	HELIO_08970, HELIO_08969
OG0002026	SCHMD11077, SCHMD01664	HELIO_08421, HELIO_11050
OG0002027	SCHMD07869	HELIO_00634
OG0002028	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215	HELIO_04604
OG0002029	SCHMD15250	HELIO_05876
OG0002031	SCHMD21628, SCHMD14088	HELIO_07245
OG0002032	SCHMD15998, SCHMD17430	HELIO_01093
OG0002033	SCHMD16213	HELIO_00178
OG0002035	SCHMD19062, SCHMD21913	HELIO_03679
OG0002036	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638	HELIO_01904
OG0002037	SCHMD17138	HELIO_11181
OG0002042	SCHMD29492	HELIO_06664
OG0002043	SCHMD03148	HELIO_03396
OG0002057	SCHMD14251, SCHMD14250	HELIO_10449
OG0002059	SCHMD13857	HELIO_03914
OG0002062	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072	HELIO_06049
OG0002063	SCHMD21953, SCHMD12086, SCHMD11388	HELIO_07475
OG0002068	SCHMD20105	HELIO_11283
OG0002070	SCHMD04912	HELIO_01660
OG0002073	SCHMD20304, SCHMD22775, SCHMD03169	HELIO_09897
OG0002076	SCHMD28435, SCHMD28300	HELIO_08411
OG0002077	SCHMD01377	HELIO_03623
OG0002079	SCHMD11302, SCHMD04787	HELIO_08843
OG0002080	SCHMD17826, SCHMD20969, SCHMD28760	HELIO_05901
OG0002081	SCHMD26344, SCHMD21808	HELIO_08258
OG0002081	SCHMD20577, SCHMD12884, SCHMD21807	HELIO_08257
OG0002086	SCHMD03131	HELIO_03197
OG0002087	SCHMD07766	HELIO_10536, HELIO_09035
OG0002088	SCHMD01447	HELIO_05951, HELIO_01061
OG0002091	SCHMD18712, SCHMD22802	HELIO_01447
OG0002095	SCHMD10707	HELIO_04059, HELIO_00799
OG0002096	SCHMD19108, SCHMD19170	HELIO_10504
OG0002097	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424	HELIO_00551
OG0002099	SCHMD02814	HELIO_12497
OG0002101	SCHMD15902	HELIO_03548
OG0002103	SCHMD03652	HELIO_08047
OG0002104	SCHMD13430, SCHMD13219, SCHMD07798	HELIO_10363
OG0002105	SCHMD04684	HELIO_06912
OG0002106	SCHMD29823, SCHMD29437	HELIO_06196
OG0002107	SCHMD17132, SCHMD27313	HELIO_03046
OG0002108	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153	HELIO_01842
OG0002122	SCHMD07269, SCHMD02288	HELIO_06970
OG0002123	SCHMD07146	HELIO_11783
OG0002124	SCHMD03099	HELIO_07566
OG0002127	SCHMD03483	HELIO_05095
OG0002129	SCHMD22869	HELIO_00729
OG0002131	SCHMD13328, SCHMD15542	HELIO_00247, HELIO_08098
OG0002134	SCHMD15178	HELIO_10778
OG0002138	SCHMD05605	HELIO_10372
OG0002139	SCHMD09027	HELIO_07955
OG0002141	SCHMD13856	HELIO_11644
OG0002142	SCHMD02227	HELIO_07986
OG0002144	SCHMD08032	HELIO_01280
OG0002145	SCHMD12978	HELIO_04062
OG0002146	SCHMD03633, SCHMD03634	HELIO_02638
OG0002148	SCHMD13024, SCHMD06006	HELIO_04883
OG0002149	SCHMD00788	HELIO_11475
OG0002152	SCHMD18533, SCHMD18027, SCHMD20477	HELIO_07905
OG0002155	SCHMD08600	HELIO_05579
OG0002156	SCHMD11093	HELIO_12738, HELIO_03634
OG0002159	SCHMD10603, SCHMD12359	HELIO_09826
OG0002160	SCHMD03531, SCHMD05686, SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338	HELIO_00185
OG0002163	SCHMD00119	HELIO_08396
OG0002164	SCHMD13046, SCHMD17370, SCHMD21313	HELIO_10824
OG0002166	SCHMD22548	HELIO_08775
OG0002167	SCHMD06677	HELIO_02415
OG0002168	SCHMD00757	HELIO_07698, HELIO_12373
OG0002169	SCHMD19182, SCHMD07925	HELIO_05746, HELIO_06281
OG0002170	SCHMD16963	HELIO_08216
OG0002171	SCHMD05133, SCHMD13789	HELIO_11666
OG0002172	SCHMD03160, SCHMD03161	HELIO_02383
OG0002174	SCHMD24186, SCHMD11866	HELIO_05516, HELIO_07239, HELIO_07488
OG0002175	SCHMD09343, SCHMD14948	HELIO_07325
OG0002177	SCHMD05408	HELIO_06435
OG0002178	SCHMD23121	HELIO_00881
OG0002179	SCHMD03680	HELIO_11957
OG0002182	SCHMD00111	HELIO_07381
OG0002184	SCHMD08545	HELIO_03187, HELIO_03186
OG0002185	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407	HELIO_02280
OG0002186	SCHMD16440	HELIO_01212
OG0002186	SCHMD11250	HELIO_08791
OG0002188	SCHMD07090	HELIO_11286
OG0002189	SCHMD03295	HELIO_09345
OG0002190	SCHMD06253, SCHMD20396	HELIO_11217
OG0002191	SCHMD16045	HELIO_05501
OG0002196	SCHMD04892, SCHMD04891	HELIO_02312
OG0002209	SCHMD05613	HELIO_00063
OG0002211	SCHMD29435	HELIO_10863, HELIO_07293
OG0002213	SCHMD01017	HELIO_09582
OG0002216	SCHMD20521	HELIO_08118
OG0002221	SCHMD20199, SCHMD06522, SCHMD25783, SCHMD06372, SCHMD03308, SCHMD03309, SCHMD11277, SCHMD18557, SCHMD20936	HELIO_00629
OG0002222	SCHMD17607, SCHMD07921	HELIO_01086
OG0002223	SCHMD11701	HELIO_09083
OG0002225	SCHMD03290	HELIO_05714
OG0002226	SCHMD00937	HELIO_03074
OG0002227	SCHMD09350, SCHMD09896	HELIO_01271
OG0002229	SCHMD09620, SCHMD21635	HELIO_11908
OG0002233	SCHMD13734	HELIO_07535, HELIO_05365, HELIO_05245
OG0002235	SCHMD15174, SCHMD00911	HELIO_04428, HELIO_01162
OG0002239	SCHMD29729	HELIO_12051
OG0002240	SCHMD15638, SCHMD19507, SCHMD19508, SCHMD15639	HELIO_06722
OG0002241	SCHMD19113	HELIO_09347
OG0002242	SCHMD23296, SCHMD15189, SCHMD19349, SCHMD21538, SCHMD18994	HELIO_03928
OG0002244	SCHMD24135	HELIO_01234
OG0002244	SCHMD25722	HELIO_09967
OG0002252	SCHMD16344	HELIO_01235
OG0002259	SCHMD08992	HELIO_12604
OG0002260	SCHMD15145, SCHMD14592, SCHMD17897, SCHMD04140, SCHMD05670	HELIO_09310
OG0002261	SCHMD15654, SCHMD22485	HELIO_06100
OG0002264	SCHMD24103	HELIO_02936
OG0002265	SCHMD27098, SCHMD25159, SCHMD22941	HELIO_01860
OG0002266	SCHMD06724	HELIO_09260
OG0002268	SCHMD10895	HELIO_10860
OG0002270	SCHMD15276	HELIO_04696
OG0002272	SCHMD08789, SCHMD22434	HELIO_11743
OG0002274	SCHMD28532, SCHMD15034	HELIO_01184
