Orthogroup	SCHMD	STRPU_ok
OG0000966	SCHMD00065	STRPU_14353
OG0000967	SCHMD11342, SCHMD26265	STRPU_04947
OG0000967	SCHMD05844, SCHMD03950	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306
OG0000969	SCHMD13229, SCHMD15667	STRPU_13346
OG0000972	SCHMD05471	STRPU_04339, STRPU_04312
OG0000974	SCHMD24665, SCHMD24853, SCHMD26881	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223
OG0000977	SCHMD03392	STRPU_25429
OG0000978	SCHMD15268, SCHMD25301, SCHMD25194	STRPU_26153
OG0000979	SCHMD24204, SCHMD01421	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248
OG0000981	SCHMD13908	STRPU_26885
OG0000982	SCHMD08717	STRPU_22197
OG0000984	SCHMD02865	STRPU_27147
OG0000988	SCHMD00928	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149
OG0000992	SCHMD08111	STRPU_08115, STRPU_08101, STRPU_00060, STRPU_09680
OG0000994	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203	STRPU_24886
OG0000994	SCHMD16602, SCHMD10604	STRPU_10294
OG0000998	SCHMD08664	STRPU_17595, STRPU_17266, STRPU_17269, STRPU_17267, STRPU_17268, STRPU_17270, STRPU_17197, STRPU_17190, STRPU_17165, STRPU_17177, STRPU_17176, STRPU_17164, STRPU_17163, STRPU_17178, STRPU_17162, STRPU_17179, STRPU_17180, STRPU_17161, STRPU_17395, STRPU_17405
OG0000998	SCHMD08663	STRPU_11825
OG0000999	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208	STRPU_11511
OG0001000	SCHMD22725	STRPU_17978
OG0001001	SCHMD07356	STRPU_06920, STRPU_06897, STRPU_06919
OG0001002	SCHMD17610	STRPU_12183
OG0001002	SCHMD07769, SCHMD07768, SCHMD11688	STRPU_11724, STRPU_11725
OG0001003	SCHMD21687, SCHMD24830	STRPU_14729
OG0001006	SCHMD17048, SCHMD11571	STRPU_16623
OG0001007	SCHMD05810	STRPU_19408
OG0001008	SCHMD04857	STRPU_12298
OG0001009	SCHMD19415	STRPU_08409, STRPU_08408, STRPU_08403
OG0001015	SCHMD07353	STRPU_09285
OG0001016	SCHMD23273, SCHMD15080	STRPU_13418
OG0001016	SCHMD25548, SCHMD21254	STRPU_22033
OG0001017	SCHMD04416, SCHMD11368	STRPU_22555
OG0001018	SCHMD08153	STRPU_17343, STRPU_17363
OG0001019	SCHMD01848, SCHMD05447	STRPU_25464, STRPU_25463, STRPU_25574, STRPU_26008, STRPU_05263, STRPU_05248, STRPU_25311
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902	STRPU_11672
OG0001024	SCHMD01762, SCHMD03107	STRPU_04411, STRPU_04412
OG0001029	SCHMD04839, SCHMD00804, SCHMD00805	STRPU_25961, STRPU_00221
OG0001030	SCHMD08464	STRPU_20834, STRPU_20871
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	STRPU_04858
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	STRPU_20417
OG0001033	SCHMD11399, SCHMD23908	STRPU_04287, STRPU_04317
OG0001033	SCHMD10492	STRPU_01715, STRPU_16742
OG0001036	SCHMD20768, SCHMD09235	STRPU_24843
OG0001037	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259	STRPU_19516
OG0001038	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734	STRPU_10126
OG0001039	SCHMD01765	STRPU_14369
OG0001042	SCHMD11839	STRPU_23315
OG0001043	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894	STRPU_09363, STRPU_09362, STRPU_11696, STRPU_11695, STRPU_23786, STRPU_19166, STRPU_22973, STRPU_07405, STRPU_24680, STRPU_07642, STRPU_20567, STRPU_09859
OG0001046	SCHMD05104, SCHMD02045, SCHMD11124	STRPU_08450
OG0001047	SCHMD28420	STRPU_06132, STRPU_06105
OG0001048	SCHMD12160	STRPU_04789, STRPU_04416
OG0001049	SCHMD16614	STRPU_11147
OG0001050	SCHMD03458	STRPU_02998
OG0001053	SCHMD25503, SCHMD22630	STRPU_13953
OG0001056	SCHMD02897	STRPU_25561, STRPU_00830, STRPU_27240
OG0001059	SCHMD17881, SCHMD18020, SCHMD18021	STRPU_08067
OG0001060	SCHMD12337, SCHMD14762, SCHMD05051	STRPU_04924
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	STRPU_18503
OG0001063	SCHMD00703	STRPU_20790
OG0001064	SCHMD00355, SCHMD00354	STRPU_07076, STRPU_07075
OG0001066	SCHMD24046, SCHMD10767	STRPU_23439, STRPU_00998
OG0001072	SCHMD24459, SCHMD27893	STRPU_15409, STRPU_05942, STRPU_14672
OG0001073	SCHMD00478	STRPU_05291
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	STRPU_24305
OG0001076	SCHMD07131	STRPU_05726
OG0001077	SCHMD01953	STRPU_13772
OG0001078	SCHMD20731, SCHMD25766	STRPU_12443
OG0001079	SCHMD27223	STRPU_23714
OG0001080	SCHMD08586	STRPU_13224, STRPU_13236
OG0001080	SCHMD15438, SCHMD19176	STRPU_17890
OG0001081	SCHMD05425	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201
OG0001083	SCHMD07690	STRPU_10283
OG0001084	SCHMD10718	STRPU_17793
OG0001084	SCHMD10717	STRPU_17791
OG0001085	SCHMD03894	STRPU_23261
OG0001086	SCHMD14120	STRPU_21213
OG0001087	SCHMD17869	STRPU_03199
OG0001089	SCHMD10517	STRPU_03381
OG0001091	SCHMD13206, SCHMD15908	STRPU_23757
OG0001092	SCHMD17999	STRPU_05311
OG0001092	SCHMD18945	STRPU_05313
OG0001093	SCHMD16772	STRPU_24028
OG0001094	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662	STRPU_20715
OG0001096	SCHMD11467, SCHMD14874	STRPU_19489, STRPU_20335, STRPU_15056
OG0001101	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685	STRPU_22666
OG0001102	SCHMD06311	STRPU_20723
OG0001103	SCHMD19689	STRPU_01055, STRPU_24250
OG0001103	SCHMD10595	STRPU_21539
OG0001106	SCHMD22581	STRPU_22601
OG0001108	SCHMD08133	STRPU_22947, STRPU_14644
OG0001112	SCHMD26529, SCHMD08447	STRPU_06366
OG0001113	SCHMD04717	STRPU_05723, STRPU_05716
OG0001113	SCHMD10085	STRPU_06421
OG0001113	SCHMD08665, SCHMD03992	STRPU_26700
OG0001114	SCHMD27710, SCHMD15592, SCHMD14156	STRPU_22227
OG0001116	SCHMD19491	STRPU_22022
OG0001117	SCHMD18856	STRPU_13251
OG0001118	SCHMD16905, SCHMD07256, SCHMD20803	STRPU_12815
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317
OG0001123	SCHMD02756	STRPU_22432
OG0001124	SCHMD24013	STRPU_08314, STRPU_19131
OG0001126	SCHMD17193, SCHMD24674	STRPU_06496
OG0001128	SCHMD08323	STRPU_21281
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	STRPU_25428
OG0001130	SCHMD04030	STRPU_26872, STRPU_26378
OG0001130	SCHMD13287, SCHMD04031	STRPU_26876
OG0001133	SCHMD18643	STRPU_20402
OG0001133	SCHMD29299, SCHMD19714	STRPU_18983
OG0001135	SCHMD28946, SCHMD01011, SCHMD22792	STRPU_12730, STRPU_05675
OG0001137	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243	STRPU_21237
OG0001138	SCHMD00170	STRPU_22267
OG0001139	SCHMD00334	STRPU_12820
OG0001140	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472	STRPU_07640
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	STRPU_24402
OG0001143	SCHMD05178	STRPU_23389
OG0001146	SCHMD06189	STRPU_10664
OG0001149	SCHMD16336, SCHMD29633	STRPU_19355, STRPU_19354
OG0001156	SCHMD11390	STRPU_14120
OG0001158	SCHMD06105	STRPU_25921
OG0001159	SCHMD15611, SCHMD21936	STRPU_24359
OG0001160	SCHMD20666	STRPU_12451
OG0001162	SCHMD04355, SCHMD04356	STRPU_03142, STRPU_02971
OG0001164	SCHMD22065	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248
OG0001165	SCHMD11819	STRPU_24458
OG0001165	SCHMD12131	STRPU_06392
OG0001167	SCHMD08043, SCHMD04406	STRPU_21389
OG0001168	SCHMD13073	STRPU_25599
OG0001171	SCHMD07172	STRPU_07719
OG0001172	SCHMD19335	STRPU_24079
OG0001172	SCHMD00291	STRPU_24935
OG0001175	SCHMD18473	STRPU_24799, STRPU_24557
OG0001176	SCHMD14886	STRPU_26904
OG0001177	SCHMD07016, SCHMD07017, SCHMD07015	STRPU_25237
OG0001178	SCHMD07684	STRPU_01155, STRPU_18301
OG0001178	SCHMD13713	STRPU_06875
OG0001179	SCHMD26379	STRPU_25325
OG0001180	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396	STRPU_26856
OG0001181	SCHMD21797	STRPU_02570, STRPU_13125
OG0001183	SCHMD02325	STRPU_23983
OG0001184	SCHMD09255, SCHMD12752	STRPU_19999
OG0001184	SCHMD29753, SCHMD15110, SCHMD23640	STRPU_09552
OG0001185	SCHMD23236	STRPU_07407
OG0001186	SCHMD20610	STRPU_26002
OG0001186	SCHMD05037	STRPU_25391
OG0001188	SCHMD05963, SCHMD14167	STRPU_21827
OG0001189	SCHMD17573, SCHMD27159, SCHMD05552	STRPU_07209
OG0001191	SCHMD11387	STRPU_09337
OG0001197	SCHMD06230	STRPU_21581
OG0001197	SCHMD16253	STRPU_24733
OG0001198	SCHMD04078	STRPU_11529
OG0001199	SCHMD17507, SCHMD14047	STRPU_17588, STRPU_17562
OG0001199	SCHMD17830	STRPU_00161
OG0001201	SCHMD18644	STRPU_26014
OG0001203	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341	STRPU_03219, STRPU_06188, STRPU_20473
OG0001204	SCHMD08657, SCHMD22624, SCHMD10325	STRPU_14562
OG0001207	SCHMD07731	STRPU_16506, STRPU_24022, STRPU_02640
OG0001208	SCHMD11671, SCHMD13440, SCHMD22806	STRPU_21909
OG0001209	SCHMD22043, SCHMD28492	STRPU_22073
OG0001210	SCHMD19441	STRPU_21013
OG0001210	SCHMD03204	STRPU_11288
OG0001213	SCHMD01086	STRPU_09878
OG0001213	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675	STRPU_15274
OG0001215	SCHMD25774	STRPU_22254
OG0001216	SCHMD13349	STRPU_25682, STRPU_25701
OG0001217	SCHMD18537	STRPU_16981
OG0001218	SCHMD03255	STRPU_10657
OG0001219	SCHMD09614, SCHMD00713	STRPU_24669
OG0001221	SCHMD16690	STRPU_25669
OG0001223	SCHMD08671	STRPU_26010
OG0001226	SCHMD21222	STRPU_17224, STRPU_17225, STRPU_17227
OG0001230	SCHMD18159	STRPU_24478, STRPU_24480
OG0001231	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182	STRPU_21203
OG0001236	SCHMD08913, SCHMD03442	STRPU_10838, STRPU_10857
OG0001238	SCHMD09688	STRPU_09768, STRPU_09725, STRPU_01032
OG0001239	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791	STRPU_23628
OG0001241	SCHMD04223	STRPU_07496
OG0001241	SCHMD16327	STRPU_06648, STRPU_06647
OG0001245	SCHMD09398	STRPU_04810
OG0001246	SCHMD09297	STRPU_14009
OG0001247	SCHMD01541, SCHMD06119, SCHMD06121	STRPU_22721
OG0001248	SCHMD28672, SCHMD29190, SCHMD17657	STRPU_21972
OG0001249	SCHMD01149	STRPU_18988
OG0001250	SCHMD08101, SCHMD04347	STRPU_08807
OG0001251	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715	STRPU_25431
OG0001254	SCHMD14258, SCHMD09217	STRPU_22240
OG0001256	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518	STRPU_18001
OG0001261	SCHMD13436	STRPU_05296
OG0001262	SCHMD20011	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298
OG0001263	SCHMD17470	STRPU_04426, STRPU_03468
OG0001264	SCHMD27230, SCHMD17432	STRPU_25388
OG0001266	SCHMD00016, SCHMD26654	STRPU_09623
OG0001266	SCHMD10438	STRPU_07064, STRPU_07068
OG0001267	SCHMD05399	STRPU_14642
OG0001268	SCHMD01057	STRPU_26888
OG0001271	SCHMD05357	STRPU_13643, STRPU_02421
OG0001272	SCHMD22716, SCHMD09459	STRPU_15049
OG0001273	SCHMD13838, SCHMD25918, SCHMD21739	STRPU_26636
OG0001275	SCHMD21376, SCHMD25163	STRPU_16983
OG0001278	SCHMD25706, SCHMD22381	STRPU_24861
OG0001279	SCHMD06836	STRPU_20599, STRPU_20598, STRPU_20627
OG0001280	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884	STRPU_26559
OG0001282	SCHMD08025	STRPU_11958, STRPU_01619
OG0001284	SCHMD09316	STRPU_00110
OG0001284	SCHMD00434	STRPU_26961
OG0001286	SCHMD05790	STRPU_12903
OG0001287	SCHMD07530	STRPU_05909
OG0001291	SCHMD20641, SCHMD11793	STRPU_04348
OG0001294	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418	STRPU_21633
OG0001296	SCHMD20454, SCHMD11060	STRPU_21312, STRPU_00052
OG0001297	SCHMD10762	STRPU_12690
OG0001300	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202	STRPU_00543, STRPU_15986
OG0001302	SCHMD08617, SCHMD27826	STRPU_14524
OG0001306	SCHMD04516	STRPU_19063
OG0001308	SCHMD08020	STRPU_04711
OG0001310	SCHMD19422	STRPU_21314
OG0001310	SCHMD09167	STRPU_15962, STRPU_00518
OG0001312	SCHMD02056, SCHMD02055	STRPU_18010, STRPU_24489, STRPU_17750
OG0001316	SCHMD15981	STRPU_15726
OG0001318	SCHMD07054	STRPU_12148, STRPU_12116
OG0001318	SCHMD16802	STRPU_17591
OG0001319	SCHMD14764	STRPU_06818
OG0001320	SCHMD01321, SCHMD01324, SCHMD01322	STRPU_26137, STRPU_26135
OG0001320	SCHMD05527	STRPU_21063
OG0001321	SCHMD23818	STRPU_22556
OG0001322	SCHMD09506	STRPU_12583, STRPU_21322
OG0001323	SCHMD18380, SCHMD28053	STRPU_20541
OG0001325	SCHMD05728	STRPU_04898
OG0001326	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423	STRPU_10219
OG0001327	SCHMD08653, SCHMD04846	STRPU_23965, STRPU_23941
OG0001328	SCHMD23086	STRPU_03483
OG0001329	SCHMD15324	STRPU_23801
OG0001331	SCHMD14545	STRPU_10147, STRPU_10085, STRPU_10148
OG0001332	SCHMD04204	STRPU_19163
OG0001333	SCHMD15673, SCHMD23155	STRPU_12708
OG0001335	SCHMD26447	STRPU_26922
OG0001337	SCHMD01703	STRPU_26821
OG0001337	SCHMD11229, SCHMD01704, SCHMD14444	STRPU_19080
OG0001341	SCHMD02609, SCHMD12794	STRPU_22449
OG0001348	SCHMD24331, SCHMD29399	STRPU_06494
OG0001350	SCHMD23052	STRPU_00173, STRPU_18483
OG0001350	SCHMD17071, SCHMD29804, SCHMD10618	STRPU_18539
OG0001351	SCHMD20739, SCHMD24185	STRPU_05960
OG0001353	SCHMD10586	STRPU_00577, STRPU_07545
OG0001354	SCHMD11475, SCHMD26080	STRPU_03356
OG0001354	SCHMD12063	STRPU_18322, STRPU_01125
OG0001355	SCHMD23781	STRPU_09877
OG0001356	SCHMD21598, SCHMD19916	STRPU_23614
OG0001357	SCHMD16921	STRPU_20969
OG0001362	SCHMD04122, SCHMD05643, SCHMD13617	STRPU_08359
OG0001363	SCHMD05287, SCHMD16288, SCHMD05291	STRPU_20296
OG0001367	SCHMD04624	STRPU_24795
OG0001368	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303, SCHMD02343	STRPU_21464
OG0001369	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521	STRPU_23738
OG0001370	SCHMD12004	STRPU_22194
OG0001370	SCHMD18225, SCHMD11963	STRPU_15723
OG0001371	SCHMD02523	STRPU_08143, STRPU_02082, STRPU_09113
OG0001372	SCHMD12353, SCHMD23970	STRPU_19138
OG0001372	SCHMD29815	STRPU_25409, STRPU_25404
OG0001374	SCHMD12937	STRPU_22804, STRPU_01963
OG0001375	SCHMD18333	STRPU_07312, STRPU_07355
OG0001378	SCHMD12504, SCHMD07107	STRPU_09539
OG0001379	SCHMD15234	STRPU_06776, STRPU_06758
OG0001381	SCHMD02869, SCHMD02871, SCHMD02870	STRPU_27173, STRPU_27171
OG0001383	SCHMD28197, SCHMD18572	STRPU_19391
OG0001389	SCHMD02031, SCHMD17776	STRPU_05345
OG0001394	SCHMD23211, SCHMD24249	STRPU_05211
OG0001395	SCHMD11706, SCHMD08832	STRPU_17938
OG0001397	SCHMD08548, SCHMD08095	STRPU_09545
OG0001399	SCHMD20091, SCHMD16432	STRPU_06787, STRPU_26081
OG0001400	SCHMD26317	STRPU_01874, STRPU_25189
OG0001401	SCHMD15712	STRPU_05958, STRPU_23021, STRPU_00894
OG0001402	SCHMD06853	STRPU_02223, STRPU_15580
OG0001404	SCHMD14856	STRPU_09258
OG0001404	SCHMD14853	STRPU_10986, STRPU_00324
OG0001405	SCHMD16175	STRPU_02778
OG0001406	SCHMD13359, SCHMD19152	STRPU_06123
OG0001408	SCHMD23659, SCHMD15840, SCHMD15841	STRPU_00756, STRPU_19811
OG0001409	SCHMD04792	STRPU_03382
OG0001410	SCHMD09832	STRPU_05515
OG0001410	SCHMD09687	STRPU_25411
OG0001411	SCHMD13416, SCHMD19137	STRPU_05251, STRPU_05267
OG0001412	SCHMD13223	STRPU_09369
OG0001413	SCHMD02827	STRPU_14983, STRPU_14952
OG0001413	SCHMD02718	STRPU_26501
OG0001414	SCHMD19649	STRPU_10366
OG0001415	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947	STRPU_06370, STRPU_06372, STRPU_06371, STRPU_06373
OG0001417	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122
OG0001421	SCHMD14208	STRPU_20976
OG0001422	SCHMD18897, SCHMD04981, SCHMD04982	STRPU_17021
OG0001424	SCHMD23260, SCHMD24676	STRPU_24308
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	STRPU_15993
OG0001426	SCHMD02033	STRPU_10439
OG0001427	SCHMD03939, SCHMD00575	STRPU_07408
OG0001428	SCHMD06125	STRPU_11278, STRPU_11240
OG0001430	SCHMD00026	STRPU_21288
OG0001432	SCHMD22173	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413
OG0001433	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242	STRPU_07230, STRPU_07255
OG0001434	SCHMD11795	STRPU_17872
OG0001439	SCHMD09059	STRPU_03360, STRPU_03364
OG0001439	SCHMD07462, SCHMD14352	STRPU_03366, STRPU_03358, STRPU_03361, STRPU_03367
OG0001440	SCHMD08958, SCHMD08957	STRPU_25215
OG0001445	SCHMD04082	STRPU_16668, STRPU_16697
OG0001447	SCHMD14223	STRPU_20657, STRPU_20658
OG0001449	SCHMD11900	STRPU_07648
OG0001449	SCHMD21822	STRPU_25089
OG0001450	SCHMD07895, SCHMD05056, SCHMD20237, SCHMD06489, SCHMD06487, SCHMD13375, SCHMD10521	STRPU_23594
OG0001451	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340	STRPU_14371, STRPU_17131
OG0001453	SCHMD06884, SCHMD06825	STRPU_24736, STRPU_08563, STRPU_24734
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	STRPU_05075, STRPU_05152, STRPU_05150, STRPU_05074, STRPU_05151
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	STRPU_18159
OG0001456	SCHMD22269, SCHMD26154	STRPU_27191, STRPU_27192, STRPU_27208
OG0001460	SCHMD10311, SCHMD23647	STRPU_04119, STRPU_06222, STRPU_06201
OG0001460	SCHMD10312, SCHMD23646	STRPU_04118
OG0001464	SCHMD20463	STRPU_25177
OG0001466	SCHMD12996, SCHMD13074	STRPU_04674
OG0001467	SCHMD12343	STRPU_19577
OG0001467	SCHMD19099	STRPU_05130, STRPU_05054
OG0001468	SCHMD00390	STRPU_25091
OG0001469	SCHMD09394	STRPU_10391
OG0001469	SCHMD21311, SCHMD29089	STRPU_17509
OG0001469	SCHMD24067, SCHMD10449	STRPU_17361, STRPU_17345
OG0001470	SCHMD02321, SCHMD02318	STRPU_02226, STRPU_15577
OG0001472	SCHMD12948	STRPU_27210, STRPU_27194
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	STRPU_25563, STRPU_00832
OG0001474	SCHMD07415	STRPU_13493
OG0001474	SCHMD11576, SCHMD26877	STRPU_08774
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	STRPU_11303, STRPU_11319, STRPU_11092
OG0001478	SCHMD22576, SCHMD26017	STRPU_21182
OG0001479	SCHMD12413, SCHMD08686	STRPU_19441
OG0001480	SCHMD13493	STRPU_24164
OG0001481	SCHMD19666	STRPU_20433
OG0001481	SCHMD19667	STRPU_20434
OG0001482	SCHMD02244	STRPU_14389
OG0001483	SCHMD00397	STRPU_06785
OG0001484	SCHMD14277	STRPU_13892, STRPU_23212, STRPU_23225
OG0001488	SCHMD21551	STRPU_13615, STRPU_02447
OG0001490	SCHMD08286, SCHMD07637	STRPU_20507
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	STRPU_14187
OG0001501	SCHMD02704	STRPU_21031
OG0001502	SCHMD06696	STRPU_12987
OG0001502	SCHMD06697	STRPU_08256
OG0001503	SCHMD25279, SCHMD19928	STRPU_26383
OG0001503	SCHMD25148	STRPU_08277
OG0001504	SCHMD05964	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973
OG0001506	SCHMD27200, SCHMD04881	STRPU_11331
OG0001508	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374	STRPU_12972
OG0001510	SCHMD18904, SCHMD27815, SCHMD18903	STRPU_19269
OG0001511	SCHMD14385	STRPU_06130
OG0001512	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450	STRPU_23091
OG0001514	SCHMD13607, SCHMD17180	STRPU_10431
OG0001515	SCHMD18483	STRPU_15320, STRPU_15319
OG0001516	SCHMD07784	STRPU_18551
OG0001517	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460	STRPU_19850, STRPU_23529
OG0001522	SCHMD06814	STRPU_20946, STRPU_03073
OG0001524	SCHMD08154	STRPU_10326
OG0001524	SCHMD06432	STRPU_25252
OG0001525	SCHMD22768, SCHMD18999, SCHMD19000	STRPU_15038
OG0001525	SCHMD08330	STRPU_15039, STRPU_15040, STRPU_15037
OG0001526	SCHMD16304	STRPU_20380
OG0001527	SCHMD05435	STRPU_14392
OG0001527	SCHMD08837	STRPU_25264
OG0001530	SCHMD09337	STRPU_04902
OG0001531	SCHMD25753	STRPU_10272
OG0001532	SCHMD11603, SCHMD11604	STRPU_10950
OG0001534	SCHMD13063	STRPU_08320, STRPU_08319
OG0001536	SCHMD04145	STRPU_21047
OG0001538	SCHMD03674	STRPU_12441, STRPU_12432
OG0001551	SCHMD21975	STRPU_21860, STRPU_21899, STRPU_21891
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	STRPU_04052
OG0001554	SCHMD11035	STRPU_02015, STRPU_16951
OG0001555	SCHMD28090, SCHMD24412, SCHMD21363, SCHMD25892, SCHMD18696, SCHMD09131, SCHMD01581	STRPU_06393, STRPU_06683
OG0001557	SCHMD13972	STRPU_23129
OG0001558	SCHMD18412, SCHMD28405	STRPU_20040
OG0001559	SCHMD02521	STRPU_21439
OG0001560	SCHMD19288, SCHMD02478	STRPU_22041
OG0001561	SCHMD21318	STRPU_22097
OG0001562	SCHMD12692	STRPU_10858, STRPU_10839
OG0001563	SCHMD18145	STRPU_13288, STRPU_13360
OG0001566	SCHMD02705	STRPU_17707
OG0001567	SCHMD17619, SCHMD03495, SCHMD17620, SCHMD03493, SCHMD08251	STRPU_24800
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	STRPU_14545, STRPU_14538
OG0001568	SCHMD04206	STRPU_08839, STRPU_00977
OG0001569	SCHMD19450	STRPU_06672
OG0001570	SCHMD04583	STRPU_18190
OG0001571	SCHMD26358	STRPU_03649, STRPU_03634
OG0001571	SCHMD20861, SCHMD22039	STRPU_02985
OG0001572	SCHMD04033	STRPU_17033, STRPU_01799
OG0001572	SCHMD14275, SCHMD14274	STRPU_25872
OG0001575	SCHMD13351	STRPU_23849, STRPU_23815
OG0001576	SCHMD23672	STRPU_26967
OG0001578	SCHMD10414	STRPU_09755, STRPU_09711
OG0001579	SCHMD24685	STRPU_04738
OG0001580	SCHMD08361, SCHMD16167, SCHMD15393	STRPU_25493
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	STRPU_09827
OG0001589	SCHMD27652, SCHMD23084	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159
OG0001590	SCHMD09240	STRPU_17388
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	STRPU_22521
OG0001594	SCHMD14548, SCHMD07059	STRPU_23743
OG0001594	SCHMD10235	STRPU_17908
OG0001597	SCHMD15780, SCHMD26075	STRPU_15998
OG0001602	SCHMD05345, SCHMD00022	STRPU_12465
OG0001603	SCHMD29423	STRPU_20376
OG0001604	SCHMD02109	STRPU_14571
OG0001609	SCHMD16467	STRPU_06891
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	STRPU_23497
OG0001611	SCHMD04102, SCHMD12631	STRPU_20967
OG0001612	SCHMD14255, SCHMD22594	STRPU_17129
OG0001614	SCHMD04001	STRPU_27003
OG0001615	SCHMD14018	STRPU_12203
OG0001617	SCHMD05139	STRPU_23604
OG0001620	SCHMD22740, SCHMD18214	STRPU_19915
OG0001621	SCHMD26761, SCHMD18496	STRPU_05699
OG0001623	SCHMD12998, SCHMD29690, SCHMD08483	STRPU_01088, STRPU_24211
OG0001625	SCHMD22149	STRPU_19312, STRPU_01828
OG0001627	SCHMD06117	STRPU_10394, STRPU_09510
