Orthogroup	SCHMD	LYTVA_ok
OG0000998	SCHMD08664	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803
OG0000999	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208	LYTVA_17675, LYTVA_00175
OG0001000	SCHMD22725	LYTVA_27555
OG0001001	SCHMD07356	LYTVA_02181
OG0001002	SCHMD17610	LYTVA_01211
OG0001002	SCHMD07769, SCHMD07768, SCHMD11688	LYTVA_05551
OG0001003	SCHMD21687, SCHMD24830	LYTVA_24521
OG0001005	SCHMD03526	LYTVA_12001
OG0001006	SCHMD17048, SCHMD11571	LYTVA_30116
OG0001007	SCHMD05810	LYTVA_09219
OG0001008	SCHMD04857	LYTVA_14143
OG0001009	SCHMD19415	LYTVA_20690, LYTVA_03437
OG0001015	SCHMD07353	LYTVA_16130
OG0001016	SCHMD23273, SCHMD15080	LYTVA_27385, LYTVA_23205
OG0001016	SCHMD25548, SCHMD21254	LYTVA_10008
OG0001018	SCHMD08153	LYTVA_08364
OG0001019	SCHMD01848, SCHMD05447	LYTVA_10901, LYTVA_10902, LYTVA_22061, LYTVA_07725
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902	LYTVA_29811
OG0001028	SCHMD01474, SCHMD11482	LYTVA_02453
OG0001029	SCHMD04839, SCHMD00804, SCHMD00805	LYTVA_00344
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	LYTVA_13786
OG0001031	SCHMD17709, SCHMD09373	LYTVA_02087
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	LYTVA_23396
OG0001033	SCHMD11399, SCHMD23908	LYTVA_27425
OG0001036	SCHMD20768, SCHMD09235	LYTVA_01189
OG0001037	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259	LYTVA_07115
OG0001039	SCHMD01765	LYTVA_28151
OG0001039	SCHMD01764	LYTVA_01352
OG0001042	SCHMD11839	LYTVA_13445
OG0001043	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894	LYTVA_02035, LYTVA_01167, LYTVA_28190, LYTVA_09229, LYTVA_25539, LYTVA_02626
OG0001047	SCHMD28420	LYTVA_10366, LYTVA_28083, LYTVA_24446
OG0001048	SCHMD12160	LYTVA_00731, LYTVA_09405
OG0001049	SCHMD16614	LYTVA_25001, LYTVA_11198
OG0001050	SCHMD03458	LYTVA_04036, LYTVA_16457
OG0001056	SCHMD02897	LYTVA_01786, LYTVA_29573, LYTVA_10190
OG0001059	SCHMD17881, SCHMD18020, SCHMD18021	LYTVA_00483
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	LYTVA_17131, LYTVA_15828
OG0001063	SCHMD00703	LYTVA_07378, LYTVA_27583
OG0001064	SCHMD00355, SCHMD00354	LYTVA_11261
OG0001072	SCHMD24459, SCHMD27893	LYTVA_21778, LYTVA_21225
OG0001073	SCHMD00478	LYTVA_18221
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	LYTVA_24384
OG0001076	SCHMD07131	LYTVA_12589
OG0001077	SCHMD01953	LYTVA_20896
OG0001078	SCHMD20731, SCHMD25766	LYTVA_23690, LYTVA_03209
OG0001079	SCHMD27223	LYTVA_13000
OG0001080	SCHMD08586	LYTVA_00946
OG0001080	SCHMD15438, SCHMD19176	LYTVA_26032
OG0001081	SCHMD05425	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917
OG0001082	SCHMD14053, SCHMD28613	LYTVA_14593, LYTVA_14830
OG0001083	SCHMD07690	LYTVA_15288
OG0001085	SCHMD03894	LYTVA_28264
OG0001086	SCHMD14120	LYTVA_27406
OG0001089	SCHMD10517	LYTVA_22672
OG0001092	SCHMD17999	LYTVA_01908
OG0001092	SCHMD18945	LYTVA_21143
OG0001093	SCHMD16772	LYTVA_15549
OG0001094	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662	LYTVA_15558, LYTVA_15559
OG0001096	SCHMD11467, SCHMD14874	LYTVA_05948, LYTVA_03888, LYTVA_04358, LYTVA_24651
OG0001101	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685	LYTVA_28690
OG0001102	SCHMD06311	LYTVA_04384
OG0001103	SCHMD19689	LYTVA_19234
OG0001106	SCHMD22581	LYTVA_25189
OG0001108	SCHMD08133	LYTVA_12879
OG0001112	SCHMD26529, SCHMD08447	LYTVA_07658
OG0001113	SCHMD04717	LYTVA_28836
OG0001114	SCHMD27710, SCHMD15592, SCHMD14156	LYTVA_21386
OG0001118	SCHMD16905, SCHMD07256, SCHMD20803	LYTVA_14256
OG0001118	SCHMD22443	LYTVA_14341
OG0001119	SCHMD23323	LYTVA_18092
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	LYTVA_15718
OG0001123	SCHMD02756	LYTVA_23681, LYTVA_01308
OG0001123	SCHMD02755, SCHMD22573, SCHMD28528, SCHMD01636, SCHMD08373	LYTVA_15011
OG0001124	SCHMD24013	LYTVA_16535, LYTVA_12081
OG0001126	SCHMD17193, SCHMD24674	LYTVA_20544
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	LYTVA_14702
OG0001130	SCHMD04030	LYTVA_01563
OG0001130	SCHMD13287, SCHMD04031	LYTVA_08958
OG0001133	SCHMD28826	LYTVA_12090
OG0001133	SCHMD18643	LYTVA_21722
OG0001133	SCHMD29299, SCHMD19714	LYTVA_13505, LYTVA_08035
OG0001135	SCHMD28946	LYTVA_26249
OG0001137	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243	LYTVA_08712
OG0001138	SCHMD00170	LYTVA_06752
OG0001139	SCHMD00334	LYTVA_17543
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	LYTVA_29978, LYTVA_25914, LYTVA_10307
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	LYTVA_17988
OG0001143	SCHMD05178	LYTVA_01170
OG0001146	SCHMD06189	LYTVA_06824
OG0001149	SCHMD16336, SCHMD29633	LYTVA_04169, LYTVA_25161
OG0001155	SCHMD01897	LYTVA_05140
OG0001156	SCHMD11390	LYTVA_22449
OG0001159	SCHMD15611, SCHMD21936	LYTVA_23740
OG0001160	SCHMD20666	LYTVA_26964
OG0001162	SCHMD04355, SCHMD04356	LYTVA_28314, LYTVA_24093
OG0001164	SCHMD22065	LYTVA_05648, LYTVA_28276, LYTVA_05650
OG0001165	SCHMD11819	LYTVA_04541, LYTVA_04542
OG0001165	SCHMD12131	LYTVA_17460, LYTVA_14088
OG0001167	SCHMD08043, SCHMD04406	LYTVA_19097
OG0001168	SCHMD13073	LYTVA_03414
OG0001171	SCHMD07172	LYTVA_27044
OG0001172	SCHMD19335	LYTVA_22652
OG0001172	SCHMD00291	LYTVA_29661
OG0001175	SCHMD18473	LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054
OG0001177	SCHMD07014	LYTVA_07494
OG0001178	SCHMD07684	LYTVA_02324
OG0001178	SCHMD13713	LYTVA_25867
OG0001179	SCHMD26379	LYTVA_09673
OG0001180	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396	LYTVA_29218
OG0001181	SCHMD21797	LYTVA_20940, LYTVA_10373
OG0001184	SCHMD09255, SCHMD12752	LYTVA_02863, LYTVA_18281
OG0001184	SCHMD29753, SCHMD15110, SCHMD23640	LYTVA_26638, LYTVA_24278
OG0001185	SCHMD23236	LYTVA_09656
OG0001186	SCHMD20610	LYTVA_28926
OG0001186	SCHMD05037	LYTVA_01688
OG0001188	SCHMD05963, SCHMD14167	LYTVA_25404
OG0001189	SCHMD17573, SCHMD27159, SCHMD05552	LYTVA_03876
OG0001197	SCHMD06230	LYTVA_08630
OG0001198	SCHMD04078	LYTVA_09572, LYTVA_09571
OG0001199	SCHMD17507, SCHMD14047	LYTVA_28061
OG0001199	SCHMD17830	LYTVA_13204
OG0001201	SCHMD18644	LYTVA_16866, LYTVA_02039
OG0001203	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341	LYTVA_28240
OG0001204	SCHMD08657, SCHMD22624, SCHMD10325	LYTVA_12790
OG0001207	SCHMD07731	LYTVA_05411, LYTVA_20519, LYTVA_10763
OG0001208	SCHMD11671, SCHMD13440, SCHMD22806	LYTVA_13276
OG0001210	SCHMD19441	LYTVA_19275
OG0001210	SCHMD03206, SCHMD03203, SCHMD03204	LYTVA_04311
OG0001213	SCHMD01086	LYTVA_07548, LYTVA_11628
OG0001213	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675	LYTVA_18522
OG0001215	SCHMD25774	LYTVA_14835
OG0001217	SCHMD18537	LYTVA_22786
OG0001217	SCHMD21187, SCHMD21148	LYTVA_21151
OG0001218	SCHMD03255	LYTVA_26113
OG0001219	SCHMD09614, SCHMD00713	LYTVA_15579
OG0001221	SCHMD16690	LYTVA_14047
OG0001223	SCHMD08671	LYTVA_21037
OG0001230	SCHMD18159	LYTVA_17571, LYTVA_12678
OG0001230	SCHMD28531	LYTVA_07788
OG0001231	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182	LYTVA_07439
OG0001236	SCHMD08913, SCHMD03442	LYTVA_24738, LYTVA_21569
OG0001238	SCHMD09688	LYTVA_30061
OG0001239	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791	LYTVA_29779
OG0001241	SCHMD04223	LYTVA_01648
OG0001245	SCHMD09398	LYTVA_16857
OG0001245	SCHMD24743, SCHMD24744	LYTVA_16858
OG0001246	SCHMD09297	LYTVA_21025, LYTVA_02567, LYTVA_15140, LYTVA_06598
OG0001247	SCHMD01541, SCHMD06119, SCHMD06121	LYTVA_23646
OG0001248	SCHMD28672, SCHMD29190, SCHMD17657	LYTVA_00986, LYTVA_16637
OG0001249	SCHMD01149	LYTVA_03472
OG0001250	SCHMD08101, SCHMD04347	LYTVA_23037
OG0001251	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715	LYTVA_12207
OG0001254	SCHMD14258, SCHMD09217	LYTVA_26444
OG0001256	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518	LYTVA_27563
OG0001261	SCHMD13436	LYTVA_10322
OG0001262	SCHMD20011	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252
OG0001262	SCHMD20259	LYTVA_27431
OG0001263	SCHMD17470	LYTVA_17717, LYTVA_22972, LYTVA_09084
OG0001264	SCHMD27230, SCHMD17432	LYTVA_07325
OG0001266	SCHMD00016, SCHMD26654	LYTVA_19415
OG0001267	SCHMD05399	LYTVA_09343
OG0001268	SCHMD01057	LYTVA_20779
OG0001271	SCHMD05357	LYTVA_09608
OG0001272	SCHMD27604, SCHMD21806	LYTVA_29380
OG0001272	SCHMD22716, SCHMD09459	LYTVA_27489
OG0001275	SCHMD21376, SCHMD25163	LYTVA_16368
OG0001275	SCHMD12521	LYTVA_15957
OG0001278	SCHMD25706, SCHMD22381	LYTVA_15868
OG0001279	SCHMD06836	LYTVA_22555
OG0001284	SCHMD09316	LYTVA_30054
OG0001284	SCHMD00434	LYTVA_15592
OG0001286	SCHMD05790	LYTVA_00885
OG0001287	SCHMD07530	LYTVA_06176
OG0001291	SCHMD20641, SCHMD11793	LYTVA_11712
OG0001294	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418	LYTVA_19271
OG0001296	SCHMD20454, SCHMD11060	LYTVA_20224
OG0001297	SCHMD10762	LYTVA_14610
OG0001300	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202	LYTVA_03792
OG0001302	SCHMD08617, SCHMD27826	LYTVA_08998
OG0001306	SCHMD04516	LYTVA_06210
OG0001308	SCHMD08489	LYTVA_09417
OG0001308	SCHMD08020	LYTVA_06427, LYTVA_08159
OG0001310	SCHMD19422	LYTVA_08839
OG0001310	SCHMD09167	LYTVA_04185, LYTVA_11415
OG0001312	SCHMD02056, SCHMD02055	LYTVA_06396
OG0001316	SCHMD15981	LYTVA_13297, LYTVA_13299
OG0001318	SCHMD07054	LYTVA_16780
OG0001318	SCHMD16802	LYTVA_28059
OG0001318	SCHMD26166	LYTVA_12048
OG0001319	SCHMD14764	LYTVA_24410
OG0001320	SCHMD01321, SCHMD01324, SCHMD01322	LYTVA_21775
OG0001320	SCHMD05527	LYTVA_09922
OG0001322	SCHMD09506	LYTVA_14240, LYTVA_03712, LYTVA_08843
OG0001323	SCHMD18380, SCHMD28053	LYTVA_00847
OG0001325	SCHMD05728	LYTVA_09407
OG0001326	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423	LYTVA_02897
OG0001327	SCHMD08653, SCHMD04846	LYTVA_12279
OG0001329	SCHMD15324	LYTVA_29340
OG0001331	SCHMD14545	LYTVA_16616
OG0001332	SCHMD04204	LYTVA_11322
OG0001333	SCHMD15673, SCHMD23155	LYTVA_22466, LYTVA_12467
OG0001335	SCHMD26447	LYTVA_24585
OG0001337	SCHMD01703	LYTVA_28142
OG0001341	SCHMD01188, SCHMD02608	LYTVA_05973
OG0001348	SCHMD24331, SCHMD29399	LYTVA_20545, LYTVA_22256
OG0001350	SCHMD23052	LYTVA_08886
OG0001350	SCHMD17071, SCHMD29804, SCHMD10618	LYTVA_25134
OG0001353	SCHMD10586	LYTVA_22573
OG0001354	SCHMD12063	LYTVA_28511
OG0001355	SCHMD23781	LYTVA_11629
OG0001356	SCHMD21598, SCHMD19916	LYTVA_28992
OG0001357	SCHMD16921	LYTVA_01328
OG0001362	SCHMD04122, SCHMD05643, SCHMD13617	LYTVA_28040
OG0001363	SCHMD05287, SCHMD16288, SCHMD05291	LYTVA_09257, LYTVA_18119
OG0001367	SCHMD04624	LYTVA_20815
OG0001369	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521	LYTVA_05062
OG0001370	SCHMD12004	LYTVA_22074
OG0001371	SCHMD02523	LYTVA_08478, LYTVA_25037
OG0001372	SCHMD12353, SCHMD23970	LYTVA_11215
OG0001372	SCHMD29815	LYTVA_06840
OG0001374	SCHMD12937	LYTVA_02702
OG0001375	SCHMD18333	LYTVA_04323
OG0001378	SCHMD12504, SCHMD07107	LYTVA_17384
OG0001381	SCHMD02869, SCHMD02871, SCHMD02870	LYTVA_20781
OG0001383	SCHMD28197, SCHMD18572	LYTVA_24693
OG0001387	SCHMD01336	LYTVA_03895
OG0001389	SCHMD02031, SCHMD17776	LYTVA_23428
OG0001394	SCHMD24757	LYTVA_27589
OG0001394	SCHMD23211, SCHMD24249	LYTVA_27588
OG0001395	SCHMD11706, SCHMD08832	LYTVA_29626
OG0001397	SCHMD08548, SCHMD08095	LYTVA_19050
OG0001399	SCHMD20091, SCHMD16432	LYTVA_11204, LYTVA_26875
OG0001400	SCHMD26317	LYTVA_25761
OG0001401	SCHMD15712	LYTVA_02911
OG0001402	SCHMD06853	LYTVA_01375
OG0001404	SCHMD14856	LYTVA_25793
OG0001404	SCHMD14853	LYTVA_03852
OG0001405	SCHMD16175	LYTVA_13898
OG0001406	SCHMD13359, SCHMD19152	LYTVA_02505
OG0001409	SCHMD04792	LYTVA_11490
OG0001410	SCHMD09832	LYTVA_26149
OG0001412	SCHMD13223	LYTVA_29467
OG0001413	SCHMD02827	LYTVA_11550, LYTVA_08728, LYTVA_22106
OG0001413	SCHMD02718	LYTVA_06579
OG0001414	SCHMD19649	LYTVA_15413
OG0001415	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947	LYTVA_19006, LYTVA_27686
OG0001417	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430	LYTVA_21364
OG0001421	SCHMD14208	LYTVA_26131
OG0001422	SCHMD18897, SCHMD04981, SCHMD04982	LYTVA_28672
OG0001424	SCHMD23260, SCHMD24676	LYTVA_05792
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	LYTVA_20870
OG0001426	SCHMD02033	LYTVA_03466, LYTVA_13737
OG0001427	SCHMD03939, SCHMD00575	LYTVA_08328
OG0001428	SCHMD06125	LYTVA_04004
OG0001430	SCHMD00026	LYTVA_05538
OG0001432	SCHMD02065	LYTVA_06530
OG0001432	SCHMD22173	LYTVA_06531, LYTVA_06533
OG0001434	SCHMD28633	LYTVA_21503
OG0001434	SCHMD11795	LYTVA_11544
OG0001434	SCHMD28634	LYTVA_19139
OG0001439	SCHMD09059	LYTVA_23481
OG0001439	SCHMD07462, SCHMD14352	LYTVA_23479
OG0001440	SCHMD08958, SCHMD08957	LYTVA_21865
OG0001445	SCHMD04082	LYTVA_06306
OG0001447	SCHMD14223	LYTVA_08300
OG0001449	SCHMD11900	LYTVA_26829
OG0001449	SCHMD21822	LYTVA_26490
OG0001450	SCHMD20237	LYTVA_11115
OG0001451	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340	LYTVA_28152, LYTVA_15293, LYTVA_15292
OG0001453	SCHMD06884, SCHMD06825	LYTVA_25332
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	LYTVA_12706
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	LYTVA_29635
OG0001456	SCHMD22269, SCHMD26154	LYTVA_29753
OG0001460	SCHMD10311, SCHMD23647	LYTVA_05188
OG0001460	SCHMD10312, SCHMD23646	LYTVA_25220
OG0001464	SCHMD20463	LYTVA_00287
OG0001466	SCHMD12996, SCHMD13074	LYTVA_06219, LYTVA_06226
OG0001467	SCHMD12343	LYTVA_13981
OG0001467	SCHMD19099	LYTVA_22531
OG0001468	SCHMD00390	LYTVA_26492
OG0001469	SCHMD09394	LYTVA_18384
OG0001469	SCHMD12991	LYTVA_00750
OG0001469	SCHMD21311, SCHMD29089	LYTVA_06202, LYTVA_27897
OG0001469	SCHMD24067, SCHMD10449	LYTVA_08369
OG0001470	SCHMD02322	LYTVA_21458
OG0001470	SCHMD02321, SCHMD02318	LYTVA_05300
OG0001470	SCHMD02316, SCHMD02317	LYTVA_16206
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	LYTVA_00674, LYTVA_18392
OG0001474	SCHMD07415	LYTVA_10100
OG0001474	SCHMD11576, SCHMD26877	LYTVA_01292
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	LYTVA_29057, LYTVA_24837
OG0001478	SCHMD22576, SCHMD26017	LYTVA_27270, LYTVA_05260
OG0001479	SCHMD12413, SCHMD08686	LYTVA_06390
OG0001480	SCHMD13493	LYTVA_01988
OG0001482	SCHMD02244	LYTVA_01060
OG0001483	SCHMD00397	LYTVA_11203
OG0001484	SCHMD14277	LYTVA_19019, LYTVA_27048
OG0001488	SCHMD21551	LYTVA_25849
OG0001490	SCHMD08286, SCHMD07637	LYTVA_21998
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	LYTVA_23916
OG0001501	SCHMD02704	LYTVA_20209
OG0001502	SCHMD06697	LYTVA_00394
OG0001503	SCHMD25279, SCHMD19928	LYTVA_26157
OG0001503	SCHMD25148	LYTVA_21678
OG0001504	SCHMD05964	LYTVA_08379, LYTVA_08381
OG0001506	SCHMD27200, SCHMD04881	LYTVA_24167
OG0001507	SCHMD00476, SCHMD00993	LYTVA_12072
OG0001508	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374	LYTVA_06099
OG0001508	SCHMD10290	LYTVA_21980
OG0001510	SCHMD18904, SCHMD27815, SCHMD18903	LYTVA_28716
OG0001511	SCHMD14385	LYTVA_02740
OG0001514	SCHMD13607, SCHMD17180	LYTVA_16526
OG0001515	SCHMD18483	LYTVA_24782, LYTVA_03977
OG0001516	SCHMD07784	LYTVA_11182, LYTVA_25941
OG0001517	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460	LYTVA_12522
OG0001522	SCHMD06814	LYTVA_27748, LYTVA_05588, LYTVA_28109
OG0001524	SCHMD08154	LYTVA_17084
OG0001524	SCHMD08155	LYTVA_14262
OG0001524	SCHMD06432	LYTVA_25311
OG0001525	SCHMD08330	LYTVA_27481
OG0001526	SCHMD16304	LYTVA_26761, LYTVA_03589
OG0001527	SCHMD05435	LYTVA_20326
OG0001530	SCHMD09337	LYTVA_19256
OG0001531	SCHMD25753	LYTVA_20110
OG0001532	SCHMD11603, SCHMD11604	LYTVA_28949
OG0001534	SCHMD13063	LYTVA_02078
OG0001536	SCHMD04145	LYTVA_08488
OG0001538	SCHMD03674	LYTVA_03571, LYTVA_23544
OG0001551	SCHMD21975	LYTVA_06090
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	LYTVA_29518
OG0001554	SCHMD11035	LYTVA_00642
OG0001555	SCHMD28090, SCHMD24412, SCHMD21363, SCHMD25892, SCHMD18696, SCHMD09131, SCHMD01581	LYTVA_12326
OG0001557	SCHMD13972	LYTVA_23103
OG0001558	SCHMD18412, SCHMD28405	LYTVA_06196
OG0001559	SCHMD02521	LYTVA_27028
OG0001560	SCHMD19288, SCHMD02478	LYTVA_18843
OG0001561	SCHMD21318	LYTVA_04106, LYTVA_00921
OG0001562	SCHMD12692	LYTVA_19682
OG0001562	SCHMD20732, SCHMD29309	LYTVA_19681
OG0001563	SCHMD18145	LYTVA_18255, LYTVA_29179, LYTVA_21711
OG0001566	SCHMD02705	LYTVA_01152
OG0001567	SCHMD17619, SCHMD03495, SCHMD17620, SCHMD03493, SCHMD08251	LYTVA_24465
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	LYTVA_26978, LYTVA_26194
OG0001568	SCHMD04206	LYTVA_29892
OG0001570	SCHMD04583	LYTVA_25305
OG0001571	SCHMD26358	LYTVA_29985, LYTVA_27391
OG0001572	SCHMD04033	LYTVA_17414
OG0001572	SCHMD14275, SCHMD14274	LYTVA_21491
OG0001575	SCHMD13351	LYTVA_24682, LYTVA_05900
OG0001576	SCHMD23672	LYTVA_04399
OG0001578	SCHMD10414	LYTVA_07447
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	LYTVA_00600
OG0001589	SCHMD27652, SCHMD23084	LYTVA_18831, LYTVA_18102
OG0001590	SCHMD09240	LYTVA_06446
OG0001594	SCHMD10235	LYTVA_07802
OG0001599	SCHMD24770	LYTVA_01284
OG0001602	SCHMD05345, SCHMD00022	LYTVA_21752, LYTVA_21749, LYTVA_20714
OG0001603	SCHMD29423	LYTVA_09954
OG0001604	SCHMD02109	LYTVA_01583
OG0001609	SCHMD16467	LYTVA_06544
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	LYTVA_09772, LYTVA_05376
OG0001611	SCHMD04102, SCHMD12631	LYTVA_24498
OG0001612	SCHMD14255, SCHMD22594	LYTVA_09143
OG0001614	SCHMD04001	LYTVA_00842, LYTVA_23993
OG0001615	SCHMD14018	LYTVA_29681, LYTVA_02240
OG0001617	SCHMD05139	LYTVA_01260
OG0001617	SCHMD05141	LYTVA_18507
OG0001621	SCHMD26761, SCHMD18496	LYTVA_26251
OG0001623	SCHMD12998, SCHMD29690, SCHMD08483	LYTVA_25555
OG0001625	SCHMD22149	LYTVA_17649
OG0001627	SCHMD06117	LYTVA_11632, LYTVA_28854, LYTVA_17633
OG0001629	SCHMD24158, SCHMD07179, SCHMD15006, SCHMD06466, SCHMD05240, SCHMD17637, SCHMD25524	LYTVA_14133
OG0001630	SCHMD04044, SCHMD04169, SCHMD01052	LYTVA_23156
OG0001633	SCHMD06756	LYTVA_15148
OG0001634	SCHMD21066	LYTVA_21853
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	LYTVA_20717
OG0001635	SCHMD28110	LYTVA_01903
OG0001636	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668	LYTVA_07956
OG0001638	SCHMD00159, SCHMD00160	LYTVA_23923, LYTVA_15599, LYTVA_03528
OG0001639	SCHMD07144	LYTVA_12301
OG0001640	SCHMD02843	LYTVA_20285, LYTVA_26720
OG0001641	SCHMD03047	LYTVA_15842
OG0001642	SCHMD20801, SCHMD12647	LYTVA_25401
OG0001644	SCHMD20924	LYTVA_08193
OG0001653	SCHMD13946	LYTVA_15506
OG0001655	SCHMD06776	LYTVA_29262
OG0001656	SCHMD22556	LYTVA_20250
OG0001657	SCHMD07705, SCHMD10000, SCHMD12957	LYTVA_24520
OG0001660	SCHMD01572, SCHMD29332	LYTVA_26564
OG0001662	SCHMD19275	LYTVA_14369
OG0001662	SCHMD25740	LYTVA_15998
OG0001664	SCHMD13680, SCHMD17585	LYTVA_11249
OG0001665	SCHMD19795	LYTVA_04604, LYTVA_23642
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	LYTVA_03347, LYTVA_19306, LYTVA_17592, LYTVA_28821, LYTVA_28823
OG0001667	SCHMD18800, SCHMD13601, SCHMD20100	LYTVA_07623, LYTVA_22490, LYTVA_07621
OG0001668	SCHMD04958	LYTVA_02299
OG0001670	SCHMD00224	LYTVA_23966, LYTVA_11070, LYTVA_15894
OG0001671	SCHMD21324	LYTVA_25749, LYTVA_19064, LYTVA_17121
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	LYTVA_03348
OG0001676	SCHMD13666	LYTVA_20615
OG0001677	SCHMD13425	LYTVA_22014
OG0001682	SCHMD04767	LYTVA_08761
OG0001682	SCHMD04768	LYTVA_24944
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	LYTVA_21742
OG0001684	SCHMD03069, SCHMD02298, SCHMD09899, SCHMD13535, SCHMD03302, SCHMD02299	LYTVA_16936
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	LYTVA_01904
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	LYTVA_10321
OG0001689	SCHMD23267, SCHMD11416	LYTVA_20550
OG0001690	SCHMD02947, SCHMD02948, SCHMD29617	LYTVA_10997
OG0001691	SCHMD00990, SCHMD08142	LYTVA_29941
OG0001693	SCHMD18507, SCHMD16544	LYTVA_27901, LYTVA_27900, LYTVA_14436, LYTVA_19948, LYTVA_19947
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	LYTVA_02742
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180	LYTVA_08755
OG0001711	SCHMD04571	LYTVA_23582
OG0001713	SCHMD11479	LYTVA_16987
OG0001716	SCHMD03299	LYTVA_17365, LYTVA_27036
OG0001718	SCHMD15790	LYTVA_06728
OG0001720	SCHMD15757	LYTVA_14326
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	LYTVA_12881
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846	LYTVA_08423
OG0001724	SCHMD23137	LYTVA_23926
OG0001726	SCHMD06142, SCHMD13209	LYTVA_04764
OG0001726	SCHMD14995, SCHMD16386	LYTVA_24972
