Orthogroup	SCHMD	AMPFI_ok
OG0001331	SCHMD14545	AMPFI_12424
OG0001332	SCHMD04204, SCHMD03025, SCHMD08288, SCHMD29775, SCHMD19949	AMPFI_20259
OG0001333	SCHMD15673, SCHMD23155	AMPFI_00843, AMPFI_13930
OG0001335	SCHMD26447	AMPFI_02356, AMPFI_10205
OG0001339	SCHMD08909	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490
OG0001341	SCHMD02609, SCHMD12794	AMPFI_14355, AMPFI_06570
OG0001341	SCHMD01188, SCHMD02608	AMPFI_01027
OG0001348	SCHMD24331, SCHMD29399	AMPFI_00159
OG0001350	SCHMD16735, SCHMD15485	AMPFI_25832
OG0001351	SCHMD24241	AMPFI_22361
OG0001353	SCHMD10586	AMPFI_10664
OG0001354	SCHMD12063	AMPFI_24004
OG0001355	SCHMD23781	AMPFI_14446
OG0001356	SCHMD21598, SCHMD19916	AMPFI_01615
OG0001357	SCHMD16921	AMPFI_24417
OG0001362	SCHMD04122, SCHMD05643, SCHMD13617	AMPFI_22273
OG0001362	SCHMD26327, SCHMD13619, SCHMD27588, SCHMD05644	AMPFI_13811
OG0001363	SCHMD05287, SCHMD16288, SCHMD05291	AMPFI_00070, AMPFI_09800, AMPFI_08365
OG0001363	SCHMD05173	AMPFI_02799, AMPFI_04841, AMPFI_18618
OG0001364	SCHMD27572, SCHMD21273	AMPFI_02281, AMPFI_19179
OG0001367	SCHMD04624	AMPFI_02161
OG0001368	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303, SCHMD02343	AMPFI_11158
OG0001369	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521	AMPFI_22208
OG0001370	SCHMD12004	AMPFI_06706
OG0001370	SCHMD18225, SCHMD11963	AMPFI_09461
OG0001371	SCHMD02523	AMPFI_10372, AMPFI_15938, AMPFI_12819
OG0001372	SCHMD12353, SCHMD23970	AMPFI_21335
OG0001372	SCHMD29815	AMPFI_18921
OG0001374	SCHMD12937	AMPFI_17974
OG0001375	SCHMD18333	AMPFI_00915, AMPFI_06104
OG0001378	SCHMD12504, SCHMD07107	AMPFI_15247
OG0001379	SCHMD15234	AMPFI_14320
OG0001381	SCHMD02869, SCHMD02871, SCHMD02870	AMPFI_12006
OG0001383	SCHMD28197, SCHMD18572	AMPFI_07068, AMPFI_11555
OG0001386	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663	AMPFI_07982
OG0001387	SCHMD01336	AMPFI_22448
OG0001388	SCHMD08532	AMPFI_08168, AMPFI_12817, AMPFI_11142, AMPFI_13636
OG0001388	SCHMD23425, SCHMD17454, SCHMD02828, SCHMD15156, SCHMD02831, SCHMD24634, SCHMD12999	AMPFI_00338
OG0001389	SCHMD02031, SCHMD17776	AMPFI_05693, AMPFI_24952
OG0001394	SCHMD23211, SCHMD24249	AMPFI_09024
OG0001395	SCHMD11706, SCHMD08832	AMPFI_24070
OG0001397	SCHMD08548, SCHMD08095	AMPFI_21706
OG0001399	SCHMD20091, SCHMD16432	AMPFI_07188, AMPFI_21935
OG0001400	SCHMD26317	AMPFI_24286, AMPFI_24285
OG0001401	SCHMD15712	AMPFI_16893, AMPFI_02014
OG0001402	SCHMD06853	AMPFI_26005
OG0001404	SCHMD14856	AMPFI_17704
OG0001404	SCHMD14853	AMPFI_10794, AMPFI_03093
OG0001405	SCHMD16175	AMPFI_16561
OG0001406	SCHMD13359, SCHMD19152	AMPFI_09333
OG0001408	SCHMD23659, SCHMD15840, SCHMD15841	AMPFI_21365
OG0001409	SCHMD16856	AMPFI_10191
OG0001410	SCHMD09832	AMPFI_02616
OG0001411	SCHMD13416, SCHMD19137	AMPFI_10031
OG0001412	SCHMD13223	AMPFI_08141
OG0001413	SCHMD02827	AMPFI_15619
OG0001413	SCHMD02718	AMPFI_20583, AMPFI_22440
OG0001414	SCHMD11042	AMPFI_02896
OG0001414	SCHMD19649	AMPFI_20423
OG0001415	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947	AMPFI_08129
OG0001417	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430	AMPFI_09940
OG0001421	SCHMD14208	AMPFI_22931
OG0001422	SCHMD18897, SCHMD04981, SCHMD04982	AMPFI_23699
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	AMPFI_13079
OG0001426	SCHMD02033	AMPFI_07973
OG0001427	SCHMD04595, SCHMD03939, SCHMD00575	AMPFI_07391
OG0001428	SCHMD06125	AMPFI_11938
OG0001429	SCHMD14421	AMPFI_15702
OG0001430	SCHMD00026	AMPFI_07622
OG0001432	SCHMD05242, SCHMD02065	AMPFI_20982
OG0001432	SCHMD22173	AMPFI_07409
OG0001433	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242	AMPFI_00657
OG0001434	SCHMD11795	AMPFI_06188
OG0001437	SCHMD15768, SCHMD19785	AMPFI_20020
OG0001438	SCHMD03715, SCHMD17114	AMPFI_17699
OG0001445	SCHMD04082	AMPFI_06828
OG0001447	SCHMD14223	AMPFI_14165
OG0001449	SCHMD11900	AMPFI_17066
OG0001450	SCHMD20237	AMPFI_21801
OG0001450	SCHMD13375, SCHMD10521	AMPFI_22800, AMPFI_25470
OG0001451	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340	AMPFI_12917, AMPFI_16214
OG0001452	SCHMD18702	AMPFI_16484
OG0001453	SCHMD06884, SCHMD06825	AMPFI_20721
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	AMPFI_18370
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	AMPFI_16555
OG0001456	SCHMD21417	AMPFI_19906
OG0001456	SCHMD21418	AMPFI_01959
OG0001456	SCHMD22269, SCHMD26154	AMPFI_13598, AMPFI_00318
OG0001460	SCHMD10311, SCHMD23647	AMPFI_01461
OG0001460	SCHMD10312, SCHMD23646	AMPFI_23946
OG0001461	SCHMD13257	AMPFI_23123, AMPFI_22344
OG0001464	SCHMD20463	AMPFI_22525, AMPFI_17212
OG0001466	SCHMD12996, SCHMD13074	AMPFI_06839
OG0001467	SCHMD19099	AMPFI_23736
OG0001467	SCHMD25578, SCHMD23876, SCHMD14454, SCHMD14218, SCHMD09966	AMPFI_21779
OG0001468	SCHMD00390	AMPFI_19331
OG0001469	SCHMD09394	AMPFI_05229
OG0001469	SCHMD12991	AMPFI_04535
OG0001469	SCHMD21311, SCHMD29089	AMPFI_24846
OG0001469	SCHMD24067, SCHMD10449	AMPFI_02483
OG0001470	SCHMD02322	AMPFI_20223
OG0001470	SCHMD02321, SCHMD02318	AMPFI_01501
OG0001470	SCHMD02316	AMPFI_00067
OG0001470	SCHMD02317	AMPFI_19107
OG0001472	SCHMD12948	AMPFI_01053
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	AMPFI_03075, AMPFI_01967
OG0001474	SCHMD07415	AMPFI_18399, AMPFI_15974, AMPFI_12260
OG0001474	SCHMD11576, SCHMD26877	AMPFI_25092, AMPFI_21316
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	AMPFI_15659
OG0001478	SCHMD22576, SCHMD26017	AMPFI_01874
OG0001479	SCHMD12413, SCHMD08686	AMPFI_06247
OG0001480	SCHMD13493	AMPFI_00476, AMPFI_21537
OG0001481	SCHMD19667	AMPFI_03464
OG0001482	SCHMD02244	AMPFI_20329
OG0001483	SCHMD00397	AMPFI_05890, AMPFI_08005
OG0001484	SCHMD14277	AMPFI_09544, AMPFI_10813
OG0001488	SCHMD21551	AMPFI_00093, AMPFI_01198, AMPFI_23509, AMPFI_21442
OG0001490	SCHMD08286, SCHMD07637	AMPFI_13984
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	AMPFI_14495
OG0001493	SCHMD11122	AMPFI_21759
OG0001501	SCHMD02704	AMPFI_16389, AMPFI_02881, AMPFI_04091, AMPFI_20063, AMPFI_19980, AMPFI_21405
OG0001503	SCHMD25279, SCHMD19928	AMPFI_03346
OG0001503	SCHMD25148	AMPFI_06513
OG0001504	SCHMD05964	AMPFI_14749
OG0001506	SCHMD04881	AMPFI_22691
OG0001507	SCHMD00992	AMPFI_00506
OG0001507	SCHMD00991	AMPFI_03792
OG0001507	SCHMD00476, SCHMD00993	AMPFI_16748
OG0001508	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374	AMPFI_01605
OG0001510	SCHMD18904, SCHMD27815, SCHMD18903	AMPFI_24135
OG0001511	SCHMD14385	AMPFI_24393
OG0001512	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450	AMPFI_20643
OG0001513	SCHMD16029	AMPFI_05082
OG0001514	SCHMD13607, SCHMD17180	AMPFI_07458
OG0001514	SCHMD05979	AMPFI_12325
OG0001515	SCHMD18483	AMPFI_22558
OG0001516	SCHMD07784	AMPFI_17534, AMPFI_22070, AMPFI_04046
OG0001517	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460	AMPFI_19672
OG0001522	SCHMD06814	AMPFI_05516, AMPFI_18320, AMPFI_13603
OG0001524	SCHMD08154	AMPFI_12143
OG0001524	SCHMD06432	AMPFI_24831
OG0001525	SCHMD22768, SCHMD18999, SCHMD19000, SCHMD08330	AMPFI_18416
OG0001527	SCHMD05435	AMPFI_06183
OG0001527	SCHMD08837	AMPFI_10281
OG0001530	SCHMD11854, SCHMD11855	AMPFI_04325
OG0001531	SCHMD25753	AMPFI_13148
OG0001531	SCHMD19431, SCHMD25771	AMPFI_17638
OG0001532	SCHMD11604	AMPFI_06472
OG0001534	SCHMD13063	AMPFI_24532, AMPFI_01303, AMPFI_12321
OG0001536	SCHMD04145, SCHMD04146	AMPFI_24601
OG0001538	SCHMD03674	AMPFI_06922
OG0001546	SCHMD23904	AMPFI_19645
OG0001551	SCHMD21975	AMPFI_18500
OG0001552	SCHMD26668	AMPFI_21436
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	AMPFI_24765
OG0001554	SCHMD11035	AMPFI_06413
OG0001555	SCHMD10477, SCHMD09019	AMPFI_20766
OG0001555	SCHMD10887, SCHMD10886, SCHMD09698	AMPFI_04413
OG0001555	SCHMD22987	AMPFI_22141
OG0001558	SCHMD18412, SCHMD28405	AMPFI_15140
OG0001559	SCHMD02521	AMPFI_05445
OG0001560	SCHMD19288, SCHMD02478	AMPFI_08835
OG0001561	SCHMD21318	AMPFI_06589
OG0001562	SCHMD12692	AMPFI_05912
OG0001563	SCHMD24756, SCHMD18145	AMPFI_13947, AMPFI_22270
OG0001566	SCHMD02705	AMPFI_23598
OG0001567	SCHMD17619, SCHMD03495, SCHMD17620, SCHMD03493	AMPFI_01237
OG0001567	SCHMD08251	AMPFI_04926, AMPFI_23783
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	AMPFI_05324
OG0001568	SCHMD04206	AMPFI_05220
OG0001570	SCHMD04583	AMPFI_12961
OG0001571	SCHMD20861, SCHMD22039	AMPFI_18530
OG0001572	SCHMD04033	AMPFI_12157
OG0001572	SCHMD14275, SCHMD14274	AMPFI_15021
OG0001575	SCHMD13351	AMPFI_15706
OG0001576	SCHMD23672	AMPFI_16525
OG0001577	SCHMD18430, SCHMD08006	AMPFI_25892
OG0001578	SCHMD10414	AMPFI_11954
OG0001580	SCHMD08361, SCHMD16167, SCHMD15393	AMPFI_13898
OG0001582	SCHMD10962, SCHMD17543, SCHMD18112	AMPFI_01796, AMPFI_13928
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	AMPFI_20716
OG0001584	SCHMD00503	AMPFI_15798
OG0001589	SCHMD27652, SCHMD23084	AMPFI_03776, AMPFI_14809, AMPFI_11604
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	AMPFI_15712
OG0001594	SCHMD14548, SCHMD07059	AMPFI_13904
OG0001594	SCHMD10235	AMPFI_25650
OG0001596	SCHMD09207	AMPFI_14311, AMPFI_21924
OG0001597	SCHMD15780, SCHMD26075	AMPFI_12341
OG0001602	SCHMD00024	AMPFI_16253
OG0001602	SCHMD05345, SCHMD00022	AMPFI_00833, AMPFI_23527
OG0001603	SCHMD29423	AMPFI_09371
OG0001603	SCHMD29329	AMPFI_09372
OG0001604	SCHMD02109	AMPFI_13911
OG0001605	SCHMD09782	AMPFI_24911
OG0001609	SCHMD16467	AMPFI_10765
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	AMPFI_06902
OG0001611	SCHMD04102, SCHMD12631	AMPFI_12536
OG0001612	SCHMD14255, SCHMD22594	AMPFI_03248, AMPFI_24849, AMPFI_16308
OG0001614	SCHMD04001	AMPFI_14043
OG0001617	SCHMD05139	AMPFI_25615
OG0001620	SCHMD22740, SCHMD18214	AMPFI_12324
OG0001621	SCHMD26761, SCHMD18496	AMPFI_09527
OG0001623	SCHMD12998, SCHMD29690, SCHMD08483	AMPFI_21345
OG0001627	SCHMD06117	AMPFI_13242, AMPFI_22299
OG0001629	SCHMD24158, SCHMD07179, SCHMD15006, SCHMD06466, SCHMD05240, SCHMD17637, SCHMD25524	AMPFI_05227
OG0001630	SCHMD04044, SCHMD04169, SCHMD01052, SCHMD26993	AMPFI_09150
OG0001632	SCHMD12105, SCHMD26476	AMPFI_15399
OG0001633	SCHMD06756	AMPFI_10105
OG0001634	SCHMD24659	AMPFI_21874
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	AMPFI_22894
OG0001635	SCHMD28110	AMPFI_19476
OG0001636	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668	AMPFI_05825
OG0001638	SCHMD00159, SCHMD00160	AMPFI_08503
OG0001639	SCHMD07144	AMPFI_08162
OG0001640	SCHMD02843	AMPFI_16472, AMPFI_03375, AMPFI_17177
OG0001641	SCHMD03047	AMPFI_08722
OG0001642	SCHMD20801, SCHMD12647	AMPFI_15628
OG0001644	SCHMD20924	AMPFI_12516
OG0001651	SCHMD15448	AMPFI_03860
OG0001653	SCHMD13946	AMPFI_18635
OG0001655	SCHMD06776	AMPFI_21729, AMPFI_16010
OG0001656	SCHMD22556	AMPFI_21429, AMPFI_09616
OG0001657	SCHMD07705, SCHMD10000, SCHMD12957	AMPFI_11506
OG0001658	SCHMD03463, SCHMD13530	AMPFI_00185
OG0001659	SCHMD19168	AMPFI_10173
OG0001660	SCHMD01572, SCHMD29332	AMPFI_15599
OG0001662	SCHMD19275	AMPFI_25752
OG0001662	SCHMD25740	AMPFI_08109
OG0001665	SCHMD19795	AMPFI_22180, AMPFI_01269, AMPFI_18705, AMPFI_12597
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	AMPFI_24481, AMPFI_12799, AMPFI_14898
OG0001667	SCHMD18800, SCHMD13601, SCHMD20100	AMPFI_09938
OG0001668	SCHMD04958	AMPFI_06781
OG0001668	SCHMD04844, SCHMD21993, SCHMD13934, SCHMD21994, SCHMD04957, SCHMD04845	AMPFI_25005
OG0001670	SCHMD00224	AMPFI_03662, AMPFI_00129
OG0001671	SCHMD21324	AMPFI_08592, AMPFI_08591, AMPFI_15852, AMPFI_16125, AMPFI_09893
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	AMPFI_19341
OG0001677	SCHMD13425	AMPFI_23211
OG0001682	SCHMD04767	AMPFI_17672, AMPFI_18771
OG0001682	SCHMD04768	AMPFI_21449, AMPFI_18918, AMPFI_12014, AMPFI_00082, AMPFI_04432, AMPFI_22192, AMPFI_22545
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	AMPFI_22061
OG0001684	SCHMD03069, SCHMD02298, SCHMD09899, SCHMD13535, SCHMD03302, SCHMD02299	AMPFI_22117
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	AMPFI_05011
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	AMPFI_10724
OG0001689	SCHMD11417	AMPFI_23147
OG0001690	SCHMD02947, SCHMD02948, SCHMD29617	AMPFI_25400, AMPFI_12711
OG0001690	SCHMD02946	AMPFI_20974, AMPFI_20761
OG0001691	SCHMD00990, SCHMD08142	AMPFI_08102
OG0001691	SCHMD00989	AMPFI_00359
OG0001693	SCHMD18507, SCHMD16544	AMPFI_08682
OG0001695	SCHMD24124	AMPFI_18897
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	AMPFI_01640, AMPFI_02566, AMPFI_19827, AMPFI_04732, AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180, SCHMD15863, SCHMD27570	AMPFI_10288, AMPFI_03554
OG0001711	SCHMD04571	AMPFI_23859
OG0001713	SCHMD11479	AMPFI_07986
OG0001716	SCHMD16469, SCHMD14355, SCHMD09422, SCHMD01593, SCHMD04189, SCHMD04185, SCHMD11521, SCHMD02529, SCHMD01592, SCHMD04187, SCHMD04186, SCHMD02528	AMPFI_13866
OG0001716	SCHMD03299	AMPFI_15456
OG0001718	SCHMD15790	AMPFI_26075, AMPFI_15984
OG0001720	SCHMD15757	AMPFI_01920
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	AMPFI_11273
OG0001723	SCHMD01945	AMPFI_21807
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846	AMPFI_12909
OG0001724	SCHMD23137	AMPFI_21586
OG0001726	SCHMD06142, SCHMD13209	AMPFI_23403
OG0001726	SCHMD14995, SCHMD16386	AMPFI_15123
OG0001727	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474	AMPFI_09267
OG0001728	SCHMD17375	AMPFI_01049
OG0001728	SCHMD05717	AMPFI_00465
OG0001729	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159	AMPFI_05820
OG0001730	SCHMD11237, SCHMD15709	AMPFI_09157
OG0001732	SCHMD09964	AMPFI_05707, AMPFI_19074
OG0001733	SCHMD11880	AMPFI_08124
OG0001734	SCHMD19353	AMPFI_02431
OG0001734	SCHMD27529, SCHMD23016	AMPFI_02529
OG0001735	SCHMD04334	AMPFI_02680
OG0001736	SCHMD13051	AMPFI_04077
OG0001737	SCHMD04897	AMPFI_20661
OG0001738	SCHMD28176	AMPFI_08169
OG0001739	SCHMD04721	AMPFI_18533
OG0001744	SCHMD05424	AMPFI_19292
OG0001750	SCHMD22591	AMPFI_12484
OG0001751	SCHMD05355	AMPFI_25042, AMPFI_24009
OG0001752	SCHMD04217	AMPFI_05645
OG0001758	SCHMD21919	AMPFI_22682, AMPFI_05121, AMPFI_08230, AMPFI_04712, AMPFI_10363, AMPFI_04809, AMPFI_03239, AMPFI_22191
OG0001768	SCHMD19764, SCHMD24474, SCHMD15658, SCHMD19763, SCHMD24475	AMPFI_02419
OG0001769	SCHMD03951	AMPFI_17583
OG0001770	SCHMD22893, SCHMD22374	AMPFI_16335
OG0001775	SCHMD11489, SCHMD03765	AMPFI_06264
OG0001775	SCHMD10862	AMPFI_09825
OG0001777	SCHMD18771, SCHMD10802, SCHMD22773	AMPFI_03827
OG0001780	SCHMD19255, SCHMD20118	AMPFI_07742
OG0001781	SCHMD11700, SCHMD23557, SCHMD23630	AMPFI_08314
OG0001782	SCHMD09752, SCHMD10716	AMPFI_23696, AMPFI_20707
OG0001783	SCHMD15033, SCHMD26133	AMPFI_01182
OG0001785	SCHMD16367, SCHMD26545	AMPFI_16195
OG0001785	SCHMD16368	AMPFI_02986, AMPFI_16358
OG0001787	SCHMD15982	AMPFI_25681
OG0001788	SCHMD08675	AMPFI_09753
OG0001792	SCHMD00384	AMPFI_21133, AMPFI_02745
OG0001797	SCHMD12550	AMPFI_22232, AMPFI_16217, AMPFI_16614
OG0001798	SCHMD06352, SCHMD07989	AMPFI_13433
OG0001799	SCHMD21455, SCHMD20789, SCHMD20788	AMPFI_22445
OG0001805	SCHMD01576	AMPFI_11465
OG0001807	SCHMD01495	AMPFI_13156
OG0001808	SCHMD04780	AMPFI_01463
OG0001809	SCHMD03279	AMPFI_15697
OG0001810	SCHMD28471, SCHMD25400	AMPFI_19617
OG0001811	SCHMD08225	AMPFI_17459
OG0001818	SCHMD13473, SCHMD29528, SCHMD15135	AMPFI_13689
OG0001819	SCHMD06459	AMPFI_01254
OG0001820	SCHMD14228, SCHMD02398	AMPFI_19349
OG0001822	SCHMD21605, SCHMD12240	AMPFI_12887
OG0001823	SCHMD00776, SCHMD09499	AMPFI_19202
OG0001824	SCHMD14996, SCHMD09508	AMPFI_02433
OG0001825	SCHMD06748	AMPFI_16509
OG0001827	SCHMD17765, SCHMD19189	AMPFI_12500
OG0001828	SCHMD18304, SCHMD22290	AMPFI_14486
OG0001829	SCHMD09587	AMPFI_21635, AMPFI_14667
OG0001832	SCHMD09061	AMPFI_01169, AMPFI_13912
OG0001834	SCHMD04020, SCHMD20048	AMPFI_07413
OG0001846	SCHMD09924	AMPFI_05493
OG0001849	SCHMD05416	AMPFI_25919, AMPFI_01435
OG0001852	SCHMD01397	AMPFI_09915
OG0001853	SCHMD00353	AMPFI_25436
OG0001855	SCHMD18910, SCHMD18417, SCHMD21978, SCHMD24791, SCHMD24116, SCHMD23804, SCHMD24570, SCHMD16145, SCHMD12639	AMPFI_09460
OG0001857	SCHMD00486	AMPFI_05151
OG0001860	SCHMD12431	AMPFI_10262
OG0001860	SCHMD14531, SCHMD12432	AMPFI_06272
OG0001861	SCHMD02441, SCHMD00846, SCHMD13519	AMPFI_05758
OG0001861	SCHMD03031	AMPFI_02118
OG0001862	SCHMD11318, SCHMD06548, SCHMD11319, SCHMD13785	AMPFI_04345
OG0001863	SCHMD26126	AMPFI_13121
OG0001863	SCHMD14322, SCHMD28681	AMPFI_08387
OG0001865	SCHMD16071, SCHMD25434, SCHMD17858, SCHMD12501	AMPFI_08697
OG0001866	SCHMD23003	AMPFI_13351
OG0001867	SCHMD06149	AMPFI_05628
OG0001868	SCHMD21478, SCHMD10606, SCHMD18490	AMPFI_14717
OG0001869	SCHMD19852	AMPFI_10638
OG0001870	SCHMD08001, SCHMD03109	AMPFI_13982
OG0001872	SCHMD20625	AMPFI_19147
OG0001872	SCHMD20627	AMPFI_00865
OG0001873	SCHMD09003	AMPFI_03890
OG0001874	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032	AMPFI_11538
OG0001875	SCHMD29147, SCHMD28237	AMPFI_04167
OG0001875	SCHMD11568	AMPFI_06025
OG0001878	SCHMD18520	AMPFI_00022
OG0001879	SCHMD08156	AMPFI_09991
OG0001881	SCHMD18117	AMPFI_23664
OG0001882	SCHMD17052, SCHMD22970	AMPFI_16163
OG0001883	SCHMD08058, SCHMD14396, SCHMD14395	AMPFI_12079
OG0001884	SCHMD09575	AMPFI_08790
OG0001886	SCHMD00538	AMPFI_21596
OG0001888	SCHMD15696, SCHMD08492	AMPFI_13172
OG0001888	SCHMD15698	AMPFI_06802
OG0001889	SCHMD08218	AMPFI_19720
OG0001889	SCHMD03474	AMPFI_19857
OG0001890	SCHMD07009	AMPFI_12534
OG0001894	SCHMD11512	AMPFI_23829
OG0001897	SCHMD10904, SCHMD14627	AMPFI_11385
OG0001898	SCHMD21587, SCHMD18283	AMPFI_19357
OG0001900	SCHMD12891	AMPFI_14979, AMPFI_14680
OG0001900	SCHMD02044	AMPFI_06753
OG0001903	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188	AMPFI_22480
OG0001913	SCHMD08198, SCHMD01162	AMPFI_25417, AMPFI_20028
OG0001914	SCHMD04908	AMPFI_03280, AMPFI_16420
OG0001914	SCHMD07662	AMPFI_23834, AMPFI_23742
OG0001915	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004	AMPFI_24256
OG0001916	SCHMD17658	AMPFI_05143
OG0001916	SCHMD10605	AMPFI_00220
OG0001917	SCHMD07933	AMPFI_25940
OG0001918	SCHMD11138, SCHMD23731	AMPFI_18720, AMPFI_24620
OG0001919	SCHMD06373	AMPFI_00805, AMPFI_03044
OG0001919	SCHMD23775, SCHMD20085	AMPFI_20817
OG0001920	SCHMD25326	AMPFI_08261
OG0001922	SCHMD02694	AMPFI_02397, AMPFI_20909
OG0001923	SCHMD05921	AMPFI_05606
OG0001925	SCHMD03004, SCHMD23545, SCHMD17243	AMPFI_11073, AMPFI_16226
OG0001926	SCHMD20309, SCHMD16846	AMPFI_12255
OG0001927	SCHMD08910	AMPFI_08028
OG0001929	SCHMD19346, SCHMD06936	AMPFI_03571
OG0001932	SCHMD17903	AMPFI_22509
OG0001933	SCHMD01181	AMPFI_06742
OG0001935	SCHMD23048	AMPFI_16321
OG0001937	SCHMD08104, SCHMD08105	AMPFI_25708
OG0001938	SCHMD19401	AMPFI_24340
OG0001939	SCHMD10030, SCHMD02230	AMPFI_25514
OG0001941	SCHMD26621	AMPFI_16836
OG0001941	SCHMD25386, SCHMD14273	AMPFI_00128
OG0001941	SCHMD26622	AMPFI_23257, AMPFI_25029, AMPFI_22977
OG0001942	SCHMD01053	AMPFI_08999
OG0001943	SCHMD03979	AMPFI_17954
OG0001945	SCHMD07577	AMPFI_12531
OG0001946	SCHMD08506	AMPFI_08294
OG0001947	SCHMD00740	AMPFI_19758
OG0001949	SCHMD16576	AMPFI_14432
OG0001950	SCHMD07266	AMPFI_03608
OG0001951	SCHMD10937, SCHMD17652, SCHMD16242	AMPFI_06568
OG0001952	SCHMD08803, SCHMD19932	AMPFI_12492
OG0001953	SCHMD03889	AMPFI_16409
OG0001956	SCHMD16218	AMPFI_01860, AMPFI_19282, AMPFI_00676, AMPFI_14451, AMPFI_17056, AMPFI_03829
OG0001957	SCHMD03964	AMPFI_20892
OG0001958	SCHMD10594	AMPFI_00496
OG0001961	SCHMD03837	AMPFI_18694
OG0001963	SCHMD24660	AMPFI_06610
OG0001964	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356	AMPFI_15416
OG0001965	SCHMD15198	AMPFI_25846
OG0001966	SCHMD10097	AMPFI_23585, AMPFI_04379
OG0001968	SCHMD12918	AMPFI_03626, AMPFI_02828
OG0001969	SCHMD08414, SCHMD09063	AMPFI_20288
OG0001971	SCHMD02201, SCHMD22610, SCHMD17361, SCHMD12554, SCHMD24973, SCHMD18252	AMPFI_13714
OG0001972	SCHMD07972, SCHMD26110	AMPFI_15172
OG0001973	SCHMD02269	AMPFI_22159
OG0001974	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138	AMPFI_21573
OG0001975	SCHMD05235, SCHMD17920, SCHMD14286, SCHMD10863, SCHMD10861, SCHMD17692, SCHMD21511, SCHMD16018, SCHMD18913	AMPFI_25631, AMPFI_25519
OG0001985	SCHMD04898	AMPFI_00548
