Orthogroup	SCHMD	CAEEL
OG0001016	SCHMD25548, SCHMD21254	CAEEL08789, CAEEL11986
OG0001017	SCHMD04416, SCHMD11368	CAEEL09308
OG0001018	SCHMD08153	CAEEL00183
OG0001019	SCHMD15171	CAEEL13859, CAEEL13858
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902	CAEEL05078
OG0001026	SCHMD14301	CAEEL04538
OG0001028	SCHMD01474, SCHMD11482	CAEEL01212
OG0001029	SCHMD04839, SCHMD00804, SCHMD00805	CAEEL01262
OG0001030	SCHMD08463, SCHMD08462, SCHMD08464	CAEEL11812
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	CAEEL12448
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	CAEEL20070, CAEEL15717
OG0001033	SCHMD10492	CAEEL10717
OG0001036	SCHMD20768, SCHMD09235	CAEEL18611
OG0001037	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259	CAEEL18600
OG0001038	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734	CAEEL20450
OG0001039	SCHMD01765	CAEEL08415
OG0001039	SCHMD01764	CAEEL10624
OG0001042	SCHMD05094, SCHMD04032, SCHMD11839	CAEEL09943
OG0001046	SCHMD05104, SCHMD02045, SCHMD11124	CAEEL19183
OG0001050	SCHMD03458	CAEEL14076, CAEEL15706
OG0001052	SCHMD09988	CAEEL10987
OG0001053	SCHMD25503, SCHMD22630	CAEEL07572
OG0001054	SCHMD24047	CAEEL05567
OG0001059	SCHMD17881, SCHMD18020, SCHMD18021	CAEEL00192
OG0001060	SCHMD12337, SCHMD14762, SCHMD05051	CAEEL15786
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	CAEEL08101
OG0001063	SCHMD00703	CAEEL08167
OG0001064	SCHMD28345	CAEEL18665
OG0001072	SCHMD24459, SCHMD27893	CAEEL08406
OG0001073	SCHMD00479, SCHMD05949	CAEEL07965
OG0001075	SCHMD20153, SCHMD20154, SCHMD04393, SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	CAEEL11648, CAEEL18873
OG0001076	SCHMD07131	CAEEL07541
OG0001077	SCHMD18407, SCHMD17122	CAEEL18659
OG0001078	SCHMD20731, SCHMD25766	CAEEL19295
OG0001079	SCHMD27223	CAEEL10503
OG0001080	SCHMD08586	CAEEL08359
OG0001083	SCHMD07690	CAEEL06682
OG0001084	SCHMD10718	CAEEL01831
OG0001085	SCHMD03894	CAEEL09995, CAEEL09996
OG0001086	SCHMD22447, SCHMD28850, SCHMD24214	CAEEL07731
OG0001091	SCHMD13206, SCHMD15908	CAEEL07358
OG0001092	SCHMD18000, SCHMD17999, SCHMD18945, SCHMD28277, SCHMD28278, SCHMD18946	CAEEL07387
OG0001093	SCHMD16772	CAEEL00637
OG0001094	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662	CAEEL13053, CAEEL13054
OG0001096	SCHMD11467, SCHMD14874	CAEEL04621, CAEEL17752
OG0001101	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685	CAEEL11585
OG0001102	SCHMD06311	CAEEL08853
OG0001104	SCHMD11885, SCHMD14895, SCHMD18516, SCHMD03705	CAEEL20081
OG0001108	SCHMD08133	CAEEL09307
OG0001112	SCHMD26529, SCHMD08447	CAEEL19902
OG0001112	SCHMD12345, SCHMD07656, SCHMD07657, SCHMD23860, SCHMD19548, SCHMD19654, SCHMD19655	CAEEL19901
OG0001113	SCHMD04717	CAEEL15158
OG0001113	SCHMD10085	CAEEL01128
OG0001113	SCHMD08665, SCHMD03992	CAEEL07385
OG0001114	SCHMD27710, SCHMD15592, SCHMD14156, SCHMD02552, SCHMD07391, SCHMD18228, SCHMD14100, SCHMD15222	CAEEL11582, CAEEL01758, CAEEL01759
OG0001116	SCHMD19491	CAEEL04351
OG0001117	SCHMD18856	CAEEL08762
OG0001118	SCHMD16905	CAEEL18824
OG0001119	SCHMD23323	CAEEL14710
OG0001123	SCHMD02755, SCHMD22573, SCHMD28528, SCHMD01636, SCHMD08373	CAEEL02049
OG0001124	SCHMD24013	CAEEL08814
OG0001126	SCHMD17193, SCHMD24674, SCHMD17192	CAEEL04859
OG0001127	SCHMD06664	CAEEL07664
OG0001128	SCHMD12319	CAEEL12985
OG0001130	SCHMD04030	CAEEL00952, CAEEL00232
OG0001130	SCHMD13287	CAEEL00767
OG0001133	SCHMD18643	CAEEL11641
OG0001133	SCHMD29299, SCHMD19714, SCHMD28825, SCHMD19713, SCHMD02113	CAEEL11294
OG0001135	SCHMD28946, SCHMD01011, SCHMD22792	CAEEL02069
OG0001136	SCHMD09640	CAEEL02001
OG0001137	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243	CAEEL04790
OG0001138	SCHMD00170	CAEEL07800, CAEEL07799
OG0001139	SCHMD00334	CAEEL06928, CAEEL15457
OG0001140	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472	CAEEL14389
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	CAEEL01107, CAEEL01106
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	CAEEL12657
OG0001143	SCHMD05178	CAEEL01013
OG0001148	SCHMD02133, SCHMD02134, SCHMD22264, SCHMD25588	CAEEL13935, CAEEL13934, CAEEL01993
OG0001155	SCHMD01897	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526, CAEEL10113, CAEEL05596, CAEEL04102, CAEEL10015, CAEEL12717, CAEEL10146
OG0001156	SCHMD11390	CAEEL20728
OG0001158	SCHMD00377, SCHMD06105, SCHMD01514, SCHMD06104, SCHMD00376	CAEEL00147
OG0001159	SCHMD15611, SCHMD21936	CAEEL07987, CAEEL18966
OG0001160	SCHMD20666	CAEEL16381, CAEEL20121
OG0001161	SCHMD10427, SCHMD25982, SCHMD11638	CAEEL00221
OG0001162	SCHMD04355, SCHMD04356	CAEEL18096
OG0001164	SCHMD22065	CAEEL07306
OG0001165	SCHMD11819	CAEEL19696
OG0001167	SCHMD08043, SCHMD04406	CAEEL04546
OG0001168	SCHMD13073	CAEEL02000
OG0001172	SCHMD19335	CAEEL13596
OG0001172	SCHMD00291	CAEEL01942
OG0001175	SCHMD29294, SCHMD29072, SCHMD18473	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001177	SCHMD07014, SCHMD07016, SCHMD07017, SCHMD07015	CAEEL08262, CAEEL18706
OG0001178	SCHMD07684	CAEEL05306
OG0001179	SCHMD26379	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391
OG0001181	SCHMD21797	CAEEL08327
OG0001183	SCHMD25354	CAEEL12969
OG0001183	SCHMD18351, SCHMD24868, SCHMD15726, SCHMD18352, SCHMD01499, SCHMD23054, SCHMD29166, SCHMD15725	CAEEL02318
OG0001184	SCHMD09255, SCHMD12752	CAEEL20576
OG0001184	SCHMD29753, SCHMD15110, SCHMD23640	CAEEL19676
OG0001185	SCHMD23236	CAEEL01778
OG0001186	SCHMD20610	CAEEL00480
OG0001186	SCHMD05037	CAEEL09703
OG0001188	SCHMD18590, SCHMD05961, SCHMD05963, SCHMD14167	CAEEL14362
OG0001189	SCHMD17573, SCHMD27159, SCHMD05552, SCHMD23844	CAEEL01928
OG0001191	SCHMD11387	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	SCHMD06230	CAEEL11613
OG0001201	SCHMD18644	CAEEL02666
OG0001203	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341	CAEEL12408
OG0001204	SCHMD08657, SCHMD22624, SCHMD10325	CAEEL09132
OG0001208	SCHMD11671, SCHMD13440, SCHMD22806	CAEEL10574
OG0001209	SCHMD22043, SCHMD28492	CAEEL00442
OG0001210	SCHMD19442, SCHMD19441	CAEEL06396
OG0001210	SCHMD03206, SCHMD03203, SCHMD03204	CAEEL06380
OG0001211	SCHMD16385, SCHMD14428	CAEEL08708
OG0001211	SCHMD25192	CAEEL01747, CAEEL04910
OG0001211	SCHMD09586	CAEEL02891, CAEEL08232, CAEEL07906
OG0001213	SCHMD01086	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	SCHMD22221	CAEEL08401
OG0001215	SCHMD25774	CAEEL11249
OG0001217	SCHMD18537	CAEEL08746
OG0001218	SCHMD03255	CAEEL20131, CAEEL14167
OG0001219	SCHMD09614, SCHMD00713	CAEEL20379
OG0001221	SCHMD16690	CAEEL13124
OG0001223	SCHMD08671	CAEEL02795
OG0001226	SCHMD21222	CAEEL02848, CAEEL02849
OG0001230	SCHMD04385, SCHMD04382	CAEEL12987, CAEEL17236, CAEEL15243
OG0001231	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182	CAEEL15401
OG0001234	SCHMD01688, SCHMD19363	CAEEL00806
OG0001236	SCHMD08913, SCHMD03442, SCHMD05776, SCHMD14035	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	SCHMD09688	CAEEL05166, CAEEL11182
OG0001239	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791	CAEEL12011
OG0001241	SCHMD04757, SCHMD04223	CAEEL01749
OG0001241	SCHMD16327	CAEEL19375
OG0001247	SCHMD01541, SCHMD06119, SCHMD06121	CAEEL10570
OG0001248	SCHMD28672, SCHMD29190, SCHMD17657	CAEEL08830
OG0001248	SCHMD07279, SCHMD05075, SCHMD24460	CAEEL08829
OG0001249	SCHMD01150, SCHMD03693, SCHMD01149	CAEEL06406
OG0001250	SCHMD08101, SCHMD04347	CAEEL18712
OG0001251	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715	CAEEL01802
OG0001251	SCHMD28936, SCHMD28005, SCHMD12716, SCHMD27549, SCHMD29155, SCHMD19759	CAEEL04380, CAEEL04381, CAEEL10206
OG0001254	SCHMD14258, SCHMD09217	CAEEL00935
OG0001256	SCHMD16774	CAEEL09738, CAEEL10917
OG0001256	SCHMD00239, SCHMD25518	CAEEL07997
OG0001261	SCHMD13436	CAEEL07850
OG0001262	SCHMD20011, SCHMD20259	CAEEL15249, CAEEL20627
OG0001266	SCHMD00016, SCHMD26654	CAEEL20839, CAEEL20838
OG0001266	SCHMD10438	CAEEL07143
OG0001267	SCHMD05399	CAEEL14111
OG0001268	SCHMD03342, SCHMD05378, SCHMD01057, SCHMD24040	CAEEL11342
OG0001270	SCHMD27534, SCHMD20425, SCHMD23309, SCHMD13653	CAEEL01959
OG0001271	SCHMD05357	CAEEL08717, CAEEL00634
OG0001272	SCHMD22716, SCHMD09459	CAEEL07720, CAEEL09293
OG0001274	SCHMD04927, SCHMD06016	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001279	SCHMD06836	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884	CAEEL00726
OG0001281	SCHMD05572	CAEEL05459
OG0001282	SCHMD08025	CAEEL04296
OG0001284	SCHMD09316	CAEEL08223
OG0001284	SCHMD00434	CAEEL01272
OG0001285	SCHMD13791	CAEEL06501
OG0001286	SCHMD05790	CAEEL20246
OG0001287	SCHMD07530	CAEEL16475
OG0001288	SCHMD25110, SCHMD25219, SCHMD07329, SCHMD24194, SCHMD28204	CAEEL18355
OG0001291	SCHMD20641, SCHMD11793	CAEEL11483
OG0001294	SCHMD26145, SCHMD28915, SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418	CAEEL15893
OG0001296	SCHMD20454, SCHMD11060	CAEEL00003, CAEEL14758
OG0001300	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202	CAEEL09562
OG0001302	SCHMD13885	CAEEL01736
OG0001302	SCHMD08617, SCHMD27826	CAEEL12633
OG0001304	SCHMD00876, SCHMD13840	CAEEL00728
OG0001306	SCHMD04516	CAEEL05042
OG0001310	SCHMD19422	CAEEL16286
OG0001311	SCHMD05801	CAEEL07271, CAEEL18160
OG0001318	SCHMD07054	CAEEL06153
OG0001318	SCHMD16802	CAEEL02686
OG0001319	SCHMD14764	CAEEL15967
OG0001320	SCHMD01321, SCHMD01324, SCHMD01322	CAEEL02958
OG0001320	SCHMD05527	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	SCHMD18380, SCHMD28053	CAEEL15888
OG0001325	SCHMD05728	CAEEL12980
OG0001326	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	SCHMD08653, SCHMD04846	CAEEL12070
OG0001329	SCHMD15324	CAEEL03625, CAEEL07934
OG0001332	SCHMD03025	CAEEL09523
OG0001332	SCHMD08288	CAEEL04986, CAEEL04987
OG0001333	SCHMD15673, SCHMD23155	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001335	SCHMD26447	CAEEL01950
OG0001337	SCHMD11229, SCHMD01704, SCHMD14444	CAEEL08858
OG0001339	SCHMD08909	CAEEL01555
OG0001341	SCHMD02609, SCHMD12794, SCHMD01188, SCHMD02608	CAEEL12273
OG0001348	SCHMD24331, SCHMD29399	CAEEL20290
OG0001350	SCHMD16735, SCHMD15485	CAEEL06068
OG0001350	SCHMD17071, SCHMD29804, SCHMD10618	CAEEL05555
OG0001351	SCHMD20739, SCHMD24185	CAEEL20071, CAEEL20072
OG0001353	SCHMD10586	CAEEL07231
OG0001354	SCHMD11475, SCHMD26080	CAEEL18385
OG0001355	SCHMD23781	CAEEL19633
OG0001356	SCHMD21598, SCHMD19916	CAEEL10619
OG0001357	SCHMD16921	CAEEL15128
OG0001359	SCHMD14841	CAEEL02703
OG0001361	SCHMD25345	CAEEL05269, CAEEL05268
OG0001363	SCHMD05287, SCHMD16288, SCHMD05291, SCHMD05173	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	SCHMD27572, SCHMD21273	CAEEL16269
OG0001367	SCHMD04624	CAEEL16176
OG0001368	SCHMD02343	CAEEL15247
OG0001369	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521	CAEEL05836
OG0001370	SCHMD12004	CAEEL19838
OG0001370	SCHMD18225, SCHMD11963	CAEEL11201
OG0001372	SCHMD12917, SCHMD12353, SCHMD23970	CAEEL04824, CAEEL16917
OG0001372	SCHMD29815	CAEEL01785
OG0001374	SCHMD12937	CAEEL02048
OG0001375	SCHMD18333	CAEEL01718
OG0001376	SCHMD14191, SCHMD01800	CAEEL18806
OG0001378	SCHMD11687, SCHMD12504, SCHMD07107	CAEEL01898
OG0001379	SCHMD15234	CAEEL20800, CAEEL08440
OG0001381	SCHMD02869, SCHMD02871, SCHMD02870	CAEEL01510
OG0001383	SCHMD28197, SCHMD18572	CAEEL18479
OG0001386	SCHMD14821	CAEEL05969, CAEEL04816
OG0001386	SCHMD21484, SCHMD16845, SCHMD00665, SCHMD00661, SCHMD00664, SCHMD14822, SCHMD16844	CAEEL08301
OG0001387	SCHMD01336	CAEEL01449, CAEEL05040, CAEEL06498
OG0001389	SCHMD02031, SCHMD17776	CAEEL06582
OG0001394	SCHMD23211, SCHMD24249	CAEEL16146
OG0001395	SCHMD08832	CAEEL01604
OG0001397	SCHMD08548, SCHMD08095	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001399	SCHMD20091, SCHMD16432	CAEEL00972
OG0001402	SCHMD06853	CAEEL04844, CAEEL04850
OG0001404	SCHMD14856, SCHMD14854	CAEEL15778
OG0001405	SCHMD16175	CAEEL02297
OG0001408	SCHMD23659, SCHMD15840, SCHMD15841	CAEEL19513
OG0001409	SCHMD20637, SCHMD16856, SCHMD04792	CAEEL02567
OG0001410	SCHMD09832	CAEEL16277
OG0001411	SCHMD13417, SCHMD19317, SCHMD13416, SCHMD19137	CAEEL07405
OG0001412	SCHMD13223	CAEEL09044
OG0001413	SCHMD02827	CAEEL08368
OG0001413	SCHMD02718	CAEEL04716
OG0001414	SCHMD11042	CAEEL15043
OG0001414	SCHMD06335	CAEEL15044
OG0001414	SCHMD19649	CAEEL13823
OG0001421	SCHMD14208	CAEEL14241
OG0001422	SCHMD04982	CAEEL06778
OG0001424	SCHMD23260, SCHMD24676	CAEEL10850
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	SCHMD02033	CAEEL06005, CAEEL06004
OG0001427	SCHMD04595	CAEEL05861
OG0001428	SCHMD09370, SCHMD15075, SCHMD06126, SCHMD06125	CAEEL05279
OG0001429	SCHMD14419, SCHMD19373	CAEEL04279
OG0001430	SCHMD00026	CAEEL14236
OG0001432	SCHMD05242, SCHMD02065, SCHMD08255, SCHMD22173	CAEEL18746
OG0001433	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242	CAEEL01226
OG0001437	SCHMD15768, SCHMD19785	CAEEL01346, CAEEL01345
OG0001439	SCHMD09059	CAEEL14010
OG0001439	SCHMD07462, SCHMD14352	CAEEL19443
OG0001440	SCHMD08958, SCHMD08957	CAEEL02919
OG0001442	SCHMD22956, SCHMD25864	CAEEL02131, CAEEL02130, CAEEL02129
OG0001445	SCHMD04082	CAEEL10043, CAEEL10044
OG0001449	SCHMD11900	CAEEL05216
OG0001450	SCHMD06490, SCHMD05057	CAEEL12602
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	CAEEL07513
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	CAEEL04493
OG0001456	SCHMD22269, SCHMD26154	CAEEL15148
OG0001458	SCHMD07871	CAEEL04619
OG0001459	SCHMD26904, SCHMD06959	CAEEL20135, CAEEL17975
OG0001460	SCHMD10311, SCHMD23647	CAEEL11040, CAEEL11027
OG0001461	SCHMD05456, SCHMD05457, SCHMD13257	CAEEL09368
OG0001464	SCHMD20463	CAEEL07180
OG0001466	SCHMD12996, SCHMD13074, SCHMD25318, SCHMD17860, SCHMD03273	CAEEL00165
OG0001467	SCHMD25578, SCHMD23876, SCHMD14454, SCHMD14218, SCHMD09966	CAEEL08160, CAEEL08126
OG0001468	SCHMD00390	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	SCHMD09394	CAEEL06147
OG0001469	SCHMD21311, SCHMD29089, SCHMD24067, SCHMD10449	CAEEL06502
OG0001472	SCHMD12948	CAEEL07491
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	CAEEL02663
OG0001474	SCHMD11576, SCHMD26877	CAEEL07328
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	CAEEL05298
OG0001478	SCHMD22576, SCHMD26017	CAEEL11433
OG0001479	SCHMD08688	CAEEL19246
OG0001479	SCHMD12413, SCHMD08686	CAEEL19245
OG0001480	SCHMD13493	CAEEL01047
OG0001482	SCHMD02244, SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242	CAEEL08859
OG0001484	SCHMD14277	CAEEL01076, CAEEL01075
OG0001490	SCHMD08286, SCHMD07637	CAEEL16486
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	CAEEL08792
OG0001493	SCHMD11122	CAEEL18137, CAEEL03082, CAEEL11731
OG0001501	SCHMD02704	CAEEL00103
OG0001502	SCHMD06696	CAEEL06434, CAEEL06435
OG0001503	SCHMD25279, SCHMD19928	CAEEL04111
OG0001503	SCHMD25148	CAEEL08520
OG0001504	SCHMD05964	CAEEL05392
OG0001505	SCHMD11449, SCHMD14373, SCHMD09878, SCHMD13864, SCHMD07951, SCHMD16094	CAEEL05185, CAEEL08607
OG0001506	SCHMD27200, SCHMD04881	CAEEL04371
OG0001507	SCHMD00991	CAEEL02101
OG0001508	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374	CAEEL19670
OG0001510	SCHMD18904, SCHMD27815, SCHMD18903, SCHMD28854, SCHMD19074	CAEEL19165
OG0001512	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450	CAEEL01283
OG0001513	SCHMD16029	CAEEL08114
OG0001514	SCHMD13607, SCHMD17180	CAEEL18917
OG0001515	SCHMD18483	CAEEL07598
OG0001516	SCHMD07784	CAEEL05831
OG0001517	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460	CAEEL20700
OG0001520	SCHMD19221	CAEEL18914
OG0001522	SCHMD06814	CAEEL01881
OG0001524	SCHMD08155	CAEEL20737, CAEEL20736
OG0001524	SCHMD06432	CAEEL18987, CAEEL00715
OG0001525	SCHMD22768, SCHMD18999, SCHMD19000, SCHMD08330	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	SCHMD16304	CAEEL19873
OG0001527	SCHMD05435	CAEEL08026
OG0001527	SCHMD08837	CAEEL02029
OG0001530	SCHMD09337	CAEEL11993
OG0001531	SCHMD25753	CAEEL08503
OG0001532	SCHMD11604	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	SCHMD16757, SCHMD04796	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	SCHMD04145, SCHMD04146	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	SCHMD03674	CAEEL15530
OG0001538	SCHMD03672	CAEEL14286
OG0001551	SCHMD21975	CAEEL13359
OG0001552	SCHMD26668	CAEEL09513
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	CAEEL10745
OG0001554	SCHMD11035	CAEEL00812
OG0001555	SCHMD09018, SCHMD10477, SCHMD09019, SCHMD19851, SCHMD25726, SCHMD07148, SCHMD29622, SCHMD10887, SCHMD10886, SCHMD09698, SCHMD28090, SCHMD24412, SCHMD21363, SCHMD25892, SCHMD18696, SCHMD09131, SCHMD01581, SCHMD22987	CAEEL17420, CAEEL04181
OG0001557	SCHMD13972	CAEEL09508
OG0001558	SCHMD18412, SCHMD28405	CAEEL05103, CAEEL08374
OG0001559	SCHMD02521	CAEEL16062
OG0001560	SCHMD19288, SCHMD02478	CAEEL01011
OG0001561	SCHMD21318	CAEEL11007
OG0001562	SCHMD12694, SCHMD20732, SCHMD29309	CAEEL04167
OG0001565	SCHMD26958, SCHMD27759, SCHMD17155	CAEEL18401
OG0001566	SCHMD15713	CAEEL17613
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	CAEEL04524
OG0001568	SCHMD04206	CAEEL15339
OG0001569	SCHMD19450	CAEEL19014, CAEEL18168
OG0001570	SCHMD04583	CAEEL11034
OG0001571	SCHMD26358	CAEEL18118
OG0001572	SCHMD04033	CAEEL00311
OG0001575	SCHMD13351	CAEEL09642
OG0001576	SCHMD17230, SCHMD23672	CAEEL00120
OG0001578	SCHMD10414, SCHMD23824, SCHMD02601, SCHMD16379, SCHMD03341, SCHMD25094, SCHMD28767, SCHMD22237, SCHMD21742, SCHMD12822, SCHMD27984, SCHMD17160, SCHMD15359, SCHMD08800, SCHMD28092, SCHMD27354, SCHMD29512, SCHMD10415, SCHMD26437, SCHMD25857, SCHMD28284, SCHMD09368, SCHMD10413	CAEEL10814, CAEEL18928
OG0001580	SCHMD08361, SCHMD16167, SCHMD15393	CAEEL02579
OG0001582	SCHMD10962, SCHMD17543, SCHMD18112	CAEEL07031, CAEEL00211
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	CAEEL19802
OG0001584	SCHMD00503	CAEEL09032
OG0001589	SCHMD27652, SCHMD23084	CAEEL18417
OG0001590	SCHMD09239, SCHMD09240	CAEEL15262, CAEEL15263
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	CAEEL02963, CAEEL13946
OG0001594	SCHMD14548, SCHMD07059	CAEEL08545
OG0001596	SCHMD09207	CAEEL10536
OG0001599	SCHMD22659, SCHMD24770	CAEEL20479
OG0001599	SCHMD16474	CAEEL04103, CAEEL04085, CAEEL04084, CAEEL04105, CAEEL20015, CAEEL16864, CAEEL14815
OG0001602	SCHMD00024, SCHMD05345, SCHMD00022	CAEEL18101
OG0001603	SCHMD09507	CAEEL02713
OG0001603	SCHMD10551	CAEEL14729
OG0001604	SCHMD02109	CAEEL04879
OG0001605	SCHMD09782	CAEEL09382
OG0001609	SCHMD16467	CAEEL19774
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	CAEEL10790
OG0001610	SCHMD03213	CAEEL02035, CAEEL20252
OG0001611	SCHMD04102, SCHMD12631	CAEEL15699
OG0001612	SCHMD18636, SCHMD18391	CAEEL02577
OG0001614	SCHMD04001	CAEEL01012
OG0001615	SCHMD11889, SCHMD13066, SCHMD14018	CAEEL04670
OG0001617	SCHMD05140, SCHMD05141	CAEEL10780
OG0001620	SCHMD22740, SCHMD18214	CAEEL18514, CAEEL18862
OG0001621	SCHMD01143, SCHMD22227, SCHMD15718, SCHMD23766, SCHMD07369, SCHMD17584, SCHMD26761, SCHMD18496	CAEEL08615
OG0001625	SCHMD28211, SCHMD26150	CAEEL05727
OG0001627	SCHMD06117	CAEEL00684
OG0001629	SCHMD06466	CAEEL19941
OG0001630	SCHMD04044, SCHMD04169, SCHMD01052	CAEEL05563
OG0001632	SCHMD12105, SCHMD26476	CAEEL16035
OG0001635	SCHMD28223, SCHMD16378, SCHMD06734, SCHMD07919, SCHMD28110, SCHMD29724	CAEEL08024
OG0001638	SCHMD00159, SCHMD00160	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	SCHMD02843	CAEEL10788
OG0001641	SCHMD03047	CAEEL00743
OG0001642	SCHMD20801, SCHMD12647	CAEEL15818
OG0001651	SCHMD15448	CAEEL10611
OG0001652	SCHMD28249	CAEEL15807
OG0001653	SCHMD11720, SCHMD13944, SCHMD11719, SCHMD13945, SCHMD13946	CAEEL03026
OG0001655	SCHMD06776	CAEEL05314
OG0001656	SCHMD22556	CAEEL07456
OG0001657	SCHMD07705, SCHMD10000, SCHMD12957	CAEEL08928, CAEEL08927
OG0001659	SCHMD19168	CAEEL00855
OG0001662	SCHMD13136	CAEEL00357
OG0001664	SCHMD13680, SCHMD17585	CAEEL04260
OG0001665	SCHMD19795	CAEEL07716
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	CAEEL07781
OG0001668	SCHMD04958	CAEEL00277
OG0001671	SCHMD21324	CAEEL19781
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	CAEEL08375
OG0001677	SCHMD13425	CAEEL07860
OG0001682	SCHMD04768	CAEEL17995
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	CAEEL00875
OG0001684	SCHMD03069, SCHMD02298, SCHMD09899, SCHMD13535, SCHMD03302, SCHMD02299	CAEEL08266
