Orthogroup	SCHMD	AENJA_ok
OG0000819	SCHMD03878	AENJA_23147
OG0000819	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618	AENJA_10746
OG0000824	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375	AENJA_00764
OG0000826	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770	AENJA_02454, AENJA_02453, AENJA_09226, AENJA_02455
OG0000828	SCHMD18098	AENJA_05318
OG0000828	SCHMD07805	AENJA_21604
OG0000828	SCHMD08624	AENJA_14692
OG0000829	SCHMD27680, SCHMD26916	AENJA_07432
OG0000833	SCHMD13529, SCHMD19078, SCHMD01603, SCHMD13070	AENJA_13518
OG0000834	SCHMD11223, SCHMD19332, SCHMD16052	AENJA_15508
OG0000835	SCHMD14959	AENJA_17324
OG0000836	SCHMD23242	AENJA_19604
OG0000837	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083	AENJA_25179
OG0000842	SCHMD01343	AENJA_00962
OG0000844	SCHMD01709	AENJA_02377
OG0000847	SCHMD03587	AENJA_05909
OG0000848	SCHMD03599	AENJA_06120
OG0000848	SCHMD06160	AENJA_26421
OG0000849	SCHMD25311	AENJA_17459
OG0000850	SCHMD26000, SCHMD27633	AENJA_26527
OG0000851	SCHMD21876, SCHMD17205	AENJA_07613
OG0000855	SCHMD29481, SCHMD01902, SCHMD15557	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521
OG0000856	SCHMD05219, SCHMD06062, SCHMD17590	AENJA_15113
OG0000858	SCHMD22095, SCHMD27060	AENJA_19600
OG0000860	SCHMD05987	AENJA_22939
OG0000868	SCHMD05358	AENJA_01456
OG0000869	SCHMD07449	AENJA_21120, AENJA_23274
OG0000870	SCHMD09425	AENJA_04443
OG0000871	SCHMD06938	AENJA_06473
OG0000872	SCHMD07553	AENJA_06798
OG0000873	SCHMD02655, SCHMD05829	AENJA_07645
OG0000875	SCHMD10815	AENJA_08703
OG0000875	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336	AENJA_14919
OG0000876	SCHMD01529	AENJA_08833
OG0000878	SCHMD18560	AENJA_09436
OG0000879	SCHMD10640	AENJA_14015
OG0000880	SCHMD03718	AENJA_17126
OG0000881	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924	AENJA_19719
OG0000881	SCHMD20926, SCHMD25363	AENJA_21849
OG0000887	SCHMD27495	AENJA_00163
OG0000888	SCHMD01724	AENJA_02929
OG0000889	SCHMD02281, SCHMD02130	AENJA_05911
OG0000890	SCHMD16414	AENJA_09730
OG0000894	SCHMD05374	AENJA_24655
OG0000894	SCHMD11594, SCHMD05061	AENJA_16901
OG0000896	SCHMD08034	AENJA_17963, AENJA_20857
OG0000896	SCHMD03189	AENJA_26740
OG0000897	SCHMD05382	AENJA_25522
OG0000899	SCHMD22285, SCHMD13459	AENJA_23421
OG0000905	SCHMD01394, SCHMD17642, SCHMD19023	AENJA_03454, AENJA_12044
OG0000905	SCHMD01395	AENJA_12043
OG0000906	SCHMD01676	AENJA_05473
OG0000907	SCHMD11090	AENJA_06223
OG0000908	SCHMD14013	AENJA_06962, AENJA_10955
OG0000908	SCHMD11292	AENJA_14738
OG0000909	SCHMD05694, SCHMD03729	AENJA_07565
OG0000913	SCHMD10820, SCHMD18663	AENJA_11700
OG0000914	SCHMD13079, SCHMD10834	AENJA_16081
OG0000915	SCHMD14220	AENJA_20431
OG0000921	SCHMD07722	AENJA_16626
OG0000921	SCHMD16275	AENJA_00754
OG0000925	SCHMD01205, SCHMD18689	AENJA_14502
OG0000925	SCHMD00501, SCHMD05937	AENJA_01829
OG0000926	SCHMD06554, SCHMD17036, SCHMD13546	AENJA_02966
OG0000929	SCHMD00375, SCHMD08839	AENJA_06536, AENJA_18717, AENJA_24686
OG0000931	SCHMD02356	AENJA_08166
OG0000932	SCHMD13730	AENJA_10313
OG0000933	SCHMD01828, SCHMD29251, SCHMD08939	AENJA_25029
OG0000934	SCHMD07111, SCHMD08216	AENJA_23792
OG0000935	SCHMD18664	AENJA_14023
OG0000937	SCHMD17622	AENJA_19941
OG0000943	SCHMD19076	AENJA_02078
OG0000944	SCHMD15750	AENJA_00580
OG0000945	SCHMD15214, SCHMD06612, SCHMD06319	AENJA_21590
OG0000946	SCHMD09426	AENJA_01969
OG0000946	SCHMD06614	AENJA_16617
OG0000947	SCHMD24447	AENJA_22086, AENJA_02339
OG0000949	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016	AENJA_04000
OG0000951	SCHMD20208	AENJA_04673
OG0000954	SCHMD05029, SCHMD08968, SCHMD13763	AENJA_24386
OG0000954	SCHMD05469, SCHMD02974	AENJA_08232
OG0000955	SCHMD06645, SCHMD03890, SCHMD04591	AENJA_09334, AENJA_19306
OG0000955	SCHMD20742	AENJA_22675
OG0000957	SCHMD18023	AENJA_17036
OG0000960	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110	AENJA_23956
OG0000963	SCHMD22298, SCHMD11708	AENJA_01165
OG0000963	SCHMD04476	AENJA_06323
OG0000965	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517	AENJA_02282
OG0000966	SCHMD00065	AENJA_02547
OG0000967	SCHMD11342, SCHMD26265	AENJA_02972
OG0000967	SCHMD05844, SCHMD03950	AENJA_22529
OG0000969	SCHMD15666, SCHMD13228	AENJA_03216
OG0000972	SCHMD05471	AENJA_26036
OG0000974	SCHMD24665, SCHMD24853, SCHMD26881	AENJA_05735, AENJA_05736
OG0000976	SCHMD13984	AENJA_07785, AENJA_07786, AENJA_07780, AENJA_07163
OG0000977	SCHMD03392	AENJA_08030
OG0000978	SCHMD15268, SCHMD25301, SCHMD25194	AENJA_08414
OG0000979	SCHMD24204, SCHMD01421	AENJA_08501
OG0000981	SCHMD13908	AENJA_08762
OG0000982	SCHMD26054, SCHMD08717	AENJA_09037
OG0000986	SCHMD25195, SCHMD27305, SCHMD22933	AENJA_19042
OG0000988	SCHMD00928	AENJA_25125
OG0000992	SCHMD08111	AENJA_01350, AENJA_08136
OG0000994	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203	AENJA_20560
OG0000994	SCHMD16602, SCHMD10604	AENJA_02296
OG0000998	SCHMD08664	AENJA_06143
OG0000999	SCHMD24575, SCHMD22089, SCHMD08206	AENJA_26585
OG0000999	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208	AENJA_10712
OG0001000	SCHMD22725	AENJA_07118
OG0001001	SCHMD07357, SCHMD07356	AENJA_07866
OG0001002	SCHMD17610	AENJA_11066
OG0001002	SCHMD07769, SCHMD07768, SCHMD11688	AENJA_21965
OG0001003	SCHMD21687, SCHMD24830	AENJA_13424
OG0001006	SCHMD17048, SCHMD11571	AENJA_21663
OG0001007	SCHMD05810	AENJA_23659
OG0001008	SCHMD04857	AENJA_24757
OG0001015	SCHMD07353	AENJA_19717, AENJA_00951
OG0001015	SCHMD06693, SCHMD06692	AENJA_05530
OG0001016	SCHMD23273, SCHMD15080	AENJA_26608
OG0001016	SCHMD25548, SCHMD21254	AENJA_15956
OG0001018	SCHMD08153	AENJA_02393
OG0001019	SCHMD01848, SCHMD05447	AENJA_02456, AENJA_20626
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902	AENJA_03151
OG0001026	SCHMD14301	AENJA_16704
OG0001029	SCHMD04839, SCHMD00804, SCHMD00805	AENJA_24200
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	AENJA_12602
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	AENJA_13410
OG0001033	SCHMD11399, SCHMD23908	AENJA_13779
OG0001036	SCHMD20768, SCHMD09235	AENJA_19830
OG0001037	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259	AENJA_20909
OG0001042	SCHMD11839	AENJA_00375
OG0001043	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894	AENJA_23325, AENJA_15521, AENJA_15522, AENJA_08980, AENJA_07494, AENJA_23732, AENJA_18677, AENJA_06222, AENJA_12177, AENJA_11468, AENJA_04098, AENJA_04100, AENJA_16380, AENJA_16720, AENJA_00433
OG0001046	SCHMD05104, SCHMD02045, SCHMD11124	AENJA_01047
OG0001047	SCHMD28420	AENJA_13898, AENJA_01886
OG0001048	SCHMD12160	AENJA_02250, AENJA_17677
OG0001049	SCHMD16614	AENJA_02745
OG0001050	SCHMD03458	AENJA_03323
OG0001052	SCHMD09988	AENJA_03703
OG0001053	SCHMD25503, SCHMD22630	AENJA_05825
OG0001054	SCHMD24047	AENJA_04203
OG0001056	SCHMD02897	AENJA_05377, AENJA_22081, AENJA_22080
OG0001059	SCHMD17881, SCHMD18020, SCHMD18021	AENJA_08095
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	AENJA_10657
OG0001063	SCHMD00703	AENJA_15321, AENJA_15322
OG0001064	SCHMD00355, SCHMD00354	AENJA_16034
OG0001072	SCHMD24459, SCHMD27893	AENJA_00305, AENJA_03396, AENJA_18929
OG0001073	SCHMD00478	AENJA_00575
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	AENJA_00807
OG0001076	SCHMD07131	AENJA_01569
OG0001077	SCHMD18584, SCHMD01953	AENJA_05855
OG0001077	SCHMD18407, SCHMD17122	AENJA_02550
OG0001078	SCHMD20731, SCHMD25766	AENJA_10264
OG0001078	SCHMD19216, SCHMD23006	AENJA_03835
OG0001079	SCHMD27223	AENJA_03947
OG0001080	SCHMD08586	AENJA_04073
OG0001080	SCHMD15438, SCHMD19176	AENJA_09896
OG0001081	SCHMD05425	AENJA_16503, AENJA_04238
OG0001083	SCHMD07690	AENJA_07171
OG0001084	SCHMD10718	AENJA_07749
OG0001085	SCHMD03894	AENJA_09145, AENJA_21401
OG0001086	SCHMD14120	AENJA_12710
OG0001087	SCHMD17869	AENJA_12759
OG0001089	SCHMD10517	AENJA_16474
OG0001090	SCHMD27970, SCHMD02491, SCHMD22171, SCHMD15052, SCHMD14871, SCHMD23868, SCHMD00934, SCHMD02957, SCHMD02170, SCHMD23588, SCHMD18161, SCHMD24510, SCHMD25428, SCHMD28135, SCHMD05847, SCHMD13313, SCHMD09556, SCHMD06679, SCHMD00092, SCHMD03303, SCHMD27352, SCHMD03833, SCHMD14325, SCHMD12843, SCHMD25555, SCHMD14278, SCHMD22966, SCHMD27178, SCHMD23857	AENJA_16877
OG0001091	SCHMD13206, SCHMD15908	AENJA_17138
OG0001092	SCHMD18945	AENJA_18221
OG0001094	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662	AENJA_23025
OG0001101	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685	AENJA_00373
OG0001102	SCHMD06311	AENJA_00718
OG0001103	SCHMD19689	AENJA_19577
OG0001104	SCHMD14895, SCHMD18516, SCHMD03705	AENJA_18229
OG0001108	SCHMD08133	AENJA_12290, AENJA_04372, AENJA_04373
OG0001108	SCHMD19593	AENJA_09666
OG0001112	SCHMD26529, SCHMD08447	AENJA_06304
OG0001113	SCHMD04717	AENJA_06313
OG0001113	SCHMD10085, SCHMD08665, SCHMD03992	AENJA_23050
OG0001114	SCHMD18228, SCHMD14100, SCHMD15222	AENJA_13675
OG0001116	SCHMD19491	AENJA_25869, AENJA_12085
OG0001117	SCHMD18856	AENJA_24744, AENJA_23285, AENJA_19626, AENJA_12822
OG0001118	SCHMD16905, SCHMD07256, SCHMD20803	AENJA_12960
OG0001118	SCHMD22443	AENJA_12961
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	AENJA_14865
OG0001123	SCHMD02756	AENJA_20117
OG0001124	SCHMD24013	AENJA_16308
OG0001126	SCHMD17193, SCHMD24674	AENJA_21731
OG0001126	SCHMD17192	AENJA_21732
OG0001128	SCHMD08323	AENJA_26741
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	AENJA_00009
OG0001130	SCHMD04030	AENJA_08024, AENJA_00712
OG0001130	SCHMD13287, SCHMD04031	AENJA_24701
OG0001133	SCHMD18643	AENJA_14482, AENJA_13174, AENJA_03943, AENJA_09413, AENJA_03942
OG0001133	SCHMD29299, SCHMD19714	AENJA_07797
OG0001137	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243	AENJA_06755
OG0001138	SCHMD00170	AENJA_08339
OG0001139	SCHMD00334	AENJA_20595, AENJA_19443, AENJA_08828
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	AENJA_11192
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	AENJA_13577
OG0001143	SCHMD05178	AENJA_25253, AENJA_15506
OG0001145	SCHMD13612, SCHMD28618, SCHMD12142, SCHMD09031, SCHMD16701, SCHMD19806, SCHMD16196, SCHMD18868, SCHMD23776, SCHMD24315, SCHMD19814, SCHMD12756, SCHMD24908, SCHMD25502, SCHMD23051, SCHMD06760, SCHMD24850, SCHMD15660, SCHMD22286, SCHMD18019, SCHMD04909, SCHMD04601, SCHMD07914, SCHMD12786, SCHMD10967, SCHMD00569, SCHMD17789, SCHMD01622, SCHMD21585, SCHMD12412, SCHMD08892, SCHMD12723, SCHMD24316, SCHMD11364, SCHMD25346, SCHMD13810, SCHMD19815, SCHMD08687, SCHMD22380, SCHMD06809, SCHMD04720, SCHMD03330, SCHMD06080, SCHMD03481, SCHMD04056, SCHMD15847, SCHMD01717, SCHMD22635, SCHMD02819, SCHMD07817, SCHMD02226, SCHMD24230, SCHMD07909, SCHMD26467, SCHMD17923, SCHMD16658, SCHMD13918, SCHMD04387, SCHMD22631, SCHMD02683, SCHMD11321, SCHMD21548, SCHMD28474, SCHMD25945, SCHMD16675, SCHMD11320	AENJA_16323, AENJA_18476
OG0001146	SCHMD06189	AENJA_19404
OG0001149	SCHMD16336, SCHMD29633	AENJA_26319, AENJA_26318
OG0001155	SCHMD01897	AENJA_01168
OG0001156	SCHMD11390	AENJA_01685
OG0001159	SCHMD15611, SCHMD21936	AENJA_02590
OG0001160	SCHMD20666	AENJA_03496, AENJA_15940
OG0001161	SCHMD27832, SCHMD10429, SCHMD10428	AENJA_03513
OG0001162	SCHMD04355, SCHMD04356	AENJA_09881, AENJA_03826
OG0001164	SCHMD22065	AENJA_04659, AENJA_14441
OG0001164	SCHMD03049	AENJA_04658, AENJA_11399
OG0001165	SCHMD11819	AENJA_18566
OG0001165	SCHMD12131	AENJA_05192
OG0001167	SCHMD08043, SCHMD04406	AENJA_06024
OG0001168	SCHMD13073	AENJA_26059, AENJA_06080, AENJA_26060
OG0001172	SCHMD19335	AENJA_08737
OG0001172	SCHMD00291	AENJA_15031
OG0001175	SCHMD18473	AENJA_10616
OG0001178	SCHMD07684	AENJA_12752
OG0001178	SCHMD13713	AENJA_14989
OG0001179	SCHMD26379	AENJA_26058
OG0001181	SCHMD21797	AENJA_14047
OG0001183	SCHMD02325	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024
OG0001184	SCHMD12752	AENJA_17799
OG0001184	SCHMD29753, SCHMD15110, SCHMD23640	AENJA_15086
OG0001185	SCHMD23236	AENJA_17542
OG0001186	SCHMD20610	AENJA_21307
OG0001186	SCHMD05037	AENJA_18825
OG0001188	SCHMD05963, SCHMD14167	AENJA_22812
OG0001189	SCHMD17573, SCHMD27159, SCHMD05552	AENJA_23358
OG0001197	SCHMD06230	AENJA_00493
OG0001198	SCHMD04078	AENJA_21857
OG0001199	SCHMD17507, SCHMD14047	AENJA_01327, AENJA_01326
OG0001199	SCHMD17830	AENJA_24392
OG0001201	SCHMD18644	AENJA_02210
OG0001203	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341	AENJA_03685, AENJA_16123
OG0001204	SCHMD08657, SCHMD22624, SCHMD10325	AENJA_04033, AENJA_20148
OG0001207	SCHMD02145, SCHMD05067, SCHMD08759, SCHMD15345	AENJA_15259
OG0001207	SCHMD07731	AENJA_18056, AENJA_07276
OG0001208	SCHMD11671, SCHMD13440, SCHMD22806	AENJA_09031
OG0001209	SCHMD22043, SCHMD28492	AENJA_09041
OG0001210	SCHMD19441	AENJA_18956
OG0001210	SCHMD03203	AENJA_09592
OG0001210	SCHMD03204	AENJA_09591
OG0001213	SCHMD01086	AENJA_11717
OG0001213	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675	AENJA_11254
OG0001214	SCHMD22221	AENJA_24301
OG0001215	SCHMD25774	AENJA_15953
OG0001217	SCHMD18537	AENJA_17612
OG0001218	SCHMD03255	AENJA_18179
OG0001219	SCHMD09614, SCHMD00713	AENJA_18562
OG0001221	SCHMD16690	AENJA_19765
OG0001223	SCHMD08671	AENJA_21588
OG0001229	SCHMD15784	AENJA_20592, AENJA_01463
OG0001229	SCHMD24701	AENJA_15283
OG0001230	SCHMD18159	AENJA_02568, AENJA_08528
OG0001231	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182	AENJA_02177
OG0001234	SCHMD01688	AENJA_02896
OG0001238	SCHMD09688	AENJA_07960, AENJA_05667
OG0001239	SCHMD22060	AENJA_08544
OG0001239	SCHMD22059, SCHMD04401	AENJA_12406, AENJA_24743
OG0001239	SCHMD16791	AENJA_06569
OG0001241	SCHMD04223	AENJA_21346
OG0001241	SCHMD16327	AENJA_07588
OG0001245	SCHMD09398	AENJA_11242
OG0001245	SCHMD24743, SCHMD24744	AENJA_11241
OG0001246	SCHMD09297	AENJA_11976
OG0001247	SCHMD01541, SCHMD06119, SCHMD06121	AENJA_24053
OG0001248	SCHMD28672, SCHMD29190, SCHMD17657	AENJA_17279
OG0001249	SCHMD01149	AENJA_17683
OG0001250	SCHMD08101, SCHMD04347	AENJA_18393
OG0001254	SCHMD14258, SCHMD09217	AENJA_25593
OG0001261	SCHMD13436	AENJA_00856
OG0001262	SCHMD20011	AENJA_25759
OG0001262	SCHMD20259	AENJA_02100
OG0001263	SCHMD17470	AENJA_02283, AENJA_25444
OG0001264	SCHMD27230, SCHMD17432	AENJA_02714
OG0001266	SCHMD00016, SCHMD26654	AENJA_02853
OG0001266	SCHMD10438	AENJA_06321
OG0001267	SCHMD05399	AENJA_10310
OG0001268	SCHMD01057	AENJA_03712
OG0001269	SCHMD16377	AENJA_04104, AENJA_08778
OG0001270	SCHMD27534, SCHMD20425, SCHMD23309, SCHMD13653	AENJA_12864
OG0001271	SCHMD05357	AENJA_04651
OG0001272	SCHMD27604, SCHMD21806	AENJA_05081
OG0001273	SCHMD13838, SCHMD25918, SCHMD21739	AENJA_05090
OG0001275	SCHMD21376, SCHMD25163	AENJA_09059
OG0001275	SCHMD12521	AENJA_07370
OG0001279	SCHMD06836	AENJA_09382
OG0001280	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884	AENJA_11194
OG0001281	SCHMD05572	AENJA_15472
OG0001282	SCHMD08025	AENJA_12223
OG0001284	SCHMD09316	AENJA_14056
OG0001284	SCHMD00434	AENJA_21135
OG0001286	SCHMD05790	AENJA_16309
OG0001287	SCHMD07530	AENJA_18219
OG0001291	SCHMD20641, SCHMD11793	AENJA_21434
OG0001294	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418	AENJA_25092
OG0001296	SCHMD20454, SCHMD11060	AENJA_26215
OG0001300	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202	AENJA_00411
OG0001302	SCHMD13885	AENJA_13024
OG0001302	SCHMD08617, SCHMD27826	AENJA_01840
OG0001304	SCHMD13840	AENJA_14579
OG0001306	SCHMD04516	AENJA_13028
OG0001308	SCHMD08020	AENJA_05647
OG0001310	SCHMD19422	AENJA_06272
OG0001310	SCHMD09167	AENJA_10879
OG0001316	SCHMD15981	AENJA_08714
OG0001318	SCHMD07054	AENJA_09435
OG0001319	SCHMD14764	AENJA_09605
OG0001320	SCHMD01321, SCHMD01324, SCHMD01322	AENJA_12368
OG0001320	SCHMD05527	AENJA_16608
OG0001321	SCHMD23818	AENJA_14609
OG0001322	SCHMD09506	AENJA_15110, AENJA_16813
OG0001323	SCHMD18380, SCHMD28053	AENJA_15789
OG0001325	SCHMD05728	AENJA_16492
OG0001326	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423	AENJA_16742, AENJA_18964
OG0001327	SCHMD08653, SCHMD04846	AENJA_26627
OG0001328	SCHMD23086	AENJA_18594
OG0001329	SCHMD15324	AENJA_19033
OG0001333	SCHMD15673, SCHMD23155	AENJA_23772
OG0001339	SCHMD08909	AENJA_00104
OG0001341	SCHMD01188, SCHMD02608	AENJA_21191
OG0001345	SCHMD01304, SCHMD10432, SCHMD01305, SCHMD01303, SCHMD21023, SCHMD24520, SCHMD19982, SCHMD16568	AENJA_01500
OG0001348	SCHMD24331, SCHMD29399	AENJA_01884
OG0001350	SCHMD16735, SCHMD15485	AENJA_05873
OG0001351	SCHMD24241	AENJA_17428
OG0001353	SCHMD10586	AENJA_06742
OG0001354	SCHMD11475, SCHMD26080	AENJA_09573
OG0001354	SCHMD12063	AENJA_07753
OG0001355	SCHMD23781	AENJA_08188
OG0001356	SCHMD21598, SCHMD19916	AENJA_08269
OG0001357	SCHMD16921	AENJA_08567
OG0001362	SCHMD04122, SCHMD05643, SCHMD13617	AENJA_11906
OG0001363	SCHMD05287, SCHMD16288, SCHMD05291	AENJA_12332
OG0001367	SCHMD04624	AENJA_16641
OG0001368	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303	AENJA_16737
OG0001369	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521	AENJA_17277
OG0001370	SCHMD12004	AENJA_17284
OG0001371	SCHMD02523	AENJA_17844, AENJA_24112
OG0001372	SCHMD12353, SCHMD23970	AENJA_25899
OG0001372	SCHMD29815	AENJA_17922
OG0001374	SCHMD12937	AENJA_18703
OG0001375	SCHMD18333	AENJA_25362, AENJA_20082
OG0001376	SCHMD14191, SCHMD01800	AENJA_21276, AENJA_20852
OG0001378	SCHMD12504, SCHMD07107	AENJA_22766
OG0001379	SCHMD15234	AENJA_23248
OG0001381	SCHMD02869, SCHMD02871, SCHMD02870	AENJA_23800
OG0001383	SCHMD28197, SCHMD18572	AENJA_25087
OG0001385	SCHMD01908, SCHMD03151, SCHMD17215, SCHMD24251, SCHMD27846, SCHMD02887, SCHMD11624, SCHMD23448, SCHMD19127, SCHMD25605, SCHMD28267, SCHMD17606, SCHMD15084, SCHMD05289, SCHMD01079, SCHMD09083, SCHMD01371, SCHMD22024, SCHMD20763, SCHMD00169, SCHMD10113, SCHMD25905, SCHMD23599, SCHMD20992, SCHMD25254, SCHMD04155, SCHMD13353, SCHMD04418, SCHMD04625, SCHMD01016, SCHMD05445, SCHMD11800, SCHMD07275, SCHMD24250, SCHMD23891, SCHMD22262, SCHMD03886, SCHMD08662, SCHMD26442, SCHMD17996, SCHMD07274, SCHMD18437, SCHMD19128, SCHMD05290, SCHMD02781, SCHMD20262, SCHMD04634, SCHMD21900, SCHMD12522, SCHMD05458, SCHMD01372, SCHMD01080, SCHMD22023, SCHMD12942, SCHMD02783	AENJA_26212
OG0001386	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663	AENJA_26718
OG0001394	SCHMD19657, SCHMD24757	AENJA_02969
OG0001394	SCHMD23211, SCHMD24249	AENJA_00558
OG0001395	SCHMD11706, SCHMD08832	AENJA_00590
OG0001397	SCHMD08548, SCHMD08095	AENJA_05269
OG0001399	SCHMD20091, SCHMD16432	AENJA_19357, AENJA_02205
OG0001400	SCHMD26317	AENJA_02508, AENJA_22499, AENJA_22498, AENJA_02507
OG0001401	SCHMD15712	AENJA_02695, AENJA_12112
OG0001402	SCHMD06853	AENJA_02809
OG0001404	SCHMD14856	AENJA_03877
OG0001404	SCHMD14853	AENJA_05828
OG0001405	SCHMD16175	AENJA_13814
OG0001406	SCHMD13359, SCHMD19152	AENJA_04091
OG0001408	SCHMD23659, SCHMD15840, SCHMD15841	AENJA_05533
OG0001409	SCHMD04792	AENJA_06247
OG0001410	SCHMD09832	AENJA_18215
OG0001410	SCHMD09687	AENJA_06436
OG0001411	SCHMD13416, SCHMD19137	AENJA_06963, AENJA_10958
OG0001412	SCHMD13223	AENJA_07170
OG0001413	SCHMD02827	AENJA_07474
OG0001413	SCHMD02718	AENJA_17340, AENJA_17343
OG0001414	SCHMD19649	AENJA_08160
OG0001415	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947	AENJA_17665
OG0001416	SCHMD01722	AENJA_09757
OG0001417	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430	AENJA_10714
OG0001421	SCHMD14208	AENJA_13339
OG0001422	SCHMD18897, SCHMD04981, SCHMD04982	AENJA_14173
OG0001424	SCHMD23260, SCHMD24676	AENJA_17237
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	AENJA_15774
OG0001426	SCHMD02033	AENJA_16043
OG0001427	SCHMD03939, SCHMD00575	AENJA_17543
OG0001428	SCHMD06125	AENJA_18858
OG0001430	SCHMD00026	AENJA_19108
OG0001432	SCHMD22173	AENJA_25391
OG0001433	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242	AENJA_26002
OG0001439	SCHMD07462, SCHMD14352	AENJA_00145
OG0001440	SCHMD08958, SCHMD08957	AENJA_03160
OG0001445	SCHMD04082	AENJA_02385
OG0001447	SCHMD14223	AENJA_03127
OG0001449	SCHMD11900	AENJA_04181
OG0001449	SCHMD21822	AENJA_05517
OG0001450	SCHMD00462	AENJA_04753
OG0001450	SCHMD05056	AENJA_12377
OG0001451	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340	AENJA_04889, AENJA_16142
OG0001453	SCHMD06884, SCHMD06825	AENJA_05598, AENJA_07667
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	AENJA_06306
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	AENJA_06571
OG0001456	SCHMD22269, SCHMD26154	AENJA_07027
OG0001458	SCHMD07871	AENJA_08456
OG0001460	SCHMD10311, SCHMD23647	AENJA_20570
OG0001460	SCHMD10312, SCHMD23646	AENJA_09064
OG0001461	SCHMD13257	AENJA_09214
OG0001464	SCHMD20463	AENJA_09857
OG0001466	SCHMD12996, SCHMD13074	AENJA_10074
OG0001467	SCHMD12343	AENJA_26730
OG0001467	SCHMD25578, SCHMD23876, SCHMD14454, SCHMD14218, SCHMD09966	AENJA_10772
OG0001468	SCHMD00390	AENJA_10995
OG0001469	SCHMD09394	AENJA_20582
OG0001469	SCHMD24067, SCHMD10449	AENJA_11151
OG0001470	SCHMD02321, SCHMD02318	AENJA_11625
OG0001472	SCHMD12948	AENJA_12236
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	AENJA_13235
OG0001474	SCHMD07415	AENJA_14700
OG0001474	SCHMD11576, SCHMD26877	AENJA_24781
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	AENJA_14793
OG0001478	SCHMD22576, SCHMD26017	AENJA_19708
OG0001479	SCHMD12413, SCHMD08686	AENJA_16158
OG0001480	SCHMD13493	AENJA_16776
OG0001481	SCHMD19666, SCHMD19667	AENJA_17029
OG0001482	SCHMD02244	AENJA_18749
OG0001483	SCHMD00397	AENJA_19356
OG0001484	SCHMD14277	AENJA_21194
OG0001488	SCHMD21551	AENJA_24153
OG0001490	SCHMD08286, SCHMD07637	AENJA_25216
