Orthogroup	SCHMD	BRAFL
OG0001039	SCHMD01765	bflo_08311
OG0001042	SCHMD11839	bflo_11460, bflo_27000
OG0001043	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894	bflo_13402
OG0001046	SCHMD05104, SCHMD02045, SCHMD11124	bflo_23288
OG0001047	SCHMD28420	bflo_22101
OG0001048	SCHMD12160	bflo_07509, bflo_26856
OG0001049	SCHMD16614	bflo_24448, bflo_17931
OG0001050	SCHMD03458	bflo_23753, bflo_21612
OG0001052	SCHMD09988	bflo_07579, bflo_08590
OG0001053	SCHMD25503, SCHMD22630	bflo_19733
OG0001056	SCHMD02897	bflo_13893, bflo_17997, bflo_18003, bflo_18327, bflo_17999, bflo_17717, bflo_22012, bflo_22005, bflo_24389, bflo_24431, bflo_01319, bflo_01670
OG0001059	SCHMD17881, SCHMD18020, SCHMD18021	bflo_04773
OG0001060	SCHMD12337, SCHMD14762, SCHMD05051	bflo_14877
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	bflo_26106
OG0001063	SCHMD00703	bflo_20437, bflo_20436, bflo_09032
OG0001064	SCHMD00355, SCHMD00354	bflo_16843, bflo_27227, bflo_17908, bflo_17446, bflo_17801, bflo_10560, bflo_10566
OG0001072	SCHMD24459, SCHMD27893	bflo_20583, bflo_01344
OG0001073	SCHMD00478	bflo_14186
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	bflo_01789
OG0001076	SCHMD07131	bflo_14398
OG0001077	SCHMD18584, SCHMD01953	bflo_15522
OG0001077	SCHMD18407, SCHMD17122	bflo_09727
OG0001078	SCHMD20731, SCHMD25766	bflo_10417
OG0001079	SCHMD15090, SCHMD18834	bflo_05327, bflo_24090, bflo_21126, bflo_14192, bflo_16216, bflo_20242, bflo_20259, bflo_10866, bflo_12061
OG0001079	SCHMD27223	bflo_11561
OG0001080	SCHMD08586	bflo_06623
OG0001080	SCHMD15438, SCHMD19176	bflo_21619
OG0001081	SCHMD05425	bflo_15729, bflo_03684
OG0001083	SCHMD07690	bflo_10562
OG0001084	SCHMD10718	bflo_04559
OG0001084	SCHMD10717	bflo_26439
OG0001085	SCHMD03894	bflo_11120
OG0001086	SCHMD22447, SCHMD28850, SCHMD24214	bflo_05720
OG0001088	SCHMD01007, SCHMD19898, SCHMD23791	bflo_18566
OG0001089	SCHMD10517	bflo_05776
OG0001090	SCHMD28285, SCHMD17161, SCHMD03349, SCHMD20311, SCHMD27970, SCHMD02491, SCHMD22171, SCHMD15052, SCHMD14871, SCHMD23868, SCHMD00934, SCHMD02957, SCHMD02170, SCHMD23588, SCHMD18161, SCHMD24510, SCHMD25428, SCHMD28135, SCHMD05847, SCHMD13313, SCHMD09556, SCHMD06679, SCHMD00092, SCHMD03303, SCHMD27352, SCHMD03833, SCHMD14325, SCHMD12843, SCHMD25555, SCHMD14278, SCHMD22966, SCHMD27178, SCHMD23857	bflo_03656
OG0001091	SCHMD13206, SCHMD15908	bflo_26460
OG0001092	SCHMD18945, SCHMD28277, SCHMD28278, SCHMD18946	bflo_15467
OG0001093	SCHMD16772	bflo_02494
OG0001094	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662	bflo_10325
OG0001096	SCHMD11467, SCHMD14874	bflo_20939, bflo_07578, bflo_24946, bflo_25111
OG0001101	SCHMD23171	bflo_12035
OG0001102	SCHMD06311	bflo_23676
OG0001103	SCHMD10595	bflo_13190
OG0001104	SCHMD11885, SCHMD14895, SCHMD18516, SCHMD03705	bflo_01201
OG0001108	SCHMD08133	bflo_00378, bflo_22556, bflo_20433
OG0001112	SCHMD26529, SCHMD08447, SCHMD12345, SCHMD07656, SCHMD07657, SCHMD23860, SCHMD19548, SCHMD19654, SCHMD19655	bflo_22501
OG0001113	SCHMD04717	bflo_14797
OG0001113	SCHMD10085	bflo_22426
OG0001113	SCHMD08665, SCHMD03992	bflo_26422
OG0001114	SCHMD27710, SCHMD15592, SCHMD14156	bflo_04550
OG0001117	SCHMD18856	bflo_18874
OG0001118	SCHMD16905, SCHMD07256, SCHMD20803	bflo_10522
OG0001119	SCHMD23322, SCHMD22988, SCHMD23323	bflo_01654
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	bflo_24945, bflo_17622, bflo_24293, bflo_04825
OG0001123	SCHMD02756	bflo_09074
OG0001124	SCHMD24013	bflo_23639, bflo_10476
OG0001126	SCHMD17193, SCHMD24674, SCHMD17192	bflo_21937
OG0001127	SCHMD06664	bflo_19589
OG0001128	SCHMD08323	bflo_09982
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	bflo_12819
OG0001130	SCHMD04030	bflo_03852, bflo_06407, bflo_04255
OG0001130	SCHMD13287, SCHMD04031	bflo_05983
OG0001133	SCHMD18643	bflo_17034
OG0001133	SCHMD29299, SCHMD19714	bflo_25491
OG0001137	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243	bflo_23646
OG0001138	SCHMD00170	bflo_00349, bflo_14068, bflo_00161
OG0001139	SCHMD00334	bflo_22593, bflo_09826
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	bflo_03254
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	bflo_01437
OG0001143	SCHMD05178	bflo_07319
OG0001146	SCHMD06189	bflo_25096, bflo_22204, bflo_22177
OG0001148	SCHMD02133, SCHMD02134, SCHMD22264, SCHMD25588	bflo_18428, bflo_17694, bflo_17724, bflo_27225, bflo_17202, bflo_17203, bflo_12826, bflo_12827
OG0001149	SCHMD16336, SCHMD29633	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878
OG0001156	SCHMD11390	bflo_18549
OG0001158	SCHMD01514, SCHMD06104, SCHMD00376	bflo_11159
OG0001159	SCHMD21936	bflo_01554
OG0001160	SCHMD18251, SCHMD20811	bflo_14781
OG0001160	SCHMD20666	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	SCHMD27832, SCHMD10429, SCHMD10428, SCHMD10427, SCHMD25982, SCHMD11638	bflo_08066
OG0001162	SCHMD04355, SCHMD04356	bflo_17404
OG0001164	SCHMD22065	bflo_21084
OG0001165	SCHMD11819	bflo_01574
OG0001165	SCHMD12131	bflo_22236
OG0001167	SCHMD08043, SCHMD04406	bflo_16326
OG0001168	SCHMD13073	bflo_20423, bflo_20474, bflo_13463
OG0001169	SCHMD01217	bflo_17729, bflo_06385
OG0001172	SCHMD19335	bflo_02862
OG0001172	SCHMD00291	bflo_02443
OG0001174	SCHMD01912, SCHMD10503, SCHMD10504, SCHMD01914	bflo_11141
OG0001177	SCHMD07016, SCHMD07017, SCHMD07015	bflo_20551
OG0001178	SCHMD07684	bflo_25556
OG0001178	SCHMD13713	bflo_22453
OG0001179	SCHMD26379	bflo_13513
OG0001180	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396	bflo_06469, bflo_06718, bflo_05047
OG0001181	SCHMD21797	bflo_18914
OG0001183	SCHMD02325	bflo_19634
OG0001184	SCHMD12752	bflo_15772
OG0001184	SCHMD29753, SCHMD15110, SCHMD23640	bflo_09793
OG0001185	SCHMD23236	bflo_06562
OG0001186	SCHMD20610	bflo_12657
OG0001186	SCHMD05037	bflo_12919
OG0001188	SCHMD05963, SCHMD14167	bflo_05292
OG0001189	SCHMD17573, SCHMD27159, SCHMD05552	bflo_06318
OG0001191	SCHMD08591	bflo_04561
OG0001191	SCHMD11387	bflo_10001
OG0001197	SCHMD16253	bflo_24451
OG0001198	SCHMD04078	bflo_03034
OG0001199	SCHMD17507, SCHMD14047	bflo_17249
OG0001203	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341	bflo_18138
OG0001204	SCHMD08657, SCHMD22624, SCHMD10325	bflo_20309, bflo_20315
OG0001207	SCHMD07731	bflo_21743, bflo_02422
OG0001208	SCHMD11671, SCHMD13440, SCHMD22806	bflo_25733
OG0001209	SCHMD22043, SCHMD28492	bflo_26894
OG0001210	SCHMD19441	bflo_07894
OG0001210	SCHMD03203	bflo_24464
OG0001211	SCHMD16385, SCHMD14428, SCHMD25192, SCHMD09586	bflo_00897
OG0001213	SCHMD01086	bflo_10680
OG0001213	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675	bflo_20590
OG0001214	SCHMD22221	bflo_11103
OG0001215	SCHMD25774	bflo_00807
OG0001216	SCHMD13349	bflo_13216
OG0001217	SCHMD18537	bflo_17953
OG0001218	SCHMD03255	bflo_24854
OG0001219	SCHMD09614, SCHMD00713	bflo_01008
OG0001221	SCHMD16690	bflo_13343
OG0001223	SCHMD08671	bflo_12732
OG0001226	SCHMD21222	bflo_18009
OG0001230	SCHMD18159	bflo_01521, bflo_04046
OG0001230	SCHMD04385, SCHMD04382	bflo_16407
OG0001231	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182	bflo_03798
OG0001236	SCHMD08913, SCHMD03442	bflo_24082
OG0001238	SCHMD09688	bflo_06313, bflo_26480
OG0001239	SCHMD22059, SCHMD04401, SCHMD16791	bflo_10959
OG0001241	SCHMD04223	bflo_06240
OG0001241	SCHMD16327	bflo_21597
OG0001245	SCHMD09398	bflo_08692
OG0001246	SCHMD09297	bflo_18611, bflo_27266, bflo_18610, bflo_03922, bflo_19063
OG0001247	SCHMD01541, SCHMD06119, SCHMD06121	bflo_12136
OG0001248	SCHMD28672, SCHMD29190, SCHMD17657	bflo_00177
OG0001249	SCHMD01149	bflo_25542
OG0001250	SCHMD08101, SCHMD04347	bflo_23893
OG0001251	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715	bflo_13478
OG0001254	SCHMD14258, SCHMD09217	bflo_16683
OG0001256	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518	bflo_27204, bflo_17356
OG0001261	SCHMD04419, SCHMD13436	bflo_27125, bflo_14339
OG0001262	SCHMD20011	bflo_15864
OG0001263	SCHMD17470	bflo_07084, bflo_10303
OG0001264	SCHMD27230, SCHMD17432	bflo_13401
OG0001266	SCHMD00016, SCHMD26654	bflo_05858, bflo_18162
OG0001266	SCHMD10438	bflo_05662
OG0001267	SCHMD05399	bflo_20420
OG0001268	SCHMD01057	bflo_06467
OG0001270	SCHMD27534, SCHMD20425, SCHMD23309, SCHMD13653	bflo_22891
OG0001271	SCHMD05357	bflo_11260, bflo_18970
OG0001272	SCHMD22716, SCHMD09459	bflo_20203
OG0001273	SCHMD13838, SCHMD25918, SCHMD21739	bflo_00724, bflo_03191
OG0001275	SCHMD21376, SCHMD25163	bflo_17335
OG0001279	SCHMD06836	bflo_08526
OG0001280	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884	bflo_05584
OG0001281	SCHMD05572	bflo_06100
OG0001282	SCHMD08027, SCHMD08026, SCHMD08025, SCHMD08022	bflo_26722, bflo_03069
OG0001284	SCHMD09316	bflo_19270
OG0001284	SCHMD00434	bflo_06254
OG0001285	SCHMD13791	bflo_10129
OG0001286	SCHMD05790	bflo_10170, bflo_26942
OG0001287	SCHMD07530	bflo_14817
OG0001291	SCHMD20641, SCHMD11793	bflo_08573
OG0001294	SCHMD26145, SCHMD28915, SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418	bflo_18510
OG0001296	SCHMD20454, SCHMD11060	bflo_12324
OG0001297	SCHMD10762	bflo_10353
OG0001300	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202	bflo_05337, bflo_26790, bflo_20405
OG0001302	SCHMD13885	bflo_25165
OG0001302	SCHMD08617, SCHMD27826	bflo_08709
OG0001304	SCHMD13840	bflo_13694
OG0001306	SCHMD04516	bflo_25980
OG0001308	SCHMD08020	bflo_08681
OG0001310	SCHMD19422	bflo_20260
OG0001310	SCHMD09167	bflo_17144
OG0001312	SCHMD02056, SCHMD02055	bflo_17709
OG0001316	SCHMD09192, SCHMD18009, SCHMD02920, SCHMD11271, SCHMD09191, SCHMD02919, SCHMD29629, SCHMD15981	bflo_15475
OG0001318	SCHMD07054	bflo_03324
OG0001318	SCHMD16802	bflo_04124
OG0001319	SCHMD14764	bflo_21304
OG0001320	SCHMD01321, SCHMD01324, SCHMD01322	bflo_10273
OG0001320	SCHMD05527	bflo_05629
OG0001321	SCHMD23818	bflo_08721
OG0001322	SCHMD09506	bflo_09889, bflo_23924
OG0001323	SCHMD18380, SCHMD28053	bflo_19666
OG0001325	SCHMD05728	bflo_13293
OG0001326	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423	bflo_09218
OG0001327	SCHMD08653, SCHMD04846	bflo_11384
OG0001329	SCHMD15324	bflo_08763, bflo_14333
OG0001331	SCHMD14545	bflo_08815
OG0001332	SCHMD04204	bflo_25758
OG0001333	SCHMD15673, SCHMD23155	bflo_09852
OG0001335	SCHMD26447	bflo_05620
OG0001337	SCHMD01703	bflo_05523
OG0001337	SCHMD11229, SCHMD01704, SCHMD14444	bflo_25577
OG0001339	SCHMD08909	bflo_09453
OG0001341	SCHMD01188, SCHMD02608	bflo_11107
OG0001345	SCHMD01304, SCHMD10432, SCHMD01305, SCHMD01303, SCHMD21023, SCHMD24520, SCHMD19982, SCHMD16568	bflo_10218, bflo_13505, bflo_09618, bflo_09615
OG0001348	SCHMD24331, SCHMD29399	bflo_21574
OG0001350	SCHMD16735, SCHMD15485, SCHMD23052	bflo_25719
OG0001351	SCHMD20739, SCHMD24185, SCHMD24241	bflo_21262
OG0001353	SCHMD10586	bflo_05764
OG0001354	SCHMD11475, SCHMD26080	bflo_21871
OG0001354	SCHMD12063	bflo_13887
OG0001355	SCHMD23781	bflo_10179
OG0001356	SCHMD21598, SCHMD19916	bflo_10948
OG0001357	SCHMD16921	bflo_21298
OG0001362	SCHMD04122, SCHMD05643, SCHMD13617	bflo_22855, bflo_10725
OG0001363	SCHMD05287, SCHMD16288, SCHMD05291	bflo_16519
OG0001367	SCHMD04624	bflo_16121
OG0001368	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303	bflo_01730, bflo_01015
OG0001368	SCHMD02343	bflo_20314
OG0001369	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521	bflo_11602
OG0001370	SCHMD12004	bflo_05809
OG0001370	SCHMD18225, SCHMD11963	bflo_18847
OG0001371	SCHMD02523	bflo_23286, bflo_22936, bflo_22937, bflo_22938
OG0001372	SCHMD12917	bflo_25830
OG0001372	SCHMD29815	bflo_13574
OG0001374	SCHMD12937	bflo_07194
OG0001375	SCHMD18333	bflo_05780, bflo_25517
OG0001376	SCHMD14191, SCHMD01800	bflo_06943
OG0001378	SCHMD12504, SCHMD07107	bflo_08974
OG0001379	SCHMD15234	bflo_21724
OG0001381	SCHMD02871, SCHMD02870	bflo_05543
OG0001383	SCHMD28197, SCHMD18572	bflo_16647
OG0001389	SCHMD02031, SCHMD17776	bflo_14302
OG0001394	SCHMD23211, SCHMD24249	bflo_15041
OG0001395	SCHMD08832	bflo_17427, bflo_09664
OG0001397	SCHMD08548, SCHMD08095	bflo_10128
OG0001399	SCHMD20091, SCHMD16432	bflo_21669, bflo_12579
OG0001400	SCHMD26317	bflo_02687
OG0001401	SCHMD15712	bflo_27383, bflo_21885, bflo_16741, bflo_02833, bflo_06418, bflo_21239, bflo_00707, bflo_03742, bflo_03741, bflo_07794, bflo_00181
OG0001402	SCHMD06853	bflo_19487
OG0001404	SCHMD14854	bflo_23159
OG0001404	SCHMD14853	bflo_24535
OG0001405	SCHMD16175	bflo_23990
OG0001406	SCHMD13359, SCHMD19152	bflo_21284
OG0001408	SCHMD23659, SCHMD15840, SCHMD15841	bflo_17072
OG0001409	SCHMD04792	bflo_11307
OG0001410	SCHMD09832	bflo_14262
OG0001410	SCHMD09687	bflo_13741
OG0001411	SCHMD13416, SCHMD19137	bflo_14652
OG0001412	SCHMD13223	bflo_09295, bflo_00729
OG0001413	SCHMD02827	bflo_20564
OG0001413	SCHMD02718	bflo_06589
OG0001414	SCHMD19649	bflo_10406
OG0001416	SCHMD01722	bflo_24922
OG0001417	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430	bflo_02373
OG0001421	SCHMD14208	bflo_21002
OG0001422	SCHMD18897, SCHMD04981, SCHMD04982	bflo_00253
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	bflo_06116, bflo_05585
OG0001426	SCHMD02033	bflo_24890
OG0001427	SCHMD03939, SCHMD00575	bflo_04082, bflo_04073
OG0001428	SCHMD06125	bflo_24663
OG0001429	SCHMD14421, SCHMD14419, SCHMD19373	bflo_17955
OG0001430	SCHMD00026	bflo_10599
OG0001432	SCHMD08255	bflo_22992
OG0001433	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242	bflo_06374
OG0001434	SCHMD11795	bflo_03898
OG0001438	SCHMD03715, SCHMD17114	bflo_24637
OG0001439	SCHMD09059	bflo_09385
OG0001439	SCHMD07462, SCHMD14352	bflo_23356
OG0001440	SCHMD08958, SCHMD08957	bflo_02819
OG0001445	SCHMD04082	bflo_08938
OG0001447	SCHMD14223	bflo_24721
OG0001449	SCHMD11900	bflo_06102
OG0001451	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340	bflo_06520, bflo_04723
OG0001452	SCHMD18703, SCHMD12394	bflo_05982
OG0001453	SCHMD06884, SCHMD06825	bflo_07649
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	bflo_14303
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	bflo_25643
OG0001456	SCHMD21418	bflo_05447
OG0001456	SCHMD22269, SCHMD26154	bflo_02658, bflo_03856
OG0001458	SCHMD07871	bflo_15346, bflo_14891
OG0001460	SCHMD10311, SCHMD23647	bflo_22004, bflo_21995
OG0001460	SCHMD10312, SCHMD23646	bflo_06898
OG0001464	SCHMD20463	bflo_02860
OG0001466	SCHMD12996, SCHMD13074	bflo_07291
OG0001467	SCHMD12343	bflo_06650, bflo_15911
OG0001467	SCHMD19099, SCHMD25578, SCHMD23876, SCHMD14454, SCHMD14218, SCHMD09966	bflo_22950, bflo_11088
OG0001468	SCHMD00390	bflo_02942
OG0001469	SCHMD09394	bflo_09303
OG0001469	SCHMD24067, SCHMD10449	bflo_14078
OG0001470	SCHMD02321	bflo_21111
OG0001470	SCHMD02317	bflo_07140
OG0001472	SCHMD12948	bflo_19444
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	bflo_09223
OG0001474	SCHMD07415	bflo_19387
OG0001474	SCHMD11576, SCHMD26877	bflo_23794
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	bflo_24732, bflo_24910
OG0001478	SCHMD26017	bflo_13944
OG0001479	SCHMD08556, SCHMD08688, SCHMD12413, SCHMD08686	bflo_16721
OG0001480	SCHMD13493	bflo_02349
OG0001481	SCHMD19667	bflo_07408
OG0001482	SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242	bflo_20862
OG0001483	SCHMD00397	bflo_22427
OG0001484	SCHMD14277	bflo_12487
OG0001488	SCHMD21551	bflo_19633, bflo_19632
OG0001490	SCHMD08286, SCHMD07637	bflo_06679
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	bflo_20319
OG0001493	SCHMD11122	bflo_07049
OG0001496	SCHMD04335	bflo_24592
OG0001501	SCHMD02704	bflo_17919, bflo_09946
OG0001502	SCHMD06697	bflo_23826
OG0001503	SCHMD25279, SCHMD19928	bflo_06788
OG0001503	SCHMD25148	bflo_23876
OG0001504	SCHMD05964	bflo_12663, bflo_20928, bflo_13456
OG0001505	SCHMD11449, SCHMD14373, SCHMD09878, SCHMD13864, SCHMD07951, SCHMD16094	bflo_09444, bflo_09445, bflo_09632, bflo_14121
OG0001506	SCHMD04881	bflo_24347
OG0001507	SCHMD00476, SCHMD00993	bflo_09479
OG0001508	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374	bflo_10335
OG0001510	SCHMD18904, SCHMD27815, SCHMD18903	bflo_25624
OG0001511	SCHMD14385	bflo_21400
OG0001512	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450	bflo_08360
OG0001513	SCHMD16029	bflo_00374
OG0001515	SCHMD18483	bflo_24482
OG0001516	SCHMD07784	bflo_25717
OG0001517	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460	bflo_11766, bflo_25356
OG0001519	SCHMD01453, SCHMD11573	bflo_06207
OG0001522	SCHMD06814	bflo_07703, bflo_06545, bflo_06794
OG0001524	SCHMD08154	bflo_09720
OG0001524	SCHMD06432	bflo_13114
OG0001525	SCHMD22768, SCHMD18999, SCHMD19000	bflo_20724
OG0001526	SCHMD16304	bflo_16661
OG0001527	SCHMD05435	bflo_21123
OG0001527	SCHMD08837	bflo_12778
OG0001531	SCHMD19431, SCHMD25771	bflo_10610
OG0001532	SCHMD11604	bflo_24051
OG0001533	SCHMD16757, SCHMD04796	bflo_07087
OG0001534	SCHMD13063	bflo_22738
OG0001536	SCHMD04145	bflo_16100
OG0001538	SCHMD03674	bflo_01463
OG0001538	SCHMD03672	bflo_13735, bflo_01432, bflo_00761, bflo_01431
OG0001546	SCHMD23904	bflo_21713
OG0001551	SCHMD21975	bflo_11722, bflo_27019
OG0001552	SCHMD26668	bflo_12216
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	bflo_07695
OG0001554	SCHMD11035	bflo_18473
OG0001555	SCHMD22987	bflo_14150, bflo_22388
OG0001557	SCHMD13972	bflo_11078
OG0001558	SCHMD18412, SCHMD28405	bflo_05037
OG0001559	SCHMD02521	bflo_13140
OG0001560	SCHMD19288, SCHMD02478	bflo_08072
OG0001561	SCHMD21318	bflo_11585
OG0001562	SCHMD20732, SCHMD29309	bflo_24650
OG0001563	SCHMD18145	bflo_06090, bflo_10722, bflo_05442, bflo_26270
OG0001565	SCHMD26958, SCHMD27759, SCHMD17155	bflo_17393
OG0001566	SCHMD02705	bflo_17501
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	bflo_24470
OG0001569	SCHMD19450	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460
OG0001570	SCHMD04583	bflo_25416
OG0001571	SCHMD26358	bflo_12672
OG0001571	SCHMD20861, SCHMD22039	bflo_19458
OG0001572	SCHMD04033	bflo_21964
OG0001572	SCHMD14275, SCHMD14274	bflo_12786
OG0001575	SCHMD13351	bflo_11339
OG0001576	SCHMD23672	bflo_02643
OG0001578	SCHMD10414	bflo_09036
OG0001580	SCHMD08361, SCHMD16167, SCHMD15393	bflo_12800
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	bflo_09911
OG0001589	SCHMD27652, SCHMD23084	bflo_22654
OG0001590	SCHMD09240	bflo_17658
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	bflo_07353
OG0001594	SCHMD14548, SCHMD07059	bflo_17592, bflo_12242
OG0001594	SCHMD10235	bflo_17591
OG0001596	SCHMD09207	bflo_11748
OG0001602	SCHMD00024	bflo_09147
OG0001603	SCHMD29329	bflo_15819
OG0001604	SCHMD02109	bflo_20603
OG0001605	SCHMD09782	bflo_13484, bflo_14059
OG0001609	SCHMD16467	bflo_21761
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	bflo_10966
OG0001610	SCHMD03213	bflo_01194
OG0001611	SCHMD04102, SCHMD12631	bflo_16854
OG0001612	SCHMD14255, SCHMD22594	bflo_17732
OG0001613	SCHMD05811	bflo_21289, bflo_18287, bflo_01217, bflo_01218, bflo_19879, bflo_19881, bflo_11308, bflo_18901, bflo_18997
OG0001614	SCHMD04001	bflo_05850
OG0001615	SCHMD11889, SCHMD13066, SCHMD14018	bflo_04085
OG0001617	SCHMD05139	bflo_11629
OG0001621	SCHMD26761, SCHMD18496	bflo_14954
OG0001623	SCHMD12998, SCHMD29690, SCHMD08483	bflo_14242
OG0001625	SCHMD28211, SCHMD26150	bflo_19760
OG0001627	SCHMD06117	bflo_10613, bflo_10609
OG0001630	SCHMD04044, SCHMD04169, SCHMD01052	bflo_24506
OG0001632	SCHMD12105, SCHMD26476	bflo_11892
OG0001633	SCHMD06756	bflo_13089
OG0001634	SCHMD24659	bflo_15784
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	bflo_11774
OG0001635	SCHMD28110	bflo_14263
OG0001636	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668	bflo_12513
OG0001638	SCHMD00159, SCHMD00160	bflo_20506
OG0001639	SCHMD07144	bflo_06123
OG0001640	SCHMD02843	bflo_11220
OG0001641	SCHMD03047	bflo_02353
OG0001642	SCHMD20801, SCHMD12647	bflo_20407
OG0001644	SCHMD20924	bflo_06394
OG0001651	SCHMD15448	bflo_07530
OG0001655	SCHMD06776	bflo_15013
OG0001656	SCHMD22556	bflo_02447
OG0001657	SCHMD12957	bflo_20602
OG0001659	SCHMD19168	bflo_17623
OG0001660	SCHMD01572, SCHMD29332	bflo_15018
OG0001662	SCHMD19275	bflo_18110
OG0001662	SCHMD25740	bflo_17483
OG0001664	SCHMD13680, SCHMD17585	bflo_26299
OG0001665	SCHMD19795	bflo_23160, bflo_22668
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	bflo_00429
OG0001667	SCHMD18800, SCHMD13601, SCHMD20100	bflo_19445
OG0001668	SCHMD04958	bflo_17191
OG0001670	SCHMD00224	bflo_26252
OG0001671	SCHMD21324	bflo_11632, bflo_11637
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	bflo_00223
OG0001676	SCHMD13666	bflo_08180
OG0001677	SCHMD13425	bflo_20838
OG0001682	SCHMD04768	bflo_04551, bflo_04552
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	bflo_17547
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	bflo_14264
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	bflo_14161
OG0001690	SCHMD02946	bflo_16304
OG0001691	SCHMD00990, SCHMD08142	bflo_19887
OG0001693	SCHMD18507, SCHMD16544	bflo_19690
OG0001695	SCHMD24124	bflo_05275, bflo_07735, bflo_07736, bflo_03951, bflo_04175, bflo_16106, bflo_04182, bflo_12151, bflo_04163, bflo_16894, bflo_04693
OG0001699	SCHMD01981	bflo_04840, bflo_13814, bflo_13237, bflo_13295, bflo_13641, bflo_00038
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	bflo_01901, bflo_01997, bflo_01998
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180	bflo_19700
OG0001708	SCHMD15863, SCHMD27570	bflo_03419
