Orthogroup	SCHMD	PFLAV
OG0000440	SCHMD23268, SCHMD12332, SCHMD21041, SCHMD06058, SCHMD20428, SCHMD03162, SCHMD04403, SCHMD01434, SCHMD21528, SCHMD25042, SCHMD22327, SCHMD08249, SCHMD26709, SCHMD27386, SCHMD21521, SCHMD12072, SCHMD18322, SCHMD19704, SCHMD26395, SCHMD21433, SCHMD06192, SCHMD10761, SCHMD18273, SCHMD06086, SCHMD26210, SCHMD25988, SCHMD16155, SCHMD13162, SCHMD04089, SCHMD16266, SCHMD01139, SCHMD25041, SCHMD08250, SCHMD12583, SCHMD15778, SCHMD25156, SCHMD06193, SCHMD21434, SCHMD13861, SCHMD26597, SCHMD04090, SCHMD11662, SCHMD14878, SCHMD07975, SCHMD25369, SCHMD20427, SCHMD12071, SCHMD19688, SCHMD26235, SCHMD04404, SCHMD25910, SCHMD21784, SCHMD10441, SCHMD14829, SCHMD29361, SCHMD02415, SCHMD17900, SCHMD03116, SCHMD22337, SCHMD07800, SCHMD11066, SCHMD14877, SCHMD19687, SCHMD27560, SCHMD23131, SCHMD17158, SCHMD10558, SCHMD10919, SCHMD03277, SCHMD13862, SCHMD21813, SCHMD02416, SCHMD12582, SCHMD06032, SCHMD12069, SCHMD00042	TCONS_00026853.p1, TCONS_00038745.p1
OG0000442	SCHMD12679	TCONS_00021580.p1
OG0000443	SCHMD09029	TCONS_00055579.p1
OG0000444	SCHMD00767, SCHMD00766	TCONS_00031849.p1, TCONS_00031859.p1, TCONS_00032514.p1, TCONS_00032512.p1, TCONS_00031853.p1, TCONS_00032513.p1, TCONS_00032517.p1, TCONS_00032518.p1, TCONS_00031857.p1, TCONS_00031854.p1, TCONS_00003709.p1, TCONS_00003710.p1, TCONS_00003707.p1, TCONS_00003706.p1, TCONS_00003708.p1, TCONS_00023010.p1
OG0000445	SCHMD29179	TCONS_00002401.p1, TCONS_00002110.p1, TCONS_00002102.p1, TCONS_00000750.p1, TCONS_00051673.p1, TCONS_00002921.p1, TCONS_00000935.p1, TCONS_00000936.p1, TCONS_00000920.p1
OG0000446	SCHMD12871	TCONS_00018303.p1
OG0000447	SCHMD15169, SCHMD15170, SCHMD24266	TCONS_00043056.p1
OG0000448	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489	TCONS_00044148.p1
OG0000449	SCHMD07671	TCONS_00006011.p1, TCONS_00039795.p1, TCONS_00006010.p1
OG0000450	SCHMD15839, SCHMD21713	TCONS_00006748.p1
OG0000454	SCHMD11564	TCONS_00029324.p1
OG0000459	SCHMD17754	TCONS_00055953.p1, TCONS_00057008.p1, TCONS_00055691.p1, TCONS_00055690.p1, TCONS_00055686.p1, TCONS_00055685.p1, TCONS_00055681.p1, TCONS_00055683.p1, TCONS_00055684.p1, TCONS_00055692.p1, TCONS_00055687.p1, TCONS_00055693.p1
OG0000461	SCHMD03515	TCONS_00019012.p1
OG0000461	SCHMD06358	TCONS_00005147.p1, TCONS_00027189.p1
OG0000465	SCHMD09590	TCONS_00046928.p1, TCONS_00045554.p1
OG0000467	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369	TCONS_00049014.p1
OG0000469	SCHMD15597	TCONS_00048981.p1
OG0000470	SCHMD03185	TCONS_00009548.p1
OG0000472	SCHMD01784	TCONS_00051600.p1, TCONS_00050509.p1
OG0000472	SCHMD01783	TCONS_00022965.p1, TCONS_00037384.p1
OG0000473	SCHMD29413, SCHMD13933	TCONS_00030345.p1, TCONS_00054731.p1, TCONS_00001860.p1, TCONS_00030859.p1, TCONS_00030858.p1, TCONS_00030860.p1, TCONS_00057149.p1, TCONS_00057150.p1, TCONS_00055947.p1
OG0000476	SCHMD25720, SCHMD19904	TCONS_00015828.p1, TCONS_00015826.p1, TCONS_00015827.p1, TCONS_00016255.p1, TCONS_00015832.p1
OG0000476	SCHMD04015	TCONS_00004869.p2, TCONS_00014664.p1
OG0000477	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496	TCONS_00056849.p1, TCONS_00056850.p1
OG0000478	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460	TCONS_00048865.p1, TCONS_00048864.p1, TCONS_00048866.p1
OG0000479	SCHMD14823, SCHMD04174	TCONS_00006853.p1
OG0000481	SCHMD12328	TCONS_00005590.p1
OG0000481	SCHMD11352, SCHMD11001	TCONS_00015361.p1
OG0000481	SCHMD06297	TCONS_00030958.p1
OG0000482	SCHMD06210, SCHMD03012	TCONS_00010197.p1
OG0000485	SCHMD13016, SCHMD17436	TCONS_00056294.p1, TCONS_00056292.p1
OG0000485	SCHMD16799	TCONS_00035498.p1
OG0000486	SCHMD19250	TCONS_00055977.p1, TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1
OG0000487	SCHMD20744	TCONS_00018203.p1, TCONS_00017152.p1
OG0000488	SCHMD01306, SCHMD17798, SCHMD16340	TCONS_00010218.p1
OG0000489	SCHMD11851, SCHMD19803, SCHMD25207	TCONS_00017175.p1
OG0000489	SCHMD11850, SCHMD24502, SCHMD26324	TCONS_00048831.p1
OG0000490	SCHMD03484, SCHMD03477, SCHMD21870, SCHMD21871	TCONS_00016246.p1
OG0000491	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998	TCONS_00044061.p1
OG0000494	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987	TCONS_00005711.p1, TCONS_00017975.p1
OG0000496	SCHMD08379, SCHMD27172	TCONS_00019620.p1
OG0000497	SCHMD07173	TCONS_00006015.p1
OG0000497	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018	TCONS_00016143.p1
OG0000503	SCHMD01390, SCHMD06719	TCONS_00023137.p1
OG0000503	SCHMD28480, SCHMD07183, SCHMD28610	TCONS_00016415.p1
OG0000504	SCHMD09636, SCHMD05294, SCHMD24012, SCHMD24184, SCHMD19827, SCHMD05293, SCHMD22132, SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007, SCHMD25497, SCHMD16466, SCHMD25962, SCHMD08165, SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263, SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164	TCONS_00028051.p1
OG0000505	SCHMD10454	TCONS_00048589.p1, TCONS_00031917.p1, TCONS_00031941.p1
OG0000505	SCHMD28069	TCONS_00031940.p1
OG0000506	SCHMD05024	TCONS_00020995.p1
OG0000509	SCHMD14563	TCONS_00034139.p1, TCONS_00033444.p1, TCONS_00000010.p1, TCONS_00046862.p1, TCONS_00006956.p1, TCONS_00041309.p1, TCONS_00043025.p1, TCONS_00038420.p1, TCONS_00049456.p1, TCONS_00008182.p1, TCONS_00003126.p1, TCONS_00022951.p1, TCONS_00006914.p1, TCONS_00039150.p1, TCONS_00046088.p1, TCONS_00008405.p1, TCONS_00019968.p1, TCONS_00050130.p1, TCONS_00002507.p1, TCONS_00004563.p1, TCONS_00041472.p1, TCONS_00054850.p1, TCONS_00015642.p1, TCONS_00050541.p1, TCONS_00040500.p1, TCONS_00033219.p1, TCONS_00053357.p1
OG0000513	SCHMD06575	TCONS_00030622.p1
OG0000514	SCHMD15950, SCHMD28993	TCONS_00013334.p1
OG0000519	SCHMD19355, SCHMD25526	TCONS_00022791.p1, TCONS_00005374.p1, TCONS_00005130.p1
OG0000520	SCHMD05956	TCONS_00004595.p1
OG0000520	SCHMD27845	TCONS_00035175.p1
OG0000521	SCHMD05167, SCHMD05164	TCONS_00011900.p1, TCONS_00040878.p1
OG0000523	SCHMD13520	TCONS_00054597.p1, TCONS_00002862.p1, TCONS_00002849.p1, TCONS_00002860.p1, TCONS_00003833.p1, TCONS_00028413.p1, TCONS_00034609.p1, TCONS_00028797.p1, TCONS_00034604.p1, TCONS_00034611.p1, TCONS_00029689.p1, TCONS_00028796.p1
OG0000524	SCHMD01087, SCHMD12691	TCONS_00030250.p1
OG0000525	SCHMD04369	TCONS_00016658.p1
OG0000525	SCHMD04371, SCHMD04372, SCHMD04370, SCHMD08343, SCHMD05318, SCHMD20361, SCHMD11591, SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	TCONS_00013078.p1
OG0000527	SCHMD13845	TCONS_00017774.p1
OG0000528	SCHMD03822	TCONS_00050473.p1
OG0000528	SCHMD02315, SCHMD09612	TCONS_00011667.p1
OG0000529	SCHMD06409	TCONS_00051513.p1
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	TCONS_00054317.p1
OG0000531	SCHMD13749	TCONS_00019301.p1
OG0000532	SCHMD07765	TCONS_00010389.p1, TCONS_00010391.p1, TCONS_00010388.p1, TCONS_00010394.p1, TCONS_00010393.p1, TCONS_00010386.p1, TCONS_00010396.p1, TCONS_00011312.p1, TCONS_00011287.p1, TCONS_00010385.p1
OG0000534	SCHMD09514	TCONS_00056562.p1
OG0000534	SCHMD04872	TCONS_00012237.p1
OG0000537	SCHMD19728, SCHMD06858, SCHMD15182, SCHMD11929	TCONS_00021934.p1
OG0000538	SCHMD23313	TCONS_00057157.p1
OG0000542	SCHMD05340, SCHMD05911, SCHMD06819	TCONS_00031701.p1
OG0000544	SCHMD08368	TCONS_00030309.p1
OG0000545	SCHMD20709	TCONS_00011122.p1
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	TCONS_00010058.p1
OG0000546	SCHMD15753, SCHMD08158	TCONS_00008901.p1, TCONS_00007684.p1, TCONS_00054150.p1, TCONS_00054189.p1, TCONS_00007686.p1
OG0000548	SCHMD11369	TCONS_00026418.p1, TCONS_00026417.p1
OG0000548	SCHMD02725, SCHMD00205	TCONS_00011838.p1
OG0000550	SCHMD04376, SCHMD04379, SCHMD24742	TCONS_00018437.p1
OG0000550	SCHMD04378	TCONS_00018438.p1
OG0000551	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979	TCONS_00046148.p1
OG0000551	SCHMD15481	TCONS_00027545.p1
OG0000552	SCHMD16245, SCHMD21874	TCONS_00051707.p1
OG0000552	SCHMD13011	TCONS_00043405.p1
OG0000552	SCHMD26203, SCHMD19357	TCONS_00045211.p1
OG0000552	SCHMD01116	TCONS_00021406.p1, TCONS_00011748.p1, TCONS_00021413.p1
OG0000553	SCHMD06981	TCONS_00013171.p1
OG0000554	SCHMD06339, SCHMD06340, SCHMD01332	TCONS_00054892.p1
OG0000560	SCHMD12681, SCHMD24482	TCONS_00050536.p1, TCONS_00050533.p1, TCONS_00010531.p1, TCONS_00012199.p1, TCONS_00010924.p1, TCONS_00003272.p1, TCONS_00051476.p1
OG0000561	SCHMD09766	TCONS_00005060.p1, TCONS_00006305.p1
OG0000566	SCHMD24931, SCHMD26489	TCONS_00032759.p1, TCONS_00032760.p1, TCONS_00020313.p1
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	TCONS_00053726.p1, TCONS_00052633.p1, TCONS_00002536.p1, TCONS_00029665.p1, TCONS_00028027.p1
OG0000567	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026	TCONS_00052701.p1
OG0000572	SCHMD10816	TCONS_00003540.p1
OG0000572	SCHMD25603	TCONS_00051108.p1, TCONS_00051073.p1, TCONS_00051074.p1
OG0000573	SCHMD01043, SCHMD15213, SCHMD24610	TCONS_00051396.p1
OG0000573	SCHMD16187	TCONS_00028054.p1
OG0000574	SCHMD01583, SCHMD12209	TCONS_00014265.p1
OG0000574	SCHMD00489	TCONS_00015177.p1
OG0000575	SCHMD10050, SCHMD14865	TCONS_00056676.p1, TCONS_00056668.p1
OG0000576	SCHMD17959, SCHMD00167, SCHMD15710	TCONS_00020537.p1
OG0000578	SCHMD00300, SCHMD17617	TCONS_00011983.p1
OG0000579	SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175	TCONS_00047924.p1, TCONS_00047936.p1
OG0000580	SCHMD26439, SCHMD25576, SCHMD24766	TCONS_00017332.p1
OG0000580	SCHMD23258, SCHMD14664, SCHMD05333	TCONS_00036517.p1
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	TCONS_00010068.p1
OG0000581	SCHMD03457	TCONS_00010067.p1
OG0000581	SCHMD28022	TCONS_00011411.p1
OG0000582	SCHMD16063, SCHMD04882	TCONS_00015865.p1
OG0000583	SCHMD01121	TCONS_00000895.p1
OG0000583	SCHMD14346, SCHMD17189	TCONS_00000896.p1
OG0000584	SCHMD07152	TCONS_00015392.p1, TCONS_00015416.p1
OG0000586	SCHMD16050, SCHMD19532	TCONS_00035934.p1
OG0000587	SCHMD03879, SCHMD05571	TCONS_00022545.p1
OG0000588	SCHMD01542	TCONS_00053411.p1
OG0000588	SCHMD07022	TCONS_00001171.p1
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	TCONS_00023963.p1
OG0000590	SCHMD08634	TCONS_00002842.p1, TCONS_00002855.p1
OG0000590	SCHMD18326	TCONS_00007322.p1
OG0000591	SCHMD10835	TCONS_00012323.p1
OG0000591	SCHMD09047	TCONS_00022888.p1
OG0000592	SCHMD11895, SCHMD04777	TCONS_00039415.p1, TCONS_00015543.p1, TCONS_00039411.p1, TCONS_00039412.p1, TCONS_00039413.p1, TCONS_00039414.p1
OG0000594	SCHMD01864	TCONS_00048592.p1
OG0000597	SCHMD00271	TCONS_00005133.p1
OG0000602	SCHMD08918, SCHMD16862	TCONS_00020864.p1, TCONS_00021886.p1
OG0000603	SCHMD15890	TCONS_00010667.p1
OG0000604	SCHMD27467, SCHMD15254, SCHMD15897	TCONS_00009810.p1
OG0000608	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452	TCONS_00041690.p1
OG0000609	SCHMD17568	TCONS_00003985.p1
OG0000610	SCHMD01064	TCONS_00016228.p1
OG0000611	SCHMD07468	TCONS_00043712.p1
OG0000611	SCHMD10118	TCONS_00008633.p1
OG0000612	SCHMD04363, SCHMD09119	TCONS_00026134.p1
OG0000612	SCHMD12368	TCONS_00008817.p1
OG0000613	SCHMD19801, SCHMD26357, SCHMD15315	TCONS_00018679.p1, TCONS_00017693.p1
OG0000614	SCHMD14215, SCHMD02001	TCONS_00010741.p1
OG0000615	SCHMD18570, SCHMD15390, SCHMD03881, SCHMD24438, SCHMD15895, SCHMD15391, SCHMD21719, SCHMD22476	TCONS_00021814.p1
OG0000623	SCHMD06017, SCHMD06018	TCONS_00045077.p1
OG0000623	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585	TCONS_00014399.p1
OG0000624	SCHMD01951	TCONS_00056401.p1
OG0000625	SCHMD20917	TCONS_00021750.p1, TCONS_00021751.p1
OG0000626	SCHMD22993, SCHMD02730, SCHMD02477	TCONS_00016980.p1
OG0000628	SCHMD21997	TCONS_00000408.p1
OG0000628	SCHMD24762, SCHMD25901	TCONS_00046680.p1
OG0000634	SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845	TCONS_00003886.p1
OG0000635	SCHMD14919, SCHMD24865, SCHMD18425, SCHMD10798	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1
OG0000636	SCHMD23842, SCHMD07652, SCHMD03198	TCONS_00026316.p1
OG0000637	SCHMD06815	TCONS_00038966.p1
OG0000637	SCHMD14376	TCONS_00000926.p1
OG0000637	SCHMD24038	TCONS_00015012.p1, TCONS_00010073.p1
OG0000639	SCHMD15823	TCONS_00028238.p1
OG0000639	SCHMD12604, SCHMD12603	TCONS_00009320.p1
OG0000642	SCHMD07724	TCONS_00030948.p1
OG0000643	SCHMD14321	TCONS_00054014.p1
OG0000645	SCHMD29005	TCONS_00020836.p1
OG0000646	SCHMD24176	TCONS_00052038.p1
OG0000646	SCHMD25176, SCHMD22477	TCONS_00008685.p1
OG0000647	SCHMD29494	TCONS_00023134.p1, TCONS_00020958.p1
OG0000648	SCHMD18065	TCONS_00008067.p1
OG0000649	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271	TCONS_00055726.p1, TCONS_00055727.p1, TCONS_00012037.p1, TCONS_00055655.p1, TCONS_00055728.p1, TCONS_00055725.p1, TCONS_00057271.p1, TCONS_00007234.p1, TCONS_00007197.p1
OG0000651	SCHMD02428	TCONS_00019574.p1
OG0000654	SCHMD01650, SCHMD19469	TCONS_00003642.p1
OG0000657	SCHMD14158	TCONS_00000969.p1
OG0000657	SCHMD14159, SCHMD28173	TCONS_00019776.p1
OG0000657	SCHMD18210	TCONS_00019778.p1
OG0000660	SCHMD02770	TCONS_00056935.p1
OG0000660	SCHMD20422, SCHMD27193	TCONS_00001169.p1
OG0000662	SCHMD05635	TCONS_00012593.p1
OG0000663	SCHMD28509, SCHMD28508, SCHMD08739	TCONS_00053215.p1
OG0000664	SCHMD04491, SCHMD14555	TCONS_00049409.p1
OG0000664	SCHMD04182	TCONS_00003405.p1, TCONS_00004385.p1
OG0000665	SCHMD09294	TCONS_00028513.p1, TCONS_00028512.p1, TCONS_00029643.p3
OG0000670	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100	TCONS_00022803.p1, TCONS_00022414.p1
OG0000672	SCHMD10307, SCHMD15500	TCONS_00021249.p1, TCONS_00022408.p1
OG0000672	SCHMD03901	TCONS_00009740.p1
OG0000674	SCHMD14256	TCONS_00028994.p1
OG0000674	SCHMD27363, SCHMD28202	TCONS_00024122.p1
OG0000676	SCHMD08131	TCONS_00022372.p1
OG0000678	SCHMD28149, SCHMD21688	TCONS_00014311.p1
OG0000680	SCHMD17558	TCONS_00045613.p1
OG0000680	SCHMD25925	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1
OG0000681	SCHMD26784, SCHMD03976	TCONS_00042950.p1
OG0000682	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512	TCONS_00026219.p1
OG0000683	SCHMD21601	TCONS_00022902.p1
OG0000684	SCHMD07403	TCONS_00009346.p1
OG0000685	SCHMD02797, SCHMD09882, SCHMD09879, SCHMD09881	TCONS_00023333.p1, TCONS_00023203.p1
OG0000690	SCHMD24354	TCONS_00046093.p1
OG0000690	SCHMD17313, SCHMD21259, SCHMD18093	TCONS_00001720.p1
OG0000692	SCHMD11826	TCONS_00052734.p1
OG0000692	SCHMD02580	TCONS_00006462.p1, TCONS_00006453.p1, TCONS_00006460.p1
OG0000694	SCHMD02121, SCHMD02119	TCONS_00014772.p1
OG0000695	SCHMD25508	TCONS_00025130.p1
OG0000696	SCHMD17223, SCHMD17224, SCHMD29303	TCONS_00018845.p1
OG0000696	SCHMD10590	TCONS_00047236.p1
OG0000697	SCHMD10349, SCHMD08041	TCONS_00048562.p1
OG0000698	SCHMD15424	TCONS_00010311.p1
OG0000699	SCHMD20380, SCHMD24169, SCHMD20675, SCHMD24967	TCONS_00021271.p1
OG0000702	SCHMD21765, SCHMD21766	TCONS_00020216.p1
OG0000703	SCHMD03880	TCONS_00030196.p1
OG0000706	SCHMD26259, SCHMD27843	TCONS_00047273.p1
OG0000708	SCHMD25653	TCONS_00052744.p1
OG0000709	SCHMD18124	TCONS_00003484.p1
OG0000709	SCHMD20599, SCHMD21920	TCONS_00011621.p1
OG0000710	SCHMD02362, SCHMD00177, SCHMD02354, SCHMD10827, SCHMD18803, SCHMD02525, SCHMD27616, SCHMD13241	TCONS_00022432.p1
OG0000711	SCHMD16082	TCONS_00036664.p1, TCONS_00036685.p1
OG0000711	SCHMD02785	TCONS_00036548.p1
OG0000712	SCHMD23626	TCONS_00043106.p1
OG0000713	SCHMD17095	TCONS_00020883.p1
OG0000716	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1
OG0000717	SCHMD26760, SCHMD12553	TCONS_00016080.p1, TCONS_00016081.p1
OG0000718	SCHMD24218	TCONS_00035589.p1
OG0000720	SCHMD03708	TCONS_00033138.p1
OG0000721	SCHMD15260, SCHMD29752, SCHMD09543	TCONS_00006398.p1, TCONS_00000729.p1
OG0000722	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124	TCONS_00010253.p1
OG0000724	SCHMD07525, SCHMD08666	TCONS_00011523.p1
OG0000725	SCHMD11698	TCONS_00015059.p1
OG0000725	SCHMD23954	TCONS_00023276.p1
OG0000725	SCHMD14819, SCHMD12919	TCONS_00025265.p1
OG0000731	SCHMD03063	TCONS_00021358.p1
OG0000732	SCHMD09651	TCONS_00022768.p1
OG0000732	SCHMD05249	TCONS_00053142.p1
OG0000733	SCHMD28225, SCHMD15626	TCONS_00011607.p1
OG0000733	SCHMD13904, SCHMD02163	TCONS_00010891.p1
OG0000734	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342, SCHMD09685, SCHMD09684, SCHMD15319, SCHMD24961, SCHMD26040, SCHMD09274, SCHMD04119	TCONS_00015907.p1
OG0000735	SCHMD07620	TCONS_00016800.p1
OG0000737	SCHMD13872, SCHMD06037, SCHMD06036, SCHMD13871, SCHMD06038, SCHMD26765, SCHMD20700, SCHMD19426, SCHMD19425, SCHMD16484, SCHMD24684	TCONS_00041554.p1
OG0000740	SCHMD13587	TCONS_00055839.p1
OG0000740	SCHMD06868	TCONS_00016565.p1
OG0000748	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770	TCONS_00032693.p1, TCONS_00032043.p1, TCONS_00038828.p1, TCONS_00032688.p1, TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1, TCONS_00038855.p1, TCONS_00038825.p1
OG0000751	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408	TCONS_00056206.p1
OG0000752	SCHMD03946	TCONS_00027586.p1
OG0000752	SCHMD12645	TCONS_00000980.p1
OG0000753	SCHMD14739	TCONS_00033131.p1
OG0000753	SCHMD19308, SCHMD17874	TCONS_00034978.p1
OG0000754	SCHMD22890	TCONS_00007992.p1, TCONS_00057184.p1, TCONS_00045091.p1, TCONS_00051330.p1, TCONS_00018094.p1, TCONS_00018093.p1, TCONS_00018092.p1, TCONS_00018099.p1, TCONS_00018095.p1, TCONS_00045092.p1
OG0000757	SCHMD13979, SCHMD10753, SCHMD18486	TCONS_00041747.p1, TCONS_00006887.p1, TCONS_00006876.p1
OG0000758	SCHMD07281	TCONS_00016783.p1
OG0000759	SCHMD21958	TCONS_00002581.p1
OG0000762	SCHMD24589, SCHMD13724, SCHMD08577, SCHMD18827, SCHMD18828	TCONS_00002922.p1
OG0000763	SCHMD22978, SCHMD08138	TCONS_00029111.p1
OG0000764	SCHMD16330	TCONS_00015937.p1
OG0000765	SCHMD21723, SCHMD22880	TCONS_00009967.p1
OG0000765	SCHMD29001	TCONS_00040300.p1
OG0000766	SCHMD09465	TCONS_00014553.p1
OG0000766	SCHMD07087	TCONS_00028822.p1, TCONS_00032747.p1
OG0000768	SCHMD13165, SCHMD22067	TCONS_00049576.p1
OG0000772	SCHMD07550, SCHMD11404	TCONS_00030063.p1
OG0000772	SCHMD29807	TCONS_00008408.p1
OG0000774	SCHMD13406	TCONS_00052735.p1
OG0000774	SCHMD04364	TCONS_00049083.p1
OG0000776	SCHMD10487	TCONS_00046336.p1, TCONS_00030153.p1, TCONS_00030152.p1, TCONS_00009195.p1, TCONS_00030151.p1
OG0000777	SCHMD17125	TCONS_00013796.p1
OG0000778	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513	TCONS_00050643.p1
OG0000780	SCHMD13998, SCHMD18889	TCONS_00009656.p1
OG0000780	SCHMD10385	TCONS_00031946.p1, TCONS_00031922.p1
OG0000781	SCHMD21689, SCHMD23281, SCHMD14588	TCONS_00014005.p1
OG0000782	SCHMD01655, SCHMD14818	TCONS_00028725.p1
OG0000784	SCHMD19992, SCHMD27743	TCONS_00017272.p1
OG0000787	SCHMD22606, SCHMD20069, SCHMD13786	TCONS_00030413.p1
OG0000788	SCHMD11830, SCHMD18844	TCONS_00037097.p1
OG0000788	SCHMD06628	TCONS_00028163.p1
OG0000791	SCHMD20330, SCHMD18169, SCHMD20086	TCONS_00055031.p1
OG0000794	SCHMD10042	TCONS_00016640.p1
OG0000798	SCHMD19563, SCHMD17465, SCHMD04713	TCONS_00044180.p1
OG0000799	SCHMD17640	TCONS_00026061.p1
OG0000801	SCHMD09238	TCONS_00020737.p1
OG0000809	SCHMD21850, SCHMD00682	TCONS_00053785.p1
OG0000810	SCHMD03195, SCHMD03113	TCONS_00052958.p1
OG0000810	SCHMD06140, SCHMD03114	TCONS_00054964.p1
OG0000814	SCHMD03060, SCHMD13676	TCONS_00016541.p1
OG0000814	SCHMD07352	TCONS_00050568.p1
OG0000819	SCHMD03878	TCONS_00024907.p1, TCONS_00024899.p1
OG0000819	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618	TCONS_00038938.p1, TCONS_00006793.p1
OG0000824	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375	TCONS_00020720.p1, TCONS_00019654.p1, TCONS_00021735.p1
