Orthogroup	SCHMD	APOSC_ok
OG0001310	SCHMD19422	APOSC_08777, APOSC_16039
OG0001310	SCHMD09167	APOSC_12794
OG0001311	SCHMD05801	APOSC_06535, APOSC_06536
OG0001318	SCHMD07054	APOSC_20047
OG0001318	SCHMD16802	APOSC_08207
OG0001319	SCHMD14764	APOSC_07704
OG0001320	SCHMD05527	APOSC_12164
OG0001321	SCHMD23818	APOSC_09384
OG0001322	SCHMD09506	APOSC_08768, APOSC_06842
OG0001323	SCHMD18380, SCHMD28053	APOSC_20876
OG0001325	SCHMD05728	APOSC_01729
OG0001326	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423	APOSC_23911
OG0001327	SCHMD08653, SCHMD04846	APOSC_16461
OG0001328	SCHMD23086	APOSC_14560
OG0001329	SCHMD15324	APOSC_28234
OG0001331	SCHMD14545	APOSC_17937
OG0001332	SCHMD04204	APOSC_17203, APOSC_16944, APOSC_26743
OG0001333	SCHMD15673, SCHMD23155	APOSC_19820, APOSC_18829
OG0001335	SCHMD26447	APOSC_04738
OG0001335	SCHMD04673	APOSC_29129
OG0001337	SCHMD01703	APOSC_17535
OG0001337	SCHMD11229, SCHMD01704, SCHMD14444	APOSC_06896
OG0001341	SCHMD01188, SCHMD02608	APOSC_25206
OG0001348	SCHMD24331, SCHMD29399	APOSC_29006, APOSC_29007, APOSC_29008
OG0001350	SCHMD23052	APOSC_19044
OG0001350	SCHMD17071, SCHMD29804, SCHMD10618	APOSC_01807, APOSC_12828, APOSC_28227
OG0001351	SCHMD20739, SCHMD24185	APOSC_12255, APOSC_12254
OG0001353	SCHMD10586	APOSC_25721
OG0001354	SCHMD11475, SCHMD26080	APOSC_27231
OG0001354	SCHMD12063	APOSC_23529
OG0001355	SCHMD23781	APOSC_12249
OG0001356	SCHMD21598, SCHMD19916	APOSC_18143
OG0001357	SCHMD16922, SCHMD25884	APOSC_21952
OG0001357	SCHMD16921	APOSC_06611
OG0001362	SCHMD04122, SCHMD05643, SCHMD13617	APOSC_07416, APOSC_07418
OG0001362	SCHMD26327, SCHMD13619, SCHMD27588, SCHMD05644	APOSC_07417
OG0001363	SCHMD05287, SCHMD16288, SCHMD05291	APOSC_13047, APOSC_04146, APOSC_25033
OG0001364	SCHMD00323	APOSC_16425, APOSC_10770
OG0001364	SCHMD27572, SCHMD21273	APOSC_01652
OG0001367	SCHMD04624	APOSC_02909
OG0001368	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303, SCHMD02343	APOSC_19224
OG0001369	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521	APOSC_00594, APOSC_00593
OG0001370	SCHMD12004	APOSC_20803, APOSC_20802, APOSC_05081
OG0001370	SCHMD18225, SCHMD11963	APOSC_27098, APOSC_10358, APOSC_27099
OG0001371	SCHMD02523	APOSC_04765, APOSC_24656, APOSC_24655, APOSC_12215
OG0001372	SCHMD12353, SCHMD23970	APOSC_13607
OG0001372	SCHMD29815	APOSC_07222
OG0001374	SCHMD12937	APOSC_13404
OG0001375	SCHMD18333	APOSC_04608, APOSC_01077
OG0001378	SCHMD12504, SCHMD07107	APOSC_25235
OG0001379	SCHMD15234	APOSC_16176
OG0001381	SCHMD02869, SCHMD02871, SCHMD02870	APOSC_12542, APOSC_12541, APOSC_12540, APOSC_12539
OG0001383	SCHMD28197, SCHMD18572	APOSC_03991
OG0001386	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663	APOSC_07383, APOSC_07382
OG0001388	SCHMD08532, SCHMD23425, SCHMD17454, SCHMD02828, SCHMD15156, SCHMD02831, SCHMD24634, SCHMD12999	APOSC_08589
OG0001389	SCHMD02031, SCHMD17776	APOSC_23942
OG0001394	SCHMD23211, SCHMD24249	APOSC_06779, APOSC_06780
OG0001395	SCHMD11706, SCHMD08832	APOSC_17993
OG0001397	SCHMD08548, SCHMD08095	APOSC_16804
OG0001399	SCHMD20091, SCHMD16432	APOSC_04275, APOSC_15359
OG0001400	SCHMD26317	APOSC_16578, APOSC_16577
OG0001401	SCHMD15712	APOSC_06205, APOSC_19541
OG0001402	SCHMD06853	APOSC_08403, APOSC_08404
OG0001404	SCHMD14856	APOSC_08601
OG0001404	SCHMD14853	APOSC_26753
OG0001405	SCHMD16175	APOSC_16445
OG0001406	SCHMD13359, SCHMD19152	APOSC_16330
OG0001408	SCHMD23659, SCHMD15840, SCHMD15841	APOSC_19450, APOSC_19451
OG0001409	SCHMD04792	APOSC_14068, APOSC_14069
OG0001410	SCHMD09832	APOSC_18435
OG0001410	SCHMD09687	APOSC_02633
OG0001411	SCHMD13417, SCHMD19317, SCHMD13416, SCHMD19137	APOSC_10503, APOSC_27904
OG0001412	SCHMD13223	APOSC_01814, APOSC_01813, APOSC_01812
OG0001413	SCHMD02827	APOSC_20512
OG0001413	SCHMD02718	APOSC_06316
OG0001414	SCHMD19649	APOSC_08515
OG0001415	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947	APOSC_18593
OG0001416	SCHMD01722	APOSC_03441
OG0001417	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430	APOSC_22003
OG0001421	SCHMD14208	APOSC_15996
OG0001422	SCHMD18897, SCHMD04981, SCHMD04982	APOSC_14929
OG0001424	SCHMD23260, SCHMD24676	APOSC_21376
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	APOSC_26741, APOSC_26740
OG0001426	SCHMD02033	APOSC_20670, APOSC_20669
OG0001427	SCHMD03939, SCHMD00575	APOSC_07658
OG0001428	SCHMD06125	APOSC_18933
OG0001429	SCHMD14421	APOSC_27011, APOSC_27010
OG0001429	SCHMD14419	APOSC_27009
OG0001429	SCHMD19373	APOSC_22153
OG0001430	SCHMD00026	APOSC_10425
OG0001432	SCHMD22173	APOSC_10777
OG0001433	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242	APOSC_21533
OG0001434	SCHMD11795	APOSC_12550
OG0001439	SCHMD07462, SCHMD14352	APOSC_11256
OG0001440	SCHMD08958, SCHMD08957	APOSC_20481
OG0001445	SCHMD04082	APOSC_01766
OG0001447	SCHMD14223	APOSC_07024, APOSC_07026, APOSC_07025, APOSC_07023
OG0001449	SCHMD11900	APOSC_12099
OG0001451	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340	APOSC_16226, APOSC_16661
OG0001453	SCHMD06884, SCHMD06825	APOSC_02976
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	APOSC_10077
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	APOSC_20486
OG0001456	SCHMD22269, SCHMD26154	APOSC_10360, APOSC_00503
OG0001459	SCHMD26904, SCHMD06959	APOSC_11819
OG0001460	SCHMD10311, SCHMD23647	APOSC_17898
OG0001460	SCHMD10312, SCHMD23646	APOSC_12171
OG0001464	SCHMD20463	APOSC_00690
OG0001466	SCHMD12996, SCHMD13074	APOSC_14104
OG0001467	SCHMD12343	APOSC_21011
OG0001467	SCHMD19099	APOSC_12095
OG0001468	SCHMD00390	APOSC_26571
OG0001469	SCHMD09394	APOSC_21558
OG0001469	SCHMD24067, SCHMD10449	APOSC_12521
OG0001470	SCHMD02321, SCHMD02318	APOSC_15496
OG0001472	SCHMD12948	APOSC_03478
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	APOSC_26882
OG0001474	SCHMD07415	APOSC_00391
OG0001474	SCHMD11576, SCHMD26877	APOSC_28339
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	APOSC_19285, APOSC_00671
OG0001478	SCHMD22576, SCHMD26017	APOSC_12978
OG0001479	SCHMD12413, SCHMD08686	APOSC_29168
OG0001480	SCHMD13493	APOSC_05352
OG0001482	SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242	APOSC_19050
OG0001483	SCHMD00397	APOSC_20800
OG0001484	SCHMD14277	APOSC_25021, APOSC_13556
OG0001488	SCHMD21551	APOSC_00153, APOSC_28110, APOSC_26977, APOSC_09269
OG0001490	SCHMD08286, SCHMD07637	APOSC_22165
OG0001492	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591	APOSC_14714
OG0001501	SCHMD02704	APOSC_12105, APOSC_12106, APOSC_12104, APOSC_12107
OG0001502	SCHMD06697	APOSC_05753, APOSC_21241
OG0001503	SCHMD25279, SCHMD19928	APOSC_07503
OG0001503	SCHMD25148	APOSC_29093
OG0001504	SCHMD05964	APOSC_05548
OG0001505	SCHMD11449, SCHMD14373, SCHMD09878, SCHMD13864, SCHMD07951, SCHMD16094	APOSC_22405, APOSC_28266, APOSC_14626, APOSC_02151, APOSC_07032
OG0001506	SCHMD04881	APOSC_17974, APOSC_17975
OG0001507	SCHMD00476, SCHMD00993	APOSC_20414
OG0001508	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374	APOSC_21339, APOSC_21338
OG0001510	SCHMD18904, SCHMD27815, SCHMD18903	APOSC_12053, APOSC_12055
OG0001511	SCHMD14385	APOSC_07488, APOSC_26249
OG0001512	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450	APOSC_13901
OG0001514	SCHMD13607, SCHMD17180	APOSC_20210
OG0001515	SCHMD18483	APOSC_23285
OG0001516	SCHMD07784	APOSC_04613, APOSC_04614
OG0001517	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460	APOSC_10273
OG0001522	SCHMD06814	APOSC_05577, APOSC_16037
OG0001524	SCHMD08154	APOSC_18612
OG0001524	SCHMD06432	APOSC_18631
OG0001525	SCHMD08330	APOSC_11644
OG0001526	SCHMD16304	APOSC_21222, APOSC_12286
OG0001527	SCHMD05435	APOSC_26650
OG0001527	SCHMD08837	APOSC_04022
OG0001530	SCHMD09337	APOSC_25625
OG0001531	SCHMD25753	APOSC_14320
OG0001532	SCHMD11604	APOSC_13448
OG0001534	SCHMD13063	APOSC_07636
OG0001536	SCHMD04145	APOSC_15383
OG0001538	SCHMD03674	APOSC_23666, APOSC_28290, APOSC_04002
OG0001538	SCHMD03672	APOSC_00066
OG0001551	SCHMD21975	APOSC_25143
OG0001553	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566	APOSC_17818, APOSC_17817, APOSC_17816, APOSC_05111
OG0001554	SCHMD11035	APOSC_12359
OG0001555	SCHMD19851, SCHMD25726	APOSC_16440
OG0001555	SCHMD28090, SCHMD24412, SCHMD21363, SCHMD25892, SCHMD18696, SCHMD09131, SCHMD01581	APOSC_01345
OG0001557	SCHMD13972	APOSC_21247
OG0001558	SCHMD18412, SCHMD28405	APOSC_12692
OG0001559	SCHMD02521	APOSC_06915
OG0001560	SCHMD19288, SCHMD02478	APOSC_19389
OG0001561	SCHMD21318	APOSC_03964
OG0001562	SCHMD12692	APOSC_17379
OG0001563	SCHMD18145	APOSC_15427, APOSC_27127, APOSC_21984
OG0001566	SCHMD15713	APOSC_18245
OG0001566	SCHMD02705	APOSC_18241, APOSC_18242, APOSC_18244, APOSC_18243
OG0001567	SCHMD03492, SCHMD11013, SCHMD12195	APOSC_14453
OG0001568	SCHMD04206	APOSC_28643
OG0001570	SCHMD04583	APOSC_29138
OG0001571	SCHMD26358	APOSC_08835
OG0001571	SCHMD20861, SCHMD22039	APOSC_26437, APOSC_26436, APOSC_26438
OG0001572	SCHMD04033	APOSC_16015, APOSC_16016
OG0001572	SCHMD14275, SCHMD14274	APOSC_02447
OG0001575	SCHMD13351	APOSC_20344
OG0001576	SCHMD23672	APOSC_19353, APOSC_19354
OG0001577	SCHMD02297, SCHMD06744, SCHMD18430, SCHMD08006	APOSC_27543
OG0001578	SCHMD10414	APOSC_25871
OG0001580	SCHMD08361, SCHMD16167, SCHMD15393	APOSC_04582, APOSC_04583
OG0001582	SCHMD10962, SCHMD17543, SCHMD18112	APOSC_09174
OG0001583	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526	APOSC_05042, APOSC_05043, APOSC_05041
OG0001589	SCHMD27652, SCHMD23084	APOSC_14644
OG0001593	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687	APOSC_01201, APOSC_17370
OG0001594	SCHMD14548, SCHMD07059	APOSC_14190, APOSC_13045
OG0001594	SCHMD10235	APOSC_16430
OG0001597	SCHMD15780, SCHMD26075	APOSC_18499
OG0001602	SCHMD05345, SCHMD00022	APOSC_07763, APOSC_07762
OG0001603	SCHMD29329	APOSC_08042
OG0001604	SCHMD02109	APOSC_08984
OG0001609	SCHMD16467	APOSC_15382
OG0001609	SCHMD16231, SCHMD10959, SCHMD10960	APOSC_18863
OG0001611	SCHMD04102, SCHMD12631	APOSC_16863
OG0001612	SCHMD14255, SCHMD22594	APOSC_20257
OG0001613	SCHMD05811	APOSC_06867
OG0001614	SCHMD04001	APOSC_25539
OG0001615	SCHMD14018	APOSC_22981, APOSC_22982
OG0001617	SCHMD05139	APOSC_17358, APOSC_17357
OG0001620	SCHMD22740, SCHMD18214	APOSC_25992
OG0001621	SCHMD26761, SCHMD18496	APOSC_06290, APOSC_06292, APOSC_06291
OG0001623	SCHMD12998, SCHMD29690, SCHMD08483	APOSC_26623
OG0001625	SCHMD22149	APOSC_05825, APOSC_05827
OG0001627	SCHMD06117	APOSC_09790, APOSC_14367
OG0001629	SCHMD24158, SCHMD07179, SCHMD15006, SCHMD06466, SCHMD05240, SCHMD17637, SCHMD25524	APOSC_27623
OG0001630	SCHMD04044, SCHMD04169, SCHMD01052	APOSC_00299
OG0001630	SCHMD26993	APOSC_00298
OG0001633	SCHMD06756	APOSC_03906
OG0001634	SCHMD24659	APOSC_06560
OG0001634	SCHMD04359, SCHMD08780, SCHMD05004	APOSC_05598
OG0001635	SCHMD28110	APOSC_00598
OG0001636	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668	APOSC_20219
OG0001638	SCHMD00159, SCHMD00160	APOSC_28340
OG0001639	SCHMD07144	APOSC_07448, APOSC_07449
OG0001640	SCHMD02843	APOSC_08604, APOSC_08605
OG0001641	SCHMD03047	APOSC_16997
OG0001642	SCHMD20801, SCHMD12647	APOSC_01391, APOSC_01390
OG0001644	SCHMD20924	APOSC_08859
OG0001646	SCHMD00577	APOSC_26783, APOSC_26528, APOSC_08803
OG0001651	SCHMD15448	APOSC_18928, APOSC_18929
OG0001653	SCHMD11720	APOSC_25182
OG0001653	SCHMD13946	APOSC_08321
OG0001655	SCHMD06776	APOSC_19955
OG0001656	SCHMD22556	APOSC_13800, APOSC_15673
OG0001657	SCHMD07705, SCHMD10000, SCHMD12957	APOSC_20037
OG0001660	SCHMD01572, SCHMD29332	APOSC_25851
OG0001662	SCHMD19275	APOSC_03197
OG0001662	SCHMD25740	APOSC_24638
OG0001665	SCHMD19795	APOSC_03053, APOSC_26736
OG0001666	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331	APOSC_19309, APOSC_18453, APOSC_20901
OG0001667	SCHMD18800, SCHMD13601, SCHMD20100	APOSC_19485
OG0001668	SCHMD04958	APOSC_25820
OG0001670	SCHMD00224	APOSC_21046, APOSC_19039
OG0001671	SCHMD21324	APOSC_08987, APOSC_20652
OG0001672	SCHMD13295, SCHMD11258	APOSC_24758
OG0001672	SCHMD11260, SCHMD13294, SCHMD11259	APOSC_09103, APOSC_09104
OG0001676	SCHMD13666	APOSC_11977
OG0001677	SCHMD13425	APOSC_19672, APOSC_08955, APOSC_00896, APOSC_10740, APOSC_06257
OG0001682	SCHMD04767	APOSC_27126, APOSC_27124, APOSC_27125
OG0001683	SCHMD09006, SCHMD12944, SCHMD06427	APOSC_24984
OG0001685	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626	APOSC_17276, APOSC_03873
OG0001688	SCHMD12122, SCHMD25973, SCHMD11868	APOSC_10916
OG0001690	SCHMD02947, SCHMD02948, SCHMD29617	APOSC_11666
OG0001691	SCHMD00990, SCHMD08142	APOSC_09746
OG0001691	SCHMD00989	APOSC_09745, APOSC_09749, APOSC_09748
OG0001693	SCHMD18507, SCHMD16544	APOSC_17934, APOSC_21564, APOSC_03466
OG0001707	SCHMD28717, SCHMD29464, SCHMD20857	APOSC_26684
OG0001708	SCHMD28849, SCHMD14466, SCHMD06180, SCHMD15863, SCHMD27570	APOSC_07420
OG0001711	SCHMD04571	APOSC_08529
OG0001713	SCHMD11479	APOSC_26360
OG0001716	SCHMD03299	APOSC_05433, APOSC_25882
OG0001718	SCHMD15790	APOSC_01586, APOSC_06428
OG0001720	SCHMD15757	APOSC_02735
OG0001721	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926	APOSC_23771
OG0001724	SCHMD24845, SCHMD14505, SCHMD24846	APOSC_17946
OG0001726	SCHMD06142, SCHMD13209	APOSC_03226
OG0001726	SCHMD14995, SCHMD16386	APOSC_14481
OG0001727	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474	APOSC_18118
OG0001728	SCHMD05712	APOSC_21718
OG0001728	SCHMD17375	APOSC_21719, APOSC_21717
OG0001729	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159	APOSC_16535
OG0001730	SCHMD11237, SCHMD15709	APOSC_18068, APOSC_18069
OG0001732	SCHMD09964	APOSC_07953
OG0001733	SCHMD11880	APOSC_23430, APOSC_24440, APOSC_23429
OG0001735	SCHMD04334	APOSC_28608
OG0001736	SCHMD13051	APOSC_19300
OG0001737	SCHMD19940, SCHMD12224	APOSC_05684
OG0001738	SCHMD28176	APOSC_01320
OG0001739	SCHMD04721	APOSC_04485
OG0001744	SCHMD05424	APOSC_15916
OG0001750	SCHMD22591	APOSC_05785
OG0001751	SCHMD05355	APOSC_12376, APOSC_12377
OG0001752	SCHMD04217	APOSC_04409, APOSC_04410
OG0001754	SCHMD16498	APOSC_02170
OG0001755	SCHMD00304	APOSC_01191
OG0001758	SCHMD21919	APOSC_09164, APOSC_17525
OG0001769	SCHMD03951	APOSC_25926
OG0001770	SCHMD22893, SCHMD22374	APOSC_21836, APOSC_21835
OG0001774	SCHMD06607	APOSC_20306
OG0001775	SCHMD11489, SCHMD03765	APOSC_26576
OG0001780	SCHMD19255, SCHMD20118	APOSC_18675
OG0001781	SCHMD11700, SCHMD23557, SCHMD23630	APOSC_25815
OG0001783	SCHMD15033, SCHMD26133	APOSC_07401
OG0001785	SCHMD16367, SCHMD26545	APOSC_05919
OG0001785	SCHMD16368	APOSC_05920
OG0001786	SCHMD28589	APOSC_22789
OG0001787	SCHMD15982	APOSC_00374
OG0001788	SCHMD08885	APOSC_14380, APOSC_04653, APOSC_26960, APOSC_26959, APOSC_26957
OG0001788	SCHMD08675	APOSC_26958, APOSC_12912
OG0001792	SCHMD00384	APOSC_04470
OG0001793	SCHMD26216	APOSC_12984
OG0001797	SCHMD12550	APOSC_08522, APOSC_28716
OG0001798	SCHMD06352, SCHMD07989	APOSC_22877
OG0001805	SCHMD01576	APOSC_14981
OG0001807	SCHMD01495	APOSC_17157, APOSC_17156
OG0001808	SCHMD04780	APOSC_21460
OG0001809	SCHMD03279	APOSC_18192
OG0001810	SCHMD28471, SCHMD25400	APOSC_01275, APOSC_17059
OG0001811	SCHMD08439, SCHMD24223, SCHMD19859	APOSC_12495, APOSC_02839, APOSC_24756, APOSC_19380
OG0001818	SCHMD13473, SCHMD29528, SCHMD15135	APOSC_28601, APOSC_28600, APOSC_28602, APOSC_18594
OG0001819	SCHMD06459	APOSC_10403
OG0001820	SCHMD14228, SCHMD02398	APOSC_05874
OG0001821	SCHMD28800, SCHMD18321	APOSC_23412, APOSC_15833, APOSC_06619, APOSC_05524
OG0001822	SCHMD21605, SCHMD12240	APOSC_02285
OG0001823	SCHMD00776, SCHMD09499	APOSC_21506
OG0001823	SCHMD13338	APOSC_02856
OG0001824	SCHMD14996, SCHMD09508	APOSC_14261
OG0001825	SCHMD06748	APOSC_10436
OG0001826	SCHMD25796, SCHMD02997	APOSC_12940
OG0001827	SCHMD17765, SCHMD19189	APOSC_01013
OG0001828	SCHMD18304, SCHMD22290	APOSC_04726
OG0001829	SCHMD09587	APOSC_07372
OG0001832	SCHMD09061	APOSC_14000
OG0001834	SCHMD04020, SCHMD20048	APOSC_01951
OG0001846	SCHMD09924	APOSC_12218
OG0001849	SCHMD05416	APOSC_13748, APOSC_14428, APOSC_18179
OG0001852	SCHMD01397	APOSC_08845
OG0001853	SCHMD00353	APOSC_26386, APOSC_12727
OG0001855	SCHMD18910, SCHMD18417, SCHMD21978, SCHMD24791, SCHMD24116, SCHMD23804, SCHMD24570, SCHMD16145, SCHMD12639	APOSC_20103
OG0001857	SCHMD00486	APOSC_18896
OG0001860	SCHMD14531, SCHMD12432	APOSC_14509
OG0001863	SCHMD14322, SCHMD28681	APOSC_10423, APOSC_10422, APOSC_26636
OG0001866	SCHMD23003	APOSC_28306
OG0001866	SCHMD17047	APOSC_28307
OG0001867	SCHMD06149	APOSC_02450
OG0001868	SCHMD21478, SCHMD10606, SCHMD18490	APOSC_04463, APOSC_03093, APOSC_05913, APOSC_19421, APOSC_10355
OG0001869	SCHMD19852	APOSC_08609
OG0001870	SCHMD08001, SCHMD03109	APOSC_28584, APOSC_28583
OG0001872	SCHMD20625, SCHMD23480, SCHMD05297, SCHMD20627	APOSC_25675
OG0001873	SCHMD09003	APOSC_24589, APOSC_02615, APOSC_02614
OG0001874	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032	APOSC_27397
OG0001875	SCHMD29147, SCHMD28237	APOSC_28674
OG0001875	SCHMD11568	APOSC_02272
OG0001877	SCHMD14827	APOSC_00171
OG0001878	SCHMD18520	APOSC_07100
OG0001879	SCHMD08156	APOSC_04307
OG0001881	SCHMD18117	APOSC_22033, APOSC_14037
OG0001882	SCHMD17052, SCHMD22970	APOSC_05527, APOSC_20571
OG0001883	SCHMD08058, SCHMD14396, SCHMD14395	APOSC_24533
OG0001884	SCHMD09575	APOSC_19753
OG0001886	SCHMD00538	APOSC_24954
OG0001887	SCHMD22103, SCHMD03399, SCHMD24336	APOSC_12244
OG0001888	SCHMD15698	APOSC_16509, APOSC_16510
OG0001889	SCHMD03474	APOSC_07984, APOSC_23028
OG0001890	SCHMD07009	APOSC_08626
OG0001894	SCHMD11512	APOSC_00243, APOSC_00244
OG0001897	SCHMD10904, SCHMD14627	APOSC_27280, APOSC_27281, APOSC_27279
OG0001898	SCHMD21587, SCHMD18283	APOSC_22780
OG0001900	SCHMD12891	APOSC_23428
OG0001900	SCHMD02044	APOSC_09065, APOSC_09064, APOSC_09066
OG0001901	SCHMD02622	APOSC_00350
OG0001903	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188	APOSC_14862, APOSC_01387
OG0001913	SCHMD08198, SCHMD01162	APOSC_27752, APOSC_27753, APOSC_27754
OG0001914	SCHMD04908	APOSC_20774
OG0001914	SCHMD07662	APOSC_13874
OG0001915	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004	APOSC_20247, APOSC_07947
OG0001916	SCHMD17658	APOSC_23888
OG0001916	SCHMD10605	APOSC_24601
OG0001917	SCHMD07933	APOSC_15433
OG0001918	SCHMD11138, SCHMD23731	APOSC_27914, APOSC_18647
OG0001919	SCHMD06373	APOSC_00551
OG0001919	SCHMD23775, SCHMD20085	APOSC_05472
OG0001922	SCHMD25567	APOSC_20906
OG0001922	SCHMD02694	APOSC_14114
OG0001923	SCHMD05921	APOSC_09651
OG0001925	SCHMD03004, SCHMD23545, SCHMD17243	APOSC_14990
OG0001926	SCHMD20309, SCHMD16846	APOSC_03347
OG0001927	SCHMD08910	APOSC_05723, APOSC_05724
OG0001928	SCHMD26836	APOSC_05354
OG0001929	SCHMD19346, SCHMD06936	APOSC_19982
OG0001929	SCHMD18261, SCHMD08691, SCHMD20130, SCHMD06934	APOSC_14775
OG0001932	SCHMD17903	APOSC_17044, APOSC_21184
OG0001932	SCHMD00368	APOSC_21185
OG0001933	SCHMD01181	APOSC_06683
OG0001935	SCHMD23048	APOSC_26841, APOSC_26842
OG0001937	SCHMD08104, SCHMD08105	APOSC_00483
OG0001939	SCHMD10030, SCHMD02230	APOSC_04076, APOSC_15167
OG0001940	SCHMD06251	APOSC_10905
OG0001942	SCHMD16279, SCHMD09808	APOSC_19419, APOSC_19418, APOSC_19420
OG0001943	SCHMD03979	APOSC_02483
OG0001946	SCHMD08506	APOSC_00484
OG0001947	SCHMD00740	APOSC_08756, APOSC_08755
OG0001949	SCHMD16576	APOSC_01974, APOSC_01975
OG0001950	SCHMD07266	APOSC_16167, APOSC_01274
OG0001951	SCHMD10937, SCHMD17652, SCHMD16242	APOSC_14703
OG0001952	SCHMD08803, SCHMD19932	APOSC_03402, APOSC_22985
OG0001953	SCHMD03889	APOSC_21413
OG0001956	SCHMD16218	APOSC_19003
OG0001957	SCHMD03964	APOSC_20113
OG0001958	SCHMD10594	APOSC_19898
OG0001961	SCHMD03837	APOSC_07087, APOSC_07086
OG0001963	SCHMD24660	APOSC_19972
OG0001964	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356	APOSC_19437
OG0001965	SCHMD15198	APOSC_21927
OG0001966	SCHMD10097	APOSC_00471, APOSC_23471
OG0001968	SCHMD12918	APOSC_15282, APOSC_28315
OG0001969	SCHMD08414, SCHMD09063	APOSC_03017, APOSC_04453
OG0001970	SCHMD03647	APOSC_07414
OG0001971	SCHMD02201, SCHMD22610, SCHMD17361, SCHMD12554, SCHMD24973, SCHMD18252	APOSC_11314, APOSC_11315
OG0001972	SCHMD07972, SCHMD26110	APOSC_24260, APOSC_24259, APOSC_24261, APOSC_24262
OG0001974	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138	APOSC_06743, APOSC_06742, APOSC_06745
OG0001975	SCHMD05235, SCHMD17920, SCHMD14286, SCHMD10863, SCHMD10861, SCHMD17692, SCHMD21511, SCHMD16018, SCHMD18913	APOSC_16242
OG0001985	SCHMD04898	APOSC_05664
OG0001987	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073	APOSC_11764
OG0001988	SCHMD17373	APOSC_25583, APOSC_25582
OG0001989	SCHMD11266	APOSC_18146, APOSC_17367
OG0001991	SCHMD08363	APOSC_01955
OG0001992	SCHMD10680	APOSC_16707
OG0001993	SCHMD04073	APOSC_17479
OG0001994	SCHMD12538	APOSC_27175, APOSC_00668, APOSC_00667
OG0001996	SCHMD23397, SCHMD13355, SCHMD14732, SCHMD10995, SCHMD04576	APOSC_24233, APOSC_13678
OG0001998	SCHMD19391	APOSC_15820
OG0001999	SCHMD10953	APOSC_24940
OG0002000	SCHMD09206	APOSC_22658
OG0002001	SCHMD04245	APOSC_06835, APOSC_29087
OG0002003	SCHMD25539	APOSC_24019
OG0002005	SCHMD01316, SCHMD27910, SCHMD18360	APOSC_01986
