Orthogroup	SCHMD	SACKO_ok
OG0000826	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770	SACKO_11139, SACKO_24167, SACKO_19966
OG0000828	SCHMD18098	SACKO_17945
OG0000828	SCHMD08298	SACKO_19680
OG0000828	SCHMD08624	SACKO_02201
OG0000829	SCHMD27680, SCHMD26916	SACKO_03719
OG0000834	SCHMD11223, SCHMD19332, SCHMD16052	SACKO_10495
OG0000835	SCHMD14959	SACKO_29332
OG0000836	SCHMD23242	SACKO_24783, SACKO_24782, SACKO_24773
OG0000837	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083	SACKO_15029
OG0000842	SCHMD01343	SACKO_18541, SACKO_32072
OG0000844	SCHMD01709	SACKO_32818, SACKO_32829, SACKO_32835
OG0000847	SCHMD03587	SACKO_21230
OG0000848	SCHMD03599	SACKO_30123
OG0000848	SCHMD06160	SACKO_13045
OG0000850	SCHMD26000, SCHMD27633	SACKO_23021
OG0000851	SCHMD21876, SCHMD17205	SACKO_14437
OG0000853	SCHMD13348, SCHMD11642, SCHMD05466, SCHMD10578	SACKO_06002
OG0000855	SCHMD29481, SCHMD01902, SCHMD15557	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125
OG0000856	SCHMD05219, SCHMD06062, SCHMD17590	SACKO_15097
OG0000858	SCHMD23221, SCHMD20483, SCHMD08351	SACKO_32630, SACKO_23749
OG0000860	SCHMD05987	SACKO_16104
OG0000868	SCHMD05358	SACKO_01236
OG0000869	SCHMD07449	SACKO_18157
OG0000870	SCHMD09425	SACKO_04425, SACKO_07032, SACKO_06215
OG0000871	SCHMD06938	SACKO_18718
OG0000872	SCHMD07553	SACKO_32165
OG0000873	SCHMD02654, SCHMD05828, SCHMD02657, SCHMD05831, SCHMD17268, SCHMD02656, SCHMD05830, SCHMD02659, SCHMD16630, SCHMD13026, SCHMD17269, SCHMD02655, SCHMD05829	SACKO_12092
OG0000875	SCHMD10815	SACKO_11708
OG0000875	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336	SACKO_01411
OG0000876	SCHMD01529	SACKO_25954, SACKO_25953
OG0000878	SCHMD18560	SACKO_24900
OG0000879	SCHMD10640	SACKO_28298
OG0000880	SCHMD03718	SACKO_07949
OG0000881	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924	SACKO_29973
OG0000881	SCHMD20926, SCHMD25363	SACKO_18831
OG0000887	SCHMD27495	SACKO_29102
OG0000888	SCHMD01724	SACKO_12082
OG0000889	SCHMD00830, SCHMD04643	SACKO_03115
OG0000889	SCHMD02281, SCHMD02130	SACKO_15045
OG0000890	SCHMD16414	SACKO_31309
OG0000894	SCHMD05374, SCHMD26280	SACKO_26922
OG0000894	SCHMD11594, SCHMD05061	SACKO_02223
OG0000896	SCHMD08034	SACKO_27525
OG0000896	SCHMD03189	SACKO_25582, SACKO_18087
OG0000897	SCHMD05382	SACKO_27937
OG0000899	SCHMD22285, SCHMD13459	SACKO_30501
OG0000905	SCHMD17642, SCHMD19023	SACKO_13565
OG0000907	SCHMD03616	SACKO_17714
OG0000908	SCHMD03334, SCHMD11293	SACKO_31904
OG0000909	SCHMD05694, SCHMD03729	SACKO_13346
OG0000913	SCHMD10820, SCHMD18663	SACKO_00547, SACKO_15554, SACKO_15585
OG0000913	SCHMD25146, SCHMD27220	SACKO_15570
OG0000914	SCHMD13079, SCHMD10834	SACKO_02857
OG0000914	SCHMD13078	SACKO_23742
OG0000918	SCHMD29668	SACKO_16142
OG0000921	SCHMD07722	SACKO_04977
OG0000921	SCHMD16275	SACKO_13397
OG0000925	SCHMD01205, SCHMD18689	SACKO_08031
OG0000925	SCHMD00501, SCHMD05937	SACKO_26395
OG0000926	SCHMD13544, SCHMD06558	SACKO_17537
OG0000929	SCHMD00375, SCHMD08839	SACKO_20793, SACKO_08944
OG0000931	SCHMD02356	SACKO_25231
OG0000932	SCHMD13730	SACKO_04372
OG0000934	SCHMD07111, SCHMD08216	SACKO_29528
OG0000935	SCHMD18664	SACKO_27279
OG0000943	SCHMD19076	SACKO_06009
OG0000944	SCHMD15750	SACKO_14532
OG0000945	SCHMD15214, SCHMD06612, SCHMD06319	SACKO_29022
OG0000946	SCHMD09426	SACKO_05354
OG0000946	SCHMD06614	SACKO_03421
OG0000947	SCHMD24447	SACKO_03864, SACKO_27732
OG0000949	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016	SACKO_06979, SACKO_06945, SACKO_03055
OG0000950	SCHMD25017	SACKO_20117
OG0000951	SCHMD20208	SACKO_04226
OG0000954	SCHMD05029, SCHMD08968, SCHMD13763	SACKO_09923
OG0000954	SCHMD05469, SCHMD02974	SACKO_25005
OG0000955	SCHMD06645, SCHMD03890, SCHMD04591	SACKO_27594
OG0000955	SCHMD20742	SACKO_11876
OG0000957	SCHMD18023	SACKO_21298
OG0000960	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110	SACKO_17419
OG0000963	SCHMD04476	SACKO_03897
OG0000965	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517	SACKO_29607
OG0000966	SCHMD00065	SACKO_19882
OG0000967	SCHMD05844, SCHMD03950	SACKO_33567
OG0000969	SCHMD15666, SCHMD13228	SACKO_30327, SACKO_20971, SACKO_27764, SACKO_22920
OG0000969	SCHMD13229, SCHMD15667	SACKO_00619
OG0000972	SCHMD05471	SACKO_27667
OG0000974	SCHMD24665, SCHMD24853, SCHMD26881	SACKO_16128
OG0000976	SCHMD13984	SACKO_26354, SACKO_06538
OG0000977	SCHMD03392	SACKO_07977
OG0000977	SCHMD24427, SCHMD03391	SACKO_04766
OG0000978	SCHMD15268, SCHMD25301, SCHMD25194	SACKO_05312, SACKO_33844
OG0000979	SCHMD24204, SCHMD01421	SACKO_28018, SACKO_28004, SACKO_28050, SACKO_20989, SACKO_19422, SACKO_21007
OG0000981	SCHMD13908	SACKO_11821, SACKO_29220, SACKO_11825
OG0000982	SCHMD08717	SACKO_10519
OG0000984	SCHMD02865	SACKO_22470, SACKO_22468
OG0000986	SCHMD25195, SCHMD27305, SCHMD22933, SCHMD10755, SCHMD11238, SCHMD09897	SACKO_18517
OG0000988	SCHMD00928	SACKO_00750, SACKO_27571
OG0000992	SCHMD08111	SACKO_27180, SACKO_01033, SACKO_27184
OG0000993	SCHMD03348	SACKO_08088
OG0000994	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203	SACKO_04389
OG0000994	SCHMD16602, SCHMD10604	SACKO_17316, SACKO_07113, SACKO_15046
OG0000998	SCHMD08664	SACKO_04803
OG0000998	SCHMD08663	SACKO_03333
OG0000999	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208	SACKO_27886
OG0001000	SCHMD22725	SACKO_14786
OG0001001	SCHMD07356	SACKO_32000
OG0001002	SCHMD17610	SACKO_17603
OG0001002	SCHMD07769, SCHMD07768, SCHMD11688	SACKO_26493, SACKO_10217, SACKO_22423
OG0001003	SCHMD21687, SCHMD24830	SACKO_29333
OG0001006	SCHMD17048, SCHMD11571	SACKO_28465
OG0001007	SCHMD05810	SACKO_22800, SACKO_22765, SACKO_31051, SACKO_22758
OG0001008	SCHMD04857	SACKO_12442
OG0001009	SCHMD19415	SACKO_13013
OG0001011	SCHMD16803, SCHMD21485, SCHMD15129, SCHMD01138, SCHMD09256, SCHMD04133, SCHMD16573	SACKO_15155, SACKO_15158, SACKO_12847, SACKO_12902
OG0001013	SCHMD14534, SCHMD13659, SCHMD16121, SCHMD28755, SCHMD14533	SACKO_22099, SACKO_33330, SACKO_22104, SACKO_12317
OG0001015	SCHMD07353	SACKO_22655
OG0001016	SCHMD23273, SCHMD15080	SACKO_04981
OG0001016	SCHMD25548, SCHMD21254	SACKO_15992
OG0001017	SCHMD04416, SCHMD11368	SACKO_02096
OG0001017	SCHMD16755	SACKO_06481
OG0001018	SCHMD08153	SACKO_04566, SACKO_31412
OG0001019	SCHMD01848, SCHMD05447	SACKO_24259, SACKO_18004, SACKO_19076, SACKO_15691, SACKO_15677, SACKO_28073, SACKO_19934, SACKO_15664
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902	SACKO_01529
OG0001030	SCHMD08463, SCHMD08462	SACKO_20494
OG0001030	SCHMD08464	SACKO_04680
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	SACKO_14751, SACKO_16200
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	SACKO_17505
OG0001033	SCHMD11399, SCHMD23908	SACKO_17499
OG0001036	SCHMD20768, SCHMD09235	SACKO_31534
OG0001037	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259	SACKO_25311
OG0001038	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734	SACKO_14108
OG0001039	SCHMD01765	SACKO_07566
OG0001042	SCHMD05094, SCHMD04032, SCHMD11839	SACKO_12664
OG0001043	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894	SACKO_34099, SACKO_15259
OG0001046	SCHMD05104, SCHMD02045, SCHMD11124	SACKO_19301
OG0001047	SCHMD28420	SACKO_22110, SACKO_22089, SACKO_19312
OG0001048	SCHMD12160	SACKO_21452
OG0001049	SCHMD16614	SACKO_28210
OG0001050	SCHMD03458	SACKO_13547
OG0001052	SCHMD09988	SACKO_29699
OG0001053	SCHMD25503, SCHMD22630	SACKO_17162
OG0001054	SCHMD24047	SACKO_03197
OG0001056	SCHMD02897	SACKO_30374, SACKO_11428, SACKO_20947, SACKO_15771, SACKO_15745, SACKO_25763, SACKO_11474, SACKO_16790, SACKO_16794, SACKO_30377, SACKO_15898
OG0001059	SCHMD17881, SCHMD18020, SCHMD18021	SACKO_34066
OG0001060	SCHMD12337, SCHMD14762, SCHMD05051	SACKO_10412
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	SACKO_29376
OG0001063	SCHMD00703	SACKO_17683
OG0001064	SCHMD00355, SCHMD00354	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160
OG0001072	SCHMD24459, SCHMD27893	SACKO_10482, SACKO_03267, SACKO_03307
OG0001073	SCHMD00478	SACKO_21449, SACKO_04327
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	SACKO_11315, SACKO_14262
OG0001076	SCHMD07131	SACKO_06837
OG0001077	SCHMD01953	SACKO_02065
OG0001077	SCHMD18407, SCHMD17122	SACKO_02068
OG0001078	SCHMD20731, SCHMD25766	SACKO_03626
OG0001079	SCHMD15090, SCHMD18834	SACKO_30338
OG0001079	SCHMD27223	SACKO_30352
OG0001080	SCHMD08586	SACKO_28482
OG0001080	SCHMD15438, SCHMD19176	SACKO_17655
OG0001081	SCHMD03711, SCHMD03710	SACKO_04540, SACKO_24447, SACKO_17592, SACKO_17551
OG0001081	SCHMD05425	SACKO_20233, SACKO_20239
OG0001083	SCHMD07690	SACKO_03733
OG0001084	SCHMD10718	SACKO_24296
OG0001084	SCHMD10717	SACKO_24311
OG0001085	SCHMD03894	SACKO_23475
OG0001086	SCHMD14120	SACKO_01139
OG0001089	SCHMD10517	SACKO_12550
OG0001090	SCHMD14871, SCHMD23868	SACKO_29439
OG0001090	SCHMD00934	SACKO_29447
OG0001091	SCHMD13206, SCHMD15908	SACKO_17088
OG0001092	SCHMD17999	SACKO_08155
OG0001092	SCHMD18945	SACKO_08149
OG0001096	SCHMD11467, SCHMD14874	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878, SACKO_26925, SACKO_33433
OG0001101	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685	SACKO_12678
OG0001102	SCHMD06311	SACKO_03700
OG0001103	SCHMD19689	SACKO_30891, SACKO_22670
OG0001103	SCHMD10595	SACKO_06135
OG0001104	SCHMD11885, SCHMD14895, SCHMD18516, SCHMD03705	SACKO_03224
OG0001108	SCHMD08133	SACKO_04290, SACKO_04715, SACKO_31250
OG0001112	SCHMD26529, SCHMD08447	SACKO_18503
OG0001113	SCHMD04717	SACKO_21432
OG0001113	SCHMD08665, SCHMD03992	SACKO_05156
OG0001114	SCHMD27710, SCHMD15592, SCHMD14156	SACKO_08523
OG0001116	SCHMD19491	SACKO_23852
OG0001116	SCHMD04023	SACKO_20251
OG0001117	SCHMD18856	SACKO_06898
OG0001119	SCHMD23322, SCHMD22988, SCHMD23323	SACKO_20836
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	SACKO_32575
OG0001123	SCHMD02756	SACKO_00205
OG0001124	SCHMD24013	SACKO_10008, SACKO_04873
OG0001126	SCHMD17193, SCHMD24674	SACKO_28905
OG0001126	SCHMD17192	SACKO_15936
OG0001128	SCHMD12319	SACKO_18074
OG0001128	SCHMD08323	SACKO_18055
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	SACKO_22362
OG0001130	SCHMD04030	SACKO_17247, SACKO_21924, SACKO_08719, SACKO_08682
OG0001130	SCHMD13287, SCHMD04031	SACKO_19389, SACKO_19419
OG0001133	SCHMD18643	SACKO_03939
OG0001133	SCHMD29299, SCHMD19714	SACKO_03870
OG0001136	SCHMD09640	SACKO_08683
OG0001137	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243	SACKO_31589
OG0001138	SCHMD00170	SACKO_06420
OG0001139	SCHMD00334	SACKO_11336, SACKO_08887
OG0001141	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658	SACKO_15539
OG0001142	SCHMD12785, SCHMD19807, SCHMD09379	SACKO_08495
OG0001143	SCHMD05178	SACKO_27075
OG0001146	SCHMD06189	SACKO_04608, SACKO_10399
OG0001149	SCHMD16336, SCHMD29633	SACKO_23060
OG0001155	SCHMD01897	SACKO_06971, SACKO_29197
OG0001156	SCHMD11390	SACKO_12887
OG0001158	SCHMD06105	SACKO_17293
OG0001158	SCHMD01514, SCHMD06104, SCHMD00376	SACKO_17286
OG0001159	SCHMD15611, SCHMD21936	SACKO_14618
OG0001160	SCHMD20666	SACKO_03583
OG0001161	SCHMD10427, SCHMD25982, SCHMD11638	SACKO_27696
OG0001162	SCHMD04355, SCHMD04356	SACKO_17543, SACKO_14294
OG0001164	SCHMD22065	SACKO_00737
OG0001164	SCHMD03049	SACKO_00736
OG0001165	SCHMD11819	SACKO_18359
OG0001165	SCHMD12131	SACKO_31998
OG0001167	SCHMD08043, SCHMD04406	SACKO_12026
OG0001168	SCHMD13073	SACKO_18942
OG0001172	SCHMD19335	SACKO_07899
OG0001172	SCHMD00291	SACKO_23083
OG0001175	SCHMD18473	SACKO_00167
OG0001178	SCHMD07684	SACKO_03875
OG0001178	SCHMD13713	SACKO_32742, SACKO_08914
OG0001179	SCHMD26379	SACKO_32134
OG0001180	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396	SACKO_03980
OG0001181	SCHMD21797	SACKO_08231, SACKO_27253, SACKO_08232
OG0001183	SCHMD02325	SACKO_22928
OG0001184	SCHMD12752	SACKO_04686
OG0001184	SCHMD29753, SCHMD15110, SCHMD23640	SACKO_02594
OG0001185	SCHMD23236	SACKO_25271
OG0001186	SCHMD20610	SACKO_04961
OG0001186	SCHMD05037	SACKO_32087
OG0001188	SCHMD05963, SCHMD14167	SACKO_25731
OG0001189	SCHMD17573, SCHMD27159, SCHMD05552	SACKO_26954
OG0001191	SCHMD08591	SACKO_17114
OG0001191	SCHMD11387	SACKO_28961
OG0001197	SCHMD06230	SACKO_29198, SACKO_32347
OG0001197	SCHMD16253	SACKO_31735
OG0001198	SCHMD04078	SACKO_05861
OG0001199	SCHMD17507, SCHMD14047	SACKO_31333
OG0001199	SCHMD17830	SACKO_03906
OG0001201	SCHMD18644	SACKO_15686
OG0001204	SCHMD08657, SCHMD22624, SCHMD10325	SACKO_05436
OG0001207	SCHMD07731	SACKO_03977, SACKO_25128
OG0001208	SCHMD11671, SCHMD13440, SCHMD22806	SACKO_25532
OG0001209	SCHMD22043, SCHMD28492	SACKO_17895, SACKO_21794
OG0001210	SCHMD19441	SACKO_12027
OG0001210	SCHMD18951	SACKO_22706, SACKO_22711
OG0001210	SCHMD03204	SACKO_22645
OG0001213	SCHMD01086	SACKO_12475
OG0001213	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675	SACKO_19088
OG0001214	SCHMD22221	SACKO_17861
OG0001215	SCHMD25774	SACKO_19345
OG0001216	SCHMD13349	SACKO_23314
OG0001217	SCHMD18537	SACKO_25190
OG0001217	SCHMD21187, SCHMD21148	SACKO_25209
OG0001218	SCHMD03255	SACKO_09575
OG0001219	SCHMD09614, SCHMD00713	SACKO_31732
OG0001221	SCHMD16690	SACKO_31267, SACKO_31272, SACKO_31273
OG0001223	SCHMD08671	SACKO_16161
OG0001226	SCHMD21222	SACKO_21968, SACKO_20774
OG0001230	SCHMD18159	SACKO_30865
OG0001231	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182	SACKO_32360
OG0001234	SCHMD01688	SACKO_26860
OG0001236	SCHMD08913, SCHMD03442	SACKO_22328
OG0001238	SCHMD09688	SACKO_10255, SACKO_15368, SACKO_15935
OG0001239	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791	SACKO_01576
OG0001241	SCHMD04223	SACKO_21518
OG0001241	SCHMD16327	SACKO_25804
OG0001245	SCHMD09398	SACKO_31830, SACKO_17898
OG0001245	SCHMD24743, SCHMD24744	SACKO_17905
OG0001247	SCHMD01541, SCHMD06119, SCHMD06121	SACKO_16919
OG0001248	SCHMD28672, SCHMD29190, SCHMD17657	SACKO_03917
OG0001249	SCHMD01149	SACKO_07044
OG0001250	SCHMD08101, SCHMD04347	SACKO_22060
OG0001251	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715	SACKO_21043
OG0001254	SCHMD14258, SCHMD09217	SACKO_17085, SACKO_17104
OG0001255	SCHMD24572, SCHMD15801	SACKO_21405
OG0001256	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518	SACKO_32561
OG0001261	SCHMD13436	SACKO_02379
OG0001262	SCHMD20011	SACKO_14536, SACKO_14562, SACKO_14419, SACKO_00970, SACKO_00906, SACKO_33160
OG0001263	SCHMD17470	SACKO_18553, SACKO_10674
OG0001264	SCHMD27230, SCHMD17432	SACKO_25559
OG0001266	SCHMD00016, SCHMD26654	SACKO_21683
OG0001266	SCHMD10438	SACKO_34097
OG0001267	SCHMD05399	SACKO_21996
OG0001268	SCHMD01057	SACKO_11197, SACKO_06254
OG0001271	SCHMD05357	SACKO_30312
OG0001272	SCHMD22716, SCHMD09459	SACKO_25421
OG0001273	SCHMD13838, SCHMD25918, SCHMD21739	SACKO_29270
OG0001275	SCHMD21376	SACKO_31416
OG0001275	SCHMD12521	SACKO_31414
OG0001279	SCHMD06836	SACKO_20454
OG0001280	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884	SACKO_17298
OG0001282	SCHMD08025	SACKO_11635
OG0001284	SCHMD09316	SACKO_27293
OG0001284	SCHMD00434	SACKO_16492
OG0001286	SCHMD05790	SACKO_00888
OG0001287	SCHMD07530	SACKO_31693
OG0001291	SCHMD20641, SCHMD11793	SACKO_21943
OG0001294	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418	SACKO_03533
OG0001296	SCHMD20454, SCHMD11060	SACKO_11661
OG0001297	SCHMD10762	SACKO_31951, SACKO_31914
OG0001300	SCHMD00214, SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202	SACKO_02042
OG0001302	SCHMD13885	SACKO_07352
OG0001302	SCHMD08617, SCHMD27826	SACKO_13308
OG0001304	SCHMD13840	SACKO_19061
OG0001306	SCHMD04516	SACKO_25708
OG0001308	SCHMD08020	SACKO_29701
OG0001310	SCHMD19422	SACKO_11650
OG0001310	SCHMD09167	SACKO_12687
OG0001316	SCHMD15981	SACKO_32180
OG0001318	SCHMD07054	SACKO_20260
OG0001318	SCHMD16802	SACKO_33046
OG0001319	SCHMD14764	SACKO_17261
OG0001320	SCHMD01321, SCHMD01324, SCHMD01322	SACKO_15495
OG0001320	SCHMD05527	SACKO_03528
OG0001321	SCHMD23818	SACKO_00755
OG0001322	SCHMD09506	SACKO_08315, SACKO_00634, SACKO_05223
OG0001323	SCHMD18380, SCHMD28053	SACKO_09370
OG0001324	SCHMD06767	SACKO_04650
OG0001325	SCHMD05728	SACKO_27663
OG0001326	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423	SACKO_30260
OG0001327	SCHMD08653, SCHMD04846	SACKO_26434
OG0001328	SCHMD23086	SACKO_24069
OG0001329	SCHMD15324	SACKO_23438
OG0001331	SCHMD14545	SACKO_23573
OG0001332	SCHMD04204	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770
OG0001333	SCHMD15673, SCHMD23155	SACKO_02537, SACKO_31933, SACKO_31954
OG0001335	SCHMD26447	SACKO_02457
OG0001337	SCHMD01703	SACKO_18014
OG0001337	SCHMD11229, SCHMD01704, SCHMD14444	SACKO_02804
OG0001339	SCHMD08909	SACKO_07781
OG0001341	SCHMD01188, SCHMD02608	SACKO_06241
OG0001348	SCHMD24331, SCHMD29399	SACKO_28912
OG0001350	SCHMD16735, SCHMD15485	SACKO_01074
OG0001351	SCHMD24241	SACKO_20883
OG0001353	SCHMD10586	SACKO_05612
OG0001354	SCHMD11475, SCHMD26080	SACKO_05972
OG0001354	SCHMD12063	SACKO_27003
OG0001355	SCHMD23781	SACKO_12733
OG0001356	SCHMD21598, SCHMD19916	SACKO_23436
OG0001357	SCHMD16921	SACKO_32377
OG0001359	SCHMD14841	SACKO_04493
OG0001361	SCHMD25345	SACKO_06636, SACKO_20244
OG0001362	SCHMD04122, SCHMD05643, SCHMD13617	SACKO_31554
OG0001363	SCHMD05287, SCHMD16288, SCHMD05291	SACKO_02886
OG0001367	SCHMD04624	SACKO_11804
OG0001368	SCHMD02343	SACKO_12370
OG0001369	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521	SACKO_30830
OG0001370	SCHMD12004	SACKO_10513
OG0001370	SCHMD18225, SCHMD11963	SACKO_00812
OG0001371	SCHMD02523	SACKO_17304, SACKO_17312, SACKO_19756
OG0001372	SCHMD12353, SCHMD23970	SACKO_27587
OG0001372	SCHMD29815	SACKO_23028
OG0001374	SCHMD12937	SACKO_07337
OG0001375	SCHMD18333	SACKO_12584, SACKO_12521, SACKO_21495
OG0001378	SCHMD12504, SCHMD07107	SACKO_21687
OG0001381	SCHMD02869, SCHMD02871, SCHMD02870	SACKO_25884
OG0001383	SCHMD28197, SCHMD18572	SACKO_27457
OG0001386	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663	SACKO_02115
OG0001388	SCHMD08532	SACKO_17625
OG0001389	SCHMD02031, SCHMD17776	SACKO_01374
OG0001395	SCHMD11706, SCHMD08832	SACKO_14815
OG0001397	SCHMD08548, SCHMD08095	SACKO_20543
OG0001399	SCHMD20091, SCHMD16432	SACKO_22119, SACKO_19007
OG0001400	SCHMD26317	SACKO_05641
OG0001401	SCHMD15712	SACKO_26685, SACKO_02950, SACKO_02949
OG0001402	SCHMD06853	SACKO_07573
OG0001404	SCHMD14856	SACKO_18033
OG0001404	SCHMD14853	SACKO_05491
OG0001405	SCHMD16175	SACKO_07421
OG0001406	SCHMD13359, SCHMD19152	SACKO_29996
OG0001408	SCHMD23659, SCHMD15840, SCHMD15841	SACKO_32306
OG0001409	SCHMD04792	SACKO_32640
OG0001410	SCHMD09832	SACKO_14471
OG0001410	SCHMD09687	SACKO_00287
OG0001411	SCHMD13416, SCHMD19137	SACKO_04096
OG0001412	SCHMD13223	SACKO_09199, SACKO_13714, SACKO_01410
OG0001413	SCHMD02827	SACKO_13707
OG0001413	SCHMD02718	SACKO_08606
OG0001414	SCHMD19649	SACKO_30191
OG0001416	SCHMD01722	SACKO_14338
OG0001417	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430	SACKO_28149
OG0001421	SCHMD14208	SACKO_11974
OG0001422	SCHMD18897, SCHMD04981, SCHMD04982	SACKO_08100
OG0001424	SCHMD23260, SCHMD24676	SACKO_16678
OG0001425	SCHMD16287, SCHMD09188, SCHMD09187	SACKO_32937
OG0001426	SCHMD02033	SACKO_29415
OG0001427	SCHMD03939, SCHMD00575	SACKO_25289
OG0001428	SCHMD06125	SACKO_29404
OG0001429	SCHMD14421	SACKO_04211
OG0001429	SCHMD14419	SACKO_04222
OG0001430	SCHMD15108	SACKO_12563
OG0001430	SCHMD00026	SACKO_23248
OG0001432	SCHMD05242, SCHMD02065	SACKO_12685
OG0001433	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242	SACKO_20980
OG0001434	SCHMD11795	SACKO_08035
OG0001437	SCHMD15768, SCHMD19785	SACKO_25064
OG0001438	SCHMD03715, SCHMD17114	SACKO_22113, SACKO_28211
OG0001439	SCHMD07462, SCHMD14352	SACKO_32633
OG0001440	SCHMD08958, SCHMD08957	SACKO_13032
OG0001445	SCHMD04082	SACKO_32917
OG0001447	SCHMD14223	SACKO_02819
OG0001449	SCHMD11900	SACKO_30150
OG0001450	SCHMD06490, SCHMD05057	SACKO_12802
OG0001451	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340	SACKO_10470, SACKO_05414, SACKO_07824
OG0001453	SCHMD06884, SCHMD06825	SACKO_00292, SACKO_12622
OG0001454	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145	SACKO_25073
OG0001455	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110	SACKO_15116
OG0001458	SCHMD07871	SACKO_09504
OG0001460	SCHMD10311, SCHMD23647	SACKO_33477
OG0001460	SCHMD10312, SCHMD23646	SACKO_22427
OG0001461	SCHMD13257	SACKO_33755
OG0001464	SCHMD20463	SACKO_17111, SACKO_16693
OG0001466	SCHMD12996, SCHMD13074	SACKO_06437
OG0001467	SCHMD12343	SACKO_17605, SACKO_17589, SACKO_14633
OG0001467	SCHMD19099	SACKO_14405
OG0001468	SCHMD00390	SACKO_04663
OG0001469	SCHMD09394	SACKO_18991, SACKO_06864
OG0001469	SCHMD24067, SCHMD10449	SACKO_14829
OG0001470	SCHMD02321	SACKO_29094, SACKO_26935
OG0001472	SCHMD12948	SACKO_32963
OG0001472	SCHMD13936, SCHMD13397, SCHMD27432	SACKO_05324
OG0001474	SCHMD07415	SACKO_17239
OG0001474	SCHMD11576, SCHMD26877	SACKO_22047
OG0001475	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348	SACKO_18688
OG0001478	SCHMD22576, SCHMD26017	SACKO_22168
OG0001479	SCHMD12413, SCHMD08686	SACKO_02888
OG0001480	SCHMD13493	SACKO_24421, SACKO_24426
OG0001482	SCHMD02244, SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242	SACKO_10214
OG0001483	SCHMD00397	SACKO_22123
OG0001484	SCHMD14277	SACKO_06239
OG0001488	SCHMD21551	SACKO_02044
OG0001490	SCHMD08286, SCHMD07637	SACKO_31213
