Orthogroup	SCHMD	NEMVE
OG0000609	SCHMD17568	NEMVE20971, NEMVE21996
OG0000610	SCHMD01064	NEMVE07164, NEMVE08795, NEMVE01252
OG0000611	SCHMD07468	NEMVE14933
OG0000611	SCHMD07467, SCHMD10118	NEMVE05786
OG0000612	SCHMD04363, SCHMD09119	NEMVE12444, NEMVE10606, NEMVE19230
OG0000612	SCHMD12368	NEMVE05951
OG0000613	SCHMD19801, SCHMD26357, SCHMD15315	NEMVE10324
OG0000614	SCHMD02000	NEMVE17877
OG0000614	SCHMD19846	NEMVE14696, NEMVE17143, NEMVE24296
OG0000614	SCHMD14215, SCHMD02001	NEMVE11934, NEMVE17876
OG0000615	SCHMD18570, SCHMD15390	NEMVE07646
OG0000615	SCHMD24438, SCHMD15895	NEMVE07648
OG0000619	SCHMD20094	NEMVE19228
OG0000623	SCHMD06017, SCHMD06018	NEMVE01534
OG0000623	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585	NEMVE08660
OG0000624	SCHMD01951	NEMVE22364
OG0000625	SCHMD20917	NEMVE06181, NEMVE02778, NEMVE00819
OG0000626	SCHMD22993, SCHMD02730, SCHMD02477	NEMVE09165
OG0000628	SCHMD21997	NEMVE01732
OG0000628	SCHMD24762, SCHMD25901	NEMVE14770, NEMVE01487
OG0000634	SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845	NEMVE11198, NEMVE11196, NEMVE09232
OG0000634	SCHMD05101, SCHMD10395	NEMVE23616
OG0000636	SCHMD23842, SCHMD07652, SCHMD03198	NEMVE13522
OG0000637	SCHMD20645, SCHMD23793, SCHMD25329, SCHMD16174	NEMVE17467
OG0000637	SCHMD06815	NEMVE04658
OG0000637	SCHMD14376	NEMVE02330, NEMVE07023
OG0000637	SCHMD24038	NEMVE03275, NEMVE03803, NEMVE16783, NEMVE16782, NEMVE03210, NEMVE11270, NEMVE13926, NEMVE11757, NEMVE22914
OG0000639	SCHMD15823	NEMVE13335
OG0000639	SCHMD12604, SCHMD12603	NEMVE13125, NEMVE04888
OG0000642	SCHMD07724	NEMVE06951
OG0000643	SCHMD14321	NEMVE06808
OG0000645	SCHMD29005, SCHMD05528	NEMVE23952
OG0000646	SCHMD24176	NEMVE08138
OG0000646	SCHMD25176, SCHMD22477	NEMVE10645
OG0000647	SCHMD29494	NEMVE14504, NEMVE21056
OG0000648	SCHMD18065	NEMVE22274
OG0000649	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271	NEMVE05779
OG0000651	SCHMD02428	NEMVE14632
OG0000652	SCHMD23460, SCHMD03282, SCHMD27558, SCHMD03401	NEMVE15799
OG0000653	SCHMD07619	NEMVE23026
OG0000654	SCHMD01650, SCHMD19469	NEMVE10112
OG0000657	SCHMD14158	NEMVE20473
OG0000657	SCHMD18210	NEMVE12346, NEMVE25351, NEMVE21856
OG0000660	SCHMD02770	NEMVE09574
OG0000660	SCHMD20422, SCHMD27193	NEMVE22331
OG0000661	SCHMD15279	NEMVE16330, NEMVE23743
OG0000662	SCHMD04360	NEMVE13299, NEMVE13159
OG0000662	SCHMD05635	NEMVE01041
OG0000664	SCHMD04491, SCHMD14555	NEMVE05215
OG0000664	SCHMD04182	NEMVE23867
OG0000665	SCHMD09294	NEMVE24332, NEMVE13408, NEMVE06240
OG0000670	SCHMD21177, SCHMD16575, SCHMD24810, SCHMD18592, SCHMD04685, SCHMD22152, SCHMD02150, SCHMD05669, SCHMD12381, SCHMD13315, SCHMD13316, SCHMD12100	NEMVE22694
OG0000672	SCHMD10307, SCHMD15500	NEMVE22550
OG0000672	SCHMD03901	NEMVE22511
OG0000674	SCHMD14256	NEMVE08889
OG0000674	SCHMD27363, SCHMD28202	NEMVE21073, NEMVE10599
OG0000676	SCHMD18867	NEMVE24025
OG0000676	SCHMD08131	NEMVE10858, NEMVE20237, NEMVE10856
OG0000678	SCHMD26583, SCHMD26584, SCHMD12017	NEMVE09555
OG0000678	SCHMD23542, SCHMD23509, SCHMD26582	NEMVE18563
OG0000680	SCHMD17558, SCHMD25925	NEMVE06900, NEMVE06887, NEMVE25832
OG0000681	SCHMD26784, SCHMD03976	NEMVE03851
OG0000682	SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376	NEMVE17718
OG0000683	SCHMD21601	NEMVE21952
OG0000684	SCHMD07574, SCHMD07399, SCHMD07458	NEMVE15727, NEMVE25884
OG0000684	SCHMD07403	NEMVE05474
OG0000685	SCHMD02797, SCHMD09882	NEMVE02060
OG0000685	SCHMD09879	NEMVE21758
OG0000685	SCHMD09881	NEMVE15319
OG0000688	SCHMD13264	NEMVE25153
OG0000690	SCHMD24354	NEMVE04578
OG0000690	SCHMD17313, SCHMD21259, SCHMD18093	NEMVE25619
OG0000692	SCHMD24514, SCHMD18362	NEMVE16262, NEMVE25899
OG0000692	SCHMD11826	NEMVE05252, NEMVE06220, NEMVE20255
OG0000692	SCHMD02580	NEMVE10690
OG0000694	SCHMD02121, SCHMD02119	NEMVE18564
OG0000696	SCHMD17223, SCHMD17224, SCHMD29303	NEMVE01737
OG0000696	SCHMD10590	NEMVE05214, NEMVE05168, NEMVE16042
OG0000697	SCHMD10349, SCHMD08041	NEMVE14547
OG0000698	SCHMD15424	NEMVE25334
OG0000699	SCHMD20380, SCHMD24169, SCHMD20675, SCHMD24967	NEMVE13812, NEMVE21875, NEMVE05953
OG0000700	SCHMD27774, SCHMD20215	NEMVE20231, NEMVE20652
OG0000702	SCHMD21765, SCHMD21766	NEMVE17196
OG0000703	SCHMD03880	NEMVE15172
OG0000706	SCHMD26259, SCHMD27843	NEMVE02064, NEMVE06133, NEMVE16186
OG0000708	SCHMD25653	NEMVE25462
OG0000708	SCHMD21805	NEMVE00535
OG0000709	SCHMD18124	NEMVE22208
OG0000710	SCHMD02362, SCHMD00177, SCHMD02354, SCHMD10827, SCHMD18803, SCHMD02525, SCHMD27616, SCHMD13241	NEMVE10055
OG0000711	SCHMD16082, SCHMD02785	NEMVE22699
OG0000713	SCHMD17095	NEMVE16643, NEMVE17891, NEMVE22671, NEMVE16279
OG0000715	SCHMD26861, SCHMD05460	NEMVE23095
OG0000716	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723	NEMVE01624
OG0000717	SCHMD26760, SCHMD12553	NEMVE21831
OG0000718	SCHMD05665, SCHMD05692, SCHMD05688, SCHMD24218, SCHMD05666, SCHMD25000, SCHMD11831	NEMVE14726, NEMVE25058
OG0000720	SCHMD03708	NEMVE01505
OG0000721	SCHMD15260, SCHMD29752, SCHMD09543	NEMVE22360, NEMVE25732
OG0000722	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124, SCHMD23554, SCHMD18534, SCHMD17531, SCHMD00837, SCHMD05194, SCHMD15343, SCHMD28550	NEMVE02310
OG0000724	SCHMD14292, SCHMD17982, SCHMD00128, SCHMD07525, SCHMD08666	NEMVE05669
OG0000725	SCHMD11698	NEMVE13886
OG0000725	SCHMD23954	NEMVE15404, NEMVE03108
OG0000731	SCHMD03063	NEMVE14724
OG0000732	SCHMD09651	NEMVE16239
OG0000732	SCHMD05249	NEMVE22346
OG0000733	SCHMD28225, SCHMD15626	NEMVE13174
OG0000733	SCHMD13904, SCHMD02163	NEMVE00072
OG0000734	SCHMD11583, SCHMD14768, SCHMD09332, SCHMD02937, SCHMD07242, SCHMD04118, SCHMD01513, SCHMD07878, SCHMD24039, SCHMD13942, SCHMD22315, SCHMD14455, SCHMD27004, SCHMD20850, SCHMD13509, SCHMD10084, SCHMD08723, SCHMD14485, SCHMD25295, SCHMD26519, SCHMD04103, SCHMD26949, SCHMD09270, SCHMD20387, SCHMD03648, SCHMD09683, SCHMD10543, SCHMD08018, SCHMD27636, SCHMD18698, SCHMD07342, SCHMD09685, SCHMD09684, SCHMD15319, SCHMD24961, SCHMD26040, SCHMD09274, SCHMD04119	NEMVE19740
OG0000735	SCHMD07620	NEMVE14467
OG0000740	SCHMD13587	NEMVE01913
OG0000740	SCHMD06868	NEMVE06987
OG0000745	SCHMD29713, SCHMD29471	NEMVE09518, NEMVE18143
OG0000748	SCHMD01969	NEMVE07396
OG0000748	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770	NEMVE13110
OG0000749	SCHMD08684, SCHMD14779, SCHMD14096, SCHMD26558, SCHMD10778, SCHMD24530, SCHMD14780	NEMVE13534
OG0000751	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408	NEMVE06350
OG0000752	SCHMD05569	NEMVE04535
OG0000752	SCHMD12645	NEMVE14796, NEMVE20340
OG0000753	SCHMD14739	NEMVE09279, NEMVE20008
OG0000753	SCHMD19308, SCHMD17874	NEMVE09763
OG0000754	SCHMD22890	NEMVE25123, NEMVE22557, NEMVE04613
OG0000757	SCHMD13979, SCHMD10753, SCHMD18486	NEMVE25201
OG0000759	SCHMD22205	NEMVE07096
OG0000759	SCHMD21958	NEMVE07127, NEMVE15354
OG0000762	SCHMD24589, SCHMD13724, SCHMD08577, SCHMD18827, SCHMD18828	NEMVE08946
OG0000764	SCHMD28742, SCHMD23511	NEMVE12589
OG0000764	SCHMD16330	NEMVE08398, NEMVE01257
OG0000765	SCHMD22312, SCHMD21723, SCHMD22880	NEMVE15020
OG0000766	SCHMD07087	NEMVE13890
OG0000768	SCHMD13165, SCHMD22067	NEMVE24837, NEMVE20124
OG0000772	SCHMD27339, SCHMD28581	NEMVE03979
OG0000772	SCHMD07550, SCHMD11404	NEMVE14663, NEMVE13205
OG0000772	SCHMD29807	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923
OG0000774	SCHMD13406	NEMVE18724
OG0000774	SCHMD04364	NEMVE14955, NEMVE01618
OG0000776	SCHMD10487	NEMVE25221, NEMVE11470, NEMVE23261
OG0000777	SCHMD19863	NEMVE01908
OG0000777	SCHMD17125	NEMVE21910, NEMVE15143
OG0000778	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513	NEMVE13753
OG0000780	SCHMD13998, SCHMD18889	NEMVE09488
OG0000780	SCHMD10385	NEMVE00281, NEMVE20933
OG0000780	SCHMD10386	NEMVE05745
OG0000781	SCHMD21689, SCHMD23281, SCHMD14588, SCHMD16494	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644
OG0000782	SCHMD01655, SCHMD14818	NEMVE10772
OG0000784	SCHMD17525, SCHMD16746, SCHMD16579, SCHMD19992, SCHMD27743	NEMVE16267
OG0000787	SCHMD27133	NEMVE23367
OG0000787	SCHMD22606, SCHMD20069, SCHMD13786	NEMVE12098
OG0000788	SCHMD11830, SCHMD18844	NEMVE01862
OG0000788	SCHMD06628	NEMVE24569
OG0000789	SCHMD29403	NEMVE12835
OG0000791	SCHMD12437	NEMVE13487
OG0000793	SCHMD22428, SCHMD23980, SCHMD15261, SCHMD00689, SCHMD02469, SCHMD09415, SCHMD08316	NEMVE19406
OG0000794	SCHMD10042	NEMVE13875
OG0000796	SCHMD23450	NEMVE12330
OG0000797	SCHMD19270, SCHMD16320	NEMVE07332, NEMVE20914
OG0000798	SCHMD16249, SCHMD19563, SCHMD17465, SCHMD04713	NEMVE05537
OG0000799	SCHMD17640	NEMVE24041
OG0000802	SCHMD10199	NEMVE11136, NEMVE06054
OG0000803	SCHMD13498, SCHMD13620, SCHMD26336	NEMVE22189
OG0000809	SCHMD21850, SCHMD00682	NEMVE08335, NEMVE12321
OG0000810	SCHMD03195, SCHMD03113	NEMVE18390
OG0000810	SCHMD06140, SCHMD03114	NEMVE13208, NEMVE02291
OG0000814	SCHMD03060, SCHMD13676, SCHMD13183, SCHMD07986, SCHMD07352	NEMVE06776, NEMVE16660
OG0000817	SCHMD22983	NEMVE14311
OG0000818	SCHMD25196, SCHMD21411	NEMVE25555
OG0000819	SCHMD03878	NEMVE14350
OG0000819	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618	NEMVE21753, NEMVE17271, NEMVE13337, NEMVE08410, NEMVE19184, NEMVE14132
OG0000820	SCHMD19766	NEMVE08902
OG0000822	SCHMD16037	NEMVE07227
OG0000824	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375	NEMVE05752
OG0000826	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770	NEMVE01532, NEMVE25209
OG0000828	SCHMD08298	NEMVE13102, NEMVE13594
OG0000828	SCHMD08624	NEMVE15094
OG0000829	SCHMD27680, SCHMD26916	NEMVE08791
OG0000833	SCHMD13529, SCHMD19078, SCHMD01603, SCHMD13070	NEMVE18727
OG0000834	SCHMD19332, SCHMD16052	NEMVE05965
OG0000835	SCHMD14959	NEMVE10452
OG0000836	SCHMD23242	NEMVE01499
OG0000837	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083	NEMVE25541
OG0000842	SCHMD01343	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617
OG0000844	SCHMD01709	NEMVE07470, NEMVE07462
OG0000847	SCHMD00410	NEMVE17291
OG0000847	SCHMD03587	NEMVE08888
OG0000848	SCHMD03599	NEMVE21784
OG0000848	SCHMD06160	NEMVE13752
OG0000849	SCHMD25311, SCHMD22953, SCHMD26456, SCHMD01276, SCHMD04229, SCHMD16960, SCHMD16685	NEMVE14809
OG0000850	SCHMD04752	NEMVE19061
OG0000850	SCHMD26000, SCHMD27633	NEMVE12252
OG0000851	SCHMD21876, SCHMD17205	NEMVE23273
OG0000852	SCHMD20255, SCHMD13251	NEMVE20882
OG0000853	SCHMD13348, SCHMD11642, SCHMD05466, SCHMD10578	NEMVE23651
OG0000856	SCHMD05219, SCHMD06062, SCHMD17590	NEMVE05473, NEMVE14626, NEMVE21694
OG0000858	SCHMD08601	NEMVE13289
OG0000858	SCHMD23221, SCHMD20483, SCHMD08351	NEMVE00856, NEMVE05037
OG0000858	SCHMD22095, SCHMD27060	NEMVE05877
OG0000860	SCHMD05987	NEMVE23955, NEMVE13259
OG0000863	SCHMD07293	NEMVE07145, NEMVE20946
OG0000868	SCHMD05358	NEMVE25015, NEMVE26025, NEMVE09127
OG0000869	SCHMD07449	NEMVE23299
OG0000870	SCHMD09425	NEMVE02461, NEMVE01574
OG0000871	SCHMD06938	NEMVE14071
OG0000872	SCHMD07553	NEMVE14190
OG0000873	SCHMD02659, SCHMD16630, SCHMD13026, SCHMD17269	NEMVE10811
OG0000873	SCHMD02655, SCHMD05829	NEMVE11481
OG0000875	SCHMD10815	NEMVE12865
OG0000875	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336	NEMVE14079
OG0000876	SCHMD01529	NEMVE02940, NEMVE11949
OG0000876	SCHMD17201, SCHMD26977, SCHMD17199, SCHMD26978, SCHMD17200	NEMVE11948
OG0000878	SCHMD18560	NEMVE02420
OG0000879	SCHMD10640	NEMVE13129
OG0000880	SCHMD03718	NEMVE13288, NEMVE15899
OG0000881	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924	NEMVE13265
OG0000881	SCHMD25283, SCHMD17841, SCHMD18605, SCHMD20926, SCHMD25363	NEMVE14845
OG0000882	SCHMD28505, SCHMD21146	NEMVE02007
OG0000887	SCHMD27495, SCHMD18001	NEMVE10146
OG0000888	SCHMD01724	NEMVE10813
OG0000889	SCHMD00830, SCHMD04643	NEMVE22565
OG0000889	SCHMD02281, SCHMD02130	NEMVE14419
OG0000890	SCHMD16414	NEMVE06371, NEMVE00333, NEMVE16346
OG0000894	SCHMD05374, SCHMD26280	NEMVE23274
OG0000894	SCHMD11594, SCHMD05061	NEMVE14617
OG0000896	SCHMD08034	NEMVE21907
OG0000896	SCHMD03189	NEMVE10977
OG0000897	SCHMD05382	NEMVE06224, NEMVE12475
OG0000899	SCHMD22285, SCHMD13459	NEMVE18761
OG0000905	SCHMD17642, SCHMD19023	NEMVE24633
OG0000906	SCHMD01676	NEMVE08831
OG0000907	SCHMD20213, SCHMD25072	NEMVE17906
OG0000907	SCHMD03616	NEMVE00986
OG0000909	SCHMD05694, SCHMD03729	NEMVE10272
OG0000911	SCHMD02390, SCHMD02388	NEMVE24020
OG0000913	SCHMD10820, SCHMD18663	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717
OG0000914	SCHMD13079, SCHMD10834, SCHMD13078	NEMVE08606
OG0000915	SCHMD14220	NEMVE05638
OG0000921	SCHMD07722	NEMVE04805
OG0000921	SCHMD16275	NEMVE19737, NEMVE09442
OG0000921	SCHMD23625	NEMVE12434
OG0000925	SCHMD01205, SCHMD18689	NEMVE21937, NEMVE05629, NEMVE00068
OG0000925	SCHMD00501, SCHMD05937	NEMVE22442, NEMVE00338
OG0000926	SCHMD13544, SCHMD06558	NEMVE13598
OG0000929	SCHMD00375, SCHMD08839	NEMVE10278
OG0000931	SCHMD02356	NEMVE13552
OG0000932	SCHMD01738	NEMVE20604
OG0000933	SCHMD03632, SCHMD07102, SCHMD01828, SCHMD29251, SCHMD08939	NEMVE25450, NEMVE09603
OG0000933	SCHMD02882, SCHMD28308, SCHMD17968, SCHMD28525, SCHMD13327, SCHMD17140, SCHMD17141	NEMVE12353
OG0000934	SCHMD07111, SCHMD08216	NEMVE09369
OG0000935	SCHMD18664	NEMVE24478, NEMVE06639
OG0000937	SCHMD17622	NEMVE17999, NEMVE03057, NEMVE02431, NEMVE18000, NEMVE16948, NEMVE18813
OG0000943	SCHMD19076	NEMVE14119
OG0000944	SCHMD15750	NEMVE07708
OG0000945	SCHMD15214, SCHMD06612, SCHMD06319	NEMVE22316, NEMVE22428
OG0000946	SCHMD09426	NEMVE11477
OG0000946	SCHMD06614	NEMVE10926
OG0000947	SCHMD24447	NEMVE04758, NEMVE07474
OG0000949	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321
OG0000950	SCHMD21769, SCHMD25017	NEMVE08112
OG0000951	SCHMD20855, SCHMD20207	NEMVE21998
OG0000951	SCHMD20208	NEMVE02530
OG0000954	SCHMD05029, SCHMD08968, SCHMD13763	NEMVE06460
OG0000954	SCHMD05469, SCHMD02974	NEMVE05247, NEMVE12295
OG0000955	SCHMD06645, SCHMD03890, SCHMD04591	NEMVE14901
OG0000955	SCHMD20742	NEMVE06008
OG0000957	SCHMD18022, SCHMD18023	NEMVE00980
OG0000960	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110	NEMVE05470, NEMVE02244
OG0000963	SCHMD22298, SCHMD11708	NEMVE06216
OG0000963	SCHMD04476	NEMVE03242
OG0000965	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517	NEMVE02072
OG0000966	SCHMD00065	NEMVE06417
OG0000966	SCHMD17402, SCHMD18575	NEMVE06690
OG0000967	SCHMD11342, SCHMD26265	NEMVE05572
OG0000967	SCHMD05844, SCHMD03950	NEMVE11722, NEMVE10506
OG0000968	SCHMD03384, SCHMD13557, SCHMD11646, SCHMD29090	NEMVE15048
OG0000969	SCHMD15666, SCHMD13228, SCHMD13229, SCHMD15667	NEMVE14628
OG0000971	SCHMD05808	NEMVE17738
OG0000972	SCHMD05471	NEMVE10082
OG0000974	SCHMD24665, SCHMD24853, SCHMD26881	NEMVE13444
OG0000977	SCHMD03392	NEMVE25192
OG0000978	SCHMD15268, SCHMD25301, SCHMD25194	NEMVE25212
OG0000979	SCHMD24204, SCHMD01421	NEMVE17920, NEMVE04790, NEMVE16326
OG0000981	SCHMD13908	NEMVE22521
OG0000982	SCHMD26054, SCHMD08717	NEMVE07619, NEMVE11958
OG0000984	SCHMD02865	NEMVE21717
OG0000986	SCHMD25195, SCHMD27305, SCHMD22933	NEMVE04242
OG0000987	SCHMD03090, SCHMD13202, SCHMD12033, SCHMD17704	NEMVE05580
OG0000988	SCHMD00928	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782
OG0000992	SCHMD08111	NEMVE11620, NEMVE04858
OG0000993	SCHMD03348	NEMVE12763
OG0000994	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203	NEMVE24464
OG0000994	SCHMD16602, SCHMD10604	NEMVE05403
OG0000997	SCHMD28749	NEMVE15784
OG0000998	SCHMD08664	NEMVE18412, NEMVE14793
OG0000999	SCHMD24575, SCHMD22089, SCHMD08206	NEMVE22489, NEMVE11957
OG0000999	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208	NEMVE00092
OG0001000	SCHMD22725, SCHMD28387	NEMVE02448
OG0001000	SCHMD22765	NEMVE00034, NEMVE12038
OG0001001	SCHMD07357, SCHMD07356	NEMVE20649, NEMVE24599, NEMVE12542
OG0001002	SCHMD14095, SCHMD17610, SCHMD07769, SCHMD07768, SCHMD11688	NEMVE09531, NEMVE19920
OG0001006	SCHMD17048, SCHMD11571	NEMVE21915
OG0001007	SCHMD05810	NEMVE00044, NEMVE10735
OG0001008	SCHMD04849, SCHMD04856, SCHMD04857	NEMVE24531
OG0001009	SCHMD09472	NEMVE16504
OG0001013	SCHMD14534, SCHMD13659, SCHMD16121, SCHMD28755, SCHMD14533	NEMVE02022
OG0001015	SCHMD07353, SCHMD06693, SCHMD06692	NEMVE07976
OG0001016	SCHMD23273, SCHMD15080	NEMVE14344
OG0001016	SCHMD25548, SCHMD21254	NEMVE14850
OG0001017	SCHMD04416, SCHMD11368	NEMVE08837
OG0001017	SCHMD07821	NEMVE01365
OG0001017	SCHMD16755	NEMVE08847
OG0001017	SCHMD16754	NEMVE13870
OG0001018	SCHMD08153	NEMVE25537
OG0001019	SCHMD01848, SCHMD05447	NEMVE06651
OG0001019	SCHMD15171	NEMVE09159, NEMVE02711
OG0001023	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902	NEMVE12107
OG0001028	SCHMD01474, SCHMD11482	NEMVE25953, NEMVE14639
OG0001029	SCHMD04839, SCHMD00804, SCHMD00805	NEMVE03131, NEMVE01675
OG0001030	SCHMD08463, SCHMD08462	NEMVE13370
OG0001030	SCHMD08464	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380
OG0001031	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644	NEMVE13279
OG0001031	SCHMD12815	NEMVE12566
OG0001031	SCHMD19646, SCHMD16992	NEMVE05098
OG0001031	SCHMD17709, SCHMD09373	NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345
OG0001032	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282	NEMVE14168
OG0001033	SCHMD11399, SCHMD23908	NEMVE24849
OG0001033	SCHMD10492	NEMVE03845
OG0001036	SCHMD20768, SCHMD09235	NEMVE07958
OG0001037	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259	NEMVE13835
OG0001039	SCHMD01765	NEMVE05729
OG0001042	SCHMD11839	NEMVE20161, NEMVE25296
OG0001043	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894	NEMVE16776, NEMVE05556
OG0001048	SCHMD12160	NEMVE04666
OG0001050	SCHMD04667	NEMVE12697
OG0001050	SCHMD03458	NEMVE01027, NEMVE01054, NEMVE13960, NEMVE08719, NEMVE08733, NEMVE11321
OG0001053	SCHMD25503, SCHMD22630	NEMVE01408
OG0001056	SCHMD02897	NEMVE07347
OG0001059	SCHMD17881, SCHMD18020, SCHMD18021	NEMVE05294
OG0001060	SCHMD12337, SCHMD14762, SCHMD05051	NEMVE02960, NEMVE14652, NEMVE13876
OG0001062	SCHMD24440, SCHMD23600, SCHMD17910	NEMVE01533, NEMVE07088, NEMVE21120
OG0001063	SCHMD00703	NEMVE08862
OG0001064	SCHMD00355, SCHMD00354	NEMVE19071, NEMVE22336, NEMVE14457, NEMVE15119, NEMVE08642, NEMVE03711, NEMVE20842
OG0001068	SCHMD00936	NEMVE21454
OG0001072	SCHMD24459, SCHMD27893	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521, NEMVE01518
OG0001073	SCHMD00478	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771	NEMVE07705, NEMVE15967
OG0001076	SCHMD11877, SCHMD11878, SCHMD07132, SCHMD07131	NEMVE01471
OG0001077	SCHMD18823, SCHMD18584, SCHMD01953, SCHMD20077, SCHMD18407, SCHMD17122	NEMVE06665
OG0001078	SCHMD20731, SCHMD25766, SCHMD19216, SCHMD23006	NEMVE21841, NEMVE03024
OG0001079	SCHMD15090, SCHMD18834	NEMVE05363, NEMVE02062, NEMVE19455, NEMVE05874, NEMVE21793, NEMVE05858, NEMVE11085, NEMVE05389
OG0001079	SCHMD27223	NEMVE10902
OG0001080	SCHMD08586	NEMVE25549
OG0001080	SCHMD15438, SCHMD19176	NEMVE24155
OG0001080	SCHMD05782, SCHMD22091	NEMVE20880
OG0001081	SCHMD05425	NEMVE14063
OG0001083	SCHMD07690	NEMVE07865
OG0001084	SCHMD10718, SCHMD10717	NEMVE15577, NEMVE10374, NEMVE06345
OG0001085	SCHMD03894	NEMVE23730
OG0001086	SCHMD14120	NEMVE21870
OG0001086	SCHMD22447, SCHMD28850, SCHMD24214	NEMVE10921
OG0001088	SCHMD19898, SCHMD23791	NEMVE09696, NEMVE11696
OG0001089	SCHMD10517	NEMVE21830
OG0001091	SCHMD13206, SCHMD15908	NEMVE05727
OG0001092	SCHMD17999	NEMVE00964, NEMVE07353
OG0001092	SCHMD18945	NEMVE01451
OG0001093	SCHMD16772	NEMVE01792
OG0001096	SCHMD11467, SCHMD14874	NEMVE22598, NEMVE10292, NEMVE12692
OG0001101	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685	NEMVE14957
OG0001101	SCHMD18683, SCHMD23171	NEMVE01007
OG0001102	SCHMD06311	NEMVE01649
OG0001103	SCHMD10595	NEMVE11703, NEMVE01302
OG0001104	SCHMD11885, SCHMD14895, SCHMD18516, SCHMD03705	NEMVE25846
OG0001105	SCHMD07128	NEMVE25923
OG0001105	SCHMD14806	NEMVE20017, NEMVE20576
OG0001108	SCHMD08133	NEMVE14019, NEMVE25264, NEMVE22820, NEMVE03343
OG0001112	SCHMD26529, SCHMD08447, SCHMD12345, SCHMD07656, SCHMD07657, SCHMD23860, SCHMD19548, SCHMD19654, SCHMD19655	NEMVE18988
OG0001113	SCHMD04717	NEMVE11789, NEMVE13858
OG0001113	SCHMD10085	NEMVE14477
OG0001113	SCHMD08665, SCHMD03992	NEMVE22434
OG0001114	SCHMD27710, SCHMD15592, SCHMD14156	NEMVE13059
OG0001116	SCHMD19491	NEMVE14342
OG0001116	SCHMD04023	NEMVE04905, NEMVE14341
OG0001117	SCHMD18856	NEMVE24913, NEMVE17548
OG0001118	SCHMD16905, SCHMD07256, SCHMD20803, SCHMD22443	NEMVE08045
OG0001119	SCHMD23322, SCHMD22988, SCHMD23323	NEMVE00905, NEMVE12022
OG0001121	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994	NEMVE15144
OG0001123	SCHMD02756	NEMVE08367, NEMVE00548
OG0001123	SCHMD02755, SCHMD22573, SCHMD28528, SCHMD01636, SCHMD08373	NEMVE07317
OG0001124	SCHMD24013	NEMVE14042, NEMVE14572
OG0001126	SCHMD17193, SCHMD24674, SCHMD17192	NEMVE21706
OG0001127	SCHMD06664	NEMVE23507
OG0001128	SCHMD08323	NEMVE07541
OG0001129	SCHMD15504, SCHMD18282, SCHMD05846	NEMVE22537, NEMVE23490, NEMVE23489
OG0001130	SCHMD04030	NEMVE07218, NEMVE21964, NEMVE14047
