Orthogroup	LYTVA_ok	DROME
OG0001137	LYTVA_08712	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225
OG0001138	LYTVA_06752	DROME16831, DROME16832, DROME16830, DROME16829
OG0001139	LYTVA_17543	DROME11285, DROME11284, DROME20784
OG0001142	LYTVA_17988	DROME15460, DROME15458, DROME15459
OG0001143	LYTVA_01170	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977
OG0001144	LYTVA_24625	DROME08380
OG0001149	LYTVA_04169, LYTVA_25161	DROME20514
OG0001156	LYTVA_22449	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510
OG0001158	LYTVA_13180, LYTVA_17437	DROME08138, DROME08137
OG0001159	LYTVA_23740	DROME00704, DROME00657, DROME00658
OG0001160	LYTVA_26964	DROME05833, DROME05832, DROME05835, DROME05834
OG0001162	LYTVA_28314, LYTVA_24093	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107
OG0001163	LYTVA_24878, LYTVA_28270	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899
OG0001164	LYTVA_05648, LYTVA_28276, LYTVA_05650	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759
OG0001165	LYTVA_04541, LYTVA_04542, LYTVA_17460, LYTVA_14088	DROME20938, DROME07288
OG0001167	LYTVA_19097	DROME17311
OG0001168	LYTVA_03414	DROME02336
OG0001170	LYTVA_06397, LYTVA_13191	DROME16781
OG0001172	LYTVA_22652	DROME12074, DROME12075
OG0001172	LYTVA_29661	DROME11227, DROME11226
OG0001173	LYTVA_24626	DROME08477, DROME08476, DROME08478, DROME08741
OG0001173	LYTVA_22071	DROME11068
OG0001174	LYTVA_22335	DROME01257, DROME01258
OG0001175	LYTVA_12386, LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054	DROME10674
OG0001177	LYTVA_07494, LYTVA_26801, LYTVA_03786	DROME01933, DROME01934, DROME21906
OG0001178	LYTVA_25867	DROME18168, DROME18169, DROME18170, DROME18167
OG0001180	LYTVA_29218	DROME10923, DROME10922
OG0001180	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852	DROME01245, DROME01246
OG0001184	LYTVA_02863, LYTVA_18281	DROME03279
OG0001184	LYTVA_26638, LYTVA_24278	DROME17805
OG0001185	LYTVA_09656	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238
OG0001186	LYTVA_28926	DROME11811, DROME11812
OG0001186	LYTVA_01688	DROME18932
OG0001188	LYTVA_25404	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118
OG0001190	LYTVA_06830	DROME21340, DROME21342, DROME21339, DROME21341
OG0001197	LYTVA_08630	DROME14364
OG0001201	LYTVA_16866, LYTVA_02039	DROME20824, DROME20825, DROME20823, DROME20822
OG0001203	LYTVA_28240, LYTVA_03972, LYTVA_29946	DROME16841
OG0001204	LYTVA_12790	DROME15252
OG0001208	LYTVA_13276	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816
OG0001210	LYTVA_19275	DROME01292
OG0001210	LYTVA_04311	DROME21654, DROME21653
OG0001211	LYTVA_22456, LYTVA_02722	DROME14817, DROME14816, DROME14814, DROME14815
OG0001212	LYTVA_03375, LYTVA_21023	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021
OG0001213	LYTVA_07548, LYTVA_11628	DROME12028
OG0001213	LYTVA_18522	DROME15857
OG0001215	LYTVA_14835	DROME05613, DROME05611, DROME05612
OG0001216	LYTVA_09816	DROME20096, DROME20097, DROME20095, DROME15498
OG0001217	LYTVA_22786	DROME06701
OG0001218	LYTVA_26113	DROME12211, DROME12213, DROME12212
OG0001219	LYTVA_15579	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628
OG0001220	LYTVA_16053, LYTVA_16343	DROME02744, DROME20493, DROME20492
OG0001221	LYTVA_14047	DROME09514
OG0001223	LYTVA_21037	DROME08781, DROME08780
OG0001225	LYTVA_24620	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794
OG0001227	LYTVA_10499	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419
OG0001230	LYTVA_17571, LYTVA_12678	DROME05921, DROME05920
OG0001231	LYTVA_07439	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724
OG0001232	LYTVA_24297	DROME01876, DROME01877, DROME01878
OG0001234	LYTVA_27375	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231
OG0001236	LYTVA_24738, LYTVA_21569	DROME06609, DROME04424, DROME20964
OG0001237	LYTVA_26239, LYTVA_06734	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481
OG0001238	LYTVA_30061	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292
OG0001239	LYTVA_29779	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414
OG0001241	LYTVA_01648	DROME02596
OG0001243	LYTVA_04835	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535
OG0001245	LYTVA_16858	DROME06795
OG0001247	LYTVA_23646	DROME18852
OG0001248	LYTVA_00986, LYTVA_16637	DROME02625, DROME02624, DROME02623
OG0001249	LYTVA_03472	DROME05745, DROME05744, DROME04456, DROME04455
OG0001250	LYTVA_23037	DROME10391, DROME10390, DROME10392
OG0001251	LYTVA_12207	DROME04532
OG0001253	LYTVA_02267	DROME16727, DROME02601
OG0001254	LYTVA_26444	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033
OG0001256	LYTVA_27563	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301
OG0001261	LYTVA_10322	DROME00542, DROME00543, DROME00540, DROME00541
OG0001262	LYTVA_09252	DROME20437
OG0001262	LYTVA_27431	DROME01661
OG0001263	LYTVA_09084	DROME01386, DROME01387
OG0001264	LYTVA_07325	DROME08249, DROME08250, DROME08248
OG0001267	LYTVA_09343	DROME13068
OG0001270	LYTVA_18319	DROME02961
OG0001271	LYTVA_09608	DROME20484
OG0001272	LYTVA_27489	DROME17237, DROME17236, DROME17235, DROME17243
OG0001274	LYTVA_02869	DROME06585, DROME06586, DROME06584
OG0001276	LYTVA_24445	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322
OG0001278	LYTVA_15868	DROME15455, DROME15454, DROME15456
OG0001279	LYTVA_22555	DROME15211, DROME15210
OG0001281	LYTVA_23356	DROME19100
OG0001284	LYTVA_15592	DROME05418
OG0001286	LYTVA_00885	DROME11490, DROME11489, DROME11491
OG0001287	LYTVA_06176	DROME15976, DROME15975, DROME04476
OG0001288	LYTVA_10306	DROME19787, DROME09388, DROME09389
OG0001290	LYTVA_13603	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924
OG0001291	LYTVA_11712	DROME21166, DROME21165, DROME18055, DROME18056
OG0001292	LYTVA_22168	DROME20956
OG0001293	LYTVA_07691	DROME19380, DROME19378, DROME19379
OG0001294	LYTVA_19271	DROME19278
OG0001295	LYTVA_15580	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521
OG0001296	LYTVA_20224	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669
OG0001297	LYTVA_24047	DROME13456, DROME08203, DROME08204
OG0001300	LYTVA_05607, LYTVA_03792	DROME21326, DROME21325, DROME21324
OG0001302	LYTVA_01979, LYTVA_15833	DROME00539
OG0001304	LYTVA_26874	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068
OG0001305	LYTVA_00811, LYTVA_15520	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831
OG0001306	LYTVA_04350	DROME08751, DROME08752
OG0001308	LYTVA_06427, LYTVA_08159	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399
OG0001310	LYTVA_08839	DROME15600
OG0001311	LYTVA_10099	DROME06164
OG0001315	LYTVA_20106, LYTVA_24055	DROME16592
OG0001318	LYTVA_16780	DROME17213
OG0001318	LYTVA_28059	DROME09513
OG0001319	LYTVA_24410	DROME01307
OG0001322	LYTVA_08843	DROME15932
OG0001323	LYTVA_00847	DROME18781, DROME18779, DROME18782, DROME18780
OG0001325	LYTVA_09407	DROME14232
OG0001326	LYTVA_02897	DROME03927
OG0001330	LYTVA_04759	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683
OG0001331	LYTVA_16616	DROME17517, DROME17519, DROME17518
OG0001333	LYTVA_12467	DROME11916, DROME20312, DROME20313, DROME18937
OG0001335	LYTVA_24585	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042
OG0001337	LYTVA_28142	DROME07933, DROME07937
OG0001341	LYTVA_05973	DROME19896, DROME19897, DROME19895
OG0001344	LYTVA_02352	DROME04657, DROME04656
OG0001348	LYTVA_22256	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496
OG0001350	LYTVA_25134	DROME20607
OG0001351	LYTVA_25655	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249
OG0001353	LYTVA_22573	DROME12504, DROME12505
OG0001354	LYTVA_28511	DROME18928
OG0001355	LYTVA_11629	DROME18115
OG0001356	LYTVA_28992	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202
OG0001358	LYTVA_28060	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319
OG0001363	LYTVA_09257, LYTVA_18119	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044
OG0001364	LYTVA_09892	DROME18347, DROME18348
OG0001366	LYTVA_01522	DROME19931, DROME19932, DROME19933, DROME19934
OG0001367	LYTVA_20815	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536
OG0001371	LYTVA_08478, LYTVA_25037	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809
OG0001372	LYTVA_11215	DROME06987
OG0001373	LYTVA_08692	DROME15869, DROME15867, DROME15866, DROME15868
OG0001375	LYTVA_04323	DROME11058
OG0001376	LYTVA_29983	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506
OG0001378	LYTVA_17384	DROME14090, DROME14089
OG0001379	LYTVA_28884	DROME02340
OG0001381	LYTVA_20781	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084
OG0001382	LYTVA_23629	DROME16755, DROME15883
OG0001383	LYTVA_24693	DROME08849, DROME08848, DROME08850, DROME08851
OG0001387	LYTVA_23743, LYTVA_03895	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640
OG0001389	LYTVA_23428	DROME08448, DROME08449, DROME08447
OG0001394	LYTVA_27588	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848
OG0001395	LYTVA_29626	DROME22042
OG0001397	LYTVA_19050	DROME12938
OG0001397	LYTVA_23784	DROME12061
OG0001398	LYTVA_12730, LYTVA_02864, LYTVA_02865, LYTVA_18283, LYTVA_18282, LYTVA_02862	DROME00533
OG0001399	LYTVA_11204, LYTVA_26875	DROME18551, DROME15177
OG0001401	LYTVA_02911	DROME07715
OG0001402	LYTVA_01375	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037
OG0001403	LYTVA_16669, LYTVA_07690	DROME02115, DROME02116, DROME02114
OG0001405	LYTVA_11923	DROME06373
OG0001405	LYTVA_13898	DROME02126
OG0001406	LYTVA_02505	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083
OG0001409	LYTVA_11490	DROME18107
OG0001410	LYTVA_26149	DROME00626
OG0001413	LYTVA_11550, LYTVA_08728, LYTVA_22106	DROME21681, DROME21682
OG0001414	LYTVA_18745	DROME16698, DROME16697
OG0001414	LYTVA_15413	DROME00599
OG0001415	LYTVA_19006, LYTVA_27686	DROME17030, DROME17031
OG0001417	LYTVA_21364	DROME21398, DROME21399
OG0001417	LYTVA_15358	DROME04528
OG0001418	LYTVA_00553	DROME11411
OG0001419	LYTVA_27301	DROME00719
OG0001421	LYTVA_26131	DROME08210
OG0001422	LYTVA_28672	DROME19262, DROME19263
OG0001423	LYTVA_12091, LYTVA_28484	DROME11161, DROME11163, DROME11162
OG0001424	LYTVA_01086	DROME10397
OG0001424	LYTVA_05792	DROME21291
OG0001425	LYTVA_20870	DROME10455
OG0001426	LYTVA_03466, LYTVA_13737	DROME16504, DROME16505
OG0001427	LYTVA_08328	DROME04112, DROME04111, DROME04110
OG0001428	LYTVA_04004	DROME00299, DROME00300
OG0001430	LYTVA_05538	DROME14607, DROME14606
OG0001431	LYTVA_23169	DROME08311, DROME08313, DROME08312
OG0001434	LYTVA_19139	DROME05416
OG0001435	LYTVA_03335, LYTVA_03334, LYTVA_02236, LYTVA_03333	DROME05738
OG0001436	LYTVA_23400	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804
OG0001437	LYTVA_02456	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502
OG0001440	LYTVA_21865	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858
OG0001440	LYTVA_17468	DROME07996
OG0001442	LYTVA_10451	DROME14822, DROME14823, DROME14821
OG0001445	LYTVA_06306	DROME19218
OG0001447	LYTVA_08300	DROME20519, DROME20520, DROME20518
OG0001449	LYTVA_26829	DROME21187
OG0001455	LYTVA_29635	DROME05198
OG0001456	LYTVA_29753	DROME21079
OG0001459	LYTVA_03447	DROME20534
OG0001460	LYTVA_25220	DROME19034
OG0001461	LYTVA_20044	DROME01468
OG0001462	LYTVA_08777, LYTVA_08776, LYTVA_05319	DROME07618, DROME07619
OG0001463	LYTVA_02407, LYTVA_02045	DROME17238, DROME10819
OG0001464	LYTVA_00287	DROME03533, DROME03534
OG0001465	LYTVA_26108	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895
OG0001466	LYTVA_06219, LYTVA_06226	DROME20715
OG0001467	LYTVA_22531	DROME03510
OG0001468	LYTVA_26492	DROME11512, DROME11513
OG0001469	LYTVA_18384	DROME11498
OG0001469	LYTVA_08369	DROME15100
OG0001470	LYTVA_05300	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191
OG0001472	LYTVA_00674, LYTVA_18392	DROME01627
OG0001474	LYTVA_01292	DROME02835, DROME02834
OG0001475	LYTVA_29057, LYTVA_24837	DROME11371, DROME08104, DROME08103
OG0001476	LYTVA_11849	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575
OG0001478	LYTVA_27270, LYTVA_05260, LYTVA_16139, LYTVA_02086	DROME17873, DROME17872
OG0001479	LYTVA_06390	DROME09340
OG0001480	LYTVA_01988	DROME01335, DROME01336, DROME01334, DROME01333
OG0001482	LYTVA_01060	DROME08131, DROME08132, DROME08133
OG0001484	LYTVA_19019, LYTVA_27048	DROME00233, DROME00235, DROME00237
OG0001485	LYTVA_14466, LYTVA_27906	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031
OG0001486	LYTVA_00800	DROME20978
OG0001490	LYTVA_21998	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065
OG0001491	LYTVA_29652	DROME10680, DROME10681, DROME10678, DROME10679
OG0001492	LYTVA_23916	DROME03966
OG0001495	LYTVA_19058	DROME13469
OG0001500	LYTVA_09855	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570
OG0001501	LYTVA_20209	DROME17335, DROME17336
OG0001502	LYTVA_00394	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520
OG0001503	LYTVA_26157	DROME04749
OG0001503	LYTVA_21678	DROME03622
OG0001504	LYTVA_08379, LYTVA_08381	DROME21429, DROME21424, DROME21428, DROME21422
OG0001506	LYTVA_24167	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156
OG0001508	LYTVA_06099	DROME11905
OG0001509	LYTVA_07640	DROME10512, DROME10511
OG0001510	LYTVA_09042, LYTVA_28716	DROME00025
OG0001511	LYTVA_02740	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184
OG0001514	LYTVA_16526	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650
OG0001516	LYTVA_11182, LYTVA_25941	DROME13883
OG0001517	LYTVA_12522	DROME03470
OG0001518	LYTVA_16808	DROME10968
OG0001522	LYTVA_27748, LYTVA_05588, LYTVA_28109	DROME02905, DROME02904
OG0001523	LYTVA_15884	DROME11130
OG0001524	LYTVA_17084, LYTVA_14262	DROME06417, DROME06418
OG0001524	LYTVA_25311	DROME00342, DROME00343
OG0001525	LYTVA_27481	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288
OG0001526	LYTVA_26761, LYTVA_03589	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110
OG0001527	LYTVA_20326	DROME15289
OG0001528	LYTVA_29398	DROME09325
OG0001529	LYTVA_05701	DROME07602, DROME07601
OG0001530	LYTVA_19256	DROME01073
OG0001531	LYTVA_20110	DROME10267, DROME10266
OG0001532	LYTVA_28949	DROME20201
OG0001546	LYTVA_27645, LYTVA_19517	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623
OG0001549	LYTVA_03281	DROME13343, DROME13345, DROME13344
OG0001551	LYTVA_06090	DROME08057
OG0001553	LYTVA_29518	DROME02123, DROME02122
OG0001554	LYTVA_00642	DROME16741
OG0001556	LYTVA_26855	DROME10072, DROME10071
OG0001557	LYTVA_30232	DROME20902, DROME20901
OG0001557	LYTVA_23103	DROME07367
OG0001558	LYTVA_06196	DROME19656, DROME19657
OG0001559	LYTVA_27028	DROME02902
OG0001561	LYTVA_04106, LYTVA_00921	DROME04222
OG0001562	LYTVA_19681	DROME16718
OG0001563	LYTVA_18255, LYTVA_29179, LYTVA_21711	DROME03209
OG0001565	LYTVA_00224, LYTVA_00227	DROME18953, DROME18978
OG0001567	LYTVA_26978, LYTVA_26194	DROME19417, DROME19416
OG0001568	LYTVA_29892	DROME19219
OG0001569	LYTVA_20543	DROME03783
OG0001570	LYTVA_25305	DROME13692
OG0001572	LYTVA_17414	DROME11998
OG0001574	LYTVA_26697	DROME21965, DROME21966, DROME21964, DROME21967
OG0001575	LYTVA_02269, LYTVA_24682, LYTVA_05900	DROME14105, DROME14107, DROME14106, DROME14108
OG0001576	LYTVA_04399	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049
OG0001582	LYTVA_05770	DROME15756, DROME15757
OG0001583	LYTVA_00600	DROME08180, DROME08179
OG0001584	LYTVA_16613	DROME19782
OG0001589	LYTVA_18831, LYTVA_18102	DROME16983, DROME16982, DROME16981, DROME09858
OG0001590	LYTVA_06446, LYTVA_02727	DROME14234, DROME13421
OG0001599	LYTVA_27246	DROME14559
OG0001600	LYTVA_19566	DROME19005
OG0001602	LYTVA_21752, LYTVA_21749, LYTVA_20714	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	LYTVA_25121, LYTVA_29742	DROME05748, DROME05749
OG0001604	LYTVA_15984	DROME13655, DROME13654
OG0001604	LYTVA_01583	DROME15595, DROME15593, DROME15592, DROME15594
OG0001606	LYTVA_00126, LYTVA_07392	DROME01628
OG0001608	LYTVA_12204	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455
OG0001609	LYTVA_06544	DROME13801, DROME13802, DROME13800
OG0001609	LYTVA_09772, LYTVA_05376	DROME09555
OG0001610	LYTVA_15773	DROME06881
OG0001611	LYTVA_24498	DROME07510, DROME07509, DROME07511
OG0001612	LYTVA_09143	DROME07050, DROME07049
OG0001614	LYTVA_00842, LYTVA_23993	DROME14120
OG0001614	LYTVA_08406	DROME17646
OG0001615	LYTVA_16791, LYTVA_29681, LYTVA_02240	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001617	LYTVA_18507	DROME13150, DROME13151
OG0001621	LYTVA_26251	DROME19943, DROME19942, DROME19944
OG0001623	LYTVA_25555	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251
OG0001625	LYTVA_17649	DROME08855
OG0001627	LYTVA_11632	DROME17716, DROME17715
OG0001628	LYTVA_28742, LYTVA_06351	DROME21766
OG0001628	LYTVA_06949	DROME21765
OG0001629	LYTVA_14133	DROME03998, DROME03999, DROME03997
OG0001630	LYTVA_23156	DROME10692
OG0001634	LYTVA_20717	DROME06767
OG0001635	LYTVA_01903	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001636	LYTVA_07956	DROME21027, DROME21028
OG0001638	LYTVA_23923, LYTVA_15599, LYTVA_03528	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001639	LYTVA_12301	DROME01523, DROME01525, DROME01524
OG0001641	LYTVA_15842	DROME08987, DROME08990, DROME08991
OG0001642	LYTVA_25401	DROME09872
OG0001643	LYTVA_10368	DROME03424, DROME03423, DROME03425
OG0001644	LYTVA_08193	DROME05204
OG0001652	LYTVA_10972, LYTVA_22143	DROME14027, DROME14026, DROME19080
OG0001653	LYTVA_15506	DROME03945, DROME03944, DROME03946
OG0001654	LYTVA_27565	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085
OG0001655	LYTVA_29262	DROME11541, DROME11542
OG0001656	LYTVA_20250	DROME12672
OG0001657	LYTVA_24520	DROME16951
OG0001658	LYTVA_29002	DROME02670
OG0001659	LYTVA_27573	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001660	LYTVA_26564	DROME01600, DROME01597, DROME01598, DROME01599
OG0001663	LYTVA_27998	DROME17604, DROME17603
OG0001664	LYTVA_11249, LYTVA_21479	DROME03276
OG0001665	LYTVA_04604	DROME21335, DROME21336
OG0001665	LYTVA_23642	DROME03860, DROME03861, DROME03859
OG0001666	LYTVA_03347, LYTVA_19306, LYTVA_17592, LYTVA_28821, LYTVA_28823	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414
OG0001670	LYTVA_23966, LYTVA_11070, LYTVA_15894	DROME15734, DROME15735
OG0001671	LYTVA_19064	DROME06393, DROME06394, DROME06396, DROME06395
OG0001672	LYTVA_03348	DROME04869, DROME04868, DROME04867
OG0001673	LYTVA_21841	DROME15611, DROME15610
OG0001675	LYTVA_02115, LYTVA_09242	DROME07179, DROME07181, DROME07180
OG0001676	LYTVA_04952	DROME15959, DROME15958, DROME15960
OG0001677	LYTVA_22014	DROME14874
OG0001680	LYTVA_06347	DROME20427
OG0001682	LYTVA_24944	DROME17478, DROME17481, DROME17479, DROME17480, DROME17477
OG0001683	LYTVA_21742	DROME04416, DROME04417, DROME04415
OG0001685	LYTVA_01904	DROME10450
OG0001686	LYTVA_28929	DROME15719
OG0001688	LYTVA_10321	DROME20991, DROME20989
OG0001689	LYTVA_20550, LYTVA_05698	DROME21861, DROME21859
OG0001691	LYTVA_29941	DROME07542, DROME07543, DROME07544, DROME07545
OG0001692	LYTVA_03559	DROME00090, DROME00091
OG0001703	LYTVA_28859, LYTVA_21915	DROME06470, DROME06469
OG0001706	LYTVA_16433	DROME01112
OG0001707	LYTVA_02742	DROME04786, DROME04787
OG0001708	LYTVA_08755	DROME10362, DROME14608, DROME16704
OG0001711	LYTVA_23582	DROME16692, DROME16691, DROME16690
OG0001712	LYTVA_21581	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059
OG0001713	LYTVA_19902	DROME20630
OG0001714	LYTVA_26980	DROME06892
OG0001715	LYTVA_27345	DROME06093, DROME06092
OG0001718	LYTVA_06728	DROME18626, DROME18625, DROME18627
OG0001720	LYTVA_14326	DROME07093, DROME07094, DROME07095
OG0001721	LYTVA_12881	DROME21093, DROME21094
OG0001723	LYTVA_03137	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236
OG0001724	LYTVA_06501, LYTVA_06496, LYTVA_08423, LYTVA_23926	DROME16764, DROME16765, DROME16766, DROME16767
OG0001726	LYTVA_04764	DROME01038, DROME01035, DROME01037, DROME01036
OG0001727	LYTVA_24852	DROME01511, DROME01510, DROME01513, DROME01512
OG0001728	LYTVA_14622	DROME19385
OG0001729	LYTVA_28021	DROME04994, DROME04995, DROME04996
OG0001730	LYTVA_03839	DROME08359, DROME08358, DROME08360, DROME08361
OG0001731	LYTVA_09912, LYTVA_24284, LYTVA_14260	DROME16558
OG0001732	LYTVA_22231	DROME05765, DROME05764, DROME05766
OG0001733	LYTVA_14522, LYTVA_09132	DROME12129, DROME11165
OG0001735	LYTVA_17512	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045
OG0001736	LYTVA_17235	DROME04354, DROME04355
OG0001737	LYTVA_15539	DROME03102
OG0001738	LYTVA_14239, LYTVA_03711	DROME19892
OG0001739	LYTVA_10491	DROME17504, DROME18573, DROME08124
OG0001744	LYTVA_05535	DROME16508
OG0001745	LYTVA_07144	DROME10489
OG0001746	LYTVA_21735	DROME21748
OG0001749	LYTVA_27870	DROME14967, DROME14968
OG0001750	LYTVA_17680	DROME06453
OG0001751	LYTVA_26605	DROME13918
OG0001752	LYTVA_14709, LYTVA_19418	DROME16905, DROME16904, DROME16907, DROME16906
OG0001754	LYTVA_06403	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389
OG0001760	LYTVA_24245	DROME19343, DROME19342
OG0001768	LYTVA_02674	DROME14966
OG0001769	LYTVA_02387	DROME08613
OG0001769	LYTVA_30216	DROME15632, DROME15631
OG0001770	LYTVA_06471	DROME12526, DROME12525
OG0001774	LYTVA_28479	DROME17117, DROME17119, DROME17118
OG0001776	LYTVA_23761	DROME13827, DROME13826, DROME13825, DROME13824
OG0001779	LYTVA_23354, LYTVA_18503	DROME15364
OG0001780	LYTVA_17770	DROME12052
OG0001781	LYTVA_04782	DROME05960
OG0001781	LYTVA_08353	DROME03304
OG0001783	LYTVA_26895	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578
OG0001785	LYTVA_20637	DROME20701, DROME20700
OG0001786	LYTVA_12060	DROME14974, DROME14975
OG0001787	LYTVA_09866, LYTVA_22457	DROME15226
