Orthogroup	LYTVA_ok	XENTR
OG0001072	LYTVA_21778	XENTR01131
OG0001072	LYTVA_21225	XENTR14054
OG0001073	LYTVA_18221	XENTR13757, XENTR03448, XENTR09013
OG0001075	LYTVA_24384	XENTR05482, XENTR14239, XENTR06059
OG0001076	LYTVA_12589	XENTR04369, XENTR03450
OG0001077	LYTVA_07624	XENTR02919
OG0001077	LYTVA_20896	XENTR03172
OG0001078	LYTVA_23690, LYTVA_03209	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	LYTVA_13000	XENTR02342, XENTR18570
OG0001080	LYTVA_00946	XENTR17306
OG0001080	LYTVA_26032	XENTR00219, XENTR05053
OG0001081	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917	XENTR11483, XENTR11482
OG0001082	LYTVA_06685	XENTR04166, XENTR03787
OG0001083	LYTVA_15288	XENTR14939, XENTR08964, XENTR02202, XENTR09760
OG0001085	LYTVA_28264	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001086	LYTVA_27406	XENTR14767, XENTR08988, XENTR08989, XENTR09494
OG0001089	LYTVA_22672	XENTR12503
OG0001092	LYTVA_01908	XENTR04356
OG0001092	LYTVA_21143	XENTR04358
OG0001093	LYTVA_20171, LYTVA_15549	XENTR14801, XENTR06916, XENTR05391
OG0001094	LYTVA_15558, LYTVA_15559	XENTR06671, XENTR12802, XENTR09938
OG0001095	LYTVA_10435	XENTR12897, XENTR04215
OG0001101	LYTVA_28690	XENTR16380
OG0001102	LYTVA_04384	XENTR00597
OG0001102	LYTVA_27846, LYTVA_04692	XENTR08075, XENTR09517
OG0001103	LYTVA_29667, LYTVA_02741	XENTR08189
OG0001104	LYTVA_25180	XENTR13239
OG0001105	LYTVA_23898	XENTR00250
OG0001105	LYTVA_17997, LYTVA_09940, LYTVA_09939	XENTR09104
OG0001106	LYTVA_04820	XENTR12570
OG0001108	LYTVA_12879	XENTR01519
OG0001109	LYTVA_21949	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458
OG0001110	LYTVA_06257	XENTR01316, XENTR07736
OG0001112	LYTVA_07658	XENTR08598, XENTR07078
OG0001114	LYTVA_21386	XENTR05283, XENTR05282, XENTR18949
OG0001115	LYTVA_02273, LYTVA_24204	XENTR18977, XENTR15749, XENTR18459, XENTR14532
OG0001119	LYTVA_05961	XENTR18158
OG0001120	LYTVA_08711	XENTR06417, XENTR10567, XENTR10976
OG0001121	LYTVA_15718	XENTR00146, XENTR15147
OG0001123	LYTVA_01308	XENTR10415
OG0001123	LYTVA_01705, LYTVA_12884	XENTR03409
OG0001124	LYTVA_16535	XENTR16582
OG0001124	LYTVA_12081	XENTR06212
OG0001126	LYTVA_13765	XENTR17124
OG0001127	LYTVA_20907	XENTR08219, XENTR08218, XENTR06362
OG0001129	LYTVA_14702	XENTR05147
OG0001130	LYTVA_01563	XENTR03434
OG0001132	LYTVA_01795	XENTR06989
OG0001133	LYTVA_21722	XENTR17678
OG0001133	LYTVA_13505, LYTVA_08035	XENTR15362
OG0001134	LYTVA_23641	XENTR10250, XENTR00965, XENTR03216, XENTR03221
OG0001137	LYTVA_08712	XENTR12668, XENTR04145
OG0001138	LYTVA_06752	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640
OG0001139	LYTVA_17543	XENTR07646, XENTR17010
OG0001141	LYTVA_29978, LYTVA_25914, LYTVA_10307	XENTR05715
OG0001142	LYTVA_17988	XENTR06629
OG0001143	LYTVA_01170	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685
OG0001144	LYTVA_24625	XENTR08544, XENTR07178, XENTR03323, XENTR03322
OG0001146	LYTVA_06824	XENTR04404, XENTR04096, XENTR12242
OG0001149	LYTVA_04169, LYTVA_25161	XENTR12926, XENTR00444
OG0001154	LYTVA_09578	XENTR13800, XENTR19207
OG0001154	LYTVA_03832	XENTR15753, XENTR14921
OG0001155	LYTVA_05140	XENTR09180
OG0001155	LYTVA_22105	XENTR04938
OG0001156	LYTVA_22449	XENTR07093, XENTR06912, XENTR01092
OG0001157	LYTVA_13906	XENTR04127
OG0001158	LYTVA_13180, LYTVA_17437	XENTR16126, XENTR16127, XENTR07686, XENTR07685
OG0001159	LYTVA_23740	XENTR05163, XENTR05113
OG0001160	LYTVA_26964	XENTR08948, XENTR07949
OG0001161	LYTVA_10014	XENTR05290, XENTR17947
OG0001162	LYTVA_28314, LYTVA_24093	XENTR10454, XENTR14933
OG0001163	LYTVA_24878, LYTVA_28270	XENTR08141
OG0001165	LYTVA_04541, LYTVA_04542	XENTR03624
OG0001165	LYTVA_17460, LYTVA_14088	XENTR02305
OG0001166	LYTVA_02438	XENTR18013, XENTR18012, XENTR14106
OG0001167	LYTVA_19097	XENTR07709, XENTR06636, XENTR08900
OG0001168	LYTVA_03414	XENTR12949, XENTR06904, XENTR00455
OG0001169	LYTVA_06902	XENTR18438
OG0001170	LYTVA_06397, LYTVA_13191	XENTR14411
OG0001171	LYTVA_23053	XENTR06589
OG0001172	LYTVA_22652	XENTR06358, XENTR09420
OG0001172	LYTVA_29661	XENTR08224, XENTR15936
OG0001173	LYTVA_24626	XENTR06425, XENTR01039
OG0001173	LYTVA_22071, LYTVA_03479	XENTR06289, XENTR03346, XENTR03345
OG0001174	LYTVA_22335	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963
OG0001175	LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054	XENTR04334, XENTR01937
OG0001176	LYTVA_24712, LYTVA_24713	XENTR04321
OG0001177	LYTVA_26801	XENTR04520
OG0001177	LYTVA_03786	XENTR01947
OG0001178	LYTVA_02324	XENTR00333
OG0001178	LYTVA_25867	XENTR02313
OG0001179	LYTVA_09673	XENTR01714
OG0001180	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852	XENTR11241, XENTR01431, XENTR19021
OG0001181	LYTVA_10373	XENTR02917, XENTR13969
OG0001182	LYTVA_26540, LYTVA_26537, LYTVA_12465, LYTVA_26539	XENTR04131, XENTR14389, XENTR06978, XENTR10070
OG0001184	LYTVA_02863, LYTVA_18281	XENTR11761
OG0001184	LYTVA_26638, LYTVA_24278	XENTR16633
OG0001185	LYTVA_09656	XENTR05474, XENTR09610, XENTR09609
OG0001186	LYTVA_28926	XENTR07680, XENTR03745
OG0001186	LYTVA_01688	XENTR03736
OG0001187	LYTVA_15913	XENTR11283
OG0001188	LYTVA_25404	XENTR12660, XENTR10956, XENTR04124
OG0001190	LYTVA_06830	XENTR06259, XENTR16660, XENTR16659
OG0001196	LYTVA_03677	XENTR18694, XENTR11054, XENTR19094
OG0001197	LYTVA_08630	XENTR14109
OG0001198	LYTVA_09572, LYTVA_09571	XENTR16301
OG0001199	LYTVA_13204	XENTR12723
OG0001201	LYTVA_16866, LYTVA_02039	XENTR17811
OG0001202	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829	XENTR11567, XENTR11566
OG0001204	LYTVA_12790	XENTR13340
OG0001205	LYTVA_09031	XENTR14919
OG0001207	LYTVA_20519, LYTVA_10763	XENTR10602, XENTR06956, XENTR16548
OG0001208	LYTVA_13276	XENTR05399, XENTR14797
OG0001210	LYTVA_19275	XENTR12983
OG0001210	LYTVA_04311	XENTR09378
OG0001211	LYTVA_22456, LYTVA_02722	XENTR04154, XENTR06866
OG0001213	LYTVA_07548, LYTVA_11628	XENTR10507
OG0001213	LYTVA_18522	XENTR01205
OG0001215	LYTVA_14835	XENTR12954, XENTR16550, XENTR16549
OG0001216	LYTVA_09816	XENTR13109
OG0001217	LYTVA_22786	XENTR07688, XENTR11580, XENTR00148
OG0001217	LYTVA_21151	XENTR13893, XENTR11581
OG0001218	LYTVA_26113	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396
OG0001219	LYTVA_15579	XENTR03647, XENTR18228, XENTR12113
OG0001220	LYTVA_16053	XENTR06344, XENTR06343
OG0001221	LYTVA_14047	XENTR15915
OG0001223	LYTVA_21037	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495
OG0001224	LYTVA_18212	XENTR18588
OG0001225	LYTVA_24620	XENTR09310, XENTR06994, XENTR15732
OG0001227	LYTVA_10499	XENTR05921
OG0001230	LYTVA_07788	XENTR07940
OG0001231	LYTVA_07439	XENTR03878, XENTR01648
OG0001232	LYTVA_24297	XENTR01820
OG0001233	LYTVA_06716	XENTR15515
OG0001238	LYTVA_30061	XENTR12621, XENTR06928, XENTR03786
OG0001239	LYTVA_29779	XENTR05992, XENTR11309
OG0001240	LYTVA_24587	XENTR01403, XENTR05719, XENTR12304, XENTR05718
OG0001241	LYTVA_01648	XENTR12971
OG0001243	LYTVA_04835	XENTR17516, XENTR17517
OG0001245	LYTVA_16857	XENTR09296
OG0001245	LYTVA_16858	XENTR03643, XENTR11740, XENTR09295
OG0001247	LYTVA_23646	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001248	LYTVA_00986, LYTVA_16637	XENTR01078, XENTR18804, XENTR03776
OG0001249	LYTVA_03472	XENTR10238, XENTR10239, XENTR04710, XENTR00318
OG0001250	LYTVA_23037	XENTR10529, XENTR04777, XENTR07316
OG0001251	LYTVA_12207	XENTR12411
OG0001252	LYTVA_28229, LYTVA_04840	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	LYTVA_02267	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001254	LYTVA_26444	XENTR03435, XENTR01471
OG0001256	LYTVA_27563	XENTR12356
OG0001261	LYTVA_10322	XENTR03563, XENTR16999
OG0001262	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001263	LYTVA_09084	XENTR06868
OG0001264	LYTVA_07325	XENTR02490, XENTR03731, XENTR05140
OG0001267	LYTVA_08091	XENTR14460
OG0001267	LYTVA_09343	XENTR06333
OG0001268	LYTVA_20779	XENTR08282
OG0001270	LYTVA_18319	XENTR12521, XENTR12522
OG0001271	LYTVA_09608	XENTR17754, XENTR02751, XENTR07226
OG0001272	LYTVA_27489	XENTR18340, XENTR09464, XENTR00960
OG0001274	LYTVA_02869	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001275	LYTVA_16368	XENTR14625
OG0001275	LYTVA_15957	XENTR14624
OG0001276	LYTVA_24445	XENTR09721, XENTR13760
OG0001278	LYTVA_12248, LYTVA_16623	XENTR09813
OG0001279	LYTVA_22555	XENTR11976, XENTR14916
OG0001284	LYTVA_30054, LYTVA_01526	XENTR15697
OG0001284	LYTVA_15592	XENTR01467, XENTR01466
OG0001287	LYTVA_06176	XENTR06418, XENTR10568, XENTR10975, XENTR14177
OG0001288	LYTVA_10306	XENTR05832, XENTR05833
OG0001290	LYTVA_13603	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	LYTVA_11712	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	LYTVA_22168	XENTR03404, XENTR01086
OG0001293	LYTVA_07691	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	LYTVA_19271	XENTR08985, XENTR08984
OG0001295	LYTVA_15580	XENTR07162, XENTR07111
OG0001296	LYTVA_20224	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001297	LYTVA_14610	XENTR07068, XENTR07067, XENTR01254, XENTR17500
OG0001300	LYTVA_05607, LYTVA_03792	XENTR09380, XENTR15087, XENTR13396
OG0001302	LYTVA_08998	XENTR05127, XENTR05128
OG0001305	LYTVA_15520	XENTR06508, XENTR06784, XENTR15394
OG0001306	LYTVA_06210	XENTR00068
OG0001306	LYTVA_04350	XENTR06783
OG0001308	LYTVA_06427, LYTVA_08159	XENTR08924, XENTR10339, XENTR11736
OG0001309	LYTVA_11009, LYTVA_28629, LYTVA_28628	XENTR12950
OG0001310	LYTVA_08839	XENTR02393
OG0001310	LYTVA_04185, LYTVA_11415	XENTR15418
OG0001311	LYTVA_28955	XENTR11767
OG0001311	LYTVA_10099	XENTR16951
OG0001313	LYTVA_18781, LYTVA_25650	XENTR06253
OG0001316	LYTVA_13297, LYTVA_13299	XENTR05492, XENTR15964, XENTR00686
OG0001318	LYTVA_16780	XENTR10187
OG0001318	LYTVA_28059	XENTR00640
OG0001319	LYTVA_24409	XENTR15508
OG0001319	LYTVA_24410	XENTR00669, XENTR10926, XENTR09062
OG0001320	LYTVA_21775	XENTR12547
OG0001320	LYTVA_09922	XENTR13078, XENTR04130
OG0001322	LYTVA_14240, LYTVA_03712	XENTR10160, XENTR16770
OG0001322	LYTVA_08843	XENTR07426
OG0001324	LYTVA_00291	XENTR08414
OG0001326	LYTVA_02897	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848
OG0001327	LYTVA_12279	XENTR10101, XENTR14547
OG0001329	LYTVA_29340	XENTR00757
OG0001330	LYTVA_04759	XENTR14976, XENTR11097, XENTR10939
OG0001331	LYTVA_16616	XENTR14937, XENTR18315
OG0001332	LYTVA_11322	XENTR11574, XENTR14153, XENTR14152
OG0001333	LYTVA_22466	XENTR01835
OG0001341	LYTVA_05973	XENTR17450
OG0001344	LYTVA_02352	XENTR06464
OG0001345	LYTVA_20477	XENTR02832
OG0001348	LYTVA_22256	XENTR02721, XENTR02053
OG0001350	LYTVA_08886	XENTR00070
OG0001351	LYTVA_25655	XENTR02308
OG0001353	LYTVA_10030	XENTR09948
OG0001353	LYTVA_22573	XENTR09957, XENTR02518
OG0001354	LYTVA_28511	XENTR12221, XENTR00037, XENTR04304
OG0001355	LYTVA_11629	XENTR08752, XENTR12634, XENTR02287, XENTR14204
OG0001356	LYTVA_28992	XENTR11301, XENTR02362, XENTR06819
OG0001357	LYTVA_01328	XENTR05091, XENTR02425, XENTR12657
OG0001360	LYTVA_28373, LYTVA_27643	XENTR05571
OG0001361	LYTVA_24814	XENTR11816, XENTR11817, XENTR17007
OG0001362	LYTVA_28040	XENTR09103
OG0001363	LYTVA_09257, LYTVA_18119	XENTR09917, XENTR06150
OG0001364	LYTVA_09892	XENTR17966, XENTR03257
OG0001365	LYTVA_25618, LYTVA_24140, LYTVA_11701, LYTVA_00097, LYTVA_24131	XENTR03966, XENTR05559
OG0001366	LYTVA_01522	XENTR03370
OG0001367	LYTVA_20815	XENTR02449, XENTR12179, XENTR12890
OG0001369	LYTVA_05062	XENTR07049, XENTR14549, XENTR14550, XENTR10107
OG0001370	LYTVA_22074	XENTR01446
OG0001371	LYTVA_08478, LYTVA_25037	XENTR09788
OG0001372	LYTVA_11215	XENTR17215
OG0001373	LYTVA_08692	XENTR01826, XENTR09130, XENTR04806
OG0001374	LYTVA_02702	XENTR15855, XENTR14140
OG0001375	LYTVA_04323	XENTR05015
OG0001376	LYTVA_29983	XENTR13691, XENTR14498, XENTR07143
OG0001377	LYTVA_21846	XENTR07904, XENTR16306
OG0001378	LYTVA_17384	XENTR01998
OG0001379	LYTVA_28884	XENTR05934
OG0001380	LYTVA_29108	XENTR13793, XENTR03477, XENTR03478
OG0001381	LYTVA_20781	XENTR15731, XENTR09312, XENTR06992
OG0001382	LYTVA_06738	XENTR05428
OG0001389	LYTVA_23428	XENTR05255, XENTR05190, XENTR01018, XENTR09739
OG0001394	LYTVA_27588	XENTR16874
OG0001395	LYTVA_29626	XENTR05456, XENTR16923, XENTR11578, XENTR07687
OG0001397	LYTVA_19050	XENTR17141, XENTR17665
OG0001397	LYTVA_23784	XENTR11843
OG0001399	LYTVA_11204	XENTR06193, XENTR06192
OG0001399	LYTVA_26875	XENTR02498, XENTR09890
OG0001400	LYTVA_25761	XENTR07182, XENTR03349, XENTR03348
OG0001402	LYTVA_01375	XENTR04534, XENTR14904, XENTR04036
OG0001403	LYTVA_25904, LYTVA_16669, LYTVA_07690	XENTR06529, XENTR17701, XENTR10933
OG0001404	LYTVA_03852	XENTR10088
OG0001405	LYTVA_11923	XENTR07643, XENTR11005
OG0001405	LYTVA_13898	XENTR16937, XENTR16938
OG0001406	LYTVA_02505	XENTR09026, XENTR05268
OG0001409	LYTVA_11490	XENTR08239, XENTR15156
OG0001410	LYTVA_26149	XENTR04211, XENTR11331
OG0001412	LYTVA_29467	XENTR01134
OG0001413	LYTVA_22106	XENTR10327
OG0001414	LYTVA_18745	XENTR16760
OG0001414	LYTVA_15413	XENTR03396
OG0001415	LYTVA_04754	XENTR00799
OG0001416	LYTVA_10946	XENTR04093, XENTR17575
OG0001417	LYTVA_21364	XENTR13968
OG0001417	LYTVA_15358	XENTR05604
OG0001418	LYTVA_00553	XENTR11447, XENTR00014, XENTR05877, XENTR04739
OG0001419	LYTVA_27301	XENTR07503, XENTR07502, XENTR02430, XENTR02429
OG0001420	LYTVA_11976	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348
OG0001421	LYTVA_26131	XENTR11642, XENTR10761, XENTR11862
OG0001422	LYTVA_28672	XENTR07180, XENTR03319
OG0001423	LYTVA_12091, LYTVA_28484	XENTR11753, XENTR07724, XENTR12211
OG0001424	LYTVA_01086	XENTR09472
OG0001425	LYTVA_20870	XENTR00165, XENTR10054, XENTR15292
OG0001426	LYTVA_03466	XENTR11607
OG0001427	LYTVA_08328	XENTR12966
OG0001428	LYTVA_04004	XENTR08058
OG0001430	LYTVA_05538	XENTR11865, XENTR09506, XENTR03841, XENTR12647
OG0001431	LYTVA_23169	XENTR12951, XENTR14198
OG0001432	LYTVA_06531, LYTVA_06533	XENTR18322, XENTR18323
OG0001434	LYTVA_09215, LYTVA_08418, LYTVA_11544	XENTR14256, XENTR14257, XENTR14255
OG0001437	LYTVA_02456	XENTR08203
OG0001440	LYTVA_21865	XENTR02912, XENTR02913, XENTR13967
OG0001445	LYTVA_06306	XENTR00603, XENTR11995
OG0001446	LYTVA_05089, LYTVA_00329	XENTR11107
OG0001447	LYTVA_08300	XENTR06688, XENTR11993, XENTR11860
OG0001449	LYTVA_26829	XENTR18530
OG0001449	LYTVA_26490	XENTR17594
OG0001451	LYTVA_28152	XENTR01133
OG0001451	LYTVA_15293, LYTVA_15292	XENTR09852
OG0001452	LYTVA_07052	XENTR05846, XENTR01476, XENTR12152
OG0001453	LYTVA_25332	XENTR15215, XENTR02669
OG0001454	LYTVA_12706	XENTR01618, XENTR01050
OG0001455	LYTVA_29635	XENTR00058, XENTR11013, XENTR05881, XENTR12230
OG0001456	LYTVA_29753	XENTR09379
OG0001457	LYTVA_23311	XENTR12907, XENTR05747, XENTR02139, XENTR01401, XENTR05746
OG0001459	LYTVA_03447	XENTR19263, XENTR05668
OG0001460	LYTVA_25220	XENTR14447
OG0001461	LYTVA_20044	XENTR05990
OG0001462	LYTVA_05319	XENTR15395
OG0001463	LYTVA_02407, LYTVA_02045	XENTR15129, XENTR03741
OG0001464	LYTVA_00287	XENTR03158, XENTR17134, XENTR06200
OG0001465	LYTVA_26108	XENTR17228
OG0001466	LYTVA_06219, LYTVA_06226	XENTR03641
OG0001467	LYTVA_22531	XENTR16639
OG0001468	LYTVA_26492	XENTR04167, XENTR10607
OG0001469	LYTVA_08369	XENTR01260
OG0001470	LYTVA_05300	XENTR08880, XENTR08883
OG0001472	LYTVA_00674, LYTVA_18392	XENTR13330
OG0001473	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712	XENTR16670, XENTR04818, XENTR04817
OG0001474	LYTVA_10100	XENTR18010
OG0001474	LYTVA_01292	XENTR01827
OG0001475	LYTVA_29056, LYTVA_29057, LYTVA_24837	XENTR12916
OG0001476	LYTVA_11849	XENTR11401
OG0001478	LYTVA_27270, LYTVA_05260	XENTR14390
OG0001479	LYTVA_06390	XENTR01295, XENTR15874, XENTR09664
OG0001480	LYTVA_01988	XENTR08394, XENTR12252, XENTR14932
OG0001481	LYTVA_06316	XENTR08156, XENTR03822
OG0001483	LYTVA_11203	XENTR10570
OG0001484	LYTVA_19019, LYTVA_27048	XENTR07065
OG0001485	LYTVA_14466, LYTVA_27906	XENTR03119, XENTR03410
OG0001486	LYTVA_00800	XENTR14269, XENTR05434, XENTR04448, XENTR04449
OG0001488	LYTVA_30042, LYTVA_29707, LYTVA_03629	XENTR17821
OG0001489	LYTVA_29241	XENTR00338, XENTR12149
OG0001490	LYTVA_21998	XENTR16191, XENTR12791, XENTR03053
OG0001492	LYTVA_23916	XENTR06535, XENTR01139
OG0001493	LYTVA_27653	XENTR09429
OG0001495	LYTVA_19058	XENTR13170
OG0001496	LYTVA_02996, LYTVA_18645, LYTVA_00598	XENTR07933
OG0001500	LYTVA_09855	XENTR08590, XENTR12582, XENTR10830
OG0001501	LYTVA_20209	XENTR06683, XENTR06684, XENTR12986
OG0001502	LYTVA_00394	XENTR17438
OG0001503	LYTVA_26157	XENTR14751
OG0001503	LYTVA_21678	XENTR05638
OG0001504	LYTVA_08379, LYTVA_08381	XENTR02517
OG0001506	LYTVA_24167	XENTR00266, XENTR08441, XENTR08440
OG0001507	LYTVA_01453, LYTVA_12072	XENTR08992, XENTR07481
OG0001508	LYTVA_06099	XENTR15984, XENTR15983, XENTR11480, XENTR11479
OG0001509	LYTVA_07640	XENTR10571, XENTR03196
OG0001510	LYTVA_28716	XENTR07005, XENTR12209, XENTR00355
OG0001511	LYTVA_02740	XENTR03205
OG0001513	LYTVA_00022	XENTR03148, XENTR05200
OG0001515	LYTVA_24782, LYTVA_03977	XENTR04041, XENTR04537
OG0001516	LYTVA_11182, LYTVA_25941	XENTR11018
OG0001517	LYTVA_12522	XENTR13941, XENTR13905
OG0001518	LYTVA_16808	XENTR06101, XENTR00879
OG0001520	LYTVA_23857	XENTR12857, XENTR05173
OG0001521	LYTVA_13872	XENTR14078
OG0001522	LYTVA_05588, LYTVA_28109	XENTR15230
OG0001523	LYTVA_15884	XENTR10881, XENTR17742
OG0001524	LYTVA_17084	XENTR09548
OG0001524	LYTVA_25311	XENTR00484
OG0001525	LYTVA_27481	XENTR12515, XENTR12514
OG0001526	LYTVA_26761, LYTVA_03589	XENTR01289, XENTR17681, XENTR16198
OG0001527	LYTVA_20326	XENTR01509
OG0001528	LYTVA_29398	XENTR17324, XENTR04419
OG0001531	LYTVA_20110	XENTR12449, XENTR11571, XENTR08724
OG0001532	LYTVA_28949	XENTR11612, XENTR16708, XENTR06237
OG0001533	LYTVA_13013	XENTR07080, XENTR17861
OG0001534	LYTVA_02078	XENTR05627, XENTR06763, XENTR05628
OG0001536	LYTVA_08488	XENTR02934
OG0001538	LYTVA_03571, LYTVA_23544	XENTR15405
OG0001545	LYTVA_21798	XENTR08623, XENTR05315, XENTR18196
OG0001546	LYTVA_27645, LYTVA_19517	XENTR02403, XENTR05092
OG0001549	LYTVA_03281	XENTR06613, XENTR07982, XENTR02588
OG0001550	LYTVA_01107, LYTVA_29943	XENTR12624
OG0001551	LYTVA_06090	XENTR05545, XENTR05547
OG0001552	LYTVA_02937	XENTR07028
OG0001553	LYTVA_29518	XENTR02229, XENTR09430, XENTR09742
OG0001554	LYTVA_00642	XENTR08488, XENTR05924
OG0001557	LYTVA_30232	XENTR11819
OG0001558	LYTVA_06196	XENTR16416, XENTR06488
OG0001559	LYTVA_27028	XENTR09039, XENTR06623
OG0001560	LYTVA_18843	XENTR12473, XENTR04353, XENTR13870, XENTR12299
OG0001561	LYTVA_04106, LYTVA_00921	XENTR16133, XENTR07954, XENTR01341
OG0001562	LYTVA_19681	XENTR16910
OG0001563	LYTVA_18255, LYTVA_29179, LYTVA_21711	XENTR12134
OG0001564	LYTVA_04654, LYTVA_21130	XENTR03255, XENTR05932
OG0001565	LYTVA_00224, LYTVA_00227	XENTR14497, XENTR14805, XENTR12160
OG0001566	LYTVA_01152	XENTR12398, XENTR12399, XENTR04955
OG0001567	LYTVA_26978, LYTVA_26194	XENTR10094, XENTR00289
OG0001568	LYTVA_29892	XENTR05615
OG0001569	LYTVA_20543	XENTR02711, XENTR00703, XENTR00702
OG0001572	LYTVA_17414	XENTR14408
OG0001572	LYTVA_21491	XENTR03742
OG0001573	LYTVA_09972	XENTR03987, XENTR08694
OG0001574	LYTVA_26697	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496
OG0001575	LYTVA_24682, LYTVA_05900	XENTR14038, XENTR14037
OG0001576	LYTVA_04399	XENTR15048, XENTR13227
OG0001578	LYTVA_07447	XENTR01969, XENTR09544
OG0001581	LYTVA_03103	XENTR07619, XENTR15249
OG0001582	LYTVA_05770	XENTR07708, XENTR17762, XENTR01173
OG0001583	LYTVA_00600	XENTR11561, XENTR14641
OG0001584	LYTVA_16613	XENTR09628, XENTR09629
OG0001588	LYTVA_10633, LYTVA_20712, LYTVA_23298, LYTVA_29654, LYTVA_06381	XENTR06850
OG0001589	LYTVA_18831, LYTVA_18102	XENTR11338
OG0001590	LYTVA_06446, LYTVA_02727	XENTR10428
OG0001592	LYTVA_02711	XENTR11244, XENTR11243
OG0001596	LYTVA_22375	XENTR06371
OG0001599	LYTVA_27246	XENTR07390, XENTR07367
OG0001600	LYTVA_19566	XENTR16112, XENTR13590, XENTR11793
OG0001604	LYTVA_15984	XENTR11091
OG0001604	LYTVA_01583	XENTR13341
OG0001605	LYTVA_28463, LYTVA_28464, LYTVA_27230	XENTR04606
OG0001606	LYTVA_00126	XENTR08318
OG0001606	LYTVA_07392	XENTR10494
OG0001608	LYTVA_12204	XENTR00220, XENTR05052
OG0001609	LYTVA_06544	XENTR06189
OG0001609	LYTVA_05376	XENTR11285
OG0001610	LYTVA_15773	XENTR16107, XENTR10867, XENTR00221
OG0001611	LYTVA_24498	XENTR13532, XENTR13440, XENTR02083
OG0001612	LYTVA_09143	XENTR11391
OG0001614	LYTVA_00842, LYTVA_23993	XENTR03364
OG0001614	LYTVA_08406	XENTR09810
OG0001615	LYTVA_29681, LYTVA_02240	XENTR04468, XENTR16398
OG0001617	LYTVA_01260	XENTR11229, XENTR17736, XENTR07959
OG0001617	LYTVA_18507	XENTR13009, XENTR13010
OG0001621	LYTVA_26251	XENTR01806, XENTR05633
OG0001622	LYTVA_08170, LYTVA_12311	XENTR13104, XENTR02280
OG0001627	LYTVA_11632	XENTR11789
OG0001627	LYTVA_28854, LYTVA_17633	XENTR13175, XENTR07907
OG0001628	LYTVA_06351	XENTR01654
OG0001634	LYTVA_20717	XENTR11998
OG0001635	LYTVA_01903	XENTR14373
OG0001636	LYTVA_07956	XENTR00472
OG0001638	LYTVA_23923, LYTVA_15599, LYTVA_03528	XENTR17765, XENTR01518
OG0001639	LYTVA_12301	XENTR05276, XENTR13285, XENTR13286
OG0001640	LYTVA_26720	XENTR11286
OG0001641	LYTVA_15842	XENTR14307
OG0001642	LYTVA_25401	XENTR09499, XENTR14534, XENTR14535
OG0001643	LYTVA_10368	XENTR05703, XENTR05702, XENTR14501
OG0001644	LYTVA_08193	XENTR02166
OG0001652	LYTVA_22143	XENTR13535
OG0001653	LYTVA_15506	XENTR11019
OG0001654	LYTVA_27565	XENTR09616, XENTR17243, XENTR09614
OG0001655	LYTVA_29262	XENTR03302, XENTR02328, XENTR08790, XENTR08791
OG0001657	LYTVA_24520	XENTR00532, XENTR17851
OG0001658	LYTVA_29002	XENTR12967
OG0001659	LYTVA_27573	XENTR05457, XENTR00169
OG0001660	LYTVA_26564	XENTR13183, XENTR03454, XENTR14380
OG0001661	LYTVA_05769	XENTR10294
OG0001661	LYTVA_11532	XENTR10421
OG0001662	LYTVA_14369	XENTR08476
