Orthogroup	LYTVA_ok	SCHMD
OG0000949	LYTVA_25907	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016
OG0000951	LYTVA_06560	SCHMD20855, SCHMD20207
OG0000951	LYTVA_25198	SCHMD20208
OG0000954	LYTVA_18195	SCHMD05029, SCHMD08968, SCHMD13763
OG0000954	LYTVA_05025	SCHMD05469, SCHMD02974
OG0000957	LYTVA_29537	SCHMD18023
OG0000960	LYTVA_21462	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110
OG0000963	LYTVA_11219	SCHMD04476
OG0000965	LYTVA_12319	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517
OG0000966	LYTVA_03424, LYTVA_03969	SCHMD00065
OG0000967	LYTVA_23088	SCHMD11342, SCHMD26265
OG0000967	LYTVA_06230, LYTVA_06235	SCHMD05844, SCHMD03950
OG0000969	LYTVA_21413	SCHMD15666, SCHMD13228
OG0000969	LYTVA_13691	SCHMD13229, SCHMD15667
OG0000972	LYTVA_02986, LYTVA_11435	SCHMD05471
OG0000974	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617	SCHMD24665, SCHMD24853, SCHMD26881
OG0000976	LYTVA_04443	SCHMD13984
OG0000977	LYTVA_12206	SCHMD03392
OG0000979	LYTVA_01203, LYTVA_09230	SCHMD24204, SCHMD01421
OG0000981	LYTVA_29882	SCHMD13908
OG0000982	LYTVA_01090	SCHMD08717
OG0000984	LYTVA_20605	SCHMD02865
OG0000988	LYTVA_10317, LYTVA_11083	SCHMD00928
OG0000992	LYTVA_26659, LYTVA_01840	SCHMD08111
OG0000994	LYTVA_00968	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203
OG0000994	LYTVA_25056	SCHMD16602, SCHMD10604
OG0000998	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803	SCHMD08664
OG0000999	LYTVA_17675, LYTVA_00175	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208
OG0001000	LYTVA_27555	SCHMD22725
OG0001001	LYTVA_02181	SCHMD07356
OG0001002	LYTVA_01211	SCHMD17610
OG0001002	LYTVA_05551	SCHMD07769, SCHMD07768, SCHMD11688
OG0001003	LYTVA_24521	SCHMD21687, SCHMD24830
OG0001005	LYTVA_12001	SCHMD03526
OG0001006	LYTVA_30116	SCHMD17048, SCHMD11571
OG0001007	LYTVA_09219	SCHMD05810
OG0001008	LYTVA_14143	SCHMD04857
OG0001009	LYTVA_20690, LYTVA_03437	SCHMD19415
OG0001015	LYTVA_16130	SCHMD07353
OG0001016	LYTVA_27385, LYTVA_23205	SCHMD23273, SCHMD15080
OG0001016	LYTVA_10008	SCHMD25548, SCHMD21254
OG0001018	LYTVA_08364	SCHMD08153
OG0001019	LYTVA_10901, LYTVA_10902, LYTVA_22061, LYTVA_07725	SCHMD01848, SCHMD05447
OG0001023	LYTVA_29811	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902
OG0001028	LYTVA_02453	SCHMD01474, SCHMD11482
OG0001029	LYTVA_00344	SCHMD04839, SCHMD00804, SCHMD00805
OG0001031	LYTVA_13786	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644
OG0001031	LYTVA_02087	SCHMD17709, SCHMD09373
OG0001032	LYTVA_23396	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282
OG0001033	LYTVA_27425	SCHMD11399, SCHMD23908
OG0001036	LYTVA_01189	SCHMD20768, SCHMD09235
OG0001037	LYTVA_07115	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259
OG0001039	LYTVA_28151	SCHMD01765
OG0001039	LYTVA_01352	SCHMD01764
OG0001042	LYTVA_13445	SCHMD11839
OG0001043	LYTVA_02035, LYTVA_01167, LYTVA_28190, LYTVA_09229, LYTVA_25539, LYTVA_02626	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894
OG0001047	LYTVA_10366, LYTVA_28083, LYTVA_24446	SCHMD28420
OG0001048	LYTVA_00731, LYTVA_09405	SCHMD12160
OG0001049	LYTVA_25001, LYTVA_11198	SCHMD16614
OG0001050	LYTVA_04036, LYTVA_16457	SCHMD03458
OG0001056	LYTVA_01786, LYTVA_29573, LYTVA_10190	SCHMD02897
OG0001059	LYTVA_00483	SCHMD17881, SCHMD18020, SCHMD18021
OG0001062	LYTVA_17131, LYTVA_15828	SCHMD24440, SCHMD23600, SCHMD17910
OG0001063	LYTVA_07378, LYTVA_27583	SCHMD00703
OG0001064	LYTVA_11261	SCHMD00355, SCHMD00354
OG0001072	LYTVA_21778, LYTVA_21225	SCHMD24459, SCHMD27893
OG0001073	LYTVA_18221	SCHMD00478
OG0001075	LYTVA_24384	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771
OG0001076	LYTVA_12589	SCHMD07131
OG0001077	LYTVA_20896	SCHMD01953
OG0001078	LYTVA_23690, LYTVA_03209	SCHMD20731, SCHMD25766
OG0001079	LYTVA_13000	SCHMD27223
OG0001080	LYTVA_00946	SCHMD08586
OG0001080	LYTVA_26032	SCHMD15438, SCHMD19176
OG0001081	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917	SCHMD05425
OG0001082	LYTVA_14593, LYTVA_14830	SCHMD14053, SCHMD28613
OG0001083	LYTVA_15288	SCHMD07690
OG0001085	LYTVA_28264	SCHMD03894
OG0001086	LYTVA_27406	SCHMD14120
OG0001089	LYTVA_22672	SCHMD10517
OG0001092	LYTVA_01908	SCHMD17999
OG0001092	LYTVA_21143	SCHMD18945
OG0001093	LYTVA_15549	SCHMD16772
OG0001094	LYTVA_15558, LYTVA_15559	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662
OG0001096	LYTVA_05948, LYTVA_03888, LYTVA_04358, LYTVA_24651	SCHMD11467, SCHMD14874
OG0001101	LYTVA_28690	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001102	LYTVA_04384	SCHMD06311
OG0001103	LYTVA_19234	SCHMD19689
OG0001106	LYTVA_25189	SCHMD22581
OG0001108	LYTVA_12879	SCHMD08133
OG0001112	LYTVA_07658	SCHMD26529, SCHMD08447
OG0001113	LYTVA_28836	SCHMD04717
OG0001114	LYTVA_21386	SCHMD27710, SCHMD15592, SCHMD14156
OG0001118	LYTVA_14256	SCHMD16905, SCHMD07256, SCHMD20803
OG0001118	LYTVA_14341	SCHMD22443
OG0001119	LYTVA_18092	SCHMD23323
OG0001121	LYTVA_15718	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	LYTVA_23681, LYTVA_01308	SCHMD02756
OG0001123	LYTVA_15011	SCHMD02755, SCHMD22573, SCHMD28528, SCHMD01636, SCHMD08373
OG0001124	LYTVA_16535, LYTVA_12081	SCHMD24013
OG0001126	LYTVA_20544	SCHMD17193, SCHMD24674
OG0001129	LYTVA_14702	SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	LYTVA_01563	SCHMD04030
OG0001130	LYTVA_08958	SCHMD13287, SCHMD04031
OG0001133	LYTVA_12090	SCHMD28826
OG0001133	LYTVA_21722	SCHMD18643
OG0001133	LYTVA_13505, LYTVA_08035	SCHMD29299, SCHMD19714
OG0001135	LYTVA_26249	SCHMD28946
OG0001137	LYTVA_08712	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243
OG0001138	LYTVA_06752	SCHMD00170
OG0001139	LYTVA_17543	SCHMD00334
OG0001141	LYTVA_29978, LYTVA_25914, LYTVA_10307	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	LYTVA_17988	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	LYTVA_01170	SCHMD05178
OG0001146	LYTVA_06824	SCHMD06189
OG0001149	LYTVA_04169, LYTVA_25161	SCHMD16336, SCHMD29633
OG0001155	LYTVA_05140	SCHMD01897
OG0001156	LYTVA_22449	SCHMD11390
OG0001159	LYTVA_23740	SCHMD15611, SCHMD21936
OG0001160	LYTVA_26964	SCHMD20666
OG0001162	LYTVA_28314, LYTVA_24093	SCHMD04355, SCHMD04356
OG0001164	LYTVA_05648, LYTVA_28276, LYTVA_05650	SCHMD22065
OG0001165	LYTVA_04541, LYTVA_04542	SCHMD11819
OG0001165	LYTVA_17460, LYTVA_14088	SCHMD12131
OG0001167	LYTVA_19097	SCHMD08043, SCHMD04406
OG0001168	LYTVA_03414	SCHMD13073
OG0001171	LYTVA_27044	SCHMD07172
OG0001172	LYTVA_22652	SCHMD19335
OG0001172	LYTVA_29661	SCHMD00291
OG0001175	LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054	SCHMD18473
OG0001177	LYTVA_07494	SCHMD07014
OG0001178	LYTVA_02324	SCHMD07684
OG0001178	LYTVA_25867	SCHMD13713
OG0001179	LYTVA_09673	SCHMD26379
OG0001180	LYTVA_29218	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396
OG0001181	LYTVA_20940, LYTVA_10373	SCHMD21797
OG0001184	LYTVA_02863, LYTVA_18281	SCHMD09255, SCHMD12752
OG0001184	LYTVA_26638, LYTVA_24278	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	LYTVA_09656	SCHMD23236
OG0001186	LYTVA_28926	SCHMD20610
OG0001186	LYTVA_01688	SCHMD05037
OG0001188	LYTVA_25404	SCHMD05963, SCHMD14167
OG0001189	LYTVA_03876	SCHMD17573, SCHMD27159, SCHMD05552
OG0001197	LYTVA_08630	SCHMD06230
OG0001198	LYTVA_09572, LYTVA_09571	SCHMD04078
OG0001199	LYTVA_28061	SCHMD17507, SCHMD14047
OG0001199	LYTVA_13204	SCHMD17830
OG0001201	LYTVA_16866, LYTVA_02039	SCHMD18644
OG0001203	LYTVA_28240	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341
OG0001204	LYTVA_12790	SCHMD08657, SCHMD22624, SCHMD10325
OG0001207	LYTVA_05411, LYTVA_20519, LYTVA_10763	SCHMD07731
OG0001208	LYTVA_13276	SCHMD11671, SCHMD13440, SCHMD22806
OG0001210	LYTVA_19275	SCHMD19441
OG0001210	LYTVA_04311	SCHMD03206, SCHMD03203, SCHMD03204
OG0001213	LYTVA_07548, LYTVA_11628	SCHMD01086
OG0001213	LYTVA_18522	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001215	LYTVA_14835	SCHMD25774
OG0001217	LYTVA_22786	SCHMD18537
OG0001217	LYTVA_21151	SCHMD21187, SCHMD21148
OG0001218	LYTVA_26113	SCHMD03255
OG0001219	LYTVA_15579	SCHMD09614, SCHMD00713
OG0001221	LYTVA_14047	SCHMD16690
OG0001223	LYTVA_21037	SCHMD08671
OG0001230	LYTVA_17571, LYTVA_12678	SCHMD18159
OG0001230	LYTVA_07788	SCHMD28531
OG0001231	LYTVA_07439	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182
OG0001236	LYTVA_24738, LYTVA_21569	SCHMD08913, SCHMD03442
OG0001238	LYTVA_30061	SCHMD09688
OG0001239	LYTVA_29779	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	LYTVA_01648	SCHMD04223
OG0001245	LYTVA_16857	SCHMD09398
OG0001245	LYTVA_16858	SCHMD24743, SCHMD24744
OG0001246	LYTVA_21025, LYTVA_02567, LYTVA_15140, LYTVA_06598	SCHMD09297
OG0001247	LYTVA_23646	SCHMD01541, SCHMD06119, SCHMD06121
OG0001248	LYTVA_00986, LYTVA_16637	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	LYTVA_03472	SCHMD01149
OG0001250	LYTVA_23037	SCHMD08101, SCHMD04347
OG0001251	LYTVA_12207	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	LYTVA_26444	SCHMD14258, SCHMD09217
OG0001256	LYTVA_27563	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	LYTVA_10322	SCHMD13436
OG0001262	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252	SCHMD20011
OG0001262	LYTVA_27431	SCHMD20259
OG0001263	LYTVA_17717, LYTVA_22972, LYTVA_09084	SCHMD17470
OG0001264	LYTVA_07325	SCHMD27230, SCHMD17432
OG0001266	LYTVA_19415	SCHMD00016, SCHMD26654
OG0001267	LYTVA_09343	SCHMD05399
OG0001268	LYTVA_20779	SCHMD01057
OG0001271	LYTVA_09608	SCHMD05357
OG0001272	LYTVA_29380	SCHMD27604, SCHMD21806
OG0001272	LYTVA_27489	SCHMD22716, SCHMD09459
OG0001275	LYTVA_16368	SCHMD21376, SCHMD25163
OG0001275	LYTVA_15957	SCHMD12521
OG0001278	LYTVA_15868	SCHMD25706, SCHMD22381
OG0001279	LYTVA_22555	SCHMD06836
OG0001284	LYTVA_30054	SCHMD09316
OG0001284	LYTVA_15592	SCHMD00434
OG0001286	LYTVA_00885	SCHMD05790
OG0001287	LYTVA_06176	SCHMD07530
OG0001291	LYTVA_11712	SCHMD20641, SCHMD11793
OG0001294	LYTVA_19271	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	LYTVA_20224	SCHMD20454, SCHMD11060
OG0001297	LYTVA_14610	SCHMD10762
OG0001300	LYTVA_03792	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	LYTVA_08998	SCHMD08617, SCHMD27826
OG0001306	LYTVA_06210	SCHMD04516
OG0001308	LYTVA_09417	SCHMD08489
OG0001308	LYTVA_06427, LYTVA_08159	SCHMD08020
OG0001310	LYTVA_08839	SCHMD19422
OG0001310	LYTVA_04185, LYTVA_11415	SCHMD09167
OG0001312	LYTVA_06396	SCHMD02056, SCHMD02055
OG0001316	LYTVA_13297, LYTVA_13299	SCHMD15981
OG0001318	LYTVA_16780	SCHMD07054
OG0001318	LYTVA_28059	SCHMD16802
OG0001318	LYTVA_12048	SCHMD26166
OG0001319	LYTVA_24410	SCHMD14764
OG0001320	LYTVA_21775	SCHMD01321, SCHMD01324, SCHMD01322
OG0001320	LYTVA_09922	SCHMD05527
OG0001322	LYTVA_14240, LYTVA_03712, LYTVA_08843	SCHMD09506
OG0001323	LYTVA_00847	SCHMD18380, SCHMD28053
OG0001325	LYTVA_09407	SCHMD05728
OG0001326	LYTVA_02897	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423
OG0001327	LYTVA_12279	SCHMD08653, SCHMD04846
OG0001329	LYTVA_29340	SCHMD15324
OG0001331	LYTVA_16616	SCHMD14545
OG0001332	LYTVA_11322	SCHMD04204
OG0001333	LYTVA_22466, LYTVA_12467	SCHMD15673, SCHMD23155
OG0001335	LYTVA_24585	SCHMD26447
OG0001337	LYTVA_28142	SCHMD01703
OG0001341	LYTVA_05973	SCHMD01188, SCHMD02608
OG0001348	LYTVA_20545, LYTVA_22256	SCHMD24331, SCHMD29399
OG0001350	LYTVA_08886	SCHMD23052
OG0001350	LYTVA_25134	SCHMD17071, SCHMD29804, SCHMD10618
OG0001353	LYTVA_22573	SCHMD10586
OG0001354	LYTVA_28511	SCHMD12063
OG0001355	LYTVA_11629	SCHMD23781
OG0001356	LYTVA_28992	SCHMD21598, SCHMD19916
OG0001357	LYTVA_01328	SCHMD16921
OG0001362	LYTVA_28040	SCHMD04122, SCHMD05643, SCHMD13617
OG0001363	LYTVA_09257, LYTVA_18119	SCHMD05287, SCHMD16288, SCHMD05291
OG0001367	LYTVA_20815	SCHMD04624
OG0001369	LYTVA_05062	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521
OG0001370	LYTVA_22074	SCHMD12004
OG0001371	LYTVA_08478, LYTVA_25037	SCHMD02523
OG0001372	LYTVA_11215	SCHMD12353, SCHMD23970
OG0001372	LYTVA_06840	SCHMD29815
OG0001374	LYTVA_02702	SCHMD12937
OG0001375	LYTVA_04323	SCHMD18333
OG0001378	LYTVA_17384	SCHMD12504, SCHMD07107
OG0001381	LYTVA_20781	SCHMD02869, SCHMD02871, SCHMD02870
OG0001383	LYTVA_24693	SCHMD28197, SCHMD18572
OG0001387	LYTVA_03895	SCHMD01336
OG0001389	LYTVA_23428	SCHMD02031, SCHMD17776
OG0001394	LYTVA_27589	SCHMD24757
OG0001394	LYTVA_27588	SCHMD23211, SCHMD24249
OG0001395	LYTVA_29626	SCHMD11706, SCHMD08832
OG0001397	LYTVA_19050	SCHMD08548, SCHMD08095
OG0001399	LYTVA_11204, LYTVA_26875	SCHMD20091, SCHMD16432
OG0001400	LYTVA_25761	SCHMD26317
OG0001401	LYTVA_02911	SCHMD15712
OG0001402	LYTVA_01375	SCHMD06853
OG0001404	LYTVA_25793	SCHMD14856
OG0001404	LYTVA_03852	SCHMD14853
OG0001405	LYTVA_13898	SCHMD16175
OG0001406	LYTVA_02505	SCHMD13359, SCHMD19152
OG0001409	LYTVA_11490	SCHMD04792
OG0001410	LYTVA_26149	SCHMD09832
OG0001412	LYTVA_29467	SCHMD13223
OG0001413	LYTVA_11550, LYTVA_08728, LYTVA_22106	SCHMD02827
OG0001413	LYTVA_06579	SCHMD02718
OG0001414	LYTVA_15413	SCHMD19649
OG0001415	LYTVA_19006, LYTVA_27686	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947
OG0001417	LYTVA_21364	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430
OG0001421	LYTVA_26131	SCHMD14208
OG0001422	LYTVA_28672	SCHMD18897, SCHMD04981, SCHMD04982
OG0001424	LYTVA_05792	SCHMD23260, SCHMD24676
OG0001425	LYTVA_20870	SCHMD16287, SCHMD09188, SCHMD09187
OG0001426	LYTVA_03466, LYTVA_13737	SCHMD02033
OG0001427	LYTVA_08328	SCHMD03939, SCHMD00575
OG0001428	LYTVA_04004	SCHMD06125
OG0001430	LYTVA_05538	SCHMD00026
OG0001432	LYTVA_06530	SCHMD02065
OG0001432	LYTVA_06531, LYTVA_06533	SCHMD22173
OG0001434	LYTVA_21503	SCHMD28633
OG0001434	LYTVA_11544	SCHMD11795
OG0001434	LYTVA_19139	SCHMD28634
OG0001439	LYTVA_23481	SCHMD09059
OG0001439	LYTVA_23479	SCHMD07462, SCHMD14352
OG0001440	LYTVA_21865	SCHMD08958, SCHMD08957
OG0001445	LYTVA_06306	SCHMD04082
OG0001447	LYTVA_08300	SCHMD14223
OG0001449	LYTVA_26829	SCHMD11900
OG0001449	LYTVA_26490	SCHMD21822
OG0001450	LYTVA_11115	SCHMD20237
OG0001451	LYTVA_28152, LYTVA_15293, LYTVA_15292	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340
OG0001453	LYTVA_25332	SCHMD06884, SCHMD06825
OG0001454	LYTVA_12706	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145
OG0001455	LYTVA_29635	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110
OG0001456	LYTVA_29753	SCHMD22269, SCHMD26154
OG0001460	LYTVA_05188	SCHMD10311, SCHMD23647
OG0001460	LYTVA_25220	SCHMD10312, SCHMD23646
OG0001464	LYTVA_00287	SCHMD20463
OG0001466	LYTVA_06219, LYTVA_06226	SCHMD12996, SCHMD13074
OG0001467	LYTVA_13981	SCHMD12343
OG0001467	LYTVA_22531	SCHMD19099
OG0001468	LYTVA_26492	SCHMD00390
OG0001469	LYTVA_18384	SCHMD09394
OG0001469	LYTVA_00750	SCHMD12991
OG0001469	LYTVA_06202, LYTVA_27897	SCHMD21311, SCHMD29089
OG0001469	LYTVA_08369	SCHMD24067, SCHMD10449
OG0001470	LYTVA_21458	SCHMD02322
OG0001470	LYTVA_05300	SCHMD02321, SCHMD02318
OG0001470	LYTVA_16206	SCHMD02316, SCHMD02317
OG0001472	LYTVA_00674, LYTVA_18392	SCHMD13936, SCHMD13397, SCHMD27432
OG0001474	LYTVA_10100	SCHMD07415
OG0001474	LYTVA_01292	SCHMD11576, SCHMD26877
OG0001475	LYTVA_29057, LYTVA_24837	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348
OG0001478	LYTVA_27270, LYTVA_05260	SCHMD22576, SCHMD26017
OG0001479	LYTVA_06390	SCHMD12413, SCHMD08686
OG0001480	LYTVA_01988	SCHMD13493
OG0001482	LYTVA_01060	SCHMD02244
OG0001483	LYTVA_11203	SCHMD00397
OG0001484	LYTVA_19019, LYTVA_27048	SCHMD14277
OG0001488	LYTVA_25849	SCHMD21551
OG0001490	LYTVA_21998	SCHMD08286, SCHMD07637
OG0001492	LYTVA_23916	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591
OG0001501	LYTVA_20209	SCHMD02704
OG0001502	LYTVA_00394	SCHMD06697
OG0001503	LYTVA_26157	SCHMD25279, SCHMD19928
OG0001503	LYTVA_21678	SCHMD25148
OG0001504	LYTVA_08379, LYTVA_08381	SCHMD05964
OG0001506	LYTVA_24167	SCHMD27200, SCHMD04881
OG0001507	LYTVA_12072	SCHMD00476, SCHMD00993
OG0001508	LYTVA_06099	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374
OG0001508	LYTVA_21980	SCHMD10290
OG0001510	LYTVA_28716	SCHMD18904, SCHMD27815, SCHMD18903
OG0001511	LYTVA_02740	SCHMD14385
OG0001514	LYTVA_16526	SCHMD13607, SCHMD17180
OG0001515	LYTVA_24782, LYTVA_03977	SCHMD18483
OG0001516	LYTVA_11182, LYTVA_25941	SCHMD07784
OG0001517	LYTVA_12522	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460
OG0001522	LYTVA_27748, LYTVA_05588, LYTVA_28109	SCHMD06814
OG0001524	LYTVA_17084	SCHMD08154
OG0001524	LYTVA_14262	SCHMD08155
OG0001524	LYTVA_25311	SCHMD06432
OG0001525	LYTVA_27481	SCHMD08330
OG0001526	LYTVA_26761, LYTVA_03589	SCHMD16304
OG0001527	LYTVA_20326	SCHMD05435
OG0001530	LYTVA_19256	SCHMD09337
OG0001531	LYTVA_20110	SCHMD25753
OG0001532	LYTVA_28949	SCHMD11603, SCHMD11604
OG0001534	LYTVA_02078	SCHMD13063
OG0001536	LYTVA_08488	SCHMD04145
OG0001538	LYTVA_03571, LYTVA_23544	SCHMD03674
OG0001551	LYTVA_06090	SCHMD21975
OG0001553	LYTVA_29518	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	LYTVA_00642	SCHMD11035
OG0001555	LYTVA_12326	SCHMD28090, SCHMD24412, SCHMD21363, SCHMD25892, SCHMD18696, SCHMD09131, SCHMD01581
OG0001557	LYTVA_23103	SCHMD13972
OG0001558	LYTVA_06196	SCHMD18412, SCHMD28405
OG0001559	LYTVA_27028	SCHMD02521
OG0001560	LYTVA_18843	SCHMD19288, SCHMD02478
OG0001561	LYTVA_04106, LYTVA_00921	SCHMD21318
OG0001562	LYTVA_19682	SCHMD12692
OG0001562	LYTVA_19681	SCHMD20732, SCHMD29309
OG0001563	LYTVA_18255, LYTVA_29179, LYTVA_21711	SCHMD18145
OG0001566	LYTVA_01152	SCHMD02705
OG0001567	LYTVA_24465	SCHMD17619, SCHMD03495, SCHMD17620, SCHMD03493, SCHMD08251
OG0001567	LYTVA_26978, LYTVA_26194	SCHMD03492, SCHMD11013, SCHMD12195
OG0001568	LYTVA_29892	SCHMD04206
OG0001570	LYTVA_25305	SCHMD04583
OG0001571	LYTVA_29985, LYTVA_27391	SCHMD26358
OG0001572	LYTVA_17414	SCHMD04033
OG0001572	LYTVA_21491	SCHMD14275, SCHMD14274
OG0001575	LYTVA_24682, LYTVA_05900	SCHMD13351
OG0001576	LYTVA_04399	SCHMD23672
OG0001578	LYTVA_07447	SCHMD10414
OG0001583	LYTVA_00600	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001589	LYTVA_18831, LYTVA_18102	SCHMD27652, SCHMD23084
OG0001590	LYTVA_06446	SCHMD09240
OG0001594	LYTVA_07802	SCHMD10235
OG0001599	LYTVA_01284	SCHMD24770
OG0001602	LYTVA_21752, LYTVA_21749, LYTVA_20714	SCHMD05345, SCHMD00022
OG0001603	LYTVA_09954	SCHMD29423
OG0001604	LYTVA_01583	SCHMD02109
OG0001609	LYTVA_06544	SCHMD16467
OG0001609	LYTVA_09772, LYTVA_05376	SCHMD16231, SCHMD10959, SCHMD10960
OG0001611	LYTVA_24498	SCHMD04102, SCHMD12631
OG0001612	LYTVA_09143	SCHMD14255, SCHMD22594
OG0001614	LYTVA_00842, LYTVA_23993	SCHMD04001
OG0001615	LYTVA_29681, LYTVA_02240	SCHMD14018
OG0001617	LYTVA_01260	SCHMD05139
OG0001617	LYTVA_18507	SCHMD05141
OG0001621	LYTVA_26251	SCHMD26761, SCHMD18496
OG0001623	LYTVA_25555	SCHMD12998, SCHMD29690, SCHMD08483
OG0001625	LYTVA_17649	SCHMD22149
OG0001627	LYTVA_11632, LYTVA_28854, LYTVA_17633	SCHMD06117
OG0001629	LYTVA_14133	SCHMD24158, SCHMD07179, SCHMD15006, SCHMD06466, SCHMD05240, SCHMD17637, SCHMD25524
OG0001630	LYTVA_23156	SCHMD04044, SCHMD04169, SCHMD01052
OG0001633	LYTVA_15148	SCHMD06756
OG0001634	LYTVA_21853	SCHMD21066
OG0001634	LYTVA_20717	SCHMD04359, SCHMD08780, SCHMD05004
OG0001635	LYTVA_01903	SCHMD28110
OG0001636	LYTVA_07956	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668
OG0001638	LYTVA_23923, LYTVA_15599, LYTVA_03528	SCHMD00159, SCHMD00160
OG0001639	LYTVA_12301	SCHMD07144
OG0001640	LYTVA_20285, LYTVA_26720	SCHMD02843
OG0001641	LYTVA_15842	SCHMD03047
OG0001642	LYTVA_25401	SCHMD20801, SCHMD12647
OG0001644	LYTVA_08193	SCHMD20924
OG0001653	LYTVA_15506	SCHMD13946
OG0001655	LYTVA_29262	SCHMD06776
OG0001656	LYTVA_20250	SCHMD22556
OG0001657	LYTVA_24520	SCHMD07705, SCHMD10000, SCHMD12957
OG0001660	LYTVA_26564	SCHMD01572, SCHMD29332
OG0001662	LYTVA_14369	SCHMD19275
OG0001662	LYTVA_15998	SCHMD25740
OG0001664	LYTVA_11249	SCHMD13680, SCHMD17585
OG0001665	LYTVA_04604, LYTVA_23642	SCHMD19795
OG0001666	LYTVA_03347, LYTVA_19306, LYTVA_17592, LYTVA_28821, LYTVA_28823	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331
OG0001667	LYTVA_07623, LYTVA_22490, LYTVA_07621	SCHMD18800, SCHMD13601, SCHMD20100
OG0001668	LYTVA_02299	SCHMD04958
OG0001670	LYTVA_23966, LYTVA_11070, LYTVA_15894	SCHMD00224
OG0001671	LYTVA_25749, LYTVA_19064, LYTVA_17121	SCHMD21324
OG0001672	LYTVA_03348	SCHMD11260, SCHMD13294, SCHMD11259
OG0001676	LYTVA_20615	SCHMD13666
OG0001677	LYTVA_22014	SCHMD13425
OG0001682	LYTVA_08761	SCHMD04767
OG0001682	LYTVA_24944	SCHMD04768
OG0001683	LYTVA_21742	SCHMD09006, SCHMD12944, SCHMD06427
