Orthogroup	LYTVA_ok	APOSJ_ok
OG0001265	LYTVA_21118	APOSJ_19368, APOSJ_03053
OG0001266	LYTVA_19415	APOSJ_21749
OG0001266	LYTVA_19851	APOSJ_40659, APOSJ_61315, APOSJ_61316
OG0001267	LYTVA_08091	APOSJ_24539
OG0001267	LYTVA_09343	APOSJ_40387, APOSJ_40388
OG0001268	LYTVA_20779	APOSJ_30635, APOSJ_30631, APOSJ_30630, APOSJ_61129, APOSJ_26078, APOSJ_61134, APOSJ_30632, APOSJ_61130, APOSJ_30629
OG0001270	LYTVA_18319	APOSJ_39650, APOSJ_52054, APOSJ_52055, APOSJ_52049, APOSJ_52052
OG0001271	LYTVA_09608	APOSJ_42324, APOSJ_42325, APOSJ_42323, APOSJ_42327, APOSJ_42326, APOSJ_42322
OG0001272	LYTVA_27489	APOSJ_63437, APOSJ_56345
OG0001274	LYTVA_02869	APOSJ_63498, APOSJ_63499, APOSJ_63500, APOSJ_63501
OG0001275	LYTVA_16368	APOSJ_13400, APOSJ_09147, APOSJ_09149, APOSJ_09442, APOSJ_19016, APOSJ_19017, APOSJ_34874, APOSJ_13401, APOSJ_58719, APOSJ_13399, APOSJ_09151, APOSJ_09150, APOSJ_58720, APOSJ_09146, APOSJ_13397, APOSJ_13398, APOSJ_13402, APOSJ_09148
OG0001275	LYTVA_15957	APOSJ_40449, APOSJ_40448, APOSJ_40447, APOSJ_40446, APOSJ_40445, APOSJ_40443, APOSJ_64594, APOSJ_40444
OG0001276	LYTVA_24445	APOSJ_00033, APOSJ_37707, APOSJ_47385, APOSJ_00028, APOSJ_17176, APOSJ_00034, APOSJ_06801, APOSJ_21732, APOSJ_00032, APOSJ_40492, APOSJ_00029, APOSJ_00030, APOSJ_42710, APOSJ_17171, APOSJ_21731, APOSJ_21730, APOSJ_47368, APOSJ_21729, APOSJ_21728, APOSJ_17170, APOSJ_00027, APOSJ_00031
OG0001277	LYTVA_01342, LYTVA_01349	APOSJ_10639
OG0001277	LYTVA_01345	APOSJ_35448, APOSJ_28250, APOSJ_35451, APOSJ_35454, APOSJ_35450, APOSJ_35452, APOSJ_35449, APOSJ_35453, APOSJ_28251
OG0001277	LYTVA_01344, LYTVA_09116, LYTVA_01343, LYTVA_08685	APOSJ_13555, APOSJ_13556, APOSJ_19959, APOSJ_16562, APOSJ_25778, APOSJ_04664, APOSJ_55207
OG0001278	LYTVA_12248, LYTVA_16623	APOSJ_45303, APOSJ_16356
OG0001279	LYTVA_22555	APOSJ_00366, APOSJ_00367
OG0001281	LYTVA_23356	APOSJ_13341, APOSJ_38314, APOSJ_13340, APOSJ_13334
OG0001283	LYTVA_17951	APOSJ_57241, APOSJ_57240, APOSJ_47875, APOSJ_53947, APOSJ_17269, APOSJ_33987
OG0001284	LYTVA_30054, LYTVA_01526	APOSJ_51094, APOSJ_51096, APOSJ_51095, APOSJ_51093
OG0001284	LYTVA_15592	APOSJ_38180, APOSJ_38179, APOSJ_38178, APOSJ_39124
OG0001285	LYTVA_29345	APOSJ_63111, APOSJ_45967, APOSJ_27842, APOSJ_25207
OG0001286	LYTVA_00885	APOSJ_21405
OG0001287	LYTVA_06176	APOSJ_30564, APOSJ_02347, APOSJ_31786, APOSJ_62177
OG0001288	LYTVA_10306	APOSJ_22796
OG0001289	LYTVA_16137, LYTVA_24768	APOSJ_41541, APOSJ_41542, APOSJ_41540, APOSJ_03194
OG0001289	LYTVA_02257	APOSJ_44935, APOSJ_44941, APOSJ_15301, APOSJ_44937, APOSJ_44938, APOSJ_15303, APOSJ_15302, APOSJ_15304, APOSJ_44939, APOSJ_30466, APOSJ_44936, APOSJ_44940
OG0001290	LYTVA_13603	APOSJ_34219, APOSJ_34220
OG0001291	LYTVA_11712	APOSJ_13944, APOSJ_61515, APOSJ_61517, APOSJ_61511, APOSJ_61514, APOSJ_61513, APOSJ_61512, APOSJ_61516
OG0001292	LYTVA_22168	APOSJ_35425, APOSJ_55180, APOSJ_35427, APOSJ_35424
OG0001293	LYTVA_07691	APOSJ_46121, APOSJ_46120, APOSJ_46118, APOSJ_46119
OG0001294	LYTVA_19271	APOSJ_33881, APOSJ_12351, APOSJ_55521, APOSJ_60130, APOSJ_60133, APOSJ_55523, APOSJ_60129, APOSJ_55517, APOSJ_33889, APOSJ_12353, APOSJ_12350, APOSJ_55520, APOSJ_12352, APOSJ_55516, APOSJ_55525, APOSJ_12355, APOSJ_12354, APOSJ_12349, APOSJ_55519, APOSJ_55524, APOSJ_60131, APOSJ_60128, APOSJ_55522
OG0001295	LYTVA_15580	APOSJ_42068, APOSJ_42067
OG0001296	LYTVA_20224	APOSJ_05820
OG0001297	LYTVA_14610	APOSJ_40127, APOSJ_40126, APOSJ_40128, APOSJ_50636
OG0001300	LYTVA_05607, LYTVA_03792	APOSJ_00778
OG0001301	LYTVA_25190	APOSJ_16839, APOSJ_21565, APOSJ_49754, APOSJ_49409, APOSJ_45058, APOSJ_40461
OG0001301	LYTVA_13510	APOSJ_18978
OG0001302	LYTVA_01979, LYTVA_15833	APOSJ_50423, APOSJ_14148, APOSJ_45734, APOSJ_14151, APOSJ_50422, APOSJ_50421, APOSJ_38024
OG0001302	LYTVA_08998	APOSJ_52702, APOSJ_52697
OG0001303	LYTVA_25956, LYTVA_26020, LYTVA_24258	APOSJ_02778, APOSJ_02777, APOSJ_02779
OG0001303	LYTVA_13820	APOSJ_34441, APOSJ_64116, APOSJ_39690
OG0001304	LYTVA_26874	APOSJ_49344
OG0001305	LYTVA_15520	APOSJ_09587, APOSJ_09588
OG0001306	LYTVA_06210	APOSJ_58894
OG0001306	LYTVA_04350	APOSJ_11291
OG0001307	LYTVA_00330	APOSJ_47505, APOSJ_32477
OG0001307	LYTVA_06773, LYTVA_22753	APOSJ_46371
OG0001308	LYTVA_06427, LYTVA_08159	APOSJ_62820, APOSJ_49337, APOSJ_62822
OG0001309	LYTVA_11009, LYTVA_28629, LYTVA_28628	APOSJ_45180, APOSJ_45181, APOSJ_45182, APOSJ_45183
OG0001310	LYTVA_08839	APOSJ_62169
OG0001310	LYTVA_04185, LYTVA_11415	APOSJ_54029, APOSJ_54028
OG0001311	LYTVA_28955	APOSJ_36807
OG0001311	LYTVA_10099	APOSJ_22226, APOSJ_22227, APOSJ_48297
OG0001313	LYTVA_18781, LYTVA_25650	APOSJ_33906, APOSJ_33908
OG0001314	LYTVA_17554, LYTVA_08218, LYTVA_08220	APOSJ_54961, APOSJ_47823, APOSJ_47820, APOSJ_47819, APOSJ_47822, APOSJ_42832, APOSJ_04121
OG0001315	LYTVA_20106	APOSJ_51469
OG0001316	LYTVA_13297, LYTVA_13299	APOSJ_31679, APOSJ_47166, APOSJ_45850, APOSJ_47162, APOSJ_45860, APOSJ_45836, APOSJ_26892, APOSJ_47165, APOSJ_31680, APOSJ_47163, APOSJ_47164, APOSJ_31682, APOSJ_23602
OG0001318	LYTVA_16780	APOSJ_38930, APOSJ_26105, APOSJ_12648, APOSJ_38928, APOSJ_38929, APOSJ_43686, APOSJ_38925, APOSJ_26107
OG0001318	LYTVA_28059	APOSJ_58195, APOSJ_58196, APOSJ_25774
OG0001319	LYTVA_24410	APOSJ_49796
OG0001320	LYTVA_21775	APOSJ_57053, APOSJ_18022
OG0001320	LYTVA_09922	APOSJ_18945
OG0001322	LYTVA_14240, LYTVA_03712	APOSJ_17574, APOSJ_34586
OG0001322	LYTVA_08843	APOSJ_25010, APOSJ_25009
OG0001323	LYTVA_00847	APOSJ_62064
OG0001324	LYTVA_00291	APOSJ_27568, APOSJ_63968, APOSJ_63983, APOSJ_27573, APOSJ_27571, APOSJ_33050, APOSJ_33047, APOSJ_33052, APOSJ_33051, APOSJ_33048, APOSJ_33049, APOSJ_63992, APOSJ_63953, APOSJ_27563
OG0001325	LYTVA_09407	APOSJ_07903, APOSJ_07905
OG0001326	LYTVA_02897	APOSJ_44084, APOSJ_48298
OG0001327	LYTVA_12279	APOSJ_32560, APOSJ_15638
OG0001329	LYTVA_29340	APOSJ_53471, APOSJ_53474, APOSJ_53473
OG0001330	LYTVA_04759	APOSJ_55342, APOSJ_55345, APOSJ_47110, APOSJ_55344
OG0001331	LYTVA_16616	APOSJ_64248, APOSJ_56897, APOSJ_19276, APOSJ_64250, APOSJ_19283, APOSJ_19279, APOSJ_25098, APOSJ_19280, APOSJ_64249, APOSJ_64244, APOSJ_19284, APOSJ_25100, APOSJ_64247, APOSJ_64246, APOSJ_19281, APOSJ_19278, APOSJ_06702, APOSJ_26972, APOSJ_19282, APOSJ_25099, APOSJ_64245, APOSJ_64251, APOSJ_19275
OG0001332	LYTVA_11322	APOSJ_62303, APOSJ_62304, APOSJ_34905, APOSJ_34907, APOSJ_34906, APOSJ_34908, APOSJ_34904
OG0001333	LYTVA_22466	APOSJ_54634, APOSJ_27713, APOSJ_11036, APOSJ_48030, APOSJ_01772, APOSJ_48029, APOSJ_42588, APOSJ_58038, APOSJ_58032, APOSJ_48031, APOSJ_58027, APOSJ_54633, APOSJ_48032, APOSJ_01771
OG0001334	LYTVA_21097, LYTVA_11765, LYTVA_21099	APOSJ_35055
OG0001334	LYTVA_23859	APOSJ_64418
OG0001334	LYTVA_12536, LYTVA_15544, LYTVA_15545, LYTVA_21207, LYTVA_22770	APOSJ_02083
OG0001335	LYTVA_24585	APOSJ_37030
OG0001337	LYTVA_28142	APOSJ_29722
OG0001339	LYTVA_25825	APOSJ_03486
OG0001341	LYTVA_05973	APOSJ_13756, APOSJ_26232, APOSJ_55577, APOSJ_47616, APOSJ_13755, APOSJ_47617, APOSJ_51109, APOSJ_26204, APOSJ_07563, APOSJ_47614, APOSJ_51124, APOSJ_55588, APOSJ_13754, APOSJ_07564, APOSJ_26219, APOSJ_26213
OG0001344	LYTVA_02352	APOSJ_53449, APOSJ_53444, APOSJ_53446, APOSJ_53445, APOSJ_53443, APOSJ_53448
OG0001345	LYTVA_20477	APOSJ_27585, APOSJ_27586, APOSJ_27587
OG0001348	LYTVA_22256	APOSJ_64919, APOSJ_64920, APOSJ_25094, APOSJ_64921
OG0001350	LYTVA_08886	APOSJ_58137, APOSJ_58135, APOSJ_58134, APOSJ_56731, APOSJ_56732, APOSJ_58136, APOSJ_56733, APOSJ_56730
OG0001350	LYTVA_25134	APOSJ_37537, APOSJ_05346, APOSJ_05345, APOSJ_36144, APOSJ_36143
OG0001351	LYTVA_25655	APOSJ_64597, APOSJ_60152
OG0001353	LYTVA_10030	APOSJ_23313, APOSJ_14345
OG0001353	LYTVA_22573	APOSJ_07681, APOSJ_07682
OG0001354	LYTVA_28511	APOSJ_12562, APOSJ_13772
OG0001355	LYTVA_11629	APOSJ_04974, APOSJ_04973
OG0001356	LYTVA_28992	APOSJ_55102, APOSJ_45190, APOSJ_19994, APOSJ_08640, APOSJ_55103, APOSJ_45195, APOSJ_08639, APOSJ_08638, APOSJ_65373, APOSJ_45192, APOSJ_45191
OG0001358	LYTVA_28060	APOSJ_05394
OG0001361	LYTVA_24814	APOSJ_12183
OG0001362	LYTVA_28040	APOSJ_21174
OG0001363	LYTVA_09257, LYTVA_18119	APOSJ_18304
OG0001364	LYTVA_09892	APOSJ_48961
OG0001365	LYTVA_11701, LYTVA_00097	APOSJ_17777, APOSJ_28052, APOSJ_28051, APOSJ_17778, APOSJ_17781, APOSJ_17782
OG0001365	LYTVA_24131	APOSJ_19779, APOSJ_19780
OG0001366	LYTVA_01522	APOSJ_15729
OG0001367	LYTVA_20815	APOSJ_43134, APOSJ_64574
OG0001369	LYTVA_05062	APOSJ_27114, APOSJ_27111, APOSJ_27113, APOSJ_27110, APOSJ_20416, APOSJ_27112
OG0001370	LYTVA_22074	APOSJ_23259
OG0001371	LYTVA_08478	APOSJ_60337, APOSJ_41614, APOSJ_41615
OG0001371	LYTVA_25037	APOSJ_05666, APOSJ_05668, APOSJ_05667
OG0001372	LYTVA_11215	APOSJ_22680, APOSJ_51824, APOSJ_22681, APOSJ_22679, APOSJ_22682
OG0001372	LYTVA_06840	APOSJ_58194
OG0001373	LYTVA_08692	APOSJ_33658, APOSJ_33657, APOSJ_33660, APOSJ_33656, APOSJ_33659, APOSJ_33655, APOSJ_12552
OG0001374	LYTVA_02702	APOSJ_06603, APOSJ_42895, APOSJ_02943, APOSJ_02946
OG0001375	LYTVA_04323	APOSJ_32605
OG0001376	LYTVA_29983	APOSJ_40424, APOSJ_40425
OG0001377	LYTVA_21846	APOSJ_16777, APOSJ_16778, APOSJ_16776, APOSJ_16775, APOSJ_16779, APOSJ_16774
OG0001378	LYTVA_17384	APOSJ_23820, APOSJ_23821, APOSJ_18962
OG0001379	LYTVA_28884	APOSJ_32392, APOSJ_32393, APOSJ_32390, APOSJ_32389, APOSJ_31749, APOSJ_05697, APOSJ_31750, APOSJ_32391
OG0001380	LYTVA_29108	APOSJ_31089
OG0001381	LYTVA_20781	APOSJ_28946, APOSJ_28947, APOSJ_28949, APOSJ_28948
OG0001382	LYTVA_06738	APOSJ_38348, APOSJ_38346, APOSJ_38347, APOSJ_38349, APOSJ_38344, APOSJ_38345
OG0001383	LYTVA_24693	APOSJ_33339, APOSJ_23887, APOSJ_51980, APOSJ_51857, APOSJ_14897, APOSJ_51364, APOSJ_51363, APOSJ_51365, APOSJ_19442, APOSJ_23890, APOSJ_51833, APOSJ_23886, APOSJ_23889, APOSJ_23891, APOSJ_23888, APOSJ_51123
OG0001384	LYTVA_13924	APOSJ_20363, APOSJ_23942
OG0001386	LYTVA_09276, LYTVA_15458	APOSJ_12830, APOSJ_12824, APOSJ_12831, APOSJ_12829
OG0001389	LYTVA_23428	APOSJ_21023
OG0001394	LYTVA_27588	APOSJ_14603, APOSJ_14601, APOSJ_32575, APOSJ_32572, APOSJ_14602, APOSJ_32574, APOSJ_32577, APOSJ_36758, APOSJ_32573, APOSJ_32576, APOSJ_14600, APOSJ_26314
OG0001395	LYTVA_29626	APOSJ_19595
OG0001397	LYTVA_19050	APOSJ_08999, APOSJ_08998
OG0001397	LYTVA_23784	APOSJ_58982, APOSJ_58981
OG0001398	LYTVA_12730, LYTVA_02864, LYTVA_02865, LYTVA_18283, LYTVA_18282, LYTVA_02862	APOSJ_32307
OG0001399	LYTVA_11204	APOSJ_63162, APOSJ_63166, APOSJ_63165, APOSJ_63164, APOSJ_63163, APOSJ_51444
OG0001399	LYTVA_26875	APOSJ_50593, APOSJ_50594
OG0001400	LYTVA_25761	APOSJ_40398, APOSJ_52484, APOSJ_40397, APOSJ_40400
OG0001401	LYTVA_02911	APOSJ_43952, APOSJ_43951, APOSJ_43953
OG0001402	LYTVA_01375	APOSJ_05185, APOSJ_05184
OG0001403	LYTVA_25904	APOSJ_33027
OG0001403	LYTVA_16669, LYTVA_07690	APOSJ_34083, APOSJ_34085, APOSJ_34082
OG0001404	LYTVA_25793	APOSJ_25093
OG0001404	LYTVA_03852	APOSJ_28116, APOSJ_28135, APOSJ_38973
OG0001405	LYTVA_11923	APOSJ_37654, APOSJ_37655, APOSJ_37659
OG0001405	LYTVA_13898	APOSJ_13259
OG0001406	LYTVA_02505	APOSJ_01575
OG0001409	LYTVA_11490	APOSJ_07829, APOSJ_09406, APOSJ_09407, APOSJ_09408, APOSJ_09409, APOSJ_09410
OG0001410	LYTVA_26149	APOSJ_51759, APOSJ_51757, APOSJ_05846, APOSJ_51758
OG0001412	LYTVA_29467	APOSJ_08051, APOSJ_27255, APOSJ_50629, APOSJ_18073, APOSJ_08050, APOSJ_57056, APOSJ_50632, APOSJ_32891, APOSJ_50630, APOSJ_09735, APOSJ_09732, APOSJ_08048, APOSJ_08052, APOSJ_08049, APOSJ_27259, APOSJ_09734, APOSJ_09733, APOSJ_43373, APOSJ_50243, APOSJ_32846, APOSJ_27260, APOSJ_02937
OG0001413	LYTVA_22106	APOSJ_13128, APOSJ_56198
OG0001413	LYTVA_06579	APOSJ_60763
OG0001414	LYTVA_18745	APOSJ_13920, APOSJ_13919, APOSJ_13921, APOSJ_13922
OG0001414	LYTVA_15413	APOSJ_63059, APOSJ_63062, APOSJ_63061, APOSJ_63060, APOSJ_63057, APOSJ_63058
OG0001415	LYTVA_04754	APOSJ_07314, APOSJ_64693, APOSJ_51268, APOSJ_36844
OG0001415	LYTVA_19006, LYTVA_27686	APOSJ_28238, APOSJ_48349
OG0001416	LYTVA_10946	APOSJ_65416
OG0001417	LYTVA_21364	APOSJ_53606, APOSJ_65112, APOSJ_63699, APOSJ_65113
OG0001417	LYTVA_15358	APOSJ_25784, APOSJ_25783, APOSJ_25785, APOSJ_25782
OG0001418	LYTVA_00553	APOSJ_63883, APOSJ_63882, APOSJ_63881
OG0001420	LYTVA_11976	APOSJ_24455, APOSJ_24456, APOSJ_24454
OG0001421	LYTVA_26131	APOSJ_16340, APOSJ_16339
OG0001422	LYTVA_28672	APOSJ_00918, APOSJ_00916
OG0001423	LYTVA_12091, LYTVA_28484	APOSJ_49156, APOSJ_62797, APOSJ_49158
OG0001424	LYTVA_01086	APOSJ_33187, APOSJ_33186
OG0001424	LYTVA_05792	APOSJ_44890, APOSJ_44889
OG0001425	LYTVA_20870	APOSJ_02691, APOSJ_03645, APOSJ_65175, APOSJ_02690, APOSJ_16541, APOSJ_02689, APOSJ_02694, APOSJ_02692
OG0001426	LYTVA_13737	APOSJ_20659, APOSJ_03328
OG0001427	LYTVA_08328	APOSJ_47860
OG0001428	LYTVA_04004	APOSJ_61295, APOSJ_40068, APOSJ_08747, APOSJ_02448, APOSJ_45811
OG0001429	LYTVA_15257, LYTVA_27578	APOSJ_02681, APOSJ_30963, APOSJ_02677
OG0001430	LYTVA_05538	APOSJ_18614
OG0001431	LYTVA_23169	APOSJ_59960, APOSJ_57946, APOSJ_58259, APOSJ_58262, APOSJ_57944, APOSJ_58261, APOSJ_58260, APOSJ_34692, APOSJ_57943, APOSJ_57947, APOSJ_57945, APOSJ_57948
OG0001432	LYTVA_06531, LYTVA_06533	APOSJ_58435, APOSJ_58436, APOSJ_58438, APOSJ_58439, APOSJ_58437
OG0001434	LYTVA_09215, LYTVA_08418	APOSJ_53500
OG0001434	LYTVA_11544	APOSJ_18726
OG0001436	LYTVA_23400	APOSJ_52665, APOSJ_52664
OG0001437	LYTVA_02456	APOSJ_05128
OG0001439	LYTVA_23479	APOSJ_02659, APOSJ_33067, APOSJ_02660, APOSJ_02663
OG0001440	LYTVA_21865	APOSJ_27900, APOSJ_27899
OG0001440	LYTVA_17468	APOSJ_33246
OG0001442	LYTVA_10451	APOSJ_05759
OG0001443	LYTVA_06370	APOSJ_28253
OG0001443	LYTVA_23392, LYTVA_17662	APOSJ_14771, APOSJ_34112, APOSJ_11056
OG0001443	LYTVA_17947, LYTVA_27180	APOSJ_29760
OG0001445	LYTVA_06306	APOSJ_48231, APOSJ_61399, APOSJ_13482, APOSJ_19159, APOSJ_48233, APOSJ_13481, APOSJ_13478, APOSJ_61401, APOSJ_48234, APOSJ_13485, APOSJ_61400, APOSJ_13486, APOSJ_12279, APOSJ_52238, APOSJ_61398, APOSJ_40917, APOSJ_41165, APOSJ_52261, APOSJ_02004, APOSJ_48230, APOSJ_12281, APOSJ_41135, APOSJ_19163, APOSJ_13480, APOSJ_48232
OG0001446	LYTVA_05089, LYTVA_00329	APOSJ_59620
OG0001447	LYTVA_08300	APOSJ_44814, APOSJ_28079, APOSJ_28082, APOSJ_28081, APOSJ_28080
OG0001448	LYTVA_21434, LYTVA_04273	APOSJ_40040, APOSJ_40039, APOSJ_40042, APOSJ_40041
OG0001449	LYTVA_26829	APOSJ_09119, APOSJ_58492
OG0001449	LYTVA_26490	APOSJ_21245, APOSJ_21244
OG0001450	LYTVA_11115	APOSJ_32187
OG0001451	LYTVA_28152	APOSJ_60575, APOSJ_09090, APOSJ_58280, APOSJ_09094, APOSJ_09093, APOSJ_47714, APOSJ_09092, APOSJ_09091
OG0001451	LYTVA_15293, LYTVA_15292	APOSJ_31618, APOSJ_31620
OG0001452	LYTVA_07052	APOSJ_12826, APOSJ_12828, APOSJ_12827, APOSJ_12825
OG0001453	LYTVA_25332	APOSJ_03694
OG0001454	LYTVA_12706	APOSJ_38412, APOSJ_38411
OG0001455	LYTVA_29635	APOSJ_19092, APOSJ_19091
OG0001456	LYTVA_29753	APOSJ_36129, APOSJ_36127, APOSJ_36126, APOSJ_36125, APOSJ_36128, APOSJ_36124, APOSJ_14012, APOSJ_25848
OG0001457	LYTVA_23311	APOSJ_63846, APOSJ_63845, APOSJ_55613
OG0001459	LYTVA_03447	APOSJ_49247, APOSJ_49246, APOSJ_49250, APOSJ_65412, APOSJ_49248, APOSJ_49249, APOSJ_65411, APOSJ_49251, APOSJ_35348, APOSJ_52084
OG0001460	LYTVA_05188	APOSJ_22473, APOSJ_22474, APOSJ_22475
OG0001460	LYTVA_25220	APOSJ_22989, APOSJ_22990
OG0001461	LYTVA_20044	APOSJ_42829, APOSJ_32423, APOSJ_05887, APOSJ_42828, APOSJ_42825, APOSJ_32421, APOSJ_42826, APOSJ_53272, APOSJ_02591, APOSJ_42827, APOSJ_32425, APOSJ_32419, APOSJ_32420, APOSJ_32424, APOSJ_32418
OG0001462	LYTVA_05319	APOSJ_37906, APOSJ_37479
OG0001463	LYTVA_02407, LYTVA_02045	APOSJ_05955, APOSJ_05956
OG0001465	LYTVA_26108	APOSJ_01193, APOSJ_26102, APOSJ_01191, APOSJ_01192
OG0001466	LYTVA_06219, LYTVA_06226	APOSJ_55773, APOSJ_49228, APOSJ_20185, APOSJ_20186, APOSJ_63188, APOSJ_49229, APOSJ_49227
OG0001467	LYTVA_13981	APOSJ_22274, APOSJ_22277
OG0001467	LYTVA_22531	APOSJ_48095
OG0001468	LYTVA_26492	APOSJ_23856, APOSJ_23854, APOSJ_23853, APOSJ_23852
OG0001469	LYTVA_18384	APOSJ_45532, APOSJ_45531
OG0001469	LYTVA_08369	APOSJ_58140
OG0001470	LYTVA_21458	APOSJ_09188
OG0001470	LYTVA_05300	APOSJ_62615
OG0001472	LYTVA_00674, LYTVA_18392	APOSJ_04800, APOSJ_04801
OG0001473	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712	APOSJ_30846, APOSJ_62194, APOSJ_30848, APOSJ_30847
OG0001474	LYTVA_10100	APOSJ_53524, APOSJ_26185, APOSJ_26183, APOSJ_26184
OG0001475	LYTVA_29056, LYTVA_29057, LYTVA_24837	APOSJ_43620
OG0001476	LYTVA_11849	APOSJ_05896, APOSJ_05895, APOSJ_05894, APOSJ_05897
OG0001477	LYTVA_10845	APOSJ_34287, APOSJ_34291, APOSJ_34285, APOSJ_34290, APOSJ_34292, APOSJ_34289, APOSJ_34288, APOSJ_34286
OG0001478	LYTVA_27270, LYTVA_05260	APOSJ_40906, APOSJ_40905, APOSJ_40911, APOSJ_40910, APOSJ_40904, APOSJ_40907, APOSJ_40909, APOSJ_55742
OG0001479	LYTVA_06390	APOSJ_16438, APOSJ_29892, APOSJ_29818, APOSJ_16436
OG0001480	LYTVA_01988	APOSJ_32378, APOSJ_32380, APOSJ_32377
OG0001481	LYTVA_06316	APOSJ_59081, APOSJ_59080
OG0001482	LYTVA_01060	APOSJ_53360
OG0001483	LYTVA_11203	APOSJ_57364, APOSJ_51007, APOSJ_56520, APOSJ_64029, APOSJ_51008, APOSJ_57365, APOSJ_64030, APOSJ_64025, APOSJ_64027, APOSJ_19561, APOSJ_57363, APOSJ_64912, APOSJ_16808, APOSJ_57366, APOSJ_51011, APOSJ_51547, APOSJ_57367, APOSJ_51010, APOSJ_51013, APOSJ_51014, APOSJ_19564, APOSJ_64028, APOSJ_34936, APOSJ_51012
OG0001484	LYTVA_19019, LYTVA_27048	APOSJ_16822, APOSJ_40457, APOSJ_16820, APOSJ_16823, APOSJ_16824, APOSJ_16819, APOSJ_16821, APOSJ_16818, APOSJ_16825
OG0001485	LYTVA_14466, LYTVA_27906	APOSJ_26209, APOSJ_26208, APOSJ_26210, APOSJ_26206, APOSJ_34046, APOSJ_26207
OG0001486	LYTVA_00800	APOSJ_09178
OG0001488	LYTVA_30042	APOSJ_46153, APOSJ_20655, APOSJ_13032, APOSJ_60370
OG0001488	LYTVA_03629	APOSJ_46220
OG0001488	LYTVA_25849	APOSJ_24273, APOSJ_62760, APOSJ_20457
OG0001489	LYTVA_29241	APOSJ_60984, APOSJ_14586
OG0001490	LYTVA_21998	APOSJ_48336, APOSJ_07680
OG0001491	LYTVA_29652	APOSJ_35127, APOSJ_35126
OG0001492	LYTVA_23916	APOSJ_62402
OG0001493	LYTVA_27653	APOSJ_14527, APOSJ_23245, APOSJ_25825, APOSJ_14528
OG0001495	LYTVA_19058	APOSJ_01130, APOSJ_01128, APOSJ_01127, APOSJ_01131, APOSJ_01129
OG0001496	LYTVA_02996, LYTVA_18645, LYTVA_00598	APOSJ_51627
OG0001500	LYTVA_09855	APOSJ_60578, APOSJ_60574, APOSJ_60579, APOSJ_05866, APOSJ_25800, APOSJ_60577, APOSJ_60576, APOSJ_60581, APOSJ_60573, APOSJ_60582
OG0001501	LYTVA_20209	APOSJ_36887
OG0001502	LYTVA_00394	APOSJ_52685, APOSJ_52686, APOSJ_52688, APOSJ_58829, APOSJ_52681, APOSJ_52682, APOSJ_52683, APOSJ_52684, APOSJ_52687
OG0001503	LYTVA_26157	APOSJ_39257
OG0001503	LYTVA_21678	APOSJ_26139, APOSJ_26137, APOSJ_26138, APOSJ_26136
OG0001504	LYTVA_08379, LYTVA_08381	APOSJ_35252, APOSJ_31363, APOSJ_05029, APOSJ_31367, APOSJ_05030
OG0001506	LYTVA_24167	APOSJ_40132, APOSJ_06340, APOSJ_06342, APOSJ_06334, APOSJ_06337, APOSJ_06341, APOSJ_06338, APOSJ_06339
OG0001507	LYTVA_01453, LYTVA_12072	APOSJ_54371, APOSJ_54370
OG0001508	LYTVA_06099	APOSJ_28090
OG0001509	LYTVA_07640	APOSJ_32589, APOSJ_06824, APOSJ_32593, APOSJ_32592, APOSJ_06822, APOSJ_63990
OG0001510	LYTVA_28716	APOSJ_51289, APOSJ_51290
OG0001511	LYTVA_02740	APOSJ_03992, APOSJ_03991, APOSJ_03993, APOSJ_03994
OG0001513	LYTVA_00022	APOSJ_27426, APOSJ_17427, APOSJ_17428, APOSJ_11682, APOSJ_11684, APOSJ_11069, APOSJ_11681, APOSJ_59803, APOSJ_17425, APOSJ_17424, APOSJ_11683
OG0001514	LYTVA_16526	APOSJ_41082, APOSJ_41081
OG0001515	LYTVA_24782, LYTVA_03977	APOSJ_43857
OG0001516	LYTVA_25941	APOSJ_47832, APOSJ_61364, APOSJ_01984, APOSJ_61365, APOSJ_12232, APOSJ_12223, APOSJ_12226, APOSJ_61363, APOSJ_61361, APOSJ_01991, APOSJ_61366, APOSJ_40862, APOSJ_12225, APOSJ_31069, APOSJ_31068, APOSJ_12224, APOSJ_01983, APOSJ_47836, APOSJ_61367, APOSJ_47835, APOSJ_47837, APOSJ_61362, APOSJ_01981, APOSJ_61360, APOSJ_47833, APOSJ_47834, APOSJ_47838, APOSJ_40874, APOSJ_01982
OG0001517	LYTVA_12522	APOSJ_64375
OG0001518	LYTVA_16808	APOSJ_38488, APOSJ_06551
OG0001519	LYTVA_24034	APOSJ_12175, APOSJ_12174
OG0001520	LYTVA_23857	APOSJ_06930
OG0001521	LYTVA_13872	APOSJ_16952
OG0001522	LYTVA_27748	APOSJ_61265
OG0001522	LYTVA_05588, LYTVA_28109	APOSJ_53441
OG0001523	LYTVA_15884	APOSJ_57805, APOSJ_13811, APOSJ_21350, APOSJ_41208, APOSJ_41210, APOSJ_13814, APOSJ_13812, APOSJ_13810, APOSJ_41209, APOSJ_57806, APOSJ_13813, APOSJ_13815, APOSJ_41211, APOSJ_41212
