Orthogroup	LYTVA_ok	SACKO_ok
OG0000425	LYTVA_01661, LYTVA_16295	SACKO_09919
OG0000426	LYTVA_06898	SACKO_26352, SACKO_06534
OG0000426	LYTVA_28523, LYTVA_10466	SACKO_02762
OG0000427	LYTVA_16595	SACKO_23359
OG0000427	LYTVA_19896	SACKO_09178
OG0000429	LYTVA_08351	SACKO_30008
OG0000430	LYTVA_27077, LYTVA_02945, LYTVA_20340	SACKO_17116
OG0000431	LYTVA_04640	SACKO_26117
OG0000432	LYTVA_08315	SACKO_04551
OG0000432	LYTVA_02449	SACKO_26085
OG0000433	LYTVA_26219	SACKO_18114
OG0000433	LYTVA_06955	SACKO_07666
OG0000434	LYTVA_01609	SACKO_12594
OG0000435	LYTVA_13773, LYTVA_29418	SACKO_25249
OG0000435	LYTVA_27506	SACKO_21913, SACKO_31971
OG0000436	LYTVA_21248	SACKO_03318
OG0000442	LYTVA_03518	SACKO_15700
OG0000442	LYTVA_02198	SACKO_00306
OG0000442	LYTVA_11814, LYTVA_13337	SACKO_06006
OG0000443	LYTVA_07561	SACKO_14263
OG0000443	LYTVA_21803	SACKO_12295, SACKO_25347
OG0000444	LYTVA_22417, LYTVA_07815	SACKO_08879, SACKO_08903
OG0000444	LYTVA_19323	SACKO_16809
OG0000445	LYTVA_19669, LYTVA_09903, LYTVA_09664	SACKO_08275, SACKO_00462, SACKO_33751, SACKO_27331, SACKO_27357
OG0000446	LYTVA_21122	SACKO_11810
OG0000446	LYTVA_02398, LYTVA_06665	SACKO_28154, SACKO_19980
OG0000447	LYTVA_12231	SACKO_31056
OG0000448	LYTVA_02468	SACKO_30613
OG0000450	LYTVA_17101	SACKO_10223
OG0000453	LYTVA_08205	SACKO_27333, SACKO_27397, SACKO_25837
OG0000453	LYTVA_27618, LYTVA_26520, LYTVA_16783	SACKO_27383, SACKO_06847, SACKO_06848, SACKO_27408, SACKO_27399, SACKO_27407, SACKO_27405, SACKO_03955, SACKO_29489
OG0000456	LYTVA_14366	SACKO_25121, SACKO_04182, SACKO_18180
OG0000457	LYTVA_13385, LYTVA_29764	SACKO_06483
OG0000458	LYTVA_22216	SACKO_26555
OG0000458	LYTVA_26424, LYTVA_26419, LYTVA_22737, LYTVA_26418, LYTVA_22736	SACKO_12957
OG0000459	LYTVA_12100, LYTVA_05682, LYTVA_22767, LYTVA_10243, LYTVA_25855	SACKO_12873, SACKO_27777, SACKO_27762, SACKO_27765, SACKO_27780, SACKO_27782, SACKO_27786
OG0000460	LYTVA_15963	SACKO_30614
OG0000460	LYTVA_30185, LYTVA_04918, LYTVA_13007	SACKO_30600, SACKO_10794
OG0000461	LYTVA_27812	SACKO_15370
OG0000463	LYTVA_20402	SACKO_15405
OG0000463	LYTVA_25915	SACKO_05462
OG0000463	LYTVA_18875, LYTVA_06079	SACKO_21927
OG0000465	LYTVA_30093	SACKO_34041
OG0000465	LYTVA_30096	SACKO_34024
OG0000465	LYTVA_15105	SACKO_07203
OG0000466	LYTVA_11121, LYTVA_13501, LYTVA_19960, LYTVA_10498, LYTVA_26346, LYTVA_17159, LYTVA_23863, LYTVA_26185	SACKO_04143, SACKO_09641, SACKO_13679, SACKO_07455
OG0000467	LYTVA_22913	SACKO_32050
OG0000468	LYTVA_17846, LYTVA_25959, LYTVA_07913	SACKO_06372, SACKO_06400, SACKO_23390, SACKO_12657
OG0000468	LYTVA_09600	SACKO_06761
OG0000469	LYTVA_00030	SACKO_32529, SACKO_32539
OG0000469	LYTVA_28593	SACKO_12218
OG0000470	LYTVA_08829	SACKO_13430
OG0000470	LYTVA_28529	SACKO_20424
OG0000471	LYTVA_13790	SACKO_21461
OG0000471	LYTVA_16071	SACKO_31836, SACKO_31844
OG0000472	LYTVA_25455, LYTVA_12793	SACKO_22535, SACKO_22150
OG0000474	LYTVA_27814	SACKO_26698
OG0000475	LYTVA_01550	SACKO_01437
OG0000476	LYTVA_25122	SACKO_17515
OG0000476	LYTVA_13391	SACKO_16110
OG0000477	LYTVA_20782	SACKO_22969, SACKO_22972
OG0000479	LYTVA_06137, LYTVA_28172	SACKO_30305
OG0000479	LYTVA_05897	SACKO_20169
OG0000480	LYTVA_20914	SACKO_21578
OG0000480	LYTVA_27796, LYTVA_11906	SACKO_16958
OG0000480	LYTVA_02506	SACKO_31389
OG0000481	LYTVA_03656	SACKO_09218
OG0000482	LYTVA_19516	SACKO_25732
OG0000482	LYTVA_27236	SACKO_25745
OG0000482	LYTVA_29735	SACKO_25747
OG0000483	LYTVA_22644	SACKO_30430, SACKO_28138, SACKO_28238, SACKO_06303, SACKO_10313, SACKO_02472, SACKO_23004, SACKO_10261, SACKO_02311, SACKO_06301, SACKO_18786, SACKO_18700, SACKO_12113, SACKO_10179, SACKO_07938, SACKO_04135, SACKO_13078, SACKO_13873
OG0000484	LYTVA_07250	SACKO_23202
OG0000486	LYTVA_11725	SACKO_03067, SACKO_03069, SACKO_29945
OG0000486	LYTVA_25120, LYTVA_29743, LYTVA_02899	SACKO_29937, SACKO_07182, SACKO_07195
OG0000486	LYTVA_17161, LYTVA_29368, LYTVA_28063, LYTVA_14259	SACKO_28616, SACKO_28629
OG0000487	LYTVA_29860	SACKO_33051, SACKO_15021, SACKO_04845, SACKO_06932, SACKO_06952
OG0000487	LYTVA_10942	SACKO_08406, SACKO_08473, SACKO_34025, SACKO_08477, SACKO_08456
OG0000488	LYTVA_07230	SACKO_32393
OG0000489	LYTVA_15576	SACKO_02942, SACKO_11413
OG0000490	LYTVA_11400	SACKO_25826
OG0000491	LYTVA_10685, LYTVA_06011	SACKO_09275
OG0000494	LYTVA_25114	SACKO_09661, SACKO_20661, SACKO_20676
OG0000494	LYTVA_11583	SACKO_20667, SACKO_20670, SACKO_29545
OG0000495	LYTVA_25605, LYTVA_24473	SACKO_17840, SACKO_17826
OG0000495	LYTVA_18087	SACKO_02191, SACKO_02199
OG0000496	LYTVA_09688	SACKO_17283
OG0000496	LYTVA_20024	SACKO_19033
OG0000497	LYTVA_10382	SACKO_07766
OG0000497	LYTVA_04632	SACKO_21404
OG0000498	LYTVA_16978	SACKO_16151
OG0000499	LYTVA_13776	SACKO_07869, SACKO_25714, SACKO_13488, SACKO_07888, SACKO_07856, SACKO_07885
OG0000501	LYTVA_10687, LYTVA_29124, LYTVA_18405	SACKO_02655, SACKO_04583, SACKO_04590, SACKO_28718, SACKO_28744, SACKO_31552, SACKO_31557, SACKO_28634, SACKO_29583, SACKO_33267, SACKO_29576, SACKO_22573, SACKO_04851, SACKO_22575, SACKO_32214
OG0000503	LYTVA_17922, LYTVA_19324	SACKO_26118
OG0000504	LYTVA_12798	SACKO_01404
OG0000504	LYTVA_02960, LYTVA_12298, LYTVA_20673	SACKO_26022
OG0000505	LYTVA_05839	SACKO_33776
OG0000506	LYTVA_28601	SACKO_28370
OG0000508	LYTVA_12099	SACKO_04141
OG0000508	LYTVA_28377	SACKO_03535
OG0000509	LYTVA_13167	SACKO_22380, SACKO_21804, SACKO_17319, SACKO_08227, SACKO_04833, SACKO_11737, SACKO_10020, SACKO_23653, SACKO_11185, SACKO_00353, SACKO_28655, SACKO_09792, SACKO_10945, SACKO_23689, SACKO_09685
OG0000510	LYTVA_16080	SACKO_08802
OG0000511	LYTVA_12008	SACKO_16608, SACKO_16632, SACKO_17075
OG0000513	LYTVA_03566	SACKO_20073
OG0000514	LYTVA_15398	SACKO_06731
OG0000515	LYTVA_07120, LYTVA_07117, LYTVA_20113, LYTVA_20114, LYTVA_28123, LYTVA_22248, LYTVA_11079, LYTVA_15154, LYTVA_26737, LYTVA_19505, LYTVA_09455	SACKO_34014, SACKO_02419, SACKO_16456, SACKO_16452, SACKO_13973, SACKO_01627
OG0000519	LYTVA_13323	SACKO_32736
OG0000520	LYTVA_00781	SACKO_18204
OG0000520	LYTVA_18628	SACKO_09249, SACKO_06826
OG0000521	LYTVA_05276	SACKO_19264, SACKO_19258, SACKO_30251
OG0000521	LYTVA_03547	SACKO_05637
OG0000522	LYTVA_15018, LYTVA_09443	SACKO_03537, SACKO_08795
OG0000522	LYTVA_24796	SACKO_03413
OG0000523	LYTVA_00966	SACKO_25122
OG0000524	LYTVA_27652	SACKO_11508
OG0000525	LYTVA_27355	SACKO_14070
OG0000525	LYTVA_20949	SACKO_16659
OG0000526	LYTVA_10683, LYTVA_07835	SACKO_09502, SACKO_07763
OG0000526	LYTVA_10678	SACKO_25850
OG0000526	LYTVA_25363, LYTVA_25370	SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239
OG0000527	LYTVA_20562	SACKO_06738
OG0000528	LYTVA_25533	SACKO_04604
OG0000528	LYTVA_22002	SACKO_09093
OG0000528	LYTVA_28244	SACKO_23862
OG0000529	LYTVA_23566	SACKO_27420
OG0000529	LYTVA_23159	SACKO_22339
OG0000530	LYTVA_01074	SACKO_04253
OG0000532	LYTVA_08297	SACKO_04015
OG0000533	LYTVA_15975, LYTVA_22781	SACKO_10942, SACKO_02806, SACKO_02812
OG0000534	LYTVA_09901	SACKO_02672
OG0000534	LYTVA_21092	SACKO_02674
OG0000535	LYTVA_27505	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484
OG0000536	LYTVA_01166, LYTVA_18250, LYTVA_23046, LYTVA_19017, LYTVA_20798, LYTVA_15648	SACKO_33770
OG0000536	LYTVA_11860	SACKO_33782
OG0000536	LYTVA_10304	SACKO_16880
OG0000537	LYTVA_04641	SACKO_26142
OG0000538	LYTVA_19552	SACKO_05534, SACKO_05532
OG0000541	LYTVA_05918	SACKO_34149, SACKO_34143, SACKO_34121, SACKO_34138, SACKO_34126, SACKO_34131, SACKO_34113, SACKO_34137, SACKO_34140, SACKO_02528, SACKO_02532, SACKO_13125, SACKO_13548, SACKO_02536, SACKO_01488, SACKO_13122, SACKO_09874, SACKO_19487, SACKO_33223
OG0000541	LYTVA_02348, LYTVA_27871, LYTVA_27866, LYTVA_17147, LYTVA_17155, LYTVA_02676, LYTVA_02467, LYTVA_20959, LYTVA_20964, LYTVA_20517	SACKO_33225, SACKO_28290, SACKO_34141, SACKO_13115, SACKO_33222
OG0000542	LYTVA_16634	SACKO_31227, SACKO_03340
OG0000544	LYTVA_27738	SACKO_01595
OG0000544	LYTVA_03150	SACKO_20647
OG0000544	LYTVA_05338	SACKO_21942
OG0000545	LYTVA_08840	SACKO_11658
OG0000546	LYTVA_07647	SACKO_09949
OG0000547	LYTVA_26293, LYTVA_02708	SACKO_10842, SACKO_10831, SACKO_10812
OG0000548	LYTVA_06015	SACKO_01196
OG0000549	LYTVA_22278	SACKO_09190
OG0000549	LYTVA_02950, LYTVA_20710, LYTVA_27983	SACKO_27792
OG0000550	LYTVA_16411	SACKO_24656
OG0000550	LYTVA_10848, LYTVA_27069	SACKO_29039
OG0000551	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909	SACKO_27987
OG0000552	LYTVA_03254	SACKO_16965
OG0000553	LYTVA_23265	SACKO_30818
OG0000553	LYTVA_09391	SACKO_24378
OG0000554	LYTVA_09845	SACKO_04829
OG0000560	LYTVA_26084	SACKO_03111
OG0000560	LYTVA_16607, LYTVA_16609, LYTVA_20278, LYTVA_28476	SACKO_03110
OG0000560	LYTVA_01495	SACKO_30877
OG0000561	LYTVA_29146	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255
OG0000562	LYTVA_01419	SACKO_07813
OG0000564	LYTVA_23030, LYTVA_26193	SACKO_24811, SACKO_12013
OG0000565	LYTVA_24437, LYTVA_01567	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950
OG0000566	LYTVA_16321	SACKO_13906
OG0000566	LYTVA_16285	SACKO_18189
OG0000567	LYTVA_27754	SACKO_32703, SACKO_18072
OG0000567	LYTVA_12299	SACKO_21311
OG0000567	LYTVA_13542, LYTVA_02323	SACKO_01005
OG0000568	LYTVA_08231, LYTVA_23287	SACKO_14342
OG0000568	LYTVA_18230, LYTVA_23300, LYTVA_00088	SACKO_02965
OG0000569	LYTVA_01796	SACKO_03979
OG0000570	LYTVA_13446	SACKO_16042
OG0000570	LYTVA_13448, LYTVA_13447	SACKO_16064
OG0000571	LYTVA_07015	SACKO_11190
OG0000571	LYTVA_20884	SACKO_00369
OG0000573	LYTVA_17570	SACKO_21574
OG0000574	LYTVA_26701	SACKO_33381
OG0000574	LYTVA_10809	SACKO_28187
OG0000575	LYTVA_27938	SACKO_27278, SACKO_27258
OG0000576	LYTVA_26208	SACKO_23536
OG0000577	LYTVA_02305, LYTVA_28178, LYTVA_22662, LYTVA_02877, LYTVA_15709, LYTVA_27457, LYTVA_27340, LYTVA_20686	SACKO_02404
OG0000578	LYTVA_22088	SACKO_32404
OG0000579	LYTVA_05380	SACKO_30809
OG0000580	LYTVA_01329	SACKO_31738
OG0000580	LYTVA_17855, LYTVA_06002	SACKO_19146
OG0000581	LYTVA_01246	SACKO_01235
OG0000581	LYTVA_20217	SACKO_01269
OG0000581	LYTVA_20223	SACKO_01278
OG0000582	LYTVA_16729	SACKO_28539
OG0000583	LYTVA_02410	SACKO_33042, SACKO_33044
OG0000584	LYTVA_24718	SACKO_22450
OG0000585	LYTVA_24374	SACKO_33151
OG0000586	LYTVA_28319	SACKO_01531
OG0000587	LYTVA_14343, LYTVA_26577	SACKO_31646
OG0000587	LYTVA_09394	SACKO_32372
OG0000588	LYTVA_02313	SACKO_19722
OG0000589	LYTVA_27829	SACKO_03632
OG0000590	LYTVA_12360	SACKO_30925
OG0000590	LYTVA_14114	SACKO_30919, SACKO_30264
OG0000591	LYTVA_18700	SACKO_22613
OG0000591	LYTVA_26896	SACKO_32003
OG0000592	LYTVA_06892	SACKO_27135
OG0000594	LYTVA_00318	SACKO_03549
OG0000594	LYTVA_12514	SACKO_33771
OG0000596	LYTVA_07299, LYTVA_06614, LYTVA_17975, LYTVA_17406, LYTVA_17908, LYTVA_11282, LYTVA_24761, LYTVA_22752, LYTVA_14015, LYTVA_13352, LYTVA_09861, LYTVA_09377, LYTVA_23465, LYTVA_27051	SACKO_14397, SACKO_14403, SACKO_15641, SACKO_13334, SACKO_02687
OG0000597	LYTVA_08995, LYTVA_09001	SACKO_18453
OG0000598	LYTVA_23418, LYTVA_28334, LYTVA_25665	SACKO_05680
OG0000599	LYTVA_06164, LYTVA_13199	SACKO_26034, SACKO_33847
OG0000599	LYTVA_10396	SACKO_29928, SACKO_13810, SACKO_13799, SACKO_13803, SACKO_13818, SACKO_13798, SACKO_13815, SACKO_13813, SACKO_13812
OG0000600	LYTVA_06939	SACKO_34187
OG0000600	LYTVA_02314	SACKO_27569
OG0000602	LYTVA_06542	SACKO_18486
OG0000602	LYTVA_02334, LYTVA_28424	SACKO_15757, SACKO_11346, SACKO_18509
OG0000603	LYTVA_12055	SACKO_31604
OG0000604	LYTVA_15560	SACKO_11960
OG0000609	LYTVA_12338	SACKO_07030
OG0000609	LYTVA_28306, LYTVA_08875	SACKO_07908
OG0000610	LYTVA_17940	SACKO_22412
OG0000611	LYTVA_21486	SACKO_26761
OG0000612	LYTVA_17035	SACKO_10524
OG0000612	LYTVA_18667	SACKO_16423
OG0000613	LYTVA_03372	SACKO_12488, SACKO_18352
OG0000614	LYTVA_22760, LYTVA_07728	SACKO_19940
OG0000614	LYTVA_08490	SACKO_31628, SACKO_31587
OG0000615	LYTVA_29719	SACKO_26394
OG0000616	LYTVA_14032	SACKO_26877
OG0000617	LYTVA_12604	SACKO_26070
OG0000617	LYTVA_11479, LYTVA_25974	SACKO_15016
OG0000618	LYTVA_03802	SACKO_05303
OG0000619	LYTVA_00565	SACKO_18510
OG0000621	LYTVA_18297	SACKO_20435, SACKO_20425, SACKO_09993, SACKO_06637, SACKO_06640, SACKO_06646, SACKO_06659
OG0000621	LYTVA_29585, LYTVA_10504	SACKO_20461, SACKO_20441, SACKO_20468
OG0000621	LYTVA_13839	SACKO_20428
OG0000622	LYTVA_26282, LYTVA_28085, LYTVA_09017, LYTVA_26060, LYTVA_22042, LYTVA_13956, LYTVA_26197, LYTVA_28100, LYTVA_22041, LYTVA_03734	SACKO_03091, SACKO_08665, SACKO_17555, SACKO_17602, SACKO_17590, SACKO_17596
OG0000623	LYTVA_05482	SACKO_21523, SACKO_18029
OG0000624	LYTVA_30177, LYTVA_22160, LYTVA_15747	SACKO_27238
OG0000625	LYTVA_10178	SACKO_11899
OG0000627	LYTVA_13220	SACKO_02990
OG0000628	LYTVA_13954	SACKO_05282
OG0000628	LYTVA_03881	SACKO_26977
OG0000630	LYTVA_12447	SACKO_10460, SACKO_08401, SACKO_02760
OG0000630	LYTVA_09653, LYTVA_22057, LYTVA_21089, LYTVA_13422, LYTVA_01372, LYTVA_02971	SACKO_31719, SACKO_18519, SACKO_07143, SACKO_26725, SACKO_02061, SACKO_12214, SACKO_28843, SACKO_17380, SACKO_32273, SACKO_06105, SACKO_08108, SACKO_17636
OG0000633	LYTVA_19987	SACKO_05062
OG0000635	LYTVA_07426	SACKO_29739, SACKO_14557
OG0000636	LYTVA_29351	SACKO_16616
OG0000637	LYTVA_07736	SACKO_00824
OG0000638	LYTVA_29372, LYTVA_03530, LYTVA_21743	SACKO_07670, SACKO_07656, SACKO_07663, SACKO_09257, SACKO_07658, SACKO_07676, SACKO_24281
OG0000639	LYTVA_07276	SACKO_22469
OG0000639	LYTVA_20363, LYTVA_03919	SACKO_30392
OG0000642	LYTVA_03860, LYTVA_03859, LYTVA_07734	SACKO_21799
OG0000643	LYTVA_12786	SACKO_16201, SACKO_00735
OG0000645	LYTVA_28374	SACKO_17093
OG0000646	LYTVA_01801	SACKO_00864
OG0000647	LYTVA_07018, LYTVA_08785	SACKO_00037, SACKO_00065
OG0000648	LYTVA_04746	SACKO_12118
OG0000648	LYTVA_13183	SACKO_17289
OG0000649	LYTVA_10245	SACKO_27756, SACKO_26807
OG0000650	LYTVA_00920	SACKO_04649
OG0000651	LYTVA_21211	SACKO_14845
OG0000652	LYTVA_09743	SACKO_15084
OG0000653	LYTVA_17085	SACKO_32959, SACKO_03890, SACKO_18693
OG0000654	LYTVA_28826	SACKO_30168
OG0000656	LYTVA_19117	SACKO_15053, SACKO_13960
OG0000657	LYTVA_09519, LYTVA_08984	SACKO_27378
OG0000657	LYTVA_11564	SACKO_14254
OG0000658	LYTVA_03639	SACKO_23223
OG0000659	LYTVA_11935, LYTVA_22855	SACKO_01760, SACKO_22901, SACKO_20511, SACKO_33494, SACKO_27820
OG0000660	LYTVA_18194	SACKO_30045
OG0000660	LYTVA_29081	SACKO_33063
OG0000662	LYTVA_18798	SACKO_06148
OG0000662	LYTVA_15423	SACKO_28738
OG0000663	LYTVA_03273	SACKO_03887
OG0000664	LYTVA_13239	SACKO_26065
OG0000664	LYTVA_20056	SACKO_23068
OG0000665	LYTVA_06571	SACKO_03470
OG0000666	LYTVA_07805	SACKO_01360
OG0000667	LYTVA_26735, LYTVA_08534, LYTVA_06085	SACKO_09373, SACKO_32782
OG0000670	LYTVA_25988	SACKO_21893
OG0000671	LYTVA_27723	SACKO_02900
OG0000671	LYTVA_27726	SACKO_33234
OG0000672	LYTVA_02177	SACKO_21164
OG0000672	LYTVA_03099	SACKO_29531
OG0000673	LYTVA_08812	SACKO_22644, SACKO_26591, SACKO_21190, SACKO_15811, SACKO_09827, SACKO_08128, SACKO_27182, SACKO_13656, SACKO_27181, SACKO_07412, SACKO_05975, SACKO_20377, SACKO_20392, SACKO_27617, SACKO_21396
OG0000673	LYTVA_15201, LYTVA_15199	SACKO_09351
OG0000674	LYTVA_07878	SACKO_29269
OG0000674	LYTVA_11072	SACKO_21136
OG0000676	LYTVA_14394	SACKO_30866
OG0000676	LYTVA_18544	SACKO_08481
OG0000678	LYTVA_00388	SACKO_05460
OG0000679	LYTVA_05926	SACKO_08843, SACKO_13251, SACKO_00655, SACKO_24864, SACKO_07868, SACKO_04368, SACKO_15349
OG0000680	LYTVA_10018, LYTVA_10016, LYTVA_20352	SACKO_21650, SACKO_21648, SACKO_21651
OG0000681	LYTVA_24742, LYTVA_06870	SACKO_06296
OG0000682	LYTVA_10303	SACKO_15215, SACKO_25895
OG0000683	LYTVA_03132	SACKO_30847
OG0000683	LYTVA_12146	SACKO_25632
OG0000685	LYTVA_15881	SACKO_06289
OG0000688	LYTVA_22890	SACKO_11863, SACKO_27491, SACKO_26097, SACKO_05288, SACKO_07014, SACKO_32315, SACKO_10305
OG0000690	LYTVA_23445	SACKO_13982
OG0000690	LYTVA_06618, LYTVA_16355	SACKO_03682
OG0000690	LYTVA_03145	SACKO_00508
OG0000691	LYTVA_25156	SACKO_07972
OG0000691	LYTVA_24386, LYTVA_24385	SACKO_11293
OG0000692	LYTVA_10854	SACKO_04812
OG0000692	LYTVA_29544, LYTVA_23315	SACKO_07150, SACKO_07117
OG0000693	LYTVA_23568	SACKO_25307
OG0000694	LYTVA_26928	SACKO_10312
OG0000696	LYTVA_27060	SACKO_05595
OG0000696	LYTVA_10486	SACKO_15257
OG0000696	LYTVA_16853	SACKO_07580
OG0000697	LYTVA_14530	SACKO_07543
OG0000698	LYTVA_27842	SACKO_33282, SACKO_00937, SACKO_00966, SACKO_00931
OG0000698	LYTVA_27841	SACKO_00996
OG0000699	LYTVA_27216	SACKO_27167
OG0000700	LYTVA_17157	SACKO_00811
OG0000701	LYTVA_09841	SACKO_25617, SACKO_32176, SACKO_03805
OG0000702	LYTVA_26549	SACKO_27079
OG0000706	LYTVA_22908	SACKO_24560
OG0000706	LYTVA_24146	SACKO_28453
OG0000709	LYTVA_00851	SACKO_18089
OG0000709	LYTVA_11324	SACKO_22198
OG0000710	LYTVA_15658	SACKO_13452, SACKO_13463
OG0000711	LYTVA_01208	SACKO_19139
OG0000711	LYTVA_21399	SACKO_19149
OG0000712	LYTVA_18517	SACKO_16099
OG0000713	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172	SACKO_26669
OG0000715	LYTVA_20155	SACKO_31209
OG0000716	LYTVA_00845, LYTVA_04024	SACKO_08963
OG0000717	LYTVA_13980	SACKO_00278
OG0000717	LYTVA_12572	SACKO_00279
OG0000718	LYTVA_29448	SACKO_32613
OG0000721	LYTVA_10906	SACKO_29734
OG0000722	LYTVA_01297	SACKO_06070
OG0000722	LYTVA_26452	SACKO_06069
OG0000723	LYTVA_23273, LYTVA_23272, LYTVA_11184, LYTVA_11183	SACKO_19700, SACKO_28805
OG0000724	LYTVA_01400	SACKO_29558
OG0000725	LYTVA_12066	SACKO_03561
OG0000726	LYTVA_10101	SACKO_17190
OG0000730	LYTVA_01756	SACKO_27783
OG0000730	LYTVA_23873, LYTVA_23880	SACKO_19325
OG0000731	LYTVA_25013	SACKO_26280, SACKO_26277
OG0000732	LYTVA_19768	SACKO_20871
OG0000733	LYTVA_09286	SACKO_32345
OG0000733	LYTVA_18704	SACKO_17671
OG0000734	LYTVA_02652	SACKO_08224
OG0000735	LYTVA_27173	SACKO_26054
OG0000736	LYTVA_18375, LYTVA_16120	SACKO_27734, SACKO_27737
OG0000736	LYTVA_27996	SACKO_10396
OG0000737	LYTVA_18640	SACKO_25903
OG0000739	LYTVA_13622	SACKO_12812, SACKO_18136
OG0000740	LYTVA_20629	SACKO_24861
OG0000740	LYTVA_24783, LYTVA_24786	SACKO_32305, SACKO_02011, SACKO_05182
OG0000741	LYTVA_00949	SACKO_31886, SACKO_17276, SACKO_32594
OG0000742	LYTVA_13921	SACKO_32083, SACKO_05122
OG0000743	LYTVA_16362	SACKO_25573
OG0000743	LYTVA_16365	SACKO_25597
OG0000745	LYTVA_10149, LYTVA_11982	SACKO_22243, SACKO_22171
OG0000745	LYTVA_11981	SACKO_22180
OG0000745	LYTVA_19578	SACKO_02883, SACKO_12160
OG0000748	LYTVA_10009	SACKO_18174, SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549, SACKO_19984, SACKO_09720
OG0000749	LYTVA_19774	SACKO_07299
OG0000750	LYTVA_18076	SACKO_01471, SACKO_19590, SACKO_01472, SACKO_19609
OG0000751	LYTVA_23339	SACKO_32463
OG0000752	LYTVA_18382	SACKO_10303
OG0000752	LYTVA_07800	SACKO_03640
OG0000753	LYTVA_08519	SACKO_33703
OG0000753	LYTVA_11275	SACKO_17800
OG0000754	LYTVA_22430	SACKO_26303
OG0000755	LYTVA_15623, LYTVA_07352	SACKO_19024
OG0000757	LYTVA_25030	SACKO_00716
OG0000758	LYTVA_17208	SACKO_05592
OG0000759	LYTVA_17588	SACKO_29477
OG0000760	LYTVA_03938, LYTVA_24373	SACKO_23650
OG0000761	LYTVA_21617	SACKO_04696
OG0000762	LYTVA_23402	SACKO_01422
OG0000763	LYTVA_06804	SACKO_08605
OG0000764	LYTVA_12373	SACKO_20100
OG0000765	LYTVA_14871	SACKO_02329
OG0000765	LYTVA_16254	SACKO_02322
OG0000766	LYTVA_09454, LYTVA_03504	SACKO_22474
OG0000767	LYTVA_25551	SACKO_14609
OG0000768	LYTVA_13832	SACKO_23463
OG0000771	LYTVA_14461	SACKO_01739, SACKO_11665
OG0000772	LYTVA_05773, LYTVA_19834	SACKO_18970
OG0000773	LYTVA_11686	SACKO_00589
OG0000773	LYTVA_21354, LYTVA_28702	SACKO_21567
OG0000773	LYTVA_10403, LYTVA_02040	SACKO_04243
OG0000774	LYTVA_03484	SACKO_22074
OG0000774	LYTVA_13838	SACKO_01221, SACKO_01162, SACKO_26595, SACKO_26612
OG0000775	LYTVA_27239, LYTVA_10620	SACKO_25832, SACKO_34101, SACKO_18980, SACKO_34030
OG0000776	LYTVA_24103	SACKO_18768
OG0000776	LYTVA_22432, LYTVA_27701	SACKO_20604
OG0000777	LYTVA_13243, LYTVA_28245	SACKO_28617, SACKO_28786
OG0000778	LYTVA_14479	SACKO_00880
OG0000779	LYTVA_16614, LYTVA_13236	SACKO_09223
OG0000779	LYTVA_13810	SACKO_27144
OG0000780	LYTVA_22148	SACKO_23785
OG0000780	LYTVA_16079	SACKO_29108
OG0000781	LYTVA_14822	SACKO_05315
OG0000782	LYTVA_07281	SACKO_02448
OG0000784	LYTVA_25520	SACKO_27906
OG0000786	LYTVA_15530, LYTVA_00077	SACKO_30010
OG0000786	LYTVA_01139, LYTVA_01143	SACKO_19884
OG0000787	LYTVA_15690	SACKO_05969
OG0000788	LYTVA_13146	SACKO_23309
OG0000790	LYTVA_03392	SACKO_26270
OG0000791	LYTVA_30188	SACKO_06891
OG0000792	LYTVA_19622	SACKO_20208
OG0000793	LYTVA_16504	SACKO_32255
OG0000794	LYTVA_18203	SACKO_17237
OG0000796	LYTVA_09458	SACKO_28893
OG0000797	LYTVA_21230	SACKO_34169
OG0000798	LYTVA_20461	SACKO_10595
OG0000800	LYTVA_29348, LYTVA_28470	SACKO_26365, SACKO_26362
OG0000801	LYTVA_25443	SACKO_32154
OG0000803	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598	SACKO_08403
OG0000807	LYTVA_11966, LYTVA_14572, LYTVA_15025, LYTVA_07320	SACKO_20337, SACKO_08448, SACKO_34211
OG0000808	LYTVA_27349, LYTVA_18093, LYTVA_07503	SACKO_08462
OG0000810	LYTVA_24721, LYTVA_23360	SACKO_25393
OG0000810	LYTVA_29037	SACKO_08781
OG0000812	LYTVA_08211	SACKO_09567
OG0000813	LYTVA_14140	SACKO_06455
OG0000814	LYTVA_14186, LYTVA_14182	SACKO_27445
OG0000814	LYTVA_21141	SACKO_29758
OG0000815	LYTVA_07142	SACKO_03458
OG0000815	LYTVA_15409	SACKO_17789
OG0000815	LYTVA_14542	SACKO_08338
