Orthogroup	LYTVA_ok	NEMVE
OG0000944	LYTVA_08967	NEMVE07708
OG0000945	LYTVA_24430	NEMVE22316, NEMVE22428
OG0000946	LYTVA_25241, LYTVA_27130, LYTVA_17441	NEMVE11477
OG0000946	LYTVA_21339, LYTVA_18138	NEMVE07731
OG0000947	LYTVA_21967	NEMVE04758
OG0000947	LYTVA_02610	NEMVE07474
OG0000949	LYTVA_25907	NEMVE24705, NEMVE16573, NEMVE25704, NEMVE24321
OG0000950	LYTVA_05291	NEMVE09986
OG0000951	LYTVA_06560	NEMVE21998
OG0000951	LYTVA_25198	NEMVE02530
OG0000952	LYTVA_15183	NEMVE04659
OG0000952	LYTVA_27737	NEMVE02164
OG0000953	LYTVA_04277, LYTVA_28070, LYTVA_09640, LYTVA_21901, LYTVA_27482	NEMVE12932
OG0000954	LYTVA_18195	NEMVE06460
OG0000954	LYTVA_05025	NEMVE05247, NEMVE12295
OG0000955	LYTVA_15857	NEMVE08350
OG0000957	LYTVA_29537	NEMVE00980
OG0000958	LYTVA_24230	NEMVE24805, NEMVE17902
OG0000960	LYTVA_21462	NEMVE02244
OG0000963	LYTVA_11219	NEMVE03242
OG0000964	LYTVA_26196	NEMVE19256
OG0000965	LYTVA_08512, LYTVA_30143, LYTVA_17394	NEMVE10501
OG0000965	LYTVA_12319	NEMVE02072
OG0000966	LYTVA_03424, LYTVA_03969	NEMVE06417
OG0000967	LYTVA_23088	NEMVE05572
OG0000967	LYTVA_06230, LYTVA_06235	NEMVE11722, NEMVE10506
OG0000968	LYTVA_05135	NEMVE10433
OG0000969	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065, LYTVA_13691	NEMVE14628
OG0000970	LYTVA_26609	NEMVE08789
OG0000972	LYTVA_27486	NEMVE04609, NEMVE00954
OG0000972	LYTVA_02986, LYTVA_11435	NEMVE10082
OG0000973	LYTVA_03075	NEMVE17915
OG0000974	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617	NEMVE13444
OG0000976	LYTVA_09442	NEMVE02732
OG0000977	LYTVA_12206	NEMVE25192
OG0000977	LYTVA_10438	NEMVE06329
OG0000977	LYTVA_22167	NEMVE20685, NEMVE07099
OG0000979	LYTVA_01203, LYTVA_09230	NEMVE17920, NEMVE04790, NEMVE16326
OG0000981	LYTVA_01774, LYTVA_01773	NEMVE05035, NEMVE14361, NEMVE15417
OG0000981	LYTVA_29882	NEMVE22521
OG0000982	LYTVA_01090	NEMVE07619, NEMVE11958
OG0000984	LYTVA_20605	NEMVE21717
OG0000985	LYTVA_22922	NEMVE09786, NEMVE11913
OG0000987	LYTVA_29210	NEMVE05580
OG0000988	LYTVA_10317, LYTVA_11083	NEMVE15851, NEMVE11568, NEMVE19955, NEMVE23928, NEMVE06782
OG0000992	LYTVA_01840	NEMVE11620
OG0000993	LYTVA_17730, LYTVA_18314	NEMVE12763
OG0000994	LYTVA_00968	NEMVE24464
OG0000994	LYTVA_25056	NEMVE05403
OG0000997	LYTVA_09372, LYTVA_29274, LYTVA_12640, LYTVA_28518, LYTVA_12834, LYTVA_19954, LYTVA_01250, LYTVA_03648, LYTVA_18467	NEMVE15784
OG0000998	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803	NEMVE18412, NEMVE14793
OG0000998	LYTVA_19247	NEMVE20875
OG0000999	LYTVA_18147, LYTVA_26377	NEMVE24735
OG0000999	LYTVA_17675, LYTVA_00175	NEMVE00092
OG0001000	LYTVA_27555	NEMVE02448
OG0001001	LYTVA_02181, LYTVA_06547, LYTVA_09209	NEMVE20649, NEMVE24599, NEMVE12542
OG0001002	LYTVA_01211, LYTVA_05551	NEMVE09531, NEMVE19920
OG0001004	LYTVA_04638, LYTVA_04637	NEMVE06123
OG0001005	LYTVA_29339	NEMVE10101
OG0001006	LYTVA_30116	NEMVE21915
OG0001006	LYTVA_11326	NEMVE10239
OG0001007	LYTVA_09219	NEMVE00044, NEMVE10735
OG0001008	LYTVA_24732, LYTVA_23589, LYTVA_14143	NEMVE24531
OG0001009	LYTVA_22507, LYTVA_22506	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111
OG0001014	LYTVA_22632, LYTVA_03663	NEMVE22762, NEMVE19276, NEMVE21298, NEMVE15752
OG0001015	LYTVA_16130	NEMVE07976
OG0001016	LYTVA_27385, LYTVA_23205	NEMVE14344
OG0001016	LYTVA_10008	NEMVE14850
OG0001018	LYTVA_08364	NEMVE25537
OG0001018	LYTVA_04534	NEMVE07573
OG0001019	LYTVA_10901, LYTVA_10902, LYTVA_22061, LYTVA_07725	NEMVE06651
OG0001021	LYTVA_30213	NEMVE05054
OG0001022	LYTVA_29702, LYTVA_07313	NEMVE24828
OG0001023	LYTVA_29811	NEMVE12107
OG0001025	LYTVA_06513, LYTVA_28895	NEMVE18755
OG0001025	LYTVA_27970, LYTVA_16561, LYTVA_08440, LYTVA_17173	NEMVE19762
OG0001025	LYTVA_02492	NEMVE18557
OG0001027	LYTVA_06336, LYTVA_06330, LYTVA_23368, LYTVA_07523, LYTVA_03025	NEMVE22961
OG0001028	LYTVA_02453	NEMVE25953, NEMVE14639
OG0001029	LYTVA_00344	NEMVE03131, NEMVE01675
OG0001029	LYTVA_09938	NEMVE11449
OG0001030	LYTVA_13104	NEMVE13370
OG0001031	LYTVA_13786	NEMVE13279
OG0001031	LYTVA_02087	NEMVE01877, NEMVE05278, NEMVE00495, NEMVE02692, NEMVE05018, NEMVE00690, NEMVE08345
OG0001032	LYTVA_23396	NEMVE14168
OG0001033	LYTVA_27425	NEMVE24849
OG0001034	LYTVA_22671, LYTVA_06987, LYTVA_06988, LYTVA_22670	NEMVE23685
OG0001035	LYTVA_04095, LYTVA_11486, LYTVA_01341, LYTVA_12696, LYTVA_06255, LYTVA_20201, LYTVA_23085, LYTVA_20697, LYTVA_05222	NEMVE25598
OG0001036	LYTVA_01189	NEMVE07958
OG0001037	LYTVA_07115	NEMVE13835
OG0001039	LYTVA_28151	NEMVE05718, NEMVE05729
OG0001039	LYTVA_04517	NEMVE14813
OG0001042	LYTVA_13445	NEMVE20161, NEMVE25296
OG0001043	LYTVA_02035, LYTVA_01167, LYTVA_28190, LYTVA_09229, LYTVA_25539, LYTVA_02626	NEMVE16776, NEMVE05556
OG0001048	LYTVA_00731, LYTVA_09405	NEMVE04666
OG0001049	LYTVA_09888	NEMVE24151
OG0001050	LYTVA_04036, LYTVA_16457	NEMVE11321
OG0001052	LYTVA_03660	NEMVE24748
OG0001053	LYTVA_05734	NEMVE01408
OG0001055	LYTVA_28532, LYTVA_18736, LYTVA_18735	NEMVE21535
OG0001056	LYTVA_01786, LYTVA_29573, LYTVA_10190	NEMVE07347
OG0001059	LYTVA_00483	NEMVE05294
OG0001062	LYTVA_17131, LYTVA_15828	NEMVE01533
OG0001063	LYTVA_19094, LYTVA_19095, LYTVA_07378, LYTVA_27583	NEMVE08862
OG0001064	LYTVA_11261	NEMVE19071
OG0001065	LYTVA_14105, LYTVA_06010, LYTVA_21236, LYTVA_21237, LYTVA_08594, LYTVA_27514, LYTVA_05649	NEMVE18639
OG0001067	LYTVA_25739, LYTVA_17028	NEMVE18870, NEMVE18446, NEMVE25152
OG0001068	LYTVA_12120	NEMVE04571
OG0001072	LYTVA_21778	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521
OG0001072	LYTVA_21225	NEMVE01518
OG0001073	LYTVA_18221	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	LYTVA_24384	NEMVE07705, NEMVE15967
OG0001076	LYTVA_12589	NEMVE01471
OG0001077	LYTVA_07624, LYTVA_20896	NEMVE06665
OG0001078	LYTVA_23690, LYTVA_03209	NEMVE21841, NEMVE03024
OG0001079	LYTVA_13000	NEMVE10902
OG0001080	LYTVA_00946	NEMVE25549
OG0001080	LYTVA_26032	NEMVE24155
OG0001081	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917	NEMVE14063
OG0001082	LYTVA_06685	NEMVE13496
OG0001083	LYTVA_15288	NEMVE07865
OG0001085	LYTVA_28264	NEMVE23730
OG0001086	LYTVA_27406	NEMVE21870
OG0001088	LYTVA_02372	NEMVE10969
OG0001089	LYTVA_22672	NEMVE21830
OG0001092	LYTVA_01908	NEMVE00964, NEMVE07353
OG0001092	LYTVA_21143	NEMVE01451
OG0001093	LYTVA_20171, LYTVA_15549	NEMVE01792
OG0001095	LYTVA_10435	NEMVE24881
OG0001101	LYTVA_28690	NEMVE14957
OG0001102	LYTVA_04384	NEMVE01649
OG0001102	LYTVA_27846, LYTVA_04692	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408
OG0001103	LYTVA_29667, LYTVA_02741	NEMVE05814
OG0001104	LYTVA_25180	NEMVE04017, NEMVE06719
OG0001105	LYTVA_23898	NEMVE13446
OG0001105	LYTVA_17997, LYTVA_09940, LYTVA_09939	NEMVE00247
OG0001105	LYTVA_05998, LYTVA_00852	NEMVE17686
OG0001106	LYTVA_04820	NEMVE10844, NEMVE10846
OG0001108	LYTVA_12879	NEMVE03343
OG0001109	LYTVA_21949	NEMVE17631
OG0001110	LYTVA_06257	NEMVE25055, NEMVE25054
OG0001111	LYTVA_21470	NEMVE12657, NEMVE05880
OG0001111	LYTVA_21492	NEMVE17909, NEMVE18987
OG0001111	LYTVA_13216	NEMVE18142
OG0001112	LYTVA_07658	NEMVE18988
OG0001113	LYTVA_28836	NEMVE11789, NEMVE13858
OG0001114	LYTVA_21386	NEMVE13059
OG0001117	LYTVA_11481	NEMVE07059
OG0001118	LYTVA_14256, LYTVA_14341	NEMVE08045
OG0001119	LYTVA_18092, LYTVA_05961	NEMVE00905, NEMVE12022
OG0001120	LYTVA_20018	NEMVE17944
OG0001120	LYTVA_08711	NEMVE18269, NEMVE18537
OG0001121	LYTVA_15718	NEMVE15144
OG0001123	LYTVA_23681, LYTVA_01308	NEMVE08367, NEMVE00548
OG0001123	LYTVA_15011	NEMVE07317
OG0001123	LYTVA_01705, LYTVA_12884	NEMVE07298
OG0001124	LYTVA_16535	NEMVE14042
OG0001124	LYTVA_12081	NEMVE14572
OG0001125	LYTVA_21515	NEMVE02257
OG0001126	LYTVA_20544	NEMVE21706
OG0001127	LYTVA_20907	NEMVE23507
OG0001129	LYTVA_14702	NEMVE22537, NEMVE23490, NEMVE23489
OG0001133	LYTVA_12090	NEMVE24785
OG0001133	LYTVA_21722	NEMVE17872
OG0001133	LYTVA_13505, LYTVA_08035	NEMVE22361
OG0001134	LYTVA_23641	NEMVE10572
OG0001137	LYTVA_08712	NEMVE09544, NEMVE24640, NEMVE09543
OG0001138	LYTVA_06752	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	LYTVA_17543	NEMVE07868
OG0001141	LYTVA_29978, LYTVA_25914, LYTVA_10307	NEMVE13888
OG0001142	LYTVA_17988	NEMVE20807, NEMVE13380
OG0001143	LYTVA_01170	NEMVE07319
OG0001144	LYTVA_24625	NEMVE02135
OG0001146	LYTVA_06824	NEMVE18037, NEMVE07073
OG0001147	LYTVA_16424	NEMVE05148
OG0001154	LYTVA_14502	NEMVE19233
OG0001154	LYTVA_17301	NEMVE26033, NEMVE17415
OG0001155	LYTVA_05140	NEMVE18709, NEMVE02706, NEMVE25245
OG0001155	LYTVA_22105	NEMVE14646
OG0001156	LYTVA_22449	NEMVE14927
OG0001158	LYTVA_13180, LYTVA_17437	NEMVE13124
OG0001159	LYTVA_23740	NEMVE02254
OG0001161	LYTVA_10014	NEMVE13207
OG0001162	LYTVA_28314, LYTVA_24093	NEMVE23909, NEMVE23908, NEMVE22577
OG0001163	LYTVA_24878, LYTVA_28270	NEMVE01640
OG0001164	LYTVA_05648, LYTVA_28276, LYTVA_05650	NEMVE07314
OG0001165	LYTVA_04541, LYTVA_04542	NEMVE15007
OG0001165	LYTVA_17460, LYTVA_14088	NEMVE15056
OG0001166	LYTVA_02438	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900
OG0001167	LYTVA_19097	NEMVE01035
OG0001168	LYTVA_03414	NEMVE14002
OG0001169	LYTVA_06902	NEMVE22495
OG0001170	LYTVA_06397, LYTVA_13191	NEMVE01927
OG0001172	LYTVA_22652	NEMVE14607
OG0001172	LYTVA_29661	NEMVE13977
OG0001174	LYTVA_22335	NEMVE06466
OG0001175	LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054	NEMVE18808, NEMVE00944
OG0001176	LYTVA_24712, LYTVA_24713	NEMVE04714
OG0001177	LYTVA_07494, LYTVA_26801, LYTVA_03786	NEMVE07007
OG0001178	LYTVA_02324	NEMVE13445, NEMVE00910, NEMVE11867
OG0001178	LYTVA_25867	NEMVE14023
OG0001181	LYTVA_20940, LYTVA_10373	NEMVE04930
OG0001184	LYTVA_02863, LYTVA_18281	NEMVE23775
OG0001184	LYTVA_26638, LYTVA_24278	NEMVE05038
OG0001185	LYTVA_09656	NEMVE15207
OG0001186	LYTVA_28926	NEMVE07796
OG0001186	LYTVA_01688	NEMVE14205
OG0001188	LYTVA_25404	NEMVE04912
OG0001189	LYTVA_03876	NEMVE24274
OG0001190	LYTVA_06830	NEMVE07335, NEMVE20942
OG0001196	LYTVA_03677	NEMVE08224, NEMVE12229
OG0001197	LYTVA_08630	NEMVE01874
OG0001198	LYTVA_09572, LYTVA_09571	NEMVE22207, NEMVE25198, NEMVE00766
OG0001199	LYTVA_28061	NEMVE23802, NEMVE12602
OG0001200	LYTVA_14849, LYTVA_18532, LYTVA_26385	NEMVE09033
OG0001201	LYTVA_16866, LYTVA_02039	NEMVE09573
OG0001202	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829	NEMVE18910, NEMVE19217
OG0001203	LYTVA_28240, LYTVA_03972, LYTVA_29946	NEMVE06946
OG0001204	LYTVA_12790	NEMVE16401
OG0001205	LYTVA_09031	NEMVE09608
OG0001207	LYTVA_05411	NEMVE05326
OG0001207	LYTVA_20519, LYTVA_10763	NEMVE07504
OG0001208	LYTVA_13276	NEMVE13141
OG0001210	LYTVA_04311	NEMVE24102
OG0001211	LYTVA_22456, LYTVA_02722	NEMVE14313
OG0001213	LYTVA_07548, LYTVA_11628	NEMVE09096
OG0001213	LYTVA_18522	NEMVE14427
OG0001215	LYTVA_14835	NEMVE25378
OG0001216	LYTVA_09816	NEMVE13574
OG0001216	LYTVA_23706	NEMVE14479
OG0001218	LYTVA_26113	NEMVE21894
OG0001219	LYTVA_15579	NEMVE22457
OG0001220	LYTVA_16053	NEMVE01931
OG0001220	LYTVA_16343	NEMVE13508, NEMVE06753
OG0001221	LYTVA_14047	NEMVE10455, NEMVE21175
OG0001224	LYTVA_18212	NEMVE18437
OG0001225	LYTVA_24620	NEMVE24191
OG0001229	LYTVA_17228	NEMVE23950, NEMVE19171, NEMVE16762, NEMVE15880, NEMVE18920, NEMVE18345, NEMVE20800
OG0001230	LYTVA_17571, LYTVA_12678, LYTVA_07788	NEMVE14462
OG0001231	LYTVA_07439	NEMVE18418
OG0001232	LYTVA_24297	NEMVE08692
OG0001233	LYTVA_06716	NEMVE05554
OG0001234	LYTVA_27375	NEMVE18230, NEMVE12291
OG0001236	LYTVA_24738, LYTVA_21569	NEMVE24358
OG0001238	LYTVA_30061	NEMVE05651
OG0001239	LYTVA_29779	NEMVE13393
OG0001240	LYTVA_24587	NEMVE12044, NEMVE01922
OG0001241	LYTVA_01648	NEMVE23698
OG0001242	LYTVA_24858, LYTVA_25798	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690
OG0001243	LYTVA_04835	NEMVE04580
OG0001245	LYTVA_16857	NEMVE23125
OG0001245	LYTVA_16858	NEMVE23124
OG0001246	LYTVA_21025, LYTVA_02567, LYTVA_15140, LYTVA_06598	NEMVE07108
OG0001247	LYTVA_23646	NEMVE03420
OG0001248	LYTVA_00986, LYTVA_16637	NEMVE14608
OG0001249	LYTVA_03472	NEMVE08338
OG0001250	LYTVA_23037	NEMVE07058
OG0001251	LYTVA_12207	NEMVE05777
OG0001252	LYTVA_28229, LYTVA_04840	NEMVE05179
OG0001253	LYTVA_02267	NEMVE14445
OG0001254	LYTVA_26444	NEMVE01446, NEMVE14277
OG0001256	LYTVA_27563	NEMVE11467, NEMVE20435
OG0001261	LYTVA_10322	NEMVE12600, NEMVE24381
OG0001262	LYTVA_27431	NEMVE20477, NEMVE18940, NEMVE25315
OG0001263	LYTVA_17717, LYTVA_22972	NEMVE21893, NEMVE01880
OG0001264	LYTVA_07325, LYTVA_04650	NEMVE09188
OG0001266	LYTVA_19415, LYTVA_19851	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	LYTVA_08091	NEMVE25606
OG0001267	LYTVA_09343	NEMVE22271
OG0001268	LYTVA_20779	NEMVE13796
OG0001270	LYTVA_18319	NEMVE22554
OG0001271	LYTVA_09608	NEMVE16016, NEMVE12266
OG0001272	LYTVA_27489	NEMVE24865
OG0001274	LYTVA_02869	NEMVE24783
OG0001275	LYTVA_16368	NEMVE02957
OG0001275	LYTVA_15957	NEMVE14795
OG0001276	LYTVA_24445	NEMVE24658
OG0001277	LYTVA_01342, LYTVA_01349, LYTVA_01345, LYTVA_01344, LYTVA_09116, LYTVA_01343, LYTVA_08685	NEMVE08949
OG0001278	LYTVA_12248, LYTVA_16623	NEMVE22456
OG0001279	LYTVA_22555	NEMVE06730
OG0001283	LYTVA_17951	NEMVE18885, NEMVE15140
OG0001284	LYTVA_30054, LYTVA_01526	NEMVE15039
OG0001284	LYTVA_15592	NEMVE12745, NEMVE19495
OG0001285	LYTVA_29344, LYTVA_29345	NEMVE07034
OG0001286	LYTVA_00885	NEMVE08364
OG0001287	LYTVA_06176	NEMVE13851
OG0001288	LYTVA_10306	NEMVE20273
OG0001290	LYTVA_13603	NEMVE22813, NEMVE07506
OG0001291	LYTVA_11712	NEMVE25091
OG0001293	LYTVA_07691	NEMVE24929
OG0001294	LYTVA_19271	NEMVE10810
OG0001295	LYTVA_15580	NEMVE10114
OG0001296	LYTVA_20224	NEMVE10339
OG0001297	LYTVA_24047	NEMVE00713, NEMVE18614, NEMVE04552, NEMVE09620
OG0001297	LYTVA_14610	NEMVE03104
OG0001300	LYTVA_03792	NEMVE10660
OG0001302	LYTVA_01979, LYTVA_15833	NEMVE13962, NEMVE18411
OG0001302	LYTVA_08998	NEMVE17610
OG0001303	LYTVA_25956, LYTVA_26020, LYTVA_24258	NEMVE22969
OG0001303	LYTVA_13820	NEMVE25499, NEMVE25051, NEMVE24313
OG0001304	LYTVA_26874	NEMVE01937
OG0001305	LYTVA_00811, LYTVA_15520	NEMVE06825
OG0001306	LYTVA_06210	NEMVE16218
OG0001306	LYTVA_04350	NEMVE08625
OG0001307	LYTVA_12802	NEMVE17946
OG0001308	LYTVA_08159	NEMVE06230
OG0001309	LYTVA_11009, LYTVA_28629, LYTVA_28628	NEMVE23002, NEMVE18542
OG0001310	LYTVA_08839	NEMVE22452
OG0001310	LYTVA_04185, LYTVA_11415	NEMVE14637
OG0001311	LYTVA_28955, LYTVA_10099	NEMVE05964, NEMVE03793
OG0001312	LYTVA_06396	NEMVE14791, NEMVE14787
OG0001314	LYTVA_09665	NEMVE24317
OG0001317	LYTVA_09521	NEMVE13378
OG0001318	LYTVA_16780	NEMVE22575
OG0001318	LYTVA_28059	NEMVE14651
OG0001319	LYTVA_24410	NEMVE01465
OG0001320	LYTVA_21775	NEMVE10295
OG0001320	LYTVA_09922	NEMVE25688
OG0001322	LYTVA_14240, LYTVA_03712	NEMVE14406
OG0001322	LYTVA_08843	NEMVE05068, NEMVE21787
OG0001323	LYTVA_00847	NEMVE17138
OG0001324	LYTVA_00291	NEMVE19268, NEMVE11187
OG0001326	LYTVA_02897	NEMVE14355
OG0001327	LYTVA_12279	NEMVE15997
OG0001329	LYTVA_29340	NEMVE06386
OG0001330	LYTVA_04759	NEMVE14535
OG0001331	LYTVA_16616	NEMVE23983
OG0001332	LYTVA_11322	NEMVE10338
OG0001335	LYTVA_24585	NEMVE06061
OG0001337	LYTVA_28142	NEMVE11126
OG0001339	LYTVA_25825	NEMVE25120
OG0001341	LYTVA_05973	NEMVE00960, NEMVE01284
OG0001343	LYTVA_11093, LYTVA_11760, LYTVA_27004	NEMVE18205, NEMVE19131
OG0001343	LYTVA_27138	NEMVE25260, NEMVE17073, NEMVE23290, NEMVE24415
OG0001344	LYTVA_02352	NEMVE22371
OG0001345	LYTVA_20477	NEMVE15150
OG0001348	LYTVA_22256	NEMVE25188
OG0001349	LYTVA_09588, LYTVA_22305, LYTVA_27212, LYTVA_15157, LYTVA_06041	NEMVE17568
OG0001350	LYTVA_08886	NEMVE13044
OG0001351	LYTVA_25655	NEMVE17590
OG0001353	LYTVA_10030	NEMVE14778
OG0001353	LYTVA_22573	NEMVE14645
OG0001354	LYTVA_28511	NEMVE15994, NEMVE05871
OG0001355	LYTVA_11629	NEMVE14405
OG0001356	LYTVA_28992	NEMVE04630
OG0001357	LYTVA_01328	NEMVE07199
OG0001358	LYTVA_28060	NEMVE11838
OG0001360	LYTVA_28373, LYTVA_27643	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001362	LYTVA_28040	NEMVE13199
OG0001363	LYTVA_09257, LYTVA_18119	NEMVE24406
OG0001364	LYTVA_09892	NEMVE25546, NEMVE21006
OG0001366	LYTVA_01522	NEMVE15255
OG0001367	LYTVA_20815	NEMVE10311
OG0001369	LYTVA_05062	NEMVE07342
OG0001370	LYTVA_22074	NEMVE16952
OG0001371	LYTVA_08478, LYTVA_25037	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	LYTVA_11215	NEMVE14621, NEMVE12678
OG0001372	LYTVA_06840	NEMVE24235
OG0001373	LYTVA_08692	NEMVE13198
OG0001375	LYTVA_04323	NEMVE21718, NEMVE18400
OG0001376	LYTVA_29983	NEMVE14506
OG0001377	LYTVA_21846	NEMVE18187, NEMVE00630, NEMVE23910
OG0001378	LYTVA_17384	NEMVE14996
OG0001379	LYTVA_28884	NEMVE14262
OG0001380	LYTVA_29108	NEMVE10957
OG0001381	LYTVA_20781	NEMVE08816
OG0001382	LYTVA_23629	NEMVE18444
OG0001383	LYTVA_24693	NEMVE09447
OG0001384	LYTVA_13924	NEMVE09646
OG0001389	LYTVA_23428	NEMVE07341
OG0001394	LYTVA_27589, LYTVA_27588	NEMVE08699
OG0001395	LYTVA_29626	NEMVE10872, NEMVE02945
OG0001397	LYTVA_19050	NEMVE22946
OG0001397	LYTVA_23784	NEMVE25397
OG0001398	LYTVA_12730, LYTVA_02864, LYTVA_02865, LYTVA_18283, LYTVA_18282, LYTVA_02862	NEMVE01787
OG0001399	LYTVA_26875	NEMVE23382
OG0001401	LYTVA_02911	NEMVE23498
OG0001402	LYTVA_01375	NEMVE22752
OG0001403	LYTVA_25904, LYTVA_16669, LYTVA_07690	NEMVE08195
OG0001404	LYTVA_25793	NEMVE25280
OG0001404	LYTVA_03852	NEMVE13694
OG0001405	LYTVA_11923	NEMVE25349
OG0001405	LYTVA_13898	NEMVE08567
OG0001406	LYTVA_02505	NEMVE18633, NEMVE16331
OG0001409	LYTVA_11490	NEMVE14897
OG0001410	LYTVA_26149	NEMVE03165
OG0001412	LYTVA_29467	NEMVE19652
OG0001413	LYTVA_11550, LYTVA_08728, LYTVA_22106	NEMVE06553, NEMVE06540
OG0001413	LYTVA_06579	NEMVE23533
OG0001414	LYTVA_18745	NEMVE11734
OG0001415	LYTVA_04754	NEMVE14658
OG0001415	LYTVA_19006, LYTVA_27686	NEMVE03240
OG0001416	LYTVA_10946	NEMVE10436
OG0001416	LYTVA_28696	NEMVE15378
OG0001417	LYTVA_21364, LYTVA_15358	NEMVE02519
OG0001418	LYTVA_00553	NEMVE12090, NEMVE01985
OG0001419	LYTVA_27301	NEMVE05935
OG0001420	LYTVA_11976	NEMVE16749
OG0001421	LYTVA_26131	NEMVE00612
OG0001422	LYTVA_28672	NEMVE07209
OG0001423	LYTVA_12091, LYTVA_28484	NEMVE08632
OG0001424	LYTVA_01086	NEMVE01171
OG0001424	LYTVA_05792	NEMVE19994, NEMVE02440
OG0001425	LYTVA_20870	NEMVE19543, NEMVE14280
OG0001426	LYTVA_03466	NEMVE13859
OG0001426	LYTVA_13737	NEMVE08760
OG0001427	LYTVA_08328	NEMVE15208
OG0001428	LYTVA_04004	NEMVE21876
OG0001430	LYTVA_05538	NEMVE13108
OG0001431	LYTVA_23169	NEMVE23887
OG0001432	LYTVA_06530, LYTVA_06531, LYTVA_06533	NEMVE01898
OG0001434	LYTVA_11544	NEMVE01045
OG0001437	LYTVA_02456	NEMVE13628
OG0001439	LYTVA_23481	NEMVE06751
OG0001439	LYTVA_23479	NEMVE03395
OG0001440	LYTVA_21865	NEMVE03715
OG0001445	LYTVA_06306	NEMVE05296
OG0001446	LYTVA_05089, LYTVA_00329	NEMVE13345, NEMVE13458
OG0001447	LYTVA_08300	NEMVE05648
OG0001448	LYTVA_21434, LYTVA_04273	NEMVE00791, NEMVE02092, NEMVE15574, NEMVE00572, NEMVE07132, NEMVE13653
OG0001448	LYTVA_05084	NEMVE01793
OG0001449	LYTVA_26829	NEMVE14841, NEMVE20272
OG0001449	LYTVA_26490	NEMVE13482, NEMVE00941
OG0001450	LYTVA_11115	NEMVE00959
OG0001451	LYTVA_28152	NEMVE07224
OG0001451	LYTVA_15293, LYTVA_15292	NEMVE13777
OG0001452	LYTVA_07052	NEMVE10972
OG0001453	LYTVA_25332	NEMVE09283
OG0001455	LYTVA_29635	NEMVE14951
OG0001456	LYTVA_29753	NEMVE11079, NEMVE05799
OG0001459	LYTVA_03447	NEMVE25233, NEMVE00289
OG0001460	LYTVA_05188	NEMVE00841, NEMVE16041
OG0001460	LYTVA_25220	NEMVE07626
OG0001462	LYTVA_08777, LYTVA_08776, LYTVA_05319	NEMVE11473
OG0001463	LYTVA_02407, LYTVA_02045	NEMVE09388, NEMVE13964
OG0001464	LYTVA_00287	NEMVE06290, NEMVE07201, NEMVE10766
OG0001465	LYTVA_26108	NEMVE09463, NEMVE09468, NEMVE01540
OG0001466	LYTVA_06219, LYTVA_06226	NEMVE24631
OG0001467	LYTVA_13981	NEMVE05171
OG0001467	LYTVA_22531	NEMVE09380
OG0001468	LYTVA_26492	NEMVE03519
OG0001469	LYTVA_18384	NEMVE13119
OG0001469	LYTVA_08369	NEMVE05710
OG0001470	LYTVA_05300	NEMVE01457
OG0001471	LYTVA_29023	NEMVE23465
OG0001471	LYTVA_02825, LYTVA_27002	NEMVE23668
OG0001472	LYTVA_00674, LYTVA_18392	NEMVE23386
OG0001473	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712	NEMVE12413
OG0001474	LYTVA_10100	NEMVE07106
OG0001474	LYTVA_01292	NEMVE03081, NEMVE10570
OG0001475	LYTVA_29057, LYTVA_24837	NEMVE23631
OG0001476	LYTVA_11849	NEMVE10280, NEMVE10281
OG0001477	LYTVA_10845, LYTVA_20891	NEMVE12181, NEMVE14548
OG0001479	LYTVA_06390	NEMVE06797, NEMVE06784
OG0001480	LYTVA_01988	NEMVE16556
OG0001482	LYTVA_01060	NEMVE13241
OG0001483	LYTVA_17264, LYTVA_12883, LYTVA_11203	NEMVE23590
OG0001484	LYTVA_19019, LYTVA_27048	NEMVE23070
OG0001485	LYTVA_14466, LYTVA_27906	NEMVE05976
OG0001486	LYTVA_00800	NEMVE22710
OG0001488	LYTVA_30042	NEMVE04734
OG0001488	LYTVA_29707, LYTVA_03629	NEMVE04737
