Orthogroup	LYTVA_ok	ASTMX
OG0001039	LYTVA_01352	ASTMX19682
OG0001042	LYTVA_13445	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999
OG0001044	LYTVA_06578	ASTMX11020
OG0001047	LYTVA_10366, LYTVA_28083	ASTMX13719, ASTMX02988, ASTMX09193, ASTMX08799
OG0001048	LYTVA_00731, LYTVA_09405	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970
OG0001049	LYTVA_25001, LYTVA_11198	ASTMX16983, ASTMX16917
OG0001049	LYTVA_09888	ASTMX15120, ASTMX04802
OG0001050	LYTVA_04036, LYTVA_16457	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846
OG0001052	LYTVA_03660	ASTMX02792, ASTMX15614
OG0001053	LYTVA_05734	ASTMX04746
OG0001054	LYTVA_03436	ASTMX11497, ASTMX10102, ASTMX07817, ASTMX12306, ASTMX15402, ASTMX15877, ASTMX07816, ASTMX19836, ASTMX11496, ASTMX10101
OG0001058	LYTVA_02007	ASTMX18033, ASTMX05110, ASTMX11885, ASTMX17859
OG0001059	LYTVA_00483	ASTMX17167, ASTMX13012, ASTMX17166, ASTMX13011
OG0001062	LYTVA_17131, LYTVA_15828	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790
OG0001063	LYTVA_19095	ASTMX10605
OG0001065	LYTVA_23523	ASTMX18463, ASTMX10224
OG0001067	LYTVA_25739, LYTVA_17028	ASTMX00002, ASTMX08589
OG0001068	LYTVA_12120	ASTMX16663, ASTMX10634
OG0001072	LYTVA_21778	ASTMX19026
OG0001072	LYTVA_21225	ASTMX07116
OG0001073	LYTVA_18221	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175
OG0001075	LYTVA_24384	ASTMX15603, ASTMX17534, ASTMX07596
OG0001076	LYTVA_12589	ASTMX03684, ASTMX11243, ASTMX11094
OG0001077	LYTVA_07624	ASTMX08017
OG0001077	LYTVA_20896	ASTMX12567
OG0001078	LYTVA_23690, LYTVA_03209	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731
OG0001079	LYTVA_13000	ASTMX13695, ASTMX07130, ASTMX04052
OG0001080	LYTVA_00946	ASTMX20362
OG0001080	LYTVA_26032	ASTMX17093, ASTMX00271
OG0001081	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917	ASTMX07534, ASTMX20170, ASTMX20169
OG0001082	LYTVA_06685	ASTMX05356
OG0001083	LYTVA_15288	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493
OG0001085	LYTVA_28264	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559
OG0001086	LYTVA_27406	ASTMX17217, ASTMX13682, ASTMX15645, ASTMX04708, ASTMX12542
OG0001089	LYTVA_22672	ASTMX21827
OG0001092	LYTVA_01908	ASTMX11230
OG0001092	LYTVA_21143	ASTMX11224
OG0001093	LYTVA_20171, LYTVA_15549	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672
OG0001094	LYTVA_15558, LYTVA_15559	ASTMX20728, ASTMX11817, ASTMX22892
OG0001095	LYTVA_10435	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271
OG0001101	LYTVA_28690	ASTMX18645
OG0001102	LYTVA_27846, LYTVA_04692	ASTMX10946, ASTMX06585
OG0001103	LYTVA_29667, LYTVA_02741	ASTMX07925
OG0001105	LYTVA_23898	ASTMX06295
OG0001105	LYTVA_17997, LYTVA_09940, LYTVA_09939	ASTMX16452
OG0001106	LYTVA_04820	ASTMX12402
OG0001108	LYTVA_12879	ASTMX02283
OG0001109	LYTVA_21949	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867
OG0001110	LYTVA_06257	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352
OG0001112	LYTVA_07658	ASTMX08753, ASTMX12056
OG0001113	LYTVA_28836	ASTMX19887
OG0001114	LYTVA_21386	ASTMX20168, ASTMX05200, ASTMX10656
OG0001115	LYTVA_02273, LYTVA_24204	ASTMX22571, ASTMX01777, ASTMX14280, ASTMX19074, ASTMX15784, ASTMX16079, ASTMX09277
OG0001118	LYTVA_14341	ASTMX16589
OG0001119	LYTVA_05961	ASTMX11748
OG0001120	LYTVA_08711	ASTMX04101, ASTMX08003, ASTMX10732, ASTMX16697, ASTMX08805, ASTMX16767
OG0001121	LYTVA_15718	ASTMX15268, ASTMX07286
OG0001123	LYTVA_01308	ASTMX11965
OG0001123	LYTVA_01705, LYTVA_12884	ASTMX03333
OG0001124	LYTVA_16535	ASTMX11649
OG0001124	LYTVA_12081	ASTMX21249
OG0001126	LYTVA_13765	ASTMX15843
OG0001127	LYTVA_20907	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770
OG0001129	LYTVA_14702	ASTMX10908, ASTMX12420, ASTMX13922
OG0001130	LYTVA_01563	ASTMX10575
OG0001132	LYTVA_01795	ASTMX10021
OG0001133	LYTVA_21722	ASTMX13789
OG0001133	LYTVA_13505, LYTVA_08035	ASTMX12861
OG0001134	LYTVA_23641	ASTMX21574, ASTMX21573, ASTMX07671
OG0001137	LYTVA_08712	ASTMX12515, ASTMX16194, ASTMX01698
OG0001138	LYTVA_06752	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720
OG0001139	LYTVA_17543	ASTMX08334, ASTMX02193, ASTMX16174
OG0001141	LYTVA_29978, LYTVA_25914, LYTVA_10307	ASTMX18850, ASTMX15737
OG0001142	LYTVA_17988	ASTMX06998
OG0001143	LYTVA_01170	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862
OG0001144	LYTVA_24625	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825
OG0001146	LYTVA_06824	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223
OG0001149	LYTVA_04169, LYTVA_25161	ASTMX19645, ASTMX17794
OG0001155	LYTVA_05140	ASTMX05916
OG0001155	LYTVA_22105	ASTMX05884
OG0001156	LYTVA_22449	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559
OG0001158	LYTVA_13180, LYTVA_17437	ASTMX02087, ASTMX17173, ASTMX12628
OG0001159	LYTVA_23740	ASTMX04571, ASTMX16858
OG0001160	LYTVA_26964	ASTMX03036, ASTMX02042, ASTMX09272
OG0001161	LYTVA_10014	ASTMX05139, ASTMX19392, ASTMX10567
OG0001162	LYTVA_28314, LYTVA_24093	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039
OG0001163	LYTVA_24878, LYTVA_28270	ASTMX21149, ASTMX13397, ASTMX06626
OG0001164	LYTVA_05648, LYTVA_28276, LYTVA_05650	ASTMX23034
OG0001165	LYTVA_04541, LYTVA_04542	ASTMX13025
OG0001165	LYTVA_17460, LYTVA_14088	ASTMX00124
OG0001166	LYTVA_02438	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635
OG0001167	LYTVA_19097	ASTMX18844, ASTMX18845, ASTMX07609
OG0001168	LYTVA_03414	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562
OG0001169	LYTVA_06902	ASTMX04343
OG0001170	LYTVA_06397, LYTVA_13191	ASTMX11047
OG0001171	LYTVA_23053	ASTMX06140
OG0001172	LYTVA_22652	ASTMX02640, ASTMX12998
OG0001172	LYTVA_29661	ASTMX05444, ASTMX13620, ASTMX07385
OG0001173	LYTVA_24626	ASTMX06808
OG0001174	LYTVA_22335	ASTMX00942
OG0001175	LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054	ASTMX15626, ASTMX17938, ASTMX10319
OG0001176	LYTVA_24712, LYTVA_24713	ASTMX10559, ASTMX01481, ASTMX13540
OG0001177	LYTVA_26801	ASTMX14125
OG0001177	LYTVA_03786	ASTMX15939
OG0001178	LYTVA_02324	ASTMX12782, ASTMX12781
OG0001178	LYTVA_25867	ASTMX00134, ASTMX00554
OG0001179	LYTVA_26628	ASTMX12400
OG0001179	LYTVA_09673	ASTMX07456
OG0001180	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852	ASTMX12027, ASTMX19199, ASTMX09020
OG0001181	LYTVA_20940	ASTMX22174
OG0001181	LYTVA_10373	ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260
OG0001182	LYTVA_26540, LYTVA_26537, LYTVA_12465, LYTVA_26539	ASTMX12103, ASTMX13653, ASTMX19714, ASTMX07068, ASTMX07067
OG0001184	LYTVA_02863, LYTVA_18281	ASTMX19302
OG0001184	LYTVA_26638, LYTVA_24278	ASTMX00228
OG0001185	LYTVA_09656	ASTMX07482, ASTMX10936
OG0001186	LYTVA_28926	ASTMX18547, ASTMX02567
OG0001186	LYTVA_01688	ASTMX13845
OG0001187	LYTVA_15913	ASTMX10749
OG0001188	LYTVA_25404	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224
OG0001190	LYTVA_06830	ASTMX11323, ASTMX13686, ASTMX05267
OG0001196	LYTVA_03677	ASTMX11519, ASTMX11174, ASTMX02339
OG0001197	LYTVA_08630	ASTMX03942
OG0001198	LYTVA_09572, LYTVA_09571	ASTMX02630
OG0001199	LYTVA_28061	ASTMX03290
OG0001199	LYTVA_13204	ASTMX03812
OG0001201	LYTVA_16866, LYTVA_02039	ASTMX18598
OG0001202	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829	ASTMX12631, ASTMX12630
OG0001204	LYTVA_12790	ASTMX05878, ASTMX12225
OG0001205	LYTVA_09031	ASTMX13657
OG0001207	LYTVA_05411	ASTMX15583
OG0001207	LYTVA_20519, LYTVA_10763	ASTMX21871, ASTMX07379, ASTMX05452
OG0001208	LYTVA_13276	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017
OG0001210	LYTVA_19275	ASTMX01254
OG0001210	LYTVA_04311	ASTMX10342, ASTMX10343
OG0001211	LYTVA_22456, LYTVA_02722	ASTMX18975, ASTMX16242
OG0001213	LYTVA_07548, LYTVA_11628	ASTMX13388
OG0001213	LYTVA_18522	ASTMX21450
OG0001215	LYTVA_14835	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044
OG0001216	LYTVA_09816	ASTMX20220
OG0001217	LYTVA_22786	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955
OG0001217	LYTVA_21151	ASTMX20834, ASTMX01246
OG0001218	LYTVA_26113	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605
OG0001219	LYTVA_15579	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229
OG0001220	LYTVA_16053	ASTMX05948, ASTMX05949
OG0001221	LYTVA_14047	ASTMX07026
OG0001223	LYTVA_21037	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473
OG0001224	LYTVA_18212	ASTMX06442
OG0001225	LYTVA_24620	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916
OG0001230	LYTVA_07788	ASTMX17828
OG0001231	LYTVA_07439	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066
OG0001232	LYTVA_24297	ASTMX03619
OG0001233	LYTVA_06716	ASTMX05613, ASTMX05612, ASTMX20633
OG0001234	LYTVA_27375	ASTMX08429
OG0001236	LYTVA_24738, LYTVA_21569	ASTMX01850
OG0001237	LYTVA_26239, LYTVA_06734	ASTMX02167
OG0001238	LYTVA_30061	ASTMX13748, ASTMX05355
OG0001239	LYTVA_29779	ASTMX05182, ASTMX13945, ASTMX09470
OG0001240	LYTVA_24587	ASTMX20546, ASTMX04906, ASTMX01860, ASTMX15738, ASTMX18848
OG0001241	LYTVA_01648	ASTMX06697
OG0001242	LYTVA_24858, LYTVA_25798	ASTMX06205, ASTMX18340
OG0001243	LYTVA_04835	ASTMX17034, ASTMX02160, ASTMX19994
OG0001245	LYTVA_16858	ASTMX04711, ASTMX08255, ASTMX15831, ASTMX03252
OG0001247	LYTVA_23646	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338
OG0001248	LYTVA_00986, LYTVA_16637	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178
OG0001249	LYTVA_03472	ASTMX20180, ASTMX00503, ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928
OG0001250	LYTVA_23037	ASTMX15491, ASTMX07689, ASTMX20710
OG0001251	LYTVA_12207	ASTMX12740
OG0001252	LYTVA_28229, LYTVA_04840	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917
OG0001253	LYTVA_02267	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786
OG0001254	LYTVA_26444	ASTMX21459, ASTMX10576, ASTMX17225
OG0001256	LYTVA_27563	ASTMX12301, ASTMX04241, ASTMX01544
OG0001261	LYTVA_10322	ASTMX19187, ASTMX01634, ASTMX00068
OG0001262	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252	ASTMX21377
OG0001263	LYTVA_17717, LYTVA_22972	ASTMX17678, ASTMX07639
OG0001263	LYTVA_09084	ASTMX17278
OG0001264	LYTVA_07325	ASTMX07471, ASTMX13848, ASTMX00881
OG0001267	LYTVA_08091	ASTMX15901
OG0001267	LYTVA_09343	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889
OG0001270	LYTVA_18319	ASTMX03630
OG0001271	LYTVA_09608	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815
OG0001272	LYTVA_27489	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726
OG0001274	LYTVA_02869	ASTMX22021, ASTMX13163, ASTMX06912
OG0001275	LYTVA_15957	ASTMX03842
OG0001276	LYTVA_24445	ASTMX03010, ASTMX09183
OG0001278	LYTVA_12248, LYTVA_16623	ASTMX04865
OG0001279	LYTVA_22555	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584
OG0001283	LYTVA_17951	ASTMX22180, ASTMX22202
OG0001284	LYTVA_30054, LYTVA_01526	ASTMX09601
OG0001284	LYTVA_15592	ASTMX06818, ASTMX13787, ASTMX17233
OG0001287	LYTVA_06176	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804
OG0001288	LYTVA_10306	ASTMX00451, ASTMX12396
OG0001290	LYTVA_13603	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455
OG0001291	LYTVA_11712	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302
OG0001292	LYTVA_22168	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449
OG0001293	LYTVA_07691	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515
OG0001294	LYTVA_19271	ASTMX01279
OG0001295	LYTVA_15580	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791
OG0001296	LYTVA_20224	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113
OG0001297	LYTVA_14610	ASTMX21540, ASTMX18732, ASTMX17762
OG0001300	LYTVA_05607, LYTVA_03792	ASTMX06507, ASTMX16708, ASTMX01169
OG0001302	LYTVA_08998	ASTMX18397
OG0001305	LYTVA_15520	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148
OG0001306	LYTVA_06210	ASTMX15047, ASTMX12449
OG0001306	LYTVA_04350	ASTMX07805
OG0001308	LYTVA_06427, LYTVA_08159	ASTMX12136, ASTMX14880, ASTMX11270
OG0001309	LYTVA_11009, LYTVA_28629, LYTVA_28628	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510
OG0001310	LYTVA_08839	ASTMX09500
OG0001310	LYTVA_04185, LYTVA_11415	ASTMX19103, ASTMX15228, ASTMX19102
OG0001311	LYTVA_28955	ASTMX15821, ASTMX19766
OG0001311	LYTVA_10099	ASTMX21056, ASTMX12561
OG0001312	LYTVA_06396	ASTMX21632, ASTMX06204
OG0001316	LYTVA_13297, LYTVA_13299	ASTMX11105, ASTMX06180, ASTMX08793
OG0001317	LYTVA_09521	ASTMX20575
OG0001318	LYTVA_16780	ASTMX01432
OG0001318	LYTVA_28059	ASTMX07560, ASTMX04187
OG0001319	LYTVA_24409	ASTMX21712
OG0001319	LYTVA_24410	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136
OG0001320	LYTVA_21775	ASTMX02658
OG0001320	LYTVA_09922	ASTMX12886, ASTMX12104
OG0001322	LYTVA_14240, LYTVA_03712	ASTMX01716, ASTMX07256
OG0001322	LYTVA_08843	ASTMX16188
OG0001324	LYTVA_00291	ASTMX04156
OG0001325	LYTVA_09407	ASTMX19331
OG0001326	LYTVA_02897	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581
OG0001327	LYTVA_12279	ASTMX18676, ASTMX05552
OG0001329	LYTVA_29340	ASTMX07142, ASTMX13340
OG0001330	LYTVA_04759	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195
OG0001331	LYTVA_16616	ASTMX11613
OG0001332	LYTVA_11322	ASTMX08248, ASTMX16970
OG0001333	LYTVA_22466	ASTMX05919, ASTMX07699
OG0001341	LYTVA_05973	ASTMX04021, ASTMX18606
OG0001344	LYTVA_02352	ASTMX12839, ASTMX12838
OG0001345	LYTVA_20477	ASTMX17745
OG0001348	LYTVA_22256	ASTMX09799, ASTMX08553, ASTMX19294
OG0001350	LYTVA_08886	ASTMX06475
OG0001350	LYTVA_25134	ASTMX15964
OG0001351	LYTVA_25655	ASTMX00127, ASTMX00552
OG0001353	LYTVA_10030	ASTMX14151
OG0001353	LYTVA_22573	ASTMX11924, ASTMX13745
OG0001354	LYTVA_28511	ASTMX15487, ASTMX02827, ASTMX19253
OG0001355	LYTVA_11629	ASTMX03894, ASTMX05031, ASTMX05922
OG0001356	LYTVA_28992	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357
OG0001357	LYTVA_01328	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930
OG0001358	LYTVA_28060	ASTMX08140
OG0001360	LYTVA_28373, LYTVA_27643	ASTMX19584
OG0001361	LYTVA_24814	ASTMX01071, ASTMX20061, ASTMX16172
OG0001362	LYTVA_28040	ASTMX11654
OG0001362	LYTVA_10356	ASTMX11652
OG0001363	LYTVA_09257, LYTVA_18119	ASTMX08285, ASTMX10326, ASTMX03420
OG0001364	LYTVA_09892	ASTMX17782, ASTMX06972, ASTMX17850
OG0001365	LYTVA_25618, LYTVA_24140, LYTVA_11701, LYTVA_00097, LYTVA_24131	ASTMX00017, ASTMX18825, ASTMX17303
OG0001366	LYTVA_01522	ASTMX01928, ASTMX19346
OG0001367	LYTVA_20815	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021
OG0001369	LYTVA_05062	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417
OG0001370	LYTVA_22074	ASTMX09028
OG0001371	LYTVA_08478, LYTVA_25037	ASTMX10538
OG0001372	LYTVA_11215	ASTMX06020
OG0001373	LYTVA_08692	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731
OG0001374	LYTVA_02702	ASTMX18408, ASTMX04259, ASTMX21457
OG0001375	LYTVA_04323	ASTMX15348
OG0001376	LYTVA_29983	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887
OG0001377	LYTVA_21846	ASTMX02709, ASTMX03269, ASTMX20261, ASTMX18913, ASTMX20260, ASTMX20259, ASTMX21994, ASTMX15701
OG0001378	LYTVA_17384	ASTMX12590, ASTMX15728
OG0001379	LYTVA_28884	ASTMX08769
OG0001380	LYTVA_29108	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026
OG0001381	LYTVA_20781	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370
OG0001382	LYTVA_06738	ASTMX22770, ASTMX17021
OG0001387	LYTVA_23743	ASTMX14247, ASTMX08858
OG0001389	LYTVA_23428	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746
OG0001394	LYTVA_27588	ASTMX11802, ASTMX15905
OG0001395	LYTVA_29626	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549
OG0001397	LYTVA_19050	ASTMX08012, ASTMX19505
OG0001397	LYTVA_23784	ASTMX01488
OG0001399	LYTVA_11204	ASTMX06124
OG0001399	LYTVA_26875	ASTMX11454, ASTMX00428
OG0001400	LYTVA_25761	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897
OG0001402	LYTVA_01375	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686
OG0001403	LYTVA_25904, LYTVA_16669, LYTVA_07690	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183
OG0001404	LYTVA_03852	ASTMX05687
OG0001405	LYTVA_11923	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520
OG0001405	LYTVA_13898	ASTMX21998
OG0001406	LYTVA_02505	ASTMX11154, ASTMX06992, ASTMX15717
OG0001409	LYTVA_11490	ASTMX06764, ASTMX08743, ASTMX16438, ASTMX11918
OG0001410	LYTVA_26149	ASTMX14683
OG0001412	LYTVA_29467	ASTMX19015, ASTMX19014
OG0001413	LYTVA_22106	ASTMX19024
OG0001414	LYTVA_15413	ASTMX02756
OG0001416	LYTVA_10946	ASTMX16935, ASTMX00724, ASTMX04812
OG0001417	LYTVA_21364	ASTMX15359, ASTMX02876
OG0001418	LYTVA_00553	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463
OG0001419	LYTVA_27301	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003
OG0001420	LYTVA_11976	ASTMX04576, ASTMX01772, ASTMX08878, ASTMX08385, ASTMX19032, ASTMX19033
OG0001421	LYTVA_26131	ASTMX10787, ASTMX08122, ASTMX03810
OG0001422	LYTVA_28672	ASTMX17695, ASTMX01913
OG0001423	LYTVA_12091, LYTVA_28484	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608
OG0001424	LYTVA_01086	ASTMX17288
OG0001425	LYTVA_20870	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948
OG0001426	LYTVA_03466	ASTMX15051
OG0001426	LYTVA_13737	ASTMX19079
OG0001427	LYTVA_08328	ASTMX01765, ASTMX17165
OG0001428	LYTVA_04004	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746
OG0001430	LYTVA_05538	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065
OG0001431	LYTVA_23169	ASTMX15509, ASTMX15371
OG0001432	LYTVA_06531, LYTVA_06533	ASTMX08157, ASTMX21019
OG0001434	LYTVA_11544	ASTMX09914, ASTMX09915
OG0001436	LYTVA_23400	ASTMX01918
OG0001437	LYTVA_02456	ASTMX18553, ASTMX12632
OG0001440	LYTVA_21865	ASTMX06448, ASTMX19471, ASTMX02877
OG0001445	LYTVA_06306	ASTMX04130, ASTMX07057
OG0001447	LYTVA_08300	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124
OG0001449	LYTVA_26829	ASTMX21017, ASTMX21018
OG0001449	LYTVA_26490	ASTMX16238
OG0001450	LYTVA_11115	ASTMX06326
OG0001451	LYTVA_28152	ASTMX19016
OG0001451	LYTVA_15293, LYTVA_15292	ASTMX00580
OG0001452	LYTVA_07052	ASTMX12067, ASTMX20582, ASTMX19197
OG0001453	LYTVA_25332	ASTMX22407, ASTMX10274, ASTMX00250
OG0001454	LYTVA_12706	ASTMX18012, ASTMX21139
OG0001455	LYTVA_29635	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167
OG0001456	LYTVA_29753	ASTMX18392, ASTMX18390
OG0001457	LYTVA_23311	ASTMX04194, ASTMX01925, ASTMX22469, ASTMX00888, ASTMX08468, ASTMX19726, ASTMX18878, ASTMX08470
OG0001459	LYTVA_03447	ASTMX20587, ASTMX19737
OG0001460	LYTVA_05188	ASTMX05935
OG0001460	LYTVA_25220	ASTMX06612
OG0001461	LYTVA_20044	ASTMX05184
OG0001462	LYTVA_05319	ASTMX19123
OG0001463	LYTVA_02407, LYTVA_02045	ASTMX00203, ASTMX01706
OG0001464	LYTVA_00287	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688
OG0001465	LYTVA_26108	ASTMX22228, ASTMX20175, ASTMX20176
OG0001466	LYTVA_06219, LYTVA_06226	ASTMX14884
OG0001467	LYTVA_13981	ASTMX14338
OG0001467	LYTVA_22531	ASTMX02258
OG0001468	LYTVA_26492	ASTMX14778, ASTMX06215, ASTMX18545
OG0001469	LYTVA_08369	ASTMX05748
OG0001470	LYTVA_05300	ASTMX22480, ASTMX02997, ASTMX02333
OG0001472	LYTVA_00674, LYTVA_18392	ASTMX17138
OG0001473	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712	ASTMX15501, ASTMX19877
OG0001474	LYTVA_10100	ASTMX12989
OG0001474	LYTVA_01292	ASTMX07703
OG0001475	LYTVA_29057, LYTVA_24837	ASTMX01033, ASTMX04792
OG0001476	LYTVA_11849	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706
OG0001478	LYTVA_27270, LYTVA_05260	ASTMX12885
OG0001478	LYTVA_16139, LYTVA_02086	ASTMX07723
OG0001479	LYTVA_06390	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077
OG0001480	LYTVA_01988	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426
OG0001481	LYTVA_06316	ASTMX08128, ASTMX08933, ASTMX13517, ASTMX14788
OG0001482	LYTVA_01060	ASTMX17250
OG0001484	LYTVA_19019, LYTVA_27048	ASTMX17553, ASTMX17552, ASTMX18774
OG0001485	LYTVA_14466, LYTVA_27906	ASTMX04894, ASTMX10882, ASTMX03334, ASTMX21672
OG0001486	LYTVA_00800	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981
OG0001488	LYTVA_30042, LYTVA_29707, LYTVA_03629	ASTMX18812
OG0001489	LYTVA_29241	ASTMX12776, ASTMX12086, ASTMX11213
OG0001490	LYTVA_21998	ASTMX07604, ASTMX00526, ASTMX03930, ASTMX19516, ASTMX03287, ASTMX16189
OG0001492	LYTVA_23916	ASTMX17077, ASTMX04445
OG0001493	LYTVA_27653	ASTMX20989, ASTMX22693
OG0001495	LYTVA_19058	ASTMX17637
OG0001496	LYTVA_02996, LYTVA_18645, LYTVA_00598	ASTMX09754
OG0001500	LYTVA_09855	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006
OG0001501	LYTVA_20209	ASTMX09507
OG0001502	LYTVA_00394	ASTMX20142, ASTMX07825
OG0001503	LYTVA_26157	ASTMX02356
OG0001503	LYTVA_21678	ASTMX19525
OG0001504	LYTVA_08379, LYTVA_08381	ASTMX13743
OG0001506	LYTVA_24167	ASTMX16668, ASTMX02040
OG0001507	LYTVA_01453, LYTVA_12072	ASTMX04595, ASTMX10941, ASTMX13047
OG0001508	LYTVA_06099	ASTMX16208, ASTMX16207
OG0001509	LYTVA_07640	ASTMX18743, ASTMX06334
OG0001510	LYTVA_28716	ASTMX01738, ASTMX20539, ASTMX20538, ASTMX05480
