Orthogroup	LYTVA_ok	DANRE
OG0000363	LYTVA_19730, LYTVA_05256	DANRE05157, DANRE05158
OG0000363	LYTVA_02850, LYTVA_15234, LYTVA_19502, LYTVA_12892	DANRE10491, DANRE34034, DANRE03815, DANRE13868
OG0000364	LYTVA_03241, LYTVA_12339, LYTVA_24462, LYTVA_21604, LYTVA_02959, LYTVA_06968, LYTVA_19018, LYTVA_21819	DANRE10845, DANRE10846, DANRE10844
OG0000365	LYTVA_02311	DANRE07429, DANRE34414, DANRE34415, DANRE35273, DANRE24290, DANRE27060, DANRE24567, DANRE26709, DANRE26710, DANRE16764, DANRE28891
OG0000367	LYTVA_24456	DANRE36654, DANRE31524, DANRE01785, DANRE01784
OG0000371	LYTVA_07987, LYTVA_18253, LYTVA_26533	DANRE02548, DANRE02547
OG0000371	LYTVA_24627	DANRE03248
OG0000372	LYTVA_09420	DANRE02748
OG0000372	LYTVA_03697	DANRE06645, DANRE06644
OG0000372	LYTVA_13806	DANRE22505, DANRE22504, DANRE11712, DANRE18764
OG0000372	LYTVA_09258, LYTVA_10583	DANRE15256
OG0000373	LYTVA_08644	DANRE42982, DANRE29521, DANRE03427, DANRE03426
OG0000374	LYTVA_22056	DANRE27018, DANRE23780, DANRE41520, DANRE23150, DANRE35505, DANRE35504
OG0000374	LYTVA_28388	DANRE00058, DANRE03789, DANRE05089, DANRE33404, DANRE33403
OG0000374	LYTVA_17909	DANRE23152, DANRE23151, DANRE27829
OG0000375	LYTVA_06266	DANRE30139, DANRE30138, DANRE16765, DANRE03047, DANRE04153, DANRE30105, DANRE30106, DANRE30107, DANRE04150
OG0000375	LYTVA_07238	DANRE06003, DANRE33724, DANRE43092
OG0000378	LYTVA_03257	DANRE10060, DANRE30848, DANRE10029, DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903
OG0000378	LYTVA_02110	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244
OG0000379	LYTVA_05437	DANRE08570
OG0000379	LYTVA_18554	DANRE04156
OG0000379	LYTVA_20027	DANRE16856, DANRE16855
OG0000379	LYTVA_23890, LYTVA_08324	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078
OG0000382	LYTVA_27057	DANRE02655, DANRE37846, DANRE37849, DANRE37847, DANRE37848
OG0000382	LYTVA_02944	DANRE25955, DANRE25953, DANRE25954, DANRE25952, DANRE22850, DANRE22851, DANRE25951, DANRE25950, DANRE31576, DANRE31575, DANRE22849
OG0000384	LYTVA_14422	DANRE39176, DANRE39177, DANRE15659, DANRE15658
OG0000384	LYTVA_30064	DANRE09548, DANRE09549, DANRE09547, DANRE41421, DANRE41422
OG0000386	LYTVA_00886, LYTVA_03276, LYTVA_08700, LYTVA_21382, LYTVA_20542, LYTVA_13854	DANRE15744, DANRE06792, DANRE06707, DANRE33779, DANRE08771, DANRE00813
OG0000389	LYTVA_09557	DANRE20466, DANRE20465, DANRE20464, DANRE20463, DANRE03342, DANRE03343, DANRE03344, DANRE11173
OG0000391	LYTVA_14419	DANRE11237, DANRE11238, DANRE11236, DANRE11235
OG0000393	LYTVA_07049, LYTVA_04769, LYTVA_02534, LYTVA_19296	DANRE33584, DANRE33585
OG0000393	LYTVA_18987	DANRE41173, DANRE41172
OG0000393	LYTVA_29904	DANRE04252
OG0000395	LYTVA_07488	DANRE07727, DANRE07728, DANRE01256, DANRE01257, DANRE07818, DANRE07819
OG0000396	LYTVA_29756	DANRE13219, DANRE13220
OG0000396	LYTVA_24408	DANRE19273, DANRE40879, DANRE17659, DANRE35148, DANRE35151, DANRE19240, DANRE19237, DANRE26720, DANRE26721, DANRE24521, DANRE17217, DANRE30277, DANRE30278, DANRE30279
OG0000397	LYTVA_01829	DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719
OG0000399	LYTVA_23258	DANRE18056
OG0000399	LYTVA_10216	DANRE18763
OG0000400	LYTVA_21682	DANRE10040
OG0000400	LYTVA_21440	DANRE17580, DANRE19635
OG0000401	LYTVA_03050, LYTVA_06551, LYTVA_17743, LYTVA_12806	DANRE03473, DANRE27291, DANRE38823, DANRE38822
OG0000402	LYTVA_17451, LYTVA_17450	DANRE01674, DANRE01673, DANRE22595
OG0000403	LYTVA_09740, LYTVA_17322, LYTVA_05699	DANRE06760, DANRE06758, DANRE06761, DANRE06759
OG0000404	LYTVA_11246	DANRE39992
OG0000404	LYTVA_11319, LYTVA_26787	DANRE36432, DANRE34734
OG0000405	LYTVA_02873	DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778
OG0000411	LYTVA_28501	DANRE13512, DANRE13511, DANRE12026, DANRE12027, DANRE12025, DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378
OG0000412	LYTVA_01548, LYTVA_08305	DANRE40212, DANRE40213
OG0000412	LYTVA_13235	DANRE34255, DANRE34254, DANRE40964, DANRE14291
OG0000413	LYTVA_30013	DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262
OG0000413	LYTVA_27164	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247
OG0000415	LYTVA_15027, LYTVA_27129, LYTVA_27126, LYTVA_00428, LYTVA_17858, LYTVA_17856	DANRE22332, DANRE23529, DANRE23530, DANRE23528, DANRE23527, DANRE23556, DANRE23764, DANRE28253, DANRE23816, DANRE23815, DANRE37519, DANRE23602, DANRE35497, DANRE35498, DANRE37135, DANRE37134
OG0000417	LYTVA_09421, LYTVA_01195	DANRE13017
OG0000417	LYTVA_22673	DANRE35073, DANRE35074
OG0000417	LYTVA_07397, LYTVA_27731, LYTVA_14787	DANRE04157
OG0000417	LYTVA_04747, LYTVA_02916, LYTVA_06178, LYTVA_20445	DANRE31610
OG0000418	LYTVA_02710, LYTVA_00368	DANRE07530, DANRE20965, DANRE31644
OG0000422	LYTVA_06865	DANRE14661, DANRE05596, DANRE05597, DANRE18645, DANRE18644, DANRE22673, DANRE22672, DANRE41117, DANRE41116
OG0000424	LYTVA_23549, LYTVA_05964, LYTVA_25545, LYTVA_03567	DANRE03532
OG0000425	LYTVA_08575	DANRE07739, DANRE07738, DANRE16733, DANRE16732, DANRE04594, DANRE12103, DANRE12105, DANRE12104, DANRE17581
OG0000425	LYTVA_01661, LYTVA_16295	DANRE16734, DANRE41873, DANRE41874, DANRE16596, DANRE16595, DANRE00985
OG0000426	LYTVA_06898	DANRE07061, DANRE07060, DANRE20172
OG0000426	LYTVA_02723	DANRE07062
OG0000426	LYTVA_28523, LYTVA_10466	DANRE14044, DANRE17040, DANRE17041, DANRE30201, DANRE09323, DANRE09324, DANRE09322, DANRE09321, DANRE29984, DANRE29985
OG0000427	LYTVA_16595	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318
OG0000427	LYTVA_19896	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772
OG0000431	LYTVA_04640	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495
OG0000432	LYTVA_08315	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299
OG0000432	LYTVA_02449	DANRE31413, DANRE31412, DANRE21202, DANRE21201, DANRE36976, DANRE36975, DANRE36974
OG0000433	LYTVA_26219	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992
OG0000433	LYTVA_06955	DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182
OG0000435	LYTVA_13773, LYTVA_29418	DANRE03550
OG0000435	LYTVA_27506	DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493
OG0000436	LYTVA_21248	DANRE42552, DANRE42550, DANRE42551, DANRE42553, DANRE14971, DANRE14972, DANRE02915, DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966, DANRE42555
OG0000437	LYTVA_05214, LYTVA_25460	DANRE42222, DANRE42223
OG0000442	LYTVA_03518	DANRE07531, DANRE07532, DANRE07533, DANRE16586
OG0000442	LYTVA_02198	DANRE24242, DANRE14641, DANRE10018, DANRE14640
OG0000442	LYTVA_11814, LYTVA_13337	DANRE00817, DANRE29323
OG0000443	LYTVA_07561	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229
OG0000443	LYTVA_21803	DANRE00081, DANRE00080, DANRE00082
OG0000444	LYTVA_22417, LYTVA_07815	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265
OG0000444	LYTVA_19323	DANRE12801, DANRE12802, DANRE12418
OG0000446	LYTVA_21122	DANRE18817
OG0000446	LYTVA_02398, LYTVA_06665	DANRE38226, DANRE38225
OG0000447	LYTVA_12231	DANRE16236, DANRE16237, DANRE34347, DANRE34348, DANRE34349, DANRE34350, DANRE19795, DANRE19794, DANRE13289
OG0000448	LYTVA_02468	DANRE42866, DANRE42867
OG0000450	LYTVA_17101	DANRE13780, DANRE13779, DANRE13781, DANRE07541
OG0000452	LYTVA_06720, LYTVA_26610	DANRE31571, DANRE31572, DANRE31573, DANRE31574, DANRE31563, DANRE31562, DANRE31561, DANRE31560, DANRE31568, DANRE31567, DANRE31565, DANRE31564, DANRE31570, DANRE31569, DANRE31566, DANRE25956
OG0000453	LYTVA_08205, LYTVA_27618, LYTVA_26520, LYTVA_16783	DANRE13184, DANRE13185
OG0000457	LYTVA_13385, LYTVA_29764	DANRE42219, DANRE20040, DANRE16026
OG0000458	LYTVA_22216	DANRE18765, DANRE11630
OG0000458	LYTVA_26424, LYTVA_26419, LYTVA_22737, LYTVA_26418, LYTVA_22736	DANRE17730, DANRE10760, DANRE27173, DANRE27171, DANRE23245, DANRE22516
OG0000459	LYTVA_12100, LYTVA_05682, LYTVA_22767, LYTVA_10243, LYTVA_25855	DANRE19705, DANRE16614
OG0000460	LYTVA_15963	DANRE03441
OG0000461	LYTVA_27812	DANRE29922, DANRE29923, DANRE29921
OG0000463	LYTVA_20402	DANRE25872, DANRE25873, DANRE25871
OG0000463	LYTVA_18875, LYTVA_06079	DANRE41150, DANRE41151, DANRE25321, DANRE25320
OG0000465	LYTVA_30093	DANRE26398, DANRE26399, DANRE26397
OG0000465	LYTVA_15105	DANRE43152
OG0000466	LYTVA_11121, LYTVA_13501, LYTVA_19960, LYTVA_10498, LYTVA_26346, LYTVA_17159, LYTVA_23863, LYTVA_26185	DANRE26725, DANRE11839, DANRE11838, DANRE11794, DANRE11837, DANRE11834, DANRE11833
OG0000467	LYTVA_22913	DANRE23056, DANRE23057, DANRE23058, DANRE22608, DANRE22609, DANRE02650, DANRE02651, DANRE36597, DANRE36596, DANRE23594, DANRE02242, DANRE02241, DANRE31546, DANRE31547, DANRE31545, DANRE22610
OG0000468	LYTVA_17846, LYTVA_25959, LYTVA_07913	DANRE38072, DANRE38073, DANRE38074
OG0000468	LYTVA_09600	DANRE11717
OG0000469	LYTVA_00030	DANRE02667, DANRE36725, DANRE22869, DANRE23507, DANRE23506, DANRE20673, DANRE36794, DANRE01800, DANRE25224, DANRE30917, DANRE25226, DANRE25225, DANRE39797
OG0000469	LYTVA_28593	DANRE34931, DANRE02143
OG0000470	LYTVA_08829	DANRE15508, DANRE15509, DANRE03596, DANRE03595
OG0000470	LYTVA_28529	DANRE18054, DANRE11163, DANRE04323
OG0000471	LYTVA_13790	DANRE07230
OG0000471	LYTVA_16071	DANRE06782, DANRE06783, DANRE15739, DANRE20505, DANRE05253, DANRE05254
OG0000472	LYTVA_29404	DANRE33961, DANRE33960, DANRE08126, DANRE34131, DANRE34132
OG0000473	LYTVA_14999, LYTVA_07009, LYTVA_29862, LYTVA_22214, LYTVA_22215, LYTVA_22212, LYTVA_28216, LYTVA_29861, LYTVA_01939, LYTVA_18289, LYTVA_23971, LYTVA_18560, LYTVA_01735	DANRE29036, DANRE36190, DANRE30271, DANRE30275, DANRE17221
OG0000475	LYTVA_01549	DANRE35688, DANRE35689, DANRE36554, DANRE36553, DANRE23154
OG0000475	LYTVA_01550	DANRE14923, DANRE14922, DANRE14924, DANRE09178, DANRE09179, DANRE09180, DANRE35686, DANRE35687, DANRE41506, DANRE41505
OG0000476	LYTVA_25122	DANRE34964
OG0000476	LYTVA_13391	DANRE19447
OG0000478	LYTVA_03492, LYTVA_19338	DANRE22766, DANRE02682, DANRE25577
OG0000479	LYTVA_06137, LYTVA_28172	DANRE10077, DANRE10078, DANRE14206, DANRE14207, DANRE17444, DANRE17445, DANRE17446, DANRE07001
OG0000479	LYTVA_05897	DANRE16462, DANRE07346, DANRE33624, DANRE00042, DANRE00044, DANRE00043
OG0000480	LYTVA_02506	DANRE22993
OG0000480	LYTVA_19363	DANRE02638, DANRE02639
OG0000481	LYTVA_09160	DANRE03162, DANRE00276
OG0000482	LYTVA_19516	DANRE10705
OG0000482	LYTVA_27236, LYTVA_29735	DANRE10729
OG0000484	LYTVA_07250	DANRE30174, DANRE36358, DANRE26698, DANRE26697, DANRE36356, DANRE36357, DANRE40019, DANRE40018, DANRE27070, DANRE27071, DANRE01866, DANRE01867, DANRE01868, DANRE36359
OG0000486	LYTVA_11725, LYTVA_25120, LYTVA_29743, LYTVA_02899, LYTVA_15926, LYTVA_17161, LYTVA_29368, LYTVA_28063, LYTVA_14259	DANRE05042, DANRE07090, DANRE07089, DANRE04364
OG0000487	LYTVA_10942	DANRE28673
OG0000488	LYTVA_08628	DANRE14181, DANRE01678
OG0000490	LYTVA_11400	DANRE13869, DANRE36198, DANRE36199, DANRE30262, DANRE30263, DANRE13871, DANRE13870, DANRE10492, DANRE10493, DANRE10494, DANRE19551, DANRE19550, DANRE35143, DANRE35142, DANRE35145, DANRE35144
OG0000491	LYTVA_10685, LYTVA_06011	DANRE20188, DANRE20187, DANRE38166, DANRE38165, DANRE38163, DANRE23703, DANRE16264, DANRE16263, DANRE38164, DANRE08501, DANRE16265, DANRE01134, DANRE08500, DANRE08499
OG0000494	LYTVA_25114, LYTVA_11583	DANRE34633, DANRE34632, DANRE34634, DANRE07924, DANRE06591, DANRE06590, DANRE16474, DANRE33529, DANRE34185, DANRE34184, DANRE40596, DANRE40598, DANRE40597, DANRE40595, DANRE19497, DANRE19498
OG0000495	LYTVA_25605, LYTVA_24473, LYTVA_18087	DANRE18597
OG0000496	LYTVA_09688	DANRE26393, DANRE03735
OG0000497	LYTVA_10382	DANRE19507, DANRE08308, DANRE34943, DANRE34942, DANRE08309
OG0000497	LYTVA_04632	DANRE35380, DANRE35379, DANRE35381, DANRE35382, DANRE35378, DANRE39953
OG0000498	LYTVA_16978	DANRE38559, DANRE26141, DANRE27692, DANRE27693, DANRE14403, DANRE37024, DANRE23500, DANRE39337, DANRE39336, DANRE26186, DANRE26187
OG0000499	LYTVA_13776	DANRE17443, DANRE17442, DANRE11965, DANRE11964
OG0000503	LYTVA_17922, LYTVA_19324	DANRE29639, DANRE29640, DANRE37675, DANRE12362, DANRE12363, DANRE12364, DANRE31157, DANRE31158
OG0000503	LYTVA_12188	DANRE12932, DANRE12931
OG0000504	LYTVA_02960, LYTVA_12298, LYTVA_20673	DANRE41917, DANRE41916, DANRE13988, DANRE13989, DANRE19314, DANRE19315, DANRE28310, DANRE21611, DANRE25901, DANRE25900, DANRE12198
OG0000505	LYTVA_05839	DANRE20986, DANRE20985, DANRE28320, DANRE28321, DANRE34921, DANRE34920, DANRE26014, DANRE26013, DANRE26010, DANRE26011, DANRE26012, DANRE10179
OG0000508	LYTVA_12099	DANRE03868, DANRE14508, DANRE14509
OG0000508	LYTVA_28377	DANRE41797, DANRE41796, DANRE41798
OG0000510	LYTVA_19046, LYTVA_02807, LYTVA_16080	DANRE29015, DANRE29016, DANRE23929, DANRE24614, DANRE24613, DANRE33900, DANRE33901, DANRE00308, DANRE16489, DANRE06484, DANRE06483
OG0000514	LYTVA_15398	DANRE09989, DANRE35445, DANRE29427, DANRE29426, DANRE29431, DANRE29430, DANRE29429, DANRE28744, DANRE04023, DANRE04024, DANRE04022, DANRE28743, DANRE28742, DANRE29428
OG0000515	LYTVA_07120, LYTVA_07117, LYTVA_20113, LYTVA_20114, LYTVA_28123, LYTVA_22248, LYTVA_11079, LYTVA_15154, LYTVA_26737, LYTVA_19505, LYTVA_09455	DANRE03235, DANRE03236
OG0000519	LYTVA_13323	DANRE01551, DANRE33550, DANRE01552
OG0000520	LYTVA_00781	DANRE01444, DANRE01443, DANRE01442, DANRE40706, DANRE29662
OG0000520	LYTVA_18628	DANRE08682, DANRE13991, DANRE08165, DANRE08166
OG0000521	LYTVA_03547	DANRE34387, DANRE34386, DANRE08837, DANRE08836, DANRE08838, DANRE05616, DANRE05617, DANRE02580, DANRE02579, DANRE02578, DANRE02577, DANRE02576, DANRE11262, DANRE11261, DANRE19967, DANRE39243, DANRE39244
OG0000522	LYTVA_15018, LYTVA_09443, LYTVA_24796	DANRE07315, DANRE07316, DANRE07314, DANRE07313, DANRE07311, DANRE07312, DANRE07310, DANRE15867, DANRE15866, DANRE15864, DANRE15869, DANRE15865, DANRE15868
OG0000522	LYTVA_29533, LYTVA_27966	DANRE05320, DANRE05318
OG0000523	LYTVA_00966	DANRE35335, DANRE35336, DANRE35333, DANRE35334
OG0000524	LYTVA_27652	DANRE04953, DANRE04954
OG0000525	LYTVA_27355	DANRE27465, DANRE34311
OG0000525	LYTVA_20949	DANRE37919, DANRE37918, DANRE24803, DANRE36177, DANRE29333
OG0000526	LYTVA_10683, LYTVA_07835, LYTVA_10678, LYTVA_25363, LYTVA_25370	DANRE04464, DANRE16744
OG0000527	LYTVA_20562	DANRE28026, DANRE28029, DANRE28025, DANRE28024, DANRE21774, DANRE21773, DANRE21772, DANRE28027, DANRE30267, DANRE17202
OG0000528	LYTVA_22002	DANRE11572, DANRE11573, DANRE08361, DANRE08362, DANRE37792, DANRE37793, DANRE37794
OG0000529	LYTVA_23566	DANRE17658, DANRE17657, DANRE17656
OG0000529	LYTVA_23159	DANRE14000, DANRE09212, DANRE00742, DANRE02792, DANRE02793
OG0000530	LYTVA_01074	DANRE26826, DANRE27113, DANRE02134, DANRE00409, DANRE24563, DANRE26825, DANRE24562
OG0000535	LYTVA_16804, LYTVA_27505	DANRE20157, DANRE20158, DANRE06031, DANRE06033, DANRE06032, DANRE22311, DANRE22312, DANRE22313, DANRE15667, DANRE15668
OG0000537	LYTVA_04641	DANRE38989, DANRE38988, DANRE41614, DANRE41613, DANRE08646, DANRE08648, DANRE08647
OG0000538	LYTVA_19552	DANRE42160, DANRE37095, DANRE29198, DANRE03222, DANRE03824, DANRE27952, DANRE27950, DANRE27949, DANRE27951, DANRE03823, DANRE03821, DANRE03822
OG0000542	LYTVA_16634	DANRE14981, DANRE14980
OG0000544	LYTVA_27738	DANRE08538, DANRE08537, DANRE00847, DANRE00846, DANRE00848, DANRE00845, DANRE16215
OG0000544	LYTVA_05338	DANRE34532, DANRE34530, DANRE34533, DANRE34531
OG0000545	LYTVA_08840	DANRE02906, DANRE02907, DANRE34438, DANRE34437, DANRE34436, DANRE34439, DANRE11738, DANRE13378, DANRE13377
OG0000548	LYTVA_06015	DANRE01597, DANRE01599, DANRE01598, DANRE25568
OG0000551	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909	DANRE41282
OG0000552	LYTVA_03254	DANRE01503
OG0000552	LYTVA_15858	DANRE06064
OG0000553	LYTVA_23265	DANRE21288, DANRE20656, DANRE31268
OG0000553	LYTVA_09391	DANRE29057, DANRE03068
OG0000554	LYTVA_09845	DANRE04186
OG0000560	LYTVA_26084, LYTVA_16607, LYTVA_16609, LYTVA_20278, LYTVA_28476, LYTVA_01495	DANRE03304, DANRE11206
OG0000561	LYTVA_29146	DANRE18926, DANRE18925, DANRE18927, DANRE10686, DANRE10685
OG0000562	LYTVA_01419	DANRE27041, DANRE01831
OG0000563	LYTVA_08446, LYTVA_08447, LYTVA_00186	DANRE39600
OG0000564	LYTVA_23030, LYTVA_26193	DANRE13124, DANRE05546, DANRE17800, DANRE17802, DANRE17801, DANRE05570, DANRE16718, DANRE16717
OG0000565	LYTVA_01862, LYTVA_07046, LYTVA_01851	DANRE09694
OG0000565	LYTVA_24437, LYTVA_01567	DANRE09696, DANRE09695, DANRE09693, DANRE09692, DANRE09697
OG0000566	LYTVA_16321	DANRE25108
OG0000566	LYTVA_16285	DANRE33333, DANRE33334
OG0000567	LYTVA_12299	DANRE37645, DANRE43387
OG0000570	LYTVA_13446, LYTVA_13448, LYTVA_13447, LYTVA_13452, LYTVA_24675	DANRE43359, DANRE30386, DANRE30385, DANRE04065, DANRE01649, DANRE01650, DANRE01648
OG0000571	LYTVA_20884	DANRE33710
OG0000573	LYTVA_17570	DANRE26429, DANRE36969, DANRE41278, DANRE34489
OG0000574	LYTVA_26701	DANRE28774
OG0000574	LYTVA_10809	DANRE28773, DANRE28771, DANRE28772, DANRE03028
OG0000575	LYTVA_27938	DANRE33983, DANRE33982, DANRE33981, DANRE33980, DANRE33986, DANRE33985, DANRE33984, DANRE00045, DANRE16440, DANRE16435, DANRE16436, DANRE27242, DANRE27243, DANRE27241, DANRE24309, DANRE24311, DANRE24310, DANRE35805
OG0000576	LYTVA_26208	DANRE42659, DANRE42663, DANRE41341, DANRE42662, DANRE42660, DANRE42661, DANRE04947, DANRE41342, DANRE04948, DANRE22099, DANRE22100, DANRE22101
OG0000578	LYTVA_22088	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439
OG0000579	LYTVA_05380	DANRE25633, DANRE31259, DANRE31258, DANRE31257, DANRE02315, DANRE02313, DANRE02314, DANRE25634, DANRE39934, DANRE01665, DANRE01666, DANRE01664, DANRE01668, DANRE39933, DANRE39930, DANRE39932, DANRE39931, DANRE22831, DANRE22830
OG0000580	LYTVA_17855, LYTVA_06002	DANRE38921, DANRE38923, DANRE38922, DANRE25003
OG0000581	LYTVA_01246	DANRE17774, DANRE05449
OG0000581	LYTVA_20217	DANRE04777, DANRE03781, DANRE17773, DANRE05450
OG0000581	LYTVA_20223	DANRE05454
OG0000583	LYTVA_02410	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062
OG0000587	LYTVA_14343, LYTVA_26577	DANRE08842, DANRE08843, DANRE28077, DANRE38185, DANRE38186, DANRE38187, DANRE23765, DANRE02066, DANRE02067
OG0000587	LYTVA_09394	DANRE07770
OG0000588	LYTVA_02313	DANRE30123, DANRE16941, DANRE26565, DANRE19175, DANRE34600
OG0000589	LYTVA_27829	DANRE25936, DANRE38708, DANRE38709, DANRE38710, DANRE25938, DANRE25939, DANRE25937, DANRE12338, DANRE31600, DANRE31601, DANRE22454, DANRE37009, DANRE37011, DANRE37012, DANRE37010, DANRE30890, DANRE30889, DANRE25662, DANRE25663, DANRE25664, DANRE25665
OG0000590	LYTVA_14114	DANRE28274, DANRE36861
OG0000591	LYTVA_18700	DANRE29995, DANRE15432
OG0000592	LYTVA_06892	DANRE18531
OG0000594	LYTVA_12514	DANRE02253, DANRE02252
OG0000597	LYTVA_08995, LYTVA_09001	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208
OG0000600	LYTVA_06939	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160
OG0000601	LYTVA_25885, LYTVA_09449, LYTVA_06884	DANRE03851, DANRE29823, DANRE05203, DANRE05202, DANRE43410, DANRE05201, DANRE05200, DANRE01528
OG0000602	LYTVA_06542	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344
OG0000602	LYTVA_02334, LYTVA_28424	DANRE28063, DANRE21449, DANRE05995, DANRE05994, DANRE06863, DANRE42864, DANRE43010, DANRE15343, DANRE15341, DANRE15342
OG0000603	LYTVA_12055	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754
OG0000609	LYTVA_12338	DANRE11913, DANRE11914
OG0000609	LYTVA_28306, LYTVA_08875	DANRE21338
OG0000610	LYTVA_17940	DANRE08988, DANRE15837
OG0000611	LYTVA_07188	DANRE02632, DANRE20099, DANRE20098, DANRE39012, DANRE39011, DANRE39013
OG0000611	LYTVA_21486	DANRE38844, DANRE38845, DANRE38847
OG0000613	LYTVA_03903	DANRE18520, DANRE01714, DANRE01713, DANRE10094, DANRE14218, DANRE14219
OG0000613	LYTVA_25492	DANRE34847, DANRE38974
OG0000614	LYTVA_08490	DANRE43105, DANRE43106
OG0000615	LYTVA_29719	DANRE06330, DANRE06331, DANRE24461
OG0000616	LYTVA_14032	DANRE09788
OG0000616	LYTVA_22938	DANRE08157, DANRE35009, DANRE35008, DANRE37380, DANRE37376, DANRE37378, DANRE37377
OG0000617	LYTVA_12604	DANRE43335, DANRE43336, DANRE43334
OG0000619	LYTVA_00565	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557
OG0000623	LYTVA_05482	DANRE05276
OG0000623	LYTVA_02662	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067
OG0000624	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485
OG0000625	LYTVA_10178	DANRE08025, DANRE08024, DANRE08745, DANRE08746, DANRE08747, DANRE08748, DANRE00989, DANRE00990, DANRE08026, DANRE08027
OG0000627	LYTVA_13220	DANRE01285, DANRE01283, DANRE01284, DANRE13403, DANRE10285, DANRE10284, DANRE24252
OG0000628	LYTVA_13954	DANRE10115, DANRE10116, DANRE02554, DANRE43168, DANRE43169, DANRE10117, DANRE10118
OG0000628	LYTVA_03881	DANRE22397, DANRE22395, DANRE22396, DANRE17350, DANRE17351, DANRE09796, DANRE24904
OG0000629	LYTVA_20124	DANRE01275
OG0000629	LYTVA_03778, LYTVA_25763	DANRE25415
OG0000635	LYTVA_07426	DANRE13256
OG0000636	LYTVA_29351	DANRE03730, DANRE03729, DANRE07041, DANRE07045, DANRE07042, DANRE07043, DANRE07044, DANRE07046, DANRE05815, DANRE05816, DANRE05814, DANRE03924, DANRE03926, DANRE03923
OG0000637	LYTVA_13438	DANRE30450, DANRE36117
OG0000639	LYTVA_07276	DANRE12180, DANRE19333, DANRE19332
